reference_period,ref_qq,metro,metcode,FSA,dweltype,mkttycd,underconstr,num_structures,unitsperstructure,avgstorycount
2007-12-01,4,Ottawa,1265,K4K,1.0,1.0,51.0,51,1.0,0.0
2007-12-01,4,Ottawa,1265,K4P,2.0,1.0,2.0,1,2.0,0.0
2007-12-01,4,Ottawa,1265,K1Z,2.0,1.0,8.0,4,2.0,0.0
2007-12-01,4,Ottawa,1265,K4K,2.0,1.0,4.0,2,2.0,0.0
2007-12-01,4,Ottawa,1265,K1V,1.0,1.0,5.0,5,1.0,0.0
2007-12-01,4,Ottawa,1265,K1Y,2.0,1.0,12.0,6,2.0,0.0
2007-12-01,4,Ottawa,1265,K0A,5.0,3.0,14.0,1,14.0,0.0
2007-12-01,4,Ottawa,1265,nan,5.0,3.0,268.0,22,12.18,0.0
2008-12-01,4,Ottawa,1265,K1H,2.0,2.0,2.0,1,2.0,0.0
2008-12-01,4,Ottawa,1265,K1R,4.0,2.0,3.0,1,3.0,0.0
2008-12-01,4,Ottawa,1265,K1Y,4.0,1.0,6.0,2,3.0,0.0
2008-12-01,4,Ottawa,1265,K2M,4.0,1.0,51.0,11,4.64,0.0
2008-12-01,4,Ottawa,1265,K2S,1.0,1.0,46.0,46,1.0,0.0
2008-12-01,4,Ottawa,1265,K1H,1.0,1.0,4.0,4,1.0,0.0
2008-12-01,4,Ottawa,1265,K1N,5.0,3.0,521.0,4,130.25,0.0
2008-12-01,4,Ottawa,1265,K0A,1.0,1.0,484.0,484,1.0,0.0
2008-12-01,4,Ottawa,1265,K1L,4.0,1.0,46.0,8,5.75,0.0
2008-12-01,4,Ottawa,1265,K1S,1.0,1.0,6.0,6,1.0,0.0
2008-12-01,4,Ottawa,1265,K1V,1.0,1.0,5.0,5,1.0,0.0
2008-12-01,4,Ottawa,1265,K2A,4.0,1.0,5.0,1,5.0,0.0
2008-12-01,4,Ottawa,1265,K2L,5.0,2.0,133.0,1,133.0,0.0
2008-12-01,4,Ottawa,1265,K4R,2.0,1.0,2.0,1,2.0,0.0
2008-12-01,4,Ottawa,1265,K1S,5.0,3.0,46.0,2,23.0,0.0
2008-12-01,4,Ottawa,1265,K1Y,2.0,1.0,2.0,1,2.0,0.0
2008-12-01,4,Ottawa,1265,K1Z,2.0,1.0,27.0,14,1.93,0.0
2008-12-01,4,Ottawa,1265,K1E,1.0,1.0,3.0,3,1.0,0.0
2008-12-01,4,Ottawa,1265,K1L,1.0,1.0,1.0,1,1.0,0.0
2008-12-01,4,Ottawa,1265,K1T,4.0,1.0,73.0,15,4.87,0.0
2008-12-01,4,Ottawa,1265,K4K,2.0,1.0,4.0,2,2.0,0.0
2008-12-01,4,Ottawa,1265,K4K,5.0,3.0,34.0,1,34.0,0.0
2008-12-01,4,Ottawa,1265,K4P,2.0,1.0,4.0,2,2.0,0.0
2008-12-01,4,Ottawa,1265,K0A,4.0,1.0,387.0,74,5.23,0.0
2008-12-01,4,Ottawa,1265,K1E,4.0,1.0,32.0,8,4.0,0.0
2008-12-01,4,Ottawa,1265,K1Y,1.0,1.0,5.0,5,1.0,0.0
2008-12-01,4,Ottawa,1265,K1R,5.0,2.0,6.0,1,6.0,0.0
2008-12-01,4,Ottawa,1265,K2A,1.0,1.0,7.0,7,1.0,0.0
2008-12-01,4,Ottawa,1265,K2G,4.0,1.0,14.0,3,4.67,0.0
2008-12-01,4,Ottawa,1265,K1S,4.0,1.0,15.0,3,5.0,0.0
2008-12-01,4,Ottawa,1265,K1Z,1.0,1.0,14.0,14,1.0,0.0
2008-12-01,4,Ottawa,1265,K2B,2.0,1.0,14.0,7,2.0,0.0
2008-12-01,4,Ottawa,1265,K2H,2.0,1.0,2.0,1,2.0,0.0
2008-12-01,4,Ottawa,1265,K4P,1.0,1.0,45.0,45,1.0,0.0
2008-12-01,4,Ottawa,1265,K0A,5.0,2.0,9.0,1,9.0,0.0
2008-12-01,4,Ottawa,1265,K1C,1.0,1.0,8.0,8,1.0,0.0
2008-12-01,4,Ottawa,1265,K1M,2.0,1.0,4.0,2,2.0,0.0
2008-12-01,4,Ottawa,1265,K1P,5.0,3.0,249.0,1,249.0,0.0
2008-12-01,4,Ottawa,1265,K1M,5.0,3.0,8.0,1,8.0,0.0
2008-12-01,4,Ottawa,1265,K2E,4.0,1.0,14.0,1,14.0,0.0
2008-12-01,4,Ottawa,1265,K2H,4.0,1.0,15.0,3,5.0,0.0
2008-12-01,4,Ottawa,1265,K2K,1.0,1.0,12.0,12,1.0,0.0
2008-12-01,4,Ottawa,1265,K2P,2.0,1.0,2.0,1,2.0,0.0
2008-12-01,4,Ottawa,1265,K2P,5.0,3.0,231.0,2,115.5,8.0
2008-12-01,4,Ottawa,1265,K2T,4.0,1.0,92.0,18,5.11,0.0
2008-12-01,4,Ottawa,1265,K4M,1.0,1.0,3.0,3,1.0,0.0
2008-12-01,4,Ottawa,1265,K1Y,5.0,3.0,8.0,1,8.0,0.0
2008-12-01,4,Ottawa,1265,K4K,1.0,1.0,45.0,45,1.0,0.0
2008-12-01,4,Ottawa,1265,nan,1.0,1.0,908.0,908,1.0,0.0
2008-12-01,4,Ottawa,1265,nan,2.0,1.0,58.0,29,2.0,0.0
2008-12-01,4,Ottawa,1265,K0A,2.0,1.0,8.0,4,2.0,0.0
2008-12-01,4,Ottawa,1265,K1B,1.0,1.0,2.0,2,1.0,0.0
2008-12-01,4,Ottawa,1265,K2H,1.0,1.0,1.0,1,1.0,0.0
2008-12-01,4,Ottawa,1265,K2H,5.0,3.0,16.0,1,16.0,0.0
2008-12-01,4,Ottawa,1265,K2M,1.0,1.0,2.0,2,1.0,0.0
2008-12-01,4,Ottawa,1265,nan,5.0,3.0,140.0,11,12.73,0.0
2008-12-01,4,Ottawa,1265,K1C,5.0,3.0,32.0,1,32.0,0.0
2008-12-01,4,Ottawa,1265,K1N,2.0,1.0,4.0,2,2.0,0.0
2008-12-01,4,Ottawa,1265,K1S,2.0,1.0,8.0,4,2.0,0.0
2008-12-01,4,Ottawa,1265,K1T,2.0,1.0,18.0,9,2.0,0.0
2008-12-01,4,Ottawa,1265,K1V,5.0,3.0,34.0,3,11.33,0.0
2008-12-01,4,Ottawa,1265,K1Z,5.0,3.0,60.0,1,60.0,0.0
2008-12-01,4,Ottawa,1265,K0A,5.0,3.0,122.0,10,12.2,0.0
2008-12-01,4,Ottawa,1265,K2G,5.0,3.0,233.0,14,16.64,0.29
2008-12-01,4,Ottawa,1265,K2L,2.0,1.0,2.0,1,2.0,0.0
2008-12-01,4,Ottawa,1265,K4R,1.0,1.0,19.0,19,1.0,0.0
2008-12-01,4,Ottawa,1265,K2C,4.0,1.0,30.0,4,7.5,0.0
2008-12-01,4,Ottawa,1265,K2S,5.0,3.0,10.0,1,10.0,0.0
2008-12-01,4,Ottawa,1265,K0A,4.0,3.0,28.0,3,9.33,0.0
2008-12-01,4,Ottawa,1265,K1T,1.0,1.0,61.0,61,1.0,0.0
2008-12-01,4,Ottawa,1265,K4A,4.0,1.0,11.0,3,3.67,0.0
2008-12-01,4,Ottawa,1265,K1E,5.0,3.0,89.0,1,89.0,0.0
2008-12-01,4,Ottawa,1265,K1M,1.0,1.0,1.0,1,1.0,0.0
2008-12-01,4,Ottawa,1265,K2B,1.0,1.0,6.0,6,1.0,0.0
2008-12-01,4,Ottawa,1265,K2C,5.0,1.0,8.0,1,8.0,0.0
2008-12-01,4,Ottawa,1265,K1W,1.0,1.0,3.0,3,1.0,0.0
2008-12-01,4,Ottawa,1265,K2E,5.0,3.0,93.0,3,31.0,0.0
2008-12-01,4,Ottawa,1265,K1C,4.0,1.0,21.0,4,5.25,0.0
2008-12-01,4,Ottawa,1265,K1J,1.0,1.0,2.0,2,1.0,0.0
2008-12-01,4,Ottawa,1265,K1J,5.0,3.0,22.0,2,11.0,0.0
2008-12-01,4,Ottawa,1265,K1L,5.0,3.0,24.0,2,12.0,0.0
2008-12-01,4,Ottawa,1265,K2E,1.0,1.0,3.0,3,1.0,0.0
2008-12-01,4,Ottawa,1265,K2G,1.0,1.0,10.0,10,1.0,0.0
2008-12-01,4,Ottawa,1265,K2T,1.0,1.0,78.0,78,1.0,0.0
2008-12-01,4,Ottawa,1265,K4A,1.0,1.0,65.0,65,1.0,0.0
2008-12-01,4,Ottawa,1265,K1B,5.0,2.0,11.0,1,11.0,0.0
2008-12-01,4,Ottawa,1265,K1K,4.0,1.0,7.0,2,3.5,0.0
2008-12-01,4,Ottawa,1265,K1N,1.0,1.0,1.0,1,1.0,0.0
2008-12-01,4,Ottawa,1265,K2C,1.0,1.0,22.0,22,1.0,0.0
2008-12-01,4,Ottawa,1265,nan,4.0,1.0,543.0,98,5.54,0.0
2009-12-01,4,Ottawa,1265,K0A,1.0,1.0,483.0,483,1.0,0.0
2009-12-01,4,Ottawa,1265,K1S,4.0,1.0,6.0,2,3.0,0.0
2009-12-01,4,Ottawa,1265,K2J,4.0,1.0,11.0,2,5.5,0.0
2009-12-01,4,Ottawa,1265,K2P,5.0,2.0,53.0,1,53.0,0.0
2009-12-01,4,Ottawa,1265,K4P,2.0,1.0,4.0,2,2.0,0.0
2009-12-01,4,Ottawa,1265,K0A,4.0,1.0,259.0,52,4.98,0.0
2009-12-01,4,Ottawa,1265,K1J,5.0,3.0,16.0,1,16.0,0.0
2009-12-01,4,Ottawa,1265,K1L,4.0,1.0,40.0,7,5.71,0.0
2009-12-01,4,Ottawa,1265,K1N,5.0,3.0,409.0,2,204.5,0.0
2009-12-01,4,Ottawa,1265,K2M,1.0,1.0,2.0,2,1.0,0.0
2009-12-01,4,Ottawa,1265,K2S,1.0,1.0,44.0,44,1.0,0.0
2009-12-01,4,Ottawa,1265,K4K,4.0,1.0,15.0,2,7.5,0.0
2009-12-01,4,Ottawa,1265,K1M,2.0,1.0,4.0,2,2.0,0.0
2009-12-01,4,Ottawa,1265,K1Z,2.0,2.0,2.0,1,2.0,0.0
2009-12-01,4,Ottawa,1265,K2A,1.0,1.0,6.0,6,1.0,0.0
2009-12-01,4,Ottawa,1265,K2C,1.0,1.0,21.0,21,1.0,0.0
2009-12-01,4,Ottawa,1265,K1S,2.0,1.0,6.0,3,2.0,0.0
2009-12-01,4,Ottawa,1265,K4M,1.0,1.0,3.0,3,1.0,0.0
2009-12-01,4,Ottawa,1265,K4R,5.0,1.0,4.0,1,4.0,2.0
2009-12-01,4,Ottawa,1265,K1B,5.0,2.0,11.0,1,11.0,0.0
2009-12-01,4,Ottawa,1265,K1C,1.0,1.0,6.0,6,1.0,0.0
2009-12-01,4,Ottawa,1265,K1C,2.0,1.0,4.0,2,2.0,0.0
2009-12-01,4,Ottawa,1265,K1Z,5.0,2.0,8.0,1,8.0,0.0
2009-12-01,4,Ottawa,1265,K2H,1.0,1.0,1.0,1,1.0,0.0
2009-12-01,4,Ottawa,1265,K2S,4.0,1.0,4.0,1,4.0,0.0
2009-12-01,4,Ottawa,1265,K4K,1.0,1.0,78.0,78,1.0,0.0
2009-12-01,4,Ottawa,1265,K2E,4.0,1.0,12.0,1,12.0,0.0
2009-12-01,4,Ottawa,1265,K4A,4.0,1.0,36.0,6,6.0,0.0
2009-12-01,4,Ottawa,1265,K1E,5.0,3.0,89.0,1,89.0,0.0
2009-12-01,4,Ottawa,1265,K2G,5.0,3.0,45.0,2,22.5,2.0
2009-12-01,4,Ottawa,1265,K4A,1.0,1.0,31.0,31,1.0,0.0
2009-12-01,4,Ottawa,1265,K4K,2.0,1.0,2.0,1,2.0,0.0
2009-12-01,4,Ottawa,1265,K4P,1.0,1.0,16.0,16,1.0,0.0
2009-12-01,4,Ottawa,1265,K4P,4.0,1.0,4.0,1,4.0,0.0
2009-12-01,4,Ottawa,1265,K1H,1.0,1.0,4.0,4,1.0,0.0
2009-12-01,4,Ottawa,1265,K1W,2.0,1.0,2.0,1,2.0,0.0
2009-12-01,4,Ottawa,1265,K1R,5.0,2.0,11.0,2,5.5,0.0
2009-12-01,4,Ottawa,1265,K1V,5.0,3.0,32.0,3,10.67,0.0
2009-12-01,4,Ottawa,1265,K1Y,2.0,2.0,2.0,1,2.0,0.0
2009-12-01,4,Ottawa,1265,K1L,2.0,1.0,2.0,1,2.0,0.0
2009-12-01,4,Ottawa,1265,K1P,5.0,3.0,249.0,1,249.0,0.0
2009-12-01,4,Ottawa,1265,K1S,1.0,1.0,9.0,9,1.0,0.0
2009-12-01,4,Ottawa,1265,K2A,5.0,3.0,94.0,1,94.0,0.0
2009-12-01,4,Ottawa,1265,K2J,1.0,1.0,1.0,1,1.0,0.0
2009-12-01,4,Ottawa,1265,K1C,5.0,3.0,44.0,2,22.0,2.0
2009-12-01,4,Ottawa,1265,K4K,2.0,2.0,2.0,1,2.0,0.0
2009-12-01,4,Ottawa,1265,K4R,2.0,1.0,2.0,1,2.0,0.0
2009-12-01,4,Ottawa,1265,nan,4.0,1.0,716.0,145,4.94,0.0
2009-12-01,4,Ottawa,1265,K1S,5.0,2.0,107.0,1,107.0,0.0
2009-12-01,4,Ottawa,1265,K2B,2.0,1.0,4.0,2,2.0,0.0
2009-12-01,4,Ottawa,1265,K2T,2.0,1.0,2.0,1,2.0,0.0
2009-12-01,4,Ottawa,1265,nan,5.0,3.0,153.0,11,13.91,0.0
2009-12-01,4,Ottawa,1265,K1T,1.0,1.0,95.0,95,1.0,0.0
2009-12-01,4,Ottawa,1265,K1T,2.0,1.0,36.0,18,2.0,0.0
2009-12-01,4,Ottawa,1265,K2C,4.0,2.0,5.0,1,5.0,0.0
2009-12-01,4,Ottawa,1265,K2K,1.0,1.0,12.0,12,1.0,0.0
2009-12-01,4,Ottawa,1265,K2T,1.0,1.0,68.0,68,1.0,0.0
2009-12-01,4,Ottawa,1265,K0A,2.0,1.0,20.0,10,2.0,0.0
2009-12-01,4,Ottawa,1265,nan,4.0,2.0,16.0,4,4.0,0.0
2009-12-01,4,Ottawa,1265,K1K,1.0,1.0,2.0,2,1.0,0.0
2009-12-01,4,Ottawa,1265,K1M,4.0,1.0,8.0,1,8.0,0.0
2009-12-01,4,Ottawa,1265,K1Y,1.0,1.0,14.0,14,1.0,0.0
2009-12-01,4,Ottawa,1265,K2L,4.0,1.0,142.0,33,4.3,0.0
2009-12-01,4,Ottawa,1265,K2M,4.0,1.0,25.0,6,4.17,0.0
2009-12-01,4,Ottawa,1265,K1M,1.0,1.0,5.0,5,1.0,0.0
2009-12-01,4,Ottawa,1265,K1N,5.0,2.0,3.0,1,3.0,0.0
2009-12-01,4,Ottawa,1265,K1Y,4.0,1.0,12.0,4,3.0,0.0
2009-12-01,4,Ottawa,1265,K2A,2.0,1.0,2.0,1,2.0,0.0
2009-12-01,4,Ottawa,1265,K2L,1.0,1.0,1.0,1,1.0,0.0
2009-12-01,4,Ottawa,1265,K2S,2.0,1.0,2.0,1,2.0,0.0
2009-12-01,4,Ottawa,1265,K1E,4.0,1.0,39.0,7,5.57,0.0
2009-12-01,4,Ottawa,1265,K1K,5.0,3.0,37.0,1,37.0,0.0
2009-12-01,4,Ottawa,1265,K1S,5.0,3.0,85.0,1,85.0,0.0
2009-12-01,4,Ottawa,1265,K1W,1.0,1.0,4.0,4,1.0,0.0
2009-12-01,4,Ottawa,1265,K1Y,2.0,1.0,26.0,13,2.0,0.0
2009-12-01,4,Ottawa,1265,K2T,4.0,1.0,20.0,4,5.0,0.0
2009-12-01,4,Ottawa,1265,K4R,1.0,1.0,12.0,12,1.0,0.0
2009-12-01,4,Ottawa,1265,K1T,4.0,1.0,125.0,28,4.46,0.0
2009-12-01,4,Ottawa,1265,K1Y,5.0,3.0,37.0,1,37.0,0.0
2009-12-01,4,Ottawa,1265,K2E,2.0,1.0,2.0,1,2.0,0.0
2009-12-01,4,Ottawa,1265,K4K,5.0,3.0,34.0,1,34.0,0.0
2009-12-01,4,Ottawa,1265,nan,1.0,1.0,671.0,671,1.0,0.0
2009-12-01,4,Ottawa,1265,K0A,4.0,3.0,18.0,2,9.0,0.0
2009-12-01,4,Ottawa,1265,K1E,1.0,1.0,1.0,1,1.0,0.0
2009-12-01,4,Ottawa,1265,K1K,2.0,1.0,4.0,2,2.0,0.0
2009-12-01,4,Ottawa,1265,K1V,1.0,1.0,5.0,5,1.0,0.0
2009-12-01,4,Ottawa,1265,K1Z,1.0,1.0,1.0,1,1.0,0.0
2009-12-01,4,Ottawa,1265,K1Z,2.0,1.0,16.0,8,2.0,0.0
2009-12-01,4,Ottawa,1265,K1Z,5.0,3.0,30.0,1,30.0,0.0
2009-12-01,4,Ottawa,1265,K2C,4.0,1.0,22.0,3,7.33,0.0
2009-12-01,4,Ottawa,1265,K2E,1.0,1.0,5.0,5,1.0,0.0
2009-12-01,4,Ottawa,1265,K2K,4.0,1.0,5.0,1,5.0,0.0
2009-12-01,4,Ottawa,1265,K2L,2.0,1.0,18.0,9,2.0,0.0
2009-12-01,4,Ottawa,1265,K0A,5.0,3.0,190.0,8,23.75,0.0
2009-12-01,4,Ottawa,1265,K1B,1.0,1.0,3.0,3,1.0,0.0
2009-12-01,4,Ottawa,1265,K1J,1.0,1.0,11.0,11,1.0,0.0
2009-12-01,4,Ottawa,1265,K1L,5.0,3.0,214.0,3,71.33,0.0
2009-12-01,4,Ottawa,1265,K1T,5.0,3.0,36.0,3,12.0,0.0
2009-12-01,4,Ottawa,1265,K2G,1.0,1.0,7.0,7,1.0,0.0
2009-12-01,4,Ottawa,1265,nan,2.0,1.0,52.0,26,2.0,0.0
2009-12-01,4,Ottawa,1265,K1L,1.0,1.0,3.0,3,1.0,0.0
2009-12-01,4,Ottawa,1265,K2P,5.0,3.0,116.0,2,58.0,0.0
2010-12-01,4,Ottawa,1265,K1M,1.0,1.0,1.0,1,1.0,0.0
2010-12-01,4,Ottawa,1265,K1S,1.0,1.0,4.0,4,1.0,0.0
2010-12-01,4,Ottawa,1265,K2B,1.0,1.0,2.0,2,1.0,0.0
2010-12-01,4,Ottawa,1265,K2L,2.0,1.0,2.0,1,2.0,0.0
2010-12-01,4,Ottawa,1265,K4M,1.0,1.0,1.0,1,1.0,0.0
2010-12-01,4,Ottawa,1265,nan,5.0,3.0,279.0,17,16.41,0.24
2010-12-01,4,Ottawa,1265,K0A,1.0,1.0,204.0,204,1.0,0.0
2010-12-01,4,Ottawa,1265,K1C,5.0,3.0,12.0,1,12.0,0.0
2010-12-01,4,Ottawa,1265,K2B,4.0,1.0,4.0,1,4.0,0.0
2010-12-01,4,Ottawa,1265,K1Y,1.0,1.0,14.0,14,1.0,0.0
2010-12-01,4,Ottawa,1265,K2M,5.0,3.0,38.0,4,9.5,0.0
2010-12-01,4,Ottawa,1265,K2P,5.0,3.0,240.0,1,240.0,0.0
2010-12-01,4,Ottawa,1265,nan,4.0,1.0,786.0,156,5.04,0.0
2010-12-01,4,Ottawa,1265,K2A,1.0,1.0,6.0,6,1.0,0.0
2010-12-01,4,Ottawa,1265,K2E,5.0,2.0,69.0,1,69.0,0.0
2010-12-01,4,Ottawa,1265,K2M,4.0,1.0,15.0,4,3.75,0.0
2010-12-01,4,Ottawa,1265,K4K,4.0,2.0,3.0,1,3.0,0.0
2010-12-01,4,Ottawa,1265,K1W,2.0,1.0,2.0,1,2.0,0.0
2010-12-01,4,Ottawa,1265,K2G,5.0,3.0,96.0,6,16.0,0.0
2010-12-01,4,Ottawa,1265,K2K,1.0,1.0,5.0,5,1.0,0.0
2010-12-01,4,Ottawa,1265,K4K,5.0,2.0,44.0,1,44.0,0.0
2010-12-01,4,Ottawa,1265,K0A,5.0,3.0,148.0,4,37.0,0.0
2010-12-01,4,Ottawa,1265,K1H,1.0,1.0,9.0,9,1.0,0.0
2010-12-01,4,Ottawa,1265,K2T,1.0,1.0,103.0,103,1.0,0.0
2010-12-01,4,Ottawa,1265,K0A,4.0,1.0,91.0,19,4.79,0.0
2010-12-01,4,Ottawa,1265,K1B,4.0,1.0,13.0,3,4.33,0.0
2010-12-01,4,Ottawa,1265,K2H,2.0,1.0,10.0,5,2.0,0.0
2010-12-01,4,Ottawa,1265,K4A,1.0,1.0,9.0,9,1.0,0.0
2010-12-01,4,Ottawa,1265,K1L,1.0,1.0,1.0,1,1.0,0.0
2010-12-01,4,Ottawa,1265,K1M,5.0,3.0,31.0,3,10.33,0.0
2010-12-01,4,Ottawa,1265,K4P,1.0,1.0,43.0,43,1.0,0.0
2010-12-01,4,Ottawa,1265,K4P,2.0,1.0,2.0,1,2.0,0.0
2010-12-01,4,Ottawa,1265,K4R,5.0,2.0,4.0,2,2.0,0.0
2010-12-01,4,Ottawa,1265,K1R,5.0,2.0,22.0,1,22.0,0.0
2010-12-01,4,Ottawa,1265,K1Z,5.0,3.0,104.0,1,104.0,0.0
2010-12-01,4,Ottawa,1265,K2L,4.0,1.0,162.0,36,4.5,0.0
2010-12-01,4,Ottawa,1265,K2S,1.0,1.0,11.0,11,1.0,0.0
2010-12-01,4,Ottawa,1265,K2T,4.0,1.0,93.0,21,4.43,0.0
2010-12-01,4,Ottawa,1265,K1T,2.0,1.0,26.0,13,2.0,0.0
2010-12-01,4,Ottawa,1265,K2C,1.0,1.0,12.0,12,1.0,0.0
2010-12-01,4,Ottawa,1265,K2L,5.0,2.0,146.0,1,146.0,10.0
2010-12-01,4,Ottawa,1265,K1T,4.0,1.0,38.0,9,4.22,0.0
2010-12-01,4,Ottawa,1265,K1T,5.0,3.0,54.0,5,10.8,1.2
2010-12-01,4,Ottawa,1265,K4B,1.0,1.0,8.0,8,1.0,0.0
2010-12-01,4,Ottawa,1265,K1E,5.0,3.0,89.0,1,89.0,0.0
2010-12-01,4,Ottawa,1265,K1S,5.0,2.0,18.0,2,9.0,0.0
2010-12-01,4,Ottawa,1265,K1Y,5.0,1.0,2.0,1,2.0,0.0
2010-12-01,4,Ottawa,1265,K2A,4.0,1.0,8.0,2,4.0,0.0
2010-12-01,4,Ottawa,1265,K4K,1.0,1.0,77.0,77,1.0,0.0
2010-12-01,4,Ottawa,1265,K1S,5.0,3.0,65.0,1,65.0,0.0
2010-12-01,4,Ottawa,1265,K2M,1.0,1.0,15.0,15,1.0,0.0
2010-12-01,4,Ottawa,1265,nan,2.0,1.0,88.0,44,2.0,0.0
2010-12-01,4,Ottawa,1265,nan,4.0,3.0,8.0,1,8.0,0.0
2010-12-01,4,Ottawa,1265,K1N,5.0,3.0,297.0,2,148.5,2.0
2010-12-01,4,Ottawa,1265,K1R,5.0,3.0,199.0,2,99.5,0.0
2010-12-01,4,Ottawa,1265,K1W,1.0,1.0,16.0,16,1.0,0.0
2010-12-01,4,Ottawa,1265,K1Y,2.0,1.0,22.0,11,2.0,0.0
2010-12-01,4,Ottawa,1265,K2B,2.0,1.0,6.0,3,2.0,0.0
2010-12-01,4,Ottawa,1265,K2S,4.0,1.0,9.0,3,3.0,0.0
2010-12-01,4,Ottawa,1265,K1R,1.0,1.0,1.0,1,1.0,0.0
2010-12-01,4,Ottawa,1265,K1Y,5.0,3.0,198.0,2,99.0,7.5
2010-12-01,4,Ottawa,1265,K0A,2.0,1.0,4.0,2,2.0,0.0
2010-12-01,4,Ottawa,1265,K1B,5.0,3.0,82.0,1,82.0,0.0
2010-12-01,4,Ottawa,1265,K1C,1.0,1.0,2.0,2,1.0,0.0
2010-12-01,4,Ottawa,1265,K1E,4.0,1.0,16.0,4,4.0,0.0
2010-12-01,4,Ottawa,1265,K1S,2.0,1.0,8.0,4,2.0,0.0
2010-12-01,4,Ottawa,1265,K1W,4.0,1.0,95.0,18,5.28,0.0
2010-12-01,4,Ottawa,1265,K2B,4.0,3.0,3.0,1,3.0,0.0
2010-12-01,4,Ottawa,1265,K1G,1.0,1.0,1.0,1,1.0,0.0
2010-12-01,4,Ottawa,1265,K1T,1.0,1.0,54.0,54,1.0,0.0
2010-12-01,4,Ottawa,1265,K1Z,2.0,1.0,14.0,7,2.0,0.0
2010-12-01,4,Ottawa,1265,K2A,5.0,3.0,94.0,1,94.0,0.0
2010-12-01,4,Ottawa,1265,K2E,4.0,1.0,28.0,2,14.0,0.0
2010-12-01,4,Ottawa,1265,K2P,5.0,2.0,53.0,1,53.0,0.0
2010-12-01,4,Ottawa,1265,K1B,1.0,1.0,1.0,1,1.0,0.0
2010-12-01,4,Ottawa,1265,K1B,4.0,2.0,5.0,1,5.0,0.0
2010-12-01,4,Ottawa,1265,K1Z,1.0,1.0,5.0,5,1.0,0.0
2010-12-01,4,Ottawa,1265,K2C,4.0,1.0,9.0,1,9.0,0.0
2010-12-01,4,Ottawa,1265,nan,1.0,1.0,533.0,533,1.0,0.0
2010-12-01,4,Ottawa,1265,K1V,1.0,1.0,2.0,2,1.0,0.0
2010-12-01,4,Ottawa,1265,K4K,2.0,1.0,6.0,3,2.0,0.0
2010-12-01,4,Ottawa,1265,K4K,5.0,3.0,10.0,1,10.0,0.0
2010-12-01,4,Ottawa,1265,K2E,1.0,1.0,9.0,9,1.0,0.0
2010-12-01,4,Ottawa,1265,K4K,4.0,1.0,18.0,4,4.5,0.0
2010-12-01,4,Ottawa,1265,K4R,2.0,1.0,4.0,2,2.0,0.0
2010-12-01,4,Ottawa,1265,K1J,1.0,1.0,6.0,6,1.0,0.0
2010-12-01,4,Ottawa,1265,K1K,2.0,1.0,2.0,1,2.0,0.0
2010-12-01,4,Ottawa,1265,K1M,4.0,3.0,8.0,1,8.0,0.0
2010-12-01,4,Ottawa,1265,K2G,1.0,1.0,13.0,13,1.0,0.0
2010-12-01,4,Ottawa,1265,K4R,1.0,1.0,3.0,3,1.0,0.0
2011-12-01,4,Ottawa,1265,K0A,2.0,1.0,10.0,5,2.0,0.0
2011-12-01,4,Ottawa,1265,K1R,1.0,1.0,1.0,1,1.0,0.0
2011-12-01,4,Ottawa,1265,K1T,4.0,1.0,45.0,11,4.09,0.0
2011-12-01,4,Ottawa,1265,K2C,2.0,1.0,2.0,1,2.0,0.0
2011-12-01,4,Ottawa,1265,K2G,5.0,3.0,16.0,1,16.0,0.0
2011-12-01,4,Ottawa,1265,K2M,4.0,1.0,23.0,5,4.6,0.0
2011-12-01,4,Ottawa,1265,K2T,4.0,1.0,71.0,14,5.07,0.0
2011-12-01,4,Ottawa,1265,K1B,4.0,1.0,31.0,7,4.43,0.0
2011-12-01,4,Ottawa,1265,K1Y,2.0,1.0,24.0,12,2.0,0.0
2011-12-01,4,Ottawa,1265,K2L,1.0,1.0,1.0,1,1.0,0.0
2011-12-01,4,Ottawa,1265,K2P,2.0,1.0,2.0,1,2.0,0.0
2011-12-01,4,Ottawa,1265,K2G,4.0,1.0,7.0,2,3.5,0.0
2011-12-01,4,Ottawa,1265,K4R,5.0,2.0,4.0,2,2.0,0.0
2011-12-01,4,Ottawa,1265,nan,2.0,1.0,48.0,24,2.0,0.0
2011-12-01,4,Ottawa,1265,K1C,1.0,1.0,3.0,3,1.0,0.0
2011-12-01,4,Ottawa,1265,K1L,1.0,1.0,1.0,1,1.0,0.0
2011-12-01,4,Ottawa,1265,K1S,4.0,1.0,17.0,4,4.25,0.75
2011-12-01,4,Ottawa,1265,K2S,1.0,1.0,42.0,42,1.0,0.0
2011-12-01,4,Ottawa,1265,K4R,1.0,1.0,13.0,13,1.0,0.0
2011-12-01,4,Ottawa,1265,K1S,5.0,2.0,24.0,4,6.0,0.75
2011-12-01,4,Ottawa,1265,K4K,2.0,1.0,2.0,1,2.0,0.0
2011-12-01,4,Ottawa,1265,K4K,4.0,2.0,3.0,1,3.0,0.0
2011-12-01,4,Ottawa,1265,K1N,2.0,1.0,2.0,1,2.0,0.0
2011-12-01,4,Ottawa,1265,K1Y,5.0,3.0,141.0,2,70.5,0.0
2011-12-01,4,Ottawa,1265,K2S,5.0,1.0,7.0,1,7.0,0.0
2011-12-01,4,Ottawa,1265,K0A,4.0,1.0,17.0,4,4.25,0.0
