reference_period,metro,metcode,dweltype,mkttycd,underconstr,num_structures,unitsperstructure,avgstorycount,underconstr_per_10kpop
2012,Quebec,1400,5.0,3.0,1519.0,101,15.04,2.28,19.26
2012,Quebec,1400,5.0,1.0,38.0,19,2.0,1.53,0.48
2012,Quebec,1400,5.0,4.0,220.0,6,36.67,3.17,2.79
2012,Quebec,1400,1.0,1.0,361.0,361,1.0,0.0,4.58
2012,Quebec,1400,4.0,1.0,54.0,11,4.91,1.45,0.68
2013,Quebec,1400,5.0,1.0,8.0,4,2.0,1.5,0.1
2013,Quebec,1400,5.0,2.0,1228.0,57,21.54,2.14,15.47
2013,Quebec,1400,1.0,1.0,202.0,202,1.0,0.0,2.54
2013,Quebec,1400,4.0,3.0,11.0,2,5.5,2.0,0.14
2013,Quebec,1400,4.0,1.0,44.0,11,4.0,1.64,0.55
2013,Quebec,1400,2.0,1.0,202.0,101,2.0,0.0,2.54
2013,Quebec,1400,5.0,3.0,1185.0,73,16.23,2.7,14.93
2013,Quebec,1400,4.0,2.0,8.0,2,4.0,2.0,0.1
2013,Quebec,1400,5.0,4.0,47.0,1,47.0,0.0,0.59
2014,Quebec,1400,2.0,3.0,4.0,2,2.0,0.0,0.05
2014,Quebec,1400,5.0,3.0,706.0,64,11.03,3.03,8.84
2014,Quebec,1400,5.0,4.0,83.0,3,27.67,3.67,1.04
2014,Quebec,1400,1.0,1.0,178.0,178,1.0,0.0,2.23
2014,Quebec,1400,4.0,2.0,4.0,1,4.0,2.0,0.05
2014,Quebec,1400,5.0,1.0,28.0,14,2.0,1.93,0.35
2014,Quebec,1400,2.0,1.0,184.0,92,2.0,0.0,2.3
2014,Quebec,1400,4.0,3.0,9.0,2,4.5,2.0,0.11
2014,Quebec,1400,5.0,2.0,1671.0,50,33.42,3.32,20.93
2014,Quebec,1400,4.0,1.0,58.0,11,5.27,1.09,0.73
2015,Quebec,1400,4.0,2.0,4.0,1,4.0,0.0,0.05
2015,Quebec,1400,2.0,1.0,108.0,54,2.0,0.0,1.34
2015,Quebec,1400,4.0,1.0,62.0,11,5.64,0.0,0.77
2015,Quebec,1400,5.0,3.0,737.0,30,24.57,3.77,9.16
2015,Quebec,1400,5.0,1.0,16.0,8,2.0,1.88,0.2
2015,Quebec,1400,4.0,3.0,8.0,2,4.0,0.0,0.1
2015,Quebec,1400,5.0,2.0,2804.0,79,35.49,3.59,34.87
2015,Quebec,1400,1.0,1.0,246.0,246,1.0,0.0,3.06
2016,Quebec,1400,4.0,3.0,14.0,3,4.67,0.0,0.17
2016,Quebec,1400,5.0,2.0,2717.0,78,34.83,3.65,33.57
2016,Quebec,1400,4.0,1.0,123.0,13,9.46,0.0,1.52
2016,Quebec,1400,4.0,2.0,42.0,4,10.5,0.0,0.52
2016,Quebec,1400,1.0,1.0,269.0,269,1.0,0.0,3.32
2016,Quebec,1400,2.0,1.0,109.0,55,1.98,0.0,1.35
2016,Quebec,1400,5.0,1.0,27.0,13,2.08,2.0,0.33
2016,Quebec,1400,5.0,3.0,521.0,15,34.73,4.73,6.44
2017,Quebec,1400,5.0,1.0,24.0,12,2.0,2.0,0.29
2017,Quebec,1400,4.0,1.0,50.0,13,3.85,0.0,0.61
2017,Quebec,1400,1.0,1.0,267.0,267,1.0,0.0,3.27
2017,Quebec,1400,2.0,1.0,142.0,71,2.0,0.0,1.74
2017,Quebec,1400,5.0,4.0,104.0,4,26.0,3.0,1.27
2017,Quebec,1400,5.0,2.0,3439.0,70,49.13,4.16,42.15
2017,Quebec,1400,5.0,3.0,1356.0,25,54.24,4.56,16.62
2018,Quebec,1400,5.0,4.0,45.0,1,45.0,4.0,0.55
2018,Quebec,1400,1.0,1.0,240.0,240,1.0,0.0,2.91
2018,Quebec,1400,5.0,2.0,4038.0,79,51.11,4.08,48.98
2018,Quebec,1400,4.0,1.0,57.0,11,5.18,0.0,0.69
2018,Quebec,1400,5.0,3.0,529.0,23,23.0,3.91,6.42
2018,Quebec,1400,2.0,1.0,164.0,82,2.0,0.0,1.99
2018,Quebec,1400,5.0,1.0,2.0,1,2.0,2.0,0.02
2019,Quebec,1400,5.0,1.0,10.0,4,2.5,2.0,0.12
2019,Quebec,1400,1.0,1.0,248.0,248,1.0,0.0,2.98
2019,Quebec,1400,2.0,1.0,194.0,97,2.0,0.0,2.33
2019,Quebec,1400,5.0,2.0,4495.0,92,48.86,4.18,54.07
2019,Quebec,1400,4.0,1.0,75.0,14,5.36,0.0,0.9
2019,Quebec,1400,5.0,3.0,503.0,16,31.44,4.94,6.05
2020,Quebec,1400,1.0,1.0,300.0,300,1.0,0.0,3.59
2020,Quebec,1400,4.0,1.0,65.0,15,4.33,0.0,0.78
2020,Quebec,1400,5.0,1.0,4.0,2,2.0,2.0,0.05
2020,Quebec,1400,2.0,1.0,200.0,100,2.0,0.0,2.39
2020,Quebec,1400,2.0,2.0,2.0,1,2.0,0.0,0.02
2020,Quebec,1400,5.0,2.0,5543.0,97,57.14,4.56,66.36
2020,Quebec,1400,5.0,3.0,522.0,10,52.2,6.7,6.25
2021,Quebec,1400,5.0,3.0,364.0,8,45.5,6.38,4.3
2021,Quebec,1400,1.0,1.0,331.0,331,1.0,0.0,3.91
2021,Quebec,1400,4.0,1.0,107.0,22,4.86,0.0,1.26
2021,Quebec,1400,5.0,1.0,2.0,1,2.0,2.0,0.02
2021,Quebec,1400,5.0,2.0,8112.0,139,58.36,4.44,95.89
2021,Quebec,1400,2.0,1.0,300.0,150,2.0,0.0,3.55
2022,Quebec,1400,2.0,1.0,328.0,164,2.0,0.0,3.82
2022,Quebec,1400,4.0,1.0,68.0,14,4.86,0.0,0.79
2022,Quebec,1400,5.0,1.0,2.0,1,2.0,2.0,0.02
2022,Quebec,1400,5.0,2.0,8176.0,128,63.88,5.07,95.11
2022,Quebec,1400,5.0,3.0,323.0,10,32.3,4.5,3.76
2022,Quebec,1400,1.0,1.0,332.0,332,1.0,0.0,3.86
2023,Quebec,1400,2.0,1.0,170.0,85,2.0,0.0,1.94
2023,Quebec,1400,5.0,1.0,2.0,1,2.0,2.0,0.02
2023,Quebec,1400,1.0,1.0,227.0,227,1.0,0.0,2.59
2023,Quebec,1400,4.0,1.0,70.0,16,4.38,0.0,0.8
2023,Quebec,1400,5.0,3.0,299.0,7,42.71,5.29,3.41
2023,Quebec,1400,5.0,2.0,6158.0,113,54.5,4.87,70.26
1988,Regina,1490,4.0,1.0,8.0,2,4.0,0.0,0.41
1988,Regina,1490,1.0,1.0,211.0,211,1.0,0.0,10.79
1988,Regina,1490,2.0,3.0,8.0,4,2.0,0.0,0.41
1988,Regina,1490,5.0,4.0,50.0,1,50.0,5.0,2.56
1988,Regina,1490,2.0,2.0,16.0,8,2.0,0.0,0.82
1988,Regina,1490,4.0,3.0,52.0,5,10.4,0.0,2.66
1988,Regina,1490,4.0,2.0,4.0,1,4.0,0.0,0.2
1988,Regina,1490,2.0,1.0,8.0,4,2.0,0.0,0.41
1988,Regina,1490,4.0,4.0,46.0,1,46.0,0.0,2.35
1988,Regina,1490,5.0,2.0,62.0,4,15.5,0.0,3.17
1988,Regina,1490,5.0,3.0,135.0,4,33.75,1.0,6.9
1988,Regina,1490,1.0,3.0,12.0,12,1.0,0.0,0.61
1989,Regina,1490,1.0,3.0,6.0,6,1.0,0.0,0.31
1989,Regina,1490,2.0,1.0,8.0,4,2.0,0.0,0.41
1989,Regina,1490,4.0,2.0,39.0,3,13.0,0.0,2.0
1989,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.1
1989,Regina,1490,1.0,1.0,131.0,131,1.0,0.0,6.71
1989,Regina,1490,1.0,2.0,1.0,1,1.0,0.0,0.05
1989,Regina,1490,4.0,3.0,11.0,1,11.0,0.0,0.56
1989,Regina,1490,5.0,2.0,82.0,3,27.33,1.0,4.2
1989,Regina,1490,5.0,3.0,4.0,1,4.0,0.0,0.2
1989,Regina,1490,2.0,2.0,14.0,7,2.0,0.0,0.72
1990,Regina,1490,4.0,2.0,68.0,1,68.0,3.0,3.47
1990,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.1
1990,Regina,1490,5.0,3.0,4.0,1,4.0,0.0,0.2
1990,Regina,1490,1.0,1.0,82.0,82,1.0,0.0,4.19
1990,Regina,1490,1.0,3.0,3.0,3,1.0,0.0,0.15
1990,Regina,1490,4.0,3.0,24.0,5,4.8,0.0,1.23
1990,Regina,1490,5.0,2.0,35.0,2,17.5,2.5,1.79
1991,Regina,1490,2.0,1.0,2.0,1,2.0,0.0,0.1
1991,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.1
1991,Regina,1490,5.0,3.0,12.0,2,6.0,1.5,0.61
1991,Regina,1490,1.0,1.0,73.0,73,1.0,0.0,3.71
1991,Regina,1490,5.0,2.0,12.0,1,12.0,0.0,0.61
1991,Regina,1490,4.0,3.0,11.0,1,11.0,0.0,0.56
1992,Regina,1490,4.0,2.0,12.0,2,6.0,1.5,0.61
1992,Regina,1490,1.0,1.0,171.0,171,1.0,0.0,8.63
1992,Regina,1490,4.0,3.0,3.0,1,3.0,0.0,0.15
1992,Regina,1490,5.0,2.0,73.0,2,36.5,1.5,3.69
1992,Regina,1490,5.0,3.0,24.0,1,24.0,2.0,1.21
1992,Regina,1490,1.0,3.0,4.0,4,1.0,0.0,0.2
1992,Regina,1490,2.0,3.0,6.0,3,2.0,0.0,0.3
1992,Regina,1490,2.0,2.0,2.0,1,2.0,0.0,0.1
1993,Regina,1490,5.0,3.0,21.0,1,21.0,0.0,1.06
1993,Regina,1490,1.0,3.0,9.0,9,1.0,0.0,0.45
1993,Regina,1490,2.0,3.0,10.0,5,2.0,0.0,0.5
1993,Regina,1490,4.0,2.0,12.0,1,12.0,0.0,0.6
1993,Regina,1490,1.0,1.0,123.0,123,1.0,0.0,6.19
1993,Regina,1490,5.0,2.0,75.0,3,25.0,0.0,3.78
1994,Regina,1490,1.0,3.0,8.0,8,1.0,0.0,0.4
1994,Regina,1490,1.0,1.0,130.0,130,1.0,0.0,6.52
1994,Regina,1490,2.0,2.0,2.0,1,2.0,0.0,0.1
1994,Regina,1490,4.0,3.0,18.0,6,3.0,0.0,0.9
1994,Regina,1490,4.0,2.0,20.0,1,20.0,0.0,1.0
1994,Regina,1490,2.0,3.0,8.0,4,2.0,0.0,0.4
1995,Regina,1490,1.0,3.0,3.0,3,1.0,0.0,0.15
1995,Regina,1490,2.0,3.0,10.0,5,2.0,0.0,0.5
1995,Regina,1490,1.0,1.0,114.0,114,1.0,0.0,5.68
1995,Regina,1490,4.0,3.0,3.0,1,3.0,0.0,0.15
1995,Regina,1490,5.0,3.0,33.0,1,33.0,0.0,1.64
1996,Regina,1490,4.0,3.0,3.0,1,3.0,0.0,0.15
1996,Regina,1490,2.0,3.0,6.0,3,2.0,0.0,0.3
1996,Regina,1490,5.0,3.0,50.0,2,25.0,1.5,2.5
1996,Regina,1490,1.0,3.0,9.0,9,1.0,0.0,0.45
1996,Regina,1490,1.0,1.0,136.0,136,1.0,0.0,6.8
1997,Regina,1490,1.0,1.0,143.0,143,1.0,0.0,7.16
1997,Regina,1490,5.0,3.0,90.0,3,30.0,1.0,4.51
1997,Regina,1490,2.0,1.0,2.0,1,2.0,0.0,0.1
1997,Regina,1490,4.0,2.0,3.0,1,3.0,0.0,0.15
1997,Regina,1490,4.0,3.0,94.0,2,47.0,0.0,4.71
1997,Regina,1490,1.0,3.0,3.0,3,1.0,0.0,0.15
1997,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.1
1998,Regina,1490,5.0,3.0,126.0,6,21.0,1.17,6.3
1998,Regina,1490,4.0,3.0,8.0,1,8.0,0.0,0.4
1998,Regina,1490,1.0,1.0,149.0,149,1.0,0.0,7.45
1999,Regina,1490,2.0,1.0,4.0,2,2.0,0.0,0.2
1999,Regina,1490,5.0,3.0,125.0,5,25.0,0.0,6.27
1999,Regina,1490,1.0,1.0,187.0,187,1.0,0.0,9.38
1999,Regina,1490,2.0,2.0,4.0,2,2.0,0.0,0.2
1999,Regina,1490,1.0,3.0,7.0,7,1.0,0.0,0.35
1999,Regina,1490,4.0,1.0,5.0,1,5.0,0.0,0.25
2000,Regina,1490,2.0,1.0,4.0,2,2.0,0.0,0.2
2000,Regina,1490,1.0,1.0,129.0,129,1.0,0.0,6.51
2000,Regina,1490,5.0,3.0,84.0,5,16.8,0.4,4.24
2000,Regina,1490,4.0,3.0,4.0,1,4.0,0.0,0.2
2000,Regina,1490,2.0,3.0,6.0,3,2.0,0.0,0.3
2000,Regina,1490,1.0,3.0,4.0,4,1.0,0.0,0.2
2001,Regina,1490,1.0,3.0,2.0,2,1.0,0.0,0.1
2001,Regina,1490,5.0,3.0,176.0,8,22.0,0.5,8.9
2001,Regina,1490,1.0,1.0,133.0,133,1.0,0.0,6.72
2001,Regina,1490,4.0,3.0,15.0,4,3.75,0.0,0.76
2001,Regina,1490,2.0,3.0,4.0,2,2.0,0.0,0.2
2002,Regina,1490,1.0,1.0,250.0,250,1.0,0.0,12.57
2002,Regina,1490,4.0,1.0,4.0,1,4.0,0.0,0.2
2002,Regina,1490,2.0,3.0,4.0,2,2.0,0.0,0.2
2002,Regina,1490,1.0,3.0,1.0,1,1.0,0.0,0.05
2002,Regina,1490,2.0,1.0,2.0,1,2.0,0.0,0.1
2002,Regina,1490,4.0,3.0,32.0,6,5.33,0.0,1.61
2002,Regina,1490,5.0,3.0,93.0,5,18.6,0.0,4.68
2003,Regina,1490,2.0,3.0,22.0,11,2.0,0.0,1.1
2003,Regina,1490,4.0,3.0,54.0,13,4.15,0.0,2.7
2003,Regina,1490,5.0,3.0,212.0,6,35.33,0.0,10.6
2003,Regina,1490,1.0,1.0,251.0,251,1.0,0.0,12.55
2003,Regina,1490,1.0,3.0,5.0,5,1.0,0.0,0.25
2003,Regina,1490,5.0,1.0,1.0,1,1.0,0.0,0.05
2004,Regina,1490,4.0,2.0,35.0,10,3.5,0.0,1.75
2004,Regina,1490,2.0,1.0,2.0,1,2.0,0.0,0.1
2004,Regina,1490,5.0,2.0,2.0,1,2.0,0.0,0.1
2004,Regina,1490,2.0,3.0,44.0,22,2.0,0.0,2.2
2004,Regina,1490,5.0,1.0,1.0,1,1.0,0.0,0.05
2004,Regina,1490,1.0,1.0,366.0,366,1.0,0.0,18.27
2004,Regina,1490,1.0,3.0,7.0,7,1.0,0.0,0.35
2004,Regina,1490,4.0,3.0,146.0,30,4.87,0.0,7.29
2004,Regina,1490,5.0,3.0,258.0,18,14.33,0.0,12.88
2005,Regina,1490,5.0,1.0,2.0,2,1.0,0.0,0.1
2005,Regina,1490,1.0,3.0,5.0,5,1.0,0.0,0.25
2005,Regina,1490,5.0,3.0,127.0,5,25.4,0.0,6.32
2005,Regina,1490,2.0,3.0,26.0,13,2.0,0.0,1.29
2005,Regina,1490,4.0,3.0,171.0,42,4.07,0.0,8.51
2005,Regina,1490,1.0,1.0,375.0,375,1.0,0.0,18.67
2005,Regina,1490,2.0,2.0,2.0,1,2.0,0.0,0.1
2005,Regina,1490,5.0,2.0,38.0,1,38.0,0.0,1.89
2005,Regina,1490,2.0,1.0,8.0,4,2.0,0.0,0.4
2005,Regina,1490,4.0,2.0,4.0,1,4.0,0.0,0.2
2006,Regina,1490,2.0,1.0,6.0,3,2.0,0.0,0.3
2006,Regina,1490,1.0,3.0,22.0,22,1.0,0.0,1.08
2006,Regina,1490,4.0,2.0,25.0,7,3.57,0.0,1.23
2006,Regina,1490,5.0,3.0,46.0,2,23.0,0.0,2.27
2006,Regina,1490,2.0,2.0,8.0,4,2.0,0.0,0.39
2006,Regina,1490,5.0,2.0,2.0,1,2.0,0.0,0.1
2006,Regina,1490,2.0,3.0,6.0,3,2.0,0.0,0.3
2006,Regina,1490,5.0,1.0,2.0,2,1.0,0.0,0.1
2006,Regina,1490,1.0,1.0,463.0,463,1.0,0.0,22.83
2006,Regina,1490,4.0,3.0,131.0,32,4.09,0.0,6.46
2007,Regina,1490,5.0,2.0,37.0,2,18.5,0.0,1.8
2007,Regina,1490,1.0,1.0,683.0,683,1.0,0.0,33.22
2007,Regina,1490,2.0,1.0,6.0,3,2.0,0.0,0.29
2007,Regina,1490,4.0,1.0,11.0,3,3.67,0.0,0.54
2007,Regina,1490,5.0,3.0,240.0,8,30.0,0.38,11.67
2007,Regina,1490,1.0,3.0,12.0,12,1.0,0.0,0.58
2007,Regina,1490,2.0,3.0,40.0,20,2.0,0.0,1.95
2007,Regina,1490,1.0,2.0,1.0,1,1.0,0.0,0.05
2007,Regina,1490,4.0,3.0,145.0,35,4.14,0.0,7.05
2008,Regina,1490,2.0,3.0,36.0,18,2.0,0.0,1.71
2008,Regina,1490,2.0,1.0,8.0,4,2.0,0.0,0.38
2008,Regina,1490,5.0,3.0,383.0,10,38.3,0.3,18.24
2008,Regina,1490,4.0,3.0,87.0,23,3.78,0.0,4.14
2008,Regina,1490,1.0,1.0,905.0,905,1.0,0.0,43.11
2008,Regina,1490,5.0,2.0,39.0,1,39.0,0.0,1.86
2008,Regina,1490,1.0,3.0,12.0,12,1.0,0.0,0.57
2009,Regina,1490,2.0,1.0,14.0,7,2.0,0.0,0.65
2009,Regina,1490,1.0,1.0,618.0,618,1.0,0.0,28.88
2009,Regina,1490,1.0,3.0,6.0,6,1.0,0.0,0.28
2009,Regina,1490,5.0,3.0,315.0,7,45.0,0.0,14.72
2009,Regina,1490,4.0,3.0,113.0,28,4.04,0.0,5.28
2009,Regina,1490,5.0,2.0,109.0,2,54.5,0.0,5.09
2010,Regina,1490,1.0,1.0,579.0,579,1.0,0.0,26.57
2010,Regina,1490,2.0,3.0,6.0,3,2.0,0.0,0.28
2010,Regina,1490,2.0,2.0,60.0,30,2.0,0.0,2.75
2010,Regina,1490,2.0,1.0,8.0,4,2.0,0.0,0.37
2010,Regina,1490,5.0,2.0,150.0,2,75.0,2.0,6.88
2010,Regina,1490,1.0,3.0,2.0,2,1.0,0.0,0.09
2010,Regina,1490,4.0,3.0,119.0,26,4.58,0.0,5.46
2010,Regina,1490,5.0,3.0,369.0,20,18.45,1.15,16.93
2010,Regina,1490,1.0,2.0,1.0,1,1.0,0.0,0.05
2011,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.09
2011,Regina,1490,4.0,2.0,32.0,8,4.0,0.0,1.43
2011,Regina,1490,1.0,1.0,838.0,838,1.0,0.0,37.33
2011,Regina,1490,2.0,2.0,24.0,12,2.0,0.0,1.07
2011,Regina,1490,2.0,1.0,42.0,21,2.0,0.0,1.87
2011,Regina,1490,1.0,3.0,2.0,2,1.0,0.0,0.09
2011,Regina,1490,5.0,3.0,438.0,34,12.88,0.88,19.51
2011,Regina,1490,1.0,2.0,11.0,11,1.0,0.0,0.49
2011,Regina,1490,5.0,2.0,164.0,4,41.0,1.0,7.31
2011,Regina,1490,4.0,3.0,120.0,22,5.45,0.09,5.35
2012,Regina,1490,2.0,1.0,154.0,77,2.0,0.0,6.68
2012,Regina,1490,4.0,1.0,24.0,6,4.0,0.0,1.04
2012,Regina,1490,4.0,2.0,11.0,2,5.5,0.0,0.48
2012,Regina,1490,2.0,2.0,190.0,95,2.0,0.0,8.25
2012,Regina,1490,1.0,1.0,1067.0,1067,1.0,0.0,46.31
2012,Regina,1490,4.0,3.0,142.0,27,5.26,0.0,6.16
2012,Regina,1490,5.0,2.0,294.0,12,24.5,2.67,12.76
2012,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.09
2012,Regina,1490,5.0,3.0,812.0,51,15.92,1.76,35.24
2012,Regina,1490,1.0,3.0,5.0,5,1.0,0.0,0.22
2013,Regina,1490,1.0,3.0,2.0,2,1.0,0.0,0.08
2013,Regina,1490,1.0,2.0,1.0,1,1.0,0.0,0.04
2013,Regina,1490,4.0,3.0,368.0,69,5.33,0.0,15.63
2013,Regina,1490,2.0,2.0,58.0,29,2.0,0.0,2.46
2013,Regina,1490,2.0,1.0,68.0,34,2.0,0.0,2.89
2013,Regina,1490,1.0,1.0,1190.0,1190,1.0,0.0,50.55
2013,Regina,1490,4.0,1.0,4.0,1,4.0,0.0,0.17
2013,Regina,1490,5.0,3.0,1120.0,46,24.35,1.96,47.58
2013,Regina,1490,2.0,3.0,4.0,2,2.0,0.0,0.17
2013,Regina,1490,5.0,2.0,680.0,104,6.54,0.45,28.89
2014,Regina,1490,1.0,1.0,721.0,721,1.0,0.0,30.2
2014,Regina,1490,1.0,3.0,2.0,2,1.0,0.0,0.08
2014,Regina,1490,4.0,3.0,175.0,33,5.3,0.0,7.33
2014,Regina,1490,2.0,2.0,30.0,15,2.0,0.0,1.26
2014,Regina,1490,4.0,1.0,83.0,20,4.15,0.0,3.48
2014,Regina,1490,1.0,2.0,3.0,3,1.0,0.0,0.13
2014,Regina,1490,5.0,2.0,723.0,62,11.66,1.56,30.28
2014,Regina,1490,5.0,3.0,593.0,24,24.71,2.67,24.84
2014,Regina,1490,2.0,1.0,88.0,44,2.0,0.0,3.69
2014,Regina,1490,2.0,3.0,8.0,4,2.0,0.0,0.34
2014,Regina,1490,5.0,1.0,6.0,3,2.0,1.0,0.25
2015,Regina,1490,1.0,2.0,1.0,1,1.0,0.0,0.04
2015,Regina,1490,2.0,3.0,4.0,2,2.0,0.0,0.16
2015,Regina,1490,2.0,2.0,2.0,1,2.0,0.0,0.08
2015,Regina,1490,5.0,2.0,705.0,68,10.37,1.1,28.84
2015,Regina,1490,2.0,1.0,40.0,20,2.0,0.0,1.64
2015,Regina,1490,1.0,1.0,486.0,486,1.0,0.0,19.88
2015,Regina,1490,5.0,3.0,290.0,13,22.31,2.69,11.86
2015,Regina,1490,1.0,3.0,1.0,1,1.0,0.0,0.04
2015,Regina,1490,4.0,2.0,6.0,1,6.0,0.0,0.25
2015,Regina,1490,5.0,1.0,10.0,5,2.0,0.0,0.41
2015,Regina,1490,4.0,3.0,94.0,21,4.48,0.0,3.84
2015,Regina,1490,4.0,1.0,19.0,5,3.8,0.0,0.78
2016,Regina,1490,1.0,2.0,3.0,3,1.0,0.0,0.12
2016,Regina,1490,5.0,3.0,49.0,4,12.25,2.75,1.96
2016,Regina,1490,4.0,1.0,42.0,11,3.82,0.0,1.68
2016,Regina,1490,5.0,2.0,606.0,72,8.42,0.71,24.19
2016,Regina,1490,2.0,2.0,28.0,14,2.0,0.0,1.12
2016,Regina,1490,4.0,3.0,99.0,22,4.5,0.0,3.95
2016,Regina,1490,1.0,1.0,430.0,430,1.0,0.0,17.17
2016,Regina,1490,2.0,1.0,68.0,34,2.0,0.0,2.71
2017,Regina,1490,5.0,2.0,817.0,63,12.97,2.03,31.95
2017,Regina,1490,2.0,1.0,70.0,35,2.0,0.0,2.74
2017,Regina,1490,4.0,1.0,32.0,8,4.0,0.0,1.25
2017,Regina,1490,1.0,2.0,1.0,1,1.0,0.0,0.04
2017,Regina,1490,1.0,1.0,434.0,434,1.0,0.0,16.97
2017,Regina,1490,2.0,2.0,24.0,12,2.0,0.0,0.94
2017,Regina,1490,4.0,3.0,88.0,20,4.4,0.0,3.44
2017,Regina,1490,5.0,3.0,109.0,7,15.57,2.43,4.26
2018,Regina,1490,5.0,2.0,406.0,44,9.23,1.02,15.58
2018,Regina,1490,4.0,1.0,45.0,10,4.5,0.0,1.73
2018,Regina,1490,4.0,2.0,28.0,5,5.6,0.0,1.07
2018,Regina,1490,1.0,2.0,3.0,3,1.0,0.0,0.12
2018,Regina,1490,1.0,3.0,2.0,2,1.0,0.0,0.08
2018,Regina,1490,2.0,1.0,46.0,23,2.0,0.0,1.77
2018,Regina,1490,2.0,2.0,10.0,5,2.0,0.0,0.38
2018,Regina,1490,5.0,3.0,30.0,2,15.0,2.5,1.15
2018,Regina,1490,2.0,3.0,4.0,2,2.0,0.0,0.15
2018,Regina,1490,4.0,3.0,17.0,5,3.4,0.0,0.65
2018,Regina,1490,1.0,1.0,217.0,217,1.0,0.0,8.33
2019,Regina,1490,4.0,1.0,28.0,7,4.0,0.0,1.06
2019,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.08
2019,Regina,1490,5.0,2.0,110.0,23,4.78,1.26,4.18
2019,Regina,1490,1.0,3.0,2.0,2,1.0,0.0,0.08
2019,Regina,1490,4.0,3.0,24.0,6,4.0,0.0,0.91
2019,Regina,1490,2.0,1.0,14.0,7,2.0,0.0,0.53
2019,Regina,1490,5.0,3.0,11.0,1,11.0,3.0,0.42
2019,Regina,1490,1.0,1.0,206.0,206,1.0,0.0,7.83
2019,Regina,1490,2.0,2.0,6.0,3,2.0,0.0,0.23
2020,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.08
2020,Regina,1490,4.0,3.0,69.0,18,3.83,0.0,2.61
2020,Regina,1490,4.0,1.0,17.0,4,4.25,0.0,0.64
2020,Regina,1490,5.0,3.0,53.0,2,26.5,4.0,2.01
2020,Regina,1490,2.0,1.0,28.0,14,2.0,0.0,1.06
2020,Regina,1490,5.0,1.0,10.0,5,2.0,1.0,0.38
2020,Regina,1490,5.0,2.0,124.0,29,4.28,0.93,4.7
2020,Regina,1490,1.0,1.0,259.0,259,1.0,0.0,9.81
2020,Regina,1490,1.0,3.0,1.0,1,1.0,0.0,0.04
2021,Regina,1490,1.0,2.0,2.0,2,1.0,0.0,0.07
2021,Regina,1490,2.0,1.0,38.0,19,2.0,0.0,1.42
2021,Regina,1490,5.0,3.0,4.0,1,4.0,2.0,0.15
2021,Regina,1490,4.0,3.0,44.0,12,3.67,0.0,1.64
2021,Regina,1490,4.0,2.0,53.0,7,7.57,0.0,1.98
2021,Regina,1490,2.0,3.0,6.0,3,2.0,0.0,0.22
2021,Regina,1490,4.0,1.0,7.0,2,3.5,0.0,0.26
2021,Regina,1490,5.0,2.0,271.0,40,6.78,1.03,10.12
2021,Regina,1490,1.0,1.0,291.0,291,1.0,0.0,10.87
2021,Regina,1490,2.0,2.0,2.0,1,2.0,0.0,0.07
2022,Regina,1490,2.0,2.0,4.0,2,2.0,0.0,0.14
2022,Regina,1490,4.0,3.0,53.0,13,4.08,0.0,1.92
2022,Regina,1490,4.0,2.0,97.0,15,6.47,0.0,3.51
2022,Regina,1490,1.0,1.0,232.0,232,1.0,0.0,8.4
2022,Regina,1490,4.0,1.0,9.0,3,3.0,0.0,0.33
2022,Regina,1490,2.0,1.0,28.0,14,2.0,0.0,1.01
2022,Regina,1490,5.0,2.0,509.0,65,7.83,1.45,18.42
2022,Regina,1490,5.0,3.0,12.0,2,6.0,1.5,0.43
2023,Regina,1490,2.0,1.0,28.0,14,2.0,0.0,0.99
2023,Regina,1490,4.0,1.0,66.0,17,3.88,0.0,2.33
2023,Regina,1490,1.0,2.0,1.0,1,1.0,0.0,0.04
2023,Regina,1490,5.0,1.0,6.0,3,2.0,1.33,0.21
2023,Regina,1490,1.0,3.0,1.0,1,1.0,0.0,0.04
2023,Regina,1490,2.0,3.0,2.0,1,2.0,0.0,0.07
2023,Regina,1490,4.0,2.0,26.0,5,5.2,0.0,0.92
2023,Regina,1490,5.0,2.0,862.0,93,9.27,1.3,30.37
2023,Regina,1490,5.0,3.0,41.0,1,41.0,4.0,1.44
2023,Regina,1490,1.0,1.0,213.0,213,1.0,0.0,7.5
1988,Saskatoon,1700,1.0,1.0,129.0,129,1.0,0.0,5.97
1988,Saskatoon,1700,4.0,3.0,34.0,8,4.25,0.38,1.57
1988,Saskatoon,1700,4.0,1.0,3.0,1,3.0,1.0,0.14
1988,Saskatoon,1700,2.0,1.0,30.0,15,2.0,0.0,1.39
1988,Saskatoon,1700,4.0,2.0,30.0,5,6.0,0.0,1.39
1988,Saskatoon,1700,5.0,2.0,318.0,9,35.33,1.22,14.71
1988,Saskatoon,1700,5.0,3.0,150.0,4,37.5,0.0,6.94
