reference_period,metro,metcode,dweltype,mkttycd,underconstr,num_structures,unitsperstructure,avgstorycount,underconstr_per_10kpop
2022,Halifax,0580,4.0,2.0,72.0,5,14.4,0.0,1.43
2023,Halifax,0580,2.0,1.0,102.0,51,2.0,0.0,1.93
2023,Halifax,0580,4.0,2.0,120.0,10,12.0,0.0,2.27
2023,Halifax,0580,5.0,3.0,9.0,3,3.0,1.0,0.17
2023,Halifax,0580,1.0,1.0,595.0,595,1.0,0.0,11.28
2023,Halifax,0580,2.0,2.0,10.0,5,2.0,0.0,0.19
2023,Halifax,0580,4.0,1.0,188.0,32,5.88,0.0,3.56
2023,Halifax,0580,4.0,3.0,6.0,2,3.0,0.0,0.11
2023,Halifax,0580,5.0,2.0,7639.0,93,82.14,7.61,144.81
1988,Hamilton,0610,1.0,1.0,1050.0,1050,1.0,0.0,17.28
1988,Hamilton,0610,5.0,3.0,818.0,13,62.92,0.0,13.46
1988,Hamilton,0610,4.0,4.0,35.0,5,7.0,0.0,0.58
1988,Hamilton,0610,4.0,3.0,329.0,41,8.02,0.0,5.41
1988,Hamilton,0610,4.0,2.0,15.0,3,5.0,0.0,0.25
1988,Hamilton,0610,5.0,2.0,54.0,1,54.0,0.0,0.89
1988,Hamilton,0610,5.0,4.0,105.0,2,52.5,0.0,1.73
1988,Hamilton,0610,2.0,1.0,10.0,5,2.0,0.0,0.16
1989,Hamilton,0610,1.0,1.0,853.0,853,1.0,0.0,13.86
1989,Hamilton,0610,2.0,3.0,10.0,5,2.0,0.0,0.16
1989,Hamilton,0610,4.0,2.0,63.0,13,4.85,0.0,1.02
1989,Hamilton,0610,2.0,1.0,10.0,5,2.0,0.0,0.16
1989,Hamilton,0610,5.0,2.0,69.0,2,34.5,0.0,1.12
1989,Hamilton,0610,5.0,3.0,249.0,4,62.25,0.0,4.05
1989,Hamilton,0610,5.0,4.0,51.0,1,51.0,0.0,0.83
1989,Hamilton,0610,4.0,3.0,289.0,42,6.88,0.0,4.7
1989,Hamilton,0610,4.0,1.0,112.0,27,4.15,0.0,1.82
1990,Hamilton,0610,4.0,1.0,118.0,26,4.54,0.0,1.9
1990,Hamilton,0610,4.0,2.0,151.0,22,6.86,0.0,2.44
1990,Hamilton,0610,5.0,2.0,162.0,3,54.0,0.0,2.61
1990,Hamilton,0610,1.0,1.0,417.0,417,1.0,0.0,6.73
1990,Hamilton,0610,2.0,3.0,6.0,3,2.0,0.0,0.1
1990,Hamilton,0610,2.0,1.0,10.0,5,2.0,0.0,0.16
1990,Hamilton,0610,5.0,3.0,254.0,3,84.67,0.0,4.1
1990,Hamilton,0610,4.0,3.0,313.0,43,7.28,0.0,5.05
1991,Hamilton,0610,4.0,3.0,146.0,28,5.21,0.0,2.34
1991,Hamilton,0610,1.0,1.0,370.0,370,1.0,0.0,5.94
1991,Hamilton,0610,4.0,2.0,105.0,14,7.5,0.0,1.69
1991,Hamilton,0610,2.0,1.0,22.0,11,2.0,0.0,0.35
1991,Hamilton,0610,5.0,2.0,201.0,4,50.25,0.75,3.23
1991,Hamilton,0610,4.0,1.0,71.0,10,7.1,0.0,1.14
1991,Hamilton,0610,5.0,3.0,458.0,4,114.5,0.0,7.35
1991,Hamilton,0610,1.0,3.0,1.0,1,1.0,0.0,0.02
1992,Hamilton,0610,4.0,1.0,177.0,29,6.1,0.0,2.83
1992,Hamilton,0610,4.0,2.0,63.0,10,6.3,0.0,1.01
1992,Hamilton,0610,5.0,2.0,382.0,11,34.73,0.0,6.11
1992,Hamilton,0610,5.0,4.0,61.0,1,61.0,0.0,0.98
1992,Hamilton,0610,1.0,1.0,384.0,384,1.0,0.0,6.14
1992,Hamilton,0610,4.0,3.0,89.0,17,5.24,0.0,1.42
1992,Hamilton,0610,1.0,3.0,18.0,18,1.0,0.0,0.29
1992,Hamilton,0610,4.0,4.0,109.0,12,9.08,0.0,1.74
1992,Hamilton,0610,2.0,1.0,4.0,2,2.0,0.0,0.06
1992,Hamilton,0610,5.0,3.0,60.0,2,30.0,0.0,0.96
1993,Hamilton,0610,4.0,1.0,220.0,39,5.64,0.0,3.49
1993,Hamilton,0610,5.0,4.0,82.0,1,82.0,0.0,1.3
1993,Hamilton,0610,1.0,1.0,539.0,539,1.0,0.0,8.56
1993,Hamilton,0610,4.0,3.0,153.0,28,5.46,0.0,2.43
1993,Hamilton,0610,1.0,3.0,4.0,4,1.0,0.0,0.06
1993,Hamilton,0610,2.0,3.0,2.0,1,2.0,0.0,0.03
1993,Hamilton,0610,2.0,1.0,38.0,19,2.0,0.0,0.6
1993,Hamilton,0610,2.0,2.0,2.0,1,2.0,0.0,0.03
1993,Hamilton,0610,4.0,2.0,375.0,56,6.7,0.0,5.95
1993,Hamilton,0610,5.0,2.0,358.0,5,71.6,0.0,5.68
1993,Hamilton,0610,4.0,4.0,37.0,2,18.5,0.0,0.59
1994,Hamilton,0610,1.0,1.0,399.0,399,1.0,0.0,6.27
1994,Hamilton,0610,5.0,2.0,140.0,7,20.0,0.0,2.2
1994,Hamilton,0610,2.0,3.0,14.0,7,2.0,0.0,0.22
1994,Hamilton,0610,4.0,3.0,353.0,60,5.88,0.0,5.55
1994,Hamilton,0610,4.0,1.0,71.0,15,4.73,0.0,1.12
1994,Hamilton,0610,1.0,3.0,6.0,6,1.0,0.0,0.09
1994,Hamilton,0610,2.0,1.0,64.0,32,2.0,0.0,1.01
1994,Hamilton,0610,2.0,2.0,2.0,1,2.0,0.0,0.03
1995,Hamilton,0610,2.0,3.0,4.0,2,2.0,0.0,0.06
1995,Hamilton,0610,1.0,3.0,1.0,1,1.0,0.0,0.02
1995,Hamilton,0610,4.0,1.0,75.0,17,4.41,0.0,1.17
1995,Hamilton,0610,1.0,1.0,335.0,335,1.0,0.0,5.22
1995,Hamilton,0610,5.0,2.0,200.0,5,40.0,0.0,3.11
1995,Hamilton,0610,2.0,1.0,28.0,14,2.0,0.0,0.44
1995,Hamilton,0610,5.0,3.0,105.0,3,35.0,0.0,1.63
1995,Hamilton,0610,4.0,2.0,84.0,12,7.0,0.0,1.31
1995,Hamilton,0610,4.0,3.0,272.0,50,5.44,0.0,4.24
1996,Hamilton,0610,1.0,1.0,444.0,444,1.0,0.0,6.83
1996,Hamilton,0610,5.0,2.0,60.0,1,60.0,0.0,0.92
1996,Hamilton,0610,5.0,3.0,185.0,4,46.25,0.0,2.84
1996,Hamilton,0610,2.0,1.0,46.0,23,2.0,0.0,0.71
1996,Hamilton,0610,4.0,3.0,332.0,63,5.27,0.0,5.1
1996,Hamilton,0610,1.0,3.0,12.0,12,1.0,0.0,0.18
1996,Hamilton,0610,2.0,3.0,12.0,6,2.0,0.0,0.18
1996,Hamilton,0610,5.0,1.0,9.0,3,3.0,0.0,0.14
1996,Hamilton,0610,4.0,2.0,17.0,4,4.25,0.0,0.26
1996,Hamilton,0610,4.0,1.0,216.0,40,5.4,0.0,3.32
1997,Hamilton,0610,5.0,3.0,163.0,4,40.75,0.0,2.48
1997,Hamilton,0610,4.0,1.0,219.0,37,5.92,0.0,3.33
1997,Hamilton,0610,4.0,2.0,19.0,3,6.33,0.0,0.29
1997,Hamilton,0610,4.0,3.0,414.0,72,5.75,0.0,6.29
1997,Hamilton,0610,2.0,1.0,90.0,45,2.0,0.0,1.37
1997,Hamilton,0610,1.0,3.0,6.0,6,1.0,0.0,0.09
1997,Hamilton,0610,2.0,3.0,6.0,3,2.0,0.0,0.09
1997,Hamilton,0610,1.0,1.0,696.0,696,1.0,0.0,10.58
1998,Hamilton,0610,5.0,2.0,37.0,1,37.0,0.0,0.56
1998,Hamilton,0610,1.0,2.0,3.0,3,1.0,0.0,0.05
1998,Hamilton,0610,1.0,1.0,583.0,583,1.0,0.0,8.76
1998,Hamilton,0610,2.0,3.0,16.0,8,2.0,0.0,0.24
1998,Hamilton,0610,2.0,1.0,122.0,61,2.0,0.0,1.83
1998,Hamilton,0610,4.0,2.0,14.0,2,7.0,0.0,0.21
1998,Hamilton,0610,4.0,1.0,351.0,61,5.75,0.52,5.28
1998,Hamilton,0610,4.0,3.0,462.0,84,5.5,0.4,6.94
1998,Hamilton,0610,5.0,3.0,400.0,20,20.0,0.0,6.01
1999,Hamilton,0610,2.0,1.0,80.0,40,2.0,0.0,1.19
1999,Hamilton,0610,2.0,3.0,38.0,19,2.0,0.0,0.56
1999,Hamilton,0610,4.0,1.0,232.0,41,5.66,0.05,3.44
1999,Hamilton,0610,1.0,3.0,26.0,26,1.0,0.0,0.39
1999,Hamilton,0610,4.0,3.0,323.0,65,4.97,0.03,4.79
1999,Hamilton,0610,5.0,3.0,1121.0,37,30.3,0.0,16.63
1999,Hamilton,0610,1.0,1.0,638.0,638,1.0,0.0,9.47
1999,Hamilton,0610,1.0,2.0,3.0,3,1.0,0.0,0.04
2000,Hamilton,0610,1.0,3.0,30.0,30,1.0,0.0,0.44
2000,Hamilton,0610,4.0,3.0,273.0,44,6.2,0.0,3.97
2000,Hamilton,0610,1.0,1.0,668.0,668,1.0,0.0,9.71
2000,Hamilton,0610,4.0,1.0,194.0,32,6.06,0.0,2.82
2000,Hamilton,0610,2.0,1.0,44.0,22,2.0,0.0,0.64
2000,Hamilton,0610,5.0,3.0,305.0,13,23.46,1.08,4.43
2000,Hamilton,0610,5.0,2.0,15.0,1,15.0,0.0,0.22
2000,Hamilton,0610,2.0,3.0,6.0,3,2.0,0.0,0.09
2001,Hamilton,0610,1.0,1.0,645.0,645,1.0,0.0,9.27
2001,Hamilton,0610,2.0,1.0,64.0,32,2.0,0.0,0.92
2001,Hamilton,0610,2.0,3.0,22.0,11,2.0,0.0,0.32
2001,Hamilton,0610,1.0,3.0,26.0,26,1.0,0.0,0.37
2001,Hamilton,0610,5.0,3.0,423.0,12,35.25,0.33,6.08
2001,Hamilton,0610,4.0,1.0,163.0,25,6.52,0.0,2.34
2001,Hamilton,0610,4.0,0.0,9.0,2,4.5,0.0,0.13
2001,Hamilton,0610,4.0,3.0,274.0,42,6.52,0.0,3.94
2002,Hamilton,0610,1.0,1.0,875.0,875,1.0,0.0,12.44
2002,Hamilton,0610,1.0,3.0,27.0,27,1.0,0.0,0.38
2002,Hamilton,0610,2.0,1.0,33.0,17,1.94,0.0,0.47
2002,Hamilton,0610,4.0,3.0,304.0,59,5.15,0.0,4.32
2002,Hamilton,0610,4.0,2.0,3.0,1,3.0,0.0,0.04
2002,Hamilton,0610,2.0,3.0,10.0,5,2.0,0.0,0.14
2002,Hamilton,0610,4.0,1.0,402.0,64,6.28,0.0,5.72
2002,Hamilton,0610,5.0,3.0,117.0,3,39.0,0.0,1.66
2002,Hamilton,0610,4.0,0.0,6.0,1,6.0,0.0,0.09
2002,Hamilton,0610,5.0,2.0,48.0,3,16.0,0.0,0.68
2003,Hamilton,0610,2.0,1.0,28.0,14,2.0,0.0,0.39
2003,Hamilton,0610,4.0,1.0,411.0,68,6.04,0.0,5.79
2003,Hamilton,0610,4.0,3.0,279.0,57,4.89,0.0,3.93
2003,Hamilton,0610,5.0,2.0,16.0,2,8.0,0.0,0.23
2003,Hamilton,0610,1.0,1.0,726.0,726,1.0,0.0,10.23
2003,Hamilton,0610,1.0,3.0,8.0,8,1.0,0.0,0.11
2003,Hamilton,0610,2.0,3.0,10.0,5,2.0,0.0,0.14
2003,Hamilton,0610,5.0,3.0,269.0,5,53.8,2.8,3.79
2004,Hamilton,0610,5.0,2.0,175.0,4,43.75,0.0,2.45
2004,Hamilton,0610,4.0,3.0,462.0,88,5.25,0.0,6.47
2004,Hamilton,0610,2.0,1.0,44.0,22,2.0,0.0,0.62
2004,Hamilton,0610,1.0,1.0,925.0,925,1.0,0.0,12.95
2004,Hamilton,0610,4.0,2.0,26.0,4,6.5,0.0,0.36
2004,Hamilton,0610,5.0,3.0,708.0,12,59.0,1.17,9.91
2004,Hamilton,0610,4.0,1.0,261.0,42,6.21,0.0,3.65
2005,Hamilton,0610,2.0,3.0,8.0,4,2.0,0.0,0.11
2005,Hamilton,0610,5.0,2.0,248.0,4,62.0,0.0,3.45
2005,Hamilton,0610,1.0,3.0,4.0,4,1.0,0.0,0.06
2005,Hamilton,0610,1.0,1.0,779.0,779,1.0,0.0,10.83
2005,Hamilton,0610,4.0,2.0,114.0,9,12.67,0.0,1.59
2005,Hamilton,0610,4.0,3.0,453.0,82,5.52,0.0,6.3
2005,Hamilton,0610,2.0,1.0,146.0,73,2.0,0.0,2.03
2005,Hamilton,0610,2.0,2.0,4.0,2,2.0,0.0,0.06
2005,Hamilton,0610,4.0,1.0,434.0,68,6.38,0.09,6.04
2005,Hamilton,0610,5.0,3.0,720.0,11,65.45,0.91,10.01
2006,Hamilton,0610,4.0,2.0,20.0,3,6.67,0.0,0.28
2006,Hamilton,0610,2.0,1.0,18.0,9,2.0,0.0,0.25
2006,Hamilton,0610,5.0,2.0,193.0,6,32.17,0.0,2.68
2006,Hamilton,0610,5.0,3.0,480.0,10,48.0,1.0,6.66
2006,Hamilton,0610,2.0,2.0,12.0,6,2.0,0.0,0.17
2006,Hamilton,0610,1.0,1.0,977.0,977,1.0,0.0,13.55
2006,Hamilton,0610,1.0,3.0,7.0,7,1.0,0.0,0.1
2006,Hamilton,0610,4.0,1.0,528.0,92,5.74,0.0,7.32
2006,Hamilton,0610,2.0,3.0,6.0,3,2.0,0.0,0.08
2006,Hamilton,0610,4.0,3.0,357.0,65,5.49,0.0,4.95
2007,Hamilton,0610,5.0,3.0,312.0,8,39.0,0.5,4.3
2007,Hamilton,0610,2.0,3.0,2.0,1,2.0,0.0,0.03
2007,Hamilton,0610,4.0,3.0,441.0,85,5.19,0.02,6.08
2007,Hamilton,0610,2.0,1.0,70.0,35,2.0,0.0,0.97
2007,Hamilton,0610,5.0,2.0,153.0,4,38.25,0.0,2.11
2007,Hamilton,0610,1.0,1.0,923.0,923,1.0,0.0,12.73
2007,Hamilton,0610,4.0,1.0,392.0,66,5.94,0.0,5.41
2008,Hamilton,0610,5.0,3.0,810.0,14,57.86,0.64,11.1
2008,Hamilton,0610,1.0,3.0,6.0,6,1.0,0.0,0.08
2008,Hamilton,0610,1.0,1.0,840.0,840,1.0,0.0,11.51
2008,Hamilton,0610,2.0,3.0,12.0,6,2.0,0.0,0.16
2008,Hamilton,0610,4.0,1.0,522.0,87,6.0,0.0,7.15
2008,Hamilton,0610,2.0,1.0,54.0,27,2.0,0.0,0.74
2008,Hamilton,0610,4.0,3.0,735.0,130,5.65,0.0,10.07
2008,Hamilton,0610,5.0,2.0,123.0,1,123.0,0.0,1.69
2009,Hamilton,0610,5.0,2.0,264.0,2,132.0,0.0,3.59
2009,Hamilton,0610,4.0,1.0,246.0,38,6.47,0.0,3.34
2009,Hamilton,0610,1.0,3.0,4.0,4,1.0,0.0,0.05
2009,Hamilton,0610,2.0,1.0,114.0,57,2.0,0.0,1.55
2009,Hamilton,0610,1.0,0.0,1.0,1,1.0,0.0,0.01
2009,Hamilton,0610,4.0,3.0,483.0,85,5.68,0.0,6.56
2009,Hamilton,0610,5.0,3.0,564.0,9,62.67,0.0,7.66
2009,Hamilton,0610,1.0,1.0,559.0,559,1.0,0.0,7.59
2009,Hamilton,0610,2.0,3.0,6.0,3,2.0,0.0,0.08
2010,Hamilton,0610,2.0,1.0,84.0,42,2.0,0.0,1.13
2010,Hamilton,0610,5.0,2.0,195.0,3,65.0,2.67,2.63
2010,Hamilton,0610,2.0,2.0,2.0,1,2.0,0.0,0.03
2010,Hamilton,0610,4.0,3.0,125.0,24,5.21,0.0,1.69
2010,Hamilton,0610,5.0,3.0,712.0,9,79.11,2.33,9.61
2010,Hamilton,0610,1.0,1.0,917.0,917,1.0,0.0,12.37
2010,Hamilton,0610,2.0,3.0,4.0,2,2.0,0.0,0.05
2010,Hamilton,0610,4.0,1.0,568.0,91,6.24,0.0,7.66
2010,Hamilton,0610,1.0,3.0,6.0,6,1.0,0.0,0.08
2011,Hamilton,0610,1.0,3.0,8.0,8,1.0,0.0,0.11
2011,Hamilton,0610,5.0,2.0,338.0,10,33.8,1.0,4.52
2011,Hamilton,0610,1.0,1.0,789.0,789,1.0,0.0,10.56
2011,Hamilton,0610,4.0,3.0,238.0,47,5.06,0.0,3.19
2011,Hamilton,0610,2.0,1.0,30.0,15,2.0,0.0,0.4
2011,Hamilton,0610,4.0,1.0,438.0,67,6.54,0.0,5.86
2011,Hamilton,0610,5.0,3.0,513.0,7,73.29,4.29,6.87
2012,Hamilton,0610,4.0,3.0,293.0,46,6.37,0.0,3.9
2012,Hamilton,0610,2.0,3.0,2.0,1,2.0,0.0,0.03
2012,Hamilton,0610,4.0,1.0,314.0,47,6.68,0.0,4.18
2012,Hamilton,0610,2.0,1.0,48.0,24,2.0,0.0,0.64
2012,Hamilton,0610,1.0,1.0,648.0,648,1.0,0.0,8.62
2012,Hamilton,0610,5.0,3.0,694.0,8,86.75,4.13,9.23
2012,Hamilton,0610,4.0,2.0,168.0,12,14.0,0.0,2.23
2012,Hamilton,0610,1.0,3.0,9.0,9,1.0,0.0,0.12
2013,Hamilton,0610,4.0,1.0,325.0,57,5.7,0.0,4.3
2013,Hamilton,0610,5.0,2.0,359.0,5,71.8,1.8,4.75
2013,Hamilton,0610,2.0,1.0,86.0,43,2.0,0.0,1.14
2013,Hamilton,0610,5.0,3.0,673.0,9,74.78,3.0,8.9
2013,Hamilton,0610,1.0,1.0,620.0,620,1.0,0.0,8.2
2013,Hamilton,0610,1.0,3.0,10.0,10,1.0,0.0,0.13
2013,Hamilton,0610,5.0,1.0,6.0,1,6.0,0.0,0.08
2013,Hamilton,0610,4.0,3.0,266.0,41,6.49,0.07,3.52
2013,Hamilton,0610,4.0,2.0,182.0,15,12.13,0.0,2.41
2014,Hamilton,0610,5.0,2.0,396.0,6,66.0,6.17,5.21
2014,Hamilton,0610,2.0,1.0,100.0,50,2.0,0.0,1.32
2014,Hamilton,0610,4.0,3.0,210.0,32,6.56,0.13,2.76
2014,Hamilton,0610,5.0,3.0,540.0,12,45.0,5.33,7.1
2014,Hamilton,0610,1.0,1.0,669.0,669,1.0,0.0,8.8
2014,Hamilton,0610,4.0,2.0,182.0,15,12.13,0.0,2.39
2014,Hamilton,0610,1.0,3.0,4.0,4,1.0,0.0,0.05
2014,Hamilton,0610,4.0,1.0,630.0,99,6.36,0.0,8.28
2015,Hamilton,0610,1.0,3.0,4.0,4,1.0,0.0,0.05
2015,Hamilton,0610,2.0,1.0,18.0,9,2.0,0.0,0.23
2015,Hamilton,0610,5.0,2.0,275.0,3,91.67,7.67,3.58
2015,Hamilton,0610,4.0,1.0,381.0,55,6.93,0.0,4.96
2015,Hamilton,0610,1.0,1.0,597.0,597,1.0,0.0,7.77
2015,Hamilton,0610,4.0,2.0,146.0,12,12.17,0.0,1.9
2015,Hamilton,0610,4.0,3.0,37.0,5,7.4,0.0,0.48
2015,Hamilton,0610,5.0,3.0,584.0,14,41.71,5.21,7.6
2016,Hamilton,0610,1.0,1.0,620.0,620,1.0,0.0,7.98
2016,Hamilton,0610,4.0,1.0,810.0,112,7.23,0.0,10.43
2016,Hamilton,0610,4.0,2.0,90.0,6,15.0,0.0,1.16
2016,Hamilton,0610,2.0,1.0,30.0,15,2.0,0.0,0.39
2016,Hamilton,0610,4.0,3.0,42.0,5,8.4,0.0,0.54
2016,Hamilton,0610,5.0,3.0,1407.0,16,87.94,7.88,18.12
2016,Hamilton,0610,5.0,2.0,228.0,2,114.0,8.0,2.94
2017,Hamilton,0610,5.0,3.0,2113.0,22,96.05,8.91,26.95
2017,Hamilton,0610,4.0,3.0,179.0,32,5.59,0.0,2.28
2017,Hamilton,0610,2.0,1.0,28.0,14,2.0,0.0,0.36
2017,Hamilton,0610,4.0,1.0,761.0,110,6.92,0.0,9.71
2017,Hamilton,0610,1.0,1.0,522.0,522,1.0,0.0,6.66
2018,Hamilton,0610,1.0,1.0,495.0,495,1.0,0.0,6.23
2018,Hamilton,0610,2.0,1.0,106.0,53,2.0,0.0,1.33
2018,Hamilton,0610,4.0,1.0,723.0,113,6.4,0.0,9.11
2018,Hamilton,0610,4.0,3.0,146.0,23,6.35,0.0,1.84
2018,Hamilton,0610,1.0,2.0,1.0,1,1.0,0.0,0.01
2018,Hamilton,0610,5.0,2.0,148.0,5,29.6,4.4,1.86
2018,Hamilton,0610,4.0,2.0,18.0,2,9.0,0.0,0.23
2018,Hamilton,0610,5.0,3.0,3017.0,26,116.04,10.12,38.0
2019,Hamilton,0610,5.0,2.0,294.0,5,58.8,5.8,3.65
2019,Hamilton,0610,5.0,3.0,3315.0,39,85.0,6.97,41.14
2019,Hamilton,0610,1.0,1.0,572.0,572,1.0,0.0,7.1
2019,Hamilton,0610,1.0,3.0,1.0,1,1.0,0.0,0.01
2019,Hamilton,0610,4.0,2.0,18.0,2,9.0,0.0,0.22
2019,Hamilton,0610,4.0,3.0,89.0,10,8.9,0.0,1.1
2019,Hamilton,0610,5.0,1.0,20.0,1,20.0,4.0,0.25
2019,Hamilton,0610,2.0,1.0,60.0,30,2.0,0.0,0.74
2019,Hamilton,0610,4.0,1.0,927.0,131,7.08,0.0,11.51
2020,Hamilton,0610,4.0,1.0,582.0,90,6.47,0.0,7.18
2020,Hamilton,0610,1.0,1.0,459.0,459,1.0,0.0,5.66
2020,Hamilton,0610,1.0,3.0,1.0,1,1.0,0.0,0.01
2020,Hamilton,0610,5.0,3.0,2491.0,27,92.26,7.11,30.74
2020,Hamilton,0610,2.0,1.0,144.0,72,2.0,0.0,1.78
2020,Hamilton,0610,5.0,1.0,1730.0,9,192.22,11.89,21.35
2020,Hamilton,0610,5.0,2.0,290.0,5,58.0,5.2,3.58
2021,Hamilton,0610,4.0,1.0,861.0,132,6.52,0.0,10.5
2021,Hamilton,0610,2.0,1.0,232.0,116,2.0,0.0,2.83
2021,Hamilton,0610,5.0,3.0,4729.0,31,152.55,11.23,57.69
2021,Hamilton,0610,1.0,1.0,579.0,579,1.0,0.0,7.06
2021,Hamilton,0610,5.0,2.0,454.0,7,64.86,5.29,5.54
2021,Hamilton,0610,4.0,3.0,26.0,2,13.0,0.0,0.32
2022,Hamilton,0610,1.0,1.0,761.0,761,1.0,0.0,9.13
2022,Hamilton,0610,4.0,2.0,38.0,6,6.33,0.0,0.46
2022,Hamilton,0610,2.0,1.0,216.0,108,2.0,0.0,2.59
2022,Hamilton,0610,4.0,1.0,933.0,143,6.52,0.0,11.19
2022,Hamilton,0610,1.0,3.0,7.0,7,1.0,0.0,0.08
2022,Hamilton,0610,4.0,3.0,356.0,44,8.09,0.0,4.27
2022,Hamilton,0610,5.0,2.0,1230.0,7,175.71,11.0,14.76
2022,Hamilton,0610,5.0,3.0,3484.0,23,151.48,11.65,41.8
2023,Hamilton,0610,5.0,2.0,1053.0,11,95.73,6.27,12.48
2023,Hamilton,0610,2.0,1.0,64.0,32,2.0,0.0,0.76
2023,Hamilton,0610,1.0,3.0,2.0,2,1.0,0.0,0.02
2023,Hamilton,0610,4.0,3.0,358.0,42,8.52,0.0,4.24
2023,Hamilton,0610,4.0,1.0,917.0,126,7.28,0.0,10.86
2023,Hamilton,0610,1.0,1.0,415.0,415,1.0,0.0,4.92
2023,Hamilton,0610,5.0,3.0,4332.0,24,180.5,14.67,51.32
1988,Montreal,1060,2.0,1.0,308.0,156,1.97,0.0,0.92
1988,Montreal,1060,4.0,1.0,168.0,32,5.25,0.06,0.5
1988,Montreal,1060,4.0,3.0,31.0,7,4.43,0.0,0.09
1988,Montreal,1060,5.0,4.0,314.0,12,26.17,0.0,0.94
1988,Montreal,1060,5.0,3.0,3983.0,148,26.91,0.65,11.88
1988,Montreal,1060,4.0,4.0,48.0,6,8.0,0.0,0.14
1988,Montreal,1060,4.0,2.0,19.0,5,3.8,0.0,0.06
1988,Montreal,1060,5.0,1.0,11.0,3,3.67,0.67,0.03
1988,Montreal,1060,2.0,2.0,6.0,3,2.0,0.0,0.02
1988,Montreal,1060,1.0,1.0,2203.0,2203,1.0,0.0,6.57
1988,Montreal,1060,5.0,2.0,4593.0,365,12.58,0.17,13.7
1989,Montreal,1060,4.0,1.0,123.0,28,4.39,0.14,0.36
1989,Montreal,1060,5.0,4.0,58.0,5,11.6,0.0,0.17
1989,Montreal,1060,2.0,1.0,335.0,169,1.98,0.0,0.99
1989,Montreal,1060,5.0,3.0,3584.0,135,26.55,1.19,10.59
1989,Montreal,1060,2.0,3.0,2.0,1,2.0,0.0,0.01
1989,Montreal,1060,4.0,2.0,12.0,3,4.0,0.0,0.04
1989,Montreal,1060,5.0,1.0,8.0,3,2.67,0.0,0.02
1989,Montreal,1060,4.0,3.0,43.0,8,5.38,0.5,0.13
1989,Montreal,1060,4.0,4.0,8.0,1,8.0,0.0,0.02
1989,Montreal,1060,5.0,2.0,2764.0,370,7.47,0.13,8.17
1989,Montreal,1060,1.0,1.0,2463.0,2463,1.0,0.0,7.28
1990,Montreal,1060,1.0,1.0,1267.0,1267,1.0,0.0,3.72
1990,Montreal,1060,5.0,3.0,2209.0,85,25.99,1.13,6.48
1990,Montreal,1060,5.0,2.0,2317.0,276,8.39,0.3,6.8
1990,Montreal,1060,5.0,4.0,455.0,16,28.44,0.0,1.33
1990,Montreal,1060,2.0,1.0,229.0,116,1.97,0.0,0.67
1990,Montreal,1060,4.0,1.0,137.0,30,4.57,0.13,0.4
1990,Montreal,1060,5.0,1.0,4.0,2,2.0,0.0,0.01
1990,Montreal,1060,4.0,3.0,55.0,7,7.86,0.29,0.16
1991,Montreal,1060,5.0,1.0,15.0,7,2.14,0.0,0.04
1991,Montreal,1060,5.0,4.0,51.0,3,17.0,0.0,0.15
1991,Montreal,1060,4.0,3.0,638.0,117,5.45,0.21,1.86
1991,Montreal,1060,2.0,1.0,542.0,271,2.0,0.0,1.58
1991,Montreal,1060,4.0,1.0,228.0,50,4.56,0.08,0.67
1991,Montreal,1060,1.0,1.0,1873.0,1873,1.0,0.0,5.47
1991,Montreal,1060,1.0,3.0,1.0,1,1.0,0.0,0.0
1991,Montreal,1060,2.0,3.0,20.0,10,2.0,0.0,0.06
1991,Montreal,1060,5.0,3.0,1941.0,157,12.36,0.55,5.67
1991,Montreal,1060,2.0,2.0,2.0,1,2.0,0.0,0.01
1991,Montreal,1060,5.0,2.0,1670.0,180,9.28,0.42,4.88
1992,Montreal,1060,5.0,3.0,1213.0,98,12.38,0.64,3.52
1992,Montreal,1060,1.0,1.0,1096.0,1096,1.0,0.0,3.18
1992,Montreal,1060,4.0,1.0,226.0,54,4.19,1.07,0.66
1992,Montreal,1060,5.0,4.0,141.0,8,17.63,0.0,0.41
1992,Montreal,1060,2.0,3.0,16.0,8,2.0,0.0,0.05
1992,Montreal,1060,5.0,2.0,1155.0,131,8.82,0.63,3.35
1992,Montreal,1060,4.0,2.0,5.0,1,5.0,0.0,0.01
1992,Montreal,1060,2.0,1.0,306.0,153,2.0,0.0,0.89
1992,Montreal,1060,4.0,3.0,469.0,80,5.86,0.15,1.36
1992,Montreal,1060,5.0,1.0,26.0,10,2.6,0.0,0.08
1993,Montreal,1060,5.0,3.0,1126.0,131,8.6,0.34,3.25
1993,Montreal,1060,4.0,3.0,438.0,82,5.34,0.17,1.26
1993,Montreal,1060,5.0,1.0,18.0,8,2.25,0.0,0.05
1993,Montreal,1060,1.0,1.0,973.0,973,1.0,0.0,2.81
1993,Montreal,1060,5.0,4.0,30.0,3,10.0,0.0,0.09
1993,Montreal,1060,4.0,2.0,3.0,1,3.0,0.0,0.01
1993,Montreal,1060,2.0,1.0,344.0,172,2.0,0.0,0.99
1993,Montreal,1060,4.0,1.0,189.0,41,4.61,0.44,0.55
1993,Montreal,1060,5.0,2.0,1109.0,87,12.75,0.33,3.2
1993,Montreal,1060,1.0,3.0,2.0,2,1.0,0.0,0.01
