reference_period,metro,metcode,stcan_cmacode,censustr,underconstr,num_structures,unitsperstructure,avgstorycount,underconstr_per_10kpop
1993,Montreal,1060,462,0512.02,40.0,5,8.0,0.0,0.12
1993,Montreal,1060,462,0627.00,8.0,1,8.0,0.0,0.02
1993,Montreal,1060,462,0682.00,64.0,13,4.92,0.0,0.18
1993,Montreal,1060,462,0756.01,25.0,7,3.57,0.0,0.07
1993,Montreal,1060,462,0004.00,6.0,2,3.0,0.0,0.02
1993,Montreal,1060,462,0451.00,4.0,1,4.0,0.0,0.01
1993,Montreal,1060,462,0706.00,32.0,4,8.0,1.5,0.09
1993,Montreal,1060,462,0750.00,49.0,11,4.45,0.0,0.14
1993,Montreal,1060,462,0862.00,9.0,2,4.5,1.0,0.03
1993,Montreal,1060,462,0290.02,17.0,11,1.55,0.0,0.05
1993,Montreal,1060,462,0328.00,32.0,1,32.0,0.0,0.09
1993,Montreal,1060,462,0593.00,8.0,1,8.0,0.0,0.02
1993,Montreal,1060,462,0003.00,23.0,3,7.67,0.67,0.07
1993,Montreal,1060,462,0829.00,15.0,7,2.14,0.71,0.04
1993,Montreal,1060,462,0431.00,68.0,2,34.0,0.0,0.2
1993,Montreal,1060,462,0661.00,14.0,2,7.0,0.0,0.04
1993,Montreal,1060,462,0735.00,12.0,4,3.0,0.0,0.03
1993,Montreal,1060,462,0755.00,4.0,1,4.0,0.0,0.01
1993,Montreal,1060,462,0807.00,39.0,32,1.22,0.0,0.11
1993,Montreal,1060,462,0867.00,8.0,2,4.0,1.0,0.02
1993,Montreal,1060,462,0288.00,1.0,1,1.0,0.0,0.0
1993,Montreal,1060,462,0643.00,30.0,2,15.0,1.5,0.09
1993,Montreal,1060,462,0700.00,3.0,1,3.0,0.0,0.01
1993,Montreal,1060,462,0325.04,158.0,36,4.39,0.22,0.46
1993,Montreal,1060,462,0512.01,8.0,2,4.0,0.0,0.02
1993,Montreal,1060,462,0602.01,88.0,1,88.0,0.0,0.25
1993,Montreal,1060,462,0857.01,14.0,2,7.0,3.0,0.04
1993,Montreal,1060,462,0191.00,17.0,4,4.25,0.5,0.05
1993,Montreal,1060,462,0268.00,97.0,1,97.0,0.0,0.28
1993,Montreal,1060,462,0317.00,120.0,9,13.33,0.0,0.35
1993,Montreal,1060,462,0325.00,7.0,1,7.0,0.0,0.02
1993,Montreal,1060,462,0082.00,48.0,2,24.0,0.0,0.14
1993,Montreal,1060,462,0287.02,87.0,12,7.25,0.33,0.25
1993,Montreal,1060,462,0290.01,19.0,4,4.75,0.0,0.05
1993,Montreal,1060,462,0326.03,6.0,1,6.0,0.0,0.02
1993,Montreal,1060,462,0777.00,13.0,8,1.63,0.0,0.04
1993,Montreal,1060,462,0861.00,3.0,3,1.0,0.0,0.01
1993,Montreal,1060,462,0701.00,4.0,1,4.0,0.0,0.01
1993,Montreal,1060,462,0734.00,2.0,1,2.0,0.0,0.01
1993,Montreal,1060,462,0827.01,22.0,15,1.47,0.27,0.06
1993,Montreal,1060,462,0290.04,61.0,18,3.39,0.0,0.18
1993,Montreal,1060,462,0677.03,12.0,2,6.0,0.0,0.03
1993,Montreal,1060,462,0340.00,1.0,1,1.0,0.0,0.0
1993,Montreal,1060,462,0390.00,3.0,1,3.0,0.0,0.01
1993,Montreal,1060,462,0830.00,59.0,20,2.95,0.25,0.17
1993,Montreal,1060,462,0852.02,5.0,5,1.0,0.0,0.01
1993,Montreal,1060,462,0705.00,6.0,2,3.0,2.0,0.02
1993,Montreal,1060,462,0733.00,6.0,1,6.0,0.0,0.02
1993,Montreal,1060,462,0850.00,37.0,21,1.76,0.19,0.11
1993,Montreal,1060,462,0395.03,20.0,7,2.86,0.0,0.06
1993,Montreal,1060,462,0590.01,15.0,2,7.5,0.0,0.04
1993,Montreal,1060,462,0677.02,86.0,3,28.67,0.0,0.25
1993,Montreal,1060,462,0703.00,6.0,1,6.0,0.0,0.02
1993,Montreal,1060,462,0710.00,3.0,1,3.0,0.0,0.01
1993,Montreal,1060,462,0728.00,13.0,3,4.33,0.67,0.04
1993,Montreal,1060,462,0656.00,11.0,2,5.5,0.0,0.03
1993,Montreal,1060,462,0831.00,38.0,31,1.23,0.13,0.11
1993,Montreal,1060,462,0078.00,46.0,6,7.67,0.0,0.13
1993,Montreal,1060,462,0235.00,2.0,1,2.0,0.0,0.01
1993,Montreal,1060,462,0580.00,34.0,6,5.67,0.0,0.1
1993,Montreal,1060,462,0704.00,13.0,5,2.6,0.0,0.04
1993,Montreal,1060,462,0775.00,2.0,2,1.0,0.0,0.01
1993,Montreal,1060,462,0187.00,3.0,1,3.0,0.0,0.01
1993,Montreal,1060,462,0415.00,87.0,14,6.21,0.0,0.25
1993,Montreal,1060,462,0657.00,8.0,2,4.0,0.0,0.02
1993,Montreal,1060,462,0290.03,26.0,8,3.25,0.0,0.08
1993,Montreal,1060,462,0320.00,3.0,1,3.0,0.0,0.01
1993,Montreal,1060,462,0585.00,14.0,5,2.8,0.0,0.04
1993,Montreal,1060,462,0000.00,1334.0,911,1.46,0.02,3.85
1993,Montreal,1060,462,0168.00,8.0,1,8.0,0.0,0.02
1993,Montreal,1060,462,0904.00,37.0,23,1.61,0.26,0.11
1993,Montreal,1060,462,0929.00,10.0,10,1.0,0.0,0.03
1994,Montreal,1060,462,0580.02,2.0,1,2.0,2.0,0.01
1994,Montreal,1060,462,0701.00,24.0,6,4.0,0.0,0.07
1994,Montreal,1060,462,0827.01,28.0,17,1.65,0.41,0.08
1994,Montreal,1060,462,0834.00,2.0,2,1.0,0.0,0.01
1994,Montreal,1060,462,0290.06,4.0,2,2.0,0.0,0.01
1994,Montreal,1060,462,0857.01,7.0,1,7.0,3.0,0.02
1994,Montreal,1060,462,0013.00,3.0,1,3.0,0.0,0.01
1994,Montreal,1060,462,0046.00,6.0,1,6.0,3.0,0.02
1994,Montreal,1060,462,0512.02,110.0,1,110.0,10.0,0.32
1994,Montreal,1060,462,0775.00,6.0,1,6.0,0.0,0.02
1994,Montreal,1060,462,0201.00,43.0,1,43.0,4.0,0.12
1994,Montreal,1060,462,0659.00,18.0,4,4.5,0.0,0.05
1994,Montreal,1060,462,0054.00,12.0,1,12.0,0.0,0.03
1994,Montreal,1060,462,0072.00,11.0,2,5.5,0.0,0.03
1994,Montreal,1060,462,0158.00,18.0,1,18.0,0.0,0.05
1994,Montreal,1060,462,0777.00,5.0,4,1.25,0.0,0.01
1994,Montreal,1060,462,0514.01,5.0,1,5.0,2.0,0.01
1994,Montreal,1060,462,0828.00,6.0,6,1.0,0.0,0.02
1994,Montreal,1060,462,0853.00,33.0,11,3.0,0.36,0.09
1994,Montreal,1060,462,0903.00,54.0,38,1.42,0.21,0.15
1994,Montreal,1060,462,0930.00,24.0,12,2.0,0.0,0.07
1994,Montreal,1060,462,0240.00,7.0,3,2.33,0.0,0.02
1994,Montreal,1060,462,0725.00,6.0,1,6.0,0.0,0.02
1994,Montreal,1060,462,0728.00,6.0,2,3.0,0.0,0.02
1994,Montreal,1060,462,0825.03,3.0,1,3.0,0.0,0.01
1994,Montreal,1060,462,0867.00,37.0,3,12.33,0.0,0.11
1994,Montreal,1060,462,0884.02,6.0,1,6.0,3.0,0.02
1994,Montreal,1060,462,0191.00,17.0,3,5.67,0.67,0.05
1994,Montreal,1060,462,0205.00,3.0,1,3.0,2.0,0.01
1994,Montreal,1060,462,0287.01,12.0,1,12.0,0.0,0.03
1994,Montreal,1060,462,0290.07,10.0,6,1.67,0.0,0.03
1994,Montreal,1060,462,0638.00,4.0,1,4.0,0.0,0.01
1994,Montreal,1060,462,0480.00,3.0,1,3.0,2.0,0.01
1994,Montreal,1060,462,0098.00,94.0,1,94.0,0.0,0.27
1994,Montreal,1060,462,0132.00,2.0,1,2.0,0.0,0.01
1994,Montreal,1060,462,0139.00,11.0,2,5.5,1.5,0.03
1994,Montreal,1060,462,0330.00,11.0,1,11.0,0.0,0.03
1994,Montreal,1060,462,0750.00,4.0,1,4.0,2.0,0.01
1994,Montreal,1060,462,0831.00,28.0,17,1.65,0.0,0.08
1994,Montreal,1060,462,0325.04,48.0,9,5.33,2.11,0.14
1994,Montreal,1060,462,0863.02,6.0,1,6.0,0.0,0.02
1994,Montreal,1060,462,0290.02,9.0,5,1.8,0.0,0.03
1994,Montreal,1060,462,0415.01,8.0,2,4.0,2.5,0.02
1994,Montreal,1060,462,0700.00,45.0,1,45.0,0.0,0.13
1994,Montreal,1060,462,0162.00,19.0,1,19.0,0.0,0.05
1994,Montreal,1060,462,0689.00,6.0,2,3.0,0.0,0.02
1994,Montreal,1060,462,0751.02,8.0,2,4.0,2.0,0.02
1994,Montreal,1060,462,0756.01,3.0,1,3.0,0.0,0.01
1994,Montreal,1060,462,0868.02,3.0,1,3.0,2.0,0.01
1994,Montreal,1060,462,0317.01,94.0,6,15.67,0.0,0.27
1994,Montreal,1060,462,0395.02,5.0,1,5.0,0.0,0.01
1994,Montreal,1060,462,0415.00,49.0,1,49.0,0.0,0.14
1994,Montreal,1060,462,0632.00,17.0,3,5.67,0.0,0.05
1994,Montreal,1060,462,0807.00,11.0,10,1.1,0.0,0.03
1994,Montreal,1060,462,0015.00,37.0,2,18.5,3.0,0.11
1994,Montreal,1060,462,0288.00,1.0,1,1.0,0.0,0.0
1994,Montreal,1060,462,0395.03,10.0,2,5.0,1.5,0.03
1994,Montreal,1060,462,0580.03,20.0,2,10.0,0.0,0.06
1994,Montreal,1060,462,0687.00,6.0,1,6.0,0.0,0.02
1994,Montreal,1060,462,0734.00,2.0,1,2.0,0.0,0.01
1994,Montreal,1060,462,0829.00,4.0,4,1.0,0.0,0.01
1994,Montreal,1060,462,0901.00,12.0,7,1.71,0.0,0.03
1994,Montreal,1060,462,0070.00,154.0,2,77.0,0.0,0.44
1994,Montreal,1060,462,0580.00,3.0,1,3.0,3.0,0.01
1994,Montreal,1060,462,0120.00,3.0,3,1.0,0.0,0.01
1994,Montreal,1060,462,0926.00,6.0,6,1.0,0.0,0.02
1994,Montreal,1060,462,0051.00,18.0,1,18.0,3.0,0.05
1994,Montreal,1060,462,0269.00,24.0,1,24.0,0.0,0.07
1994,Montreal,1060,462,0862.00,16.0,2,8.0,0.0,0.05
1994,Montreal,1060,462,0090.00,1.0,1,1.0,0.0,0.0
1994,Montreal,1060,462,0511.00,5.0,1,5.0,0.0,0.01
1994,Montreal,1060,462,0647.00,6.0,1,6.0,0.0,0.02
1994,Montreal,1060,462,0681.00,2.0,1,2.0,0.0,0.01
1994,Montreal,1060,462,0462.02,4.0,1,4.0,2.0,0.01
1994,Montreal,1060,462,0735.00,3.0,1,3.0,0.0,0.01
1994,Montreal,1060,462,0852.02,5.0,5,1.0,0.0,0.01
1994,Montreal,1060,462,0105.00,2.0,1,2.0,0.0,0.01
1994,Montreal,1060,462,0581.01,4.0,1,4.0,2.0,0.01
1994,Montreal,1060,462,0656.00,11.0,2,5.5,0.0,0.03
1994,Montreal,1060,462,0804.00,10.0,9,1.11,0.0,0.03
1994,Montreal,1060,462,0833.00,1.0,1,1.0,0.0,0.0
1994,Montreal,1060,462,0904.00,37.0,23,1.61,0.3,0.11
1994,Montreal,1060,462,0629.00,7.0,2,3.5,0.0,0.02
1994,Montreal,1060,462,0630.00,4.0,1,4.0,0.0,0.01
1994,Montreal,1060,462,0657.00,20.0,4,5.0,0.0,0.06
1994,Montreal,1060,462,0677.03,20.0,1,20.0,0.0,0.06
1994,Montreal,1060,462,0026.00,8.0,1,8.0,3.0,0.02
1994,Montreal,1060,462,0682.00,10.0,2,5.0,1.0,0.03
1994,Montreal,1060,462,0685.00,12.0,2,6.0,0.0,0.03
1994,Montreal,1060,462,0830.00,44.0,18,2.44,0.17,0.13
1994,Montreal,1060,462,0093.00,28.0,1,28.0,3.0,0.08
1994,Montreal,1060,462,0171.00,72.0,9,8.0,0.67,0.21
1994,Montreal,1060,462,0186.00,2.0,1,2.0,3.0,0.01
1994,Montreal,1060,462,0705.00,4.0,1,4.0,0.0,0.01
1994,Montreal,1060,462,0850.00,10.0,5,2.0,0.8,0.03
1994,Montreal,1060,462,0644.00,5.0,1,5.0,0.0,0.01
1994,Montreal,1060,462,0661.00,4.0,1,4.0,0.0,0.01
1994,Montreal,1060,462,0684.00,15.0,4,3.75,0.0,0.04
1994,Montreal,1060,462,0861.00,4.0,2,2.0,1.0,0.01
1994,Montreal,1060,462,0291.00,1.0,1,1.0,0.0,0.0
1994,Montreal,1060,462,0326.03,39.0,4,9.75,1.75,0.11
1994,Montreal,1060,462,0384.00,4.0,1,4.0,2.0,0.01
1994,Montreal,1060,462,0550.01,27.0,7,3.86,0.29,0.08
1994,Montreal,1060,462,0902.00,3.0,2,1.5,0.0,0.01
1994,Montreal,1060,462,0929.00,15.0,15,1.0,0.0,0.04
1994,Montreal,1060,462,0029.00,11.0,1,11.0,2.0,0.03
1994,Montreal,1060,462,0055.01,49.0,2,24.5,0.0,0.14
1994,Montreal,1060,462,0290.03,12.0,6,2.0,0.33,0.03
1994,Montreal,1060,462,0290.08,6.0,4,1.5,0.0,0.02
1994,Montreal,1060,462,0282.00,4.0,1,4.0,0.0,0.01
1994,Montreal,1060,462,0520.02,9.0,2,4.5,1.0,0.03
1994,Montreal,1060,462,0580.01,47.0,8,5.88,1.0,0.13
1994,Montreal,1060,462,0627.00,8.0,1,8.0,0.0,0.02
1994,Montreal,1060,462,0703.00,4.0,1,4.0,0.0,0.01
1994,Montreal,1060,462,0887.00,3.0,1,3.0,2.0,0.01
1994,Montreal,1060,462,0000.00,892.0,736,1.21,0.03,2.56
1994,Montreal,1060,462,0004.00,1.0,1,1.0,0.0,0.0
1994,Montreal,1060,462,0256.00,8.0,1,8.0,3.0,0.02
1994,Montreal,1060,462,0290.01,23.0,3,7.67,0.0,0.07
1994,Montreal,1060,462,0290.04,11.0,6,1.83,0.0,0.03
1994,Montreal,1060,462,0312.00,6.0,1,6.0,0.0,0.02
1994,Montreal,1060,462,0582.01,22.0,1,22.0,3.0,0.06
1995,Montreal,1060,462,0000.00,734.0,540,1.36,0.02,2.1
1995,Montreal,1060,462,0647.00,6.0,1,6.0,0.0,0.02
1995,Montreal,1060,462,0682.01,4.0,1,4.0,0.0,0.01
1995,Montreal,1060,462,0867.00,5.0,1,5.0,0.0,0.01
1995,Montreal,1060,462,0197.00,20.0,5,4.0,0.0,0.06
1995,Montreal,1060,462,0929.00,6.0,6,1.0,0.0,0.02
1995,Montreal,1060,462,0629.00,9.0,2,4.5,0.0,0.03
1995,Montreal,1060,462,0681.00,2.0,1,2.0,0.0,0.01
1995,Montreal,1060,462,0750.00,6.0,1,6.0,0.0,0.02
1995,Montreal,1060,462,0280.00,1.0,1,1.0,0.0,0.0
1995,Montreal,1060,462,0059.00,221.0,1,221.0,11.0,0.63
1995,Montreal,1060,462,0656.00,6.0,1,6.0,0.0,0.02
1995,Montreal,1060,462,0853.00,5.0,5,1.0,0.0,0.01
1995,Montreal,1060,462,0710.00,4.0,1,4.0,0.0,0.01
1995,Montreal,1060,462,0804.00,1.0,1,1.0,0.0,0.0
1995,Montreal,1060,462,0098.00,1.0,1,1.0,0.0,0.0
1995,Montreal,1060,462,0136.00,7.0,1,7.0,0.0,0.02
1995,Montreal,1060,462,0191.00,6.0,2,3.0,0.0,0.02
1995,Montreal,1060,462,0305.00,69.0,5,13.8,2.0,0.2
1995,Montreal,1060,462,0514.01,8.0,1,8.0,0.0,0.02
1995,Montreal,1060,462,0684.00,20.0,3,6.67,1.0,0.06
1995,Montreal,1060,462,0827.01,17.0,7,2.43,0.57,0.05
1995,Montreal,1060,462,0290.08,1.0,1,1.0,0.0,0.0
1995,Montreal,1060,462,0857.03,16.0,1,16.0,3.0,0.05
1995,Montreal,1060,462,0070.00,154.0,2,77.0,0.0,0.44
1995,Montreal,1060,462,0580.01,8.0,1,8.0,0.0,0.02
1995,Montreal,1060,462,0585.00,7.0,1,7.0,0.0,0.02
1995,Montreal,1060,462,0807.00,7.0,7,1.0,0.0,0.02
1995,Montreal,1060,462,0850.00,6.0,6,1.0,0.0,0.02
1995,Montreal,1060,462,0290.05,31.0,3,10.33,0.0,0.09
1995,Montreal,1060,462,0490.00,3.0,1,3.0,0.0,0.01
1995,Montreal,1060,462,0384.00,4.0,1,4.0,2.0,0.01
1995,Montreal,1060,462,0580.00,16.0,2,8.0,0.0,0.05
1995,Montreal,1060,462,0638.00,3.0,1,3.0,0.0,0.01
1995,Montreal,1060,462,0661.00,4.0,1,4.0,0.0,0.01
1995,Montreal,1060,462,0704.00,24.0,5,4.8,0.0,0.07
1995,Montreal,1060,462,0863.02,6.0,1,6.0,0.0,0.02
1995,Montreal,1060,462,0828.00,22.0,8,2.75,0.0,0.06
1995,Montreal,1060,462,0049.00,18.0,1,18.0,0.0,0.05
1995,Montreal,1060,462,0930.00,5.0,5,1.0,0.0,0.01
1995,Montreal,1060,462,0250.00,6.0,2,3.0,0.0,0.02
1995,Montreal,1060,462,0834.00,2.0,2,1.0,0.0,0.01
1995,Montreal,1060,462,0830.00,25.0,13,1.92,0.23,0.07
1995,Montreal,1060,462,0728.00,3.0,1,3.0,0.0,0.01
1995,Montreal,1060,462,0325.04,107.0,15,7.13,0.13,0.31
1995,Montreal,1060,462,0756.03,4.0,1,4.0,0.0,0.01
1995,Montreal,1060,462,0330.00,11.0,1,11.0,0.0,0.03
1995,Montreal,1060,462,0055.01,76.0,1,76.0,0.0,0.22
1995,Montreal,1060,462,0271.00,1.0,1,1.0,0.0,0.0
1995,Montreal,1060,462,0580.03,5.0,2,2.5,0.0,0.01
1995,Montreal,1060,462,0829.00,8.0,5,1.6,0.0,0.02
1995,Montreal,1060,462,0831.00,12.0,11,1.09,0.0,0.03
1995,Montreal,1060,462,0009.00,3.0,1,3.0,0.0,0.01
1995,Montreal,1060,462,0089.00,5.0,2,2.5,1.0,0.01
1995,Montreal,1060,462,0127.01,35.0,1,35.0,0.0,0.1
1995,Montreal,1060,462,0833.00,4.0,4,1.0,0.0,0.01
1995,Montreal,1060,462,0855.02,6.0,1,6.0,2.0,0.02
1995,Montreal,1060,462,0004.00,1.0,1,1.0,0.0,0.0
1995,Montreal,1060,462,0511.00,5.0,1,5.0,0.0,0.01
1995,Montreal,1060,462,0630.00,4.0,1,4.0,0.0,0.01
1995,Montreal,1060,462,0290.03,6.0,3,2.0,0.67,0.02
1995,Montreal,1060,462,0685.00,12.0,2,6.0,0.0,0.03
1995,Montreal,1060,462,0904.00,17.0,7,2.43,0.0,0.05
1995,Montreal,1060,462,0317.01,1.0,1,1.0,0.0,0.0
1995,Montreal,1060,462,0614.00,6.0,1,6.0,0.0,0.02
1995,Montreal,1060,462,0657.00,8.0,2,4.0,0.0,0.02
1995,Montreal,1060,462,0902.00,10.0,2,5.0,0.0,0.03
1995,Montreal,1060,462,0192.00,2.0,1,2.0,0.0,0.01
1995,Montreal,1060,462,0291.00,13.0,5,2.6,0.0,0.04
1995,Montreal,1060,462,0659.00,3.0,1,3.0,0.0,0.01
1995,Montreal,1060,462,0903.00,48.0,27,1.78,0.37,0.14
1995,Montreal,1060,462,0290.07,8.0,5,1.6,0.0,0.02
1995,Montreal,1060,462,0120.00,1.0,1,1.0,0.0,0.0
1995,Montreal,1060,462,0161.00,2.0,1,2.0,0.0,0.01
1995,Montreal,1060,462,0392.00,2.0,1,2.0,0.0,0.01
1995,Montreal,1060,462,0514.02,4.0,1,4.0,0.0,0.01
1995,Montreal,1060,462,0857.01,7.0,1,7.0,3.0,0.02
1995,Montreal,1060,462,0901.00,3.0,2,1.5,0.0,0.01
1995,Montreal,1060,462,0287.02,2.0,2,1.0,0.0,0.01
1995,Montreal,1060,462,0756.01,12.0,3,4.0,2.0,0.03
1995,Montreal,1060,462,0288.00,4.0,4,1.0,0.0,0.01
1995,Montreal,1060,462,0078.00,16.0,2,8.0,0.0,0.05
1995,Montreal,1060,462,0644.00,5.0,1,5.0,0.0,0.01
1995,Montreal,1060,462,0290.04,1.0,1,1.0,0.0,0.0
1995,Montreal,1060,462,0658.00,12.0,2,6.0,0.0,0.03
1995,Montreal,1060,462,0688.00,2.0,1,2.0,0.0,0.01
1995,Montreal,1060,462,0689.00,7.0,2,3.5,0.0,0.02
1995,Montreal,1060,462,0861.00,3.0,1,3.0,0.0,0.01
1995,Montreal,1060,462,0887.00,3.0,1,3.0,2.0,0.01
1996,Montreal,1060,462,0290.05,15.0,2,7.5,0.0,0.04
1996,Montreal,1060,462,0305.00,8.0,2,4.0,2.0,0.02
1996,Montreal,1060,462,0647.00,6.0,1,6.0,0.0,0.02
1996,Montreal,1060,462,0677.01,6.0,2,3.0,0.0,0.02
1996,Montreal,1060,462,0415.00,16.0,2,8.0,0.0,0.05
1996,Montreal,1060,462,0000.00,942.0,760,1.24,0.0,2.68
1996,Montreal,1060,462,0039.00,51.0,2,25.5,0.0,0.15
1996,Montreal,1060,462,0032.00,1.0,1,1.0,0.0,0.0
1996,Montreal,1060,462,0234.00,8.0,2,4.0,0.0,0.02
1996,Montreal,1060,462,0688.00,2.0,1,2.0,0.0,0.01
1996,Montreal,1060,462,0903.00,3.0,2,1.5,0.0,0.01
1996,Montreal,1060,462,0146.00,8.0,1,8.0,0.0,0.02
1996,Montreal,1060,462,0317.01,8.0,2,4.0,0.0,0.02
1996,Montreal,1060,462,0329.00,4.0,1,4.0,0.0,0.01
1996,Montreal,1060,462,0513.00,5.0,2,2.5,0.0,0.01
1996,Montreal,1060,462,0603.02,5.0,1,5.0,2.0,0.01
1996,Montreal,1060,462,0638.00,48.0,6,8.0,0.0,0.14
1996,Montreal,1060,462,0687.00,12.0,2,6.0,0.0,0.03
1996,Montreal,1060,462,0827.01,6.0,1,6.0,0.0,0.02
1996,Montreal,1060,462,0888.00,12.0,3,4.0,0.0,0.03
1996,Montreal,1060,462,0044.00,6.0,1,6.0,0.0,0.02
1996,Montreal,1060,462,0078.00,16.0,2,8.0,0.0,0.05
1996,Montreal,1060,462,0191.00,5.0,2,2.5,0.0,0.01
1996,Montreal,1060,462,0636.00,16.0,2,8.0,0.0,0.05
1996,Montreal,1060,462,0682.01,2.0,1,2.0,0.0,0.01
1996,Montreal,1060,462,0168.00,4.0,1,4.0,3.0,0.01
1996,Montreal,1060,462,0675.00,8.0,2,4.0,0.0,0.02
1996,Montreal,1060,462,0887.02,12.0,4,3.0,1.0,0.03
1996,Montreal,1060,462,0889.03,4.0,2,2.0,0.0,0.01
1996,Montreal,1060,462,0079.00,10.0,2,5.0,0.0,0.03
1996,Montreal,1060,462,0395.02,5.0,1,5.0,2.0,0.01
1996,Montreal,1060,462,0005.00,5.0,2,2.5,0.0,0.01
1996,Montreal,1060,462,0415.01,4.0,1,4.0,3.0,0.01
1996,Montreal,1060,462,0593.00,24.0,1,24.0,0.0,0.07
1996,Montreal,1060,462,0006.00,49.0,9,5.44,0.22,0.14
1996,Montreal,1060,462,0689.00,4.0,1,4.0,0.0,0.01
1996,Montreal,1060,462,0756.01,8.0,2,4.0,2.0,0.02
1996,Montreal,1060,462,0758.00,6.0,1,6.0,0.0,0.02
1996,Montreal,1060,462,0850.00,1.0,1,1.0,0.0,0.0
1996,Montreal,1060,462,0099.00,91.0,1,91.0,0.0,0.26
1996,Montreal,1060,462,0613.00,6.0,2,3.0,0.0,0.02
1996,Montreal,1060,462,0268.02,11.0,2,5.5,1.0,0.03
1996,Montreal,1060,462,0271.00,1.0,1,1.0,0.0,0.0
1996,Montreal,1060,462,0291.00,24.0,8,3.0,0.0,0.07
1996,Montreal,1060,462,0853.00,1.0,1,1.0,0.0,0.0
1996,Montreal,1060,462,0325.04,105.0,11,9.55,0.0,0.3
1996,Montreal,1060,462,0881.02,1.0,1,1.0,0.0,0.0
1996,Montreal,1060,462,0393.00,16.0,2,8.0,1.5,0.05
1996,Montreal,1060,462,0707.00,6.0,1,6.0,0.0,0.02
1996,Montreal,1060,462,0857.03,16.0,1,16.0,0.0,0.05
1996,Montreal,1060,462,0128.00,1.0,1,1.0,0.0,0.0
1996,Montreal,1060,462,0288.00,1.0,1,1.0,0.0,0.0
1996,Montreal,1060,462,0705.00,12.0,2,6.0,0.0,0.03
1996,Montreal,1060,462,0004.00,8.0,4,2.0,0.0,0.02
1996,Montreal,1060,462,0188.02,15.0,2,7.5,0.0,0.04
1996,Montreal,1060,462,0256.00,3.0,1,3.0,0.0,0.01
1996,Montreal,1060,462,0312.00,3.0,1,3.0,0.0,0.01
1996,Montreal,1060,462,0391.00,9.0,2,4.5,3.0,0.03
1996,Montreal,1060,462,0863.02,9.0,2,4.5,0.0,0.03
1996,Montreal,1060,462,0141.00,16.0,4,4.0,0.75,0.05
1996,Montreal,1060,462,0710.00,6.0,2,3.0,0.0,0.02
1996,Montreal,1060,462,0857.04,27.0,1,27.0,0.0,0.08
1996,Montreal,1060,462,0930.00,11.0,3,3.67,1.0,0.03
1996,Montreal,1060,462,0725.00,12.0,2,6.0,0.0,0.03
1996,Montreal,1060,462,0828.00,24.0,3,8.0,0.0,0.07
1996,Montreal,1060,462,0126.00,2.0,1,2.0,0.0,0.01
1996,Montreal,1060,462,0703.00,6.0,2,3.0,0.0,0.02
1996,Montreal,1060,462,0092.00,1.0,1,1.0,0.0,0.0
1996,Montreal,1060,462,0684.00,3.0,1,3.0,0.0,0.01
1996,Montreal,1060,462,0704.00,14.0,6,2.33,0.0,0.04
1996,Montreal,1060,462,0046.00,8.0,1,8.0,0.0,0.02
1996,Montreal,1060,462,0059.00,221.0,1,221.0,11.0,0.63
1996,Montreal,1060,462,0136.00,14.0,2,7.0,0.0,0.04
1996,Montreal,1060,462,0490.00,12.0,4,3.0,0.0,0.03
1996,Montreal,1060,462,0580.01,32.0,11,2.91,0.18,0.09
1996,Montreal,1060,462,0036.00,9.0,3,3.0,0.67,0.03
1996,Montreal,1060,462,0197.00,12.0,3,4.0,0.0,0.03
1996,Montreal,1060,462,0677.03,51.0,1,51.0,0.0,0.15
1996,Montreal,1060,462,0206.00,3.0,1,3.0,0.0,0.01
1996,Montreal,1060,462,0250.00,12.0,4,3.0,0.0,0.03
1996,Montreal,1060,462,0830.00,2.0,1,2.0,0.0,0.01
1996,Montreal,1060,462,0171.00,8.0,1,8.0,0.0,0.02
1996,Montreal,1060,462,0580.00,2.0,1,2.0,0.0,0.01
1996,Montreal,1060,462,0826.03,18.0,6,3.0,0.0,0.05
1996,Montreal,1060,462,0854.01,14.0,3,4.67,2.33,0.04
1996,Montreal,1060,462,0290.07,4.0,2,2.0,0.0,0.01
1996,Montreal,1060,462,0807.00,1.0,1,1.0,0.0,0.0
1996,Montreal,1060,462,0290.01,9.0,3,3.0,0.67,0.03
1996,Montreal,1060,462,0320.00,6.0,2,3.0,0.0,0.02
1996,Montreal,1060,462,0652.00,4.0,1,4.0,0.0,0.01
1996,Montreal,1060,462,0728.00,3.0,1,3.0,0.0,0.01
1996,Montreal,1060,462,0876.03,3.0,1,3.0,0.0,0.01
1996,Montreal,1060,462,0139.00,16.0,3,5.33,1.0,0.05
1996,Montreal,1060,462,0267.00,4.0,2,2.0,0.0,0.01
1996,Montreal,1060,462,0904.00,5.0,2,2.5,0.0,0.01
1996,Montreal,1060,462,0867.00,16.0,1,16.0,3.0,0.05
1996,Montreal,1060,462,0876.02,12.0,2,6.0,0.0,0.03
1996,Montreal,1060,462,0325.02,45.0,8,5.63,0.0,0.13
1996,Montreal,1060,462,0829.00,1.0,1,1.0,0.0,0.0
1997,Montreal,1060,462,0138.00,8.0,1,8.0,0.0,0.02
1997,Montreal,1060,462,0889.03,2.0,1,2.0,0.0,0.01
1997,Montreal,1060,462,0585.02,1.0,1,1.0,0.0,0.0
1997,Montreal,1060,462,0190.02,1.0,1,1.0,0.0,0.0
1997,Montreal,1060,462,0329.00,17.0,4,4.25,0.0,0.05
