reference_period,stcan_cmacode,metro,metcode,FSA,total_completions,completions_accsuite,completions_no_accsuite,num_structures,unitsperstructure,avgstorycount,avglengthofconstr,avgpermit_to_start_time
2011,205,Halifax,0580,B3Z,70.0,,70.0,70,1.0,0.0,4.435483870967742,0.0
2011,205,Halifax,0580,B2R,25.0,,25.0,25,1.0,0.0,7.0,2.0
2011,205,Halifax,0580,B4A,84.0,,84.0,61,1.38,0.0,7.066666666666666,0.0
2011,205,Halifax,0580,B2W,110.0,,110.0,41,2.68,0.0,14.236842105263158,1.0
2011,205,Halifax,0580,B2Z,41.0,,41.0,41,1.0,0.0,11.175,3.0
2011,205,Halifax,0580,B3L,126.0,,126.0,3,42.0,0.0,11.0,5.0
2011,205,Halifax,0580,B3N,93.0,,93.0,45,2.07,0.04,6.666666666666667,0.0
2011,205,Halifax,0580,B4C,133.0,,133.0,59,2.25,0.03,4.703703703703703,1.0
2011,205,Halifax,0580,B3K,3.0,,3.0,2,1.5,0.0,5.5,1.0
2011,205,Halifax,0580,B3M,256.0,,256.0,39,6.56,0.15,8.41025641025641,0.0
2011,205,Halifax,0580,B3P,92.0,,92.0,64,1.44,0.0,7.049180327868853,0.0
2011,205,Halifax,0580,B3V,26.0,,26.0,26,1.0,0.0,4.25,1.0
2011,205,Halifax,0580,B4B,76.0,,76.0,76,1.0,0.0,5.64,0.0
2011,205,Halifax,0580,nan,193.0,,193.0,189,1.02,0.0,5.391812865497076,1.0
2011,205,Halifax,0580,B3J,99.0,,99.0,2,49.5,3.0,23.5,0.0
2011,205,Halifax,0580,B3R,35.0,,35.0,33,1.06,0.0,5.387096774193548,0.0
2011,205,Halifax,0580,B0J,77.0,,77.0,74,1.04,0.0,6.833333333333333,2.0
2011,205,Halifax,0580,B2Y,4.0,,4.0,4,1.0,0.0,11.75,6.0
2011,205,Halifax,0580,B2T,23.0,,23.0,23,1.0,0.0,4.285714285714286,1.0
2011,205,Halifax,0580,B3A,37.0,,37.0,14,2.64,0.0,13.0,2.0
2011,205,Halifax,0580,B2X,11.0,,11.0,10,1.1,0.0,12.8,1.0
2011,205,Halifax,0580,B3H,166.0,,166.0,6,27.67,0.0,14.833333333333334,2.0
2011,205,Halifax,0580,B3T,8.0,,8.0,8,1.0,0.0,4.125,1.0
2012,205,Halifax,0580,B2W,60.0,,60.0,33,1.82,0.0,18.09090909090909,1.0
2012,205,Halifax,0580,B3J,97.0,,97.0,1,97.0,5.0,15.0,0.0
2012,205,Halifax,0580,B4B,97.0,,97.0,91,1.07,0.0,5.827586206896552,0.0
2012,205,Halifax,0580,B4E,121.0,,121.0,102,1.19,0.0,4.696629213483146,0.0
2012,205,Halifax,0580,B0J,78.0,,78.0,76,1.03,0.0,9.55072463768116,2.0
2012,205,Halifax,0580,B3R,25.0,,25.0,23,1.09,0.0,5.130434782608695,0.0
2012,205,Halifax,0580,B3H,126.0,,126.0,9,14.0,0.67,12.666666666666666,2.0
2012,205,Halifax,0580,B3T,26.0,,26.0,18,1.44,0.0,5.294117647058823,0.0
2012,205,Halifax,0580,B4C,152.0,,152.0,87,1.75,0.02,5.888888888888889,1.0
2012,205,Halifax,0580,B2T,60.0,,60.0,60,1.0,0.0,5.037735849056604,1.0
2012,205,Halifax,0580,B2Y,2.0,,2.0,2,1.0,0.0,18.5,3.0
2012,205,Halifax,0580,B3L,112.0,,112.0,3,37.33,2.0,7.333333333333333,0.0
2012,205,Halifax,0580,B3K,65.0,,65.0,4,16.25,1.75,8.25,0.0
2012,205,Halifax,0580,B2X,9.0,,9.0,9,1.0,0.0,16.11111111111111,1.0
2012,205,Halifax,0580,B2Z,29.0,,29.0,28,1.04,0.0,16.5,2.0
2012,205,Halifax,0580,B3M,432.0,,432.0,34,12.71,0.71,9.363636363636363,0.0
2012,205,Halifax,0580,B3G,45.0,,45.0,36,1.25,0.08,17.21212121212121,2.0
2012,205,Halifax,0580,nan,117.0,,117.0,111,1.05,0.0,6.364485981308412,1.0
2012,205,Halifax,0580,B3P,84.0,,84.0,68,1.24,0.0,5.9393939393939394,1.0
2012,205,Halifax,0580,B4A,145.0,,145.0,63,2.3,0.19,7.55,0.0
2012,205,Halifax,0580,B3N,160.0,,160.0,39,4.1,0.05,6.769230769230769,0.0
2012,205,Halifax,0580,B3Z,57.0,,57.0,56,1.02,0.0,4.705882352941177,0.0
2012,205,Halifax,0580,B2V,1.0,,1.0,1,1.0,0.0,10.0,3.0
2012,205,Halifax,0580,B3A,23.0,,23.0,16,1.44,0.0,17.0,1.0
2012,205,Halifax,0580,B3V,22.0,,22.0,22,1.0,0.0,4.8,1.0
2012,205,Halifax,0580,B2R,11.0,,11.0,11,1.0,0.0,5.7,1.0
2013,205,Halifax,0580,B2Z,71.0,,71.0,71,1.0,0.0,16.074626865671643,4.0
2013,205,Halifax,0580,B3N,455.0,,455.0,23,19.78,1.52,9.826086956521738,0.0
2013,205,Halifax,0580,B3T,32.0,,32.0,31,1.03,0.0,5.548387096774194,0.0
2013,205,Halifax,0580,B3A,102.0,,102.0,48,2.13,0.08,14.652173913043478,1.0
2013,205,Halifax,0580,B3K,2.0,,2.0,1,2.0,0.0,9.0,0.0
2013,205,Halifax,0580,B2W,542.0,,542.0,59,9.19,0.56,16.53448275862069,3.0
2013,205,Halifax,0580,B2Y,399.0,,399.0,6,66.5,7.17,15.666666666666666,3.0
2013,205,Halifax,0580,B4A,48.0,,48.0,37,1.3,0.0,6.72972972972973,0.0
2013,205,Halifax,0580,B2T,76.0,,76.0,76,1.0,0.0,6.028985507246377,1.0
2013,205,Halifax,0580,B2X,26.0,,26.0,26,1.0,0.0,15.04,4.0
2013,205,Halifax,0580,B3P,69.0,,69.0,51,1.35,0.0,6.1568627450980395,0.0
2013,205,Halifax,0580,B2R,28.0,,28.0,28,1.0,0.0,11.173913043478262,4.0
2013,205,Halifax,0580,B3G,63.0,,63.0,55,1.15,0.0,15.735849056603774,2.0
2013,205,Halifax,0580,B4E,104.0,,104.0,82,1.27,0.0,5.963414634146342,1.0
2013,205,Halifax,0580,B4C,93.0,,93.0,72,1.29,0.0,6.591549295774648,0.0
2013,205,Halifax,0580,B4B,90.0,,90.0,82,1.1,0.0,7.109756097560975,0.0
2013,205,Halifax,0580,B3H,4.0,,4.0,4,1.0,0.0,6.75,1.0
2013,205,Halifax,0580,B3B,70.0,,70.0,1,70.0,6.0,24.0,1.0
2013,205,Halifax,0580,B2V,3.0,,3.0,3,1.0,0.0,12.666666666666666,2.0
2013,205,Halifax,0580,B3L,3.0,,3.0,2,1.5,0.0,7.0,0.0
2013,205,Halifax,0580,B3M,692.0,,692.0,34,20.35,1.62,12.235294117647058,1.0
2013,205,Halifax,0580,B3V,16.0,,16.0,16,1.0,0.0,5.4,1.0
2013,205,Halifax,0580,B3R,18.0,,18.0,15,1.2,0.0,6.133333333333334,0.0
2013,205,Halifax,0580,nan,217.0,,217.0,111,1.95,0.09,10.675925925925926,1.0
2013,205,Halifax,0580,B0J,88.0,,88.0,84,1.05,0.0,11.805555555555555,4.0
2013,205,Halifax,0580,B3Z,46.0,,46.0,46,1.0,0.0,5.9523809523809526,1.0
2014,205,Halifax,0580,B3A,88.0,,88.0,9,9.78,0.67,9.88888888888889,3.0
2014,205,Halifax,0580,B3V,17.0,,17.0,17,1.0,0.0,5.866666666666666,1.0
2014,205,Halifax,0580,B4C,124.0,,124.0,46,2.7,0.17,8.954545454545455,0.0
2014,205,Halifax,0580,B2V,5.0,,5.0,4,1.25,0.0,8.0,1.0
2014,205,Halifax,0580,B2Y,3.0,,3.0,2,1.5,0.0,10.0,3.0
2014,205,Halifax,0580,B3H,4.0,,4.0,4,1.0,0.0,6.75,0.0
2014,205,Halifax,0580,B3L,136.0,,136.0,5,27.2,2.4,13.0,0.0
2014,205,Halifax,0580,B3P,85.0,,85.0,36,2.36,0.11,8.647058823529411,1.0
2014,205,Halifax,0580,B4A,123.0,,123.0,26,4.73,0.23,8.923076923076923,1.0
2014,205,Halifax,0580,B2X,12.0,,12.0,10,1.2,0.0,9.2,5.0
2014,205,Halifax,0580,B4B,163.0,,163.0,34,4.79,0.29,7.0606060606060606,1.0
2014,205,Halifax,0580,B4E,99.0,,99.0,78,1.27,0.0,6.8933333333333335,0.0
2014,205,Halifax,0580,B3N,14.0,,14.0,11,1.27,0.0,10.818181818181818,1.0
2014,205,Halifax,0580,B3J,146.0,,146.0,1,146.0,8.0,22.0,4.0
2014,205,Halifax,0580,B3R,18.0,,18.0,17,1.06,0.0,6.705882352941177,1.0
2014,205,Halifax,0580,B0J,87.0,,87.0,85,1.02,0.0,9.294117647058824,4.0
2014,205,Halifax,0580,B2W,215.0,,215.0,15,14.33,0.67,9.214285714285714,4.0
2014,205,Halifax,0580,B3M,241.0,,241.0,24,10.04,0.75,10.0,1.0
2014,205,Halifax,0580,B3T,28.0,,28.0,23,1.22,0.0,6.0,1.0
2014,205,Halifax,0580,B3G,17.0,,17.0,14,1.21,0.0,6.083333333333333,1.0
2014,205,Halifax,0580,B2R,9.0,,9.0,9,1.0,0.0,7.5,1.0
2014,205,Halifax,0580,B3K,2.0,,2.0,1,2.0,0.0,11.0,0.0
2014,205,Halifax,0580,B2T,66.0,,66.0,66,1.0,0.0,6.350877192982456,2.0
2014,205,Halifax,0580,B2Z,48.0,,48.0,48,1.0,0.0,7.0,2.0
2014,205,Halifax,0580,B3B,1.0,,1.0,1,1.0,0.0,6.0,1.0
2014,205,Halifax,0580,B3Z,37.0,,37.0,37,1.0,0.0,5.911764705882353,1.0
2014,205,Halifax,0580,nan,62.0,,62.0,60,1.03,0.0,6.03921568627451,1.0
2015,205,Halifax,0580,B3T,35.0,,35.0,22,1.59,0.0,8.105263157894736,1.0
2015,205,Halifax,0580,B0J,59.0,1.0,58.0,58,1.02,0.0,7.081632653061225,1.0
2015,205,Halifax,0580,B2V,1.0,,1.0,1,1.0,0.0,8.0,1.0
2015,205,Halifax,0580,B2W,14.0,,14.0,11,1.27,0.0,9.88888888888889,0.0
2015,205,Halifax,0580,B3A,150.0,,150.0,6,25.0,1.5,24.0,2.0
2015,205,Halifax,0580,B3B,89.0,,89.0,1,89.0,12.0,35.0,0.0
2015,205,Halifax,0580,B3L,1.0,,1.0,1,1.0,0.0,13.0,0.0
2015,205,Halifax,0580,B3P,62.0,,62.0,31,2.0,0.0,12.866666666666667,1.0
2015,205,Halifax,0580,nan,38.0,,38.0,37,1.03,0.0,6.375,1.0
2015,205,Halifax,0580,B2Y,8.0,,8.0,1,8.0,4.0,14.0,0.0
2015,205,Halifax,0580,B4C,128.0,,128.0,71,1.8,0.06,8.6,1.0
2015,205,Halifax,0580,B2T,53.0,1.0,52.0,52,1.02,0.0,6.791666666666667,1.0
2015,205,Halifax,0580,B3R,5.0,,5.0,5,1.0,0.0,4.75,1.0
2015,205,Halifax,0580,B2Z,32.0,,32.0,32,1.0,0.0,8.0,1.0
2015,205,Halifax,0580,B3G,19.0,,19.0,7,2.71,0.43,8.5,0.0
2015,205,Halifax,0580,B3H,10.0,,10.0,7,1.43,0.0,9.0,0.0
2015,205,Halifax,0580,B3J,16.0,,16.0,1,16.0,4.0,10.0,2.0
2015,205,Halifax,0580,B3V,26.0,,26.0,26,1.0,0.0,5.416666666666667,1.0
2015,205,Halifax,0580,B4B,141.0,,141.0,22,6.41,0.45,8.882352941176471,1.0
2015,205,Halifax,0580,B4E,125.0,,125.0,33,3.79,0.12,8.424242424242424,1.0
2015,205,Halifax,0580,B2X,4.0,,4.0,4,1.0,0.0,7.5,0.0
2015,205,Halifax,0580,B3M,226.0,,226.0,15,15.07,1.0,11.6,1.0
2015,205,Halifax,0580,B3N,191.0,,191.0,12,15.92,2.5,12.083333333333334,1.0
2015,205,Halifax,0580,B3Z,31.0,,31.0,31,1.0,0.0,7.172413793103448,1.0
2015,205,Halifax,0580,B4A,126.0,,126.0,28,4.5,0.32,12.214285714285714,1.0
2015,205,Halifax,0580,B2R,9.0,,9.0,9,1.0,0.0,6.0,1.0
2015,205,Halifax,0580,B3K,75.0,,75.0,3,25.0,1.67,17.0,1.0
2016,205,Halifax,0580,B3Z,39.0,,39.0,39,1.0,0.0,7.918918918918919,0.0
2016,205,Halifax,0580,B2W,235.0,,235.0,23,10.22,0.7,10.6,1.0
2016,205,Halifax,0580,B3V,19.0,,19.0,19,1.0,0.0,7.285714285714286,0.0
2016,205,Halifax,0580,B3H,164.0,,164.0,8,20.5,1.88,12.75,0.0
2016,205,Halifax,0580,B2T,38.0,1.0,37.0,37,1.03,0.0,6.083333333333333,1.0
2016,205,Halifax,0580,B3M,185.0,,185.0,24,7.71,0.42,8.916666666666666,1.0
2016,205,Halifax,0580,B2Y,2.0,,2.0,2,1.0,0.0,9.0,0.0
2016,205,Halifax,0580,B3N,13.0,,13.0,7,1.86,0.0,7.571428571428571,3.0
2016,205,Halifax,0580,B4A,26.0,,26.0,21,1.24,0.0,10.25,0.0
2016,205,Halifax,0580,B4E,72.0,,72.0,40,1.8,0.0,9.405405405405405,2.0
2016,205,Halifax,0580,B3K,98.0,,98.0,2,49.0,5.5,17.5,3.0
2016,205,Halifax,0580,B3R,6.0,,6.0,6,1.0,0.0,6.166666666666667,0.0
2016,205,Halifax,0580,B3A,50.0,,50.0,7,7.14,0.71,12.571428571428571,1.0
2016,205,Halifax,0580,B3T,100.0,,100.0,20,5.0,0.5,8.15,1.0
2016,205,Halifax,0580,B3J,132.0,,132.0,1,132.0,7.0,37.0,0.0
2016,205,Halifax,0580,B3L,8.0,,8.0,7,1.14,0.0,8.428571428571429,0.0
2016,205,Halifax,0580,B2Z,35.0,1.0,34.0,33,1.06,0.0,10.642857142857142,2.0
2016,205,Halifax,0580,B3P,100.0,,100.0,31,3.23,0.13,13.862068965517242,2.0
2016,205,Halifax,0580,B0J,54.0,,54.0,52,1.04,0.0,7.666666666666667,1.0
2016,205,Halifax,0580,B4B,263.0,,263.0,110,2.39,0.12,6.531914893617022,1.0
2016,205,Halifax,0580,B2X,7.0,,7.0,7,1.0,0.0,10.428571428571429,2.0
2016,205,Halifax,0580,nan,41.0,2.0,39.0,39,1.05,0.0,7.529411764705882,1.0
2016,205,Halifax,0580,B4C,285.0,,285.0,26,10.96,0.77,11.08,2.0
2016,205,Halifax,0580,B2R,12.0,1.0,11.0,12,1.0,0.0,9.363636363636363,3.0
2016,205,Halifax,0580,B3G,44.0,,44.0,11,4.0,0.82,12.7,2.0
2017,205,Halifax,0580,B3L,5.0,,5.0,3,1.67,0.0,15.333333333333334,4.0
2017,205,Halifax,0580,B3M,280.0,,280.0,60,4.67,0.5,7.694915254237288,0.0
2017,205,Halifax,0580,B3G,54.0,,54.0,34,1.59,0.0,6.214285714285714,0.0
2017,205,Halifax,0580,B3R,6.0,,6.0,6,1.0,0.0,8.666666666666666,0.0
2017,205,Halifax,0580,B4A,15.0,,15.0,15,1.0,0.0,10.4,0.0
2017,205,Halifax,0580,B2T,47.0,,47.0,42,1.12,0.0,7.153846153846154,1.0
2017,205,Halifax,0580,B2X,3.0,,3.0,3,1.0,0.0,5.5,0.0
2017,205,Halifax,0580,B3Z,40.0,,40.0,40,1.0,0.0,7.615384615384615,1.0
2017,205,Halifax,0580,B3K,418.0,,418.0,4,104.5,10.75,20.75,2.0
2017,205,Halifax,0580,B3N,394.0,,394.0,8,49.25,2.25,15.0,0.0
2017,205,Halifax,0580,B4B,279.0,,279.0,166,1.68,0.04,7.818181818181818,1.0
2017,205,Halifax,0580,B4C,144.0,,144.0,11,13.09,0.73,13.428571428571429,1.0
2017,205,Halifax,0580,B3V,21.0,,21.0,20,1.05,0.0,7.15,1.0
2017,205,Halifax,0580,B3P,124.0,,124.0,89,1.39,0.0,6.840909090909091,0.0
2017,205,Halifax,0580,B3T,23.0,,23.0,19,1.21,0.0,12.176470588235293,0.0
2017,205,Halifax,0580,nan,68.0,,68.0,33,2.06,0.12,8.0,1.0
2017,205,Halifax,0580,B2Z,30.0,,30.0,30,1.0,0.0,6.592592592592593,1.0
2017,205,Halifax,0580,B4E,124.0,,124.0,41,3.02,0.1,8.205128205128204,0.0
2017,205,Halifax,0580,B4G,12.0,,12.0,11,1.09,0.0,6.285714285714286,1.0
2017,205,Halifax,0580,B2R,11.0,,11.0,7,1.57,0.0,10.333333333333334,1.0
2017,205,Halifax,0580,B3H,79.0,,79.0,8,9.88,0.88,17.125,1.0
2017,205,Halifax,0580,B2W,12.0,,12.0,10,1.2,0.0,18.75,1.0
2017,205,Halifax,0580,B3A,132.0,,132.0,3,44.0,3.0,23.0,1.0
2017,205,Halifax,0580,B0J,59.0,,59.0,51,1.16,0.0,6.857142857142857,1.0
2018,205,Halifax,0580,B3T,18.0,,18.0,15,1.2,0.0,7.230769230769231,1.0
2018,205,Halifax,0580,B3V,20.0,,20.0,20,1.0,0.0,6.55,1.0
2018,205,Halifax,0580,B2Z,38.0,,38.0,37,1.03,0.0,8.36111111111111,1.0
2018,205,Halifax,0580,B4A,14.0,,14.0,14,1.0,0.0,7.357142857142857,0.0
2018,205,Halifax,0580,B4C,6.0,,6.0,6,1.0,0.0,5.0,0.0
2018,205,Halifax,0580,B3M,337.0,,337.0,53,6.36,0.49,9.339622641509434,0.0
2018,205,Halifax,0580,B0J,92.0,,92.0,83,1.11,0.0,6.846153846153846,2.0
2018,205,Halifax,0580,B3N,9.0,,9.0,5,1.8,0.4,15.2,1.0
2018,205,Halifax,0580,B4B,457.0,1.0,456.0,249,1.84,0.06,7.870535714285714,1.0
2018,205,Halifax,0580,B2T,40.0,,40.0,38,1.05,0.0,6.806451612903226,1.0
2018,205,Halifax,0580,B4G,22.0,,22.0,22,1.0,0.0,7.0476190476190474,2.0
2018,205,Halifax,0580,nan,3.0,,3.0,3,1.0,0.0,18.5,1.0
2018,205,Halifax,0580,B3A,3.0,,3.0,3,1.0,0.0,16.5,2.0
2018,205,Halifax,0580,B2X,5.0,,5.0,5,1.0,0.0,8.2,0.0
2018,205,Halifax,0580,B3P,132.0,,132.0,114,1.16,0.0,8.274336283185841,1.0
2018,205,Halifax,0580,B4E,71.0,,71.0,40,1.78,0.0,7.125,0.0
2018,205,Halifax,0580,B3L,53.0,,53.0,3,17.67,1.67,16.333333333333332,1.0
2018,205,Halifax,0580,B2Y,2.0,,2.0,2,1.0,0.0,7.5,0.0
2018,205,Halifax,0580,B3H,143.0,,143.0,8,17.88,1.5,17.125,5.0
2018,205,Halifax,0580,B3K,108.0,,108.0,4,27.0,1.25,10.5,0.0
2018,205,Halifax,0580,B2V,8.0,,8.0,8,1.0,0.0,6.285714285714286,0.0
2018,205,Halifax,0580,B3R,10.0,,10.0,8,1.25,0.0,10.75,0.0
2018,205,Halifax,0580,B2W,12.0,,12.0,11,1.09,0.0,11.545454545454545,0.0
2018,205,Halifax,0580,B2R,8.0,,8.0,8,1.0,0.0,6.625,1.0
2018,205,Halifax,0580,B3G,26.0,,26.0,16,1.63,0.06,8.333333333333334,1.0
2018,205,Halifax,0580,B3J,551.0,,551.0,3,183.67,16.33,27.0,8.0
2018,205,Halifax,0580,B3Z,58.0,,58.0,56,1.04,0.0,7.28,1.0
2019,205,Halifax,0580,B2W,10.0,,10.0,10,1.0,0.0,8.333333333333334,0.0
2019,205,Halifax,0580,B0J,86.0,,86.0,74,1.16,0.0,8.543859649122806,2.0
2019,205,Halifax,0580,B4A,90.0,,90.0,7,12.86,1.57,10.571428571428571,1.0
2019,205,Halifax,0580,B3H,211.0,,211.0,8,26.38,2.88,13.125,1.0
2019,205,Halifax,0580,B3M,606.0,,606.0,56,10.82,0.89,11.928571428571429,1.0
2019,205,Halifax,0580,B3Z,47.0,1.0,46.0,45,1.04,0.0,6.4186046511627906,1.0
2019,205,Halifax,0580,B4B,371.0,,371.0,213,1.74,0.07,8.292553191489361,1.0
2019,205,Halifax,0580,B3P,218.0,,218.0,138,1.58,0.03,8.308823529411764,1.0
2019,205,Halifax,0580,B3T,23.0,,23.0,21,1.1,0.0,5.857142857142857,1.0
2019,205,Halifax,0580,B2V,10.0,,10.0,10,1.0,0.0,5.6,0.0
2019,205,Halifax,0580,B2Z,26.0,,26.0,26,1.0,0.0,7.454545454545454,2.0
2019,205,Halifax,0580,B3J,245.0,,245.0,4,61.25,6.5,25.25,2.0
2019,205,Halifax,0580,B3L,5.0,,5.0,5,1.0,0.0,8.2,1.0
2019,205,Halifax,0580,B4G,23.0,,23.0,23,1.0,0.0,6.7894736842105265,1.0
2019,205,Halifax,0580,B2Y,26.0,,26.0,2,13.0,2.0,17.5,1.0
2019,205,Halifax,0580,B3K,166.0,,166.0,3,55.33,5.67,14.666666666666666,0.0
2019,205,Halifax,0580,B2R,7.0,,7.0,7,1.0,0.0,6.714285714285714,0.0
2019,205,Halifax,0580,B3A,74.0,,74.0,9,8.22,0.78,10.285714285714286,1.0
2019,205,Halifax,0580,B2T,35.0,,35.0,31,1.13,0.0,7.814814814814815,1.0
2019,205,Halifax,0580,B2X,4.0,,4.0,4,1.0,0.0,5.5,3.0
2019,205,Halifax,0580,B3V,26.0,,26.0,26,1.0,0.0,7.12,1.0
2019,205,Halifax,0580,B4C,57.0,,57.0,7,8.14,0.57,9.5,0.0
2019,205,Halifax,0580,B3G,100.0,,100.0,78,1.28,0.05,6.207792207792208,0.0
2019,205,Halifax,0580,B3N,101.0,,101.0,3,33.67,2.33,15.666666666666666,0.0
2019,205,Halifax,0580,B3R,17.0,,17.0,13,1.31,0.0,9.166666666666666,2.0
2019,205,Halifax,0580,B4E,84.0,,84.0,52,1.62,0.06,8.288461538461538,1.0
2020,205,Halifax,0580,B2T,29.0,,29.0,29,1.0,0.0,8.655172413793103,1.0
2020,205,Halifax,0580,B3Z,39.0,,39.0,36,1.08,0.0,8.25,2.0
2020,205,Halifax,0580,B3A,8.0,,8.0,3,2.67,0.0,15.0,1.0
2020,205,Halifax,0580,B3P,161.0,,161.0,93,1.73,0.13,10.811111111111112,1.0
2020,205,Halifax,0580,B4B,676.0,,676.0,170,3.98,0.2,10.276470588235295,1.0
2020,205,Halifax,0580,B3V,15.0,,15.0,15,1.0,0.0,9.333333333333334,1.0
2020,205,Halifax,0580,B4E,36.0,,36.0,30,1.2,0.0,9.566666666666666,1.0
2020,205,Halifax,0580,B2Z,24.0,,24.0,12,2.0,0.25,9.090909090909092,1.0
2020,205,Halifax,0580,B3K,235.0,,235.0,7,33.57,3.86,18.714285714285715,4.0
2020,205,Halifax,0580,B3T,29.0,,29.0,25,1.16,0.0,9.68,0.0
2020,205,Halifax,0580,B0J,52.0,,52.0,51,1.02,0.0,8.0,2.0
2020,205,Halifax,0580,B2V,6.0,,6.0,6,1.0,0.0,8.833333333333334,0.0
2020,205,Halifax,0580,B3L,13.0,,13.0,8,1.63,0.0,13.0,2.0
2020,205,Halifax,0580,B3M,343.0,,343.0,47,7.3,0.47,12.808510638297872,0.0
2020,205,Halifax,0580,B2W,53.0,,53.0,2,26.5,2.0,15.0,0.0
2020,205,Halifax,0580,B3J,238.0,,238.0,2,119.0,16.0,39.0,4.0
2020,205,Halifax,0580,B3N,18.0,,18.0,5,3.6,1.0,13.0,0.0
2020,205,Halifax,0580,B4G,16.0,,16.0,16,1.0,0.0,6.125,0.0
2020,205,Halifax,0580,,424.0,,424.0,385,1.1,0.01,6.067615658362989,1.0
2020,205,Halifax,0580,B3G,9.0,,9.0,9,1.0,0.0,6.777777777777778,0.0
2020,205,Halifax,0580,B3R,19.0,1.0,18.0,16,1.19,0.0,13.866666666666667,1.0
2020,205,Halifax,0580,B2R,10.0,,10.0,10,1.0,0.0,16.2,2.0
2020,205,Halifax,0580,B4C,6.0,,6.0,6,1.0,0.0,11.5,0.0
2020,205,Halifax,0580,nan,1.0,,1.0,1,1.0,0.0,,0.0
2020,205,Halifax,0580,B2X,8.0,,8.0,8,1.0,0.0,13.125,2.0
2020,205,Halifax,0580,B3H,297.0,,297.0,12,24.75,3.5,22.583333333333332,1.0
2020,205,Halifax,0580,B4A,11.0,,11.0,11,1.0,0.0,12.363636363636363,1.0
2021,205,Halifax,0580,B0J,7.0,,7.0,7,1.0,0.0,22.714285714285715,11.0
2021,205,Halifax,0580,B4B,769.0,,769.0,21,36.62,2.81,22.952380952380953,1.0
2021,205,Halifax,0580,B3T,140.0,,140.0,5,28.0,1.2,21.6,0.0
2021,205,Halifax,0580,B3H,250.0,,250.0,5,50.0,4.0,30.6,3.0
2021,205,Halifax,0580,B3K,79.0,,79.0,2,39.5,6.0,28.0,0.0
2021,205,Halifax,0580,B3J,249.0,,249.0,2,124.5,10.5,44.0,8.0
2021,205,Halifax,0580,B3P,6.0,,6.0,6,1.0,0.0,16.6,0.0
2021,205,Halifax,0580,B4E,3.0,,3.0,1,3.0,0.0,18.0,0.0
2021,205,Halifax,0580,B2Z,1.0,,1.0,1,1.0,0.0,27.0,1.0
2021,205,Halifax,0580,B3V,1.0,,1.0,1,1.0,0.0,16.0,2.0
2021,205,Halifax,0580,B4C,1.0,,1.0,1,1.0,0.0,24.0,0.0
2021,205,Halifax,0580,,1251.0,,1251.0,1046,1.2,0.02,8.057239057239057,1.0
2021,205,Halifax,0580,B2W,86.0,,86.0,1,86.0,6.0,29.0,0.0
2021,205,Halifax,0580,B3L,2.0,,2.0,2,1.0,0.0,28.5,0.0
2021,205,Halifax,0580,B3R,2.0,,2.0,1,2.0,0.0,25.0,1.0
2021,205,Halifax,0580,B2R,2.0,,2.0,2,1.0,0.0,16.5,3.0
2021,205,Halifax,0580,B3M,100.0,,100.0,12,8.33,0.92,21.666666666666668,3.0
2021,205,Halifax,0580,B3N,1.0,,1.0,1,1.0,0.0,24.0,0.0
2022,205,Halifax,0580,B2T,1.0,,1.0,1,1.0,0.0,36.0,6.0
2022,205,Halifax,0580,B3J,159.0,,159.0,1,159.0,17.0,42.0,2.0
2022,205,Halifax,0580,B3N,105.0,,105.0,1,105.0,9.0,39.0,0.0
2022,205,Halifax,0580,B3B,209.0,,209.0,2,104.5,16.0,41.0,3.0
2022,205,Halifax,0580,B0J,1.0,,1.0,1,1.0,0.0,37.0,1.0
2022,205,Halifax,0580,B4A,1.0,,1.0,1,1.0,0.0,28.0,1.0
2022,205,Halifax,0580,B4B,120.0,,120.0,1,120.0,7.0,27.0,1.0
2022,205,Halifax,0580,,2151.0,2.0,2149.0,930,2.31,0.11,8.028248587570621,1.0
2022,205,Halifax,0580,B3M,250.0,,250.0,2,125.0,10.5,28.5,1.0
2022,205,Halifax,0580,B3H,64.0,,64.0,4,16.0,3.0,40.25,2.0
2023,205,Halifax,0580,B3K,52.0,,52.0,1,52.0,5.0,52.0,3.0
2023,205,Halifax,0580,B3J,149.0,,149.0,1,149.0,9.0,55.0,10.0
2023,205,Halifax,0580,,2930.0,,2930.0,836,3.5,0.25,10.610831234256928,2.0
1988,537,Hamilton,0610,nan,3410.0,,,2561,1.33,0.01,5.304049416609471,1.0
1988,537,Hamilton,0610,,2.0,,,2,1.0,0.0,8.0,0.0
1989,537,Hamilton,0610,nan,4816.0,,,2956,1.63,0.01,5.273471615720524,0.0
1989,537,Hamilton,0610,,1.0,,,1,1.0,0.0,,5.0
1990,537,Hamilton,0610,nan,3242.0,,,2069,1.57,0.0,6.679806362378977,0.0
1991,537,Hamilton,0610,nan,2491.0,,,1013,2.46,0.0,7.392070484581498,1.0
1992,537,Hamilton,0610,nan,2680.0,,,1359,1.97,0.0,9.824585635359115,1.0
1993,537,Hamilton,0610,nan,2521.0,,,1543,1.63,0.0,5.435185185185185,1.0
1994,537,Hamilton,0610,nan,3519.0,,,2006,1.75,0.0,5.540613718411552,2.0
1995,537,Hamilton,0610,nan,1950.0,,,1283,1.52,0.0,6.018817204301075,1.0
1996,537,Hamilton,0610,nan,2421.0,,,1538,1.57,0.0,5.9792935444579784,1.0
