reference_period,metro,metcode,stcan_cmacode,censustr,total_completions,completions_accsuite,completions_no_accsuite,num_structures,unitsperstructure,avgstorycount,avglengthofconstr,avgpermit_to_start_time
2011,Toronto,2270,535,0805.05,17.0,,17.0,6,2.83,0.0,11.333333333333334,1.0
2011,Toronto,2270,535,0127.00,8.0,,8.0,8,1.0,0.0,11.625,2.0
2011,Toronto,2270,535,0169.02,1.0,,1.0,1,1.0,0.0,18.0,4.0
2011,Toronto,2270,535,0225.02,273.0,,273.0,2,136.5,15.0,20.0,23.0
2011,Toronto,2270,535,0285.00,3.0,,3.0,3,1.0,0.0,21.0,0.0
2011,Toronto,2270,535,0305.01,2.0,,2.0,2,1.0,0.0,25.0,0.0
2011,Toronto,2270,535,0586.02,4.0,,4.0,4,1.0,0.0,12.5,1.0
2011,Toronto,2270,535,0636.00,1.0,,1.0,1,1.0,0.0,9.0,0.0
2011,Toronto,2270,535,0074.00,1.0,,1.0,1,1.0,0.0,14.0,0.0
2011,Toronto,2270,535,0106.00,345.0,,345.0,2,172.5,12.0,20.0,3.0
2011,Toronto,2270,535,0180.00,1.0,,1.0,1,1.0,0.0,9.0,5.0
2011,Toronto,2270,535,0182.00,4.0,,4.0,4,1.0,0.0,12.5,0.0
2011,Toronto,2270,535,0237.01,88.0,,88.0,3,29.33,0.0,4.666666666666667,0.0
2011,Toronto,2270,535,0276.01,28.0,,28.0,27,1.04,0.0,14.851851851851851,3.0
2011,Toronto,2270,535,0276.02,130.0,,130.0,28,4.64,0.21,15.814814814814815,4.0
2011,Toronto,2270,535,0293.00,6.0,,6.0,6,1.0,0.0,50.166666666666664,0.0
2011,Toronto,2270,535,0331.04,1.0,,1.0,1,1.0,0.0,6.0,1.0
2011,Toronto,2270,535,0340.00,4.0,,4.0,4,1.0,0.0,4.666666666666667,0.0
2011,Toronto,2270,535,0361.02,47.0,,47.0,47,1.0,0.0,4.785714285714286,5.0
2011,Toronto,2270,535,0401.03,479.0,,479.0,13,36.85,1.54,15.23076923076923,1.0
2011,Toronto,2270,535,0402.05,4.0,,4.0,4,1.0,0.0,5.25,1.0
2011,Toronto,2270,535,0403.07,7.0,,7.0,7,1.0,0.0,5.0,2.0
2011,Toronto,2270,535,0422.06,1.0,,1.0,1,1.0,0.0,6.0,6.0
2011,Toronto,2270,535,0424.02,573.0,,573.0,481,1.19,0.0,6.892631578947368,1.0
2011,Toronto,2270,535,0485.01,107.0,,107.0,106,1.01,0.0,4.422535211267606,0.0
2011,Toronto,2270,535,0516.11,1.0,,1.0,1,1.0,0.0,5.0,2.0
2011,Toronto,2270,535,0576.25,939.0,,939.0,722,1.3,0.0,15.49168975069252,3.0
2011,Toronto,2270,535,0585.07,18.0,,18.0,8,2.25,0.0,8.142857142857142,0.0
2011,Toronto,2270,535,0600.01,7.0,,7.0,7,1.0,0.0,17.428571428571427,0.0
2011,Toronto,2270,535,0603.00,3.0,,3.0,3,1.0,0.0,14.666666666666666,0.0
2011,Toronto,2270,535,0604.00,7.0,,7.0,7,1.0,0.0,12.857142857142858,0.0
2011,Toronto,2270,535,0021.00,179.0,,179.0,3,59.67,0.0,14.666666666666666,2.0
2011,Toronto,2270,535,0023.00,3.0,,3.0,3,1.0,0.0,14.666666666666666,0.0
2011,Toronto,2270,535,0040.00,2.0,,2.0,1,2.0,0.0,9.0,4.0
2011,Toronto,2270,535,0118.00,47.0,,47.0,3,15.67,4.67,19.0,1.0
2011,Toronto,2270,535,0217.00,1.0,,1.0,1,1.0,0.0,23.0,0.0
2011,Toronto,2270,535,0227.00,1.0,,1.0,1,1.0,0.0,18.0,2.0
2011,Toronto,2270,535,0269.02,3.0,,3.0,3,1.0,0.0,13.0,1.0
2011,Toronto,2270,535,0319.00,7.0,,7.0,7,1.0,0.0,13.857142857142858,0.0
2011,Toronto,2270,535,0332.00,11.0,,11.0,4,2.75,0.0,3.0,6.0
2011,Toronto,2270,535,0410.13,2.0,,2.0,2,1.0,0.0,15.0,5.0
2011,Toronto,2270,535,0460.02,1.0,,1.0,1,1.0,0.0,5.0,33.0
2011,Toronto,2270,535,0461.01,96.0,,96.0,95,1.01,0.0,8.74736842105263,1.0
2011,Toronto,2270,535,0485.02,2.0,,2.0,2,1.0,0.0,9.0,6.0
2011,Toronto,2270,535,0590.00,46.0,,46.0,3,15.33,0.0,7.666666666666667,0.0
2011,Toronto,2270,535,0606.00,2.0,,2.0,2,1.0,0.0,9.5,0.0
2011,Toronto,2270,535,0018.00,3.0,,3.0,2,1.5,0.0,9.5,0.0
2011,Toronto,2270,535,0142.00,9.0,,9.0,9,1.0,0.0,13.555555555555555,4.0
2011,Toronto,2270,535,0287.01,2.0,,2.0,2,1.0,0.0,17.5,1.0
2011,Toronto,2270,535,0339.00,3.0,,3.0,3,1.0,0.0,6.0,4.0
2011,Toronto,2270,535,0360.00,4.0,,4.0,4,1.0,0.0,5.25,1.0
2011,Toronto,2270,535,0400.16,2.0,,2.0,2,1.0,0.0,5.0,0.0
2011,Toronto,2270,535,0423.01,3.0,,3.0,3,1.0,0.0,5.666666666666667,10.0
2011,Toronto,2270,535,0423.02,6.0,,6.0,6,1.0,0.0,7.333333333333333,4.0
2011,Toronto,2270,535,0576.14,1.0,,1.0,1,1.0,0.0,22.0,1.0
2011,Toronto,2270,535,0804.09,20.0,,20.0,15,1.33,0.0,3.0,3.0
2011,Toronto,2270,535,0820.01,21.0,,21.0,5,4.2,0.0,10.2,0.0
2011,Toronto,2270,535,0831.01,6.0,,6.0,6,1.0,0.0,6.25,0.0
2011,Toronto,2270,535,0022.00,4.0,,4.0,4,1.0,0.0,11.25,1.0
2011,Toronto,2270,535,0050.02,2.0,,2.0,2,1.0,0.0,12.5,0.0
2011,Toronto,2270,535,0122.00,2.0,,2.0,1,2.0,0.0,18.0,8.0
2011,Toronto,2270,535,0226.00,1.0,,1.0,1,1.0,0.0,14.0,2.0
2011,Toronto,2270,535,0296.00,194.0,,194.0,2,97.0,8.0,18.0,2.0
2011,Toronto,2270,535,0341.02,1.0,,1.0,1,1.0,0.0,5.0,0.0
2011,Toronto,2270,535,0358.02,6.0,,6.0,1,6.0,0.0,,19.0
2011,Toronto,2270,535,0361.01,1.0,,1.0,1,1.0,0.0,6.0,1.0
2011,Toronto,2270,535,0400.01,78.0,,78.0,58,1.34,0.0,5.241379310344827,0.0
2011,Toronto,2270,535,0509.02,1.0,,1.0,1,1.0,0.0,5.0,0.0
2011,Toronto,2270,535,0528.41,9.0,,9.0,9,1.0,0.0,15.777777777777779,2.0
2011,Toronto,2270,535,0576.18,298.0,,298.0,177,1.68,0.0,12.666666666666666,4.0
2011,Toronto,2270,535,0077.00,2.0,,2.0,1,2.0,3.0,20.0,0.0
2011,Toronto,2270,535,0108.00,1.0,,1.0,1,1.0,0.0,9.0,0.0
2011,Toronto,2270,535,0160.00,1.0,,1.0,1,1.0,0.0,19.0,2.0
2011,Toronto,2270,535,0286.00,3.0,,3.0,3,1.0,0.0,18.333333333333332,0.0
2011,Toronto,2270,535,0334.00,2.0,,2.0,2,1.0,0.0,5.5,1.0
2011,Toronto,2270,535,0412.01,33.0,,33.0,9,3.67,0.0,8.555555555555555,7.0
2011,Toronto,2270,535,0450.06,16.0,,16.0,13,1.23,0.0,5.3076923076923075,4.0
2011,Toronto,2270,535,0576.19,102.0,,102.0,95,1.07,0.0,17.010526315789473,2.0
2011,Toronto,2270,535,0626.00,9.0,,9.0,9,1.0,0.0,16.444444444444443,1.0
2011,Toronto,2270,535,0635.00,1.0,,1.0,1,1.0,0.0,11.0,0.0
2011,Toronto,2270,535,0805.04,1.0,,1.0,1,1.0,0.0,5.0,0.0
2011,Toronto,2270,535,0097.01,22.0,,22.0,1,22.0,0.0,22.0,3.0
2011,Toronto,2270,535,0097.02,8.0,,8.0,2,4.0,0.0,10.5,2.0
2011,Toronto,2270,535,0119.00,10.0,,10.0,8,1.25,0.0,14.75,1.0
2011,Toronto,2270,535,0138.00,8.0,,8.0,8,1.0,0.0,16.125,1.0
2011,Toronto,2270,535,0241.00,7.0,,7.0,7,1.0,0.0,14.428571428571429,0.0
2011,Toronto,2270,535,0288.00,7.0,,7.0,7,1.0,0.0,14.0,0.0
2011,Toronto,2270,535,0330.00,3.0,,3.0,3,1.0,0.0,5.0,0.0
2011,Toronto,2270,535,0378.03,205.0,,205.0,1,205.0,16.0,45.0,0.0
2011,Toronto,2270,535,0420.03,3.0,,3.0,3,1.0,0.0,19.0,1.0
2011,Toronto,2270,535,0420.08,3.0,,3.0,3,1.0,0.0,7.666666666666667,7.0
2011,Toronto,2270,535,0424.10,54.0,,54.0,54,1.0,0.0,7.2592592592592595,0.0
2011,Toronto,2270,535,0576.23,47.0,,47.0,47,1.0,0.0,17.638297872340427,1.0
2011,Toronto,2270,535,0576.26,1.0,,1.0,1,1.0,0.0,28.0,36.0
2011,Toronto,2270,535,0615.00,5.0,,5.0,5,1.0,0.0,7.0,0.0
2011,Toronto,2270,535,0630.00,2.0,,2.0,2,1.0,0.0,10.0,0.0
2011,Toronto,2270,535,0634.00,22.0,,22.0,22,1.0,0.0,4.0,0.0
2011,Toronto,2270,535,0820.02,2.0,,2.0,2,1.0,0.0,10.5,0.0
2011,Toronto,2270,535,0002.00,1.0,,1.0,1,1.0,0.0,11.0,9.0
2011,Toronto,2270,535,0181.01,2.0,,2.0,1,2.0,0.0,14.0,1.0
2011,Toronto,2270,535,0181.02,2.0,,2.0,2,1.0,0.0,12.0,1.0
2011,Toronto,2270,535,0273.01,3.0,,3.0,3,1.0,0.0,20.0,12.0
2011,Toronto,2270,535,0277.00,19.0,,19.0,14,1.36,0.0,15.357142857142858,2.0
2011,Toronto,2270,535,0338.00,19.0,,19.0,15,1.27,0.0,5.625,8.0
2011,Toronto,2270,535,0403.05,18.0,,18.0,18,1.0,0.0,5.111111111111111,0.0
2011,Toronto,2270,535,0455.00,67.0,,67.0,59,1.14,0.0,6.1525423728813555,0.0
2011,Toronto,2270,535,0576.10,96.0,,96.0,30,3.2,0.0,11.766666666666667,1.0
2011,Toronto,2270,535,0612.16,251.0,,251.0,69,3.64,0.0,8.26086956521739,0.0
2011,Toronto,2270,535,0005.00,521.0,,521.0,2,260.5,11.0,21.0,0.0
2011,Toronto,2270,535,0062.01,284.0,,284.0,1,284.0,48.0,40.0,
2011,Toronto,2270,535,0094.00,1.0,,1.0,1,1.0,0.0,18.0,1.0
2011,Toronto,2270,535,0141.02,4.0,,4.0,4,1.0,0.0,15.5,0.0
2011,Toronto,2270,535,0158.00,1.0,,1.0,1,1.0,0.0,17.0,2.0
2011,Toronto,2270,535,0183.00,1.0,,1.0,1,1.0,0.0,16.0,19.0
2011,Toronto,2270,535,0235.01,1.0,,1.0,1,1.0,0.0,11.0,0.0
2011,Toronto,2270,535,0318.00,5.0,,5.0,5,1.0,0.0,14.6,0.0
2011,Toronto,2270,535,0402.06,1.0,,1.0,1,1.0,0.0,4.0,2.0
2011,Toronto,2270,535,0470.00,3.0,,3.0,3,1.0,0.0,5.0,3.0
2011,Toronto,2270,535,0576.23,26.0,,26.0,26,1.0,0.0,19.923076923076923,4.0
2011,Toronto,2270,535,0632.00,53.0,,53.0,1,53.0,4.0,15.0,5.0
2011,Toronto,2270,535,0637.00,36.0,,36.0,36,1.0,0.0,8.777777777777779,1.0
2011,Toronto,2270,535,0098.00,117.0,,117.0,7,16.71,0.0,21.857142857142858,-19.0
2011,Toronto,2270,535,0107.00,3.0,,3.0,2,1.5,0.0,19.0,0.0
2011,Toronto,2270,535,0163.00,9.0,,9.0,9,1.0,0.0,13.0,0.0
2011,Toronto,2270,535,0216.00,4.0,,4.0,4,1.0,0.0,22.0,1.0
2011,Toronto,2270,535,0218.00,3.0,,3.0,3,1.0,0.0,16.0,0.0
2011,Toronto,2270,535,0219.00,3.0,,3.0,3,1.0,0.0,14.0,0.0
2011,Toronto,2270,535,0358.03,49.0,,49.0,9,5.44,0.0,8.0,0.0
2011,Toronto,2270,535,0472.00,83.0,,83.0,69,1.2,0.0,5.412698412698413,1.0
2011,Toronto,2270,535,0500.01,1.0,,1.0,1,1.0,0.0,11.0,0.0
2011,Toronto,2270,535,0505.02,11.0,,11.0,11,1.0,0.0,14.7,1.0
2011,Toronto,2270,535,0806.00,2.0,,2.0,2,1.0,0.0,8.5,4.0
2011,Toronto,2270,535,0012.00,384.0,,384.0,1,384.0,18.0,35.0,
2011,Toronto,2270,535,0035.00,355.0,,355.0,1,355.0,32.0,27.0,
2011,Toronto,2270,535,0049.00,1.0,,1.0,1,1.0,0.0,14.0,0.0
2011,Toronto,2270,535,0093.00,4.0,,4.0,2,2.0,0.0,15.0,2.0
2011,Toronto,2270,535,0292.00,10.0,,10.0,10,1.0,0.0,30.4,16.0
2011,Toronto,2270,535,0306.01,37.0,,37.0,13,2.85,0.0,15.461538461538462,3.0
2011,Toronto,2270,535,0308.02,5.0,,5.0,5,1.0,0.0,15.2,1.0
2011,Toronto,2270,535,0412.15,4.0,,4.0,4,1.0,0.0,4.333333333333333,8.0
2011,Toronto,2270,535,0424.08,6.0,,6.0,6,1.0,0.0,4.5,7.0
2011,Toronto,2270,535,0442.02,1.0,,1.0,1,1.0,0.0,6.0,4.0
2011,Toronto,2270,535,0513.03,24.0,,24.0,13,1.85,0.0,10.461538461538462,0.0
2011,Toronto,2270,535,0805.09,1.0,,1.0,1,1.0,0.0,7.0,17.0
2011,Toronto,2270,535,0072.01,2.0,,2.0,1,2.0,0.0,15.0,1.0
2011,Toronto,2270,535,0131.00,7.0,,7.0,7,1.0,0.0,21.0,0.0
2011,Toronto,2270,535,0233.00,2.0,,2.0,2,1.0,0.0,17.5,0.0
2011,Toronto,2270,535,0331.04,31.0,,31.0,6,5.17,0.0,,0.0
2011,Toronto,2270,535,0341.04,1.0,,1.0,1,1.0,0.0,3.0,4.0
2011,Toronto,2270,535,0342.00,211.0,,211.0,15,14.07,0.0,7.583333333333333,8.0
2011,Toronto,2270,535,0516.34,23.0,,23.0,3,7.67,0.0,12.666666666666666,24.0
2011,Toronto,2270,535,0587.01,30.0,,30.0,30,1.0,0.0,7.733333333333333,2.0
2011,Toronto,2270,535,0613.03,4.0,,4.0,4,1.0,0.0,8.75,1.0
2011,Toronto,2270,535,0801.02,6.0,,6.0,6,1.0,0.0,4.25,0.0
2011,Toronto,2270,535,0011.00,881.0,,881.0,4,220.25,19.25,29.75,
2011,Toronto,2270,535,0014.00,118.0,,118.0,1,118.0,0.0,43.0,
2011,Toronto,2270,535,0290.00,1.0,,1.0,1,1.0,0.0,13.0,0.0
2011,Toronto,2270,535,0411.13,101.0,,101.0,5,20.2,0.6,15.0,7.0
2011,Toronto,2270,535,0461.02,90.0,,90.0,61,1.48,0.0,7.688524590163935,2.0
2011,Toronto,2270,535,0585.03,2.0,,2.0,2,1.0,0.0,10.5,0.0
2011,Toronto,2270,535,0586.01,194.0,,194.0,135,1.44,0.0,5.873134328358209,0.0
2011,Toronto,2270,535,0605.00,21.0,,21.0,12,1.75,0.0,16.75,0.0
2011,Toronto,2270,535,0212.00,7.0,,7.0,6,1.17,0.0,14.5,0.0
2011,Toronto,2270,535,0333.00,1.0,,1.0,1,1.0,0.0,5.0,0.0
2011,Toronto,2270,535,0343.00,2.0,,2.0,2,1.0,0.0,8.5,6.0
2011,Toronto,2270,535,0378.02,1.0,,1.0,1,1.0,0.0,5.0,0.0
2011,Toronto,2270,535,0403.08,513.0,,513.0,397,1.29,0.0,5.751322751322752,1.0
2011,Toronto,2270,535,0411.10,1141.0,,1141.0,923,1.24,0.0,6.822742474916388,1.0
2011,Toronto,2270,535,0424.07,153.0,,153.0,120,1.28,0.0,10.194915254237289,1.0
2011,Toronto,2270,535,0424.11,8.0,,8.0,3,2.67,0.0,7.0,1.0
2011,Toronto,2270,535,0456.02,111.0,,111.0,74,1.5,0.0,7.684931506849315,2.0
2011,Toronto,2270,535,0516.23,2.0,,2.0,2,1.0,0.0,7.0,0.0
2011,Toronto,2270,535,0608.00,4.0,,4.0,4,1.0,0.0,12.75,0.0
2011,Toronto,2270,535,0612.09,4.0,,4.0,4,1.0,0.0,8.5,33.0
2011,Toronto,2270,535,0623.00,4.0,,4.0,3,1.33,0.0,26.0,2.0
2011,Toronto,2270,535,0028.00,15.0,,15.0,1,15.0,0.0,14.0,
2011,Toronto,2270,535,0041.00,1.0,,1.0,1,1.0,0.0,11.0,2.0
2011,Toronto,2270,535,0078.00,3.0,,3.0,3,1.0,0.0,10.666666666666666,0.0
2011,Toronto,2270,535,0126.00,3.0,,3.0,3,1.0,0.0,14.666666666666666,1.0
2011,Toronto,2270,535,0137.00,22.0,,22.0,9,2.44,0.0,14.88888888888889,2.0
2011,Toronto,2270,535,0176.00,385.0,,385.0,2,192.5,23.0,24.5,3.0
2011,Toronto,2270,535,0187.00,2.0,,2.0,2,1.0,0.0,14.0,1.0
2011,Toronto,2270,535,0281.02,1.0,,1.0,1,1.0,0.0,12.0,0.0
2011,Toronto,2270,535,0400.15,3.0,,3.0,3,1.0,0.0,5.666666666666667,0.0
2011,Toronto,2270,535,0411.08,1.0,,1.0,1,1.0,0.0,6.0,17.0
2011,Toronto,2270,535,0411.10,8.0,,8.0,2,4.0,0.0,6.5,3.0
2011,Toronto,2270,535,0412.17,2.0,,2.0,2,1.0,0.0,28.0,2.0
2011,Toronto,2270,535,0452.04,116.0,,116.0,116,1.0,0.0,4.368421052631579,2.0
2011,Toronto,2270,535,0501.02,11.0,,11.0,11,1.0,0.0,10.545454545454545,3.0
2011,Toronto,2270,535,0528.38,172.0,,172.0,71,2.42,0.0,10.371428571428572,2.0
2011,Toronto,2270,535,0529.01,1.0,,1.0,1,1.0,0.0,17.0,0.0
2011,Toronto,2270,535,0593.00,34.0,,34.0,34,1.0,0.0,8.366666666666667,0.0
2011,Toronto,2270,535,0803.04,5.0,,5.0,5,1.0,0.0,8.6,0.0
2011,Toronto,2270,535,9001.00,6.0,,6.0,6,1.0,0.0,7.166666666666667,6.0
2011,Toronto,2270,535,0030.00,28.0,,28.0,2,14.0,0.0,18.0,0.0
2011,Toronto,2270,535,0121.00,1.0,,1.0,1,1.0,0.0,16.0,2.0
2011,Toronto,2270,535,0125.00,4.0,,4.0,4,1.0,0.0,17.0,1.0
2011,Toronto,2270,535,0166.00,3.0,,3.0,3,1.0,0.0,25.0,0.0
2011,Toronto,2270,535,0185.02,1.0,,1.0,1,1.0,0.0,16.0,2.0
2011,Toronto,2270,535,0196.00,7.0,,7.0,7,1.0,0.0,13.714285714285714,0.0
2011,Toronto,2270,535,0234.00,6.0,,6.0,6,1.0,0.0,14.0,3.0
2011,Toronto,2270,535,0311.06,268.0,,268.0,1,268.0,16.0,22.0,1.0
2011,Toronto,2270,535,0341.04,1.0,,1.0,1,1.0,0.0,6.0,1.0
2011,Toronto,2270,535,0377.02,4.0,,4.0,4,1.0,0.0,5.5,4.0
2011,Toronto,2270,535,0400.08,1.0,,1.0,1,1.0,0.0,5.0,0.0
2011,Toronto,2270,535,0412.18,1.0,,1.0,1,1.0,0.0,9.0,4.0
2011,Toronto,2270,535,0452.03,1.0,,1.0,1,1.0,0.0,,6.0
2011,Toronto,2270,535,0513.02,2.0,,2.0,2,1.0,0.0,12.5,0.0
2011,Toronto,2270,535,0520.06,631.0,,631.0,2,315.5,36.0,36.5,1.0
2011,Toronto,2270,535,0587.02,5.0,,5.0,5,1.0,0.0,12.0,0.0
2011,Toronto,2270,535,0803.03,52.0,,52.0,16,3.25,0.0,8.933333333333334,0.0
2011,Toronto,2270,535,0804.01,1.0,,1.0,1,1.0,0.0,11.0,0.0
2011,Toronto,2270,535,0805.06,1.0,,1.0,1,1.0,0.0,7.0,15.0
2011,Toronto,2270,535,0805.08,249.0,,249.0,112,2.22,0.0,8.26126126126126,1.0
2011,Toronto,2270,535,0026.00,7.0,,7.0,3,2.33,0.0,14.333333333333334,1.0
2011,Toronto,2270,535,0123.00,1.0,,1.0,1,1.0,0.0,7.0,1.0
2011,Toronto,2270,535,0152.00,2.0,,2.0,1,2.0,0.0,12.0,0.0
2011,Toronto,2270,535,0368.00,1197.0,,1197.0,4,299.25,34.25,35.0,1.0
2011,Toronto,2270,535,0375.01,11.0,,11.0,11,1.0,0.0,5.181818181818182,1.0
2011,Toronto,2270,535,0441.02,5.0,,5.0,5,1.0,0.0,5.4,2.0
2011,Toronto,2270,535,0528.37,139.0,,139.0,23,6.04,0.0,10.347826086956522,9.0
2011,Toronto,2270,535,0576.10,1.0,,1.0,1,1.0,0.0,8.0,2.0
2011,Toronto,2270,535,0620.03,3.0,,3.0,3,1.0,0.0,22.0,5.0
2011,Toronto,2270,535,0633.00,2.0,,2.0,1,2.0,0.0,10.0,1.0
2011,Toronto,2270,535,0159.01,3.0,,3.0,2,1.5,0.0,14.0,0.0
2011,Toronto,2270,535,0184.01,45.0,,45.0,2,22.5,0.0,14.0,0.0
2011,Toronto,2270,535,0211.00,16.0,,16.0,12,1.33,0.0,12.75,0.0
2011,Toronto,2270,535,0236.01,1.0,,1.0,1,1.0,0.0,14.0,0.0
2011,Toronto,2270,535,0301.04,330.0,,330.0,2,165.0,15.0,21.0,-21.0
2011,Toronto,2270,535,0315.01,2.0,,2.0,2,1.0,0.0,14.0,0.0
2011,Toronto,2270,535,0322.00,1.0,,1.0,1,1.0,0.0,16.0,0.0
2011,Toronto,2270,535,0351.01,1.0,,1.0,1,1.0,0.0,5.0,0.0
2011,Toronto,2270,535,0402.06,1.0,,1.0,1,1.0,0.0,6.0,0.0
2011,Toronto,2270,535,0514.01,1.0,,1.0,1,1.0,0.0,35.0,1.0
2011,Toronto,2270,535,0516.01,27.0,,27.0,27,1.0,0.0,11.074074074074074,2.0
2011,Toronto,2270,535,0592.02,14.0,,14.0,14,1.0,0.0,4.142857142857143,1.0
2011,Toronto,2270,535,0140.00,1.0,,1.0,1,1.0,0.0,15.0,1.0
2011,Toronto,2270,535,0157.00,1.0,,1.0,1,1.0,0.0,11.0,2.0
2011,Toronto,2270,535,0264.00,4.0,,4.0,4,1.0,0.0,26.666666666666668,1.0
2011,Toronto,2270,535,0274.02,6.0,,6.0,6,1.0,0.0,22.5,5.0
2011,Toronto,2270,535,0348.00,198.0,,198.0,1,198.0,0.0,4.0,0.0
2011,Toronto,2270,535,0403.05,1.0,,1.0,1,1.0,0.0,5.0,1.0
2011,Toronto,2270,535,0403.06,4.0,,4.0,4,1.0,0.0,6.0,0.0
2011,Toronto,2270,535,0460.01,7.0,,7.0,7,1.0,0.0,10.0,12.0
2011,Toronto,2270,535,0171.00,1.0,,1.0,1,1.0,0.0,13.0,0.0
2011,Toronto,2270,535,0195.00,12.0,,12.0,12,1.0,0.0,13.166666666666666,0.0
2011,Toronto,2270,535,0244.02,1.0,,1.0,1,1.0,0.0,16.0,0.0
2011,Toronto,2270,535,0430.02,327.0,,327.0,236,1.39,0.0,4.5813953488372094,2.0
2011,Toronto,2270,535,0473.03,4.0,,4.0,4,1.0,0.0,5.25,0.0
2011,Toronto,2270,535,0475.00,9.0,,9.0,9,1.0,0.0,13.125,3.0
2011,Toronto,2270,535,0528.42,20.0,,20.0,10,2.0,0.0,4.0,0.0
2011,Toronto,2270,535,0574.00,301.0,,301.0,1,301.0,0.0,35.0,11.0
2011,Toronto,2270,535,0610.03,6.0,,6.0,6,1.0,0.0,9.5,0.0
2011,Toronto,2270,535,0141.02,1.0,,1.0,1,1.0,0.0,15.0,1.0
2011,Toronto,2270,535,0175.02,20.0,,20.0,3,6.67,0.0,16.666666666666668,1.0
2011,Toronto,2270,535,0200.00,1.0,,1.0,1,1.0,0.0,16.0,11.0
2011,Toronto,2270,535,0210.00,256.0,,256.0,3,85.33,9.0,15.0,-8.0
2011,Toronto,2270,535,0228.00,5.0,,5.0,5,1.0,0.0,23.0,0.0
2011,Toronto,2270,535,0250.02,1.0,,1.0,1,1.0,0.0,57.0,0.0
2011,Toronto,2270,535,0304.02,550.0,,550.0,2,275.0,0.0,22.5,-5.0
2011,Toronto,2270,535,0337.00,3.0,,3.0,3,1.0,0.0,5.0,1.0
2011,Toronto,2270,535,0401.16,13.0,,13.0,12,1.08,0.0,4.3,1.0
2011,Toronto,2270,535,0403.01,3.0,,3.0,3,1.0,0.0,5.0,1.0
2011,Toronto,2270,535,0421.06,8.0,,8.0,8,1.0,0.0,6.75,6.0
2011,Toronto,2270,535,0422.03,15.0,,15.0,5,3.0,0.4,10.4,3.0
2011,Toronto,2270,535,0500.02,53.0,,53.0,8,6.63,0.0,11.25,1.0
2011,Toronto,2270,535,0507.00,13.0,,13.0,13,1.0,0.0,10.153846153846153,1.0
2011,Toronto,2270,535,0620.01,513.0,,513.0,368,1.39,0.0,4.468390804597701,0.0
2011,Toronto,2270,535,0621.00,1.0,,1.0,1,1.0,0.0,3.0,1.0
2011,Toronto,2270,535,0804.05,8.0,,8.0,8,1.0,0.0,6.0,0.0
2011,Toronto,2270,535,0805.12,104.0,,104.0,97,1.07,0.0,7.487804878048781,1.0
2011,Toronto,2270,535,0087.00,2.0,,2.0,2,1.0,0.0,17.5,4.0
2011,Toronto,2270,535,0273.02,2.0,,2.0,2,1.0,0.0,16.0,0.0
2011,Toronto,2270,535,0274.01,9.0,,9.0,9,1.0,0.0,17.555555555555557,0.0
2011,Toronto,2270,535,0400.07,1.0,,1.0,1,1.0,0.0,5.0,2.0
2011,Toronto,2270,535,0484.02,5.0,,5.0,5,1.0,0.0,8.5,1.0
2011,Toronto,2270,535,0513.01,5.0,,5.0,5,1.0,0.0,6.6,2.0
2011,Toronto,2270,535,0532.01,1.0,,1.0,1,1.0,0.0,6.0,0.0
2011,Toronto,2270,535,0639.00,5.0,,5.0,5,1.0,0.0,6.4,1.0
2011,Toronto,2270,535,0141.01,4.0,,4.0,4,1.0,0.0,13.75,1.0
2011,Toronto,2270,535,0161.00,4.0,,4.0,3,1.33,0.0,14.333333333333334,1.0
2011,Toronto,2270,535,0271.01,1.0,,1.0,1,1.0,0.0,14.0,0.0
2011,Toronto,2270,535,0307.02,81.0,,81.0,9,9.0,0.0,13.88888888888889,3.0
2011,Toronto,2270,535,0410.09,8.0,,8.0,8,1.0,0.0,12.125,8.0
2011,Toronto,2270,535,0412.11,1.0,,1.0,1,1.0,0.0,4.0,11.0
2011,Toronto,2270,535,0424.11,84.0,,84.0,43,1.95,0.0,6.5813953488372094,2.0
2011,Toronto,2270,535,0501.01,25.0,,25.0,7,3.57,0.0,13.571428571428571,1.0
2011,Toronto,2270,535,0528.01,18.0,,18.0,3,6.0,0.0,14.333333333333334,0.0
2011,Toronto,2270,535,0812.00,2.0,,2.0,2,1.0,0.0,5.0,0.0
2011,Toronto,2270,535,0830.00,20.0,,20.0,20,1.0,0.0,9.38888888888889,0.0
2011,Toronto,2270,535,0008.00,1342.0,,1342.0,4,335.5,27.5,33.75,8.0
2011,Toronto,2270,535,0139.00,12.0,,12.0,6,2.0,0.0,12.666666666666666,-2.0
2011,Toronto,2270,535,0193.00,13.0,,13.0,13,1.0,0.0,13.76923076923077,1.0
2011,Toronto,2270,535,0204.00,1.0,,1.0,1,1.0,0.0,12.0,1.0
2011,Toronto,2270,535,0222.02,1.0,,1.0,1,1.0,0.0,17.0,0.0
2011,Toronto,2270,535,0230.01,216.0,,216.0,8,27.0,0.0,23.875,3.0
2011,Toronto,2270,535,0279.01,3.0,,3.0,3,1.0,0.0,17.333333333333332,2.0
2011,Toronto,2270,535,0297.01,1.0,,1.0,1,1.0,0.0,14.0,0.0
2011,Toronto,2270,535,0313.00,1.0,,1.0,1,1.0,0.0,15.0,0.0
2011,Toronto,2270,535,0321.02,5.0,,5.0,5,1.0,0.0,15.2,2.0
2011,Toronto,2270,535,0401.13,21.0,,21.0,3,7.0,0.0,6.0,5.0
