reference_period,metro,metcode,stcan_cmacode,censustr,total_completions,completions_accsuite,completions_no_accsuite,num_structures,unitsperstructure,avgstorycount,avglengthofconstr,avgpermit_to_start_time
2023,Calgary,0140,825,0038.47,208.0,10.0,198.0,181,1.15,0.0,8.613259668508288,2.0
2023,Calgary,0140,825,0050.14,31.0,,31.0,12,2.58,0.0,10.666666666666666,3.0
2023,Calgary,0140,825,0056.00,31.0,,31.0,25,1.24,0.12,12.16,1.0
2023,Calgary,0140,825,0204.07,1.0,,1.0,1,1.0,0.0,6.0,0.0
2023,Calgary,0140,825,0205.09,354.0,2.0,352.0,215,1.65,0.03,7.7924528301886795,2.0
2023,Calgary,0140,825,9002.00,6.0,,6.0,6,1.0,0.0,5.8,1.0
2023,Calgary,0140,825,0050.01,37.0,2.0,35.0,10,3.7,0.3,21.1,1.0
2023,Calgary,0140,825,0206.05,4.0,,4.0,2,2.0,0.0,6.5,2.0
2023,Calgary,0140,825,0001.45,8.0,,8.0,8,1.0,0.0,5.75,1.0
2023,Calgary,0140,825,0017.04,4.0,,4.0,2,2.0,0.0,23.0,75.0
2023,Calgary,0140,825,0054.00,48.0,,48.0,24,2.0,0.17,12.416666666666666,1.0
2023,Calgary,0140,825,0204.13,5.0,,5.0,1,5.0,0.0,13.0,2.0
2023,Calgary,0140,825,0038.49,100.0,,100.0,1,100.0,4.0,,3.0
2023,Calgary,0140,825,9013.01,149.0,,149.0,118,1.26,0.0,9.205128205128204,1.0
2023,Calgary,0140,825,0076.25,15.0,,15.0,2,7.5,0.0,5.0,0.0
2023,Calgary,0140,825,0204.06,117.0,,117.0,77,1.52,0.0,7.987012987012987,0.0
2023,Calgary,0140,825,0038.17,1.0,,1.0,1,1.0,0.0,9.0,0.0
2023,Calgary,0140,825,0077.35,234.0,,234.0,1,234.0,10.0,8.0,13.0
2023,Calgary,0140,825,0077.37,98.0,,98.0,1,98.0,4.0,27.0,14.0
2023,Calgary,0140,825,0207.04,89.0,,89.0,66,1.35,0.0,7.803030303030303,1.0
2023,Calgary,0140,825,0002.31,74.0,11.0,63.0,53,1.4,0.0,6.981132075471698,5.0
2023,Calgary,0140,825,0027.03,1.0,,1.0,1,1.0,0.0,16.0,1.0
2023,Calgary,0140,825,0038.24,2.0,1.0,1.0,2,1.0,0.0,7.0,0.0
2023,Calgary,0140,825,0076.26,262.0,,262.0,10,26.2,0.8,12.5,5.0
2023,Calgary,0140,825,0038.35,912.0,34.0,878.0,589,1.55,0.03,8.351535836177474,1.0
2023,Calgary,0140,825,0051.00,40.0,2.0,38.0,18,2.22,0.22,11.11111111111111,1.0
2023,Calgary,0140,825,0026.00,92.0,,92.0,4,23.0,1.5,14.5,4.0
2023,Calgary,0140,825,0205.07,118.0,,118.0,101,1.17,0.0,9.108910891089108,2.0
2023,Calgary,0140,825,0001.08,4.0,2.0,2.0,2,2.0,0.0,8.0,1.0
2023,Calgary,0140,825,0001.35,202.0,19.0,183.0,176,1.15,0.0,6.698863636363637,1.0
2023,Calgary,0140,825,0007.05,1.0,,1.0,1,1.0,0.0,7.0,0.0
2023,Calgary,0140,825,0022.01,30.0,3.0,27.0,22,1.36,0.0,13.136363636363637,1.0
2023,Calgary,0140,825,0048.00,30.0,,30.0,11,2.73,0.0,10.727272727272727,1.0
2023,Calgary,0140,825,0050.07,27.0,3.0,24.0,8,3.38,0.0,14.375,18.0
2023,Calgary,0140,825,0050.10,173.0,,173.0,15,11.53,0.6,10.933333333333334,2.0
2023,Calgary,0140,825,0050.13,3.0,,3.0,3,1.0,0.0,16.0,2.0
2023,Calgary,0140,825,0001.11,170.0,,170.0,2,85.0,3.0,15.0,3.0
2023,Calgary,0140,825,0017.01,3.0,,3.0,3,1.0,0.0,10.333333333333334,1.0
2023,Calgary,0140,825,0030.00,18.0,1.0,17.0,10,1.8,0.3,16.5,2.0
2023,Calgary,0140,825,0038.07,1.0,,1.0,1,1.0,0.0,14.0,9.0
2023,Calgary,0140,825,0049.01,11.0,,11.0,11,1.0,0.0,8.333333333333334,2.0
2023,Calgary,0140,825,0071.00,9.0,,9.0,6,1.5,0.0,9.833333333333334,1.0
2023,Calgary,0140,825,0077.33,331.0,28.0,303.0,270,1.23,0.0,6.675471698113207,1.0
2023,Calgary,0140,825,0001.50,113.0,,113.0,31,3.65,0.13,6.903225806451613,6.0
2023,Calgary,0140,825,0050.12,296.0,,296.0,80,3.7,0.29,12.1,2.0
2023,Calgary,0140,825,0061.00,32.0,5.0,27.0,19,1.68,0.0,12.578947368421053,1.0
2023,Calgary,0140,825,0063.00,34.0,4.0,30.0,19,1.79,0.21,9.842105263157896,1.0
2023,Calgary,0140,825,0204.08,10.0,,10.0,10,1.0,0.0,7.1,0.0
2023,Calgary,0140,825,0206.11,19.0,,19.0,3,6.33,0.0,20.666666666666668,35.0
2023,Calgary,0140,825,0049.04,2.0,,2.0,2,1.0,0.0,13.5,0.0
2023,Calgary,0140,825,0206.08,141.0,,141.0,88,1.6,0.0,9.272727272727273,2.0
2023,Calgary,0140,825,0032.00,31.0,5.0,26.0,18,1.72,0.11,14.722222222222221,2.0
2023,Calgary,0140,825,0038.43,13.0,4.0,9.0,13,1.0,0.0,11.615384615384615,1.0
2023,Calgary,0140,825,0001.48,256.0,27.0,229.0,228,1.12,0.0,7.030973451327434,1.0
2023,Calgary,0140,825,0050.22,65.0,,65.0,26,2.5,0.19,11.653846153846153,1.0
2023,Calgary,0140,825,0052.01,9.0,,9.0,2,4.5,0.0,39.0,7.0
2023,Calgary,0140,825,0064.00,23.0,,23.0,12,1.92,0.33,11.75,1.0
2023,Calgary,0140,825,0065.00,22.0,4.0,18.0,20,1.1,0.0,14.789473684210526,1.0
2023,Calgary,0140,825,0072.00,47.0,4.0,43.0,24,1.96,0.13,15.458333333333334,1.0
2023,Calgary,0140,825,0002.14,63.0,,63.0,13,4.85,0.0,13.538461538461538,3.0
2023,Calgary,0140,825,0038.13,1.0,,1.0,1,1.0,0.0,,0.0
2023,Calgary,0140,825,0052.12,265.0,19.0,246.0,201,1.32,0.03,8.049751243781095,1.0
2023,Calgary,0140,825,0069.00,3.0,,3.0,3,1.0,0.0,14.666666666666666,2.0
2023,Calgary,0140,825,0076.35,131.0,,131.0,12,10.92,0.42,9.166666666666666,1.0
2023,Calgary,0140,825,0001.41,13.0,1.0,12.0,9,1.44,0.0,13.0,17.0
2023,Calgary,0140,825,0016.00,6.0,,6.0,6,1.0,0.0,9.166666666666666,1.0
2023,Calgary,0140,825,0029.00,33.0,2.0,31.0,26,1.27,0.0,13.76923076923077,1.0
2023,Calgary,0140,825,0034.00,14.0,2.0,12.0,11,1.27,0.0,10.909090909090908,1.0
2023,Calgary,0140,825,0041.00,21.0,1.0,20.0,14,1.5,0.0,11.857142857142858,1.0
2023,Calgary,0140,825,0205.08,18.0,,18.0,12,1.5,0.0,5.916666666666667,3.0
2023,Calgary,0140,825,0001.42,913.0,110.0,803.0,522,1.75,0.01,7.223300970873787,2.0
2023,Calgary,0140,825,0033.02,30.0,2.0,28.0,4,7.5,1.0,10.5,5.0
2023,Calgary,0140,825,0050.21,19.0,,19.0,19,1.0,0.0,7.157894736842105,1.0
2023,Calgary,0140,825,0077.26,4.0,,4.0,2,2.0,0.0,8.5,4.0
2023,Calgary,0140,825,0077.30,18.0,,18.0,4,4.5,0.0,7.0,8.0
2023,Calgary,0140,825,0202.04,11.0,,11.0,11,1.0,0.0,7.111111111111111,1.0
2023,Calgary,0140,825,0077.32,19.0,1.0,18.0,19,1.0,0.0,11.105263157894736,1.0
2023,Calgary,0140,825,0200.06,27.0,,27.0,21,1.29,0.0,11.3,1.0
2023,Calgary,0140,825,0024.00,44.0,1.0,43.0,20,2.2,0.25,12.85,1.0
2023,Calgary,0140,825,0021.01,24.0,2.0,22.0,15,1.6,0.0,10.066666666666666,0.0
2023,Calgary,0140,825,0052.03,1.0,,1.0,1,1.0,0.0,15.0,2.0
2023,Calgary,0140,825,0077.02,269.0,,269.0,1,269.0,15.0,32.0,6.0
2023,Calgary,0140,825,0002.36,1.0,,1.0,1,1.0,0.0,24.0,0.0
2023,Calgary,0140,825,0021.02,9.0,,9.0,2,4.5,1.0,7.0,1.0
2023,Calgary,0140,825,0077.21,93.0,9.0,84.0,93,1.0,0.0,7.827956989247312,3.0
2023,Calgary,0140,825,0202.01,995.0,107.0,888.0,733,1.36,0.0,7.733983286908078,1.0
2023,Calgary,0140,825,0001.02,1.0,,1.0,1,1.0,0.0,9.0,0.0
2023,Calgary,0140,825,0001.03,1.0,,1.0,1,1.0,0.0,38.0,0.0
2023,Calgary,0140,825,0001.40,19.0,1.0,18.0,19,1.0,0.0,6.368421052631579,2.0
2023,Calgary,0140,825,0059.00,235.0,1.0,234.0,9,26.11,2.78,11.11111111111111,4.0
2023,Calgary,0140,825,0201.02,27.0,,27.0,27,1.0,0.0,8.625,1.0
2023,Calgary,0140,825,0204.03,15.0,,15.0,15,1.0,0.0,13.928571428571429,1.0
2023,Calgary,0140,825,9003.00,1.0,,1.0,1,1.0,0.0,9.0,0.0
2023,Calgary,0140,825,9009.00,70.0,,70.0,70,1.0,0.0,13.471428571428572,1.0
2023,Calgary,0140,825,0002.40,246.0,4.0,242.0,111,2.22,0.1,8.873873873873874,2.0
2023,Calgary,0140,825,0036.01,2.0,1.0,1.0,2,1.0,0.0,26.0,0.0
2023,Calgary,0140,825,0060.00,47.0,5.0,42.0,31,1.52,0.0,9.466666666666667,2.0
2023,Calgary,0140,825,0076.13,142.0,,142.0,2,71.0,4.0,8.5,3.0
2023,Calgary,0140,825,0062.00,59.0,15.0,44.0,33,1.79,0.0,11.878787878787879,1.0
2023,Calgary,0140,825,0206.07,76.0,,76.0,57,1.33,0.0,7.192982456140351,1.0
2023,Calgary,0140,825,0002.38,1527.0,215.0,1312.0,882,1.73,0.09,7.509692132269099,2.0
2023,Calgary,0140,825,0025.00,183.0,6.0,177.0,27,6.78,0.44,15.481481481481481,2.0
2023,Calgary,0140,825,0038.39,21.0,6.0,15.0,21,1.0,0.0,8.523809523809524,1.0
2023,Calgary,0140,825,0052.04,5.0,2.0,3.0,3,1.67,0.0,17.666666666666668,1.0
2023,Calgary,0140,825,0202.03,57.0,,57.0,57,1.0,0.0,7.245614035087719,1.0
2023,Calgary,0140,825,0205.02,11.0,,11.0,8,1.38,0.0,5.75,2.0
2023,Calgary,0140,825,0002.04,28.0,4.0,24.0,24,1.17,0.0,6.166666666666667,1.0
2023,Calgary,0140,825,0005.00,2.0,1.0,1.0,2,1.0,0.0,10.0,6.0
2023,Calgary,0140,825,0015.00,16.0,,16.0,16,1.0,0.0,13.533333333333333,3.0
2023,Calgary,0140,825,0018.01,1.0,,1.0,1,1.0,0.0,10.0,0.0
2023,Calgary,0140,825,0038.18,3.0,,3.0,3,1.0,0.0,10.666666666666666,0.0
2023,Calgary,0140,825,9008.00,66.0,,66.0,66,1.0,0.0,9.363636363636363,1.0
2023,Calgary,0140,825,0002.25,2.0,,2.0,2,1.0,0.0,4.0,4.0
2023,Calgary,0140,825,0039.00,2.0,,2.0,1,2.0,0.0,42.0,11.0
2023,Calgary,0140,825,0053.00,39.0,6.0,33.0,22,1.77,0.0,12.136363636363637,1.0
2023,Calgary,0140,825,0077.36,70.0,,70.0,1,70.0,4.0,10.0,11.0
1988,Edmonton,0340,835,0090.08,3.0,,,1,3.0,0.0,,0.0
1988,Edmonton,0340,835,0101.01,11.0,,,4,2.75,0.0,4.0,1.0
1988,Edmonton,0340,835,0044.00,26.0,,,1,26.0,0.0,5.0,1.0
1988,Edmonton,0340,835,0011.00,4.0,,,1,4.0,0.0,4.0,1.0
1988,Edmonton,0340,835,0157.00,4.0,,,1,4.0,0.0,4.0,0.0
1988,Edmonton,0340,835,0090.04,18.0,,,6,3.0,0.0,3.4,0.0
1988,Edmonton,0340,835,0006.06,20.0,,,5,4.0,0.0,6.0,2.0
1988,Edmonton,0340,835,0006.10,47.0,,,14,3.36,0.0,4.0,0.0
1988,Edmonton,0340,835,0000.00,2284.0,,,2255,1.01,0.0,4.540983606557377,0.0
1988,Edmonton,0340,835,0167.00,4.0,,,1,4.0,0.0,3.0,0.0
1989,Edmonton,0340,835,0001.07,21.0,,,7,3.0,0.0,5.0,0.0
1989,Edmonton,0340,835,0153.00,8.0,,,2,4.0,0.0,3.0,0.0
1989,Edmonton,0340,835,0005.02,22.0,,,4,5.5,0.0,9.5,0.0
1989,Edmonton,0340,835,0056.00,78.0,,,1,78.0,9.0,9.0,0.0
1989,Edmonton,0340,835,0000.00,3663.0,,,3568,1.03,0.0,4.5440796753965325,0.0
1989,Edmonton,0340,835,0120.04,43.0,,,15,2.87,0.0,3.7,0.0
1989,Edmonton,0340,835,0163.00,12.0,,,4,3.0,0.0,5.0,0.0
1989,Edmonton,0340,835,0006.10,3.0,,,1,3.0,0.0,3.0,1.0
1989,Edmonton,0340,835,0033.00,5.0,,,1,5.0,0.0,4.0,0.0
1989,Edmonton,0340,835,0006.07,167.0,,,9,18.56,0.33,5.222222222222222,1.0
1989,Edmonton,0340,835,0020.00,31.0,,,1,31.0,4.0,6.0,0.0
1989,Edmonton,0340,835,0102.00,20.0,,,6,3.33,0.0,6.166666666666667,0.0
1989,Edmonton,0340,835,0167.00,4.0,,,1,4.0,0.0,9.0,0.0
1989,Edmonton,0340,835,0076.01,28.0,,,7,4.0,0.0,4.857142857142857,0.0
1989,Edmonton,0340,835,0090.08,62.0,,,17,3.65,0.0,4.647058823529412,0.0
1990,Edmonton,0340,835,0030.00,48.0,,,1,48.0,17.0,18.0,0.0
1990,Edmonton,0340,835,0163.00,36.0,,,1,36.0,0.0,13.0,2.0
1990,Edmonton,0340,835,0090.05,47.0,,,13,3.62,0.0,6.923076923076923,0.0
1990,Edmonton,0340,835,0031.00,16.0,,,3,5.33,0.67,7.0,0.0
1990,Edmonton,0340,835,0000.00,5156.0,,,5026,1.03,0.0,4.745713649521265,0.0
1990,Edmonton,0340,835,0048.00,16.0,,,1,16.0,3.0,5.0,0.0
1990,Edmonton,0340,835,0167.00,4.0,,,1,4.0,0.0,5.0,0.0
1990,Edmonton,0340,835,0006.10,29.0,,,9,3.22,0.0,6.0,1.0
1990,Edmonton,0340,835,0044.00,71.0,,,1,71.0,0.0,9.0,0.0
1990,Edmonton,0340,835,0151.00,12.0,,,1,12.0,0.0,15.0,0.0
1990,Edmonton,0340,835,0090.10,23.0,,,6,3.83,0.0,7.0,0.0
1990,Edmonton,0340,835,0153.00,12.0,,,1,12.0,0.0,8.0,0.0
1990,Edmonton,0340,835,0076.01,42.0,,,11,3.82,0.0,5.363636363636363,1.0
1990,Edmonton,0340,835,0102.00,48.0,,,16,3.0,0.0,6.75,1.0
1990,Edmonton,0340,835,0155.00,6.0,,,1,6.0,0.0,6.0,4.0
1990,Edmonton,0340,835,0058.00,4.0,,,1,4.0,0.0,6.0,0.0
1990,Edmonton,0340,835,0033.00,25.0,,,6,4.17,0.0,8.0,4.0
1990,Edmonton,0340,835,0024.00,86.0,,,1,86.0,0.0,11.0,0.0
1990,Edmonton,0340,835,0053.00,52.0,,,1,52.0,0.0,9.0,0.0
1990,Edmonton,0340,835,0140.02,31.0,,,9,3.44,0.0,7.125,2.0
1990,Edmonton,0340,835,0142.01,4.0,,,1,4.0,0.0,6.0,0.0
1990,Edmonton,0340,835,0006.02,52.0,,,1,52.0,0.0,7.0,0.0
1990,Edmonton,0340,835,0017.00,4.0,,,1,4.0,0.0,5.0,0.0
1990,Edmonton,0340,835,0001.07,23.0,,,1,23.0,4.0,11.0,0.0
1990,Edmonton,0340,835,0090.12,36.0,,,9,4.0,0.0,7.875,3.0
1990,Edmonton,0340,835,0034.00,88.0,,,2,44.0,5.5,6.0,0.0
1990,Edmonton,0340,835,0090.15,6.0,,,1,6.0,0.0,9.0,0.0
1991,Edmonton,0340,835,0006.05,6.0,,,1,6.0,0.0,3.0,1.0
1991,Edmonton,0340,835,0062.00,24.0,,,2,12.0,1.5,4.5,1.0
1991,Edmonton,0340,835,0023.00,4.0,,,1,4.0,0.0,7.0,1.0
1991,Edmonton,0340,835,0090.10,29.0,,,7,4.14,0.0,6.428571428571429,1.0
1991,Edmonton,0340,835,0011.00,27.0,,,1,27.0,3.0,9.0,0.0
1991,Edmonton,0340,835,0021.00,18.0,,,1,18.0,3.0,5.0,0.0
1991,Edmonton,0340,835,0022.00,102.0,,,2,51.0,19.0,14.5,0.0
1991,Edmonton,0340,835,0040.00,23.0,,,1,23.0,3.0,7.0,0.0
1991,Edmonton,0340,835,0029.00,4.0,,,1,4.0,0.0,5.0,1.0
1991,Edmonton,0340,835,0000.00,3393.0,,,3313,1.02,0.0,5.285035629453682,0.0
1991,Edmonton,0340,835,0006.08,10.0,,,2,5.0,0.0,3.0,0.0
1991,Edmonton,0340,835,0020.00,4.0,,,1,4.0,0.0,,0.0
1991,Edmonton,0340,835,0090.06,4.0,,,1,4.0,0.0,3.0,0.0
1991,Edmonton,0340,835,0142.03,4.0,,,1,4.0,0.0,4.0,3.0
1991,Edmonton,0340,835,0106.00,40.0,,,1,40.0,0.0,4.0,0.0
1991,Edmonton,0340,835,0090.13,4.0,,,1,4.0,0.0,3.0,1.0
1991,Edmonton,0340,835,0120.03,14.0,,,2,7.0,0.0,3.0,0.0
1991,Edmonton,0340,835,0090.15,31.0,,,4,7.75,0.0,11.5,2.0
1991,Edmonton,0340,835,0153.00,16.0,,,3,5.33,0.0,4.0,2.0
1991,Edmonton,0340,835,0060.02,3.0,,,1,3.0,0.0,4.0,0.0
1991,Edmonton,0340,835,0090.01,4.0,,,1,4.0,0.0,8.0,2.0
1991,Edmonton,0340,835,0090.09,38.0,,,10,3.8,0.0,7.8,0.0
1991,Edmonton,0340,835,0013.00,15.0,,,1,15.0,0.0,5.0,0.0
1991,Edmonton,0340,835,0075.02,15.0,,,4,3.75,0.0,3.0,0.0
1991,Edmonton,0340,835,0045.00,24.0,,,1,24.0,3.0,7.0,0.0
1991,Edmonton,0340,835,0006.02,12.0,,,2,6.0,0.0,,0.0
1991,Edmonton,0340,835,0033.00,6.0,,,2,3.0,0.0,8.0,5.0
1991,Edmonton,0340,835,0075.06,31.0,,,5,6.2,0.0,3.2,1.0
1991,Edmonton,0340,835,0001.07,57.0,,,1,57.0,4.0,11.0,0.0
1991,Edmonton,0340,835,0120.04,89.0,,,8,11.13,0.0,5.0,1.0
1991,Edmonton,0340,835,0027.00,32.0,,,10,3.2,0.0,4.222222222222222,1.0
1991,Edmonton,0340,835,0060.01,2.0,,,1,2.0,0.0,4.0,0.0
1991,Edmonton,0340,835,0012.01,8.0,,,1,8.0,2.0,8.0,0.0
1991,Edmonton,0340,835,0006.07,8.0,,,1,8.0,0.0,,1.0
1991,Edmonton,0340,835,0090.12,26.0,,,9,2.89,0.0,6.375,3.0
1991,Edmonton,0340,835,0090.14,3.0,,,1,3.0,0.0,,0.0
1991,Edmonton,0340,835,0120.01,27.0,,,7,3.86,0.0,4.714285714285714,1.0
1991,Edmonton,0340,835,0034.00,98.0,,,1,98.0,10.0,13.0,0.0
1991,Edmonton,0340,835,0078.05,74.0,,,1,74.0,0.0,10.0,0.0
1991,Edmonton,0340,835,0042.02,4.0,,,1,4.0,0.0,4.0,0.0
1992,Edmonton,0340,835,0001.07,85.0,,,11,7.73,0.0,6.181818181818182,0.0
1992,Edmonton,0340,835,0027.00,27.0,,,7,3.86,0.0,4.714285714285714,14.0
1992,Edmonton,0340,835,0012.01,1.0,,,1,1.0,0.0,5.0,1.0
1992,Edmonton,0340,835,0022.00,48.0,,,2,24.0,3.0,15.5,0.0
1992,Edmonton,0340,835,0090.10,69.0,,,12,5.75,0.0,6.083333333333333,2.0
1992,Edmonton,0340,835,0032.01,84.0,,,5,16.8,0.0,6.6,0.0
1992,Edmonton,0340,835,0075.02,6.0,,,3,2.0,0.0,5.666666666666667,0.0
1992,Edmonton,0340,835,0152.00,8.0,,,1,8.0,0.0,4.0,0.0
1992,Edmonton,0340,835,0120.04,34.0,,,20,1.7,0.0,4.0,1.0
1992,Edmonton,0340,835,0009.00,128.0,,,1,128.0,0.0,,0.0
1992,Edmonton,0340,835,0033.00,8.0,,,2,4.0,0.0,6.0,13.0
1992,Edmonton,0340,835,0151.00,9.0,,,3,3.0,0.0,4.666666666666667,0.0
1992,Edmonton,0340,835,0006.08,17.0,,,3,5.67,0.0,5.666666666666667,0.0
1992,Edmonton,0340,835,0042.02,2.0,,,1,2.0,0.0,4.0,0.0
1992,Edmonton,0340,835,0075.05,1.0,,,1,1.0,0.0,4.0,0.0
1992,Edmonton,0340,835,0007.02,6.0,,,6,1.0,0.0,4.833333333333333,0.0
1992,Edmonton,0340,835,0162.00,32.0,,,7,4.57,0.0,16.714285714285715,0.0
1992,Edmonton,0340,835,0001.05,112.0,,,7,16.0,0.0,7.285714285714286,2.0
1992,Edmonton,0340,835,0005.02,4.0,,,4,1.0,0.0,9.0,4.0
1992,Edmonton,0340,835,0090.11,30.0,,,10,3.0,0.0,3.8,0.0
1992,Edmonton,0340,835,0120.01,16.0,,,16,1.0,0.0,4.8,0.0
1992,Edmonton,0340,835,0090.05,6.0,,,6,1.0,0.0,4.666666666666667,0.0
1992,Edmonton,0340,835,0090.13,5.0,,,5,1.0,0.0,3.25,0.0
1992,Edmonton,0340,835,0156.00,12.0,,,3,4.0,0.0,,2.0
1992,Edmonton,0340,835,0163.00,25.0,,,3,8.33,0.0,8.0,2.0
1992,Edmonton,0340,835,0010.00,38.0,,,1,38.0,0.0,4.0,
1992,Edmonton,0340,835,0073.00,4.0,,,1,4.0,0.0,4.0,0.0
1992,Edmonton,0340,835,0021.00,6.0,,,1,6.0,0.0,5.0,
1992,Edmonton,0340,835,0100.00,21.0,,,6,3.5,0.0,4.0,
1992,Edmonton,0340,835,0120.03,29.0,,,10,2.9,0.0,4.857142857142857,1.0
1992,Edmonton,0340,835,0121.02,7.0,,,4,1.75,0.0,3.0,1.0
1992,Edmonton,0340,835,0075.06,56.0,,,12,4.67,0.0,7.090909090909091,0.0
1992,Edmonton,0340,835,0155.00,2.0,,,1,2.0,0.0,,2.0
1992,Edmonton,0340,835,0056.00,2.0,,,1,2.0,0.0,5.0,0.0
1992,Edmonton,0340,835,0090.12,25.0,,,7,3.57,0.0,8.857142857142858,7.0
1992,Edmonton,0340,835,0044.00,43.0,,,3,14.33,0.0,8.333333333333334,0.0
1992,Edmonton,0340,835,0102.00,37.0,,,11,3.36,0.0,4.363636363636363,0.0
1992,Edmonton,0340,835,0121.03,5.0,,,3,1.67,0.0,4.5,0.0
1992,Edmonton,0340,835,0005.03,49.0,,,11,4.45,0.0,8.0,2.0
1992,Edmonton,0340,835,0153.00,8.0,,,2,4.0,0.0,,5.0
1992,Edmonton,0340,835,0035.00,23.0,,,5,4.6,0.0,6.6,0.0
1992,Edmonton,0340,835,0013.00,6.0,,,2,3.0,0.0,3.5,0.0
1992,Edmonton,0340,835,0060.01,4.0,,,1,4.0,0.0,,0.0
1992,Edmonton,0340,835,0090.14,52.0,,,48,1.08,0.0,5.054054054054054,0.0
1992,Edmonton,0340,835,0120.02,31.0,,,1,31.0,0.0,9.0,1.0
1992,Edmonton,0340,835,0045.00,4.0,,,1,4.0,0.0,12.0,0.0
1992,Edmonton,0340,835,0090.01,12.0,,,3,4.0,0.0,20.5,10.0
1992,Edmonton,0340,835,0090.06,9.0,,,6,1.5,0.0,4.0,0.0
1992,Edmonton,0340,835,0078.04,2.0,,,2,1.0,0.0,8.5,0.0
1992,Edmonton,0340,835,0090.15,27.0,,,1,27.0,0.0,6.0,
1992,Edmonton,0340,835,0000.00,4335.0,,,4214,1.03,0.0,4.5723727693324525,0.0
1992,Edmonton,0340,835,0006.02,207.0,,,11,18.82,0.0,5.0,0.0
1993,Edmonton,0340,835,0022.00,15.0,,,1,15.0,0.0,5.0,0.0
1993,Edmonton,0340,835,0105.02,1.0,,,1,1.0,0.0,,0.0
1993,Edmonton,0340,835,0034.00,20.0,,,4,5.0,0.0,3.0,0.0
1993,Edmonton,0340,835,0056.00,13.0,,,3,4.33,0.0,4.0,0.0
1993,Edmonton,0340,835,0066.00,3.0,,,2,1.5,0.0,6.0,0.0
1993,Edmonton,0340,835,0071.00,3.0,,,1,3.0,0.0,,0.0
1993,Edmonton,0340,835,0075.10,25.0,,,21,1.19,0.0,3.5,0.0
1993,Edmonton,0340,835,0040.00,70.0,,,1,70.0,0.0,6.0,
1993,Edmonton,0340,835,0074.00,1.0,,,1,1.0,0.0,4.0,0.0
1993,Edmonton,0340,835,0078.07,8.0,,,3,2.67,0.0,3.6666666666666665,0.0
1993,Edmonton,0340,835,0090.12,20.0,,,1,20.0,0.0,7.0,0.0
1993,Edmonton,0340,835,0120.03,32.0,,,12,2.67,1.58,4.916666666666667,0.0
1993,Edmonton,0340,835,0006.07,41.0,,,22,1.86,0.0,5.75,0.0
1993,Edmonton,0340,835,0012.02,17.0,,,7,2.43,0.0,4.142857142857143,0.0
1993,Edmonton,0340,835,0019.02,2.0,,,1,2.0,0.0,,0.0
1993,Edmonton,0340,835,0046.00,2.0,,,1,2.0,0.0,3.0,0.0
1993,Edmonton,0340,835,0061.00,2.0,,,2,1.0,0.0,,1.0
1993,Edmonton,0340,835,0075.08,5.0,,,5,1.0,0.0,3.0,0.0
1993,Edmonton,0340,835,0142.04,2.0,,,2,1.0,0.0,5.0,0.0
1993,Edmonton,0340,835,0152.00,7.0,,,7,1.0,0.0,3.5714285714285716,0.0
1993,Edmonton,0340,835,0027.00,85.0,,,3,28.33,0.0,6.5,0.0
1993,Edmonton,0340,835,0049.00,1.0,,,1,1.0,0.0,4.0,0.0
1993,Edmonton,0340,835,0065.02,18.0,,,18,1.0,0.0,3.142857142857143,0.0
1993,Edmonton,0340,835,0090.06,32.0,,,14,2.29,0.0,4.8,0.0
1993,Edmonton,0340,835,0142.01,5.0,,,5,1.0,0.0,5.5,1.0
1993,Edmonton,0340,835,0006.02,99.0,,,16,6.19,0.0,7.25,0.0
1993,Edmonton,0340,835,0150.00,13.0,,,10,1.3,0.0,12.285714285714286,2.0
1993,Edmonton,0340,835,0156.00,3.0,,,3,1.0,0.0,3.0,0.0
1993,Edmonton,0340,835,0165.00,6.0,,,6,1.0,0.0,3.0,0.0
1993,Edmonton,0340,835,0015.02,4.0,,,1,4.0,0.0,,
1993,Edmonton,0340,835,0153.00,38.0,,,15,2.53,0.0,6.4,0.0
1993,Edmonton,0340,835,0050.00,4.0,,,2,2.0,0.0,4.0,2.0
1993,Edmonton,0340,835,0075.02,6.0,,,6,1.0,0.0,4.166666666666667,1.0
1993,Edmonton,0340,835,0006.09,29.0,,,29,1.0,0.0,3.75,0.0
1993,Edmonton,0340,835,0012.01,3.0,,,2,1.5,0.0,9.5,0.0
1993,Edmonton,0340,835,0023.00,1.0,,,1,1.0,0.0,5.0,1.0
1993,Edmonton,0340,835,0103.00,31.0,,,31,1.0,0.0,4.0476190476190474,0.0
1993,Edmonton,0340,835,0121.01,8.0,,,8,1.0,0.0,4.5,0.0
1993,Edmonton,0340,835,0005.03,186.0,,,152,1.22,0.0,5.151260504201681,0.0
1993,Edmonton,0340,835,0090.01,12.0,,,3,4.0,0.0,5.0,18.0
1993,Edmonton,0340,835,0140.02,83.0,,,83,1.0,0.0,3.9565217391304346,0.0
1993,Edmonton,0340,835,0060.02,2.0,,,1,2.0,0.0,,0.0
1993,Edmonton,0340,835,0075.06,39.0,,,11,3.55,0.0,6.636363636363637,2.0
1993,Edmonton,0340,835,0005.02,1.0,,,1,1.0,0.0,7.0,0.0
1993,Edmonton,0340,835,0030.00,60.0,,,1,60.0,0.0,3.0,0.0
1993,Edmonton,0340,835,0042.02,2.0,,,1,2.0,0.0,3.0,0.0
