reference_period,ref_qq,metro,metcode,dweltype,mkttycd,total_completions,completions_accsuite,completions_no_accsuite,num_structures,unitsperstructure,avgstorycount,avglengthofconstr,bachelor_units,one_bedrooms,two_bedrooms,three_bedrooms,four_bedrooms,tot_units,total_avg_unitsize_sqm,total_avg_unitsize_sqft,total_avg_price,total_min_price,total_max_price,avgpermit_to_start_time,population,comp_per_10kpop
1998-01-01,1,Halifax,0580,1.0,1.0,964.0,,,964,1.0,0.0,4.587786259541985,,,,,,,,,,,,0.18,362651.65,26.58
1998-01-01,1,Halifax,0580,5.0,2.0,192.0,,,4,48.0,0.0,6.0,,,,,,,,,,,,0.0,362651.65,5.29
1998-02-01,1,Halifax,0580,4.0,2.0,16.0,,,4,4.0,0.0,21.0,,,,,,,,,,,,0.0,362651.65,0.44
1998-03-01,1,Halifax,0580,2.0,1.0,128.0,,,64,2.0,0.0,5.3076923076923075,,,,,,,,,,,,0.73,362651.65,3.53
1998-04-01,2,Halifax,0580,5.0,3.0,112.0,,,4,28.0,0.0,9.0,,,,,,,,,,,,2.0,362651.65,3.09
1998-04-01,2,Halifax,0580,2.0,1.0,112.0,,,56,2.0,0.0,5.111111111111111,,,,,,,,,,,,1.21,362651.65,3.09
1998-04-01,2,Halifax,0580,5.0,2.0,444.0,,,8,55.5,0.0,7.0,,,,,,,,,,,,0.0,362651.65,12.24
1998-05-01,2,Halifax,0580,1.0,1.0,732.0,,,732,1.0,0.0,5.930232558139535,,,,,,,,,,,,0.57,362651.65,20.18
1998-05-01,2,Halifax,0580,4.0,1.0,92.0,,,24,3.83,0.0,5.2,,,,,,,,,,,,0.83,362651.65,2.54
1998-07-01,3,Halifax,0580,2.0,1.0,124.0,,,64,1.94,0.0,11.75,,,,,,,,,,,,1.82,362651.65,3.42
1998-07-01,3,Halifax,0580,2.0,2.0,8.0,,,4,2.0,0.0,,,,,,,,,,,,,,362651.65,0.22
1998-08-01,3,Halifax,0580,1.0,1.0,1544.0,,,1544,1.0,0.0,6.688524590163935,,,,,,,,,,,,0.35,362651.65,42.58
1998-08-01,3,Halifax,0580,5.0,2.0,640.0,,,20,32.0,0.8,16.666666666666668,,,,,,,,,,,,1.0,362651.65,17.65
1998-09-01,3,Halifax,0580,4.0,1.0,48.0,,,12,4.0,0.0,4.5,,,,,,,,,,,,2.5,362651.65,1.32
1998-09-01,3,Halifax,0580,4.0,2.0,20.0,,,4,5.0,2.0,,,,,,,,,,,,,0.0,362651.65,0.55
1998-10-01,4,Halifax,0580,5.0,2.0,184.0,,,8,23.0,0.0,6.5,,,,,,,,,,,,0.0,362651.65,5.07
1998-10-01,4,Halifax,0580,4.0,2.0,32.0,,,4,8.0,2.0,4.0,,,,,,,,,,,,,362651.65,0.88
1998-10-01,4,Halifax,0580,5.0,3.0,236.0,,,8,29.5,1.5,4.0,,,,,,,,,,,,,362651.65,6.51
1998-11-01,4,Halifax,0580,2.0,1.0,136.0,,,68,2.0,0.0,6.0,,,,,,,,,,,,1.31,362651.65,3.75
1998-11-01,4,Halifax,0580,4.0,1.0,48.0,,,12,4.0,0.67,6.0,,,,,,,,,,,,0.0,362651.65,1.32
1998-11-01,4,Halifax,0580,1.0,1.0,1452.0,,,1452,1.0,0.0,5.070588235294117,,,,,,,,,,,,0.5,362651.65,40.04
1999-01-01,1,Halifax,0580,5.0,2.0,16.0,,,4,4.0,2.0,5.0,,,,,,,,,,,,1.0,365659.11,0.44
1999-01-01,1,Halifax,0580,4.0,1.0,52.0,,,12,4.33,2.0,5.5,,,,,,,,,,,,0.33,365659.11,1.42
1999-02-01,1,Halifax,0580,1.0,1.0,1196.0,,,1196,1.0,0.0,5.516949152542373,,,,,,,,,,,,0.79,365659.11,32.71
1999-03-01,1,Halifax,0580,2.0,1.0,144.0,,,72,2.0,0.0,11.76923076923077,,,,,,,,,,,,0.57,365659.11,3.94
1999-04-01,2,Halifax,0580,5.0,2.0,176.0,,,8,22.0,3.0,13.5,,,,,,,,,,,,1.5,365659.11,4.81
1999-04-01,2,Halifax,0580,1.0,1.0,1128.0,,,1128,1.0,0.0,6.69811320754717,,,,,,,,,,,,0.33,365659.11,30.85
1999-04-01,2,Halifax,0580,4.0,1.0,16.0,,,4,4.0,0.0,7.0,,,,,,,,,,,,1.0,365659.11,0.44
1999-04-01,2,Halifax,0580,5.0,3.0,228.0,,,4,57.0,5.0,9.0,,,,,,,,,,,,,365659.11,6.24
1999-05-01,2,Halifax,0580,2.0,1.0,80.0,,,40,2.0,0.0,7.666666666666667,,,,,,,,,,,,0.25,365659.11,2.19
1999-07-01,3,Halifax,0580,5.0,1.0,24.0,,,4,6.0,2.0,,,,,,,,,,,,,0.0,365659.11,0.66
1999-07-01,3,Halifax,0580,4.0,1.0,36.0,,,8,4.5,1.0,5.0,,,,,,,,,,,,0.0,365659.11,0.98
1999-07-01,3,Halifax,0580,1.0,1.0,2076.0,,,2076,1.0,0.0,3.7142857142857144,,,,,,,,,,,,0.45,365659.11,56.77
1999-08-01,3,Halifax,0580,4.0,3.0,36.0,,,4,9.0,2.0,11.0,,,,,,,,,,,,1.0,365659.11,0.98
1999-08-01,3,Halifax,0580,5.0,2.0,152.0,,,4,38.0,4.0,9.0,,,,,,,,,,,,0.0,365659.11,4.16
1999-09-01,3,Halifax,0580,2.0,1.0,152.0,,,76,2.0,0.0,4.909090909090909,,,,,,,,,,,,0.47,365659.11,4.16
1999-11-01,4,Halifax,0580,5.0,2.0,1308.0,,,20,65.4,4.4,10.0,,,,,,,,,,,,0.25,365659.11,35.77
1999-11-01,4,Halifax,0580,1.0,1.0,2024.0,,,2024,1.0,0.0,6.153846153846154,,,,,,,,,,,,0.96,365659.11,55.35
1999-11-01,4,Halifax,0580,4.0,2.0,32.0,,,8,4.0,2.5,7.5,,,,,,,,,,,,1.5,365659.11,0.88
1999-12-01,4,Halifax,0580,2.0,1.0,152.0,,,76,2.0,0.0,7.222222222222222,,,,,,,,,,,,0.22,365659.11,4.16
2000-01-01,1,Halifax,0580,4.0,1.0,12.0,,,4,3.0,2.0,,,,,,,,,,,,,0.0,368750.31,0.33
2000-03-01,1,Halifax,0580,2.0,1.0,96.0,,,48,2.0,0.0,4.0,,,,,,,,,,,,0.92,368750.31,2.6
2000-03-01,1,Halifax,0580,1.0,1.0,1284.0,,,1284,1.0,0.0,6.296296296296297,,,,,,,,,,,,0.61,368750.31,34.82
2000-03-01,1,Halifax,0580,5.0,2.0,960.0,,,12,80.0,1.33,15.0,,,,,,,,,,,,0.67,368750.31,26.03
2000-03-01,1,Halifax,0580,5.0,1.0,16.0,,,4,4.0,0.0,3.0,,,,,,,,,,,,0.0,368750.31,0.43
2000-04-01,2,Halifax,0580,4.0,1.0,24.0,,,4,6.0,2.0,,,,,,,,,,,,,,368750.31,0.65
2000-05-01,2,Halifax,0580,1.0,1.0,1172.0,,,1172,1.0,0.0,3.7547169811320753,,,,,,,,,,,,0.69,368750.31,31.78
2000-05-01,2,Halifax,0580,5.0,2.0,784.0,,,12,65.33,0.0,11.666666666666666,,,,,,,,,,,,1.0,368750.31,21.26
2000-06-01,2,Halifax,0580,2.0,1.0,80.0,,,40,2.0,0.0,4.0,,,,,,,,,,,,0.3,368750.31,2.17
2000-07-01,3,Halifax,0580,2.0,1.0,176.0,,,88,2.0,0.0,5.0,,,,,,,,,,,,0.23,368750.31,4.77
2000-08-01,3,Halifax,0580,1.0,1.0,1880.0,,,1880,1.0,0.0,3.634782608695652,,,,,,,,,,,,0.34,368750.31,50.98
2000-08-01,3,Halifax,0580,4.0,3.0,16.0,,,4,4.0,0.0,,,,,,,,,,,,,0.0,368750.31,0.43
2000-09-01,3,Halifax,0580,5.0,3.0,236.0,,,16,14.75,1.25,5.25,,,,,,,,,,,,0.0,368750.31,6.4
2000-10-01,4,Halifax,0580,2.0,1.0,120.0,,,60,2.0,0.0,3.7142857142857144,,,,,,,,,,,,1.15,368750.31,3.25
2000-10-01,4,Halifax,0580,1.0,1.0,1568.0,,,1568,1.0,0.0,3.8823529411764706,,,,,,,,,,,,0.77,368750.31,42.52
2000-10-01,4,Halifax,0580,4.0,3.0,16.0,,,4,4.0,0.0,,,,,,,,,,,,,0.0,368750.31,0.43
2000-10-01,4,Halifax,0580,5.0,2.0,748.0,,,12,62.33,3.67,7.666666666666667,,,,,,,,,,,,0.0,368750.31,20.28
2000-12-01,4,Halifax,0580,5.0,1.0,12.0,,,4,3.0,2.0,,,,,,,,,,,,,0.0,368750.31,0.33
2001-01-01,1,Halifax,0580,2.0,1.0,40.0,,,20,2.0,0.0,,,,,,,,,,,,,0.4,373983.16,1.07
2001-03-01,1,Halifax,0580,1.0,1.0,740.0,,,740,1.0,0.0,3.540983606557377,,,,,,,,,,,,0.33,373983.16,19.79
2001-03-01,1,Halifax,0580,5.0,2.0,308.0,,,4,77.0,8.0,12.0,,,,,,,,,,,,0.0,373983.16,8.24
2001-03-01,1,Halifax,0580,5.0,3.0,240.0,,,4,60.0,5.0,10.0,,,,,,,,,,,,1.0,373983.16,6.42
2001-04-01,2,Halifax,0580,5.0,2.0,288.0,,,4,72.0,0.0,14.0,,,,,,,,,,,,2.0,373983.16,7.7
2001-04-01,2,Halifax,0580,4.0,1.0,24.0,,,4,6.0,2.0,3.0,,,,,,,,,,,,0.0,373983.16,0.64
2001-04-01,2,Halifax,0580,5.0,3.0,708.0,,,12,59.0,2.0,9.666666666666666,,,,,,,,,,,,0.0,373983.16,18.93
2001-05-01,2,Halifax,0580,1.0,1.0,1040.0,,,1040,1.0,0.0,4.2,,,,,,,,,,,,0.76,373983.16,27.81
2001-06-01,2,Halifax,0580,2.0,1.0,136.0,,,68,2.0,0.0,4.0,,,,,,,,,,,,0.0,373983.16,3.64
2001-07-01,3,Halifax,0580,5.0,2.0,1188.0,,,20,59.4,3.2,12.2,,,,,,,,,,,,0.0,373983.16,31.77
2001-09-01,3,Halifax,0580,5.0,3.0,284.0,,,4,71.0,5.0,9.0,,,,,,,,,,,,0.0,373983.16,7.59
2001-09-01,3,Halifax,0580,1.0,1.0,1708.0,,,1708,1.0,0.0,3.463768115942029,,,,,,,,,,,,0.81,373983.16,45.67
2001-09-01,3,Halifax,0580,4.0,3.0,24.0,,,4,6.0,0.0,9.0,,,,,,,,,,,,2.0,373983.16,0.64
2001-09-01,3,Halifax,0580,2.0,1.0,72.0,,,36,2.0,0.0,3.0,,,,,,,,,,,,0.22,373983.16,1.93
2001-09-01,3,Halifax,0580,5.0,1.0,16.0,,,4,4.0,2.0,5.0,,,,,,,,,,,,0.0,373983.16,0.43
2001-10-01,4,Halifax,0580,5.0,2.0,652.0,,,16,40.75,3.5,7.0,,,,,,,,,,,,1.0,373983.16,17.43
2001-10-01,4,Halifax,0580,1.0,1.0,1312.0,,,1312,1.0,0.0,3.7669172932330826,,,,,,,,,,,,0.26,373983.16,35.08
2001-11-01,4,Halifax,0580,5.0,3.0,160.0,,,8,20.0,1.5,7.5,,,,,,,,,,,,0.5,373983.16,4.28
2001-12-01,4,Halifax,0580,4.0,3.0,32.0,,,4,8.0,0.0,5.0,,,,,,,,,,,,0.0,373983.16,0.86
2001-12-01,4,Halifax,0580,2.0,1.0,80.0,,,40,2.0,0.0,3.4285714285714284,,,,,,,,,,,,0.22,373983.16,2.14
2002-02-01,1,Halifax,0580,1.0,1.0,968.0,,,968,1.0,0.0,3.894308943089431,,,,,,,,,,,,1.14,377718.9,25.63
2002-02-01,1,Halifax,0580,5.0,3.0,20.0,,,4,5.0,0.0,9.0,,,,,,,,,,,,2.0,377718.9,0.53
2002-02-01,1,Halifax,0580,2.0,1.0,104.0,,,52,2.0,0.0,3.75,,,,,,,,,,,,0.33,377718.9,2.75
2002-03-01,1,Halifax,0580,5.0,2.0,1960.0,,,20,98.0,1.6,9.8,,,,,,,,,,,,0.6,377718.9,51.89
2002-03-01,1,Halifax,0580,1.0,2.0,4.0,,,4,1.0,0.0,,,,,,,,,,,,,0.0,377718.9,0.11
2002-04-01,2,Halifax,0580,1.0,1.0,1308.0,,,1308,1.0,0.0,3.590909090909091,,,,,,,,,,,,0.53,377718.9,34.63
2002-05-01,2,Halifax,0580,4.0,1.0,16.0,,,4,4.0,0.0,6.0,,,,,,,,,,,,0.0,377718.9,0.42
2002-05-01,2,Halifax,0580,1.0,2.0,8.0,,,8,1.0,0.0,,,,,,,,,,,,,0.0,377718.9,0.21
2002-06-01,2,Halifax,0580,5.0,3.0,484.0,,,8,60.5,5.0,12.5,,,,,,,,,,,,2.0,377718.9,12.81
2002-06-01,2,Halifax,0580,2.0,1.0,136.0,,,68,2.0,0.0,4.4,,,,,,,,,,,,0.4,377718.9,3.6
2002-06-01,2,Halifax,0580,5.0,2.0,304.0,,,4,76.0,4.0,6.0,,,,,,,,,,,,0.0,377718.9,8.05
2002-07-01,3,Halifax,0580,4.0,3.0,16.0,,,4,4.0,0.0,7.0,,,,,,,,,,,,2.0,377718.9,0.42
2002-07-01,3,Halifax,0580,1.0,1.0,1928.0,,,1928,1.0,0.0,3.940652818991098,,,,,,,,,,,,0.5,377718.9,51.04
2002-07-01,3,Halifax,0580,2.0,1.0,208.0,,,104,2.0,0.0,4.2,,,,,,,,,,,,0.08,377718.9,5.51
2002-08-01,3,Halifax,0580,5.0,2.0,228.0,,,4,57.0,5.0,11.0,,,,,,,,,,,,1.0,377718.9,6.04
2002-09-01,3,Halifax,0580,4.0,1.0,32.0,,,4,8.0,0.0,7.0,,,,,,,,,,,,0.0,377718.9,0.85
2002-10-01,4,Halifax,0580,4.0,1.0,64.0,,,12,5.33,1.33,6.0,,,,,,,,,,,,0.0,377718.9,1.69
2002-10-01,4,Halifax,0580,5.0,3.0,512.0,,,8,64.0,5.0,11.0,,,,,,,,,,,,0.0,377718.9,13.56
2002-11-01,4,Halifax,0580,5.0,2.0,16.0,,,4,4.0,2.0,5.0,,,,,,,,,,,,0.0,377718.9,0.42
2002-12-01,4,Halifax,0580,1.0,1.0,1892.0,,,1892,1.0,0.0,4.5476190476190474,,,,,,,,,,,,0.75,377718.9,50.09
2002-12-01,4,Halifax,0580,2.0,1.0,144.0,,,72,2.0,0.0,5.588235294117647,,,,,,,,,,,,0.44,377718.9,3.81
2003-02-01,1,Halifax,0580,5.0,2.0,576.0,,,8,72.0,0.0,13.0,,,,,,,,,,,,0.0,380503.52,15.14
2003-02-01,1,Halifax,0580,4.0,3.0,32.0,,,8,4.0,0.0,9.0,,,,,,,,,,,,0.0,380503.52,0.84
2003-03-01,1,Halifax,0580,4.0,1.0,84.0,,,20,4.2,0.0,7.6,,,,,,,,,,,,1.0,380503.52,2.21
2003-03-01,1,Halifax,0580,1.0,1.0,1648.0,,,1648,1.0,0.0,4.779036827195467,,,,,,,,,,,,1.07,380503.52,43.31
2003-03-01,1,Halifax,0580,1.0,2.0,36.0,,,36,1.0,0.0,,,,,,,,,,,,,0.0,380503.52,0.95
2003-03-01,1,Halifax,0580,2.0,1.0,80.0,,,40,2.0,0.0,5.0,,,,,,,,,,,,1.0,380503.52,2.1
2003-04-01,2,Halifax,0580,5.0,3.0,280.0,,,8,35.0,3.0,10.0,,,,,,,,,,,,-1.0,380503.52,7.36
2003-04-01,2,Halifax,0580,4.0,3.0,16.0,,,4,4.0,0.0,21.0,,,,,,,,,,,,0.0,380503.52,0.42
2003-05-01,2,Halifax,0580,1.0,1.0,1280.0,,,1280,1.0,0.0,4.1371681415929205,,,,,,,,,,,,0.36,380503.52,33.64
2003-05-01,2,Halifax,0580,4.0,1.0,64.0,,,8,8.0,0.0,4.5,,,,,,,,,,,,0.0,380503.52,1.68
2003-05-01,2,Halifax,0580,4.0,2.0,16.0,,,4,4.0,0.0,5.0,,,,,,,,,,,,11.0,380503.52,0.42
2003-05-01,2,Halifax,0580,2.0,1.0,256.0,,,128,2.0,0.0,4.956521739130435,,,,,,,,,,,,0.06,380503.52,6.73
2003-05-01,2,Halifax,0580,5.0,2.0,8.0,,,4,2.0,0.0,,,,,,,,,,,,,0.0,380503.52,0.21
2003-05-01,2,Halifax,0580,1.0,2.0,8.0,,,8,1.0,0.0,,,,,,,,,,,,,0.0,380503.52,0.21
2003-07-01,3,Halifax,0580,5.0,2.0,1320.0,,,24,55.0,2.0,10.5,,,,,,,,,,,,0.2,380503.52,34.69
2003-08-01,3,Halifax,0580,1.0,2.0,12.0,,,12,1.0,0.0,,,,,,,,,,,,,0.67,380503.52,0.32
2003-08-01,3,Halifax,0580,2.0,1.0,264.0,,,132,2.0,0.0,5.0,,,,,,,,,,,,0.06,380503.52,6.94
2003-08-01,3,Halifax,0580,1.0,1.0,1900.0,,,1900,1.0,0.0,4.445859872611465,,,,,,,,,,,,0.49,380503.52,49.93
2003-09-01,3,Halifax,0580,4.0,1.0,180.0,,,32,5.63,0.0,11.142857142857142,,,,,,,,,,,,0.0,380503.52,4.73
2003-09-01,3,Halifax,0580,4.0,3.0,36.0,,,8,4.5,0.0,8.5,,,,,,,,,,,,0.0,380503.52,0.95
2003-09-01,3,Halifax,0580,5.0,3.0,796.0,,,16,49.75,1.25,12.0,,,,,,,,,,,,2.0,380503.52,20.92
2003-09-01,3,Halifax,0580,4.0,2.0,24.0,,,4,6.0,0.0,,,,,,,,,,,,,0.0,380503.52,0.63
2003-09-01,3,Halifax,0580,5.0,1.0,16.0,,,4,4.0,0.0,16.0,,,,,,,,,,,,4.0,380503.52,0.42
2003-10-01,4,Halifax,0580,2.0,1.0,404.0,,,204,1.98,0.0,4.170731707317073,,,,,,,,,,,,0.16,380503.52,10.62
2003-11-01,4,Halifax,0580,1.0,2.0,8.0,,,8,1.0,0.0,,,,,,,,,,,,,0.0,380503.52,0.21
2003-11-01,4,Halifax,0580,5.0,3.0,240.0,,,4,60.0,0.0,11.0,,,,,,,,,,,,-2.0,380503.52,6.31
2003-11-01,4,Halifax,0580,4.0,1.0,88.0,,,20,4.4,0.0,10.2,,,,,,,,,,,,0.0,380503.52,2.31
2003-11-01,4,Halifax,0580,5.0,2.0,648.0,,,12,54.0,1.33,13.666666666666666,,,,,,,,,,,,0.33,380503.52,17.03
2003-11-01,4,Halifax,0580,1.0,1.0,2188.0,,,2188,1.0,0.0,3.9863325740318905,,,,,,,,,,,,0.17,380503.52,57.5
2004-01-01,1,Halifax,0580,2.0,1.0,144.0,,,72,2.0,0.0,4.0,,,,,,,,,,,,0.22,381569.23,3.77
2004-02-01,1,Halifax,0580,4.0,1.0,32.0,,,8,4.0,0.0,8.0,,,,,,,,,,,,0.0,381569.23,0.84
2004-02-01,1,Halifax,0580,1.0,2.0,4.0,,,4,1.0,0.0,,,,,,,,,,,,,1.0,381569.23,0.1
2004-03-01,1,Halifax,0580,4.0,3.0,44.0,,,8,5.5,0.0,10.5,,,,,,,,,,,,0.0,381569.23,1.15
2004-03-01,1,Halifax,0580,4.0,2.0,32.0,,,4,8.0,0.0,5.0,,,,,,,,,,,,3.0,381569.23,0.84
2004-03-01,1,Halifax,0580,5.0,3.0,220.0,,,8,27.5,2.5,9.0,,,,,,,,,,,,1.0,381569.23,5.77
2004-03-01,1,Halifax,0580,1.0,1.0,736.0,,,736,1.0,0.0,3.5751633986928106,,,,,,,,,,,,0.09,381569.23,19.29
2004-03-01,1,Halifax,0580,5.0,2.0,1108.0,,,24,46.17,0.83,9.333333333333334,,,,,,,,,,,,1.6,381569.23,29.04
2004-04-01,2,Halifax,0580,5.0,3.0,552.0,,,8,69.0,5.0,15.5,,,,,,,,,,,,0.0,381569.23,14.47
2004-05-01,2,Halifax,0580,2.0,1.0,88.0,,,44,2.0,0.0,4.714285714285714,,,,,,,,,,,,0.18,381569.23,2.31
2004-05-01,2,Halifax,0580,1.0,1.0,1136.0,,,1136,1.0,0.0,4.08252427184466,,,,,,,,,,,,0.16,381569.23,29.77
2004-05-01,2,Halifax,0580,1.0,2.0,8.0,,,8,1.0,0.0,,,,,,,,,,,,,0.0,381569.23,0.21
2004-06-01,2,Halifax,0580,4.0,1.0,112.0,,,32,3.5,0.25,8.875,,,,,,,,,,,,0.25,381569.23,2.94
2004-06-01,2,Halifax,0580,5.0,2.0,344.0,,,16,21.5,1.5,5.75,,,,,,,,,,,,2.33,381569.23,9.02
2004-07-01,3,Halifax,0580,1.0,2.0,8.0,,,8,1.0,0.0,,,,,,,,,,,,,2.0,381569.23,0.21
2004-08-01,3,Halifax,0580,4.0,1.0,144.0,,,32,4.5,0.5,11.0,,,,,,,,,,,,1.0,381569.23,3.77
2004-08-01,3,Halifax,0580,1.0,1.0,1992.0,,,1992,1.0,0.0,3.6456953642384105,,,,,,,,,,,,0.37,381569.23,52.21
2004-09-01,3,Halifax,0580,2.0,1.0,208.0,,,104,2.0,0.0,4.0,,,,,,,,,,,,0.27,381569.23,5.45
2004-09-01,3,Halifax,0580,4.0,3.0,192.0,,,44,4.36,0.18,8.727272727272727,,,,,,,,,,,,2.57,381569.23,5.03
2004-10-01,4,Halifax,0580,1.0,2.0,4.0,,,4,1.0,0.0,,,,,,,,,,,,,2.0,381569.23,0.1
2004-10-01,4,Halifax,0580,5.0,2.0,976.0,,,16,61.0,0.0,13.5,,,,,,,,,,,,0.0,381569.23,25.58
2004-12-01,4,Halifax,0580,4.0,1.0,308.0,,,68,4.53,0.0,10.0,,,,,,,,,,,,0.19,381569.23,8.07
2004-12-01,4,Halifax,0580,5.0,3.0,1104.0,,,12,92.0,1.67,16.333333333333332,,,,,,,,,,,,0.0,381569.23,28.93
2004-12-01,4,Halifax,0580,1.0,1.0,1936.0,,,1936,1.0,0.0,4.006872852233677,,,,,,,,,,,,0.1,381569.23,50.74
2004-12-01,4,Halifax,0580,2.0,1.0,120.0,,,60,2.0,0.0,3.7142857142857144,,,,,,,,,,,,0.0,381569.23,3.14
2005-01-01,1,Halifax,0580,4.0,1.0,220.0,,,40,5.5,0.0,9.1,,,,,,,,,,,,0.2,384407.3,5.72
2005-01-01,1,Halifax,0580,2.0,1.0,136.0,,,68,2.0,0.0,5.071428571428571,,,,,,,,,,,,0.06,384407.3,3.54
2005-01-01,1,Halifax,0580,1.0,2.0,4.0,,,4,1.0,0.0,,,,,,,,,,,,,1.0,384407.3,0.1
2005-02-01,1,Halifax,0580,5.0,2.0,8.0,,,4,2.0,0.0,4.0,,,,,,,,,,,,0.0,384407.3,0.21
2005-02-01,1,Halifax,0580,5.0,3.0,160.0,,,8,20.0,0.0,18.0,,,,,,,,,,,,0.5,384407.3,4.16
2005-03-01,1,Halifax,0580,1.0,1.0,912.0,,,912,1.0,0.0,4.257425742574258,,,,,,,,,,,,0.12,384407.3,23.72
2005-04-01,2,Halifax,0580,4.0,1.0,112.0,,,24,4.67,0.0,7.833333333333333,,,,,,,,,,,,0.5,384407.3,2.91
2005-04-01,2,Halifax,0580,1.0,1.0,876.0,,,876,1.0,0.0,4.160714285714286,,,,,,,,,,,,0.22,384407.3,22.79
2005-05-01,2,Halifax,0580,2.0,1.0,40.0,,,20,2.0,0.0,4.0,,,,,,,,,,,,0.0,384407.3,1.04
2005-05-01,2,Halifax,0580,5.0,1.0,36.0,,,8,4.5,0.0,8.0,,,,,,,,,,,,0.0,384407.3,0.94
2005-05-01,2,Halifax,0580,5.0,3.0,144.0,,,4,36.0,0.0,10.0,,,,,,,,,,,,0.0,384407.3,3.75
2005-06-01,2,Halifax,0580,5.0,2.0,276.0,,,8,34.5,0.0,12.0,,,,,,,,,,,,0.0,384407.3,7.18
2005-06-01,2,Halifax,0580,1.0,2.0,4.0,,,4,1.0,0.0,,,,,,,,,,,,,0.0,384407.3,0.1
2005-07-01,3,Halifax,0580,2.0,1.0,160.0,,,80,2.0,0.0,4.176470588235294,,,,,,,,,,,,0.0,384407.3,4.16
2005-07-01,3,Halifax,0580,1.0,2.0,4.0,,,4,1.0,0.0,4.0,,,,,,,,,,,,1.0,384407.3,0.1
2005-08-01,3,Halifax,0580,1.0,1.0,1400.0,,,1400,1.0,0.0,3.989130434782609,,,,,,,,,,,,0.1,384407.3,36.42
2005-08-01,3,Halifax,0580,4.0,1.0,164.0,,,36,4.56,0.0,5.75,,,,,,,,,,,,0.22,384407.3,4.27
2005-08-01,3,Halifax,0580,4.0,3.0,32.0,,,8,4.0,0.0,13.0,,,,,,,,,,,,0.0,384407.3,0.83
2005-09-01,3,Halifax,0580,5.0,2.0,188.0,,,8,23.5,0.0,8.5,,,,,,,,,,,,0.5,384407.3,4.89
2005-09-01,3,Halifax,0580,5.0,3.0,200.0,,,4,50.0,0.0,13.0,,,,,,,,,,,,0.0,384407.3,5.2
2005-10-01,4,Halifax,0580,5.0,3.0,276.0,,,4,69.0,0.0,23.0,,,,,,,,,,,,1.0,384407.3,7.18
2005-10-01,4,Halifax,0580,5.0,2.0,1436.0,,,20,71.8,0.0,22.0,,,,,,,,,,,,1.25,384407.3,37.36
2005-10-01,4,Halifax,0580,5.0,1.0,8.0,,,4,2.0,0.0,5.0,,,,,,,,,,,,0.0,384407.3,0.21
2005-10-01,4,Halifax,0580,4.0,1.0,188.0,,,44,4.27,0.0,6.363636363636363,,,,,,,,,,,,0.0,384407.3,4.89
2005-11-01,4,Halifax,0580,2.0,1.0,144.0,,,72,2.0,0.0,5.5,,,,,,,,,,,,0.0,384407.3,3.75
2005-12-01,4,Halifax,0580,1.0,1.0,1836.0,,,1836,1.0,0.0,4.494475138121547,,,,,,,,,,,,0.16,384407.3,47.76
2006-01-01,1,Halifax,0580,5.0,3.0,448.0,,,12,37.33,0.0,12.666666666666666,,,,,,,,,,,,0.67,386017.78,11.61
2006-01-01,1,Halifax,0580,1.0,1.0,696.0,,,696,1.0,0.0,4.060975609756097,,,,,,,,,,,,0.1,386017.78,18.03
2006-01-01,1,Halifax,0580,4.0,1.0,120.0,,,24,5.0,0.0,10.333333333333334,,,,,,,,,,,,0.83,386017.78,3.11
2006-01-01,1,Halifax,0580,1.0,2.0,4.0,,,4,1.0,0.0,,,,,,,,,,,,,0.0,386017.78,0.1
2006-03-01,1,Halifax,0580,5.0,2.0,340.0,,,8,42.5,0.0,9.5,,,,,,,,,,,,1.0,386017.78,8.81
2006-03-01,1,Halifax,0580,2.0,1.0,160.0,,,80,2.0,0.0,3.9,,,,,,,,,,,,0.3,386017.78,4.14
2006-04-01,2,Halifax,0580,5.0,3.0,820.0,,,16,51.25,0.75,18.75,,,,,,,,,,,,0.67,386017.78,21.24
2006-04-01,2,Halifax,0580,2.0,1.0,136.0,,,68,2.0,0.0,4.75,,,,,,,,,,,,0.0,386017.78,3.52
2006-05-01,2,Halifax,0580,4.0,3.0,24.0,,,8,3.0,0.0,9.0,,,,,,,,,,,,0.0,386017.78,0.62
2006-05-01,2,Halifax,0580,1.0,1.0,864.0,,,864,1.0,0.0,4.47953216374269,,,,,,,,,,,,0.26,386017.78,22.38
2006-06-01,2,Halifax,0580,4.0,1.0,84.0,,,16,5.25,0.0,9.0,,,,,,,,,,,,0.0,386017.78,2.18
2006-06-01,2,Halifax,0580,5.0,2.0,160.0,,,4,40.0,0.0,14.0,,,,,,,,,,,,0.0,386017.78,4.14
2006-07-01,3,Halifax,0580,5.0,3.0,528.0,,,8,66.0,0.0,12.0,,,,,,,,,,,,1.5,386017.78,13.68
2006-07-01,3,Halifax,0580,1.0,1.0,1128.0,,,1128,1.0,0.0,4.573705179282869,,,,,,,,,,,,0.11,386017.78,29.22
2006-08-01,3,Halifax,0580,2.0,1.0,120.0,,,60,2.0,0.0,4.111111111111111,,,,,,,,,,,,0.0,386017.78,3.11
2006-08-01,3,Halifax,0580,5.0,2.0,108.0,,,8,13.5,0.0,7.0,,,,,,,,,,,,0.5,386017.78,2.8
2006-09-01,3,Halifax,0580,4.0,1.0,164.0,,,40,4.1,0.0,7.9,,,,,,,,,,,,0.0,386017.78,4.25
