reference_period,ref_qq,metro,metcode,dweltype,mkttycd,total_completions,completions_accsuite,completions_no_accsuite,num_structures,unitsperstructure,avgstorycount,avglengthofconstr,bachelor_units,one_bedrooms,two_bedrooms,three_bedrooms,four_bedrooms,tot_units,total_avg_unitsize_sqm,total_avg_unitsize_sqft,total_avg_price,total_min_price,total_max_price,avgpermit_to_start_time,population,comp_per_10kpop
1988-06-01,2,Calgary,0140,2.0,1.0,8.0,,,4,2.0,0.0,11.0,,,,,,,,,,,,0.0,724449.87,0.11
1988-06-01,2,Calgary,0140,4.0,1.0,160.0,,,4,40.0,0.0,7.0,,,,,,,,,,,,3.0,724449.87,2.21
1988-06-01,2,Calgary,0140,5.0,2.0,256.0,,,4,64.0,0.0,11.0,,,,,,,,,,,,5.0,724449.87,3.53
1988-06-01,2,Calgary,0140,1.0,1.0,580.0,,,580,1.0,0.0,5.640625,,,,,,,,,,,,1.42,724449.87,8.01
1988-06-01,2,Calgary,0140,5.0,4.0,416.0,,,4,104.0,0.0,19.0,,,,,,,,,,,,0.0,724449.87,5.74
1988-07-01,3,Calgary,0140,2.0,1.0,288.0,,,144,2.0,0.0,9.057142857142857,,,,,,,,,,,,1.28,724449.87,3.98
1988-08-01,3,Calgary,0140,1.0,1.0,3564.0,,,3564,1.0,0.0,5.378419452887538,,,,,,,,,,,,0.81,724449.87,49.2
1988-09-01,3,Calgary,0140,4.0,1.0,12.0,,,4,3.0,0.0,10.0,,,,,,,,,,,,1.0,724449.87,0.17
1988-10-01,4,Calgary,0140,1.0,1.0,3928.0,,,3928,1.0,0.0,5.9526315789473685,,,,,,,,,,,,0.62,724449.87,54.22
1988-11-01,4,Calgary,0140,2.0,1.0,440.0,,,220,2.0,0.0,4.551020408163265,,,,,,,,,,,,0.33,724449.87,6.07
1988-11-01,4,Calgary,0140,4.0,1.0,236.0,,,24,9.83,0.33,10.666666666666666,,,,,,,,,,,,2.17,724449.87,3.26
1988-12-01,4,Calgary,0140,5.0,2.0,32.0,,,8,4.0,20.0,11.0,,,,,,,,,,,,1.0,724449.87,0.44
1989-02-01,1,Calgary,0140,1.0,2.0,4.0,,,4,1.0,0.0,3.0,,,,,,,,,,,,2.0,747414.6,0.05
1989-02-01,1,Calgary,0140,1.0,1.0,2728.0,,,2728,1.0,0.0,4.733333333333333,,,,,,,,,,,,0.57,747414.6,36.5
1989-03-01,1,Calgary,0140,5.0,1.0,16.0,,,4,4.0,2.0,8.0,,,,,,,,,,,,0.0,747414.6,0.21
1989-03-01,1,Calgary,0140,2.0,1.0,8.0,,,4,2.0,0.0,4.0,,,,,,,,,,,,0.0,747414.6,0.11
1989-04-01,2,Calgary,0140,1.0,1.0,5020.0,,,5020,1.0,0.0,4.67843631778058,,,,,,,,,,,,0.45,747414.6,67.16
1989-04-01,2,Calgary,0140,2.0,1.0,304.0,,,152,2.0,0.0,6.631578947368421,,,,,,,,,,,,0.16,747414.6,4.07
1989-05-01,2,Calgary,0140,1.0,2.0,92.0,,,92,1.0,0.0,,,,,,,,,,,,,0.96,747414.6,1.23
1989-06-01,2,Calgary,0140,2.0,2.0,24.0,,,12,2.0,0.0,3.0,,,,,,,,,,,,5.67,747414.6,0.32
1989-07-01,3,Calgary,0140,4.0,2.0,896.0,,,160,5.6,0.0,4.225,,,,,,,,,,,,1.0,747414.6,11.99
1989-07-01,3,Calgary,0140,2.0,2.0,24.0,,,12,2.0,0.0,5.666666666666667,,,,,,,,,,,,1.0,747414.6,0.32
1989-07-01,3,Calgary,0140,4.0,1.0,124.0,,,24,5.17,0.5,6.0,,,,,,,,,,,,1.67,747414.6,1.66
1989-08-01,3,Calgary,0140,1.0,2.0,112.0,,,112,1.0,0.0,3.2666666666666666,,,,,,,,,,,,0.25,747414.6,1.5
1989-08-01,3,Calgary,0140,5.0,1.0,16.0,,,4,4.0,0.0,7.0,,,,,,,,,,,,5.0,747414.6,0.21
1989-08-01,3,Calgary,0140,1.0,1.0,5196.0,,,5196,1.0,0.0,4.2004950495049505,,,,,,,,,,,,0.32,747414.6,69.52
1989-08-01,3,Calgary,0140,2.0,1.0,48.0,,,24,2.0,0.0,7.5,,,,,,,,,,,,1.17,747414.6,0.64
1989-10-01,4,Calgary,0140,2.0,2.0,8.0,,,4,2.0,0.0,5.0,,,,,,,,,,,,0.0,747414.6,0.11
1989-11-01,4,Calgary,0140,2.0,1.0,176.0,,,88,2.0,0.0,4.809523809523809,,,,,,,,,,,,0.41,747414.6,2.35
1989-11-01,4,Calgary,0140,5.0,2.0,32.0,,,8,4.0,1.0,4.5,,,,,,,,,,,,1.0,747414.6,0.43
1989-11-01,4,Calgary,0140,1.0,2.0,60.0,,,60,1.0,0.0,3.4615384615384617,,,,,,,,,,,,0.4,747414.6,0.8
1989-11-01,4,Calgary,0140,1.0,1.0,5044.0,,,5044,1.0,0.0,4.321078431372549,,,,,,,,,,,,0.38,747414.6,67.49
1989-11-01,4,Calgary,0140,4.0,1.0,124.0,,,36,3.44,0.0,4.111111111111111,,,,,,,,,,,,-0.67,747414.6,1.66
1990-01-01,1,Calgary,0140,4.0,3.0,48.0,,,8,6.0,0.0,6.5,,,,,,,,,,,,-0.5,764404.2,0.63
1990-02-01,1,Calgary,0140,5.0,2.0,8.0,,,4,2.0,0.0,7.0,,,,,,,,,,,,0.0,764404.2,0.1
1990-02-01,1,Calgary,0140,1.0,1.0,5836.0,,,5836,1.0,0.0,4.376425855513308,,,,,,,,,,,,0.32,764404.2,76.35
1990-03-01,1,Calgary,0140,4.0,1.0,304.0,,,68,4.47,0.0,6.411764705882353,,,,,,,,,,,,1.47,764404.2,3.98
1990-03-01,1,Calgary,0140,2.0,1.0,208.0,,,104,2.0,0.0,4.888888888888889,,,,,,,,,,,,0.38,764404.2,2.72
1990-03-01,1,Calgary,0140,2.0,2.0,16.0,,,8,2.0,0.0,,,,,,,,,,,,,0.0,764404.2,0.21
1990-03-01,1,Calgary,0140,1.0,2.0,32.0,,,32,1.0,0.0,3.857142857142857,,,,,,,,,,,,0.5,764404.2,0.42
1990-03-01,1,Calgary,0140,2.0,3.0,8.0,,,4,2.0,0.0,,,,,,,,,,,,,0.0,764404.2,0.1
1990-05-01,2,Calgary,0140,1.0,1.0,7468.0,,,7468,1.0,0.0,4.208256880733945,,,,,,,,,,,,0.4,764404.2,97.7
1990-05-01,2,Calgary,0140,2.0,2.0,24.0,,,12,2.0,0.0,9.5,,,,,,,,,,,,2.0,764404.2,0.31
1990-05-01,2,Calgary,0140,4.0,1.0,204.0,,,52,3.92,0.0,3.4615384615384617,,,,,,,,,,,,3.85,764404.2,2.67
1990-05-01,2,Calgary,0140,5.0,3.0,68.0,,,12,5.67,0.0,7.0,,,,,,,,,,,,-2.33,764404.2,0.89
1990-05-01,2,Calgary,0140,1.0,2.0,24.0,,,24,1.0,0.0,4.0,,,,,,,,,,,,1.17,764404.2,0.31
1990-05-01,2,Calgary,0140,4.0,3.0,300.0,,,72,4.17,0.0,8.88888888888889,,,,,,,,,,,,-1.17,764404.2,3.92
1990-06-01,2,Calgary,0140,1.0,3.0,4.0,,,4,1.0,0.0,3.0,,,,,,,,,,,,0.0,764404.2,0.05
1990-06-01,2,Calgary,0140,2.0,1.0,936.0,,,468,2.0,0.0,16.009090909090908,,,,,,,,,,,,0.81,764404.2,12.24
1990-06-01,2,Calgary,0140,5.0,2.0,684.0,,,28,24.43,0.0,6.571428571428571,,,,,,,,,,,,0.0,764404.2,8.95
1990-06-01,2,Calgary,0140,2.0,3.0,328.0,,,164,2.0,0.0,5.787878787878788,,,,,,,,,,,,-3.0,764404.2,4.29
1990-07-01,3,Calgary,0140,5.0,3.0,32.0,,,8,4.0,0.0,7.0,,,,,,,,,,,,1.0,764404.2,0.42
1990-07-01,3,Calgary,0140,5.0,2.0,336.0,,,12,28.0,0.0,9.0,,,,,,,,,,,,0.0,764404.2,4.4
1990-07-01,3,Calgary,0140,1.0,1.0,7580.0,,,7580,1.0,0.0,4.5675675675675675,,,,,,,,,,,,0.33,764404.2,99.16
1990-07-01,3,Calgary,0140,2.0,1.0,56.0,,,28,2.0,0.0,11.142857142857142,,,,,,,,,,,,0.0,764404.2,0.73
1990-07-01,3,Calgary,0140,4.0,3.0,220.0,,,48,4.58,0.0,5.636363636363637,,,,,,,,,,,,-0.17,764404.2,2.88
1990-08-01,3,Calgary,0140,2.0,3.0,152.0,,,76,2.0,0.0,4.684210526315789,,,,,,,,,,,,0.11,764404.2,1.99
1990-08-01,3,Calgary,0140,1.0,3.0,4.0,,,4,1.0,0.0,6.0,,,,,,,,,,,,1.0,764404.2,0.05
1990-08-01,3,Calgary,0140,2.0,2.0,8.0,,,4,2.0,0.0,4.0,,,,,,,,,,,,0.0,764404.2,0.1
1990-09-01,3,Calgary,0140,1.0,2.0,20.0,,,20,1.0,0.0,4.75,,,,,,,,,,,,0.4,764404.2,0.26
1990-10-01,4,Calgary,0140,2.0,2.0,8.0,,,4,2.0,0.0,7.0,,,,,,,,,,,,3.0,764404.2,0.1
1990-10-01,4,Calgary,0140,4.0,3.0,132.0,,,32,4.13,0.0,7.5,,,,,,,,,,,,1.0,764404.2,1.73
1990-10-01,4,Calgary,0140,1.0,1.0,4756.0,,,4756,1.0,0.0,5.278606965174129,,,,,,,,,,,,0.49,764404.2,62.22
1990-10-01,4,Calgary,0140,2.0,1.0,120.0,,,60,2.0,0.0,8.307692307692308,,,,,,,,,,,,1.07,764404.2,1.57
1990-10-01,4,Calgary,0140,2.0,3.0,104.0,,,52,2.0,0.0,8.0,,,,,,,,,,,,0.92,764404.2,1.36
1990-11-01,4,Calgary,0140,1.0,2.0,4.0,,,4,1.0,0.0,7.0,,,,,,,,,,,,0.0,764404.2,0.05
1990-11-01,4,Calgary,0140,5.0,1.0,4.0,,,4,1.0,0.0,5.0,,,,,,,,,,,,2.0,764404.2,0.05
1991-01-01,1,Calgary,0140,2.0,2.0,56.0,,,28,2.0,0.0,4.857142857142857,,,,,,,,,,,,0.29,779040.07,0.72
1991-01-01,1,Calgary,0140,2.0,3.0,40.0,,,20,2.0,0.0,4.8,,,,,,,,,,,,0.0,779040.07,0.51
1991-02-01,1,Calgary,0140,1.0,1.0,3596.0,,,3596,1.0,0.0,4.736,,,,,,,,,,,,0.87,779040.07,46.16
1991-03-01,1,Calgary,0140,5.0,2.0,24.0,,,4,6.0,2.0,6.0,,,,,,,,,,,,1.0,779040.07,0.31
1991-03-01,1,Calgary,0140,5.0,3.0,228.0,,,4,57.0,9.0,9.0,,,,,,,,,,,,0.0,779040.07,2.93
1991-03-01,1,Calgary,0140,2.0,1.0,92.0,,,48,1.92,0.0,4.1,,,,,,,,,,,,0.92,779040.07,1.18
1991-03-01,1,Calgary,0140,4.0,3.0,56.0,,,8,7.0,0.0,7.0,,,,,,,,,,,,0.0,779040.07,0.72
1991-04-01,2,Calgary,0140,4.0,3.0,308.0,,,52,5.92,0.0,9.166666666666666,,,,,,,,,,,,0.77,779040.07,3.95
1991-04-01,2,Calgary,0140,5.0,3.0,416.0,,,8,52.0,0.0,9.0,,,,,,,,,,,,0.0,779040.07,5.34
1991-05-01,2,Calgary,0140,5.0,2.0,344.0,,,20,17.2,0.6,8.6,,,,,,,,,,,,1.4,779040.07,4.42
1991-05-01,2,Calgary,0140,2.0,1.0,120.0,,,60,2.0,0.0,7.0,,,,,,,,,,,,0.27,779040.07,1.54
1991-06-01,2,Calgary,0140,4.0,2.0,16.0,,,4,4.0,0.0,6.0,,,,,,,,,,,,1.0,779040.07,0.21
1991-06-01,2,Calgary,0140,1.0,1.0,3552.0,,,3552,1.0,0.0,4.577981651376147,,,,,,,,,,,,0.48,779040.07,45.59
1991-07-01,3,Calgary,0140,1.0,1.0,4748.0,,,4748,1.0,0.0,4.073033707865169,,,,,,,,,,,,0.29,779040.07,60.95
1991-07-01,3,Calgary,0140,5.0,3.0,736.0,,,100,7.36,0.12,12.84,,,,,,,,,,,,-12.68,779040.07,9.45
1991-07-01,3,Calgary,0140,4.0,1.0,20.0,,,4,5.0,0.0,,,,,,,,,,,,,2.0,779040.07,0.26
1991-07-01,3,Calgary,0140,4.0,2.0,308.0,,,68,4.53,0.0,13.705882352941176,,,,,,,,,,,,0.06,779040.07,3.95
1991-07-01,3,Calgary,0140,2.0,2.0,8.0,,,4,2.0,0.0,14.0,,,,,,,,,,,,7.0,779040.07,0.1
1991-07-01,3,Calgary,0140,2.0,3.0,48.0,,,24,2.0,0.0,17.0,,,,,,,,,,,,0.0,779040.07,0.62
1991-09-01,3,Calgary,0140,2.0,1.0,176.0,,,88,2.0,0.0,4.461538461538462,,,,,,,,,,,,1.18,779040.07,2.26
1991-10-01,4,Calgary,0140,2.0,2.0,32.0,,,16,2.0,0.0,8.0,,,,,,,,,,,,-2.5,779040.07,0.41
1991-10-01,4,Calgary,0140,2.0,1.0,152.0,,,76,2.0,0.0,6.0,,,,,,,,,,,,0.74,779040.07,1.95
1991-10-01,4,Calgary,0140,4.0,2.0,40.0,,,12,3.33,0.0,4.666666666666667,,,,,,,,,,,,1.67,779040.07,0.51
1991-10-01,4,Calgary,0140,1.0,1.0,4124.0,,,4124,1.0,0.0,4.126436781609195,,,,,,,,,,,,0.38,779040.07,52.94
1991-10-01,4,Calgary,0140,5.0,4.0,164.0,,,4,41.0,0.0,6.0,,,,,,,,,,,,1.0,779040.07,2.11
1991-11-01,4,Calgary,0140,5.0,2.0,196.0,,,20,9.8,0.0,6.4,,,,,,,,,,,,0.2,779040.07,2.52
1991-11-01,4,Calgary,0140,4.0,1.0,16.0,,,4,4.0,0.0,4.0,,,,,,,,,,,,0.0,779040.07,0.21
1991-11-01,4,Calgary,0140,5.0,3.0,172.0,,,16,10.75,0.0,14.333333333333334,,,,,,,,,,,,2.5,779040.07,2.21
1991-12-01,4,Calgary,0140,4.0,3.0,472.0,,,104,4.54,0.0,13.0,,,,,,,,,,,,-3.65,779040.07,6.06
1992-01-01,1,Calgary,0140,4.0,3.0,420.0,,,100,4.2,0.0,8.96,,,,,,,,,,,,-3.6,789289.72,5.32
1992-02-01,1,Calgary,0140,2.0,1.0,248.0,,,124,2.0,0.0,3.588235294117647,,,,,,,,,,,,0.42,789289.72,3.14
1992-02-01,1,Calgary,0140,4.0,2.0,100.0,,,20,5.0,0.0,13.4,,,,,,,,,,,,-11.0,789289.72,1.27
1992-02-01,1,Calgary,0140,1.0,1.0,3968.0,,,3968,1.0,0.0,4.0893470790378,,,,,,,,,,,,0.46,789289.72,50.27
1992-02-01,1,Calgary,0140,5.0,3.0,16.0,,,4,4.0,0.0,7.0,,,,,,,,,,,,5.0,789289.72,0.2
1992-02-01,1,Calgary,0140,2.0,2.0,48.0,,,24,2.0,0.0,13.666666666666666,,,,,,,,,,,,-11.5,789289.72,0.61
1992-02-01,1,Calgary,0140,5.0,1.0,72.0,,,4,18.0,0.0,,,,,,,,,,,,,3.0,789289.72,0.91
1992-02-01,1,Calgary,0140,1.0,2.0,8.0,,,8,1.0,0.0,15.0,,,,,,,,,,,,-14.0,789289.72,0.1
1992-03-01,1,Calgary,0140,4.0,1.0,24.0,,,8,3.0,0.0,6.0,,,,,,,,,,,,2.0,789289.72,0.3
1992-03-01,1,Calgary,0140,5.0,2.0,20.0,,,4,5.0,0.0,4.0,,,,,,,,,,,,0.0,789289.72,0.25
1992-03-01,1,Calgary,0140,2.0,3.0,8.0,,,4,2.0,0.0,,,,,,,,,,,,,0.0,789289.72,0.1
1992-04-01,2,Calgary,0140,2.0,3.0,48.0,,,24,2.0,0.0,7.5,,,,,,,,,,,,-1.67,789289.72,0.61
1992-04-01,2,Calgary,0140,4.0,2.0,160.0,,,36,4.44,0.0,15.555555555555555,,,,,,,,,,,,-10.44,789289.72,2.03
1992-04-01,2,Calgary,0140,1.0,1.0,5608.0,,,5608,1.0,0.0,4.192176870748299,,,,,,,,,,,,0.28,789289.72,71.05
1992-04-01,2,Calgary,0140,2.0,2.0,8.0,,,4,2.0,0.0,10.0,,,,,,,,,,,,0.0,789289.72,0.1
1992-04-01,2,Calgary,0140,1.0,2.0,4.0,,,4,1.0,0.0,7.0,,,,,,,,,,,,0.0,789289.72,0.05
1992-05-01,2,Calgary,0140,4.0,3.0,324.0,,,60,5.4,0.0,10.933333333333334,,,,,,,,,,,,-5.13,789289.72,4.1
1992-06-01,2,Calgary,0140,5.0,1.0,16.0,,,4,4.0,0.0,7.0,,,,,,,,,,,,0.0,789289.72,0.2
1992-06-01,2,Calgary,0140,5.0,2.0,136.0,,,8,17.0,0.0,10.5,,,,,,,,,,,,0.5,789289.72,1.72
1992-06-01,2,Calgary,0140,2.0,1.0,328.0,,,164,2.0,0.0,4.742857142857143,,,,,,,,,,,,0.49,789289.72,4.16
1992-06-01,2,Calgary,0140,5.0,3.0,120.0,,,24,5.0,0.0,6.666666666666667,,,,,,,,,,,,2.17,789289.72,1.52
1992-07-01,3,Calgary,0140,2.0,3.0,24.0,,,12,2.0,0.0,16.666666666666668,,,,,,,,,,,,1.67,789289.72,0.3
1992-07-01,3,Calgary,0140,4.0,1.0,16.0,,,4,4.0,0.0,5.0,,,,,,,,,,,,0.0,789289.72,0.2
1992-07-01,3,Calgary,0140,1.0,1.0,7096.0,,,7096,1.0,0.0,5.459677419354839,,,,,,,,,,,,0.23,789289.72,89.9
1992-08-01,3,Calgary,0140,5.0,3.0,12.0,,,4,3.0,0.0,12.0,,,,,,,,,,,,-9.0,789289.72,0.15
1992-08-01,3,Calgary,0140,4.0,3.0,324.0,,,96,3.38,0.0,6.565217391304348,,,,,,,,,,,,-2.25,789289.72,4.1
1992-08-01,3,Calgary,0140,2.0,1.0,288.0,,,144,2.0,0.0,5.956521739130435,,,,,,,,,,,,0.28,789289.72,3.65
1992-09-01,3,Calgary,0140,2.0,2.0,8.0,,,4,2.0,0.0,6.0,,,,,,,,,,,,0.0,789289.72,0.1
1992-10-01,4,Calgary,0140,1.0,1.0,5572.0,,,5572,1.0,0.0,4.2052565707133915,,,,,,,,,,,,0.25,789289.72,70.6
1992-10-01,4,Calgary,0140,5.0,2.0,44.0,,,4,11.0,0.0,7.0,,,,,,,,,,,,1.0,789289.72,0.56
1992-10-01,4,Calgary,0140,2.0,1.0,256.0,,,128,2.0,0.0,7.105263157894737,,,,,,,,,,,,-0.66,789289.72,3.24
1992-10-01,4,Calgary,0140,2.0,3.0,80.0,,,40,2.0,0.0,5.0,,,,,,,,,,,,0.4,789289.72,1.01
1992-11-01,4,Calgary,0140,4.0,3.0,460.0,,,104,4.42,0.0,4.454545454545454,,,,,,,,,,,,0.38,789289.72,5.83
1992-11-01,4,Calgary,0140,2.0,2.0,16.0,,,8,2.0,0.0,16.5,,,,,,,,,,,,0.0,789289.72,0.2
1992-12-01,4,Calgary,0140,5.0,1.0,16.0,,,4,4.0,0.0,5.0,,,,,,,,,,,,0.0,789289.72,0.2
1992-12-01,4,Calgary,0140,5.0,3.0,140.0,,,8,17.5,0.0,8.0,,,,,,,,,,,,2.0,789289.72,1.77
1993-01-01,1,Calgary,0140,1.0,3.0,24.0,,,24,1.0,0.0,3.5,,,,,,,,,,,,0.33,803617.45,0.3
1993-01-01,1,Calgary,0140,4.0,4.0,196.0,,,32,6.13,0.0,5.75,,,,,,,,,,,,1.0,803617.45,2.44
1993-01-01,1,Calgary,0140,4.0,3.0,48.0,,,12,4.0,0.0,8.333333333333334,,,,,,,,,,,,-1.0,803617.45,0.6
1993-02-01,1,Calgary,0140,5.0,2.0,200.0,,,4,50.0,0.0,8.0,,,,,,,,,,,,1.0,803617.45,2.49
1993-02-01,1,Calgary,0140,5.0,1.0,16.0,,,4,4.0,0.0,3.0,,,,,,,,,,,,0.0,803617.45,0.2
1993-02-01,1,Calgary,0140,2.0,1.0,64.0,,,32,2.0,0.0,5.25,,,,,,,,,,,,0.13,803617.45,0.8
1993-03-01,1,Calgary,0140,1.0,1.0,4136.0,,,4136,1.0,0.0,4.099861303744799,,,,,,,,,,,,0.21,803617.45,51.47
1993-03-01,1,Calgary,0140,2.0,3.0,184.0,,,92,2.0,0.0,4.695652173913044,,,,,,,,,,,,1.13,803617.45,2.29
1993-04-01,2,Calgary,0140,4.0,4.0,52.0,,,12,4.33,0.0,6.0,,,,,,,,,,,,2.0,803617.45,0.65
1993-04-01,2,Calgary,0140,1.0,1.0,5428.0,,,5428,1.0,0.0,4.298472385428907,,,,,,,,,,,,0.28,803617.45,67.54
1993-04-01,2,Calgary,0140,2.0,3.0,136.0,,,68,2.0,0.0,7.117647058823529,,,,,,,,,,,,-0.06,803617.45,1.69
1993-05-01,2,Calgary,0140,5.0,3.0,56.0,,,12,4.67,0.0,4.0,,,,,,,,,,,,0.33,803617.45,0.7
1993-05-01,2,Calgary,0140,1.0,3.0,8.0,,,8,1.0,0.0,5.5,,,,,,,,,,,,0.0,803617.45,0.1
1993-06-01,2,Calgary,0140,4.0,3.0,644.0,,,148,4.35,0.0,5.241379310344827,,,,,,,,,,,,0.46,803617.45,8.01
1993-06-01,2,Calgary,0140,2.0,1.0,280.0,,,140,2.0,0.0,5.757575757575758,,,,,,,,,,,,0.6,803617.45,3.48
1993-07-01,3,Calgary,0140,4.0,1.0,16.0,,,4,4.0,0.0,17.0,,,,,,,,,,,,0.0,803617.45,0.2
1993-07-01,3,Calgary,0140,1.0,3.0,32.0,,,32,1.0,0.0,9.375,,,,,,,,,,,,0.0,803617.45,0.4
1993-07-01,3,Calgary,0140,4.0,3.0,640.0,,,140,4.57,0.0,11.46875,,,,,,,,,,,,1.89,803617.45,7.96
1993-07-01,3,Calgary,0140,1.0,1.0,5528.0,,,5528,1.0,0.0,4.189917936694021,,,,,,,,,,,,0.15,803617.45,68.79
1993-08-01,3,Calgary,0140,4.0,2.0,56.0,,,8,7.0,0.0,5.0,,,,,,,,,,,,2.0,803617.45,0.7
1993-09-01,3,Calgary,0140,2.0,1.0,312.0,,,156,2.0,0.0,6.142857142857143,,,,,,,,,,,,0.21,803617.45,3.88
1993-09-01,3,Calgary,0140,2.0,3.0,88.0,,,44,2.0,0.0,7.0,,,,,,,,,,,,0.45,803617.45,1.1
1993-10-01,4,Calgary,0140,2.0,1.0,168.0,,,84,2.0,0.0,9.05,,,,,,,,,,,,-0.67,803617.45,2.09
1993-10-01,4,Calgary,0140,2.0,3.0,112.0,,,56,2.0,0.0,7.384615384615385,,,,,,,,,,,,1.14,803617.45,1.39
1993-10-01,4,Calgary,0140,1.0,1.0,5496.0,,,5496,1.0,0.0,4.370744010088273,,,,,,,,,,,,0.22,803617.45,68.39
1993-10-01,4,Calgary,0140,5.0,3.0,52.0,,,8,6.5,0.0,8.5,,,,,,,,,,,,0.5,803617.45,0.65
1993-10-01,4,Calgary,0140,5.0,2.0,156.0,,,12,13.0,0.0,7.666666666666667,,,,,,,,,,,,1.33,803617.45,1.94
1993-11-01,4,Calgary,0140,2.0,2.0,24.0,,,12,2.0,0.0,5.5,,,,,,,,,,,,0.67,803617.45,0.3
1993-12-01,4,Calgary,0140,4.0,2.0,236.0,,,32,7.38,0.0,5.75,,,,,,,,,,,,1.25,803617.45,2.94
1993-12-01,4,Calgary,0140,4.0,3.0,740.0,,,176,4.2,0.0,9.363636363636363,,,,,,,,,,,,0.84,803617.45,9.21
1993-12-01,4,Calgary,0140,4.0,1.0,16.0,,,4,4.0,0.0,10.0,,,,,,,,,,,,1.0,803617.45,0.2
1994-01-01,1,Calgary,0140,2.0,1.0,96.0,,,48,2.0,0.0,8.454545454545455,,,,,,,,,,,,0.75,820531.9,1.17
1994-02-01,1,Calgary,0140,4.0,3.0,400.0,,,96,4.17,0.0,11.956521739130435,,,,,,,,,,,,1.17,820531.9,4.87
1994-02-01,1,Calgary,0140,4.0,1.0,100.0,,,12,8.33,0.0,14.666666666666666,,,,,,,,,,,,1.67,820531.9,1.22
1994-02-01,1,Calgary,0140,5.0,3.0,272.0,,,8,34.0,0.0,8.5,,,,,,,,,,,,1.5,820531.9,3.31
1994-02-01,1,Calgary,0140,1.0,1.0,4216.0,,,4216,1.0,0.0,4.311634349030471,,,,,,,,,,,,0.26,820531.9,51.38
1994-02-01,1,Calgary,0140,2.0,2.0,8.0,,,4,2.0,0.0,8.0,,,,,,,,,,,,0.0,820531.9,0.1
1994-03-01,1,Calgary,0140,2.0,3.0,64.0,,,32,2.0,0.0,14.571428571428571,,,,,,,,,,,,-0.13,820531.9,0.78
1994-05-01,2,Calgary,0140,1.0,1.0,6252.0,,,6252,1.0,0.0,4.473273942093541,,,,,,,,,,,,0.32,820531.9,76.19
1994-05-01,2,Calgary,0140,4.0,2.0,472.0,,,16,29.5,0.0,8.0,,,,,,,,,,,,2.5,820531.9,5.75
1994-05-01,2,Calgary,0140,4.0,3.0,1072.0,,,200,5.36,0.0,9.864864864864865,,,,,,,,,,,,2.74,820531.9,13.06
1994-05-01,2,Calgary,0140,2.0,2.0,16.0,,,8,2.0,0.0,5.0,,,,,,,,,,,,1.0,820531.9,0.19
1994-05-01,2,Calgary,0140,5.0,3.0,52.0,,,8,6.5,0.0,32.0,,,,,,,,,,,,-3.5,820531.9,0.63
1994-05-01,2,Calgary,0140,2.0,3.0,152.0,,,76,2.0,0.0,13.294117647058824,,,,,,,,,,,,0.63,820531.9,1.85
1994-06-01,2,Calgary,0140,2.0,1.0,264.0,,,132,2.0,0.0,7.766666666666667,,,,,,,,,,,,0.33,820531.9,3.22
1994-07-01,3,Calgary,0140,4.0,3.0,608.0,,,148,4.11,0.0,7.885714285714286,,,,,,,,,,,,1.32,820531.9,7.41
1994-07-01,3,Calgary,0140,5.0,3.0,52.0,,,12,4.33,0.0,7.0,,,,,,,,,,,,1.0,820531.9,0.63
1994-07-01,3,Calgary,0140,2.0,3.0,128.0,,,64,2.0,0.0,10.933333333333334,,,,,,,,,,,,0.44,820531.9,1.56
1994-07-01,3,Calgary,0140,1.0,1.0,7256.0,,,7256,1.0,0.0,4.272296015180266,,,,,,,,,,,,0.19,820531.9,88.43
1994-08-01,3,Calgary,0140,2.0,1.0,184.0,,,92,2.0,0.0,5.380952380952381,,,,,,,,,,,,0.3,820531.9,2.24
1994-09-01,3,Calgary,0140,2.0,2.0,24.0,,,12,2.0,0.0,8.666666666666666,,,,,,,,,,,,2.0,820531.9,0.29
1994-10-01,4,Calgary,0140,2.0,2.0,8.0,,,4,2.0,0.0,11.0,,,,,,,,,,,,3.0,820531.9,0.1
1994-11-01,4,Calgary,0140,4.0,3.0,564.0,,,132,4.27,0.0,7.84375,,,,,,,,,,,,2.39,820531.9,6.87
1994-11-01,4,Calgary,0140,5.0,3.0,100.0,,,16,6.25,0.0,11.0,,,,,,,,,,,,-1.5,820531.9,1.22
1994-11-01,4,Calgary,0140,2.0,1.0,152.0,,,76,2.0,0.0,6.888888888888889,,,,,,,,,,,,0.63,820531.9,1.85
1994-11-01,4,Calgary,0140,1.0,1.0,4608.0,,,4608,1.0,0.0,4.452482269503546,,,,,,,,,,,,0.24,820531.9,56.16
1994-12-01,4,Calgary,0140,4.0,1.0,24.0,,,8,3.0,0.0,7.5,,,,,,,,,,,,0.5,820531.9,0.29
1994-12-01,4,Calgary,0140,2.0,3.0,144.0,,,72,2.0,0.0,11.75,,,,,,,,,,,,4.5,820531.9,1.75
1994-12-01,4,Calgary,0140,1.0,3.0,4.0,,,4,1.0,0.0,,,,,,,,,,,,,0.0,820531.9,0.05
1995-01-01,1,Calgary,0140,1.0,1.0,3188.0,,,3188,1.0,0.0,4.740952380952381,,,,,,,,,,,,0.31,839716.2,37.97
1995-02-01,1,Calgary,0140,2.0,3.0,88.0,,,44,2.0,0.0,7.545454545454546,,,,,,,,,,,,1.36,839716.2,1.05
1995-02-01,1,Calgary,0140,2.0,1.0,120.0,,,60,2.0,0.0,6.6923076923076925,,,,,,,,,,,,0.67,839716.2,1.43
