reference_period,ref_qq,stcan_cmacode,metro,metcode,FSA,total_completions,completions_accsuite,completions_no_accsuite,num_structures,unitsperstructure,avgstorycount,avglengthofconstr,avgpermit_to_start_time
2022-04-01,2,825,Calgary,0140,T3H,4.0,,4.0,4,1.0,0.0,39.5,2.0
2022-04-01,2,825,Calgary,0140,T2N,6.0,,6.0,2,3.0,1.5,34.0,3.0
2022-04-01,2,825,Calgary,0140,T2J,14.0,,14.0,2,7.0,0.0,36.0,2.0
2022-04-01,2,825,Calgary,0140,T3R,2.0,,2.0,2,1.0,0.0,29.5,0.0
2022-05-01,2,825,Calgary,0140,nan,16.0,,16.0,3,5.33,0.0,10.333333333333334,63.0
2022-05-01,2,825,Calgary,0140,T2P,369.0,,369.0,1,369.0,44.0,37.0,28.0
2022-05-01,2,825,Calgary,0140,,2982.0,71.0,2911.0,1480,2.01,0.08,7.2159400544959125,1.0
2022-06-01,2,825,Calgary,0140,T2E,163.0,,163.0,1,163.0,15.0,33.0,5.0
2022-07-01,3,825,Calgary,0140,T0M,1.0,,1.0,1,1.0,0.0,60.0,0.0
2022-08-01,3,825,Calgary,0140,T2R,452.0,,452.0,1,452.0,31.0,32.0,0.0
2022-08-01,3,825,Calgary,0140,nan,20.0,,20.0,3,6.67,1.0,14.0,63.0
2022-08-01,3,825,Calgary,0140,T3C,1.0,,1.0,1,1.0,0.0,36.0,0.0
2022-08-01,3,825,Calgary,0140,T2E,285.0,,285.0,1,285.0,20.0,32.0,0.0
2022-09-01,3,825,Calgary,0140,T4C,6.0,,6.0,1,6.0,0.0,52.0,16.0
2022-09-01,3,825,Calgary,0140,T3B,8.0,,8.0,1,8.0,0.0,36.0,9.0
2022-09-01,3,825,Calgary,0140,,3092.0,131.0,2961.0,1693,1.83,0.08,7.468097793679189,1.0
2022-09-01,3,825,Calgary,0140,T2P,207.0,,207.0,1,207.0,20.0,50.0,11.0
2022-11-01,4,825,Calgary,0140,,3345.0,139.0,3206.0,1783,1.88,0.06,8.095022624434389,1.0
2022-12-01,4,825,Calgary,0140,T3C,1.0,,1.0,1,1.0,0.0,37.0,3.0
2023-01-01,1,825,Calgary,0140,T2V,1.0,,1.0,1,1.0,0.0,39.0,2.0
2023-02-01,1,825,Calgary,0140,T2J,1.0,,1.0,1,1.0,0.0,38.0,0.0
2023-02-01,1,825,Calgary,0140,T2K,2.0,,2.0,1,2.0,0.0,44.0,0.0
2023-02-01,1,825,Calgary,0140,,2787.0,151.0,2636.0,1714,1.63,0.04,8.161309175920515,1.0
2023-03-01,1,825,Calgary,0140,T3Z,1.0,,1.0,1,1.0,0.0,43.0,0.0
2023-03-01,1,825,Calgary,0140,T3R,1.0,,1.0,1,1.0,0.0,40.0,0.0
2023-03-01,1,825,Calgary,0140,T3B,8.0,,8.0,1,8.0,0.0,39.0,11.0
2023-03-01,1,825,Calgary,0140,T3C,52.0,,52.0,1,52.0,4.0,38.0,6.0
2023-04-01,2,825,Calgary,0140,,3780.0,154.0,3626.0,1873,2.02,0.07,8.449462365591398,2.0
2023-05-01,2,825,Calgary,0140,nan,4.0,,4.0,2,2.0,0.0,23.0,75.0
2023-05-01,2,825,Calgary,0140,T3B,5.0,,5.0,1,5.0,0.0,51.0,3.0
2023-07-01,3,825,Calgary,0140,T2V,1.0,,1.0,1,1.0,0.0,51.0,0.0
2023-07-01,3,825,Calgary,0140,T4C,11.0,,11.0,1,11.0,3.0,,9.0
2023-07-01,3,825,Calgary,0140,T3R,7.0,,7.0,1,7.0,0.0,,8.0
2023-07-01,3,825,Calgary,0140,nan,14.0,,14.0,2,7.0,0.0,14.5,71.0
2023-09-01,3,825,Calgary,0140,T3J,100.0,,100.0,1,100.0,4.0,,3.0
2023-09-01,3,825,Calgary,0140,T2J,11.0,,11.0,2,5.5,0.0,52.5,1.0
2023-09-01,3,825,Calgary,0140,,3877.0,198.0,3679.0,2087,1.86,0.04,8.438622028141678,2.0
2023-10-01,4,825,Calgary,0140,T2M,1.0,,1.0,1,1.0,0.0,60.0,0.0
2023-10-01,4,825,Calgary,0140,nan,16.0,,16.0,1,16.0,3.0,14.0,68.0
2023-11-01,4,825,Calgary,0140,T2K,2.0,,2.0,1,2.0,0.0,,2.0
2023-11-01,4,825,Calgary,0140,T0M,1.0,,1.0,1,1.0,0.0,,0.0
2023-11-01,4,825,Calgary,0140,,4428.0,339.0,4089.0,2221,1.99,0.05,8.212465878070974,2.0
1988-06-01,2,835,Edmonton,0340,nan,337.0,,,306,1.1,0.0,4.907317073170732,1.0
1988-07-01,3,835,Edmonton,0340,nan,1093.0,,,1044,1.05,0.0,4.348017621145375,0.0
1988-11-01,4,835,Edmonton,0340,nan,991.0,,,939,1.06,0.0,4.61136023916293,0.0
1989-01-01,1,835,Edmonton,0340,nan,767.0,,,722,1.06,0.0,4.38556338028169,0.0
1989-06-01,2,835,Edmonton,0340,nan,821.0,,,743,1.1,0.0,4.691714836223507,0.0
1989-07-01,3,835,Edmonton,0340,nan,1349.0,,,1026,1.31,0.02,4.547043010752688,0.0
1989-11-01,4,835,Edmonton,0340,nan,1230.0,,,1153,1.07,0.0,4.599369085173501,0.0
1990-01-01,1,835,Edmonton,0340,nan,987.0,,,928,1.06,0.0,4.710872162485066,0.0
1990-04-01,2,835,Edmonton,0340,nan,1305.0,,,1081,1.21,0.0,4.4700564971751415,0.0
1990-05-01,2,835,Edmonton,0340,,1.0,,,1,1.0,0.0,,0.0
1990-07-01,3,835,Edmonton,0340,nan,1983.0,,,1662,1.19,0.02,4.801837270341207,0.0
1990-09-01,3,835,Edmonton,0340,,3.0,,,3,1.0,0.0,4.333333333333333,0.0
1990-10-01,4,835,Edmonton,0340,nan,1698.0,,,1451,1.17,0.01,5.056801195814649,0.0
1991-01-01,1,835,Edmonton,0340,nan,1110.0,,,891,1.25,0.01,5.518028846153846,1.0
1991-05-01,2,835,Edmonton,0340,,1.0,,,1,1.0,0.0,4.0,0.0
1991-06-01,2,835,Edmonton,0340,nan,877.0,,,594,1.48,0.03,5.6355748373101955,1.0
1991-09-01,3,835,Edmonton,0340,nan,1165.0,,,961,1.21,0.04,5.300911854103344,0.0
1991-10-01,4,835,Edmonton,0340,nan,1180.0,,,968,1.22,0.0,4.833841463414634,0.0
1992-01-01,1,835,Edmonton,0340,nan,955.0,,,748,1.28,0.0,4.35121107266436,1.0
1992-06-01,2,835,Edmonton,0340,nan,1160.0,,,901,1.29,0.0,5.135906040268456,1.0
1992-07-01,3,835,Edmonton,0340,nan,1392.0,,,1186,1.17,0.01,4.664259927797834,0.0
1992-10-01,4,835,Edmonton,0340,nan,2312.0,,,1674,1.38,0.0,4.638314785373609,0.0
1993-03-01,1,835,Edmonton,0340,nan,1585.0,,,1159,1.37,0.0,4.460818713450292,0.0
1993-03-01,1,835,Edmonton,0340,,1.0,,,1,1.0,0.0,,0.0
1993-04-01,2,835,Edmonton,0340,nan,1710.0,,,1190,1.44,0.0,4.82396449704142,0.0
1993-08-01,3,835,Edmonton,0340,nan,1611.0,,,1346,1.2,0.0,4.643665158371041,0.0
1993-10-01,4,835,Edmonton,0340,nan,1844.0,,,1315,1.4,0.01,4.476846057571965,0.0
1994-02-01,1,835,Edmonton,0340,nan,1352.0,,,891,1.52,0.0,4.776872964169381,0.0
1994-04-01,2,835,Edmonton,0340,nan,1215.0,,,879,1.38,0.02,5.412087912087912,0.0
1994-07-01,3,835,Edmonton,0340,nan,2020.0,,,1051,1.92,0.0,5.0778859527121005,0.0
1994-10-01,4,835,Edmonton,0340,nan,1420.0,,,1106,1.28,0.0,4.816708229426434,0.0
1995-01-01,1,835,Edmonton,0340,nan,699.0,,,572,1.22,0.0,4.572446555819478,0.0
1995-06-01,2,835,Edmonton,0340,nan,642.0,,,488,1.32,0.0,4.955555555555556,1.0
1995-08-01,3,835,Edmonton,0340,nan,732.0,,,575,1.27,0.0,5.0821529745042495,0.0
1995-12-01,4,835,Edmonton,0340,nan,1030.0,,,636,1.62,0.0,5.38785046728972,0.0
1996-01-01,1,835,Edmonton,0340,nan,646.0,,,593,1.09,0.0,5.357456140350878,1.0
1996-05-01,2,835,Edmonton,0340,,3.0,,,3,1.0,0.0,,4.0
1996-06-01,2,835,Edmonton,0340,nan,652.0,,,495,1.32,0.0,5.797250859106529,0.0
1996-07-01,3,835,Edmonton,0340,nan,1151.0,,,818,1.41,0.0,4.517560073937154,0.0
1996-10-01,4,835,Edmonton,0340,nan,1167.0,,,1071,1.09,0.0,4.5006353240152475,0.0
1997-01-01,1,835,Edmonton,0340,nan,827.0,,,727,1.14,0.0,4.3633217993079585,0.0
1997-04-01,2,835,Edmonton,0340,nan,901.0,,,754,1.19,0.0,4.44789356984479,0.0
1997-07-01,3,835,Edmonton,0340,nan,1038.0,,,942,1.1,0.0,4.670947030497592,0.0
1997-10-01,4,835,Edmonton,0340,nan,1377.0,,,1153,1.19,0.0,4.629237288135593,0.0
1998-02-01,1,835,Edmonton,0340,nan,1178.0,,,867,1.36,0.0,4.283044058744993,0.0
1998-04-01,2,835,Edmonton,0340,nan,1096.0,,,984,1.11,0.0,5.013062409288825,1.0
1998-08-01,3,835,Edmonton,0340,nan,1271.0,,,1034,1.23,0.0,4.576726342710997,0.0
1998-12-01,4,835,Edmonton,0340,nan,1814.0,,,1378,1.32,0.01,4.857142857142857,0.0
1999-01-01,1,835,Edmonton,0340,nan,1469.0,,,1041,1.41,0.0,4.366706875753921,0.0
1999-06-01,2,835,Edmonton,0340,nan,1104.0,,,844,1.31,0.0,4.202578268876612,0.0
1999-07-01,3,835,Edmonton,0340,nan,1655.0,,,996,1.66,0.0,4.490331491712707,0.0
1999-10-01,4,835,Edmonton,0340,nan,1401.0,,,1241,1.13,0.0,4.391219512195122,0.0
1999-12-01,4,835,Edmonton,0340,,10.0,,,10,1.0,0.0,4.6,1.0
2000-01-01,1,835,Edmonton,0340,nan,1639.0,,,1157,1.42,0.0,4.655521783181357,0.0
2000-02-01,1,835,Edmonton,0340,,4.0,,,4,1.0,0.0,12.5,1.0
2000-05-01,2,835,Edmonton,0340,nan,1317.0,,,902,1.46,0.0,4.599099099099099,0.0
2000-06-01,2,835,Edmonton,0340,,2.0,,,2,1.0,0.0,11.0,1.0
2000-08-01,3,835,Edmonton,0340,nan,1750.0,,,1098,1.59,0.0,4.820426487093154,0.0
2000-10-01,4,835,Edmonton,0340,nan,1655.0,,,1313,1.26,0.01,4.54463480613165,0.0
2001-02-01,1,835,Edmonton,0340,nan,1590.0,,,947,1.68,0.0,4.523926380368098,0.0
2001-05-01,2,835,Edmonton,0340,nan,1761.0,,,1092,1.61,0.02,4.623668639053254,0.0
2001-08-01,3,835,Edmonton,0340,nan,1921.0,,,1300,1.48,0.0,4.2449908925318764,0.0
2001-12-01,4,835,Edmonton,0340,nan,2221.0,,,1516,1.47,0.0,4.353932584269663,0.0
2002-02-01,1,835,Edmonton,0340,nan,1606.0,,,989,1.62,0.0,4.528898582333697,0.0
2002-05-01,2,835,Edmonton,0340,nan,1996.0,,,1319,1.51,0.0,4.591205211726384,0.0
2002-07-01,3,835,Edmonton,0340,nan,2073.0,,,1641,1.26,0.0,4.935973597359736,0.0
2002-10-01,4,835,Edmonton,0340,nan,2939.0,,,1912,1.54,0.0,5.187848383500557,0.0
2003-01-01,1,835,Edmonton,0340,nan,2039.0,,,1711,1.19,0.0,5.208383233532934,0.0
2003-06-01,2,835,Edmonton,0340,nan,3501.0,,,1772,1.98,0.0,5.465197215777263,0.0
2003-07-01,3,835,Edmonton,0340,nan,3202.0,,,1972,1.62,0.0,5.6462655601659755,0.0
2003-10-01,4,835,Edmonton,0340,nan,2845.0,,,2121,1.34,0.0,5.466666666666667,1.0
2004-02-01,1,835,Edmonton,0340,nan,2160.0,,,1636,1.32,0.0,5.5865504358655045,0.0
2004-06-01,2,835,Edmonton,0340,nan,2693.0,,,1761,1.53,0.01,5.7272727272727275,0.0
2004-08-01,3,835,Edmonton,0340,nan,3099.0,,,1607,1.93,0.01,5.666446062210457,1.0
2004-11-01,4,835,Edmonton,0340,nan,4028.0,,,2068,1.95,0.03,5.449348044132397,0.0
2005-03-01,1,835,Edmonton,0340,nan,2514.0,,,1651,1.52,0.01,5.309375,1.0
2005-05-01,2,835,Edmonton,0340,nan,2954.0,,,1775,1.66,0.01,5.247828604516503,1.0
2005-09-01,3,835,Edmonton,0340,nan,2997.0,,,2059,1.46,0.01,5.520937188434696,1.0
2005-10-01,4,835,Edmonton,0340,nan,2825.0,,,2066,1.37,0.03,5.7272727272727275,1.0
2006-01-01,1,835,Edmonton,0340,T8G,3.0,,,3,1.0,0.0,8.666666666666666,0.0
2006-01-01,1,835,Edmonton,0340,T0B,1.0,,,1,1.0,0.0,,0.0
2006-01-01,1,835,Edmonton,0340,T5N,5.0,,,5,1.0,0.0,7.8,1.0
2006-01-01,1,835,Edmonton,0340,T5A,12.0,,,6,2.0,0.0,8.833333333333334,0.0
2006-01-01,1,835,Edmonton,0340,T6A,3.0,,,3,1.0,0.0,13.333333333333334,0.0
2006-01-01,1,835,Edmonton,0340,T0C,18.0,,,18,1.0,0.0,6.875,1.0
2006-01-01,1,835,Edmonton,0340,T8B,6.0,,,6,1.0,0.0,8.333333333333334,1.0
2006-01-01,1,835,Edmonton,0340,T6G,9.0,,,8,1.13,0.0,7.25,0.0
2006-01-01,1,835,Edmonton,0340,T6C,18.0,,,4,4.5,0.75,9.0,1.0
2006-01-01,1,835,Edmonton,0340,T5B,1.0,,,1,1.0,0.0,5.0,0.0
2006-02-01,1,835,Edmonton,0340,T9G,12.0,,,12,1.0,0.0,4.666666666666667,0.0
2006-02-01,1,835,Edmonton,0340,T5Y,55.0,,,16,3.44,0.25,5.8125,0.0
2006-02-01,1,835,Edmonton,0340,T5E,4.0,,,4,1.0,0.0,5.5,1.0
2006-02-01,1,835,Edmonton,0340,T8N,4.0,,,4,1.0,0.0,8.25,0.0
2006-02-01,1,835,Edmonton,0340,T5P,5.0,,,3,1.67,0.0,6.666666666666667,0.0
2006-03-01,1,835,Edmonton,0340,T6M,2.0,,,1,2.0,0.0,4.0,
2006-03-01,1,835,Edmonton,0340,T8T,9.0,,,9,1.0,0.0,5.333333333333333,1.0
2006-03-01,1,835,Edmonton,0340,T8R,16.0,,,15,1.07,0.0,7.0,0.0
2006-03-01,1,835,Edmonton,0340,T9E,43.0,,,9,4.78,0.33,6.5,1.0
2006-03-01,1,835,Edmonton,0340,T6E,4.0,,,4,1.0,0.0,6.0,0.0
2006-03-01,1,835,Edmonton,0340,T5T,155.0,,,2,77.5,2.5,26.5,0.0
2006-03-01,1,835,Edmonton,0340,T6H,54.0,,,3,18.0,1.33,10.333333333333334,0.0
2006-03-01,1,835,Edmonton,0340,T8A,1.0,,,1,1.0,0.0,9.0,0.0
2006-03-01,1,835,Edmonton,0340,T7Z,4.0,,,2,2.0,0.0,10.0,0.0
2006-03-01,1,835,Edmonton,0340,T5H,67.0,,,6,11.17,0.0,7.8,0.0
2006-03-01,1,835,Edmonton,0340,T6R,26.0,,,26,1.0,0.0,6.576923076923077,0.0
2006-03-01,1,835,Edmonton,0340,T5M,4.0,,,2,2.0,0.0,7.5,0.0
2006-03-01,1,835,Edmonton,0340,nan,2009.0,,,1618,1.24,0.01,5.7240075614366726,1.0
2006-03-01,1,835,Edmonton,0340,T7Y,3.0,,,3,1.0,0.0,5.666666666666667,1.0
2006-03-01,1,835,Edmonton,0340,T7X,4.0,,,1,4.0,0.0,4.0,0.0
2006-04-01,2,835,Edmonton,0340,T7Y,5.0,,,5,1.0,0.0,8.25,2.0
2006-04-01,2,835,Edmonton,0340,T8B,10.0,,,10,1.0,0.0,7.3,1.0
2006-04-01,2,835,Edmonton,0340,T8T,7.0,,,7,1.0,0.0,6.285714285714286,0.0
2006-04-01,2,835,Edmonton,0340,T6E,6.0,,,5,1.2,0.0,6.4,0.0
2006-04-01,2,835,Edmonton,0340,T5B,34.0,,,5,6.8,0.0,6.0,0.0
2006-04-01,2,835,Edmonton,0340,T5H,161.0,,,8,20.13,3.0,10.125,1.0
2006-04-01,2,835,Edmonton,0340,T5M,1.0,,,1,1.0,0.0,6.0,0.0
2006-04-01,2,835,Edmonton,0340,T5N,5.0,,,5,1.0,0.0,5.8,0.0
2006-04-01,2,835,Edmonton,0340,T8R,18.0,,,17,1.06,0.0,6.705882352941177,1.0
2006-04-01,2,835,Edmonton,0340,T8E,3.0,,,3,1.0,0.0,6.333333333333333,0.0
2006-04-01,2,835,Edmonton,0340,T6G,1.0,,,1,1.0,0.0,5.0,0.0
2006-04-01,2,835,Edmonton,0340,T5X,91.0,,,1,91.0,4.0,16.0,
2006-05-01,2,835,Edmonton,0340,T9G,12.0,,,12,1.0,0.0,4.0,0.0
2006-05-01,2,835,Edmonton,0340,T7X,4.0,,,2,2.0,0.0,6.0,1.0
2006-05-01,2,835,Edmonton,0340,T6R,28.0,,,25,1.12,0.0,6.64,1.0
2006-05-01,2,835,Edmonton,0340,T0C,11.0,,,11,1.0,0.0,5.5,1.0
2006-05-01,2,835,Edmonton,0340,T5E,13.0,,,10,1.3,0.0,6.3,0.0
2006-05-01,2,835,Edmonton,0340,T8N,10.0,,,10,1.0,0.0,11.0,0.0
2006-05-01,2,835,Edmonton,0340,T6A,18.0,,,5,3.6,0.0,23.8,0.0
2006-05-01,2,835,Edmonton,0340,T5Y,6.0,,,6,1.0,0.0,6.666666666666667,0.0
2006-05-01,2,835,Edmonton,0340,T6H,53.0,,,2,26.5,2.0,12.5,0.0
2006-05-01,2,835,Edmonton,0340,nan,2709.0,,,1790,1.51,0.01,5.791171477079796,0.0
2006-05-01,2,835,Edmonton,0340,T5P,83.0,,,3,27.67,1.33,9.666666666666666,0.0
2006-05-01,2,835,Edmonton,0340,T9E,9.0,,,9,1.0,0.0,5.25,1.0
2006-05-01,2,835,Edmonton,0340,T6C,42.0,,,4,10.5,1.0,10.5,1.0
2006-05-01,2,835,Edmonton,0340,T5R,2.0,,,2,1.0,0.0,22.0,0.0
2006-06-01,2,835,Edmonton,0340,T5A,40.0,,,20,2.0,0.0,9.3,0.0
2006-06-01,2,835,Edmonton,0340,T5G,18.0,,,4,4.5,0.0,8.25,0.0
2006-06-01,2,835,Edmonton,0340,T6J,2.0,,,1,2.0,0.0,4.0,0.0
2006-06-01,2,835,Edmonton,0340,T8G,5.0,,,5,1.0,0.0,10.5,1.0
2006-07-01,3,835,Edmonton,0340,T8A,3.0,,,3,1.0,0.0,5.333333333333333,0.0
2006-07-01,3,835,Edmonton,0340,T5G,2.0,,,2,1.0,0.0,4.5,1.0
2006-07-01,3,835,Edmonton,0340,T8E,2.0,,,2,1.0,0.0,6.0,0.0
2006-07-01,3,835,Edmonton,0340,T5A,133.0,,,12,11.08,0.0,9.166666666666666,-2.0
2006-07-01,3,835,Edmonton,0340,T7X,6.0,,,3,2.0,0.0,7.0,3.0
2006-07-01,3,835,Edmonton,0340,T5W,6.0,,,2,3.0,0.0,4.0,0.0
2006-07-01,3,835,Edmonton,0340,T9G,2.0,,,2,1.0,0.0,4.5,2.0
2006-07-01,3,835,Edmonton,0340,T5Y,10.0,,,10,1.0,0.0,7.2,0.0
2006-07-01,3,835,Edmonton,0340,T9E,9.0,,,9,1.0,0.0,6.0,0.0
2006-07-01,3,835,Edmonton,0340,T5B,2.0,,,2,1.0,0.0,7.5,0.0
2006-07-01,3,835,Edmonton,0340,T0C,9.0,,,9,1.0,0.0,5.75,1.0
2006-07-01,3,835,Edmonton,0340,T5E,9.0,,,9,1.0,0.0,4.888888888888889,0.0
2006-08-01,3,835,Edmonton,0340,T7Y,5.0,,,5,1.0,0.0,12.75,4.0
2006-08-01,3,835,Edmonton,0340,T5N,11.0,,,5,2.2,0.0,7.0,0.0
2006-08-01,3,835,Edmonton,0340,T8G,4.0,,,4,1.0,0.0,10.333333333333334,1.0
2006-08-01,3,835,Edmonton,0340,T5P,4.0,,,3,1.33,0.0,6.0,0.0
2006-08-01,3,835,Edmonton,0340,nan,2861.0,,,1950,1.47,0.02,6.087792207792208,1.0
2006-08-01,3,835,Edmonton,0340,T6G,13.0,,,2,6.5,1.5,12.5,0.0
2006-08-01,3,835,Edmonton,0340,T0B,2.0,,,2,1.0,0.0,5.5,1.0
2006-08-01,3,835,Edmonton,0340,T6R,10.0,,,10,1.0,0.0,7.3,0.0
2006-08-01,3,835,Edmonton,0340,T5H,7.0,,,2,3.5,0.0,17.5,4.0
2006-08-01,3,835,Edmonton,0340,T6C,4.0,,,4,1.0,0.0,8.25,0.0
2006-09-01,3,835,Edmonton,0340,T8N,16.0,,,15,1.07,0.0,8.733333333333333,0.0
2006-09-01,3,835,Edmonton,0340,T6H,68.0,,,3,22.67,1.67,12.0,0.0
2006-09-01,3,835,Edmonton,0340,T6M,15.0,,,10,1.5,0.0,7.555555555555555,1.0
2006-09-01,3,835,Edmonton,0340,T5M,2.0,,,2,1.0,0.0,6.5,0.0
2006-09-01,3,835,Edmonton,0340,T8B,12.0,,,12,1.0,0.0,10.666666666666666,0.0
2006-09-01,3,835,Edmonton,0340,T8T,8.0,,,8,1.0,0.0,7.5,1.0
2006-09-01,3,835,Edmonton,0340,T6E,37.0,,,11,3.36,0.64,9.454545454545455,1.0
2006-09-01,3,835,Edmonton,0340,T8R,45.0,,,26,1.73,0.0,8.307692307692308,1.0
2006-09-01,3,835,Edmonton,0340,T6L,44.0,,,2,22.0,2.0,14.0,28.0
2006-10-01,4,835,Edmonton,0340,T7Z,1.0,,,1,1.0,0.0,7.0,2.0
2006-10-01,4,835,Edmonton,0340,T5A,134.0,,,13,10.31,0.0,8.307692307692308,-1.0
2006-10-01,4,835,Edmonton,0340,T5W,2.0,,,1,2.0,0.0,6.0,0.0
2006-10-01,4,835,Edmonton,0340,T6M,10.0,,,8,1.25,0.0,7.25,2.0
2006-10-01,4,835,Edmonton,0340,T5G,2.0,,,2,1.0,0.0,5.0,0.0
2006-10-01,4,835,Edmonton,0340,T5E,7.0,,,7,1.0,0.0,7.428571428571429,0.0
2006-10-01,4,835,Edmonton,0340,T5K,87.0,,,1,87.0,12.0,28.0,
2006-10-01,4,835,Edmonton,0340,T5R,1.0,,,1,1.0,0.0,10.0,0.0
2006-10-01,4,835,Edmonton,0340,T5C,2.0,,,2,1.0,0.0,5.0,0.0
2006-10-01,4,835,Edmonton,0340,T6H,52.0,,,1,52.0,4.0,24.0,
2006-10-01,4,835,Edmonton,0340,T5H,3.0,,,3,1.0,0.0,5.333333333333333,2.0
2006-10-01,4,835,Edmonton,0340,T5N,5.0,,,4,1.25,0.0,7.25,0.0
2006-10-01,4,835,Edmonton,0340,T5X,9.0,,,1,9.0,0.0,14.0,0.0
2006-10-01,4,835,Edmonton,0340,T5M,1.0,,,1,1.0,0.0,7.0,1.0
2006-10-01,4,835,Edmonton,0340,T6G,36.0,,,5,7.2,0.8,8.4,0.0
2006-10-01,4,835,Edmonton,0340,T8G,4.0,,,4,1.0,0.0,4.0,1.0
2006-10-01,4,835,Edmonton,0340,nan,2182.0,,,1716,1.27,0.01,7.101311084624553,0.0
2006-10-01,4,835,Edmonton,0340,T8R,23.0,,,15,1.53,0.0,10.933333333333334,1.0
2006-10-01,4,835,Edmonton,0340,T8A,8.0,,,5,1.6,0.0,7.2,0.0
2006-11-01,4,835,Edmonton,0340,T5L,1.0,,,1,1.0,0.0,5.0,0.0
2006-11-01,4,835,Edmonton,0340,T6J,14.0,,,7,2.0,0.0,8.285714285714286,0.0
2006-11-01,4,835,Edmonton,0340,T5Y,2.0,,,2,1.0,0.0,7.5,0.0
2006-11-01,4,835,Edmonton,0340,T5B,4.0,,,3,1.33,0.0,7.0,0.0
2006-11-01,4,835,Edmonton,0340,T0C,11.0,,,11,1.0,0.0,6.0,0.0
2006-11-01,4,835,Edmonton,0340,T9G,2.0,,,2,1.0,0.0,6.0,0.0
2006-11-01,4,835,Edmonton,0340,T0B,1.0,,,1,1.0,0.0,8.0,0.0
2006-11-01,4,835,Edmonton,0340,T8B,13.0,,,13,1.0,0.0,8.846153846153847,0.0
2006-11-01,4,835,Edmonton,0340,T6A,1.0,,,1,1.0,0.0,6.0,0.0
2006-12-01,4,835,Edmonton,0340,T6E,26.0,,,9,2.89,0.44,8.666666666666666,0.0
2006-12-01,4,835,Edmonton,0340,T6C,9.0,,,6,1.5,0.0,8.5,0.0
2006-12-01,4,835,Edmonton,0340,T8N,8.0,,,8,1.0,0.0,10.5,0.0
2006-12-01,4,835,Edmonton,0340,T9E,14.0,,,14,1.0,0.0,6.642857142857143,0.0
2006-12-01,4,835,Edmonton,0340,T6R,156.0,,,15,10.4,0.0,8.866666666666667,0.0
2006-12-01,4,835,Edmonton,0340,T8E,5.0,,,5,1.0,0.0,7.0,0.0
2006-12-01,4,835,Edmonton,0340,T8T,14.0,,,14,1.0,0.0,7.6923076923076925,0.0
2007-01-01,1,835,Edmonton,0340,T5E,5.0,,,5,1.0,0.0,8.4,0.0
2007-01-01,1,835,Edmonton,0340,T8R,67.0,,,24,2.79,0.0,7.541666666666667,0.0
2007-01-01,1,835,Edmonton,0340,T7Y,8.0,,,7,1.14,0.0,9.6,2.0
2007-01-01,1,835,Edmonton,0340,T6C,51.0,,,4,12.75,1.0,12.5,1.0
2007-01-01,1,835,Edmonton,0340,T9E,9.0,,,9,1.0,0.0,7.666666666666667,0.0
2007-01-01,1,835,Edmonton,0340,T5R,2.0,,,2,1.0,0.0,16.0,1.0
2007-01-01,1,835,Edmonton,0340,T7Z,4.0,,,2,2.0,0.0,10.0,2.0
2007-01-01,1,835,Edmonton,0340,T6R,13.0,,,13,1.0,0.0,7.076923076923077,0.0
2007-01-01,1,835,Edmonton,0340,T6L,1.0,,,1,1.0,0.0,6.0,0.0
2007-01-01,1,835,Edmonton,0340,T5M,5.0,,,5,1.0,0.0,8.2,0.0
2007-01-01,1,835,Edmonton,0340,T6H,1.0,,,1,1.0,0.0,9.0,0.0
2007-01-01,1,835,Edmonton,0340,T6M,8.0,,,7,1.14,0.0,9.0,2.0
2007-01-01,1,835,Edmonton,0340,T5X,35.0,,,5,7.0,0.0,17.0,0.0
2007-01-01,1,835,Edmonton,0340,nan,2903.0,,,1791,1.62,0.02,7.695800227014756,0.0
2007-01-01,1,835,Edmonton,0340,T5G,3.0,,,3,1.0,0.0,13.0,1.0
2007-01-01,1,835,Edmonton,0340,T9G,6.0,,,6,1.0,0.0,7.666666666666667,1.0
2007-01-01,1,835,Edmonton,0340,T5A,15.0,,,7,2.14,0.0,9.285714285714286,0.0
2007-02-01,1,835,Edmonton,0340,T8N,55.0,,,16,3.44,0.0,11.8125,0.0
2007-02-01,1,835,Edmonton,0340,T8E,12.0,,,12,1.0,0.0,9.166666666666666,0.0
2007-02-01,1,835,Edmonton,0340,T6G,34.0,,,7,4.86,0.0,8.0,0.0
2007-02-01,1,835,Edmonton,0340,T0B,4.0,,,4,1.0,0.0,25.0,2.0
2007-02-01,1,835,Edmonton,0340,T8T,11.0,,,11,1.0,0.0,6.181818181818182,1.0
2007-02-01,1,835,Edmonton,0340,T5P,1.0,,,1,1.0,0.0,9.0,0.0
2007-02-01,1,835,Edmonton,0340,T8A,2.0,,,2,1.0,0.0,12.0,0.0
2007-03-01,1,835,Edmonton,0340,T8B,22.0,,,22,1.0,0.0,9.619047619047619,1.0
2007-03-01,1,835,Edmonton,0340,T5B,1.0,,,1,1.0,0.0,17.0,0.0
2007-03-01,1,835,Edmonton,0340,T5H,3.0,,,3,1.0,0.0,7.666666666666667,0.0
2007-03-01,1,835,Edmonton,0340,T5N,2.0,,,2,1.0,0.0,9.0,1.0
2007-03-01,1,835,Edmonton,0340,T6J,6.0,,,3,2.0,0.0,13.0,0.0
2007-03-01,1,835,Edmonton,0340,T5Y,1.0,,,1,1.0,0.0,10.0,0.0
