reference_period,ref_qq,stcan_cmacode,metro,metcode,FSA,total_completions,completions_accsuite,completions_no_accsuite,num_structures,unitsperstructure,avgstorycount,avglengthofconstr,avgpermit_to_start_time
2017-03-01,1,462,Montreal,1060,H9S,18.0,,18.0,4,4.5,0.0,5.25,0.0
2017-03-01,1,462,Montreal,1060,J2W,1.0,,1.0,1,1.0,0.0,,1.0
2017-03-01,1,462,Montreal,1060,H4C,4.0,,4.0,1,4.0,2.0,3.0,2.0
2017-03-01,1,462,Montreal,1060,J7J,62.0,,62.0,15,4.13,0.67,4.454545454545454,1.0
2017-03-01,1,462,Montreal,1060,J7M,6.0,1.0,5.0,6,1.0,0.0,3.6666666666666665,4.0
2017-03-01,1,462,Montreal,1060,J0L,23.0,,23.0,20,1.15,0.0,5.066666666666666,0.0
2017-03-01,1,462,Montreal,1060,J6X,36.0,2.0,34.0,7,5.14,1.14,6.714285714285714,0.0
2017-03-01,1,462,Montreal,1060,J5M,7.0,,7.0,2,3.5,1.0,,6.0
2017-03-01,1,462,Montreal,1060,J7B,70.0,,70.0,2,35.0,3.5,10.0,-6.0
2017-03-01,1,462,Montreal,1060,J5C,2.0,,2.0,2,1.0,0.0,3.0,0.0
2017-03-01,1,462,Montreal,1060,J5Z,16.0,,16.0,5,3.2,1.2,5.4,0.0
2017-03-01,1,462,Montreal,1060,H4J,1.0,,1.0,1,1.0,0.0,4.0,0.0
2017-03-01,1,462,Montreal,1060,J7C,27.0,2.0,25.0,22,1.23,0.14,4.294117647058823,1.0
2017-03-01,1,462,Montreal,1060,J5A,4.0,,4.0,4,1.0,0.0,3.5,0.0
2017-03-01,1,462,Montreal,1060,H1Y,3.0,,3.0,1,3.0,2.0,3.0,3.0
2017-03-01,1,462,Montreal,1060,H2K,32.0,,32.0,1,32.0,5.0,15.0,-2.0
2017-03-01,1,462,Montreal,1060,J3G,2.0,,2.0,2,1.0,0.0,5.0,2.0
2017-03-01,1,462,Montreal,1060,J3V,3.0,,3.0,3,1.0,0.0,6.666666666666667,1.0
2017-03-01,1,462,Montreal,1060,J5W,13.0,,13.0,13,1.0,0.0,3.6153846153846154,3.0
2017-03-01,1,462,Montreal,1060,H7Y,1.0,,1.0,1,1.0,0.0,3.0,1.0
2017-03-01,1,462,Montreal,1060,H9E,1.0,,1.0,1,1.0,0.0,4.0,0.0
2017-03-01,1,462,Montreal,1060,H2J,5.0,,5.0,1,5.0,3.0,6.0,7.0
2017-04-01,2,462,Montreal,1060,H2K,15.0,,15.0,2,7.5,3.0,10.0,10.0
2017-04-01,2,462,Montreal,1060,H4T,8.0,,8.0,1,8.0,0.0,9.0,0.0
2017-04-01,2,462,Montreal,1060,H2R,12.0,,12.0,3,4.0,3.0,14.0,0.0
2017-04-01,2,462,Montreal,1060,H4G,18.0,,18.0,1,18.0,3.0,16.0,5.0
2017-04-01,2,462,Montreal,1060,H7P,3.0,,3.0,3,1.0,0.0,4.0,0.0
2017-04-01,2,462,Montreal,1060,H1A,39.0,,39.0,7,5.57,1.57,10.0,2.0
2017-04-01,2,462,Montreal,1060,H7R,10.0,,10.0,9,1.11,0.0,6.25,0.0
2017-04-01,2,462,Montreal,1060,J3X,18.0,,18.0,6,3.0,0.67,13.8,1.0
2017-04-01,2,462,Montreal,1060,J4T,28.0,,28.0,10,2.8,1.8,4.3,0.0
2017-04-01,2,462,Montreal,1060,J7Z,79.0,,79.0,10,7.9,2.0,6.4,1.0
2017-04-01,2,462,Montreal,1060,J4L,1.0,,1.0,1,1.0,0.0,,1.0
2017-04-01,2,462,Montreal,1060,H4H,1.0,,1.0,1,1.0,0.0,4.0,0.0
2017-04-01,2,462,Montreal,1060,H7N,6.0,,6.0,1,6.0,2.0,5.0,2.0
2017-04-01,2,462,Montreal,1060,H9W,9.0,,9.0,6,1.5,0.33,8.6,0.0
2017-04-01,2,462,Montreal,1060,J6K,2.0,,2.0,2,1.0,0.0,5.0,1.0
2017-04-01,2,462,Montreal,1060,J5L,56.0,,56.0,22,2.55,0.59,4.666666666666667,1.0
2017-04-01,2,462,Montreal,1060,J4Z,80.0,,80.0,20,4.0,0.45,7.052631578947368,0.0
2017-04-01,2,462,Montreal,1060,J7A,2.0,,2.0,2,1.0,0.0,6.5,0.0
2017-04-01,2,462,Montreal,1060,H8R,5.0,,5.0,1,5.0,0.0,16.0,0.0
2017-04-01,2,462,Montreal,1060,H7H,6.0,,6.0,5,1.2,0.0,7.333333333333333,4.0
2017-04-01,2,462,Montreal,1060,H8Z,4.0,,4.0,1,4.0,0.0,6.0,16.0
2017-04-01,2,462,Montreal,1060,J7G,9.0,,9.0,3,3.0,0.0,6.333333333333333,0.0
2017-04-01,2,462,Montreal,1060,H7W,3.0,,3.0,1,3.0,3.0,,0.0
2017-04-01,2,462,Montreal,1060,H1B,9.0,,9.0,2,4.5,1.5,8.0,1.0
2017-04-01,2,462,Montreal,1060,J6N,13.0,,13.0,9,1.44,0.0,5.555555555555555,1.0
2017-04-01,2,462,Montreal,1060,H3X,1.0,,1.0,1,1.0,0.0,4.0,0.0
2017-04-01,2,462,Montreal,1060,H9E,1.0,,1.0,1,1.0,0.0,18.0,0.0
2017-04-01,2,462,Montreal,1060,J7H,163.0,,163.0,5,32.6,2.6,7.5,0.0
2017-04-01,2,462,Montreal,1060,H4P,5.0,,5.0,1,5.0,0.0,16.0,4.0
2017-04-01,2,462,Montreal,1060,H8P,6.0,,6.0,1,6.0,3.0,7.0,1.0
2017-04-01,2,462,Montreal,1060,H4R,80.0,,80.0,1,80.0,6.0,28.0,-5.0
2017-04-01,2,462,Montreal,1060,H4W,14.0,,14.0,3,4.67,0.0,14.0,0.0
2017-04-01,2,462,Montreal,1060,H7K,3.0,,3.0,2,1.5,0.0,4.0,9.0
2017-04-01,2,462,Montreal,1060,J7T,66.0,,66.0,38,1.74,0.13,4.777777777777778,2.0
2017-05-01,2,462,Montreal,1060,J0P,56.0,1.0,55.0,34,1.65,0.24,4.565217391304348,2.0
2017-05-01,2,462,Montreal,1060,J7Y,101.0,2.0,99.0,20,5.05,1.05,5.333333333333333,0.0
2017-05-01,2,462,Montreal,1060,H9S,27.0,,27.0,4,6.75,0.75,7.75,2.0
2017-05-01,2,462,Montreal,1060,J7V,112.0,,112.0,41,2.73,0.37,5.055555555555555,2.0
2017-05-01,2,462,Montreal,1060,J5X,6.0,,6.0,1,6.0,3.0,4.0,0.0
2017-05-01,2,462,Montreal,1060,H7Y,1.0,,1.0,1,1.0,0.0,4.0,0.0
2017-05-01,2,462,Montreal,1060,H9P,1.0,,1.0,1,1.0,0.0,6.0,0.0
2017-05-01,2,462,Montreal,1060,J7X,7.0,,7.0,2,3.5,1.0,11.0,4.0
2017-05-01,2,462,Montreal,1060,J5T,26.0,,26.0,12,2.17,0.75,4.3,1.0
2017-05-01,2,462,Montreal,1060,H7G,1.0,,1.0,1,1.0,0.0,,0.0
2017-05-01,2,462,Montreal,1060,J4K,12.0,,12.0,4,3.0,2.0,6.0,2.0
2017-05-01,2,462,Montreal,1060,J6Z,5.0,,5.0,3,1.67,0.67,3.3333333333333335,2.0
2017-05-01,2,462,Montreal,1060,H8T,1.0,,1.0,1,1.0,0.0,6.0,0.0
2017-05-01,2,462,Montreal,1060,J6V,1.0,,1.0,1,1.0,0.0,6.0,0.0
2017-05-01,2,462,Montreal,1060,H4S,2.0,,2.0,2,1.0,0.0,10.0,4.0
2017-05-01,2,462,Montreal,1060,J6R,21.0,,21.0,10,2.1,0.4,7.777777777777778,2.0
2017-05-01,2,462,Montreal,1060,J4B,7.0,,7.0,7,1.0,0.0,8.285714285714286,0.0
2017-05-01,2,462,Montreal,1060,J4X,4.0,,4.0,4,1.0,0.0,4.666666666666667,0.0
2017-05-01,2,462,Montreal,1060,H1H,23.0,,23.0,5,4.6,1.4,8.5,2.0
2017-05-01,2,462,Montreal,1060,H2X,6.0,,6.0,1,6.0,3.0,16.0,10.0
2017-05-01,2,462,Montreal,1060,H8N,273.0,,273.0,2,136.5,14.0,18.5,1.0
2017-05-01,2,462,Montreal,1060,H3H,84.0,,84.0,1,84.0,15.0,17.0,
2017-05-01,2,462,Montreal,1060,H9B,2.0,,2.0,1,2.0,2.0,6.0,0.0
2017-05-01,2,462,Montreal,1060,J3E,1.0,,1.0,1,1.0,0.0,,3.0
2017-05-01,2,462,Montreal,1060,H7L,32.0,,32.0,13,2.46,0.92,4.3,2.0
2017-05-01,2,462,Montreal,1060,J0V,3.0,,3.0,3,1.0,0.0,7.0,1.0
2017-05-01,2,462,Montreal,1060,J5K,18.0,3.0,15.0,18,1.0,0.0,3.0,1.0
2017-05-01,2,462,Montreal,1060,J3G,25.0,,25.0,14,1.79,0.36,4.25,2.0
2017-05-01,2,462,Montreal,1060,H9G,1.0,,1.0,1,1.0,0.0,10.0,8.0
2017-05-01,2,462,Montreal,1060,J0L,94.0,1.0,93.0,37,2.54,0.38,5.161290322580645,1.0
2017-05-01,2,462,Montreal,1060,J2W,11.0,1.0,10.0,11,1.0,0.0,3.0,2.0
2017-05-01,2,462,Montreal,1060,J6Y,47.0,,47.0,17,2.76,0.71,4.0,3.0
2017-05-01,2,462,Montreal,1060,H1P,1.0,,1.0,1,1.0,0.0,7.0,0.0
2017-05-01,2,462,Montreal,1060,H3C,351.0,,351.0,1,351.0,38.0,36.0,8.0
2017-05-01,2,462,Montreal,1060,H7J,1.0,,1.0,1,1.0,0.0,5.0,0.0
2017-05-01,2,462,Montreal,1060,H2M,2.0,1.0,1.0,2,1.0,0.0,5.0,0.0
2017-05-01,2,462,Montreal,1060,H1R,1.0,,1.0,1,1.0,0.0,5.0,
2017-05-01,2,462,Montreal,1060,H1V,16.0,,16.0,2,8.0,3.0,9.0,3.0
2017-05-01,2,462,Montreal,1060,H9C,7.0,,7.0,7,1.0,0.0,5.428571428571429,1.0
2017-05-01,2,462,Montreal,1060,J5R,69.0,,69.0,26,2.65,0.5,5.625,3.0
2017-05-01,2,462,Montreal,1060,H4C,21.0,,21.0,1,21.0,3.0,6.0,6.0
2017-05-01,2,462,Montreal,1060,J7M,5.0,,5.0,3,1.67,0.67,5.0,0.0
2017-05-01,2,462,Montreal,1060,H4K,1.0,,1.0,1,1.0,0.0,22.0,0.0
2017-05-01,2,462,Montreal,1060,J7K,122.0,,122.0,46,2.65,0.74,3.870967741935484,1.0
2017-05-01,2,462,Montreal,1060,H3N,3.0,,3.0,1,3.0,3.0,9.0,2.0
2017-05-01,2,462,Montreal,1060,J4M,27.0,,27.0,13,2.08,0.31,6.6923076923076925,2.0
2017-06-01,2,462,Montreal,1060,H9X,5.0,,5.0,5,1.0,0.0,9.4,1.0
2017-06-01,2,462,Montreal,1060,H2L,102.0,,102.0,1,102.0,9.0,15.0,3.0
2017-06-01,2,462,Montreal,1060,J3B,11.0,,11.0,7,1.57,0.0,3.0,5.0
2017-06-01,2,462,Montreal,1060,H1C,16.0,,16.0,8,2.0,0.75,11.0,1.0
2017-06-01,2,462,Montreal,1060,J4J,12.0,,12.0,5,2.4,0.4,7.2,2.0
2017-06-01,2,462,Montreal,1060,J7R,241.0,1.0,240.0,11,21.91,1.73,6.125,2.0
2017-06-01,2,462,Montreal,1060,J2X,5.0,,5.0,5,1.0,0.0,3.0,3.0
2017-06-01,2,462,Montreal,1060,J7J,105.0,5.0,100.0,50,2.1,0.42,4.0,2.0
2017-06-01,2,462,Montreal,1060,J7E,6.0,,6.0,1,6.0,3.0,7.0,0.0
2017-06-01,2,462,Montreal,1060,J0N,60.0,3.0,57.0,29,2.07,0.59,5.705882352941177,1.0
2017-06-01,2,462,Montreal,1060,H2G,39.0,,39.0,1,39.0,4.0,14.0,
2017-06-01,2,462,Montreal,1060,H2S,45.0,,45.0,7,6.43,3.0,9.0,9.0
2017-06-01,2,462,Montreal,1060,J3Y,96.0,6.0,90.0,32,3.0,0.44,5.935483870967742,2.0
2017-06-01,2,462,Montreal,1060,J4R,3.0,,3.0,1,3.0,0.0,8.0,0.0
2017-06-01,2,462,Montreal,1060,J6A,12.0,,12.0,2,6.0,0.0,10.0,1.0
2017-06-01,2,462,Montreal,1060,H1N,75.0,,75.0,3,25.0,3.0,8.0,2.0
2017-06-01,2,462,Montreal,1060,H3E,194.0,,194.0,1,194.0,26.0,24.0,-3.0
2017-06-01,2,462,Montreal,1060,J3L,142.0,2.0,140.0,74,1.92,0.46,6.310344827586207,2.0
2017-06-01,2,462,Montreal,1060,H2J,10.0,,10.0,1,10.0,3.0,11.0,0.0
2017-06-01,2,462,Montreal,1060,H7X,108.0,,108.0,11,9.82,1.64,8.272727272727273,2.0
2017-06-01,2,462,Montreal,1060,J5Y,1.0,,1.0,1,1.0,0.0,,3.0
2017-06-01,2,462,Montreal,1060,H1L,17.0,,17.0,6,2.83,1.67,8.166666666666666,0.0
2017-06-01,2,462,Montreal,1060,J6W,18.0,,18.0,9,2.0,0.0,4.625,3.0
2017-06-01,2,462,Montreal,1060,H8S,24.0,,24.0,4,6.0,1.75,7.75,8.0
2017-06-01,2,462,Montreal,1060,J3H,16.0,,16.0,9,1.78,0.0,7.0,2.0
2017-06-01,2,462,Montreal,1060,J7C,50.0,,50.0,26,1.92,0.12,7.055555555555555,1.0
2017-06-01,2,462,Montreal,1060,nan,640.0,3.0,637.0,64,10.0,1.48,6.8125,2.0
2017-06-01,2,462,Montreal,1060,J5W,29.0,,29.0,13,2.23,0.31,4.090909090909091,3.0
2017-06-01,2,462,Montreal,1060,J7N,56.0,6.0,50.0,42,1.33,0.14,4.043478260869565,2.0
2017-06-01,2,462,Montreal,1060,H7T,15.0,,15.0,4,3.75,0.5,4.75,1.0
2017-06-01,2,462,Montreal,1060,J6J,8.0,,8.0,3,2.67,1.0,4.333333333333333,1.0
2017-06-01,2,462,Montreal,1060,J5Z,39.0,,39.0,7,5.57,2.0,5.8,4.0
2017-06-01,2,462,Montreal,1060,H3K,2.0,,2.0,1,2.0,3.0,3.0,
2017-06-01,2,462,Montreal,1060,H8Y,2.0,,2.0,2,1.0,0.0,7.0,1.0
2017-06-01,2,462,Montreal,1060,J5A,39.0,,39.0,13,3.0,0.23,8.615384615384615,1.0
2017-06-01,2,462,Montreal,1060,H1E,8.0,,8.0,4,2.0,0.0,5.5,1.0
2017-06-01,2,462,Montreal,1060,H7E,3.0,,3.0,3,1.0,0.0,7.333333333333333,2.0
2017-06-01,2,462,Montreal,1060,J7L,1.0,,1.0,1,1.0,0.0,3.0,0.0
2017-06-01,2,462,Montreal,1060,H1K,25.0,,25.0,4,6.25,1.0,17.5,0.0
2017-06-01,2,462,Montreal,1060,H7A,15.0,,15.0,5,3.0,0.6,4.25,1.0
2017-06-01,2,462,Montreal,1060,J4H,2.0,,2.0,1,2.0,0.0,4.0,
2017-06-01,2,462,Montreal,1060,J6X,31.0,,31.0,5,6.2,1.2,4.5,5.0
2017-06-01,2,462,Montreal,1060,J3V,44.0,,44.0,4,11.0,1.5,12.75,4.0
2017-06-01,2,462,Montreal,1060,J5M,11.0,1.0,10.0,10,1.1,0.0,3.0,1.0
2017-07-01,3,462,Montreal,1060,nan,349.0,,349.0,24,14.54,1.83,10.5,1.0
2017-07-01,3,462,Montreal,1060,J5A,107.0,,107.0,17,6.29,0.94,7.6875,1.0
2017-07-01,3,462,Montreal,1060,H1W,29.0,,29.0,5,5.8,3.0,12.8,6.0
2017-07-01,3,462,Montreal,1060,H3H,130.0,,130.0,1,130.0,15.0,21.0,
2017-07-01,3,462,Montreal,1060,H1B,33.0,,33.0,3,11.0,2.0,13.333333333333334,8.0
2017-07-01,3,462,Montreal,1060,J3N,1.0,,1.0,1,1.0,0.0,,1.0
2017-07-01,3,462,Montreal,1060,J5B,8.0,,8.0,1,8.0,3.0,6.0,0.0
2017-07-01,3,462,Montreal,1060,H4L,18.0,,18.0,2,9.0,0.0,19.0,0.0
2017-07-01,3,462,Montreal,1060,J3B,45.0,,45.0,18,2.5,0.44,4.0,2.0
2017-07-01,3,462,Montreal,1060,H7T,70.0,,70.0,7,10.0,0.86,7.666666666666667,3.0
2017-07-01,3,462,Montreal,1060,J6N,43.0,,43.0,16,2.69,0.63,4.25,1.0
2017-07-01,3,462,Montreal,1060,J7Y,123.0,1.0,122.0,20,6.15,1.4,5.933333333333334,1.0
2017-07-01,3,462,Montreal,1060,J3X,20.0,1.0,19.0,12,1.67,0.33,13.375,0.0
2017-07-01,3,462,Montreal,1060,H3X,80.0,,80.0,1,80.0,6.0,10.0,2.0
2017-07-01,3,462,Montreal,1060,H7R,18.0,,18.0,15,1.2,0.0,3.4166666666666665,2.0
2017-07-01,3,462,Montreal,1060,J2X,18.0,,18.0,11,1.64,0.27,3.2857142857142856,0.0
2017-07-01,3,462,Montreal,1060,J0L,104.0,2.0,102.0,54,1.93,0.35,4.366666666666666,2.0
2017-07-01,3,462,Montreal,1060,J4M,44.0,,44.0,19,2.32,0.53,5.461538461538462,1.0
2017-07-01,3,462,Montreal,1060,J7N,171.0,4.0,167.0,77,2.22,0.7,3.6458333333333335,1.0
2017-07-01,3,462,Montreal,1060,H9R,6.0,,6.0,1,6.0,0.0,12.0,
2017-07-01,3,462,Montreal,1060,J3V,30.0,,30.0,4,7.5,0.5,8.5,2.0
2017-07-01,3,462,Montreal,1060,J4T,46.0,,46.0,16,2.88,1.75,5.615384615384615,1.0
2017-07-01,3,462,Montreal,1060,J7B,12.0,,12.0,1,12.0,2.0,7.0,1.0
2017-07-01,3,462,Montreal,1060,J4V,16.0,,16.0,2,8.0,1.5,5.0,0.0
2017-07-01,3,462,Montreal,1060,H2P,28.0,,28.0,1,28.0,3.0,6.0,
2017-07-01,3,462,Montreal,1060,H3E,9.0,,9.0,2,4.5,0.0,7.0,9.0
2017-07-01,3,462,Montreal,1060,H3N,14.0,,14.0,1,14.0,3.0,4.0,2.0
2017-07-01,3,462,Montreal,1060,H4S,12.0,,12.0,5,2.4,0.6,10.0,5.0
2017-07-01,3,462,Montreal,1060,J5K,27.0,1.0,26.0,27,1.0,0.0,3.2941176470588234,0.0
2017-07-01,3,462,Montreal,1060,J5L,77.0,4.0,73.0,39,1.97,0.62,4.476190476190476,1.0
2017-07-01,3,462,Montreal,1060,H1A,6.0,,6.0,1,6.0,2.0,21.0,
2017-07-01,3,462,Montreal,1060,J5C,32.0,,32.0,3,10.67,3.0,5.333333333333333,4.0
2017-07-01,3,462,Montreal,1060,H7J,1.0,,1.0,1,1.0,0.0,,0.0
2017-07-01,3,462,Montreal,1060,J3L,183.0,1.0,182.0,83,2.2,0.33,5.940298507462686,1.0
2017-07-01,3,462,Montreal,1060,J7K,125.0,,125.0,46,2.72,0.74,4.241379310344827,1.0
2017-07-01,3,462,Montreal,1060,H2Y,135.0,,135.0,1,135.0,19.0,33.0,-1.0
2017-07-01,3,462,Montreal,1060,H7K,3.0,,3.0,3,1.0,0.0,,0.0
2017-07-01,3,462,Montreal,1060,J4N,8.0,,8.0,1,8.0,2.0,7.0,3.0
2017-07-01,3,462,Montreal,1060,J7V,644.0,,644.0,38,16.95,1.24,6.0,2.0
2017-07-01,3,462,Montreal,1060,H1R,1.0,,1.0,1,1.0,0.0,7.0,
2017-07-01,3,462,Montreal,1060,H4B,43.0,,43.0,1,43.0,4.0,23.0,1.0
2017-07-01,3,462,Montreal,1060,J4K,46.0,,46.0,14,3.29,1.71,4.818181818181818,0.0
2017-07-01,3,462,Montreal,1060,J4L,41.0,,41.0,2,20.5,2.0,9.0,2.0
2017-07-01,3,462,Montreal,1060,H1H,29.0,,29.0,2,14.5,2.0,9.0,1.0
2017-07-01,3,462,Montreal,1060,H1T,8.0,,8.0,2,4.0,2.0,11.0,4.0
2017-07-01,3,462,Montreal,1060,H1E,3.0,,3.0,2,1.5,0.0,4.0,0.0
2017-07-01,3,462,Montreal,1060,J7J,83.0,6.0,77.0,48,1.73,0.1,4.111111111111111,1.0
2017-08-01,3,462,Montreal,1060,H7X,58.0,,58.0,7,8.29,0.86,5.714285714285714,8.0
2017-08-01,3,462,Montreal,1060,J4X,503.0,,503.0,6,83.83,3.5,8.333333333333334,2.0
2017-08-01,3,462,Montreal,1060,J7R,69.0,,69.0,20,3.45,0.4,4.55,1.0
2017-08-01,3,462,Montreal,1060,J4Y,83.0,,83.0,1,83.0,7.0,7.0,-9.0
2017-08-01,3,462,Montreal,1060,J5Z,63.0,1.0,62.0,14,4.5,0.86,4.166666666666667,1.0
2017-08-01,3,462,Montreal,1060,J6K,9.0,,9.0,2,4.5,1.0,5.5,1.0
2017-08-01,3,462,Montreal,1060,J6R,60.0,,60.0,23,2.61,0.22,4.6,3.0
2017-08-01,3,462,Montreal,1060,H1C,2.0,,2.0,2,1.0,0.0,6.0,0.0
2017-08-01,3,462,Montreal,1060,H4G,9.0,,9.0,1,9.0,2.0,6.0,10.0
2017-08-01,3,462,Montreal,1060,J7Z,87.0,1.0,86.0,21,4.14,1.57,9.529411764705882,1.0
2017-08-01,3,462,Montreal,1060,J2W,41.0,,41.0,34,1.21,0.18,3.652173913043478,1.0
2017-08-01,3,462,Montreal,1060,J4W,1.0,,1.0,1,1.0,0.0,3.0,0.0
2017-08-01,3,462,Montreal,1060,J3G,152.0,1.0,151.0,28,5.43,0.29,6.2105263157894735,1.0
2017-08-01,3,462,Montreal,1060,H7G,1.0,,1.0,1,1.0,0.0,7.0,2.0
2017-08-01,3,462,Montreal,1060,J3Y,139.0,3.0,136.0,41,3.39,0.56,5.71875,1.0
2017-08-01,3,462,Montreal,1060,J7M,14.0,3.0,11.0,11,1.27,0.0,4.444444444444445,3.0
2017-08-01,3,462,Montreal,1060,J4R,228.0,,228.0,3,76.0,2.67,12.666666666666666,3.0
2017-08-01,3,462,Montreal,1060,J6W,39.0,,39.0,8,4.88,0.75,6.0,3.0
2017-08-01,3,462,Montreal,1060,J7A,5.0,,5.0,5,1.0,0.0,6.0,0.0
2017-08-01,3,462,Montreal,1060,H4E,2.0,,2.0,2,1.0,0.0,6.0,1.0
2017-08-01,3,462,Montreal,1060,J3H,15.0,,15.0,10,1.5,0.3,7.444444444444445,2.0
2017-08-01,3,462,Montreal,1060,J7P,11.0,1.0,10.0,6,1.83,0.5,3.3333333333333335,1.0
2017-08-01,3,462,Montreal,1060,J3E,1.0,,1.0,1,1.0,0.0,3.0,0.0
2017-08-01,3,462,Montreal,1060,J7C,133.0,2.0,131.0,33,4.03,0.64,5.16,1.0
2017-08-01,3,462,Montreal,1060,H7H,13.0,,13.0,6,2.17,0.0,5.0,0.0
2017-08-01,3,462,Montreal,1060,H7N,419.0,,419.0,5,83.8,8.4,11.8,4.0
2017-08-01,3,462,Montreal,1060,J4Z,50.0,,50.0,23,2.17,0.39,6.391304347826087,1.0
2017-08-01,3,462,Montreal,1060,J6X,43.0,1.0,42.0,10,4.3,1.2,9.5,12.0
2017-08-01,3,462,Montreal,1060,H7A,30.0,,30.0,11,2.73,0.27,4.777777777777778,2.0
2017-08-01,3,462,Montreal,1060,H2A,68.0,,68.0,7,9.71,3.14,11.6,8.0
2017-08-01,3,462,Montreal,1060,J5R,129.0,,129.0,36,3.58,0.72,5.25,4.0
2017-08-01,3,462,Montreal,1060,H1L,51.0,,51.0,6,8.5,2.5,12.0,0.0
2017-08-01,3,462,Montreal,1060,H1X,6.0,,6.0,1,6.0,0.0,7.0,7.0
2017-08-01,3,462,Montreal,1060,H2L,136.0,,136.0,2,68.0,6.0,10.0,2.0
2017-08-01,3,462,Montreal,1060,J4J,29.0,,29.0,9,3.22,2.0,6.375,-1.0
2017-08-01,3,462,Montreal,1060,H7W,7.0,,7.0,3,2.33,1.33,4.666666666666667,0.0
2017-08-01,3,462,Montreal,1060,H3C,303.0,,303.0,1,303.0,50.0,35.0,13.0
2017-08-01,3,462,Montreal,1060,H7L,23.0,,23.0,13,1.77,0.31,3.375,1.0
2017-08-01,3,462,Montreal,1060,J7H,8.0,,8.0,1,8.0,0.0,6.0,0.0
2017-09-01,3,462,Montreal,1060,H2X,56.0,,56.0,1,56.0,4.0,13.0,7.0
2017-09-01,3,462,Montreal,1060,H4T,32.0,,32.0,3,10.67,1.0,13.666666666666666,-3.0
2017-09-01,3,462,Montreal,1060,H7V,3.0,,3.0,1,3.0,2.0,3.0,0.0
2017-09-01,3,462,Montreal,1060,H7M,12.0,,12.0,2,6.0,3.0,5.0,1.0
2017-09-01,3,462,Montreal,1060,H9C,10.0,,10.0,10,1.0,0.0,7.0,3.0
2017-09-01,3,462,Montreal,1060,J7G,13.0,,13.0,3,4.33,2.0,7.666666666666667,0.0
2017-09-01,3,462,Montreal,1060,H7E,2.0,,2.0,2,1.0,0.0,6.0,11.0
2017-09-01,3,462,Montreal,1060,J6Y,83.0,,83.0,27,3.07,0.48,5.380952380952381,1.0
2017-09-01,3,462,Montreal,1060,H8N,28.0,,28.0,4,7.0,1.5,9.5,3.0
2017-09-01,3,462,Montreal,1060,J6Z,7.0,,7.0,5,1.4,0.0,3.6,0.0
2017-09-01,3,462,Montreal,1060,H2K,145.0,,145.0,6,24.17,3.17,8.0,11.0
2017-09-01,3,462,Montreal,1060,H1N,159.0,,159.0,4,39.75,4.0,9.5,3.0
2017-09-01,3,462,Montreal,1060,J6J,11.0,1.0,10.0,11,1.0,0.0,5.2,1.0
2017-09-01,3,462,Montreal,1060,J5X,14.0,,14.0,7,2.0,0.57,3.5714285714285716,0.0
2017-09-01,3,462,Montreal,1060,J0N,99.0,6.0,93.0,59,1.68,0.49,4.54054054054054,1.0
2017-09-01,3,462,Montreal,1060,J7L,6.0,2.0,4.0,6,1.0,0.0,4.2,0.0
2017-09-01,3,462,Montreal,1060,H1K,20.0,,20.0,9,2.22,0.44,9.714285714285714,1.0
2017-09-01,3,462,Montreal,1060,H2S,24.0,,24.0,1,24.0,3.0,9.0,2.0
2017-09-01,3,462,Montreal,1060,H4K,1.0,,1.0,1,1.0,0.0,5.0,1.0
2017-09-01,3,462,Montreal,1060,J5Y,9.0,,9.0,4,2.25,0.75,7.666666666666667,0.0
2017-09-01,3,462,Montreal,1060,J5W,43.0,1.0,42.0,22,1.95,0.14,4.85,1.0
2017-09-01,3,462,Montreal,1060,H4W,1.0,,1.0,1,1.0,0.0,11.0,12.0
2017-09-01,3,462,Montreal,1060,H9H,6.0,,6.0,2,3.0,2.0,8.0,0.0
2017-09-01,3,462,Montreal,1060,J7X,7.0,,7.0,4,1.75,0.0,5.666666666666667,4.0
2017-09-01,3,462,Montreal,1060,H7P,288.0,,288.0,12,24.0,2.75,7.25,4.0
2017-09-01,3,462,Montreal,1060,H7B,2.0,,2.0,1,2.0,1.0,4.0,0.0
2017-09-01,3,462,Montreal,1060,J0P,33.0,1.0,32.0,22,1.5,0.23,4.916666666666667,2.0
2017-09-01,3,462,Montreal,1060,J5M,67.0,7.0,60.0,64,1.05,0.0,3.037037037037037,0.0
2017-09-01,3,462,Montreal,1060,J5T,17.0,,17.0,13,1.31,0.23,3.7,0.0
2017-09-01,3,462,Montreal,1060,J4B,6.0,,6.0,6,1.0,0.0,5.6,1.0
2017-09-01,3,462,Montreal,1060,J7T,59.0,,59.0,45,1.31,0.09,4.172413793103448,1.0
2017-09-01,3,462,Montreal,1060,J4H,64.0,,64.0,3,21.33,1.33,12.0,0.0
2017-09-01,3,462,Montreal,1060,H9X,1.0,,1.0,1,1.0,0.0,9.0,0.0
2017-09-01,3,462,Montreal,1060,J0V,12.0,,12.0,12,1.0,0.0,12.166666666666666,0.0
2017-09-01,3,462,Montreal,1060,H9W,4.0,,4.0,3,1.33,0.0,4.666666666666667,5.0
2017-09-01,3,462,Montreal,1060,H2V,11.0,,11.0,2,5.5,1.5,6.0,1.0
2017-09-01,3,462,Montreal,1060,H3T,89.0,,89.0,1,89.0,6.0,14.0,29.0
