reference_period,stcan_cmacode,metro,metcode,FSA,dweltype,mkttycd,total_completions,completions_accsuite,completions_no_accsuite,num_structures,unitsperstructure,avgstorycount,avglengthofconstr,avgpermit_to_start_time,bachelor_units,one_bedrooms,two_bedrooms,three_bedrooms,four_bedrooms,tot_units,total_avg_unitsize_sqm,total_avg_unitsize_sqft,total_avg_price,total_min_price,total_max_price
2011,537,Hamilton,0610,L9G,1.0,1.0,58.0,,58.0,58,1.0,0.0,8.724137931034482,0.0,,,,,,,,,,,
2011,537,Hamilton,0610,L9H,1.0,1.0,28.0,,28.0,28,1.0,0.0,8.592592592592593,0.0,,,,,,,,,,,
2011,537,Hamilton,0610,L7N,1.0,1.0,8.0,,8.0,8,1.0,0.0,9.571428571428571,0.0,,,,,,,,,,,
2011,537,Hamilton,0610,L9G,4.0,3.0,12.0,,12.0,3,4.0,0.0,16.0,6.0,,,,12,,12,0.0,0.0,280649.58,223000.0,316000.0
2011,537,Hamilton,0610,nan,2.0,1.0,64.0,,64.0,32,2.0,0.0,8.580645161290322,3.0,,,,,,,,,,,
2011,537,Hamilton,0610,L8E,2.0,1.0,2.0,,2.0,1,2.0,0.0,,11.0,,,,,,,,,,,
2011,537,Hamilton,0610,L8J,4.0,1.0,74.0,,74.0,12,6.17,0.0,6.666666666666667,-1.0,,,,74,,74,62.41,671.73,231010.81,216900.0,249900.0
2011,537,Hamilton,0610,L8W,4.0,1.0,19.0,,19.0,3,6.33,0.0,17.666666666666668,0.0,,,,,,,,,,,
2011,537,Hamilton,0610,L9A,1.0,1.0,48.0,,48.0,48,1.0,0.0,5.565217391304348,1.0,,,,,,,,,,,
2011,537,Hamilton,0610,L7T,5.0,2.0,182.0,,182.0,1,182.0,0.0,20.0,,,,,,,,,,,,
2011,537,Hamilton,0610,L8J,1.0,1.0,75.0,,75.0,75,1.0,0.0,5.208333333333333,1.0,,,,,,,,,,,
2011,537,Hamilton,0610,L8V,1.0,1.0,4.0,,4.0,4,1.0,0.0,11.333333333333334,0.0,,,,,,,,,,,
2011,537,Hamilton,0610,L9G,4.0,1.0,16.0,,16.0,2,8.0,0.0,17.5,0.0,,,,9,,9,0.0,0.0,251933.33,239900.0,274900.0
2011,537,Hamilton,0610,L8K,1.0,1.0,1.0,,1.0,1,1.0,0.0,6.0,0.0,,,,,,,,,,,
2011,537,Hamilton,0610,N1R,1.0,1.0,10.0,,10.0,10,1.0,0.0,6.4,1.0,,,,,,,,,,,
2011,537,Hamilton,0610,L9B,4.0,3.0,20.0,,20.0,3,6.67,0.0,12.0,0.0,,,,20,,20,0.0,0.0,246829.3,232234.0,307082.0
2011,537,Hamilton,0610,L7S,1.0,1.0,1.0,,1.0,1,1.0,0.0,8.0,0.0,,,,,,,,,,,
2011,537,Hamilton,0610,L0R,5.0,1.0,4.0,,4.0,1,4.0,0.0,8.0,1.0,,,,,,,,,,,
2011,537,Hamilton,0610,L9C,1.0,1.0,12.0,,12.0,12,1.0,0.0,8.0,1.0,,,,,,,,,,,
2011,537,Hamilton,0610,nan,1.0,1.0,894.0,,894.0,894,1.0,0.0,6.484848484848484,1.0,,,,,,,,,,,
2011,537,Hamilton,0610,L8L,2.0,1.0,2.0,,2.0,1,2.0,0.0,11.0,0.0,,,,,,,,,,,
2011,537,Hamilton,0610,L7L,1.0,1.0,11.0,,11.0,11,1.0,0.0,14.818181818181818,0.0,,,,,,,,,,,
2011,537,Hamilton,0610,L7R,1.0,1.0,3.0,,3.0,3,1.0,0.0,9.0,0.0,,,,,,,,,,,
2011,537,Hamilton,0610,L8E,1.0,1.0,78.0,,78.0,78,1.0,0.0,7.225352112676056,1.0,,,,,,,,,,,
2011,537,Hamilton,0610,L8P,1.0,1.0,1.0,,1.0,1,1.0,0.0,7.0,0.0,,,,,,,,,,,
2011,537,Hamilton,0610,L9A,4.0,1.0,22.0,,22.0,4,5.5,0.0,15.5,1.0,,,,20,,20,0.0,0.0,243976.5,225900.0,261990.0
2011,537,Hamilton,0610,L3M,1.0,1.0,89.0,,89.0,89,1.0,0.0,5.3164556962025316,0.0,,,,,,,,,,,
2011,537,Hamilton,0610,L7T,1.0,1.0,10.0,,10.0,10,1.0,0.0,14.1,1.0,,,,,,,,,,,
2011,537,Hamilton,0610,L8G,2.0,1.0,2.0,,2.0,1,2.0,0.0,9.0,0.0,,,,,,,,,,,
2011,537,Hamilton,0610,L0R,1.0,1.0,62.0,,62.0,62,1.0,0.0,7.05,1.0,,,,,,,,,,,
2011,537,Hamilton,0610,L8L,4.0,1.0,4.0,,4.0,1,4.0,0.0,6.0,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L9G,1.0,1.0,43.0,,43.0,43,1.0,0.0,7.6976744186046515,1.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8V,1.0,1.0,1.0,,1.0,1,1.0,0.0,6.0,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L9A,4.0,3.0,5.0,,5.0,1,5.0,0.0,21.0,0.0,,,,3,,3,0.0,0.0,251147.33,234990.0,262462.0
2012,537,Hamilton,0610,L9C,2.0,1.0,10.0,,10.0,5,2.0,0.0,16.8,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8K,1.0,1.0,1.0,,1.0,1,1.0,0.0,9.0,1.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8L,4.0,2.0,4.0,,4.0,1,4.0,0.0,5.0,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L9B,1.0,1.0,103.0,,103.0,103,1.0,0.0,7.0,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L3M,1.0,1.0,44.0,,44.0,44,1.0,0.0,6.439024390243903,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L7S,1.0,1.0,3.0,,3.0,3,1.0,0.0,8.666666666666666,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L9G,5.0,3.0,62.0,,62.0,1,62.0,4.0,48.0,0.0,,23,37,,,60,0.0,0.0,323223.33,206400.0,489900.0
2012,537,Hamilton,0610,L3M,1.0,3.0,3.0,,3.0,3,1.0,0.0,4.666666666666667,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L7M,1.0,1.0,1.0,,1.0,1,1.0,0.0,7.0,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L7N,1.0,1.0,20.0,,20.0,20,1.0,0.0,11.4,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L7T,1.0,1.0,8.0,,8.0,8,1.0,0.0,10.5,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L0R,2.0,1.0,38.0,,38.0,19,2.0,0.0,4.7894736842105265,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8W,4.0,3.0,4.0,,4.0,1,4.0,0.0,12.0,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8M,1.0,1.0,1.0,,1.0,1,1.0,0.0,3.0,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8J,4.0,3.0,5.0,,5.0,1,5.0,0.0,5.0,0.0,,,,5,,5,0.0,0.0,283900.0,279900.0,289900.0
2012,537,Hamilton,0610,L9B,4.0,3.0,28.0,,28.0,6,4.67,0.0,10.833333333333334,7.0,,,,8,,8,0.0,0.0,259352.88,233391.0,282730.0
2012,537,Hamilton,0610,L9C,1.0,1.0,16.0,,16.0,16,1.0,0.0,8.866666666666667,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,nan,1.0,1.0,779.0,,779.0,779,1.0,0.0,7.194369973190349,1.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8L,1.0,1.0,2.0,,2.0,2,1.0,0.0,6.0,3.0,,,,,,,,,,,
2012,537,Hamilton,0610,L7L,1.0,1.0,6.0,,6.0,6,1.0,0.0,14.0,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8J,4.0,1.0,21.0,,21.0,4,5.25,0.0,11.5,1.0,,,,13,,13,139.0,1496.18,250053.85,243900.0,253900.0
2012,537,Hamilton,0610,L9G,4.0,1.0,8.0,,8.0,1,8.0,0.0,26.0,0.0,,,,1,,1,0.0,0.0,259900.0,259900.0,259900.0
2012,537,Hamilton,0610,L0R,4.0,1.0,71.0,,71.0,16,4.44,0.0,7.5,0.0,,,,12,,12,0.0,0.0,295236.33,261990.0,352926.0
2012,537,Hamilton,0610,L8L,5.0,2.0,24.0,,24.0,3,8.0,0.0,14.666666666666666,2.0,,,,,,,,,,,
2012,537,Hamilton,0610,L3M,4.0,1.0,195.0,,195.0,29,6.72,0.0,7.458333333333333,0.0,,,14,103,,117,34.26,368.73,252451.62,209900.0,279900.0
2012,537,Hamilton,0610,L8J,1.0,1.0,84.0,,84.0,84,1.0,0.0,5.571428571428571,1.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8R,5.0,2.0,156.0,,156.0,2,78.0,8.0,27.0,,,,,,,,,,,,
2012,537,Hamilton,0610,L8W,5.0,2.0,59.0,,59.0,1,59.0,4.0,12.0,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,nan,5.0,2.0,24.0,,24.0,1,24.0,3.0,13.0,8.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8H,1.0,1.0,7.0,,7.0,7,1.0,0.0,7.5,1.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8W,4.0,1.0,31.0,,31.0,5,6.2,0.0,7.5,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L9H,5.0,3.0,62.0,,62.0,1,62.0,1.0,49.0,0.0,,10,50,,,60,0.0,0.0,442242.5,237000.0,493490.0
2012,537,Hamilton,0610,L9H,1.0,1.0,12.0,,12.0,12,1.0,0.0,9.666666666666666,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L0R,1.0,1.0,213.0,,213.0,213,1.0,0.0,6.7434554973821985,1.0,,,,,,,,,,,
2012,537,Hamilton,0610,L7P,1.0,1.0,2.0,,2.0,2,1.0,0.0,12.5,1.0,,,,,,,,,,,
2012,537,Hamilton,0610,L7P,4.0,1.0,94.0,,94.0,12,7.83,0.0,8.166666666666666,1.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8E,4.0,1.0,181.0,,181.0,26,6.96,0.0,7.92,1.0,,,,66,,66,29.55,318.02,274221.21,249900.0,309900.0
2012,537,Hamilton,0610,L8S,1.0,1.0,3.0,,3.0,3,1.0,0.0,7.666666666666667,1.0,,,,,,,,,,,
2012,537,Hamilton,0610,L7T,5.0,2.0,150.0,,150.0,2,75.0,7.0,13.5,5.0,,,,,,,,,,,
2012,537,Hamilton,0610,L7L,4.0,3.0,37.0,,37.0,9,4.11,0.0,11.333333333333334,4.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8L,2.0,2.0,2.0,,2.0,1,2.0,0.0,7.0,2.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8W,1.0,1.0,20.0,,20.0,20,1.0,0.0,6.117647058823529,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,nan,1.0,3.0,7.0,,7.0,7,1.0,0.0,6.571428571428571,7.0,,,,,,,,,,,
2012,537,Hamilton,0610,L3M,4.0,3.0,12.0,,12.0,2,6.0,0.0,20.0,0.0,,2,10,,,12,196.58,2116.0,642645.83,508820.0,833270.0
2012,537,Hamilton,0610,L7M,4.0,3.0,12.0,,12.0,1,12.0,0.0,7.0,2.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8P,1.0,1.0,6.0,,6.0,6,1.0,0.0,4.0,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,nan,4.0,1.0,92.0,,92.0,16,5.75,0.0,9.375,1.0,,,4,30,,34,0.0,0.0,286356.62,231990.0,386000.0
2012,537,Hamilton,0610,nan,4.0,3.0,210.0,,210.0,38,5.53,0.0,8.973684210526315,1.0,,,26,,,26,0.0,0.0,323207.69,272900.0,368900.0
2012,537,Hamilton,0610,L7R,1.0,1.0,9.0,,9.0,9,1.0,0.0,10.75,1.0,,,,,,,,,,,
2012,537,Hamilton,0610,nan,2.0,1.0,22.0,,22.0,11,2.0,0.0,6.818181818181818,1.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8L,2.0,1.0,2.0,,2.0,1,2.0,0.0,16.0,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L9B,4.0,1.0,11.0,,11.0,2,5.5,0.0,9.0,2.0,,,,11,,11,0.0,0.0,258521.27,241000.0,296749.0
2012,537,Hamilton,0610,L8E,1.0,1.0,102.0,,102.0,102,1.0,0.0,6.6625,0.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8R,1.0,1.0,1.0,,1.0,1,1.0,0.0,11.0,5.0,,,,,,,,,,,
2012,537,Hamilton,0610,N1R,1.0,1.0,10.0,,10.0,10,1.0,0.0,7.6,1.0,,,,,,,,,,,
2012,537,Hamilton,0610,L9A,1.0,1.0,14.0,,14.0,14,1.0,0.0,7.083333333333333,1.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8G,1.0,1.0,5.0,,5.0,5,1.0,0.0,6.4,1.0,,,,,,,,,,,
2012,537,Hamilton,0610,L8H,4.0,3.0,11.0,,11.0,1,11.0,0.0,28.0,0.0,,,,8,,8,0.0,0.0,440695.13,389900.0,495700.0
2013,537,Hamilton,0610,L3M,1.0,1.0,27.0,,27.0,27,1.0,0.0,5.0,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8J,1.0,1.0,76.0,,76.0,76,1.0,0.0,6.154929577464789,2.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8P,1.0,1.0,1.0,,1.0,1,1.0,0.0,17.0,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8W,4.0,1.0,34.0,,34.0,5,6.8,0.0,7.2,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8J,4.0,3.0,33.0,,33.0,6,5.5,0.0,6.5,0.0,,,,33,,33,0.0,0.0,287172.73,279900.0,299900.0
2013,537,Hamilton,0610,L0R,1.0,1.0,216.0,,216.0,216,1.0,0.0,7.202830188679245,1.0,,,,,,,,,,,
2013,537,Hamilton,0610,L3M,1.0,3.0,8.0,,8.0,8,1.0,0.0,6.375,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7T,1.0,1.0,7.0,,7.0,7,1.0,0.0,7.857142857142857,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L9G,4.0,1.0,4.0,,4.0,1,4.0,0.0,6.0,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L3M,4.0,1.0,8.0,,8.0,1,8.0,0.0,18.0,0.0,,,,1,,1,136.0,1463.89,259900.0,259900.0,259900.0
2013,537,Hamilton,0610,L7P,1.0,1.0,2.0,,2.0,2,1.0,0.0,4.5,2.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7S,5.0,3.0,186.0,,186.0,1,186.0,21.0,30.0,7.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8G,2.0,3.0,4.0,,4.0,2,2.0,0.0,4.5,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8W,4.0,3.0,7.0,,7.0,1,7.0,0.0,15.0,2.0,,,,,,,,,,,
2013,537,Hamilton,0610,nan,1.0,3.0,5.0,,5.0,5,1.0,0.0,14.6,12.0,,,,,,,,,,,
2013,537,Hamilton,0610,nan,4.0,3.0,137.0,,137.0,24,5.71,0.0,9.791666666666666,1.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7T,4.0,1.0,6.0,,6.0,1,6.0,0.0,7.0,2.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8L,1.0,1.0,4.0,,4.0,4,1.0,0.0,5.666666666666667,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8W,1.0,1.0,21.0,,21.0,21,1.0,0.0,5.684210526315789,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L0R,4.0,1.0,132.0,,132.0,20,6.6,0.0,7.9,0.0,,,,,1,1,173.0,1862.15,340000.0,340000.0,340000.0
2013,537,Hamilton,0610,L9C,1.0,1.0,40.0,,40.0,40,1.0,0.0,5.105263157894737,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,nan,2.0,1.0,14.0,,14.0,7,2.0,0.0,8.285714285714286,5.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8P,5.0,3.0,33.0,,33.0,1,33.0,7.0,14.0,5.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7L,4.0,3.0,58.0,,58.0,8,7.25,0.0,9.857142857142858,3.0,,,,,,,,,,,
2013,537,Hamilton,0610,L9A,1.0,1.0,17.0,,17.0,17,1.0,0.0,5.4375,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8E,1.0,1.0,59.0,,59.0,59,1.0,0.0,6.6875,2.0,,,,,,,,,,,
2013,537,Hamilton,0610,nan,4.0,1.0,31.0,,31.0,7,4.43,0.0,8.428571428571429,1.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7L,1.0,1.0,4.0,,4.0,4,1.0,0.0,6.25,2.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8G,1.0,1.0,6.0,,6.0,6,1.0,0.0,6.666666666666667,4.0,,,,,,,,,,,
2013,537,Hamilton,0610,L9B,4.0,1.0,52.0,,52.0,7,7.43,0.0,5.857142857142857,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8N,1.0,1.0,2.0,,2.0,2,1.0,0.0,5.5,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7R,1.0,1.0,10.0,,10.0,10,1.0,0.0,10.0,2.0,,,,,,,,,,,
2013,537,Hamilton,0610,L9B,1.0,1.0,120.0,,120.0,120,1.0,0.0,6.288135593220339,1.0,,,,,,,,,,,
2013,537,Hamilton,0610,L9G,1.0,1.0,61.0,,61.0,61,1.0,0.0,8.833333333333334,1.0,,,,,,,,,,,
2013,537,Hamilton,0610,N1R,1.0,1.0,1.0,,1.0,1,1.0,0.0,8.0,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7L,5.0,3.0,142.0,,142.0,2,71.0,3.5,21.0,1.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7M,1.0,1.0,1.0,,1.0,1,1.0,0.0,18.0,10.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7R,4.0,1.0,18.0,,18.0,4,4.5,0.0,6.25,2.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7N,1.0,1.0,8.0,,8.0,8,1.0,0.0,12.625,1.0,,,,,,,,,,,
2013,537,Hamilton,0610,L9H,1.0,1.0,13.0,,13.0,13,1.0,0.0,7.0,1.0,,,,,,,,,,,
2013,537,Hamilton,0610,L9H,2.0,1.0,2.0,,2.0,1,2.0,0.0,6.0,4.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8E,2.0,1.0,26.0,,26.0,13,2.0,0.0,8.307692307692308,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L0R,2.0,1.0,18.0,,18.0,9,2.0,0.0,5.666666666666667,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7L,4.0,1.0,25.0,,25.0,3,8.33,0.0,8.666666666666666,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8G,1.0,3.0,1.0,,1.0,1,1.0,0.0,6.0,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L9G,4.0,3.0,6.0,,6.0,1,6.0,0.0,9.0,2.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7R,4.0,3.0,20.0,,20.0,3,6.67,0.0,6.333333333333333,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,nan,1.0,1.0,459.0,,459.0,459,1.0,0.0,6.5936794582392775,1.0,,,,,,,,,,,
2013,537,Hamilton,0610,L0R,4.0,3.0,11.0,,11.0,2,5.5,0.0,6.5,1.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7S,1.0,1.0,1.0,,1.0,1,1.0,0.0,14.0,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8E,4.0,3.0,42.0,,42.0,6,7.0,0.0,7.5,0.0,,,,34,,34,0.0,0.0,295067.65,265000.0,309900.0
2013,537,Hamilton,0610,L8K,1.0,1.0,1.0,,1.0,1,1.0,0.0,6.0,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7T,4.0,3.0,24.0,,24.0,3,8.0,3.0,7.666666666666667,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L8E,4.0,1.0,96.0,,96.0,14,6.86,0.0,9.0,0.0,,,,65,,65,0.0,0.0,286223.08,270900.0,319900.0
2013,537,Hamilton,0610,L8H,1.0,1.0,9.0,,9.0,9,1.0,0.0,7.111111111111111,0.0,,,,,,,,,,,
2013,537,Hamilton,0610,L7P,4.0,1.0,10.0,,10.0,1,10.0,0.0,8.0,2.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8J,2.0,1.0,8.0,,8.0,4,2.0,0.0,5.0,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,N1R,1.0,1.0,9.0,,9.0,9,1.0,0.0,9.333333333333334,1.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8J,4.0,1.0,4.0,,4.0,1,4.0,0.0,35.0,0.0,,,,4,,4,139.0,1496.18,251900.0,249900.0,253900.0
2014,537,Hamilton,0610,L8J,4.0,3.0,8.0,,8.0,1,8.0,0.0,19.0,0.0,,,,8,,8,104.13,1120.79,282400.0,279900.0,289900.0
2014,537,Hamilton,0610,L7N,1.0,1.0,5.0,,5.0,5,1.0,0.0,12.8,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L7R,2.0,1.0,8.0,,8.0,4,2.0,0.0,5.75,7.0,,,,,,,,,,,
2014,537,Hamilton,0610,L7T,4.0,1.0,9.0,,9.0,2,4.5,0.0,9.0,-1.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8K,4.0,1.0,7.0,,7.0,1,7.0,0.0,26.0,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L3M,4.0,1.0,60.0,,60.0,12,5.0,0.0,8.416666666666666,1.0,,,,3,,3,0.0,0.0,268233.33,262900.0,270900.0
2014,537,Hamilton,0610,L7S,1.0,1.0,1.0,,1.0,1,1.0,0.0,8.0,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L0R,4.0,3.0,54.0,,54.0,8,6.75,0.0,10.875,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L7T,1.0,1.0,9.0,,9.0,9,1.0,0.0,11.444444444444445,2.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8P,1.0,1.0,1.0,,1.0,1,1.0,0.0,11.0,7.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8W,1.0,1.0,41.0,,41.0,41,1.0,0.0,5.375,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L9G,4.0,1.0,32.0,,32.0,5,6.4,0.0,7.8,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,nan,4.0,1.0,199.0,,199.0,37,5.38,0.0,8.594594594594595,1.0,,,,,,,,,,,
2014,537,Hamilton,0610,L9C,1.0,1.0,54.0,,54.0,54,1.0,0.0,7.411764705882353,1.0,,,,,,,,,,,
2014,537,Hamilton,0610,L0R,4.0,1.0,100.0,,100.0,17,5.88,0.0,11.352941176470589,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,nan,4.0,3.0,79.0,,79.0,14,5.64,0.0,12.357142857142858,2.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8P,5.0,3.0,76.0,,76.0,1,76.0,9.0,31.0,2.0,,,,,,,,,,,
2014,537,Hamilton,0610,L9G,5.0,1.0,6.0,,6.0,1,6.0,2.0,9.0,2.0,,,,,,,,,,,
2014,537,Hamilton,0610,nan,1.0,3.0,2.0,,2.0,2,1.0,0.0,19.5,7.0,,,,,,,,,,,
2014,537,Hamilton,0610,L7L,5.0,3.0,442.0,,442.0,3,147.33,6.0,20.666666666666668,6.0,1,11,5,,,17,69.94,752.84,246841.18,169900.0,383400.0
2014,537,Hamilton,0610,L7P,1.0,1.0,1.0,,1.0,1,1.0,0.0,28.0,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L9A,1.0,1.0,20.0,,20.0,20,1.0,0.0,7.578947368421052,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L3M,1.0,3.0,14.0,,14.0,14,1.0,0.0,5.461538461538462,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L9B,1.0,1.0,81.0,,81.0,81,1.0,0.0,6.05,1.0,,,,,,,,,,,
2014,537,Hamilton,0610,L0R,5.0,3.0,3.0,,3.0,1,3.0,1.0,28.0,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8J,1.0,1.0,84.0,,84.0,84,1.0,0.0,6.89873417721519,2.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8N,4.0,1.0,7.0,,7.0,1,7.0,0.0,5.0,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L9H,1.0,1.0,13.0,,13.0,13,1.0,0.0,8.846153846153847,1.0,,,,,,,,,,,
2014,537,Hamilton,0610,L7L,1.0,1.0,9.0,,9.0,9,1.0,0.0,13.222222222222221,1.0,,,,,,,,,,,
2014,537,Hamilton,0610,L7R,1.0,1.0,1.0,,1.0,1,1.0,0.0,13.0,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L7T,4.0,3.0,21.0,,21.0,3,7.0,1.0,9.0,1.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8E,4.0,1.0,30.0,,30.0,5,6.0,0.0,12.8,2.0,,,,30,,30,0.0,0.0,286363.0,276990.0,319900.0
2014,537,Hamilton,0610,L8E,1.0,1.0,84.0,,84.0,84,1.0,0.0,6.617283950617284,1.0,,,,,,,,,,,
2014,537,Hamilton,0610,L3M,1.0,1.0,109.0,,109.0,109,1.0,0.0,6.710280373831775,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8H,1.0,1.0,4.0,,4.0,4,1.0,0.0,12.5,1.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8K,2.0,1.0,8.0,,8.0,4,2.0,0.0,12.5,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L0R,5.0,2.0,2.0,,2.0,1,2.0,0.0,6.0,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8R,1.0,1.0,1.0,,1.0,1,1.0,0.0,7.0,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8V,1.0,1.0,1.0,,1.0,1,1.0,0.0,11.0,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8W,4.0,1.0,37.0,,37.0,8,4.63,0.0,8.0,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L9B,2.0,1.0,28.0,,28.0,14,2.0,0.0,8.214285714285714,1.0,,,,,,,,,,,
2014,537,Hamilton,0610,L3M,4.0,3.0,77.0,,77.0,10,7.7,0.0,11.222222222222221,0.0,,,47,16,,63,0.0,0.0,234230.16,171900.0,635000.0
2014,537,Hamilton,0610,L8N,1.0,1.0,2.0,,2.0,2,1.0,0.0,7.0,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8S,1.0,1.0,1.0,,1.0,1,1.0,0.0,12.0,5.0,,,,,,,,,,,
2014,537,Hamilton,0610,nan,1.0,1.0,332.0,,332.0,332,1.0,0.0,6.471698113207547,2.0,,,,,,,,,,,
2014,537,Hamilton,0610,L8L,1.0,1.0,2.0,,2.0,2,1.0,0.0,5.5,1.0,,,,,,,,,,,
2014,537,Hamilton,0610,L9C,5.0,2.0,50.0,,50.0,1,50.0,5.0,12.0,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L7L,4.0,3.0,41.0,,41.0,6,6.83,0.0,9.2,9.0,,,,,,,,,,,
2014,537,Hamilton,0610,nan,2.0,1.0,2.0,,2.0,1,2.0,0.0,5.0,0.0,,,,,,,,,,,
2014,537,Hamilton,0610,L7R,4.0,1.0,6.0,,6.0,1,6.0,0.0,8.0,3.0,,,,,,,,,,,
