reference_period,ref_qq,metcode,metro,total_completions,completions_accsuite,completions_no_accsuite,num_structures,unitsperstructure,avgstorycount,avglengthofconstr,avgpermit_to_start_time,population,comp_per_10kpop
2021-01-01,1,1060,Montreal,14316.0,184.0,14132.0,3724,3.84,0.55,5.965277777777778,3.65,4361026.84,32.83
2021-06-01,2,1060,Montreal,28500.0,360.0,28140.0,4820,5.91,0.68,5.923745173745174,3.33,4361026.84,65.35
2021-07-01,3,1060,Montreal,30920.0,284.0,30636.0,4968,6.22,0.69,6.316620241411328,2.8,4361026.84,70.9
2021-11-01,4,1060,Montreal,19152.0,224.0,18928.0,4512,4.24,0.51,6.765166340508806,2.94,4361026.84,43.92
2022-11-01,4,1060,Montreal,32028.0,272.0,31756.0,3916,8.18,0.84,7.920258620689655,3.13,4463343.69,71.76
2022-02-01,1,1060,Montreal,19588.0,232.0,19356.0,3264,6.0,0.71,6.89811320754717,2.8,4463343.69,43.89
2022-08-01,3,1060,Montreal,26020.0,276.0,25744.0,3560,7.31,0.8,7.257281553398058,3.69,4463343.69,58.3
2022-04-01,2,1060,Montreal,25324.0,200.0,25124.0,3832,6.61,0.74,7.443458980044346,3.38,4463343.69,56.74
2023-11-01,4,1060,Montreal,20732.0,116.0,20616.0,2060,10.06,1.19,9.497916666666667,3.56,4606538.0,45.01
2023-07-01,3,1060,Montreal,21304.0,132.0,21172.0,2260,9.43,0.98,9.361581920903955,3.83,4606538.0,46.25
2023-01-01,1,1060,Montreal,18944.0,176.0,18768.0,2528,7.49,0.87,8.169966996699669,3.16,4606538.0,41.12
2023-04-01,2,1060,Montreal,22288.0,144.0,22144.0,2240,9.95,1.17,9.251968503937007,3.48,4606538.0,48.38
1988-09-01,3,1265,Ottawa,9764.0,,,5576,1.75,0.0,4.75,0.65,934282.96,104.51
1988-10-01,4,1265,Ottawa,8464.0,,,5332,1.59,0.02,4.887709991158267,0.17,934282.96,90.59
1988-06-01,2,1265,Ottawa,3248.0,,,1616,2.01,0.06,5.7707182320441985,1.2,934282.96,34.76
1989-12-01,4,1265,Ottawa,9192.0,,,5016,1.83,0.02,5.071644803229062,0.51,959802.75,95.77
1989-04-01,2,1265,Ottawa,7472.0,,,3768,1.98,0.08,5.0997506234413965,0.27,959802.75,77.85
1989-03-01,1,1265,Ottawa,5764.0,,,2992,1.93,0.0,5.247437774524158,0.25,959802.75,60.05
1989-09-01,3,1265,Ottawa,5632.0,,,4264,1.32,0.01,4.989510489510489,0.43,959802.75,58.68
1990-11-01,4,1265,Ottawa,6760.0,,,3456,1.96,0.0,5.379947229551451,0.75,982183.32,68.83
1990-05-01,2,1265,Ottawa,4280.0,,,2968,1.44,0.0,5.838602329450915,0.9,982183.32,43.58
1990-07-01,3,1265,Ottawa,6088.0,,,4084,1.49,0.0,5.532178217821782,1.14,982183.32,61.98
1990-01-01,1,1265,Ottawa,4916.0,,,2448,2.01,0.02,5.665474060822898,0.75,982183.32,50.05
1991-02-01,1,1265,Ottawa,5296.0,,,2056,2.58,0.02,5.622685185185185,0.67,999858.67,52.97
1991-06-01,2,1265,Ottawa,2416.0,,,976,2.48,0.0,6.655913978494624,1.15,999858.67,24.16
1991-10-01,4,1265,Ottawa,5420.0,,,2940,1.84,0.01,4.663865546218488,0.96,999858.67,54.21
1991-09-01,3,1265,Ottawa,3584.0,,,2612,1.37,0.0,5.10392609699769,1.28,999858.67,35.85
1992-06-01,2,1265,Ottawa,4236.0,,,1692,2.5,0.04,6.029411764705882,2.13,1017849.02,41.62
1992-01-01,1,1265,Ottawa,3768.0,,,2236,1.69,0.02,4.571782178217822,0.91,1017849.02,37.02
1992-10-01,4,1265,Ottawa,9212.0,,,4444,2.07,0.01,4.09106830122592,1.38,1017849.02,90.5
1992-07-01,3,1265,Ottawa,8128.0,,,3168,2.57,0.01,5.132890365448505,2.33,1017849.02,79.85
1993-01-01,1,1265,Ottawa,4776.0,,,2292,2.08,0.02,4.54356846473029,1.68,1029600.24,46.39
1993-04-01,2,1265,Ottawa,4368.0,,,2316,1.89,0.02,4.426229508196721,1.8,1029600.24,42.42
1993-08-01,3,1265,Ottawa,5736.0,,,3292,1.74,0.0,4.489130434782608,1.3,1029600.24,55.71
1993-10-01,4,1265,Ottawa,3776.0,,,2288,1.65,0.01,4.661764705882353,0.77,1029600.24,36.67
1994-07-01,3,1265,Ottawa,6924.0,,,3632,1.91,0.02,4.7371428571428575,0.95,1038457.84,66.68
1994-05-01,2,1265,Ottawa,4000.0,,,2068,1.93,0.0,8.855172413793104,1.47,1038457.84,38.52
1994-02-01,1,1265,Ottawa,2400.0,,,1052,2.28,0.0,4.194805194805195,1.12,1038457.84,23.11
1994-11-01,4,1265,Ottawa,5296.0,,,2312,2.29,0.01,4.476190476190476,0.78,1038457.84,51.0
1995-07-01,3,1265,Ottawa,3128.0,,,1456,2.15,0.05,7.02,0.87,1045160.0,29.93
1995-02-01,1,1265,Ottawa,1836.0,,,892,2.06,0.0,4.27,0.13,1045160.0,17.57
1995-05-01,2,1265,Ottawa,1552.0,,,772,2.01,0.0,6.741379310344827,0.51,1045160.0,14.85
1995-12-01,4,1265,Ottawa,2748.0,,,1192,2.31,0.03,5.962264150943396,0.47,1045160.0,26.29
1996-10-01,4,1265,Ottawa,4308.0,,,2360,1.83,0.02,3.993939393939394,0.85,1053076.15,40.91
1996-08-01,3,1265,Ottawa,3656.0,,,2132,1.71,0.02,4.202205882352941,0.79,1053076.15,34.72
1996-01-01,1,1265,Ottawa,920.0,,,444,2.07,0.02,10.35483870967742,0.16,1053076.15,8.74
1996-04-01,2,1265,Ottawa,1692.0,,,908,1.86,0.11,5.984496124031008,0.71,1053076.15,16.07
1997-08-01,3,1265,Ottawa,4524.0,,,3004,1.51,0.0,4.21256038647343,0.69,1064108.68,42.51
1997-05-01,2,1265,Ottawa,3040.0,,,1784,1.7,0.0,4.242537313432836,0.35,1064108.68,28.57
1997-10-01,4,1265,Ottawa,3992.0,,,2764,1.44,0.0,3.9128205128205127,0.45,1064108.68,37.51
1997-02-01,1,1265,Ottawa,2492.0,,,1348,1.85,0.01,4.021164021164021,0.11,1064108.68,23.42
1998-12-01,4,1265,Ottawa,4504.0,,,3260,1.38,0.0,4.03473491773309,0.54,1078029.11,41.78
1998-06-01,2,1265,Ottawa,2408.0,,,1536,1.57,0.02,4.985559566787003,0.38,1078029.11,22.34
1998-01-01,1,1265,Ottawa,2608.0,,,1872,1.39,0.0,4.084375,0.17,1078029.11,24.19
1998-08-01,3,1265,Ottawa,4320.0,,,3156,1.37,0.0,3.854368932038835,0.67,1078029.11,40.07
1999-04-01,2,1265,Ottawa,2776.0,,,1944,1.43,0.0,4.303333333333334,0.21,1098529.72,25.27
1999-11-01,4,1265,Ottawa,6016.0,,,4224,1.42,0.0,3.9184782608695654,0.23,1098529.72,54.76
1999-03-01,1,1265,Ottawa,3124.0,,,2368,1.32,0.0,3.6595238095238094,0.1,1098529.72,28.44
1999-08-01,3,1265,Ottawa,4660.0,,,3276,1.42,0.0,3.8592057761732854,0.25,1098529.72,42.42
2000-07-01,3,1265,Ottawa,4588.0,,,3600,1.27,0.0,4.412568306010929,0.25,1124951.05,40.78
2000-01-01,1,1265,Ottawa,3328.0,,,2340,1.42,0.0,4.223655913978495,0.32,1124951.05,29.58
2000-12-01,4,1265,Ottawa,6016.0,,,4516,1.33,0.0,4.773359840954274,0.29,1124951.05,53.48
2000-05-01,2,1265,Ottawa,3860.0,,,2732,1.41,0.0,5.003663003663004,0.39,1124951.05,34.31
2001-12-01,4,1265,Ottawa,7564.0,,,5036,1.5,0.0,5.460916442048518,0.37,1141691.24,66.25
2001-06-01,2,1265,Ottawa,6592.0,,,3872,1.7,0.0,4.918050941306755,0.33,1141691.24,57.74
2001-07-01,3,1265,Ottawa,7728.0,,,5196,1.49,0.0,5.085106382978723,0.42,1141691.24,67.69
2001-01-01,1,1265,Ottawa,3968.0,,,2936,1.35,0.0,4.884892086330935,0.36,1141691.24,34.76
2002-07-01,3,1265,Ottawa,6732.0,,,3992,1.69,0.0,5.030127462340672,0.45,1156082.29,58.23
2002-10-01,4,1265,Ottawa,8084.0,,,5460,1.48,0.01,4.892622950819672,0.42,1156082.29,69.93
2002-01-01,1,1265,Ottawa,5256.0,,,3408,1.54,0.01,5.363270777479893,0.48,1156082.29,45.46
2002-06-01,2,1265,Ottawa,5276.0,,,3200,1.65,0.0,5.3725782414307,0.53,1156082.29,45.64
2003-05-01,2,1265,Ottawa,5240.0,,,3532,1.48,0.0,5.866666666666666,0.48,1166249.4,44.93
2003-10-01,4,1265,Ottawa,7676.0,,,4424,1.74,0.0,5.556420233463035,0.47,1166249.4,65.82
2003-07-01,3,1265,Ottawa,5820.0,,,3856,1.51,0.0,5.717889908256881,0.77,1166249.4,49.9
2003-01-01,1,1265,Ottawa,4760.0,,,3252,1.46,0.0,5.234838709677419,0.62,1166249.4,40.81
2004-04-01,2,1265,Ottawa,6136.0,,,3572,1.72,0.0,6.290173410404624,0.34,1176702.82,52.15
2004-01-01,1,1265,Ottawa,5520.0,,,2820,1.96,0.0,5.675595238095238,0.45,1176702.82,46.91
2004-07-01,3,1265,Ottawa,9420.0,,,4224,2.23,0.0,5.72457627118644,0.56,1176702.82,80.05
2004-12-01,4,1265,Ottawa,7424.0,,,4612,1.61,0.0,5.513182674199624,0.41,1176702.82,63.09
2005-10-01,4,1265,Ottawa,5884.0,,,3660,1.61,0.0,6.061784897025172,0.71,1188141.66,49.52
2005-08-01,3,1265,Ottawa,6532.0,,,2964,2.2,0.0,6.3920118343195265,0.61,1188141.66,54.98
2005-02-01,1,1265,Ottawa,5524.0,,,3024,1.83,0.0,5.5479452054794525,0.42,1188141.66,46.49
2005-06-01,2,1265,Ottawa,6244.0,,,3028,2.06,0.0,6.276653171390014,0.43,1188141.66,52.55
2006-05-01,2,1265,Ottawa,5944.0,,,2728,2.18,0.0,6.221036585365853,0.84,1203281.44,49.4
2006-10-01,4,1265,Ottawa,5320.0,,,3268,1.63,0.0,5.971391417425227,0.77,1203281.44,44.21
2006-08-01,3,1265,Ottawa,6388.0,,,3200,2.0,0.02,6.236459709379128,0.7,1203281.44,53.09
2006-03-01,1,1265,Ottawa,3552.0,,,2352,1.51,0.0,6.098389982110913,0.79,1203281.44,29.52
2007-11-01,4,1265,Ottawa,5820.0,,,3544,1.64,0.01,6.275498241500586,0.7,1222932.56,47.59
2007-06-01,2,1265,Ottawa,5856.0,,,2624,2.23,0.02,6.101587301587301,0.9,1222932.56,47.88
2007-02-01,1,1265,Ottawa,3752.0,,,2312,1.62,0.0,5.951048951048951,0.86,1222932.56,30.68
2007-07-01,3,1265,Ottawa,7284.0,,,3688,1.98,0.0,6.598214285714286,0.7,1222932.56,59.56
2008-03-01,1,1265,Ottawa,4648.0,,,2800,1.66,0.01,6.510822510822511,0.79,1243355.31,37.38
2008-10-01,4,1265,Ottawa,8092.0,,,4260,1.9,0.01,7.4762826718296225,0.83,1243355.31,65.08
2008-05-01,2,1265,Ottawa,5600.0,,,3420,1.64,0.0,7.531435349940688,0.67,1243355.31,45.04
2008-09-01,3,1265,Ottawa,7388.0,,,3516,2.1,0.01,7.430232558139535,0.81,1243355.31,59.42
2009-11-01,4,1265,Ottawa,5828.0,,,3180,1.83,0.0,7.06413612565445,1.35,1266134.69,46.03
2009-05-01,2,1265,Ottawa,6228.0,,,3436,1.81,0.0,7.361275088547816,1.14,1266134.69,49.19
2009-09-01,3,1265,Ottawa,6252.0,,,3484,1.79,0.0,7.716452742123687,1.41,1266134.69,49.38
2009-03-01,1,1265,Ottawa,5240.0,,,2832,1.85,0.02,7.30298719772404,0.94,1266134.69,41.39
2010-03-01,1,1265,Ottawa,5428.0,,5428.0,2548,2.13,0.0,7.213375796178344,1.46,1286349.78,42.2
2010-04-01,2,1265,Ottawa,6432.0,,6432.0,3944,1.63,0.0,6.485066941297632,1.09,1286349.78,50.0
2010-08-01,3,1265,Ottawa,8352.0,,8352.0,3984,2.1,0.0,6.484848484848484,1.01,1286349.78,64.93
2010-10-01,4,1265,Ottawa,6924.0,,6924.0,3156,2.19,0.01,6.396325459317585,0.79,1286349.78,53.83
2011-07-01,3,1265,Ottawa,6996.0,,6996.0,3044,2.3,0.01,6.036885245901639,0.86,1302000.5,53.73
2011-03-01,1,1265,Ottawa,6124.0,,6124.0,2528,2.42,0.0,6.761344537815126,1.33,1302000.5,47.04
2011-12-01,4,1265,Ottawa,5440.0,,5440.0,2644,2.06,0.04,6.4120603015075375,1.34,1302000.5,41.78
2011-06-01,2,1265,Ottawa,5256.0,,5256.0,2792,1.88,0.0,5.887556221889056,1.02,1302000.5,40.37
2012-12-01,4,1265,Ottawa,6148.0,,6148.0,2664,2.31,0.13,7.186900958466453,0.97,1313723.94,46.8
2012-08-01,3,1265,Ottawa,5384.0,,5384.0,2276,2.37,0.15,8.340501792114695,0.55,1313723.94,40.98
2012-06-01,2,1265,Ottawa,4248.0,,4248.0,2412,1.76,0.04,6.946366782006921,0.74,1313723.94,32.34
2012-03-01,1,1265,Ottawa,6368.0,,6368.0,2020,3.15,0.03,6.262472885032538,0.93,1313723.94,48.47
2013-04-01,2,1265,Ottawa,5196.0,,5196.0,1752,2.97,0.23,7.925742574257426,0.88,1325251.66,39.21
2013-01-01,1,1265,Ottawa,4296.0,,4296.0,1916,2.24,0.08,7.037362637362637,1.0,1325251.66,32.42
2013-10-01,4,1265,Ottawa,5760.0,,5760.0,2672,2.16,0.08,7.083606557377049,1.46,1325251.66,43.46
2013-09-01,3,1265,Ottawa,5628.0,,5628.0,2672,2.11,0.1,9.599025974025974,1.28,1325251.66,42.47
2014-01-01,1,1265,Ottawa,6328.0,,6328.0,1976,3.2,0.22,7.116424116424116,1.43,1335021.31,47.4
2014-05-01,2,1265,Ottawa,5228.0,,5228.0,2508,2.08,0.07,6.752442996742671,1.16,1335021.31,39.16
2014-09-01,3,1265,Ottawa,7952.0,,7952.0,2412,3.3,0.27,7.215017064846417,1.15,1335021.31,59.56
2014-11-01,4,1265,Ottawa,7668.0,,7668.0,2832,2.71,0.17,6.603693181818182,0.87,1335021.31,57.44
2015-09-01,3,1265,Ottawa,6180.0,,6180.0,2036,3.04,0.17,7.475609756097561,1.56,1354937.94,45.61
2015-10-01,4,1265,Ottawa,5904.0,,5904.0,2428,2.43,0.11,6.505244755244755,1.81,1354937.94,43.57
2015-02-01,1,1265,Ottawa,5668.0,,5668.0,1776,3.19,0.24,6.630232558139535,1.12,1354937.94,41.83
2015-05-01,2,1265,Ottawa,5980.0,,5980.0,2372,2.52,0.17,6.727430555555555,1.4,1354937.94,44.13
2016-11-01,4,1265,Ottawa,5040.0,,5040.0,2568,1.96,0.09,6.456112852664577,1.41,1381609.44,36.48
2016-05-01,2,1265,Ottawa,4504.0,,4504.0,2452,1.84,0.09,7.270315091210613,3.02,1381609.44,32.6
2016-01-01,1,1265,Ottawa,5188.0,,5188.0,2228,2.33,0.13,6.612962962962963,1.88,1381609.44,37.55
2016-09-01,3,1265,Ottawa,5384.0,,5384.0,2768,1.95,0.08,7.498489425981873,2.53,1381609.44,38.97
2017-01-01,1,1265,Ottawa,3764.0,,3764.0,2024,1.86,0.04,7.217131474103586,1.42,1407685.63,26.74
2017-06-01,2,1265,Ottawa,5888.0,,5888.0,2736,2.15,0.1,6.3993948562783665,1.4,1407685.63,41.83
2017-09-01,3,1265,Ottawa,6404.0,,6404.0,2672,2.4,0.1,7.095890410958904,1.92,1407685.63,45.49
2017-12-01,4,1265,Ottawa,5520.0,8.0,5512.0,2804,1.97,0.11,7.419825072886297,1.53,1407685.63,39.21
2018-05-01,2,1265,Ottawa,7760.0,,7760.0,4220,1.84,0.06,7.7392578125,1.52,1434868.63,54.08
2018-12-01,4,1265,Ottawa,5472.0,4.0,5468.0,3208,1.71,0.04,7.006527415143603,1.89,1434868.63,38.14
2018-03-01,1,1265,Ottawa,5868.0,,5868.0,2052,2.86,0.17,7.023668639053255,1.7,1434868.63,40.9
2018-08-01,3,1265,Ottawa,8280.0,,8280.0,3376,2.45,0.13,7.191747572815534,2.34,1434868.63,57.71
2019-03-01,1,1265,Ottawa,4184.0,,4184.0,1824,2.29,0.09,6.90990990990991,1.54,1460736.63,28.64
2019-04-01,2,1265,Ottawa,6468.0,8.0,6460.0,3268,1.98,0.07,7.57888198757764,1.48,1460736.63,44.28
2019-10-01,4,1265,Ottawa,7328.0,8.0,7320.0,3680,1.99,0.07,7.768805309734513,1.45,1460736.63,50.17
2019-07-01,3,1265,Ottawa,5764.0,8.0,5756.0,3208,1.8,0.05,8.341401273885351,1.69,1460736.63,39.46
2020-10-01,4,1265,Ottawa,8796.0,,8796.0,3956,2.22,0.1,9.018595041322314,1.34,1471467.81,59.78
2020-07-01,3,1265,Ottawa,7336.0,,7336.0,3888,1.89,0.07,9.680672268907562,0.97,1471467.81,49.85
2020-05-01,2,1265,Ottawa,8108.0,12.0,8096.0,2956,2.74,0.1,8.518672199170124,1.23,1471467.81,55.1
2020-01-01,1,1265,Ottawa,6908.0,,6908.0,2356,2.93,0.15,8.569468267581476,1.32,1471467.81,46.95
2021-11-01,4,1265,Ottawa,9772.0,,9772.0,3380,2.89,0.16,10.43840579710145,1.52,1493333.56,65.44
2021-01-01,1,1265,Ottawa,7020.0,,7020.0,3144,2.23,0.08,8.736774193548387,1.73,1493333.56,47.01
2021-09-01,3,1265,Ottawa,9888.0,,9888.0,4216,2.35,0.11,9.059961315280464,1.53,1493333.56,66.21
2021-05-01,2,1265,Ottawa,7860.0,,7860.0,3692,2.13,0.08,8.763012181616833,1.34,1493333.56,52.63
2022-04-01,2,1265,Ottawa,8620.0,12.0,8608.0,3540,2.44,0.1,9.976825028968713,1.1,1524264.02,56.55
2022-03-01,1,1265,Ottawa,7172.0,,7172.0,2888,2.48,0.15,9.957142857142857,1.26,1524264.02,47.05
2022-08-01,3,1265,Ottawa,9808.0,12.0,9796.0,3288,2.98,0.14,11.08780487804878,1.44,1524264.02,64.35
2022-10-01,4,1265,Ottawa,7784.0,4.0,7780.0,3512,2.22,0.08,11.278935185185185,1.89,1524264.02,51.07
2023-11-01,4,1265,Ottawa,8764.0,,8764.0,2920,3.0,0.11,11.947148817802503,1.77,1572739.0,55.72
2023-07-01,3,1265,Ottawa,8376.0,,8376.0,3340,2.51,0.13,11.583227445997458,1.2,1572739.0,53.26
2023-04-01,2,1265,Ottawa,8952.0,,8952.0,3816,2.35,0.08,10.980498374864572,1.63,1572739.0,56.92
2023-01-01,1,1265,Ottawa,10256.0,24.0,10232.0,3752,2.73,0.12,11.24972855591748,1.55,1572739.0,65.21
1988-07-01,3,1400,Quebec,13536.0,,,6484,2.09,0.0,5.825,0.59,646773.44,209.29
1988-06-01,2,1400,Quebec,3212.0,,,1672,1.92,0.0,5.480225988700565,1.02,646773.44,49.66
1988-10-01,4,1400,Quebec,5152.0,,,3112,1.66,0.0,5.35655737704918,0.36,646773.44,79.66
1989-01-01,1,1400,Quebec,2552.0,,,1404,1.82,0.0,4.5,0.66,657101.77,38.84
1989-09-01,3,1400,Quebec,6528.0,,,4464,1.46,0.0,4.993730407523511,0.28,657101.77,99.35
1989-05-01,2,1400,Quebec,8488.0,,,4092,2.07,0.0,4.924757281553398,0.2,657101.77,129.17
1989-11-01,4,1400,Quebec,3672.0,,,2764,1.33,0.0,4.668478260869565,0.25,657101.77,55.88
1990-07-01,3,1400,Quebec,9840.0,,,5932,1.66,0.0,4.965596330275229,0.33,667363.11,147.45
1990-01-01,1,1400,Quebec,3004.0,,,1424,2.11,0.0,4.3076923076923075,0.29,667363.11,45.01
1990-05-01,2,1400,Quebec,9768.0,,,4884,2.0,0.0,4.62303664921466,0.24,667363.11,146.37
1990-10-01,4,1400,Quebec,4724.0,,,2964,1.59,0.0,5.0503597122302155,0.52,667363.11,70.79
1991-12-01,4,1400,Quebec,4408.0,,,3376,1.31,0.0,4.545098039215686,0.15,673687.55,65.43
1991-07-01,3,1400,Quebec,8664.0,,,5008,1.73,0.0,4.410194174757281,0.19,673687.55,128.61
1991-01-01,1,1400,Quebec,1728.0,,,1324,1.31,0.0,4.056179775280899,0.55,673687.55,25.65
1991-04-01,2,1400,Quebec,8080.0,,,3792,2.13,0.0,5.215686274509804,0.21,673687.55,119.94
1992-07-01,3,1400,Quebec,11456.0,,,4992,2.29,0.0,7.484330484330484,0.28,681504.39,168.1
1992-04-01,2,1400,Quebec,9780.0,,,3960,2.47,0.0,5.360594795539034,0.18,681504.39,143.51
1992-10-01,4,1400,Quebec,4400.0,,,2176,2.02,0.0,5.224489795918367,0.42,681504.39,64.56
1992-01-01,1,1400,Quebec,3536.0,,,1904,1.86,0.0,3.688473520249221,0.2,681504.39,51.89
1993-01-01,1,1400,Quebec,2076.0,,,1216,1.71,0.0,4.568047337278107,0.2,686578.07,30.24
1993-10-01,4,1400,Quebec,2624.0,,,1768,1.48,0.0,4.908212560386473,0.31,686578.07,38.22
1993-07-01,3,1400,Quebec,9404.0,,,3972,2.37,0.0,4.711048158640226,0.2,686578.07,136.97
1993-06-01,2,1400,Quebec,6320.0,,,2628,2.4,0.0,5.031446540880503,0.22,686578.07,92.05
1994-01-01,1,1400,Quebec,1208.0,,,944,1.28,0.0,4.688311688311688,0.58,688133.02,17.55
1994-08-01,3,1400,Quebec,8436.0,,,4104,2.06,0.0,5.147651006711409,0.2,688133.02,122.59
1994-10-01,4,1400,Quebec,2636.0,,,1616,1.63,0.0,4.728813559322034,0.29,688133.02,38.31
1994-05-01,2,1400,Quebec,6360.0,,,2908,2.19,0.0,5.5286195286195285,0.22,688133.02,92.42
1995-06-01,2,1400,Quebec,4228.0,,,1676,2.52,0.0,5.581081081081081,0.27,691391.68,61.15
1995-07-01,3,1400,Quebec,3748.0,,,2116,1.77,0.0,4.62379421221865,0.17,691391.68,54.21
1995-03-01,1,1400,Quebec,1648.0,,,904,1.82,0.0,4.064102564102564,0.37,691391.68,23.84
1995-11-01,4,1400,Quebec,1088.0,,,896,1.21,0.0,4.762295081967213,0.32,691391.68,15.74
1996-02-01,1,1400,Quebec,1464.0,,,668,2.19,0.0,5.043103448275862,0.25,693506.38,21.11
1996-11-01,4,1400,Quebec,1392.0,,,1048,1.33,0.0,4.823529411764706,0.33,693506.38,20.07
1996-05-01,2,1400,Quebec,1956.0,,,960,2.04,0.0,5.946428571428571,0.28,693506.38,28.2
1996-08-01,3,1400,Quebec,4476.0,,,2476,1.81,0.0,5.840425531914893,0.18,693506.38,64.54
1997-02-01,1,1400,Quebec,1108.0,,,572,1.94,0.0,3.809090909090909,0.2,695174.36,15.94
1997-10-01,4,1400,Quebec,1808.0,,,1228,1.47,0.0,4.74251497005988,0.21,695174.36,26.01
1997-06-01,2,1400,Quebec,2280.0,,,1012,2.25,0.0,5.166666666666667,0.19,695174.36,32.8
1997-07-01,3,1400,Quebec,4900.0,,,3032,1.62,0.0,4.644736842105263,0.14,695174.36,70.49
1998-01-01,1,1400,Quebec,896.0,,,728,1.23,0.0,4.450980392156863,0.37,697579.09,12.84
1998-08-01,3,1400,Quebec,3592.0,,,2432,1.48,0.01,4.856088560885609,0.17,697579.09,51.49
1998-10-01,4,1400,Quebec,1196.0,,,916,1.31,0.0,5.02803738317757,0.28,697579.09,17.15
1998-05-01,2,1400,Quebec,1668.0,,,1036,1.61,0.0,4.746666666666667,0.23,697579.09,23.91
1999-10-01,4,1400,Quebec,1644.0,,,972,1.69,0.0,5.752212389380531,0.13,700541.79,23.47
1999-05-01,2,1400,Quebec,1460.0,,,1020,1.43,0.0,5.31,0.11,700541.79,20.84
1999-01-01,1,1400,Quebec,636.0,,,536,1.19,0.0,4.701492537313433,0.34,700541.79,9.08
1999-07-01,3,1400,Quebec,3344.0,,,2460,1.36,0.0,4.516245487364621,0.14,700541.79,47.73
2000-07-01,3,1400,Quebec,3064.0,,,1988,1.54,0.0,6.412935323383085,0.13,704721.98,43.48
2000-02-01,1,1400,Quebec,888.0,,,612,1.45,0.0,4.728971962616822,0.27,704721.98,12.6
2000-11-01,4,1400,Quebec,1824.0,,,1108,1.65,0.0,5.355029585798817,0.25,704721.98,25.88
2000-04-01,2,1400,Quebec,2352.0,,,1616,1.46,0.0,7.07514450867052,0.22,704721.98,33.37
2001-06-01,2,1400,Quebec,2840.0,,,1540,1.84,0.0,5.042654028436019,0.07,709576.93,40.02
2001-09-01,3,1400,Quebec,3480.0,,,2052,1.7,0.0,4.285123966942149,0.08,709576.93,49.04
2001-10-01,4,1400,Quebec,2368.0,,,2096,1.13,0.0,4.883720930232558,0.13,709576.93,33.37
2001-02-01,1,1400,Quebec,1196.0,,,988,1.21,0.0,5.794594594594595,0.25,709576.93,16.86
2002-10-01,4,1400,Quebec,2816.0,,,2024,1.39,0.0,4.175925925925926,0.12,713290.72,39.48
2002-05-01,2,1400,Quebec,3852.0,,,2764,1.39,0.0,4.700336700336701,0.18,713290.72,54.0
2002-03-01,1,1400,Quebec,2216.0,,,1336,1.66,0.0,4.980487804878049,0.17,713290.72,31.07
2002-07-01,3,1400,Quebec,6108.0,,,3960,1.54,0.0,4.376126126126126,0.13,713290.72,85.63
2003-10-01,4,1400,Quebec,4400.0,,,2668,1.65,0.0,4.086705202312139,0.09,718954.01,61.2
2003-05-01,2,1400,Quebec,8876.0,,,4296,2.07,0.0,4.1,0.22,718954.01,123.46
2003-07-01,3,1400,Quebec,6860.0,,,3904,1.76,0.0,4.0,0.18,718954.01,95.42
2003-01-01,1,1400,Quebec,1932.0,,,1456,1.33,0.0,3.9642857142857144,0.15,718954.01,26.87
2004-04-01,2,1400,Quebec,6424.0,,,3396,1.89,0.01,4.105726872246696,0.11,722534.68,88.91
2004-11-01,4,1400,Quebec,4108.0,,,2908,1.41,0.04,4.473684210526316,0.16,722534.68,56.86
2004-01-01,1,1400,Quebec,4376.0,,,2136,2.05,0.0,3.895734597156398,0.19,722534.68,60.56
2004-07-01,3,1400,Quebec,6128.0,,,3352,1.83,0.04,4.353711790393013,0.13,722534.68,84.81
2005-10-01,4,1400,Quebec,5492.0,,,2796,1.96,0.01,4.671779141104294,0.15,728580.06,75.38
2005-07-01,3,1400,Quebec,7760.0,,,4068,1.91,0.09,4.926315789473684,0.25,728580.06,106.51
2005-02-01,1,1400,Quebec,4040.0,,,2068,1.95,0.04,4.329268292682927,-0.14,728580.06,55.45
2005-06-01,2,1400,Quebec,7304.0,,,3500,2.09,0.01,4.269021739130435,0.11,728580.06,100.25
2006-07-01,3,1400,Quebec,10700.0,,,4596,2.33,0.39,4.91196388261851,0.3,737279.63,145.13
2006-01-01,1,1400,Quebec,3740.0,,,2548,1.47,0.0,5.915343915343915,0.13,737279.63,50.73
2006-06-01,2,1400,Quebec,6184.0,,,2808,2.2,0.29,4.453416149068323,0.2,737279.63,83.88
2006-12-01,4,1400,Quebec,3064.0,,,1992,1.54,0.21,4.668269230769231,0.24,737279.63,41.56
2007-08-01,3,1400,Quebec,6568.0,,,3916,1.68,0.28,4.0813492063492065,0.29,747165.31,87.91
2007-01-01,1,1400,Quebec,2656.0,,,1800,1.48,0.21,4.517361111111111,0.21,747165.31,35.55
2007-05-01,2,1400,Quebec,4252.0,,,2220,1.92,0.31,4.377049180327869,0.27,747165.31,56.91
2007-10-01,4,1400,Quebec,4292.0,,,2528,1.7,0.2,4.5362997658079625,0.32,747165.31,57.44
2008-07-01,3,1400,Quebec,7840.0,,,3608,2.17,0.31,4.360215053763441,0.4,757094.22,103.55
2008-02-01,1,1400,Quebec,1948.0,,,1420,1.37,0.16,4.1,0.23,757094.22,25.73
2008-10-01,4,1400,Quebec,6972.0,,,2904,2.4,0.3,4.470842332613391,0.62,757094.22,92.09
