reference_period,ref_qq,metcode,metro,total_completions,completions_accsuite,completions_no_accsuite,num_structures,unitsperstructure,avgstorycount,avglengthofconstr,avgpermit_to_start_time,population,comp_per_10kpop
2010-11-01,4,0340,Edmonton,11024.0,,11024.0,7764,1.42,0.0,7.712486883525708,0.61,1201957.38,91.72
2010-07-01,3,0340,Edmonton,9832.0,,9832.0,7064,1.39,0.0,7.442765833817548,0.65,1201957.38,81.8
2011-10-01,4,0340,Edmonton,9360.0,,9360.0,6044,1.55,0.0,7.7361299052774015,0.62,1229889.41,76.1
2011-01-01,1,0340,Edmonton,9556.0,,9556.0,6740,1.42,0.02,7.59167671893848,0.48,1229889.41,77.7
2011-07-01,3,0340,Edmonton,8816.0,,8816.0,5724,1.54,0.0,8.22441778405081,0.58,1229889.41,71.68
2011-06-01,2,0340,Edmonton,8032.0,,8032.0,5912,1.36,0.02,7.739368998628258,0.52,1229889.41,65.31
2012-11-01,4,0340,Edmonton,10340.0,,10340.0,7124,1.45,0.02,7.538592508513053,0.34,1266810.84,81.62
2012-02-01,1,0340,Edmonton,8920.0,,8920.0,5728,1.56,0.01,7.935943060498221,0.39,1266810.84,70.41
2012-07-01,3,0340,Edmonton,11208.0,,11208.0,6304,1.78,0.04,7.649902024820379,0.52,1266810.84,88.47
2012-05-01,2,0340,Edmonton,10196.0,,10196.0,6156,1.66,0.03,7.838815789473684,0.44,1266810.84,80.49
2013-08-01,3,0340,Edmonton,11404.0,,11404.0,7420,1.54,0.02,7.711306256860593,0.34,1308524.16,87.15
2013-01-01,1,0340,Edmonton,11936.0,,11936.0,6004,1.99,0.04,7.557123655913978,0.4,1308524.16,91.22
2013-06-01,2,0340,Edmonton,12520.0,,12520.0,7152,1.75,0.03,7.500850822461713,0.46,1308524.16,95.68
2013-10-01,4,0340,Edmonton,14776.0,,14776.0,7956,1.86,0.04,7.929045431342522,0.44,1308524.16,112.92
2014-07-01,3,0340,Edmonton,13352.0,,13352.0,7972,1.67,0.03,7.5366478728857,0.56,1334817.5,100.03
2014-05-01,2,0340,Edmonton,13132.0,,13132.0,7148,1.84,0.04,7.318233295583239,0.39,1334817.5,98.38
2014-02-01,1,0340,Edmonton,11408.0,,11408.0,6852,1.66,0.03,7.61196682464455,0.3,1334817.5,85.46
2014-12-01,4,0340,Edmonton,14668.0,,14668.0,8520,1.72,0.03,8.123326959847036,0.46,1334817.5,109.89
2015-06-01,2,0340,Edmonton,14932.0,,14932.0,8596,1.74,0.04,7.378531073446328,0.48,1361157.53,109.7
2015-10-01,4,0340,Edmonton,16920.0,,16920.0,9244,1.83,0.04,7.5563349408154314,0.66,1361157.53,124.31
2015-02-01,1,0340,Edmonton,15204.0,,15204.0,8336,1.82,0.04,7.570724494825037,0.5,1361157.53,111.7
2015-07-01,3,0340,Edmonton,19064.0,,19064.0,9244,2.06,0.05,7.571805006587615,0.57,1361157.53,140.06
2016-10-01,4,0340,Edmonton,11948.0,,11948.0,5312,2.25,0.06,7.9976653696498055,0.98,1386981.47,86.14
2016-06-01,2,0340,Edmonton,16104.0,,16104.0,7236,2.23,0.09,8.036467236467237,0.71,1386981.47,116.11
2016-07-01,3,0340,Edmonton,17584.0,,17584.0,6260,2.81,0.1,7.935142289874255,0.72,1386981.47,126.78
2016-03-01,1,0340,Edmonton,14856.0,,14856.0,7120,2.09,0.06,7.801026225769669,0.43,1386981.47,107.11
2017-08-01,3,0340,Edmonton,10840.0,,10840.0,6016,1.8,0.04,6.809390329362299,1.02,1411986.81,76.77
2017-12-01,4,0340,Edmonton,10404.0,,10404.0,6088,1.71,0.03,6.960624575695859,0.79,1411986.81,73.68
2017-01-01,1,0340,Edmonton,9896.0,,9896.0,4652,2.13,0.07,7.257167680278019,1.04,1411986.81,70.09
2017-05-01,2,0340,Edmonton,11872.0,,11872.0,6944,1.71,0.04,6.707519242155121,0.91,1411986.81,84.08
2018-10-01,4,0340,Edmonton,10652.0,172.0,10480.0,7468,1.43,0.02,7.488232074438971,0.21,1439690.13,73.99
2018-08-01,3,0340,Edmonton,11036.0,112.0,10924.0,6736,1.64,0.04,7.158409785932721,0.45,1439690.13,76.66
2018-04-01,2,0340,Edmonton,9332.0,24.0,9308.0,5368,1.74,0.05,6.742900997697621,0.32,1439690.13,64.82
2018-02-01,1,0340,Edmonton,9344.0,,9344.0,6188,1.51,0.03,7.26525198938992,0.55,1439690.13,64.9
2019-10-01,4,0340,Edmonton,10864.0,324.0,10540.0,5752,1.89,0.05,7.411047345767575,0.93,1465243.88,74.14
2019-05-01,2,0340,Edmonton,8148.0,96.0,8052.0,5368,1.52,0.02,7.277691107644306,0.85,1465243.88,55.61
2019-08-01,3,0340,Edmonton,10160.0,224.0,9936.0,5284,1.92,0.04,7.540265832681783,0.88,1465243.88,69.34
2019-01-01,1,0340,Edmonton,12364.0,84.0,12280.0,5888,2.1,0.07,7.692361111111111,0.56,1465243.88,84.38
2020-07-01,3,0340,Edmonton,14288.0,656.0,13632.0,6908,2.07,0.04,7.904191616766467,1.11,1477202.13,96.72
2020-06-01,2,0340,Edmonton,11572.0,476.0,11096.0,5748,2.01,0.08,7.975592246949031,0.67,1477202.13,78.34
2020-01-01,1,0340,Edmonton,7856.0,352.0,7504.0,4912,1.6,0.03,7.539867109634551,0.79,1477202.13,53.18
2020-12-01,4,0340,Edmonton,11736.0,432.0,11304.0,5924,1.98,0.06,8.004830917874395,1.1,1477202.13,79.45
2021-07-01,3,0340,Edmonton,13260.0,656.0,12604.0,6524,2.03,0.08,6.785848465873513,0.8,1508703.38,87.89
2021-03-01,1,0340,Edmonton,9020.0,464.0,8556.0,5024,1.8,0.1,6.76088742810189,1.08,1508703.38,59.79
2021-04-01,2,0340,Edmonton,13348.0,656.0,12692.0,6372,2.09,0.11,6.769677419354839,1.1,1508703.38,88.47
2021-10-01,4,0340,Edmonton,9480.0,608.0,8872.0,6148,1.54,0.05,7.413086582947786,0.71,1508703.38,62.84
2022-10-01,4,0340,Edmonton,13236.0,788.0,12448.0,7712,1.72,0.04,8.447021613073273,0.7,1564841.77,84.58
2022-08-01,3,0340,Edmonton,12024.0,684.0,11340.0,6700,1.79,0.05,8.003629764065336,0.72,1564841.77,76.84
2022-04-01,2,0340,Edmonton,11724.0,800.0,10924.0,6920,1.69,0.04,7.948568088836938,0.63,1564841.77,74.92
2022-02-01,1,0340,Edmonton,10480.0,440.0,10040.0,5328,1.97,0.04,7.727764887857695,0.69,1564841.77,66.97
2023-08-01,3,0340,Edmonton,12820.0,748.0,12072.0,6976,1.84,0.04,8.175161101347394,1.45,1641393.0,78.1
2023-10-01,4,0340,Edmonton,14312.0,1048.0,13264.0,7504,1.91,0.05,8.103148751357221,1.25,1641393.0,87.19
2023-04-01,2,0340,Edmonton,18596.0,1240.0,17356.0,10008,1.86,0.05,8.775896815800081,0.89,1641393.0,113.29
2023-01-01,1,0340,Edmonton,10176.0,816.0,9360.0,7048,1.44,0.03,8.546285714285714,0.78,1641393.0,62.0
1988-06-01,2,0580,Halifax,568.0,,,472,1.2,0.0,6.204081632653061,0.93,326937.96,17.37
1988-08-01,3,0580,Halifax,2648.0,,,1884,1.41,0.0,5.212290502793296,0.51,326937.96,80.99
1988-12-01,4,0580,Halifax,3328.0,,,1584,2.1,0.0,5.589743589743589,0.22,326937.96,101.79
1989-04-01,2,0580,Halifax,2636.0,,,912,2.89,0.0,4.983739837398374,0.42,332122.42,79.37
1989-08-01,3,0580,Halifax,2300.0,,,1664,1.38,0.0,5.409836065573771,0.31,332122.42,69.25
1989-11-01,4,0580,Halifax,2436.0,,,1420,1.72,0.0,4.882882882882883,0.31,332122.42,73.35
1989-03-01,1,0580,Halifax,2356.0,,,1468,1.6,0.0,6.282868525896414,0.46,332122.42,70.94
1990-01-01,1,0580,Halifax,3164.0,,,1160,2.73,0.0,4.624489795918367,0.21,336873.74,93.92
1990-05-01,2,0580,Halifax,1840.0,,,848,2.17,0.0,4.562913907284768,0.22,336873.74,54.62
1990-10-01,4,0580,Halifax,3128.0,,,1872,1.67,0.0,4.878947368421053,0.09,336873.74,92.85
1990-09-01,3,0580,Halifax,3476.0,,,1472,2.36,0.0,4.438735177865612,0.11,336873.74,103.18
1991-07-01,3,0580,Halifax,2824.0,,,1012,2.79,0.01,4.290322580645161,0.06,339543.43,83.17
1991-04-01,2,0580,Halifax,2624.0,,,708,3.71,0.02,4.7669172932330826,0.14,339543.43,77.28
1991-02-01,1,0580,Halifax,1756.0,,,836,2.1,0.01,4.658536585365853,0.1,339543.43,51.72
1991-11-01,4,0580,Halifax,3376.0,,,1408,2.4,0.02,6.23394495412844,0.12,339543.43,99.43
1992-07-01,3,0580,Halifax,2856.0,,,1520,1.88,0.01,4.431372549019608,0.07,342512.02,83.38
1992-06-01,2,0580,Halifax,2760.0,,,692,3.99,0.0,5.361344537815126,0.05,342512.02,80.58
1992-02-01,1,0580,Halifax,1436.0,,,668,2.15,0.11,4.7894736842105265,0.01,342512.02,41.93
1992-10-01,4,0580,Halifax,4052.0,,,2108,1.92,0.0,4.2477611940298505,0.09,342512.02,118.3
1993-08-01,3,0580,Halifax,2700.0,,,1328,2.03,0.0,4.346456692913386,0.19,345205.22,78.21
1993-10-01,4,0580,Halifax,2436.0,,,2008,1.21,0.0,4.099667774086379,0.1,345205.22,70.57
1993-04-01,2,0580,Halifax,1832.0,,,1164,1.57,0.0,4.616216216216216,0.07,345205.22,53.07
1993-03-01,1,0580,Halifax,1536.0,,,1004,1.53,0.0,3.9302325581395348,0.08,345205.22,44.5
1994-11-01,4,0580,Halifax,2540.0,,,2040,1.25,0.0,4.359154929577465,0.11,347835.4,73.02
1994-01-01,1,0580,Halifax,2060.0,,,1328,1.55,0.0,4.869731800766283,0.09,347835.4,59.22
1994-04-01,2,0580,Halifax,1892.0,,,1376,1.38,0.0,5.046242774566474,0.28,347835.4,54.39
1994-08-01,3,0580,Halifax,3588.0,,,2128,1.69,0.0,4.46078431372549,0.09,347835.4,103.15
1995-06-01,2,0580,Halifax,2396.0,,,1144,2.09,0.0,5.018867924528302,0.14,351381.4,68.19
1995-10-01,4,0580,Halifax,2456.0,,,1712,1.43,0.0,4.804979253112033,0.18,351381.4,69.9
1995-02-01,1,0580,Halifax,1132.0,,,864,1.31,0.02,4.431506849315069,0.04,351381.4,32.22
1995-08-01,3,0580,Halifax,3028.0,,,1620,1.87,0.0,4.6761904761904765,0.14,351381.4,86.17
1996-10-01,4,0580,Halifax,2736.0,,,2096,1.31,0.0,4.704,0.28,355184.13,77.03
1996-07-01,3,0580,Halifax,2388.0,,,2192,1.09,0.0,5.1013824884792625,0.2,355184.13,67.23
1996-04-01,2,0580,Halifax,2432.0,,,1468,1.66,0.0,5.383333333333334,0.09,355184.13,68.47
1996-01-01,1,0580,Halifax,1360.0,,,920,1.48,0.02,4.29054054054054,0.07,355184.13,38.29
1997-09-01,3,0580,Halifax,1892.0,,,1644,1.15,0.0,5.0,0.23,358718.75,52.74
1997-05-01,2,0580,Halifax,1700.0,,,1560,1.09,0.0,4.821705426356589,0.25,358718.75,47.39
1997-11-01,4,0580,Halifax,1956.0,,,1512,1.29,0.0,5.118556701030927,0.35,358718.75,54.53
1997-03-01,1,0580,Halifax,1848.0,,,1532,1.21,0.0,4.697530864197531,0.25,358718.75,51.52
1998-04-01,2,0580,Halifax,1492.0,,,824,1.81,0.0,5.87378640776699,0.64,362651.65,41.14
1998-08-01,3,0580,Halifax,2384.0,,,1648,1.45,0.01,7.581081081081081,0.43,362651.65,65.74
1998-01-01,1,0580,Halifax,1300.0,,,1036,1.25,0.0,4.773972602739726,0.22,362651.65,35.85
1998-11-01,4,0580,Halifax,2088.0,,,1552,1.35,0.02,5.171717171717172,0.54,362651.65,57.58
1999-02-01,1,0580,Halifax,1408.0,,,1284,1.1,0.02,6.119402985074627,0.77,365659.11,38.51
1999-07-01,3,0580,Halifax,2476.0,,,2172,1.14,0.02,3.9285714285714284,0.45,365659.11,67.71
1999-10-01,4,0580,Halifax,3516.0,,,2128,1.65,0.05,6.415094339622642,0.92,365659.11,96.16
1999-05-01,2,0580,Halifax,1628.0,,,1184,1.38,0.04,7.016666666666667,0.33,365659.11,44.52
2000-10-01,4,0580,Halifax,2464.0,,,1648,1.5,0.03,3.9612403100775193,0.78,368750.31,66.82
2000-08-01,3,0580,Halifax,2308.0,,,1988,1.16,0.01,3.752,0.33,368750.31,62.59
2000-02-01,1,0580,Halifax,2368.0,,,1352,1.75,0.02,6.344086021505376,0.62,368750.31,64.22
2000-05-01,2,0580,Halifax,2060.0,,,1228,1.68,0.01,4.166666666666667,0.68,368750.31,55.86
2001-05-01,2,0580,Halifax,2196.0,,,1128,1.95,0.03,4.471264367816092,0.7,373983.16,58.72
2001-09-01,3,0580,Halifax,3292.0,,,1776,1.85,0.05,4.135802469135802,0.79,373983.16,88.03
2001-10-01,4,0580,Halifax,2236.0,,,1380,1.62,0.05,3.8979591836734695,0.27,373983.16,59.79
2001-02-01,1,0580,Halifax,1328.0,,,768,1.73,0.07,3.7777777777777777,0.33,373983.16,35.51
2002-04-01,2,0580,Halifax,2256.0,,,1400,1.61,0.04,3.838709677419355,0.52,377718.9,59.73
2002-03-01,1,0580,Halifax,3056.0,,,1048,2.92,0.03,4.138686131386861,1.1,377718.9,80.91
2002-08-01,3,0580,Halifax,2412.0,,,2044,1.18,0.01,3.988732394366197,0.48,377718.9,63.86
2002-12-01,4,0580,Halifax,2628.0,,,1988,1.32,0.03,4.655063291139241,0.73,377718.9,69.58
2003-11-01,4,0580,Halifax,3576.0,,,2436,1.47,0.01,4.139059304703476,0.16,380503.52,93.98
2003-03-01,1,0580,Halifax,2456.0,,,1760,1.4,0.0,4.888888888888889,1.04,380503.52,64.55
2003-08-01,3,0580,Halifax,4548.0,,,2132,2.13,0.03,4.85792349726776,0.47,380503.52,119.53
2003-05-01,2,0580,Halifax,1928.0,,,1444,1.34,0.02,4.329411764705882,0.35,380503.52,50.67
2004-11-01,4,0580,Halifax,4448.0,,,2096,2.12,0.01,4.4984709480122325,0.1,381569.23,116.57
2004-01-01,1,0580,Halifax,2320.0,,,864,2.69,0.05,3.9944444444444445,0.16,381569.23,60.8
2004-08-01,3,0580,Halifax,2544.0,,,2180,1.17,0.01,3.961077844311377,0.41,381569.23,66.67
2004-05-01,2,0580,Halifax,2240.0,,,1244,1.8,0.06,4.400881057268722,0.18,381569.23,58.7
2005-03-01,1,0580,Halifax,1440.0,,,1036,1.39,0.0,4.578947368421052,0.13,384407.3,37.46
2005-08-01,3,0580,Halifax,2148.0,,,1540,1.39,0.0,4.162866449511401,0.1,384407.3,55.88
2005-04-01,2,0580,Halifax,1488.0,,,944,1.58,0.0,4.437158469945355,0.22,384407.3,38.71
2005-10-01,4,0580,Halifax,3888.0,,,1980,1.96,0.0,4.852791878172589,0.16,384407.3,101.14
2006-12-01,4,0580,Halifax,2400.0,,,1360,1.76,0.0,4.796666666666667,0.08,386017.78,62.17
2006-01-01,1,0580,Halifax,1768.0,,,824,2.15,0.0,4.425641025641026,0.16,386017.78,45.8
2006-05-01,2,0580,Halifax,2088.0,,,976,2.14,0.01,4.974747474747475,0.24,386017.78,54.09
2006-07-01,3,0580,Halifax,2108.0,,,1260,1.67,0.01,4.81294964028777,0.11,386017.78,54.61
2007-12-01,4,0580,Halifax,3412.0,,,1484,2.3,0.01,5.354098360655738,0.22,389455.75,87.61
2007-03-01,1,0580,Halifax,1408.0,,,804,1.75,0.0,4.913043478260869,0.18,389455.75,36.15
2007-07-01,3,0580,Halifax,2408.0,,,1232,1.95,0.0,5.5464684014869885,0.2,389455.75,61.83
2007-06-01,2,0580,Halifax,1368.0,,,912,1.5,0.0,5.715025906735751,0.1,389455.75,35.13
2008-02-01,1,0580,Halifax,2636.0,,,952,2.77,0.0,5.275,0.29,393132.59,67.05
2008-09-01,3,0580,Halifax,2284.0,,,1312,1.74,0.03,6.293286219081272,0.57,393132.59,58.1
2008-06-01,2,0580,Halifax,1240.0,,,1164,1.07,0.0,6.775,0.66,393132.59,31.54
2008-12-01,4,0580,Halifax,4212.0,,,1776,2.37,0.0,8.007772020725389,0.82,393132.59,107.14
2009-06-01,2,0580,Halifax,2252.0,,,956,2.36,0.0,7.649038461538462,0.78,397861.56,56.6
2009-08-01,3,0580,Halifax,1624.0,,,556,2.92,0.05,6.844827586206897,0.61,397861.56,40.82
2009-03-01,1,0580,Halifax,1664.0,,,1160,1.43,0.0,7.925795053003534,0.43,397861.56,41.82
2009-10-01,4,0580,Halifax,2744.0,,,1484,1.85,0.02,7.008849557522124,0.65,397861.56,68.97
2010-09-01,3,0580,Halifax,2848.0,,2848.0,1264,2.25,0.01,6.470588235294118,0.7,401742.0,70.89
2010-12-01,4,0580,Halifax,2272.0,,2272.0,1120,2.03,0.06,6.809322033898305,0.95,401742.0,56.55
2010-02-01,1,0580,Halifax,1208.0,,1208.0,944,1.28,0.02,7.27906976744186,0.82,401742.0,30.07
2010-05-01,2,0580,Halifax,1848.0,,1848.0,1172,1.58,0.0,7.372093023255814,0.86,401742.0,46.0
2011-11-01,4,0580,Halifax,2892.0,,2892.0,1212,2.39,0.01,7.380782918149467,0.66,404189.5,71.55
2011-08-01,3,0580,Halifax,2268.0,,2268.0,1056,2.15,0.03,6.619246861924686,0.75,404189.5,56.11
2011-01-01,1,0580,Halifax,1024.0,,1024.0,864,1.19,0.0,6.898550724637682,0.9,404189.5,25.33
2011-04-01,2,0580,Halifax,1456.0,,1456.0,952,1.53,0.03,7.009216589861751,0.95,404189.5,36.02
2012-09-01,3,0580,Halifax,2572.0,,2572.0,840,3.06,0.08,8.78191489361702,0.68,405422.66,63.44
2012-02-01,1,0580,Halifax,1600.0,,1600.0,916,1.75,0.02,6.726027397260274,0.92,405422.66,39.46
2012-06-01,2,0580,Halifax,1744.0,,1744.0,872,2.0,0.09,8.173684210526316,0.86,405422.66,43.02
2012-12-01,4,0580,Halifax,2708.0,,2708.0,1384,1.96,0.08,7.608187134502924,0.64,405422.66,66.79
2013-11-01,4,0580,Halifax,4292.0,,4292.0,1428,3.01,0.17,10.259818731117825,2.38,406925.66,105.47
2013-07-01,3,0580,Halifax,4208.0,,4208.0,904,4.65,0.26,10.785388127853881,1.28,406925.66,103.41
2013-01-01,1,0580,Halifax,1696.0,,1696.0,972,1.74,0.07,9.426778242677825,0.73,406925.66,41.68
2013-04-01,2,0580,Halifax,3232.0,,3232.0,952,3.39,0.21,9.185344827586206,1.23,406925.66,79.42
2014-12-01,4,0580,Halifax,1856.0,,1856.0,552,3.36,0.18,8.104,1.09,407498.72,45.55
2014-01-01,1,0580,Halifax,1472.0,,1472.0,960,1.53,0.04,7.665158371040724,2.23,407498.72,36.13
2014-05-01,2,0580,Halifax,1296.0,,1296.0,608,2.13,0.08,6.965753424657534,0.76,407498.72,31.81
2014-09-01,3,0580,Halifax,2776.0,,2776.0,612,4.54,0.23,8.037313432835822,1.53,407498.72,68.14
2015-01-01,1,0580,Halifax,2676.0,,2676.0,592,4.52,0.36,7.788732394366197,0.76,413105.97,64.78
2015-08-01,3,0580,Halifax,1936.0,,1936.0,396,4.89,0.33,9.651685393258427,1.34,413105.97,46.86
2015-12-01,4,0580,Halifax,1116.0,,1116.0,588,1.9,0.13,9.512,0.72,413105.97,27.01
2015-06-01,2,0580,Halifax,968.0,8.0,960.0,532,1.82,0.03,8.16793893129771,0.72,413105.97,23.43
2016-05-01,2,0580,Halifax,1868.0,4.0,1864.0,592,3.16,0.16,8.547445255474452,1.0,420704.5,44.4
2016-02-01,1,0580,Halifax,1144.0,12.0,1132.0,556,2.06,0.1,7.786764705882353,1.32,420704.5,27.19
2016-09-01,3,0580,Halifax,1324.0,4.0,1320.0,384,3.45,0.29,11.078947368421053,0.88,420704.5,31.47
2016-10-01,4,0580,Halifax,3776.0,,3776.0,804,4.7,0.27,8.854748603351956,1.19,420704.5,89.75
2017-09-01,3,0580,Halifax,2296.0,,2296.0,648,3.54,0.18,8.613333333333333,0.72,428705.28,53.56
2017-03-01,1,0580,Halifax,2200.0,,2200.0,724,3.04,0.2,7.688622754491018,0.6,428705.28,51.32
2017-06-01,2,0580,Halifax,2228.0,,2228.0,660,3.38,0.2,8.012820512820513,0.68,428705.28,51.97
2017-11-01,4,0580,Halifax,2796.0,,2796.0,824,3.39,0.15,8.430851063829786,0.48,428705.28,65.22
2018-11-01,4,0580,Halifax,2136.0,,2136.0,772,2.77,0.16,8.25,0.75,438486.03,48.71
2018-05-01,2,0580,Halifax,2932.0,,2932.0,872,3.36,0.21,7.86,1.08,438486.03,66.87
2018-08-01,3,0580,Halifax,1592.0,,1592.0,904,1.76,0.05,8.563106796116505,0.85,438486.03,36.31
2018-02-01,1,0580,Halifax,2324.0,4.0,2320.0,788,2.95,0.13,7.877094972067039,0.76,438486.03,53.0
2019-09-01,3,0580,Halifax,1588.0,,1588.0,788,2.02,0.06,8.819672131147541,1.12,449724.0,35.31
2019-03-01,1,0580,Halifax,2116.0,,2116.0,812,2.61,0.19,7.393782383419689,0.67,449724.0,47.05
2019-04-01,2,0580,Halifax,3096.0,,3096.0,864,3.58,0.23,9.153846153846153,0.9,449724.0,68.84
2019-10-01,4,0580,Halifax,3872.0,4.0,3868.0,1036,3.74,0.29,7.931914893617021,0.97,449724.0,86.1
2020-12-01,4,0580,Halifax,3284.0,,3284.0,1236,2.66,0.2,9.436293436293436,1.27,457022.19,71.86
2020-04-01,2,0580,Halifax,3004.0,4.0,3000.0,972,3.09,0.19,9.269911504424778,1.17,457022.19,65.73
2020-08-01,3,0580,Halifax,2872.0,,2872.0,1048,2.74,0.16,9.601694915254237,0.9,457022.19,62.84
2020-02-01,1,0580,Halifax,1944.0,,1944.0,804,2.42,0.16,8.32967032967033,0.95,457022.19,42.54
2021-02-01,1,0580,Halifax,2644.0,,2644.0,1048,2.52,0.13,9.130252100840336,1.48,475765.94,55.57
2021-07-01,3,0580,Halifax,2424.0,,2424.0,1160,2.09,0.1,9.126923076923077,1.23,475765.94,50.95
2021-06-01,2,0580,Halifax,3432.0,,3432.0,1240,2.77,0.12,8.365187713310581,1.19,475765.94,72.14
2021-10-01,4,0580,Halifax,3300.0,,3300.0,1020,3.24,0.2,10.729411764705882,1.43,475765.94,69.36
2022-07-01,3,0580,Halifax,4144.0,,4144.0,864,4.8,0.37,9.535353535353535,1.2,503750.82,82.26
2022-11-01,4,0580,Halifax,4472.0,,4472.0,952,4.7,0.33,9.764957264957266,1.3,503750.82,88.77
2022-02-01,1,0580,Halifax,1932.0,8.0,1924.0,908,2.13,0.07,6.894495412844036,1.0,503750.82,38.35
2022-06-01,2,0580,Halifax,1696.0,,1696.0,1052,1.61,0.09,7.783132530120482,1.15,503750.82,33.67
2023-07-01,3,0580,Halifax,3064.0,,3064.0,728,4.21,0.27,11.36723163841808,1.85,527505.4,58.08
2023-03-01,1,0580,Halifax,2872.0,,2872.0,784,3.66,0.27,9.664893617021276,1.55,527505.4,54.44
2023-12-01,4,0580,Halifax,3752.0,,3752.0,1040,3.61,0.3,11.787755102040816,1.69,527505.4,71.13
2023-04-01,2,0580,Halifax,2836.0,,2836.0,800,3.55,0.23,9.758064516129032,2.25,527505.4,53.76
1988-06-01,2,0610,Hamilton,728.0,,,724,1.01,0.0,5.558620689655172,1.2,607581.04,11.98
1988-09-01,3,0610,Hamilton,7692.0,,,4936,1.56,0.02,5.895424836601308,0.88,607581.04,126.6
1988-10-01,4,0610,Hamilton,5228.0,,,4592,1.14,0.0,4.738944365192582,0.32,607581.04,86.05
1989-07-01,3,0610,Hamilton,5120.0,,,3120,1.64,0.0,4.858921161825726,0.2,615293.8,83.21
1989-12-01,4,0610,Hamilton,5084.0,,,2776,1.83,0.0,5.5436046511627906,0.17,615293.8,82.63
1989-04-01,2,0610,Hamilton,3920.0,,,2884,1.36,0.0,5.473913043478261,0.3,615293.8,63.71
1989-02-01,1,0610,Hamilton,5144.0,,,3048,1.69,0.02,5.3003663003663,0.36,615293.8,83.6
1990-10-01,4,0610,Hamilton,2680.0,,,1308,2.05,0.0,6.454545454545454,0.56,619584.03,43.25
1990-07-01,3,0610,Hamilton,2664.0,,,1932,1.38,0.0,5.673130193905817,0.43,619584.03,43.0
1990-03-01,1,0610,Hamilton,3704.0,,,2420,1.53,0.0,8.261421319796954,0.34,619584.03,59.78
1990-04-01,2,0610,Hamilton,3920.0,,,2616,1.5,0.0,6.204326923076923,0.48,619584.03,63.27
1991-11-01,4,0610,Hamilton,3688.0,,,1556,2.37,0.0,7.568627450980392,1.08,623080.8,59.19
1991-01-01,1,0610,Hamilton,1216.0,,,652,1.87,0.0,7.220183486238532,0.9,623080.8,19.52
1991-04-01,2,0610,Hamilton,3092.0,,,740,4.18,0.0,8.227586206896552,0.46,623080.8,49.62
1991-07-01,3,0610,Hamilton,1968.0,,,1104,1.78,0.0,6.534883720930233,1.39,623080.8,31.58
1992-07-01,3,0610,Hamilton,3556.0,,,1880,1.89,0.0,15.244541484716157,1.18,625032.57,56.89
1992-05-01,2,0610,Hamilton,2520.0,,,1280,1.97,0.0,9.078947368421053,1.03,625032.57,40.32
1992-11-01,4,0610,Hamilton,2704.0,,,1568,1.72,0.0,5.903743315508021,1.35,625032.57,43.26
1992-02-01,1,0610,Hamilton,1940.0,,,708,2.74,0.02,6.720338983050848,0.92,625032.57,31.04
1993-01-01,1,0610,Hamilton,3004.0,,,1268,2.37,0.0,6.2898550724637685,1.71,629796.45,47.7
1993-10-01,4,0610,Hamilton,2664.0,,,1656,1.61,0.0,5.217391304347826,1.44,629796.45,42.3
1993-04-01,2,0610,Hamilton,1688.0,,,1252,1.35,0.0,5.5344827586206895,1.29,629796.45,26.8
1993-09-01,3,0610,Hamilton,2728.0,,,1996,1.37,0.0,4.894927536231884,1.27,629796.45,43.32
1994-01-01,1,0610,Hamilton,2700.0,,,1316,2.05,0.0,5.878640776699029,1.77,636110.57,42.45
1994-04-01,2,0610,Hamilton,2444.0,,,1984,1.23,0.0,4.886363636363637,1.11,636110.57,38.42
1994-10-01,4,0610,Hamilton,4144.0,,,2028,2.04,0.0,5.783393501805054,4.37,636110.57,65.15
1994-09-01,3,0610,Hamilton,4788.0,,,2696,1.78,0.0,5.639889196675901,1.96,636110.57,75.27
1995-04-01,2,0610,Hamilton,1732.0,,,1204,1.44,0.0,5.5,0.45,642266.48,26.97
1995-12-01,4,0610,Hamilton,2132.0,,,1516,1.41,0.0,6.880382775119617,0.65,642266.48,33.19
1995-02-01,1,0610,Hamilton,2024.0,,,1096,1.85,0.0,5.8432432432432435,0.74,642266.48,31.51
1995-07-01,3,0610,Hamilton,1912.0,,,1316,1.45,0.0,5.6976744186046515,0.74,642266.48,29.77
1996-07-01,3,0610,Hamilton,3344.0,,,2228,1.5,0.0,5.936329588014981,0.77,650534.64,51.4
1996-12-01,4,0610,Hamilton,2956.0,,,2108,1.4,0.0,5.337883959044369,1.46,650534.64,45.44
1996-05-01,2,0610,Hamilton,1468.0,,,904,1.62,0.0,8.168067226890756,1.0,650534.64,22.57
1996-01-01,1,0610,Hamilton,1916.0,,,912,2.1,0.0,5.549295774647887,0.75,650534.64,29.45
1997-08-01,3,0610,Hamilton,4340.0,,,3020,1.44,0.0,4.903225806451613,0.81,658022.65,65.96
1997-10-01,4,0610,Hamilton,4000.0,,,2616,1.53,0.0,5.273182957393484,0.72,658022.65,60.79
1997-01-01,1,0610,Hamilton,2168.0,,,1268,1.71,0.0,4.801980198019802,1.15,658022.65,32.95
1997-05-01,2,0610,Hamilton,3128.0,,,2048,1.53,0.0,5.256410256410256,0.61,658022.65,47.54
1998-01-01,1,0610,Hamilton,3428.0,,,2100,1.63,0.0,5.975,0.79,665324.81,51.52
