reference_period,metro,metcode,dweltype,mkttycd,total_completions,completions_accsuite,completions_no_accsuite,num_structures,unitsperstructure,avgstorycount,avglengthofconstr,avgpermit_to_start_time,bachelor_units,one_bedrooms,two_bedrooms,three_bedrooms,four_bedrooms,tot_units,total_avg_unitsize_sqm,total_avg_unitsize_sqft,total_avg_price,total_min_price,total_max_price,population,comp_per_10kpop
2004,Edmonton,0340,1.0,3.0,28.0,,,28,1.0,0.0,10.11111111111111,4.52,,,,,,,,,,,,1038096.58,0.27
2004,Edmonton,0340,2.0,1.0,638.0,,,319,2.0,0.0,5.635483870967742,0.57,,,,,,,,,,,,1038096.58,6.15
2004,Edmonton,0340,5.0,3.0,2715.0,,,47,57.77,1.74,13.638297872340425,2.58,,,,,,,,,,,,1038096.58,26.15
2004,Edmonton,0340,4.0,3.0,440.0,,,92,4.78,0.0,8.6,5.16,,,,,,,,,,,,1038096.58,4.24
2004,Edmonton,0340,2.0,2.0,4.0,,,2,2.0,0.0,5.5,0.0,,,,,,,,,,,,1038096.58,0.04
2005,Edmonton,0340,1.0,1.0,6802.0,,,6802,1.0,0.0,5.195885645136893,0.28,,,,,,,,,,,,1070187.23,63.56
2005,Edmonton,0340,2.0,3.0,528.0,,,264,2.0,0.0,8.662835249042146,6.22,,,,,,,,,,,,1070187.23,4.93
2005,Edmonton,0340,5.0,3.0,2149.0,,,34,63.21,3.21,14.852941176470589,3.04,,,,,,,,,,,,1070187.23,20.08
2005,Edmonton,0340,2.0,2.0,10.0,,,5,2.0,0.0,5.8,0.2,,,,,,,,,,,,1070187.23,0.09
2005,Edmonton,0340,5.0,2.0,694.0,,,12,57.83,1.08,11.5,0.25,,,,,,,,,,,,1070187.23,6.48
2005,Edmonton,0340,2.0,1.0,600.0,,,300,2.0,0.0,5.65993265993266,0.82,,,,,,,,,,,,1070187.23,5.61
2005,Edmonton,0340,4.0,1.0,4.0,,,1,4.0,0.0,16.0,7.0,,,,,,,,,,,,1070187.23,0.04
2005,Edmonton,0340,4.0,3.0,351.0,,,77,4.56,0.0,10.013157894736842,8.5,,,,,,,,,,,,1070187.23,3.28
2005,Edmonton,0340,1.0,3.0,41.0,,,41,1.0,0.0,9.8,6.11,,,,,,,,,,,,1070187.23,0.38
2005,Edmonton,0340,4.0,2.0,111.0,,,15,7.4,0.0,5.769230769230769,0.0,,,,,,,,,,,,1070187.23,1.04
2006,Edmonton,0340,1.0,3.0,31.0,,,31,1.0,0.0,10.064516129032258,3.09,,,,,,,,,,,,1100795.81,0.28
2006,Edmonton,0340,4.0,3.0,601.0,,,111,5.41,0.18,10.136363636363637,1.37,,,,,,,,,,,,1100795.81,5.46
2006,Edmonton,0340,1.0,1.0,7011.0,,,7011,1.0,0.0,6.054347826086956,0.37,,,,,,,,,,,,1100795.81,63.69
2006,Edmonton,0340,1.0,2.0,2.0,,,2,1.0,0.0,11.0,0.0,,,,,,,,,,,,1100795.81,0.02
2006,Edmonton,0340,2.0,3.0,442.0,,,221,2.0,0.0,10.307317073170731,5.77,,,,,,,,,,,,1100795.81,4.02
2006,Edmonton,0340,5.0,3.0,2631.0,,,54,48.72,3.13,14.907407407407407,1.19,,,,,,,,,,,,1100795.81,23.9
2006,Edmonton,0340,2.0,2.0,4.0,,,2,2.0,0.0,12.5,0.5,,,,,,,,,,,,1100795.81,0.04
2006,Edmonton,0340,5.0,2.0,659.0,,,13,50.69,0.54,12.454545454545455,0.85,,,,,,,,,,,,1100795.81,5.99
2006,Edmonton,0340,4.0,1.0,12.0,,,3,4.0,0.0,3.0,0.67,,,,,,,,,,,,1100795.81,0.11
2006,Edmonton,0340,2.0,1.0,754.0,,,377,2.0,0.0,6.410187667560321,0.7,,,,,,,,,,,,1100795.81,6.85
2006,Edmonton,0340,4.0,2.0,28.0,,,4,7.0,0.0,9.333333333333334,0.0,,,,,,,,,,,,1100795.81,0.25
2007,Edmonton,0340,1.0,1.0,7619.0,,,7619,1.0,0.0,8.221968884120171,0.62,,,,,,,,,,,,1127964.75,67.55
2007,Edmonton,0340,4.0,2.0,61.0,,,8,7.63,0.0,14.0,0.0,,,,,,,,,,,,1127964.75,0.54
2007,Edmonton,0340,2.0,3.0,278.0,,,139,2.0,0.0,12.611510791366907,1.29,,,,,,,,,,,,1127964.75,2.46
2007,Edmonton,0340,4.0,3.0,609.0,,,116,5.25,0.0,11.908256880733944,1.69,,,,,,,,,,,,1127964.75,5.4
2007,Edmonton,0340,1.0,2.0,7.0,,,7,1.0,0.0,19.0,21.0,,,,,,,,,,,,1127964.75,0.06
2007,Edmonton,0340,5.0,2.0,203.0,,,3,67.67,2.33,24.666666666666668,2.0,,,,,,,,,,,,1127964.75,1.8
2007,Edmonton,0340,1.0,3.0,15.0,,,15,1.0,0.0,10.466666666666667,0.71,,,,,,,,,,,,1127964.75,0.13
2007,Edmonton,0340,2.0,1.0,908.0,,,454,2.0,0.0,8.699115044247788,0.99,,,,,,,,,,,,1127964.75,8.05
2007,Edmonton,0340,4.0,1.0,35.0,,,10,3.5,0.0,11.333333333333334,0.0,,,,,,,,,,,,1127964.75,0.31
2007,Edmonton,0340,5.0,3.0,2098.0,,,35,59.94,2.54,16.885714285714286,2.53,,,,,,,,,,,,1127964.75,18.6
2007,Edmonton,0340,2.0,2.0,6.0,,,3,2.0,0.0,18.333333333333332,5.67,,,,,,,,,,,,1127964.75,0.05
2008,Edmonton,0340,2.0,3.0,356.0,,,178,2.0,0.0,13.128654970760234,4.33,,,,,,,,,,,,1160416.13,3.07
2008,Edmonton,0340,4.0,3.0,953.0,,,176,5.41,0.14,14.742690058479532,2.58,,,,,,,,,,,,1160416.13,8.21
2008,Edmonton,0340,2.0,1.0,1086.0,,,543,2.0,0.0,10.6219739292365,0.9,,,,,,,,,,,,1160416.13,9.36
2008,Edmonton,0340,5.0,3.0,2366.0,,,35,67.6,1.83,20.2,0.05,,,,,,,,,,,,1160416.13,20.39
2008,Edmonton,0340,2.0,2.0,26.0,,,13,2.0,0.0,13.461538461538462,1.15,,,,,,,,,,,,1160416.13,0.22
2008,Edmonton,0340,5.0,1.0,4.0,,,1,4.0,2.0,17.0,0.0,,,,,,,,,,,,1160416.13,0.03
2008,Edmonton,0340,1.0,1.0,6190.0,,,6190,1.0,0.0,10.184900098264002,0.71,,,,,,,,,,,,1160416.13,53.34
2008,Edmonton,0340,4.0,1.0,69.0,,,18,3.83,0.0,12.466666666666667,-1.42,,,,,,,,,,,,1160416.13,0.59
2008,Edmonton,0340,5.0,2.0,108.0,,,3,36.0,0.0,18.0,0.0,,,,,,,,,,,,1160416.13,0.93
2008,Edmonton,0340,1.0,3.0,27.0,,,27,1.0,0.0,15.074074074074074,5.83,,,,,,,,,,,,1160416.13,0.23
2008,Edmonton,0340,4.0,2.0,25.0,,,6,4.17,0.0,6.833333333333333,0.0,,,,,,,,,,,,1160416.13,0.22
2008,Edmonton,0340,1.0,2.0,7.0,,,7,1.0,0.0,8.0,31.14,,,,,,,,,,,,1160416.13,0.06
2009,Edmonton,0340,1.0,3.0,3.0,,,3,1.0,0.0,10.666666666666666,5.67,,,,,,,,,,,,1181277.91,0.03
2009,Edmonton,0340,5.0,4.0,9.0,,,1,9.0,0.0,14.0,0.0,,,,,,,,,,,,1181277.91,0.08
2009,Edmonton,0340,5.0,2.0,360.0,,,8,45.0,0.0,17.875,0.67,,,,,,,,,,,,1181277.91,3.05
2009,Edmonton,0340,4.0,3.0,572.0,,,109,5.25,0.0,15.788461538461538,1.84,9,,72,137,,218,7.45,80.24,334930.05,222950.0,770000.0,1181277.91,4.84
2009,Edmonton,0340,2.0,2.0,14.0,,,7,2.0,0.0,18.0,0.0,,,,,,,,,,,,1181277.91,0.12
2009,Edmonton,0340,2.0,1.0,792.0,,,396,2.0,0.0,9.130102040816327,1.66,,,,,,,,,,,,1181277.91,6.7
2009,Edmonton,0340,5.0,3.0,3987.0,,,59,67.58,2.76,22.74576271186441,1.55,,786,1668,52,,2506,3.63,39.06,349774.73,1.0,1200000.0,1181277.91,33.75
2009,Edmonton,0340,1.0,1.0,3104.0,,,3104,1.0,0.0,9.23415610406938,0.84,,,,,,,,,,,,1181277.91,26.28
2009,Edmonton,0340,2.0,3.0,254.0,,,127,2.0,0.0,17.646551724137932,6.18,,,,,,,,,,,,1181277.91,2.15
2009,Edmonton,0340,4.0,2.0,37.0,,,4,9.25,0.0,11.0,0.0,,,,,,,,,,,,1181277.91,0.31
2009,Edmonton,0340,4.0,1.0,100.0,,,27,3.7,0.0,10.090909090909092,1.5,,,,42,,42,0.0,0.0,352332.86,225000.0,800000.0,1181277.91,0.85
2010,Edmonton,0340,4.0,2.0,16.0,,16.0,4,4.0,0.0,8.5,4.0,,,,,,,,,,,,1201957.38,0.13
2010,Edmonton,0340,1.0,3.0,10.0,,10.0,10,1.0,0.0,11.0,0.89,,,,,,,,,,,,1201957.38,0.08
2010,Edmonton,0340,1.0,1.0,5423.0,,5423.0,5423,1.0,0.0,6.860097781120722,0.57,,,,,,,,,,,,1201957.38,45.12
2010,Edmonton,0340,5.0,3.0,1321.0,,1321.0,19,69.53,2.74,24.0,2.2,,378,941,2,,1321,49.14,528.99,331759.47,158000.0,1700000.0,1201957.38,10.99
2010,Edmonton,0340,4.0,1.0,110.0,,110.0,31,3.55,0.0,7.466666666666667,0.72,,2,18,88,2,110,75.01,807.39,292577.77,178334.0,800000.0,1201957.38,0.92
2010,Edmonton,0340,4.0,3.0,685.0,,685.0,122,5.61,0.02,15.428571428571429,7.03,,2,279,377,,658,73.41,790.23,299898.43,195000.0,572800.0,1201957.38,5.7
2010,Edmonton,0340,2.0,3.0,164.0,,164.0,82,2.0,0.0,17.075,2.3,,,,,,,,,,,,1201957.38,1.36
2010,Edmonton,0340,2.0,1.0,1254.0,,1254.0,627,2.0,0.0,6.765273311897106,0.98,,,,,,,,,,,,1201957.38,10.43
2010,Edmonton,0340,5.0,2.0,460.0,,460.0,13,35.38,0.0,9.363636363636363,1.69,,,,,,,,,,,,1201957.38,3.83
2011,Edmonton,0340,4.0,2.0,68.0,,68.0,16,4.25,0.0,10.6,1.31,,,,,,,,,,,,1229889.41,0.55
2011,Edmonton,0340,2.0,3.0,208.0,,208.0,104,2.0,0.0,13.049504950495049,4.4,,,,,,,,,,,,1229889.41,1.69
2011,Edmonton,0340,4.0,3.0,577.0,,577.0,109,5.29,0.0,18.00943396226415,4.34,,,174,398,1,573,102.35,1101.71,296660.04,169900.0,758000.0,1229889.41,4.69
2011,Edmonton,0340,5.0,3.0,1307.0,,1307.0,18,72.61,3.06,35.611111111111114,0.5,1,276,1025,4,,1306,83.58,899.62,307810.23,149900.0,1205500.0,1229889.41,10.63
2011,Edmonton,0340,2.0,1.0,1016.0,,1016.0,508,2.0,0.0,7.482965931863728,0.84,,,,,,,,,,,,1229889.41,8.26
2011,Edmonton,0340,1.0,1.0,5299.0,,5299.0,5299,1.0,0.0,7.385911179173047,0.45,,,,,,,,,,,,1229889.41,43.09
2011,Edmonton,0340,5.0,2.0,344.0,,344.0,9,38.22,1.67,16.0,2.88,,,,,,,,,,,,1229889.41,2.8
2011,Edmonton,0340,1.0,3.0,9.0,,9.0,9,1.0,0.0,13.333333333333334,6.5,,,,,,,,,,,,1229889.41,0.07
2011,Edmonton,0340,4.0,1.0,113.0,,113.0,33,3.42,0.0,11.806451612903226,2.15,,,25,77,,102,103.63,1115.44,327602.53,211313.0,779700.0,1229889.41,0.92
2012,Edmonton,0340,2.0,1.0,1474.0,,1474.0,737,2.0,0.0,7.201101928374656,0.79,,,,,,,,,,,,1266810.84,11.64
2012,Edmonton,0340,1.0,1.0,5290.0,,5290.0,5290,1.0,0.0,7.539392774788624,0.34,,,,,,,,,,,,1266810.84,41.76
2012,Edmonton,0340,1.0,3.0,9.0,,9.0,9,1.0,0.0,17.666666666666668,6.33,,,,,,,,,,,,1266810.84,0.07
2012,Edmonton,0340,2.0,3.0,164.0,,164.0,82,2.0,0.0,9.131578947368421,1.9,,,,,,,,,,,,1266810.84,1.29
2012,Edmonton,0340,4.0,3.0,713.0,,713.0,127,5.61,0.02,13.221311475409836,2.07,,,239,430,,669,104.73,1127.27,293543.2,162865.0,600000.0,1266810.84,5.63
2012,Edmonton,0340,5.0,3.0,1475.0,,1475.0,29,50.86,3.31,21.20689655172414,4.83,1,351,1110,3,,1465,86.47,930.77,258649.25,119950.0,845900.0,1266810.84,11.64
2012,Edmonton,0340,5.0,2.0,892.0,,892.0,12,74.33,3.67,12.727272727272727,1.33,,,,,,,,,,,,1266810.84,7.04
2012,Edmonton,0340,4.0,1.0,130.0,,130.0,36,3.61,0.0,9.25,0.44,,,37,59,,96,88.2,949.35,355875.07,210528.0,783700.0,1266810.84,1.03
2012,Edmonton,0340,2.0,2.0,4.0,,4.0,2,2.0,0.0,7.0,1.0,,,,,,,,,,,,1266810.84,0.03
2012,Edmonton,0340,4.0,2.0,15.0,,15.0,4,3.75,0.0,9.0,1.33,,,,,,,,,,,,1266810.84,0.12
2013,Edmonton,0340,4.0,2.0,121.0,,121.0,18,6.72,0.0,8.88888888888889,0.2,,,,,,,,,,,,1308524.16,0.92
2013,Edmonton,0340,2.0,3.0,160.0,,160.0,80,2.0,0.0,10.848101265822784,0.73,,,,,,,,,,,,1308524.16,1.22
2013,Edmonton,0340,5.0,2.0,2010.0,,2010.0,31,64.84,3.97,11.827586206896552,1.19,,,,,,,,,,,,1308524.16,15.36
2013,Edmonton,0340,1.0,2.0,7.0,,7.0,7,1.0,0.0,9.0,48.71,,,,,,,,,,,,1308524.16,0.05
2013,Edmonton,0340,4.0,3.0,917.0,,917.0,182,5.04,0.0,11.227272727272727,-0.49,,,146,685,5,836,118.33,1273.71,296675.17,163900.0,489900.0,1308524.16,7.01
2013,Edmonton,0340,5.0,1.0,2.0,,2.0,1,2.0,2.0,7.0,0.0,,,,,,,,,,,,1308524.16,0.02
2013,Edmonton,0340,2.0,1.0,1946.0,,1946.0,973,2.0,0.0,7.4876288659793815,0.7,,,,,,,,,,,,1308524.16,14.87
2013,Edmonton,0340,1.0,3.0,5.0,,5.0,5,1.0,0.0,11.2,0.0,,,,,,,,,,,,1308524.16,0.04
2013,Edmonton,0340,2.0,2.0,4.0,,4.0,2,2.0,0.0,14.5,0.0,,,,,,,,,,,,1308524.16,0.03
2013,Edmonton,0340,1.0,1.0,5737.0,,5737.0,5737,1.0,0.0,7.4862239491345814,0.32,,,,,,,,,,,,1308524.16,43.84
2013,Edmonton,0340,4.0,1.0,261.0,,261.0,67,3.9,0.0,8.426229508196721,0.39,,,6,136,,142,108.81,1171.22,308447.06,250000.0,420000.0,1308524.16,1.99
2013,Edmonton,0340,5.0,3.0,1489.0,,1489.0,30,49.63,3.43,16.107142857142858,-5.53,2,340,1097,34,,1473,81.12,873.21,228978.5,127900.0,585000.0,1308524.16,11.38
2014,Edmonton,0340,1.0,3.0,1.0,,1.0,1,1.0,0.0,6.0,0.0,,,,,,,,,,,,1334817.5,0.01
2014,Edmonton,0340,5.0,3.0,1303.0,,1303.0,38,34.29,2.95,14.2,-4.96,,134,922,27,,1083,84.21,906.43,226968.48,129900.0,649000.0,1334817.5,9.76
2014,Edmonton,0340,4.0,3.0,687.0,,687.0,157,4.38,0.0,13.644295302013424,1.22,,,43,333,,376,102.73,1105.76,311197.19,213500.0,500000.0,1334817.5,5.15
2014,Edmonton,0340,2.0,2.0,6.0,,6.0,3,2.0,0.0,8.666666666666666,0.0,,,,,,,,,,,,1334817.5,0.04
2014,Edmonton,0340,2.0,3.0,180.0,,180.0,90,2.0,0.0,10.920454545454545,1.8,,,,,,,,,,,,1334817.5,1.35
2014,Edmonton,0340,5.0,2.0,2262.0,,2262.0,38,59.53,3.84,12.605263157894736,1.27,,,,,,,,,,,,1334817.5,16.95
2014,Edmonton,0340,4.0,1.0,397.0,,397.0,104,3.82,0.0,8.494736842105263,1.15,,,2,60,,62,88.24,949.83,333153.23,279000.0,489900.0,1334817.5,2.97
2014,Edmonton,0340,1.0,2.0,1.0,,1.0,1,1.0,0.0,6.0,0.0,,,,,,,,,,,,1334817.5,0.01
2014,Edmonton,0340,4.0,2.0,18.0,,18.0,4,4.5,0.0,9.5,0.0,,,,,,,,,,,,1334817.5,0.13
2014,Edmonton,0340,2.0,1.0,2196.0,,2196.0,1098,2.0,0.0,7.433789954337899,0.67,,,,,,,,,,,,1334817.5,16.45
2014,Edmonton,0340,1.0,1.0,6089.0,,6089.0,6089,1.0,0.0,7.433505756716169,0.37,,,,,,,,,,,,1334817.5,45.62
2015,Edmonton,0340,2.0,3.0,182.0,,182.0,91,2.0,0.0,8.523255813953488,2.86,,,,,,,,,,,,1361157.53,1.34
2015,Edmonton,0340,1.0,1.0,6997.0,,6997.0,6997,1.0,0.0,7.283621064848397,0.41,,,,,,,,,,,,1361157.53,51.4
2015,Edmonton,0340,4.0,3.0,997.0,,997.0,205,4.86,0.0,11.518716577540108,2.67,,,45,181,,226,111.15,1196.46,312687.56,265811.0,368000.0,1361157.53,7.32
2015,Edmonton,0340,2.0,2.0,2.0,,2.0,1,2.0,0.0,14.0,0.0,,,,,,,,,,,,1361157.53,0.01
2015,Edmonton,0340,4.0,2.0,131.0,,131.0,31,4.23,0.0,7.451612903225806,5.89,,,,,,,,,,,,1361157.53,0.96
2015,Edmonton,0340,1.0,2.0,2.0,,2.0,2,1.0,0.0,8.0,0.0,,,,,,,,,,,,1361157.53,0.01
2015,Edmonton,0340,5.0,2.0,2531.0,,2531.0,36,70.31,4.03,16.424242424242426,1.13,,,,,,,,,,,,1361157.53,18.59
2015,Edmonton,0340,5.0,3.0,2562.0,,2562.0,66,38.82,3.55,13.746031746031745,0.19,,315,1770,90,,2175,80.27,864.03,254007.29,132765.0,942900.0,1361157.53,18.82
2015,Edmonton,0340,2.0,1.0,2488.0,,2488.0,1244,2.0,0.0,7.401771336553945,0.73,,,,,,,,,,,,1361157.53,18.28
2015,Edmonton,0340,4.0,1.0,623.0,,623.0,167,3.73,0.0,8.76875,2.88,,,,52,,52,69.63,749.54,313490.38,279900.0,364900.0,1361157.53,4.58
2015,Edmonton,0340,1.0,3.0,15.0,,15.0,15,1.0,0.0,11.692307692307692,2.46,,,,,,,,,,,,1361157.53,0.11
2016,Edmonton,0340,5.0,2.0,3358.0,,3358.0,53,63.36,4.87,14.938775510204081,-1.74,,,,,,,,,,,,1386981.47,24.21
2016,Edmonton,0340,5.0,3.0,2819.0,,2819.0,51,55.27,4.76,15.574468085106384,-4.82,49,480,1834,180,1,2544,78.69,847.0,286059.14,102168.0,4200000.0,1386981.47,20.32
2016,Edmonton,0340,4.0,1.0,451.0,,451.0,125,3.61,0.0,9.475,0.41,,,14,92,2,108,100.53,1082.07,336752.36,201000.0,419000.0,1386981.47,3.25
2016,Edmonton,0340,4.0,2.0,471.0,,471.0,71,6.63,0.0,12.234375,4.13,,,,,,,,,,,,1386981.47,3.4
2016,Edmonton,0340,2.0,1.0,2148.0,,2148.0,1074,2.0,0.0,7.50796626054358,1.26,,,,,,,,,,,,1386981.47,15.49
2016,Edmonton,0340,2.0,3.0,118.0,,118.0,59,2.0,0.0,10.214285714285714,2.0,,,,,,,,,,,,1386981.47,0.85
2016,Edmonton,0340,4.0,3.0,884.0,,884.0,176,5.02,0.0,10.950617283950617,0.93,,4,75,172,,251,98.49,1060.18,313111.8,197950.0,599900.0,1386981.47,6.37
2016,Edmonton,0340,2.0,2.0,2.0,,2.0,1,2.0,0.0,5.0,0.0,,,,,,,,,,,,1386981.47,0.01
2016,Edmonton,0340,1.0,1.0,4865.0,,4865.0,4865,1.0,0.0,7.660819949281488,0.55,,,,,,,,,,,,1386981.47,35.08
2016,Edmonton,0340,1.0,3.0,7.0,,7.0,7,1.0,0.0,8.142857142857142,3.57,,,,,,,,,,,,1386981.47,0.05
2017,Edmonton,0340,4.0,2.0,94.0,,94.0,12,7.83,0.0,13.818181818181818,1.25,,,,,,,,,,,,1411986.81,0.67
2017,Edmonton,0340,1.0,1.0,4596.0,,4596.0,4596,1.0,0.0,6.665250447227192,0.57,,,,,,,,,,,,1411986.81,32.55
2017,Edmonton,0340,4.0,1.0,551.0,,551.0,152,3.63,0.0,8.434108527131784,4.87,,,12,158,,170,119.26,1283.74,329756.21,245000.0,439000.0,1411986.81,3.9
2017,Edmonton,0340,4.0,3.0,532.0,,532.0,114,4.67,0.0,10.1010101010101,0.75,,5,52,119,,176,107.54,1157.51,306628.27,201950.0,652900.0,1411986.81,3.77
2017,Edmonton,0340,2.0,3.0,82.0,,82.0,41,2.0,0.0,15.825,6.93,,,,,,,,,,,,1411986.81,0.58
2017,Edmonton,0340,1.0,3.0,6.0,,6.0,6,1.0,0.0,7.166666666666667,7.33,,,,,,,,,,,,1411986.81,0.04
2017,Edmonton,0340,5.0,1.0,4.0,,4.0,1,4.0,2.0,24.0,0.0,,,,,,,,,,,,1411986.81,0.03
2017,Edmonton,0340,5.0,3.0,1057.0,,1057.0,25,42.28,4.4,17.26086956521739,0.25,,141,505,24,,670,85.88,924.38,285752.19,1.0,564900.0,1411986.81,7.49
2017,Edmonton,0340,2.0,1.0,1908.0,,1908.0,954,2.0,0.0,6.561965811965812,1.86,,,,,,,,,,,,1411986.81,13.51
2017,Edmonton,0340,5.0,2.0,1923.0,,1923.0,24,80.13,5.33,15.91304347826087,3.9,,,,,,,,,,,,1411986.81,13.62
2018,Edmonton,0340,1.0,2.0,3.0,,3.0,3,1.0,0.0,5.0,1.0,,,,,,,,,,,,1439690.13,0.02
2018,Edmonton,0340,1.0,3.0,4.0,,4.0,4,1.0,0.0,22.0,1.25,,,,,,,,,,,,1439690.13,0.03
2018,Edmonton,0340,2.0,3.0,52.0,,52.0,26,2.0,0.0,15.88,2.92,,,,,,,,,,,,1439690.13,0.36
2018,Edmonton,0340,1.0,1.0,5081.0,,5081.0,5081,1.0,0.0,7.011254019292605,0.19,,,,,,,,,,,,1439690.13,35.29
2018,Edmonton,0340,5.0,2.0,1055.0,77.0,978.0,101,10.45,0.69,8.221052631578948,0.09,,,,,,,,,,,,1439690.13,7.33
2018,Edmonton,0340,4.0,1.0,636.0,,636.0,171,3.72,0.0,8.178343949044587,1.95,,4,10,121,,135,108.25,1165.19,365906.42,293075.0,725000.0,1439690.13,4.42
2018,Edmonton,0340,5.0,3.0,772.0,,772.0,26,29.69,5.15,19.26086956521739,-1.76,,95,558,18,,671,92.28,993.33,392624.16,149900.0,2255000.0,1439690.13,5.36
2018,Edmonton,0340,2.0,2.0,8.0,,8.0,4,2.0,0.0,11.5,-1.75,,,,,,,,,,,,1439690.13,0.06
2018,Edmonton,0340,4.0,2.0,118.0,,118.0,17,6.94,0.0,12.625,1.06,,,,,,,,,,,,1439690.13,0.82
2018,Edmonton,0340,2.0,1.0,1750.0,,1750.0,875,2.0,0.0,6.916763005780346,0.89,,,,,,,,,,,,1439690.13,12.16
2018,Edmonton,0340,4.0,3.0,612.0,,612.0,132,4.64,0.0,9.743362831858407,2.22,,,39,177,1,217,130.43,1403.93,312013.17,249381.0,624351.0,1439690.13,4.25
2019,Edmonton,0340,1.0,1.0,4294.0,,4294.0,4294,1.0,0.0,7.253228120516499,0.43,,,,,,,,,,,,1465243.88,29.31
2019,Edmonton,0340,5.0,2.0,1777.0,182.0,1595.0,207,8.58,0.62,8.193877551020408,0.63,,,,,,,,,,,,1465243.88,12.13
2019,Edmonton,0340,2.0,1.0,1314.0,,1314.0,657,2.0,0.0,7.24191063174114,1.44,,,,,,,,,,,,1465243.88,8.97
2019,Edmonton,0340,2.0,3.0,18.0,,18.0,9,2.0,0.0,17.857142857142858,8.75,,,,,,,,,,,,1465243.88,0.12
2019,Edmonton,0340,5.0,1.0,1.0,,1.0,1,1.0,2.0,6.0,3.0,,,,,,,,,,,,1465243.88,0.01
2019,Edmonton,0340,5.0,3.0,1416.0,,1416.0,25,56.64,5.04,16.75,3.8,2,290,665,26,,983,80.53,866.77,331352.79,139900.0,1150000.0,1465243.88,9.66
2019,Edmonton,0340,4.0,3.0,510.0,,510.0,103,4.95,0.0,11.073170731707316,3.48,,,71,127,,198,115.82,1246.72,316312.6,253400.0,519900.0,1465243.88,3.48
2019,Edmonton,0340,1.0,3.0,2.0,,2.0,2,1.0,0.0,8.0,1.0,,,,,,,,,,,,1465243.88,0.01
2019,Edmonton,0340,4.0,1.0,993.0,,993.0,247,4.02,0.0,9.130434782608695,4.12,,,30,168,1,199,117.45,1264.17,325994.77,259600.0,382500.0,1465243.88,6.78
2019,Edmonton,0340,4.0,2.0,27.0,,27.0,6,4.5,0.0,11.666666666666666,1.0,,,,,,,,,,,,1465243.88,0.18
2019,Edmonton,0340,2.0,2.0,20.0,,20.0,10,2.0,0.0,8.7,-1.0,,,,,,,,,,,,1465243.88,0.14
2019,Edmonton,0340,1.0,2.0,12.0,,12.0,12,1.0,0.0,5.285714285714286,1.17,,,,,,,,,,,,1465243.88,0.08
2020,Edmonton,0340,4.0,1.0,715.0,,715.0,181,3.95,0.0,8.684848484848485,3.98,,,36,348,4,388,98.61,1061.47,345637.78,255500.0,680000.0,1477202.13,4.84
2020,Edmonton,0340,4.0,2.0,237.0,,237.0,37,6.41,0.0,8.371428571428572,3.46,,,,,,,,,,,,1477202.13,1.6
2020,Edmonton,0340,5.0,3.0,1035.0,,1035.0,21,49.29,6.52,13.777777777777779,1.8,,137,410,17,,564,62.4,671.68,374174.15,123900.0,2498000.0,1477202.13,7.01
2020,Edmonton,0340,2.0,2.0,48.0,,48.0,24,2.0,0.0,14.875,8.08,,,,,,,,,,,,1477202.13,0.32
2020,Edmonton,0340,1.0,1.0,4316.0,,4316.0,4316,1.0,0.0,7.516434145187988,0.5,,,,,,,,,,,,1477202.13,29.22
2020,Edmonton,0340,1.0,2.0,9.0,,9.0,9,1.0,0.0,10.0,0.44,,,,,,,,,,,,1477202.13,0.06
2020,Edmonton,0340,2.0,1.0,1272.0,,1272.0,636,2.0,0.0,8.12280701754386,1.17,,,,,,,,,,,,1477202.13,8.61
2020,Edmonton,0340,5.0,2.0,3090.0,479.0,2611.0,498,6.2,0.36,8.466666666666667,0.37,,,7,22,,29,42.16,453.82,406896.55,340000.0,550000.0,1477202.13,20.92
2020,Edmonton,0340,4.0,3.0,557.0,,557.0,106,5.25,0.0,12.679611650485437,5.73,,,73,153,,226,134.27,1445.32,317600.97,249950.0,509900.0,1477202.13,3.77
2020,Edmonton,0340,1.0,3.0,6.0,,6.0,6,1.0,0.0,15.666666666666666,8.33,,,,,,,,,,,,1477202.13,0.04
2020,Edmonton,0340,2.0,3.0,78.0,,78.0,39,2.0,0.0,11.695652173913043,16.55,,,,,,,,,,,,1477202.13,0.53
2021,Edmonton,0340,5.0,2.0,3859.0,596.0,3263.0,621,6.21,0.63,7.693069306930693,0.95,,,6,68,10,84,127.02,1367.25,409294.49,215000.0,600000.0,1508703.38,25.58
2021,Edmonton,0340,2.0,1.0,1156.0,,1156.0,578,2.0,0.0,7.111111111111111,1.31,,,,,,,,,,,,1508703.38,7.66
2021,Edmonton,0340,1.0,2.0,16.0,,16.0,16,1.0,0.0,5.2727272727272725,0.57,,,,,,,,,,,,1508703.38,0.11
2021,Edmonton,0340,2.0,2.0,36.0,,36.0,18,2.0,0.0,9.0,0.94,,,,,,,,,,,,1508703.38,0.24
2021,Edmonton,0340,1.0,1.0,4460.0,,4460.0,4460,1.0,0.0,6.667888227210261,0.55,,,,,,,,,,,,1508703.38,29.56
2021,Edmonton,0340,2.0,3.0,44.0,,44.0,22,2.0,0.0,12.476190476190476,6.82,,,,,,,,,,,,1508703.38,0.29
2021,Edmonton,0340,5.0,3.0,483.0,,483.0,15,32.2,7.13,15.2,2.07,,147,184,34,1,366,29.08,313.03,316446.04,198950.0,798476.0,1508703.38,3.2
