"ref_yy","CSDuid","metcode","metro","municipality","total_structures","share_three_or_fewer_stories","share_four_to_six_stories","share_seven_to_twenty_stories","share_twentyone_to_thirty_stories","share_greater_than_thirty_stories","avg_number_of_stories"
"1988","2452440","1060",NA,NA,3,100,0,0,0,0,0
"1988","2452780","1060",NA,NA,5,100,0,0,0,0,0
"1988","2456120","1060",NA,NA,12,100,0,0,0,0,0
"1988","2456280","1060",NA,NA,1,100,0,0,0,0,0
"1988","2456310","1060",NA,NA,2,100,0,0,0,0,0
"1988","2456400","1060",NA,NA,25,100,0,0,0,0,0
"1988","2456500","1060",NA,NA,1,100,0,0,0,0,0
"1988","2456580","1060",NA,NA,1,100,0,0,0,0,0
"1988","2456650","1060",NA,NA,62,100,0,0,0,0,0.0967741935483871
"1988","2456750","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","2457110","1060",NA,NA,1,100,0,0,0,0,0
"1988","2457150","1060",NA,NA,2,100,0,0,0,0,2
"1988","2457280","1060",NA,NA,6,100,0,0,0,0,0
"1988","2457320","1060",NA,NA,2,100,0,0,0,0,0
"1988","2457400","1060",NA,NA,3,100,0,0,0,0,0
"1988","2462200","1060",NA,NA,12,91.666666666667,8.333333333333,0,0,0,0.333333333333333
"1988","2462240","1060",NA,NA,8,100,0,0,0,0,0
"1988","2462280","1060",NA,NA,15,100,0,0,0,0,0
"1988","2462310","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","2462510","1060",NA,NA,3,100,0,0,0,0,0
"1988","2463110","1060",NA,NA,7,100,0,0,0,0,0
"1988","2463150","1060",NA,NA,61,100,0,0,0,0,0
"1988","2463190","1060",NA,NA,15,100,0,0,0,0,0
"1988","2463200","1060",NA,NA,1,100,0,0,0,0,0
"1988","2463220","1060",NA,NA,24,100,0,0,0,0,0
"1988","2463250","1060",NA,NA,19,100,0,0,0,0,0.210526315789474
"1988","2464500","1060",NA,NA,66,100,0,0,0,0,0
"1988","2465160","1060",NA,NA,4,100,0,0,0,0,0
"1988","2465180","1060",NA,NA,8,100,0,0,0,0,0
"1988","2465200","1060",NA,NA,14,100,0,0,0,0,0
"1988","2465220","1060",NA,NA,23,100,0,0,0,0,0
"1988","2465260","1060",NA,NA,150,98,0.666666666667,1.333333333333,0,0,0.32
"1988","2465280","1060",NA,NA,1,100,0,0,0,0,0
"1988","2465320","1060",NA,NA,7,100,0,0,0,0,0
"1988","2465340","1060",NA,NA,12,100,0,0,0,0,0.5
"1988","2465420","1060",NA,NA,8,100,0,0,0,0,0
"1988","2465480","1060",NA,NA,10,80,10,10,0,0,1.4
"1988","2465540","1060",NA,NA,4,100,0,0,0,0,0
"1988","2465580","1060",NA,NA,1,100,0,0,0,0,0
"1988","2465640","1060",NA,NA,1,100,0,0,0,0,0
"1988","2465700","1060",NA,NA,22,90.909090909091,4.545454545455,4.545454545455,0,0,0.636363636363636
"1988","2465720","1060",NA,NA,5,100,0,0,0,0,0
"1988","2465740","1060",NA,NA,9,100,0,0,0,0,0
"1988","2466380","1060",NA,NA,17,94.117647058824,5.882352941176,0,0,0,0.294117647058824
"1988","2466420","1060",NA,NA,5,100,0,0,0,0,0
"1988","2466500","1060",NA,NA,5,100,0,0,0,0,0
"1988","2466600","1060",NA,NA,1,100,0,0,0,0,0
"1988","2466700","1060",NA,NA,10,100,0,0,0,0,0.2
"1988","2469480","1060",NA,NA,1,100,0,0,0,0,3
"1988","2469600","1060",NA,NA,8,100,0,0,0,0,0.25
"1988","2470110","1060",NA,NA,1,100,0,0,0,0,0
"1988","2470180","1060",NA,NA,1,100,0,0,0,0,0
"1988","2470460","1060",NA,NA,4,100,0,0,0,0,0
"1988","2472150","1060",NA,NA,1,100,0,0,0,0,0
"1988","2472230","1060",NA,NA,13,100,0,0,0,0,0.461538461538462
"1988","2472260","1060",NA,NA,6,100,0,0,0,0,0.5
"1988","2472400","1060",NA,NA,3,100,0,0,0,0,0
"1988","2473120","1060",NA,NA,13,100,0,0,0,0,0.153846153846154
"1988","2473180","1060",NA,NA,13,100,0,0,0,0,0
"1988","2473300","1060",NA,NA,2,100,0,0,0,0,0
"1988","2473500","1060",NA,NA,1,100,0,0,0,0,0
"1988","2473650","1060",NA,NA,7,100,0,0,0,0,0
"1988","3503021","1265",NA,NA,1,100,0,0,0,0,3
"1988","3506004","1265",NA,NA,1,100,0,0,0,0,0
"1988","3506006","1265",NA,NA,3,100,0,0,0,0,0
"1988","3506012","1265",NA,NA,3,66.666666666667,0,33.333333333333,0,0,4
"1988","3506014","1265",NA,NA,16,100,0,0,0,0,0
"1988","3518001","2270","TORONTO","PICKERING CY",2,100,0,0,0,0,0
"1988","3518029","2270","TORONTO","UXBRIDGE TP",1,100,0,0,0,0,0
"1988","3519028","2270","TORONTO","VAUGHAN CY",1,100,0,0,0,0,0
"1988","3519038","2270","TORONTO","RICHMOND HILL T",2,100,0,0,0,0,0
"1988","3519046","2270","TORONTO","AURORA T",3,100,0,0,0,0,0
"1988","3520001","2270","TORONTO","PICKERING CY",11,100,0,0,0,0,0
"1988","3520004","2270",NA,NA,15,100,0,0,0,0,0
"1988","3520006","2270",NA,NA,1,100,0,0,0,0,0
"1988","3520008","2270",NA,NA,3,100,0,0,0,0,0
"1988","3520019","2270",NA,NA,1,100,0,0,0,0,0
"1988","3521005","2270","TORONTO","TORONTO C",9,44.444444444444,0,33.333333333333,22.222222222222,0,10.1111111111111
"1988","3521010","2270","TORONTO","BRAMPTON CY",3,100,0,0,0,0,0
"1988","3522014","2270","TORONTO","ORANGEVILLE T",2,100,0,0,0,0,0
"1988","3524001","2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"1988","3524009","2270","TORONTO","MILTON T",1,100,0,0,0,0,0
"1988","4806016","0140","CALGARY","CALGARY CY",4,100,0,0,0,0,0
"1988","4811061","0340","EDMONTON","EDMONTON CY",3,33.333333333333,33.333333333333,33.333333333333,0,0,4.33333333333333
"1988","5911019","2410",NA,NA,2,100,0,0,0,0,0
"1988","5911025","2410","VANCOUVER","BURNABY CY",3,100,0,0,0,0,0
"1988","5913011","2410","VANCOUVER","DELTA CY",1,100,0,0,0,0,0
"1988","5915004","2410","VANCOUVER","SURREY CY",16,100,0,0,0,0,0
"1988","5915007","2410","VANCOUVER","WHITE ROCK CY",5,100,0,0,0,0,0.6
"1988","5915011","2410","VANCOUVER","DELTA CY",2,100,0,0,0,0,0
"1988","5915015","2410","VANCOUVER","RICHMOND CY",9,100,0,0,0,0,0
"1988","5915022","2410","VANCOUVER","VANCOUVER CY",48,100,0,0,0,0,0
"1988","5915025","2410","VANCOUVER","BURNABY CY",6,100,0,0,0,0,0
"1988","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",4,100,0,0,0,0,0
"1988","5915034","2410","VANCOUVER","COQUITLAM CY",1,100,0,0,0,0,0
"1988","5915039","2410","VANCOUVER","PORT COQUITLAM CY",4,75,25,0,0,0,1.75
"1988","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",6,100,0,0,0,0,0
"1988","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,100,0,0,0,0,0
"1988","5915055","2410","VANCOUVER","WEST VANCOUVER DM",3,100,0,0,0,0,0
"1989","2452440","1060",NA,NA,3,100,0,0,0,0,1
"1989","2452480","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2452550","1060",NA,NA,4,100,0,0,0,0,0
"1989","2452780","1060",NA,NA,18,100,0,0,0,0,0.722222222222222
"1989","2456120","1060",NA,NA,18,100,0,0,0,0,0
"1989","2456280","1060",NA,NA,3,100,0,0,0,0,2
"1989","2456310","1060",NA,NA,5,100,0,0,0,0,0
"1989","2456400","1060",NA,NA,37,100,0,0,0,0,1.37837837837838
"1989","2456450","1060",NA,NA,3,100,0,0,0,0,0.666666666666667
"1989","2456500","1060",NA,NA,2,100,0,0,0,0,1.5
"1989","2456580","1060",NA,NA,1,100,0,0,0,0,0
"1989","2456650","1060",NA,NA,60,98.333333333333,0,0,1.666666666667,0,1.2
"1989","2456750","1060",NA,NA,2,100,0,0,0,0,0
"1989","2457150","1060",NA,NA,2,100,0,0,0,0,0
"1989","2457280","1060",NA,NA,13,100,0,0,0,0,0.923076923076923
"1989","2457320","1060",NA,NA,12,100,0,0,0,0,1.66666666666667
"1989","2457400","1060",NA,NA,2,100,0,0,0,0,0
"1989","2462110","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2462200","1060",NA,NA,30,100,0,0,0,0,0
"1989","2462240","1060",NA,NA,10,100,0,0,0,0,0
"1989","2462260","1060",NA,NA,5,100,0,0,0,0,0
"1989","2462280","1060",NA,NA,10,100,0,0,0,0,0
"1989","2462310","1060",NA,NA,3,100,0,0,0,0,0
"1989","2462510","1060",NA,NA,2,100,0,0,0,0,0
"1989","2463110","1060",NA,NA,29,100,0,0,0,0,0
"1989","2463150","1060",NA,NA,91,100,0,0,0,0,0
"1989","2463190","1060",NA,NA,25,100,0,0,0,0,0
"1989","2463200","1060",NA,NA,5,100,0,0,0,0,0
"1989","2463220","1060",NA,NA,33,100,0,0,0,0,0
"1989","2463250","1060",NA,NA,33,100,0,0,0,0,0
"1989","2464500","1060",NA,NA,113,100,0,0,0,0,0
"1989","2465160","1060",NA,NA,4,100,0,0,0,0,0
"1989","2465180","1060",NA,NA,12,100,0,0,0,0,0
"1989","2465200","1060",NA,NA,8,100,0,0,0,0,0
"1989","2465220","1060",NA,NA,19,100,0,0,0,0,0
"1989","2465260","1060",NA,NA,262,100,0,0,0,0,0
"1989","2465300","1060",NA,NA,2,100,0,0,0,0,0
"1989","2465320","1060",NA,NA,13,100,0,0,0,0,0
"1989","2465340","1060",NA,NA,22,100,0,0,0,0,0
"1989","2465400","1060",NA,NA,2,100,0,0,0,0,0
"1989","2465420","1060",NA,NA,17,100,0,0,0,0,0
"1989","2465480","1060",NA,NA,9,100,0,0,0,0,0
"1989","2465500","1060",NA,NA,3,100,0,0,0,0,0
"1989","2465540","1060",NA,NA,1,100,0,0,0,0,0
"1989","2465580","1060",NA,NA,1,100,0,0,0,0,0
"1989","2465700","1060",NA,NA,58,100,0,0,0,0,0
"1989","2465720","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2465740","1060",NA,NA,8,100,0,0,0,0,0
"1989","2466300","1060",NA,NA,29,86.206896551724,13.793103448276,0,0,0,1.72413793103448
"1989","2466380","1060",NA,NA,11,100,0,0,0,0,0.545454545454545
"1989","2466420","1060",NA,NA,3,66.666666666667,33.333333333333,0,0,0,1.33333333333333
"1989","2466500","1060",NA,NA,11,100,0,0,0,0,0.454545454545455
"1989","2466600","1060",NA,NA,1,100,0,0,0,0,3
"1989","2466700","1060",NA,NA,25,96,4,0,0,0,0.84
"1989","2469480","1060",NA,NA,4,100,0,0,0,0,1.5
"1989","2469600","1060",NA,NA,23,95.652173913043,4.347826086957,0,0,0,1.08695652173913
"1989","2470110","1060",NA,NA,1,100,0,0,0,0,0
"1989","2472150","1060",NA,NA,16,100,0,0,0,0,0
"1989","2472210","1060",NA,NA,4,100,0,0,0,0,0
"1989","2472230","1060",NA,NA,13,100,0,0,0,0,0
"1989","2472260","1060",NA,NA,29,100,0,0,0,0,0
"1989","2472400","1060",NA,NA,1,100,0,0,0,0,0
"1989","2473120","1060",NA,NA,12,100,0,0,0,0,0
"1989","2473180","1060",NA,NA,11,100,0,0,0,0,0
"1989","2473200","1060",NA,NA,1,100,0,0,0,0,0
"1989","2473240","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2473300","1060",NA,NA,3,100,0,0,0,0,1
"1989","2473650","1060",NA,NA,13,100,0,0,0,0,0
"1989","3503021","1265",NA,NA,3,100,0,0,0,0,0
"1989","3506004","1265",NA,NA,1,100,0,0,0,0,0
"1989","3506006","1265",NA,NA,2,0,100,0,0,0,4
"1989","3506009","1265",NA,NA,1,100,0,0,0,0,0
"1989","3506012","1265",NA,NA,1,100,0,0,0,0,0
"1989","3506014","1265",NA,NA,20,100,0,0,0,0,0
"1989","3518005","2270","TORONTO","TORONTO C",4,100,0,0,0,0,0
"1989","3519028","2270","TORONTO","VAUGHAN CY",3,100,0,0,0,0,0
"1989","3519036","2270","TORONTO","MARKHAM CY",4,100,0,0,0,0,0
"1989","3519038","2270","TORONTO","RICHMOND HILL T",4,100,0,0,0,0,0
"1989","3519046","2270","TORONTO","AURORA T",2,100,0,0,0,0,0
"1989","3519048","2270","TORONTO","NEWMARKET T",1,100,0,0,0,0,3
"1989","3519070","2270","TORONTO","GEORGINA T",2,100,0,0,0,0,0
"1989","3520001","2270","TORONTO","PICKERING CY",19,89.473684210526,10.526315789474,0,0,0,0.526315789473684
"1989","3520004","2270",NA,NA,29,79.310344827586,6.896551724138,10.344827586207,3.448275862069,0,2.72413793103448
"1989","3520006","2270",NA,NA,4,100,0,0,0,0,0
"1989","3520008","2270",NA,NA,6,83.333333333333,16.666666666667,0,0,0,0.666666666666667
"1989","3520014","2270","TORONTO","ORANGEVILLE T",6,50,0,33.333333333333,16.666666666667,0,8.5
"1989","3520019","2270",NA,NA,5,100,0,0,0,0,0.8
"1989","3521005","2270","TORONTO","TORONTO C",18,38.888888888889,0,38.888888888889,22.222222222222,0,11.0555555555556
"1989","3521010","2270","TORONTO","BRAMPTON CY",3,100,0,0,0,0,0
"1989","3524001","2270","TORONTO","PICKERING CY",3,66.666666666667,33.333333333333,0,0,0,2
"1989","3524009","2270","TORONTO","MILTON T",1,100,0,0,0,0,3
"1989","3524015","2270","TORONTO","HALTON HILLS T",2,100,0,0,0,0,0
"1989","3543012","2270","TORONTO","MONO T",1,100,0,0,0,0,2
"1989","4806016","0140","CALGARY","CALGARY CY",28,100,0,0,0,0,0
"1989","4811048","0340","EDMONTON","STONY PLAIN T",1,100,0,0,0,0,0
"1989","4811061","0340","EDMONTON","EDMONTON CY",5,100,0,0,0,0,0
"1989","5911019","2410",NA,NA,5,100,0,0,0,0,0
"1989","5911025","2410","VANCOUVER","BURNABY CY",12,100,0,0,0,0,0.166666666666667
"1989","5913011","2410","VANCOUVER","DELTA CY",15,100,0,0,0,0,1.86666666666667
"1989","5915004","2410","VANCOUVER","SURREY CY",18,94.444444444444,0,0,5.555555555556,0,1.22222222222222
"1989","5915007","2410","VANCOUVER","WHITE ROCK CY",7,100,0,0,0,0,0
"1989","5915011","2410","VANCOUVER","DELTA CY",7,100,0,0,0,0,0
"1989","5915015","2410","VANCOUVER","RICHMOND CY",22,100,0,0,0,0,0
"1989","5915022","2410","VANCOUVER","VANCOUVER CY",85,100,0,0,0,0,0.0705882352941176
"1989","5915025","2410","VANCOUVER","BURNABY CY",15,86.666666666667,6.666666666667,0,6.666666666667,0,1.8
"1989","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",14,100,0,0,0,0,0
"1989","5915034","2410","VANCOUVER","COQUITLAM CY",18,72.222222222222,11.111111111111,11.111111111111,5.555555555556,0,5.61111111111111
"1989","5915043","2410","VANCOUVER","PORT MOODY CY",2,100,0,0,0,0,2
"1989","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",6,100,0,0,0,0,2.33333333333333
"1989","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",11,90.909090909091,0,9.090909090909,0,0,2.09090909090909
"1989","5915055","2410","VANCOUVER","WEST VANCOUVER DM",3,33.333333333333,33.333333333333,33.333333333333,0,0,8.33333333333333
"1990","2452440","1060",NA,NA,4,100,0,0,0,0,1.5
"1990","2452550","1060",NA,NA,1,100,0,0,0,0,2
"1990","2452700","1060",NA,NA,9,100,0,0,0,0,1.33333333333333
"1990","2452780","1060",NA,NA,9,100,0,0,0,0,1
"1990","2456120","1060",NA,NA,57,100,0,0,0,0,1.80701754385965
"1990","2456310","1060",NA,NA,2,100,0,0,0,0,0
"1990","2456400","1060",NA,NA,33,100,0,0,0,0,1.57575757575758
"1990","2456450","1060",NA,NA,2,100,0,0,0,0,1
"1990","2456580","1060",NA,NA,2,50,50,0,0,0,2
"1990","2456650","1060",NA,NA,47,100,0,0,0,0,1.14893617021277
"1990","2456750","1060",NA,NA,8,100,0,0,0,0,0.375
"1990","2457150","1060",NA,NA,6,100,0,0,0,0,2
"1990","2457280","1060",NA,NA,18,100,0,0,0,0,2.16666666666667
"1990","2457320","1060",NA,NA,7,100,0,0,0,0,0.857142857142857
"1990","2457400","1060",NA,NA,2,100,0,0,0,0,2
"1990","2462200","1060",NA,NA,19,100,0,0,0,0,0
"1990","2462240","1060",NA,NA,8,100,0,0,0,0,0
"1990","2462260","1060",NA,NA,7,100,0,0,0,0,0
"1990","2462280","1060",NA,NA,10,100,0,0,0,0,0
"1990","2462310","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2462510","1060",NA,NA,7,100,0,0,0,0,0
"1990","2463110","1060",NA,NA,26,100,0,0,0,0,0
"1990","2463150","1060",NA,NA,43,100,0,0,0,0,0
"1990","2463190","1060",NA,NA,67,100,0,0,0,0,0
"1990","2463200","1060",NA,NA,5,100,0,0,0,0,0
"1990","2463220","1060",NA,NA,16,100,0,0,0,0,0
"1990","2463250","1060",NA,NA,13,100,0,0,0,0,0
"1990","2464500","1060",NA,NA,111,100,0,0,0,0,0.189189189189189
"1990","2465180","1060",NA,NA,7,100,0,0,0,0,0
"1990","2465200","1060",NA,NA,14,100,0,0,0,0,0
"1990","2465220","1060",NA,NA,6,100,0,0,0,0,0
"1990","2465260","1060",NA,NA,231,99.134199134199,0.4329004329,0.4329004329,0,0,0.0562770562770563
"1990","2465320","1060",NA,NA,12,100,0,0,0,0,0
"1990","2465340","1060",NA,NA,22,100,0,0,0,0,0
"1990","2465400","1060",NA,NA,1,100,0,0,0,0,0
"1990","2465420","1060",NA,NA,11,100,0,0,0,0,0
"1990","2465440","1060",NA,NA,1,100,0,0,0,0,0
"1990","2465480","1060",NA,NA,3,100,0,0,0,0,0
"1990","2465500","1060",NA,NA,4,100,0,0,0,0,0
"1990","2465580","1060",NA,NA,2,100,0,0,0,0,0
"1990","2465620","1060",NA,NA,1,100,0,0,0,0,0
"1990","2465640","1060",NA,NA,1,100,0,0,0,0,0
"1990","2465660","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2465700","1060",NA,NA,46,100,0,0,0,0,0
"1990","2465720","1060",NA,NA,2,100,0,0,0,0,0
"1990","2465740","1060",NA,NA,8,100,0,0,0,0,0
"1990","2466300","1060",NA,NA,14,100,0,0,0,0,1.28571428571429
"1990","2466380","1060",NA,NA,5,100,0,0,0,0,0.8
"1990","2466420","1060",NA,NA,5,100,0,0,0,0,1.2
"1990","2466500","1060",NA,NA,20,100,0,0,0,0,1.35
"1990","2466700","1060",NA,NA,14,100,0,0,0,0,1.42857142857143
"1990","2466780","1060",NA,NA,1,100,0,0,0,0,2
"1990","2469480","1060",NA,NA,7,100,0,0,0,0,1
"1990","2469600","1060",NA,NA,10,100,0,0,0,0,1.8
"1990","2470110","1060",NA,NA,1,100,0,0,0,0,0
"1990","2470180","1060",NA,NA,1,100,0,0,0,0,0
"1990","2470460","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2471120","1060",NA,NA,1,100,0,0,0,0,0
"1990","2472150","1060",NA,NA,13,100,0,0,0,0,0
"1990","2472230","1060",NA,NA,12,100,0,0,0,0,0
"1990","2472260","1060",NA,NA,18,100,0,0,0,0,0
"1990","2473120","1060",NA,NA,33,100,0,0,0,0,0
"1990","2473180","1060",NA,NA,11,100,0,0,0,0,0
"1990","2473200","1060",NA,NA,1,100,0,0,0,0,0
"1990","2473240","1060",NA,NA,1,100,0,0,0,0,0
"1990","2473300","1060",NA,NA,1,100,0,0,0,0,0
"1990","2473650","1060",NA,NA,66,100,0,0,0,0,0.0303030303030303
"1990","3506004","1265",NA,NA,1,100,0,0,0,0,0
"1990","3506012","1265",NA,NA,1,100,0,0,0,0,0
"1990","3506014","1265",NA,NA,26,96.153846153846,3.846153846154,0,0,0,0.153846153846154
"1990","3506027","1265",NA,NA,2,100,0,0,0,0,0
"1990","3518005","2270","TORONTO","TORONTO C",3,33.333333333333,33.333333333333,33.333333333333,0,0,3.66666666666667
"1990","3519028","2270","TORONTO","VAUGHAN CY",3,33.333333333333,0,66.666666666667,0,0,11.3333333333333
"1990","3519036","2270","TORONTO","MARKHAM CY",2,100,0,0,0,0,0
"1990","3519038","2270","TORONTO","RICHMOND HILL T",4,100,0,0,0,0,0
"1990","3519046","2270","TORONTO","AURORA T",1,100,0,0,0,0,0
"1990","3519048","2270","TORONTO","NEWMARKET T",3,100,0,0,0,0,0
"1990","3519070","2270","TORONTO","GEORGINA T",3,100,0,0,0,0,0
"1990","3520001","2270","TORONTO","PICKERING CY",9,88.888888888889,11.111111111111,0,0,0,0.888888888888889
"1990","3520004","2270",NA,NA,19,73.684210526316,15.789473684211,5.263157894737,5.263157894737,0,3.15789473684211
"1990","3520006","2270",NA,NA,1,0,100,0,0,0,5
"1990","3520008","2270",NA,NA,4,75,0,25,0,0,2.5
"1990","3520019","2270",NA,NA,9,33.333333333333,0,33.333333333333,22.222222222222,11.111111111111,15.5555555555556
"1990","3521005","2270","TORONTO","TORONTO C",9,11.111111111111,44.444444444444,33.333333333333,11.111111111111,0,8.33333333333333
"1990","3521010","2270","TORONTO","BRAMPTON CY",5,80,0,20,0,0,2.6
"1990","3524001","2270","TORONTO","PICKERING CY",5,80,20,0,0,0,1.2
"1990","3524009","2270","TORONTO","MILTON T",1,0,0,100,0,0,16
"1990","3543006","2270",NA,NA,1,100,0,0,0,0,2
"1990","4806016","0140","CALGARY","CALGARY CY",11,90.909090909091,0,9.090909090909,0,0,1
"1990","4806019","0140","CALGARY","COCHRANE T",NA,NA,NA,NA,NA,NA,NA
"1990","4806021","0140","CALGARY","AIRDRIE CY",1,100,0,0,0,0,3
"1990","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",1,100,0,0,0,0,0
"1990","4811061","0340","EDMONTON","EDMONTON CY",15,93.333333333333,0,6.666666666667,0,0,1.66666666666667
"1990","5911019","2410",NA,NA,5,100,0,0,0,0,0
"1990","5911025","2410","VANCOUVER","BURNABY CY",8,100,0,0,0,0,0
"1990","5913011","2410","VANCOUVER","DELTA CY",14,100,0,0,0,0,2
"1990","5913018","2410",NA,NA,16,100,0,0,0,0,0.875
"1990","5915004","2410","VANCOUVER","SURREY CY",22,95.454545454545,0,4.545454545455,0,0,1.09090909090909
"1990","5915007","2410","VANCOUVER","WHITE ROCK CY",7,85.714285714286,14.285714285714,0,0,0,1.42857142857143
"1990","5915011","2410","VANCOUVER","DELTA CY",9,100,0,0,0,0,0
"1990","5915015","2410","VANCOUVER","RICHMOND CY",10,100,0,0,0,0,0
"1990","5915022","2410","VANCOUVER","VANCOUVER CY",87,87.35632183908,4.597701149425,5.747126436782,2.298850574713,0,1.45977011494253
"1990","5915025","2410","VANCOUVER","BURNABY CY",17,94.117647058824,0,5.882352941176,0,0,0.823529411764706
"1990","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",9,100,0,0,0,0,0
"1990","5915034","2410","VANCOUVER","COQUITLAM CY",12,58.333333333333,16.666666666667,25,0,0,5.41666666666667
"1990","5915039","2410","VANCOUVER","PORT COQUITLAM CY",6,100,0,0,0,0,2.5
"1990","5915043","2410","VANCOUVER","PORT MOODY CY",NA,NA,NA,NA,NA,NA,NA
"1990","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",15,73.333333333333,26.666666666667,0,0,0,1.73333333333333
"1990","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",8,87.5,0,12.5,0,0,3.125
"1990","5915055","2410","VANCOUVER","WEST VANCOUVER DM",2,0,0,50,50,0,18
"1991","2452440","1060",NA,NA,3,100,0,0,0,0,0.666666666666667
"1991","2452550","1060",NA,NA,1,100,0,0,0,0,2
"1991","2452700","1060",NA,NA,5,100,0,0,0,0,1.2
"1991","2452780","1060",NA,NA,1,100,0,0,0,0,3
"1991","2456120","1060",NA,NA,35,100,0,0,0,0,1.88571428571429
"1991","2456280","1060",NA,NA,1,100,0,0,0,0,0
"1991","2456310","1060",NA,NA,2,100,0,0,0,0,0
"1991","2456400","1060",NA,NA,27,100,0,0,0,0,1.11111111111111
"1991","2456450","1060",NA,NA,2,100,0,0,0,0,3
"1991","2456650","1060",NA,NA,33,100,0,0,0,0,1.18181818181818
"1991","2456750","1060",NA,NA,2,100,0,0,0,0,0
"1991","2457150","1060",NA,NA,3,100,0,0,0,0,0
"1991","2457280","1060",NA,NA,17,100,0,0,0,0,1.94117647058824
"1991","2457320","1060",NA,NA,2,100,0,0,0,0,0
"1991","2462110","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","2462200","1060",NA,NA,23,100,0,0,0,0,0
"1991","2462240","1060",NA,NA,12,100,0,0,0,0,0
"1991","2462260","1060",NA,NA,2,100,0,0,0,0,0
"1991","2462280","1060",NA,NA,13,100,0,0,0,0,0.153846153846154
"1991","2462510","1060",NA,NA,3,100,0,0,0,0,0
"1991","2463110","1060",NA,NA,32,100,0,0,0,0,0.1875
"1991","2463130","1060",NA,NA,3,100,0,0,0,0,0
"1991","2463150","1060",NA,NA,25,100,0,0,0,0,0.08
"1991","2463190","1060",NA,NA,29,96.551724137931,0,0,3.448275862069,0,1.20689655172414
"1991","2463200","1060",NA,NA,4,100,0,0,0,0,0
"1991","2463220","1060",NA,NA,14,100,0,0,0,0,0.571428571428571
"1991","2463250","1060",NA,NA,1,100,0,0,0,0,0
"1991","2464500","1060",NA,NA,67,100,0,0,0,0,0.388059701492537
"1991","2465160","1060",NA,NA,1,100,0,0,0,0,0
"1991","2465180","1060",NA,NA,6,100,0,0,0,0,0
"1991","2465200","1060",NA,NA,9,100,0,0,0,0,0
"1991","2465260","1060",NA,NA,169,98.816568047337,0.591715976331,0.591715976331,0,0,0.106508875739645
"1991","2465320","1060",NA,NA,4,100,0,0,0,0,0
"1991","2465340","1060",NA,NA,18,100,0,0,0,0,0
"1991","2465400","1060",NA,NA,3,100,0,0,0,0,0
"1991","2465420","1060",NA,NA,7,100,0,0,0,0,0
"1991","2465480","1060",NA,NA,2,100,0,0,0,0,0
"1991","2465660","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","2465700","1060",NA,NA,30,100,0,0,0,0,0
"1991","2466300","1060",NA,NA,5,100,0,0,0,0,0.6
"1991","2466380","1060",NA,NA,1,0,100,0,0,0,4
"1991","2466420","1060",NA,NA,9,100,0,0,0,0,1.33333333333333
"1991","2466500","1060",NA,NA,20,100,0,0,0,0,1.9
"1991","2466600","1060",NA,NA,1,100,0,0,0,0,0
"1991","2466700","1060",NA,NA,12,100,0,0,0,0,1.25
"1991","2469480","1060",NA,NA,2,100,0,0,0,0,0
"1991","2469600","1060",NA,NA,9,100,0,0,0,0,2
"1991","2470460","1060",NA,NA,1,100,0,0,0,0,2
"1991","2472150","1060",NA,NA,11,100,0,0,0,0,0
"1991","2472180","1060",NA,NA,3,100,0,0,0,0,0
"1991","2472210","1060",NA,NA,1,100,0,0,0,0,0
"1991","2472230","1060",NA,NA,1,100,0,0,0,0,0
"1991","2472260","1060",NA,NA,7,100,0,0,0,0,0
"1991","2472400","1060",NA,NA,5,100,0,0,0,0,0
"1991","2473120","1060",NA,NA,21,100,0,0,0,0,0.380952380952381
"1991","2473180","1060",NA,NA,23,100,0,0,0,0,0
"1991","2473200","1060",NA,NA,2,100,0,0,0,0,0
"1991","2473240","1060",NA,NA,1,100,0,0,0,0,0
"1991","2473300","1060",NA,NA,2,100,0,0,0,0,0
"1991","2473580","1060",NA,NA,1,100,0,0,0,0,0
"1991","2473650","1060",NA,NA,36,100,0,0,0,0,0.555555555555556
"1991","3502037","1265",NA,NA,1,100,0,0,0,0,0
