"ref_yy","metcode","metro","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"2012","1265","OTTAWA",67,11.940298507463,55.223880597015,14.925373134328,2.985074626866,14.925373134328,41.2089552238806
"2012","2270","TORONTO",146,6.164383561644,15.753424657534,5.479452054795,10.27397260274,62.328767123288,202.684931506849
"2012","2410","VANCOUVER",153,8.496732026144,18.954248366013,26.143790849673,23.529411764706,22.875816993464,68.4967320261438
"2013","0140","CALGARY",105,36.190476190476,29.52380952381,20,10.47619047619,3.809523809524,28.3333333333333
"2013","0340","EDMONTON",87,4.597701149425,18.390804597701,27.586206896552,39.080459770115,10.344827586207,59.2183908045977
"2013","1060","MONTRÉAL",808,46.905940594059,38.613861386139,9.90099009901,2.59900990099,1.980198019802,13.7314356435644
"2013","1265","OTTAWA",80,13.75,60,8.75,6.25,11.25,34.475
"2013","2270","TORONTO",128,7.8125,26.5625,17.1875,3.125,45.3125,141.6640625
"2013","2410","VANCOUVER",132,8.333333333333,14.393939393939,31.060606060606,18.939393939394,27.272727272727,81.1666666666667
"2014","0140","CALGARY",127,16.535433070866,18.897637795276,32.283464566929,20.472440944882,11.811023622047,53.0236220472441
"2014","0340","EDMONTON",65,15.384615384615,26.153846153846,21.538461538462,27.692307692308,9.230769230769,48.5846153846154
"2014","1060","MONTRÉAL",859,43.538998835856,42.840512223516,8.381839348079,2.21187427241,3.02677532014,16.5168800931315
"2014","1265","OTTAWA",74,21.621621621622,60.810810810811,5.405405405405,2.702702702703,9.459459459459,27.0405405405405
"2014","2270","TORONTO",118,2.542372881356,27.118644067797,19.491525423729,13.559322033898,37.28813559322,124.491525423729
"2014","2410","VANCOUVER",136,11.029411764706,10.294117647059,28.676470588235,23.529411764706,26.470588235294,73.6176470588235
"2015","0140","CALGARY",111,20.720720720721,19.81981981982,22.522522522523,22.522522522523,14.414414414414,51.7027027027027
"2015","0340","EDMONTON",120,8.333333333333,25.833333333333,16.666666666667,34.166666666667,15,57.375
"2015","1060","MONTRÉAL",761,42.57555847569,41.130091984231,9.592641261498,2.365308804205,4.336399474376,19.2496714848883
"2015","1265","OTTAWA",59,35.593220338983,47.457627118644,6.779661016949,1.694915254237,8.474576271186,24.5254237288136
"2015","2270","TORONTO",209,1.913875598086,30.622009569378,26.794258373206,6.698564593301,33.971291866029,123.507177033493
"2015","2410","VANCOUVER",117,2.564102564103,11.965811965812,29.91452991453,22.222222222222,33.333333333333,98.7179487179487
"2016","0140","CALGARY",77,12.987012987013,36.363636363636,23.376623376623,16.883116883117,10.38961038961,48.038961038961
"2016","0340","EDMONTON",51,19.607843137255,21.56862745098,23.529411764706,27.450980392157,7.843137254902,47.5098039215686
"2016","1060","MONTRÉAL",755,48.211920529801,37.086092715232,7.152317880795,3.17880794702,4.370860927152,17.4582781456954
"2016","1265","OTTAWA",60,35,45,11.666666666667,3.333333333333,5,21.1666666666667
"2016","2270","TORONTO",137,1.459854014599,23.357664233577,24.817518248175,5.839416058394,44.525547445255,155.569343065693
"2016","2410","VANCOUVER",187,8.021390374332,13.368983957219,26.20320855615,20.855614973262,31.550802139037,90.4171122994652
