"ref_yy","CSDuid","mkttycd","metcode","metro","municipality","total_structures","share_three_or_fewer_stories","share_four_to_six_stories","share_seven_to_twenty_stories","share_twentyone_to_thirty_stories","share_greater_than_thirty_stories","avg_number_of_stories"
"1988","2452440",2,"1060",NA,NA,3,100,0,0,0,0,0
"1988","2452780",2,"1060",NA,NA,5,100,0,0,0,0,0
"1988","2456120",2,"1060",NA,NA,12,100,0,0,0,0,0
"1988","2456280",2,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2456310",2,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2456310",3,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2456400",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","2456400",2,"1060",NA,NA,23,100,0,0,0,0,0
"1988","2456400",3,"1060",NA,NA,2,100,0,0,0,0,0
"1988","2456500",2,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2456580",3,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2456650",1,"1060",NA,NA,4,100,0,0,0,0,0
"1988","2456650",2,"1060",NA,NA,54,100,0,0,0,0,0.111111111111111
"1988","2456650",3,"1060",NA,NA,3,100,0,0,0,0,0
"1988","2456650",4,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2456750",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","2457110",2,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2457150",3,"1060",NA,NA,2,100,0,0,0,0,2
"1988","2457280",1,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2457280",2,"1060",NA,NA,5,100,0,0,0,0,0
"1988","2457320",2,"1060",NA,NA,2,100,0,0,0,0,0
"1988","2457400",2,"1060",NA,NA,3,100,0,0,0,0,0
"1988","2462200",2,"1060",NA,NA,8,100,0,0,0,0,0
"1988","2462200",3,"1060",NA,NA,2,50,50,0,0,0,2
"1988","2462200",4,"1060",NA,NA,2,100,0,0,0,0,0
"1988","2462240",2,"1060",NA,NA,3,100,0,0,0,0,0
"1988","2462240",3,"1060",NA,NA,5,100,0,0,0,0,0
"1988","2462280",2,"1060",NA,NA,15,100,0,0,0,0,0
"1988","2462310",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","2462510",2,"1060",NA,NA,3,100,0,0,0,0,0
"1988","2463110",2,"1060",NA,NA,7,100,0,0,0,0,0
"1988","2463150",2,"1060",NA,NA,61,100,0,0,0,0,0
"1988","2463190",2,"1060",NA,NA,15,100,0,0,0,0,0
"1988","2463200",2,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2463220",2,"1060",NA,NA,23,100,0,0,0,0,0
"1988","2463220",3,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2463250",2,"1060",NA,NA,19,100,0,0,0,0,0.210526315789474
"1988","2464500",2,"1060",NA,NA,42,100,0,0,0,0,0
"1988","2464500",3,"1060",NA,NA,24,100,0,0,0,0,0
"1988","2465160",2,"1060",NA,NA,4,100,0,0,0,0,0
"1988","2465180",2,"1060",NA,NA,5,100,0,0,0,0,0
"1988","2465180",3,"1060",NA,NA,3,100,0,0,0,0,0
"1988","2465200",2,"1060",NA,NA,14,100,0,0,0,0,0
"1988","2465220",3,"1060",NA,NA,23,100,0,0,0,0,0
"1988","2465260",2,"1060",NA,NA,109,99.082568807339,0.917431192661,0,0,0,0.0825688073394495
"1988","2465260",3,"1060",NA,NA,25,92,0,8,0,0,1.56
"1988","2465260",4,"1060",NA,NA,16,100,0,0,0,0,0
"1988","2465280",2,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2465320",3,"1060",NA,NA,7,100,0,0,0,0,0
"1988","2465340",2,"1060",NA,NA,12,100,0,0,0,0,0.5
"1988","2465420",2,"1060",NA,NA,3,100,0,0,0,0,0
"1988","2465420",3,"1060",NA,NA,5,100,0,0,0,0,0
"1988","2465480",2,"1060",NA,NA,6,100,0,0,0,0,0
"1988","2465480",3,"1060",NA,NA,4,50,25,25,0,0,3.5
"1988","2465540",2,"1060",NA,NA,4,100,0,0,0,0,0
"1988","2465580",3,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2465640",3,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2465700",2,"1060",NA,NA,6,83.333333333333,16.666666666667,0,0,0,0.666666666666667
"1988","2465700",3,"1060",NA,NA,16,93.75,0,6.25,0,0,0.625
"1988","2465720",3,"1060",NA,NA,5,100,0,0,0,0,0
"1988","2465740",2,"1060",NA,NA,2,100,0,0,0,0,0
"1988","2465740",3,"1060",NA,NA,7,100,0,0,0,0,0
"1988","2466380",2,"1060",NA,NA,11,90.909090909091,9.090909090909,0,0,0,0.454545454545455
"1988","2466380",3,"1060",NA,NA,6,100,0,0,0,0,0
"1988","2466420",2,"1060",NA,NA,5,100,0,0,0,0,0
"1988","2466500",2,"1060",NA,NA,5,100,0,0,0,0,0
"1988","2466600",2,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2466700",1,"1060",NA,NA,1,100,0,0,0,0,2
"1988","2466700",2,"1060",NA,NA,9,100,0,0,0,0,0
"1988","2469480",2,"1060",NA,NA,1,100,0,0,0,0,3
"1988","2469600",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","2469600",2,"1060",NA,NA,8,100,0,0,0,0,0.25
"1988","2470110",2,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2470180",4,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2470460",2,"1060",NA,NA,4,100,0,0,0,0,0
"1988","2472150",2,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2472230",2,"1060",NA,NA,11,100,0,0,0,0,0.545454545454545
"1988","2472230",3,"1060",NA,NA,2,100,0,0,0,0,0
"1988","2472260",2,"1060",NA,NA,4,100,0,0,0,0,0
"1988","2472260",3,"1060",NA,NA,2,100,0,0,0,0,1.5
"1988","2472400",2,"1060",NA,NA,3,100,0,0,0,0,0
"1988","2473120",2,"1060",NA,NA,13,100,0,0,0,0,0.153846153846154
"1988","2473180",2,"1060",NA,NA,13,100,0,0,0,0,0
"1988","2473300",2,"1060",NA,NA,2,100,0,0,0,0,0
"1988","2473500",2,"1060",NA,NA,1,100,0,0,0,0,0
"1988","2473650",2,"1060",NA,NA,7,100,0,0,0,0,0
"1988","3503021",3,"1265",NA,NA,1,100,0,0,0,0,3
"1988","3506004",3,"1265",NA,NA,1,100,0,0,0,0,0
"1988","3506006",2,"1265",NA,NA,2,100,0,0,0,0,0
"1988","3506006",4,"1265",NA,NA,1,100,0,0,0,0,0
"1988","3506012",2,"1265",NA,NA,2,100,0,0,0,0,0
"1988","3506012",3,"1265",NA,NA,1,0,0,100,0,0,12
"1988","3506014",0,"1265",NA,NA,1,100,0,0,0,0,0
"1988","3506014",1,"1265",NA,NA,3,100,0,0,0,0,0
"1988","3506014",2,"1265",NA,NA,7,100,0,0,0,0,0
"1988","3506014",3,"1265",NA,NA,3,100,0,0,0,0,0
"1988","3506014",4,"1265",NA,NA,2,100,0,0,0,0,0
"1988","3518001",3,"2270","TORONTO","PICKERING CY",2,100,0,0,0,0,0
"1988","3518029",2,"2270","TORONTO","UXBRIDGE TP",1,100,0,0,0,0,0
"1988","3519028",3,"2270","TORONTO","VAUGHAN CY",1,100,0,0,0,0,0
"1988","3519038",3,"2270","TORONTO","RICHMOND HILL T",2,100,0,0,0,0,0
"1988","3519046",2,"2270","TORONTO","AURORA T",1,100,0,0,0,0,0
"1988","3519046",3,"2270","TORONTO","AURORA T",2,100,0,0,0,0,0
"1988","3520001",2,"2270","TORONTO","PICKERING CY",3,100,0,0,0,0,0
"1988","3520001",3,"2270","TORONTO","PICKERING CY",6,100,0,0,0,0,0
"1988","3520001",4,"2270","TORONTO","PICKERING CY",2,100,0,0,0,0,0
"1988","3520004",2,"2270",NA,NA,8,100,0,0,0,0,0
"1988","3520004",3,"2270",NA,NA,7,100,0,0,0,0,0
"1988","3520006",3,"2270",NA,NA,1,100,0,0,0,0,0
"1988","3520008",2,"2270",NA,NA,2,100,0,0,0,0,0
"1988","3520008",3,"2270",NA,NA,1,100,0,0,0,0,0
"1988","3520019",2,"2270",NA,NA,1,100,0,0,0,0,0
"1988","3521005",2,"2270","TORONTO","AJAX T",3,0,0,66.666666666667,33.333333333333,0,14.6666666666667
"1988","3521005",3,"2270","TORONTO","AJAX T",6,66.666666666667,0,16.666666666667,16.666666666667,0,7.83333333333333
"1988","3521010",2,"2270","TORONTO","BRAMPTON CY",1,100,0,0,0,0,0
"1988","3521010",3,"2270","TORONTO","BRAMPTON CY",2,100,0,0,0,0,0
"1988","3522014",2,"2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,100,0,0,0,0,0
"1988","3522014",3,"2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,100,0,0,0,0,0
"1988","3524001",3,"2270","TORONTO","PICKERING CY",1,100,0,0,0,0,0
"1988","3524009",2,"2270","TORONTO","MILTON T",1,100,0,0,0,0,0
"1988","4806016",1,"0140","CALGARY","CALGARY CY",4,100,0,0,0,0,0
"1988","4811061",2,"0340","EDMONTON","EDMONTON CY",2,50,0,50,0,0,4.5
"1988","4811061",3,"0340","EDMONTON","EDMONTON CY",1,0,100,0,0,0,4
"1988","5911019",3,"2410",NA,NA,2,100,0,0,0,0,0
"1988","5911025",3,"2410","VANCOUVER","BURNABY CY",3,100,0,0,0,0,0
"1988","5913011",3,"2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,0
"1988","5915004",2,"2410","VANCOUVER","SURREY CY",1,100,0,0,0,0,0
"1988","5915004",3,"2410","VANCOUVER","SURREY CY",15,100,0,0,0,0,0
"1988","5915007",1,"2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"1988","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",5,100,0,0,0,0,0.6
"1988","5915011",3,"2410","VANCOUVER","DELTA DM",2,100,0,0,0,0,0
"1988","5915015",3,"2410","VANCOUVER","RICHMOND CY",9,100,0,0,0,0,0
"1988","5915022",2,"2410","VANCOUVER","VANCOUVER CY",10,100,0,0,0,0,0
"1988","5915022",3,"2410","VANCOUVER","VANCOUVER CY",38,100,0,0,0,0,0
"1988","5915025",2,"2410","VANCOUVER","BURNABY CY",1,100,0,0,0,0,0
"1988","5915025",3,"2410","VANCOUVER","BURNABY CY",5,100,0,0,0,0,0
"1988","5915029",2,"2410","VANCOUVER","NEW WESTMINSTER CY",1,100,0,0,0,0,0
"1988","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",3,100,0,0,0,0,0
"1988","5915034",3,"2410","VANCOUVER","COQUITLAM CY",1,100,0,0,0,0,0
"1988","5915039",2,"2410","VANCOUVER","PORT COQUITLAM CY",2,50,50,0,0,0,2
"1988","5915039",3,"2410","VANCOUVER","PORT COQUITLAM CY",2,100,0,0,0,0,1.5
"1988","5915046",2,"2410","VANCOUVER","NORTH VANCOUVER DM",1,100,0,0,0,0,0
"1988","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",5,100,0,0,0,0,0
"1988","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",2,100,0,0,0,0,0
"1988","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",3,100,0,0,0,0,0
"1989","2452440",2,"1060",NA,NA,3,100,0,0,0,0,1
"1989","2452480",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2452550",2,"1060",NA,NA,4,100,0,0,0,0,0
"1989","2452780",1,"1060",NA,NA,2,100,0,0,0,0,1.5
"1989","2452780",2,"1060",NA,NA,16,100,0,0,0,0,0.625
"1989","2456120",1,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2456120",2,"1060",NA,NA,15,100,0,0,0,0,0
"1989","2456120",3,"1060",NA,NA,2,100,0,0,0,0,0
"1989","2456280",2,"1060",NA,NA,3,100,0,0,0,0,2
"1989","2456310",2,"1060",NA,NA,4,100,0,0,0,0,0
"1989","2456310",3,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2456400",0,"1060",NA,NA,1,100,0,0,0,0,2
"1989","2456400",2,"1060",NA,NA,29,100,0,0,0,0,1.27586206896552
"1989","2456400",3,"1060",NA,NA,6,100,0,0,0,0,1.5
"1989","2456400",4,"1060",NA,NA,1,100,0,0,0,0,3
"1989","2456450",2,"1060",NA,NA,3,100,0,0,0,0,0.666666666666667
"1989","2456500",2,"1060",NA,NA,2,100,0,0,0,0,1.5
"1989","2456580",3,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2456650",1,"1060",NA,NA,1,100,0,0,0,0,2
"1989","2456650",2,"1060",NA,NA,49,100,0,0,0,0,0.857142857142857
"1989","2456650",3,"1060",NA,NA,10,90,0,0,10,0,2.8
"1989","2456750",2,"1060",NA,NA,2,100,0,0,0,0,0
"1989","2457150",2,"1060",NA,NA,2,100,0,0,0,0,0
"1989","2457280",2,"1060",NA,NA,9,100,0,0,0,0,0
"1989","2457280",3,"1060",NA,NA,4,100,0,0,0,0,3
"1989","2457320",2,"1060",NA,NA,12,100,0,0,0,0,1.66666666666667
"1989","2457400",2,"1060",NA,NA,2,100,0,0,0,0,0
"1989","2462110",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2462200",2,"1060",NA,NA,26,100,0,0,0,0,0
"1989","2462200",3,"1060",NA,NA,4,100,0,0,0,0,0
"1989","2462240",2,"1060",NA,NA,10,100,0,0,0,0,0
"1989","2462260",2,"1060",NA,NA,3,100,0,0,0,0,0
"1989","2462260",3,"1060",NA,NA,2,100,0,0,0,0,0
"1989","2462280",2,"1060",NA,NA,10,100,0,0,0,0,0
"1989","2462310",2,"1060",NA,NA,3,100,0,0,0,0,0
"1989","2462510",2,"1060",NA,NA,2,100,0,0,0,0,0
"1989","2463110",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2463110",2,"1060",NA,NA,29,100,0,0,0,0,0
"1989","2463150",2,"1060",NA,NA,91,100,0,0,0,0,0
"1989","2463190",2,"1060",NA,NA,25,100,0,0,0,0,0
"1989","2463200",2,"1060",NA,NA,5,100,0,0,0,0,0
"1989","2463220",2,"1060",NA,NA,32,100,0,0,0,0,0
"1989","2463220",3,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2463250",2,"1060",NA,NA,33,100,0,0,0,0,0
"1989","2464500",1,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2464500",2,"1060",NA,NA,81,100,0,0,0,0,0
"1989","2464500",3,"1060",NA,NA,31,100,0,0,0,0,0
"1989","2465160",2,"1060",NA,NA,4,100,0,0,0,0,0
"1989","2465180",1,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2465180",2,"1060",NA,NA,2,100,0,0,0,0,0
"1989","2465180",3,"1060",NA,NA,9,100,0,0,0,0,0
"1989","2465200",2,"1060",NA,NA,8,100,0,0,0,0,0
"1989","2465220",2,"1060",NA,NA,11,100,0,0,0,0,0
"1989","2465220",3,"1060",NA,NA,8,100,0,0,0,0,0
"1989","2465260",1,"1060",NA,NA,4,100,0,0,0,0,0
"1989","2465260",2,"1060",NA,NA,216,100,0,0,0,0,0
"1989","2465260",3,"1060",NA,NA,35,100,0,0,0,0,0
"1989","2465260",4,"1060",NA,NA,7,100,0,0,0,0,0
"1989","2465300",3,"1060",NA,NA,2,100,0,0,0,0,0
"1989","2465320",2,"1060",NA,NA,9,100,0,0,0,0,0
"1989","2465320",3,"1060",NA,NA,4,100,0,0,0,0,0
"1989","2465340",2,"1060",NA,NA,20,100,0,0,0,0,0
"1989","2465340",3,"1060",NA,NA,2,100,0,0,0,0,0
"1989","2465400",2,"1060",NA,NA,2,100,0,0,0,0,0
"1989","2465420",2,"1060",NA,NA,10,100,0,0,0,0,0
"1989","2465420",3,"1060",NA,NA,7,100,0,0,0,0,0
"1989","2465480",2,"1060",NA,NA,3,100,0,0,0,0,0
"1989","2465480",3,"1060",NA,NA,6,100,0,0,0,0,0
"1989","2465500",2,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2465500",3,"1060",NA,NA,2,100,0,0,0,0,0
"1989","2465540",3,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2465580",2,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2465700",1,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2465700",2,"1060",NA,NA,46,100,0,0,0,0,0
"1989","2465700",3,"1060",NA,NA,11,100,0,0,0,0,0
"1989","2465720",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2465740",2,"1060",NA,NA,8,100,0,0,0,0,0
"1989","2466300",2,"1060",NA,NA,28,85.714285714286,14.285714285714,0,0,0,1.78571428571429
"1989","2466300",3,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2466380",2,"1060",NA,NA,11,100,0,0,0,0,0.545454545454545
"1989","2466420",2,"1060",NA,NA,3,66.666666666667,33.333333333333,0,0,0,1.33333333333333
"1989","2466500",2,"1060",NA,NA,11,100,0,0,0,0,0.454545454545455
"1989","2466600",2,"1060",NA,NA,1,100,0,0,0,0,3
"1989","2466700",1,"1060",NA,NA,1,100,0,0,0,0,3
"1989","2466700",2,"1060",NA,NA,24,95.833333333333,4.166666666667,0,0,0,0.75
"1989","2469480",2,"1060",NA,NA,4,100,0,0,0,0,1.5
"1989","2469600",1,"1060",NA,NA,1,100,0,0,0,0,3
"1989","2469600",2,"1060",NA,NA,22,95.454545454545,4.545454545455,0,0,0,1
"1989","2470110",2,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2472150",2,"1060",NA,NA,9,100,0,0,0,0,0
"1989","2472150",3,"1060",NA,NA,7,100,0,0,0,0,0
"1989","2472210",2,"1060",NA,NA,4,100,0,0,0,0,0
"1989","2472230",1,"1060",NA,NA,2,100,0,0,0,0,0
"1989","2472230",2,"1060",NA,NA,8,100,0,0,0,0,0
"1989","2472230",3,"1060",NA,NA,3,100,0,0,0,0,0
"1989","2472260",2,"1060",NA,NA,24,100,0,0,0,0,0
"1989","2472260",3,"1060",NA,NA,5,100,0,0,0,0,0
"1989","2472400",2,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2473120",2,"1060",NA,NA,9,100,0,0,0,0,0
"1989","2473120",3,"1060",NA,NA,3,100,0,0,0,0,0
"1989","2473180",2,"1060",NA,NA,11,100,0,0,0,0,0
"1989","2473200",3,"1060",NA,NA,1,100,0,0,0,0,0
"1989","2473240",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2473300",2,"1060",NA,NA,3,100,0,0,0,0,1
"1989","2473650",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2473650",2,"1060",NA,NA,12,100,0,0,0,0,0
"1989","2473650",3,"1060",NA,NA,1,100,0,0,0,0,0
"1989","3503021",2,"1265",NA,NA,2,100,0,0,0,0,0
"1989","3503021",3,"1265",NA,NA,1,100,0,0,0,0,0
"1989","3506004",2,"1265",NA,NA,1,100,0,0,0,0,0
"1989","3506006",2,"1265",NA,NA,2,0,100,0,0,0,4
"1989","3506009",2,"1265",NA,NA,1,100,0,0,0,0,0
"1989","3506012",2,"1265",NA,NA,1,100,0,0,0,0,0
"1989","3506014",0,"1265",NA,NA,3,100,0,0,0,0,0
"1989","3506014",2,"1265",NA,NA,7,100,0,0,0,0,0
"1989","3506014",3,"1265",NA,NA,10,100,0,0,0,0,0
"1989","3518005",3,"2270","TORONTO","AJAX T",4,100,0,0,0,0,0
"1989","3519028",3,"2270","TORONTO","VAUGHAN CY",3,100,0,0,0,0,0
"1989","3519036",3,"2270","TORONTO","MARKHAM CY",4,100,0,0,0,0,0
"1989","3519038",2,"2270","TORONTO","RICHMOND HILL T",2,100,0,0,0,0,0
"1989","3519038",3,"2270","TORONTO","RICHMOND HILL T",2,100,0,0,0,0,0
"1989","3519046",2,"2270","TORONTO","AURORA T",1,100,0,0,0,0,0
"1989","3519046",3,"2270","TORONTO","AURORA T",1,100,0,0,0,0,0
"1989","3519048",2,"2270","TORONTO","NEWMARKET T",1,100,0,0,0,0,3
"1989","3519070",2,"2270","TORONTO","GEORGINA T",1,100,0,0,0,0,0
"1989","3519070",3,"2270","TORONTO","GEORGINA T",1,100,0,0,0,0,0
"1989","3520001",2,"2270","TORONTO","PICKERING CY",6,66.666666666667,33.333333333333,0,0,0,1.66666666666667
"1989","3520001",3,"2270","TORONTO","PICKERING CY",11,100,0,0,0,0,0
"1989","3520001",4,"2270","TORONTO","PICKERING CY",2,100,0,0,0,0,0
"1989","3520004",2,"2270",NA,NA,15,86.666666666667,0,13.333333333333,0,0,1.86666666666667
"1989","3520004",3,"2270",NA,NA,11,63.636363636364,18.181818181818,9.090909090909,9.090909090909,0,4.63636363636364
"1989","3520004",4,"2270",NA,NA,3,100,0,0,0,0,0
"1989","3520006",2,"2270",NA,NA,1,100,0,0,0,0,0
"1989","3520006",3,"2270",NA,NA,3,100,0,0,0,0,0
"1989","3520008",2,"2270",NA,NA,2,50,50,0,0,0,2
"1989","3520008",3,"2270",NA,NA,4,100,0,0,0,0,0
"1989","3520014",2,"2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,100,0,0,0,0,0
"1989","3520014",3,"2270","TORONTO","BRADFORD WEST GWILLIMBURY T",3,33.333333333333,0,66.666666666667,0,0,10
"1989","3520014",4,"2270","TORONTO","BRADFORD WEST GWILLIMBURY T",2,50,0,0,50,0,10.5
"1989","3520019",1,"2270",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","3520019",2,"2270",NA,NA,2,100,0,0,0,0,2
"1989","3520019",3,"2270",NA,NA,3,100,0,0,0,0,0
"1989","3521005",2,"2270","TORONTO","AJAX T",5,60,0,40,0,0,3.8
"1989","3521005",3,"2270","TORONTO","AJAX T",13,30.769230769231,0,38.461538461538,30.769230769231,0,13.8461538461538
"1989","3521010",2,"2270","TORONTO","BRAMPTON CY",1,100,0,0,0,0,0
"1989","3521010",3,"2270","TORONTO","BRAMPTON CY",2,100,0,0,0,0,0
"1989","3524001",2,"2270","TORONTO","PICKERING CY",3,66.666666666667,33.333333333333,0,0,0,2
"1989","3524009",2,"2270","TORONTO","MILTON T",1,100,0,0,0,0,3
"1989","3524015",3,"2270","TORONTO","HALTON HILLS T",1,100,0,0,0,0,0
"1989","3524015",4,"2270","TORONTO","HALTON HILLS T",1,100,0,0,0,0,0
"1989","3543012",2,"2270","TORONTO","MONO T",1,100,0,0,0,0,2
"1989","4806016",0,"0140","CALGARY","CALGARY CY",3,100,0,0,0,0,0
"1989","4806016",1,"0140","CALGARY","CALGARY CY",2,100,0,0,0,0,0
"1989","4806016",2,"0140","CALGARY","CALGARY CY",22,100,0,0,0,0,0
"1989","4806016",3,"0140","CALGARY","CALGARY CY",1,100,0,0,0,0,0
"1989","4811048",2,"0340","EDMONTON","STONY PLAIN T",1,100,0,0,0,0,0
"1989","4811061",3,"0340","EDMONTON","EDMONTON CY",4,100,0,0,0,0,0
"1989","4811061",4,"0340","EDMONTON","EDMONTON CY",1,100,0,0,0,0,0
"1989","5911019",3,"2410",NA,NA,5,100,0,0,0,0,0
"1989","5911025",2,"2410","VANCOUVER","BURNABY CY",3,100,0,0,0,0,0
"1989","5911025",3,"2410","VANCOUVER","BURNABY CY",9,100,0,0,0,0,0.222222222222222
"1989","5913011",3,"2410","VANCOUVER","DELTA DM",15,100,0,0,0,0,1.86666666666667
"1989","5915004",2,"2410","VANCOUVER","SURREY CY",2,100,0,0,0,0,0
"1989","5915004",3,"2410","VANCOUVER","SURREY CY",16,93.75,0,0,6.25,0,1.375
"1989","5915007",3,"2410","VANCOUVER","WHITE ROCK CY",7,100,0,0,0,0,0
"1989","5915011",2,"2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,0
"1989","5915011",3,"2410","VANCOUVER","DELTA DM",5,100,0,0,0,0,0
"1989","5915011",4,"2410","VANCOUVER","DELTA DM",1,100,0,0,0,0,0
"1989","5915015",2,"2410","VANCOUVER","RICHMOND CY",2,100,0,0,0,0,0
"1989","5915015",3,"2410","VANCOUVER","RICHMOND CY",20,100,0,0,0,0,0
"1989","5915022",1,"2410","VANCOUVER","VANCOUVER CY",1,100,0,0,0,0,0
"1989","5915022",2,"2410","VANCOUVER","VANCOUVER CY",18,100,0,0,0,0,0.166666666666667
"1989","5915022",3,"2410","VANCOUVER","VANCOUVER CY",65,100,0,0,0,0,0.0461538461538462
"1989","5915022",4,"2410","VANCOUVER","VANCOUVER CY",1,100,0,0,0,0,0
"1989","5915025",3,"2410","VANCOUVER","BURNABY CY",11,90.909090909091,0,0,9.090909090909,0,2.09090909090909
"1989","5915025",4,"2410","VANCOUVER","BURNABY CY",4,75,25,0,0,0,1
"1989","5915029",3,"2410","VANCOUVER","NEW WESTMINSTER CY",13,100,0,0,0,0,0
"1989","5915029",4,"2410","VANCOUVER","NEW WESTMINSTER CY",1,100,0,0,0,0,0
"1989","5915034",2,"2410","VANCOUVER","COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"1989","5915034",3,"2410","VANCOUVER","COQUITLAM CY",18,72.222222222222,11.111111111111,11.111111111111,5.555555555556,0,5.61111111111111
"1989","5915043",3,"2410","VANCOUVER","PORT MOODY CY",2,100,0,0,0,0,2
"1989","5915046",3,"2410","VANCOUVER","NORTH VANCOUVER DM",6,100,0,0,0,0,2.33333333333333
"1989","5915051",3,"2410","VANCOUVER","NORTH VANCOUVER CY",11,90.909090909091,0,9.090909090909,0,0,2.09090909090909
"1989","5915055",3,"2410","VANCOUVER","WEST VANCOUVER DM",3,33.333333333333,33.333333333333,33.333333333333,0,0,8.33333333333333
"1990","2452440",2,"1060",NA,NA,4,100,0,0,0,0,1.5
"1990","2452550",2,"1060",NA,NA,1,100,0,0,0,0,2
"1990","2452700",2,"1060",NA,NA,9,100,0,0,0,0,1.33333333333333
"1990","2452780",2,"1060",NA,NA,8,100,0,0,0,0,1.125
"1990","2452780",3,"1060",NA,NA,1,100,0,0,0,0,0
"1990","2456120",2,"1060",NA,NA,48,100,0,0,0,0,1.64583333333333
"1990","2456120",3,"1060",NA,NA,9,100,0,0,0,0,2.66666666666667
"1990","2456310",2,"1060",NA,NA,2,100,0,0,0,0,0
"1990","2456400",2,"1060",NA,NA,25,100,0,0,0,0,1.48
"1990","2456400",3,"1060",NA,NA,8,100,0,0,0,0,1.875
"1990","2456450",2,"1060",NA,NA,2,100,0,0,0,0,1
"1990","2456580",2,"1060",NA,NA,1,0,100,0,0,0,4
"1990","2456580",3,"1060",NA,NA,1,100,0,0,0,0,0
"1990","2456650",2,"1060",NA,NA,36,100,0,0,0,0,0.722222222222222
"1990","2456650",3,"1060",NA,NA,11,100,0,0,0,0,2.54545454545455
"1990","2456750",2,"1060",NA,NA,4,100,0,0,0,0,0
"1990","2456750",3,"1060",NA,NA,4,100,0,0,0,0,0.75
"1990","2457150",2,"1060",NA,NA,6,100,0,0,0,0,2
"1990","2457280",1,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2457280",2,"1060",NA,NA,18,100,0,0,0,0,2.16666666666667
"1990","2457320",2,"1060",NA,NA,7,100,0,0,0,0,0.857142857142857
"1990","2457400",2,"1060",NA,NA,2,100,0,0,0,0,2
"1990","2462200",2,"1060",NA,NA,13,100,0,0,0,0,0
"1990","2462200",3,"1060",NA,NA,6,100,0,0,0,0,0
"1990","2462240",2,"1060",NA,NA,5,100,0,0,0,0,0
"1990","2462240",3,"1060",NA,NA,3,100,0,0,0,0,0
"1990","2462260",2,"1060",NA,NA,1,100,0,0,0,0,0
"1990","2462260",3,"1060",NA,NA,6,100,0,0,0,0,0
"1990","2462280",2,"1060",NA,NA,10,100,0,0,0,0,0
"1990","2462310",2,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
