"ref_yy","CSDuid","metcode","metro","first_value.muni.","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"1988","2452440","1060",NA,NA,3,66.666666666667,33.333333333333,0,0,0,4
"1988","2452780","1060",NA,NA,5,100,0,0,0,0,3
"1988","2456120","1060",NA,NA,12,50,50,0,0,0,4.5
"1988","2456280","1060",NA,NA,1,0,100,0,0,0,16
"1988","2456310","1060",NA,NA,2,100,0,0,0,0,3.5
"1988","2456400","1060",NA,NA,25,76,16,8,0,0,6.08
"1988","2456500","1060",NA,NA,1,0,100,0,0,0,10
"1988","2456580","1060",NA,NA,1,0,0,0,100,0,69
"1988","2456650","1060",NA,NA,62,83.870967741935,12.903225806452,1.612903225806,0,1.612903225806,6.2258064516129
"1988","2456750","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","2457110","1060",NA,NA,1,0,100,0,0,0,15
"1988","2457150","1060",NA,NA,2,0,100,0,0,0,6
"1988","2457280","1060",NA,NA,6,66.666666666667,33.333333333333,0,0,0,4.33333333333333
"1988","2457320","1060",NA,NA,2,0,100,0,0,0,6
"1988","2457400","1060",NA,NA,3,66.666666666667,33.333333333333,0,0,0,7
"1988","2462200","1060",NA,NA,12,16.666666666667,83.333333333333,0,0,0,10.8333333333333
"1988","2462240","1060",NA,NA,8,0,100,0,0,0,9.5
"1988","2462280","1060",NA,NA,15,66.666666666667,26.666666666667,6.666666666667,0,0,7.26666666666667
"1988","2462310","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","2462510","1060",NA,NA,3,0,100,0,0,0,8
"1988","2463110","1060",NA,NA,7,42.857142857143,57.142857142857,0,0,0,7.14285714285714
"1988","2463150","1060",NA,NA,61,77.049180327869,22.950819672131,0,0,0,3.9344262295082
"1988","2463190","1060",NA,NA,15,93.333333333333,6.666666666667,0,0,0,4
"1988","2463200","1060",NA,NA,1,100,0,0,0,0,5
"1988","2463220","1060",NA,NA,24,83.333333333333,16.666666666667,0,0,0,6.20833333333333
"1988","2463250","1060",NA,NA,19,78.947368421053,21.052631578947,0,0,0,4.05263157894737
"1988","2464500","1060",NA,NA,66,21.212121212121,71.212121212121,6.060606060606,1.515151515152,0,11.9242424242424
"1988","2465160","1060",NA,NA,4,75,25,0,0,0,4.25
"1988","2465180","1060",NA,NA,8,12.5,25,50,12.5,0,35.125
"1988","2465200","1060",NA,NA,14,92.857142857143,7.142857142857,0,0,0,4.07142857142857
"1988","2465220","1060",NA,NA,23,95.652173913043,0,4.347826086957,0,0,5.65217391304348
"1988","2465260","1060",NA,NA,150,38,40.666666666667,16,2.666666666667,2.666666666667,15.9666666666667
"1988","2465280","1060",NA,NA,1,0,0,100,0,0,51
"1988","2465320","1060",NA,NA,7,0,85.714285714286,0,0,14.285714285714,24.7142857142857
"1988","2465340","1060",NA,NA,12,100,0,0,0,0,3.33333333333333
"1988","2465420","1060",NA,NA,8,25,75,0,0,0,6.125
"1988","2465480","1060",NA,NA,10,20,10,20,30,20,61.3
"1988","2465540","1060",NA,NA,4,75,0,0,0,25,42.25
"1988","2465580","1060",NA,NA,1,0,0,100,0,0,36
"1988","2465640","1060",NA,NA,1,0,0,100,0,0,24
"1988","2465700","1060",NA,NA,22,9.090909090909,81.818181818182,0,9.090909090909,0,15.0909090909091
"1988","2465720","1060",NA,NA,5,80,20,0,0,0,4.4
"1988","2465740","1060",NA,NA,9,33.333333333333,66.666666666667,0,0,0,5.55555555555556
"1988","2466380","1060",NA,NA,17,41.176470588235,41.176470588235,0,5.882352941176,11.764705882353,23.1176470588235
"1988","2466420","1060",NA,NA,5,80,0,20,0,0,12.6
"1988","2466500","1060",NA,NA,5,80,0,0,0,20,27.4
"1988","2466600","1060",NA,NA,1,0,0,100,0,0,21
"1988","2466700","1060",NA,NA,10,100,0,0,0,0,3
"1988","2469480","1060",NA,NA,1,0,100,0,0,0,8
"1988","2469600","1060",NA,NA,8,75,12.5,12.5,0,0,7
"1988","2470110","1060",NA,NA,1,0,100,0,0,0,10
"1988","2470180","1060",NA,NA,1,0,100,0,0,0,15
"1988","2470460","1060",NA,NA,4,100,0,0,0,0,4
"1988","2472150","1060",NA,NA,1,100,0,0,0,0,3
"1988","2472230","1060",NA,NA,13,76.923076923077,23.076923076923,0,0,0,4.07692307692308
"1988","2472260","1060",NA,NA,6,16.666666666667,83.333333333333,0,0,0,7.5
"1988","2472400","1060",NA,NA,3,0,100,0,0,0,6
"1988","2473120","1060",NA,NA,13,23.076923076923,76.923076923077,0,0,0,7.61538461538461
"1988","2473180","1060",NA,NA,13,100,0,0,0,0,3
"1988","2473300","1060",NA,NA,2,100,0,0,0,0,4.5
"1988","2473500","1060",NA,NA,1,0,100,0,0,0,6
"1988","2473650","1060",NA,NA,7,28.571428571429,71.428571428571,0,0,0,8.85714285714286
"1988","3503021","1265",NA,NA,1,0,0,100,0,0,24
"1988","3506004","1265",NA,NA,1,0,0,0,100,0,88
"1988","3506006","1265",NA,NA,3,0,0,66.666666666667,33.333333333333,0,50.3333333333333
"1988","3506012","1265",NA,NA,3,0,0,0,66.666666666667,33.333333333333,111.333333333333
"1988","3506014","1265",NA,NA,16,18.75,25,18.75,31.25,6.25,55.5
"1988","3518001","2270","TORONTO","PICKERING CY",2,0,0,0,0,100,237
"1988","3518029","2270","TORONTO","UXBRIDGE TP",1,0,100,0,0,0,7
"1988","3519028","2270","TORONTO","VAUGHAN CY",1,0,0,0,0,100,196
"1988","3519038","2270","TORONTO","RICHMOND HILL T",2,0,0,0,0,100,237.5
"1988","3519046","2270","TORONTO","AURORA T",3,33.333333333333,66.666666666667,0,0,0,10.6666666666667
"1988","3520001","2270","TORONTO","PICKERING CY",11,0,0,0,27.272727272727,72.727272727273,190.818181818182
"1988","3520004","2270",NA,NA,15,20,33.333333333333,13.333333333333,13.333333333333,20,61.8
"1988","3520006","2270",NA,NA,1,0,0,100,0,0,35
"1988","3520008","2270",NA,NA,3,0,0,33.333333333333,33.333333333333,33.333333333333,110.333333333333
"1988","3520019","2270",NA,NA,1,0,0,0,0,100,110
"1988","3521005","2270","TORONTO","AJAX T",9,0,0,11.111111111111,22.222222222222,66.666666666667,190.222222222222
"1988","3521010","2270","TORONTO","BRAMPTON CY",3,0,0,0,0,100,171.333333333333
"1988","3522014","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",2,50,0,50,0,0,15.5
"1988","3524001","2270","TORONTO","PICKERING CY",1,0,0,0,0,100,208
"1988","3524009","2270","TORONTO","MILTON T",1,0,100,0,0,0,8
"1988","4806016","0140","CALGARY","CALGARY CY",4,100,0,0,0,0,3.75
"1988","4811061","0340","EDMONTON","EDMONTON CY",3,0,0,33.333333333333,33.333333333333,33.333333333333,94.3333333333333
"1988","5911019","2410",NA,NA,2,0,100,0,0,0,8
"1988","5911025","2410","VANCOUVER","BURNABY CY",3,0,0,66.666666666667,33.333333333333,0,57.6666666666667
"1988","5913011","2410","VANCOUVER","DELTA DM",1,0,0,100,0,0,23
"1988","5915004","2410","VANCOUVER","SURREY CY",16,37.5,50,6.25,6.25,0,13.5
"1988","5915007","2410","VANCOUVER","WHITE ROCK CY",5,0,60,40,0,0,15.4
"1988","5915011","2410","VANCOUVER","DELTA DM",2,0,50,50,0,0,15.5
"1988","5915015","2410","VANCOUVER","RICHMOND CY",9,0,22.222222222222,55.555555555556,22.222222222222,0,41.2222222222222
"1988","5915022","2410","VANCOUVER","VANCOUVER CY",48,0,47.916666666667,41.666666666667,8.333333333333,2.083333333333,28.0833333333333
"1988","5915025","2410","VANCOUVER","BURNABY CY",6,0,16.666666666667,83.333333333333,0,0,27.1666666666667
"1988","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",4,0,0,50,25,25,75.75
"1988","5915034","2410","VANCOUVER","COQUITLAM CY",1,0,0,0,100,0,75
"1988","5915039","2410","VANCOUVER","PORT COQUITLAM CY",4,0,50,50,0,0,24.5
"1988","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",6,50,16.666666666667,0,33.333333333333,0,26
"1988","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,0,100,0,0,0,18.5
"1988","5915055","2410","VANCOUVER","WEST VANCOUVER DM",3,0,100,0,0,0,9.33333333333333
"1989","2452440","1060",NA,NA,3,33.333333333333,66.666666666667,0,0,0,7
"1989","2452480","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2452550","1060",NA,NA,4,50,50,0,0,0,4.5
"1989","2452780","1060",NA,NA,18,77.777777777778,22.222222222222,0,0,0,4
"1989","2456120","1060",NA,NA,18,77.777777777778,22.222222222222,0,0,0,3.77777777777778
"1989","2456280","1060",NA,NA,3,0,100,0,0,0,9.33333333333333
"1989","2456310","1060",NA,NA,5,80,0,20,0,0,8.8
"1989","2456400","1060",NA,NA,37,70.27027027027,21.621621621622,8.108108108108,0,0,6.7027027027027
"1989","2456450","1060",NA,NA,3,100,0,0,0,0,3
"1989","2456500","1060",NA,NA,2,0,100,0,0,0,7.5
"1989","2456580","1060",NA,NA,1,0,0,0,0,100,115
"1989","2456650","1060",NA,NA,60,68.333333333333,25,3.333333333333,1.666666666667,1.666666666667,9.66666666666667
"1989","2456750","1060",NA,NA,2,0,0,100,0,0,43
"1989","2457150","1060",NA,NA,2,0,50,50,0,0,26
"1989","2457280","1060",NA,NA,13,53.846153846154,46.153846153846,0,0,0,4.69230769230769
"1989","2457320","1060",NA,NA,12,100,0,0,0,0,3
"1989","2457400","1060",NA,NA,2,50,50,0,0,0,8.5
"1989","2462110","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2462200","1060",NA,NA,30,63.333333333333,30,0,3.333333333333,3.333333333333,11.3333333333333
"1989","2462240","1060",NA,NA,10,20,80,0,0,0,7.2
"1989","2462260","1060",NA,NA,5,40,60,0,0,0,6.8
"1989","2462280","1060",NA,NA,10,40,60,0,0,0,8.9
"1989","2462310","1060",NA,NA,3,100,0,0,0,0,3.66666666666667
"1989","2462510","1060",NA,NA,2,0,100,0,0,0,6
"1989","2463110","1060",NA,NA,29,82.758620689655,17.241379310345,0,0,0,4.17241379310345
"1989","2463150","1060",NA,NA,91,84.615384615385,14.285714285714,1.098901098901,0,0,3.76923076923077
"1989","2463190","1060",NA,NA,25,88,12,0,0,0,3.36
"1989","2463200","1060",NA,NA,5,60,40,0,0,0,4.4
"1989","2463220","1060",NA,NA,33,60.606060606061,36.363636363636,3.030303030303,0,0,7.24242424242424
"1989","2463250","1060",NA,NA,33,78.787878787879,21.212121212121,0,0,0,4
"1989","2464500","1060",NA,NA,113,23.893805309735,69.026548672566,7.079646017699,0,0,8.76106194690266
"1989","2465160","1060",NA,NA,4,50,50,0,0,0,5.75
"1989","2465180","1060",NA,NA,12,8.333333333333,75,8.333333333333,0,8.333333333333,21.0833333333333
"1989","2465200","1060",NA,NA,8,75,25,0,0,0,4.75
"1989","2465220","1060",NA,NA,19,78.947368421053,21.052631578947,0,0,0,4.26315789473684
"1989","2465260","1060",NA,NA,262,56.870229007634,36.641221374046,4.580152671756,1.145038167939,0.763358778626,8.66793893129771
"1989","2465300","1060",NA,NA,2,0,0,50,50,0,64
"1989","2465320","1060",NA,NA,13,46.153846153846,38.461538461538,0,0,15.384615384615,31.4615384615385
"1989","2465340","1060",NA,NA,22,100,0,0,0,0,3.27272727272727
"1989","2465400","1060",NA,NA,2,0,100,0,0,0,7
"1989","2465420","1060",NA,NA,17,5.882352941176,94.117647058824,0,0,0,6.70588235294118
"1989","2465480","1060",NA,NA,9,22.222222222222,0,11.111111111111,33.333333333333,33.333333333333,84.7777777777778
"1989","2465500","1060",NA,NA,3,33.333333333333,66.666666666667,0,0,0,5
"1989","2465540","1060",NA,NA,1,0,0,100,0,0,47
"1989","2465580","1060",NA,NA,1,100,0,0,0,0,4
"1989","2465700","1060",NA,NA,58,44.827586206897,51.724137931034,1.724137931034,1.724137931034,0,7.36206896551724
"1989","2465720","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2465740","1060",NA,NA,8,87.5,12.5,0,0,0,5.25
"1989","2466300","1060",NA,NA,29,51.724137931034,44.827586206897,3.448275862069,0,0,6.79310344827586
"1989","2466380","1060",NA,NA,11,63.636363636364,27.272727272727,0,9.090909090909,0,9.09090909090909
"1989","2466420","1060",NA,NA,3,66.666666666667,33.333333333333,0,0,0,6.66666666666667
"1989","2466500","1060",NA,NA,11,72.727272727273,27.272727272727,0,0,0,4.45454545454545
"1989","2466600","1060",NA,NA,1,0,100,0,0,0,6
"1989","2466700","1060",NA,NA,25,48,52,0,0,0,5.52
"1989","2469480","1060",NA,NA,4,50,50,0,0,0,4.5
"1989","2469600","1060",NA,NA,23,65.217391304348,30.434782608696,4.347826086957,0,0,7.17391304347826
"1989","2470110","1060",NA,NA,1,100,0,0,0,0,3
"1989","2472150","1060",NA,NA,16,87.5,12.5,0,0,0,4.125
"1989","2472210","1060",NA,NA,4,100,0,0,0,0,3
"1989","2472230","1060",NA,NA,13,61.538461538462,38.461538461538,0,0,0,5.38461538461539
"1989","2472260","1060",NA,NA,29,48.275862068966,48.275862068966,3.448275862069,0,0,5.27586206896552
"1989","2472400","1060",NA,NA,1,0,100,0,0,0,6
"1989","2473120","1060",NA,NA,12,50,41.666666666667,8.333333333333,0,0,7.16666666666667
"1989","2473180","1060",NA,NA,11,63.636363636364,36.363636363636,0,0,0,4.63636363636364
"1989","2473200","1060",NA,NA,1,0,100,0,0,0,8
"1989","2473240","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2473300","1060",NA,NA,3,66.666666666667,33.333333333333,0,0,0,4.66666666666667
"1989","2473650","1060",NA,NA,13,61.538461538462,30.769230769231,7.692307692308,0,0,6.84615384615385
"1989","3503021","1265",NA,NA,3,0,100,0,0,0,10
"1989","3506004","1265",NA,NA,1,0,0,0,100,0,64
"1989","3506006","1265",NA,NA,2,0,100,0,0,0,12.5
"1989","3506009","1265",NA,NA,1,100,0,0,0,0,3
"1989","3506012","1265",NA,NA,1,0,0,0,0,100,118
"1989","3506014","1265",NA,NA,20,0,60,15,20,5,38.75
"1989","3518005","2270","TORONTO","AJAX T",4,0,0,0,100,0,67.5
"1989","3519028","2270","TORONTO","VAUGHAN CY",3,0,0,0,0,100,204.666666666667
"1989","3519036","2270","TORONTO","MARKHAM CY",4,0,0,25,0,75,220.75
"1989","3519038","2270","TORONTO","RICHMOND HILL T",4,0,0,25,0,75,204.25
"1989","3519046","2270","TORONTO","AURORA T",2,50,0,50,0,0,12
"1989","3519048","2270","TORONTO","NEWMARKET T",1,0,0,0,100,0,86
"1989","3519070","2270","TORONTO","GEORGINA T",2,0,0,100,0,0,42.5
"1989","3520001","2270","TORONTO","PICKERING CY",19,21.052631578947,15.789473684211,0,5.263157894737,57.894736842105,162.421052631579
"1989","3520004","2270",NA,NA,29,27.586206896552,27.586206896552,3.448275862069,6.896551724138,34.48275862069,93.3103448275862
"1989","3520006","2270",NA,NA,4,0,0,25,0,75,148.75
"1989","3520008","2270",NA,NA,6,0,0,33.333333333333,33.333333333333,33.333333333333,87.5
"1989","3520014","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",6,0,0,0,16.666666666667,83.333333333333,167.166666666667
"1989","3520019","2270",NA,NA,5,40,0,0,0,60,140.6
"1989","3521005","2270","TORONTO","AJAX T",18,0,0,5.555555555556,0,94.444444444444,231.777777777778
"1989","3521010","2270","TORONTO","BRAMPTON CY",3,0,0,0,0,100,131
"1989","3524001","2270","TORONTO","PICKERING CY",3,0,66.666666666667,33.333333333333,0,0,25.3333333333333
"1989","3524009","2270","TORONTO","MILTON T",1,0,100,0,0,0,14
"1989","3524015","2270","TORONTO","HALTON HILLS T",2,0,0,50,50,0,62
"1989","3543012","2270","TORONTO","MONO T",1,0,100,0,0,0,6
"1989","4806016","0140","CALGARY","CALGARY CY",28,21.428571428571,75,3.571428571429,0,0,10.9285714285714
"1989","4811048","0340","EDMONTON","STONY PLAIN T",1,0,0,100,0,0,36
"1989","4811061","0340","EDMONTON","EDMONTON CY",5,0,0,60,40,0,56.6
"1989","5911019","2410",NA,NA,5,0,80,20,0,0,15.6
"1989","5911025","2410","VANCOUVER","BURNABY CY",12,8.333333333333,16.666666666667,66.666666666667,8.333333333333,0,30.5
"1989","5913011","2410","VANCOUVER","DELTA DM",15,20,66.666666666667,6.666666666667,6.666666666667,0,13.8666666666667
"1989","5915004","2410","VANCOUVER","SURREY CY",18,38.888888888889,11.111111111111,33.333333333333,11.111111111111,5.555555555556,31.3888888888889
"1989","5915007","2410","VANCOUVER","WHITE ROCK CY",7,0,71.428571428571,28.571428571429,0,0,19.8571428571429
"1989","5915011","2410","VANCOUVER","DELTA DM",7,14.285714285714,42.857142857143,28.571428571429,14.285714285714,0,27
"1989","5915015","2410","VANCOUVER","RICHMOND CY",22,9.090909090909,0,59.090909090909,31.818181818182,0,44.9090909090909
"1989","5915022","2410","VANCOUVER","VANCOUVER CY",85,5.882352941176,38.823529411765,42.352941176471,8.235294117647,4.705882352941,30.3764705882353
"1989","5915025","2410","VANCOUVER","BURNABY CY",15,0,20,20,33.333333333333,26.666666666667,71.6666666666667
"1989","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",14,0,0,42.857142857143,28.571428571429,28.571428571429,67.6428571428571
"1989","5915034","2410","VANCOUVER","COQUITLAM CY",18,50,5.555555555556,16.666666666667,27.777777777778,0,30.7222222222222
"1989","5915043","2410","VANCOUVER","PORT MOODY CY",2,50,50,0,0,0,5
"1989","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",6,0,83.333333333333,16.666666666667,0,0,16.5
"1989","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",11,63.636363636364,9.090909090909,9.090909090909,18.181818181818,0,20.1818181818182
"1989","5915055","2410","VANCOUVER","WEST VANCOUVER DM",3,0,66.666666666667,33.333333333333,0,0,18
"1990","2452440","1060",NA,NA,4,0,100,0,0,0,12
"1990","2452550","1060",NA,NA,1,0,100,0,0,0,6
"1990","2452700","1060",NA,NA,9,88.888888888889,11.111111111111,0,0,0,3.33333333333333
"1990","2452780","1060",NA,NA,9,88.888888888889,11.111111111111,0,0,0,4.11111111111111
"1990","2456120","1060",NA,NA,57,63.157894736842,35.087719298246,1.754385964912,0,0,4.80701754385965
"1990","2456310","1060",NA,NA,2,100,0,0,0,0,3.5
"1990","2456400","1060",NA,NA,33,69.69696969697,24.242424242424,6.060606060606,0,0,5.57575757575758
"1990","2456450","1060",NA,NA,2,100,0,0,0,0,3
"1990","2456580","1060",NA,NA,2,0,50,50,0,0,28
"1990","2456650","1060",NA,NA,47,72.340425531915,27.659574468085,0,0,0,4.21276595744681
"1990","2456750","1060",NA,NA,8,75,25,0,0,0,3.75
"1990","2457150","1060",NA,NA,6,33.333333333333,66.666666666667,0,0,0,5.16666666666667
"1990","2457280","1060",NA,NA,18,77.777777777778,22.222222222222,0,0,0,3.94444444444444
"1990","2457320","1060",NA,NA,7,100,0,0,0,0,3
"1990","2457400","1060",NA,NA,2,0,100,0,0,0,10.5
"1990","2462200","1060",NA,NA,19,31.578947368421,52.631578947368,10.526315789474,5.263157894737,0,13.4736842105263
"1990","2462240","1060",NA,NA,8,25,75,0,0,0,7.5
"1990","2462260","1060",NA,NA,7,0,85.714285714286,14.285714285714,0,0,11.7142857142857
"1990","2462280","1060",NA,NA,10,30,70,0,0,0,5.1
"1990","2462310","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2462510","1060",NA,NA,7,71.428571428571,28.571428571429,0,0,0,4.57142857142857
"1990","2463110","1060",NA,NA,26,73.076923076923,26.923076923077,0,0,0,4.42307692307692
"1990","2463150","1060",NA,NA,43,79.06976744186,20.93023255814,0,0,0,4.3953488372093
"1990","2463190","1060",NA,NA,67,86.567164179104,13.432835820896,0,0,0,3.49253731343284
"1990","2463200","1060",NA,NA,5,20,80,0,0,0,11.6
"1990","2463220","1060",NA,NA,16,75,25,0,0,0,6
"1990","2463250","1060",NA,NA,13,84.615384615385,15.384615384615,0,0,0,4.38461538461539
"1990","2464500","1060",NA,NA,111,36.036036036036,58.558558558559,2.702702702703,0.900900900901,1.801801801802,11.972972972973
"1990","2465180","1060",NA,NA,7,14.285714285714,71.428571428571,14.285714285714,0,0,15.2857142857143
"1990","2465200","1060",NA,NA,14,64.285714285714,35.714285714286,0,0,0,4.92857142857143
"1990","2465220","1060",NA,NA,6,33.333333333333,0,0,50,16.666666666667,75
"1990","2465260","1060",NA,NA,231,38.961038961039,51.082251082251,6.926406926407,2.164502164502,0.865800865801,11.1298701298701
"1990","2465320","1060",NA,NA,12,16.666666666667,58.333333333333,25,0,0,17.0833333333333
"1990","2465340","1060",NA,NA,22,90.909090909091,9.090909090909,0,0,0,3.90909090909091
"1990","2465400","1060",NA,NA,1,100,0,0,0,0,4
"1990","2465420","1060",NA,NA,11,27.272727272727,72.727272727273,0,0,0,5.72727272727273
"1990","2465440","1060",NA,NA,1,0,0,0,0,100,197
"1990","2465480","1060",NA,NA,3,33.333333333333,0,66.666666666667,0,0,33.3333333333333
"1990","2465500","1060",NA,NA,4,0,25,75,0,0,20.25
"1990","2465580","1060",NA,NA,2,0,0,100,0,0,43.5
"1990","2465620","1060",NA,NA,1,0,0,0,100,0,73
"1990","2465640","1060",NA,NA,1,0,0,100,0,0,23
"1990","2465660","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2465700","1060",NA,NA,46,63.04347826087,30.434782608696,6.521739130435,0,0,6.97826086956522
"1990","2465720","1060",NA,NA,2,100,0,0,0,0,4
"1990","2465740","1060",NA,NA,8,100,0,0,0,0,3.5
"1990","2466300","1060",NA,NA,14,64.285714285714,28.571428571429,7.142857142857,0,0,8.21428571428571
"1990","2466380","1060",NA,NA,5,60,40,0,0,0,4.2
"1990","2466420","1060",NA,NA,5,0,100,0,0,0,9.6
"1990","2466500","1060",NA,NA,20,65,15,20,0,0,9.4
"1990","2466700","1060",NA,NA,14,35.714285714286,64.285714285714,0,0,0,6.5
"1990","2466780","1060",NA,NA,1,0,100,0,0,0,6
"1990","2469480","1060",NA,NA,7,0,100,0,0,0,6.28571428571429
"1990","2469600","1060",NA,NA,10,30,70,0,0,0,5.9
"1990","2470110","1060",NA,NA,1,0,100,0,0,0,6
"1990","2470180","1060",NA,NA,1,0,100,0,0,0,6
"1990","2470460","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2471120","1060",NA,NA,1,0,100,0,0,0,12
"1990","2472150","1060",NA,NA,13,69.230769230769,30.769230769231,0,0,0,4.84615384615385
"1990","2472230","1060",NA,NA,12,33.333333333333,66.666666666667,0,0,0,5
"1990","2472260","1060",NA,NA,18,72.222222222222,27.777777777778,0,0,0,4.38888888888889
"1990","2473120","1060",NA,NA,33,39.393939393939,51.515151515152,9.090909090909,0,0,7.18181818181818
"1990","2473180","1060",NA,NA,11,90.909090909091,9.090909090909,0,0,0,3.27272727272727
"1990","2473200","1060",NA,NA,1,0,100,0,0,0,8
"1990","2473240","1060",NA,NA,1,0,100,0,0,0,6
"1990","2473300","1060",NA,NA,1,100,0,0,0,0,3
"1990","2473650","1060",NA,NA,66,93.939393939394,6.060606060606,0,0,0,3.36363636363636
"1990","3506004","1265",NA,NA,1,0,0,0,100,0,64
"1990","3506012","1265",NA,NA,1,0,0,100,0,0,31
"1990","3506014","1265",NA,NA,26,7.692307692308,46.153846153846,11.538461538462,23.076923076923,11.538461538462,41.4615384615385
"1990","3506027","1265",NA,NA,2,0,0,100,0,0,24
"1990","3518005","2270","TORONTO","AJAX T",3,0,0,66.666666666667,33.333333333333,0,61
"1990","3519028","2270","TORONTO","VAUGHAN CY",3,0,0,0,0,100,217.333333333333
"1990","3519036","2270","TORONTO","MARKHAM CY",2,0,0,0,0,100,245.5
"1990","3519038","2270","TORONTO","RICHMOND HILL T",4,0,25,0,25,50,84.5
"1990","3519046","2270","TORONTO","AURORA T",1,0,0,100,0,0,50
"1990","3519048","2270","TORONTO","NEWMARKET T",3,0,66.666666666667,33.333333333333,0,0,16
"1990","3519070","2270","TORONTO","GEORGINA T",3,33.333333333333,0,33.333333333333,0,33.333333333333,53.3333333333333
"1990","3520001","2270","TORONTO","PICKERING CY",9,11.111111111111,0,0,0,88.888888888889,204.333333333333
"1990","3520004","2270",NA,NA,19,15.789473684211,31.578947368421,26.315789473684,5.263157894737,21.052631578947,53.7368421052632
"1990","3520006","2270",NA,NA,1,0,0,100,0,0,44
"1990","3520008","2270",NA,NA,4,0,0,0,0,100,227.75
"1990","3520019","2270",NA,NA,9,22.222222222222,0,0,0,77.777777777778,212.222222222222
"1990","3521005","2270","TORONTO","AJAX T",9,0,44.444444444444,0,11.111111111111,44.444444444444,81.6666666666667
"1990","3521010","2270","TORONTO","BRAMPTON CY",5,0,0,0,20,80,140.2
"1990","3524001","2270","TORONTO","PICKERING CY",5,0,0,60,20,20,69.2
"1990","3524009","2270","TORONTO","MILTON T",1,0,0,0,0,100,154
"1990","3543006","2270",NA,NA,1,0,100,0,0,0,8
"1990","4806016","0140","CALGARY","CALGARY CY",11,9.090909090909,27.272727272727,54.545454545455,0,9.090909090909,38.9090909090909
"1990","4806019","0140","CALGARY","COCHRANE T",NA,NA,NA,NA,NA,NA,NA
"1990","4806021","0140","CALGARY","AIRDRIE CY",1,0,0,100,0,0,40
"1990","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",1,0,0,100,0,0,40
"1990","4811061","0340","EDMONTON","EDMONTON CY",15,6.666666666667,26.666666666667,46.666666666667,20,0,39.8
"1990","5911019","2410",NA,NA,5,0,80,20,0,0,20.6
"1990","5911025","2410","VANCOUVER","BURNABY CY",8,12.5,37.5,37.5,12.5,0,32.25
"1990","5913011","2410","VANCOUVER","DELTA DM",14,21.428571428571,50,28.571428571429,0,0,17.9285714285714
"1990","5913018","2410",NA,NA,16,75,12.5,12.5,0,0,10.75
"1990","5915004","2410","VANCOUVER","SURREY CY",22,9.090909090909,18.181818181818,54.545454545455,18.181818181818,0,38.7727272727273
"1990","5915007","2410","VANCOUVER","WHITE ROCK CY",7,0,57.142857142857,42.857142857143,0,0,22.4285714285714
"1990","5915011","2410","VANCOUVER","DELTA DM",9,0,22.222222222222,44.444444444444,33.333333333333,0,45.8888888888889
"1990","5915015","2410","VANCOUVER","RICHMOND CY",10,0,0,30,50,20,76
"1990","5915022","2410","VANCOUVER","VANCOUVER CY",87,13.793103448276,44.827586206897,32.183908045977,2.298850574713,6.896551724138,29.2413793103448
"1990","5915025","2410","VANCOUVER","BURNABY CY",17,0,5.882352941176,76.470588235294,11.764705882353,5.882352941176,45.9411764705882
"1990","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",9,22.222222222222,22.222222222222,11.111111111111,11.111111111111,33.333333333333,55
"1990","5915034","2410","VANCOUVER","COQUITLAM CY",12,8.333333333333,0,66.666666666667,25,0,46.4166666666667
"1990","5915039","2410","VANCOUVER","PORT COQUITLAM CY",6,0,66.666666666667,33.333333333333,0,0,20
"1990","5915043","2410","VANCOUVER","PORT MOODY CY",NA,NA,NA,NA,NA,NA,NA
"1990","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",15,20,73.333333333333,6.666666666667,0,0,13.8
"1990","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",8,25,25,50,0,0,25
"1990","5915055","2410","VANCOUVER","WEST VANCOUVER DM",2,0,50,0,0,50,56
"1991","2452440","1060",NA,NA,3,66.666666666667,33.333333333333,0,0,0,4.33333333333333
"1991","2452550","1060",NA,NA,1,100,0,0,0,0,3
"1991","2452700","1060",NA,NA,5,60,40,0,0,0,5.4
"1991","2452780","1060",NA,NA,1,100,0,0,0,0,3
