"ref_yy","CSDuid","metcode","metro","first_value.muni.","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"2010","2467030","1060","MONTRÉAL","OTTERBURN PARK V",9,33.333333333333,55.555555555556,11.111111111111,0,0,12
"2010","2467035","1060","MONTRÉAL","SAINT-CONSTANT V",4,25,75,0,0,0,8.25
"2010","2467040","1060","MONTRÉAL","BELOEIL V",4,100,0,0,0,0,3
"2010","2467045","1060","MONTRÉAL","MERCIER V",13,38.461538461538,61.538461538462,0,0,0,5
"2010","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",31,48.387096774194,45.161290322581,3.225806451613,3.225806451613,0,8.48387096774194
"2010","2470022","1060","MONTRÉAL","BEAUHARNOIS V",15,93.333333333333,6.666666666667,0,0,0,3.6
"2010","2471025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",2,0,100,0,0,0,6
"2010","2471033","1060","MONTRÉAL","BOUCHERVILLE V",7,71.428571428571,28.571428571429,0,0,0,5.85714285714286
"2010","2471050","1060","MONTRÉAL","CHÂTEAUGUAY V",9,55.555555555556,44.444444444444,0,0,0,7.11111111111111
"2010","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2010","2471070","1060","MONTRÉAL","PINCOURT V",4,0,100,0,0,0,8
"2010","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",19,0,94.736842105263,5.263157894737,0,0,11.5789473684211
"2010","2471105","1060","MONTRÉAL","SAINT-LAZARE V",1,100,0,0,0,0,3
"2010","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",9,44.444444444444,55.555555555556,0,0,0,4.66666666666667
"2010","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",4,50,50,0,0,0,4.5
"2010","2472015","1060","MONTRÉAL","BLAINVILLE V",16,0,100,0,0,0,6
"2010","2472020","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",NA,NA,NA,NA,NA,NA,NA
"2010","2472025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",14,42.857142857143,57.142857142857,0,0,0,4.71428571428571
"2010","2472043","1060","MONTRÉAL","SAINT-PLACIDE MÉ",NA,NA,NA,NA,NA,NA,NA
"2010","2473005","1060","MONTRÉAL","SAINT-COLOMBAN V",4,0,50,50,0,0,27.5
"2010","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",5,60,20,20,0,0,11.2
"2010","2473015","1060","MONTRÉAL","BLAINVILLE V",33,24.242424242424,72.727272727273,3.030303030303,0,0,6.06060606060606
"2010","2473020","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",NA,NA,NA,NA,NA,NA,NA
"2010","2473030","1060","MONTRÉAL","OTTERBURN PARK V",7,0,100,0,0,0,6
"2010","2473035","1060","MONTRÉAL","SAINT-CONSTANT V",20,0,100,0,0,0,6.9
"2010","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",46,76.086956521739,23.913043478261,0,0,0,3.95652173913043
"2010","2475005","1060","MONTRÉAL","SAINT-COLOMBAN V",3,100,0,0,0,0,3
"2010","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",41,34.146341463415,65.853658536585,0,0,0,6.07317073170732
"2010","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",3,0,66.666666666667,33.333333333333,0,0,22
"2010","3502048","1265","OTTAWA","RUSSELL TP",NA,NA,NA,NA,NA,NA,NA
"2010","3506008","1265","OTTAWA","OTTAWA CV",61,1.639344262295,72.131147540984,11.475409836066,6.55737704918,8.196721311475,29.2131147540984
"2010","3519028","2270","TORONTO","VAUGHAN CY",1,0,0,0,0,100,184
"2010","3519036","2270","TORONTO","MARKHAM CY",3,0,0,0,0,100,143.333333333333
"2010","3519038","2270","TORONTO","RICHMOND HILL T",3,0,33.333333333333,33.333333333333,0,33.333333333333,62
"2010","3520005","2270","TORONTO","AJAX T",76,2.631578947368,30.263157894737,7.894736842105,9.210526315789,50,152.565789473684
"2010","3521005","2270","TORONTO","AJAX T",5,0,0,100,0,0,40.6
"2010","3521010","2270","TORONTO","BRAMPTON CY",1,0,0,100,0,0,26
"2010","3522014","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",2,0,50,50,0,0,22
"2010","3524001","2270","TORONTO","PICKERING CY",2,0,0,0,0,100,166
"2010","3524009","2270","TORONTO","MILTON T",4,0,0,75,25,0,60
"2010","4806016","0140","CALGARY","CALGARY CY",32,40.625,18.75,18.75,6.25,15.625,39.53125
"2010","4806021","0140","CALGARY","AIRDRIE CY",2,0,0,100,0,0,42
"2010","4811016","0340","EDMONTON","LEDUC CY",6,0,33.333333333333,33.333333333333,33.333333333333,0,47.5
"2010","4811018","0340","EDMONTON","DEVON T",1,0,0,100,0,0,28
"2010","4811048","0340","EDMONTON","STONY PLAIN T",1,0,0,100,0,0,22
"2010","4811049","0340","EDMONTON","SPRUCE GROVE CY",1,0,0,0,100,0,99
"2010","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",3,0,0,66.666666666667,33.333333333333,0,45.3333333333333
"2010","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",1,0,0,0,100,0,71
"2010","4811061","0340","EDMONTON","EDMONTON CY",20,10,15,25,45,5,54.25
"2010","4811064","0340","EDMONTON","GIBBONS T",1,0,100,0,0,0,7
"2010","4811065","0340","EDMONTON","REDWATER T",1,0,100,0,0,0,12
"2010","4811068","0340","EDMONTON","MORINVILLE T",1,100,0,0,0,0,3
"2010","5915001","2410","VANCOUVER","LANGLEY DM",1,0,0,0,0,100,108
"2010","5915002","2410","VANCOUVER","LANGLEY CY",3,0,0,33.333333333333,66.666666666667,0,55.6666666666667
"2010","5915004","2410","VANCOUVER","SURREY CY",9,0,0,33.333333333333,55.555555555556,11.111111111111,61.7777777777778
"2010","5915007","2410","VANCOUVER","WHITE ROCK CY",1,0,0,100,0,0,21
"2010","5915011","2410","VANCOUVER","DELTA DM",4,0,50,50,0,0,27.75
"2010","5915015","2410","VANCOUVER","RICHMOND CY",6,0,0,0,50,50,96.5
"2010","5915020","2410","VANCOUVER","METRO VANCOUVER A RDA",3,0,0,33.333333333333,33.333333333333,33.333333333333,76.6666666666667
"2010","5915022","2410","VANCOUVER","VANCOUVER CY",32,6.25,6.25,34.375,15.625,37.5,82.9375
"2010","5915025","2410","VANCOUVER","BURNABY CY",10,0,0,40,30,30,80.8
"2010","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",2,0,0,50,50,0,64.5
"2010","5915034","2410","VANCOUVER","COQUITLAM CY",8,12.5,0,25,50,12.5,72.25
"2010","5915039","2410","VANCOUVER","PORT COQUITLAM CY",4,0,25,25,25,25,77.25
"2010","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",1,0,0,0,0,100,129
"2010","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,0,0,50,0,50,95
"2010","5915062","2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2010","5915075","2410","VANCOUVER","MAPLE RIDGE CY",1,0,0,100,0,0,21
"2011","2452007","1060","MONTRÉAL","LAVALTRIE V",2,0,100,0,0,0,6
"2011","2457005","1060","MONTRÉAL","SAINT-COLOMBAN V",29,31.034482758621,58.620689655172,10.344827586207,0,0,10.1034482758621
"2011","2457020","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",2,50,50,0,0,0,4.5
"2011","2457025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,3
"2011","2457030","1060","MONTRÉAL","OTTERBURN PARK V",2,100,0,0,0,0,4
"2011","2457035","1060","MONTRÉAL","SAINT-CONSTANT V",9,11.111111111111,66.666666666667,22.222222222222,0,0,11.1111111111111
"2011","2457040","1060","MONTRÉAL","BELOEIL V",10,10,90,0,0,0,8.1
"2011","2458007","1060","MONTRÉAL","LAVALTRIE V",87,57.471264367816,37.931034482759,4.597701149425,0,0,6.83908045977012
"2011","2458012","1060","MONTRÉAL","SAINT-LAMBERT V",2,0,50,0,50,0,57
"2011","2458033","1060","MONTRÉAL","BOUCHERVILLE V",9,0,88.888888888889,11.111111111111,0,0,14.5555555555556
"2011","2458037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",7,71.428571428571,14.285714285714,14.285714285714,0,0,8.14285714285714
"2011","2458227","1060","MONTRÉAL","LONGUEUIL V",103,46.601941747573,46.601941747573,6.796116504854,0,0,8.31067961165049
"2011","2459010","1060","MONTRÉAL","DEUX-MONTAGNES V",4,75,0,25,0,0,12.75
"2011","2459015","1060","MONTRÉAL","BLAINVILLE V",10,10,90,0,0,0,6.5
"2011","2459025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,6
"2011","2460005","1060","MONTRÉAL","SAINT-COLOMBAN V",3,0,66.666666666667,33.333333333333,0,0,15
"2011","2460013","1060","MONTRÉAL","REPENTIGNY V",30,40,56.666666666667,3.333333333333,0,0,6.43333333333333
"2011","2460020","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",2,0,100,0,0,0,6
"2011","2460028","1060","MONTRÉAL","L'ASSOMPTION V",4,50,50,0,0,0,6.75
"2011","2460035","1060","MONTRÉAL","SAINT-CONSTANT V",4,50,50,0,0,0,4.5
"2011","2464008","1060","MONTRÉAL","TERREBONNE V",38,55.263157894737,34.210526315789,10.526315789474,0,0,8.68421052631579
"2011","2464015","1060","MONTRÉAL","BLAINVILLE V",52,30.769230769231,61.538461538462,5.769230769231,1.923076923077,0,12.0384615384615
"2011","2465005","1060","MONTRÉAL","SAINT-COLOMBAN V",123,26.829268292683,59.349593495935,8.130081300813,2.439024390244,3.252032520325,15.869918699187
"2011","2466007","1060","MONTRÉAL","LAVALTRIE V",2,0,100,0,0,0,8
"2011","2466023","1060","MONTRÉAL","MONTRÉAL V",283,36.042402826855,37.455830388693,13.780918727915,5.65371024735,7.067137809187,26.1342756183746
"2011","2466032","1060","MONTRÉAL","OKA MÉ",2,0,50,50,0,0,30
"2011","2466072","1060","MONTRÉAL","MONT-ROYAL V",1,0,100,0,0,0,8
"2011","2466087","1060","MONTRÉAL","DORVAL V",5,0,60,40,0,0,28.4
"2011","2466097","1060","MONTRÉAL","POINTE-CLAIRE V",1,0,0,100,0,0,31
"2011","2466142","1060","MONTRÉAL","DOLLARD-DES ORMEAUX V",1,0,100,0,0,0,12
"2011","2467010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2011","2467015","1060","MONTRÉAL","BLAINVILLE V",5,20,0,80,0,0,32.4
"2011","2467020","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",5,40,40,0,20,0,16
"2011","2467025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",NA,NA,NA,NA,NA,NA,NA
"2011","2467030","1060","MONTRÉAL","OTTERBURN PARK V",5,60,40,0,0,0,7
"2011","2467035","1060","MONTRÉAL","SAINT-CONSTANT V",14,42.857142857143,57.142857142857,0,0,0,7.71428571428571
"2011","2467045","1060","MONTRÉAL","MERCIER V",2,0,50,50,0,0,28.5
"2011","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",16,50,50,0,0,0,5.75
"2011","2467055","1060","MONTRÉAL","POINTE-DES-CASCADES VL",1,100,0,0,0,0,3
"2011","2470022","1060","MONTRÉAL","BEAUHARNOIS V",7,85.714285714286,14.285714285714,0,0,0,4.28571428571429
"2011","2471025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,15
"2011","2471033","1060","MONTRÉAL","BOUCHERVILLE V",6,66.666666666667,33.333333333333,0,0,0,5.16666666666667
"2011","2471040","1060","MONTRÉAL","BELOEIL V",4,50,50,0,0,0,5.5
"2011","2471050","1060","MONTRÉAL","CHÂTEAUGUAY V",1,0,100,0,0,0,12
"2011","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",2,0,100,0,0,0,12
"2011","2471070","1060","MONTRÉAL","PINCOURT V",2,0,100,0,0,0,8
"2011","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",14,0,85.714285714286,14.285714285714,0,0,17.4285714285714
"2011","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",9,22.222222222222,77.777777777778,0,0,0,8.44444444444444
"2011","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",4,50,50,0,0,0,7
"2011","2472015","1060","MONTRÉAL","BLAINVILLE V",8,37.5,62.5,0,0,0,5.125
"2011","2472020","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",NA,NA,NA,NA,NA,NA,NA
"2011","2472025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",3,0,100,0,0,0,7
"2011","2473005","1060","MONTRÉAL","SAINT-COLOMBAN V",4,0,100,0,0,0,6
"2011","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",11,18.181818181818,63.636363636364,18.181818181818,0,0,14.8181818181818
"2011","2473015","1060","MONTRÉAL","BLAINVILLE V",32,0,90.625,6.25,3.125,0,9.375
"2011","2473030","1060","MONTRÉAL","OTTERBURN PARK V",3,33.333333333333,66.666666666667,0,0,0,5
"2011","2473035","1060","MONTRÉAL","SAINT-CONSTANT V",1,0,100,0,0,0,12
"2011","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",63,88.888888888889,11.111111111111,0,0,0,3.53968253968254
"2011","2475005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2011","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",32,15.625,75,9.375,0,0,9.625
"2011","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",5,0,100,0,0,0,10.8
"2011","3502048","1265","OTTAWA","RUSSELL TP",1,0,100,0,0,0,6
"2011","3506008","1265","OTTAWA","OTTAWA CV",63,9.52380952381,73.015873015873,9.52380952381,4.761904761905,3.174603174603,22.3650793650794
"2011","3518001","2270","TORONTO","PICKERING CY",1,0,0,0,0,100,235
"2011","3519028","2270","TORONTO","VAUGHAN CY",5,0,0,20,40,40,104.2
"2011","3519036","2270","TORONTO","MARKHAM CY",5,0,0,0,0,100,318.4
"2011","3519038","2270","TORONTO","RICHMOND HILL T",1,0,0,0,0,100,148
"2011","3519044","2270","TORONTO","WHITCHURCH-STOUFFVILLE T",1,0,0,0,0,100,104
"2011","3519048","2270","TORONTO","NEWMARKET T",1,100,0,0,0,0,4
"2011","3519049","2270","TORONTO","KING TP",1,0,0,0,0,100,137
"2011","3520005","2270","TORONTO","AJAX T",85,2.352941176471,21.176470588235,9.411764705882,3.529411764706,63.529411764706,202.835294117647
"2011","3521005","2270","TORONTO","AJAX T",6,0,0,0,0,100,283.666666666667
"2011","3521010","2270","TORONTO","BRAMPTON CY",2,0,0,50,0,50,124.5
"2011","3524009","2270","TORONTO","MILTON T",4,0,0,75,0,25,78
"2011","4806016","0140","CALGARY","CALGARY CY",46,28.260869565217,10.869565217391,28.260869565217,28.260869565217,4.347826086957,44.804347826087
"2011","4806021","0140","CALGARY","AIRDRIE CY",1,0,0,100,0,0,45
"2011","4811013","0340","EDMONTON","BEAUMONT CY",1,0,0,0,100,0,66
"2011","4811016","0340","EDMONTON","LEDUC CY",3,0,0,0,100,0,69
"2011","4811049","0340","EDMONTON","SPRUCE GROVE CY",1,0,0,0,0,100,103
"2011","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",2,0,0,50,50,0,62.5
"2011","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",1,0,0,0,100,0,71
"2011","4811061","0340","EDMONTON","EDMONTON CY",23,0,8.695652173913,39.130434782609,43.478260869565,8.695652173913,66.8260869565217
"2011","4811062","0340","EDMONTON","ST. ALBERT CY",2,0,0,100,0,0,48
"2011","5915001","2410","VANCOUVER","LANGLEY DM",5,0,0,40,40,20,63.2
"2011","5915002","2410","VANCOUVER","LANGLEY CY",4,0,0,75,25,0,55
"2011","5915004","2410","VANCOUVER","SURREY CY",12,0,0,58.333333333333,16.666666666667,25,97.5833333333333
"2011","5915007","2410","VANCOUVER","WHITE ROCK CY",NA,NA,NA,NA,NA,NA,NA
"2011","5915011","2410","VANCOUVER","DELTA DM",2,0,0,50,50,0,51.5
"2011","5915015","2410","VANCOUVER","RICHMOND CY",20,0,15,10,40,35,83.2
"2011","5915020","2410","VANCOUVER","METRO VANCOUVER A RDA",5,0,0,40,60,0,70.2
"2011","5915022","2410","VANCOUVER","VANCOUVER CY",30,20,20,13.333333333333,16.666666666667,30,68.4333333333333
"2011","5915025","2410","VANCOUVER","BURNABY CY",16,0,18.75,43.75,25,12.5,65.4375
"2011","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",8,0,0,100,0,0,33.25
"2011","5915034","2410","VANCOUVER","COQUITLAM CY",4,0,0,50,0,50,129.75
"2011","5915039","2410","VANCOUVER","PORT COQUITLAM CY",1,0,100,0,0,0,10
"2011","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",5,0,40,20,20,20,55
"2011","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",7,0,0,85.714285714286,14.285714285714,0,48.5714285714286
"2011","5915062","2410","VANCOUVER","BOWEN ISLAND IM",NA,NA,NA,NA,NA,NA,NA
"2011","5915070","2410","VANCOUVER","PITT MEADOWS CY",1,0,0,0,100,0,71
"2011","5915075","2410","VANCOUVER","MAPLE RIDGE CY",2,0,0,100,0,0,40.5
"2011","5915999","2410","VANCOUVER","INDIAN RESERVES",1,0,0,0,0,100,103
"2012","2452007","1060","MONTRÉAL","LAVALTRIE V",6,0,100,0,0,0,6.83333333333333
"2012","2455065","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"2012","2457005","1060","MONTRÉAL","SAINT-COLOMBAN V",17,64.705882352941,23.529411764706,11.764705882353,0,0,8.64705882352941
"2012","2457010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2012","2457020","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",10,20,80,0,0,0,8.1
"2012","2457025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,100,0,0,0,0,3
"2012","2457030","1060","MONTRÉAL","OTTERBURN PARK V",1,0,100,0,0,0,6
"2012","2457035","1060","MONTRÉAL","SAINT-CONSTANT V",7,28.571428571429,71.428571428571,0,0,0,11.7142857142857
"2012","2457040","1060","MONTRÉAL","BELOEIL V",5,20,40,20,0,20,47.4
"2012","2457045","1060","MONTRÉAL","MERCIER V",4,0,100,0,0,0,10.5
"2012","2458007","1060","MONTRÉAL","LAVALTRIE V",43,20.93023255814,65.116279069767,6.976744186047,0,6.976744186047,23.6511627906977
"2012","2458012","1060","MONTRÉAL","SAINT-LAMBERT V",2,50,50,0,0,0,11.5
"2012","2458033","1060","MONTRÉAL","BOUCHERVILLE V",7,57.142857142857,42.857142857143,0,0,0,4.85714285714286
"2012","2458037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",3,66.666666666667,0,33.333333333333,0,0,12.3333333333333
"2012","2458227","1060","MONTRÉAL","LONGUEUIL V",98,50,38.775510204082,11.224489795918,0,0,9.1734693877551
"2012","2459010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,50,0,50,0,0,22.5
"2012","2459015","1060","MONTRÉAL","BLAINVILLE V",10,0,100,0,0,0,6.4
"2012","2459020","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",12,0,83.333333333333,8.333333333333,0,8.333333333333,22.3333333333333
"2012","2459025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,6
"2012","2460005","1060","MONTRÉAL","SAINT-COLOMBAN V",3,0,66.666666666667,33.333333333333,0,0,15.3333333333333
"2012","2460013","1060","MONTRÉAL","REPENTIGNY V",11,54.545454545455,45.454545454545,0,0,0,6
"2012","2460020","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",14,0,100,0,0,0,6
"2012","2460028","1060","MONTRÉAL","L'ASSOMPTION V",12,25,66.666666666667,8.333333333333,0,0,7.25
"2012","2460035","1060","MONTRÉAL","SAINT-CONSTANT V",4,50,50,0,0,0,4.75
"2012","2464008","1060","MONTRÉAL","TERREBONNE V",25,40,40,12,8,0,15.2
"2012","2464015","1060","MONTRÉAL","BLAINVILLE V",35,31.428571428571,68.571428571429,0,0,0,9.4
"2012","2465005","1060","MONTRÉAL","SAINT-COLOMBAN V",75,37.333333333333,41.333333333333,14.666666666667,4,2.666666666667,16.5733333333333
"2012","2466023","1060","MONTRÉAL","MONTRÉAL V",267,36.329588014981,41.198501872659,11.23595505618,4.494382022472,6.741573033708,23.2808988764045
"2012","2466058","1060","MONTRÉAL","CÔTE-SAINT-LUC V",2,50,0,50,0,0,12.5
"2012","2466072","1060","MONTRÉAL","MONT-ROYAL V",2,0,0,100,0,0,54.5
"2012","2466087","1060","MONTRÉAL","DORVAL V",4,0,0,75,25,0,43.75
"2012","2466097","1060","MONTRÉAL","POINTE-CLAIRE V",2,0,50,50,0,0,20
"2012","2466107","1060","MONTRÉAL","BEACONSFIELD V",1,0,0,100,0,0,50
"2012","2466117","1060","MONTRÉAL","SAINTE-ANNE-DE-BELLEVUE V",1,100,0,0,0,0,3
"2012","2466142","1060","MONTRÉAL","DOLLARD-DES ORMEAUX V",2,0,0,100,0,0,44
"2012","2467010","1060","MONTRÉAL","DEUX-MONTAGNES V",6,16.666666666667,66.666666666667,16.666666666667,0,0,9.83333333333333
"2012","2467015","1060","MONTRÉAL","BLAINVILLE V",6,16.666666666667,50,16.666666666667,16.666666666667,0,27.8333333333333
"2012","2467020","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",1,0,100,0,0,0,6
"2012","2467025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,0,100,0,0,0,15
"2012","2467030","1060","MONTRÉAL","OTTERBURN PARK V",2,50,50,0,0,0,4.5
"2012","2467035","1060","MONTRÉAL","SAINT-CONSTANT V",12,33.333333333333,58.333333333333,8.333333333333,0,0,10.8333333333333
"2012","2467045","1060","MONTRÉAL","MERCIER V",2,100,0,0,0,0,3.5
"2012","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",13,100,0,0,0,0,4.15384615384615
"2012","2470022","1060","MONTRÉAL","BEAUHARNOIS V",10,60,40,0,0,0,4.8
"2012","2471025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",5,60,40,0,0,0,6
"2012","2471033","1060","MONTRÉAL","BOUCHERVILLE V",8,50,50,0,0,0,6
"2012","2471040","1060","MONTRÉAL","BELOEIL V",6,0,100,0,0,0,6.16666666666667
"2012","2471050","1060","MONTRÉAL","CHÂTEAUGUAY V",3,66.666666666667,33.333333333333,0,0,0,6.66666666666667
"2012","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",3,0,100,0,0,0,12.3333333333333
"2012","2471070","1060","MONTRÉAL","PINCOURT V",7,0,100,0,0,0,10.2857142857143
"2012","2471083","1060","MONTRÉAL","SAINT-JEAN-SUR-RICHELIEU V",15,6.666666666667,86.666666666667,6.666666666667,0,0,14
"2012","2471100","1060","MONTRÉAL","HUDSON V",1,0,100,0,0,0,18
"2012","2472005","1060","MONTRÉAL","SAINT-COLOMBAN V",4,25,75,0,0,0,7.75
"2012","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",4,25,50,25,0,0,12.75
"2012","2472015","1060","MONTRÉAL","BLAINVILLE V",4,25,75,0,0,0,5.75
"2012","2472020","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",NA,NA,NA,NA,NA,NA,NA
"2012","2472025","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",3,0,100,0,0,0,9
"2012","2472032","1060","MONTRÉAL","OKA MÉ",NA,NA,NA,NA,NA,NA,NA
"2012","2472043","1060","MONTRÉAL","SAINT-PLACIDE MÉ",NA,NA,NA,NA,NA,NA,NA
"2012","2473005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,20
"2012","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",3,33.333333333333,0,66.666666666667,0,0,28
"2012","2473015","1060","MONTRÉAL","BLAINVILLE V",18,0,100,0,0,0,7.66666666666667
"2012","2473030","1060","MONTRÉAL","OTTERBURN PARK V",3,66.666666666667,33.333333333333,0,0,0,7.33333333333333
"2012","2473035","1060","MONTRÉAL","SAINT-CONSTANT V",4,75,25,0,0,0,4.25
"2012","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",81,76.543209876543,22.222222222222,1.234567901235,0,0,4.2962962962963
"2012","2475005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2012","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",55,45.454545454545,49.090909090909,5.454545454545,0,0,7.30909090909091
"2012","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",4,0,100,0,0,0,13.5
"2012","3502048","1265","OTTAWA","RUSSELL TP",2,0,0,100,0,0,23
"2012","3506008","1265","OTTAWA","OTTAWA CV",61,13.114754098361,54.098360655738,13.114754098361,3.27868852459,16.393442622951,43.6229508196721
"2012","3519028","2270","TORONTO","VAUGHAN CY",5,0,0,0,40,60,159.4
"2012","3519036","2270","TORONTO","MARKHAM CY",17,23.529411764706,23.529411764706,0,0,52.941176470588,125.529411764706
"2012","3519038","2270","TORONTO","RICHMOND HILL T",5,0,0,0,0,100,177.8
"2012","3519046","2270","TORONTO","AURORA T",9,0,88.888888888889,0,0,11.111111111111,27.1111111111111
"2012","3519049","2270","TORONTO","KING TP",1,0,0,0,0,100,127
"2012","3519070","2270","TORONTO","GEORGINA T",1,0,0,0,100,0,97
"2012","3520005","2270","TORONTO","AJAX T",91,2.197802197802,9.89010989011,7.692307692308,7.692307692308,72.527472527473,258.461538461538
"2012","3521005","2270","TORONTO","AJAX T",5,0,20,0,0,80,177.6
"2012","3521010","2270","TORONTO","BRAMPTON CY",1,0,0,0,0,100,224
"2012","3524001","2270","TORONTO","PICKERING CY",9,33.333333333333,11.111111111111,11.111111111111,33.333333333333,11.111111111111,58
"2012","3524009","2270","TORONTO","MILTON T",2,0,0,0,100,0,75
"2012","4806016","0140","CALGARY","CALGARY CY",55,23.636363636364,7.272727272727,30.909090909091,14.545454545455,23.636363636364,62.4363636363636
"2012","4806017","0140","CALGARY","CHESTERMERE CY",4,0,100,0,0,0,12
"2012","4806019","0140","CALGARY","COCHRANE T",1,0,0,0,100,0,80
"2012","4806021","0140","CALGARY","AIRDRIE CY",13,0,46.153846153846,30.769230769231,23.076923076923,0,33.2307692307692
"2012","4811049","0340","EDMONTON","SPRUCE GROVE CY",1,0,0,0,100,0,92
"2012","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",2,0,0,50,50,0,57.5
"2012","4811061","0340","EDMONTON","EDMONTON CY",49,2.040816326531,6.122448979592,30.612244897959,42.857142857143,18.367346938776,73.5102040816327
"2012","4811062","0340","EDMONTON","ST. ALBERT CY",2,0,0,50,50,0,59
"2012","5915001","2410","VANCOUVER","LANGLEY DM",4,0,0,50,0,50,83
"2012","5915002","2410","VANCOUVER","LANGLEY CY",1,0,0,0,100,0,63
"2012","5915004","2410","VANCOUVER","SURREY CY",8,0,0,62.5,25,12.5,53.25
"2012","5915007","2410","VANCOUVER","WHITE ROCK CY",7,14.285714285714,28.571428571429,42.857142857143,14.285714285714,0,29.7142857142857
"2012","5915011","2410","VANCOUVER","DELTA DM",2,50,0,0,50,0,46
