"","reference_period_qq","metcode","dweltype","mkttycd","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount","ref_yy","ref_qq","population","underconstr_per_10kpop"
"3864","1992-2","1060",1,1,"June 30, 1992",NA,2029,2029,1,0,1992,2,"3433040.94",5.91021206988577
"3865","1992-2","1060",2,1,"June 30, 1992",NA,442,221,2,0,1992,2,"3433040.94",1.28748828727921
"3866","1992-2","1060",2,3,"June 30, 1992",NA,6,3,2,0,1992,2,"3433040.94",0.017477216569401
"3867","1992-2","1060",4,1,"June 30, 1992",NA,227,52,4.36538461538461,0.692307692307692,1992,2,"3433040.94",0.661221360209005
"3868","1992-2","1060",4,2,"June 30, 1992",NA,11,2,5.5,1.5,1992,2,"3433040.94",0.0320415637105685
"3869","1992-2","1060",4,3,"June 30, 1992",NA,805,119,6.76470588235294,0.336134453781513,1992,2,"3433040.94",2.34485988972797
"3870","1992-2","1060",5,1,"June 30, 1992",NA,26,11,2.36363636363636,0,1992,2,"3433040.94",0.075734605134071
"3871","1992-2","1060",5,2,"June 30, 1992",NA,1450,189,7.67195767195767,0.825396825396825,1992,2,"3433040.94",4.22366067093858
"3872","1992-2","1060",5,3,"June 30, 1992",NA,1853,165,11.230303030303,0.787878787878788,1992,2,"3433040.94",5.39754705051668
"3873","1992-2","1060",5,4,"June 30, 1992",NA,76,6,12.6666666666667,0,1992,2,"3433040.94",0.221378076545746
"3874","1992-3","1060",1,1,"September 30, 1992",NA,951,951,1,0,1992,3,"3439925.4299999997",2.76459481274279
"3875","1992-3","1060",2,1,"September 30, 1992",NA,248,124,2,0,1992,3,"3439925.4299999997",0.720945860736289
"3876","1992-3","1060",2,2,"September 30, 1992",NA,2,1,2,0,1992,3,"3439925.4299999997",0.00581407952206685
"3877","1992-3","1060",2,3,"September 30, 1992",NA,6,3,2,0,1992,3,"3439925.4299999997",0.0174422385662006
"3878","1992-3","1060",4,1,"September 30, 1992",NA,153,35,4.37142857142857,1.14285714285714,1992,3,"3439925.4299999997",0.444777083438114
"3879","1992-3","1060",4,3,"September 30, 1992",NA,415,69,6.01449275362319,0.115942028985507,1992,3,"3439925.4299999997",1.20642150082887
"3880","1992-3","1060",5,1,"September 30, 1992",NA,6,3,2,0,1992,3,"3439925.4299999997",0.0174422385662006
"3881","1992-3","1060",5,2,"September 30, 1992",NA,1069,98,10.9081632653061,0.540816326530612,1992,3,"3439925.4299999997",3.10762550454473
"3882","1992-3","1060",5,3,"September 30, 1992",NA,1093,90,12.1444444444444,0.733333333333333,1992,3,"3439925.4299999997",3.17739445880953
"3883","1992-3","1060",5,4,"September 30, 1992",NA,183,11,16.6363636363636,0.727272727272727,1992,3,"3439925.4299999997",0.531988276269117
"3884","1992-4","1060",1,1,"December 31, 1992",NA,1096,1096,1,0,1992,4,"3445360.1399999997",3.18108980038296
"3885","1992-4","1060",2,1,"December 31, 1992",NA,306,153,2,0,1992,4,"3445360.1399999997",0.88815098441349
"3886","1992-4","1060",2,3,"December 31, 1992",NA,16,8,2,0,1992,4,"3445360.1399999997",0.0464392671588753
"3887","1992-4","1060",4,1,"December 31, 1992",NA,226,54,4.18518518518519,1.07407407407407,1992,4,"3445360.1399999997",0.655954648619114
"3888","1992-4","1060",4,2,"December 31, 1992",NA,5,1,5,0,1992,4,"3445360.1399999997",0.0145122709871485
"3889","1992-4","1060",4,3,"December 31, 1992",NA,469,80,5.8625,0.15,1992,4,"3445360.1399999997",1.36125101859453
"3890","1992-4","1060",5,1,"December 31, 1992",NA,26,10,2.6,0,1992,4,"3445360.1399999997",0.0754638091331724
"3891","1992-4","1060",5,2,"December 31, 1992",NA,1155,131,8.81679389312977,0.633587786259542,1992,4,"3445360.1399999997",3.35233459803131
"3892","1992-4","1060",5,3,"December 31, 1992",NA,1213,98,12.3775510204082,0.642857142857143,1992,4,"3445360.1399999997",3.52067694148223
"3893","1992-4","1060",5,4,"December 31, 1992",NA,141,8,17.625,0,1992,4,"3445360.1399999997",0.409246041837589
"3894","1993-1","1060",1,1,"March 31, 1993",NA,1108,1108,1,0,1993,1,"3450689.21",3.21095274761067
"3895","1993-1","1060",2,1,"March 31, 1993",NA,432,216,2,0,1993,1,"3450689.21",1.2519238149529
"3896","1993-1","1060",2,3,"March 31, 1993",NA,16,8,2,0,1993,1,"3450689.21",0.0463675487019592
"3897","1993-1","1060",4,1,"March 31, 1993",NA,249,59,4.22033898305085,1.11864406779661,1993,1,"3450689.21",0.72159497667424
"3898","1993-1","1060",4,3,"March 31, 1993",NA,512,84,6.09523809523809,0.238095238095238,1993,1,"3450689.21",1.48376155846269
"3899","1993-1","1060",5,1,"March 31, 1993",NA,34,14,2.42857142857143,0,1993,1,"3450689.21",0.0985310409916632
"3900","1993-1","1060",5,2,"March 31, 1993",NA,853,98,8.70408163265306,0.510204081632653,1993,1,"3450689.21",2.4719699401732
"3901","1993-1","1060",5,3,"March 31, 1993",NA,1426,133,10.7218045112782,0.721804511278195,1993,1,"3450689.21",4.13250777806211
"3902","1993-1","1060",5,4,"March 31, 1993",NA,122,7,17.4285714285714,0,1993,1,"3450689.21",0.353552558852439
"3903","1993-2","1060",1,1,"June 30, 1993",NA,2254,2254,1,0,1993,2,"3455912.6700000004",6.52215554972342
"3904","1993-2","1060",2,1,"June 30, 1993",NA,686,343,2,0,1993,2,"3455912.6700000004",1.9850038629593
"3905","1993-2","1060",2,2,"June 30, 1993",NA,2,1,2,0,1993,2,"3455912.6700000004",0.00578718327393383
"3906","1993-2","1060",2,3,"June 30, 1993",NA,28,14,2,0,1993,2,"3455912.6700000004",0.0810205658350736
"3907","1993-2","1060",4,1,"June 30, 1993",NA,343,79,4.34177215189873,0.848101265822785,1993,2,"3455912.6700000004",0.992501931479651
"3908","1993-2","1060",4,3,"June 30, 1993",NA,769,141,5.45390070921986,0.368794326241135,1993,2,"3455912.6700000004",2.22517196882756
"3909","1993-2","1060",5,1,"June 30, 1993",NA,26,12,2.16666666666667,0,1993,2,"3455912.6700000004",0.0752333825611398
"3910","1993-2","1060",5,2,"June 30, 1993",NA,940,110,8.54545454545454,0.6,1993,2,"3455912.6700000004",2.7199761387489
"3911","1993-2","1060",5,3,"June 30, 1993",NA,1373,153,8.97385620915033,0.888888888888889,1993,2,"3455912.6700000004",3.97290131755557
"3912","1993-2","1060",5,4,"June 30, 1993",NA,105,7,15,0,1993,2,"3455912.6700000004",0.303827121881526
"3913","1993-3","1060",1,1,"September 30, 1993",NA,970,970,1,0,1993,3,"3461218.62",2.80248116774548
"3914","1993-3","1060",2,1,"September 30, 1993",NA,276,138,2,0,1993,3,"3461218.62",0.797407012678095
"3915","1993-3","1060",2,3,"September 30, 1993",NA,12,6,2,0,1993,3,"3461218.62",0.0346698701164389
"3916","1993-3","1060",4,1,"September 30, 1993",NA,166,37,4.48648648648649,0.432432432432432,1993,3,"3461218.62",0.479599869944072
"3917","1993-3","1060",4,2,"September 30, 1993",NA,12,1,12,2,1993,3,"3461218.62",0.0346698701164389
"3918","1993-3","1060",4,3,"September 30, 1993",NA,421,80,5.2625,0.275,1993,3,"3461218.62",1.2163346099184
"3919","1993-3","1060",5,1,"September 30, 1993",NA,32,13,2.46153846153846,0,1993,3,"3461218.62",0.0924529869771705
"3920","1993-3","1060",5,2,"September 30, 1993",NA,990,61,16.2295081967213,0.295081967213115,1993,3,"3461218.62",2.86026428460621
"3921","1993-3","1060",5,3,"September 30, 1993",NA,978,106,9.22641509433962,0.320754716981132,1993,3,"3461218.62",2.82559441448977
"3922","1993-3","1060",5,4,"September 30, 1993",NA,30,3,10,0,1993,3,"3461218.62",0.0866746752910973
"3923","1993-4","1060",1,1,"December 31, 1993",NA,973,973,1,0,1993,4,"3466155.56",2.80714463952103
"3924","1993-4","1060",1,3,"December 31, 1993",NA,2,2,1,0,1993,4,"3466155.56",0.00577008147897436
"3925","1993-4","1060",2,1,"December 31, 1993",NA,344,172,2,0,1993,4,"3466155.56",0.99245401438359
"3926","1993-4","1060",2,3,"December 31, 1993",NA,28,14,2,0,1993,4,"3466155.56",0.080781140705641
"3927","1993-4","1060",4,1,"December 31, 1993",NA,189,41,4.60975609756098,0.439024390243902,1993,4,"3466155.56",0.545272699763077
"3928","1993-4","1060",4,2,"December 31, 1993",NA,3,1,3,0,1993,4,"3466155.56",0.00865512221846154
"3929","1993-4","1060",4,3,"December 31, 1993",NA,438,82,5.34146341463415,0.170731707317073,1993,4,"3466155.56",1.26364784389538
"3930","1993-4","1060",5,1,"December 31, 1993",NA,18,8,2.25,0,1993,4,"3466155.56",0.0519307333107692
"3931","1993-4","1060",5,2,"December 31, 1993",NA,1109,87,12.7471264367816,0.333333333333333,1993,4,"3466155.56",3.19951018009128
"3932","1993-4","1060",5,3,"December 31, 1993",NA,1126,131,8.59541984732824,0.33587786259542,1993,4,"3466155.56",3.24855587266256
"3933","1993-4","1060",5,4,"December 31, 1993",NA,30,3,10,0,1993,4,"3466155.56",0.0865512221846154
"3934","1994-1","1060",1,1,"March 31, 1994","MONTRÉAL",1085,1085,1,0,1994,1,"3470911.6199999996",3.12597991187111
"3935","1994-1","1060",1,3,"March 31, 1994","MONTRÉAL",2,2,1,0,1994,1,"3470911.6199999996",0.0057621749527578
"3936","1994-1","1060",2,1,"March 31, 1994","MONTRÉAL",416,208,2,0,1994,1,"3470911.6199999996",1.19853239017362
"3937","1994-1","1060",2,3,"March 31, 1994","MONTRÉAL",28,14,2,0,1994,1,"3470911.6199999996",0.0806704493386092
"3938","1994-1","1060",4,1,"March 31, 1994","MONTRÉAL",248,56,4.42857142857143,0.892857142857143,1994,1,"3470911.6199999996",0.714509694141967
"3939","1994-1","1060",4,2,"March 31, 1994","MONTRÉAL",3,1,3,0,1994,1,"3470911.6199999996",0.0086432624291367
"3940","1994-1","1060",4,3,"March 31, 1994","MONTRÉAL",649,114,5.69298245614035,0.219298245614035,1994,1,"3470911.6199999996",1.86982577216991
"3941","1994-1","1060",5,1,"March 31, 1994","MONTRÉAL",10,4,2.5,0,1994,1,"3470911.6199999996",0.028810874763789
"3942","1994-1","1060",5,2,"March 31, 1994","MONTRÉAL",1049,85,12.3411764705882,0.658823529411765,1994,1,"3470911.6199999996",3.02226076272147
"3943","1994-1","1060",5,3,"March 31, 1994","MONTRÉAL",1361,189,7.2010582010582,0.55026455026455,1994,1,"3470911.6199999996",3.92116005535168
"3944","1994-1","1060",5,4,"March 31, 1994","MONTRÉAL",20,1,20,3,1994,1,"3470911.6199999996",0.057621749527578
"3945","1994-2","1060",1,0,"June 30, 1994","MONTRÉAL",1,1,1,0,1994,2,"3475486.79",0.00287729478033781
"3946","1994-2","1060",1,1,"June 30, 1994","MONTRÉAL",2323,2323,1,0,1994,2,"3475486.79",6.68395577472473
"3947","1994-2","1060",1,3,"June 30, 1994","MONTRÉAL",4,4,1,0,1994,2,"3475486.79",0.0115091791213512
"3948","1994-2","1060",2,1,"June 30, 1994","MONTRÉAL",907,454,1.99779735682819,0,1994,2,"3475486.79",2.60970636576639
"3949","1994-2","1060",2,3,"June 30, 1994","MONTRÉAL",38,19,2,0,1994,2,"3475486.79",0.109337201652837
"3950","1994-2","1060",4,1,"June 30, 1994","MONTRÉAL",408,95,4.29473684210526,0.936842105263158,1994,2,"3475486.79",1.17393627037783
"3951","1994-2","1060",4,2,"June 30, 1994","MONTRÉAL",3,1,3,0,1994,2,"3475486.79",0.00863188434101342
"3952","1994-2","1060",4,3,"June 30, 1994","MONTRÉAL",720,130,5.53846153846154,0.423076923076923,1994,2,"3475486.79",2.07165224184322
"3953","1994-2","1060",5,1,"June 30, 1994","MONTRÉAL",44,21,2.0952380952381,0,1994,2,"3475486.79",0.126600970334864
"3954","1994-2","1060",5,2,"June 30, 1994","MONTRÉAL",878,79,11.1139240506329,1.15189873417722,1994,2,"3475486.79",2.52626481713659
"3955","1994-2","1060",5,3,"June 30, 1994","MONTRÉAL",2145,293,7.32081911262799,1.35153583617747,1994,2,"3475486.79",6.1717973038246
"3956","1994-2","1060",5,4,"June 30, 1994","MONTRÉAL",86,3,28.6666666666667,2.33333333333333,1994,2,"3475486.79",0.247447351109051
"3957","1994-3","1060",1,1,"September 30, 1994","MONTRÉAL",932,932,1,0,1994,3,"3479752.5300000003",2.67835138264847
"3958","1994-3","1060",1,3,"September 30, 1994","MONTRÉAL",2,2,1,0,1994,3,"3479752.5300000003",0.005747535155898
"3959","1994-3","1060",2,1,"September 30, 1994","MONTRÉAL",152,76,2,0,1994,3,"3479752.5300000003",0.436812671848248
"3960","1994-3","1060",2,3,"September 30, 1994","MONTRÉAL",4,2,2,0,1994,3,"3479752.5300000003",0.011495070311796
"3961","1994-3","1060",4,1,"September 30, 1994","MONTRÉAL",100,22,4.54545454545455,0.454545454545455,1994,3,"3479752.5300000003",0.2873767577949
"3962","1994-3","1060",4,2,"September 30, 1994","MONTRÉAL",6,1,6,0,1994,3,"3479752.5300000003",0.017242605467694
"3963","1994-3","1060",4,3,"September 30, 1994","MONTRÉAL",181,38,4.76315789473684,0.421052631578947,1994,3,"3479752.5300000003",0.520151931608769
"3964","1994-3","1060",5,1,"September 30, 1994","MONTRÉAL",4,2,2,0,1994,3,"3479752.5300000003",0.011495070311796
"3965","1994-3","1060",5,2,"September 30, 1994","MONTRÉAL",637,46,13.8478260869565,0.521739130434783,1994,3,"3479752.5300000003",1.83058994715351
"3966","1994-3","1060",5,3,"September 30, 1994","MONTRÉAL",1018,98,10.3877551020408,1.1530612244898,1994,3,"3479752.5300000003",2.92549539435208
"3967","1994-3","1060",5,4,"September 30, 1994","MONTRÉAL",151,10,15.1,0.7,1994,3,"3479752.5300000003",0.433938904270299
"3968","1994-4","1060",1,1,"December 31, 1994","MONTRÉAL",839,839,1,0,1994,4,"3484017.36",2.40813955071682
"3969","1994-4","1060",1,3,"December 31, 1994","MONTRÉAL",2,2,1,0,1994,4,"3484017.36",0.0057404995249507
"3970","1994-4","1060",2,1,"December 31, 1994","MONTRÉAL",150,75,2,0,1994,4,"3484017.36",0.430537464371303
"3971","1994-4","1060",2,3,"December 31, 1994","MONTRÉAL",6,3,2,0,1994,4,"3484017.36",0.0172214985748521
"3972","1994-4","1060",4,1,"December 31, 1994","MONTRÉAL",147,34,4.32352941176471,0.294117647058824,1994,4,"3484017.36",0.421926715083877
"3973","1994-4","1060",4,2,"December 31, 1994","MONTRÉAL",3,1,3,0,1994,4,"3484017.36",0.00861074928742605
"3974","1994-4","1060",4,3,"December 31, 1994","MONTRÉAL",195,40,4.875,0.3,1994,4,"3484017.36",0.559698703682693
"3975","1994-4","1060",5,1,"December 31, 1994","MONTRÉAL",3,2,1.5,0,1994,4,"3484017.36",0.00861074928742605
"3976","1994-4","1060",5,2,"December 31, 1994","MONTRÉAL",319,35,9.11428571428571,1,1994,4,"3484017.36",0.915609674229637
"3977","1994-4","1060",5,3,"December 31, 1994","MONTRÉAL",1133,117,9.68376068376068,1.11111111111111,1994,4,"3484017.36",3.25199298088457
"3978","1994-4","1060",5,4,"December 31, 1994","MONTRÉAL",100,5,20,1.4,1994,4,"3484017.36",0.287024976247535
"3979","1995-1","1060",1,0,"March 31, 1995","MONTRÉAL",1,1,1,0,1995,1,"3488152.73",0.00286684694566112
"3980","1995-1","1060",1,1,"March 31, 1995","MONTRÉAL",861,861,1,0,1995,1,"3488152.73",2.46835522021422
"3981","1995-1","1060",1,3,"March 31, 1995","MONTRÉAL",2,2,1,0,1995,1,"3488152.73",0.00573369389132224
"3982","1995-1","1060",2,1,"March 31, 1995","MONTRÉAL",192,96,2,0,1995,1,"3488152.73",0.550434613566935
"3983","1995-1","1060",2,3,"March 31, 1995","MONTRÉAL",6,3,2,0,1995,1,"3488152.73",0.0172010816739667
"3984","1995-1","1060",4,1,"March 31, 1995","MONTRÉAL",262,62,4.2258064516129,0.258064516129032,1995,1,"3488152.73",0.751113899763214
"3985","1995-1","1060",4,2,"March 31, 1995","MONTRÉAL",3,1,3,0,1995,1,"3488152.73",0.00860054083698336
"3986","1995-1","1060",4,3,"March 31, 1995","MONTRÉAL",217,44,4.93181818181818,0.340909090909091,1995,1,"3488152.73",0.622105787208463
"3987","1995-1","1060",5,1,"March 31, 1995","MONTRÉAL",13,5,2.6,0,1995,1,"3488152.73",0.0372690102935946
"3988","1995-1","1060",5,2,"March 31, 1995","MONTRÉAL",328,42,7.80952380952381,0.80952380952381,1995,1,"3488152.73",0.940325798176848
"3989","1995-1","1060",5,3,"March 31, 1995","MONTRÉAL",1129,115,9.81739130434783,1.07826086956522,1995,1,"3488152.73",3.23667020165141
"3990","1995-1","1060",5,4,"March 31, 1995","MONTRÉAL",24,1,24,0,1995,1,"3488152.73",0.0688043266958669
"3991","1995-2","1060",1,1,"June 30, 1995","MONTRÉAL",1380,1380,1,0,1995,2,"3492158.64",3.95171050992116
"3992","1995-2","1060",2,1,"June 30, 1995","MONTRÉAL",332,166,2,0,1995,2,"3492158.64",0.950701369053498
"3993","1995-2","1060",2,3,"June 30, 1995","MONTRÉAL",2,1,2,0,1995,2,"3492158.64",0.00572711668104517
"3994","1995-2","1060",4,1,"June 30, 1995","MONTRÉAL",320,73,4.38356164383562,0.301369863013699,1995,2,"3492158.64",0.916338668967227
"3995","1995-2","1060",4,3,"June 30, 1995","MONTRÉAL",237,45,5.26666666666667,0.133333333333333,1995,2,"3492158.64",0.678663326703852
"3996","1995-2","1060",5,1,"June 30, 1995","MONTRÉAL",35,17,2.05882352941176,0,1995,2,"3492158.64",0.10022454191829
"3997","1995-2","1060",5,2,"June 30, 1995","MONTRÉAL",537,51,10.5294117647059,1.2156862745098,1995,2,"3492158.64",1.53773082886063
"3998","1995-2","1060",5,3,"June 30, 1995","MONTRÉAL",1269,137,9.26277372262774,1.12408759124088,1995,2,"3492158.64",3.63385553412316
"3999","1995-3","1060",1,1,"September 30, 1995","MONTRÉAL",586,586,1,0,1995,3,"3495515.4499999997",1.67643372882245
"4000","1995-3","1060",2,1,"September 30, 1995","MONTRÉAL",76,38,2,0,1995,3,"3495515.4499999997",0.217421439232946
"4001","1995-3","1060",2,3,"September 30, 1995","MONTRÉAL",8,4,2,0,1995,3,"3495515.4499999997",0.0228864672876786
"4002","1995-3","1060",4,1,"September 30, 1995","MONTRÉAL",93,22,4.22727272727273,0.454545454545455,1995,3,"3495515.4499999997",0.266055182219263
"4003","1995-3","1060",4,3,"September 30, 1995","MONTRÉAL",104,21,4.95238095238095,0.0952380952380952,1995,3,"3495515.4499999997",0.297524074739821
"4004","1995-3","1060",5,1,"September 30, 1995","MONTRÉAL",11,5,2.2,0,1995,3,"3495515.4499999997",0.031468892520558
"4005","1995-3","1060",5,2,"September 30, 1995","MONTRÉAL",422,30,14.0666666666667,0.966666666666667,1995,3,"3495515.4499999997",1.20726114942504
"4006","1995-3","1060",5,3,"September 30, 1995","MONTRÉAL",777,63,12.3333333333333,1.0952380952381,1995,3,"3495515.4499999997",2.22284813531578
"4007","1995-4","1060",1,1,"December 31, 1995","MONTRÉAL",587,587,1,0,1995,4,"3499470.29",1.67739672394818
"4008","1995-4","1060",2,1,"December 31, 1995",NA,108,54,2,0,1995,4,"3499470.29",0.308618136603754
"4009","1995-4","1060",2,3,"December 31, 1995","MONTRÉAL",6,3,2,0,1995,4,"3499470.29",0.0171454520335419
"4010","1995-4","1060",4,1,"December 31, 1995","MONTRÉAL",96,20,4.8,0.4,1995,4,"3499470.29",0.274327232536671
"4011","1995-4","1060",4,3,"December 31, 1995","MONTRÉAL",121,23,5.26086956521739,0.173913043478261,1995,4,"3499470.29",0.345766616009762
"4012","1995-4","1060",5,1,"December 31, 1995","MONTRÉAL",12,6,2,0,1995,4,"3499470.29",0.0342909040670838
"4013","1995-4","1060",5,2,"December 31, 1995","MONTRÉAL",389,35,11.1142857142857,0.571428571428571,1995,4,"3499470.29",1.1115968068413
"4014","1995-4","1060",5,3,"December 31, 1995","MONTRÉAL",717,59,12.1525423728814,0.779661016949153,1995,4,"3499470.29",2.04888151800826
"4015","1996-1","1060",1,1,"March 31, 1996","MONTRÉAL",602,602,1,0,1996,1,"3503503.52",1.71827999190936
"4016","1996-1","1060",2,1,"March 31, 1996","MONTRÉAL",208,104,2,0,1996,1,"3503503.52",0.59369142577599
"4017","1996-1","1060",2,3,"March 31, 1996","MONTRÉAL",2,1,2,0,1996,1,"3503503.52",0.00570857140169221
"4018","1996-1","1060",4,1,"March 31, 1996","MONTRÉAL",145,34,4.26470588235294,0.235294117647059,1996,1,"3503503.52",0.413871426622685
"4019","1996-1","1060",4,3,"March 31, 1996","MONTRÉAL",118,23,5.1304347826087,0.0869565217391304,1996,1,"3503503.52",0.33680571269984
"4020","1996-1","1060",5,1,"March 31, 1996","MONTRÉAL",14,7,2,0,1996,1,"3503503.52",0.0399599998118455
"4021","1996-1","1060",5,2,"March 31, 1996","MONTRÉAL",371,30,12.3666666666667,0.7,1996,1,"3503503.52",1.05893999501391
"4022","1996-1","1060",5,3,"March 31, 1996","MONTRÉAL",794,67,11.8507462686567,0.626865671641791,1996,1,"3503503.52",2.26630284647181
"4023","1996-2","1060",1,1,"June 30, 1996","MONTRÉAL",1572,1572,1,0,1996,2,"3507615.15",4.48167752953171
"4024","1996-2","1060",2,1,"June 30, 1996","MONTRÉAL",370,185,2,0,1996,2,"3507615.15",1.05484776458444
"4025","1996-2","1060",2,3,"June 30, 1996","MONTRÉAL",6,3,2,0,1996,2,"3507615.15",0.0171056394256936
"4026","1996-2","1060",4,1,"June 30, 1996",NA,337,72,4.68055555555556,0.194444444444444,1996,2,"3507615.15",0.960766747743121
"4027","1996-2","1060",4,3,"June 30, 1996","MONTRÉAL",164,36,4.55555555555556,0.0555555555555556,1996,2,"3507615.15",0.46755414430229
"4028","1996-2","1060",5,1,"June 30, 1996","MONTRÉAL",23,12,1.91666666666667,0,1996,2,"3507615.15",0.065571617798492
"4029","1996-2","1060",5,2,"June 30, 1996","MONTRÉAL",527,44,11.9772727272727,0.477272727272727,1996,2,"3507615.15",1.50244532955675
"4030","1996-2","1060",5,3,"June 30, 1996","MONTRÉAL",1014,146,6.94520547945205,0.349315068493151,1996,2,"3507615.15",2.89085306294221
"4031","1996-3","1060",1,1,"September 30, 1996","MONTRÉAL",578,578,1,0,1996,3,"3511976.74",1.64579677711647
"4032","1996-3","1060",2,1,"September 30, 1996","MONTRÉAL",84,42,2,0,1996,3,"3511976.74",0.239181538542878
"4033","1996-3","1060",4,1,"September 30, 1996",NA,141,30,4.7,0.333333333333333,1996,3,"3511976.74",0.40148329683983
"4034","1996-3","1060",4,3,"September 30, 1996","MONTRÉAL",67,14,4.78571428571429,0.642857142857143,1996,3,"3511976.74",0.190775750980629
"4035","1996-3","1060",5,1,"September 30, 1996","MONTRÉAL",4,2,2,0,1996,3,"3511976.74",0.0113895970734704
"4036","1996-3","1060",5,2,"September 30, 1996","MONTRÉAL",365,17,21.4705882352941,0.764705882352941,1996,3,"3511976.74",1.03930073295417
"4037","1996-3","1060",5,3,"September 30, 1996","MONTRÉAL",629,72,8.73611111111111,0.652777777777778,1996,3,"3511976.74",1.79101413980322
"4038","1996-4","1060",1,1,"December 31, 1996","MONTRÉAL",685,685,1,0,1996,4,"3516176.5300000003",1.94813882111886
"4039","1996-4","1060",2,1,"December 31, 1996","MONTRÉAL",164,82,2,0,1996,4,"3516176.5300000003",0.466415717756924
"4040","1996-4","1060",2,3,"December 31, 1996","MONTRÉAL",4,2,2,0,1996,4,"3516176.5300000003",0.0113759931160225
"4041","1996-4","1060",4,1,"December 31, 1996",NA,173,36,4.80555555555556,0.472222222222222,1996,4,"3516176.5300000003",0.492011702267975
"4042","1996-4","1060",4,3,"December 31, 1996","MONTRÉAL",84,22,3.81818181818182,0.272727272727273,1996,4,"3516176.5300000003",0.238895855436473
"4043","1996-4","1060",5,1,"December 31, 1996","MONTRÉAL",8,4,2,0,1996,4,"3516176.5300000003",0.0227519862320451
"4044","1996-4","1060",5,2,"December 31, 1996","MONTRÉAL",594,58,10.2413793103448,0.275862068965517,1996,4,"3516176.5300000003",1.68933497772935
"4045","1996-4","1060",5,3,"December 31, 1996","MONTRÉAL",651,91,7.15384615384615,0.373626373626374,1996,4,"3516176.5300000003",1.85144287963267
"4046","1997-1","1060",1,1,"March 31, 1997","MONTRÉAL",931,931,1,0,1997,1,"3520386.07",2.64459630701811
"4047","1997-1","1060",2,1,"March 31, 1997","MONTRÉAL",312,156,2,0,1997,1,"3520386.07",0.886266431567831
"4048","1997-1","1060",2,3,"March 31, 1997","MONTRÉAL",6,3,2,0,1997,1,"3520386.07",0.0170435852224583
"4049","1997-1","1060",4,1,"March 31, 1997",NA,237,52,4.55769230769231,0.288461538461538,1997,1,"3520386.07",0.673221616287102
"4050","1997-1","1060",4,2,"March 31, 1997","MONTRÉAL",6,1,6,0,1997,1,"3520386.07",0.0170435852224583
"4051","1997-1","1060",4,3,"March 31, 1997","MONTRÉAL",102,26,3.92307692307692,0.230769230769231,1997,1,"3520386.07",0.289740948781791
"4052","1997-1","1060",5,1,"March 31, 1997","MONTRÉAL",12,6,2,0,1997,1,"3520386.07",0.0340871704449166
"4053","1997-1","1060",5,2,"March 31, 1997","MONTRÉAL",681,67,10.1641791044776,0.373134328358209,1997,1,"3520386.07",1.93444692274902
"4054","1997-1","1060",5,3,"March 31, 1997","MONTRÉAL",968,125,7.744,0.328,1997,1,"3520386.07",2.74969841588994
"4055","1997-1","1060",5,4,"March 31, 1997","MONTRÉAL",12,2,6,1,1997,1,"3520386.07",0.0340871704449166
"4056","1997-2","1060",1,1,"June 30, 1997","MONTRÉAL",2125,2125,1,0,1997,2,"3524605.38",6.02904373935899
"4057","1997-2","1060",2,1,"June 30, 1997","MONTRÉAL",576,288,2,0,1997,2,"3524605.38",1.63422550299801
"4058","1997-2","1060",2,3,"June 30, 1997","MONTRÉAL",10,5,2,0,1997,2,"3524605.38",0.0283719705381599
"4059","1997-2","1060",4,1,"June 30, 1997",NA,436,97,4.49484536082474,0.123711340206186,1997,2,"3524605.38",1.23701791546377
"4060","1997-2","1060",4,2,"June 30, 1997","MONTRÉAL",6,1,6,0,1997,2,"3524605.38",0.017023182322896
"4061","1997-2","1060",4,3,"June 30, 1997","MONTRÉAL",177,38,4.65789473684211,0.157894736842105,1997,2,"3524605.38",0.502183878525431
"4062","1997-2","1060",5,1,"June 30, 1997","MONTRÉAL",26,13,2,0,1997,2,"3524605.38",0.0737671233992158
"4063","1997-2","1060",5,2,"June 30, 1997","MONTRÉAL",525,78,6.73076923076923,0.0384615384615385,1997,2,"3524605.38",1.4895284532534
"4064","1997-2","1060",5,3,"June 30, 1997","MONTRÉAL",1147,188,6.10106382978723,0.159574468085106,1997,2,"3524605.38",3.25426502072694
"4065","1997-3","1060",1,1,"September 30, 1997","MONTRÉAL",843,843,1,0,1997,3,"3527222.79",2.38998228972092
"4066","1997-3","1060",2,1,"September 30, 1997","MONTRÉAL",168,84,2,0,1997,3,"3527222.79",0.476295402933706
"4067","1997-3","1060",2,3,"September 30, 1997","MONTRÉAL",2,1,2,0,1997,3,"3527222.79",0.0056701833682584
"4068","1997-3","1060",4,1,"September 30, 1997","MONTRÉAL",240,53,4.52830188679245,0.245283018867925,1997,3,"3527222.79",0.680422004191008
"4069","1997-3","1060",4,2,"September 30, 1997","MONTRÉAL",6,1,6,0,1997,3,"3527222.79",0.0170105501047752
"4070","1997-3","1060",4,3,"September 30, 1997",NA,125,31,4.03225806451613,0,1997,3,"3527222.79",0.35438646051615
"4071","1997-3","1060",5,1,"September 30, 1997","MONTRÉAL",12,6,2,0.333333333333333,1997,3,"3527222.79",0.0340211002095504
"4072","1997-3","1060",5,2,"September 30, 1997","MONTRÉAL",383,44,8.70454545454546,0,1997,3,"3527222.79",1.08584011502148
