"","reference_period_qq","metcode","date_pbi","metro","underconstr","num_structures","unitsperstructure","avgstorycount","ref_yy","ref_qq","population","underconstr_per_10kpop"
"396","2021-1","1265","March 31, 2021","OTTAWA",12365,3007,4.11207183239109,0.264715663451945,2021,1,"1115996.42539181",110.797845930903
"397","2021-2","0140","June 30, 2021","CALGARY",12293,3438,3.57562536358348,0.181791739383362,2021,2,"1566465.31",78.4760436220576
"398","2021-2","0610","June 30, 2021","HAMILTON",6622,917,7.22137404580153,0.387131952017448,2021,2,"814198.438",81.3315242444619
"399","2021-2","1265","June 30, 2021","OTTAWA",13225,3287,4.02342561606328,0.260115606936416,2021,2,"1117977.28084362",118.293996010549
"400","2021-3","0140","September 30, 2021","CALGARY",13103,3779,3.46731939666578,0.168033871394549,2021,3,"1578630.6600000001",83.0023154371017
"401","2021-3","0610","September 30, 2021","HAMILTON",7140,949,7.52370916754478,0.406743940990516,2021,3,"817080.8829999999",87.3842498160614
"402","2021-3","1265","September 30, 2021","OTTAWA",13055,3316,3.9369722557298,0.249396863691194,2021,3,"1119927.24587363",116.570072280151
"403","2021-4","0140","December 31, 2021","CALGARY",14438,4206,3.43271516880647,0.16642891107941,2021,4,"1588913.3099999998",90.8671348470232
"404","2021-4","0610","December 31, 2021","HAMILTON",6881,867,7.93656286043829,0.444059976931949,2021,4,"818995.875",84.0175171822447
"405","2021-4","1265","December 31, 2021","OTTAWA",13578,3478,3.90396779758482,0.240655549166187,2021,4,"1122589",120.952548083047
"406","2022-1","0140","March 31, 2022","CALGARY",14733,4433,3.32348296864426,0.148883374689826,2022,1,"1600910.47",92.0288815401401
"407","2022-1","0610","March 31, 2022","HAMILTON",7007,947,7.39915522703274,0.405491024287223,2022,1,"821372.8979999999",85.3083905868051
"408","2022-1","1265","March 31, 2022","OTTAWA",13427,3246,4.13647566235367,0.269562538508934,2022,1,"1126520.8399622699",119.189983209274
"409","2022-2","0140","June 30, 2022","CALGARY",16491,5374,3.06866393747674,0.200037216226275,2022,2,"1616219.31",102.034420068895
"410","2022-2","0610","June 30, 2022","HAMILTON",7287,1032,7.06104651162791,0.378875968992248,2022,2,"824641.438",88.3656782719182
"411","2022-2","1265","June 30, 2022","OTTAWA",13771,3426,4.0195563339171,0.253064798598949,2022,2,"1131543.53138545",121.701018281983
"412","2022-3","0140","September 30, 2022","CALGARY",17506,5748,3.04558107167711,0.138308977035491,2022,3,"1626855.8",107.606341016825
"413","2022-3","0610","September 30, 2022","HAMILTON",7102,1135,6.25726872246696,0.314537444933921,2022,3,"827531.873",85.8214678094943
"414","2022-3","1265","September 30, 2022","OTTAWA",16219,3520,4.60767045454545,0.305681818181818,2022,3,"1137293.45711591",142.610510053669
"415","2022-4","0140","December 31, 2022","CALGARY",18594,5671,3.2787868100864,0.145124316698995,2022,4,"1636715.8",113.605550823179
"416","2022-4","0610","December 31, 2022","HAMILTON",7025,1099,6.39217470427662,0.313921747042766,2022,4,"830395.7810000001",84.5982140171784
"417","2022-4","1265","December 31, 2022","OTTAWA",16298,3427,4.75576305806828,0.32156405018967,2022,4,"1143407",142.538920961652
"418","2023-1","0140","March 31, 2023","CALGARY",19374,5387,3.59643586411732,0.162984963801745,2023,1,"1645636",117.729558663034
"419","2023-1","0610","March 31, 2023","HAMILTON",6711,1052,6.37927756653992,0.318441064638783,2023,1,"833155",80.5492375368329
"420","2023-1","1265","March 31, 2023","OTTAWA",15930,2868,5.55439330543933,0.385983263598326,2023,1,"1151113.12688176",138.387788549963
"421","2023-2","0140","June 30, 2023","CALGARY",20086,5538,3.62694113398339,0.164319248826291,2023,2,"1653810",121.452887574752
"422","2023-2","0610","June 30, 2023","HAMILTON",6894,955,7.21884816753927,0.357068062827225,2023,2,"835878.7",82.4760817568387
"423","2023-2","1265","June 30, 2023","OTTAWA",15531,2524,6.15332805071315,0.440570522979398,2023,2,"1159332.1277201502",133.96506168204
"424","1988-2","1060","June 30, 1988",NA,16744,5030,3.32882703777336,0,1988,2,"3315750.79",50.4983669173762
"425","1988-3","1060","September 30, 1988",NA,12569,3256,3.86025798525799,0.00798525798525799,1988,3,"3338762.6300000004",37.6456831254278
"426","1988-4","1060","December 31, 1988",NA,11684,2940,3.97414965986395,0.0551020408163265,1988,4,"3351700.63",34.8599152782926
"427","1989-1","1060","March 31, 1989",NA,13223,3586,3.68739542665923,0.0858895705521472,1989,1,"3362909.6599999997",39.3201166159189
"428","1989-2","1060","June 30, 1989",NA,12370,4370,2.83066361556064,0.0727688787185355,1989,2,"3372389.72",36.6802209324728
"429","1989-3","1060","September 30, 1989",NA,8599,2892,2.97337482710927,0.0636237897648686,1989,3,"3377050.8",25.4630460400536
"430","1989-4","1060","December 31, 1989",NA,9400,3186,2.9504080351538,0.0677966101694915,1989,4,"3384308.91",27.7752423019801
"431","1990-1","1060","March 31, 1990",NA,10480,3645,2.87517146776406,0.0526748971193416,1990,1,"3391074.04",30.9046628778415
"432","1990-2","1060","June 30, 1990",NA,11230,4705,2.38682252922423,0.0399574920297556,1990,2,"3397346.2",33.0552123301417
"433","1990-3","1060","September 30, 1990",NA,7699,2348,3.27896081771721,0.0941226575809199,1990,3,"3403122.3",22.6233420996947
"434","1990-4","1060","December 31, 1990",NA,6673,1799,3.70928293496387,0.102834908282379,1990,4,"3408409.74",19.5780452147165
"435","1991-1","1060","March 31, 1991",NA,5874,1610,3.64844720496894,0.14472049689441,1991,1,"3413205.43",17.2096292487147
"436","1991-2","1060","June 30, 1991",NA,8262,3693,2.23720552396426,0.0982940698619009,1991,2,"3417509.38",24.1755005804841
"437","1991-3","1060","September 30, 1991",NA,5326,2005,2.65635910224439,0.0902743142144638,1991,3,"3419012.13",15.5775990183457
"438","1991-4","1060","December 31, 1991",NA,6981,2670,2.61460674157303,0.0711610486891386,1991,4,"3423256.37",20.3928635353711
"439","1992-1","1060","March 31, 1992",NA,6196,2111,2.93510184746566,0.162482235907153,1992,1,"3427932.64",18.0750342865547
"440","1992-2","1060","June 30, 1992",NA,6925,2797,2.47586700035753,0.130496961029675,1992,2,"3433040.94",20.171620790517
"441","1992-3","1060","September 30, 1992",NA,4126,1385,2.97906137184116,0.126353790613718,1992,3,"3439925.4299999997",11.9944460540239
"442","1992-4","1060","December 31, 1992",NA,4653,1639,2.83892617449664,0.131787675411836,1992,4,"3445360.1399999997",13.5051193806404
"443","1993-1","1060","March 31, 1993",NA,4752,1727,2.7515923566879,0.134337000579039,1993,1,"3450689.21",13.7711619644819
"444","1993-2","1060","June 30, 1993",NA,6526,3114,2.09569685292229,0.103082851637765,1993,2,"3455912.6700000004",18.8835790228461
"445","1993-3","1060","September 30, 1993",NA,3887,1415,2.7469964664311,0.065017667844523,1993,3,"3461218.62",11.2301487618832
"446","1993-4","1060","December 31, 1993",NA,4260,1514,2.81373844121532,0.0693527080581242,1993,4,"3466155.56",12.2902735502154
"447","1994-1","1060","March 31, 1994","MONTRÉAL",4871,1759,2.76918703808982,0.135304150085276,1994,1,"3470911.6199999996",14.0337770974416
"448","1994-2","1060","June 30, 1994","MONTRÉAL",7557,3423,2.20771253286591,0.186386210926088,1994,2,"3475486.79",21.7437166550128
"449","1994-3","1060","September 30, 1994","MONTRÉAL",3187,1229,2.59316517493897,0.138323840520749,1994,3,"3479752.5300000003",9.15869727092346
"450","1994-4","1060","December 31, 1994","MONTRÉAL",2897,1153,2.51257588898526,0.168256721595837,1994,4,"3484017.36",8.31511356189109
"451","1995-1","1060","March 31, 1995","MONTRÉAL",3038,1233,2.46390916463909,0.153284671532847,1995,1,"3488152.73",8.70948102091848
"452","1995-2","1060","June 30, 1995","MONTRÉAL",4112,1870,2.19893048128342,0.13048128342246,1995,2,"3492158.64",11.7749518962289
"453","1995-3","1060","September 30, 1995","MONTRÉAL",2077,769,2.70091027308192,0.143042912873862,1995,3,"3495515.4499999997",5.94189906956355
"454","1995-4","1060","December 31, 1995","MONTRÉAL",2036,787,2.58703939008895,0.0991105463786531,1995,4,"3499470.29",5.81802339004856
"455","1996-1","1060","March 31, 1996","MONTRÉAL",2254,868,2.59677419354839,0.0841013824884793,1996,1,"3503503.52",6.43355996970712
"456","1996-2","1060","June 30, 1996","MONTRÉAL",4013,2070,1.93864734299517,0.042512077294686,1996,2,"3507615.15",11.4408218358847
"457","1996-3","1060","September 30, 1996","MONTRÉAL",1868,755,2.47417218543046,0.104635761589404,1996,3,"3511976.74",5.31894183331066
"458","1996-4","1060","December 31, 1996","MONTRÉAL",2363,980,2.41122448979592,0.0744897959183674,1996,4,"3516176.5300000003",6.72036793329031
"459","1997-1","1060","March 31, 1997","MONTRÉAL",3267,1369,2.38641344046749,0.0650109569028488,1997,1,"3520386.07",9.28023215362854
"460","1997-2","1060","June 30, 1997","MONTRÉAL",5028,2833,1.77479703494529,0.0180021178962231,1997,2,"3524605.38",14.2654267865868
"461","1997-3","1060","September 30, 1997","MONTRÉAL",2371,1171,2.02476515798463,0.0256191289496157,1997,3,"3527222.79",6.72200238307034
"462","1997-4","1060","December 31, 1997","MONTRÉAL",2804,1254,2.23604465709729,0.0231259968102073,1997,4,"3532106.29",7.93860594721797
"463","1998-1","1060","March 31, 1998","MONTRÉAL",3293,1539,2.13970110461339,0.0532813515269656,1998,1,"3537644.21",9.30845445308363
"464","1998-2","1060","June 30, 1998","MONTRÉAL",5429,2947,1.84221241940957,0.0268069222938582,1998,2,"3543836.55",15.3195552994677
"465","1998-3","1060","September 30, 1998","MONTRÉAL",2791,1539,1.81351526965562,0.0142949967511371,1998,3,"3551212.73",7.85928698785668
"466","1998-4","1060","December 31, 1998","MONTRÉAL",3389,1714,1.97724620770128,0.0163360560093349,1998,4,"3558502.1700000004",9.52366989845056
"467","1999-1","1060","March 31, 1999","MONTRÉAL",4136,1857,2.22724824986537,0.0516962843295638,1999,1,"3566234.27",11.5976676989311
"468","1999-2","1060","June 30, 1999","MONTRÉAL",5737,3077,1.8644783880403,0.0220994475138122,1999,2,"3574409.03",16.0502056475613
"469","1999-3","1060","September 30, 1999","MONTRÉAL",3633,1764,2.05952380952381,0.0816326530612245,1999,3,"3584085.27",10.1364775844186
"470","1999-4","1060","December 31, 1999","MONTRÉAL",4462,1799,2.48026681489717,0.0650361311839911,1999,4,"3592721.83",12.4195532276987
"471","2000-1","1060","March 31, 2000","MONTRÉAL",5481,2361,2.32147395171537,0.0372723422278695,2000,1,"3601377.54",15.2191763821574
"472","2000-2","1060","June 30, 2000","MONTRÉAL",6903,3354,2.05813953488372,0.0166964818127609,2000,2,"3610052.3899999997",19.1216061548625
"473","2000-3","1060","September 30, 2000","MONTRÉAL",4955,2036,2.43369351669941,0.00491159135559921,2000,3,"3618154.56",13.6948267903735
"474","2000-4","1060","December 31, 2000","MONTRÉAL",5801,2280,2.54429824561404,0.0043859649122807,2000,4,"3627104.42",15.9934739347813
"475","2001-1","1060","March 31, 2001","MONTRÉAL",6739,2773,2.43021997836278,0.0140641904075009,2001,1,"3636310.13",18.532522692172
"476","2001-2","1060","June 30, 2001","MONTRÉAL",7928,3414,2.32220269478617,0.00439367311072056,2001,2,"3645771.72",21.7457389241036
"477","2001-3","1060","September 30, 2001","MONTRÉAL",5316,2256,2.3563829787234,0.00132978723404255,2001,3,"3657427.55",14.534806027805
"478","2001-4","1060","December 31, 2001","MONTRÉAL",5612,2473,2.26930853214719,0.00121310149615851,2001,4,"3666625.51",15.3056263441532
"479","2002-1","1060","March 31, 2002","MONTRÉAL",7576,3659,2.07051106859798,0.000819896146488112,2002,1,"3675303.98",20.6132609471938
"480","2002-2","1060","June 30, 2002","MONTRÉAL",10055,5066,1.98480063166206,0.125148045795499,2002,2,"3683462.96",27.2976818531657
"481","2002-3","1060","September 30, 2002","MONTRÉAL",8706,3824,2.27667364016736,0.152458158995816,2002,3,"3690033.91",23.5932791197575
"482","2002-4","1060","December 31, 2002","MONTRÉAL",10066,4074,2.47079037800687,0.193176239567992,2002,4,"3697581.32",27.2232011384134
"483","2003-1","1060","March 31, 2003","MONTRÉAL",11132,4614,2.41265713047247,0.093628088426528,2003,1,"3705036.66",30.0455866474476
"484","2003-2","1060","June 30, 2003","MONTRÉAL",12641,5456,2.31689882697947,0.0832111436950147,2003,2,"3712399.93",34.0507494837713
"485","2003-3","1060","September 30, 2003","MONTRÉAL",12471,4294,2.90428504890545,0.047973917093619,2003,3,"3719743.88",33.5265018300131
"486","2003-4","1060","December 31, 2003","MONTRÉAL",14092,4630,3.04362850971922,0.0140388768898488,2003,4,"3726893.8899999997",37.8116480262871
"487","2004-1","1060","March 31, 2004","MONTRÉAL",15799,5069,3.11678832116788,0.0122312093115013,2004,1,"3733922.71",42.3120702463603
"488","2004-2","1060","June 30, 2004","MONTRÉAL",20294,6369,3.18637148688962,0.0365834510912231,2004,2,"3740830.35",54.2499875729462
"489","2004-3","1060","September 30, 2004","MONTRÉAL",17128,5083,3.36966358449734,0.201652567381468,2004,3,"3746875.16",45.7127586818238
"490","2004-4","1060","December 31, 2004","MONTRÉAL",17852,4932,3.61962692619627,0.19566098945661,2004,4,"3753837.1",47.5566720782849
"491","2005-1","1060","March 31, 2005","MONTRÉAL",18087,4906,3.68671015083571,0.180799021606196,2005,1,"3760974.51",48.0912591986698
"492","2005-2","1060","June 30, 2005","MONTRÉAL",19082,5327,3.58212877792378,0.203867092171954,2005,2,"3768287.4000000004",50.6383881441739
"493","2005-3","1060","September 30, 2005","MONTRÉAL",16288,3965,4.10794451450189,0.243631778058008,2005,3,"3775710.31",43.1389027830369
"494","2005-4","1060","December 31, 2005","MONTRÉAL",17436,4091,4.26203862136397,0.239061354192129,2005,4,"3783400.33",46.0855275127599
"495","2006-1","1060","March 31, 2006","MONTRÉAL",18531,4308,4.30153203342618,0.228412256267409,2006,1,"3791292.0100000002",48.8777966749124
"496","2006-2","1060","June 30, 2006","MONTRÉAL",17901,4596,3.89490861618799,0.370974760661445,2006,2,"3799385.35",47.115515671502
"497","2006-3","1060","September 30, 2006","MONTRÉAL",15971,3517,4.54108615297128,0.375319874893375,2006,3,"3807320.9099999997",41.9481319739869
"498","2006-4","1060","December 31, 2006","MONTRÉAL",16107,3434,4.69044845661037,0.316831683168317,2006,4,"3815961.34",42.2095471229276
"499","2007-1","1060","March 31, 2007","MONTRÉAL",15544,3861,4.02590002590003,0.240870240870241,2007,1,"3824947.22",40.6384692544856
"500","2007-2","1060","June 30, 2007","MONTRÉAL",15378,4593,3.3481384715872,0.207489658175484,2007,2,"3834278.5300000003",40.1066325246852
"501","2007-3","1060","September 30, 2007","MONTRÉAL",14771,3761,3.92741292209519,0.192767880882744,2007,3,"3843325.75",38.4328598740297
"502","2007-4","1060","December 31, 2007","MONTRÉAL",15015,3858,3.89191290824261,0.149040953862105,2007,4,"3853599.75",38.9635690629262
"503","2008-1","1060","March 31, 2008","MONTRÉAL",16435,3861,4.25666925666926,0.135457135457135,2008,1,"3864471",42.5284599108131
"504","2008-2","1060","June 30, 2008","MONTRÉAL",17117,4445,3.85084364454443,0.111586051743532,2008,2,"3875939.5",44.1621960301496
"505","2008-3","1060","September 30, 2008","MONTRÉAL",13795,3423,4.0300905638329,0.108092316681274,2008,3,"3889824.47",35.4643252064276
"506","2008-4","1060","December 31, 2008","MONTRÉAL",13142,3148,4.17471410419314,0.159466327827192,2008,4,"3901759.78",33.68223760818
"507","2009-1","1060","March 31, 2009","MONTRÉAL",13693,2863,4.78274537198743,0.185819070904645,2009,1,"3913564.66",34.9885620645399
"508","2009-2","1060","June 30, 2009","MONTRÉAL",13961,3160,4.41803797468354,0.148417721518987,2009,2,"3925239.09",35.5672601843981
"509","2009-3","1060","September 30, 2009","MONTRÉAL",11568,3049,3.79403082978026,0.196129878648737,2009,3,"3937309.6599999997",29.3804678801921
"510","2009-4","1060","December 31, 2009","MONTRÉAL",12705,3435,3.69868995633188,0.17117903930131,2009,4,"3948512.59",32.1766733938665
"511","2010-1","1060","March 31, 2010","MONTRÉAL",14209,3833,3.70701800156535,0.231933211583616,2010,1,"3959374.47",35.8869819151003
"512","2010-2","1060","June 30, 2010","MONTRÉAL",15334,4210,3.64228028503563,0.268408551068884,2010,2,"3969895.2800000003",38.6257040009378
"513","2010-3","1060","September 30, 2010","MONTRÉAL",13838,3415,4.05212298682284,0.303953147877013,2010,3,"3979778",34.7707836969801
"514","2010-4","1060","December 31, 2010","MONTRÉAL",14779,3411,4.33274699501612,0.299032541776605,2010,4,"3989735.5",37.0425558285756
"515","2011-1","1060","March 31, 2011","MONTRÉAL",15547,3380,4.59970414201183,0.281952662721894,2011,1,"3999470.75",38.8726433366215
"516","2011-2","1060","June 30, 2011","MONTRÉAL",16842,3769,4.46855929954895,0.280445741576015,2011,2,"4008983.75",42.0106467131477
"517","2011-3","1060","September 30, 2011","MONTRÉAL",16033,3014,5.31950895819509,0.351360318513603,2011,3,"4018107.31",39.9018711125463
"518","2011-4","1060","December 31, 2011","MONTRÉAL",17606,3094,5.69036845507434,0.394957983193277,2011,4,"4027242.69",43.7172560861983
"519","2012-1","1060","March 31, 2012","MONTRÉAL",17548,3011,5.82796413151777,0.433078711391564,2012,1,"4036222.69",43.4762929297144
"520","2012-2","1060","June 30, 2012","MONTRÉAL",19104,3317,5.75942116370214,0.537835393427796,2012,2,"4045047.31",47.228125003067
"521","2012-3","1060","September 30, 2012","MONTRÉAL",18814,2887,6.51679944579148,0.742639418081053,2012,3,"4054501.25",46.4027480568664
"522","2012-4","1060","December 31, 2012","MONTRÉAL",19022,2853,6.66736768314055,0.841570276901507,2012,4,"4062701.25",46.8210651718484
"523","2013-1","1060","March 31, 2013","MONTRÉAL",18029,2616,6.89181957186544,0.896788990825688,2013,1,"4070432",44.2925959701575
"524","2013-2","1060","June 30, 2013","MONTRÉAL",18166,2886,6.29452529452529,0.844767844767845,2013,2,"4077693.5",44.5496945761127
"525","2013-3","1060","September 30, 2013","MONTRÉAL",16823,2341,7.18624519436138,0.884237505339598,2013,3,"4085024.81",41.1821244238661
"526","2013-4","1060","December 31, 2013","MONTRÉAL",16929,2348,7.20996592844974,0.896933560477002,2013,4,"4091132.19",41.3797433419036
"527","2014-1","1060","March 31, 2014","MONTRÉAL",17402,2188,7.95338208409506,1.01416819012797,2014,1,"4096554.69",42.4795988748291
"528","2014-2","1060","June 30, 2014","MONTRÉAL",18064,2484,7.27214170692432,0.890499194847021,2014,2,"4101292.3099999996",44.0446538179084
"529","2014-3","1060","September 30, 2014","MONTRÉAL",15676,2011,7.79512680258578,0.937841869716559,2014,3,"4101366.94",38.2214033255947
"530","2014-4","1060","December 31, 2014","MONTRÉAL",16695,2035,8.2039312039312,1.24226044226044,2014,4,"4106326.0600000005",40.6567811616986
"531","2015-1","1060","March 31, 2015","MONTRÉAL",15470,1664,9.296875,1.38161057692308,2015,1,"4112191.56",37.619842787674
"532","2015-2","1060","June 30, 2015","MONTRÉAL",17351,2000,8.6755,1.1945,2015,2,"4118963.4400000004",42.1246759111802
"533","2015-3","1060","September 30, 2015","MONTRÉAL",19286,1814,10.6317530319735,1.31863285556781,2015,3,"4125459.3400000003",46.7487336816171
"534","2015-4","1060","December 31, 2015","MONTRÉAL",20234,1720,11.7639534883721,1.43895348837209,2015,4,"4134516.91",48.9392121025332
"535","2016-1","1060","March 31, 2016","MONTRÉAL",20114,1629,12.3474524248005,1.50767341927563,2016,1,"4144953.78",48.5264759695342
"536","2016-2","1060","June 30, 2016","MONTRÉAL",19038,1971,9.65905631659056,1.21613394216134,2016,2,"4156769.97",45.7999844528323
"537","2016-3","1060","September 30, 2016","MONTRÉAL",19724,1826,10.8017524644031,1.29627601314348,2016,3,"4170467.3400000003",47.2944598098687
"538","2016-4","1060","December 31, 2016","MONTRÉAL",19022,1874,10.1504802561366,1.30896478121665,2016,4,"4184841.41",45.4545301395304
"539","2017-1","1060","March 31, 2017","MONTRÉAL",21562,1903,11.3305307409354,1.50026274303731,2017,1,"4200394.03",51.3332793209403
"540","2017-2","1060","June 30, 2017","MONTRÉAL",21922,2313,9.4777345438824,1.20536100302637,2017,2,"4217125.22",51.9832797376598
"541","2017-3","1060","September 30, 2017","MONTRÉAL",20403,2093,9.7482083134257,1.18155757286192,2017,3,"4238321.53",48.1393397258372
"542","2017-4","1060","December 31, 2017","MONTRÉAL",23440,2204,10.6352087114338,1.34845735027223,2017,4,"4256095.22",55.0739557936864
"543","2018-1","1060","March 31, 2018","MONTRÉAL",24350,2061,11.8146530810286,1.49539058709364,2018,1,"4273732.84",56.9759526662411
"544","2018-2","1060","June 30, 2018","MONTRÉAL",26185,2421,10.8157786038827,1.31144155307724,2018,2,"4291234.41",61.0197381410353
"545","2018-3","1060","September 30, 2018","MONTRÉAL",24472,2162,11.3191489361702,1.35753931544866,2018,3,"4314085.22",56.7258149805395
"546","2018-4","1060","December 31, 2018","MONTRÉAL",26607,2236,11.899373881932,1.46109123434705,2018,4,"4329120.53",61.4605202502874
"547","2019-1","1060","March 31, 2019","MONTRÉAL",28214,2055,13.7294403892944,1.64136253041363,2019,1,"4341825.66",64.9818813775217
"548","2019-2","1060","June 30, 2019","MONTRÉAL",30301,2365,12.8122621564482,1.46892177589852,2019,2,"4352200.590000001",69.622250568189
"549","2019-3","1060","September 30, 2019","MONTRÉAL",27558,2113,13.0421202082347,1.47373402744912,2019,3,"4363486.13",63.1559243663735
"550","2019-4","1060","December 31, 2019","MONTRÉAL",28904,2180,13.2587155963303,1.4743119266055,2019,4,"4367904.38",66.1736097803496
"551","2020-1","1060","March 31, 2020","MONTRÉAL",29110,1962,14.8369011213048,1.62945973496432,2020,1,"4368696.13",66.6331535400243
"552","2020-2","1060","June 30, 2020","MONTRÉAL",30947,2137,14.4815161441273,1.52784277023865,2020,2,"4365861.38",70.8840645783399
"553","2020-3","1060","September 30, 2020","MONTRÉAL",30549,2183,13.99404489235,1.43243243243243,2020,3,"4357573.3",70.1055332792681
"554","2020-4","1060","December 31, 2020","MONTRÉAL",31585,2333,13.5383626232319,1.40548649807115,2020,4,"4349315.38",72.620624720022
"555","2021-1","1060","March 31, 2021","MONTRÉAL",36171,2413,14.9900538748446,1.5093244923332,2021,1,"4342744.2",83.2906529470467
"556","2021-2","1060","June 30, 2021","MONTRÉAL",38296,2745,13.9511839708561,1.38542805100182,2021,2,"4340016.38",88.2392983042152
"557","2021-3","1060","September 30, 2021","MONTRÉAL",38240,2591,14.7587803936704,1.47896565032806,2021,3,"4342538.48",88.0590930307657
"558","2021-4","1060","December 31, 2021","MONTRÉAL",40781,2491,16.3713368125251,1.64391810517864,2021,4,"4342217.13",93.9174591667644
"559","2022-1","1060","March 31, 2022","MONTRÉAL",40964,2297,17.8336961253809,1.75925119721376,2022,1,"4357208.89",94.0143129102998
"560","2022-2","1060","June 30, 2022","MONTRÉAL",43474,2559,16.988667448222,1.66783899960922,2022,2,"4378170.38",99.2971863283219
"561","2022-3","1060","September 30, 2022","MONTRÉAL",42550,2353,18.0832979175521,1.77263068423289,2022,3,"4387156.699999999",96.9876457797826
"562","2022-4","1060","December 31, 2022","MONTRÉAL",38826,1920,20.221875,1.98020833333333,2022,4,"4395660.53",88.3280220003704
"563","2023-1","1060","March 31, 2023","MONTRÉAL",36756,1619,22.7029030265596,2.23594811612106,2023,1,"4424935",83.0656269527123
"564","2023-2","1060","June 30, 2023","MONTRÉAL",34043,1556,21.8785347043702,2.1401028277635,2023,2,"4435375",76.7533748555646
"565","1988-2","0580","June 30, 1988",NA,1546,560,2.76071428571429,0,1988,2,"323830.609",47.7410089421164
"566","1988-2","1490","June 30, 1988","REGINA",568,390,1.45641025641026,0.0102564102564103,1988,2,"196029.74800000002",28.9751941118651
"567","1988-3","0580","September 30, 1988",NA,1685,592,2.84628378378378,0,1988,3,"325561.151",51.75678961769
"568","1988-3","1490","September 30, 1988","REGINA",728,389,1.87146529562982,0.0231362467866324,1988,3,"195669.17799999999",37.20565535365
"569","1988-4","0580","December 31, 1988",NA,1371,520,2.63653846153846,0,1988,4,"326937.956",41.9345620427137
"570","1988-4","1490","December 31, 1988","REGINA",612,257,2.38132295719844,0.0350194552529183,1988,4,"195585.119",31.2907241168997
"571","1989-1","0580","March 31, 1989",NA,1161,366,3.17213114754098,0,1989,1,"328282.119",35.3659225649144
"572","1989-1","1490","March 31, 1989","REGINA",506,245,2.06530612244898,0.036734693877551,1989,1,"195512.96099999998",25.8806371409822
"573","1989-2","0580","June 30, 1989",NA,1331,486,2.73868312757202,0,1989,2,"329593.642",40.3830605445963
"574","1989-2","1490","June 30, 1989","REGINA",594,317,1.87381703470032,0.028391167192429,1989,2,"195452.703",30.3909841553841
"575","1989-3","0580","September 30, 1989",NA,1395,508,2.74606299212598,0,1989,3,"330878.62",42.1604756451172
"576","1989-3","1490","September 30, 1989","REGINA",397,227,1.7488986784141,0.013215859030837,1989,3,"195303.28600000002",20.3273589569814
"577","1989-4","0580","December 31, 1989",NA,1667,483,3.45134575569358,0,1989,4,"332122.421",50.1923355544852
"578","1989-4","1490","December 31, 1989","REGINA",298,158,1.88607594936709,0.0189873417721519,1989,4,"195307.253",15.2580099009431
"579","1990-1","0580","March 31, 1990",NA,1125,304,3.70065789473684,0.00986842105263158,1990,1,"333331.143",33.7502217727073
"580","1990-1","1490","March 31, 1990","REGINA",214,146,1.46575342465753,0,1990,1,"195363.544",10.9539372402049
"581","1990-2","0580","June 30, 1990",NA,1546,591,2.61590524534687,0.0050761421319797,1990,2,"334504.78500000003",46.2175750340911
"582","1990-2","1490","June 30, 1990","REGINA",381,206,1.8495145631068,0,1990,2,"195472.159",19.4912667844427
"583","1990-3","0580","September 30, 1990",NA,1313,610,2.15245901639344,0.00491803278688525,1990,3,"335854.85699999996",39.0942686292609
"584","1990-3","1490","September 30, 1990","REGINA",309,152,2.03289473684211,0,1990,3,"195721.25",15.7877593771754
"585","1990-4","0580","December 31, 1990",NA,1371,401,3.41895261845387,0.00748129675810474,1990,4,"336873.735",40.6977409503297
"586","1990-4","1490","December 31, 1990","REGINA",218,95,2.29473684210526,0.0842105263157895,1990,4,"195899.253",11.1281690288018
"587","1991-1","0580","March 31, 1991",NA,1447,270,5.35925925925926,0,1991,1,"337772.929",42.8394307466837
"588","1991-1","1490","March 31, 1991","REGINA",94,64,1.46875,0,1991,1,"196094.31900000002",4.79361158851318
"589","1991-2","0580","June 30, 1991",NA,1594,329,4.84498480243161,0,1991,2,"338552.439",47.0828095260008
"590","1991-2","1490","June 30, 1991","REGINA",128,89,1.43820224719101,0.0561797752808989,1991,2,"196306.449",6.52041747237759
"591","1991-3","0580","September 30, 1991",NA,1820,440,4.13636363636364,0,1991,3,"338863.968",53.7088676244268
"592","1991-3","1490","September 30, 1991","REGINA",117,82,1.42682926829268,0.0609756097560976,1991,3,"196524.938",5.95344291623692
"593","1991-4","0580","December 31, 1991",NA,1595,301,5.29900332225914,0,1991,4,"339543.428",46.9748452913658
"594","1991-4","1490","December 31, 1991","REGINA",112,79,1.41772151898734,0.0379746835443038,1991,4,"196775.47699999998",5.69176615437705
"595","1992-1","0580","March 31, 1992",NA,1528,231,6.61471861471861,0,1992,1,"340242.523",44.9091426470524
"596","1992-1","1490","March 31, 1992","REGINA",180,146,1.23287671232877,0.0205479452054795,1992,1,"197047.361",9.13485971527424
"597","1992-2","0580","June 30, 1992",NA,1328,434,3.05990783410138,0,1992,2,"340961.253",38.9487071717208
"598","1992-2","1490","June 30, 1992","REGINA",331,270,1.22592592592593,0.0111111111111111,1992,2,"197340.59",16.7730318430689
"599","1992-3","0580","September 30, 1992",NA,1452,574,2.52961672473868,0,1992,3,"341790.28699999995",42.4821902560385
"600","1992-3","1490","September 30, 1992","REGINA",353,287,1.22996515679443,0.0104529616724739,1992,3,"197816.04100000003",17.844862237436
