"","reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time"
"1","2006-1","1060","H1A","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"2","2006-1","1060","H1B","March 31, 2006","MONTRÉAL",6,NA,NA,1,6,0,0
"3","2006-1","1060","H1C","March 31, 2006","MONTRÉAL",9,NA,NA,5,1.8,0,0
"4","2006-1","1060","H1E","March 31, 2006","MONTRÉAL",13,NA,NA,4,3.25,0,0
"5","2006-1","1060","H1H","March 31, 2006","MONTRÉAL",12,NA,NA,2,6,0,0
"6","2006-1","1060","H1K","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"7","2006-1","1060","H1L","March 31, 2006","MONTRÉAL",11,NA,NA,2,5.5,0,0
"8","2006-1","1060","H1N","March 31, 2006","MONTRÉAL",8,NA,NA,2,4,0,0
"9","2006-1","1060","H1R","March 31, 2006","MONTRÉAL",30,NA,NA,10,3,0,0
"10","2006-1","1060","H1V","March 31, 2006","MONTRÉAL",47,NA,NA,6,7.83333333333333,0,0
"11","2006-1","1060","H1W","March 31, 2006","MONTRÉAL",36,NA,NA,4,9,0,0
"12","2006-1","1060","H1X","March 31, 2006","MONTRÉAL",3,NA,NA,1,3,0,0
"13","2006-1","1060","H2B","March 31, 2006","MONTRÉAL",4,NA,NA,1,4,0,0
"14","2006-1","1060","H2K","March 31, 2006","MONTRÉAL",16,NA,NA,2,8,0,0
"15","2006-1","1060","H2L","March 31, 2006","MONTRÉAL",84,NA,NA,1,84,8,22
"16","2006-1","1060","H2R","March 31, 2006","MONTRÉAL",53,NA,NA,1,53,0,0
"17","2006-1","1060","H2S","March 31, 2006","MONTRÉAL",18,NA,NA,3,6,0,0
"18","2006-1","1060","H2W","March 31, 2006","MONTRÉAL",18,NA,NA,3,6,0,0
"19","2006-1","1060","H2Y","March 31, 2006","MONTRÉAL",414,NA,NA,1,414,21,0
"20","2006-1","1060","H3C","March 31, 2006","MONTRÉAL",57,NA,NA,1,57,0,0
"21","2006-1","1060","H3K","March 31, 2006","MONTRÉAL",18,NA,NA,2,9,0,0
"22","2006-1","1060","H3P","March 31, 2006","MONTRÉAL",4,NA,NA,1,4,0,0
"23","2006-1","1060","H3X","March 31, 2006","MONTRÉAL",24,NA,NA,1,24,0,0
"24","2006-1","1060","H4A","March 31, 2006","MONTRÉAL",10,NA,NA,1,10,0,0
"25","2006-1","1060","H4B","March 31, 2006","MONTRÉAL",84,NA,NA,18,4.66666666666667,0,0
"26","2006-1","1060","H4C","March 31, 2006","MONTRÉAL",8,NA,NA,1,8,0,0
"27","2006-1","1060","H4E","March 31, 2006","MONTRÉAL",55,NA,NA,8,6.875,0,0
"28","2006-1","1060","H4G","March 31, 2006","MONTRÉAL",27,NA,NA,3,9,0,0
"29","2006-1","1060","H4K","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"30","2006-1","1060","H4M","March 31, 2006","MONTRÉAL",107,NA,NA,2,53.5,0,0
"31","2006-1","1060","H4N","March 31, 2006","MONTRÉAL",5,NA,NA,3,1.66666666666667,0,0
"32","2006-1","1060","H4V","March 31, 2006","MONTRÉAL",24,NA,NA,8,3,0,0
"33","2006-1","1060","H4W","March 31, 2006","MONTRÉAL",2,NA,NA,2,1,0,0
"34","2006-1","1060","H7A","March 31, 2006","MONTRÉAL",36,NA,NA,31,1.16129032258065,0,0
"35","2006-1","1060","H7B","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"36","2006-1","1060","H7C","March 31, 2006","MONTRÉAL",9,NA,NA,3,3,0,0
"37","2006-1","1060","H7E","March 31, 2006","MONTRÉAL",28,NA,NA,21,1.33333333333333,0.142857142857143,0
"38","2006-1","1060","H7G","March 31, 2006","MONTRÉAL",45,NA,NA,4,11.25,1.5,0
"39","2006-1","1060","H7H","March 31, 2006","MONTRÉAL",3,NA,NA,2,1.5,0,0
"40","2006-1","1060","H7K","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"41","2006-1","1060","H7L","March 31, 2006","MONTRÉAL",32,NA,NA,27,1.18518518518519,0,0
"42","2006-1","1060","H7M","March 31, 2006","MONTRÉAL",15,NA,NA,14,1.07142857142857,0,0
"43","2006-1","1060","H7N","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"44","2006-1","1060","H7P","March 31, 2006","MONTRÉAL",25,NA,NA,15,1.66666666666667,0,0
"45","2006-1","1060","H7R","March 31, 2006","MONTRÉAL",19,NA,NA,4,4.75,0,0
"46","2006-1","1060","H7T","March 31, 2006","MONTRÉAL",37,NA,NA,14,2.64285714285714,0,0
"47","2006-1","1060","H7V","March 31, 2006","MONTRÉAL",204,NA,NA,1,204,16,0
"48","2006-1","1060","H7X","March 31, 2006","MONTRÉAL",10,NA,NA,10,1,0,0
"49","2006-1","1060","H8P","March 31, 2006","MONTRÉAL",6,NA,NA,1,6,0,0
"50","2006-1","1060","H8S","March 31, 2006","MONTRÉAL",16,NA,NA,3,5.33333333333333,0,0
"51","2006-1","1060","H8Y","March 31, 2006","MONTRÉAL",3,NA,NA,3,1,0,0
"52","2006-1","1060","H8Z","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"53","2006-1","1060","H9A","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"54","2006-1","1060","H9B","March 31, 2006","MONTRÉAL",4,NA,NA,1,4,0,0
"55","2006-1","1060","H9C","March 31, 2006","MONTRÉAL",8,NA,NA,8,1,0,0
"56","2006-1","1060","H9G","March 31, 2006","MONTRÉAL",82,NA,NA,2,41,0,0
"57","2006-1","1060","H9J","March 31, 2006","MONTRÉAL",7,NA,NA,3,2.33333333333333,0,0
"58","2006-1","1060","H9K","March 31, 2006","MONTRÉAL",13,NA,NA,13,1,0,0
"59","2006-1","1060","H9R","March 31, 2006","MONTRÉAL",132,NA,NA,2,66,0,0
"60","2006-1","1060","H9S","March 31, 2006","MONTRÉAL",3,NA,NA,3,1,0,0
"61","2006-1","1060","H9W","March 31, 2006","MONTRÉAL",4,NA,NA,4,1,0,0
"62","2006-1","1060","H9X","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"63","2006-1","1060","J0L","March 31, 2006","MONTRÉAL",58,NA,NA,30,1.93333333333333,0,0
"64","2006-1","1060","J0N","March 31, 2006","MONTRÉAL",79,NA,NA,59,1.33898305084746,0,0
"65","2006-1","1060","J0P","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"66","2006-1","1060","J3G","March 31, 2006","MONTRÉAL",111,NA,NA,18,6.16666666666667,0,0
"67","2006-1","1060","J3H","March 31, 2006","MONTRÉAL",27,NA,NA,19,1.42105263157895,0,0
"68","2006-1","1060","J3L","March 31, 2006","MONTRÉAL",56,NA,NA,42,1.33333333333333,0,0
"69","2006-1","1060","J3N","March 31, 2006","MONTRÉAL",16,NA,NA,11,1.45454545454545,0,0
"70","2006-1","1060","J3V","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"71","2006-1","1060","J3X","March 31, 2006","MONTRÉAL",2,NA,NA,2,1,0,0
"72","2006-1","1060","J3Y","March 31, 2006","MONTRÉAL",44,NA,NA,19,2.31578947368421,0,0
"73","2006-1","1060","J4M","March 31, 2006","MONTRÉAL",3,NA,NA,3,1,0,0
"74","2006-1","1060","J4N","March 31, 2006","MONTRÉAL",15,NA,NA,10,1.5,0,0
"75","2006-1","1060","J4T","March 31, 2006","MONTRÉAL",7,NA,NA,3,2.33333333333333,0,0
"76","2006-1","1060","J4V","March 31, 2006","MONTRÉAL",2,NA,NA,2,1,0,0
"77","2006-1","1060","J4X","March 31, 2006","MONTRÉAL",162,NA,NA,4,40.5,0,0
"78","2006-1","1060","J5B","March 31, 2006","MONTRÉAL",17,NA,NA,15,1.13333333333333,0,0
"79","2006-1","1060","J5C","March 31, 2006","MONTRÉAL",4,NA,NA,1,4,0,0
"80","2006-1","1060","J5L","March 31, 2006","MONTRÉAL",59,NA,NA,30,1.96666666666667,0.2,0
"81","2006-1","1060","J5R","March 31, 2006","MONTRÉAL",55,NA,NA,38,1.44736842105263,0,0
"82","2006-1","1060","J5T","March 31, 2006","MONTRÉAL",26,NA,NA,23,1.1304347826087,0,0
"83","2006-1","1060","J5W","March 31, 2006","MONTRÉAL",83,NA,NA,55,1.50909090909091,0,0
"84","2006-1","1060","J5Y","March 31, 2006","MONTRÉAL",63,NA,NA,56,1.125,0,0
"85","2006-1","1060","J5Z","March 31, 2006","MONTRÉAL",95,NA,NA,38,2.5,0,0
"86","2006-1","1060","J6A","March 31, 2006","MONTRÉAL",2,NA,NA,2,1,0,0
"87","2006-1","1060","J6J","March 31, 2006","MONTRÉAL",9,NA,NA,9,1,0,0
"88","2006-1","1060","J6K","March 31, 2006","MONTRÉAL",52,NA,NA,10,5.2,0,0
"89","2006-1","1060","J6N","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"90","2006-1","1060","J6R","March 31, 2006","MONTRÉAL",13,NA,NA,8,1.625,0,0
"91","2006-1","1060","J6W","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"92","2006-1","1060","J6X","March 31, 2006","MONTRÉAL",20,NA,NA,16,1.25,0.125,0
"93","2006-1","1060","J6Y","March 31, 2006","MONTRÉAL",55,NA,NA,46,1.19565217391304,0.0652173913043478,0
"94","2006-1","1060","J6Z","March 31, 2006","MONTRÉAL",1,NA,NA,1,1,0,0
"95","2006-1","1060","J7A","March 31, 2006","MONTRÉAL",3,NA,NA,3,1,0,0
"96","2006-1","1060","J7C","March 31, 2006","MONTRÉAL",53,NA,NA,33,1.60606060606061,0,0
"97","2006-1","1060","J7E","March 31, 2006","MONTRÉAL",43,NA,NA,2,21.5,3.5,0
"98","2006-1","1060","J7J","March 31, 2006","MONTRÉAL",20,NA,NA,16,1.25,0.1875,0
"99","2006-1","1060","J7K","March 31, 2006","MONTRÉAL",15,NA,NA,15,1,0,0
"100","2006-1","1060","J7L","March 31, 2006","MONTRÉAL",11,NA,NA,11,1,0,0
"101","2006-1","1060","J7M","March 31, 2006","MONTRÉAL",97,NA,NA,69,1.40579710144928,0.0579710144927536,0
"102","2006-1","1060","J7R","March 31, 2006","MONTRÉAL",5,NA,NA,4,1.25,0,0
"103","2006-1","1060","J7T","March 31, 2006","MONTRÉAL",4,NA,NA,4,1,0,0
"104","2006-1","1060","J7V","March 31, 2006","MONTRÉAL",65,NA,NA,49,1.3265306122449,0,0
"105","2006-1","1060","J7Y","March 31, 2006","MONTRÉAL",39,NA,NA,23,1.69565217391304,0.217391304347826,0
"106","2006-1","1060","J7Z","March 31, 2006","MONTRÉAL",12,NA,NA,5,2.4,0,0
"107","2006-1","1060","nan","March 31, 2006","MONTRÉAL",1361,NA,NA,822,1.65571776155718,0.0194647201946472,0
"108","2006-1","1700","S7H","March 31, 2006","SASKATOON",1,NA,NA,1,1,0,0
"109","2006-1","1700","S7J","March 31, 2006","SASKATOON",36,NA,NA,4,9,0,0
"110","2006-1","1700","S7K","March 31, 2006","SASKATOON",2,NA,NA,2,1,0,0
"111","2006-1","1700","S7L","March 31, 2006","SASKATOON",30,NA,NA,28,1.07142857142857,0,0
"112","2006-1","1700","S7M","March 31, 2006","SASKATOON",4,NA,NA,4,1,0,0
"113","2006-1","1700","S7N","March 31, 2006","SASKATOON",2,NA,NA,2,1,0,0
"114","2006-1","1700","S7T","March 31, 2006","SASKATOON",31,NA,NA,31,1,0,0
"115","2006-1","1700","nan","March 31, 2006","SASKATOON",140,NA,NA,81,1.72839506172839,0,0.037037037037037
"116","2006-1","2410","V0N","March 31, 2006","VANCOUVER",4,NA,NA,4,1,0,0.25
"117","2006-1","2410","V1M","March 31, 2006","VANCOUVER",3,NA,NA,3,1,0,0.333333333333333
"118","2006-1","2410","V2Z","March 31, 2006","VANCOUVER",5,NA,NA,5,1,0,0.2
"119","2006-1","2410","V3A","March 31, 2006","VANCOUVER",90,NA,NA,6,15,2,0.333333333333333
"120","2006-1","2410","V3B","March 31, 2006","VANCOUVER",5,NA,NA,3,1.66666666666667,0.666666666666667,1.33333333333333
"121","2006-1","2410","V3C","March 31, 2006","VANCOUVER",32,NA,NA,7,4.57142857142857,0.571428571428571,0.857142857142857
"122","2006-1","2410","V3E","March 31, 2006","VANCOUVER",1,NA,NA,1,1,0,0
"123","2006-1","2410","V3H","March 31, 2006","VANCOUVER",36,NA,NA,24,1.5,0,1.16666666666667
"124","2006-1","2410","V3J","March 31, 2006","VANCOUVER",16,NA,NA,9,1.77777777777778,0.666666666666667,0.666666666666667
"125","2006-1","2410","V3K","March 31, 2006","VANCOUVER",176,NA,NA,12,14.6666666666667,2.33333333333333,1.75
"126","2006-1","2410","V3L","March 31, 2006","VANCOUVER",81,NA,NA,4,20.25,2.25,1
"127","2006-1","2410","V3M","March 31, 2006","VANCOUVER",14,NA,NA,14,1,0,0.142857142857143
"128","2006-1","2410","V3N","March 31, 2006","VANCOUVER",64,NA,NA,11,5.81818181818182,0.818181818181818,0.0909090909090909
"129","2006-1","2410","V3R","March 31, 2006","VANCOUVER",52,NA,NA,17,3.05882352941176,0.235294117647059,1.41176470588235
"130","2006-1","2410","V3S","March 31, 2006","VANCOUVER",251,NA,NA,229,1.09606986899563,0,0.943231441048035
"131","2006-1","2410","V3T","March 31, 2006","VANCOUVER",54,NA,NA,5,10.8,0.8,1.2
"132","2006-1","2410","V3V","March 31, 2006","VANCOUVER",17,NA,NA,17,1,0,0.588235294117647
"133","2006-1","2410","V3W","March 31, 2006","VANCOUVER",52,NA,NA,31,1.67741935483871,0,0.387096774193548
"134","2006-1","2410","V3X","March 31, 2006","VANCOUVER",10,NA,NA,10,1,0,0.3
"135","2006-1","2410","V3Y","March 31, 2006","VANCOUVER",271,NA,NA,5,54.2,2,1.8
"136","2006-1","2410","V4A","March 31, 2006","VANCOUVER",42,NA,NA,7,6,0.571428571428571,0.428571428571429
"137","2006-1","2410","V4B","March 31, 2006","VANCOUVER",3,NA,NA,2,1.5,1,2.5
"138","2006-1","2410","V4C","March 31, 2006","VANCOUVER",3,NA,NA,3,1,0,0.333333333333333
"139","2006-1","2410","V4K","March 31, 2006","VANCOUVER",21,NA,NA,20,1.05,0,0.55
"140","2006-1","2410","V4L","March 31, 2006","VANCOUVER",49,NA,NA,2,24.5,1.5,1
"141","2006-1","2410","V4M","March 31, 2006","VANCOUVER",7,NA,NA,7,1,0,0.142857142857143
"142","2006-1","2410","V4N","March 31, 2006","VANCOUVER",76,NA,NA,61,1.24590163934426,0,0.770491803278688
"143","2006-1","2410","V4W","March 31, 2006","VANCOUVER",5,NA,NA,5,1,0,0.4
"144","2006-1","2410","V5A","March 31, 2006","VANCOUVER",10,NA,NA,8,1.25,0,0.375
"145","2006-1","2410","V5B","March 31, 2006","VANCOUVER",19,NA,NA,13,1.46153846153846,0.461538461538462,0.692307692307692
"146","2006-1","2410","V5C","March 31, 2006","VANCOUVER",5,NA,NA,5,1,0,0
"147","2006-1","2410","V5E","March 31, 2006","VANCOUVER",6,NA,NA,4,1.5,0,0.5
"148","2006-1","2410","V5G","March 31, 2006","VANCOUVER",18,NA,NA,12,1.5,0,0
"149","2006-1","2410","V5H","March 31, 2006","VANCOUVER",33,NA,NA,3,11,1.66666666666667,2
"150","2006-1","2410","V5K","March 31, 2006","VANCOUVER",19,NA,NA,18,1.05555555555556,0.111111111111111,3.11111111111111
"151","2006-1","2410","V5L","March 31, 2006","VANCOUVER",9,NA,NA,6,1.5,0,2.66666666666667
"152","2006-1","2410","V5M","March 31, 2006","VANCOUVER",21,NA,NA,20,1.05,0.1,2.45
"153","2006-1","2410","V5N","March 31, 2006","VANCOUVER",114,NA,NA,19,6,0.210526315789474,2.73684210526316
"154","2006-1","2410","V5P","March 31, 2006","VANCOUVER",10,NA,NA,9,1.11111111111111,0.222222222222222,2.77777777777778
"155","2006-1","2410","V5R","March 31, 2006","VANCOUVER",34,NA,NA,24,1.41666666666667,0.166666666666667,2.41666666666667
"156","2006-1","2410","V5S","March 31, 2006","VANCOUVER",10,NA,NA,10,1,0,2.1
"157","2006-1","2410","V5T","March 31, 2006","VANCOUVER",3,NA,NA,2,1.5,0,0
"158","2006-1","2410","V5V","March 31, 2006","VANCOUVER",5,NA,NA,4,1.25,0.25,1.75
"159","2006-1","2410","V5W","March 31, 2006","VANCOUVER",16,NA,NA,14,1.14285714285714,0.285714285714286,1.21428571428571
"160","2006-1","2410","V5X","March 31, 2006","VANCOUVER",5,NA,NA,5,1,0,1.6
"161","2006-1","2410","V5Z","March 31, 2006","VANCOUVER",6,NA,NA,6,1,0,0
"162","2006-1","2410","V6H","March 31, 2006","VANCOUVER",1,NA,NA,1,1,0,0
"163","2006-1","2410","V6J","March 31, 2006","VANCOUVER",1,NA,NA,1,1,0,0
"164","2006-1","2410","V6K","March 31, 2006","VANCOUVER",78,NA,NA,2,39,7.5,4.5
"165","2006-1","2410","V6L","March 31, 2006","VANCOUVER",1,NA,NA,1,1,0,0
"166","2006-1","2410","V6M","March 31, 2006","VANCOUVER",3,NA,NA,3,1,0,0
"167","2006-1","2410","V6N","March 31, 2006","VANCOUVER",9,NA,NA,9,1,0,0.777777777777778
"168","2006-1","2410","V6P","March 31, 2006","VANCOUVER",18,NA,NA,17,1.05882352941176,0,1
"169","2006-1","2410","V6R","March 31, 2006","VANCOUVER",37,NA,NA,12,3.08333333333333,0.583333333333333,0.0833333333333333
"170","2006-1","2410","V6S","March 31, 2006","VANCOUVER",26,NA,NA,5,5.2,0.8,0.4
"171","2006-1","2410","V6V","March 31, 2006","VANCOUVER",13,NA,NA,13,1,0,1.30769230769231
"172","2006-1","2410","V6W","March 31, 2006","VANCOUVER",48,NA,NA,5,9.6,0.8,1.8
"173","2006-1","2410","V6X","March 31, 2006","VANCOUVER",249,NA,NA,3,83,10.6666666666667,2.33333333333333
"174","2006-1","2410","V6Y","March 31, 2006","VANCOUVER",146,NA,NA,29,5.03448275862069,0.137931034482759,3.6551724137931
"175","2006-1","2410","V7A","March 31, 2006","VANCOUVER",59,NA,NA,25,2.36,0,1.8
"176","2006-1","2410","V7C","March 31, 2006","VANCOUVER",28,NA,NA,26,1.07692307692308,0,0.769230769230769
"177","2006-1","2410","V7E","March 31, 2006","VANCOUVER",18,NA,NA,18,1,0,1.16666666666667
"178","2006-1","2410","V7K","March 31, 2006","VANCOUVER",14,NA,NA,3,4.66666666666667,0,0.333333333333333
"179","2006-1","2410","V7L","March 31, 2006","VANCOUVER",8,NA,NA,5,1.6,0,1.6
"180","2006-1","2410","V7N","March 31, 2006","VANCOUVER",50,NA,NA,2,25,2,1
"181","2006-1","2410","V7P","March 31, 2006","VANCOUVER",7,NA,NA,5,1.4,0,0
"182","2006-1","2410","V7R","March 31, 2006","VANCOUVER",5,NA,NA,5,1,0,0.6
"183","2006-1","2410","V7S","March 31, 2006","VANCOUVER",20,NA,NA,20,1,0,1.4
"184","2006-1","2410","V7T","March 31, 2006","VANCOUVER",4,NA,NA,4,1,0,0
"185","2006-1","2410","V7V","March 31, 2006","VANCOUVER",5,NA,NA,5,1,0,1.4
"186","2006-1","2410","V7W","March 31, 2006","VANCOUVER",1,NA,NA,1,1,0,0
"187","2006-1","2410","nan","March 31, 2006","VANCOUVER",2461,NA,NA,767,3.20860495436767,0.316818774445893,0.967405475880052
"188","2006-1","0340","T0B","March 31, 2006","EDMONTON",3,NA,NA,3,1,0,0
"189","2006-1","0340","T0C","March 31, 2006","EDMONTON",8,NA,NA,8,1,0,0.625
"190","2006-1","0340","T5A","March 31, 2006","EDMONTON",35,NA,NA,25,1.4,0,0.0416666666666667
"191","2006-1","0340","T5B","March 31, 2006","EDMONTON",6,NA,NA,2,3,0,0
"192","2006-1","0340","T5E","March 31, 2006","EDMONTON",12,NA,NA,12,1,0,0
"193","2006-1","0340","T5G","March 31, 2006","EDMONTON",3,NA,NA,3,1,0,0.666666666666667
"194","2006-1","0340","T5H","March 31, 2006","EDMONTON",91,NA,NA,4,22.75,0,1.5
"195","2006-1","0340","T5M","March 31, 2006","EDMONTON",3,NA,NA,3,1,0,0.333333333333333
"196","2006-1","0340","T5N","March 31, 2006","EDMONTON",6,NA,NA,5,1.2,0,0
"197","2006-1","0340","T5P","March 31, 2006","EDMONTON",3,NA,NA,2,1.5,0,0
"198","2006-1","0340","T5W","March 31, 2006","EDMONTON",1,NA,NA,1,1,0,0
"199","2006-1","0340","T5X","March 31, 2006","EDMONTON",4,NA,NA,2,2,0,39
"200","2006-1","0340","T5Y","March 31, 2006","EDMONTON",5,NA,NA,5,1,0,0.2
"201","2006-1","0340","T6C","March 31, 2006","EDMONTON",78,NA,NA,4,19.5,0,1
"202","2006-1","0340","T6E","March 31, 2006","EDMONTON",11,NA,NA,8,1.375,0,0.25
"203","2006-1","0340","T6G","March 31, 2006","EDMONTON",1,NA,NA,1,1,0,0
"204","2006-1","0340","T6H","March 31, 2006","EDMONTON",1,NA,NA,1,1,0,0
"205","2006-1","0340","T6J","March 31, 2006","EDMONTON",30,NA,NA,15,2,0,0
"206","2006-1","0340","T6M","March 31, 2006","EDMONTON",8,NA,NA,8,1,0,1.85714285714286
"207","2006-1","0340","T6R","March 31, 2006","EDMONTON",15,NA,NA,15,1,0,0.266666666666667
"208","2006-1","0340","T7Y","March 31, 2006","EDMONTON",1,NA,NA,1,1,0,2
"209","2006-1","0340","T7Z","March 31, 2006","EDMONTON",5,NA,NA,3,1.66666666666667,0,2
"210","2006-1","0340","T8A","March 31, 2006","EDMONTON",7,NA,NA,7,1,0,0.285714285714286
"211","2006-1","0340","T8B","March 31, 2006","EDMONTON",18,NA,NA,18,1,0,0.5
"212","2006-1","0340","T8G","March 31, 2006","EDMONTON",2,NA,NA,2,1,0,1
"213","2006-1","0340","T8N","March 31, 2006","EDMONTON",16,NA,NA,16,1,0,0.625
"214","2006-1","0340","T8R","March 31, 2006","EDMONTON",20,NA,NA,20,1,0,0.9
"215","2006-1","0340","T8T","March 31, 2006","EDMONTON",11,NA,NA,11,1,0,0.454545454545455
"216","2006-1","0340","T9E","March 31, 2006","EDMONTON",4,NA,NA,3,1.33333333333333,0,0.333333333333333
"217","2006-1","0340","T9G","March 31, 2006","EDMONTON",7,NA,NA,7,1,0,0.857142857142857
"218","2006-1","0340","nan","March 31, 2006","EDMONTON",2833,NA,NA,2084,1.35940499040307,0.000959692898272553,0.493266832917706
"219","2006-1","2680","R0A","March 31, 2006","WINNIPEG",14,NA,NA,14,1,0,0.857142857142857
"220","2006-1","2680","R0E","March 31, 2006","WINNIPEG",2,NA,NA,2,1,0,0
"221","2006-1","2680","R1A","March 31, 2006","WINNIPEG",8,NA,NA,8,1,0,1.25
"222","2006-1","2680","R2C","March 31, 2006","WINNIPEG",33,NA,NA,33,1,0,0.727272727272727
"223","2006-1","2680","R2G","March 31, 2006","WINNIPEG",37,NA,NA,14,2.64285714285714,0,0.538461538461538
"224","2006-1","2680","R2K","March 31, 2006","WINNIPEG",1,NA,NA,1,1,0,2
"225","2006-1","2680","R2L","March 31, 2006","WINNIPEG",1,NA,NA,1,1,0,0
"226","2006-1","2680","R2M","March 31, 2006","WINNIPEG",3,NA,NA,3,1,0,0.666666666666667
"227","2006-1","2680","R2N","March 31, 2006","WINNIPEG",120,NA,NA,49,2.44897959183673,0.0612244897959184,1.36734693877551
"228","2006-1","2680","R2P","March 31, 2006","WINNIPEG",13,NA,NA,13,1,0,0.615384615384615
"229","2006-1","2680","R2V","March 31, 2006","WINNIPEG",9,NA,NA,9,1,0,0.555555555555556
"230","2006-1","2680","R2W","March 31, 2006","WINNIPEG",7,NA,NA,7,1,0,0.142857142857143
"231","2006-1","2680","R2X","March 31, 2006","WINNIPEG",1,NA,NA,1,1,0,1
"232","2006-1","2680","R3A","March 31, 2006","WINNIPEG",16,NA,NA,2,8,0,0
"233","2006-1","2680","R3C","March 31, 2006","WINNIPEG",2,NA,NA,2,1,0,0.5
"234","2006-1","2680","R3E","March 31, 2006","WINNIPEG",21,NA,NA,7,3,0,0.142857142857143
"235","2006-1","2680","R3G","March 31, 2006","WINNIPEG",1,NA,NA,1,1,0,1
"236","2006-1","2680","R3L","March 31, 2006","WINNIPEG",1,NA,NA,1,1,0,5
"237","2006-1","2680","R3M","March 31, 2006","WINNIPEG",1,NA,NA,1,1,0,1
"238","2006-1","2680","R3P","March 31, 2006","WINNIPEG",1,NA,NA,1,1,0,1
"239","2006-1","2680","R3R","March 31, 2006","WINNIPEG",17,NA,NA,17,1,0,1.05882352941176
"240","2006-1","2680","R3T","March 31, 2006","WINNIPEG",10,NA,NA,10,1,0,1.5
"241","2006-1","2680","R3W","March 31, 2006","WINNIPEG",4,NA,NA,4,1,0,1.75
"242","2006-1","2680","R3Y","March 31, 2006","WINNIPEG",36,NA,NA,36,1,0,1.08333333333333
"243","2006-1","2680","R4A","March 31, 2006","WINNIPEG",11,NA,NA,11,1,0,0.727272727272727
"244","2006-1","2680","R5A","March 31, 2006","WINNIPEG",5,NA,NA,5,1,0,0.2
"245","2006-1","2680","nan","March 31, 2006","WINNIPEG",160,NA,NA,156,1.02564102564103,0,1.18831168831169
"246","2006-1","0140","T2C","March 31, 2006","CALGARY",159,NA,NA,61,2.60655737704918,0,0.524590163934426
"247","2006-1","0140","T2E","March 31, 2006","CALGARY",53,NA,NA,14,3.78571428571429,0,1.07142857142857
"248","2006-1","0140","T2G","March 31, 2006","CALGARY",370,NA,NA,6,61.6666666666667,0,2.33333333333333
"249","2006-1","0140","T2K","March 31, 2006","CALGARY",39,NA,NA,2,19.5,0,15.5
"250","2006-1","0140","T2L","March 31, 2006","CALGARY",2,NA,NA,2,1,0,0
"251","2006-1","0140","T2M","March 31, 2006","CALGARY",14,NA,NA,9,1.55555555555556,0,0.555555555555556
"252","2006-1","0140","T2N","March 31, 2006","CALGARY",37,NA,NA,28,1.32142857142857,0,0.571428571428571
"253","2006-1","0140","T2P","March 31, 2006","CALGARY",181,NA,NA,1,181,0,6
"254","2006-1","0140","T2S","March 31, 2006","CALGARY",9,NA,NA,9,1,0,1.44444444444444
"255","2006-1","0140","T2T","March 31, 2006","CALGARY",67,NA,NA,33,2.03030303030303,0,0.393939393939394
"256","2006-1","0140","T2V","March 31, 2006","CALGARY",7,NA,NA,6,1.16666666666667,0,1
"257","2006-1","0140","T2Y","March 31, 2006","CALGARY",23,NA,NA,21,1.0952380952381,0,2.23809523809524
"258","2006-1","0140","T3B","March 31, 2006","CALGARY",3,NA,NA,2,1.5,0,2
"259","2006-1","0140","T3C","March 31, 2006","CALGARY",7,NA,NA,4,1.75,0,1
"260","2006-1","0140","T3E","March 31, 2006","CALGARY",64,NA,NA,34,1.88235294117647,0,0.676470588235294
"261","2006-1","0140","nan","March 31, 2006","CALGARY",2809,NA,NA,2426,1.15787304204452,0,0.851607584501237
"262","2006-1","0610","L0R","March 31, 2006","HAMILTON",2,NA,NA,2,1,0,0.5
"263","2006-1","0610","L3M","March 31, 2006","HAMILTON",19,NA,NA,11,1.72727272727273,0,1.09090909090909
"264","2006-1","0610","L7L","March 31, 2006","HAMILTON",18,NA,NA,18,1,0,0.0666666666666667
"265","2006-1","0610","L7N","March 31, 2006","HAMILTON",1,NA,NA,1,1,0,0
"266","2006-1","0610","L7R","March 31, 2006","HAMILTON",14,NA,NA,2,7,0,0.5
"267","2006-1","0610","L7T","March 31, 2006","HAMILTON",2,NA,NA,2,1,0,0.5
"268","2006-1","0610","L8E","March 31, 2006","HAMILTON",49,NA,NA,27,1.81481481481481,0,0.518518518518518
"269","2006-1","0610","L8G","March 31, 2006","HAMILTON",1,NA,NA,1,1,0,0
