"","reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_starts","starts_no_accsuite","starts_accsuite","num_structures","unitsperstructure","avgstorycount","avgpermit_to_start_time"
"9115","2010-2","1400","G3B","June 30, 2010","QUÉBEC",16,NA,NA,16,1,0,0.3125
"9116","2010-2","1400","G3E","June 30, 2010","QUÉBEC",3,NA,NA,1,3,0,0
"9117","2010-2","1400","G3G","June 30, 2010","QUÉBEC",8,NA,NA,5,1.6,0.4,0.2
"9118","2010-2","1400","G3J","June 30, 2010","QUÉBEC",27,NA,NA,13,2.07692307692308,0.230769230769231,0
"9119","2010-2","1400","G3K","June 30, 2010","QUÉBEC",123,NA,NA,78,1.57692307692308,0.0641025641025641,0.0512820512820513
"9120","2010-2","1400","G3N","June 30, 2010","QUÉBEC",59,NA,NA,43,1.37209302325581,0,0.27906976744186
"9121","2010-2","1400","G6C","June 30, 2010","QUÉBEC",12,NA,NA,7,1.71428571428571,0,0.428571428571429
"9122","2010-2","1400","G6K","June 30, 2010","QUÉBEC",35,NA,NA,31,1.12903225806452,0,0
"9123","2010-2","1400","G6V","June 30, 2010","QUÉBEC",63,NA,NA,38,1.65789473684211,0,0.513513513513513
"9124","2010-2","1400","G6W","June 30, 2010","QUÉBEC",11,NA,NA,6,1.83333333333333,0,0
"9125","2010-2","1400","G6Z","June 30, 2010","QUÉBEC",34,NA,NA,28,1.21428571428571,0,0.428571428571429
"9126","2010-2","1400","G7A","June 30, 2010","QUÉBEC",30,NA,NA,25,1.2,0,0
"9127","2010-2","1400","nan","June 30, 2010","QUÉBEC",376,NA,NA,165,2.27878787878788,0.0545454545454545,0.323170731707317
"9128","2010-2","2270","L0E","June 30, 2010","TORONTO",3,NA,NA,3,1,0,2
"9129","2010-2","2270","L0G","June 30, 2010","TORONTO",39,NA,NA,39,1,0,0.846153846153846
"9130","2010-2","2270","L0P","June 30, 2010","TORONTO",10,NA,NA,10,1,0,2.1
"9131","2010-2","2270","L1T","June 30, 2010","TORONTO",35,NA,NA,35,1,0,0
"9132","2010-2","2270","L1V","June 30, 2010","TORONTO",14,NA,NA,14,1,0,0.214285714285714
"9133","2010-2","2270","L1W","June 30, 2010","TORONTO",6,NA,NA,6,1,0,0
"9134","2010-2","2270","L1Y","June 30, 2010","TORONTO",2,NA,NA,2,1,0,0
"9135","2010-2","2270","L1Z","June 30, 2010","TORONTO",1,NA,NA,1,1,0,0
"9136","2010-2","2270","L3P","June 30, 2010","TORONTO",4,NA,NA,4,1,0,0
"9137","2010-2","2270","L3R","June 30, 2010","TORONTO",2,NA,NA,2,1,0,0
"9138","2010-2","2270","L3T","June 30, 2010","TORONTO",1,NA,NA,1,1,0,0
"9139","2010-2","2270","L3X","June 30, 2010","TORONTO",42,NA,NA,32,1.3125,0,2.5
"9140","2010-2","2270","L3Y","June 30, 2010","TORONTO",1,NA,NA,1,1,0,2
"9141","2010-2","2270","L3Z","June 30, 2010","TORONTO",211,NA,NA,194,1.08762886597938,0,1.52061855670103
"9142","2010-2","2270","L4A","June 30, 2010","TORONTO",17,NA,NA,17,1,0,1.52941176470588
"9143","2010-2","2270","L4G","June 30, 2010","TORONTO",18,NA,NA,18,1,0,1
"9144","2010-2","2270","L4L","June 30, 2010","TORONTO",124,NA,NA,20,6.2,0,3.6
"9145","2010-2","2270","L4P","June 30, 2010","TORONTO",15,NA,NA,15,1,0,1.33333333333333
"9146","2010-2","2270","L4S","June 30, 2010","TORONTO",14,NA,NA,11,1.27272727272727,0,2
"9147","2010-2","2270","L4T","June 30, 2010","TORONTO",2,NA,NA,2,1,0,6.5
"9148","2010-2","2270","L4Y","June 30, 2010","TORONTO",2,NA,NA,2,1,0,0
"9149","2010-2","2270","L5A","June 30, 2010","TORONTO",2,NA,NA,2,1,0,0
"9150","2010-2","2270","L5B","June 30, 2010","TORONTO",2,NA,NA,2,1,0,14
"9151","2010-2","2270","L5E","June 30, 2010","TORONTO",29,NA,NA,5,5.8,0,2
"9152","2010-2","2270","L5G","June 30, 2010","TORONTO",13,NA,NA,13,1,0,0.0769230769230769
"9153","2010-2","2270","L5H","June 30, 2010","TORONTO",6,NA,NA,6,1,0,1
"9154","2010-2","2270","L5J","June 30, 2010","TORONTO",6,NA,NA,4,1.5,0,2.75
"9155","2010-2","2270","L5L","June 30, 2010","TORONTO",10,NA,NA,10,1,0,0.2
"9156","2010-2","2270","L5M","June 30, 2010","TORONTO",14,NA,NA,3,4.66666666666667,0,0
"9157","2010-2","2270","L5N","June 30, 2010","TORONTO",6,NA,NA,6,1,0,1.5
"9158","2010-2","2270","L5R","June 30, 2010","TORONTO",34,NA,NA,17,2,0,13
"9159","2010-2","2270","L5T","June 30, 2010","TORONTO",1,NA,NA,1,1,0,0
"9160","2010-2","2270","L6C","June 30, 2010","TORONTO",3,NA,NA,3,1,0,0
"9161","2010-2","2270","L6H","June 30, 2010","TORONTO",2,NA,NA,2,1,0,1.5
"9162","2010-2","2270","L6J","June 30, 2010","TORONTO",13,NA,NA,13,1,0,0.0769230769230769
"9163","2010-2","2270","L6K","June 30, 2010","TORONTO",27,NA,NA,10,2.7,0,0.1
"9164","2010-2","2270","L6L","June 30, 2010","TORONTO",5,NA,NA,5,1,0,0
"9165","2010-2","2270","L6M","June 30, 2010","TORONTO",95,NA,NA,62,1.53225806451613,0,0.333333333333333
"9166","2010-2","2270","L6P","June 30, 2010","TORONTO",6,NA,NA,6,1,0,0
"9167","2010-2","2270","L6Y","June 30, 2010","TORONTO",52,NA,NA,8,6.5,0,5.75
"9168","2010-2","2270","L7A","June 30, 2010","TORONTO",1,NA,NA,1,1,0,30
"9169","2010-2","2270","L7C","June 30, 2010","TORONTO",96,NA,NA,82,1.17073170731707,0,1.08536585365854
"9170","2010-2","2270","L7E","June 30, 2010","TORONTO",3,NA,NA,3,1,0,0.333333333333333
"9171","2010-2","2270","L7G","June 30, 2010","TORONTO",17,NA,NA,17,1,0,2.05882352941176
"9172","2010-2","2270","L7J","June 30, 2010","TORONTO",4,NA,NA,4,1,0,1.75
"9173","2010-2","2270","L7K","June 30, 2010","TORONTO",16,NA,NA,11,1.45454545454545,0,0
"9174","2010-2","2270","L9N","June 30, 2010","TORONTO",39,NA,NA,13,3,0,1.84615384615385
"9175","2010-2","2270","L9P","June 30, 2010","TORONTO",20,NA,NA,20,1,0,0
"9176","2010-2","2270","L9R","June 30, 2010","TORONTO",9,NA,NA,9,1,0,0
"9177","2010-2","2270","L9T","June 30, 2010","TORONTO",49,NA,NA,12,4.08333333333333,0,3.41666666666667
"9178","2010-2","2270","L9W","June 30, 2010","TORONTO",39,NA,NA,33,1.18181818181818,0,0.242424242424242
"9179","2010-2","2270","M1B","June 30, 2010","TORONTO",1,NA,NA,1,1,0,0
"9180","2010-2","2270","M1C","June 30, 2010","TORONTO",16,NA,NA,16,1,0,0
"9181","2010-2","2270","M1E","June 30, 2010","TORONTO",50,NA,NA,10,5,0,0
"9182","2010-2","2270","M1L","June 30, 2010","TORONTO",37,NA,NA,11,3.36363636363636,0,0
"9183","2010-2","2270","M1M","June 30, 2010","TORONTO",50,NA,NA,22,2.27272727272727,0,0
"9184","2010-2","2270","M1N","June 30, 2010","TORONTO",12,NA,NA,12,1,0,0
"9185","2010-2","2270","M1R","June 30, 2010","TORONTO",1,NA,NA,1,1,0,0
"9186","2010-2","2270","M1W","June 30, 2010","TORONTO",2,NA,NA,2,1,0,0
"9187","2010-2","2270","M2L","June 30, 2010","TORONTO",2,NA,NA,2,1,0,0.5
"9188","2010-2","2270","M2M","June 30, 2010","TORONTO",9,NA,NA,9,1,0,1
"9189","2010-2","2270","M2N","June 30, 2010","TORONTO",33,NA,NA,18,1.83333333333333,0,0.944444444444444
"9190","2010-2","2270","M2P","June 30, 2010","TORONTO",9,NA,NA,9,1,0,0.75
"9191","2010-2","2270","M2R","June 30, 2010","TORONTO",1,NA,NA,1,1,0,0
"9192","2010-2","2270","M3A","June 30, 2010","TORONTO",1,NA,NA,1,1,0,0
"9193","2010-2","2270","M3B","June 30, 2010","TORONTO",5,NA,NA,5,1,0,0.4
"9194","2010-2","2270","M3C","June 30, 2010","TORONTO",2,NA,NA,2,1,0,2.5
"9195","2010-2","2270","M3H","June 30, 2010","TORONTO",11,NA,NA,11,1,0,6
"9196","2010-2","2270","M3J","June 30, 2010","TORONTO",530,NA,NA,2,265,0,NA
"9197","2010-2","2270","M3K","June 30, 2010","TORONTO",1,NA,NA,1,1,0,1
"9198","2010-2","2270","M3L","June 30, 2010","TORONTO",1,NA,NA,1,1,0,0
"9199","2010-2","2270","M4B","June 30, 2010","TORONTO",8,NA,NA,8,1,0,0.2
"9200","2010-2","2270","M4C","June 30, 2010","TORONTO",6,NA,NA,5,1.2,0,1.2
"9201","2010-2","2270","M4E","June 30, 2010","TORONTO",222,NA,NA,6,37,0,0
"9202","2010-2","2270","M4G","June 30, 2010","TORONTO",4,NA,NA,4,1,0,0.5
"9203","2010-2","2270","M4N","June 30, 2010","TORONTO",10,NA,NA,10,1,0,1.1
"9204","2010-2","2270","M4R","June 30, 2010","TORONTO",1,NA,NA,1,1,0,3
"9205","2010-2","2270","M4S","June 30, 2010","TORONTO",1,NA,NA,1,1,0,0
"9206","2010-2","2270","M4T","June 30, 2010","TORONTO",1,NA,NA,1,1,0,0
"9207","2010-2","2270","M4V","June 30, 2010","TORONTO",2,NA,NA,2,1,0,0
"9208","2010-2","2270","M4W","June 30, 2010","TORONTO",1,NA,NA,1,1,0,2
"9209","2010-2","2270","M5A","June 30, 2010","TORONTO",724,NA,NA,4,181,11.75,0
"9210","2010-2","2270","M5M","June 30, 2010","TORONTO",30,NA,NA,30,1,0,3.56666666666667
"9211","2010-2","2270","M5N","June 30, 2010","TORONTO",10,NA,NA,10,1,0,1.9
"9212","2010-2","2270","M5P","June 30, 2010","TORONTO",2,NA,NA,2,1,0,0
"9213","2010-2","2270","M5S","June 30, 2010","TORONTO",72,NA,NA,1,72,0,0
"9214","2010-2","2270","M5V","June 30, 2010","TORONTO",820,NA,NA,4,205,24,19.5
"9215","2010-2","2270","M6A","June 30, 2010","TORONTO",2,NA,NA,2,1,0,0.5
"9216","2010-2","2270","M6B","June 30, 2010","TORONTO",14,NA,NA,14,1,0,2.42857142857143
"9217","2010-2","2270","M6E","June 30, 2010","TORONTO",3,NA,NA,2,1.5,0,2
"9218","2010-2","2270","M6G","June 30, 2010","TORONTO",1,NA,NA,1,1,0,NA
"9219","2010-2","2270","M6J","June 30, 2010","TORONTO",295,NA,NA,3,98.3333333333333,9.33333333333333,0
"9220","2010-2","2270","M6L","June 30, 2010","TORONTO",3,NA,NA,3,1,0,0.333333333333333
"9221","2010-2","2270","M6M","June 30, 2010","TORONTO",4,NA,NA,4,1,0,1.25
"9222","2010-2","2270","M6N","June 30, 2010","TORONTO",1,NA,NA,1,1,0,3
"9223","2010-2","2270","M8W","June 30, 2010","TORONTO",190,NA,NA,4,47.5,0,0
"9224","2010-2","2270","M8X","June 30, 2010","TORONTO",1,NA,NA,1,1,0,0
"9225","2010-2","2270","M8Y","June 30, 2010","TORONTO",6,NA,NA,6,1,0,0
"9226","2010-2","2270","M8Z","June 30, 2010","TORONTO",2,NA,NA,2,1,0,0
"9227","2010-2","2270","M9A","June 30, 2010","TORONTO",6,NA,NA,6,1,0,1
"9228","2010-2","2270","M9B","June 30, 2010","TORONTO",8,NA,NA,8,1,0,1.625
"9229","2010-2","2270","M9N","June 30, 2010","TORONTO",1,NA,NA,1,1,0,0
"9230","2010-2","2270","M9P","June 30, 2010","TORONTO",4,NA,NA,4,1,0,1
"9231","2010-2","2270","M9R","June 30, 2010","TORONTO",1,NA,NA,1,1,0,1
"9232","2010-2","2270","M9W","June 30, 2010","TORONTO",1,NA,NA,1,1,0,0
"9233","2010-2","2270","nan","June 30, 2010","TORONTO",3549,NA,NA,1871,1.896846606093,0.0320684126135756,1.20860215053763
"9234","2010-2","2440","V8L","June 30, 2010","VICTORIA",12,NA,NA,10,1.2,0,0.2
"9235","2010-2","2440","V8N","June 30, 2010","VICTORIA",8,NA,NA,8,1,0,1.125
"9236","2010-2","2440","V8R","June 30, 2010","VICTORIA",6,NA,NA,5,1.2,0,0
"9237","2010-2","2440","V8S","June 30, 2010","VICTORIA",26,NA,NA,23,1.1304347826087,0,0.391304347826087
"9238","2010-2","2440","V8T","June 30, 2010","VICTORIA",22,NA,NA,9,2.44444444444444,0,0
"9239","2010-2","2440","V8V","June 30, 2010","VICTORIA",14,NA,NA,9,1.55555555555556,0,0.333333333333333
"9240","2010-2","2440","V8W","June 30, 2010","VICTORIA",31,NA,NA,2,15.5,0,3.5
"9241","2010-2","2440","V8X","June 30, 2010","VICTORIA",4,NA,NA,4,1,0,0.5
"9242","2010-2","2440","V8Y","June 30, 2010","VICTORIA",8,NA,NA,8,1,0,0.25
"9243","2010-2","2440","V8Z","June 30, 2010","VICTORIA",8,NA,NA,8,1,0,0
"9244","2010-2","2440","V9A","June 30, 2010","VICTORIA",8,NA,NA,8,1,0,0.25
"9245","2010-2","2440","V9B","June 30, 2010","VICTORIA",192,NA,NA,99,1.93939393939394,0.0404040404040404,0.545454545454545
"9246","2010-2","2440","V9C","June 30, 2010","VICTORIA",65,NA,NA,43,1.51162790697674,0,0.558139534883721
"9247","2010-2","2440","V9E","June 30, 2010","VICTORIA",8,NA,NA,8,1,0,1.125
"9248","2010-2","2440","nan","June 30, 2010","VICTORIA",106,NA,NA,95,1.11578947368421,0,0.263157894736842
"9249","2010-3","1060","H1A","September 30, 2010","MONTRÉAL",62,NA,NA,4,15.5,1,0
"9250","2010-3","1060","H1B","September 30, 2010","MONTRÉAL",2,NA,NA,1,2,0,0
"9251","2010-3","1060","H1C","September 30, 2010","MONTRÉAL",8,NA,NA,6,1.33333333333333,0,0
"9252","2010-3","1060","H1E","September 30, 2010","MONTRÉAL",6,NA,NA,5,1.2,0,0
"9253","2010-3","1060","H1G","September 30, 2010","MONTRÉAL",2,NA,NA,2,1,0,NA
"9254","2010-3","1060","H1H","September 30, 2010","MONTRÉAL",3,NA,NA,1,3,0,0
"9255","2010-3","1060","H1K","September 30, 2010","MONTRÉAL",100,NA,NA,11,9.09090909090909,0.727272727272727,0
"9256","2010-3","1060","H1L","September 30, 2010","MONTRÉAL",84,NA,NA,6,14,0.333333333333333,0
"9257","2010-3","1060","H1T","September 30, 2010","MONTRÉAL",44,NA,NA,4,11,1.5,0
"9258","2010-3","1060","H1W","September 30, 2010","MONTRÉAL",29,NA,NA,3,9.66666666666667,1.66666666666667,0
"9259","2010-3","1060","H1X","September 30, 2010","MONTRÉAL",12,NA,NA,1,12,3,0
"9260","2010-3","1060","H1Y","September 30, 2010","MONTRÉAL",36,NA,NA,1,36,0,0
"9261","2010-3","1060","H2A","September 30, 2010","MONTRÉAL",8,NA,NA,1,8,3,0
"9262","2010-3","1060","H2B","September 30, 2010","MONTRÉAL",10,NA,NA,4,2.5,0.5,0
"9263","2010-3","1060","H2G","September 30, 2010","MONTRÉAL",4,NA,NA,1,4,0,0
"9264","2010-3","1060","H2H","September 30, 2010","MONTRÉAL",6,NA,NA,2,3,0,0
"9265","2010-3","1060","H2J","September 30, 2010","MONTRÉAL",109,NA,NA,1,109,4,0
"9266","2010-3","1060","H2K","September 30, 2010","MONTRÉAL",36,NA,NA,3,12,2,0
"9267","2010-3","1060","H2L","September 30, 2010","MONTRÉAL",41,NA,NA,1,41,0,NA
"9268","2010-3","1060","H2M","September 30, 2010","MONTRÉAL",4,NA,NA,1,4,0,0
"9269","2010-3","1060","H2P","September 30, 2010","MONTRÉAL",2,NA,NA,1,2,0,0
"9270","2010-3","1060","H2R","September 30, 2010","MONTRÉAL",8,NA,NA,2,4,0,0
"9271","2010-3","1060","H2S","September 30, 2010","MONTRÉAL",57,NA,NA,6,9.5,3.16666666666667,0
"9272","2010-3","1060","H2W","September 30, 2010","MONTRÉAL",9,NA,NA,2,4.5,0,NA
"9273","2010-3","1060","H3B","September 30, 2010","MONTRÉAL",156,NA,NA,1,156,32,0
"9274","2010-3","1060","H3E","September 30, 2010","MONTRÉAL",163,NA,NA,1,163,7,NA
"9275","2010-3","1060","H3H","September 30, 2010","MONTRÉAL",1,NA,NA,1,1,0,NA
"9276","2010-3","1060","H3J","September 30, 2010","MONTRÉAL",4,NA,NA,1,4,0,NA
"9277","2010-3","1060","H3K","September 30, 2010","MONTRÉAL",40,NA,NA,10,4,2.6,0
"9278","2010-3","1060","H3L","September 30, 2010","MONTRÉAL",8,NA,NA,2,4,0,0
"9279","2010-3","1060","H3M","September 30, 2010","MONTRÉAL",3,NA,NA,1,3,0,0
"9280","2010-3","1060","H3X","September 30, 2010","MONTRÉAL",29,NA,NA,1,29,5,NA
"9281","2010-3","1060","H3Y","September 30, 2010","MONTRÉAL",1,NA,NA,1,1,0,NA
"9282","2010-3","1060","H4C","September 30, 2010","MONTRÉAL",11,NA,NA,2,5.5,1.5,0
"9283","2010-3","1060","H4E","September 30, 2010","MONTRÉAL",17,NA,NA,4,4.25,2.5,0
"9284","2010-3","1060","H4G","September 30, 2010","MONTRÉAL",46,NA,NA,2,23,1.5,0
"9285","2010-3","1060","H4K","September 30, 2010","MONTRÉAL",1,NA,NA,1,1,0,0
"9286","2010-3","1060","H4L","September 30, 2010","MONTRÉAL",19,NA,NA,1,19,0,0
"9287","2010-3","1060","H4M","September 30, 2010","MONTRÉAL",78,NA,NA,1,78,7,NA
"9288","2010-3","1060","H4N","September 30, 2010","MONTRÉAL",74,NA,NA,1,74,0,NA
"9289","2010-3","1060","H4V","September 30, 2010","MONTRÉAL",1,NA,NA,1,1,0,0
"9290","2010-3","1060","H7A","September 30, 2010","MONTRÉAL",69,NA,NA,31,2.2258064516129,0.0645161290322581,0
"9291","2010-3","1060","H7E","September 30, 2010","MONTRÉAL",10,NA,NA,5,2,0.6,0
"9292","2010-3","1060","H7G","September 30, 2010","MONTRÉAL",2,NA,NA,1,2,0,0
"9293","2010-3","1060","H7H","September 30, 2010","MONTRÉAL",10,NA,NA,5,2,0,0
"9294","2010-3","1060","H7K","September 30, 2010","MONTRÉAL",25,NA,NA,10,2.5,0,0
"9295","2010-3","1060","H7L","September 30, 2010","MONTRÉAL",25,NA,NA,11,2.27272727272727,0,0
"9296","2010-3","1060","H7M","September 30, 2010","MONTRÉAL",1,NA,NA,1,1,0,0
"9297","2010-3","1060","H7N","September 30, 2010","MONTRÉAL",30,NA,NA,1,30,0,NA
"9298","2010-3","1060","H7P","September 30, 2010","MONTRÉAL",17,NA,NA,2,8.5,1.5,0
"9299","2010-3","1060","H7R","September 30, 2010","MONTRÉAL",9,NA,NA,9,1,0,0
"9300","2010-3","1060","H7T","September 30, 2010","MONTRÉAL",9,NA,NA,3,3,0,0
"9301","2010-3","1060","H7X","September 30, 2010","MONTRÉAL",50,NA,NA,26,1.92307692307692,0.0769230769230769,0
"9302","2010-3","1060","H7Y","September 30, 2010","MONTRÉAL",3,NA,NA,3,1,0,NA
"9303","2010-3","1060","H8P","September 30, 2010","MONTRÉAL",3,NA,NA,2,1.5,0,NA
"9304","2010-3","1060","H8R","September 30, 2010","MONTRÉAL",14,NA,NA,4,3.5,0,0
"9305","2010-3","1060","H8S","September 30, 2010","MONTRÉAL",26,NA,NA,4,6.5,2.75,0
"9306","2010-3","1060","H8T","September 30, 2010","MONTRÉAL",8,NA,NA,1,8,0,0
"9307","2010-3","1060","H8Y","September 30, 2010","MONTRÉAL",2,NA,NA,2,1,0,0
"9308","2010-3","1060","H9A","September 30, 2010","MONTRÉAL",125,NA,NA,4,31.25,0,0
"9309","2010-3","1060","H9B","September 30, 2010","MONTRÉAL",12,NA,NA,1,12,0,NA
"9310","2010-3","1060","H9C","September 30, 2010","MONTRÉAL",3,NA,NA,3,1,0,NA
"9311","2010-3","1060","H9E","September 30, 2010","MONTRÉAL",21,NA,NA,14,1.5,0,NA
"9312","2010-3","1060","H9G","September 30, 2010","MONTRÉAL",53,NA,NA,2,26.5,0,NA
"9313","2010-3","1060","H9H","September 30, 2010","MONTRÉAL",18,NA,NA,3,6,0,0
"9314","2010-3","1060","H9J","September 30, 2010","MONTRÉAL",37,NA,NA,2,18.5,0,NA
"9315","2010-3","1060","H9K","September 30, 2010","MONTRÉAL",8,NA,NA,7,1.14285714285714,0,0
"9316","2010-3","1060","H9S","September 30, 2010","MONTRÉAL",63,NA,NA,3,21,0,0
"9317","2010-3","1060","H9W","September 30, 2010","MONTRÉAL",1,NA,NA,1,1,0,NA
"9318","2010-3","1060","H9X","September 30, 2010","MONTRÉAL",3,NA,NA,3,1,0,0
"9319","2010-3","1060","J0L","September 30, 2010","MONTRÉAL",52,NA,NA,38,1.36842105263158,0,0.5
"9320","2010-3","1060","J0N","September 30, 2010","MONTRÉAL",119,NA,NA,58,2.05172413793103,0,0.4
"9321","2010-3","1060","J0P","September 30, 2010","MONTRÉAL",46,NA,NA,40,1.15,0,0.0606060606060606
"9322","2010-3","1060","J3E","September 30, 2010","MONTRÉAL",12,NA,NA,3,4,0.666666666666667,0
"9323","2010-3","1060","J3G","September 30, 2010","MONTRÉAL",23,NA,NA,15,1.53333333333333,0.133333333333333,0
"9324","2010-3","1060","J3H","September 30, 2010","MONTRÉAL",43,NA,NA,24,1.79166666666667,0.333333333333333,0
"9325","2010-3","1060","J3L","September 30, 2010","MONTRÉAL",91,NA,NA,66,1.37878787878788,0,0
"9326","2010-3","1060","J3N","September 30, 2010","MONTRÉAL",20,NA,NA,6,3.33333333333333,1,0
"9327","2010-3","1060","J3X","September 30, 2010","MONTRÉAL",11,NA,NA,11,1,0,0
"9328","2010-3","1060","J3Y","September 30, 2010","MONTRÉAL",206,NA,NA,78,2.64102564102564,0.628205128205128,0
"9329","2010-3","1060","J4B","September 30, 2010","MONTRÉAL",10,NA,NA,5,2,0,NA
"9330","2010-3","1060","J4H","September 30, 2010","MONTRÉAL",1,NA,NA,1,1,0,0
"9331","2010-3","1060","J4J","September 30, 2010","MONTRÉAL",6,NA,NA,4,1.5,0.5,0
"9332","2010-3","1060","J4K","September 30, 2010","MONTRÉAL",26,NA,NA,6,4.33333333333333,2,0
"9333","2010-3","1060","J4L","September 30, 2010","MONTRÉAL",19,NA,NA,7,2.71428571428571,0,0
"9334","2010-3","1060","J4M","September 30, 2010","MONTRÉAL",27,NA,NA,12,2.25,0,0
"9335","2010-3","1060","J4T","September 30, 2010","MONTRÉAL",7,NA,NA,3,2.33333333333333,0,0
"9336","2010-3","1060","J4V","September 30, 2010","MONTRÉAL",4,NA,NA,2,2,0,0
"9337","2010-3","1060","J4W","September 30, 2010","MONTRÉAL",1,NA,NA,1,1,0,0
"9338","2010-3","1060","J4X","September 30, 2010","MONTRÉAL",1,NA,NA,1,1,0,0
"9339","2010-3","1060","J4Z","September 30, 2010","MONTRÉAL",11,NA,NA,6,1.83333333333333,0,0
"9340","2010-3","1060","J5A","September 30, 2010","MONTRÉAL",50,NA,NA,15,3.33333333333333,0.266666666666667,0
"9341","2010-3","1060","J5C","September 30, 2010","MONTRÉAL",23,NA,NA,6,3.83333333333333,0.5,0
"9342","2010-3","1060","J5L","September 30, 2010","MONTRÉAL",42,NA,NA,33,1.27272727272727,0.0303030303030303,0
"9343","2010-3","1060","J5R","September 30, 2010","MONTRÉAL",135,NA,NA,15,9,0.4,0
"9344","2010-3","1060","J5T","September 30, 2010","MONTRÉAL",15,NA,NA,12,1.25,0,0
"9345","2010-3","1060","J5W","September 30, 2010","MONTRÉAL",48,NA,NA,43,1.11627906976744,0,0
"9346","2010-3","1060","J5X","September 30, 2010","MONTRÉAL",23,NA,NA,20,1.15,0,0
"9347","2010-3","1060","J5Y","September 30, 2010","MONTRÉAL",91,NA,NA,64,1.421875,0,NA
"9348","2010-3","1060","J5Z","September 30, 2010","MONTRÉAL",13,NA,NA,6,2.16666666666667,0.333333333333333,0
"9349","2010-3","1060","J6A","September 30, 2010","MONTRÉAL",114,NA,NA,1,114,18,NA
"9350","2010-3","1060","J6J","September 30, 2010","MONTRÉAL",33,NA,NA,22,1.5,0.0909090909090909,0
"9351","2010-3","1060","J6K","September 30, 2010","MONTRÉAL",48,NA,NA,23,2.08695652173913,0.304347826086957,0
"9352","2010-3","1060","J6N","September 30, 2010","MONTRÉAL",19,NA,NA,13,1.46153846153846,0.0769230769230769,0
"9353","2010-3","1060","J6R","September 30, 2010","MONTRÉAL",34,NA,NA,25,1.36,0.16,0
"9354","2010-3","1060","J6W","September 30, 2010","MONTRÉAL",12,NA,NA,2,6,0,0
"9355","2010-3","1060","J6Y","September 30, 2010","MONTRÉAL",6,NA,NA,6,1,0,0
"9356","2010-3","1060","J6Z","September 30, 2010","MONTRÉAL",3,NA,NA,3,1,0,0
"9357","2010-3","1060","J7A","September 30, 2010","MONTRÉAL",6,NA,NA,6,1,0,NA
"9358","2010-3","1060","J7C","September 30, 2010","MONTRÉAL",159,NA,NA,55,2.89090909090909,0.327272727272727,0
"9359","2010-3","1060","J7G","September 30, 2010","MONTRÉAL",1,NA,NA,1,1,0,NA
"9360","2010-3","1060","J7H","September 30, 2010","MONTRÉAL",2,NA,NA,2,1,0,NA
"9361","2010-3","1060","J7J","September 30, 2010","MONTRÉAL",56,NA,NA,23,2.43478260869565,0,0
"9362","2010-3","1060","J7K","September 30, 2010","MONTRÉAL",72,NA,NA,13,5.53846153846154,0.461538461538462,0
"9363","2010-3","1060","J7L","September 30, 2010","MONTRÉAL",9,NA,NA,7,1.28571428571429,0,0
"9364","2010-3","1060","J7M","September 30, 2010","MONTRÉAL",18,NA,NA,13,1.38461538461538,0,0
"9365","2010-3","1060","J7P","September 30, 2010","MONTRÉAL",2,NA,NA,2,1,0,0
"9366","2010-3","1060","J7T","September 30, 2010","MONTRÉAL",29,NA,NA,15,1.93333333333333,0.266666666666667,NA
"9367","2010-3","1060","J7V","September 30, 2010","MONTRÉAL",104,NA,NA,58,1.79310344827586,0.0517241379310345,0
"9368","2010-3","1060","J7X","September 30, 2010","MONTRÉAL",14,NA,NA,8,1.75,0,0.75
"9369","2010-3","1060","J7Y","September 30, 2010","MONTRÉAL",18,NA,NA,3,6,0,0
"9370","2010-3","1060","J7Z","September 30, 2010","MONTRÉAL",39,NA,NA,26,1.5,0,0
"9371","2010-3","1060","nan","September 30, 2010","MONTRÉAL",1214,NA,NA,556,2.18345323741007,0.052158273381295,0
"9372","2010-3","1700","S0K","September 30, 2010","SASKATOON",38,NA,NA,38,1,0,0.157894736842105
"9373","2010-3","1700","S0L","September 30, 2010","SASKATOON",3,NA,NA,3,1,0,0
"9374","2010-3","1700","S7H","September 30, 2010","SASKATOON",36,NA,NA,5,7.2,0,0.6
"9375","2010-3","1700","S7J","September 30, 2010","SASKATOON",10,NA,NA,9,1.11111111111111,0,0.666666666666667
"9376","2010-3","1700","S7K","September 30, 2010","SASKATOON",2,NA,NA,2,1,0,0
"9377","2010-3","1700","S7L","September 30, 2010","SASKATOON",117,NA,NA,113,1.0353982300885,0,1.10619469026549
"9378","2010-3","1700","S7M","September 30, 2010","SASKATOON",59,NA,NA,14,4.21428571428571,0,2.64285714285714
"9379","2010-3","1700","S7N","September 30, 2010","SASKATOON",8,NA,NA,5,1.6,0,0.2
"9380","2010-3","1700","S7T","September 30, 2010","SASKATOON",121,NA,NA,74,1.63513513513514,0,0.878378378378378
"9381","2010-3","1700","S7V","September 30, 2010","SASKATOON",97,NA,NA,12,8.08333333333333,0,1.08333333333333
"9382","2010-3","1700","nan","September 30, 2010","SASKATOON",275,NA,NA,242,1.13636363636364,0,1.56198347107438
"9383","2010-3","2410","V0N","September 30, 2010","VANCOUVER",8,NA,NA,8,1,0,1.25
"9384","2010-3","2410","V1M","September 30, 2010","VANCOUVER",10,NA,NA,5,2,0,1
