"ref_yy","metcode","metro","avglengthofconstr_sfd","avglengthofconstr_semi","avglengthofconstr_row","avglengthofconstr_apt"
"1993","1060",NA,4.73111944295662,5.85813148788927,6.16517857142857,6.12280701754386
"1994","1060","MONTRÃAL",4.62619808306709,6.07817589576547,6.75,6.8099173553719
"1995","1060","MONTRÃAL",4.6892523364486,6.29365079365079,6.89719626168224,6.43684210526316
"1996","1060","MONTRÃAL",5.06091370558376,6.93798449612403,8.31707317073171,6.47204968944099
"1997","1060","MONTRÃAL",4.3597298956415,4.63207547169811,7.16393442622951,5.59863945578231
"1998","1060","MONTRÃAL",4.2299635701275,5.33152173913043,6.29655172413793,6
"1999","1060","MONTRÃAL",4.78849940921623,5.60663507109005,6.96478873239437,6.33644859813084
"2000","1060","MONTRÃAL",4.70043640897756,5.78421052631579,6.72222222222222,6.72602739726027
"2001","1060","MONTRÃAL",4.82954255047278,6.10087719298246,7.75925925925926,6.66490765171504
"2002","1060","MONTRÃAL",4.48060812907229,5.10884353741497,6.53488372093023,5.75347912524851
"2003","1060","MONTRÃAL",4.83415112855741,5.28908554572271,7.3304347826087,6.31957547169811
"2004","1060","MONTRÃAL",5.09222050489438,5.69198312236287,7.20560747663551,7.35372848948375
"2005","1060","MONTRÃAL",5.34026050051222,5.75352112676056,6.75141242937853,7.09010773751224
"2006","1060","MONTRÃAL",5.20755667506297,5.55140186915888,6.97931034482759,7.61596958174905
"2007","1060","MONTRÃAL",4.90701559020045,5.29874213836478,6.42666666666667,7.50753768844221
"2008","1060","MONTRÃAL",5.35816513761468,5.3547557840617,7.03225806451613,7.33720930232558
"2009","1060","MONTRÃAL",5.11497890295359,5.3013698630137,6.62380952380952,7.22296544035675
"2010","1060","MONTRÃAL",5.01371624517788,5.30752212389381,7.03076923076923,7.20018885741265
"2011","1060","MONTRÃAL",5.39621650026274,5.96494464944649,6.77477477477477,7.65904761904762
"2012","1060","MONTRÃAL",5.62601120099564,6.34198113207547,7.60355029585799,8.19093851132686
"2013","1060","MONTRÃAL",6.61143062544932,6.78674351585014,8.9748427672956,9.389369592089
"2014","1060","MONTRÃAL",5.76766743648961,7.23652694610778,9.09929078014184,9.34560570071259
"2015","1060","MONTRÃAL",5.82827167310878,6.39763779527559,8.22352941176471,8.96652719665272
"2016","1060","MONTRÃAL",5.408125,6.25085910652921,7.72081218274112,9.38205499276411
"2017","1060","MONTRÃAL",4.93471502590674,5.79190751445087,7.8443579766537,8.12771392081737
"2018","1060","MONTRÃAL",5.09896907216495,5.91495601173021,7.3202846975089,7.73392461197339
"2019","1060","MONTRÃAL",5.74293333333333,5.98791540785498,7.51492537313433,8.12022471910112
"2020","1060","MONTRÃAL",5.5825641025641,5.55255255255255,7.70676691729323,8.96130592503023
"2021","1060","MONTRÃAL",5.55654383735705,5.18085106382979,7.88235294117647,8.62928759894459
"2022","1060","MONTRÃAL",6.61656746031746,6.06493506493506,8.36363636363636,10.2195467422096
"2023","1060","MONTRÃAL",7.87281795511222,8.15384615384615,10.0103092783505,11.9582577132486
"1988","0340","EDMONTON",4.54133333333333,4.42424242424242,4.23809523809524,5
"1988","2410","VANCOUVER",4.79688339602364,6.08411214953271,6.64255319148936,8.00892857142857
"1989","0340","EDMONTON",4.50419207317073,5.69662921348315,5.04545454545455,8
"1989","2410","VANCOUVER",5.17671250481943,6.16849816849817,6.3625730994152,8.105
"1990","0340","EDMONTON",4.71764437343072,5.83035714285714,6.91666666666667,9.4
"1990","2410",NA,5.70398794024942,6.39178082191781,6.59778597785978,8.42348754448399
"1991","0340","EDMONTON",5.28246753246753,5.359375,5.671875,8.69230769230769
"1991","2410","VANCOUVER",5.70534142046566,7.09174311926605,7.67671232876712,10.0874316939891
"1992","0340","EDMONTON",4.57519173057686,4.88135593220339,6.484375,9
"1992","2410","VANCOUVER",5.3836934237502,6.77564102564103,6.69017094017094,10.0051813471503
"1993","0340","EDMONTON",4.4704641350211,4.75,5.98265895953757,8.19047619047619
"1993","2410","VANCOUVER",5.61559707554833,6.0891364902507,6.69201520912548,9.3125
"1994","0340","EDMONTON",4.80405965202983,6.21739130434783,6.65384615384615,10.2
"1994","2410","VANCOUVER",5.63878260869565,6.18313253012048,6.04085257548845,9.60769230769231
"1995","0340","EDMONTON",4.88768115942029,6.51162790697674,6.2972972972973,8.75
"1995","2410",NA,5.82097611630322,6.47590361445783,6.69298245614035,9.85232067510549
"1996","0340","EDMONTON",4.51177072671443,8.71830985915493,13.7857142857143,12.75
"1996","2410","VANCOUVER",5.96056701030928,6.816,6.63352272727273,9.73456790123457
"1997","0340","EDMONTON",4.16440049443758,9.55645161290323,10.3333333333333,16
"1997","2410","VANCOUVER",5.70546318289786,6.33212996389892,6.64525139664805,9.58823529411765
"1998","0340","EDMONTON",4.4732055862293,6.99305555555556,7.72131147540984,16.1428571428571
"1998","2410","VANCOUVER",5.93304930006086,5.72178477690289,6.78208955223881,10.0699300699301
"1999","0340","EDMONTON",4.18479372655984,6.265625,8.26,10.55
"1999","2410","VANCOUVER",5.24330735343951,6.63709677419355,7.31531531531532,12.0744680851064
"2000","0340","EDMONTON",4.5016077170418,6.08620689655172,8.70454545454546,11.15
"2000","2410","VANCOUVER",5.67725631768953,6.45544554455446,7.75257731958763,11.3424657534247
"2001","0340","EDMONTON",4.25960763235689,5.34825870646766,5.73529411764706,11.6666666666667
"2001","2410","VANCOUVER",5.83675937122128,6.59459459459459,7.42677824267782,10.3934426229508
"2002","0340","EDMONTON",4.7203118752499,5.94782608695652,7.07575757575758,11.025
"2002","2410","VANCOUVER",5.22315484804631,6.24223602484472,6.88813559322034,12.2328767123288
"2003","0340","EDMONTON",5.26672613737734,6.92168674698795,7.27777777777778,11.3333333333333
"2003","2410","VANCOUVER",5.62441695396471,6.03030303030303,7.1381074168798,11.7303370786517
"2004","0340","EDMONTON",5.35818689439974,6.8508604206501,8.86538461538461,12.6119402985075
"2004","2410","VANCOUVER",6.19520547945205,6.83152173913043,7.33401639344262,13.4623655913978
"2005","0340","EDMONTON",5.22357540219516,7.05328596802842,9.46666666666667,14.2142857142857
"2005","2410","VANCOUVER",6.49712007089056,7.49238578680203,7.79652173913043,13.7142857142857
"2006","0340","EDMONTON",6.07370546660897,7.80862068965517,10.0526315789474,14.4923076923077
"2006","2410","VANCOUVER",7.34280039721946,9.28753180661578,9.17537313432836,15.1212121212121
"2007","0340","EDMONTON",8.23224080267559,9.66329966329966,12,17.5
"2007","2410","VANCOUVER",7.85904550499445,7.94753086419753,9.71899224806202,17.2913385826772
"2008","0340","EDMONTON",10.2046269143043,11.2676837725381,14.3177083333333,20
"2008","2410","VANCOUVER",8.89784211963944,9.45818181818182,10.6355140186916,17.5228758169935
"2009","0340","EDMONTON",9.23558813728757,11.168932038835,14.7054263565891,22.0441176470588
"2009","2410","VANCOUVER",11.6279142057818,10.6850393700787,11.1182795698925,17.6422764227642
"2010","0340","EDMONTON",6.8670921719542,7.94017094017094,13.6862745098039,19.1379310344828
"2010","2410","VANCOUVER",8.59313215400624,12.0114942528736,9.64018691588785,17.8518518518519
"2011","0340","EDMONTON",7.39613988152112,8.42,16.0131578947368,29.5769230769231
"2011","2410","VANCOUVER",9.50100951831555,9.16230366492147,8.15023474178404,16.4
"2012","0340","EDMONTON",7.5568770381738,7.38356164383562,12.2345679012346,18.875
"2012","2410","VANCOUVER",10.3361774744027,9.74137931034483,9.42424242424242,15.9449541284404
"2013","0340","EDMONTON",7.48976711362032,7.75356803044719,10.3921568627451,14.2909090909091
"2013","2410","VANCOUVER",11.5850475558505,10.6398104265403,9.51578947368421,16.2448979591837
"2014","0340","EDMONTON",7.43302752293578,7.6956155143339,11.6048387096774,14.2096774193548
"2014","2410","VANCOUVER",10.5657311669129,11.9094076655052,9.83552631578947,16.793893129771
"2015","0340","EDMONTON",7.29212507237985,7.47930775018811,10.021164021164,16
"2015","2410","VANCOUVER",10.3119178409362,9.6195652173913,9.55690072639225,16.9224137931034
"2016","0340","EDMONTON",7.66153196876978,7.64056939501779,10.6763005780347,15.25
"2016","2410","VANCOUVER",11.0234907211651,10.4739583333333,10.2979591836735,19.7943925233645
"2017","0340","EDMONTON",6.66592228673515,6.94159836065574,9.37238493723849,16.7446808510638
"2017","2410","VANCOUVER",12.9881219184222,12.2178217821782,10.963768115942,19.7460317460317
"2018","0340","EDMONTON",7.02207505518764,7.18791946308725,8.94244604316547,18.4871794871795
"2018","2410","VANCOUVER",12.1487620216902,11.7683615819209,11.4362139917695,20.9595375722543
"2019","0340","EDMONTON",7.25011933174224,7.37537537537538,9.67924528301887,17.6341463414634
"2019","2410","VANCOUVER",12.7301738509169,11.7091836734694,12.6894273127753,20.8235294117647
"2020","0340","EDMONTON",7.52746993633577,8.48516320474777,10.006600660066,13.2280701754386
"2020","2410","VANCOUVER",13.753120665742,12.358361774744,12.8843813387424,22.1542553191489
"2021","0340","EDMONTON",6.66986082591832,7.3442088091354,8.2578125,11.3846153846154
"2021","2410","VANCOUVER",13.2949482271729,12.2959183673469,12.7917448405253,24.5355191256831
"2022","0340","EDMONTON",7.87284357433611,8.53991596638656,8.69578313253012,11.8
"2022","2410","VANCOUVER",13.3441108545035,12.2,13.2272727272727,22.7119565217391
"2023","0340","EDMONTON",8.2511100148002,8.60618556701031,9.15850144092219,12.1047619047619
"2023","2410","VANCOUVER",13.880517756389,12.9406952965235,14.9179600886918,24.4817073170732
"1988","2270","TORONTO",7.53859260521384,8.07936507936508,7.20486111111111,13.8269230769231
"1989","2270","TORONTO",7.05417014676053,7.3921568627451,7.26086956521739,14.8134328358209
"1990","2270","TORONTO",9.11688311688312,7.46666666666667,7.71428571428571,13.7142857142857
"1991","2270","TORONTO",8.17923005993545,6.03076923076923,6.93712574850299,14.5858585858586
"1992","2270","TORONTO",8.52220432581684,4.97368421052632,6.45054945054945,11.4095238095238
"1993","2270","TORONTO",6.26567250615318,5.57755775577558,6.66129032258065,13.4752475247525
"1994","2270",NA,6.26286449399657,4.9106463878327,6.88629737609329,12.8125
"1995","2270","TORONTO",6.80035626198959,6.73975903614458,6.83710407239819,13.1269841269841
"1996","2270","TORONTO",6.81974132062628,6.49029982363316,7.21686746987952,12.8588235294118
"1997","2270","TORONTO",5.95880361173815,5.86965376782077,6.68482490272374,11.695652173913
"1998","2270","TORONTO",6.39319627546787,6.06704438149197,6.47138964577657,9.94285714285714
"1999","2270","TORONTO",6.54974218986958,6.23893360160966,7.59358288770053,12.5283018867925
"2000","2270","TORONTO",6.58237713790864,6.49894202285231,8.14450867052023,12.4567901234568
"2001","2270","TORONTO",6.50055977111581,6.50684450684451,7.5438950554995,14.9016393442623
"2002","2270","TORONTO",5.77754062241807,6.06982543640898,6.71268656716418,16.3712121212121
"2003","2270","TORONTO",6.27592592592593,6.82445141065831,7.14379947229551,15.2222222222222
"2004","2270","TORONTO",6.81045246118999,7.06378026070764,7.75921658986175,14.9302325581395
"2005","2270","TORONTO",6.98392322269087,6.91402985074627,7.81536697247706,17.7238095238095
"2006","2270","TORONTO",7.44820220719117,6.99216710182768,8.20113636363636,13.9645390070922
"2007","2270","TORONTO",7.26513693560326,6.8548632218845,8.91015169194866,14.7438016528926
"2008","2270","TORONTO",8.01370878103001,7.77625570776256,10.0212201591512,23.1578947368421
"2009","2270","TORONTO",8.81111775254035,8.29908103592314,10.9182608695652,21.3571428571429
"2010","2270","TORONTO",7.82246804854473,8.35450346420323,10.8372513562387,20.7745098039216
"2011","2270","TORONTO",8.54577910860302,8.14942528735632,9.04851330203443,21.6451612903226
"2012","2270","TORONTO",8.92810396409873,10.7289416846652,9.58636363636364,21.4901960784314
"2013","2270","TORONTO",9.18102384868421,10.5036563071298,10.6881868131868,19.4455445544554
"2014","2270","TORONTO",9.67511545483836,10.2343268242549,11.1297208538588,21.2577319587629
"2015","2270","TORONTO",9.00259235255995,8.8356401384083,9.96652719665272,23.9462365591398
"2016","2270","TORONTO",10.5921024546425,11.2729083665339,11.4390977443609,20.3205128205128
"2017","2270","TORONTO",10.299601527478,11.1550094517958,12.9060324825986,22.2133333333333
"2018","2270","TORONTO",10.8719688542825,10.3466453674121,12.2577821011673,19.4293785310734
"2019","2270","TORONTO",11.7668548654932,11.3787878787879,11.9723127035831,22.3
"2020","2270","TORONTO",12.3468700919901,11.6375661375661,12.8831168831169,24.3100775193798
"2021","2270","TORONTO",11.5156334718959,14.06,12.0767824497258,26.2298136645963
"2022","2270","TORONTO",12.0876900259548,11.2328042328042,13.0629213483146,24.7477477477477
"2023","2270","TORONTO",13.3088748019017,13.2118226600985,14.08078994614,25.312101910828
