reference_period,metro,stcan_cmacode,censustr,metcode,dweltype,mkttycd,inventory,structures,unitsperstructure,avgstorycount
1993,Toronto,535,0410.01,2270,5.0,3.0,145.0,2,72.5,19.0
1993,Toronto,535,0420.00,2270,2.0,1.0,0.0,1,0.0,0.0
1993,Toronto,535,0430.00,2270,1.0,1.0,0.0,5,0.0,0.0
1993,Toronto,535,0484.00,2270,5.0,3.0,4.0,1,4.0,3.0
1993,Toronto,535,0810.00,2270,4.0,1.0,1.0,1,1.0,0.0
1993,Toronto,535,0081.00,2270,4.0,1.0,1.0,1,1.0,0.0
1993,Toronto,535,0200.00,2270,4.0,3.0,6.0,1,6.0,2.0
1993,Toronto,535,0331.01,2270,5.0,3.0,22.0,1,22.0,15.0
1993,Toronto,535,0400.00,2270,1.0,1.0,8.0,49,0.16,0.0
1993,Toronto,535,0517.00,2270,2.0,1.0,3.0,4,0.75,0.0
1993,Toronto,535,0015.00,2270,5.0,3.0,58.0,2,29.0,9.0
1993,Toronto,535,0050.01,2270,5.0,3.0,42.0,1,42.0,0.0
1993,Toronto,535,0104.00,2270,1.0,1.0,1.0,1,1.0,0.0
1993,Toronto,535,0450.00,2270,1.0,1.0,7.0,27,0.26,0.0
1993,Toronto,535,0516.00,2270,2.0,1.0,6.0,6,1.0,0.0
1993,Toronto,535,0585.00,2270,1.0,1.0,3.0,20,0.15,0.0
1993,Toronto,535,0830.00,2270,1.0,1.0,16.0,25,0.64,0.0
1993,Toronto,535,0001.00,2270,2.0,1.0,3.0,3,1.0,0.0
1993,Toronto,535,0117.00,2270,2.0,1.0,2.0,2,1.0,0.0
1993,Toronto,535,0124.00,2270,5.0,3.0,8.0,1,8.0,4.0
1993,Toronto,535,0180.00,2270,2.0,1.0,1.0,1,1.0,0.0
1993,Toronto,535,0260.00,2270,1.0,1.0,4.0,8,0.5,0.0
1993,Toronto,535,0260.01,2270,1.0,1.0,1.0,1,1.0,0.0
1993,Toronto,535,0401.02,2270,5.0,3.0,9.0,1,9.0,0.0
1993,Toronto,535,0410.00,2270,5.0,3.0,11.0,1,11.0,17.0
1993,Toronto,535,0455.00,2270,1.0,1.0,6.0,10,0.6,0.0
1993,Toronto,535,0480.00,2270,2.0,1.0,0.0,2,0.0,0.0
1993,Toronto,535,0800.00,2270,2.0,1.0,6.0,12,0.5,0.0
1993,Toronto,535,0189.00,2270,5.0,3.0,1.0,1,1.0,0.0
1993,Toronto,535,0306.00,2270,4.0,1.0,3.0,1,3.0,0.0
1993,Toronto,535,0307.00,2270,5.0,3.0,17.0,2,8.5,11.0
1993,Toronto,535,0376.07,2270,5.0,3.0,40.0,1,40.0,0.0
1993,Toronto,535,0378.05,2270,5.0,3.0,2.0,1,2.0,0.0
1993,Toronto,535,0402.08,2270,5.0,3.0,99.0,2,49.5,0.0
1993,Toronto,535,0421.03,2270,5.0,3.0,4.0,1,4.0,12.0
1993,Toronto,535,0483.00,2270,4.0,1.0,7.0,2,3.5,1.0
1993,Toronto,535,0810.00,2270,1.0,1.0,13.0,19,0.68,0.0
1993,Toronto,535,0200.00,2270,1.0,1.0,1.0,2,0.5,0.0
1993,Toronto,535,0353.01,2270,4.0,3.0,8.0,4,2.0,0.0
1993,Toronto,535,0374.00,2270,1.0,1.0,9.0,16,0.56,0.0
1993,Toronto,535,0410.00,2270,1.0,1.0,21.0,71,0.3,0.0
1993,Toronto,535,0441.01,2270,5.0,3.0,13.0,1,13.0,0.0
1993,Toronto,535,0560.00,2270,1.0,1.0,0.0,6,0.0,0.0
1993,Toronto,535,0620.00,2270,1.0,1.0,0.0,1,0.0,0.0
1993,Toronto,535,0800.00,2270,1.0,1.0,19.0,33,0.58,0.0
1993,Toronto,535,0082.00,2270,1.0,1.0,1.0,1,1.0,0.0
1993,Toronto,535,0167.00,2270,5.0,3.0,38.0,1,38.0,10.0
1993,Toronto,535,0195.00,2270,5.0,3.0,1.0,1,1.0,0.0
1993,Toronto,535,0300.00,2270,1.0,1.0,29.0,37,0.78,0.0
1993,Toronto,535,0334.00,2270,1.0,1.0,0.0,2,0.0,0.0
1993,Toronto,535,0346.02,2270,5.0,3.0,36.0,1,36.0,20.0
1993,Toronto,535,0482.00,2270,1.0,1.0,1.0,1,1.0,0.0
1993,Toronto,535,0632.00,2270,5.0,3.0,4.0,1,4.0,7.0
1994,Toronto,535,0274.00,2270,1.0,1.0,1.0,1,1.0,0.0
1994,Toronto,535,0288.00,2270,1.0,1.0,8.0,10,0.8,0.0
1994,Toronto,535,0374.00,2270,1.0,1.0,6.0,16,0.38,0.0
1994,Toronto,535,0410.00,2270,2.0,1.0,1.0,1,1.0,0.0
1994,Toronto,535,0516.00,2270,1.0,1.0,15.0,124,0.12,0.0
1994,Toronto,535,0015.00,2270,5.0,3.0,7.0,2,3.5,9.0
1994,Toronto,535,0117.00,2270,5.0,1.0,1.0,1,1.0,0.0
1994,Toronto,535,0331.02,2270,5.0,3.0,3.0,1,3.0,18.0
1994,Toronto,535,0623.00,2270,5.0,3.0,10.0,1,10.0,16.0
1994,Toronto,535,0630.00,2270,1.0,1.0,0.0,38,0.0,0.0
1994,Toronto,535,0810.00,2270,2.0,1.0,0.0,8,0.0,0.0
1994,Toronto,535,0003.00,2270,2.0,1.0,1.0,1,1.0,0.0
1994,Toronto,535,0200.00,2270,2.0,1.0,2.0,2,1.0,0.0
1994,Toronto,535,0378.03,2270,5.0,3.0,34.0,1,34.0,0.0
1994,Toronto,535,0455.00,2270,1.0,1.0,1.0,1,1.0,0.0
1994,Toronto,535,0516.10,2270,4.0,3.0,15.0,6,2.5,2.0
1994,Toronto,535,0560.00,2270,2.0,1.0,1.0,2,0.5,0.0
1994,Toronto,535,0573.02,2270,1.0,1.0,0.0,5,0.0,0.0
1994,Toronto,535,0810.00,2270,1.0,1.0,24.0,34,0.71,0.0
1994,Toronto,535,0000.00,2270,2.0,3.0,1.0,2,0.5,0.0
1994,Toronto,535,0001.00,2270,1.0,1.0,0.0,3,0.0,0.0
1994,Toronto,535,0003.00,2270,1.0,1.0,1.0,2,0.5,0.0
1994,Toronto,535,0210.00,2270,5.0,3.0,116.0,1,116.0,46.0
1994,Toronto,535,0307.00,2270,5.0,3.0,2.0,1,2.0,19.0
1994,Toronto,535,0376.07,2270,5.0,3.0,5.0,1,5.0,0.0
1994,Toronto,535,0441.01,2270,5.0,3.0,3.0,1,3.0,0.0
1994,Toronto,535,0460.00,2270,1.0,1.0,1.0,4,0.25,0.0
1994,Toronto,535,0480.00,2270,1.0,1.0,35.0,130,0.27,0.0
1994,Toronto,535,0500.00,2270,1.0,1.0,3.0,15,0.2,0.0
1994,Toronto,535,0570.00,2270,1.0,1.0,1.0,31,0.03,0.0
1994,Toronto,535,0576.03,2270,4.0,3.0,6.0,1,6.0,0.0
1994,Toronto,535,0117.00,2270,2.0,1.0,4.0,4,1.0,0.0
1994,Toronto,535,0200.00,2270,1.0,1.0,3.0,5,0.6,0.0
1994,Toronto,535,0297.02,2270,1.0,1.0,1.0,1,1.0,0.0
1994,Toronto,535,0570.00,2270,2.0,1.0,1.0,4,0.25,0.0
1994,Toronto,535,0180.00,2270,1.0,1.0,7.0,12,0.58,0.0
1994,Toronto,535,0305.00,2270,5.0,3.0,13.0,1,13.0,6.0
1994,Toronto,535,0330.00,2270,1.0,1.0,8.0,21,0.38,0.0
1994,Toronto,535,0353.01,2270,4.0,3.0,1.0,1,1.0,0.0
1994,Toronto,535,0402.08,2270,5.0,3.0,99.0,2,49.5,0.0
1994,Toronto,535,0483.00,2270,1.0,1.0,47.0,64,0.73,0.0
1994,Toronto,535,0001.00,2270,2.0,1.0,2.0,3,0.67,0.0
1994,Toronto,535,0030.00,2270,4.0,1.0,3.0,1,3.0,3.0
1994,Toronto,535,0215.00,2270,4.0,1.0,2.0,1,2.0,2.0
1994,Toronto,535,0331.01,2270,5.0,3.0,6.0,1,6.0,15.0
1994,Toronto,535,0377.05,2270,4.0,3.0,11.0,3,3.67,0.0
1994,Toronto,535,0410.00,2270,5.0,3.0,1.0,1,1.0,17.0
1994,Toronto,535,0420.02,2270,4.0,3.0,3.0,3,1.0,0.0
1994,Toronto,535,0528.00,2270,5.0,3.0,16.0,2,8.0,4.0
1994,Toronto,535,0576.03,2270,2.0,1.0,0.0,9,0.0,0.0
1994,Toronto,535,0830.00,2270,2.0,1.0,1.0,1,1.0,0.0
1994,Toronto,535,0167.00,2270,5.0,3.0,21.0,1,21.0,10.0
1994,Toronto,535,0221.00,2270,1.0,1.0,1.0,4,0.25,0.0
1994,Toronto,535,0332.00,2270,4.0,3.0,2.0,1,2.0,0.0
1994,Toronto,535,0351.00,2270,5.0,3.0,5.0,2,2.5,19.0
1994,Toronto,535,0528.06,2270,4.0,1.0,1.0,1,1.0,0.0
1994,Toronto,535,0000.00,2270,2.0,1.0,3.0,3,1.0,0.0
1994,Toronto,535,0035.00,2270,5.0,3.0,207.0,1,207.0,0.0
1994,Toronto,535,0117.00,2270,1.0,1.0,3.0,8,0.38,0.0
1994,Toronto,535,0150.00,2270,1.0,1.0,2.0,6,0.33,0.0
1994,Toronto,535,0221.00,2270,2.0,1.0,1.0,1,1.0,0.0
1994,Toronto,535,0260.00,2270,1.0,1.0,8.0,13,0.62,0.0
1994,Toronto,535,0260.01,2270,1.0,1.0,1.0,1,1.0,0.0
1994,Toronto,535,0289.00,2270,1.0,1.0,2.0,2,1.0,0.0
1994,Toronto,535,0400.00,2270,1.0,1.0,14.0,125,0.11,0.0
1994,Toronto,535,0440.00,2270,1.0,1.0,2.0,18,0.11,0.0
1994,Toronto,535,0562.04,2270,1.0,1.0,0.0,4,0.0,0.0
1994,Toronto,535,0600.00,2270,2.0,1.0,2.0,2,1.0,0.0
1994,Toronto,535,0800.00,2270,1.0,1.0,8.0,97,0.08,0.0
1994,Toronto,535,0150.00,2270,2.0,1.0,5.0,4,1.25,0.0
1994,Toronto,535,0200.00,2270,4.0,3.0,1.0,1,1.0,2.0
1994,Toronto,535,0264.00,2270,1.0,1.0,1.0,1,1.0,0.0
1994,Toronto,535,0275.00,2270,1.0,1.0,7.0,18,0.39,0.0
1994,Toronto,535,0300.00,2270,1.0,1.0,25.0,31,0.81,0.0
1994,Toronto,535,0480.00,2270,2.0,1.0,6.0,4,1.5,0.0
1994,Toronto,535,0573.01,2270,1.0,1.0,0.0,2,0.0,0.0
1994,Toronto,535,0576.02,2270,1.0,1.0,0.0,52,0.0,0.0
1994,Toronto,535,0585.00,2270,1.0,1.0,2.0,46,0.04,0.0
1994,Toronto,535,0050.01,2270,5.0,3.0,16.0,1,16.0,0.0
1994,Toronto,535,0244.00,2270,1.0,1.0,1.0,1,1.0,0.0
1994,Toronto,535,0410.01,2270,5.0,3.0,120.0,2,60.0,19.0
1994,Toronto,535,0410.04,2270,5.0,3.0,2.0,1,2.0,16.0
1994,Toronto,535,0420.00,2270,1.0,1.0,78.0,132,0.59,0.0
1994,Toronto,535,0420.00,2270,2.0,3.0,2.0,5,0.4,0.0
1994,Toronto,535,0450.00,2270,1.0,1.0,3.0,33,0.09,0.0
1994,Toronto,535,0450.00,2270,2.0,1.0,4.0,4,1.0,0.0
1994,Toronto,535,0516.00,2270,2.0,1.0,6.0,21,0.29,0.0
1994,Toronto,535,0600.00,2270,1.0,1.0,1.0,32,0.03,0.0
1994,Toronto,535,0600.00,2270,4.0,3.0,4.0,2,2.0,0.0
1994,Toronto,535,0803.01,2270,4.0,1.0,4.0,2,2.0,0.0
1994,Toronto,535,0346.02,2270,5.0,3.0,1.0,1,1.0,20.0
1994,Toronto,535,0374.00,2270,2.0,1.0,5.0,5,1.0,0.0
1994,Toronto,535,0470.00,2270,1.0,1.0,3.0,7,0.43,0.0
1994,Toronto,535,0528.00,2270,4.0,1.0,2.0,2,1.0,2.0
1994,Toronto,535,0573.03,2270,1.0,1.0,0.0,2,0.0,0.0
1994,Toronto,535,0830.00,2270,1.0,1.0,6.0,28,0.21,0.0
1994,Toronto,535,0000.00,2270,1.0,1.0,18.0,50,0.36,0.0
1994,Toronto,535,0339.00,2270,5.0,3.0,41.0,1,41.0,0.0
1994,Toronto,535,0410.00,2270,1.0,1.0,24.0,91,0.26,0.0
1994,Toronto,535,0430.00,2270,1.0,1.0,1.0,13,0.08,0.0
1994,Toronto,535,0482.00,2270,1.0,1.0,0.0,1,0.0,0.0
1994,Toronto,535,0517.00,2270,1.0,1.0,13.0,116,0.11,0.0
1994,Toronto,535,0576.03,2270,1.0,1.0,1.0,66,0.02,0.0
1994,Toronto,535,0800.00,2270,2.0,1.0,34.0,27,1.26,0.0
1994,Toronto,535,0002.00,2270,1.0,1.0,3.0,5,0.6,0.0
1994,Toronto,535,0191.00,2270,5.0,3.0,1.0,1,1.0,5.0
1994,Toronto,535,0266.00,2270,5.0,3.0,4.0,1,4.0,0.0
1994,Toronto,535,0306.00,2270,4.0,1.0,1.0,1,1.0,0.0
1994,Toronto,535,0334.00,2270,1.0,1.0,2.0,2,1.0,0.0
1994,Toronto,535,0378.05,2270,5.0,3.0,20.0,1,20.0,0.0
1994,Toronto,535,0483.00,2270,2.0,1.0,5.0,4,1.25,0.0
1994,Toronto,535,0484.00,2270,5.0,3.0,4.0,1,4.0,3.0
1994,Toronto,535,0517.00,2270,2.0,1.0,4.0,8,0.5,0.0
1994,Toronto,535,0560.00,2270,1.0,1.0,0.0,7,0.0,0.0
1994,Toronto,535,0576.03,2270,4.0,1.0,14.0,7,2.0,0.0
1994,Toronto,535,0620.00,2270,1.0,1.0,0.0,2,0.0,0.0
1995,Toronto,535,0002.00,2270,2.0,1.0,2.0,1,2.0,0.0
1995,Toronto,535,0024.00,2270,5.0,3.0,1.0,1,1.0,0.0
1995,Toronto,535,0033.00,2270,4.0,1.0,1.0,1,1.0,0.0
1995,Toronto,535,0079.00,2270,5.0,3.0,6.0,1,6.0,0.0
1995,Toronto,535,0200.00,2270,1.0,1.0,1.0,3,0.33,0.0
1995,Toronto,535,0332.00,2270,4.0,3.0,6.0,2,3.0,0.0
1995,Toronto,535,0400.00,2270,1.0,1.0,11.0,99,0.11,0.0
1995,Toronto,535,0483.00,2270,1.0,1.0,26.0,27,0.96,0.0
1995,Toronto,535,0528.00,2270,4.0,1.0,2.0,1,2.0,2.0
1995,Toronto,535,0576.03,2270,4.0,1.0,5.0,3,1.67,0.0
1995,Toronto,535,0830.00,2270,1.0,1.0,4.0,11,0.36,0.0
1995,Toronto,535,0002.00,2270,1.0,1.0,1.0,1,1.0,0.0
1995,Toronto,535,0032.00,2270,4.0,1.0,1.0,1,1.0,0.0
1995,Toronto,535,0200.00,2270,2.0,1.0,2.0,2,1.0,0.0
1995,Toronto,535,0307.00,2270,5.0,3.0,23.0,6,3.83,6.0
1995,Toronto,535,0323.01,2270,5.0,3.0,19.0,1,19.0,0.0
1995,Toronto,535,0351.00,2270,5.0,3.0,3.0,1,3.0,18.0
1995,Toronto,535,0402.08,2270,5.0,3.0,92.0,2,46.0,0.0
1995,Toronto,535,0440.00,2270,4.0,1.0,4.0,4,1.0,0.0
1995,Toronto,535,0480.00,2270,1.0,1.0,18.0,18,1.0,0.0
1995,Toronto,535,0509.01,2270,4.0,1.0,1.0,1,1.0,2.0
1995,Toronto,535,0517.00,2270,2.0,1.0,12.0,15,0.8,0.0
1995,Toronto,535,0800.00,2270,2.0,1.0,43.0,35,1.23,0.0
1995,Toronto,535,0810.00,2270,4.0,1.0,2.0,1,2.0,0.0
1995,Toronto,535,0136.00,2270,4.0,1.0,3.0,1,3.0,3.0
1995,Toronto,535,0330.00,2270,1.0,1.0,7.0,8,0.88,0.0
1995,Toronto,535,0339.00,2270,5.0,3.0,19.0,1,19.0,0.0
1995,Toronto,535,0346.02,2270,5.0,3.0,1.0,1,1.0,20.0
1995,Toronto,535,0570.00,2270,1.0,1.0,1.0,19,0.05,0.0
1995,Toronto,535,0585.00,2270,1.0,1.0,2.0,29,0.07,0.0
1995,Toronto,535,0585.00,2270,4.0,3.0,6.0,1,6.0,0.0
1995,Toronto,535,0810.00,2270,1.0,1.0,96.0,103,0.93,0.0
1995,Toronto,535,0000.00,2270,1.0,1.0,19.0,30,0.63,0.0
1995,Toronto,535,0275.00,2270,1.0,1.0,19.0,29,0.66,0.0
1995,Toronto,535,0516.10,2270,4.0,3.0,21.0,6,3.5,2.0
1995,Toronto,535,0560.00,2270,1.0,1.0,3.0,21,0.14,0.0
1995,Toronto,535,0411.03,2270,4.0,1.0,8.0,7,1.14,0.0
1995,Toronto,535,0560.00,2270,2.0,1.0,3.0,2,1.5,0.0
1995,Toronto,535,0600.00,2270,4.0,1.0,1.0,1,1.0,2.0
1995,Toronto,535,0010.00,2270,4.0,1.0,3.0,1,3.0,0.0
1995,Toronto,535,0035.00,2270,5.0,3.0,207.0,1,207.0,0.0
1995,Toronto,535,0117.00,2270,2.0,1.0,8.0,5,1.6,0.0
1995,Toronto,535,0274.00,2270,1.0,1.0,1.0,1,1.0,0.0
1995,Toronto,535,0430.00,2270,1.0,1.0,1.0,4,0.25,0.0
1995,Toronto,535,0460.00,2270,1.0,1.0,2.0,4,0.5,0.0
1995,Toronto,535,0079.00,2270,4.0,3.0,2.0,1,2.0,0.0
1995,Toronto,535,0117.00,2270,1.0,1.0,15.0,19,0.79,0.0
1995,Toronto,535,0297.02,2270,1.0,1.0,1.0,1,1.0,0.0
1995,Toronto,535,0334.00,2270,1.0,1.0,1.0,3,0.33,0.0
1995,Toronto,535,0440.00,2270,2.0,1.0,10.0,12,0.83,0.0
1995,Toronto,535,0500.00,2270,1.0,1.0,5.0,9,0.56,0.0
1995,Toronto,535,0516.01,2270,4.0,1.0,2.0,2,1.0,2.0
1995,Toronto,535,0516.11,2270,4.0,3.0,4.0,3,1.33,2.0
1995,Toronto,535,0600.00,2270,1.0,1.0,0.0,34,0.0,0.0
1995,Toronto,535,0803.02,2270,4.0,1.0,5.0,1,5.0,0.0
1995,Toronto,535,0015.00,2270,5.0,3.0,1.0,1,1.0,0.0
1995,Toronto,535,0180.00,2270,1.0,1.0,5.0,9,0.56,0.0
1995,Toronto,535,0263.01,2270,5.0,3.0,24.0,1,24.0,10.0
1995,Toronto,535,0288.00,2270,1.0,1.0,11.0,13,0.85,0.0
1995,Toronto,535,0410.00,2270,1.0,1.0,32.0,64,0.5,0.0
1995,Toronto,535,0440.00,2270,1.0,1.0,5.0,23,0.22,0.0
1995,Toronto,535,0450.00,2270,1.0,1.0,4.0,62,0.06,0.0
1995,Toronto,535,0450.00,2270,2.0,1.0,3.0,14,0.21,0.0
1995,Toronto,535,0450.01,2270,4.0,1.0,1.0,1,1.0,0.0
1995,Toronto,535,0483.00,2270,2.0,1.0,9.0,7,1.29,0.0
1995,Toronto,535,0600.00,2270,2.0,1.0,2.0,2,1.0,0.0
1995,Toronto,535,0210.00,2270,5.0,3.0,116.0,1,116.0,46.0
1995,Toronto,535,0374.00,2270,1.0,1.0,6.0,9,0.67,0.0
1995,Toronto,535,0378.03,2270,5.0,3.0,2.0,1,2.0,0.0
1995,Toronto,535,0410.00,2270,4.0,3.0,10.0,2,5.0,0.0
1995,Toronto,535,0620.00,2270,1.0,1.0,0.0,1,0.0,0.0
1995,Toronto,535,0830.00,2270,2.0,1.0,1.0,1,1.0,0.0
1995,Toronto,535,0000.00,2270,2.0,1.0,5.0,3,1.67,0.0
1995,Toronto,535,0003.00,2270,1.0,1.0,4.0,4,1.0,0.0
1995,Toronto,535,0221.00,2270,1.0,1.0,6.0,10,0.6,0.0
1995,Toronto,535,0289.00,2270,1.0,1.0,0.0,5,0.0,0.0
1995,Toronto,535,0430.02,2270,4.0,1.0,1.0,1,1.0,0.0
1995,Toronto,535,0450.00,2270,4.0,1.0,21.0,13,1.62,0.0
1995,Toronto,535,0470.00,2270,1.0,1.0,0.0,7,0.0,0.0
1995,Toronto,535,0585.00,2270,4.0,1.0,4.0,1,4.0,0.0
1995,Toronto,535,0001.00,2270,2.0,1.0,5.0,3,1.67,0.0
1995,Toronto,535,0260.00,2270,1.0,1.0,13.0,16,0.81,0.0
1995,Toronto,535,0410.00,2270,2.0,1.0,15.0,9,1.67,0.0
1995,Toronto,535,0516.00,2270,1.0,1.0,32.0,78,0.41,0.0
1995,Toronto,535,0517.00,2270,1.0,1.0,20.0,52,0.38,0.0
1995,Toronto,535,0592.00,2270,1.0,1.0,1.0,9,0.11,0.0
1995,Toronto,535,0804.02,2270,5.0,3.0,4.0,2,2.0,0.0
1995,Toronto,535,0003.00,2270,2.0,1.0,9.0,5,1.8,0.0
1995,Toronto,535,0300.00,2270,1.0,1.0,28.0,31,0.9,0.0
1995,Toronto,535,0305.00,2270,5.0,3.0,12.0,1,12.0,6.0
1995,Toronto,535,0484.00,2270,5.0,3.0,4.0,1,4.0,3.0
1995,Toronto,535,0516.00,2270,2.0,1.0,8.0,18,0.44,0.0
1995,Toronto,535,0573.01,2270,1.0,1.0,0.0,2,0.0,0.0
1995,Toronto,535,0576.03,2270,1.0,1.0,2.0,16,0.13,0.0
1995,Toronto,535,0800.00,2270,1.0,1.0,37.0,62,0.6,0.0
1995,Toronto,535,0804.03,2270,4.0,3.0,3.0,3,1.0,0.0
1995,Toronto,535,0150.00,2270,2.0,1.0,7.0,6,1.17,0.0
1995,Toronto,535,0244.00,2270,1.0,1.0,2.0,6,0.33,0.0
1995,Toronto,535,0410.01,2270,5.0,3.0,153.0,5,30.6,11.0
1995,Toronto,535,0528.00,2270,4.0,3.0,2.0,1,2.0,3.0
1995,Toronto,535,0570.00,2270,2.0,1.0,1.0,6,0.17,0.0
1995,Toronto,535,0630.00,2270,1.0,1.0,4.0,31,0.13,0.0
1995,Toronto,535,0050.01,2270,5.0,3.0,1.0,1,1.0,0.0
1995,Toronto,535,0150.00,2270,1.0,1.0,1.0,2,0.5,0.0
1995,Toronto,535,0167.00,2270,5.0,3.0,6.0,1,6.0,10.0
1995,Toronto,535,0264.00,2270,1.0,1.0,1.0,1,1.0,0.0
1995,Toronto,535,0278.00,2270,1.0,1.0,2.0,2,1.0,0.0
1995,Toronto,535,0420.00,2270,1.0,1.0,79.0,106,0.75,0.0
1995,Toronto,535,0600.00,2270,4.0,3.0,3.0,2,1.5,2.0
1996,Toronto,535,0027.00,2270,4.0,1.0,2.0,1,2.0,0.0
1996,Toronto,535,0117.00,2270,2.0,1.0,7.0,5,1.4,0.0
1996,Toronto,535,0221.00,2270,1.0,1.0,7.0,10,0.7,0.0
1996,Toronto,535,0307.00,2270,5.0,3.0,22.0,4,5.5,7.0
1996,Toronto,535,0332.00,2270,4.0,3.0,2.0,1,2.0,0.0
1996,Toronto,535,0363.03,2270,5.0,3.0,32.0,2,16.0,13.0
1996,Toronto,535,0374.00,2270,1.0,1.0,3.0,5,0.6,0.0
1996,Toronto,535,0374.00,2270,2.0,1.0,4.0,2,2.0,0.0
1996,Toronto,535,0378.01,2270,5.0,3.0,32.0,1,32.0,18.0
1996,Toronto,535,0400.00,2270,1.0,1.0,27.0,56,0.48,0.0
1996,Toronto,535,0516.00,2270,2.0,1.0,2.0,17,0.12,0.0
1996,Toronto,535,0560.00,2270,2.0,1.0,3.0,7,0.43,0.0
1996,Toronto,535,0570.00,2270,1.0,1.0,3.0,55,0.05,0.0
1996,Toronto,535,0592.00,2270,1.0,1.0,1.0,4,0.25,0.0
1996,Toronto,535,0800.00,2270,2.0,1.0,14.0,18,0.78,0.0
1996,Toronto,535,0002.00,2270,1.0,1.0,1.0,2,0.5,0.0
1996,Toronto,535,0112.00,2270,2.0,1.0,2.0,1,2.0,0.0
1996,Toronto,535,0240.02,2270,4.0,3.0,2.0,1,2.0,0.0
1996,Toronto,535,0244.00,2270,1.0,1.0,2.0,9,0.22,0.0
1996,Toronto,535,0378.04,2270,4.0,1.0,5.0,1,5.0,0.0
1996,Toronto,535,0440.00,2270,1.0,1.0,4.0,42,0.1,0.0
1996,Toronto,535,0460.00,2270,1.0,1.0,0.0,1,0.0,0.0
1996,Toronto,535,0500.00,2270,2.0,1.0,0.0,1,0.0,0.0
1996,Toronto,535,0585.00,2270,4.0,1.0,1.0,1,1.0,0.0
1996,Toronto,535,0630.00,2270,1.0,1.0,1.0,5,0.2,0.0
1996,Toronto,535,0200.00,2270,1.0,1.0,0.0,2,0.0,0.0
1996,Toronto,535,0411.05,2270,4.0,1.0,1.0,1,1.0,0.0
1996,Toronto,535,0483.00,2270,1.0,1.0,37.0,50,0.74,0.0
1996,Toronto,535,0001.00,2270,1.0,1.0,0.0,1,0.0,0.0
1996,Toronto,535,0002.00,2270,2.0,1.0,2.0,1,2.0,0.0
1996,Toronto,535,0003.00,2270,1.0,1.0,2.0,2,1.0,0.0
1996,Toronto,535,0015.00,2270,5.0,3.0,1.0,1,1.0,0.0
1996,Toronto,535,0260.00,2270,1.0,1.0,7.0,14,0.5,0.0
1996,Toronto,535,0264.00,2270,1.0,1.0,1.0,1,1.0,0.0
1996,Toronto,535,0289.00,2270,1.0,1.0,1.0,2,0.5,0.0
1996,Toronto,535,0420.00,2270,4.0,3.0,3.0,1,3.0,0.0
1996,Toronto,535,0480.00,2270,1.0,1.0,28.0,51,0.55,0.0
1996,Toronto,535,0500.00,2270,1.0,1.0,3.0,16,0.19,0.0
1996,Toronto,535,0576.03,2270,2.0,1.0,1.0,1,1.0,0.0
1996,Toronto,535,0079.00,2270,4.0,3.0,2.0,1,2.0,0.0
1996,Toronto,535,0133.00,2270,1.0,1.0,1.0,1,1.0,0.0
1996,Toronto,535,0142.00,2270,1.0,1.0,0.0,1,0.0,0.0
1996,Toronto,535,0284.00,2270,4.0,1.0,4.0,1,4.0,0.0
1996,Toronto,535,0334.00,2270,1.0,1.0,0.0,3,0.0,0.0
1996,Toronto,535,0339.00,2270,5.0,3.0,11.0,1,11.0,0.0
1996,Toronto,535,0368.00,2270,5.0,3.0,43.0,3,14.33,0.0
1996,Toronto,535,0484.00,2270,5.0,3.0,4.0,1,4.0,3.0
1996,Toronto,535,0576.03,2270,1.0,1.0,2.0,4,0.5,0.0
1996,Toronto,535,0035.00,2270,5.0,3.0,48.0,1,48.0,0.0
1996,Toronto,535,0079.00,2270,5.0,3.0,4.0,1,4.0,0.0
1996,Toronto,535,0132.00,2270,1.0,1.0,1.0,1,1.0,0.0
1996,Toronto,535,0141.02,2270,1.0,1.0,1.0,1,1.0,0.0
1996,Toronto,535,0263.01,2270,5.0,3.0,62.0,2,31.0,5.0
1996,Toronto,535,0297.02,2270,1.0,1.0,1.0,1,1.0,0.0
1996,Toronto,535,0351.00,2270,5.0,3.0,2.0,1,2.0,18.0
1996,Toronto,535,0400.00,2270,5.0,3.0,19.0,1,19.0,5.0
1996,Toronto,535,0410.01,2270,4.0,3.0,15.0,6,2.5,0.0
1996,Toronto,535,0410.03,2270,5.0,3.0,15.0,2,7.5,0.0
1996,Toronto,535,0483.00,2270,2.0,1.0,8.0,6,1.33,0.0
1996,Toronto,535,0560.00,2270,1.0,1.0,1.0,15,0.07,0.0
1996,Toronto,535,0000.00,2270,2.0,1.0,2.0,6,0.33,0.0
1996,Toronto,535,0122.00,2270,2.0,1.0,2.0,1,2.0,0.0
1996,Toronto,535,0138.00,2270,5.0,3.0,16.0,1,16.0,0.0
1996,Toronto,535,0180.00,2270,1.0,1.0,5.0,8,0.63,0.0
1996,Toronto,535,0221.00,2270,2.0,1.0,8.0,4,2.0,0.0
1996,Toronto,535,0288.00,2270,1.0,1.0,12.0,15,0.8,0.0
1996,Toronto,535,0300.00,2270,1.0,1.0,40.0,52,0.77,0.0
1996,Toronto,535,0306.00,2270,5.0,3.0,5.0,1,5.0,0.0
1996,Toronto,535,0322.00,2270,5.0,3.0,4.0,1,4.0,0.0
1996,Toronto,535,0410.01,2270,5.0,3.0,56.0,3,18.67,18.0
