reference_period,metro,stcan_cmacode,censustr,metcode,dweltype,mkttycd,inventory,structures,unitsperstructure,avgstorycount
1988,Calgary,825,0000.00,0140,2.0,1.0,14.0,30,0.47,0.0
1988,Calgary,825,0000.00,0140,1.0,1.0,95.0,368,0.26,0.0
1988,Calgary,825,0001.09,0140,4.0,1.0,7.0,1,7.0,2.0
1988,Calgary,825,0044.00,0140,5.0,3.0,2.0,1,2.0,26.0
1989,Calgary,825,0000.00,0140,1.0,1.0,323.0,611,0.53,0.0
1989,Calgary,825,0000.00,0140,2.0,1.0,24.0,16,1.5,0.0
1989,Calgary,825,0002.01,0140,1.0,1.0,0.0,4,0.0,0.0
1989,Calgary,825,0049.02,0140,1.0,1.0,0.0,1,0.0,0.0
1989,Calgary,825,0022.00,0140,4.0,1.0,12.0,4,3.0,0.0
1989,Calgary,825,0058.00,0140,4.0,1.0,2.0,1,2.0,0.0
1989,Calgary,825,0001.12,0140,1.0,1.0,0.0,1,0.0,0.0
1989,Calgary,825,0038.19,0140,1.0,1.0,2.0,2,1.0,0.0
1990,Calgary,825,0000.00,0140,1.0,1.0,475.0,870,0.55,0.0
1990,Calgary,825,0002.01,0140,1.0,1.0,1.0,1,1.0,0.0
1990,Calgary,825,0077.03,0140,2.0,3.0,6.0,5,1.2,0.0
1990,Calgary,825,0038.00,0140,4.0,3.0,5.0,1,5.0,0.0
1990,Calgary,825,0030.00,0140,2.0,1.0,2.0,1,2.0,0.0
1990,Calgary,825,0049.02,0140,1.0,1.0,0.0,2,0.0,0.0
1990,Calgary,825,0027.00,0140,2.0,1.0,1.0,1,1.0,0.0
1990,Calgary,825,0029.00,0140,2.0,3.0,2.0,2,1.0,0.0
1990,Calgary,825,0045.00,0140,4.0,3.0,3.0,1,3.0,0.0
1990,Calgary,825,0077.03,0140,4.0,3.0,2.0,1,2.0,0.0
1990,Calgary,825,0000.00,0140,2.0,1.0,19.0,20,0.95,0.0
1990,Calgary,825,0022.00,0140,2.0,1.0,1.0,1,1.0,0.0
1990,Calgary,825,0058.00,0140,4.0,3.0,1.0,1,1.0,0.0
1990,Calgary,825,0077.05,0140,1.0,1.0,5.0,7,0.71,0.0
1990,Calgary,825,0000.00,0140,2.0,3.0,4.0,7,0.57,0.0
1990,Calgary,825,0002.00,0140,4.0,3.0,12.0,4,3.0,0.0
1990,Calgary,825,0046.00,0140,4.0,3.0,3.0,1,3.0,0.0
1990,Calgary,825,0062.00,0140,4.0,3.0,6.0,1,6.0,0.0
1990,Calgary,825,0001.12,0140,1.0,1.0,4.0,4,1.0,0.0
1990,Calgary,825,0014.00,0140,2.0,3.0,5.0,4,1.25,0.0
1990,Calgary,825,0022.00,0140,4.0,3.0,1.0,1,1.0,0.0
1990,Calgary,825,0027.00,0140,4.0,3.0,7.0,2,3.5,0.0
1990,Calgary,825,0044.00,0140,4.0,3.0,1.0,1,1.0,0.0
1990,Calgary,825,0063.00,0140,1.0,1.0,1.0,2,0.5,0.0
1990,Calgary,825,0047.00,0140,2.0,1.0,2.0,1,2.0,0.0
1990,Calgary,825,0077.06,0140,1.0,1.0,3.0,3,1.0,0.0
1990,Calgary,825,0001.01,0140,5.0,3.0,3.0,1,3.0,0.0
1991,Calgary,825,0027.00,0140,2.0,1.0,1.0,1,1.0,0.0
1991,Calgary,825,0030.00,0140,2.0,1.0,2.0,1,2.0,0.0
1991,Calgary,825,0077.05,0140,1.0,1.0,1.0,1,1.0,0.0
1991,Calgary,825,0001.12,0140,1.0,1.0,3.0,3,1.0,0.0
1991,Calgary,825,0022.00,0140,2.0,1.0,1.0,1,1.0,0.0
1991,Calgary,825,0019.00,0140,4.0,3.0,26.0,7,3.71,0.0
1991,Calgary,825,0001.01,0140,5.0,3.0,7.0,2,3.5,0.0
1991,Calgary,825,0002.00,0140,4.0,3.0,3.0,3,1.0,0.0
1991,Calgary,825,0021.00,0140,4.0,3.0,2.0,1,2.0,0.0
1991,Calgary,825,0000.00,0140,1.0,1.0,482.0,817,0.59,0.0
1991,Calgary,825,0027.00,0140,4.0,3.0,18.0,3,6.0,0.0
1991,Calgary,825,0029.00,0140,2.0,3.0,9.0,6,1.5,0.0
1991,Calgary,825,0031.00,0140,5.0,3.0,2.0,1,2.0,0.0
1991,Calgary,825,0000.00,0140,2.0,1.0,53.0,40,1.33,0.0
1991,Calgary,825,0000.00,0140,2.0,3.0,2.0,2,1.0,0.0
1991,Calgary,825,0077.03,0140,2.0,3.0,1.0,1,1.0,0.0
1991,Calgary,825,0049.00,0140,4.0,3.0,11.0,5,2.2,0.0
1991,Calgary,825,0018.00,0140,4.0,1.0,4.0,1,4.0,0.0
1991,Calgary,825,0038.06,0140,4.0,3.0,5.0,2,2.5,0.0
1991,Calgary,825,0049.00,0140,5.0,3.0,1.0,1,1.0,9.0
1991,Calgary,825,0205.00,0140,5.0,3.0,11.0,1,11.0,3.0
1992,Calgary,825,0001.12,0140,1.0,1.0,3.0,3,1.0,0.0
1992,Calgary,825,0008.00,0140,4.0,3.0,3.0,1,3.0,0.0
1992,Calgary,825,0038.08,0140,5.0,3.0,5.0,1,5.0,0.0
1992,Calgary,825,0054.00,0140,5.0,3.0,2.0,1,2.0,0.0
1992,Calgary,825,0029.00,0140,2.0,3.0,3.0,2,1.5,0.0
1992,Calgary,825,0052.00,0140,5.0,3.0,1.0,1,1.0,0.0
1992,Calgary,825,0077.03,0140,4.0,3.0,46.0,25,1.84,0.0
1992,Calgary,825,0001.09,0140,4.0,3.0,5.0,3,1.67,0.0
1992,Calgary,825,0015.00,0140,4.0,3.0,3.0,1,3.0,0.0
1992,Calgary,825,0027.00,0140,2.0,1.0,1.0,1,1.0,0.0
1992,Calgary,825,0062.00,0140,4.0,3.0,2.0,1,2.0,0.0
1992,Calgary,825,0000.00,0140,1.0,1.0,341.0,794,0.43,0.0
1992,Calgary,825,0019.00,0140,4.0,3.0,1.0,1,1.0,0.0
1992,Calgary,825,0022.00,0140,2.0,1.0,1.0,1,1.0,0.0
1992,Calgary,825,0000.00,0140,2.0,3.0,7.0,7,1.0,0.0
1992,Calgary,825,0020.00,0140,5.0,3.0,24.0,2,12.0,0.0
1992,Calgary,825,0021.00,0140,4.0,3.0,8.0,2,4.0,0.0
1992,Calgary,825,0000.00,0140,2.0,1.0,46.0,51,0.9,0.0
1992,Calgary,825,0049.00,0140,4.0,3.0,17.0,7,2.43,0.0
1992,Calgary,825,0060.00,0140,4.0,3.0,4.0,1,4.0,0.0
1992,Calgary,825,0205.00,0140,4.0,3.0,12.0,4,3.0,0.0
1992,Calgary,825,0001.01,0140,5.0,3.0,6.0,2,3.0,0.0
1992,Calgary,825,0058.00,0140,4.0,3.0,2.0,1,2.0,0.0
1992,Calgary,825,0027.00,0140,4.0,3.0,10.0,2,5.0,0.0
1992,Calgary,825,0030.00,0140,2.0,1.0,1.0,1,1.0,0.0
1993,Calgary,825,0001.01,0140,5.0,3.0,6.0,2,3.0,0.0
1993,Calgary,825,0056.00,0140,4.0,1.0,2.0,1,2.0,0.0
1993,Calgary,825,0049.00,0140,4.0,3.0,3.0,3,1.0,0.0
1993,Calgary,825,0000.00,0140,1.0,1.0,471.0,890,0.53,0.0
1993,Calgary,825,0001.09,0140,4.0,3.0,1.0,1,1.0,0.0
1993,Calgary,825,0037.00,0140,5.0,3.0,7.0,1,7.0,0.0
1993,Calgary,825,0057.00,0140,4.0,3.0,2.0,1,2.0,0.0
1993,Calgary,825,0024.00,0140,4.0,3.0,2.0,1,2.0,0.0
1993,Calgary,825,0026.00,0140,4.0,3.0,5.0,1,5.0,0.0
1993,Calgary,825,0076.07,0140,2.0,1.0,0.0,1,0.0,0.0
1993,Calgary,825,0076.07,0140,2.0,3.0,3.0,2,1.5,0.0
1993,Calgary,825,0001.12,0140,1.0,1.0,3.0,3,1.0,0.0
1993,Calgary,825,0020.00,0140,5.0,3.0,1.0,1,1.0,0.0
1993,Calgary,825,0029.00,0140,2.0,3.0,1.0,2,0.5,0.0
1993,Calgary,825,0038.08,0140,4.0,3.0,6.0,2,3.0,0.0
1993,Calgary,825,0000.00,0140,2.0,1.0,56.0,57,0.98,0.0
1993,Calgary,825,0008.00,0140,4.0,3.0,2.0,1,2.0,0.0
1993,Calgary,825,0022.00,0140,4.0,1.0,1.0,1,1.0,0.0
1993,Calgary,825,0054.00,0140,4.0,3.0,2.0,1,2.0,0.0
1993,Calgary,825,0015.00,0140,4.0,3.0,5.0,3,1.67,0.0
1993,Calgary,825,0000.00,0140,2.0,3.0,8.0,7,1.14,0.0
1993,Calgary,825,0022.00,0140,4.0,3.0,8.0,3,2.67,0.0
1993,Calgary,825,0027.00,0140,2.0,1.0,1.0,1,1.0,0.0
1993,Calgary,825,0038.08,0140,5.0,3.0,1.0,1,1.0,0.0
1993,Calgary,825,0000.00,0140,1.0,3.0,3.0,3,1.0,0.0
1993,Calgary,825,0002.00,0140,4.0,3.0,1.0,1,1.0,0.0
1993,Calgary,825,0027.00,0140,4.0,3.0,4.0,1,4.0,0.0
1993,Calgary,825,0076.07,0140,4.0,3.0,7.0,5,1.4,0.0
1993,Calgary,825,0077.03,0140,4.0,3.0,9.0,5,1.8,0.0
1993,Calgary,825,0034.00,0140,4.0,3.0,4.0,3,1.33,0.0
1993,Calgary,825,0013.00,0140,4.0,3.0,6.0,4,1.5,0.0
1993,Calgary,825,0023.00,0140,4.0,3.0,4.0,1,4.0,0.0
1993,Calgary,825,0056.00,0140,4.0,3.0,2.0,1,2.0,0.0
1993,Calgary,825,0077.03,0140,2.0,3.0,1.0,1,1.0,0.0
1993,Calgary,825,0022.00,0140,2.0,1.0,1.0,1,1.0,0.0
1993,Calgary,825,0034.00,0140,1.0,3.0,1.0,2,0.5,0.0
1993,Calgary,825,0034.00,0140,2.0,3.0,1.0,1,1.0,0.0
1994,Calgary,825,0000.00,0140,1.0,1.0,521.0,864,0.6,0.0
1994,Calgary,825,0027.00,0140,4.0,3.0,5.0,1,5.0,0.0
1994,Calgary,825,0049.02,0140,4.0,3.0,1.0,1,1.0,0.0
1994,Calgary,825,0000.00,0140,1.0,3.0,0.0,1,0.0,0.0
1994,Calgary,825,0007.04,0140,5.0,3.0,8.0,1,8.0,0.0
1994,Calgary,825,0049.00,0140,4.0,3.0,2.0,2,1.0,0.0
1994,Calgary,825,0057.00,0140,4.0,3.0,1.0,1,1.0,0.0
1994,Calgary,825,0000.00,0140,2.0,3.0,22.0,19,1.16,0.0
1994,Calgary,825,0002.00,0140,4.0,3.0,1.0,1,1.0,0.0
1994,Calgary,825,0002.02,0140,4.0,3.0,7.0,2,3.5,0.0
1994,Calgary,825,0026.00,0140,4.0,3.0,1.0,1,1.0,0.0
1994,Calgary,825,0034.00,0140,4.0,3.0,3.0,2,1.5,0.0
1994,Calgary,825,0000.00,0140,2.0,1.0,34.0,30,1.13,0.0
1994,Calgary,825,0001.01,0140,5.0,3.0,3.0,1,3.0,0.0
1994,Calgary,825,0045.00,0140,4.0,3.0,3.0,1,3.0,0.0
1994,Calgary,825,0076.07,0140,4.0,3.0,9.0,6,1.5,0.0
1994,Calgary,825,0022.00,0140,4.0,1.0,1.0,1,1.0,0.0
1994,Calgary,825,0027.00,0140,2.0,1.0,1.0,1,1.0,0.0
1994,Calgary,825,0034.00,0140,1.0,3.0,1.0,1,1.0,0.0
1994,Calgary,825,0038.19,0140,4.0,3.0,5.0,2,2.5,0.0
1994,Calgary,825,0034.00,0140,2.0,3.0,0.0,1,0.0,0.0
1994,Calgary,825,0038.08,0140,4.0,3.0,4.0,2,2.0,0.0
1994,Calgary,825,0008.00,0140,4.0,3.0,1.0,1,1.0,0.0
1994,Calgary,825,0015.00,0140,4.0,3.0,9.0,7,1.29,0.0
1994,Calgary,825,0054.00,0140,4.0,3.0,1.0,1,1.0,0.0
1994,Calgary,825,0077.03,0140,2.0,3.0,5.0,3,1.67,0.0
1994,Calgary,825,0020.00,0140,5.0,3.0,1.0,1,1.0,0.0
1994,Calgary,825,0022.00,0140,4.0,3.0,9.0,5,1.8,0.0
1994,Calgary,825,0056.00,0140,4.0,1.0,2.0,1,2.0,0.0
1994,Calgary,825,0205.00,0140,4.0,3.0,2.0,2,1.0,0.0
1994,Calgary,825,0037.00,0140,5.0,3.0,3.0,1,3.0,0.0
1994,Calgary,825,0038.11,0140,2.0,3.0,2.0,2,1.0,0.0
1994,Calgary,825,0077.03,0140,4.0,3.0,3.0,3,1.0,0.0
1995,Calgary,825,0007.02,0140,4.0,3.0,1.0,1,1.0,0.0
1995,Calgary,825,0033.02,0140,5.0,3.0,65.0,4,16.25,0.0
1995,Calgary,825,0052.01,0140,4.0,3.0,2.0,2,1.0,0.0
1995,Calgary,825,0000.00,0140,2.0,3.0,33.0,33,1.0,0.0
1995,Calgary,825,0027.00,0140,4.0,1.0,1.0,1,1.0,0.0
1995,Calgary,825,0077.05,0140,5.0,3.0,5.0,1,5.0,0.0
1995,Calgary,825,0038.08,0140,4.0,3.0,2.0,1,2.0,0.0
1995,Calgary,825,0001.01,0140,4.0,3.0,3.0,1,3.0,0.0
1995,Calgary,825,0002.02,0140,4.0,3.0,2.0,2,1.0,0.0
1995,Calgary,825,0034.00,0140,1.0,3.0,1.0,1,1.0,0.0
1995,Calgary,825,0038.19,0140,4.0,3.0,19.0,12,1.58,0.0
1995,Calgary,825,0043.00,0140,5.0,3.0,51.0,4,12.75,0.0
1995,Calgary,825,0052.02,0140,4.0,3.0,6.0,5,1.2,0.0
1995,Calgary,825,0054.00,0140,4.0,3.0,1.0,1,1.0,0.0
1995,Calgary,825,0076.07,0140,4.0,3.0,5.0,3,1.67,0.0
1995,Calgary,825,0205.00,0140,4.0,3.0,1.0,1,1.0,0.0
1995,Calgary,825,0001.01,0140,5.0,3.0,3.0,1,3.0,0.0
1995,Calgary,825,0007.04,0140,5.0,3.0,37.0,2,18.5,0.0
1995,Calgary,825,0022.00,0140,5.0,3.0,61.0,1,61.0,0.0
1995,Calgary,825,0046.00,0140,4.0,1.0,2.0,2,1.0,0.0
1995,Calgary,825,0056.00,0140,4.0,3.0,3.0,1,3.0,0.0
1995,Calgary,825,0062.00,0140,4.0,3.0,3.0,1,3.0,0.0
1995,Calgary,825,0073.00,0140,4.0,3.0,2.0,1,2.0,0.0
1995,Calgary,825,0077.03,0140,4.0,3.0,2.0,2,1.0,0.0
1995,Calgary,825,0000.00,0140,2.0,1.0,38.0,35,1.09,0.0
1995,Calgary,825,0026.00,0140,4.0,3.0,1.0,1,1.0,0.0
1995,Calgary,825,0027.00,0140,4.0,3.0,5.0,2,2.5,0.0
1995,Calgary,825,0034.00,0140,4.0,3.0,3.0,3,1.0,0.0
1995,Calgary,825,0049.00,0140,4.0,3.0,5.0,2,2.5,0.0
1995,Calgary,825,0000.00,0140,1.0,1.0,596.0,993,0.6,0.0
1995,Calgary,825,0038.11,0140,2.0,3.0,1.0,1,1.0,0.0
1995,Calgary,825,0057.00,0140,4.0,3.0,1.0,1,1.0,0.0
1995,Calgary,825,0076.08,0140,4.0,3.0,3.0,2,1.5,0.0
1995,Calgary,825,0039.00,0140,4.0,3.0,2.0,1,2.0,0.0
1995,Calgary,825,0020.00,0140,4.0,3.0,2.0,2,1.0,0.0
1995,Calgary,825,0058.00,0140,4.0,3.0,2.0,1,2.0,0.0
1995,Calgary,825,0024.00,0140,5.0,3.0,1.0,1,1.0,0.0
1995,Calgary,825,0043.00,0140,4.0,3.0,4.0,2,2.0,0.0
1995,Calgary,825,0077.03,0140,2.0,3.0,1.0,1,1.0,0.0
1996,Calgary,825,0038.19,0140,2.0,3.0,0.0,1,0.0,0.0
1996,Calgary,825,0000.00,0140,1.0,3.0,3.0,3,1.0,0.0
1996,Calgary,825,0027.00,0140,4.0,3.0,5.0,1,5.0,0.0
1996,Calgary,825,0077.03,0140,4.0,3.0,2.0,1,2.0,0.0
1996,Calgary,825,0000.00,0140,2.0,1.0,37.0,43,0.86,0.0
1996,Calgary,825,0007.02,0140,4.0,3.0,1.0,1,1.0,0.0
1996,Calgary,825,0000.00,0140,1.0,1.0,446.0,919,0.49,0.0
1996,Calgary,825,0008.00,0140,4.0,3.0,3.0,1,3.0,0.0
1996,Calgary,825,0031.00,0140,5.0,3.0,11.0,1,11.0,0.0
1996,Calgary,825,0034.00,0140,1.0,3.0,1.0,1,1.0,0.0
1996,Calgary,825,0044.00,0140,4.0,3.0,5.0,2,2.5,0.0
1996,Calgary,825,0002.02,0140,4.0,3.0,4.0,2,2.0,0.0
1996,Calgary,825,0020.00,0140,5.0,3.0,4.0,2,2.0,0.0
1996,Calgary,825,0033.02,0140,4.0,3.0,1.0,1,1.0,0.0
1996,Calgary,825,0033.02,0140,5.0,3.0,2.0,2,1.0,0.0
1996,Calgary,825,0039.00,0140,4.0,1.0,1.0,1,1.0,0.0
1996,Calgary,825,0043.00,0140,5.0,3.0,26.0,4,6.5,0.0
1996,Calgary,825,0049.00,0140,4.0,3.0,6.0,3,2.0,0.0
1996,Calgary,825,0001.12,0140,4.0,3.0,2.0,2,1.0,0.0
1996,Calgary,825,0007.04,0140,5.0,3.0,8.0,1,8.0,0.0
1996,Calgary,825,0020.00,0140,4.0,3.0,1.0,1,1.0,0.0
1996,Calgary,825,0034.00,0140,5.0,3.0,17.0,1,17.0,0.0
1996,Calgary,825,0049.01,0140,5.0,3.0,17.0,2,8.5,0.0
1996,Calgary,825,0205.00,0140,4.0,3.0,1.0,1,1.0,0.0
1996,Calgary,825,0022.00,0140,4.0,1.0,4.0,1,4.0,0.0
1996,Calgary,825,0076.08,0140,4.0,3.0,3.0,1,3.0,0.0
1996,Calgary,825,0022.00,0140,5.0,3.0,25.0,1,25.0,0.0
1996,Calgary,825,0034.00,0140,4.0,3.0,1.0,1,1.0,0.0
1996,Calgary,825,0058.00,0140,4.0,3.0,1.0,1,1.0,0.0
1996,Calgary,825,0001.01,0140,4.0,3.0,6.0,4,1.5,0.0
1996,Calgary,825,0001.01,0140,5.0,3.0,3.0,1,3.0,0.0
1996,Calgary,825,0076.08,0140,4.0,1.0,1.0,1,1.0,0.0
1996,Calgary,825,0077.03,0140,5.0,3.0,8.0,2,4.0,0.0
1996,Calgary,825,0000.00,0140,2.0,3.0,28.0,35,0.8,0.0
1996,Calgary,825,0038.16,0140,4.0,1.0,5.0,3,1.67,0.0
1996,Calgary,825,0038.19,0140,4.0,3.0,3.0,3,1.0,0.0
1997,Calgary,825,0077.03,0140,4.0,3.0,6.0,6,1.0,0.0
1997,Calgary,825,0000.00,0140,2.0,3.0,25.0,31,0.81,0.0
1997,Calgary,825,0000.00,0140,1.0,1.0,440.0,1154,0.38,0.0
1997,Calgary,825,0001.01,0140,5.0,3.0,2.0,1,2.0,0.0
1997,Calgary,825,0014.00,0140,5.0,3.0,1.0,1,1.0,0.0
1997,Calgary,825,0076.08,0140,4.0,3.0,4.0,3,1.33,0.0
1997,Calgary,825,0000.00,0140,1.0,3.0,1.0,12,0.08,0.0
1997,Calgary,825,0002.02,0140,5.0,3.0,1.0,1,1.0,0.0
1997,Calgary,825,0054.00,0140,5.0,1.0,1.0,1,1.0,0.0
1997,Calgary,825,0007.02,0140,4.0,3.0,3.0,1,3.0,0.0
1997,Calgary,825,0034.00,0140,4.0,3.0,1.0,1,1.0,0.0
1997,Calgary,825,0002.02,0140,4.0,3.0,2.0,1,2.0,0.0
1997,Calgary,825,0077.02,0140,5.0,3.0,1.0,1,1.0,0.0
1997,Calgary,825,0077.03,0140,5.0,3.0,1.0,1,1.0,0.0
1997,Calgary,825,0001.12,0140,4.0,3.0,2.0,1,2.0,0.0
1997,Calgary,825,0035.00,0140,5.0,3.0,3.0,2,1.5,0.0
1997,Calgary,825,0076.07,0140,4.0,3.0,1.0,1,1.0,0.0
1997,Calgary,825,0000.00,0140,2.0,1.0,45.0,51,0.88,0.0
1997,Calgary,825,0025.00,0140,5.0,3.0,2.0,1,2.0,0.0
1997,Calgary,825,0038.19,0140,4.0,3.0,1.0,1,1.0,0.0
1997,Calgary,825,0017.02,0140,5.0,3.0,6.0,1,6.0,0.0
1997,Calgary,825,0043.00,0140,5.0,3.0,2.0,1,2.0,0.0
1998,Calgary,825,0001.06,0140,4.0,3.0,1.0,1,1.0,0.0
1998,Calgary,825,0017.02,0140,5.0,3.0,3.0,1,3.0,3.0
1998,Calgary,825,0077.03,0140,2.0,3.0,1.0,1,1.0,0.0
1998,Calgary,825,0049.00,0140,4.0,3.0,6.0,4,1.5,0.0
1998,Calgary,825,0000.00,0140,1.0,3.0,5.0,10,0.5,0.0
1998,Calgary,825,0038.11,0140,5.0,1.0,1.0,1,1.0,0.0
1998,Calgary,825,0062.00,0140,5.0,3.0,1.0,1,1.0,0.0
1998,Calgary,825,0076.07,0140,5.0,3.0,12.0,3,4.0,3.0
1998,Calgary,825,0076.08,0140,4.0,3.0,2.0,1,2.0,0.0
1998,Calgary,825,0077.03,0140,4.0,3.0,6.0,5,1.2,0.0
1998,Calgary,825,0076.07,0140,4.0,3.0,3.0,3,1.0,0.0
1998,Calgary,825,0000.00,0140,2.0,3.0,27.0,38,0.71,0.0
1998,Calgary,825,0001.12,0140,4.0,3.0,1.0,1,1.0,0.0
1998,Calgary,825,0043.00,0140,5.0,3.0,1.0,1,1.0,0.0
1998,Calgary,825,0076.04,0140,4.0,3.0,2.0,1,2.0,0.0
1998,Calgary,825,0206.00,0140,4.0,3.0,2.0,2,1.0,0.0
1998,Calgary,825,0000.00,0140,1.0,1.0,724.0,1505,0.48,0.0
1998,Calgary,825,0021.00,0140,4.0,1.0,1.0,1,1.0,0.0
1998,Calgary,825,0077.03,0140,5.0,3.0,2.0,1,2.0,0.0
1998,Calgary,825,0039.00,0140,4.0,3.0,2.0,1,2.0,0.0
1998,Calgary,825,0041.00,0140,5.0,3.0,7.0,1,7.0,4.0
1998,Calgary,825,0049.02,0140,4.0,3.0,4.0,2,2.0,0.0
1998,Calgary,825,0002.02,0140,4.0,3.0,1.0,1,1.0,0.0
1998,Calgary,825,0001.02,0140,5.0,3.0,10.0,1,10.0,3.0
1998,Calgary,825,0052.04,0140,4.0,3.0,1.0,1,1.0,0.0
1998,Calgary,825,0000.00,0140,2.0,1.0,39.0,54,0.72,0.0
1999,Calgary,825,0001.08,0140,5.0,3.0,16.0,2,8.0,2.0
1999,Calgary,825,0046.00,0140,5.0,3.0,5.0,1,5.0,3.0
1999,Calgary,825,0034.00,0140,4.0,3.0,2.0,1,2.0,0.0
1999,Calgary,825,0205.00,0140,4.0,3.0,1.0,1,1.0,0.0
1999,Calgary,825,0000.00,0140,2.0,1.0,85.0,68,1.25,0.0
1999,Calgary,825,0001.11,0140,5.0,3.0,2.0,1,2.0,4.0
1999,Calgary,825,0074.00,0140,4.0,3.0,2.0,1,2.0,0.0
1999,Calgary,825,0000.00,0140,1.0,1.0,778.0,1355,0.57,0.0
1999,Calgary,825,0001.02,0140,5.0,3.0,3.0,1,3.0,3.0
1999,Calgary,825,0046.01,0140,4.0,3.0,1.0,1,1.0,0.0
1999,Calgary,825,0056.00,0140,5.0,3.0,8.0,1,8.0,0.0
1999,Calgary,825,0076.05,0140,5.0,3.0,9.0,1,9.0,3.0
1999,Calgary,825,0049.00,0140,5.0,3.0,1.0,1,1.0,2.0
1999,Calgary,825,0062.00,0140,5.0,3.0,2.0,1,2.0,0.0
1999,Calgary,825,0000.00,0140,2.0,3.0,61.0,57,1.07,0.0
1999,Calgary,825,0001.08,0140,4.0,3.0,3.0,2,1.5,0.0
1999,Calgary,825,0052.03,0140,5.0,3.0,3.0,1,3.0,0.0
1999,Calgary,825,0076.05,0140,4.0,3.0,1.0,1,1.0,0.0
1999,Calgary,825,0205.00,0140,4.0,1.0,2.0,1,2.0,0.0
1999,Calgary,825,0029.00,0140,5.0,3.0,4.0,1,4.0,2.0
1999,Calgary,825,0076.07,0140,4.0,3.0,5.0,1,5.0,0.0
1999,Calgary,825,0077.03,0140,5.0,3.0,17.0,7,2.43,0.0
1999,Calgary,825,0017.02,0140,5.0,3.0,14.0,3,4.67,2.0
1999,Calgary,825,0038.15,0140,4.0,3.0,3.0,1,3.0,0.0
1999,Calgary,825,0205.00,0140,2.0,3.0,2.0,1,2.0,0.0
1999,Calgary,825,0206.00,0140,5.0,3.0,14.0,1,14.0,0.0
1999,Calgary,825,0000.00,0140,1.0,3.0,17.0,21,0.81,0.0
1999,Calgary,825,0022.00,0140,5.0,3.0,11.0,1,11.0,4.0
1999,Calgary,825,0026.00,0140,5.0,3.0,31.0,1,31.0,4.0
1999,Calgary,825,0043.00,0140,5.0,3.0,8.0,1,8.0,18.0
1999,Calgary,825,0077.03,0140,2.0,3.0,1.0,1,1.0,0.0
1999,Calgary,825,0077.03,0140,4.0,3.0,6.0,3,2.0,0.0
1999,Calgary,825,0057.00,0140,5.0,3.0,2.0,1,2.0,0.0
1999,Calgary,825,0076.00,0140,4.0,3.0,1.0,1,1.0,0.0
1999,Calgary,825,0076.08,0140,5.0,3.0,9.0,2,4.5,0.0
1999,Calgary,825,0206.00,0140,4.0,3.0,3.0,3,1.0,1.0
1999,Calgary,825,0041.00,0140,5.0,3.0,9.0,3,3.0,2.0
1999,Calgary,825,0030.00,0140,5.0,3.0,8.0,1,8.0,4.0
2000,Calgary,825,0022.00,0140,5.0,3.0,37.0,2,18.5,2.0
2000,Calgary,825,0030.00,0140,5.0,3.0,8.0,1,8.0,5.0
2000,Calgary,825,0031.00,0140,5.0,3.0,39.0,2,19.5,6.0
2000,Calgary,825,0035.01,0140,4.0,3.0,4.0,2,2.0,0.0
2000,Calgary,825,0001.14,0140,5.0,3.0,4.0,1,4.0,4.0
2000,Calgary,825,0021.00,0140,5.0,3.0,6.0,3,2.0,1.0
2000,Calgary,825,0049.02,0140,5.0,3.0,2.0,1,2.0,4.0
2000,Calgary,825,0049.03,0140,2.0,3.0,1.0,1,1.0,0.0
2000,Calgary,825,0050.02,0140,4.0,3.0,3.0,1,3.0,0.0
2000,Calgary,825,0000.00,0140,1.0,1.0,814.0,1331,0.61,0.0
2000,Calgary,825,0022.00,0140,4.0,3.0,2.0,2,1.0,0.0
2000,Calgary,825,0000.00,0140,2.0,1.0,87.0,75,1.16,0.0
2000,Calgary,825,0049.03,0140,5.0,3.0,4.0,2,2.0,4.0
2000,Calgary,825,0052.05,0140,5.0,3.0,14.0,1,14.0,3.0
2000,Calgary,825,0076.05,0140,4.0,3.0,1.0,1,1.0,0.0
2000,Calgary,825,0000.00,0140,2.0,3.0,65.0,67,0.97,0.0
2000,Calgary,825,0013.00,0140,5.0,3.0,5.0,1,5.0,4.0
2000,Calgary,825,0031.00,0140,4.0,3.0,1.0,1,1.0,0.0
2000,Calgary,825,0035.01,0140,5.0,3.0,23.0,5,4.6,3.0
2000,Calgary,825,0062.00,0140,5.0,3.0,2.0,1,2.0,3.0
2000,Calgary,825,0076.04,0140,4.0,3.0,1.0,1,1.0,0.0
2000,Calgary,825,0001.15,0140,5.0,3.0,8.0,1,8.0,3.0
2000,Calgary,825,0017.02,0140,5.0,3.0,4.0,1,4.0,3.0
2000,Calgary,825,0076.05,0140,5.0,3.0,25.0,2,12.5,3.0
2000,Calgary,825,0077.09,0140,5.0,3.0,22.0,1,22.0,3.0
2000,Calgary,825,0021.00,0140,4.0,1.0,2.0,1,2.0,0.0
2000,Calgary,825,0027.00,0140,5.0,3.0,12.0,2,6.0,8.0
2000,Calgary,825,0075.02,0140,4.0,3.0,2.0,1,2.0,0.0
2000,Calgary,825,0076.07,0140,5.0,3.0,14.0,1,14.0,4.0
2000,Calgary,825,0074.00,0140,4.0,3.0,1.0,1,1.0,0.0
2000,Calgary,825,0076.02,0140,5.0,3.0,13.0,2,6.5,3.0
2000,Calgary,825,0001.08,0140,4.0,3.0,1.0,1,1.0,0.0
