reference_period,ref_qq,metcode,metro,FSA,inventory,num_structures,unitsperstructure,avgstorycnt
2012-09-01,3,1060,Montreal,J7P,2.0,2,1.0,3.0
2012-09-01,3,1060,Montreal,nan,532.0,264,2.02,1.15
2012-09-01,3,1060,Montreal,J0N,28.0,19,1.47,1.0
2012-09-01,3,1060,Montreal,J3H,24.0,14,1.71,1.21
2012-09-01,3,1060,Montreal,J4L,2.0,1,2.0,2.0
2012-09-01,3,1060,Montreal,J7E,36.0,4,9.0,3.0
2012-09-01,3,1060,Montreal,H2J,1.0,1,1.0,3.0
2012-09-01,3,1060,Montreal,H2W,3.0,2,1.5,3.0
2012-09-01,3,1060,Montreal,H8R,3.0,3,1.0,2.0
2012-09-01,3,1060,Montreal,H9R,6.0,2,3.0,2.0
2012-09-01,3,1060,Montreal,H1B,9.0,3,3.0,2.33
2012-09-01,3,1060,Montreal,J3V,8.0,5,1.6,0.6
2012-09-01,3,1060,Montreal,J5B,3.0,1,3.0,3.0
2012-12-01,4,1060,Montreal,H2C,3.0,2,1.5,2.5
2012-12-01,4,1060,Montreal,H2T,4.0,1,4.0,7.0
2012-12-01,4,1060,Montreal,H3X,2.0,1,2.0,2.0
2012-12-01,4,1060,Montreal,H4N,49.0,2,24.5,13.0
2012-12-01,4,1060,Montreal,H7A,59.0,16,3.69,2.19
2012-12-01,4,1060,Montreal,H7K,2.0,2,1.0,2.0
2012-12-01,4,1060,Montreal,H8Z,5.0,2,2.5,3.5
2012-12-01,4,1060,Montreal,J7X,11.0,5,2.2,0.8
2012-12-01,4,1060,Montreal,H7B,12.0,5,2.4,2.0
2012-12-01,4,1060,Montreal,H9X,1.0,1,1.0,0.0
2012-12-01,4,1060,Montreal,J4M,21.0,15,1.4,1.6
2012-12-01,4,1060,Montreal,J7C,51.0,16,3.19,1.38
2012-12-01,4,1060,Montreal,J7Z,16.0,14,1.14,0.36
2012-12-01,4,1060,Montreal,H4E,4.0,2,2.0,2.0
2012-12-01,4,1060,Montreal,H9W,4.0,1,4.0,2.0
2012-12-01,4,1060,Montreal,H1N,4.0,3,1.33,2.33
2012-12-01,4,1060,Montreal,H3P,10.0,2,5.0,5.5
2012-12-01,4,1060,Montreal,H4A,3.0,3,1.0,2.67
2012-12-01,4,1060,Montreal,H4J,5.0,2,2.5,4.0
2012-12-01,4,1060,Montreal,J4G,2.0,1,2.0,2.0
2012-12-01,4,1060,Montreal,J4P,4.0,1,4.0,5.0
2012-12-01,4,1060,Montreal,J5Y,11.0,11,1.0,0.0
2012-12-01,4,1060,Montreal,J7H,4.0,1,4.0,4.0
2012-12-01,4,1060,Montreal,H3N,8.0,2,4.0,3.0
2012-12-01,4,1060,Montreal,H3Z,10.0,1,10.0,3.0
2012-12-01,4,1060,Montreal,H7R,2.0,1,2.0,0.0
2012-12-01,4,1060,Montreal,J4J,6.0,3,2.0,2.33
2012-12-01,4,1060,Montreal,J7T,3.0,3,1.0,0.67
2012-12-01,4,1060,Montreal,H1K,2.0,2,1.0,2.5
2012-12-01,4,1060,Montreal,H2P,47.0,2,23.5,5.0
2012-12-01,4,1060,Montreal,H3J,9.0,2,4.5,4.0
2012-12-01,4,1060,Montreal,H9C,1.0,1,1.0,0.0
2012-12-01,4,1060,Montreal,J3N,14.0,6,2.33,2.17
2012-12-01,4,1060,Montreal,J5A,60.0,20,3.0,1.75
2012-12-01,4,1060,Montreal,J5T,4.0,4,1.0,0.0
2012-12-01,4,1060,Montreal,J7L,1.0,1,1.0,0.0
2012-12-01,4,1060,Montreal,H1Z,5.0,1,5.0,4.0
2012-12-01,4,1060,Montreal,H2E,7.0,2,3.5,2.5
2012-12-01,4,1060,Montreal,H2X,2.0,1,2.0,4.0
2012-12-01,4,1060,Montreal,H9H,20.0,1,20.0,10.0
2012-12-01,4,1060,Montreal,J3X,16.0,11,1.45,0.73
2012-12-01,4,1060,Montreal,J4T,12.0,3,4.0,1.67
2012-12-01,4,1060,Montreal,H1R,1.0,1,1.0,0.0
2012-12-01,4,1060,Montreal,H4C,8.0,4,2.0,3.25
2012-12-01,4,1060,Montreal,H9A,82.0,2,41.0,3.5
2012-12-01,4,1060,Montreal,J5B,9.0,2,4.5,2.5
2012-12-01,4,1060,Montreal,J7R,9.0,3,3.0,0.33
2012-12-01,4,1060,Montreal,H4B,1.0,1,1.0,3.0
2012-12-01,4,1060,Montreal,J0P,43.0,28,1.54,0.07
2012-12-01,4,1060,Montreal,J3V,3.0,3,1.0,0.0
2012-12-01,4,1060,Montreal,J5C,14.0,8,1.75,0.63
2012-12-01,4,1060,Montreal,J5W,18.0,18,1.0,0.0
2012-12-01,4,1060,Montreal,J7M,20.0,17,1.18,0.53
2012-12-01,4,1060,Montreal,H1C,13.0,8,1.63,1.5
2012-12-01,4,1060,Montreal,H1E,20.0,8,2.5,1.38
2012-12-01,4,1060,Montreal,H7H,11.0,10,1.1,0.5
2012-12-01,4,1060,Montreal,J5R,27.0,22,1.23,0.64
2012-12-01,4,1060,Montreal,J6R,6.0,6,1.0,0.0
2012-12-01,4,1060,Montreal,J6W,11.0,2,5.5,2.0
2012-12-01,4,1060,Montreal,H2R,2.0,1,2.0,3.0
2012-12-01,4,1060,Montreal,H4M,2.0,1,2.0,2.0
2012-12-01,4,1060,Montreal,H9B,6.0,1,6.0,5.0
2012-12-01,4,1060,Montreal,J4R,1.0,1,1.0,2.0
2012-12-01,4,1060,Montreal,J4W,4.0,4,1.0,0.5
2012-12-01,4,1060,Montreal,J4Z,7.0,5,1.4,0.4
2012-12-01,4,1060,Montreal,H2H,24.0,2,12.0,3.5
2012-12-01,4,1060,Montreal,H7E,12.0,5,2.4,2.8
2012-12-01,4,1060,Montreal,H9R,5.0,1,5.0,4.0
2012-12-01,4,1060,Montreal,J0N,27.0,18,1.5,0.83
2012-12-01,4,1060,Montreal,J3E,24.0,2,12.0,4.0
2012-12-01,4,1060,Montreal,J3H,23.0,13,1.77,1.31
2012-12-01,4,1060,Montreal,J4Y,10.0,3,3.33,3.67
2012-12-01,4,1060,Montreal,J5Z,29.0,12,2.42,2.67
2012-12-01,4,1060,Montreal,J6Y,3.0,1,3.0,3.0
2012-12-01,4,1060,Montreal,J7J,18.0,11,1.64,0.55
2012-12-01,4,1060,Montreal,J7V,64.0,22,2.91,1.5
2012-12-01,4,1060,Montreal,H2K,8.0,4,2.0,3.0
2012-12-01,4,1060,Montreal,H3S,4.0,1,4.0,3.0
2012-12-01,4,1060,Montreal,H7N,2.0,1,2.0,9.0
2012-12-01,4,1060,Montreal,H8T,2.0,2,1.0,2.0
2012-12-01,4,1060,Montreal,H9S,3.0,1,3.0,4.0
2012-12-01,4,1060,Montreal,H1X,11.0,2,5.5,3.0
2012-12-01,4,1060,Montreal,H7M,19.0,1,19.0,7.0
2012-12-01,4,1060,Montreal,J6J,14.0,12,1.17,0.58
2012-12-01,4,1060,Montreal,H1A,4.0,1,4.0,2.0
2012-12-01,4,1060,Montreal,H7V,2.0,1,2.0,2.0
2012-12-01,4,1060,Montreal,H9J,2.0,1,2.0,2.0
2012-12-01,4,1060,Montreal,J6Z,2.0,2,1.0,0.0
2012-12-01,4,1060,Montreal,nan,494.0,227,2.18,1.27
2012-12-01,4,1060,Montreal,H1V,6.0,2,3.0,3.0
2012-12-01,4,1060,Montreal,H9K,12.0,8,1.5,1.5
2012-12-01,4,1060,Montreal,J3G,27.0,19,1.42,0.63
2012-12-01,4,1060,Montreal,J4N,16.0,2,8.0,4.0
2012-12-01,4,1060,Montreal,J4V,8.0,4,2.0,2.0
2012-12-01,4,1060,Montreal,H1H,2.0,2,1.0,1.5
2012-12-01,4,1060,Montreal,H1L,18.0,4,4.5,3.25
2012-12-01,4,1060,Montreal,H7L,14.0,10,1.4,0.8
2012-12-01,4,1060,Montreal,H8R,3.0,3,1.0,2.0
2012-12-01,4,1060,Montreal,H1G,41.0,2,20.5,5.5
2012-12-01,4,1060,Montreal,H1Y,2.0,2,1.0,2.5
2012-12-01,4,1060,Montreal,H2M,4.0,2,2.0,3.0
2012-12-01,4,1060,Montreal,H4S,1.0,1,1.0,0.0
2012-12-01,4,1060,Montreal,H8S,20.0,1,20.0,6.0
2012-12-01,4,1060,Montreal,J5L,18.0,18,1.0,0.28
2012-12-01,4,1060,Montreal,H1B,6.0,3,2.0,2.33
2012-12-01,4,1060,Montreal,H2A,10.0,4,2.5,3.0
2012-12-01,4,1060,Montreal,H2L,17.0,6,2.83,3.33
2012-12-01,4,1060,Montreal,H2W,10.0,4,2.5,3.0
2012-12-01,4,1060,Montreal,H7X,65.0,18,3.61,0.83
2012-12-01,4,1060,Montreal,H7Y,30.0,3,10.0,4.0
2012-12-01,4,1060,Montreal,J4K,32.0,6,5.33,1.83
2012-12-01,4,1060,Montreal,J5X,7.0,2,3.5,1.5
2012-12-01,4,1060,Montreal,H1W,14.0,4,3.5,3.25
2012-12-01,4,1060,Montreal,H2S,9.0,2,4.5,5.0
2012-12-01,4,1060,Montreal,H3K,8.0,3,2.67,3.0
2012-12-01,4,1060,Montreal,H3L,21.0,1,21.0,7.0
2012-12-01,4,1060,Montreal,H7P,1.0,1,1.0,0.0
2012-12-01,4,1060,Montreal,H7W,47.0,1,47.0,9.0
2012-12-01,4,1060,Montreal,J0V,2.0,2,1.0,0.0
2012-12-01,4,1060,Montreal,J3Y,77.0,39,1.97,1.44
2012-12-01,4,1060,Montreal,J7E,23.0,2,11.5,5.0
2012-12-01,4,1060,Montreal,H7G,27.0,1,27.0,5.0
2012-12-01,4,1060,Montreal,H7T,4.0,3,1.33,0.67
2012-12-01,4,1060,Montreal,H8Y,3.0,2,1.5,0.0
2012-12-01,4,1060,Montreal,J0L,41.0,31,1.32,0.71
2012-12-01,4,1060,Montreal,J3L,56.0,47,1.19,0.6
2012-12-01,4,1060,Montreal,J6A,35.0,4,8.75,6.75
2012-12-01,4,1060,Montreal,H1T,4.0,1,4.0,3.0
2012-12-01,4,1060,Montreal,H2G,2.0,1,2.0,3.0
2012-12-01,4,1060,Montreal,H4L,1.0,1,1.0,3.0
2012-12-01,4,1060,Montreal,J6X,3.0,3,1.0,0.0
2012-12-01,4,1060,Montreal,H2J,9.0,2,4.5,3.0
2012-12-01,4,1060,Montreal,H4G,2.0,2,1.0,3.0
2012-12-01,4,1060,Montreal,J6K,26.0,13,2.0,1.54
2012-12-01,4,1060,Montreal,J6N,8.0,5,1.6,1.2
2012-12-01,4,1060,Montreal,J7Y,27.0,14,1.93,1.29
2013-03-01,1,1060,Montreal,H7G,22.0,1,22.0,5.0
2013-03-01,1,1060,Montreal,J5C,9.0,8,1.13,0.63
2013-03-01,1,1060,Montreal,J7R,10.0,4,2.5,0.25
2013-03-01,1,1060,Montreal,H1E,10.0,6,1.67,1.33
2013-03-01,1,1060,Montreal,H2T,2.0,1,2.0,7.0
2013-03-01,1,1060,Montreal,H7M,12.0,1,12.0,7.0
2013-03-01,1,1060,Montreal,H7N,32.0,2,16.0,6.5
2013-03-01,1,1060,Montreal,H8R,3.0,3,1.0,2.0
2013-03-01,1,1060,Montreal,H8T,1.0,1,1.0,0.0
2013-03-01,1,1060,Montreal,J3Y,76.0,40,1.9,1.43
2013-03-01,1,1060,Montreal,J4V,6.0,3,2.0,2.0
2013-03-01,1,1060,Montreal,J4W,3.0,3,1.0,0.0
2013-03-01,1,1060,Montreal,J5L,25.0,25,1.0,0.2
2013-03-01,1,1060,Montreal,J6N,5.0,3,1.67,1.67
2013-03-01,1,1060,Montreal,H1L,6.0,3,2.0,3.0
2013-03-01,1,1060,Montreal,H3N,8.0,2,4.0,3.0
2013-03-01,1,1060,Montreal,H3Z,9.0,1,9.0,3.0
2013-03-01,1,1060,Montreal,J6W,10.0,2,5.0,2.0
2013-03-01,1,1060,Montreal,H2G,10.0,4,2.5,3.0
2013-03-01,1,1060,Montreal,H4N,4.0,2,2.0,13.0
2013-03-01,1,1060,Montreal,J3N,21.0,8,2.63,2.25
2013-03-01,1,1060,Montreal,J4Y,18.0,8,2.25,3.0
2013-03-01,1,1060,Montreal,H1R,4.0,4,1.0,0.0
2013-03-01,1,1060,Montreal,H1Z,5.0,1,5.0,4.0
2013-03-01,1,1060,Montreal,H7V,2.0,1,2.0,2.0
2013-03-01,1,1060,Montreal,J4T,11.0,3,3.67,1.67
2013-03-01,1,1060,Montreal,J6J,12.0,12,1.0,0.33
2013-03-01,1,1060,Montreal,H2W,9.0,4,2.25,3.0
2013-03-01,1,1060,Montreal,H7R,3.0,2,1.5,0.0
2013-03-01,1,1060,Montreal,J6R,9.0,9,1.0,0.0
2013-03-01,1,1060,Montreal,J6Y,6.0,3,2.0,1.0
2013-03-01,1,1060,Montreal,H2L,12.0,6,2.0,3.33
2013-03-01,1,1060,Montreal,H2P,34.0,2,17.0,5.0
2013-03-01,1,1060,Montreal,H2X,2.0,1,2.0,4.0
2013-03-01,1,1060,Montreal,J0P,86.0,42,2.05,0.4
2013-03-01,1,1060,Montreal,J5Y,13.0,13,1.0,0.0
2013-03-01,1,1060,Montreal,J7T,9.0,7,1.29,0.86
2013-03-01,1,1060,Montreal,H1N,1.0,1,1.0,3.0
2013-03-01,1,1060,Montreal,H2A,7.0,3,2.33,3.0
2013-03-01,1,1060,Montreal,H9R,2.0,1,2.0,4.0
2013-03-01,1,1060,Montreal,J4J,6.0,4,1.5,2.5
2013-03-01,1,1060,Montreal,J4R,4.0,1,4.0,1.0
2013-03-01,1,1060,Montreal,H2S,14.0,5,2.8,3.8
2013-03-01,1,1060,Montreal,H4S,2.0,2,1.0,0.0
2013-03-01,1,1060,Montreal,H7T,47.0,8,5.88,1.13
2013-03-01,1,1060,Montreal,H7Y,30.0,3,10.0,4.0
2013-03-01,1,1060,Montreal,J5X,4.0,3,1.33,1.0
2013-03-01,1,1060,Montreal,J7C,54.0,19,2.84,1.32
2013-03-01,1,1060,Montreal,J7E,5.0,1,5.0,6.0
2013-03-01,1,1060,Montreal,nan,472.0,236,2.0,1.21
2013-03-01,1,1060,Montreal,H9X,1.0,1,1.0,0.0
2013-03-01,1,1060,Montreal,J0V,1.0,1,1.0,0.0
2013-03-01,1,1060,Montreal,J5Z,39.0,13,3.0,2.31
2013-03-01,1,1060,Montreal,J6A,28.0,3,9.33,8.33
2013-03-01,1,1060,Montreal,H1T,9.0,2,4.5,3.0
2013-03-01,1,1060,Montreal,H2K,29.0,8,3.63,3.38
2013-03-01,1,1060,Montreal,H9S,7.0,2,3.5,4.0
2013-03-01,1,1060,Montreal,H1A,3.0,1,3.0,3.0
2013-03-01,1,1060,Montreal,H1B,3.0,2,1.5,2.5
2013-03-01,1,1060,Montreal,H1G,31.0,2,15.5,5.5
2013-03-01,1,1060,Montreal,H1K,3.0,3,1.0,1.67
2013-03-01,1,1060,Montreal,H2E,8.0,2,4.0,2.5
2013-03-01,1,1060,Montreal,H2H,15.0,2,7.5,3.5
2013-03-01,1,1060,Montreal,H3W,6.0,1,6.0,4.0
2013-03-01,1,1060,Montreal,H4C,7.0,4,1.75,3.25
2013-03-01,1,1060,Montreal,H4E,1.0,1,1.0,2.0
2013-03-01,1,1060,Montreal,H4L,47.0,2,23.5,4.5
2013-03-01,1,1060,Montreal,H4M,1.0,1,1.0,2.0
2013-03-01,1,1060,Montreal,H7K,2.0,2,1.0,2.0
2013-03-01,1,1060,Montreal,H7L,17.0,10,1.7,0.8
2013-03-01,1,1060,Montreal,H8S,9.0,1,9.0,6.0
2013-03-01,1,1060,Montreal,H8Z,4.0,2,2.0,3.5
2013-03-01,1,1060,Montreal,J4G,2.0,2,1.0,2.0
2013-03-01,1,1060,Montreal,J5A,55.0,20,2.75,1.75
2013-03-01,1,1060,Montreal,H2C,2.0,2,1.0,2.5
2013-03-01,1,1060,Montreal,H4T,6.0,1,6.0,3.0
2013-03-01,1,1060,Montreal,H9C,1.0,1,1.0,0.0
2013-03-01,1,1060,Montreal,J0L,51.0,34,1.5,0.79
2013-03-01,1,1060,Montreal,J7M,22.0,15,1.47,0.53
2013-03-01,1,1060,Montreal,H2B,1.0,1,1.0,0.0
2013-03-01,1,1060,Montreal,H2J,8.0,3,2.67,3.0
2013-03-01,1,1060,Montreal,J3H,26.0,15,1.73,1.2
2013-03-01,1,1060,Montreal,J3L,68.0,51,1.33,0.63
2013-03-01,1,1060,Montreal,J4N,20.0,3,6.67,4.0
2013-03-01,1,1060,Montreal,J6K,28.0,15,1.87,1.33
2013-03-01,1,1060,Montreal,H1W,10.0,2,5.0,3.5
2013-03-01,1,1060,Montreal,H3P,8.0,2,4.0,5.5
2013-03-01,1,1060,Montreal,H7P,1.0,1,1.0,0.0
2013-03-01,1,1060,Montreal,H9H,17.0,1,17.0,10.0
2013-03-01,1,1060,Montreal,H2R,2.0,1,2.0,3.0
2013-03-01,1,1060,Montreal,H4K,4.0,1,4.0,2.0
2013-03-01,1,1060,Montreal,H7X,62.0,19,3.26,0.68
2013-03-01,1,1060,Montreal,H9K,13.0,10,1.3,1.2
2013-03-01,1,1060,Montreal,H1C,8.0,8,1.0,1.25
2013-03-01,1,1060,Montreal,H2M,2.0,2,1.0,3.0
2013-03-01,1,1060,Montreal,H7E,26.0,5,5.2,3.4
2013-03-01,1,1060,Montreal,H7W,39.0,1,39.0,9.0
2013-03-01,1,1060,Montreal,H9A,80.0,2,40.0,3.5
2013-03-01,1,1060,Montreal,J7V,57.0,27,2.11,1.41
2013-03-01,1,1060,Montreal,J7X,11.0,5,2.2,0.8
2013-03-01,1,1060,Montreal,H1X,3.0,2,1.5,3.0
2013-03-01,1,1060,Montreal,H8Y,2.0,2,1.0,0.0
2013-03-01,1,1060,Montreal,J4K,30.0,7,4.29,1.86
2013-03-01,1,1060,Montreal,J7H,4.0,1,4.0,4.0
2013-03-01,1,1060,Montreal,J7Y,36.0,16,2.25,1.31
2013-03-01,1,1060,Montreal,H7B,5.0,3,1.67,2.0
2013-03-01,1,1060,Montreal,J3X,17.0,13,1.31,0.85
2013-03-01,1,1060,Montreal,J5T,7.0,7,1.0,0.0
2013-03-01,1,1060,Montreal,J5W,28.0,22,1.27,0.18
2013-03-01,1,1060,Montreal,J7N,1.0,1,1.0,0.0
2013-03-01,1,1060,Montreal,J7Z,21.0,15,1.4,0.27
2013-03-01,1,1060,Montreal,J0N,27.0,21,1.29,0.62
2013-03-01,1,1060,Montreal,J5B,9.0,2,4.5,2.5
2013-03-01,1,1060,Montreal,H1H,2.0,2,1.0,1.5
2013-03-01,1,1060,Montreal,H4J,18.0,3,6.0,3.67
2013-03-01,1,1060,Montreal,J6X,3.0,3,1.0,0.0
2013-03-01,1,1060,Montreal,J7J,28.0,19,1.47,0.37
2013-03-01,1,1060,Montreal,H1V,14.0,4,3.5,3.0
2013-03-01,1,1060,Montreal,H7H,18.0,13,1.38,0.54
2013-03-01,1,1060,Montreal,H9W,6.0,3,2.0,0.67
2013-03-01,1,1060,Montreal,J3G,26.0,19,1.37,0.63
2013-03-01,1,1060,Montreal,J3V,4.0,4,1.0,0.0
2013-03-01,1,1060,Montreal,J4M,19.0,14,1.36,1.57
2013-03-01,1,1060,Montreal,J4P,4.0,1,4.0,5.0
2013-03-01,1,1060,Montreal,H3J,4.0,2,2.0,4.0
2013-03-01,1,1060,Montreal,H3K,6.0,4,1.5,3.0
2013-03-01,1,1060,Montreal,H3L,20.0,3,6.67,3.67
2013-03-01,1,1060,Montreal,H7A,47.0,15,3.13,2.13
2013-03-01,1,1060,Montreal,H8P,4.0,2,2.0,2.0
2013-03-01,1,1060,Montreal,H9J,2.0,1,2.0,2.0
2013-03-01,1,1060,Montreal,J3E,24.0,2,12.0,4.0
2013-03-01,1,1060,Montreal,J4Z,5.0,3,1.67,0.67
2013-03-01,1,1060,Montreal,J5R,23.0,21,1.1,0.33
2013-03-01,1,1060,Montreal,J6Z,2.0,2,1.0,0.0
2013-03-01,1,1060,Montreal,J7L,1.0,1,1.0,0.0
2013-06-01,2,1060,Montreal,H1A,23.0,4,5.75,2.5
2013-06-01,2,1060,Montreal,J6N,6.0,5,1.2,1.0
2013-06-01,2,1060,Montreal,H1C,13.0,9,1.44,1.56
2013-06-01,2,1060,Montreal,H2H,12.0,2,6.0,3.5
2013-06-01,2,1060,Montreal,H2M,1.0,1,1.0,3.0
2013-06-01,2,1060,Montreal,H3J,1.0,1,1.0,4.0
2013-06-01,2,1060,Montreal,H9J,1.0,1,1.0,2.0
2013-06-01,2,1060,Montreal,H9K,11.0,9,1.22,1.0
2013-06-01,2,1060,Montreal,H9X,2.0,2,1.0,0.0
2013-06-01,2,1060,Montreal,J4J,10.0,6,1.67,2.5
2013-06-01,2,1060,Montreal,J5B,7.0,2,3.5,2.5
2013-06-01,2,1060,Montreal,J5T,6.0,6,1.0,0.0
2013-06-01,2,1060,Montreal,J5Y,12.0,12,1.0,0.17
2013-06-01,2,1060,Montreal,J6W,10.0,3,3.33,2.33
2013-06-01,2,1060,Montreal,H2W,7.0,3,2.33,3.0
2013-06-01,2,1060,Montreal,H7L,20.0,13,1.54,0.77
2013-06-01,2,1060,Montreal,H1N,3.0,2,1.5,2.5
2013-06-01,2,1060,Montreal,H1T,6.0,2,3.0,3.0
2013-06-01,2,1060,Montreal,H4L,35.0,1,35.0,6.0
2013-06-01,2,1060,Montreal,H7X,109.0,15,7.27,1.47
2013-06-01,2,1060,Montreal,H9A,54.0,2,27.0,3.5
2013-06-01,2,1060,Montreal,J4W,3.0,2,1.5,0.0
2013-06-01,2,1060,Montreal,J6A,21.0,3,7.0,8.33
2013-06-01,2,1060,Montreal,nan,496.0,204,2.43,1.34
2013-06-01,2,1060,Montreal,H3W,5.0,1,5.0,4.0
2013-06-01,2,1060,Montreal,H7G,21.0,1,21.0,5.0
2013-06-01,2,1060,Montreal,J5L,27.0,27,1.0,0.19
2013-06-01,2,1060,Montreal,J7B,1.0,1,1.0,0.0
2013-06-01,2,1060,Montreal,H2Y,21.0,1,21.0,4.0
2013-06-01,2,1060,Montreal,H3L,20.0,3,6.67,3.67
2013-06-01,2,1060,Montreal,H7P,1.0,1,1.0,0.0
2013-06-01,2,1060,Montreal,J3Y,97.0,39,2.49,1.56
2013-06-01,2,1060,Montreal,J4R,4.0,1,4.0,1.0
2013-06-01,2,1060,Montreal,J4Z,12.0,9,1.33,0.22
2013-06-01,2,1060,Montreal,J6J,16.0,14,1.14,0.21
2013-06-01,2,1060,Montreal,H1X,1.0,1,1.0,3.0
2013-06-01,2,1060,Montreal,H2L,6.0,2,3.0,4.0
2013-06-01,2,1060,Montreal,H4G,12.0,2,6.0,3.5
2013-06-01,2,1060,Montreal,H4S,3.0,3,1.0,0.0
2013-06-01,2,1060,Montreal,H4T,8.0,2,4.0,3.0
2013-06-01,2,1060,Montreal,H1V,35.0,6,5.83,3.17
2013-06-01,2,1060,Montreal,H3K,1.0,1,1.0,3.0
2013-06-01,2,1060,Montreal,J7H,4.0,1,4.0,4.0
2013-06-01,2,1060,Montreal,H1H,1.0,1,1.0,0.0
2013-06-01,2,1060,Montreal,H4M,1.0,1,1.0,2.0
2013-06-01,2,1060,Montreal,H8Z,4.0,2,2.0,3.5
2013-06-01,2,1060,Montreal,J4K,29.0,6,4.83,2.17
2013-06-01,2,1060,Montreal,J5R,20.0,18,1.11,0.61
2013-06-01,2,1060,Montreal,J6R,8.0,8,1.0,0.0
2013-06-01,2,1060,Montreal,H1B,1.0,1,1.0,2.0
2013-06-01,2,1060,Montreal,H1E,10.0,7,1.43,1.14
2013-06-01,2,1060,Montreal,H1K,3.0,3,1.0,0.67
2013-06-01,2,1060,Montreal,H7H,15.0,11,1.36,0.64
2013-06-01,2,1060,Montreal,J7L,1.0,1,1.0,0.0
2013-06-01,2,1060,Montreal,H2E,5.0,2,2.5,2.5
2013-06-01,2,1060,Montreal,H2G,4.0,3,1.33,3.0
2013-06-01,2,1060,Montreal,H2K,36.0,9,4.0,3.56
2013-06-01,2,1060,Montreal,H3P,7.0,2,3.5,5.5
2013-06-01,2,1060,Montreal,H4E,3.0,2,1.5,3.0
2013-06-01,2,1060,Montreal,J0L,35.0,26,1.35,0.77
2013-06-01,2,1060,Montreal,J0V,2.0,2,1.0,0.0
2013-06-01,2,1060,Montreal,J3H,38.0,15,2.53,1.2
2013-06-01,2,1060,Montreal,J7C,38.0,16,2.38,1.0
2013-06-01,2,1060,Montreal,J7M,20.0,15,1.33,0.53
2013-06-01,2,1060,Montreal,H1L,14.0,8,1.75,2.38
2013-06-01,2,1060,Montreal,H2C,2.0,2,1.0,2.5
2013-06-01,2,1060,Montreal,H2J,13.0,6,2.17,2.83
2013-06-01,2,1060,Montreal,H2P,33.0,2,16.5,5.0
2013-06-01,2,1060,Montreal,H4C,4.0,2,2.0,3.0
2013-06-01,2,1060,Montreal,H7K,2.0,2,1.0,2.0
2013-06-01,2,1060,Montreal,H7T,40.0,7,5.71,1.71
2013-06-01,2,1060,Montreal,H8N,27.0,2,13.5,7.0
2013-06-01,2,1060,Montreal,H8T,1.0,1,1.0,0.0
2013-06-01,2,1060,Montreal,H9R,2.0,1,2.0,4.0
2013-06-01,2,1060,Montreal,H9W,1.0,1,1.0,2.0
2013-06-01,2,1060,Montreal,J3G,21.0,12,1.75,0.83
2013-06-01,2,1060,Montreal,J4P,2.0,1,2.0,5.0
2013-06-01,2,1060,Montreal,J5W,19.0,15,1.27,0.27
2013-06-01,2,1060,Montreal,J7X,13.0,6,2.17,1.0
2013-06-01,2,1060,Montreal,H3N,7.0,2,3.5,3.0
2013-06-01,2,1060,Montreal,H8P,4.0,3,1.33,2.0
2013-06-01,2,1060,Montreal,H8S,7.0,1,7.0,6.0
2013-06-01,2,1060,Montreal,J4B,4.0,2,2.0,1.5
2013-06-01,2,1060,Montreal,J4T,9.0,3,3.0,1.67
2013-06-01,2,1060,Montreal,J4V,2.0,2,1.0,2.0
2013-06-01,2,1060,Montreal,H7N,29.0,3,9.67,5.0
2013-06-01,2,1060,Montreal,H7V,26.0,2,13.0,9.5
2013-06-01,2,1060,Montreal,J0P,79.0,35,2.26,0.54
2013-06-01,2,1060,Montreal,H7M,6.0,1,6.0,7.0
2013-06-01,2,1060,Montreal,H9H,25.0,2,12.5,6.5
2013-06-01,2,1060,Montreal,J3E,24.0,2,12.0,4.0
2013-06-01,2,1060,Montreal,J3V,5.0,5,1.0,0.0
2013-06-01,2,1060,Montreal,J4N,9.0,2,4.5,4.0
2013-06-01,2,1060,Montreal,J4Y,18.0,9,2.0,2.78
2013-06-01,2,1060,Montreal,H1G,31.0,2,15.5,5.5
2013-06-01,2,1060,Montreal,H1Z,2.0,1,2.0,4.0
2013-06-01,2,1060,Montreal,H2X,2.0,1,2.0,4.0
2013-06-01,2,1060,Montreal,H7E,18.0,6,3.0,3.17
2013-06-01,2,1060,Montreal,H7Y,27.0,2,13.5,5.0
2013-06-01,2,1060,Montreal,J4X,1.0,1,1.0,0.0
2013-06-01,2,1060,Montreal,H7B,3.0,3,1.0,2.0
2013-06-01,2,1060,Montreal,H7W,34.0,1,34.0,9.0
2013-06-01,2,1060,Montreal,H9C,1.0,1,1.0,0.0
2013-06-01,2,1060,Montreal,H9S,7.0,2,3.5,4.0
2013-06-01,2,1060,Montreal,J5Z,41.0,13,3.15,1.92
2013-06-01,2,1060,Montreal,J6K,21.0,14,1.5,1.29
2013-06-01,2,1060,Montreal,J7R,15.0,4,3.75,1.0
2013-06-01,2,1060,Montreal,H2T,2.0,1,2.0,7.0
2013-06-01,2,1060,Montreal,H7R,8.0,6,1.33,0.0
2013-06-01,2,1060,Montreal,J3X,15.0,11,1.36,0.91
2013-06-01,2,1060,Montreal,J5A,30.0,14,2.14,1.5
2013-06-01,2,1060,Montreal,H1R,8.0,5,1.6,1.2
2013-06-01,2,1060,Montreal,H1W,10.0,2,5.0,3.5
