reference_period,ref_qq,metcode,metro,FSA,inventory,num_structures,unitsperstructure,avgstorycnt
2013-12-01,4,2680,Winnipeg,R3N,2.0,1,2.0,0.0
2013-12-01,4,2680,Winnipeg,R2M,4.0,2,2.0,2.0
2013-12-01,4,2680,Winnipeg,R3T,9.0,2,4.5,2.0
2013-12-01,4,2680,Winnipeg,R0A,15.0,3,5.0,1.0
2013-12-01,4,2680,Winnipeg,R3C,5.0,1,5.0,4.0
2013-12-01,4,2680,Winnipeg,R3L,20.0,2,10.0,4.0
2013-12-01,4,2680,Winnipeg,nan,3.0,3,1.0,0.0
2013-12-01,4,2680,Winnipeg,R2G,14.0,3,4.67,0.0
2013-12-01,4,2680,Winnipeg,R2V,5.0,5,1.0,0.0
2013-12-01,4,2680,Winnipeg,R3R,11.0,2,5.5,2.5
2013-12-01,4,2680,Winnipeg,R3V,1.0,1,1.0,0.0
2013-12-01,4,2680,Winnipeg,R4A,2.0,2,1.0,0.0
2013-12-01,4,2680,Winnipeg,R2E,7.0,7,1.0,0.0
2013-12-01,4,2680,Winnipeg,R2L,3.0,3,1.0,0.0
2014-03-01,1,2680,Winnipeg,R2Y,4.0,4,1.0,0.0
2014-03-01,1,2680,Winnipeg,R3G,5.0,4,1.25,1.5
2014-03-01,1,2680,Winnipeg,R5A,22.0,12,1.83,0.17
2014-03-01,1,2680,Winnipeg,R2R,4.0,4,1.0,0.0
2014-03-01,1,2680,Winnipeg,R2V,6.0,6,1.0,0.0
2014-03-01,1,2680,Winnipeg,nan,2.0,2,1.0,0.0
2014-03-01,1,2680,Winnipeg,R2E,9.0,9,1.0,0.0
2014-03-01,1,2680,Winnipeg,R2K,2.0,2,1.0,0.0
2014-03-01,1,2680,Winnipeg,R2P,9.0,9,1.0,0.0
2014-03-01,1,2680,Winnipeg,R3R,7.0,2,3.5,2.5
2014-03-01,1,2680,Winnipeg,R2M,26.0,9,2.89,0.67
2014-03-01,1,2680,Winnipeg,R2N,71.0,16,4.44,0.63
2014-03-01,1,2680,Winnipeg,R3K,1.0,1,1.0,0.0
2014-03-01,1,2680,Winnipeg,R2C,29.0,25,1.16,0.0
2014-03-01,1,2680,Winnipeg,R2L,4.0,4,1.0,0.0
2014-03-01,1,2680,Winnipeg,R1A,9.0,9,1.0,0.56
2014-03-01,1,2680,Winnipeg,R2H,3.0,1,3.0,4.0
2014-03-01,1,2680,Winnipeg,R3B,4.0,1,4.0,4.0
2014-03-01,1,2680,Winnipeg,R0E,19.0,18,1.06,0.0
2014-03-01,1,2680,Winnipeg,R2X,8.0,1,8.0,2.0
2014-03-01,1,2680,Winnipeg,R4A,2.0,2,1.0,0.0
2014-03-01,1,2680,Winnipeg,R2G,12.0,2,6.0,0.0
2014-03-01,1,2680,Winnipeg,R3W,18.0,15,1.2,0.13
2014-03-01,1,2680,Winnipeg,R3J,4.0,4,1.0,0.0
2014-03-01,1,2680,Winnipeg,R3N,2.0,1,2.0,0.0
2014-03-01,1,2680,Winnipeg,R3X,31.0,26,1.19,0.0
2014-03-01,1,2680,Winnipeg,R3E,13.0,13,1.0,0.0
2014-03-01,1,2680,Winnipeg,R0A,37.0,5,7.4,1.2
2014-03-01,1,2680,Winnipeg,R3A,1.0,1,1.0,0.0
2014-03-01,1,2680,Winnipeg,R3Y,148.0,115,1.29,0.07
2014-03-01,1,2680,Winnipeg,R3M,2.0,1,2.0,0.0
2014-03-01,1,2680,Winnipeg,R0G,16.0,16,1.0,0.0
2014-03-01,1,2680,Winnipeg,R2W,4.0,4,1.0,0.0
2014-03-01,1,2680,Winnipeg,R3L,12.0,1,12.0,5.0
2014-03-01,1,2680,Winnipeg,R3T,7.0,2,3.5,2.0
2014-03-01,1,2680,Winnipeg,R4H,1.0,1,1.0,0.0
2014-03-01,1,2680,Winnipeg,R4L,1.0,1,1.0,0.0
2014-06-01,2,2680,Winnipeg,R2M,20.0,7,2.86,0.86
2014-06-01,2,2680,Winnipeg,R3B,4.0,1,4.0,4.0
2014-06-01,2,2680,Winnipeg,R2W,6.0,6,1.0,0.0
2014-06-01,2,2680,Winnipeg,R3R,8.0,3,2.67,1.67
2014-06-01,2,2680,Winnipeg,R0G,19.0,19,1.0,0.0
2014-06-01,2,2680,Winnipeg,R2P,12.0,12,1.0,0.0
2014-06-01,2,2680,Winnipeg,R0E,15.0,14,1.07,0.0
2014-06-01,2,2680,Winnipeg,R2K,2.0,2,1.0,0.0
2014-06-01,2,2680,Winnipeg,R3E,14.0,13,1.08,0.0
2014-06-01,2,2680,Winnipeg,R3J,5.0,5,1.0,0.0
2014-06-01,2,2680,Winnipeg,R3L,12.0,2,6.0,2.5
2014-06-01,2,2680,Winnipeg,R1A,6.0,6,1.0,0.0
2014-06-01,2,2680,Winnipeg,R3G,11.0,3,3.67,2.0
2014-06-01,2,2680,Winnipeg,R4L,3.0,3,1.0,0.0
2014-06-01,2,2680,Winnipeg,R4A,2.0,2,1.0,0.0
2014-06-01,2,2680,Winnipeg,R5A,13.0,9,1.44,0.22
2014-06-01,2,2680,Winnipeg,nan,1.0,1,1.0,0.0
2014-06-01,2,2680,Winnipeg,R2E,5.0,5,1.0,0.0
2014-06-01,2,2680,Winnipeg,R2G,1.0,1,1.0,0.0
2014-06-01,2,2680,Winnipeg,R2L,3.0,3,1.0,0.0
2014-06-01,2,2680,Winnipeg,R2R,2.0,2,1.0,0.0
2014-06-01,2,2680,Winnipeg,R2X,4.0,2,2.0,1.0
2014-06-01,2,2680,Winnipeg,R3T,5.0,3,1.67,1.33
2014-06-01,2,2680,Winnipeg,R2H,4.0,2,2.0,2.0
2014-06-01,2,2680,Winnipeg,R3N,2.0,1,2.0,0.0
2014-06-01,2,2680,Winnipeg,R2V,3.0,3,1.0,0.0
2014-06-01,2,2680,Winnipeg,R3Y,226.0,105,2.15,0.22
2014-06-01,2,2680,Winnipeg,R2J,1.0,1,1.0,0.0
2014-06-01,2,2680,Winnipeg,R3M,2.0,1,2.0,0.0
2014-06-01,2,2680,Winnipeg,R2N,26.0,24,1.08,0.42
2014-06-01,2,2680,Winnipeg,R2C,23.0,14,1.64,0.0
2014-06-01,2,2680,Winnipeg,R3X,26.0,21,1.24,0.0
2014-06-01,2,2680,Winnipeg,R2Y,2.0,2,1.0,0.0
2014-06-01,2,2680,Winnipeg,R3W,9.0,9,1.0,0.22
2014-06-01,2,2680,Winnipeg,R0A,35.0,3,11.67,2.0
2014-06-01,2,2680,Winnipeg,R4H,5.0,5,1.0,0.0
2014-09-01,3,2680,Winnipeg,R2Y,2.0,2,1.0,0.0
2014-09-01,3,2680,Winnipeg,R2H,6.0,2,3.0,3.5
2014-09-01,3,2680,Winnipeg,R2N,26.0,21,1.24,0.48
2014-09-01,3,2680,Winnipeg,R3N,2.0,1,2.0,0.0
2014-09-01,3,2680,Winnipeg,R0A,30.0,4,7.5,1.5
2014-09-01,3,2680,Winnipeg,R3B,4.0,1,4.0,4.0
2014-09-01,3,2680,Winnipeg,R3X,35.0,24,1.46,0.0
2014-09-01,3,2680,Winnipeg,R0G,19.0,19,1.0,0.0
2014-09-01,3,2680,Winnipeg,R3W,8.0,8,1.0,0.0
2014-09-01,3,2680,Winnipeg,R0E,16.0,16,1.0,0.0
2014-09-01,3,2680,Winnipeg,R2C,26.0,12,2.17,0.33
2014-09-01,3,2680,Winnipeg,R3C,6.0,6,1.0,0.0
2014-09-01,3,2680,Winnipeg,R2P,4.0,4,1.0,0.0
2014-09-01,3,2680,Winnipeg,R2G,1.0,1,1.0,0.0
2014-09-01,3,2680,Winnipeg,R2E,3.0,3,1.0,0.0
2014-09-01,3,2680,Winnipeg,R3T,1.0,1,1.0,0.0
2014-09-01,3,2680,Winnipeg,R2W,7.0,2,3.5,0.0
2014-09-01,3,2680,Winnipeg,R3M,9.0,5,1.8,1.0
2014-09-01,3,2680,Winnipeg,R3Y,176.0,76,2.32,0.2
2014-09-01,3,2680,Winnipeg,R3J,2.0,2,1.0,0.0
2014-09-01,3,2680,Winnipeg,R2M,7.0,7,1.0,0.0
2014-09-01,3,2680,Winnipeg,R4A,4.0,4,1.0,0.0
2014-09-01,3,2680,Winnipeg,R2X,2.0,2,1.0,0.0
2014-09-01,3,2680,Winnipeg,R2K,2.0,2,1.0,0.0
2014-09-01,3,2680,Winnipeg,R2L,1.0,1,1.0,0.0
2014-09-01,3,2680,Winnipeg,R2R,2.0,2,1.0,0.0
2014-09-01,3,2680,Winnipeg,R1A,4.0,4,1.0,0.0
2014-09-01,3,2680,Winnipeg,R3E,8.0,8,1.0,0.0
2014-09-01,3,2680,Winnipeg,R3G,15.0,4,3.75,2.25
2014-09-01,3,2680,Winnipeg,R3L,9.0,1,9.0,5.0
2014-09-01,3,2680,Winnipeg,R5A,19.0,7,2.71,0.29
2014-09-01,3,2680,Winnipeg,R3R,5.0,2,2.5,2.5
2014-12-01,4,2680,Winnipeg,R0E,13.0,13,1.0,0.0
2014-12-01,4,2680,Winnipeg,R2W,11.0,6,1.83,0.0
2014-12-01,4,2680,Winnipeg,R2N,24.0,20,1.2,0.5
2014-12-01,4,2680,Winnipeg,R3C,9.0,9,1.0,0.0
2014-12-01,4,2680,Winnipeg,R4H,1.0,1,1.0,0.0
2014-12-01,4,2680,Winnipeg,R5A,37.0,10,3.7,0.2
2014-12-01,4,2680,Winnipeg,R3J,32.0,3,10.67,1.0
2014-12-01,4,2680,Winnipeg,R2Y,1.0,1,1.0,0.0
2014-12-01,4,2680,Winnipeg,R2G,1.0,1,1.0,0.0
2014-12-01,4,2680,Winnipeg,R2K,4.0,2,2.0,0.0
2014-12-01,4,2680,Winnipeg,R2R,2.0,2,1.0,0.0
2014-12-01,4,2680,Winnipeg,R3E,7.0,7,1.0,0.0
2014-12-01,4,2680,Winnipeg,R3G,15.0,4,3.75,2.25
2014-12-01,4,2680,Winnipeg,R0A,31.0,5,6.2,1.2
2014-12-01,4,2680,Winnipeg,R2M,11.0,11,1.0,0.0
2014-12-01,4,2680,Winnipeg,R3A,1.0,1,1.0,0.0
2014-12-01,4,2680,Winnipeg,R3V,20.0,1,20.0,4.0
2014-12-01,4,2680,Winnipeg,R2X,8.0,3,2.67,0.67
2014-12-01,4,2680,Winnipeg,R3T,1.0,1,1.0,0.0
2014-12-01,4,2680,Winnipeg,R3W,11.0,11,1.0,0.0
2014-12-01,4,2680,Winnipeg,R1A,5.0,5,1.0,0.0
2014-12-01,4,2680,Winnipeg,R2E,3.0,3,1.0,0.0
2014-12-01,4,2680,Winnipeg,R3P,1.0,1,1.0,0.0
2014-12-01,4,2680,Winnipeg,R3R,4.0,1,4.0,5.0
2014-12-01,4,2680,Winnipeg,R0G,17.0,17,1.0,0.0
2014-12-01,4,2680,Winnipeg,R3N,3.0,2,1.5,0.0
2014-12-01,4,2680,Winnipeg,R3X,51.0,38,1.34,0.0
2014-12-01,4,2680,Winnipeg,R2H,8.0,4,2.0,1.75
2014-12-01,4,2680,Winnipeg,R3M,7.0,4,1.75,0.5
2014-12-01,4,2680,Winnipeg,R2C,31.0,19,1.63,0.21
2014-12-01,4,2680,Winnipeg,R2P,14.0,11,1.27,0.0
2014-12-01,4,2680,Winnipeg,R4A,2.0,2,1.0,0.0
2014-12-01,4,2680,Winnipeg,R3Y,85.0,74,1.15,0.2
2014-12-01,4,2680,Winnipeg,R2L,2.0,2,1.0,0.0
2014-12-01,4,2680,Winnipeg,R3L,9.0,1,9.0,5.0
2015-03-01,1,2680,Winnipeg,R2X,9.0,4,2.25,0.5
2015-03-01,1,2680,Winnipeg,R3T,1.0,1,1.0,0.0
2015-03-01,1,2680,Winnipeg,R3Y,190.0,82,2.32,0.32
2015-03-01,1,2680,Winnipeg,R2G,1.0,1,1.0,0.0
2015-03-01,1,2680,Winnipeg,R2L,6.0,6,1.0,0.0
2015-03-01,1,2680,Winnipeg,R5A,23.0,13,1.77,0.0
2015-03-01,1,2680,Winnipeg,R3G,16.0,5,3.2,1.8
2015-03-01,1,2680,Winnipeg,R1A,4.0,4,1.0,0.0
2015-03-01,1,2680,Winnipeg,R2C,23.0,18,1.28,0.22
2015-03-01,1,2680,Winnipeg,R3A,3.0,3,1.0,0.0
2015-03-01,1,2680,Winnipeg,R2H,7.0,3,2.33,2.33
2015-03-01,1,2680,Winnipeg,R3J,35.0,7,5.0,0.43
2015-03-01,1,2680,Winnipeg,R3W,13.0,13,1.0,0.0
2015-03-01,1,2680,Winnipeg,R2V,1.0,1,1.0,0.0
2015-03-01,1,2680,Winnipeg,R2R,1.0,1,1.0,0.0
2015-03-01,1,2680,Winnipeg,R3M,6.0,3,2.0,0.67
2015-03-01,1,2680,Winnipeg,R2Y,1.0,1,1.0,0.0
2015-03-01,1,2680,Winnipeg,R3R,4.0,1,4.0,5.0
2015-03-01,1,2680,Winnipeg,R3N,4.0,3,1.33,0.0
2015-03-01,1,2680,Winnipeg,R2P,20.0,17,1.18,0.0
2015-03-01,1,2680,Winnipeg,R0E,16.0,16,1.0,0.0
2015-03-01,1,2680,Winnipeg,R2E,4.0,4,1.0,0.0
2015-03-01,1,2680,Winnipeg,R2K,5.0,3,1.67,0.0
2015-03-01,1,2680,Winnipeg,R3E,7.0,7,1.0,0.0
2015-03-01,1,2680,Winnipeg,R0G,21.0,21,1.0,0.0
2015-03-01,1,2680,Winnipeg,R3L,10.0,2,5.0,2.5
2015-03-01,1,2680,Winnipeg,R3C,22.0,20,1.1,0.0
2015-03-01,1,2680,Winnipeg,R0A,36.0,7,5.14,1.29
2015-03-01,1,2680,Winnipeg,R2M,26.0,10,2.6,0.3
2015-03-01,1,2680,Winnipeg,R2W,16.0,11,1.45,0.0
2015-03-01,1,2680,Winnipeg,R2N,26.0,16,1.63,0.63
2015-03-01,1,2680,Winnipeg,R3X,52.0,40,1.3,0.0
2015-03-01,1,2680,Winnipeg,R4A,4.0,4,1.0,0.0
2015-03-01,1,2680,Winnipeg,R3V,20.0,1,20.0,4.0
2015-03-01,1,2680,Winnipeg,R4H,1.0,1,1.0,0.0
2015-03-01,1,2680,Winnipeg,R4L,1.0,1,1.0,0.0
2015-06-01,2,2680,Winnipeg,R2L,6.0,6,1.0,0.0
2015-06-01,2,2680,Winnipeg,R3W,24.0,21,1.14,0.0
2015-06-01,2,2680,Winnipeg,R4A,2.0,2,1.0,0.0
2015-06-01,2,2680,Winnipeg,R2N,37.0,18,2.06,0.22
2015-06-01,2,2680,Winnipeg,R2G,9.0,7,1.29,0.0
2015-06-01,2,2680,Winnipeg,R2K,4.0,3,1.33,0.0
2015-06-01,2,2680,Winnipeg,R2M,22.0,7,3.14,0.43
2015-06-01,2,2680,Winnipeg,R3J,38.0,10,3.8,0.3
2015-06-01,2,2680,Winnipeg,R3V,19.0,3,6.33,1.33
2015-06-01,2,2680,Winnipeg,R3X,36.0,25,1.44,0.0
2015-06-01,2,2680,Winnipeg,R2H,6.0,4,1.5,1.75
2015-06-01,2,2680,Winnipeg,R3N,2.0,1,2.0,0.0
2015-06-01,2,2680,Winnipeg,R0E,17.0,15,1.13,0.0
2015-06-01,2,2680,Winnipeg,R2V,1.0,1,1.0,0.0
2015-06-01,2,2680,Winnipeg,R3G,9.0,3,3.0,3.0
2015-06-01,2,2680,Winnipeg,R3L,9.0,1,9.0,5.0
2015-06-01,2,2680,Winnipeg,R1A,2.0,2,1.0,0.0
2015-06-01,2,2680,Winnipeg,R3A,3.0,3,1.0,0.0
2015-06-01,2,2680,Winnipeg,R0G,20.0,19,1.05,0.0
2015-06-01,2,2680,Winnipeg,R3M,9.0,6,1.5,0.33
2015-06-01,2,2680,Winnipeg,R2P,10.0,10,1.0,0.0
2015-06-01,2,2680,Winnipeg,R2R,1.0,1,1.0,0.0
2015-06-01,2,2680,Winnipeg,R4H,1.0,1,1.0,0.0
2015-06-01,2,2680,Winnipeg,R2E,4.0,4,1.0,0.0
2015-06-01,2,2680,Winnipeg,R0A,39.0,10,3.9,0.9
2015-06-01,2,2680,Winnipeg,R3E,7.0,6,1.17,0.0
2015-06-01,2,2680,Winnipeg,R4L,5.0,5,1.0,0.0
2015-06-01,2,2680,Winnipeg,R2W,17.0,11,1.55,0.0
2015-06-01,2,2680,Winnipeg,R2X,61.0,4,15.25,1.5
2015-06-01,2,2680,Winnipeg,R2C,38.0,16,2.38,0.0
2015-06-01,2,2680,Winnipeg,R3R,6.0,4,1.5,1.25
2015-06-01,2,2680,Winnipeg,R3Y,158.0,82,1.93,0.23
2015-06-01,2,2680,Winnipeg,R2Y,1.0,1,1.0,0.0
2015-06-01,2,2680,Winnipeg,R3C,23.0,21,1.1,0.0
2015-06-01,2,2680,Winnipeg,R5A,15.0,12,1.25,0.0
2015-09-01,3,2680,Winnipeg,R2M,21.0,6,3.5,0.5
2015-09-01,3,2680,Winnipeg,R2Y,3.0,3,1.0,0.0
2015-09-01,3,2680,Winnipeg,R3L,5.0,1,5.0,5.0
2015-09-01,3,2680,Winnipeg,R5A,25.0,12,2.08,0.17
2015-09-01,3,2680,Winnipeg,R4L,1.0,1,1.0,0.0
2015-09-01,3,2680,Winnipeg,R3X,27.0,19,1.42,0.0
2015-09-01,3,2680,Winnipeg,R2L,7.0,7,1.0,0.0
2015-09-01,3,2680,Winnipeg,R3M,12.0,6,2.0,0.33
2015-09-01,3,2680,Winnipeg,R4H,2.0,2,1.0,0.0
2015-09-01,3,2680,Winnipeg,R3E,7.0,6,1.17,0.0
2015-09-01,3,2680,Winnipeg,R2N,21.0,14,1.5,0.64
2015-09-01,3,2680,Winnipeg,R2C,36.0,13,2.77,0.0
2015-09-01,3,2680,Winnipeg,R2E,4.0,4,1.0,0.0
2015-09-01,3,2680,Winnipeg,R3N,2.0,1,2.0,0.0
2015-09-01,3,2680,Winnipeg,R2X,61.0,4,15.25,1.5
2015-09-01,3,2680,Winnipeg,R3C,16.0,16,1.0,0.0
2015-09-01,3,2680,Winnipeg,R4A,2.0,2,1.0,0.0
2015-09-01,3,2680,Winnipeg,R2P,10.0,10,1.0,0.0
2015-09-01,3,2680,Winnipeg,R0E,18.0,15,1.2,0.0
2015-09-01,3,2680,Winnipeg,R3Y,109.0,64,1.7,0.27
2015-09-01,3,2680,Winnipeg,R2K,3.0,2,1.5,0.0
2015-09-01,3,2680,Winnipeg,R1A,1.0,1,1.0,0.0
2015-09-01,3,2680,Winnipeg,R2W,12.0,6,2.0,0.0
2015-09-01,3,2680,Winnipeg,R3J,37.0,8,4.63,0.38
2015-09-01,3,2680,Winnipeg,R2H,4.0,2,2.0,3.5
2015-09-01,3,2680,Winnipeg,R3V,16.0,2,8.0,2.0
2015-09-01,3,2680,Winnipeg,R0A,36.0,9,4.0,1.0
2015-09-01,3,2680,Winnipeg,R2G,3.0,3,1.0,0.0
2015-09-01,3,2680,Winnipeg,R2R,1.0,1,1.0,0.0
2015-09-01,3,2680,Winnipeg,R3G,4.0,2,2.0,3.0
2015-09-01,3,2680,Winnipeg,R3R,6.0,4,1.5,1.25
2015-09-01,3,2680,Winnipeg,R0G,22.0,21,1.05,0.0
2015-09-01,3,2680,Winnipeg,R2V,1.0,1,1.0,0.0
2015-09-01,3,2680,Winnipeg,R3W,28.0,26,1.08,0.0
2015-12-01,4,2680,Winnipeg,R2P,17.0,17,1.0,0.0
2015-12-01,4,2680,Winnipeg,R0E,17.0,15,1.13,0.0
2015-12-01,4,2680,Winnipeg,nan,1.0,1,1.0,0.0
2015-12-01,4,2680,Winnipeg,R4L,1.0,1,1.0,0.0
2015-12-01,4,2680,Winnipeg,R2Y,3.0,3,1.0,0.0
2015-12-01,4,2680,Winnipeg,R3J,42.0,13,3.23,0.23
2015-12-01,4,2680,Winnipeg,R3X,31.0,23,1.35,0.0
2015-12-01,4,2680,Winnipeg,R3A,1.0,1,1.0,0.0
2015-12-01,4,2680,Winnipeg,R0G,16.0,16,1.0,0.0
2015-12-01,4,2680,Winnipeg,R2L,7.0,7,1.0,0.0
2015-12-01,4,2680,Winnipeg,R2X,56.0,4,14.0,1.5
2015-12-01,4,2680,Winnipeg,R3L,17.0,2,8.5,4.0
2015-12-01,4,2680,Winnipeg,R3R,3.0,3,1.0,0.0
2015-12-01,4,2680,Winnipeg,R2H,4.0,2,2.0,2.0
2015-12-01,4,2680,Winnipeg,R2V,28.0,2,14.0,1.5
2015-12-01,4,2680,Winnipeg,R5A,25.0,11,2.27,0.55
2015-12-01,4,2680,Winnipeg,R2N,74.0,18,4.11,0.67
2015-12-01,4,2680,Winnipeg,R3G,1.0,1,1.0,0.0
2015-12-01,4,2680,Winnipeg,R3M,5.0,3,1.67,0.67
2015-12-01,4,2680,Winnipeg,R3W,41.0,37,1.11,0.0
2015-12-01,4,2680,Winnipeg,R2M,19.0,9,2.11,0.33
2015-12-01,4,2680,Winnipeg,R3N,2.0,1,2.0,0.0
2015-12-01,4,2680,Winnipeg,R4A,4.0,4,1.0,0.0
2015-12-01,4,2680,Winnipeg,R2E,4.0,4,1.0,0.0
2015-12-01,4,2680,Winnipeg,R2C,31.0,12,2.58,0.0
2015-12-01,4,2680,Winnipeg,R2G,2.0,2,1.0,0.0
2015-12-01,4,2680,Winnipeg,R3C,28.0,25,1.12,0.0
2015-12-01,4,2680,Winnipeg,R3V,10.0,1,10.0,4.0
2015-12-01,4,2680,Winnipeg,R3Y,131.0,78,1.68,0.22
2015-12-01,4,2680,Winnipeg,R0A,24.0,11,2.18,0.82
2015-12-01,4,2680,Winnipeg,R2W,25.0,7,3.57,0.0
2015-12-01,4,2680,Winnipeg,R3E,5.0,5,1.0,0.0
2015-12-01,4,2680,Winnipeg,R3T,58.0,2,29.0,2.0
2015-12-01,4,2680,Winnipeg,R4H,1.0,1,1.0,0.0
2015-12-01,4,2680,Winnipeg,R3P,71.0,1,71.0,5.0
2015-12-01,4,2680,Winnipeg,R1A,1.0,1,1.0,0.0
2015-12-01,4,2680,Winnipeg,R2K,9.0,6,1.5,0.0
2016-03-01,1,2680,Winnipeg,R0E,18.0,15,1.2,0.0
2016-03-01,1,2680,Winnipeg,R1A,3.0,3,1.0,0.0
2016-03-01,1,2680,Winnipeg,R3P,20.0,1,20.0,5.0
2016-03-01,1,2680,Winnipeg,R3E,4.0,4,1.0,0.0
2016-03-01,1,2680,Winnipeg,R3G,2.0,2,1.0,0.0
2016-03-01,1,2680,Winnipeg,R2K,7.0,4,1.75,0.0
2016-03-01,1,2680,Winnipeg,R2M,14.0,4,3.5,0.75
2016-03-01,1,2680,Winnipeg,R3M,4.0,2,2.0,1.0
2016-03-01,1,2680,Winnipeg,R2H,32.0,1,32.0,4.0
2016-03-01,1,2680,Winnipeg,R3Y,123.0,62,1.98,0.24
2016-03-01,1,2680,Winnipeg,R3C,40.0,38,1.05,0.0
2016-03-01,1,2680,Winnipeg,R4A,4.0,4,1.0,0.0
2016-03-01,1,2680,Winnipeg,R2C,28.0,12,2.33,0.0
2016-03-01,1,2680,Winnipeg,R2E,5.0,5,1.0,0.0
2016-03-01,1,2680,Winnipeg,R2W,15.0,10,1.5,0.0
2016-03-01,1,2680,Winnipeg,R3T,54.0,1,54.0,4.0
2016-03-01,1,2680,Winnipeg,R3X,31.0,26,1.19,0.0
2016-03-01,1,2680,Winnipeg,R3W,40.0,39,1.03,0.0
2016-03-01,1,2680,Winnipeg,R2G,1.0,1,1.0,0.0
2016-03-01,1,2680,Winnipeg,R3N,2.0,1,2.0,0.0
2016-03-01,1,2680,Winnipeg,R5A,23.0,9,2.56,0.67
2016-03-01,1,2680,Winnipeg,R2P,23.0,20,1.15,0.0
2016-03-01,1,2680,Winnipeg,R3L,7.0,2,3.5,4.0
2016-03-01,1,2680,Winnipeg,R3V,10.0,1,10.0,4.0
2016-03-01,1,2680,Winnipeg,R4L,1.0,1,1.0,0.0
2016-03-01,1,2680,Winnipeg,R0A,19.0,7,2.71,1.29
2016-03-01,1,2680,Winnipeg,R2L,8.0,8,1.0,0.0
2016-03-01,1,2680,Winnipeg,R2R,1.0,1,1.0,0.0
2016-03-01,1,2680,Winnipeg,R3R,2.0,2,1.0,0.0
2016-03-01,1,2680,Winnipeg,R2X,60.0,8,7.5,0.5
2016-03-01,1,2680,Winnipeg,R3J,38.0,10,3.8,0.3
2016-03-01,1,2680,Winnipeg,R0G,11.0,11,1.0,0.0
2016-03-01,1,2680,Winnipeg,R2N,56.0,23,2.43,0.52
2016-03-01,1,2680,Winnipeg,R2V,28.0,2,14.0,1.5
2016-03-01,1,2680,Winnipeg,R2Y,3.0,3,1.0,0.0
2016-06-01,2,2680,Winnipeg,R2L,2.0,2,1.0,0.0
2016-06-01,2,2680,Winnipeg,R2V,17.0,1,17.0,3.0
2016-06-01,2,2680,Winnipeg,R2R,2.0,2,1.0,0.0
2016-06-01,2,2680,Winnipeg,R2W,8.0,8,1.0,0.0
2016-06-01,2,2680,Winnipeg,R3T,39.0,1,39.0,4.0
2016-06-01,2,2680,Winnipeg,R3R,3.0,3,1.0,0.0
2016-06-01,2,2680,Winnipeg,R2E,2.0,2,1.0,0.0
2016-06-01,2,2680,Winnipeg,R3J,39.0,11,3.55,0.27
2016-06-01,2,2680,Winnipeg,R3X,21.0,18,1.17,0.0
2016-06-01,2,2680,Winnipeg,R2K,6.0,3,2.0,0.0
2016-06-01,2,2680,Winnipeg,R4A,4.0,4,1.0,0.0
2016-06-01,2,2680,Winnipeg,R3E,4.0,2,2.0,1.5
2016-06-01,2,2680,Winnipeg,R0A,17.0,6,2.83,1.5
2016-06-01,2,2680,Winnipeg,R1A,3.0,3,1.0,0.0
2016-06-01,2,2680,Winnipeg,R3C,52.0,44,1.18,0.0
2016-06-01,2,2680,Winnipeg,R3W,34.0,33,1.03,0.0
2016-06-01,2,2680,Winnipeg,R0E,11.0,10,1.1,0.0
2016-06-01,2,2680,Winnipeg,R2X,58.0,6,9.67,0.67
2016-06-01,2,2680,Winnipeg,R3L,6.0,3,2.0,2.67
2016-06-01,2,2680,Winnipeg,R4H,2.0,2,1.0,0.0
2016-06-01,2,2680,Winnipeg,R5A,9.0,6,1.5,0.67
2016-06-01,2,2680,Winnipeg,R2N,41.0,16,2.56,0.75
2016-06-01,2,2680,Winnipeg,R2P,15.0,12,1.25,0.0
2016-06-01,2,2680,Winnipeg,R3N,2.0,1,2.0,0.0
2016-06-01,2,2680,Winnipeg,R2C,26.0,11,2.36,0.0
2016-06-01,2,2680,Winnipeg,R2H,18.0,1,18.0,4.0
2016-06-01,2,2680,Winnipeg,R2M,2.0,2,1.0,0.0
2016-06-01,2,2680,Winnipeg,R2G,16.0,3,5.33,2.33
2016-06-01,2,2680,Winnipeg,R3V,10.0,1,10.0,4.0
2016-06-01,2,2680,Winnipeg,R3P,16.0,1,16.0,5.0
2016-06-01,2,2680,Winnipeg,R3M,1.0,1,1.0,0.0
2016-06-01,2,2680,Winnipeg,R3Y,90.0,55,1.64,0.27
2016-06-01,2,2680,Winnipeg,R0G,12.0,12,1.0,0.0
2016-06-01,2,2680,Winnipeg,R2Y,3.0,3,1.0,0.0
2016-06-01,2,2680,Winnipeg,R4L,1.0,1,1.0,0.0
2016-09-01,3,2680,Winnipeg,R2H,14.0,1,14.0,4.0
2016-09-01,3,2680,Winnipeg,R2N,25.0,8,3.13,1.5
2016-09-01,3,2680,Winnipeg,R2P,10.0,8,1.25,0.0
2016-09-01,3,2680,Winnipeg,R2R,3.0,3,1.0,0.0
2016-09-01,3,2680,Winnipeg,R3H,2.0,2,1.0,0.0
2016-09-01,3,2680,Winnipeg,R0A,14.0,8,1.75,1.13
2016-09-01,3,2680,Winnipeg,R2E,2.0,2,1.0,0.0
2016-09-01,3,2680,Winnipeg,R3E,3.0,1,3.0,3.0
2016-09-01,3,2680,Winnipeg,R3X,27.0,24,1.13,0.0
2016-09-01,3,2680,Winnipeg,R3C,20.0,20,1.0,0.0
