reference_period,ref_qq,metcode,metro,FSA,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt
2008-06-01,2,1400,Quebec,G1B,1.0,1.0,0.0,3,0.0,0.0
2008-06-01,2,1400,Quebec,G2J,5.0,3.0,2.0,2,1.0,3.0
2008-06-01,2,1400,Quebec,G6C,1.0,1.0,0.0,2,0.0,0.0
2008-06-01,2,1400,Quebec,G1E,1.0,1.0,4.0,7,0.57,0.0
2008-06-01,2,1400,Quebec,G2B,1.0,1.0,3.0,11,0.27,0.0
2008-06-01,2,1400,Quebec,G3K,1.0,1.0,0.0,5,0.0,0.0
2008-06-01,2,1400,Quebec,G6K,4.0,1.0,2.0,1,2.0,2.0
2008-06-01,2,1400,Quebec,G6V,5.0,3.0,11.0,4,2.75,3.75
2008-06-01,2,1400,Quebec,G2G,1.0,1.0,2.0,5,0.4,0.0
2008-06-01,2,1400,Quebec,G1S,2.0,1.0,2.0,1,2.0,0.0
2008-06-01,2,1400,Quebec,G2C,1.0,1.0,2.0,8,0.25,0.0
2008-06-01,2,1400,Quebec,nan,2.0,1.0,14.0,20,0.7,0.0
2008-06-01,2,1400,Quebec,nan,5.0,3.0,17.0,7,2.43,1.29
2008-06-01,2,1400,Quebec,G1X,4.0,3.0,2.0,1,2.0,2.0
2008-06-01,2,1400,Quebec,G2J,1.0,1.0,0.0,2,0.0,0.0
2008-06-01,2,1400,Quebec,G2K,1.0,1.0,0.0,1,0.0,0.0
2008-06-01,2,1400,Quebec,G1Y,1.0,1.0,2.0,2,1.0,0.0
2008-06-01,2,1400,Quebec,G2M,1.0,1.0,2.0,48,0.04,0.0
2008-06-01,2,1400,Quebec,G3E,1.0,1.0,3.0,14,0.21,0.0
2008-06-01,2,1400,Quebec,G6K,1.0,1.0,0.0,2,0.0,0.0
2008-06-01,2,1400,Quebec,G1M,5.0,3.0,1.0,1,1.0,2.0
2008-06-01,2,1400,Quebec,G1S,5.0,1.0,2.0,1,2.0,2.0
2008-06-01,2,1400,Quebec,G2M,2.0,1.0,2.0,5,0.4,0.0
2008-06-01,2,1400,Quebec,G3K,2.0,1.0,3.0,3,1.0,0.0
2008-06-01,2,1400,Quebec,G6W,4.0,1.0,7.0,3,2.33,1.0
2008-06-01,2,1400,Quebec,G6Z,4.0,1.0,1.0,1,1.0,3.0
2008-06-01,2,1400,Quebec,G2A,1.0,1.0,0.0,3,0.0,0.0
2008-06-01,2,1400,Quebec,G2A,2.0,1.0,0.0,1,0.0,0.0
2008-06-01,2,1400,Quebec,G3K,5.0,1.0,1.0,1,1.0,2.0
2008-06-01,2,1400,Quebec,G6C,4.0,1.0,7.0,5,1.4,1.2
2008-06-01,2,1400,Quebec,G6V,2.0,1.0,0.0,1,0.0,0.0
2008-06-01,2,1400,Quebec,G1G,5.0,3.0,7.0,3,2.33,3.33
2008-06-01,2,1400,Quebec,G2B,5.0,3.0,2.0,1,2.0,3.0
2008-06-01,2,1400,Quebec,nan,1.0,1.0,11.0,69,0.16,0.0
2008-06-01,2,1400,Quebec,G2N,2.0,1.0,1.0,1,1.0,0.0
2008-06-01,2,1400,Quebec,G0A,1.0,1.0,6.0,27,0.22,0.0
2008-06-01,2,1400,Quebec,G3A,1.0,1.0,0.0,5,0.0,0.0
2008-06-01,2,1400,Quebec,G1X,1.0,1.0,0.0,5,0.0,0.0
2008-06-01,2,1400,Quebec,G2C,2.0,1.0,3.0,11,0.27,0.0
2008-06-01,2,1400,Quebec,G2E,5.0,3.0,1.0,1,1.0,3.0
2008-06-01,2,1400,Quebec,G2N,1.0,1.0,0.0,1,0.0,0.0
2008-06-01,2,1400,Quebec,G0A,2.0,1.0,2.0,4,0.5,0.0
2008-06-01,2,1400,Quebec,G1R,5.0,3.0,19.0,1,19.0,0.0
2008-06-01,2,1400,Quebec,G3A,2.0,1.0,0.0,1,0.0,0.0
2008-06-01,2,1400,Quebec,G3A,4.0,1.0,2.0,1,2.0,2.0
2008-06-01,2,1400,Quebec,G6W,5.0,3.0,6.0,2,3.0,3.0
2008-06-01,2,1400,Quebec,G1E,5.0,1.0,3.0,2,1.5,2.0
2008-06-01,2,1400,Quebec,G1Y,2.0,1.0,1.0,2,0.5,0.0
2008-06-01,2,1400,Quebec,nan,4.0,1.0,9.0,5,1.8,2.0
2008-06-01,2,1400,Quebec,nan,5.0,1.0,1.0,1,1.0,0.0
2008-06-01,2,1400,Quebec,G0R,2.0,1.0,1.0,1,1.0,0.0
2008-06-01,2,1400,Quebec,G1C,5.0,3.0,17.0,9,1.89,2.22
2008-06-01,2,1400,Quebec,G2A,5.0,3.0,5.0,1,5.0,3.0
2008-06-01,2,1400,Quebec,G6Z,2.0,1.0,1.0,2,0.5,0.0
2008-06-01,2,1400,Quebec,G0R,1.0,1.0,3.0,6,0.5,0.0
2008-06-01,2,1400,Quebec,G6K,5.0,3.0,1.0,1,1.0,2.0
2008-06-01,2,1400,Quebec,G1H,5.0,1.0,1.0,1,1.0,2.0
2008-06-01,2,1400,Quebec,G1W,1.0,1.0,2.0,3,0.67,0.0
2008-06-01,2,1400,Quebec,G6V,4.0,1.0,3.0,2,1.5,1.0
2008-06-01,2,1400,Quebec,G1K,5.0,3.0,16.0,3,5.33,2.0
2008-06-01,2,1400,Quebec,G2M,4.0,1.0,1.0,1,1.0,1.0
2008-09-01,3,1400,Quebec,G0R,2.0,1.0,2.0,3,0.67,0.0
2008-09-01,3,1400,Quebec,G1B,1.0,1.0,1.0,2,0.5,0.0
2008-09-01,3,1400,Quebec,G1X,1.0,1.0,1.0,3,0.33,0.0
2008-09-01,3,1400,Quebec,G1E,1.0,1.0,1.0,3,0.33,0.0
2008-09-01,3,1400,Quebec,G2L,2.0,1.0,0.0,18,0.0,0.0
2008-09-01,3,1400,Quebec,G2M,2.0,1.0,0.0,3,0.0,0.0
2008-09-01,3,1400,Quebec,G0A,5.0,1.0,1.0,1,1.0,3.0
2008-09-01,3,1400,Quebec,G1S,2.0,1.0,1.0,1,1.0,0.0
2008-09-01,3,1400,Quebec,G1B,5.0,1.0,2.0,1,2.0,2.0
2008-09-01,3,1400,Quebec,G3B,1.0,1.0,1.0,3,0.33,0.0
2008-09-01,3,1400,Quebec,G6C,1.0,1.0,0.0,1,0.0,0.0
2008-09-01,3,1400,Quebec,G2A,1.0,1.0,0.0,1,0.0,0.0
2008-09-01,3,1400,Quebec,G2E,5.0,3.0,3.0,1,3.0,3.0
2008-09-01,3,1400,Quebec,G2N,1.0,1.0,0.0,1,0.0,0.0
2008-09-01,3,1400,Quebec,nan,5.0,3.0,53.0,11,4.82,2.18
2008-09-01,3,1400,Quebec,G2C,1.0,1.0,1.0,2,0.5,0.0
2008-09-01,3,1400,Quebec,G2J,1.0,1.0,1.0,4,0.25,0.0
2008-09-01,3,1400,Quebec,G3E,1.0,1.0,2.0,11,0.18,0.0
2008-09-01,3,1400,Quebec,G2B,5.0,3.0,1.0,1,1.0,3.0
2008-09-01,3,1400,Quebec,G2M,5.0,1.0,4.0,4,1.0,2.0
2008-09-01,3,1400,Quebec,G3J,5.0,1.0,1.0,1,1.0,1.0
2008-09-01,3,1400,Quebec,G2A,4.0,1.0,2.0,1,2.0,1.0
2008-09-01,3,1400,Quebec,G2A,5.0,3.0,2.0,1,2.0,3.0
2008-09-01,3,1400,Quebec,G2B,2.0,1.0,2.0,2,1.0,0.0
2008-09-01,3,1400,Quebec,G0A,1.0,1.0,4.0,36,0.11,0.0
2008-09-01,3,1400,Quebec,G2A,2.0,1.0,0.0,1,0.0,0.0
2008-09-01,3,1400,Quebec,G0A,2.0,1.0,7.0,18,0.39,0.0
2008-09-01,3,1400,Quebec,G2C,5.0,1.0,1.0,1,1.0,2.0
2008-09-01,3,1400,Quebec,G3J,1.0,1.0,1.0,10,0.1,0.0
2008-09-01,3,1400,Quebec,G2M,1.0,1.0,3.0,10,0.3,0.0
2008-09-01,3,1400,Quebec,nan,2.0,1.0,16.0,20,0.8,0.0
2008-09-01,3,1400,Quebec,G1H,2.0,1.0,0.0,1,0.0,0.0
2008-09-01,3,1400,Quebec,G1K,5.0,3.0,14.0,2,7.0,1.5
2008-09-01,3,1400,Quebec,G6V,4.0,1.0,1.0,1,1.0,2.0
2008-09-01,3,1400,Quebec,G0R,1.0,1.0,8.0,11,0.73,0.0
2008-09-01,3,1400,Quebec,G6C,4.0,1.0,6.0,3,2.0,1.0
2008-09-01,3,1400,Quebec,G6V,5.0,3.0,21.0,4,5.25,5.0
2008-09-01,3,1400,Quebec,G6W,1.0,1.0,0.0,4,0.0,0.0
2008-09-01,3,1400,Quebec,G2J,5.0,3.0,13.0,2,6.5,4.0
2008-09-01,3,1400,Quebec,G2K,1.0,1.0,1.0,3,0.33,0.0
2008-09-01,3,1400,Quebec,nan,1.0,1.0,24.0,76,0.32,0.0
2008-09-01,3,1400,Quebec,G3A,1.0,1.0,1.0,3,0.33,0.0
2008-09-01,3,1400,Quebec,G6X,1.0,1.0,0.0,1,0.0,0.0
2008-09-01,3,1400,Quebec,G0A,5.0,3.0,5.0,2,2.5,3.0
2008-09-01,3,1400,Quebec,G3K,2.0,1.0,5.0,3,1.67,0.0
2008-09-01,3,1400,Quebec,G3K,5.0,3.0,6.0,1,6.0,3.0
2008-09-01,3,1400,Quebec,G6Z,1.0,1.0,1.0,7,0.14,0.0
2008-09-01,3,1400,Quebec,G1R,5.0,3.0,13.0,1,13.0,0.0
2008-09-01,3,1400,Quebec,G2B,1.0,1.0,3.0,5,0.6,0.0
2008-09-01,3,1400,Quebec,G6W,4.0,1.0,3.0,2,1.5,1.5
2008-09-01,3,1400,Quebec,nan,4.0,1.0,10.0,7,1.43,2.14
2008-09-01,3,1400,Quebec,G2G,1.0,1.0,1.0,4,0.25,0.0
2008-09-01,3,1400,Quebec,G1C,1.0,1.0,3.0,7,0.43,0.0
2008-09-01,3,1400,Quebec,G1C,5.0,3.0,11.0,6,1.83,2.5
2008-09-01,3,1400,Quebec,G1M,5.0,3.0,1.0,1,1.0,2.0
2008-09-01,3,1400,Quebec,G1W,1.0,1.0,2.0,2,1.0,0.0
2008-09-01,3,1400,Quebec,G1Y,1.0,1.0,2.0,4,0.5,0.0
2008-09-01,3,1400,Quebec,G3A,2.0,1.0,0.0,6,0.0,0.0
2008-09-01,3,1400,Quebec,G6V,4.0,3.0,6.0,2,3.0,2.0
2008-09-01,3,1400,Quebec,G1H,5.0,1.0,1.0,1,1.0,2.0
2008-09-01,3,1400,Quebec,G6V,1.0,1.0,1.0,5,0.2,0.0
2008-09-01,3,1400,Quebec,nan,5.0,1.0,2.0,1,2.0,0.0
2008-09-01,3,1400,Quebec,G2N,2.0,1.0,2.0,3,0.67,0.0
2008-09-01,3,1400,Quebec,G2C,5.0,3.0,31.0,13,2.38,2.92
2008-09-01,3,1400,Quebec,G3K,1.0,1.0,17.0,30,0.57,0.0
2008-12-01,4,1400,Quebec,G1N,5.0,3.0,3.0,1,3.0,3.0
2008-12-01,4,1400,Quebec,nan,1.0,1.0,13.0,48,0.27,0.0
2008-12-01,4,1400,Quebec,G6W,1.0,1.0,2.0,3,0.67,0.0
2008-12-01,4,1400,Quebec,G1R,5.0,3.0,8.0,1,8.0,0.0
2008-12-01,4,1400,Quebec,G1T,5.0,3.0,2.0,1,2.0,6.0
2008-12-01,4,1400,Quebec,G2A,5.0,3.0,13.0,1,13.0,4.0
2008-12-01,4,1400,Quebec,nan,5.0,1.0,2.0,2,1.0,1.0
2008-12-01,4,1400,Quebec,G1B,1.0,1.0,1.0,4,0.25,0.0
2008-12-01,4,1400,Quebec,G2N,1.0,1.0,0.0,2,0.0,0.0
2008-12-01,4,1400,Quebec,G3G,1.0,1.0,0.0,3,0.0,0.0
2008-12-01,4,1400,Quebec,G3J,1.0,1.0,1.0,2,0.5,0.0
2008-12-01,4,1400,Quebec,G6V,4.0,3.0,5.0,3,1.67,2.0
2008-12-01,4,1400,Quebec,G1P,1.0,1.0,0.0,1,0.0,0.0
2008-12-01,4,1400,Quebec,G1S,2.0,1.0,1.0,1,1.0,0.0
2008-12-01,4,1400,Quebec,G6Z,2.0,1.0,4.0,3,1.33,0.0
2008-12-01,4,1400,Quebec,G2C,1.0,1.0,1.0,5,0.2,0.0
2008-12-01,4,1400,Quebec,G2K,1.0,1.0,1.0,3,0.33,0.0
2008-12-01,4,1400,Quebec,G2M,2.0,1.0,3.0,3,1.0,0.0
2008-12-01,4,1400,Quebec,G3K,5.0,3.0,6.0,1,6.0,3.0
2008-12-01,4,1400,Quebec,G1C,5.0,3.0,10.0,7,1.43,2.71
2008-12-01,4,1400,Quebec,G1E,5.0,3.0,7.0,1,7.0,2.0
2008-12-01,4,1400,Quebec,G6W,4.0,1.0,1.0,1,1.0,3.0
2008-12-01,4,1400,Quebec,G6K,1.0,1.0,0.0,1,0.0,0.0
2008-12-01,4,1400,Quebec,G2G,1.0,1.0,0.0,3,0.0,0.0
2008-12-01,4,1400,Quebec,nan,5.0,3.0,54.0,20,2.7,2.2
2008-12-01,4,1400,Quebec,G0A,5.0,3.0,6.0,3,2.0,3.0
2008-12-01,4,1400,Quebec,G1E,4.0,3.0,3.0,1,3.0,2.0
2008-12-01,4,1400,Quebec,G1W,1.0,1.0,1.0,4,0.25,0.0
2008-12-01,4,1400,Quebec,G2J,5.0,3.0,12.0,1,12.0,5.0
2008-12-01,4,1400,Quebec,G6V,1.0,1.0,1.0,1,1.0,0.0
2008-12-01,4,1400,Quebec,G2B,1.0,1.0,4.0,19,0.21,0.0
2008-12-01,4,1400,Quebec,G6Z,1.0,1.0,2.0,6,0.33,0.0
2008-12-01,4,1400,Quebec,G1Y,1.0,1.0,1.0,3,0.33,0.0
2008-12-01,4,1400,Quebec,G3E,1.0,1.0,3.0,13,0.23,0.0
2008-12-01,4,1400,Quebec,G6Z,5.0,3.0,3.0,1,3.0,0.0
2008-12-01,4,1400,Quebec,G3A,1.0,1.0,1.0,8,0.13,0.0
2008-12-01,4,1400,Quebec,G0A,1.0,1.0,5.0,45,0.11,0.0
2008-12-01,4,1400,Quebec,G0A,5.0,1.0,1.0,1,1.0,3.0
2008-12-01,4,1400,Quebec,G3B,1.0,1.0,0.0,3,0.0,0.0
2008-12-01,4,1400,Quebec,G3E,5.0,3.0,1.0,1,1.0,2.0
2008-12-01,4,1400,Quebec,G2C,5.0,1.0,1.0,1,1.0,2.0
2008-12-01,4,1400,Quebec,G3K,1.0,1.0,22.0,36,0.61,0.0
2008-12-01,4,1400,Quebec,G3K,5.0,1.0,1.0,1,1.0,2.0
2008-12-01,4,1400,Quebec,G2M,5.0,1.0,5.0,5,1.0,2.0
2008-12-01,4,1400,Quebec,nan,4.0,1.0,3.0,2,1.5,2.5
2008-12-01,4,1400,Quebec,G2M,1.0,1.0,1.0,12,0.08,0.0
2008-12-01,4,1400,Quebec,G6W,2.0,1.0,1.0,2,0.5,0.0
2008-12-01,4,1400,Quebec,G1H,1.0,1.0,0.0,1,0.0,0.0
2008-12-01,4,1400,Quebec,G2B,5.0,3.0,4.0,2,2.0,3.0
2008-12-01,4,1400,Quebec,nan,2.0,1.0,15.0,18,0.83,0.0
2008-12-01,4,1400,Quebec,G2B,2.0,1.0,3.0,6,0.5,0.0
2008-12-01,4,1400,Quebec,G2C,5.0,3.0,48.0,7,6.86,3.0
2008-12-01,4,1400,Quebec,G0R,2.0,1.0,1.0,1,1.0,0.0
2008-12-01,4,1400,Quebec,G1C,1.0,1.0,4.0,6,0.67,0.0
2008-12-01,4,1400,Quebec,G3E,5.0,1.0,1.0,1,1.0,2.0
2008-12-01,4,1400,Quebec,G0R,1.0,1.0,7.0,12,0.58,0.0
2008-12-01,4,1400,Quebec,G1K,5.0,3.0,14.0,2,7.0,1.5
2008-12-01,4,1400,Quebec,G0A,2.0,1.0,5.0,7,0.71,0.0
2008-12-01,4,1400,Quebec,G1T,1.0,1.0,0.0,1,0.0,0.0
2008-12-01,4,1400,Quebec,G1X,1.0,1.0,1.0,3,0.33,0.0
2008-12-01,4,1400,Quebec,G6K,4.0,1.0,1.0,1,1.0,2.0
2008-12-01,4,1400,Quebec,G3K,2.0,1.0,9.0,15,0.6,0.0
2008-12-01,4,1400,Quebec,G6V,5.0,3.0,16.0,3,5.33,5.67
2008-12-01,4,1400,Quebec,G1M,5.0,3.0,1.0,1,1.0,2.0
2008-12-01,4,1400,Quebec,G2J,1.0,1.0,1.0,3,0.33,0.0
2009-03-01,1,1400,Quebec,G1E,4.0,3.0,3.0,1,3.0,2.0
2009-03-01,1,1400,Quebec,G1M,5.0,3.0,1.0,1,1.0,2.0
2009-03-01,1,1400,Quebec,G3K,2.0,1.0,5.0,5,1.0,0.0
2009-03-01,1,1400,Quebec,G6W,4.0,1.0,1.0,1,1.0,3.0
2009-03-01,1,1400,Quebec,G0A,1.0,1.0,8.0,28,0.29,0.0
2009-03-01,1,1400,Quebec,G1W,1.0,1.0,1.0,2,0.5,0.0
2009-03-01,1,1400,Quebec,nan,2.0,1.0,20.0,20,1.0,0.0
2009-03-01,1,1400,Quebec,G2C,5.0,1.0,1.0,1,1.0,2.0
2009-03-01,1,1400,Quebec,G2M,5.0,1.0,2.0,2,1.0,2.0
2009-03-01,1,1400,Quebec,G1N,5.0,3.0,2.0,1,2.0,3.0
2009-03-01,1,1400,Quebec,G1C,1.0,1.0,3.0,4,0.75,0.0
2009-03-01,1,1400,Quebec,G2M,2.0,1.0,9.0,7,1.29,0.0
2009-03-01,1,1400,Quebec,G1C,5.0,3.0,8.0,3,2.67,3.0
2009-03-01,1,1400,Quebec,G1S,5.0,3.0,28.0,1,28.0,4.0
2009-03-01,1,1400,Quebec,G3J,1.0,1.0,2.0,3,0.67,0.0
2009-03-01,1,1400,Quebec,nan,5.0,3.0,56.0,25,2.24,2.16
2009-03-01,1,1400,Quebec,G1E,5.0,3.0,5.0,1,5.0,2.0
2009-03-01,1,1400,Quebec,G2C,5.0,3.0,16.0,2,8.0,3.5
2009-03-01,1,1400,Quebec,G1Y,1.0,1.0,1.0,1,1.0,0.0
2009-03-01,1,1400,Quebec,G2B,4.0,3.0,10.0,1,10.0,3.0
2009-03-01,1,1400,Quebec,G3G,1.0,1.0,1.0,1,1.0,0.0
2009-03-01,1,1400,Quebec,nan,4.0,1.0,1.0,1,1.0,3.0
2009-03-01,1,1400,Quebec,G6V,4.0,3.0,9.0,4,2.25,2.0
2009-03-01,1,1400,Quebec,G6V,5.0,3.0,20.0,4,5.0,5.0
2009-03-01,1,1400,Quebec,G3K,5.0,3.0,5.0,1,5.0,3.0
2009-03-01,1,1400,Quebec,G0A,5.0,1.0,1.0,1,1.0,3.0
2009-03-01,1,1400,Quebec,G1S,2.0,1.0,1.0,1,1.0,0.0
2009-03-01,1,1400,Quebec,nan,1.0,1.0,22.0,34,0.65,0.0
2009-03-01,1,1400,Quebec,G2C,1.0,1.0,1.0,1,1.0,0.0
2009-03-01,1,1400,Quebec,G2E,1.0,1.0,0.0,2,0.0,0.0
2009-03-01,1,1400,Quebec,G3A,1.0,1.0,1.0,3,0.33,0.0
2009-03-01,1,1400,Quebec,G3E,1.0,1.0,5.0,7,0.71,0.0
2009-03-01,1,1400,Quebec,G2B,2.0,1.0,1.0,2,0.5,0.0
2009-03-01,1,1400,Quebec,G2G,1.0,1.0,0.0,1,0.0,0.0
2009-03-01,1,1400,Quebec,G1R,5.0,3.0,6.0,1,6.0,0.0
2009-03-01,1,1400,Quebec,G6W,2.0,1.0,1.0,2,0.5,0.0
2009-03-01,1,1400,Quebec,G2B,1.0,1.0,3.0,13,0.23,0.0
2009-03-01,1,1400,Quebec,G2J,4.0,1.0,3.0,1,3.0,2.0
2009-03-01,1,1400,Quebec,G3K,1.0,1.0,22.0,26,0.85,0.0
2009-03-01,1,1400,Quebec,G1K,5.0,3.0,14.0,2,7.0,1.5
2009-03-01,1,1400,Quebec,G1X,1.0,1.0,1.0,1,1.0,0.0
2009-03-01,1,1400,Quebec,G2B,5.0,3.0,5.0,2,2.5,3.0
2009-03-01,1,1400,Quebec,G2J,1.0,1.0,1.0,1,1.0,0.0
2009-03-01,1,1400,Quebec,G2J,5.0,3.0,7.0,1,7.0,5.0
2009-03-01,1,1400,Quebec,nan,5.0,1.0,2.0,1,2.0,0.0
2009-03-01,1,1400,Quebec,G0A,5.0,3.0,11.0,2,5.5,1.5
2009-03-01,1,1400,Quebec,G2A,5.0,3.0,9.0,1,9.0,4.0
2009-03-01,1,1400,Quebec,G2B,4.0,1.0,2.0,1,2.0,2.0
2009-03-01,1,1400,Quebec,G6C,2.0,1.0,1.0,1,1.0,0.0
2009-03-01,1,1400,Quebec,G6W,1.0,1.0,3.0,4,0.75,0.0
2009-03-01,1,1400,Quebec,G1T,5.0,3.0,2.0,1,2.0,6.0
2009-03-01,1,1400,Quebec,G6V,1.0,1.0,1.0,1,1.0,0.0
2009-03-01,1,1400,Quebec,G6Z,1.0,1.0,1.0,1,1.0,0.0
2009-03-01,1,1400,Quebec,G6W,4.0,3.0,1.0,1,1.0,2.0
2009-03-01,1,1400,Quebec,G0A,2.0,1.0,7.0,6,1.17,0.0
2009-03-01,1,1400,Quebec,G1B,5.0,1.0,2.0,1,2.0,2.0
2009-03-01,1,1400,Quebec,G3E,2.0,1.0,1.0,1,1.0,0.0
2009-03-01,1,1400,Quebec,G6Z,5.0,3.0,3.0,1,3.0,0.0
2009-03-01,1,1400,Quebec,G0R,2.0,1.0,0.0,1,0.0,0.0
2009-03-01,1,1400,Quebec,G1Y,2.0,1.0,2.0,1,2.0,0.0
2009-03-01,1,1400,Quebec,G2K,1.0,1.0,1.0,3,0.33,0.0
2009-03-01,1,1400,Quebec,G2N,2.0,1.0,4.0,3,1.33,0.0
2009-03-01,1,1400,Quebec,G2M,1.0,1.0,3.0,11,0.27,0.0
2009-03-01,1,1400,Quebec,G0R,1.0,1.0,7.0,7,1.0,0.0
2009-03-01,1,1400,Quebec,G1B,1.0,1.0,1.0,1,1.0,0.0
2009-03-01,1,1400,Quebec,G3B,1.0,1.0,0.0,2,0.0,0.0
2009-06-01,2,1400,Quebec,G1N,5.0,3.0,1.0,1,1.0,3.0
2009-06-01,2,1400,Quebec,G1Y,2.0,1.0,3.0,2,1.5,0.0
2009-06-01,2,1400,Quebec,G3G,1.0,1.0,0.0,3,0.0,0.0
2009-06-01,2,1400,Quebec,G6Z,5.0,3.0,2.0,1,2.0,0.0
2009-06-01,2,1400,Quebec,nan,2.0,1.0,22.0,26,0.85,0.0
2009-06-01,2,1400,Quebec,G0A,5.0,3.0,10.0,2,5.0,3.0
2009-06-01,2,1400,Quebec,G1W,1.0,1.0,1.0,1,1.0,0.0
2009-06-01,2,1400,Quebec,G2B,5.0,3.0,5.0,2,2.5,3.0
2009-06-01,2,1400,Quebec,G6Z,1.0,1.0,2.0,2,1.0,0.0
2009-06-01,2,1400,Quebec,G0R,1.0,1.0,5.0,22,0.23,0.0
2009-06-01,2,1400,Quebec,G6W,1.0,1.0,4.0,8,0.5,0.0
2009-06-01,2,1400,Quebec,G1E,1.0,1.0,0.0,1,0.0,0.0
2009-06-01,2,1400,Quebec,G2J,5.0,3.0,5.0,1,5.0,5.0
2009-06-01,2,1400,Quebec,G6W,5.0,1.0,2.0,1,2.0,2.0
2009-06-01,2,1400,Quebec,G1C,1.0,1.0,4.0,6,0.67,0.0
2009-06-01,2,1400,Quebec,G6W,2.0,1.0,4.0,4,1.0,0.0
2009-06-01,2,1400,Quebec,G0A,2.0,1.0,7.0,11,0.64,0.0
2009-06-01,2,1400,Quebec,G3E,2.0,1.0,1.0,1,1.0,0.0
2009-06-01,2,1400,Quebec,G2C,2.0,1.0,0.0,1,0.0,0.0
2009-06-01,2,1400,Quebec,G3E,5.0,1.0,1.0,1,1.0,1.0
2009-06-01,2,1400,Quebec,G1E,5.0,1.0,1.0,1,1.0,2.0
2009-06-01,2,1400,Quebec,G1E,5.0,3.0,22.0,2,11.0,1.0
2009-06-01,2,1400,Quebec,G2B,2.0,1.0,2.0,3,0.67,0.0
2009-06-01,2,1400,Quebec,G1K,5.0,3.0,17.0,4,4.25,2.25
2009-06-01,2,1400,Quebec,G1T,2.0,1.0,0.0,1,0.0,0.0
2009-06-01,2,1400,Quebec,G1X,4.0,1.0,3.0,1,3.0,2.0
2009-06-01,2,1400,Quebec,G2N,2.0,1.0,2.0,4,0.5,0.0
2009-06-01,2,1400,Quebec,G0R,2.0,1.0,1.0,2,0.5,0.0
2009-06-01,2,1400,Quebec,G1C,5.0,3.0,2.0,2,1.0,3.0
2009-06-01,2,1400,Quebec,G3K,5.0,3.0,1.0,1,1.0,3.0
2009-06-01,2,1400,Quebec,G6V,1.0,1.0,1.0,2,0.5,0.0
2009-06-01,2,1400,Quebec,G2E,1.0,1.0,0.0,1,0.0,0.0
2009-06-01,2,1400,Quebec,G2J,4.0,1.0,2.0,1,2.0,2.0
2009-06-01,2,1400,Quebec,G3K,1.0,1.0,27.0,56,0.48,0.0
2009-06-01,2,1400,Quebec,nan,5.0,1.0,2.0,1,2.0,2.0
2009-06-01,2,1400,Quebec,G1X,1.0,1.0,1.0,2,0.5,0.0
2009-06-01,2,1400,Quebec,G2A,5.0,3.0,5.0,1,5.0,4.0
2009-06-01,2,1400,Quebec,G6V,4.0,3.0,3.0,2,1.5,2.0
2009-06-01,2,1400,Quebec,G1S,5.0,3.0,10.0,1,10.0,4.0
2009-06-01,2,1400,Quebec,G3B,1.0,1.0,1.0,8,0.13,0.0
2009-06-01,2,1400,Quebec,G3J,1.0,1.0,1.0,3,0.33,0.0
2009-06-01,2,1400,Quebec,G6V,5.0,3.0,8.0,4,2.0,5.0
2009-06-01,2,1400,Quebec,G1P,5.0,1.0,1.0,1,1.0,2.0
2009-06-01,2,1400,Quebec,G1T,1.0,1.0,0.0,2,0.0,0.0
2009-06-01,2,1400,Quebec,G6W,4.0,1.0,3.0,1,3.0,2.0
2009-06-01,2,1400,Quebec,G1G,1.0,1.0,1.0,1,1.0,0.0
2009-06-01,2,1400,Quebec,G2B,4.0,3.0,6.0,1,6.0,3.0
2009-06-01,2,1400,Quebec,nan,5.0,3.0,32.0,18,1.78,1.94
2009-06-01,2,1400,Quebec,G1E,4.0,3.0,2.0,1,2.0,2.0
2009-06-01,2,1400,Quebec,G1G,2.0,1.0,13.0,19,0.68,0.0
2009-06-01,2,1400,Quebec,G3E,1.0,1.0,4.0,13,0.31,0.0
2009-06-01,2,1400,Quebec,G2A,1.0,1.0,0.0,1,0.0,0.0
2009-06-01,2,1400,Quebec,G2G,1.0,1.0,0.0,3,0.0,0.0
2009-06-01,2,1400,Quebec,G2K,1.0,1.0,1.0,1,1.0,0.0
2009-06-01,2,1400,Quebec,G3K,2.0,1.0,2.0,5,0.4,0.0
2009-06-01,2,1400,Quebec,G6K,1.0,1.0,2.0,9,0.22,0.0
2009-06-01,2,1400,Quebec,nan,4.0,1.0,1.0,1,1.0,3.0
2009-06-01,2,1400,Quebec,G0A,5.0,1.0,1.0,1,1.0,3.0
2009-06-01,2,1400,Quebec,G2C,5.0,3.0,16.0,2,8.0,3.5
2009-06-01,2,1400,Quebec,G1P,5.0,3.0,2.0,1,2.0,2.0
2009-06-01,2,1400,Quebec,G2M,2.0,1.0,11.0,12,0.92,0.0
2009-06-01,2,1400,Quebec,G6C,2.0,1.0,2.0,1,2.0,0.0
2009-06-01,2,1400,Quebec,G1B,1.0,1.0,2.0,6,0.33,0.0
2009-06-01,2,1400,Quebec,G1S,1.0,1.0,0.0,1,0.0,0.0
2009-06-01,2,1400,Quebec,G2M,5.0,3.0,114.0,3,38.0,1.67
2009-06-01,2,1400,Quebec,nan,1.0,1.0,22.0,55,0.4,0.0
2009-06-01,2,1400,Quebec,G1R,5.0,3.0,5.0,1,5.0,0.0
