reference_period,ref_qq,metcode,metro,FSA,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt
1994-09-01,3,1060,Montreal,,1.0,1.0,0.0,1,0.0,0.0
1994-09-01,3,1060,Montreal,nan,4.0,3.0,449.0,202,2.22,1.42
1994-12-01,4,1060,Montreal,nan,2.0,3.0,21.0,19,1.11,0.0
1994-12-01,4,1060,Montreal,nan,5.0,1.0,12.0,6,2.0,0.0
1994-12-01,4,1060,Montreal,nan,5.0,3.0,1117.0,322,3.47,2.98
1994-12-01,4,1060,Montreal,,1.0,1.0,2.0,2,1.0,0.0
1994-12-01,4,1060,Montreal,nan,4.0,3.0,404.0,187,2.16,1.45
1994-12-01,4,1060,Montreal,nan,1.0,1.0,1054.0,1361,0.77,0.0
1994-12-01,4,1060,Montreal,nan,1.0,3.0,2.0,2,1.0,0.0
1994-12-01,4,1060,Montreal,nan,4.0,1.0,238.0,120,1.98,1.43
1994-12-01,4,1060,Montreal,nan,2.0,1.0,440.0,398,1.11,0.0
1995-03-01,1,1060,Montreal,,1.0,1.0,1.0,1,1.0,0.0
1995-03-01,1,1060,Montreal,nan,5.0,3.0,1196.0,325,3.68,2.9
1995-03-01,1,1060,Montreal,nan,2.0,1.0,447.0,375,1.19,0.0
1995-03-01,1,1060,Montreal,nan,4.0,1.0,230.0,123,1.87,1.41
1995-03-01,1,1060,Montreal,nan,4.0,3.0,372.0,175,2.13,1.5
1995-03-01,1,1060,Montreal,nan,1.0,3.0,2.0,2,1.0,0.0
1995-03-01,1,1060,Montreal,nan,2.0,3.0,17.0,14,1.21,0.0
1995-03-01,1,1060,Montreal,nan,5.0,1.0,9.0,5,1.8,0.0
1995-03-01,1,1060,Montreal,nan,1.0,1.0,1174.0,1284,0.91,0.0
1995-06-01,2,1060,Montreal,nan,2.0,1.0,462.0,441,1.05,0.0
1995-06-01,2,1060,Montreal,nan,1.0,1.0,1215.0,1817,0.67,0.0
1995-06-01,2,1060,Montreal,,1.0,1.0,1.0,1,1.0,0.0
1995-06-01,2,1060,Montreal,nan,5.0,1.0,9.0,5,1.8,0.0
1995-06-01,2,1060,Montreal,nan,5.0,3.0,1075.0,307,3.5,2.78
1995-06-01,2,1060,Montreal,nan,1.0,3.0,2.0,4,0.5,0.0
1995-06-01,2,1060,Montreal,nan,4.0,1.0,258.0,131,1.97,1.37
1995-06-01,2,1060,Montreal,nan,2.0,3.0,14.0,13,1.08,0.0
1995-06-01,2,1060,Montreal,nan,4.0,3.0,351.0,153,2.29,1.5
1995-09-01,3,1060,Montreal,nan,1.0,3.0,1.0,1,1.0,0.0
1995-09-01,3,1060,Montreal,nan,5.0,3.0,990.0,306,3.24,2.77
1995-09-01,3,1060,Montreal,nan,2.0,3.0,11.0,9,1.22,0.0
1995-09-01,3,1060,Montreal,,1.0,1.0,1.0,1,1.0,0.0
1995-09-01,3,1060,Montreal,nan,5.0,1.0,14.0,8,1.75,0.0
1995-09-01,3,1060,Montreal,nan,4.0,1.0,226.0,131,1.73,1.34
1995-09-01,3,1060,Montreal,nan,2.0,1.0,334.0,318,1.05,0.0
1995-09-01,3,1060,Montreal,nan,4.0,3.0,286.0,138,2.07,1.35
1995-09-01,3,1060,Montreal,nan,1.0,1.0,835.0,1114,0.75,0.0
1995-12-01,4,1060,Montreal,nan,2.0,3.0,10.0,7,1.43,0.0
1995-12-01,4,1060,Montreal,nan,4.0,3.0,268.0,128,2.09,1.47
1995-12-01,4,1060,Montreal,nan,4.0,1.0,219.0,123,1.78,1.4
1995-12-01,4,1060,Montreal,nan,1.0,3.0,1.0,1,1.0,0.0
1995-12-01,4,1060,Montreal,nan,5.0,1.0,15.0,10,1.5,0.0
1995-12-01,4,1060,Montreal,nan,5.0,3.0,1004.0,288,3.49,2.74
1995-12-01,4,1060,Montreal,nan,1.0,1.0,875.0,1094,0.8,0.0
1995-12-01,4,1060,Montreal,,1.0,1.0,1.0,1,1.0,0.0
1995-12-01,4,1060,Montreal,nan,2.0,1.0,321.0,291,1.1,0.0
1996-03-01,1,1060,Montreal,nan,2.0,1.0,310.0,263,1.18,0.0
1996-03-01,1,1060,Montreal,,1.0,1.0,1.0,1,1.0,0.0
1996-03-01,1,1060,Montreal,nan,5.0,1.0,17.0,10,1.7,0.0
1996-03-01,1,1060,Montreal,nan,4.0,3.0,239.0,116,2.06,1.51
1996-03-01,1,1060,Montreal,nan,5.0,3.0,875.0,253,3.46,2.78
1996-03-01,1,1060,Montreal,nan,1.0,3.0,1.0,1,1.0,0.0
1996-03-01,1,1060,Montreal,nan,4.0,1.0,217.0,115,1.89,1.37
1996-03-01,1,1060,Montreal,nan,2.0,3.0,9.0,7,1.29,0.0
1996-03-01,1,1060,Montreal,nan,1.0,1.0,864.0,977,0.88,0.0
1996-06-01,2,1060,Montreal,nan,2.0,1.0,292.0,337,0.87,0.0
1996-06-01,2,1060,Montreal,nan,5.0,3.0,696.0,218,3.19,2.87
1996-06-01,2,1060,Montreal,nan,4.0,3.0,203.0,98,2.07,1.49
1996-06-01,2,1060,Montreal,nan,2.0,3.0,10.0,7,1.43,0.0
1996-06-01,2,1060,Montreal,,1.0,1.0,1.0,1,1.0,0.0
1996-06-01,2,1060,Montreal,nan,4.0,1.0,175.0,94,1.86,1.36
1996-06-01,2,1060,Montreal,nan,1.0,1.0,817.0,1398,0.58,0.0
1996-06-01,2,1060,Montreal,nan,5.0,1.0,19.0,12,1.58,1.58
1996-06-01,2,1060,Montreal,nan,1.0,3.0,0.0,1,0.0,0.0
1996-09-01,3,1060,Montreal,nan,2.0,3.0,5.0,4,1.25,0.0
1996-09-01,3,1060,Montreal,nan,5.0,3.0,628.0,225,2.79,2.94
1996-09-01,3,1060,Montreal,nan,2.0,1.0,242.0,227,1.07,0.0
1996-09-01,3,1060,Montreal,nan,4.0,1.0,166.0,91,1.82,1.47
1996-09-01,3,1060,Montreal,,1.0,1.0,1.0,1,1.0,0.0
1996-09-01,3,1060,Montreal,nan,4.0,3.0,129.0,73,1.77,1.42
1996-09-01,3,1060,Montreal,nan,5.0,1.0,15.0,10,1.5,0.0
1996-09-01,3,1060,Montreal,nan,1.0,1.0,540.0,892,0.61,0.0
1996-12-01,4,1060,Montreal,nan,4.0,3.0,130.0,66,1.97,1.44
1996-12-01,4,1060,Montreal,nan,5.0,1.0,14.0,9,1.56,0.0
1996-12-01,4,1060,Montreal,nan,2.0,3.0,3.0,3,1.0,0.0
1996-12-01,4,1060,Montreal,nan,2.0,1.0,254.0,221,1.15,0.0
1996-12-01,4,1060,Montreal,nan,1.0,1.0,634.0,812,0.78,0.0
1996-12-01,4,1060,Montreal,nan,5.0,3.0,669.0,230,2.91,2.54
1996-12-01,4,1060,Montreal,nan,4.0,1.0,171.0,95,1.8,1.23
1997-03-01,1,1060,Montreal,nan,1.0,1.0,697.0,806,0.86,0.0
1997-03-01,1,1060,Montreal,nan,5.0,3.0,585.0,203,2.88,2.57
1997-03-01,1,1060,Montreal,nan,2.0,3.0,2.0,2,1.0,0.0
1997-03-01,1,1060,Montreal,nan,4.0,3.0,116.0,60,1.93,1.43
1997-03-01,1,1060,Montreal,nan,5.0,1.0,16.0,10,1.6,0.4
1997-03-01,1,1060,Montreal,nan,2.0,1.0,245.0,200,1.23,0.0
1997-03-01,1,1060,Montreal,nan,4.0,1.0,161.0,91,1.77,1.26
1997-06-01,2,1060,Montreal,nan,2.0,1.0,278.0,305,0.91,0.0
1997-06-01,2,1060,Montreal,nan,1.0,1.0,683.0,1446,0.47,0.0
1997-06-01,2,1060,Montreal,nan,5.0,3.0,523.0,188,2.78,2.64
1997-06-01,2,1060,Montreal,nan,4.0,3.0,107.0,61,1.75,1.34
1997-06-01,2,1060,Montreal,nan,4.0,1.0,157.0,92,1.71,1.24
1997-06-01,2,1060,Montreal,nan,2.0,3.0,7.0,8,0.88,0.0
1997-06-01,2,1060,Montreal,nan,5.0,1.0,17.0,11,1.55,0.64
1997-09-01,3,1060,Montreal,nan,5.0,3.0,494.0,204,2.42,2.52
1997-09-01,3,1060,Montreal,nan,2.0,3.0,5.0,7,0.71,0.0
1997-09-01,3,1060,Montreal,nan,1.0,1.0,416.0,758,0.55,0.0
1997-09-01,3,1060,Montreal,nan,2.0,1.0,178.0,185,0.96,0.0
1997-09-01,3,1060,Montreal,nan,5.0,1.0,4.0,3,1.33,2.0
1997-09-01,3,1060,Montreal,nan,4.0,1.0,124.0,81,1.53,1.7
1997-09-01,3,1060,Montreal,nan,4.0,3.0,75.0,49,1.53,1.63
1997-12-01,4,1060,Montreal,nan,5.0,3.0,532.0,226,2.35,2.54
1997-12-01,4,1060,Montreal,nan,4.0,3.0,79.0,49,1.61,1.51
1997-12-01,4,1060,Montreal,nan,4.0,1.0,150.0,92,1.63,1.48
1997-12-01,4,1060,Montreal,nan,2.0,3.0,5.0,5,1.0,0.0
1997-12-01,4,1060,Montreal,nan,1.0,1.0,537.0,810,0.66,0.0
1997-12-01,4,1060,Montreal,nan,2.0,1.0,207.0,201,1.03,0.0
1997-12-01,4,1060,Montreal,nan,5.0,1.0,6.0,5,1.2,2.0
1998-03-01,1,1060,Montreal,nan,2.0,3.0,4.0,4,1.0,0.0
1998-03-01,1,1060,Montreal,nan,5.0,1.0,10.0,8,1.25,1.88
1998-03-01,1,1060,Montreal,nan,2.0,1.0,242.0,202,1.2,0.0
1998-03-01,1,1060,Montreal,nan,1.0,1.0,676.0,786,0.86,0.0
1998-03-01,1,1060,Montreal,nan,4.0,1.0,155.0,92,1.68,1.51
1998-03-01,1,1060,Montreal,nan,4.0,3.0,94.0,57,1.65,1.18
1998-03-01,1,1060,Montreal,nan,5.0,3.0,531.0,226,2.35,2.53
1998-06-01,2,1060,Montreal,nan,2.0,1.0,241.0,263,0.92,0.0
1998-06-01,2,1060,Montreal,nan,4.0,3.0,89.0,55,1.62,1.11
1998-06-01,2,1060,Montreal,nan,1.0,1.0,642.0,1435,0.45,0.0
1998-06-01,2,1060,Montreal,nan,2.0,3.0,6.0,6,1.0,0.0
1998-06-01,2,1060,Montreal,nan,5.0,3.0,461.0,194,2.38,2.41
1998-06-01,2,1060,Montreal,nan,5.0,1.0,6.0,4,1.5,1.5
1998-06-01,2,1060,Montreal,nan,4.0,1.0,95.0,63,1.51,1.6
1998-09-01,3,1060,Montreal,nan,4.0,3.0,104.0,66,1.58,1.09
1998-09-01,3,1060,Montreal,nan,2.0,3.0,5.0,7,0.71,0.0
1998-09-01,3,1060,Montreal,nan,4.0,1.0,74.0,52,1.42,1.5
1998-09-01,3,1060,Montreal,nan,1.0,1.0,471.0,832,0.57,0.0
1998-09-01,3,1060,Montreal,nan,5.0,3.0,507.0,211,2.4,2.35
1998-09-01,3,1060,Montreal,nan,2.0,1.0,171.0,178,0.96,0.0
1998-12-01,4,1060,Montreal,nan,2.0,1.0,169.0,164,1.03,0.0
1998-12-01,4,1060,Montreal,nan,4.0,3.0,117.0,69,1.7,0.81
1998-12-01,4,1060,Montreal,nan,4.0,1.0,72.0,46,1.57,1.24
1998-12-01,4,1060,Montreal,nan,2.0,3.0,5.0,5,1.0,0.0
1998-12-01,4,1060,Montreal,nan,1.0,1.0,544.0,890,0.61,0.0
1998-12-01,4,1060,Montreal,nan,5.0,3.0,487.0,195,2.5,2.23
1999-03-01,1,1060,Montreal,nan,5.0,3.0,473.0,184,2.57,2.25
1999-03-01,1,1060,Montreal,nan,2.0,1.0,183.0,172,1.06,0.0
1999-03-01,1,1060,Montreal,nan,1.0,1.0,688.0,819,0.84,0.0
1999-03-01,1,1060,Montreal,nan,4.0,1.0,62.0,45,1.38,1.24
1999-03-01,1,1060,Montreal,nan,4.0,3.0,75.0,46,1.63,1.02
1999-03-01,1,1060,Montreal,nan,2.0,3.0,5.0,5,1.0,0.0
1999-06-01,2,1060,Montreal,nan,4.0,3.0,100.0,54,1.85,0.61
1999-06-01,2,1060,Montreal,nan,5.0,3.0,408.0,181,2.25,2.26
1999-06-01,2,1060,Montreal,nan,1.0,1.0,631.0,1657,0.38,0.0
1999-06-01,2,1060,Montreal,nan,2.0,1.0,154.0,197,0.78,0.0
1999-06-01,2,1060,Montreal,nan,2.0,3.0,2.0,3,0.67,0.0
1999-06-01,2,1060,Montreal,nan,4.0,1.0,66.0,45,1.47,1.33
1999-09-01,3,1060,Montreal,nan,4.0,3.0,115.0,67,1.72,0.51
1999-09-01,3,1060,Montreal,nan,5.0,1.0,1.0,1,1.0,1.0
1999-09-01,3,1060,Montreal,nan,2.0,1.0,122.0,172,0.71,0.0
1999-09-01,3,1060,Montreal,nan,1.0,1.0,467.0,1048,0.45,0.0
1999-09-01,3,1060,Montreal,nan,5.0,3.0,419.0,192,2.18,2.14
1999-09-01,3,1060,Montreal,,1.0,1.0,1.0,2,0.5,0.0
1999-09-01,3,1060,Montreal,nan,2.0,3.0,4.0,5,0.8,0.0
1999-09-01,3,1060,Montreal,nan,4.0,1.0,73.0,40,1.83,1.1
1999-12-01,4,1060,Montreal,nan,4.0,3.0,108.0,62,1.74,0.27
1999-12-01,4,1060,Montreal,nan,1.0,1.0,671.0,1039,0.65,0.0
1999-12-01,4,1060,Montreal,nan,2.0,3.0,3.0,3,1.0,0.0
1999-12-01,4,1060,Montreal,nan,5.0,3.0,424.0,166,2.55,2.19
1999-12-01,4,1060,Montreal,nan,5.0,1.0,2.0,1,2.0,0.0
1999-12-01,4,1060,Montreal,nan,4.0,1.0,49.0,30,1.63,1.2
1999-12-01,4,1060,Montreal,nan,2.0,1.0,134.0,135,0.99,0.0
2000-03-01,1,1060,Montreal,nan,2.0,1.0,133.0,125,1.06,0.0
2000-03-01,1,1060,Montreal,nan,5.0,3.0,414.0,157,2.64,1.96
2000-03-01,1,1060,Montreal,nan,5.0,1.0,3.0,2,1.5,0.0
2000-03-01,1,1060,Montreal,nan,4.0,1.0,45.0,28,1.61,1.14
2000-03-01,1,1060,Montreal,nan,4.0,3.0,106.0,59,1.8,0.29
2000-03-01,1,1060,Montreal,,2.0,1.0,2.0,1,2.0,0.0
2000-03-01,1,1060,Montreal,nan,1.0,1.0,792.0,1039,0.76,0.0
2000-03-01,1,1060,Montreal,,1.0,1.0,1.0,1,1.0,0.0
2000-03-01,1,1060,Montreal,nan,2.0,3.0,2.0,2,1.0,0.0
2000-06-01,2,1060,Montreal,nan,1.0,1.0,790.0,1786,0.44,0.0
2000-06-01,2,1060,Montreal,nan,5.0,3.0,426.0,152,2.8,1.61
2000-06-01,2,1060,Montreal,nan,2.0,1.0,135.0,140,0.96,0.0
2000-06-01,2,1060,Montreal,nan,4.0,3.0,115.0,68,1.69,0.28
2000-06-01,2,1060,Montreal,nan,4.0,1.0,58.0,32,1.81,0.69
2000-06-01,2,1060,Montreal,nan,5.0,1.0,5.0,3,1.67,0.67
2000-06-01,2,1060,Montreal,nan,2.0,3.0,3.0,3,1.0,0.0
2000-09-01,3,1060,Montreal,nan,1.0,1.0,527.0,1073,0.49,0.0
2000-09-01,3,1060,Montreal,nan,5.0,3.0,429.0,167,2.57,0.95
2000-09-01,3,1060,Montreal,nan,2.0,1.0,94.0,105,0.9,0.0
2000-09-01,3,1060,Montreal,nan,5.0,1.0,1.0,1,1.0,0.0
2000-09-01,3,1060,Montreal,nan,4.0,3.0,106.0,67,1.58,0.36
2000-09-01,3,1060,Montreal,nan,4.0,1.0,31.0,24,1.29,0.42
2000-09-01,3,1060,Montreal,nan,2.0,3.0,3.0,3,1.0,0.0
2000-12-01,4,1060,Montreal,nan,5.0,1.0,6.0,1,6.0,0.0
2000-12-01,4,1060,Montreal,nan,1.0,1.0,631.0,941,0.67,0.0
2000-12-01,4,1060,Montreal,nan,5.0,3.0,437.0,158,2.77,0.68
2000-12-01,4,1060,Montreal,nan,2.0,1.0,89.0,82,1.09,0.0
2000-12-01,4,1060,Montreal,nan,4.0,3.0,121.0,67,1.81,0.21
2000-12-01,4,1060,Montreal,nan,4.0,1.0,20.0,16,1.25,0.38
2000-12-01,4,1060,Montreal,nan,2.0,3.0,3.0,2,1.5,0.0
2001-03-01,1,1060,Montreal,nan,2.0,3.0,3.0,2,1.5,0.0
2001-03-01,1,1060,Montreal,nan,4.0,1.0,18.0,14,1.29,0.43
2001-03-01,1,1060,Montreal,nan,5.0,1.0,6.0,1,6.0,0.0
2001-03-01,1,1060,Montreal,nan,5.0,3.0,474.0,173,2.74,0.8
2001-03-01,1,1060,Montreal,nan,1.0,1.0,704.0,939,0.75,0.0
2001-03-01,1,1060,Montreal,nan,2.0,1.0,85.0,81,1.05,0.0
2001-03-01,1,1060,Montreal,nan,4.0,3.0,166.0,75,2.21,0.19
2001-06-01,2,1060,Montreal,nan,2.0,1.0,107.0,129,0.83,0.0
2001-06-01,2,1060,Montreal,nan,4.0,1.0,13.0,11,1.18,0.36
2001-06-01,2,1060,Montreal,nan,1.0,1.0,600.0,1817,0.33,0.0
2001-06-01,2,1060,Montreal,nan,4.0,3.0,106.0,58,1.83,0.24
2001-06-01,2,1060,Montreal,nan,2.0,3.0,3.0,2,1.5,0.0
2001-06-01,2,1060,Montreal,nan,5.0,3.0,485.0,164,2.96,0.71
2001-09-01,3,1060,Montreal,nan,2.0,1.0,84.0,107,0.79,0.0
2001-09-01,3,1060,Montreal,nan,2.0,3.0,4.0,3,1.33,0.0
2001-09-01,3,1060,Montreal,nan,5.0,3.0,392.0,114,3.44,0.94
2001-09-01,3,1060,Montreal,nan,1.0,1.0,488.0,1036,0.47,0.0
2001-09-01,3,1060,Montreal,nan,4.0,1.0,12.0,11,1.09,0.18
2001-09-01,3,1060,Montreal,nan,4.0,3.0,68.0,30,2.27,0.63
2001-12-01,4,1060,Montreal,nan,2.0,1.0,91.0,97,0.94,0.0
2001-12-01,4,1060,Montreal,nan,5.0,3.0,586.0,142,4.13,0.54
2001-12-01,4,1060,Montreal,nan,5.0,1.0,3.0,2,1.5,0.0
2001-12-01,4,1060,Montreal,nan,4.0,1.0,16.0,12,1.33,0.17
2001-12-01,4,1060,Montreal,nan,1.0,1.0,633.0,1068,0.59,0.0
2001-12-01,4,1060,Montreal,nan,2.0,3.0,4.0,3,1.33,0.0
2001-12-01,4,1060,Montreal,nan,4.0,3.0,87.0,42,2.07,0.38
2002-03-01,1,1060,Montreal,nan,1.0,1.0,755.0,1026,0.74,0.0
2002-03-01,1,1060,Montreal,nan,5.0,3.0,608.0,140,4.34,0.44
2002-03-01,1,1060,Montreal,nan,4.0,1.0,21.0,12,1.75,0.17
2002-03-01,1,1060,Montreal,nan,2.0,3.0,3.0,2,1.5,0.0
2002-03-01,1,1060,Montreal,nan,2.0,1.0,103.0,101,1.02,0.0
2002-03-01,1,1060,Montreal,nan,5.0,1.0,5.0,4,1.25,0.0
2002-03-01,1,1060,Montreal,nan,4.0,3.0,90.0,45,2.0,0.29
2002-06-01,2,1060,Montreal,nan,2.0,1.0,70.0,124,0.56,0.0
2002-06-01,2,1060,Montreal,nan,4.0,1.0,12.0,9,1.33,0.44
2002-06-01,2,1060,Montreal,nan,1.0,1.0,617.0,2029,0.3,0.0
2002-06-01,2,1060,Montreal,nan,2.0,3.0,3.0,2,1.5,0.0
2002-06-01,2,1060,Montreal,nan,4.0,3.0,66.0,39,1.69,0.74
2002-06-01,2,1060,Montreal,nan,5.0,1.0,4.0,3,1.33,1.67
2002-06-01,2,1060,Montreal,nan,5.0,3.0,510.0,128,3.98,2.72
2002-09-01,3,1060,Montreal,nan,1.0,1.0,340.0,1217,0.28,0.0
2002-09-01,3,1060,Montreal,nan,4.0,3.0,55.0,33,1.67,0.33
2002-09-01,3,1060,Montreal,nan,4.0,1.0,20.0,9,2.22,0.22
2002-09-01,3,1060,Montreal,nan,2.0,1.0,58.0,85,0.68,0.0
2002-09-01,3,1060,Montreal,nan,2.0,3.0,3.0,3,1.0,0.0
2002-09-01,3,1060,Montreal,nan,5.0,3.0,401.0,126,3.18,2.8
2002-12-01,4,1060,Montreal,nan,1.0,1.0,464.0,1098,0.42,0.0
2002-12-01,4,1060,Montreal,nan,4.0,1.0,17.0,9,1.89,0.22
2002-12-01,4,1060,Montreal,nan,5.0,1.0,6.0,3,2.0,1.0
2002-12-01,4,1060,Montreal,nan,2.0,1.0,69.0,84,0.82,0.0
2002-12-01,4,1060,Montreal,nan,2.0,3.0,4.0,3,1.33,0.0
2002-12-01,4,1060,Montreal,nan,4.0,3.0,62.0,34,1.82,0.29
2002-12-01,4,1060,Montreal,nan,5.0,3.0,452.0,142,3.18,2.61
2003-03-01,1,1060,Montreal,nan,1.0,1.0,514.0,904,0.57,0.0
2003-03-01,1,1060,Montreal,nan,2.0,1.0,62.0,71,0.87,0.0
2003-03-01,1,1060,Montreal,nan,4.0,1.0,17.0,10,1.7,0.2
2003-03-01,1,1060,Montreal,nan,2.0,3.0,3.0,2,1.5,0.0
2003-03-01,1,1060,Montreal,nan,4.0,3.0,55.0,28,1.96,0.25
2003-03-01,1,1060,Montreal,nan,5.0,1.0,8.0,4,2.0,0.75
2003-03-01,1,1060,Montreal,nan,5.0,3.0,503.0,154,3.27,2.16
2003-06-01,2,1060,Montreal,nan,5.0,1.0,11.0,7,1.57,1.14
2003-06-01,2,1060,Montreal,nan,5.0,3.0,608.0,181,3.36,1.96
2003-06-01,2,1060,Montreal,nan,4.0,3.0,65.0,31,2.1,0.29
2003-06-01,2,1060,Montreal,nan,1.0,1.0,604.0,1912,0.32,0.0
2003-06-01,2,1060,Montreal,nan,2.0,1.0,101.0,130,0.78,0.0
2003-06-01,2,1060,Montreal,nan,4.0,1.0,22.0,13,1.69,0.15
2003-06-01,2,1060,Montreal,nan,2.0,3.0,4.0,3,1.33,0.0
2003-09-01,3,1060,Montreal,nan,2.0,1.0,80.0,119,0.67,0.0
2003-09-01,3,1060,Montreal,nan,1.0,1.0,469.0,1412,0.33,0.0
2003-09-01,3,1060,Montreal,nan,2.0,3.0,2.0,2,1.0,0.0
2003-09-01,3,1060,Montreal,nan,5.0,3.0,594.0,205,2.9,1.77
2003-09-01,3,1060,Montreal,nan,4.0,3.0,60.0,36,1.67,0.28
2003-09-01,3,1060,Montreal,nan,4.0,1.0,19.0,13,1.46,0.15
2003-09-01,3,1060,Montreal,nan,5.0,1.0,8.0,6,1.33,0.67
2003-12-01,4,1060,Montreal,nan,2.0,3.0,0.0,1,0.0,0.0
2003-12-01,4,1060,Montreal,nan,2.0,1.0,88.0,114,0.77,0.0
2003-12-01,4,1060,Montreal,nan,1.0,1.0,494.0,1182,0.42,0.0
2003-12-01,4,1060,Montreal,nan,4.0,3.0,107.0,45,2.38,0.24
2003-12-01,4,1060,Montreal,nan,5.0,1.0,13.0,9,1.44,0.33
2003-12-01,4,1060,Montreal,nan,4.0,1.0,12.0,9,1.33,0.44
2003-12-01,4,1060,Montreal,nan,5.0,3.0,723.0,237,3.05,1.23
2004-03-01,1,1060,Montreal,nan,5.0,3.0,762.0,252,3.02,1.54
2004-03-01,1,1060,Montreal,nan,5.0,1.0,7.0,5,1.4,1.6
2004-03-01,1,1060,Montreal,nan,1.0,1.0,555.0,1042,0.53,0.0
2004-03-01,1,1060,Montreal,nan,2.0,1.0,90.0,100,0.9,0.0
2004-03-01,1,1060,Montreal,nan,2.0,3.0,0.0,2,0.0,0.0
2004-03-01,1,1060,Montreal,nan,4.0,3.0,66.0,28,2.36,0.36
2004-03-01,1,1060,Montreal,nan,4.0,1.0,6.0,6,1.0,0.67
2004-06-01,2,1060,Montreal,nan,2.0,3.0,0.0,1,0.0,0.0
2004-06-01,2,1060,Montreal,nan,5.0,3.0,712.0,192,3.71,1.59
2004-06-01,2,1060,Montreal,nan,5.0,1.0,6.0,4,1.5,1.0
2004-06-01,2,1060,Montreal,nan,4.0,3.0,52.0,24,2.17,0.71
2004-06-01,2,1060,Montreal,nan,4.0,1.0,2.0,2,1.0,0.0
2004-06-01,2,1060,Montreal,nan,2.0,1.0,91.0,135,0.67,0.0
2004-06-01,2,1060,Montreal,nan,1.0,1.0,604.0,1888,0.32,0.0
2004-09-01,3,1060,Montreal,nan,4.0,1.0,7.0,3,2.33,0.67
2004-09-01,3,1060,Montreal,nan,2.0,1.0,86.0,120,0.72,0.0
2004-09-01,3,1060,Montreal,nan,1.0,1.0,597.0,1258,0.47,0.0
2004-09-01,3,1060,Montreal,nan,5.0,1.0,12.0,8,1.5,1.0
2004-09-01,3,1060,Montreal,nan,4.0,3.0,101.0,47,2.15,0.98
2004-09-01,3,1060,Montreal,nan,5.0,3.0,1313.0,278,4.72,2.23
2004-12-01,4,1060,Montreal,nan,1.0,1.0,632.0,1447,0.44,0.0
2004-12-01,4,1060,Montreal,nan,4.0,3.0,88.0,50,1.76,1.0
2004-12-01,4,1060,Montreal,nan,4.0,1.0,10.0,6,1.67,0.67
2004-12-01,4,1060,Montreal,nan,2.0,1.0,112.0,149,0.75,0.0
2004-12-01,4,1060,Montreal,nan,5.0,1.0,8.0,4,2.0,0.5
2004-12-01,4,1060,Montreal,nan,5.0,3.0,1628.0,362,4.5,2.09
2005-03-01,1,1060,Montreal,nan,5.0,1.0,16.0,8,2.0,0.25
2005-03-01,1,1060,Montreal,nan,4.0,3.0,91.0,52,1.75,0.77
2005-03-01,1,1060,Montreal,nan,1.0,1.0,404.0,887,0.46,0.0
2005-03-01,1,1060,Montreal,nan,5.0,3.0,1432.0,347,4.13,2.11
2005-03-01,1,1060,Montreal,nan,4.0,1.0,4.0,3,1.33,0.67
2005-03-01,1,1060,Montreal,nan,2.0,1.0,90.0,102,0.88,0.0
2005-06-01,2,1060,Montreal,nan,2.0,1.0,116.0,155,0.75,0.0
2005-06-01,2,1060,Montreal,nan,5.0,3.0,1592.0,387,4.11,2.3
2005-06-01,2,1060,Montreal,nan,1.0,1.0,466.0,1642,0.28,0.0
2005-06-01,2,1060,Montreal,nan,5.0,1.0,16.0,11,1.45,0.36
2005-06-01,2,1060,Montreal,nan,4.0,3.0,101.0,58,1.74,1.14
2005-06-01,2,1060,Montreal,nan,2.0,3.0,0.0,1,0.0,0.0
2005-06-01,2,1060,Montreal,nan,4.0,1.0,9.0,5,1.8,1.6
2005-09-01,3,1060,Montreal,nan,4.0,3.0,128.0,78,1.64,1.08
2005-09-01,3,1060,Montreal,nan,2.0,1.0,107.0,145,0.74,0.0
2005-09-01,3,1060,Montreal,nan,5.0,3.0,1658.0,431,3.85,2.39
2005-09-01,3,1060,Montreal,nan,2.0,3.0,6.0,11,0.55,0.0
2005-09-01,3,1060,Montreal,nan,5.0,1.0,11.0,10,1.1,1.4
2005-09-01,3,1060,Montreal,nan,1.0,1.0,392.0,1195,0.33,0.0
2005-09-01,3,1060,Montreal,nan,4.0,1.0,7.0,6,1.17,0.67
2005-12-01,4,1060,Montreal,nan,5.0,1.0,8.0,7,1.14,0.57
2005-12-01,4,1060,Montreal,nan,1.0,1.0,396.0,1062,0.37,0.0
2005-12-01,4,1060,Montreal,nan,2.0,3.0,4.0,7,0.57,0.0
2005-12-01,4,1060,Montreal,nan,5.0,3.0,1922.0,433,4.44,2.33
2005-12-01,4,1060,Montreal,nan,2.0,1.0,115.0,135,0.85,0.0
2005-12-01,4,1060,Montreal,nan,4.0,1.0,7.0,7,1.0,1.43
2005-12-01,4,1060,Montreal,nan,4.0,3.0,141.0,73,1.93,0.84
2006-03-01,1,1060,Montreal,H9A,1.0,1.0,1.0,1,1.0,0.0
2006-03-01,1,1060,Montreal,H9K,2.0,1.0,2.0,1,2.0,0.0
2006-03-01,1,1060,Montreal,J4X,1.0,1.0,1.0,2,0.5,0.0
2006-03-01,1,1060,Montreal,J6Y,5.0,1.0,2.0,1,2.0,0.0
2006-03-01,1,1060,Montreal,H3P,1.0,1.0,1.0,1,1.0,0.0
2006-03-01,1,1060,Montreal,H7P,1.0,1.0,2.0,5,0.4,0.0
