reference_period,metro,stcan_cmacode,censustr,metcode,inventory,structures,unitsperstructure,avgstorycount,inventory_per_10kpop
2003,Montreal,462,0183.00,1060,8.0,2,4.0,0.0,0.02
2003,Montreal,462,0192.00,1060,10.0,1,10.0,8.0,0.03
2003,Montreal,462,0200.00,1060,1.0,1,1.0,0.0,0.0
2003,Montreal,462,0382.02,1060,2.0,1,2.0,0.0,0.01
2003,Montreal,462,0390.00,1060,1.0,1,1.0,0.0,0.0
2003,Montreal,462,0413.00,1060,12.0,1,12.0,0.0,0.03
2003,Montreal,462,0462.01,1060,3.0,2,1.5,0.0,0.01
2003,Montreal,462,0550.01,1060,2.0,1,2.0,0.0,0.01
2003,Montreal,462,0580.02,1060,8.0,3,2.67,0.0,0.02
2003,Montreal,462,0734.00,1060,2.0,1,2.0,0.0,0.01
2003,Montreal,462,0831.00,1060,2.0,1,2.0,0.0,0.01
2003,Montreal,462,0853.02,1060,5.0,2,2.5,0.0,0.01
2003,Montreal,462,0888.00,1060,3.0,3,1.0,1.0,0.01
2003,Montreal,462,0902.00,1060,2.0,2,1.0,1.0,0.01
2004,Montreal,462,0000.00,1060,108.0,782,0.14,0.0,0.29
2004,Montreal,462,0021.00,1060,5.0,1,5.0,3.0,0.01
2004,Montreal,462,0232.00,1060,6.0,1,6.0,4.0,0.02
2004,Montreal,462,0309.00,1060,3.0,2,1.5,3.0,0.01
2004,Montreal,462,0430.00,1060,3.0,1,3.0,3.0,0.01
2004,Montreal,462,0617.02,1060,3.0,2,1.5,1.0,0.01
2004,Montreal,462,0656.01,1060,10.0,7,1.43,0.0,0.03
2004,Montreal,462,0659.02,1060,1.0,2,0.5,0.0,0.0
2004,Montreal,462,0709.02,1060,5.0,5,1.0,0.0,0.01
2004,Montreal,462,0852.01,1060,3.0,10,0.3,0.0,0.01
2004,Montreal,462,0853.04,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0876.04,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0929.00,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0199.00,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0291.01,1060,0.0,1,0.0,0.0,0.0
2004,Montreal,462,0323.00,1060,23.0,12,1.92,1.0,0.06
2004,Montreal,462,0393.00,1060,4.0,2,2.0,2.0,0.01
2004,Montreal,462,0410.02,1060,49.0,3,16.33,6.0,0.13
2004,Montreal,462,0615.00,1060,12.0,1,12.0,0.0,0.03
2004,Montreal,462,0625.01,1060,4.0,2,2.0,0.0,0.01
2004,Montreal,462,0644.00,1060,30.0,6,5.0,0.0,0.08
2004,Montreal,462,0661.01,1060,6.0,7,0.86,0.0,0.02
2004,Montreal,462,0684.04,1060,5.0,5,1.0,0.0,0.01
2004,Montreal,462,0684.06,1060,12.0,6,2.0,0.0,0.03
2004,Montreal,462,0686.01,1060,0.0,3,0.0,0.0,0.0
2004,Montreal,462,0710.01,1060,18.0,20,0.9,0.0,0.05
2004,Montreal,462,0710.02,1060,13.0,34,0.38,0.0,0.03
2004,Montreal,462,0729.00,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0758.02,1060,6.0,6,1.0,0.0,0.02
2004,Montreal,462,0855.01,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0861.00,1060,23.0,1,23.0,0.0,0.06
2004,Montreal,462,0889.03,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0926.02,1060,4.0,4,1.0,0.0,0.01
2004,Montreal,462,0287.02,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0626.00,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0676.01,1060,0.0,1,0.0,0.0,0.0
2004,Montreal,462,0827.04,1060,5.0,5,1.0,0.0,0.01
2004,Montreal,462,0858.03,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0904.02,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0007.00,1060,8.0,2,4.0,2.0,0.02
2004,Montreal,462,0219.00,1060,3.0,2,1.5,3.0,0.01
2004,Montreal,462,0290.03,1060,2.0,1,2.0,0.0,0.01
2004,Montreal,462,0395.02,1060,3.0,1,3.0,6.0,0.01
2004,Montreal,462,0432.00,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0643.00,1060,27.0,14,1.93,0.0,0.07
2004,Montreal,462,0647.01,1060,10.0,1,10.0,0.0,0.03
2004,Montreal,462,0659.04,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0826.07,1060,25.0,2,12.5,5.0,0.07
2004,Montreal,462,0826.12,1060,19.0,12,1.58,1.0,0.05
2004,Montreal,462,0883.00,1060,4.0,2,2.0,2.0,0.01
2004,Montreal,462,0055.02,1060,30.0,1,30.0,14.0,0.08
2004,Montreal,462,0095.00,1060,4.0,1,4.0,3.0,0.01
2004,Montreal,462,0143.00,1060,1.0,1,1.0,3.0,0.0
2004,Montreal,462,0178.00,1060,2.0,1,2.0,3.0,0.01
2004,Montreal,462,0381.00,1060,41.0,1,41.0,0.0,0.11
2004,Montreal,462,0593.00,1060,23.0,2,11.5,9.0,0.06
2004,Montreal,462,0675.00,1060,0.0,1,0.0,0.0,0.0
2004,Montreal,462,0677.08,1060,17.0,18,0.94,0.0,0.05
2004,Montreal,462,0726.01,1060,23.0,3,7.67,1.0,0.06
2004,Montreal,462,0735.01,1060,4.0,6,0.67,0.0,0.01
2004,Montreal,462,0757.00,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0926.01,1060,3.0,2,1.5,0.0,0.01
2004,Montreal,462,0275.00,1060,2.0,1,2.0,2.0,0.01
2004,Montreal,462,0412.00,1060,7.0,1,7.0,4.0,0.02
2004,Montreal,462,0490.00,1060,9.0,6,1.5,0.0,0.02
2004,Montreal,462,0521.05,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0632.03,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0655.02,1060,13.0,13,1.0,0.0,0.03
2004,Montreal,462,0658.03,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0677.03,1060,17.0,8,2.13,1.0,0.05
2004,Montreal,462,0685.04,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0687.03,1060,16.0,12,1.33,0.0,0.04
2004,Montreal,462,0689.01,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0694.00,1060,1.0,2,0.5,0.0,0.0
2004,Montreal,462,0710.04,1060,5.0,3,1.67,0.0,0.01
2004,Montreal,462,0740.00,1060,4.0,11,0.36,0.0,0.01
2004,Montreal,462,0756.03,1060,9.0,9,1.0,0.0,0.02
2004,Montreal,462,0756.05,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0785.00,1060,4.0,1,4.0,0.0,0.01
2004,Montreal,462,0827.02,1060,4.0,4,1.0,3.0,0.01
2004,Montreal,462,0830.02,1060,9.0,3,3.0,3.0,0.02
2004,Montreal,462,0831.06,1060,3.0,3,1.0,1.0,0.01
2004,Montreal,462,0850.05,1060,3.0,4,0.75,1.0,0.01
2004,Montreal,462,0853.03,1060,11.0,10,1.1,1.0,0.03
2004,Montreal,462,0889.02,1060,1.0,1,1.0,2.0,0.0
2004,Montreal,462,0902.00,1060,20.0,11,1.82,1.0,0.05
2004,Montreal,462,0100.00,1060,36.0,1,36.0,4.0,0.1
2004,Montreal,462,0133.00,1060,3.0,2,1.5,4.0,0.01
2004,Montreal,462,0290.04,1060,5.0,8,0.63,0.0,0.01
2004,Montreal,462,0301.00,1060,1.0,1,1.0,3.0,0.0
2004,Montreal,462,0521.06,1060,9.0,6,1.5,2.0,0.02
2004,Montreal,462,0631.00,1060,7.0,10,0.7,0.0,0.02
2004,Montreal,462,0651.01,1060,24.0,11,2.18,0.0,0.06
2004,Montreal,462,0677.01,1060,2.0,3,0.67,0.0,0.01
2004,Montreal,462,0688.01,1060,4.0,4,1.0,0.0,0.01
2004,Montreal,462,0705.02,1060,4.0,2,2.0,0.0,0.01
2004,Montreal,462,0800.01,1060,1.0,1,1.0,2.0,0.0
2004,Montreal,462,0005.00,1060,8.0,2,4.0,2.0,0.02
2004,Montreal,462,0052.00,1060,4.0,4,1.0,3.0,0.01
2004,Montreal,462,0187.02,1060,27.0,12,2.25,2.0,0.07
2004,Montreal,462,0283.02,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0290.07,1060,6.0,9,0.67,0.0,0.02
2004,Montreal,462,0522.01,1060,27.0,1,27.0,5.0,0.07
2004,Montreal,462,0625.02,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0627.00,1060,2.0,1,2.0,0.0,0.01
2004,Montreal,462,0652.01,1060,6.0,3,2.0,0.0,0.02
2004,Montreal,462,0656.02,1060,6.0,6,1.0,0.0,0.02
2004,Montreal,462,0659.07,1060,11.0,11,1.0,0.0,0.03
2004,Montreal,462,0661.02,1060,42.0,18,2.33,0.0,0.11
2004,Montreal,462,0682.03,1060,20.0,18,1.11,0.0,0.05
2004,Montreal,462,0685.06,1060,38.0,24,1.58,0.0,0.1
2004,Montreal,462,0691.00,1060,5.0,7,0.71,0.0,0.01
2004,Montreal,462,0704.03,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0777.00,1060,2.0,1,2.0,3.0,0.01
2004,Montreal,462,0825.04,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0850.03,1060,7.0,8,0.88,2.0,0.02
2004,Montreal,462,0903.06,1060,3.0,3,1.0,1.0,0.01
2004,Montreal,462,0903.10,1060,3.0,5,0.6,0.0,0.01
2004,Montreal,462,0930.02,1060,19.0,10,1.9,1.0,0.05
2004,Montreal,462,0128.00,1060,4.0,4,1.0,0.0,0.01
2004,Montreal,462,0300.00,1060,23.0,3,7.67,5.0,0.06
2004,Montreal,462,0321.00,1060,9.0,3,3.0,2.0,0.02
2004,Montreal,462,0601.01,1060,2.0,1,2.0,3.0,0.01
2004,Montreal,462,0632.02,1060,2.0,4,0.5,0.0,0.01
2004,Montreal,462,0632.04,1060,4.0,4,1.0,0.0,0.01
2004,Montreal,462,0651.02,1060,5.0,7,0.71,0.0,0.01
2004,Montreal,462,0683.00,1060,2.0,1,2.0,3.0,0.01
2004,Montreal,462,0689.02,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0692.00,1060,10.0,10,1.0,1.0,0.03
2004,Montreal,462,0709.01,1060,1.0,5,0.2,0.0,0.0
2004,Montreal,462,0734.02,1060,17.0,28,0.61,0.0,0.05
2004,Montreal,462,0750.01,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0755.00,1060,14.0,6,2.33,0.0,0.04
2004,Montreal,462,0789.00,1060,12.0,6,2.0,0.0,0.03
2004,Montreal,462,0826.05,1060,6.0,5,1.2,0.0,0.02
2004,Montreal,462,0828.02,1060,19.0,16,1.19,1.0,0.05
2004,Montreal,462,0877.01,1060,16.0,10,1.6,1.0,0.04
2004,Montreal,462,0881.02,1060,3.0,1,3.0,0.0,0.01
2004,Montreal,462,0053.00,1060,4.0,1,4.0,3.0,0.01
2004,Montreal,462,0138.00,1060,2.0,1,2.0,4.0,0.01
2004,Montreal,462,0322.04,1060,1.0,1,1.0,3.0,0.0
2004,Montreal,462,0415.01,1060,39.0,14,2.79,2.0,0.1
2004,Montreal,462,0515.01,1060,3.0,3,1.0,0.0,0.01
2004,Montreal,462,0580.02,1060,5.0,2,2.5,3.0,0.01
2004,Montreal,462,0645.00,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0652.02,1060,7.0,6,1.17,0.0,0.02
2004,Montreal,462,0689.04,1060,8.0,9,0.89,0.0,0.02
2004,Montreal,462,0730.01,1060,8.0,6,1.33,0.0,0.02
2004,Montreal,462,0783.00,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0857.08,1060,3.0,1,3.0,3.0,0.01
2004,Montreal,462,0857.09,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0038.00,1060,8.0,4,2.0,2.0,0.02
2004,Montreal,462,0066.01,1060,34.0,1,34.0,0.0,0.09
2004,Montreal,462,0320.00,1060,1.0,1,1.0,2.0,0.0
2004,Montreal,462,0512.02,1060,4.0,2,2.0,5.0,0.01
2004,Montreal,462,0629.00,1060,7.0,7,1.0,0.0,0.02
2004,Montreal,462,0639.00,1060,3.0,3,1.0,1.0,0.01
2004,Montreal,462,0642.00,1060,34.0,1,34.0,0.0,0.09
2004,Montreal,462,0787.00,1060,2.0,4,0.5,0.0,0.01
2004,Montreal,462,0805.00,1060,4.0,2,2.0,2.0,0.01
2004,Montreal,462,0825.01,1060,14.0,8,1.75,3.0,0.04
2004,Montreal,462,0850.04,1060,7.0,12,0.58,0.0,0.02
2004,Montreal,462,0888.00,1060,35.0,14,2.5,1.0,0.09
2004,Montreal,462,0930.04,1060,4.0,4,1.0,0.0,0.01
2004,Montreal,462,0069.00,1060,84.0,2,42.0,6.0,0.22
2004,Montreal,462,0192.00,1060,32.0,1,32.0,8.0,0.09
2004,Montreal,462,0263.00,1060,1.0,1,1.0,4.0,0.0
2004,Montreal,462,0265.00,1060,1.0,1,1.0,3.0,0.0
2004,Montreal,462,0513.01,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0530.00,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0659.05,1060,5.0,4,1.25,0.0,0.01
2004,Montreal,462,0684.03,1060,16.0,16,1.0,0.0,0.04
2004,Montreal,462,0685.05,1060,5.0,5,1.0,0.0,0.01
2004,Montreal,462,0693.00,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0710.03,1060,2.0,11,0.18,0.0,0.01
2004,Montreal,462,0728.02,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0750.03,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0751.01,1060,2.0,3,0.67,0.0,0.01
2004,Montreal,462,0791.00,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0792.00,1060,6.0,3,2.0,0.0,0.02
2004,Montreal,462,0853.02,1060,6.0,5,1.2,2.0,0.02
2004,Montreal,462,0904.03,1060,9.0,6,1.5,1.0,0.02
2004,Montreal,462,0172.00,1060,4.0,2,2.0,3.0,0.01
2004,Montreal,462,0515.02,1060,17.0,5,3.4,0.0,0.05
2004,Montreal,462,0655.01,1060,13.0,3,4.33,0.0,0.03
2004,Montreal,462,0659.06,1060,30.0,2,15.0,0.0,0.08
2004,Montreal,462,0660.03,1060,12.0,2,6.0,0.0,0.03
2004,Montreal,462,0685.02,1060,1.0,5,0.2,0.0,0.0
2004,Montreal,462,0690.00,1060,13.0,27,0.48,0.0,0.03
2004,Montreal,462,0700.04,1060,6.0,2,3.0,0.0,0.02
2004,Montreal,462,0701.00,1060,6.0,5,1.2,0.0,0.02
2004,Montreal,462,0708.02,1060,26.0,5,5.2,0.0,0.07
2004,Montreal,462,0903.09,1060,8.0,6,1.33,0.0,0.02
2004,Montreal,462,0004.00,1060,4.0,1,4.0,3.0,0.01
2004,Montreal,462,0029.00,1060,4.0,3,1.33,3.0,0.01
2004,Montreal,462,0039.00,1060,2.0,1,2.0,3.0,0.01
2004,Montreal,462,0084.00,1060,12.0,2,6.0,3.0,0.03
2004,Montreal,462,0098.00,1060,3.0,3,1.0,2.0,0.01
2004,Montreal,462,0190.01,1060,9.0,5,1.8,2.0,0.02
2004,Montreal,462,0218.00,1060,2.0,1,2.0,3.0,0.01
2004,Montreal,462,0288.00,1060,1.0,2,0.5,0.0,0.0
2004,Montreal,462,0290.02,1060,2.0,2,1.0,2.0,0.01
2004,Montreal,462,0317.01,1060,110.0,3,36.67,10.0,0.29
2004,Montreal,462,0550.04,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0604.05,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0677.06,1060,15.0,13,1.15,0.0,0.04
2004,Montreal,462,0682.06,1060,16.0,17,0.94,0.0,0.04
2004,Montreal,462,0687.01,1060,3.0,3,1.0,0.0,0.01
2004,Montreal,462,0687.06,1060,14.0,10,1.4,0.0,0.04
2004,Montreal,462,0751.02,1060,7.0,7,1.0,0.0,0.02
2004,Montreal,462,0758.01,1060,6.0,6,1.0,0.0,0.02
2004,Montreal,462,0790.00,1060,5.0,5,1.0,0.0,0.01
2004,Montreal,462,0825.03,1060,2.0,1,2.0,2.0,0.01
2004,Montreal,462,0829.00,1060,3.0,3,1.0,0.0,0.01
2004,Montreal,462,0860.01,1060,0.0,1,0.0,0.0,0.0
2004,Montreal,462,0876.05,1060,3.0,1,3.0,3.0,0.01
2004,Montreal,462,0901.01,1060,4.0,3,1.33,1.0,0.01
2004,Montreal,462,0901.03,1060,1.0,2,0.5,0.0,0.0
2004,Montreal,462,0083.00,1060,5.0,2,2.5,3.0,0.01
2004,Montreal,462,0251.01,1060,1.0,1,1.0,3.0,0.0
2004,Montreal,462,0291.02,1060,6.0,9,0.67,0.0,0.02
2004,Montreal,462,0325.04,1060,27.0,14,1.93,2.0,0.07
2004,Montreal,462,0470.01,1060,18.0,4,4.5,3.0,0.05
2004,Montreal,462,0594.02,1060,32.0,3,10.67,4.0,0.09
2004,Montreal,462,0632.01,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0646.03,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0647.02,1060,7.0,3,2.33,0.0,0.02
2004,Montreal,462,0681.00,1060,7.0,9,0.78,0.0,0.02
2004,Montreal,462,0725.05,1060,41.0,22,1.86,0.0,0.11
2004,Montreal,462,0733.00,1060,8.0,8,1.0,0.0,0.02
2004,Montreal,462,0750.02,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0782.00,1060,4.0,3,1.33,0.0,0.01
2004,Montreal,462,0826.10,1060,32.0,25,1.28,3.0,0.09
2004,Montreal,462,0002.00,1060,1.0,1,1.0,3.0,0.0
2004,Montreal,462,0037.00,1060,7.0,2,3.5,3.0,0.02
2004,Montreal,462,0073.00,1060,54.0,2,27.0,3.0,0.14
2004,Montreal,462,0120.00,1060,0.0,1,0.0,0.0,0.0
2004,Montreal,462,0134.00,1060,3.0,1,3.0,0.0,0.01
2004,Montreal,462,0141.00,1060,4.0,1,4.0,3.0,0.01
2004,Montreal,462,0180.00,1060,1.0,1,1.0,3.0,0.0
2004,Montreal,462,0201.00,1060,1.0,1,1.0,4.0,0.0
2004,Montreal,462,0210.00,1060,1.0,1,1.0,3.0,0.0
2004,Montreal,462,0462.02,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0512.03,1060,5.0,2,2.5,3.0,0.01
2004,Montreal,462,0512.04,1060,4.0,2,2.0,0.0,0.01
2004,Montreal,462,0514.01,1060,11.0,5,2.2,3.0,0.03
2004,Montreal,462,0514.02,1060,16.0,2,8.0,2.0,0.04
2004,Montreal,462,0521.04,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0582.02,1060,12.0,1,12.0,3.0,0.03
2004,Montreal,462,0590.01,1060,2.0,2,1.0,0.0,0.01
2004,Montreal,462,0633.00,1060,13.0,7,1.86,0.0,0.03
2004,Montreal,462,0652.03,1060,8.0,6,1.33,0.0,0.02
2004,Montreal,462,0686.02,1060,0.0,2,0.0,0.0,0.0
2004,Montreal,462,0687.02,1060,27.0,38,0.71,0.0,0.07
2004,Montreal,462,0689.03,1060,10.0,10,1.0,0.0,0.03
2004,Montreal,462,0703.03,1060,2.0,1,2.0,0.0,0.01
2004,Montreal,462,0706.00,1060,9.0,4,2.25,0.0,0.02
2004,Montreal,462,0730.02,1060,6.0,6,1.0,0.0,0.02
2004,Montreal,462,0732.01,1060,3.0,3,1.0,0.0,0.01
2004,Montreal,462,0735.02,1060,2.0,5,0.4,0.0,0.01
2004,Montreal,462,0756.04,1060,3.0,3,1.0,0.0,0.01
2004,Montreal,462,0833.00,1060,5.0,5,1.0,0.0,0.01
2004,Montreal,462,0850.01,1060,1.0,1,1.0,0.0,0.0
2004,Montreal,462,0865.00,1060,21.0,1,21.0,0.0,0.06
2004,Montreal,462,0887.02,1060,2.0,2,1.0,0.0,0.01
2005,Montreal,462,0029.00,1060,2.0,1,2.0,3.0,0.01
2005,Montreal,462,0224.00,1060,1.0,1,1.0,3.0,0.0
2005,Montreal,462,0268.03,1060,31.0,1,31.0,6.0,0.08
2005,Montreal,462,0322.04,1060,12.0,4,3.0,2.0,0.03
2005,Montreal,462,0410.02,1060,69.0,3,23.0,5.0,0.18
2005,Montreal,462,0530.00,1060,2.0,2,1.0,0.0,0.01
2005,Montreal,462,0657.03,1060,1.0,3,0.33,0.0,0.0
2005,Montreal,462,0684.06,1060,1.0,4,0.25,0.0,0.0
2005,Montreal,462,0735.01,1060,2.0,18,0.11,0.0,0.01
2005,Montreal,462,0806.02,1060,0.0,3,0.0,0.0,0.0
2005,Montreal,462,0807.01,1060,2.0,3,0.67,0.0,0.01
2005,Montreal,462,0826.02,1060,1.0,1,1.0,0.0,0.0
2005,Montreal,462,0857.08,1060,8.0,4,2.0,2.0,0.02
2005,Montreal,462,0066.01,1060,2.0,1,2.0,4.0,0.01
2005,Montreal,462,0264.02,1060,24.0,1,24.0,7.0,0.06
2005,Montreal,462,0265.00,1060,3.0,2,1.5,2.0,0.01
2005,Montreal,462,0287.02,1060,1.0,1,1.0,0.0,0.0
2005,Montreal,462,0290.07,1060,3.0,3,1.0,1.0,0.01
2005,Montreal,462,0329.00,1060,4.0,3,1.33,2.0,0.01
2005,Montreal,462,0430.00,1060,32.0,2,16.0,5.0,0.08
2005,Montreal,462,0450.00,1060,0.0,1,0.0,0.0,0.0
2005,Montreal,462,0490.00,1060,10.0,3,3.33,1.0,0.03
2005,Montreal,462,0521.05,1060,1.0,2,0.5,0.0,0.0
2005,Montreal,462,0594.02,1060,1.0,1,1.0,0.0,0.0
2005,Montreal,462,0632.02,1060,3.0,7,0.43,0.0,0.01
2005,Montreal,462,0688.01,1060,7.0,14,0.5,0.0,0.02
2005,Montreal,462,0725.05,1060,31.0,23,1.35,0.0,0.08
2005,Montreal,462,0740.00,1060,3.0,34,0.09,0.0,0.01
2005,Montreal,462,0852.02,1060,0.0,2,0.0,0.0,0.0
2005,Montreal,462,0853.04,1060,8.0,10,0.8,0.0,0.02
2005,Montreal,462,0889.03,1060,1.0,2,0.5,1.0,0.0
2005,Montreal,462,0903.10,1060,3.0,9,0.33,0.0,0.01
2005,Montreal,462,0061.00,1060,4.0,1,4.0,4.0,0.01
2005,Montreal,462,0300.00,1060,21.0,1,21.0,8.0,0.06
2005,Montreal,462,0514.01,1060,5.0,3,1.67,3.0,0.01
2005,Montreal,462,0604.03,1060,2.0,3,0.67,0.0,0.01
2005,Montreal,462,0658.03,1060,3.0,3,1.0,0.0,0.01
2005,Montreal,462,0660.03,1060,2.0,1,2.0,0.0,0.01
2005,Montreal,462,0675.00,1060,11.0,5,2.2,1.0,0.03
2005,Montreal,462,0681.00,1060,3.0,4,0.75,0.0,0.01
2005,Montreal,462,0687.01,1060,1.0,2,0.5,0.0,0.0
2005,Montreal,462,0710.02,1060,4.0,17,0.24,0.0,0.01
2005,Montreal,462,0731.00,1060,0.0,3,0.0,0.0,0.0
2005,Montreal,462,0901.01,1060,9.0,4,2.25,2.0,0.02
2005,Montreal,462,0039.00,1060,4.0,2,2.0,3.0,0.01
2005,Montreal,462,0171.00,1060,2.0,1,2.0,3.0,0.01
2005,Montreal,462,0196.00,1060,3.0,2,1.5,3.0,0.01
2005,Montreal,462,0290.09,1060,1.0,1,1.0,0.0,0.0
2005,Montreal,462,0383.02,1060,16.0,2,8.0,6.0,0.04
2005,Montreal,462,0514.02,1060,2.0,2,1.0,3.0,0.01
2005,Montreal,462,0585.01,1060,8.0,1,8.0,3.0,0.02
2005,Montreal,462,0605.03,1060,13.0,2,6.5,3.0,0.03
2005,Montreal,462,0652.03,1060,13.0,18,0.72,0.0,0.03
2005,Montreal,462,0655.02,1060,9.0,6,1.5,0.0,0.02
2005,Montreal,462,0687.06,1060,0.0,4,0.0,0.0,0.0
2005,Montreal,462,0693.00,1060,14.0,14,1.0,1.0,0.04
2005,Montreal,462,0732.01,1060,0.0,9,0.0,0.0,0.0
2005,Montreal,462,0734.02,1060,0.0,17,0.0,0.0,0.0
2005,Montreal,462,0750.02,1060,5.0,5,1.0,0.0,0.01
2005,Montreal,462,0751.01,1060,15.0,15,1.0,1.0,0.04
2005,Montreal,462,0758.01,1060,15.0,15,1.0,0.0,0.04
2005,Montreal,462,0800.01,1060,5.0,4,1.25,1.0,0.01
2005,Montreal,462,0850.03,1060,5.0,8,0.63,1.0,0.01
2005,Montreal,462,0886.03,1060,0.0,1,0.0,0.0,0.0
2005,Montreal,462,0930.04,1060,4.0,7,0.57,0.0,0.01
2005,Montreal,462,0002.00,1060,4.0,2,2.0,1.0,0.01
2005,Montreal,462,0005.00,1060,3.0,2,1.5,2.0,0.01
2005,Montreal,462,0316.00,1060,4.0,1,4.0,3.0,0.01
2005,Montreal,462,0625.01,1060,0.0,1,0.0,0.0,0.0
2005,Montreal,462,0645.00,1060,14.0,1,14.0,0.0,0.04
2005,Montreal,462,0659.05,1060,6.0,6,1.0,0.0,0.02
2005,Montreal,462,0659.07,1060,9.0,20,0.45,0.0,0.02
2005,Montreal,462,0685.06,1060,32.0,35,0.91,0.0,0.08
2005,Montreal,462,0704.01,1060,6.0,2,3.0,0.0,0.02
2005,Montreal,462,0730.01,1060,10.0,30,0.33,0.0,0.03
2005,Montreal,462,0750.01,1060,4.0,5,0.8,0.0,0.01
2005,Montreal,462,0756.02,1060,0.0,1,0.0,0.0,0.0
2005,Montreal,462,0854.01,1060,2.0,2,1.0,0.0,0.01
2005,Montreal,462,0904.02,1060,0.0,1,0.0,0.0,0.0
2005,Montreal,462,0095.00,1060,2.0,2,1.0,3.0,0.01
2005,Montreal,462,0291.01,1060,2.0,4,0.5,0.0,0.01
2005,Montreal,462,0291.02,1060,6.0,8,0.75,0.0,0.02
2005,Montreal,462,0361.00,1060,1.0,1,1.0,0.0,0.0
2005,Montreal,462,0382.01,1060,43.0,1,43.0,8.0,0.11
2005,Montreal,462,0394.00,1060,11.0,3,3.67,2.0,0.03
2005,Montreal,462,0511.00,1060,2.0,4,0.5,0.0,0.01
2005,Montreal,462,0661.01,1060,6.0,9,0.67,0.0,0.02
2005,Montreal,462,0682.02,1060,0.0,1,0.0,0.0,0.0
2005,Montreal,462,0686.01,1060,0.0,12,0.0,0.0,0.0
2005,Montreal,462,0689.02,1060,3.0,4,0.75,0.0,0.01
2005,Montreal,462,0694.00,1060,2.0,1,2.0,0.0,0.01
2005,Montreal,462,0750.03,1060,32.0,8,4.0,3.0,0.08
2005,Montreal,462,0758.02,1060,12.0,18,0.67,0.0,0.03
2005,Montreal,462,0784.00,1060,9.0,2,4.5,3.0,0.02
2005,Montreal,462,0787.00,1060,1.0,3,0.33,0.0,0.0
2005,Montreal,462,0790.00,1060,0.0,6,0.0,0.0,0.0
2005,Montreal,462,0833.00,1060,2.0,2,1.0,0.0,0.01
2005,Montreal,462,0852.01,1060,7.0,14,0.5,0.0,0.02
2005,Montreal,462,0877.01,1060,28.0,28,1.0,1.0,0.07
2005,Montreal,462,0887.04,1060,3.0,2,1.5,0.0,0.01
2005,Montreal,462,0069.00,1060,3.0,1,3.0,3.0,0.01
2005,Montreal,462,0083.00,1060,3.0,2,1.5,3.0,0.01
2005,Montreal,462,0268.01,1060,28.0,4,7.0,2.0,0.07
2005,Montreal,462,0452.00,1060,34.0,5,6.8,2.0,0.09
2005,Montreal,462,0550.02,1060,1.0,1,1.0,0.0,0.0
2005,Montreal,462,0614.00,1060,5.0,1,5.0,4.0,0.01
2005,Montreal,462,0632.04,1060,0.0,2,0.0,0.0,0.0
2005,Montreal,462,0643.00,1060,8.0,7,1.14,0.0,0.02
