reference_period,metro,stcan_cmacode,censustr,metcode,inventory,structures,unitsperstructure,avgstorycount,inventory_per_10kpop
1988,Calgary,825,0001.09,0140,7.0,1,7.0,2.0,0.1
1988,Calgary,825,0000.00,0140,109.0,398,0.27,0.0,1.5
1988,Calgary,825,0044.00,0140,2.0,1,2.0,26.0,0.03
1989,Calgary,825,0000.00,0140,347.0,627,0.55,0.0,4.64
1989,Calgary,825,0049.02,0140,0.0,1,0.0,0.0,0.0
1989,Calgary,825,0038.19,0140,2.0,2,1.0,0.0,0.03
1989,Calgary,825,0058.00,0140,2.0,1,2.0,0.0,0.03
1989,Calgary,825,0002.01,0140,0.0,4,0.0,0.0,0.0
1989,Calgary,825,0001.12,0140,0.0,1,0.0,0.0,0.0
1989,Calgary,825,0022.00,0140,12.0,4,3.0,0.0,0.16
1990,Calgary,825,0001.12,0140,4.0,4,1.0,0.0,0.05
1990,Calgary,825,0002.01,0140,1.0,1,1.0,0.0,0.01
1990,Calgary,825,0077.03,0140,8.0,6,1.33,0.0,0.1
1990,Calgary,825,0077.06,0140,3.0,3,1.0,0.0,0.04
1990,Calgary,825,0022.00,0140,2.0,2,1.0,0.0,0.03
1990,Calgary,825,0002.00,0140,12.0,4,3.0,0.0,0.16
1990,Calgary,825,0027.00,0140,8.0,3,2.67,0.0,0.1
1990,Calgary,825,0029.00,0140,2.0,2,1.0,0.0,0.03
1990,Calgary,825,0063.00,0140,1.0,2,0.5,0.0,0.01
1990,Calgary,825,0046.00,0140,3.0,1,3.0,0.0,0.04
1990,Calgary,825,0038.00,0140,5.0,1,5.0,0.0,0.07
1990,Calgary,825,0049.02,0140,0.0,2,0.0,0.0,0.0
1990,Calgary,825,0030.00,0140,2.0,1,2.0,0.0,0.03
1990,Calgary,825,0047.00,0140,2.0,1,2.0,0.0,0.03
1990,Calgary,825,0044.00,0140,1.0,1,1.0,0.0,0.01
1990,Calgary,825,0045.00,0140,3.0,1,3.0,0.0,0.04
1990,Calgary,825,0058.00,0140,1.0,1,1.0,0.0,0.01
1990,Calgary,825,0001.01,0140,3.0,1,3.0,0.0,0.04
1990,Calgary,825,0000.00,0140,498.0,897,0.56,0.0,6.51
1990,Calgary,825,0014.00,0140,5.0,4,1.25,0.0,0.07
1990,Calgary,825,0062.00,0140,6.0,1,6.0,0.0,0.08
1990,Calgary,825,0077.05,0140,5.0,7,0.71,0.0,0.07
1991,Calgary,825,0029.00,0140,9.0,6,1.5,0.0,0.12
1991,Calgary,825,0205.00,0140,11.0,1,11.0,3.0,0.14
1991,Calgary,825,0001.01,0140,7.0,2,3.5,0.0,0.09
1991,Calgary,825,0030.00,0140,2.0,1,2.0,0.0,0.03
1991,Calgary,825,0049.00,0140,12.0,6,2.0,2.0,0.15
1991,Calgary,825,0000.00,0140,537.0,859,0.63,0.0,6.89
1991,Calgary,825,0027.00,0140,19.0,4,4.75,0.0,0.24
1991,Calgary,825,0077.05,0140,1.0,1,1.0,0.0,0.01
1991,Calgary,825,0018.00,0140,4.0,1,4.0,0.0,0.05
1991,Calgary,825,0002.00,0140,3.0,3,1.0,0.0,0.04
1991,Calgary,825,0077.03,0140,1.0,1,1.0,0.0,0.01
1991,Calgary,825,0019.00,0140,26.0,7,3.71,0.0,0.33
1991,Calgary,825,0022.00,0140,1.0,1,1.0,0.0,0.01
1991,Calgary,825,0031.00,0140,2.0,1,2.0,0.0,0.03
1991,Calgary,825,0038.06,0140,5.0,2,2.5,0.0,0.06
1991,Calgary,825,0001.12,0140,3.0,3,1.0,0.0,0.04
1991,Calgary,825,0021.00,0140,2.0,1,2.0,0.0,0.03
1992,Calgary,825,0077.03,0140,46.0,25,1.84,0.0,0.58
1992,Calgary,825,0021.00,0140,8.0,2,4.0,0.0,0.1
1992,Calgary,825,0029.00,0140,3.0,2,1.5,0.0,0.04
1992,Calgary,825,0030.00,0140,1.0,1,1.0,0.0,0.01
1992,Calgary,825,0058.00,0140,2.0,1,2.0,0.0,0.03
1992,Calgary,825,0049.00,0140,17.0,7,2.43,0.0,0.22
1992,Calgary,825,0019.00,0140,1.0,1,1.0,0.0,0.01
1992,Calgary,825,0008.00,0140,3.0,1,3.0,0.0,0.04
1992,Calgary,825,0205.00,0140,12.0,4,3.0,0.0,0.15
1992,Calgary,825,0001.09,0140,5.0,3,1.67,0.0,0.06
1992,Calgary,825,0038.08,0140,5.0,1,5.0,0.0,0.06
1992,Calgary,825,0052.00,0140,1.0,1,1.0,0.0,0.01
1992,Calgary,825,0062.00,0140,2.0,1,2.0,0.0,0.03
1992,Calgary,825,0020.00,0140,24.0,2,12.0,0.0,0.3
1992,Calgary,825,0022.00,0140,1.0,1,1.0,0.0,0.01
1992,Calgary,825,0054.00,0140,2.0,1,2.0,0.0,0.03
1992,Calgary,825,0060.00,0140,4.0,1,4.0,0.0,0.05
1992,Calgary,825,0000.00,0140,394.0,852,0.46,0.0,4.99
1992,Calgary,825,0001.01,0140,6.0,2,3.0,0.0,0.08
1992,Calgary,825,0001.12,0140,3.0,3,1.0,0.0,0.04
1992,Calgary,825,0015.00,0140,3.0,1,3.0,0.0,0.04
1992,Calgary,825,0027.00,0140,11.0,3,3.67,0.0,0.14
1993,Calgary,825,0008.00,0140,2.0,1,2.0,0.0,0.02
1993,Calgary,825,0015.00,0140,5.0,3,1.67,0.0,0.06
1993,Calgary,825,0001.09,0140,1.0,1,1.0,0.0,0.01
1993,Calgary,825,0023.00,0140,4.0,1,4.0,0.0,0.05
1993,Calgary,825,0037.00,0140,7.0,1,7.0,0.0,0.09
1993,Calgary,825,0026.00,0140,5.0,1,5.0,0.0,0.06
1993,Calgary,825,0029.00,0140,1.0,2,0.5,0.0,0.01
1993,Calgary,825,0000.00,0140,538.0,957,0.56,0.0,6.69
1993,Calgary,825,0057.00,0140,2.0,1,2.0,0.0,0.02
1993,Calgary,825,0049.00,0140,3.0,3,1.0,0.0,0.04
1993,Calgary,825,0076.07,0140,10.0,8,1.25,0.0,0.12
1993,Calgary,825,0001.12,0140,3.0,3,1.0,0.0,0.04
1993,Calgary,825,0054.00,0140,2.0,1,2.0,0.0,0.02
1993,Calgary,825,0056.00,0140,4.0,2,2.0,0.0,0.05
1993,Calgary,825,0002.00,0140,1.0,1,1.0,0.0,0.01
1993,Calgary,825,0027.00,0140,5.0,2,2.5,0.0,0.06
1993,Calgary,825,0020.00,0140,1.0,1,1.0,0.0,0.01
1993,Calgary,825,0013.00,0140,6.0,4,1.5,0.0,0.07
1993,Calgary,825,0001.01,0140,6.0,2,3.0,0.0,0.07
1993,Calgary,825,0077.03,0140,10.0,6,1.67,0.0,0.12
1993,Calgary,825,0022.00,0140,10.0,5,2.0,0.0,0.12
1993,Calgary,825,0024.00,0140,2.0,1,2.0,0.0,0.02
1993,Calgary,825,0034.00,0140,6.0,6,1.0,0.0,0.07
1993,Calgary,825,0038.08,0140,7.0,3,2.33,0.0,0.09
1994,Calgary,825,0077.03,0140,8.0,6,1.33,0.0,0.1
1994,Calgary,825,0015.00,0140,9.0,7,1.29,0.0,0.11
1994,Calgary,825,0034.00,0140,4.0,4,1.0,0.0,0.05
1994,Calgary,825,0057.00,0140,1.0,1,1.0,0.0,0.01
1994,Calgary,825,0020.00,0140,1.0,1,1.0,0.0,0.01
1994,Calgary,825,0049.00,0140,2.0,2,1.0,0.0,0.02
1994,Calgary,825,0001.01,0140,3.0,1,3.0,0.0,0.04
1994,Calgary,825,0002.00,0140,1.0,1,1.0,0.0,0.01
1994,Calgary,825,0038.19,0140,5.0,2,2.5,0.0,0.06
1994,Calgary,825,0205.00,0140,2.0,2,1.0,0.0,0.02
1994,Calgary,825,0038.11,0140,2.0,2,1.0,0.0,0.02
1994,Calgary,825,0045.00,0140,3.0,1,3.0,0.0,0.04
1994,Calgary,825,0054.00,0140,1.0,1,1.0,0.0,0.01
1994,Calgary,825,0076.07,0140,9.0,6,1.5,0.0,0.11
1994,Calgary,825,0002.02,0140,7.0,2,3.5,0.0,0.09
1994,Calgary,825,0037.00,0140,3.0,1,3.0,0.0,0.04
1994,Calgary,825,0038.08,0140,4.0,2,2.0,0.0,0.05
1994,Calgary,825,0026.00,0140,1.0,1,1.0,0.0,0.01
1994,Calgary,825,0008.00,0140,1.0,1,1.0,0.0,0.01
1994,Calgary,825,0027.00,0140,6.0,2,3.0,0.0,0.07
1994,Calgary,825,0049.02,0140,1.0,1,1.0,0.0,0.01
1994,Calgary,825,0000.00,0140,577.0,914,0.63,0.0,7.03
1994,Calgary,825,0007.04,0140,8.0,1,8.0,0.0,0.1
1994,Calgary,825,0022.00,0140,10.0,6,1.67,0.0,0.12
1994,Calgary,825,0056.00,0140,2.0,1,2.0,0.0,0.02
1995,Calgary,825,0034.00,0140,4.0,4,1.0,0.0,0.05
1995,Calgary,825,0076.08,0140,3.0,2,1.5,0.0,0.04
1995,Calgary,825,0077.03,0140,3.0,3,1.0,0.0,0.04
1995,Calgary,825,0020.00,0140,2.0,2,1.0,0.0,0.02
1995,Calgary,825,0024.00,0140,1.0,1,1.0,0.0,0.01
1995,Calgary,825,0026.00,0140,1.0,1,1.0,0.0,0.01
1995,Calgary,825,0000.00,0140,667.0,1061,0.63,0.0,7.94
1995,Calgary,825,0054.00,0140,1.0,1,1.0,0.0,0.01
1995,Calgary,825,0038.11,0140,1.0,1,1.0,0.0,0.01
1995,Calgary,825,0049.00,0140,5.0,2,2.5,0.0,0.06
1995,Calgary,825,0073.00,0140,2.0,1,2.0,0.0,0.02
1995,Calgary,825,0076.07,0140,5.0,3,1.67,0.0,0.06
1995,Calgary,825,0077.05,0140,5.0,1,5.0,0.0,0.06
1995,Calgary,825,0007.02,0140,1.0,1,1.0,0.0,0.01
1995,Calgary,825,0056.00,0140,3.0,1,3.0,0.0,0.04
1995,Calgary,825,0205.00,0140,1.0,1,1.0,0.0,0.01
1995,Calgary,825,0038.08,0140,2.0,1,2.0,0.0,0.02
1995,Calgary,825,0052.02,0140,6.0,5,1.2,0.0,0.07
1995,Calgary,825,0057.00,0140,1.0,1,1.0,0.0,0.01
1995,Calgary,825,0022.00,0140,61.0,1,61.0,0.0,0.73
1995,Calgary,825,0043.00,0140,55.0,6,9.17,0.0,0.65
1995,Calgary,825,0046.00,0140,2.0,2,1.0,0.0,0.02
1995,Calgary,825,0052.01,0140,2.0,2,1.0,0.0,0.02
1995,Calgary,825,0033.02,0140,65.0,4,16.25,0.0,0.77
1995,Calgary,825,0058.00,0140,2.0,1,2.0,0.0,0.02
1995,Calgary,825,0001.01,0140,6.0,2,3.0,0.0,0.07
1995,Calgary,825,0027.00,0140,6.0,3,2.0,0.0,0.07
1995,Calgary,825,0062.00,0140,3.0,1,3.0,0.0,0.04
1995,Calgary,825,0039.00,0140,2.0,1,2.0,0.0,0.02
1995,Calgary,825,0002.02,0140,2.0,2,1.0,0.0,0.02
1995,Calgary,825,0038.19,0140,19.0,12,1.58,0.0,0.23
1995,Calgary,825,0007.04,0140,37.0,2,18.5,0.0,0.44
1996,Calgary,825,0022.00,0140,29.0,2,14.5,0.0,0.33
1996,Calgary,825,0033.02,0140,3.0,3,1.0,0.0,0.03
1996,Calgary,825,0001.01,0140,9.0,5,1.8,0.0,0.1
1996,Calgary,825,0027.00,0140,5.0,1,5.0,0.0,0.06
1996,Calgary,825,0043.00,0140,26.0,4,6.5,0.0,0.3
1996,Calgary,825,0044.00,0140,5.0,2,2.5,0.0,0.06
1996,Calgary,825,0058.00,0140,1.0,1,1.0,0.0,0.01
1996,Calgary,825,0076.08,0140,4.0,2,2.0,0.0,0.05
1996,Calgary,825,0007.02,0140,1.0,1,1.0,0.0,0.01
1996,Calgary,825,0002.02,0140,4.0,2,2.0,0.0,0.05
1996,Calgary,825,0000.00,0140,514.0,1000,0.51,0.0,5.93
1996,Calgary,825,0077.03,0140,10.0,3,3.33,0.0,0.12
1996,Calgary,825,0020.00,0140,5.0,3,1.67,0.0,0.06
1996,Calgary,825,0049.00,0140,6.0,3,2.0,0.0,0.07
1996,Calgary,825,0007.04,0140,8.0,1,8.0,0.0,0.09
1996,Calgary,825,0031.00,0140,11.0,1,11.0,0.0,0.13
1996,Calgary,825,0038.19,0140,3.0,4,0.75,0.0,0.03
1996,Calgary,825,0039.00,0140,1.0,1,1.0,0.0,0.01
1996,Calgary,825,0008.00,0140,3.0,1,3.0,0.0,0.03
1996,Calgary,825,0034.00,0140,19.0,3,6.33,0.0,0.22
1996,Calgary,825,0038.16,0140,5.0,3,1.67,0.0,0.06
1996,Calgary,825,0001.12,0140,2.0,2,1.0,0.0,0.02
1996,Calgary,825,0049.01,0140,17.0,2,8.5,0.0,0.2
1996,Calgary,825,0205.00,0140,1.0,1,1.0,0.0,0.01
1997,Calgary,825,0017.02,0140,6.0,1,6.0,0.0,0.07
1997,Calgary,825,0076.08,0140,4.0,3,1.33,0.0,0.04
1997,Calgary,825,0077.03,0140,7.0,7,1.0,0.0,0.08
1997,Calgary,825,0002.02,0140,3.0,2,1.5,0.0,0.03
1997,Calgary,825,0001.01,0140,2.0,1,2.0,0.0,0.02
1997,Calgary,825,0034.00,0140,1.0,1,1.0,0.0,0.01
1997,Calgary,825,0076.07,0140,1.0,1,1.0,0.0,0.01
1997,Calgary,825,0007.02,0140,3.0,1,3.0,0.0,0.03
1997,Calgary,825,0038.19,0140,1.0,1,1.0,0.0,0.01
1997,Calgary,825,0000.00,0140,511.0,1248,0.41,0.0,5.68
1997,Calgary,825,0077.02,0140,1.0,1,1.0,0.0,0.01
1997,Calgary,825,0014.00,0140,1.0,1,1.0,0.0,0.01
1997,Calgary,825,0035.00,0140,3.0,2,1.5,0.0,0.03
1997,Calgary,825,0001.12,0140,2.0,1,2.0,0.0,0.02
1997,Calgary,825,0043.00,0140,2.0,1,2.0,0.0,0.02
1997,Calgary,825,0054.00,0140,1.0,1,1.0,0.0,0.01
1997,Calgary,825,0025.00,0140,2.0,1,2.0,0.0,0.02
1998,Calgary,825,0017.02,0140,3.0,1,3.0,3.0,0.03
1998,Calgary,825,0052.04,0140,1.0,1,1.0,0.0,0.01
1998,Calgary,825,0002.02,0140,1.0,1,1.0,0.0,0.01
1998,Calgary,825,0076.08,0140,2.0,1,2.0,0.0,0.02
1998,Calgary,825,0206.00,0140,2.0,2,1.0,0.0,0.02
1998,Calgary,825,0049.02,0140,4.0,2,2.0,0.0,0.04
1998,Calgary,825,0077.03,0140,9.0,7,1.29,0.0,0.1
1998,Calgary,825,0076.04,0140,2.0,1,2.0,0.0,0.02
1998,Calgary,825,0043.00,0140,1.0,1,1.0,0.0,0.01
1998,Calgary,825,0000.00,0140,795.0,1607,0.49,0.0,8.59
1998,Calgary,825,0038.11,0140,1.0,1,1.0,0.0,0.01
1998,Calgary,825,0039.00,0140,2.0,1,2.0,0.0,0.02
1998,Calgary,825,0001.06,0140,1.0,1,1.0,0.0,0.01
1998,Calgary,825,0021.00,0140,1.0,1,1.0,0.0,0.01
1998,Calgary,825,0001.02,0140,10.0,1,10.0,3.0,0.11
1998,Calgary,825,0049.00,0140,6.0,4,1.5,0.0,0.06
1998,Calgary,825,0076.07,0140,15.0,6,2.5,2.0,0.16
1998,Calgary,825,0001.12,0140,1.0,1,1.0,0.0,0.01
1998,Calgary,825,0041.00,0140,7.0,1,7.0,4.0,0.08
1998,Calgary,825,0062.00,0140,1.0,1,1.0,0.0,0.01
1999,Calgary,825,0001.08,0140,19.0,4,4.75,1.0,0.2
1999,Calgary,825,0026.00,0140,31.0,1,31.0,4.0,0.33
1999,Calgary,825,0074.00,0140,2.0,1,2.0,0.0,0.02
1999,Calgary,825,0076.00,0140,1.0,1,1.0,0.0,0.01
1999,Calgary,825,0030.00,0140,8.0,1,8.0,4.0,0.08
1999,Calgary,825,0046.00,0140,5.0,1,5.0,3.0,0.05
1999,Calgary,825,0205.00,0140,5.0,3,1.67,0.0,0.05
1999,Calgary,825,0043.00,0140,8.0,1,8.0,18.0,0.08
1999,Calgary,825,0046.01,0140,1.0,1,1.0,0.0,0.01
1999,Calgary,825,0076.08,0140,9.0,2,4.5,0.0,0.09
1999,Calgary,825,0001.02,0140,3.0,1,3.0,3.0,0.03
1999,Calgary,825,0041.00,0140,9.0,3,3.0,2.0,0.09
1999,Calgary,825,0038.15,0140,3.0,1,3.0,0.0,0.03
1999,Calgary,825,0049.00,0140,1.0,1,1.0,2.0,0.01
1999,Calgary,825,0057.00,0140,2.0,1,2.0,0.0,0.02
1999,Calgary,825,0076.07,0140,5.0,1,5.0,0.0,0.05
1999,Calgary,825,0017.02,0140,14.0,3,4.67,2.0,0.15
1999,Calgary,825,0029.00,0140,4.0,1,4.0,2.0,0.04
1999,Calgary,825,0077.03,0140,24.0,11,2.18,0.0,0.25
1999,Calgary,825,0206.00,0140,17.0,4,4.25,1.0,0.18
1999,Calgary,825,0062.00,0140,2.0,1,2.0,0.0,0.02
1999,Calgary,825,0000.00,0140,941.0,1501,0.63,0.0,9.91
1999,Calgary,825,0001.11,0140,2.0,1,2.0,4.0,0.02
1999,Calgary,825,0034.00,0140,2.0,1,2.0,0.0,0.02
1999,Calgary,825,0052.03,0140,3.0,1,3.0,0.0,0.03
1999,Calgary,825,0076.05,0140,10.0,2,5.0,2.0,0.11
1999,Calgary,825,0022.00,0140,11.0,1,11.0,4.0,0.12
1999,Calgary,825,0056.00,0140,8.0,1,8.0,0.0,0.08
2000,Calgary,825,0001.08,0140,1.0,1,1.0,0.0,0.01
2000,Calgary,825,0024.00,0140,4.0,1,4.0,3.0,0.04
2000,Calgary,825,0022.00,0140,39.0,4,9.75,1.0,0.4
2000,Calgary,825,0030.00,0140,8.0,1,8.0,5.0,0.08
2000,Calgary,825,0050.02,0140,3.0,1,3.0,0.0,0.03
2000,Calgary,825,0062.00,0140,3.0,2,1.5,2.0,0.03
2000,Calgary,825,0043.00,0140,4.0,2,2.0,17.0,0.04
2000,Calgary,825,0076.08,0140,1.0,1,1.0,0.0,0.01
2000,Calgary,825,0027.00,0140,12.0,2,6.0,8.0,0.12
2000,Calgary,825,0034.00,0140,4.0,2,2.0,0.0,0.04
2000,Calgary,825,0059.00,0140,3.0,1,3.0,0.0,0.03
2000,Calgary,825,0002.03,0140,5.0,2,2.5,4.0,0.05
2000,Calgary,825,0010.00,0140,2.0,1,2.0,3.0,0.02
2000,Calgary,825,0031.00,0140,40.0,3,13.33,4.0,0.41
2000,Calgary,825,0046.02,0140,4.0,1,4.0,4.0,0.04
2000,Calgary,825,0052.05,0140,18.0,3,6.0,1.0,0.18
2000,Calgary,825,0076.05,0140,26.0,3,8.67,2.0,0.27
2000,Calgary,825,0206.00,0140,3.0,3,1.0,0.0,0.03
2000,Calgary,825,0029.00,0140,17.0,1,17.0,4.0,0.17
2000,Calgary,825,0001.14,0140,4.0,1,4.0,4.0,0.04
2000,Calgary,825,0021.00,0140,9.0,5,1.8,0.0,0.09
2000,Calgary,825,0035.01,0140,27.0,7,3.86,2.0,0.28
2000,Calgary,825,0049.03,0140,10.0,6,1.67,1.0,0.1
2000,Calgary,825,0000.00,0140,972.0,1481,0.66,0.0,9.97
2000,Calgary,825,0001.16,0140,2.0,1,2.0,4.0,0.02
2000,Calgary,825,0013.00,0140,5.0,1,5.0,4.0,0.05
2000,Calgary,825,0017.02,0140,4.0,1,4.0,3.0,0.04
2000,Calgary,825,0049.02,0140,2.0,1,2.0,4.0,0.02
2000,Calgary,825,0075.02,0140,2.0,1,2.0,0.0,0.02
2000,Calgary,825,0076.04,0140,1.0,1,1.0,0.0,0.01
2000,Calgary,825,0076.07,0140,14.0,1,14.0,4.0,0.14
2000,Calgary,825,0056.00,0140,5.0,2,2.5,4.0,0.05
2000,Calgary,825,0060.00,0140,12.0,4,3.0,0.0,0.12
2000,Calgary,825,0076.02,0140,13.0,2,6.5,3.0,0.13
2000,Calgary,825,0001.02,0140,5.0,1,5.0,4.0,0.05
2000,Calgary,825,0077.09,0140,22.0,1,22.0,3.0,0.23
2000,Calgary,825,0001.15,0140,8.0,1,8.0,3.0,0.08
2000,Calgary,825,0074.00,0140,1.0,1,1.0,0.0,0.01
2000,Calgary,825,0077.03,0140,4.0,3,1.33,0.0,0.04
2001,Calgary,825,0001.16,0140,11.0,2,5.5,4.0,0.11
2001,Calgary,825,0045.00,0140,5.0,1,5.0,4.0,0.05
2001,Calgary,825,0017.02,0140,3.0,2,1.5,0.0,0.03
2001,Calgary,825,0035.01,0140,6.0,3,2.0,3.0,0.06
2001,Calgary,825,0038.09,0140,2.0,1,2.0,0.0,0.02
2001,Calgary,825,0050.01,0140,8.0,2,4.0,2.0,0.08
2001,Calgary,825,0056.00,0140,3.0,1,3.0,2.0,0.03
2001,Calgary,825,0052.05,0140,23.0,6,3.83,2.0,0.23
2001,Calgary,825,0077.09,0140,10.0,3,3.33,2.0,0.1
2001,Calgary,825,0206.00,0140,1.0,1,1.0,0.0,0.01
2001,Calgary,825,0001.02,0140,6.0,2,3.0,4.0,0.06
2001,Calgary,825,0001.15,0140,19.0,2,9.5,3.0,0.19
2001,Calgary,825,0030.00,0140,11.0,2,5.5,4.0,0.11
2001,Calgary,825,0022.00,0140,14.0,2,7.0,4.0,0.14
2001,Calgary,825,0040.00,0140,26.0,1,26.0,3.0,0.26
2001,Calgary,825,0049.03,0140,4.0,2,2.0,0.0,0.04
2001,Calgary,825,0076.07,0140,8.0,3,2.67,0.0,0.08
2001,Calgary,825,0000.00,0140,811.0,1496,0.54,0.0,8.07
2001,Calgary,825,0046.01,0140,5.0,1,5.0,25.0,0.05
2001,Calgary,825,0034.00,0140,11.0,4,2.75,1.0,0.11
2001,Calgary,825,0050.02,0140,12.0,7,1.71,0.0,0.12
2001,Calgary,825,0059.00,0140,7.0,2,3.5,3.0,0.07
2001,Calgary,825,0077.08,0140,4.0,3,1.33,0.0,0.04
2001,Calgary,825,0027.00,0140,12.0,2,6.0,8.0,0.12
2001,Calgary,825,0031.00,0140,24.0,2,12.0,5.0,0.24
2001,Calgary,825,0001.08,0140,1.0,1,1.0,0.0,0.01
2001,Calgary,825,0001.12,0140,52.0,7,7.43,2.0,0.52
2001,Calgary,825,0029.00,0140,3.0,1,3.0,4.0,0.03
2001,Calgary,825,0038.07,0140,18.0,1,18.0,4.0,0.18
2001,Calgary,825,0205.00,0140,3.0,2,1.5,0.0,0.03
2002,Calgary,825,0030.00,0140,4.0,1,4.0,3.0,0.04
2002,Calgary,825,0059.00,0140,30.0,2,15.0,4.0,0.29
2002,Calgary,825,0024.00,0140,6.0,1,6.0,0.0,0.06
2002,Calgary,825,0026.00,0140,11.0,1,11.0,0.0,0.11
2002,Calgary,825,0031.00,0140,6.0,1,6.0,4.0,0.06
2002,Calgary,825,0043.00,0140,2.0,1,2.0,13.0,0.02
2002,Calgary,825,0077.09,0140,12.0,5,2.4,0.0,0.12
2002,Calgary,825,0204.00,0140,4.0,2,2.0,0.0,0.04
2002,Calgary,825,0002.01,0140,4.0,3,1.33,0.0,0.04
2002,Calgary,825,0034.00,0140,2.0,2,1.0,0.0,0.02
2002,Calgary,825,0050.01,0140,1.0,1,1.0,3.0,0.01
2002,Calgary,825,0040.00,0140,20.0,1,20.0,3.0,0.19
2002,Calgary,825,0206.00,0140,43.0,3,14.33,0.0,0.42
2002,Calgary,825,0020.00,0140,1.0,1,1.0,0.0,0.01
2002,Calgary,825,0048.00,0140,11.0,2,5.5,4.0,0.11
2002,Calgary,825,0201.00,0140,1.0,1,1.0,0.0,0.01
2002,Calgary,825,0057.00,0140,4.0,1,4.0,10.0,0.04
2002,Calgary,825,0077.08,0140,1.0,1,1.0,0.0,0.01
2002,Calgary,825,0000.00,0140,670.0,1373,0.49,0.0,6.52
2002,Calgary,825,0001.08,0140,1.0,1,1.0,0.0,0.01
2002,Calgary,825,0038.12,0140,5.0,1,5.0,3.0,0.05
2002,Calgary,825,0046.01,0140,13.0,3,4.33,19.0,0.13
2002,Calgary,825,0050.02,0140,12.0,8,1.5,0.0,0.12
2002,Calgary,825,0205.00,0140,2.0,1,2.0,0.0,0.02
2003,Calgary,825,0024.00,0140,2.0,1,2.0,0.0,0.02
2003,Calgary,825,0077.12,0140,4.0,1,4.0,0.0,0.04
2003,Calgary,825,0000.00,0140,839.0,1612,0.52,0.0,7.99
2003,Calgary,825,0077.15,0140,1.0,1,1.0,0.0,0.01
2003,Calgary,825,0017.06,0140,15.0,2,7.5,3.0,0.14
2003,Calgary,825,0030.00,0140,3.0,2,1.5,0.0,0.03
2003,Calgary,825,0034.00,0140,17.0,1,17.0,0.0,0.16
2003,Calgary,825,0052.08,0140,4.0,1,4.0,0.0,0.04
2003,Calgary,825,0001.29,0140,1.0,1,1.0,0.0,0.01
2003,Calgary,825,0021.00,0140,3.0,1,3.0,0.0,0.03
2003,Calgary,825,0077.10,0140,13.0,6,2.17,0.0,0.12
2003,Calgary,825,0050.02,0140,55.0,11,5.0,0.0,0.52
2003,Calgary,825,0058.00,0140,2.0,1,2.0,0.0,0.02
2003,Calgary,825,0062.00,0140,9.0,2,4.5,2.0,0.09
2003,Calgary,825,0205.00,0140,8.0,3,2.67,0.0,0.08
2003,Calgary,825,0076.10,0140,16.0,2,8.0,2.0,0.15
2003,Calgary,825,0014.00,0140,2.0,1,2.0,0.0,0.02
2003,Calgary,825,0046.02,0140,10.0,2,5.0,2.0,0.1
2003,Calgary,825,0206.01,0140,31.0,8,3.88,0.0,0.3
2003,Calgary,825,0022.00,0140,14.0,3,4.67,1.0,0.13
2003,Calgary,825,0031.00,0140,7.0,2,3.5,6.0,0.07
2003,Calgary,825,0056.00,0140,3.0,2,1.5,0.0,0.03
2003,Calgary,825,0206.03,0140,7.0,3,2.33,0.0,0.07
2003,Calgary,825,0001.06,0140,3.0,1,3.0,0.0,0.03
2003,Calgary,825,0048.00,0140,5.0,2,2.5,4.0,0.05
2003,Calgary,825,0049.03,0140,8.0,1,8.0,2.0,0.08
2003,Calgary,825,0002.04,0140,13.0,2,6.5,2.0,0.12
2003,Calgary,825,0038.26,0140,13.0,4,3.25,0.0,0.12
2003,Calgary,825,0040.00,0140,8.0,1,8.0,3.0,0.08
2003,Calgary,825,0038.12,0140,3.0,1,3.0,3.0,0.03
2003,Calgary,825,0042.00,0140,3.0,1,3.0,5.0,0.03
2003,Calgary,825,0059.00,0140,23.0,2,11.5,4.0,0.22
2003,Calgary,825,0202.00,0140,3.0,2,1.5,0.0,0.03
2003,Calgary,825,0204.00,0140,1.0,1,1.0,0.0,0.01
2004,Calgary,825,0052.08,0140,3.0,1,3.0,0.0,0.03
2004,Calgary,825,0205.00,0140,22.0,2,11.0,0.0,0.2
2004,Calgary,825,0000.00,0140,896.0,1616,0.55,0.0,8.27
2004,Calgary,825,0046.02,0140,1.0,1,1.0,0.0,0.01
2004,Calgary,825,0001.27,0140,4.0,1,4.0,0.0,0.04
2004,Calgary,825,0007.04,0140,24.0,1,24.0,0.0,0.22
2004,Calgary,825,0038.20,0140,4.0,3,1.33,0.0,0.04
2004,Calgary,825,0058.00,0140,3.0,1,3.0,0.0,0.03
2004,Calgary,825,0001.24,0140,27.0,7,3.86,0.0,0.25
2004,Calgary,825,0017.06,0140,2.0,1,2.0,3.0,0.02
2004,Calgary,825,0054.00,0140,1.0,1,1.0,0.0,0.01
2004,Calgary,825,0057.00,0140,3.0,1,3.0,0.0,0.03
2004,Calgary,825,0202.00,0140,2.0,1,2.0,0.0,0.02
2004,Calgary,825,0022.00,0140,5.0,3,1.67,1.0,0.05
2004,Calgary,825,0038.26,0140,17.0,9,1.89,0.0,0.16
2004,Calgary,825,0206.01,0140,17.0,6,2.83,0.0,0.16
2004,Calgary,825,0206.03,0140,9.0,5,1.8,0.0,0.08
2004,Calgary,825,0024.00,0140,15.0,3,5.0,0.0,0.14
2004,Calgary,825,0025.00,0140,1.0,1,1.0,0.0,0.01
