reference_period,metcode,metro,FSA,inventory,num_structures,unitsperstructure,avgstorycnt
2006,1060,Montreal,H7M,14.0,13,1.08,0.46
2006,1060,Montreal,H9K,71.0,15,4.73,0.53
2006,1060,Montreal,J0L,10.0,29,0.34,0.21
2006,1060,Montreal,J3Y,33.0,19,1.74,1.11
2006,1060,Montreal,J4X,5.0,3,1.67,1.33
2006,1060,Montreal,J4Y,0.0,1,0.0,0.0
2006,1060,Montreal,J6K,3.0,3,1.0,2.0
2006,1060,Montreal,nan,2172.0,946,2.3,0.75
2006,1060,Montreal,H1C,14.0,10,1.4,0.0
2006,1060,Montreal,H2B,5.0,3,1.67,0.67
2006,1060,Montreal,H2K,31.0,4,7.75,3.0
2006,1060,Montreal,H2V,54.0,4,13.5,2.0
2006,1060,Montreal,H3S,24.0,1,24.0,0.0
2006,1060,Montreal,H7H,2.0,2,1.0,0.0
2006,1060,Montreal,H7V,63.0,6,10.5,4.5
2006,1060,Montreal,H9E,1.0,3,0.33,0.0
2006,1060,Montreal,H9J,18.0,8,2.25,0.75
2006,1060,Montreal,J5Y,20.0,36,0.56,0.22
2006,1060,Montreal,J6N,0.0,3,0.0,0.0
2006,1060,Montreal,J6X,8.0,9,0.89,0.22
2006,1060,Montreal,J6Z,2.0,3,0.67,0.0
2006,1060,Montreal,J7K,6.0,17,0.35,0.0
2006,1060,Montreal,H1Z,2.0,2,1.0,0.0
2006,1060,Montreal,H3B,8.0,1,8.0,9.0
2006,1060,Montreal,H4W,0.0,1,0.0,0.0
2006,1060,Montreal,H7L,15.0,22,0.68,0.18
2006,1060,Montreal,H7N,22.0,1,22.0,5.0
2006,1060,Montreal,H7P,12.0,12,1.0,0.17
2006,1060,Montreal,H7T,22.0,12,1.83,1.5
2006,1060,Montreal,H8T,1.0,1,1.0,3.0
2006,1060,Montreal,H9B,5.0,4,1.25,1.25
2006,1060,Montreal,H9R,78.0,5,15.6,3.2
2006,1060,Montreal,H9W,9.0,12,0.75,0.17
2006,1060,Montreal,J4M,12.0,5,2.4,2.4
2006,1060,Montreal,J4V,10.0,2,5.0,3.0
2006,1060,Montreal,J5R,14.0,25,0.56,0.12
2006,1060,Montreal,J5W,36.0,40,0.9,0.33
2006,1060,Montreal,J6W,8.0,3,2.67,2.0
2006,1060,Montreal,J7Y,25.0,19,1.32,1.16
2006,1060,Montreal,J7Z,6.0,6,1.0,0.83
2006,1060,Montreal,H1E,7.0,5,1.4,0.0
2006,1060,Montreal,H1L,28.0,6,4.67,0.83
2006,1060,Montreal,H4K,2.0,2,1.0,0.0
2006,1060,Montreal,H4L,42.0,2,21.0,8.0
2006,1060,Montreal,H4V,9.0,4,2.25,1.5
2006,1060,Montreal,H9A,35.0,10,3.5,0.0
2006,1060,Montreal,H9X,4.0,6,0.67,0.0
2006,1060,Montreal,J4B,0.0,1,0.0,0.0
2006,1060,Montreal,J4K,0.0,1,0.0,0.0
2006,1060,Montreal,J4N,64.0,11,5.82,0.91
2006,1060,Montreal,J5L,22.0,32,0.69,0.19
2006,1060,Montreal,J6J,3.0,6,0.5,0.0
2006,1060,Montreal,J7L,1.0,5,0.2,0.0
2006,1060,Montreal,J7R,1.0,1,1.0,0.0
2006,1060,Montreal,J7T,1.0,1,1.0,0.0
2006,1060,Montreal,H1H,2.0,2,1.0,0.0
2006,1060,Montreal,H1P,2.0,2,1.0,0.0
2006,1060,Montreal,H1V,16.0,4,4.0,2.25
2006,1060,Montreal,H2L,29.0,6,4.83,1.5
2006,1060,Montreal,H2P,2.0,1,2.0,0.0
2006,1060,Montreal,H3E,4.0,3,1.33,1.0
2006,1060,Montreal,H3P,5.0,3,1.67,2.0
2006,1060,Montreal,H4N,12.0,7,1.71,0.86
2006,1060,Montreal,H4R,1.0,1,1.0,0.0
2006,1060,Montreal,H7E,22.0,15,1.47,0.6
2006,1060,Montreal,H8P,4.0,3,1.33,1.67
2006,1060,Montreal,H8S,3.0,2,1.5,1.5
2006,1060,Montreal,H9H,11.0,3,3.67,2.0
2006,1060,Montreal,J4H,11.0,1,11.0,6.0
2006,1060,Montreal,J4J,2.0,1,2.0,0.0
2006,1060,Montreal,J5Z,104.0,46,2.26,0.91
2007,1060,Montreal,H1W,8.0,2,4.0,3.0
2007,1060,Montreal,H2G,4.0,1,4.0,0.0
2007,1060,Montreal,H2V,16.0,5,3.2,2.8
2007,1060,Montreal,H3C,5.0,1,5.0,0.0
2007,1060,Montreal,H4E,9.0,2,4.5,2.5
2007,1060,Montreal,H7E,16.0,18,0.89,0.67
2007,1060,Montreal,H9G,23.0,3,7.67,3.67
2007,1060,Montreal,J0L,16.0,33,0.48,0.39
2007,1060,Montreal,J4N,4.0,3,1.33,1.33
2007,1060,Montreal,J6N,5.0,3,1.67,0.67
2007,1060,Montreal,J6R,0.0,3,0.0,0.0
2007,1060,Montreal,H1E,18.0,14,1.29,0.36
2007,1060,Montreal,H2A,11.0,5,2.2,0.0
2007,1060,Montreal,H2C,2.0,2,1.0,0.0
2007,1060,Montreal,H2R,2.0,2,1.0,0.0
2007,1060,Montreal,H7A,19.0,28,0.68,0.14
2007,1060,Montreal,H9C,5.0,5,1.0,0.4
2007,1060,Montreal,H9K,42.0,12,3.5,0.67
2007,1060,Montreal,J3H,40.0,42,0.95,0.76
2007,1060,Montreal,J4W,23.0,2,11.5,6.0
2007,1060,Montreal,J4X,5.0,3,1.67,1.33
2007,1060,Montreal,J5Y,44.0,30,1.47,0.6
2007,1060,Montreal,J6W,13.0,4,3.25,2.25
2007,1060,Montreal,J6Y,6.0,8,0.75,0.38
2007,1060,Montreal,J7C,8.0,18,0.44,0.11
2007,1060,Montreal,J7K,14.0,16,0.88,0.0
2007,1060,Montreal,H1C,3.0,6,0.5,0.0
2007,1060,Montreal,H1R,10.0,5,2.0,1.6
2007,1060,Montreal,H2J,38.0,2,19.0,4.0
2007,1060,Montreal,H3M,6.0,1,6.0,0.0
2007,1060,Montreal,H4J,1.0,1,1.0,0.0
2007,1060,Montreal,H7B,0.0,3,0.0,0.0
2007,1060,Montreal,H7M,11.0,4,2.75,1.0
2007,1060,Montreal,H7X,15.0,19,0.79,0.32
2007,1060,Montreal,J0N,45.0,70,0.64,0.23
2007,1060,Montreal,J3Y,29.0,25,1.16,0.84
2007,1060,Montreal,J4H,8.0,1,8.0,6.0
2007,1060,Montreal,J5T,11.0,17,0.65,0.35
2007,1060,Montreal,J5Z,62.0,42,1.48,1.24
2007,1060,Montreal,H1A,19.0,5,3.8,1.8
2007,1060,Montreal,H1H,13.0,5,2.6,1.8
2007,1060,Montreal,H1X,9.0,4,2.25,2.5
2007,1060,Montreal,H2M,14.0,2,7.0,5.5
2007,1060,Montreal,H7C,0.0,1,0.0,0.0
2007,1060,Montreal,H7K,1.0,3,0.33,0.0
2007,1060,Montreal,H8P,7.0,4,1.75,3.0
2007,1060,Montreal,H9H,8.0,4,2.0,0.75
2007,1060,Montreal,J3V,7.0,3,2.33,1.67
2007,1060,Montreal,J3X,0.0,1,0.0,0.0
2007,1060,Montreal,J4V,8.0,3,2.67,3.0
2007,1060,Montreal,J6J,2.0,16,0.13,0.0
2007,1060,Montreal,J7G,2.0,3,0.67,0.0
2007,1060,Montreal,H1L,23.0,5,4.6,0.4
2007,1060,Montreal,H1V,13.0,3,4.33,3.0
2007,1060,Montreal,H4M,1.0,1,1.0,4.0
2007,1060,Montreal,H7H,1.0,2,0.5,0.0
2007,1060,Montreal,H7L,15.0,23,0.65,0.0
2007,1060,Montreal,H8T,17.0,5,3.4,1.0
2007,1060,Montreal,H9J,5.0,2,2.5,0.0
2007,1060,Montreal,H9R,6.0,4,1.5,1.5
2007,1060,Montreal,J0P,4.0,5,0.8,0.0
2007,1060,Montreal,J3G,21.0,27,0.78,0.26
2007,1060,Montreal,J4M,10.0,14,0.71,0.71
2007,1060,Montreal,J5R,10.0,34,0.29,0.21
2007,1060,Montreal,J5W,36.0,43,0.84,0.23
2007,1060,Montreal,J7E,38.0,7,5.43,4.0
2007,1060,Montreal,J7L,0.0,1,0.0,0.0
2007,1060,Montreal,J7P,5.0,2,2.5,1.0
2007,1060,Montreal,H1S,8.0,3,2.67,4.67
2007,1060,Montreal,H1Y,3.0,2,1.5,1.0
2007,1060,Montreal,H2S,13.0,4,3.25,2.5
2007,1060,Montreal,H2W,3.0,1,3.0,3.0
2007,1060,Montreal,H3H,3.0,1,3.0,20.0
2007,1060,Montreal,H4N,27.0,5,5.4,2.4
2007,1060,Montreal,H7N,5.0,2,2.5,2.5
2007,1060,Montreal,H7T,14.0,11,1.27,1.18
2007,1060,Montreal,H8R,2.0,2,1.0,0.0
2007,1060,Montreal,H8Z,6.0,5,1.2,0.0
2007,1060,Montreal,H9S,16.0,6,2.67,0.67
2007,1060,Montreal,J3N,3.0,6,0.5,0.0
2007,1060,Montreal,J7J,19.0,19,1.0,0.0
2007,1060,Montreal,H1G,48.0,2,24.0,1.5
2007,1060,Montreal,H2Y,394.0,3,131.33,7.0
2007,1060,Montreal,H3G,19.0,1,19.0,22.0
2007,1060,Montreal,H4H,1.0,1,1.0,0.0
2007,1060,Montreal,H4V,2.0,2,1.0,0.0
2007,1060,Montreal,H7P,11.0,23,0.48,0.0
2007,1060,Montreal,H7R,4.0,4,1.0,1.5
2007,1060,Montreal,H8Y,1.0,1,1.0,0.0
2007,1060,Montreal,H9E,1.0,1,1.0,0.0
2007,1060,Montreal,J3L,28.0,41,0.68,0.66
2007,1060,Montreal,J4J,1.0,3,0.33,0.67
2007,1060,Montreal,J5B,2.0,4,0.5,0.0
2007,1060,Montreal,J7R,12.0,17,0.71,0.12
2007,1060,Montreal,J7Z,13.0,3,4.33,2.0
2007,1060,Montreal,nan,799.0,688,1.16,0.56
2007,1060,Montreal,H1B,5.0,2,2.5,3.0
2007,1060,Montreal,H1N,33.0,11,3.0,1.73
2007,1060,Montreal,H2B,2.0,1,2.0,3.0
2007,1060,Montreal,H2K,10.0,3,3.33,1.0
2007,1060,Montreal,H2L,4.0,2,2.0,2.0
2007,1060,Montreal,H2N,1.0,1,1.0,2.0
2007,1060,Montreal,H2T,10.0,2,5.0,0.0
2007,1060,Montreal,H2X,49.0,6,8.17,2.33
2007,1060,Montreal,H3B,126.0,3,42.0,18.33
2007,1060,Montreal,H3K,11.0,3,3.67,1.67
2007,1060,Montreal,H3S,2.0,1,2.0,0.0
2007,1060,Montreal,H4C,50.0,1,50.0,0.0
2007,1060,Montreal,H4G,15.0,6,2.5,1.5
2007,1060,Montreal,H7V,27.0,5,5.4,3.2
2007,1060,Montreal,H7W,2.0,1,2.0,3.0
2007,1060,Montreal,H9B,8.0,5,1.6,1.2
2007,1060,Montreal,H9W,5.0,8,0.63,0.0
2007,1060,Montreal,H9X,3.0,5,0.6,0.0
2007,1060,Montreal,J4B,5.0,5,1.0,1.6
2007,1060,Montreal,J4L,0.0,1,0.0,0.0
2007,1060,Montreal,J5L,25.0,42,0.6,0.0
2007,1060,Montreal,J6X,17.0,23,0.74,0.09
2007,1060,Montreal,J7A,2.0,3,0.67,0.0
2007,1060,Montreal,J7M,31.0,35,0.89,0.4
2007,1060,Montreal,J7V,53.0,74,0.72,0.26
2007,1060,Montreal,J7Y,47.0,18,2.61,0.94
2008,1060,Montreal,H1A,15.0,4,3.75,0.75
2008,1060,Montreal,H1G,19.0,1,19.0,0.0
2008,1060,Montreal,H3B,28.0,1,28.0,26.0
2008,1060,Montreal,H7L,33.0,45,0.73,0.18
2008,1060,Montreal,H7M,2.0,2,1.0,2.0
2008,1060,Montreal,H7N,6.0,3,2.0,2.33
2008,1060,Montreal,J0N,56.0,58,0.97,0.36
2008,1060,Montreal,J3N,5.0,11,0.45,0.0
2008,1060,Montreal,J3Y,10.0,25,0.4,0.52
2008,1060,Montreal,J4T,8.0,3,2.67,2.0
2008,1060,Montreal,J5Y,35.0,37,0.95,0.08
2008,1060,Montreal,J6K,0.0,1,0.0,0.0
2008,1060,Montreal,J7H,2.0,3,0.67,0.67
2008,1060,Montreal,H1H,8.0,3,2.67,2.67
2008,1060,Montreal,H2K,7.0,5,1.4,2.4
2008,1060,Montreal,H2L,3.0,1,3.0,0.0
2008,1060,Montreal,H2M,52.0,1,52.0,0.0
2008,1060,Montreal,H3S,3.0,1,3.0,5.0
2008,1060,Montreal,H4E,3.0,2,1.5,2.0
2008,1060,Montreal,H4G,1.0,1,1.0,0.0
2008,1060,Montreal,H4N,1.0,2,0.5,0.0
2008,1060,Montreal,H4V,4.0,2,2.0,0.0
2008,1060,Montreal,H7E,19.0,13,1.46,0.38
2008,1060,Montreal,H8T,3.0,1,3.0,0.0
2008,1060,Montreal,H9K,55.0,23,2.39,0.57
2008,1060,Montreal,H9S,2.0,1,2.0,4.0
2008,1060,Montreal,J3G,48.0,40,1.2,0.68
2008,1060,Montreal,J4K,2.0,2,1.0,1.0
2008,1060,Montreal,J5C,2.0,5,0.4,0.0
2008,1060,Montreal,J5T,2.0,4,0.5,0.0
2008,1060,Montreal,J6X,19.0,28,0.68,0.0
2008,1060,Montreal,J7K,4.0,5,0.8,0.2
2008,1060,Montreal,J7P,6.0,2,3.0,1.0
2008,1060,Montreal,J7T,0.0,2,0.0,0.0
2008,1060,Montreal,J7V,101.0,58,1.74,0.66
2008,1060,Montreal,H1L,7.0,2,3.5,2.5
2008,1060,Montreal,H2X,17.0,5,3.4,2.2
2008,1060,Montreal,H3Y,1.0,1,1.0,0.0
2008,1060,Montreal,H7A,23.0,24,0.96,0.46
2008,1060,Montreal,H7B,0.0,1,0.0,0.0
2008,1060,Montreal,H9G,13.0,1,13.0,0.0
2008,1060,Montreal,H9H,36.0,13,2.77,0.31
2008,1060,Montreal,J6J,5.0,13,0.38,0.15
2008,1060,Montreal,J6W,4.0,2,2.0,3.0
2008,1060,Montreal,J7Y,54.0,32,1.69,1.06
2008,1060,Montreal,H1E,28.0,19,1.47,0.47
2008,1060,Montreal,H2C,4.0,1,4.0,3.0
2008,1060,Montreal,H2N,1.0,1,1.0,2.0
2008,1060,Montreal,H3R,1.0,1,1.0,0.0
2008,1060,Montreal,H3X,2.0,1,2.0,2.0
2008,1060,Montreal,H4R,4.0,2,2.0,1.5
2008,1060,Montreal,H8Y,2.0,2,1.0,0.0
2008,1060,Montreal,H9B,14.0,3,4.67,0.0
2008,1060,Montreal,J4V,7.0,4,1.75,2.0
2008,1060,Montreal,J7J,9.0,14,0.64,0.07
2008,1060,Montreal,H1W,1.0,1,1.0,3.0
2008,1060,Montreal,H2G,0.0,1,0.0,0.0
2008,1060,Montreal,H2J,21.0,2,10.5,4.0
2008,1060,Montreal,H3W,0.0,1,0.0,0.0
2008,1060,Montreal,H7V,12.0,3,4.0,3.67
2008,1060,Montreal,H7W,5.0,2,2.5,2.5
2008,1060,Montreal,H7X,23.0,23,1.0,0.26
2008,1060,Montreal,J0P,4.0,4,1.0,0.0
2008,1060,Montreal,J3H,32.0,27,1.19,1.0
2008,1060,Montreal,J3L,22.0,37,0.59,0.08
2008,1060,Montreal,J3V,20.0,3,6.67,1.67
2008,1060,Montreal,J4L,2.0,1,2.0,0.0
2008,1060,Montreal,J4W,5.0,2,2.5,2.0
2008,1060,Montreal,J6N,4.0,6,0.67,0.5
2008,1060,Montreal,J6R,11.0,28,0.39,0.0
2008,1060,Montreal,J6Y,14.0,9,1.56,1.11
2008,1060,Montreal,J7C,47.0,36,1.31,0.97
2008,1060,Montreal,J7Z,5.0,7,0.71,0.71
2008,1060,Montreal,nan,719.0,650,1.11,0.48
2008,1060,Montreal,H1B,6.0,1,6.0,3.0
2008,1060,Montreal,H1S,7.0,1,7.0,7.0
2008,1060,Montreal,H2S,33.0,5,6.6,2.8
2008,1060,Montreal,H2V,2.0,1,2.0,3.0
2008,1060,Montreal,H3P,23.0,1,23.0,0.0
2008,1060,Montreal,H4A,13.0,4,3.25,0.75
2008,1060,Montreal,H4B,18.0,3,6.0,3.0
2008,1060,Montreal,H4H,0.0,1,0.0,0.0
2008,1060,Montreal,H4W,2.0,1,2.0,3.0
2008,1060,Montreal,H8P,3.0,2,1.5,1.0
2008,1060,Montreal,J0L,26.0,35,0.74,0.09
2008,1060,Montreal,J5B,1.0,1,1.0,0.0
2008,1060,Montreal,J7A,3.0,1,3.0,2.0
2008,1060,Montreal,J7E,15.0,4,3.75,4.75
2008,1060,Montreal,J7G,5.0,6,0.83,0.0
2008,1060,Montreal,J7M,17.0,24,0.71,0.0
2008,1060,Montreal,H1N,73.0,8,9.13,2.88
2008,1060,Montreal,H1V,19.0,8,2.38,2.63
2008,1060,Montreal,H1X,10.0,3,3.33,2.0
2008,1060,Montreal,H4J,13.0,3,4.33,1.33
2008,1060,Montreal,H7H,3.0,3,1.0,0.0
2008,1060,Montreal,H7K,2.0,3,0.67,0.0
2008,1060,Montreal,H7P,5.0,4,1.25,0.5
2008,1060,Montreal,H7T,14.0,14,1.0,0.57
2008,1060,Montreal,H8R,12.0,5,2.4,0.4
2008,1060,Montreal,H8Z,7.0,5,1.4,0.0
2008,1060,Montreal,H9E,0.0,1,0.0,0.0
2008,1060,Montreal,H9X,1.0,3,0.33,0.0
2008,1060,Montreal,J5L,20.0,31,0.65,0.13
2008,1060,Montreal,J5W,41.0,54,0.76,0.09
2008,1060,Montreal,J5Z,56.0,27,2.07,1.44
2008,1060,Montreal,J7R,15.0,23,0.65,0.35
2008,1060,Montreal,H1C,19.0,14,1.36,0.43
2008,1060,Montreal,H1R,1.0,2,0.5,0.0
2008,1060,Montreal,H1T,1.0,1,1.0,2.0
2008,1060,Montreal,H1Y,1.0,2,0.5,0.0
2008,1060,Montreal,H2Y,249.0,1,249.0,21.0
2008,1060,Montreal,H3G,33.0,3,11.0,14.33
2008,1060,Montreal,H3K,4.0,1,4.0,2.0
2008,1060,Montreal,H3L,2.0,2,1.0,0.0
2008,1060,Montreal,H4C,3.0,2,1.5,1.0
2008,1060,Montreal,H7G,17.0,1,17.0,4.0
2008,1060,Montreal,H7R,51.0,24,2.13,0.46
2008,1060,Montreal,H9A,2.0,1,2.0,0.0
2008,1060,Montreal,H9C,4.0,9,0.44,0.0
2008,1060,Montreal,H9R,6.0,3,2.0,1.33
2008,1060,Montreal,H9W,1.0,5,0.2,0.0
2008,1060,Montreal,J4J,1.0,3,0.33,1.0
2008,1060,Montreal,J4M,15.0,17,0.88,0.59
2008,1060,Montreal,J4N,6.0,4,1.5,2.75
2008,1060,Montreal,J4Z,2.0,1,2.0,2.0
2008,1060,Montreal,J5R,25.0,34,0.74,0.29
2008,1060,Montreal,J6A,4.0,1,4.0,0.0
2008,1060,Montreal,J7L,1.0,2,0.5,0.0
2009,1060,Montreal,H1G,19.0,1,19.0,0.0
2009,1060,Montreal,H1K,1.0,1,1.0,0.0
2009,1060,Montreal,H2R,21.0,2,10.5,0.0
2009,1060,Montreal,H3M,1.0,1,1.0,0.0
2009,1060,Montreal,H3S,2.0,1,2.0,0.0
2009,1060,Montreal,H4E,4.0,3,1.33,2.67
2009,1060,Montreal,H7E,5.0,4,1.25,1.75
2009,1060,Montreal,H7G,5.0,1,5.0,4.0
2009,1060,Montreal,H7R,15.0,9,1.67,1.0
2009,1060,Montreal,H7W,122.0,1,122.0,9.0
2009,1060,Montreal,H8R,3.0,2,1.5,0.0
2009,1060,Montreal,H8Z,3.0,2,1.5,0.0
2009,1060,Montreal,H9C,4.0,4,1.0,0.0
2009,1060,Montreal,H9X,1.0,1,1.0,0.0
2009,1060,Montreal,J5T,3.0,3,1.0,0.0
2009,1060,Montreal,J6A,9.0,2,4.5,1.5
2009,1060,Montreal,J6X,20.0,19,1.05,0.0
2009,1060,Montreal,J7H,9.0,5,1.8,2.4
2009,1060,Montreal,J7J,19.0,14,1.36,0.21
2009,1060,Montreal,J7M,29.0,24,1.21,0.58
2009,1060,Montreal,H1S,23.0,3,7.67,5.33
2009,1060,Montreal,H2M,16.0,1,16.0,0.0
2009,1060,Montreal,H3C,2.0,1,2.0,4.0
2009,1060,Montreal,H4B,14.0,2,7.0,2.0
2009,1060,Montreal,H7N,13.0,2,6.5,6.5
2009,1060,Montreal,H9H,4.0,4,1.0,0.0
2009,1060,Montreal,J0L,35.0,25,1.4,0.48
2009,1060,Montreal,J3L,21.0,20,1.05,0.4
2009,1060,Montreal,J3V,10.0,4,2.5,2.0
2009,1060,Montreal,J4B,3.0,2,1.5,1.0
2009,1060,Montreal,J4W,9.0,2,4.5,4.0
2009,1060,Montreal,J5W,37.0,33,1.12,0.06
2009,1060,Montreal,J7Z,8.0,8,1.0,0.0
2009,1060,Montreal,H1V,21.0,4,5.25,1.5
2009,1060,Montreal,H2X,94.0,5,18.8,0.0
2009,1060,Montreal,H3B,21.0,1,21.0,26.0
2009,1060,Montreal,H3G,9.0,3,3.0,14.33
2009,1060,Montreal,H4W,18.0,2,9.0,0.0
2009,1060,Montreal,H8P,3.0,1,3.0,0.0
2009,1060,Montreal,H8Y,3.0,1,3.0,0.0
2009,1060,Montreal,J0N,54.0,42,1.29,0.62
2009,1060,Montreal,J4N,74.0,5,14.8,3.4
2009,1060,Montreal,J4Z,7.0,4,1.75,1.5
2009,1060,Montreal,J6K,2.0,2,1.0,0.0
2009,1060,Montreal,J6Y,3.0,2,1.5,2.5
2009,1060,Montreal,J6Z,1.0,1,1.0,0.0
2009,1060,Montreal,J7A,2.0,2,1.0,0.0
2009,1060,Montreal,H1C,8.0,6,1.33,0.0
2009,1060,Montreal,H1T,6.0,3,2.0,0.67
2009,1060,Montreal,H4A,1.0,1,1.0,2.0
2009,1060,Montreal,H7A,52.0,19,2.74,1.68
2009,1060,Montreal,H7L,24.0,19,1.26,0.63
2009,1060,Montreal,J0P,3.0,3,1.0,0.0
2009,1060,Montreal,J4V,4.0,3,1.33,2.0
2009,1060,Montreal,J6N,2.0,2,1.0,1.5
2009,1060,Montreal,J6W,1.0,1,1.0,3.0
2009,1060,Montreal,H1Y,1.0,1,1.0,3.0
2009,1060,Montreal,H2L,17.0,3,5.67,1.0
2009,1060,Montreal,H4G,12.0,2,6.0,3.5
2009,1060,Montreal,H9A,17.0,1,17.0,0.0
2009,1060,Montreal,H9K,12.0,9,1.33,0.22
2009,1060,Montreal,J3E,3.0,1,3.0,2.0
2009,1060,Montreal,J4L,6.0,3,2.0,1.33
2009,1060,Montreal,J4M,18.0,16,1.13,0.94
2009,1060,Montreal,J4T,5.0,3,1.67,2.67
2009,1060,Montreal,J5C,21.0,7,3.0,1.57
2009,1060,Montreal,J5Z,40.0,18,2.22,2.11
2009,1060,Montreal,J7C,38.0,26,1.46,1.23
2009,1060,Montreal,J7E,18.0,4,4.5,5.5
2009,1060,Montreal,J7G,1.0,1,1.0,0.0
2009,1060,Montreal,J7R,27.0,16,1.69,0.0
2009,1060,Montreal,H1E,31.0,18,1.72,0.0
2009,1060,Montreal,H2S,5.0,2,2.5,0.0
2009,1060,Montreal,H4J,19.0,2,9.5,2.0
2009,1060,Montreal,H7K,6.0,6,1.0,0.0
2009,1060,Montreal,H7P,13.0,3,4.33,3.33
2009,1060,Montreal,H8S,8.0,3,2.67,0.67
2009,1060,Montreal,H9B,4.0,1,4.0,0.0
2009,1060,Montreal,H9E,1.0,1,1.0,0.0
2009,1060,Montreal,H9R,4.0,1,4.0,0.0
2009,1060,Montreal,J3G,36.0,31,1.16,0.94
2009,1060,Montreal,J3N,3.0,3,1.0,1.0
2009,1060,Montreal,J3Y,24.0,16,1.5,0.94
2009,1060,Montreal,J5B,1.0,1,1.0,0.0
2009,1060,Montreal,J5L,22.0,19,1.16,0.47
2009,1060,Montreal,J5Y,38.0,32,1.19,0.25
2009,1060,Montreal,J7V,28.0,26,1.08,0.0
2009,1060,Montreal,J7Y,46.0,22,2.09,0.77
2009,1060,Montreal,H1N,30.0,5,6.0,0.6
2009,1060,Montreal,H2P,3.0,2,1.5,0.0
2009,1060,Montreal,H3P,12.0,1,12.0,0.0
2009,1060,Montreal,H4L,135.0,2,67.5,4.5
2009,1060,Montreal,H9G,7.0,1,7.0,4.0
2009,1060,Montreal,H9J,6.0,6,1.0,0.0
2009,1060,Montreal,J3H,29.0,19,1.53,1.21
2009,1060,Montreal,J3X,1.0,1,1.0,0.0
2009,1060,Montreal,H1A,13.0,5,2.6,0.0
2009,1060,Montreal,H1L,11.0,5,2.2,0.4
2009,1060,Montreal,H1R,4.0,2,2.0,0.0
2009,1060,Montreal,H1W,8.0,5,1.6,2.4
2009,1060,Montreal,H2G,1.0,1,1.0,0.0
2009,1060,Montreal,H2K,4.0,2,2.0,3.0
2009,1060,Montreal,H3K,16.0,6,2.67,1.5
2009,1060,Montreal,H3R,1.0,1,1.0,0.0
2009,1060,Montreal,H4N,3.0,1,3.0,0.0
2009,1060,Montreal,H7H,4.0,3,1.33,0.0
2009,1060,Montreal,H7T,25.0,11,2.27,1.09
2009,1060,Montreal,H7V,17.0,6,2.83,3.33
2009,1060,Montreal,H7X,32.0,15,2.13,1.4
2009,1060,Montreal,H9S,1.0,1,1.0,0.0
2009,1060,Montreal,H9W,4.0,2,2.0,1.0
2009,1060,Montreal,J4J,3.0,3,1.0,0.67
2009,1060,Montreal,J5R,39.0,24,1.63,1.33
2009,1060,Montreal,J6J,3.0,3,1.0,0.0
2009,1060,Montreal,J6R,21.0,16,1.31,0.44
2009,1060,Montreal,nan,737.0,371,1.99,0.89
2010,1060,Montreal,H1T,3.0,2,1.5,1.5
2010,1060,Montreal,H2K,10.0,2,5.0,3.0
2010,1060,Montreal,H4C,1.0,1,1.0,4.0
2010,1060,Montreal,H7W,144.0,3,48.0,3.0
2010,1060,Montreal,H9X,1.0,1,1.0,0.0
2010,1060,Montreal,J0N,73.0,48,1.52,0.4
2010,1060,Montreal,J3L,25.0,22,1.14,0.0
2010,1060,Montreal,J4H,15.0,1,15.0,4.0
2010,1060,Montreal,J6N,5.0,5,1.0,1.0
2010,1060,Montreal,J7E,9.0,2,4.5,3.0
2010,1060,Montreal,H3R,2.0,2,1.0,0.0
2010,1060,Montreal,H4G,2.0,1,2.0,3.0
2010,1060,Montreal,H7K,2.0,2,1.0,0.0
2010,1060,Montreal,H9A,1.0,1,1.0,0.0
2010,1060,Montreal,H9C,3.0,3,1.0,0.0
2010,1060,Montreal,H9S,1.0,1,1.0,0.0
2010,1060,Montreal,J4K,23.0,3,7.67,3.0
2010,1060,Montreal,J4N,16.0,1,16.0,6.0
2010,1060,Montreal,J4V,1.0,1,1.0,0.0
2010,1060,Montreal,J5A,2.0,2,1.0,0.0
2010,1060,Montreal,J5W,39.0,34,1.15,0.09
2010,1060,Montreal,J5Y,59.0,44,1.34,0.18
2010,1060,Montreal,J6Y,2.0,2,1.0,0.0
2010,1060,Montreal,J7R,20.0,4,5.0,0.75
2010,1060,Montreal,J7V,39.0,29,1.34,0.59
2010,1060,Montreal,J7X,2.0,1,2.0,0.0
2010,1060,Montreal,J7Y,20.0,14,1.43,0.5
2010,1060,Montreal,H1N,6.0,3,2.0,1.0
2010,1060,Montreal,H1W,21.0,5,4.2,3.0
2010,1060,Montreal,H4A,4.0,1,4.0,0.0
2010,1060,Montreal,H7E,13.0,4,3.25,0.75
2010,1060,Montreal,H7G,1.0,1,1.0,0.0
2010,1060,Montreal,H7H,6.0,6,1.0,0.0
2010,1060,Montreal,H7R,7.0,4,1.75,1.25
2010,1060,Montreal,H7X,24.0,12,2.0,0.0
2010,1060,Montreal,H9J,2.0,2,1.0,1.0
2010,1060,Montreal,H9K,6.0,6,1.0,0.0
2010,1060,Montreal,J3G,53.0,30,1.77,0.57
2010,1060,Montreal,J4B,9.0,8,1.13,1.13
2010,1060,Montreal,J4T,4.0,3,1.33,2.33
2010,1060,Montreal,J4Z,7.0,4,1.75,0.0
2010,1060,Montreal,J7T,8.0,5,1.6,0.0
