reference_period,metcode,metro,FSA,inventory,num_structures,unitsperstructure,avgstorycnt
2010,2410,Vancouver,V3L,242.0,3,80.67,19.0
2010,2410,Vancouver,V4C,18.0,12,1.5,0.0
2010,2410,Vancouver,V4W,3.0,2,1.5,0.0
2010,2410,Vancouver,V5H,16.0,12,1.33,2.33
2010,2410,Vancouver,V5J,29.0,15,1.93,0.53
2010,2410,Vancouver,V5K,6.0,4,1.5,1.25
2010,2410,Vancouver,V7A,25.0,17,1.47,0.59
2010,2410,Vancouver,V7C,11.0,7,1.57,1.14
2010,2410,Vancouver,V7K,1.0,1,1.0,0.0
2010,2410,Vancouver,V7T,6.0,2,3.0,2.5
2010,2410,Vancouver,V7V,6.0,4,1.5,1.25
2011,2410,Vancouver,V2X,11.0,2,5.5,1.5
2011,2410,Vancouver,V3K,6.0,3,2.0,2.0
2011,2410,Vancouver,V3X,34.0,33,1.03,0.0
2011,2410,Vancouver,V4A,9.0,9,1.0,0.0
2011,2410,Vancouver,V5E,12.0,10,1.2,0.7
2011,2410,Vancouver,V5H,20.0,16,1.25,0.0
2011,2410,Vancouver,V5L,18.0,8,2.25,0.75
2011,2410,Vancouver,V6C,30.0,4,7.5,43.0
2011,2410,Vancouver,V6H,1.0,1,1.0,0.0
2011,2410,Vancouver,V6Y,52.0,17,3.06,1.65
2011,2410,Vancouver,V7J,1.0,1,1.0,0.0
2011,2410,Vancouver,V7V,2.0,2,1.0,0.0
2011,2410,Vancouver,V1M,5.0,3,1.67,0.0
2011,2410,Vancouver,V2Z,62.0,7,8.86,0.57
2011,2410,Vancouver,V3C,24.0,3,8.0,3.67
2011,2410,Vancouver,V3E,50.0,27,1.85,1.67
2011,2410,Vancouver,V3J,8.0,5,1.6,1.2
2011,2410,Vancouver,V3M,71.0,20,3.55,0.9
2011,2410,Vancouver,V3N,39.0,21,1.86,0.33
2011,2410,Vancouver,V5G,86.0,20,4.3,1.9
2011,2410,Vancouver,V5N,16.0,9,1.78,0.78
2011,2410,Vancouver,V5T,23.0,9,2.56,1.22
2011,2410,Vancouver,V6A,4.0,3,1.33,5.67
2011,2410,Vancouver,V6K,31.0,16,1.94,0.44
2011,2410,Vancouver,V6S,6.0,6,1.0,0.0
2011,2410,Vancouver,V7S,6.0,6,1.0,0.0
2011,2410,Vancouver,V7T,4.0,2,2.0,2.5
2011,2410,Vancouver,V3H,3.0,3,1.0,0.0
2011,2410,Vancouver,V3Y,21.0,2,10.5,10.0
2011,2410,Vancouver,V5J,24.0,18,1.33,0.44
2011,2410,Vancouver,V5Z,14.0,11,1.27,0.36
2011,2410,Vancouver,V6P,27.0,25,1.08,0.0
2011,2410,Vancouver,V6V,2.0,1,2.0,2.0
2011,2410,Vancouver,V6X,7.0,5,1.4,0.8
2011,2410,Vancouver,nan,1195.0,461,2.59,1.07
2011,2410,Vancouver,V2Y,31.0,2,15.5,2.0
2011,2410,Vancouver,V3A,88.0,4,22.0,3.0
2011,2410,Vancouver,V3L,42.0,6,7.0,9.5
2011,2410,Vancouver,V3T,136.0,12,11.33,9.08
2011,2410,Vancouver,V5C,6.0,6,1.0,0.0
2011,2410,Vancouver,V5P,1.0,1,1.0,0.0
2011,2410,Vancouver,V6J,18.0,10,1.8,0.9
2011,2410,Vancouver,V6N,23.0,21,1.1,0.1
2011,2410,Vancouver,V6R,26.0,25,1.04,0.0
2011,2410,Vancouver,V7N,2.0,2,1.0,0.0
2011,2410,Vancouver,V4K,6.0,4,1.5,1.5
2011,2410,Vancouver,V4W,3.0,2,1.5,1.0
2011,2410,Vancouver,V5B,9.0,8,1.13,0.38
2011,2410,Vancouver,V5V,1.0,1,1.0,0.0
2011,2410,Vancouver,V7A,31.0,15,2.07,0.13
2011,2410,Vancouver,V7L,20.0,9,2.22,0.67
2011,2410,Vancouver,V7M,2.0,2,1.0,0.0
2011,2410,Vancouver,V0N,3.0,3,1.0,0.0
2011,2410,Vancouver,V3B,22.0,6,3.67,2.0
2011,2410,Vancouver,V4C,10.0,8,1.25,0.0
2011,2410,Vancouver,V5R,2.0,2,1.0,0.0
2011,2410,Vancouver,V5X,7.0,5,1.4,0.8
2011,2410,Vancouver,V7E,9.0,8,1.13,0.25
2011,2410,Vancouver,V7R,4.0,3,1.33,0.67
2011,2410,Vancouver,V3R,31.0,12,2.58,0.0
2011,2410,Vancouver,V3S,57.0,51,1.12,0.08
2011,2410,Vancouver,V3V,57.0,23,2.48,0.09
2011,2410,Vancouver,V3W,33.0,10,3.3,0.8
2011,2410,Vancouver,V5A,5.0,5,1.0,0.0
2011,2410,Vancouver,V5K,13.0,8,1.63,0.88
2011,2410,Vancouver,V5M,8.0,7,1.14,0.29
2011,2410,Vancouver,V5Y,301.0,22,13.68,5.64
2011,2410,Vancouver,V6L,8.0,8,1.0,0.0
2011,2410,Vancouver,V6M,15.0,14,1.07,0.21
2011,2410,Vancouver,V7C,17.0,15,1.13,0.27
2011,2410,Vancouver,V7G,2.0,2,1.0,0.0
2011,2410,Vancouver,V2W,3.0,3,1.0,0.0
2011,2410,Vancouver,V4B,13.0,4,3.25,2.0
2011,2410,Vancouver,V4M,16.0,2,8.0,2.0
2011,2410,Vancouver,V4N,82.0,27,3.04,0.52
2011,2410,Vancouver,V4R,51.0,47,1.09,0.0
2011,2410,Vancouver,V5S,1.0,1,1.0,0.0
2011,2410,Vancouver,V5W,5.0,5,1.0,0.0
2012,2410,Vancouver,V3R,27.0,11,2.45,0.18
2012,2410,Vancouver,V3S,68.0,58,1.17,0.28
2012,2410,Vancouver,V5H,36.0,16,2.25,0.25
2012,2410,Vancouver,V5Z,14.0,12,1.17,0.75
2012,2410,Vancouver,V7B,1.0,1,1.0,0.0
2012,2410,Vancouver,V3J,24.0,14,1.71,1.14
2012,2410,Vancouver,V3N,43.0,23,1.87,0.7
2012,2410,Vancouver,V4B,12.0,6,2.0,0.67
2012,2410,Vancouver,V4N,99.0,48,2.06,0.71
2012,2410,Vancouver,V5G,124.0,22,5.64,4.45
2012,2410,Vancouver,V5K,26.0,15,1.73,0.87
2012,2410,Vancouver,V5L,14.0,5,2.8,2.2
2012,2410,Vancouver,V5P,19.0,11,1.73,1.09
2012,2410,Vancouver,V6Y,92.0,21,4.38,1.76
2012,2410,Vancouver,nan,981.0,454,2.16,0.86
2012,2410,Vancouver,V2X,23.0,7,3.29,0.43
2012,2410,Vancouver,V2Y,55.0,28,1.96,0.79
2012,2410,Vancouver,V3K,41.0,13,3.15,0.92
2012,2410,Vancouver,V3L,71.0,11,6.45,3.09
2012,2410,Vancouver,V3M,60.0,29,2.07,1.0
2012,2410,Vancouver,V7N,5.0,4,1.25,0.5
2012,2410,Vancouver,V7S,13.0,13,1.0,0.0
2012,2410,Vancouver,V3B,116.0,9,12.89,10.56
2012,2410,Vancouver,V3E,121.0,61,1.98,1.56
2012,2410,Vancouver,V3V,26.0,19,1.37,0.21
2012,2410,Vancouver,V4A,36.0,15,2.4,0.93
2012,2410,Vancouver,V4C,47.0,21,2.24,0.48
2012,2410,Vancouver,V5B,19.0,18,1.06,0.17
2012,2410,Vancouver,V5M,19.0,13,1.46,0.92
2012,2410,Vancouver,V5T,19.0,6,3.17,2.17
2012,2410,Vancouver,V5W,33.0,24,1.38,0.58
2012,2410,Vancouver,V5Y,244.0,34,7.18,5.06
2012,2410,Vancouver,V7C,64.0,53,1.21,0.42
2012,2410,Vancouver,V7J,1.0,1,1.0,0.0
2012,2410,Vancouver,V7M,18.0,9,2.0,1.44
2012,2410,Vancouver,V7V,1.0,1,1.0,0.0
2012,2410,Vancouver,V2W,7.0,7,1.0,0.0
2012,2410,Vancouver,V3Y,4.0,2,2.0,10.0
2012,2410,Vancouver,V4P,16.0,16,1.0,0.0
2012,2410,Vancouver,V5N,29.0,13,2.23,1.23
2012,2410,Vancouver,V5S,36.0,19,1.89,0.95
2012,2410,Vancouver,V6A,16.0,6,2.67,2.17
2012,2410,Vancouver,V6H,22.0,9,2.44,0.67
2012,2410,Vancouver,V6J,21.0,11,1.91,0.82
2012,2410,Vancouver,V6L,13.0,9,1.44,0.78
2012,2410,Vancouver,V7A,144.0,76,1.89,0.61
2012,2410,Vancouver,V7P,7.0,2,3.5,2.0
2012,2410,Vancouver,V5E,6.0,6,1.0,0.0
2012,2410,Vancouver,V5J,39.0,22,1.77,0.36
2012,2410,Vancouver,V5R,21.0,17,1.24,0.47
2012,2410,Vancouver,V5X,35.0,26,1.35,0.69
2012,2410,Vancouver,V6C,25.0,2,12.5,29.5
2012,2410,Vancouver,V7E,44.0,41,1.07,0.15
2012,2410,Vancouver,V7L,21.0,13,1.62,0.77
2012,2410,Vancouver,V7T,10.0,7,1.43,0.0
2012,2410,Vancouver,V2Z,34.0,3,11.33,1.33
2012,2410,Vancouver,V3C,29.0,6,4.83,2.5
2012,2410,Vancouver,V3H,7.0,7,1.0,0.0
2012,2410,Vancouver,V4M,9.0,6,1.5,0.67
2012,2410,Vancouver,V5A,15.0,7,2.14,1.57
2012,2410,Vancouver,V5C,17.0,16,1.06,0.0
2012,2410,Vancouver,V6K,87.0,14,6.21,1.79
2012,2410,Vancouver,V6N,38.0,35,1.09,0.17
2012,2410,Vancouver,V6R,45.0,37,1.22,0.35
2012,2410,Vancouver,V6V,9.0,6,1.5,1.0
2012,2410,Vancouver,V7G,2.0,1,2.0,2.0
2012,2410,Vancouver,V7R,15.0,9,1.67,1.33
2012,2410,Vancouver,V0N,4.0,3,1.33,0.67
2012,2410,Vancouver,V3A,79.0,5,15.8,3.2
2012,2410,Vancouver,V3T,114.0,11,10.36,10.45
2012,2410,Vancouver,V3W,32.0,16,2.0,1.0
2012,2410,Vancouver,V3X,73.0,43,1.7,0.65
2012,2410,Vancouver,V4K,8.0,6,1.33,0.67
2012,2410,Vancouver,V4R,87.0,79,1.1,0.0
2012,2410,Vancouver,V5V,47.0,9,5.22,1.89
2012,2410,Vancouver,V6M,22.0,15,1.47,0.6
2012,2410,Vancouver,V6P,47.0,38,1.24,0.39
2012,2410,Vancouver,V6S,28.0,19,1.47,0.74
2012,2410,Vancouver,V6W,2.0,1,2.0,2.0
2012,2410,Vancouver,V6X,15.0,14,1.07,0.14
2012,2410,Vancouver,V7H,2.0,2,1.0,0.0
2012,2410,Vancouver,V7K,4.0,4,1.0,0.0
2012,2410,Vancouver,V7W,3.0,2,1.5,0.0
2013,2410,Vancouver,V2X,188.0,12,15.67,1.67
2013,2410,Vancouver,V3H,51.0,13,3.92,1.85
2013,2410,Vancouver,V5A,18.0,13,1.38,1.15
2013,2410,Vancouver,V5E,6.0,6,1.0,0.0
2013,2410,Vancouver,V5G,40.0,22,1.82,0.55
2013,2410,Vancouver,V5P,32.0,22,1.45,0.36
2013,2410,Vancouver,V5Y,186.0,24,7.75,6.63
2013,2410,Vancouver,V6P,49.0,42,1.17,0.12
2013,2410,Vancouver,V7N,4.0,4,1.0,0.0
2013,2410,Vancouver,V2W,14.0,14,1.0,0.0
2013,2410,Vancouver,V4K,17.0,14,1.21,0.0
2013,2410,Vancouver,V6C,3.0,2,1.5,29.5
2013,2410,Vancouver,V6K,63.0,27,2.33,1.15
2013,2410,Vancouver,V6M,19.0,14,1.36,0.36
2013,2410,Vancouver,V7J,3.0,3,1.0,0.0
2013,2410,Vancouver,nan,801.0,278,2.88,0.79
2013,2410,Vancouver,V3B,127.0,20,6.35,6.1
2013,2410,Vancouver,V3C,15.0,9,1.67,1.11
2013,2410,Vancouver,V3E,51.0,43,1.19,0.86
2013,2410,Vancouver,V5K,16.0,15,1.07,0.13
2013,2410,Vancouver,V5R,20.0,12,1.67,0.58
2013,2410,Vancouver,V5T,15.0,7,2.14,1.0
2013,2410,Vancouver,V6H,12.0,11,1.09,0.55
2013,2410,Vancouver,V6J,21.0,12,1.75,0.25
2013,2410,Vancouver,V6L,20.0,19,1.05,0.11
2013,2410,Vancouver,V6N,36.0,33,1.09,0.18
2013,2410,Vancouver,V7C,80.0,71,1.13,0.08
2013,2410,Vancouver,V7E,57.0,55,1.04,0.07
2013,2410,Vancouver,V1M,4.0,4,1.0,0.0
2013,2410,Vancouver,V3L,7.0,3,2.33,1.33
2013,2410,Vancouver,V4N,87.0,35,2.49,0.46
2013,2410,Vancouver,V4P,22.0,18,1.22,0.0
2013,2410,Vancouver,V5B,10.0,10,1.0,0.0
2013,2410,Vancouver,V5S,20.0,19,1.05,0.11
2013,2410,Vancouver,V5W,36.0,34,1.06,0.12
2013,2410,Vancouver,V6R,25.0,23,1.09,0.13
2013,2410,Vancouver,V6Y,70.0,37,1.89,1.95
2013,2410,Vancouver,V7L,11.0,10,1.1,0.0
2013,2410,Vancouver,V7M,46.0,16,2.88,1.69
2013,2410,Vancouver,V2Y,168.0,68,2.47,0.29
2013,2410,Vancouver,V3S,138.0,56,2.46,0.45
2013,2410,Vancouver,V4C,19.0,12,1.58,0.33
2013,2410,Vancouver,V4L,1.0,1,1.0,0.0
2013,2410,Vancouver,V4W,1.0,1,1.0,0.0
2013,2410,Vancouver,V5Z,13.0,12,1.08,0.33
2013,2410,Vancouver,V6X,47.0,22,2.14,1.32
2013,2410,Vancouver,V0N,2.0,2,1.0,0.0
2013,2410,Vancouver,V3A,68.0,8,8.5,2.5
2013,2410,Vancouver,V3K,26.0,22,1.18,0.0
2013,2410,Vancouver,V5C,20.0,12,1.67,2.5
2013,2410,Vancouver,V5H,11.0,10,1.1,0.4
2013,2410,Vancouver,V5J,45.0,29,1.55,0.72
2013,2410,Vancouver,V5L,20.0,8,2.5,2.25
2013,2410,Vancouver,V7W,1.0,1,1.0,0.0
2013,2410,Vancouver,V3M,154.0,18,8.56,2.56
2013,2410,Vancouver,V3W,29.0,18,1.61,0.11
2013,2410,Vancouver,V3Y,15.0,7,2.14,0.0
2013,2410,Vancouver,V4A,20.0,10,2.0,0.8
2013,2410,Vancouver,V4B,103.0,17,6.06,2.29
2013,2410,Vancouver,V4M,3.0,3,1.0,0.0
2013,2410,Vancouver,V5N,24.0,10,2.4,0.9
2013,2410,Vancouver,V5V,37.0,26,1.42,0.5
2013,2410,Vancouver,V6A,2.0,2,1.0,0.0
2013,2410,Vancouver,V7A,95.0,69,1.38,0.26
2013,2410,Vancouver,V7K,1.0,1,1.0,0.0
2013,2410,Vancouver,V7R,13.0,12,1.08,0.17
2013,2410,Vancouver,V7T,4.0,4,1.0,0.0
2013,2410,Vancouver,V2Z,45.0,6,7.5,0.67
2013,2410,Vancouver,V3J,41.0,17,2.41,1.06
2013,2410,Vancouver,V3N,51.0,26,1.96,0.58
2013,2410,Vancouver,V3R,5.0,4,1.25,0.0
2013,2410,Vancouver,V3T,121.0,14,8.64,11.14
2013,2410,Vancouver,V3V,13.0,12,1.08,0.17
2013,2410,Vancouver,V3X,134.0,60,2.23,0.18
2013,2410,Vancouver,V4R,83.0,82,1.01,0.0
2013,2410,Vancouver,V5M,28.0,25,1.12,0.36
2013,2410,Vancouver,V5X,45.0,41,1.1,0.15
2013,2410,Vancouver,V6G,92.0,1,92.0,19.0
2013,2410,Vancouver,V6S,15.0,13,1.15,0.23
2013,2410,Vancouver,V6V,24.0,14,1.71,0.21
2013,2410,Vancouver,V7G,34.0,5,6.8,0.8
2013,2410,Vancouver,V7H,1.0,1,1.0,0.0
2013,2410,Vancouver,V7P,71.0,6,11.83,2.0
2013,2410,Vancouver,V7S,17.0,17,1.0,0.0
2013,2410,Vancouver,V7V,3.0,3,1.0,0.0
2014,2410,Vancouver,V2Y,208.0,80,2.6,0.21
2014,2410,Vancouver,V3L,55.0,2,27.5,13.5
2014,2410,Vancouver,V3W,25.0,18,1.39,0.0
2014,2410,Vancouver,V5M,34.0,23,1.48,0.13
2014,2410,Vancouver,V5P,22.0,22,1.0,0.0
2014,2410,Vancouver,V5T,5.0,4,1.25,0.0
2014,2410,Vancouver,V5Y,224.0,22,10.18,5.95
2014,2410,Vancouver,V6R,24.0,22,1.09,0.14
2014,2410,Vancouver,V6Y,58.0,38,1.53,1.21
2014,2410,Vancouver,V6Z,4.0,1,4.0,6.0
2014,2410,Vancouver,V7G,20.0,4,5.0,1.0
2014,2410,Vancouver,V3A,41.0,11,3.73,0.36
2014,2410,Vancouver,V3K,90.0,27,3.33,0.44
2014,2410,Vancouver,V5H,7.0,7,1.0,0.0
2014,2410,Vancouver,V5K,10.0,10,1.0,0.0
2014,2410,Vancouver,V5S,17.0,17,1.0,0.0
2014,2410,Vancouver,V6C,6.0,1,6.0,22.0
2014,2410,Vancouver,V6M,11.0,8,1.38,0.0
2014,2410,Vancouver,V6N,27.0,27,1.0,0.0
2014,2410,Vancouver,V7H,1.0,1,1.0,0.0
2014,2410,Vancouver,V3J,38.0,19,2.0,1.21
2014,2410,Vancouver,V3N,41.0,20,2.05,0.35
2014,2410,Vancouver,V4A,52.0,13,4.0,1.15
2014,2410,Vancouver,V4B,54.0,15,3.6,2.07
2014,2410,Vancouver,V4M,23.0,4,5.75,1.5
2014,2410,Vancouver,V5C,9.0,9,1.0,0.0
2014,2410,Vancouver,V5L,15.0,6,2.5,0.5
2014,2410,Vancouver,V7K,4.0,4,1.0,0.0
2014,2410,Vancouver,V3V,9.0,9,1.0,0.0
2014,2410,Vancouver,V3Y,9.0,2,4.5,2.0
2014,2410,Vancouver,V4N,49.0,22,2.23,0.18
2014,2410,Vancouver,V4P,6.0,6,1.0,0.0
2014,2410,Vancouver,V4W,3.0,2,1.5,0.0
2014,2410,Vancouver,V5E,3.0,3,1.0,0.0
2014,2410,Vancouver,V5G,26.0,14,1.86,0.21
2014,2410,Vancouver,V5J,31.0,19,1.63,0.0
2014,2410,Vancouver,V6J,8.0,8,1.0,0.0
2014,2410,Vancouver,V6P,45.0,24,1.88,0.79
2014,2410,Vancouver,V6V,32.0,12,2.67,0.5
2014,2410,Vancouver,V7A,45.0,37,1.22,0.22
2014,2410,Vancouver,V7V,7.0,6,1.17,0.5
2014,2410,Vancouver,V3H,11.0,7,1.57,3.43
2014,2410,Vancouver,V3X,126.0,77,1.64,0.06
2014,2410,Vancouver,V5A,20.0,10,2.0,0.4
2014,2410,Vancouver,V5R,18.0,15,1.2,0.0
2014,2410,Vancouver,V6H,5.0,4,1.25,0.5
2014,2410,Vancouver,V6L,14.0,14,1.0,0.0
2014,2410,Vancouver,V6S,16.0,16,1.0,0.0
2014,2410,Vancouver,V6X,97.0,22,4.41,3.64
2014,2410,Vancouver,V7J,7.0,7,1.0,0.0
2014,2410,Vancouver,V7L,16.0,11,1.45,1.36
2014,2410,Vancouver,V7R,11.0,11,1.0,0.0
2014,2410,Vancouver,V0N,1.0,1,1.0,0.0
2014,2410,Vancouver,V1M,4.0,2,2.0,1.0
2014,2410,Vancouver,V3C,41.0,5,8.2,2.8
2014,2410,Vancouver,V3E,32.0,32,1.0,0.0
2014,2410,Vancouver,V3T,90.0,11,8.18,14.55
2014,2410,Vancouver,V5V,30.0,16,1.88,0.0
2014,2410,Vancouver,V6A,3.0,2,1.5,4.5
2014,2410,Vancouver,V6K,46.0,26,1.77,0.38
2014,2410,Vancouver,V7M,21.0,6,3.5,3.17
2014,2410,Vancouver,V7S,11.0,11,1.0,0.0
2014,2410,Vancouver,V7T,6.0,6,1.0,0.0
2014,2410,Vancouver,V2Z,2.0,2,1.0,0.0
2014,2410,Vancouver,V3R,71.0,15,4.73,0.87
2014,2410,Vancouver,V4C,18.0,12,1.5,0.0
2014,2410,Vancouver,V4R,52.0,52,1.0,0.0
2014,2410,Vancouver,V5W,11.0,11,1.0,0.0
2014,2410,Vancouver,V5X,24.0,24,1.0,0.0
2014,2410,Vancouver,V7B,1.0,1,1.0,0.0
2014,2410,Vancouver,V7N,5.0,5,1.0,0.0
2014,2410,Vancouver,V7W,2.0,2,1.0,0.0
2014,2410,Vancouver,V2W,9.0,8,1.13,0.0
2014,2410,Vancouver,V2X,119.0,6,19.83,2.67
2014,2410,Vancouver,V3B,36.0,10,3.6,9.5
2014,2410,Vancouver,V3M,46.0,21,2.19,0.48
2014,2410,Vancouver,V3S,86.0,51,1.69,0.37
2014,2410,Vancouver,V4K,13.0,13,1.0,0.0
2014,2410,Vancouver,V5B,13.0,13,1.0,0.0
2014,2410,Vancouver,V5N,23.0,13,1.77,0.23
2014,2410,Vancouver,V5Z,20.0,16,1.25,0.44
2014,2410,Vancouver,V6E,17.0,1,17.0,19.0
2014,2410,Vancouver,V7C,70.0,64,1.09,0.06
2014,2410,Vancouver,V7E,30.0,30,1.0,0.0
2014,2410,Vancouver,V7P,31.0,1,31.0,4.0
2014,2410,Vancouver,nan,505.0,187,2.7,1.04
2015,2410,Vancouver,V4M,3.0,3,1.0,0.0
2015,2410,Vancouver,V5H,10.0,9,1.11,0.0
2015,2410,Vancouver,V5L,5.0,4,1.25,2.5
2015,2410,Vancouver,V5M,30.0,30,1.0,0.0
2015,2410,Vancouver,V5Y,23.0,12,1.92,3.0
2015,2410,Vancouver,V7R,14.0,14,1.0,0.0
2015,2410,Vancouver,V7S,15.0,13,1.15,0.0
2015,2410,Vancouver,V3A,48.0,7,6.86,0.57
2015,2410,Vancouver,V3N,12.0,11,1.09,0.0
2015,2410,Vancouver,V3R,23.0,5,4.6,3.4
2015,2410,Vancouver,V3Y,10.0,1,10.0,4.0
2015,2410,Vancouver,V4L,1.0,1,1.0,0.0
2015,2410,Vancouver,V5B,13.0,12,1.08,0.0
2015,2410,Vancouver,V5C,53.0,6,8.83,12.83
2015,2410,Vancouver,V5J,7.0,6,1.17,0.0
2015,2410,Vancouver,V5N,25.0,21,1.19,0.0
2015,2410,Vancouver,V5P,17.0,17,1.0,0.0
2015,2410,Vancouver,V5R,21.0,18,1.17,0.67
2015,2410,Vancouver,V5S,18.0,18,1.0,0.0
2015,2410,Vancouver,V6L,14.0,14,1.0,0.0
2015,2410,Vancouver,V6P,33.0,24,1.38,0.79
2015,2410,Vancouver,V7E,34.0,29,1.17,0.0
2015,2410,Vancouver,V7L,13.0,6,2.17,0.0
2015,2410,Vancouver,V3K,24.0,16,1.5,0.75
2015,2410,Vancouver,V4A,17.0,15,1.13,0.8
2015,2410,Vancouver,V4P,10.0,3,3.33,1.33
2015,2410,Vancouver,V5A,10.0,9,1.11,0.0
2015,2410,Vancouver,V5V,26.0,19,1.37,0.21
2015,2410,Vancouver,V7C,40.0,39,1.03,0.0
2015,2410,Vancouver,V7J,1.0,1,1.0,0.0
2015,2410,Vancouver,V3E,22.0,20,1.1,0.0
2015,2410,Vancouver,V4B,25.0,21,1.19,0.38
2015,2410,Vancouver,V5Z,12.0,12,1.0,0.0
2015,2410,Vancouver,V6H,3.0,3,1.0,0.0
2015,2410,Vancouver,V6K,23.0,15,1.53,0.33
2015,2410,Vancouver,V6S,8.0,8,1.0,0.0
2015,2410,Vancouver,V7G,3.0,3,1.0,1.33
2015,2410,Vancouver,nan,220.0,85,2.59,1.36
2015,2410,Vancouver,V3S,38.0,31,1.23,0.1
2015,2410,Vancouver,V3X,23.0,16,1.44,0.0
2015,2410,Vancouver,V4K,1.0,1,1.0,0.0
2015,2410,Vancouver,V4R,31.0,21,1.48,0.0
2015,2410,Vancouver,V5E,5.0,4,1.25,0.0
2015,2410,Vancouver,V5W,23.0,23,1.0,0.0
2015,2410,Vancouver,V5X,27.0,26,1.04,0.0
2015,2410,Vancouver,V6J,8.0,6,1.33,0.0
2015,2410,Vancouver,V6X,52.0,11,4.73,7.18
2015,2410,Vancouver,V7M,1.0,1,1.0,0.0
2015,2410,Vancouver,V7W,4.0,4,1.0,0.0
2015,2410,Vancouver,V1M,1.0,1,1.0,0.0
2015,2410,Vancouver,V2X,164.0,5,32.8,4.2
2015,2410,Vancouver,V2Y,38.0,23,1.65,0.78
2015,2410,Vancouver,V2Z,3.0,3,1.0,0.0
2015,2410,Vancouver,V3C,26.0,6,4.33,2.67
2015,2410,Vancouver,V3H,9.0,9,1.0,0.0
2015,2410,Vancouver,V3J,20.0,20,1.0,0.0
2015,2410,Vancouver,V3M,6.0,4,1.5,0.0
2015,2410,Vancouver,V3V,15.0,1,15.0,28.0
2015,2410,Vancouver,V4N,52.0,15,3.47,0.53
2015,2410,Vancouver,V6M,13.0,8,1.63,0.5
2015,2410,Vancouver,V6Y,23.0,18,1.28,2.56
2015,2410,Vancouver,V7A,46.0,40,1.15,0.1
2015,2410,Vancouver,V3T,62.0,6,10.33,14.33
2015,2410,Vancouver,V3W,8.0,7,1.14,0.0
2015,2410,Vancouver,V4C,7.0,5,1.4,0.0
2015,2410,Vancouver,V4W,2.0,2,1.0,0.0
2015,2410,Vancouver,V5G,18.0,15,1.2,0.0
2015,2410,Vancouver,V6N,16.0,16,1.0,0.0
2015,2410,Vancouver,V6R,7.0,7,1.0,0.0
2015,2410,Vancouver,V6V,47.0,8,5.88,2.0
2015,2410,Vancouver,V7V,4.0,4,1.0,0.75
2015,2410,Vancouver,V2W,14.0,9,1.56,0.0
2015,2410,Vancouver,V3B,48.0,8,6.0,11.75
2015,2410,Vancouver,V3L,4.0,4,1.0,0.0
2015,2410,Vancouver,V5K,14.0,11,1.27,0.45
2015,2410,Vancouver,V7K,1.0,1,1.0,0.0
2015,2410,Vancouver,V7N,1.0,1,1.0,0.0
2015,2410,Vancouver,V7T,9.0,9,1.0,0.0
2016,2410,Vancouver,V3K,27.0,24,1.13,0.17
2016,2410,Vancouver,V3R,3.0,3,1.0,0.0
2016,2410,Vancouver,V3W,7.0,6,1.17,0.0
2016,2410,Vancouver,V4L,1.0,1,1.0,0.0
2016,2410,Vancouver,V5J,12.0,12,1.0,0.0
2016,2410,Vancouver,V5K,16.0,16,1.0,0.0
2016,2410,Vancouver,V5Z,3.0,3,1.0,0.0
2016,2410,Vancouver,V6Y,11.0,11,1.0,0.0
2016,2410,Vancouver,V7C,60.0,60,1.0,0.0
2016,2410,Vancouver,V1M,4.0,2,2.0,0.0
2016,2410,Vancouver,V4K,6.0,3,2.0,0.0
2016,2410,Vancouver,V5B,17.0,16,1.06,0.0
2016,2410,Vancouver,V5M,23.0,23,1.0,0.0
2016,2410,Vancouver,V6N,10.0,10,1.0,0.0
2016,2410,Vancouver,V6P,12.0,11,1.09,0.0
2016,2410,Vancouver,V7N,2.0,2,1.0,0.0
2016,2410,Vancouver,V7S,12.0,12,1.0,0.0
2016,2410,Vancouver,nan,170.0,61,2.79,1.26
2016,2410,Vancouver,V3S,33.0,28,1.18,0.14
2016,2410,Vancouver,V4C,4.0,4,1.0,0.0
2016,2410,Vancouver,V4M,3.0,3,1.0,0.0
2016,2410,Vancouver,V4P,5.0,4,1.25,0.0
2016,2410,Vancouver,V5A,5.0,5,1.0,0.0
2016,2410,Vancouver,V5C,9.0,9,1.0,5.0
2016,2410,Vancouver,V5H,13.0,8,1.63,0.0
2016,2410,Vancouver,V5Y,4.0,3,1.33,1.0
2016,2410,Vancouver,V6L,6.0,6,1.0,0.0
2016,2410,Vancouver,V7A,72.0,66,1.09,0.0
2016,2410,Vancouver,V7M,2.0,2,1.0,0.0
2016,2410,Vancouver,V7R,15.0,15,1.0,0.0
2016,2410,Vancouver,V2W,25.0,12,2.08,0.0
2016,2410,Vancouver,V2Y,31.0,18,1.72,0.0
2016,2410,Vancouver,V3B,12.0,5,2.4,0.6
2016,2410,Vancouver,V3C,42.0,7,6.0,2.86
2016,2410,Vancouver,V3L,27.0,1,27.0,22.0
2016,2410,Vancouver,V3T,1.0,1,1.0,0.0
2016,2410,Vancouver,V4N,9.0,8,1.13,0.0
2016,2410,Vancouver,V5L,11.0,4,2.75,0.0
2016,2410,Vancouver,V6J,4.0,3,1.33,0.0
2016,2410,Vancouver,V6V,6.0,6,1.0,0.0
2016,2410,Vancouver,V7J,3.0,3,1.0,0.0
2016,2410,Vancouver,V3J,23.0,23,1.0,0.0
2016,2410,Vancouver,V3X,17.0,17,1.0,0.0
