reference_period,metcode,metro,FSA,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt
2012,0140,Calgary,T2T,4.0,3.0,2.0,1,2.0,0.0
2012,0140,Calgary,T3C,4.0,3.0,10.0,1,10.0,0.0
2012,0140,Calgary,T3C,5.0,3.0,20.0,2,10.0,20.5
2012,0140,Calgary,T3J,1.0,1.0,4.0,4,1.0,0.0
2012,0140,Calgary,T3M,1.0,1.0,32.0,32,1.0,0.0
2012,0140,Calgary,T4C,4.0,1.0,4.0,1,4.0,0.0
2012,0140,Calgary,T2E,2.0,1.0,4.0,3,1.33,0.0
2012,0140,Calgary,T2N,4.0,3.0,9.0,1,9.0,3.0
2012,0140,Calgary,T2T,2.0,1.0,12.0,9,1.33,0.0
2012,0140,Calgary,T3A,1.0,1.0,6.0,6,1.0,0.0
2012,0140,Calgary,T3P,2.0,1.0,6.0,5,1.2,0.0
2012,0140,Calgary,nan,1.0,1.0,212.0,212,1.0,0.0
2013,0140,Calgary,T2G,5.0,3.0,7.0,1,7.0,3.0
2013,0140,Calgary,T2K,2.0,1.0,2.0,1,2.0,0.0
2013,0140,Calgary,T2N,2.0,1.0,5.0,3,1.67,0.0
2013,0140,Calgary,T2Z,1.0,1.0,19.0,19,1.0,0.0
2013,0140,Calgary,T2Z,4.0,3.0,5.0,2,2.5,0.0
2013,0140,Calgary,T3A,1.0,1.0,6.0,6,1.0,0.0
2013,0140,Calgary,T3J,1.0,1.0,2.0,2,1.0,0.0
2013,0140,Calgary,T3K,1.0,1.0,14.0,14,1.0,0.0
2013,0140,Calgary,T4C,2.0,3.0,4.0,2,2.0,0.0
2013,0140,Calgary,T4C,4.0,3.0,1.0,1,1.0,0.0
2013,0140,Calgary,T2A,1.0,1.0,4.0,4,1.0,0.0
2013,0140,Calgary,T2C,5.0,3.0,4.0,1,4.0,4.0
2013,0140,Calgary,T2E,1.0,1.0,3.0,3,1.0,0.0
2013,0140,Calgary,T2V,2.0,1.0,2.0,1,2.0,0.0
2013,0140,Calgary,T2X,1.0,1.0,24.0,24,1.0,0.0
2013,0140,Calgary,T3E,1.0,1.0,1.0,1,1.0,0.0
2013,0140,Calgary,T3L,4.0,3.0,2.0,1,2.0,0.0
2013,0140,Calgary,T0L,1.0,1.0,2.0,2,1.0,0.0
2013,0140,Calgary,T2A,2.0,1.0,1.0,1,1.0,0.0
2013,0140,Calgary,T2M,2.0,1.0,4.0,3,1.33,0.0
2013,0140,Calgary,T2N,1.0,1.0,1.0,1,1.0,0.0
2013,0140,Calgary,nan,4.0,3.0,5.0,4,1.25,0.0
2013,0140,Calgary,T2N,4.0,3.0,5.0,1,5.0,3.0
2013,0140,Calgary,T3B,2.0,1.0,2.0,1,2.0,0.0
2013,0140,Calgary,T3E,4.0,3.0,2.0,1,2.0,0.0
2013,0140,Calgary,T3G,1.0,1.0,4.0,4,1.0,0.0
2013,0140,Calgary,T3P,1.0,1.0,30.0,30,1.0,0.0
2013,0140,Calgary,T2H,1.0,1.0,1.0,1,1.0,0.0
2013,0140,Calgary,T3M,1.0,1.0,77.0,77,1.0,0.0
2013,0140,Calgary,T3M,2.0,1.0,4.0,2,2.0,0.0
2013,0140,Calgary,nan,2.0,1.0,6.0,3,2.0,0.0
2013,0140,Calgary,nan,5.0,3.0,1.0,1,1.0,2.0
2013,0140,Calgary,T2P,5.0,3.0,10.0,1,10.0,24.0
2013,0140,Calgary,T2T,2.0,1.0,2.0,1,2.0,0.0
2013,0140,Calgary,T3N,1.0,1.0,27.0,27,1.0,0.0
2013,0140,Calgary,T1X,2.0,1.0,2.0,1,2.0,0.0
2013,0140,Calgary,T2X,2.0,1.0,4.0,2,2.0,0.0
2013,0140,Calgary,T3N,2.0,1.0,4.0,3,1.33,0.0
2013,0140,Calgary,T3R,1.0,1.0,29.0,29,1.0,0.0
2013,0140,Calgary,T3R,5.0,3.0,5.0,1,5.0,4.0
2013,0140,Calgary,T2C,1.0,1.0,4.0,4,1.0,0.0
2013,0140,Calgary,T2E,2.0,1.0,7.0,4,1.75,0.0
2013,0140,Calgary,T3M,5.0,3.0,1.0,1,1.0,2.0
2013,0140,Calgary,T3R,4.0,3.0,2.0,1,2.0,0.0
2013,0140,Calgary,T4C,1.0,1.0,30.0,30,1.0,0.0
2013,0140,Calgary,T4C,4.0,1.0,2.0,1,2.0,0.0
2013,0140,Calgary,T1X,1.0,1.0,16.0,16,1.0,0.0
2013,0140,Calgary,T1X,4.0,3.0,1.0,1,1.0,0.0
2013,0140,Calgary,T3B,1.0,1.0,6.0,6,1.0,0.0
2013,0140,Calgary,T3H,1.0,1.0,22.0,22,1.0,0.0
2013,0140,Calgary,T4C,2.0,1.0,8.0,4,2.0,0.0
2013,0140,Calgary,nan,1.0,1.0,83.0,83,1.0,0.0
2014,0140,Calgary,T2T,1.0,1.0,2.0,2,1.0,0.0
2014,0140,Calgary,T2X,1.0,1.0,30.0,30,1.0,0.0
2014,0140,Calgary,T1X,1.0,1.0,18.0,18,1.0,0.0
2014,0140,Calgary,T3E,2.0,1.0,2.0,2,1.0,0.0
2014,0140,Calgary,T2J,1.0,1.0,2.0,2,1.0,0.0
2014,0140,Calgary,T2V,1.0,1.0,2.0,2,1.0,0.0
2014,0140,Calgary,T3A,1.0,1.0,1.0,1,1.0,0.0
2014,0140,Calgary,T3N,2.0,1.0,8.0,5,1.6,0.0
2014,0140,Calgary,nan,5.0,3.0,1.0,1,1.0,2.0
2014,0140,Calgary,T2N,4.0,3.0,5.0,3,1.67,0.0
2014,0140,Calgary,T2Z,1.0,1.0,30.0,30,1.0,0.0
2014,0140,Calgary,T3M,2.0,1.0,10.0,5,2.0,0.0
2014,0140,Calgary,T3P,2.0,1.0,12.0,6,2.0,0.0
2014,0140,Calgary,T2A,4.0,3.0,4.0,1,4.0,2.0
2014,0140,Calgary,T3B,2.0,1.0,1.0,1,1.0,0.0
2014,0140,Calgary,T3N,4.0,3.0,2.0,1,2.0,0.0
2014,0140,Calgary,nan,4.0,3.0,2.0,2,1.0,0.0
2014,0140,Calgary,T2M,2.0,1.0,1.0,1,1.0,0.0
2014,0140,Calgary,T3B,1.0,1.0,1.0,1,1.0,0.0
2014,0140,Calgary,T3K,1.0,1.0,9.0,9,1.0,0.0
2014,0140,Calgary,T0M,1.0,1.0,1.0,1,1.0,0.0
2014,0140,Calgary,T3N,1.0,1.0,20.0,20,1.0,0.0
2014,0140,Calgary,T4C,1.0,1.0,33.0,33,1.0,0.0
2014,0140,Calgary,T4C,4.0,3.0,7.0,4,1.75,0.0
2014,0140,Calgary,T2T,2.0,1.0,4.0,3,1.33,0.0
2014,0140,Calgary,T0L,1.0,1.0,2.0,2,1.0,0.0
2014,0140,Calgary,T2C,1.0,1.0,1.0,1,1.0,0.0
2014,0140,Calgary,T2M,1.0,1.0,7.0,7,1.0,0.0
2014,0140,Calgary,T2N,2.0,1.0,4.0,2,2.0,0.0
2014,0140,Calgary,T3H,1.0,1.0,19.0,19,1.0,0.0
2014,0140,Calgary,T3M,1.0,1.0,105.0,105,1.0,0.0
2014,0140,Calgary,T3R,1.0,1.0,21.0,21,1.0,0.0
2014,0140,Calgary,T4C,2.0,1.0,8.0,4,2.0,0.0
2014,0140,Calgary,T2E,2.0,1.0,10.0,8,1.25,0.0
2014,0140,Calgary,T2M,4.0,3.0,2.0,1,2.0,0.0
2014,0140,Calgary,T3G,1.0,1.0,3.0,3,1.0,0.0
2014,0140,Calgary,T3P,1.0,1.0,7.0,7,1.0,0.0
2014,0140,Calgary,T4C,4.0,1.0,2.0,1,2.0,0.0
2014,0140,Calgary,nan,1.0,1.0,52.0,52,1.0,0.0
2015,0140,Calgary,T2K,1.0,1.0,2.0,2,1.0,0.0
2015,0140,Calgary,T2K,2.0,1.0,3.0,2,1.5,0.0
2015,0140,Calgary,T2N,4.0,3.0,3.0,2,1.5,0.0
2015,0140,Calgary,T2X,4.0,3.0,4.0,1,4.0,0.0
2015,0140,Calgary,T3B,5.0,3.0,14.0,1,14.0,8.0
2015,0140,Calgary,T3M,2.0,1.0,15.0,10,1.5,0.0
2015,0140,Calgary,nan,4.0,3.0,5.0,2,2.5,0.0
2015,0140,Calgary,T1X,2.0,1.0,1.0,1,1.0,0.0
2015,0140,Calgary,T2J,1.0,1.0,2.0,2,1.0,0.0
2015,0140,Calgary,T2J,5.0,3.0,4.0,1,4.0,2.0
2015,0140,Calgary,T2N,1.0,1.0,2.0,2,1.0,0.0
2015,0140,Calgary,T2X,2.0,1.0,4.0,2,2.0,0.0
2015,0140,Calgary,T2Z,5.0,3.0,46.0,3,15.33,4.0
2015,0140,Calgary,T3E,5.0,3.0,2.0,1,2.0,2.0
2015,0140,Calgary,T3G,1.0,1.0,2.0,2,1.0,0.0
2015,0140,Calgary,T3Z,1.0,1.0,14.0,14,1.0,0.0
2015,0140,Calgary,T2V,1.0,1.0,1.0,1,1.0,0.0
2015,0140,Calgary,T2Z,1.0,1.0,9.0,9,1.0,0.0
2015,0140,Calgary,T3C,2.0,1.0,8.0,6,1.33,0.0
2015,0140,Calgary,T3R,1.0,1.0,49.0,49,1.0,0.0
2015,0140,Calgary,nan,4.0,1.0,1.0,1,1.0,0.0
2015,0140,Calgary,T3B,2.0,1.0,3.0,2,1.5,0.0
2015,0140,Calgary,T3H,1.0,1.0,15.0,15,1.0,0.0
2015,0140,Calgary,T3K,1.0,1.0,4.0,4,1.0,0.0
2015,0140,Calgary,T3M,2.0,3.0,1.0,1,1.0,0.0
2015,0140,Calgary,T3P,2.0,1.0,6.0,4,1.5,0.0
2015,0140,Calgary,nan,2.0,1.0,2.0,1,2.0,0.0
2015,0140,Calgary,nan,5.0,3.0,1.0,1,1.0,2.0
2015,0140,Calgary,T2C,1.0,1.0,2.0,2,1.0,0.0
2015,0140,Calgary,T2C,2.0,1.0,1.0,1,1.0,0.0
2015,0140,Calgary,T2N,2.0,1.0,5.0,3,1.67,0.0
2015,0140,Calgary,T3A,4.0,3.0,5.0,1,5.0,0.0
2015,0140,Calgary,T3E,2.0,1.0,10.0,8,1.25,0.0
2015,0140,Calgary,T3H,5.0,3.0,16.0,1,16.0,3.0
2015,0140,Calgary,T3M,1.0,1.0,65.0,65,1.0,0.0
2015,0140,Calgary,T3M,4.0,3.0,15.0,6,2.5,0.0
2015,0140,Calgary,T3N,1.0,1.0,25.0,25,1.0,0.0
2015,0140,Calgary,T3N,2.0,1.0,13.0,9,1.44,0.0
2015,0140,Calgary,nan,1.0,1.0,43.0,43,1.0,0.0
2015,0140,Calgary,T2T,5.0,3.0,2.0,1,2.0,2.0
2015,0140,Calgary,T2X,1.0,1.0,36.0,36,1.0,0.0
2015,0140,Calgary,T2Z,4.0,3.0,4.0,1,4.0,0.0
2015,0140,Calgary,T3E,1.0,1.0,1.0,1,1.0,0.0
2015,0140,Calgary,T3E,4.0,3.0,10.0,5,2.0,0.0
2015,0140,Calgary,T3P,1.0,1.0,31.0,31,1.0,0.0
2015,0140,Calgary,T2C,5.0,3.0,33.0,2,16.5,4.0
2015,0140,Calgary,T2G,5.0,3.0,35.0,2,17.5,11.0
2015,0140,Calgary,T2M,2.0,1.0,8.0,6,1.33,0.0
2015,0140,Calgary,T2X,5.0,3.0,29.0,1,29.0,3.0
2015,0140,Calgary,T3B,4.0,3.0,8.0,2,4.0,0.0
2015,0140,Calgary,T3M,5.0,3.0,30.0,5,6.0,2.8
2015,0140,Calgary,T3P,4.0,3.0,6.0,2,3.0,0.0
2015,0140,Calgary,T3R,4.0,3.0,16.0,6,2.67,0.0
2015,0140,Calgary,T4C,2.0,1.0,12.0,6,2.0,0.0
2015,0140,Calgary,T2M,1.0,1.0,4.0,4,1.0,0.0
2015,0140,Calgary,T2T,2.0,1.0,20.0,12,1.67,0.0
2015,0140,Calgary,T2T,4.0,3.0,4.0,1,4.0,0.0
2015,0140,Calgary,T3H,2.0,3.0,4.0,2,2.0,0.0
2015,0140,Calgary,T3N,4.0,3.0,18.0,10,1.8,0.0
2015,0140,Calgary,T3R,5.0,3.0,8.0,2,4.0,2.5
2015,0140,Calgary,T4C,1.0,1.0,29.0,29,1.0,0.0
2015,0140,Calgary,T4C,4.0,3.0,3.0,2,1.5,0.0
2015,0140,Calgary,T0L,1.0,1.0,1.0,1,1.0,0.0
2015,0140,Calgary,T1X,1.0,1.0,14.0,14,1.0,0.0
2015,0140,Calgary,T2E,1.0,1.0,2.0,2,1.0,0.0
2015,0140,Calgary,T2E,2.0,1.0,11.0,6,1.83,0.0
2015,0140,Calgary,T2G,1.0,1.0,1.0,1,1.0,0.0
2015,0140,Calgary,T2T,1.0,1.0,4.0,4,1.0,0.0
2016,0140,Calgary,T0M,1.0,1.0,10.0,10,1.0,0.0
2016,0140,Calgary,T1X,4.0,3.0,6.0,2,3.0,0.0
2016,0140,Calgary,T2A,2.0,1.0,4.0,2,2.0,0.0
2016,0140,Calgary,T2H,4.0,3.0,5.0,2,2.5,0.0
2016,0140,Calgary,T2K,1.0,1.0,1.0,1,1.0,0.0
2016,0140,Calgary,T2X,4.0,1.0,5.0,2,2.5,0.0
2016,0140,Calgary,T2X,4.0,3.0,3.0,1,3.0,0.0
2016,0140,Calgary,T2X,5.0,3.0,169.0,4,42.25,3.75
2016,0140,Calgary,T3E,5.0,3.0,26.0,4,6.5,3.5
2016,0140,Calgary,T3G,1.0,1.0,2.0,2,1.0,0.0
2016,0140,Calgary,T3N,5.0,3.0,114.0,6,19.0,4.0
2016,0140,Calgary,nan,5.0,3.0,16.0,3,5.33,2.67
2016,0140,Calgary,T2M,4.0,1.0,4.0,1,4.0,0.0
2016,0140,Calgary,T2S,5.0,3.0,1.0,1,1.0,2.0
2016,0140,Calgary,T2T,5.0,3.0,11.0,3,3.67,3.0
2016,0140,Calgary,T3B,4.0,3.0,1.0,1,1.0,0.0
2016,0140,Calgary,T3H,2.0,3.0,2.0,1,2.0,0.0
2016,0140,Calgary,T3K,1.0,1.0,1.0,1,1.0,0.0
2016,0140,Calgary,T3M,5.0,3.0,61.0,11,5.55,3.0
2016,0140,Calgary,T2E,1.0,1.0,6.0,6,1.0,0.0
2016,0140,Calgary,T2J,1.0,1.0,6.0,6,1.0,0.0
2016,0140,Calgary,T2N,1.0,1.0,3.0,3,1.0,0.0
2016,0140,Calgary,T2T,1.0,1.0,10.0,10,1.0,0.0
2016,0140,Calgary,T2X,1.0,1.0,29.0,29,1.0,0.0
2016,0140,Calgary,T2X,2.0,1.0,13.0,10,1.3,0.0
2016,0140,Calgary,T2Z,4.0,3.0,10.0,6,1.67,0.0
2016,0140,Calgary,T3B,1.0,1.0,6.0,6,1.0,0.0
2016,0140,Calgary,T3B,2.0,1.0,6.0,4,1.5,0.0
2016,0140,Calgary,T3B,5.0,3.0,28.0,1,28.0,12.0
2016,0140,Calgary,T3E,2.0,1.0,10.0,7,1.43,0.0
2016,0140,Calgary,T3P,1.0,1.0,43.0,43,1.0,0.0
2016,0140,Calgary,T3R,4.0,3.0,11.0,6,1.83,0.0
2016,0140,Calgary,nan,4.0,3.0,19.0,9,2.11,0.0
2016,0140,Calgary,T2M,2.0,1.0,8.0,6,1.33,0.0
2016,0140,Calgary,T2N,2.0,1.0,7.0,4,1.75,0.0
2016,0140,Calgary,T2S,2.0,1.0,1.0,1,1.0,0.0
2016,0140,Calgary,T3L,1.0,1.0,1.0,1,1.0,0.0
2016,0140,Calgary,T4C,1.0,1.0,26.0,26,1.0,0.0
2016,0140,Calgary,T1X,1.0,1.0,14.0,14,1.0,0.0
2016,0140,Calgary,T2C,2.0,1.0,1.0,1,1.0,0.0
2016,0140,Calgary,T2E,4.0,3.0,7.0,2,3.5,0.0
2016,0140,Calgary,T2E,5.0,3.0,92.0,5,18.4,4.8
2016,0140,Calgary,T2N,5.0,3.0,27.0,3,9.0,6.0
2016,0140,Calgary,T2V,5.0,3.0,4.0,1,4.0,3.0
2016,0140,Calgary,T2Y,1.0,1.0,5.0,5,1.0,0.0
2016,0140,Calgary,T3C,2.0,1.0,3.0,2,1.5,0.0
2016,0140,Calgary,T3E,1.0,1.0,8.0,8,1.0,0.0
2016,0140,Calgary,T3M,1.0,1.0,46.0,46,1.0,0.0
2016,0140,Calgary,T3N,4.0,3.0,14.0,3,4.67,0.0
2016,0140,Calgary,T3P,5.0,3.0,2.0,1,2.0,2.0
2016,0140,Calgary,T3R,5.0,3.0,27.0,5,5.4,3.0
2016,0140,Calgary,T4C,4.0,3.0,12.0,7,1.71,0.0
2016,0140,Calgary,T4C,5.0,3.0,4.0,1,4.0,3.0
2016,0140,Calgary,T2G,5.0,3.0,116.0,4,29.0,17.25
2016,0140,Calgary,T2J,5.0,3.0,5.0,2,2.5,2.0
2016,0140,Calgary,T2N,4.0,3.0,1.0,1,1.0,0.0
2016,0140,Calgary,T2V,2.0,1.0,6.0,4,1.5,0.0
2016,0140,Calgary,T3E,4.0,3.0,19.0,5,3.8,0.0
2016,0140,Calgary,T3M,4.0,3.0,8.0,1,8.0,0.0
2016,0140,Calgary,T3Z,1.0,1.0,15.0,15,1.0,0.0
2016,0140,Calgary,nan,1.0,1.0,31.0,31,1.0,0.0
2016,0140,Calgary,nan,4.0,1.0,1.0,1,1.0,0.0
2016,0140,Calgary,T1X,2.0,1.0,1.0,1,1.0,0.0
2016,0140,Calgary,T2E,2.0,1.0,21.0,15,1.4,0.0
2016,0140,Calgary,T2V,1.0,1.0,2.0,2,1.0,0.0
2016,0140,Calgary,T2Z,5.0,3.0,13.0,2,6.5,4.0
2016,0140,Calgary,T3C,4.0,1.0,1.0,1,1.0,0.0
2016,0140,Calgary,T3M,2.0,3.0,2.0,2,1.0,0.0
2016,0140,Calgary,T3N,1.0,1.0,39.0,39,1.0,0.0
2016,0140,Calgary,T4C,2.0,1.0,10.0,5,2.0,0.0
2016,0140,Calgary,nan,2.0,1.0,18.0,10,1.8,0.0
2016,0140,Calgary,T2B,1.0,1.0,2.0,2,1.0,0.0
2016,0140,Calgary,T2H,5.0,3.0,18.0,2,9.0,3.0
2016,0140,Calgary,T2S,1.0,1.0,2.0,2,1.0,0.0
2016,0140,Calgary,T2T,4.0,3.0,2.0,1,2.0,0.0
2016,0140,Calgary,T3M,2.0,1.0,9.0,6,1.5,0.0
2016,0140,Calgary,T3M,4.0,1.0,1.0,1,1.0,0.0
2016,0140,Calgary,T3R,1.0,1.0,57.0,57,1.0,0.0
2016,0140,Calgary,T2C,5.0,3.0,13.0,2,6.5,4.0
2016,0140,Calgary,T2G,2.0,1.0,1.0,1,1.0,0.0
2016,0140,Calgary,T2T,2.0,1.0,15.0,10,1.5,0.0
2016,0140,Calgary,T2T,4.0,1.0,2.0,1,2.0,0.0
2016,0140,Calgary,T2Y,5.0,3.0,22.0,1,22.0,4.0
2016,0140,Calgary,T3A,4.0,3.0,5.0,1,5.0,0.0
2016,0140,Calgary,T3C,5.0,3.0,30.0,2,15.0,3.0
2016,0140,Calgary,T3H,5.0,3.0,5.0,1,5.0,3.0
2016,0140,Calgary,T3P,4.0,3.0,27.0,10,2.7,0.0
2016,0140,Calgary,T2J,4.0,3.0,7.0,3,2.33,0.0
2016,0140,Calgary,T2M,1.0,1.0,1.0,1,1.0,0.0
2016,0140,Calgary,T3C,1.0,1.0,2.0,2,1.0,0.0
2016,0140,Calgary,T3H,1.0,1.0,14.0,14,1.0,0.0
2016,0140,Calgary,T3N,2.0,1.0,11.0,7,1.57,0.0
2016,0140,Calgary,T3P,2.0,1.0,4.0,3,1.33,0.0
2017,0140,Calgary,T0M,1.0,1.0,34.0,34,1.0,0.0
2017,0140,Calgary,T2H,1.0,1.0,1.0,1,1.0,0.0
2017,0140,Calgary,T2J,5.0,3.0,3.0,2,1.5,2.0
2017,0140,Calgary,T2K,1.0,1.0,2.0,2,1.0,0.0
2017,0140,Calgary,T2S,4.0,1.0,3.0,1,3.0,0.0
2017,0140,Calgary,T2V,2.0,1.0,2.0,2,1.0,0.0
2017,0140,Calgary,T2X,5.0,3.0,132.0,6,22.0,4.0
2017,0140,Calgary,T2Z,1.0,1.0,4.0,4,1.0,0.0
2017,0140,Calgary,T3B,5.0,3.0,10.0,1,10.0,12.0
2017,0140,Calgary,T3C,2.0,1.0,2.0,2,1.0,0.0
2017,0140,Calgary,T3N,4.0,3.0,10.0,7,1.43,0.0
2017,0140,Calgary,T4A,4.0,3.0,1.0,1,1.0,0.0
2017,0140,Calgary,nan,4.0,3.0,5.0,3,1.67,0.0
2017,0140,Calgary,T2H,5.0,3.0,4.0,1,4.0,4.0
2017,0140,Calgary,T2J,1.0,1.0,2.0,2,1.0,0.0
2017,0140,Calgary,T2K,2.0,1.0,1.0,1,1.0,0.0
2017,0140,Calgary,T2M,4.0,1.0,8.0,1,8.0,0.0
2017,0140,Calgary,T2N,5.0,3.0,10.0,2,5.0,5.0
2017,0140,Calgary,T3B,1.0,1.0,4.0,4,1.0,0.0
2017,0140,Calgary,T3C,1.0,1.0,3.0,3,1.0,0.0
2017,0140,Calgary,T3M,5.0,3.0,82.0,7,11.71,3.86
2017,0140,Calgary,T3Z,2.0,1.0,2.0,1,2.0,0.0
2017,0140,Calgary,nan,2.0,1.0,2.0,1,2.0,0.0
2017,0140,Calgary,T1X,1.0,1.0,13.0,13,1.0,0.0
2017,0140,Calgary,T2G,5.0,3.0,125.0,5,25.0,14.6
2017,0140,Calgary,T2M,5.0,3.0,14.0,1,14.0,4.0
2017,0140,Calgary,T2X,4.0,1.0,3.0,1,3.0,0.0
2017,0140,Calgary,T3C,5.0,3.0,10.0,3,3.33,3.67
2017,0140,Calgary,T3J,1.0,1.0,3.0,3,1.0,0.0
2017,0140,Calgary,T3N,5.0,3.0,165.0,7,23.57,4.0
2017,0140,Calgary,T3R,1.0,1.0,79.0,79,1.0,0.0
2017,0140,Calgary,T4C,2.0,3.0,2.0,1,2.0,0.0
2017,0140,Calgary,T4C,4.0,1.0,7.0,4,1.75,0.0
2017,0140,Calgary,T2A,2.0,1.0,1.0,1,1.0,0.0
2017,0140,Calgary,T2E,1.0,1.0,3.0,3,1.0,0.0
2017,0140,Calgary,T2N,4.0,1.0,2.0,1,2.0,0.0
2017,0140,Calgary,T2V,1.0,1.0,1.0,1,1.0,0.0
2017,0140,Calgary,T2X,2.0,1.0,8.0,5,1.6,0.0
2017,0140,Calgary,T2Z,5.0,3.0,3.0,1,3.0,4.0
2017,0140,Calgary,T3E,5.0,3.0,77.0,5,15.4,3.8
2017,0140,Calgary,T3M,2.0,3.0,3.0,3,1.0,0.0
2017,0140,Calgary,T4A,2.0,1.0,2.0,1,2.0,0.0
2017,0140,Calgary,T4B,4.0,1.0,6.0,2,3.0,0.0
2017,0140,Calgary,nan,5.0,3.0,19.0,4,4.75,2.5
2017,0140,Calgary,T2E,2.0,1.0,13.0,9,1.44,0.0
2017,0140,Calgary,T2H,2.0,1.0,1.0,1,1.0,0.0
2017,0140,Calgary,T2M,1.0,1.0,4.0,4,1.0,0.0
2017,0140,Calgary,T2R,5.0,3.0,38.0,1,38.0,18.0
2017,0140,Calgary,T2S,1.0,1.0,3.0,3,1.0,0.0
2017,0140,Calgary,T2X,1.0,1.0,32.0,32,1.0,0.0
2017,0140,Calgary,T3E,2.0,1.0,20.0,13,1.54,0.0
2017,0140,Calgary,T3H,1.0,1.0,12.0,12,1.0,0.0
2017,0140,Calgary,T3H,2.0,1.0,2.0,2,1.0,0.0
2017,0140,Calgary,T3H,5.0,3.0,15.0,2,7.5,3.5
2017,0140,Calgary,T3L,1.0,1.0,1.0,1,1.0,0.0
2017,0140,Calgary,T3P,2.0,1.0,10.0,6,1.67,0.0
2017,0140,Calgary,T3P,4.0,3.0,11.0,7,1.57,0.0
2017,0140,Calgary,T3R,5.0,3.0,122.0,7,17.43,4.29
2017,0140,Calgary,T3Z,1.0,1.0,14.0,14,1.0,0.0
2017,0140,Calgary,T4B,1.0,1.0,16.0,16,1.0,0.0
2017,0140,Calgary,T4C,4.0,3.0,8.0,6,1.33,0.0
2017,0140,Calgary,T4C,5.0,3.0,4.0,1,4.0,3.0
2017,0140,Calgary,nan,1.0,1.0,19.0,19,1.0,0.0
2017,0140,Calgary,nan,4.0,1.0,8.0,4,2.0,0.0
2017,0140,Calgary,T2C,2.0,1.0,2.0,1,2.0,0.0
2017,0140,Calgary,T2E,5.0,3.0,202.0,10,20.2,4.3
2017,0140,Calgary,T2N,1.0,1.0,2.0,2,1.0,0.0
2017,0140,Calgary,T2T,2.0,1.0,17.0,11,1.55,0.0
2017,0140,Calgary,T2Y,1.0,1.0,5.0,5,1.0,0.0
2017,0140,Calgary,T3A,1.0,1.0,7.0,7,1.0,0.0
2017,0140,Calgary,T3B,2.0,1.0,7.0,6,1.17,0.0
2017,0140,Calgary,T3E,4.0,1.0,8.0,2,4.0,0.0
2017,0140,Calgary,T3G,1.0,1.0,2.0,2,1.0,0.0
2017,0140,Calgary,T3H,2.0,3.0,2.0,1,2.0,0.0
2017,0140,Calgary,T3N,2.0,1.0,37.0,23,1.61,0.0
2017,0140,Calgary,T4C,2.0,1.0,6.0,3,2.0,0.0
2017,0140,Calgary,T0M,2.0,1.0,4.0,2,2.0,0.0
2017,0140,Calgary,T2H,2.0,3.0,6.0,3,2.0,0.0
2017,0140,Calgary,T2H,4.0,1.0,3.0,1,3.0,0.0
2017,0140,Calgary,T2M,4.0,3.0,2.0,1,2.0,0.0
2017,0140,Calgary,T2P,5.0,3.0,146.0,4,36.5,26.5
2017,0140,Calgary,T2S,2.0,3.0,2.0,1,2.0,0.0
2017,0140,Calgary,T2T,4.0,3.0,6.0,2,3.0,0.0
2017,0140,Calgary,T3M,2.0,1.0,7.0,4,1.75,0.0
2017,0140,Calgary,T3P,1.0,1.0,43.0,43,1.0,0.0
2017,0140,Calgary,T3R,2.0,1.0,1.0,1,1.0,0.0
2017,0140,Calgary,T4A,1.0,1.0,5.0,5,1.0,0.0
2017,0140,Calgary,T2M,2.0,1.0,6.0,6,1.0,0.0
2017,0140,Calgary,T2S,2.0,1.0,2.0,1,2.0,0.0
2017,0140,Calgary,T3M,1.0,1.0,36.0,36,1.0,0.0
2017,0140,Calgary,T3M,4.0,3.0,6.0,1,6.0,0.0
2017,0140,Calgary,T3N,4.0,1.0,10.0,5,2.0,0.0
2017,0140,Calgary,T3P,4.0,1.0,5.0,1,5.0,0.0
2017,0140,Calgary,T3P,5.0,3.0,1.0,1,1.0,2.0
2017,0140,Calgary,T3R,4.0,3.0,32.0,13,2.46,0.0
2017,0140,Calgary,T4C,1.0,1.0,34.0,34,1.0,0.0
2017,0140,Calgary,T1X,2.0,1.0,3.0,2,1.5,0.0
2017,0140,Calgary,T2J,4.0,3.0,2.0,1,2.0,0.0
2017,0140,Calgary,T2T,1.0,1.0,4.0,4,1.0,0.0
2017,0140,Calgary,T2T,5.0,3.0,3.0,1,3.0,4.0
2017,0140,Calgary,T2Y,5.0,3.0,22.0,1,22.0,4.0
2017,0140,Calgary,T2Z,4.0,3.0,3.0,2,1.5,0.0
2017,0140,Calgary,T3E,1.0,1.0,4.0,4,1.0,0.0
2017,0140,Calgary,T3E,4.0,3.0,14.0,6,2.33,0.0
2017,0140,Calgary,T4A,5.0,3.0,1.0,1,1.0,2.0
2017,0140,Calgary,T2N,2.0,1.0,9.0,6,1.5,0.0
2017,0140,Calgary,T2X,4.0,3.0,24.0,8,3.0,0.0
2017,0140,Calgary,T3N,1.0,1.0,61.0,61,1.0,0.0
2018,0140,Calgary,T2E,1.0,1.0,4.0,4,1.0,0.0
2018,0140,Calgary,T2P,5.0,3.0,47.0,4,11.75,14.75
2018,0140,Calgary,T2T,5.0,3.0,26.0,1,26.0,4.0
2018,0140,Calgary,T2V,2.0,1.0,3.0,2,1.5,0.0
2018,0140,Calgary,T3B,4.0,1.0,2.0,1,2.0,0.0
