reference_period,ref_qq,metcode,metro,inventory,num_structures,unitsperstructure,avgstorycnt,inventory_per_10kpop
2018-09-01,3,2440,Victoria,89.0,79,1.13,0.19,2.22
2018-12-01,4,2440,Victoria,106.0,78,1.36,0.49,2.63
2019-03-01,1,2440,Victoria,137.0,105,1.3,0.36,3.39
2019-06-01,2,2440,Victoria,136.0,106,1.28,0.26,3.35
2019-09-01,3,2440,Victoria,211.0,116,1.82,0.42,5.18
2019-12-01,4,2440,Victoria,250.0,135,1.85,0.49,6.12
2020-03-01,1,2440,Victoria,210.0,107,1.96,0.79,5.12
2020-06-01,2,2440,Victoria,201.0,101,1.99,0.94,4.89
2020-09-01,3,2440,Victoria,252.0,86,2.93,1.47,6.13
2020-12-01,4,2440,Victoria,172.0,54,3.19,2.37,4.17
2021-03-01,1,2440,Victoria,125.0,29,4.31,3.83,3.02
2021-06-01,2,2440,Victoria,126.0,27,4.67,4.93,3.02
2021-09-01,3,2440,Victoria,106.0,24,4.42,4.29,2.53
2021-12-01,4,2440,Victoria,71.0,23,3.09,3.96,1.68
2022-03-01,1,2440,Victoria,37.0,16,2.31,5.0,0.87
2022-06-01,2,2440,Victoria,34.0,18,1.89,2.56,0.8
2022-09-01,3,2440,Victoria,62.0,43,1.44,1.21,1.45
2022-12-01,4,2440,Victoria,85.0,62,1.37,0.34,1.98
2023-03-01,1,2440,Victoria,133.0,93,1.43,0.24,3.08
2023-06-01,2,2440,Victoria,111.0,82,1.35,0.29,2.56
2023-09-01,3,2440,Victoria,231.0,84,2.75,0.25,5.3
2023-12-01,4,2440,Victoria,196.0,104,1.88,0.2,4.48
1988-06-01,2,2680,Winnipeg,210.0,525,0.4,0.06,3.16
1988-09-01,3,2680,Winnipeg,233.0,538,0.43,0.06,3.5
1988-12-01,4,2680,Winnipeg,248.0,382,0.65,0.17,3.72
1989-03-01,1,2680,Winnipeg,317.0,242,1.31,0.28,4.75
1989-06-01,2,2680,Winnipeg,321.0,370,0.87,0.18,4.81
1989-09-01,3,2680,Winnipeg,336.0,422,0.8,0.17,5.02
1989-12-01,4,2680,Winnipeg,317.0,374,0.85,0.14,4.73
1990-03-01,1,2680,Winnipeg,325.0,274,1.19,0.2,4.84
1990-06-01,2,2680,Winnipeg,273.0,389,0.7,0.15,4.06
1990-09-01,3,2680,Winnipeg,314.0,346,0.91,0.18,4.65
1990-12-01,4,2680,Winnipeg,284.0,336,0.85,0.15,4.2
1991-03-01,1,2680,Winnipeg,247.0,203,1.22,0.26,3.65
1991-06-01,2,2680,Winnipeg,209.0,223,0.94,0.22,3.08
1991-09-01,3,2680,Winnipeg,231.0,291,0.79,0.17,3.41
1991-12-01,4,2680,Winnipeg,238.0,215,1.11,0.23,3.51
1992-03-01,1,2680,Winnipeg,222.0,219,1.01,0.17,3.27
1992-06-01,2,2680,Winnipeg,205.0,253,0.81,0.08,3.02
1992-09-01,3,2680,Winnipeg,208.0,243,0.86,0.09,3.06
1992-12-01,4,2680,Winnipeg,207.0,243,0.85,0.07,3.04
1993-03-01,1,2680,Winnipeg,210.0,202,1.04,0.03,3.08
1993-06-01,2,2680,Winnipeg,206.0,300,0.69,0.02,3.02
1993-09-01,3,2680,Winnipeg,185.0,304,0.61,0.02,2.71
1993-12-01,4,2680,Winnipeg,284.0,386,0.74,0.01,4.16
1994-03-01,1,2680,Winnipeg,246.0,257,0.96,0.01,3.6
1994-06-01,2,2680,Winnipeg,206.0,292,0.71,0.01,3.01
1994-09-01,3,2680,Winnipeg,239.0,324,0.74,0.01,3.49
1994-12-01,4,2680,Winnipeg,275.0,334,0.82,0.01,4.01
1995-03-01,1,2680,Winnipeg,249.0,237,1.05,0.0,3.63
1995-06-01,2,2680,Winnipeg,331.0,391,0.85,0.01,4.83
1995-09-01,3,2680,Winnipeg,356.0,405,0.88,0.01,5.2
1995-12-01,4,2680,Winnipeg,285.0,329,0.87,0.01,4.16
1996-03-01,1,2680,Winnipeg,250.0,255,0.98,0.01,3.65
1996-06-01,2,2680,Winnipeg,238.0,269,0.88,0.01,3.48
1996-09-01,3,2680,Winnipeg,180.0,199,0.9,0.02,2.63
1996-12-01,4,2680,Winnipeg,146.0,170,0.86,0.02,2.14
1997-03-01,1,2680,Winnipeg,220.0,275,0.8,0.01,3.22
1997-06-01,2,2680,Winnipeg,183.0,239,0.77,0.0,2.68
1997-09-01,3,2680,Winnipeg,248.0,296,0.84,0.0,3.63
1997-12-01,4,2680,Winnipeg,180.0,273,0.66,0.0,2.63
1998-03-01,1,2680,Winnipeg,206.0,242,0.85,0.0,3.01
1998-06-01,2,2680,Winnipeg,223.0,290,0.77,0.0,3.25
1998-09-01,3,2680,Winnipeg,232.0,320,0.73,0.0,3.38
1998-12-01,4,2680,Winnipeg,246.0,276,0.89,0.0,3.58
1999-03-01,1,2680,Winnipeg,208.0,205,1.01,0.0,3.02
1999-06-01,2,2680,Winnipeg,182.0,178,1.02,0.0,2.64
1999-09-01,3,2680,Winnipeg,206.0,301,0.68,0.0,2.98
1999-12-01,4,2680,Winnipeg,175.0,237,0.74,0.0,2.53
2000-03-01,1,2680,Winnipeg,176.0,239,0.74,0.0,2.54
2000-06-01,2,2680,Winnipeg,168.0,245,0.69,0.0,2.42
2000-09-01,3,2680,Winnipeg,201.0,279,0.72,0.0,2.89
2000-12-01,4,2680,Winnipeg,215.0,327,0.66,0.0,3.09
2001-03-01,1,2680,Winnipeg,203.0,276,0.74,0.0,2.91
2001-06-01,2,2680,Winnipeg,200.0,321,0.62,0.04,2.87
2001-09-01,3,2680,Winnipeg,158.0,259,0.61,0.0,2.26
2001-12-01,4,2680,Winnipeg,168.0,260,0.65,0.0,2.4
2002-03-01,1,2680,Winnipeg,124.0,174,0.71,0.0,1.77
2002-06-01,2,2680,Winnipeg,238.0,294,0.81,0.0,3.39
2002-09-01,3,2680,Winnipeg,150.0,327,0.46,0.0,2.13
2002-12-01,4,2680,Winnipeg,108.0,185,0.58,0.0,1.53
2003-03-01,1,2680,Winnipeg,109.0,139,0.78,0.0,1.55
2003-06-01,2,2680,Winnipeg,149.0,328,0.45,0.0,2.11
2003-09-01,3,2680,Winnipeg,182.0,367,0.5,0.0,2.57
2003-12-01,4,2680,Winnipeg,144.0,258,0.56,0.0,2.03
2004-03-01,1,2680,Winnipeg,98.0,150,0.65,0.0,1.38
2004-06-01,2,2680,Winnipeg,174.0,323,0.54,0.0,2.44
2004-09-01,3,2680,Winnipeg,203.0,315,0.64,0.0,2.85
2004-12-01,4,2680,Winnipeg,223.0,313,0.71,0.0,3.13
2005-03-01,1,2680,Winnipeg,216.0,271,0.8,0.0,3.03
2005-06-01,2,2680,Winnipeg,241.0,398,0.61,0.0,3.37
2005-09-01,3,2680,Winnipeg,186.0,379,0.49,0.01,2.6
2005-12-01,4,2680,Winnipeg,204.0,333,0.61,0.01,2.85
2006-03-01,1,2680,Winnipeg,162.0,224,0.72,0.03,2.26
2006-06-01,2,2680,Winnipeg,239.0,440,0.54,0.03,3.33
2006-09-01,3,2680,Winnipeg,251.0,487,0.52,0.01,3.5
2006-12-01,4,2680,Winnipeg,229.0,318,0.72,0.04,3.19
2007-03-01,1,2680,Winnipeg,198.0,244,0.81,0.03,2.75
2007-06-01,2,2680,Winnipeg,247.0,394,0.63,0.02,3.43
2007-09-01,3,2680,Winnipeg,251.0,395,0.64,0.02,3.48
2007-12-01,4,2680,Winnipeg,285.0,338,0.84,0.05,3.95
2008-03-01,1,2680,Winnipeg,229.0,247,0.93,0.07,3.17
2008-06-01,2,2680,Winnipeg,280.0,401,0.7,0.03,3.86
2008-09-01,3,2680,Winnipeg,392.0,492,0.8,0.04,5.39
2008-12-01,4,2680,Winnipeg,429.0,421,1.02,0.07,5.89
2009-03-01,1,2680,Winnipeg,373.0,304,1.23,0.1,5.11
2009-06-01,2,2680,Winnipeg,429.0,538,0.8,0.06,5.86
2009-09-01,3,2680,Winnipeg,313.0,229,1.37,0.19,4.27
2009-12-01,4,2680,Winnipeg,274.0,187,1.47,0.2,3.73
2010-03-01,1,2680,Winnipeg,264.0,152,1.74,0.18,3.58
2010-06-01,2,2680,Winnipeg,271.0,187,1.45,0.13,3.67
2010-09-01,3,2680,Winnipeg,335.0,222,1.51,0.09,4.52
2010-12-01,4,2680,Winnipeg,311.0,207,1.5,0.07,4.18
2011-03-01,1,2680,Winnipeg,233.0,136,1.71,0.11,3.12
2011-06-01,2,2680,Winnipeg,239.0,177,1.35,0.08,3.19
2011-09-01,3,2680,Winnipeg,225.0,178,1.26,0.11,2.99
2011-12-01,4,2680,Winnipeg,259.0,205,1.26,0.12,3.43
2012-03-01,1,2680,Winnipeg,169.0,134,1.26,0.21,2.23
2012-06-01,2,2680,Winnipeg,253.0,192,1.32,0.25,3.33
2012-09-01,3,2680,Winnipeg,335.0,247,1.36,0.19,4.39
2012-12-01,4,2680,Winnipeg,351.0,241,1.46,0.23,4.59
2013-03-01,1,2680,Winnipeg,401.0,290,1.38,0.22,5.22
2013-06-01,2,2680,Winnipeg,384.0,272,1.41,0.2,4.99
2013-09-01,3,2680,Winnipeg,463.0,334,1.39,0.17,5.99
2013-12-01,4,2680,Winnipeg,484.0,328,1.48,0.19,6.24
2014-03-01,1,2680,Winnipeg,555.0,349,1.59,0.2,7.13
2014-06-01,2,2680,Winnipeg,537.0,315,1.7,0.25,6.88
2014-09-01,3,2680,Winnipeg,461.0,254,1.81,0.28,5.9
2014-12-01,4,2680,Winnipeg,482.0,296,1.63,0.25,6.15
2015-03-01,1,2680,Winnipeg,635.0,351,1.81,0.25,8.07
2015-06-01,2,2680,Winnipeg,661.0,345,1.92,0.22,8.36
2015-09-01,3,2680,Winnipeg,563.0,294,1.91,0.27,7.08
2015-12-01,4,2680,Winnipeg,815.0,350,2.33,0.25,10.2
2016-03-01,1,2680,Winnipeg,737.0,343,2.15,0.24,9.18
2016-06-01,2,2680,Winnipeg,592.0,290,2.04,0.29,7.33
2016-09-01,3,2680,Winnipeg,482.0,234,2.06,0.34,5.94
2016-12-01,4,2680,Winnipeg,595.0,281,2.12,0.35,7.29
2017-03-01,1,2680,Winnipeg,492.0,268,1.84,0.27,6.0
2017-06-01,2,2680,Winnipeg,433.0,231,1.87,0.25,5.26
2017-09-01,3,2680,Winnipeg,433.0,243,1.78,0.29,5.24
2017-12-01,4,2680,Winnipeg,477.0,310,1.54,0.21,5.75
2018-03-01,1,2680,Winnipeg,543.0,368,1.48,0.18,6.51
2018-06-01,2,2680,Winnipeg,566.0,390,1.45,0.15,6.76
2018-09-01,3,2680,Winnipeg,483.0,338,1.43,0.18,5.75
2018-12-01,4,2680,Winnipeg,721.0,413,1.75,0.23,8.55
2019-03-01,1,2680,Winnipeg,824.0,456,1.81,0.23,9.74
2019-06-01,2,2680,Winnipeg,667.0,376,1.77,0.28,7.87
2019-09-01,3,2680,Winnipeg,611.0,359,1.7,0.27,7.21
2019-12-01,4,2680,Winnipeg,597.0,358,1.67,0.26,7.03
2020-03-01,1,2680,Winnipeg,599.0,370,1.62,0.26,7.04
2020-06-01,2,2680,Winnipeg,514.0,332,1.55,0.3,6.02
2020-09-01,3,2680,Winnipeg,442.0,283,1.56,0.33,5.18
2020-12-01,4,2680,Winnipeg,329.0,200,1.65,0.36,3.84
2021-03-01,1,2680,Winnipeg,289.0,173,1.67,0.41,3.36
2021-06-01,2,2680,Winnipeg,198.0,115,1.72,0.56,2.29
2021-09-01,3,2680,Winnipeg,190.0,111,1.71,0.58,2.19
2021-12-01,4,2680,Winnipeg,194.0,136,1.43,0.4,2.23
2022-03-01,1,2680,Winnipeg,176.0,137,1.28,0.28,2.01
2022-06-01,2,2680,Winnipeg,187.0,119,1.57,0.35,2.13
2022-09-01,3,2680,Winnipeg,179.0,114,1.57,0.33,2.03
2022-12-01,4,2680,Winnipeg,233.0,172,1.35,0.2,2.62
2023-03-01,1,2680,Winnipeg,288.0,224,1.29,0.16,3.22
2023-06-01,2,2680,Winnipeg,382.0,307,1.24,0.11,4.24
2023-09-01,3,2680,Winnipeg,469.0,357,1.31,0.12,5.16
2023-12-01,4,2680,Winnipeg,510.0,406,1.26,0.1,5.57
