reference_period,ref_qq,metcode,metro,inventory,num_structures,unitsperstructure,avgstorycnt,inventory_per_10kpop
1988-06-01,2,0140,Calgary,172.0,306,0.56,0.08,2.41
1988-09-01,3,0140,Calgary,137.0,550,0.25,0.05,1.9
1988-12-01,4,0140,Calgary,118.0,400,0.3,0.07,1.63
1989-03-01,1,0140,Calgary,146.0,339,0.43,0.01,2.0
1989-06-01,2,0140,Calgary,233.0,618,0.38,0.0,3.17
1989-09-01,3,0140,Calgary,290.0,742,0.39,0.0,3.91
1989-12-01,4,0140,Calgary,363.0,640,0.57,0.0,4.86
1990-03-01,1,0140,Calgary,426.0,893,0.48,0.0,5.66
1990-06-01,2,0140,Calgary,585.0,1150,0.51,0.0,7.73
1990-09-01,3,0140,Calgary,634.0,1255,0.51,0.0,8.34
1990-12-01,4,0140,Calgary,575.0,946,0.61,0.0,7.52
1991-03-01,1,0140,Calgary,519.0,700,0.74,0.01,6.76
1991-06-01,2,0140,Calgary,663.0,803,0.83,0.01,8.59
1991-09-01,3,0140,Calgary,689.0,1013,0.68,0.01,8.88
1991-12-01,4,0140,Calgary,645.0,900,0.72,0.01,8.28
1992-03-01,1,0140,Calgary,614.0,925,0.66,0.0,7.85
1992-06-01,2,0140,Calgary,614.0,1106,0.56,0.0,7.82
1992-09-01,3,0140,Calgary,516.0,1087,0.47,0.0,6.56
1992-12-01,4,0140,Calgary,554.0,916,0.6,0.0,7.02
1993-03-01,1,0140,Calgary,581.0,815,0.71,0.0,7.33
1993-06-01,2,0140,Calgary,716.0,1088,0.66,0.0,9.0
1993-09-01,3,0140,Calgary,683.0,1125,0.61,0.0,8.54
1993-12-01,4,0140,Calgary,641.0,1016,0.63,0.0,7.98
1994-03-01,1,0140,Calgary,739.0,965,0.77,0.0,9.15
1994-06-01,2,0140,Calgary,669.0,1200,0.56,0.0,8.24
1994-09-01,3,0140,Calgary,727.0,1270,0.57,0.0,8.91
1994-12-01,4,0140,Calgary,671.0,969,0.69,0.0,8.18
1995-03-01,1,0140,Calgary,938.0,1120,0.84,0.0,11.37
1995-06-01,2,0140,Calgary,906.0,1343,0.67,0.0,10.92
1995-09-01,3,0140,Calgary,758.0,1286,0.59,0.0,9.09
1995-12-01,4,0140,Calgary,976.0,1132,0.86,0.0,11.62
1996-03-01,1,0140,Calgary,974.0,1137,0.86,0.0,11.52
1996-06-01,2,0140,Calgary,885.0,1252,0.71,0.0,10.38
1996-09-01,3,0140,Calgary,754.0,1200,0.63,0.0,8.77
1996-12-01,4,0140,Calgary,692.0,1051,0.66,0.0,7.98
1997-03-01,1,0140,Calgary,669.0,981,0.68,0.0,7.65
1997-06-01,2,0140,Calgary,604.0,1198,0.5,0.0,6.84
1997-09-01,3,0140,Calgary,567.0,1298,0.44,0.0,6.36
1997-12-01,4,0140,Calgary,551.0,1274,0.43,0.0,6.12
1998-03-01,1,0140,Calgary,616.0,1186,0.52,0.0,6.79
1998-06-01,2,0140,Calgary,701.0,1414,0.5,0.0,7.67
1998-09-01,3,0140,Calgary,785.0,1667,0.47,0.0,8.54
1998-12-01,4,0140,Calgary,865.0,1642,0.53,0.01,9.35
1999-03-01,1,0140,Calgary,1062.0,1526,0.7,0.02,11.4
1999-06-01,2,0140,Calgary,1093.0,1529,0.71,0.02,11.65
1999-09-01,3,0140,Calgary,1041.0,1506,0.69,0.02,11.03
1999-12-01,4,0140,Calgary,1150.0,1552,0.74,0.04,12.11
2000-03-01,1,0140,Calgary,1219.0,1516,0.8,0.07,12.75
2000-06-01,2,0140,Calgary,1338.0,1721,0.78,0.06,13.9
2000-09-01,3,0140,Calgary,1245.0,1737,0.72,0.07,12.86
2000-12-01,4,0140,Calgary,1319.0,1557,0.85,0.11,13.53
2001-03-01,1,0140,Calgary,1614.0,1585,1.02,0.13,16.45
2001-06-01,2,0140,Calgary,1513.0,1647,0.92,0.11,15.31
2001-09-01,3,0140,Calgary,1318.0,1671,0.79,0.1,13.21
2001-12-01,4,0140,Calgary,1123.0,1565,0.72,0.1,11.18
2002-03-01,1,0140,Calgary,1022.0,1446,0.71,0.1,10.11
2002-06-01,2,0140,Calgary,952.0,1526,0.62,0.09,9.36
2002-09-01,3,0140,Calgary,878.0,1592,0.55,0.07,8.6
2002-12-01,4,0140,Calgary,866.0,1417,0.61,0.08,8.43
2003-03-01,1,0140,Calgary,948.0,1462,0.65,0.07,9.18
2003-06-01,2,0140,Calgary,974.0,1610,0.6,0.06,9.38
2003-09-01,3,0140,Calgary,982.0,1661,0.59,0.04,9.42
2003-12-01,4,0140,Calgary,1149.0,1687,0.68,0.04,10.95
2004-03-01,1,0140,Calgary,1157.0,1467,0.79,0.03,10.95
2004-06-01,2,0140,Calgary,1136.0,1647,0.69,0.01,10.67
2004-09-01,3,0140,Calgary,1120.0,1770,0.63,0.01,10.42
2004-12-01,4,0140,Calgary,1186.0,1699,0.7,0.01,10.94
2005-03-01,1,0140,Calgary,1289.0,1404,0.92,0.0,11.8
2005-06-01,2,0140,Calgary,1307.0,1709,0.76,0.0,11.86
2005-09-01,3,0140,Calgary,996.0,1605,0.62,0.0,8.96
2005-12-01,4,0140,Calgary,794.0,1350,0.59,0.0,7.08
2006-03-01,1,0140,Calgary,672.0,1307,0.51,0.0,5.95
2006-06-01,2,0140,Calgary,557.0,1353,0.41,0.0,4.9
2006-09-01,3,0140,Calgary,564.0,1202,0.47,0.0,4.93
2006-12-01,4,0140,Calgary,543.0,1136,0.48,0.0,4.72
2007-03-01,1,0140,Calgary,506.0,1064,0.48,0.0,4.36
2007-06-01,2,0140,Calgary,503.0,1394,0.36,0.0,4.31
2007-09-01,3,0140,Calgary,515.0,1155,0.45,0.0,4.38
2007-12-01,4,0140,Calgary,560.0,1410,0.4,0.0,4.73
2008-03-01,1,0140,Calgary,797.0,1357,0.59,0.03,6.69
2008-06-01,2,0140,Calgary,753.0,1283,0.59,0.01,6.28
2008-09-01,3,0140,Calgary,884.0,1251,0.71,0.01,7.3
2008-12-01,4,0140,Calgary,1008.0,1292,0.78,0.01,8.28
2009-03-01,1,0140,Calgary,1114.0,1209,0.92,0.01,9.1
2009-06-01,2,0140,Calgary,1084.0,1166,0.93,0.01,8.81
2009-09-01,3,0140,Calgary,908.0,514,1.77,0.03,7.37
2009-12-01,4,0140,Calgary,898.0,490,1.83,0.05,7.26
2010-03-01,1,0140,Calgary,920.0,488,1.89,0.07,7.4
2010-06-01,2,0140,Calgary,1059.0,451,2.35,0.08,8.48
2010-09-01,3,0140,Calgary,1181.0,455,2.6,0.6,9.42
2010-12-01,4,0140,Calgary,1130.0,503,2.25,0.53,8.97
2011-03-01,1,0140,Calgary,1079.0,443,2.44,0.61,8.51
2011-06-01,2,0140,Calgary,1007.0,467,2.16,0.52,7.89
2011-09-01,3,0140,Calgary,1071.0,543,1.97,0.45,8.33
2011-12-01,4,0140,Calgary,954.0,617,1.55,0.37,7.37
2012-03-01,1,0140,Calgary,1029.0,575,1.79,0.41,7.88
2012-06-01,2,0140,Calgary,915.0,551,1.66,0.44,6.95
2012-09-01,3,0140,Calgary,848.0,565,1.5,0.35,6.38
2012-12-01,4,0140,Calgary,864.0,542,1.59,0.3,6.45
2013-03-01,1,0140,Calgary,909.0,490,1.86,0.33,6.73
2013-06-01,2,0140,Calgary,853.0,491,1.74,0.2,6.27
2013-09-01,3,0140,Calgary,654.0,479,1.37,0.16,4.76
2013-12-01,4,0140,Calgary,515.0,456,1.13,0.09,3.72
2014-03-01,1,0140,Calgary,506.0,466,1.09,0.08,3.64
2014-06-01,2,0140,Calgary,473.0,423,1.12,0.04,3.38
2014-09-01,3,0140,Calgary,399.0,365,1.09,0.02,2.84
2014-12-01,4,0140,Calgary,451.0,417,1.08,0.01,3.2
2015-03-01,1,0140,Calgary,554.0,448,1.24,0.03,3.91
2015-06-01,2,0140,Calgary,560.0,436,1.28,0.06,3.93
2015-09-01,3,0140,Calgary,607.0,410,1.48,0.14,4.25
2015-12-01,4,0140,Calgary,807.0,503,1.6,0.17,5.62
2016-03-01,1,0140,Calgary,957.0,527,1.82,0.15,6.64
2016-06-01,2,0140,Calgary,1092.0,541,2.02,0.24,7.55
2016-09-01,3,0140,Calgary,1276.0,539,2.37,0.35,8.8
2016-12-01,4,0140,Calgary,1510.0,617,2.45,0.47,10.38
2017-03-01,1,0140,Calgary,2013.0,722,2.79,0.52,13.78
2017-06-01,2,0140,Calgary,1917.0,685,2.8,0.61,13.07
2017-09-01,3,0140,Calgary,1782.0,657,2.71,0.64,12.1
2017-12-01,4,0140,Calgary,2030.0,728,2.79,0.62,13.72
2018-03-01,1,0140,Calgary,2009.0,775,2.59,0.58,13.51
2018-06-01,2,0140,Calgary,1917.0,818,2.34,0.53,12.83
2018-09-01,3,0140,Calgary,2087.0,887,2.35,0.51,13.88
2018-12-01,4,0140,Calgary,2105.0,968,2.17,0.44,13.93
2019-03-01,1,0140,Calgary,1971.0,984,2.0,0.42,12.98
2019-06-01,2,0140,Calgary,1978.0,1013,1.95,0.42,12.97
2019-09-01,3,0140,Calgary,2077.0,1066,1.95,0.45,13.54
2019-12-01,4,0140,Calgary,2217.0,1117,1.98,0.37,14.39
2020-03-01,1,0140,Calgary,2349.0,1072,2.19,0.4,15.19
2020-06-01,2,0140,Calgary,2315.0,1074,2.16,0.33,14.93
2020-09-01,3,0140,Calgary,2028.0,936,2.17,0.37,13.1
2020-12-01,4,0140,Calgary,1942.0,815,2.38,0.46,12.5
2021-03-01,1,0140,Calgary,1701.0,711,2.39,0.49,10.89
2021-06-01,2,0140,Calgary,1236.0,596,2.07,0.52,7.87
2021-09-01,3,0140,Calgary,1064.0,594,1.79,0.43,6.7
2021-12-01,4,0140,Calgary,1019.0,555,1.84,0.43,6.37
2022-03-01,1,0140,Calgary,794.0,430,1.85,0.37,4.92
2022-06-01,2,0140,Calgary,608.0,439,1.38,0.31,3.73
2022-09-01,3,0140,Calgary,639.0,487,1.31,0.22,3.86
2022-12-01,4,0140,Calgary,680.0,534,1.27,0.19,4.06
2023-03-01,1,0140,Calgary,734.0,567,1.29,0.2,4.33
2023-06-01,2,0140,Calgary,647.0,503,1.29,0.2,3.77
2023-09-01,3,0140,Calgary,698.0,540,1.29,0.16,4.02
2023-12-01,4,0140,Calgary,831.0,659,1.26,0.13,4.74
1988-06-01,2,0340,Edmonton,182.0,425,0.43,0.01,2.24
1988-09-01,3,0340,Edmonton,164.0,549,0.3,0.01,2.01
1988-12-01,4,0340,Edmonton,189.0,466,0.41,0.0,2.3
1989-03-01,1,0340,Edmonton,172.0,354,0.49,0.0,2.08
1989-06-01,2,0340,Edmonton,143.0,454,0.31,0.0,1.72
1989-09-01,3,0340,Edmonton,140.0,523,0.27,0.01,1.68
1989-12-01,4,0340,Edmonton,168.0,591,0.28,0.01,2.0
1990-03-01,1,0340,Edmonton,156.0,435,0.36,0.0,1.85
1990-06-01,2,0340,Edmonton,223.0,566,0.39,0.0,2.63
1990-09-01,3,0340,Edmonton,383.0,909,0.42,0.02,4.5
1990-12-01,4,0340,Edmonton,492.0,786,0.63,0.04,5.75
1991-03-01,1,0340,Edmonton,509.0,640,0.8,0.02,5.93
1991-06-01,2,0340,Edmonton,443.0,575,0.77,0.03,5.14
1991-09-01,3,0340,Edmonton,565.0,779,0.73,0.07,6.53
1991-12-01,4,0340,Edmonton,554.0,778,0.71,0.01,6.39
1992-03-01,1,0340,Edmonton,523.0,664,0.79,0.02,6.01
1992-06-01,2,0340,Edmonton,603.0,796,0.76,0.0,6.92
1992-09-01,3,0340,Edmonton,572.0,849,0.67,0.01,6.55
1992-12-01,4,0340,Edmonton,758.0,1061,0.71,0.0,8.66
1993-03-01,1,0340,Edmonton,997.0,1103,0.9,0.0,11.38
1993-06-01,2,0340,Edmonton,1038.0,1203,0.86,0.0,11.83
1993-09-01,3,0340,Edmonton,1069.0,1264,0.85,0.0,12.19
1993-12-01,4,0340,Edmonton,1267.0,1398,0.91,0.02,14.44
1994-03-01,1,0340,Edmonton,1239.0,1213,1.02,0.0,14.11
1994-06-01,2,0340,Edmonton,1245.0,1275,0.98,0.02,14.17
1994-09-01,3,0340,Edmonton,1455.0,1318,1.1,0.02,16.57
1994-12-01,4,0340,Edmonton,1593.0,1316,1.21,0.02,18.13
1995-03-01,1,0340,Edmonton,1572.0,1117,1.41,0.02,17.87
1995-06-01,2,0340,Edmonton,1541.0,1130,1.36,0.02,17.49
1995-09-01,3,0340,Edmonton,1441.0,1062,1.36,0.02,16.33
1995-12-01,4,0340,Edmonton,1472.0,1021,1.44,0.02,16.65
1996-03-01,1,0340,Edmonton,1295.0,825,1.57,0.02,14.6
1996-06-01,2,0340,Edmonton,1169.0,765,1.53,0.02,13.14
1996-09-01,3,0340,Edmonton,1152.0,840,1.37,0.0,12.9
1996-12-01,4,0340,Edmonton,1046.0,906,1.15,0.0,11.67
1997-03-01,1,0340,Edmonton,895.0,781,1.15,0.0,9.94
1997-06-01,2,0340,Edmonton,832.0,825,1.01,0.0,9.2
1997-09-01,3,0340,Edmonton,688.0,826,0.83,0.0,7.56
1997-12-01,4,0340,Edmonton,658.0,873,0.75,0.0,7.19
1998-03-01,1,0340,Edmonton,758.0,779,0.97,0.0,8.25
1998-06-01,2,0340,Edmonton,724.0,893,0.81,0.0,7.84
1998-09-01,3,0340,Edmonton,776.0,952,0.82,0.0,8.37
1998-12-01,4,0340,Edmonton,741.0,1134,0.65,0.0,7.96
1999-03-01,1,0340,Edmonton,804.0,926,0.87,0.0,8.6
1999-06-01,2,0340,Edmonton,745.0,928,0.8,0.0,7.94
1999-09-01,3,0340,Edmonton,782.0,913,0.86,0.0,8.3
1999-12-01,4,0340,Edmonton,742.0,970,0.76,0.0,7.84
2000-03-01,1,0340,Edmonton,882.0,985,0.9,0.0,9.29
2000-06-01,2,0340,Edmonton,801.0,980,0.82,0.0,8.4
2000-09-01,3,0340,Edmonton,866.0,1036,0.84,0.0,9.06
2000-12-01,4,0340,Edmonton,877.0,1143,0.77,0.0,9.14
2001-03-01,1,0340,Edmonton,887.0,951,0.93,0.0,9.2
2001-06-01,2,0340,Edmonton,801.0,1054,0.76,0.0,8.26
2001-09-01,3,0340,Edmonton,743.0,1080,0.69,0.0,7.6
2001-12-01,4,0340,Edmonton,674.0,1030,0.65,0.0,6.86
2002-03-01,1,0340,Edmonton,656.0,771,0.85,0.0,6.65
2002-06-01,2,0340,Edmonton,532.0,863,0.62,0.0,5.37
2002-09-01,3,0340,Edmonton,465.0,962,0.48,0.0,4.67
2002-12-01,4,0340,Edmonton,481.0,958,0.5,0.0,4.82
2003-03-01,1,0340,Edmonton,540.0,1021,0.53,0.0,5.38
2003-06-01,2,0340,Edmonton,762.0,1195,0.64,0.0,7.57
2003-09-01,3,0340,Edmonton,913.0,1356,0.67,0.0,9.04
2003-12-01,4,0340,Edmonton,1026.0,1577,0.65,0.0,10.12
2004-03-01,1,0340,Edmonton,996.0,1379,0.72,0.0,9.77
2004-06-01,2,0340,Edmonton,920.0,1472,0.63,0.03,8.98
2004-09-01,3,0340,Edmonton,919.0,1290,0.71,0.04,8.91
2004-12-01,4,0340,Edmonton,1348.0,1392,0.97,0.07,12.99
2005-03-01,1,0340,Edmonton,1589.0,1403,1.13,0.08,15.2
2005-06-01,2,0340,Edmonton,1445.0,1451,1.0,0.09,13.73
2005-09-01,3,0340,Edmonton,1220.0,1407,0.87,0.08,11.48
2005-12-01,4,0340,Edmonton,1145.0,1348,0.85,0.1,10.7
2006-03-01,1,0340,Edmonton,1049.0,1371,0.77,0.1,9.73
2006-06-01,2,0340,Edmonton,957.0,1353,0.71,0.07,8.81
2006-09-01,3,0340,Edmonton,842.0,1402,0.6,0.04,7.7
2006-12-01,4,0340,Edmonton,709.0,1181,0.6,0.04,6.44
2007-03-01,1,0340,Edmonton,671.0,1140,0.59,0.02,6.06
2007-06-01,2,0340,Edmonton,564.0,1236,0.46,0.01,5.06
2007-09-01,3,0340,Edmonton,796.0,1334,0.6,0.01,7.1
2007-12-01,4,0340,Edmonton,1074.0,1679,0.64,0.01,9.52
2008-03-01,1,0340,Edmonton,1228.0,1570,0.78,0.02,10.82
2008-06-01,2,0340,Edmonton,1317.0,1786,0.74,0.02,11.52
2008-09-01,3,0340,Edmonton,1569.0,1702,0.92,0.03,13.61
2008-12-01,4,0340,Edmonton,1495.0,1574,0.95,0.02,12.88
2009-03-01,1,0340,Edmonton,1573.0,1459,1.08,0.02,13.48
2009-06-01,2,0340,Edmonton,1521.0,1291,1.18,0.02,12.97
2009-09-01,3,0340,Edmonton,1521.0,674,2.26,0.15,12.93
2009-12-01,4,0340,Edmonton,1440.0,588,2.45,0.21,12.19
2010-03-01,1,0340,Edmonton,1353.0,572,2.37,0.24,11.4
2010-06-01,2,0340,Edmonton,1317.0,577,2.28,0.22,11.05
2010-09-01,3,0340,Edmonton,1316.0,636,2.07,0.27,11.0
2010-12-01,4,0340,Edmonton,1409.0,709,1.99,0.24,11.72
2011-03-01,1,0340,Edmonton,1614.0,829,1.95,0.23,13.36
2011-06-01,2,0340,Edmonton,1491.0,721,2.07,0.3,12.27
2011-09-01,3,0340,Edmonton,1532.0,779,1.97,0.21,12.54
2011-12-01,4,0340,Edmonton,1491.0,822,1.81,0.21,12.12
2012-03-01,1,0340,Edmonton,1486.0,845,1.76,0.21,12.0
2012-06-01,2,0340,Edmonton,1446.0,785,1.84,0.3,11.6
2012-09-01,3,0340,Edmonton,1470.0,812,1.81,0.31,11.69
2012-12-01,4,0340,Edmonton,1451.0,872,1.66,0.28,11.45
2013-03-01,1,0340,Edmonton,1452.0,925,1.57,0.26,11.37
2013-06-01,2,0340,Edmonton,1294.0,833,1.55,0.25,10.06
2013-09-01,3,0340,Edmonton,1145.0,778,1.47,0.23,8.81
2013-12-01,4,0340,Edmonton,1325.0,877,1.51,0.18,10.13
2014-03-01,1,0340,Edmonton,1289.0,928,1.39,0.13,9.79
2014-06-01,2,0340,Edmonton,1129.0,779,1.45,0.18,8.53
2014-09-01,3,0340,Edmonton,996.0,717,1.39,0.11,7.5
2014-12-01,4,0340,Edmonton,996.0,731,1.36,0.1,7.46
2015-03-01,1,0340,Edmonton,1046.0,795,1.32,0.09,7.8
2015-06-01,2,0340,Edmonton,1151.0,835,1.38,0.1,8.54
2015-09-01,3,0340,Edmonton,1269.0,904,1.4,0.13,9.37
2015-12-01,4,0340,Edmonton,1622.0,1129,1.44,0.11,11.92
2016-03-01,1,0340,Edmonton,1810.0,1278,1.42,0.09,13.23
2016-06-01,2,0340,Edmonton,1867.0,1247,1.5,0.18,13.59
2016-09-01,3,0340,Edmonton,1840.0,1086,1.69,0.25,13.33
2016-12-01,4,0340,Edmonton,1967.0,1032,1.91,0.26,14.18
2017-03-01,1,0340,Edmonton,2111.0,1041,2.03,0.28,15.15
2017-06-01,2,0340,Edmonton,2240.0,1093,2.05,0.27,16.0
2017-09-01,3,0340,Edmonton,1945.0,1028,1.89,0.25,13.84
2017-12-01,4,0340,Edmonton,2113.0,1137,1.86,0.2,14.96
2018-03-01,1,0340,Edmonton,2266.0,1310,1.73,0.17,15.97
2018-06-01,2,0340,Edmonton,2250.0,1350,1.67,0.16,15.79
2018-09-01,3,0340,Edmonton,2233.0,1411,1.58,0.17,15.58
2018-12-01,4,0340,Edmonton,2599.0,1790,1.45,0.12,18.05
2019-03-01,1,0340,Edmonton,3054.0,1909,1.6,0.15,21.12
2019-06-01,2,0340,Edmonton,3080.0,1852,1.66,0.16,21.21
2019-09-01,3,0340,Edmonton,2836.0,1639,1.73,0.16,19.43
2019-12-01,4,0340,Edmonton,2928.0,1711,1.71,0.14,19.98
2020-03-01,1,0340,Edmonton,2643.0,1639,1.61,0.14,17.98
2020-06-01,2,0340,Edmonton,2521.0,1526,1.65,0.19,17.1
2020-09-01,3,0340,Edmonton,2141.0,1274,1.68,0.22,14.55
2020-12-01,4,0340,Edmonton,1943.0,1115,1.74,0.24,13.15
2021-03-01,1,0340,Edmonton,2066.0,991,2.08,0.35,13.93
2021-06-01,2,0340,Edmonton,1770.0,846,2.09,0.39,11.89
2021-09-01,3,0340,Edmonton,1661.0,816,2.04,0.39,11.06
2021-12-01,4,0340,Edmonton,1678.0,870,1.93,0.36,11.12
2022-03-01,1,0340,Edmonton,1279.0,791,1.62,0.31,8.41
2022-06-01,2,0340,Edmonton,1229.0,807,1.52,0.28,8.01
2022-09-01,3,0340,Edmonton,1396.0,943,1.48,0.26,9.01
2022-12-01,4,0340,Edmonton,1711.0,1221,1.4,0.2,10.93
2023-03-01,1,0340,Edmonton,1904.0,1399,1.36,0.18,12.03
2023-06-01,2,0340,Edmonton,2273.0,1747,1.3,0.11,14.19
2023-09-01,3,0340,Edmonton,1954.0,1588,1.23,0.1,12.05
2023-12-01,4,0340,Edmonton,2058.0,1666,1.24,0.09,12.54
1988-06-01,2,0580,Halifax,655.0,381,1.72,0.0,20.23
1988-09-01,3,0580,Halifax,503.0,475,1.06,0.0,15.45
1988-12-01,4,0580,Halifax,515.0,405,1.27,0.0,15.75
1989-03-01,1,0580,Halifax,383.0,308,1.24,0.0,11.67
1989-06-01,2,0580,Halifax,320.0,256,1.25,0.08,9.71
1989-09-01,3,0580,Halifax,226.0,224,1.01,0.09,6.83
1989-12-01,4,0580,Halifax,243.0,279,0.87,0.08,7.32
1990-03-01,1,0580,Halifax,259.0,197,1.31,0.11,7.77
1990-06-01,2,0580,Halifax,219.0,166,1.32,0.13,6.55
1990-09-01,3,0580,Halifax,302.0,294,1.03,0.0,8.99
1990-12-01,4,0580,Halifax,316.0,231,1.37,0.0,9.38
1991-03-01,1,0580,Halifax,330.0,162,2.04,0.02,9.77
1991-06-01,2,0580,Halifax,289.0,151,1.91,0.02,8.54
1991-09-01,3,0580,Halifax,215.0,190,1.13,0.02,6.34
1991-12-01,4,0580,Halifax,235.0,173,1.36,0.02,6.92
1992-03-01,1,0580,Halifax,197.0,145,1.36,0.02,5.79
1992-06-01,2,0580,Halifax,155.0,143,1.08,0.02,4.55
1992-09-01,3,0580,Halifax,118.0,232,0.51,0.0,3.45
1992-12-01,4,0580,Halifax,120.0,272,0.44,0.0,3.5
1993-03-01,1,0580,Halifax,119.0,127,0.94,0.0,3.47
1993-06-01,2,0580,Halifax,129.0,124,1.04,0.0,3.75
1993-09-01,3,0580,Halifax,136.0,199,0.68,0.0,3.95
1993-12-01,4,0580,Halifax,134.0,241,0.56,0.0,3.88
1994-03-01,1,0580,Halifax,166.0,176,0.94,0.0,4.8
1994-06-01,2,0580,Halifax,144.0,247,0.58,0.0,4.16
1994-09-01,3,0580,Halifax,161.0,293,0.55,0.0,4.64
1994-12-01,4,0580,Halifax,213.0,273,0.78,0.0,6.12
1995-03-01,1,0580,Halifax,222.0,199,1.12,0.0,6.37
1995-06-01,2,0580,Halifax,265.0,255,1.04,0.0,7.58
1995-09-01,3,0580,Halifax,236.0,330,0.72,0.0,6.73
1995-12-01,4,0580,Halifax,254.0,289,0.88,0.0,7.23
1996-03-01,1,0580,Halifax,246.0,245,1.0,0.0,6.98
1996-06-01,2,0580,Halifax,234.0,326,0.72,0.0,6.62
1996-09-01,3,0580,Halifax,218.0,328,0.66,0.0,6.15
1996-12-01,4,0580,Halifax,194.0,294,0.66,0.0,5.46
1997-03-01,1,0580,Halifax,193.0,294,0.66,0.0,5.42
1997-06-01,2,0580,Halifax,165.0,195,0.85,0.0,4.62
1997-09-01,3,0580,Halifax,179.0,285,0.63,0.0,5.0
1997-12-01,4,0580,Halifax,255.0,265,0.96,0.0,7.11
1998-03-01,1,0580,Halifax,253.0,269,0.94,0.0,7.03
1998-06-01,2,0580,Halifax,178.0,233,0.76,0.0,4.94
1998-09-01,3,0580,Halifax,148.0,309,0.48,0.01,4.09
1998-12-01,4,0580,Halifax,162.0,240,0.68,0.02,4.47
1999-03-01,1,0580,Halifax,117.0,200,0.59,0.08,3.22
1999-06-01,2,0580,Halifax,84.0,203,0.41,0.01,2.31
1999-09-01,3,0580,Halifax,122.0,307,0.4,0.01,3.34
1999-12-01,4,0580,Halifax,89.0,233,0.38,0.01,2.43
2000-03-01,1,0580,Halifax,99.0,190,0.52,0.0,2.7
2000-06-01,2,0580,Halifax,94.0,219,0.43,0.01,2.56
2000-09-01,3,0580,Halifax,125.0,275,0.45,0.02,3.4
2000-12-01,4,0580,Halifax,103.0,249,0.41,0.02,2.79
2001-03-01,1,0580,Halifax,122.0,162,0.75,0.03,3.3
2001-06-01,2,0580,Halifax,172.0,165,1.04,0.07,4.64
2001-09-01,3,0580,Halifax,78.0,244,0.32,0.01,2.09
2001-12-01,4,0580,Halifax,104.0,161,0.65,0.03,2.78
2002-03-01,1,0580,Halifax,77.0,142,0.54,0.0,2.05
2002-06-01,2,0580,Halifax,77.0,165,0.47,0.03,2.05
2002-09-01,3,0580,Halifax,52.0,256,0.2,0.02,1.38
2002-12-01,4,0580,Halifax,150.0,269,0.56,0.04,3.97
2003-03-01,1,0580,Halifax,86.0,212,0.41,0.0,2.27
2003-06-01,2,0580,Halifax,31.0,167,0.19,0.0,0.82
2003-09-01,3,0580,Halifax,46.0,191,0.24,0.0,1.21
2003-12-01,4,0580,Halifax,137.0,247,0.55,0.0,3.6
2004-03-01,1,0580,Halifax,152.0,136,1.12,0.04,3.99
2004-06-01,2,0580,Halifax,272.0,157,1.73,0.1,7.13
2004-09-01,3,0580,Halifax,243.0,278,0.87,0.05,6.38
2004-12-01,4,0580,Halifax,104.0,216,0.48,0.01,2.73
2005-03-01,1,0580,Halifax,48.0,128,0.38,0.0,1.26
2005-06-01,2,0580,Halifax,50.0,123,0.41,0.0,1.31
2005-09-01,3,0580,Halifax,35.0,157,0.22,0.0,0.91
2005-12-01,4,0580,Halifax,37.0,230,0.16,0.0,0.96
2006-03-01,1,0580,Halifax,118.0,106,1.11,0.0,3.07
2006-06-01,2,0580,Halifax,88.0,105,0.84,0.0,2.28
2006-09-01,3,0580,Halifax,199.0,187,1.06,0.0,5.16
2006-12-01,4,0580,Halifax,186.0,195,0.95,0.0,4.82
2007-03-01,1,0580,Halifax,63.0,109,0.58,0.0,1.63
2007-06-01,2,0580,Halifax,41.0,122,0.34,0.0,1.06
2007-09-01,3,0580,Halifax,41.0,182,0.23,0.0,1.06
2007-12-01,4,0580,Halifax,204.0,178,1.15,0.0,5.24
2008-03-01,1,0580,Halifax,51.0,112,0.46,0.0,1.31
2008-06-01,2,0580,Halifax,55.0,165,0.33,0.0,1.41
2008-09-01,3,0580,Halifax,63.0,155,0.41,0.0,1.61
2008-12-01,4,0580,Halifax,177.0,206,0.86,0.0,4.5
2009-03-01,1,0580,Halifax,116.0,119,0.97,0.0,2.94
2009-06-01,2,0580,Halifax,103.0,107,0.96,0.0,2.61
2009-09-01,3,0580,Halifax,88.0,32,2.75,0.0,2.22
2009-12-01,4,0580,Halifax,97.0,44,2.2,0.0,2.44
2010-03-01,1,0580,Halifax,102.0,47,2.17,0.0,2.56
2010-06-01,2,0580,Halifax,97.0,50,1.94,0.0,2.43
2010-09-01,3,0580,Halifax,135.0,65,2.08,0.0,3.37
2010-12-01,4,0580,Halifax,139.0,63,2.21,0.0,3.46
2011-03-01,1,0580,Halifax,101.0,71,1.42,0.0,2.51
2011-06-01,2,0580,Halifax,56.0,38,1.47,0.0,1.39
2011-09-01,3,0580,Halifax,64.0,46,1.39,0.04,1.59
2011-12-01,4,0580,Halifax,65.0,52,1.25,0.0,1.61
2012-03-01,1,0580,Halifax,91.0,74,1.23,0.0,2.25
2012-06-01,2,0580,Halifax,71.0,62,1.15,0.0,1.75
2012-09-01,3,0580,Halifax,68.0,44,1.55,0.0,1.68
2012-12-01,4,0580,Halifax,102.0,81,1.26,0.0,2.52
2013-03-01,1,0580,Halifax,104.0,85,1.22,0.0,2.56
