reference_period,ref_qq,metcode,metro,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt,inventory_per_10kpop
2014-12-01,4,1490,Regina,4.0,3.0,81.0,24,3.38,0.0,3.39
2014-12-01,4,1490,Regina,2.0,3.0,1.0,1,1.0,0.0,0.04
2015-03-01,1,1490,Regina,1.0,3.0,2.0,2,1.0,0.0,0.08
2015-03-01,1,1490,Regina,1.0,1.0,138.0,138,1.0,0.0,5.75
2015-03-01,1,1490,Regina,2.0,3.0,1.0,1,1.0,0.0,0.04
2015-03-01,1,1490,Regina,4.0,3.0,80.0,26,3.08,0.0,3.33
2015-03-01,1,1490,Regina,2.0,1.0,17.0,11,1.55,0.0,0.71
2015-03-01,1,1490,Regina,4.0,1.0,8.0,3,2.67,0.0,0.33
2015-03-01,1,1490,Regina,5.0,3.0,195.0,22,8.86,3.5,8.13
2015-06-01,2,1490,Regina,4.0,3.0,86.0,28,3.07,0.0,3.57
2015-06-01,2,1490,Regina,1.0,3.0,2.0,2,1.0,0.0,0.08
2015-06-01,2,1490,Regina,2.0,1.0,20.0,12,1.67,0.0,0.83
2015-06-01,2,1490,Regina,4.0,1.0,10.0,4,2.5,0.0,0.41
2015-06-01,2,1490,Regina,5.0,3.0,208.0,22,9.45,3.32,8.62
2015-06-01,2,1490,Regina,5.0,1.0,2.0,1,2.0,1.0,0.08
2015-06-01,2,1490,Regina,1.0,1.0,123.0,123,1.0,0.0,5.1
2015-09-01,3,1490,Regina,4.0,3.0,80.0,25,3.2,0.0,3.29
2015-09-01,3,1490,Regina,5.0,3.0,225.0,22,10.23,3.36,9.26
2015-09-01,3,1490,Regina,2.0,1.0,28.0,18,1.56,0.0,1.15
2015-09-01,3,1490,Regina,4.0,1.0,16.0,9,1.78,0.0,0.66
2015-09-01,3,1490,Regina,1.0,1.0,101.0,101,1.0,0.0,4.16
2015-09-01,3,1490,Regina,1.0,3.0,2.0,2,1.0,0.0,0.08
2015-12-01,4,1490,Regina,1.0,3.0,2.0,2,1.0,0.0,0.08
2015-12-01,4,1490,Regina,1.0,1.0,138.0,138,1.0,0.0,5.64
2015-12-01,4,1490,Regina,2.0,1.0,37.0,24,1.54,0.0,1.51
2015-12-01,4,1490,Regina,5.0,3.0,276.0,28,9.86,3.21,11.29
2015-12-01,4,1490,Regina,4.0,1.0,33.0,15,2.2,0.0,1.35
2015-12-01,4,1490,Regina,4.0,3.0,71.0,23,3.09,0.0,2.9
2016-03-01,1,1490,Regina,1.0,3.0,2.0,2,1.0,0.0,0.08
2016-03-01,1,1490,Regina,5.0,1.0,2.0,1,2.0,0.0,0.08
2016-03-01,1,1490,Regina,5.0,3.0,267.0,29,9.21,3.17,10.86
2016-03-01,1,1490,Regina,4.0,1.0,20.0,14,1.43,0.0,0.81
2016-03-01,1,1490,Regina,4.0,3.0,58.0,19,3.05,0.0,2.36
2016-03-01,1,1490,Regina,2.0,1.0,26.0,16,1.63,0.0,1.06
2016-03-01,1,1490,Regina,1.0,1.0,117.0,117,1.0,0.0,4.76
2016-06-01,2,1490,Regina,5.0,3.0,240.0,24,10.0,3.21,9.7
2016-06-01,2,1490,Regina,4.0,1.0,9.0,7,1.29,0.0,0.36
2016-06-01,2,1490,Regina,1.0,3.0,2.0,2,1.0,0.0,0.08
2016-06-01,2,1490,Regina,2.0,1.0,30.0,19,1.58,0.0,1.21
2016-06-01,2,1490,Regina,1.0,1.0,87.0,87,1.0,0.0,3.52
2016-06-01,2,1490,Regina,4.0,3.0,47.0,14,3.36,0.0,1.9
2016-09-01,3,1490,Regina,5.0,3.0,171.0,21,8.14,2.71,6.87
2016-09-01,3,1490,Regina,4.0,1.0,10.0,6,1.67,0.0,0.4
2016-09-01,3,1490,Regina,2.0,1.0,20.0,13,1.54,0.0,0.8
2016-09-01,3,1490,Regina,1.0,1.0,74.0,74,1.0,0.0,2.97
2016-09-01,3,1490,Regina,1.0,3.0,2.0,2,1.0,0.0,0.08
2016-09-01,3,1490,Regina,4.0,3.0,45.0,14,3.21,0.0,1.81
2016-12-01,4,1490,Regina,4.0,3.0,37.0,14,2.64,0.0,1.48
2016-12-01,4,1490,Regina,5.0,3.0,219.0,22,9.95,2.86,8.74
2016-12-01,4,1490,Regina,1.0,1.0,91.0,91,1.0,0.0,3.63
2016-12-01,4,1490,Regina,2.0,1.0,30.0,23,1.3,0.0,1.2
2016-12-01,4,1490,Regina,1.0,3.0,2.0,2,1.0,0.0,0.08
2016-12-01,4,1490,Regina,4.0,1.0,17.0,7,2.43,0.0,0.68
2017-03-01,1,1490,Regina,2.0,1.0,25.0,19,1.32,0.0,0.99
2017-03-01,1,1490,Regina,1.0,1.0,71.0,71,1.0,0.0,2.82
2017-03-01,1,1490,Regina,5.0,3.0,209.0,21,9.95,2.9,8.3
2017-03-01,1,1490,Regina,4.0,1.0,28.0,10,2.8,0.0,1.11
2017-03-01,1,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.04
2017-03-01,1,1490,Regina,4.0,3.0,36.0,15,2.4,0.0,1.43
2017-06-01,2,1490,Regina,5.0,3.0,207.0,23,9.0,2.87,8.17
2017-06-01,2,1490,Regina,4.0,3.0,57.0,23,2.48,0.0,2.25
2017-06-01,2,1490,Regina,4.0,1.0,37.0,14,2.64,0.0,1.46
2017-06-01,2,1490,Regina,1.0,1.0,68.0,68,1.0,0.0,2.69
2017-06-01,2,1490,Regina,2.0,1.0,19.0,14,1.36,0.0,0.75
2017-09-01,3,1490,Regina,2.0,1.0,23.0,18,1.28,0.0,0.9
2017-09-01,3,1490,Regina,4.0,1.0,28.0,14,2.0,0.0,1.1
2017-09-01,3,1490,Regina,4.0,3.0,70.0,26,2.69,0.0,2.75
2017-09-01,3,1490,Regina,5.0,3.0,187.0,20,9.35,2.8,7.35
2017-09-01,3,1490,Regina,1.0,1.0,73.0,73,1.0,0.0,2.87
2017-12-01,4,1490,Regina,4.0,3.0,80.0,34,2.35,0.0,3.13
2017-12-01,4,1490,Regina,5.0,3.0,173.0,19,9.11,2.84,6.77
2017-12-01,4,1490,Regina,2.0,1.0,42.0,29,1.45,0.0,1.64
2017-12-01,4,1490,Regina,1.0,1.0,87.0,87,1.0,0.0,3.4
2017-12-01,4,1490,Regina,4.0,1.0,19.0,13,1.46,0.0,0.74
2018-03-01,1,1490,Regina,5.0,3.0,144.0,16,9.0,2.94,5.6
2018-03-01,1,1490,Regina,4.0,3.0,77.0,34,2.26,0.0,3.0
2018-03-01,1,1490,Regina,1.0,1.0,109.0,109,1.0,0.0,4.24
2018-03-01,1,1490,Regina,4.0,1.0,21.0,12,1.75,0.0,0.82
2018-03-01,1,1490,Regina,2.0,1.0,52.0,37,1.41,0.0,2.02
2018-06-01,2,1490,Regina,5.0,3.0,151.0,17,8.88,3.0,5.85
2018-06-01,2,1490,Regina,4.0,1.0,36.0,20,1.8,0.0,1.39
2018-06-01,2,1490,Regina,4.0,3.0,59.0,22,2.68,0.0,2.29
2018-06-01,2,1490,Regina,1.0,1.0,124.0,124,1.0,0.0,4.8
2018-06-01,2,1490,Regina,2.0,1.0,43.0,29,1.48,0.0,1.67
2018-09-01,3,1490,Regina,2.0,1.0,32.0,23,1.39,0.0,1.23
2018-09-01,3,1490,Regina,5.0,3.0,129.0,14,9.21,3.14,4.97
2018-09-01,3,1490,Regina,4.0,3.0,43.0,19,2.26,0.0,1.66
2018-09-01,3,1490,Regina,1.0,1.0,127.0,127,1.0,0.0,4.89
2018-09-01,3,1490,Regina,4.0,1.0,40.0,20,2.0,0.0,1.54
2018-12-01,4,1490,Regina,4.0,1.0,55.0,25,2.2,0.0,2.11
2018-12-01,4,1490,Regina,5.0,3.0,174.0,15,11.6,3.13,6.68
2018-12-01,4,1490,Regina,4.0,3.0,53.0,22,2.41,0.0,2.03
2018-12-01,4,1490,Regina,1.0,1.0,111.0,111,1.0,0.0,4.26
2018-12-01,4,1490,Regina,2.0,1.0,28.0,22,1.27,0.0,1.07
2019-03-01,1,1490,Regina,1.0,1.0,103.0,103,1.0,0.0,3.94
2019-03-01,1,1490,Regina,4.0,1.0,55.0,23,2.39,0.0,2.1
2019-03-01,1,1490,Regina,2.0,1.0,37.0,27,1.37,0.0,1.42
2019-03-01,1,1490,Regina,4.0,3.0,45.0,19,2.37,0.0,1.72
2019-03-01,1,1490,Regina,5.0,3.0,165.0,15,11.0,3.07,6.31
2019-06-01,2,1490,Regina,2.0,1.0,28.0,22,1.27,0.0,1.07
2019-06-01,2,1490,Regina,1.0,1.0,81.0,81,1.0,0.0,3.09
2019-06-01,2,1490,Regina,4.0,3.0,32.0,16,2.0,0.0,1.22
2019-06-01,2,1490,Regina,4.0,1.0,40.0,22,1.82,0.0,1.53
2019-06-01,2,1490,Regina,5.0,3.0,114.0,12,9.5,3.0,4.35
2019-09-01,3,1490,Regina,2.0,1.0,18.0,15,1.2,0.0,0.69
2019-09-01,3,1490,Regina,4.0,3.0,23.0,11,2.09,0.0,0.88
2019-09-01,3,1490,Regina,5.0,3.0,109.0,11,9.91,2.91,4.15
2019-09-01,3,1490,Regina,4.0,1.0,39.0,22,1.77,0.0,1.49
2019-09-01,3,1490,Regina,1.0,1.0,84.0,84,1.0,0.0,3.2
2019-12-01,4,1490,Regina,2.0,1.0,18.0,14,1.29,0.0,0.68
2019-12-01,4,1490,Regina,4.0,1.0,37.0,21,1.76,0.0,1.41
2019-12-01,4,1490,Regina,1.0,1.0,72.0,72,1.0,0.0,2.74
2019-12-01,4,1490,Regina,4.0,3.0,12.0,10,1.2,0.0,0.46
2019-12-01,4,1490,Regina,5.0,3.0,51.0,9,5.67,2.78,1.94
2020-03-01,1,1490,Regina,4.0,3.0,11.0,9,1.22,0.0,0.42
2020-03-01,1,1490,Regina,4.0,1.0,33.0,17,1.94,0.0,1.25
2020-03-01,1,1490,Regina,1.0,1.0,69.0,69,1.0,0.0,2.62
2020-03-01,1,1490,Regina,5.0,3.0,46.0,9,5.11,2.78,1.75
2020-03-01,1,1490,Regina,2.0,1.0,17.0,13,1.31,0.0,0.65
2020-06-01,2,1490,Regina,2.0,1.0,8.0,7,1.14,0.0,0.3
2020-06-01,2,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.04
2020-06-01,2,1490,Regina,2.0,3.0,1.0,1,1.0,0.0,0.04
2020-06-01,2,1490,Regina,1.0,1.0,74.0,74,1.0,0.0,2.8
2020-06-01,2,1490,Regina,4.0,1.0,19.0,12,1.58,0.0,0.72
2020-06-01,2,1490,Regina,4.0,3.0,16.0,8,2.0,0.0,0.61
2020-06-01,2,1490,Regina,5.0,3.0,38.0,8,4.75,2.75,1.44
2020-09-01,3,1490,Regina,1.0,1.0,60.0,60,1.0,0.0,2.28
2020-09-01,3,1490,Regina,4.0,3.0,16.0,8,2.0,0.0,0.61
2020-09-01,3,1490,Regina,4.0,1.0,8.0,8,1.0,0.0,0.3
2020-09-01,3,1490,Regina,5.0,1.0,2.0,1,2.0,1.0,0.08
2020-09-01,3,1490,Regina,5.0,3.0,32.0,4,8.0,3.5,1.22
2020-09-01,3,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.04
2020-09-01,3,1490,Regina,2.0,3.0,1.0,1,1.0,0.0,0.04
2020-09-01,3,1490,Regina,2.0,1.0,5.0,4,1.25,0.0,0.19
2020-12-01,4,1490,Regina,4.0,1.0,3.0,3,1.0,0.0,0.11
2020-12-01,4,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.04
2020-12-01,4,1490,Regina,2.0,1.0,6.0,5,1.2,0.0,0.23
2020-12-01,4,1490,Regina,4.0,3.0,16.0,8,2.0,0.0,0.61
2020-12-01,4,1490,Regina,5.0,3.0,27.0,4,6.75,3.5,1.02
2020-12-01,4,1490,Regina,1.0,1.0,38.0,38,1.0,0.0,1.44
2020-12-01,4,1490,Regina,5.0,1.0,2.0,1,2.0,1.0,0.08
2021-03-01,1,1490,Regina,5.0,3.0,24.0,3,8.0,3.67,0.91
2021-03-01,1,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.04
2021-03-01,1,1490,Regina,4.0,3.0,10.0,6,1.67,0.0,0.38
2021-03-01,1,1490,Regina,2.0,1.0,5.0,4,1.25,0.0,0.19
2021-03-01,1,1490,Regina,1.0,1.0,26.0,26,1.0,0.0,0.98
2021-03-01,1,1490,Regina,4.0,1.0,2.0,2,1.0,0.0,0.08
2021-06-01,2,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.04
2021-06-01,2,1490,Regina,5.0,3.0,23.0,3,7.67,3.67,0.87
2021-06-01,2,1490,Regina,2.0,1.0,5.0,5,1.0,0.0,0.19
2021-06-01,2,1490,Regina,4.0,3.0,8.0,4,2.0,0.0,0.3
2021-06-01,2,1490,Regina,2.0,3.0,2.0,1,2.0,0.0,0.08
2021-06-01,2,1490,Regina,1.0,1.0,22.0,22,1.0,0.0,0.83
2021-06-01,2,1490,Regina,4.0,1.0,1.0,1,1.0,0.0,0.04
2021-09-01,3,1490,Regina,1.0,1.0,20.0,20,1.0,0.0,0.75
2021-09-01,3,1490,Regina,2.0,3.0,2.0,1,2.0,0.0,0.08
2021-09-01,3,1490,Regina,5.0,3.0,18.0,3,6.0,3.67,0.68
2021-09-01,3,1490,Regina,2.0,1.0,5.0,5,1.0,0.0,0.19
2021-09-01,3,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.04
2021-09-01,3,1490,Regina,4.0,3.0,6.0,4,1.5,0.0,0.23
2021-12-01,4,1490,Regina,2.0,3.0,4.0,2,2.0,0.0,0.15
2021-12-01,4,1490,Regina,1.0,1.0,21.0,21,1.0,0.0,0.78
2021-12-01,4,1490,Regina,4.0,3.0,12.0,7,1.71,0.0,0.45
2021-12-01,4,1490,Regina,5.0,3.0,45.0,3,15.0,4.0,1.68
2021-12-01,4,1490,Regina,2.0,1.0,1.0,1,1.0,0.0,0.04
2021-12-01,4,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.04
2022-03-01,1,1490,Regina,5.0,3.0,39.0,3,13.0,4.0,1.45
2022-03-01,1,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.04
2022-03-01,1,1490,Regina,1.0,1.0,22.0,22,1.0,0.0,0.82
2022-03-01,1,1490,Regina,2.0,1.0,3.0,2,1.5,0.0,0.11
2022-03-01,1,1490,Regina,2.0,3.0,4.0,2,2.0,0.0,0.15
2022-03-01,1,1490,Regina,4.0,3.0,7.0,4,1.75,0.0,0.26
2022-06-01,2,1490,Regina,5.0,3.0,26.0,3,8.67,4.0,0.96
2022-06-01,2,1490,Regina,2.0,1.0,6.0,5,1.2,0.0,0.22
2022-06-01,2,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.04
2022-06-01,2,1490,Regina,2.0,3.0,3.0,3,1.0,0.0,0.11
2022-06-01,2,1490,Regina,1.0,1.0,20.0,20,1.0,0.0,0.74
2022-06-01,2,1490,Regina,4.0,1.0,5.0,2,2.5,0.0,0.18
2022-09-01,3,1490,Regina,5.0,3.0,27.0,4,6.75,3.5,0.99
2022-09-01,3,1490,Regina,2.0,3.0,4.0,4,1.0,0.0,0.15
2022-09-01,3,1490,Regina,4.0,1.0,4.0,2,2.0,0.0,0.15
2022-09-01,3,1490,Regina,4.0,3.0,5.0,2,2.5,0.0,0.18
2022-09-01,3,1490,Regina,1.0,1.0,19.0,19,1.0,0.0,0.69
2022-09-01,3,1490,Regina,2.0,1.0,7.0,5,1.4,0.0,0.26
2022-12-01,4,1490,Regina,1.0,1.0,48.0,48,1.0,0.0,1.74
2022-12-01,4,1490,Regina,4.0,1.0,2.0,1,2.0,0.0,0.07
2022-12-01,4,1490,Regina,2.0,1.0,8.0,5,1.6,0.0,0.29
2022-12-01,4,1490,Regina,4.0,3.0,16.0,8,2.0,0.0,0.58
2022-12-01,4,1490,Regina,2.0,3.0,2.0,2,1.0,0.0,0.07
2022-12-01,4,1490,Regina,5.0,3.0,12.0,5,2.4,3.2,0.43
2023-03-01,1,1490,Regina,2.0,1.0,7.0,5,1.4,0.0,0.25
2023-03-01,1,1490,Regina,1.0,1.0,65.0,65,1.0,0.0,2.34
2023-03-01,1,1490,Regina,5.0,3.0,6.0,3,2.0,4.0,0.22
2023-03-01,1,1490,Regina,2.0,3.0,1.0,1,1.0,0.0,0.04
2023-03-01,1,1490,Regina,4.0,1.0,7.0,4,1.75,0.0,0.25
2023-03-01,1,1490,Regina,4.0,3.0,20.0,9,2.22,0.0,0.72
2023-06-01,2,1490,Regina,2.0,1.0,3.0,2,1.5,0.0,0.11
2023-06-01,2,1490,Regina,2.0,3.0,1.0,1,1.0,0.0,0.04
2023-06-01,2,1490,Regina,5.0,3.0,2.0,1,2.0,4.0,0.07
2023-06-01,2,1490,Regina,4.0,3.0,10.0,4,2.5,0.0,0.36
2023-06-01,2,1490,Regina,4.0,1.0,12.0,7,1.71,0.0,0.43
2023-06-01,2,1490,Regina,5.0,1.0,2.0,1,2.0,1.0,0.07
2023-06-01,2,1490,Regina,1.0,1.0,44.0,44,1.0,0.0,1.57
2023-09-01,3,1490,Regina,1.0,3.0,3.0,3,1.0,0.0,0.11
2023-09-01,3,1490,Regina,4.0,1.0,12.0,7,1.71,0.0,0.43
2023-09-01,3,1490,Regina,4.0,3.0,3.0,1,3.0,0.0,0.11
2023-09-01,3,1490,Regina,1.0,1.0,33.0,33,1.0,0.0,1.17
2023-09-01,3,1490,Regina,2.0,3.0,1.0,1,1.0,0.0,0.04
2023-09-01,3,1490,Regina,5.0,3.0,1.0,1,1.0,4.0,0.04
2023-09-01,3,1490,Regina,2.0,1.0,3.0,2,1.5,0.0,0.11
2023-12-01,4,1490,Regina,4.0,3.0,5.0,2,2.5,0.0,0.18
2023-12-01,4,1490,Regina,1.0,3.0,4.0,4,1.0,0.0,0.14
2023-12-01,4,1490,Regina,5.0,1.0,2.0,1,2.0,1.0,0.07
2023-12-01,4,1490,Regina,4.0,1.0,14.0,7,2.0,0.0,0.49
2023-12-01,4,1490,Regina,2.0,3.0,7.0,4,1.75,0.0,0.25
2023-12-01,4,1490,Regina,2.0,1.0,3.0,3,1.0,0.0,0.11
2023-12-01,4,1490,Regina,1.0,1.0,36.0,36,1.0,0.0,1.27
1988-06-01,2,1700,Saskatoon,5.0,3.0,143.0,10,14.3,0.9,6.63
1988-06-01,2,1700,Saskatoon,4.0,3.0,5.0,2,2.5,1.0,0.23
1988-06-01,2,1700,Saskatoon,1.0,1.0,87.0,145,0.6,0.0,4.03
1988-06-01,2,1700,Saskatoon,2.0,3.0,2.0,2,1.0,0.0,0.09
1988-06-01,2,1700,Saskatoon,2.0,1.0,9.0,14,0.64,0.0,0.42
1988-09-01,3,1700,Saskatoon,2.0,1.0,8.0,9,0.89,0.0,0.37
1988-09-01,3,1700,Saskatoon,2.0,3.0,1.0,3,0.33,0.0,0.05
1988-09-01,3,1700,Saskatoon,1.0,1.0,117.0,183,0.64,0.0,5.42
1988-09-01,3,1700,Saskatoon,4.0,3.0,25.0,9,2.78,0.33,1.16
1988-09-01,3,1700,Saskatoon,5.0,3.0,99.0,10,9.9,1.5,4.58
1988-12-01,4,1700,Saskatoon,1.0,1.0,91.0,185,0.49,0.0,4.21
1988-12-01,4,1700,Saskatoon,2.0,3.0,1.0,1,1.0,0.0,0.05
1988-12-01,4,1700,Saskatoon,5.0,3.0,111.0,11,10.09,1.64,5.14
1988-12-01,4,1700,Saskatoon,2.0,1.0,5.0,6,0.83,0.0,0.23
1988-12-01,4,1700,Saskatoon,4.0,3.0,22.0,10,2.2,0.3,1.02
1989-03-01,1,1700,Saskatoon,4.0,3.0,21.0,11,1.91,0.18,0.97
1989-03-01,1,1700,Saskatoon,5.0,3.0,81.0,10,8.1,1.8,3.75
1989-03-01,1,1700,Saskatoon,2.0,1.0,3.0,3,1.0,0.0,0.14
1989-03-01,1,1700,Saskatoon,1.0,1.0,55.0,104,0.53,0.0,2.54
1989-03-01,1,1700,Saskatoon,2.0,3.0,1.0,1,1.0,0.0,0.05
1989-06-01,2,1700,Saskatoon,2.0,1.0,5.0,4,1.25,0.0,0.23
1989-06-01,2,1700,Saskatoon,1.0,1.0,42.0,94,0.45,0.0,1.94
1989-06-01,2,1700,Saskatoon,2.0,3.0,1.0,1,1.0,0.0,0.05
1989-06-01,2,1700,Saskatoon,5.0,3.0,59.0,10,5.9,1.8,2.73
1989-06-01,2,1700,Saskatoon,4.0,3.0,25.0,10,2.5,0.2,1.16
1989-09-01,3,1700,Saskatoon,5.0,3.0,60.0,10,6.0,1.5,2.78
1989-09-01,3,1700,Saskatoon,4.0,3.0,11.0,4,2.75,0.5,0.51
1989-09-01,3,1700,Saskatoon,2.0,3.0,1.0,1,1.0,0.0,0.05
1989-09-01,3,1700,Saskatoon,1.0,1.0,47.0,88,0.53,0.0,2.18
1989-09-01,3,1700,Saskatoon,2.0,1.0,5.0,4,1.25,0.0,0.23
1989-12-01,4,1700,Saskatoon,2.0,1.0,5.0,4,1.25,0.0,0.23
1989-12-01,4,1700,Saskatoon,1.0,1.0,43.0,93,0.46,0.0,1.99
1989-12-01,4,1700,Saskatoon,4.0,3.0,6.0,3,2.0,0.67,0.28
1989-12-01,4,1700,Saskatoon,5.0,3.0,50.0,9,5.56,1.33,2.32
1989-12-01,4,1700,Saskatoon,2.0,3.0,1.0,1,1.0,0.0,0.05
1990-03-01,1,1700,Saskatoon,5.0,3.0,41.0,9,4.56,1.0,1.9
1990-03-01,1,1700,Saskatoon,1.0,1.0,34.0,62,0.55,0.0,1.57
1990-03-01,1,1700,Saskatoon,4.0,3.0,1.0,1,1.0,1.0,0.05
1990-03-01,1,1700,Saskatoon,2.0,3.0,1.0,1,1.0,0.0,0.05
1990-03-01,1,1700,Saskatoon,2.0,1.0,5.0,4,1.25,0.0,0.23
1990-06-01,2,1700,Saskatoon,2.0,1.0,3.0,2,1.5,0.0,0.14
1990-06-01,2,1700,Saskatoon,2.0,3.0,1.0,1,1.0,0.0,0.05
1990-06-01,2,1700,Saskatoon,4.0,3.0,3.0,2,1.5,1.0,0.14
1990-06-01,2,1700,Saskatoon,1.0,1.0,41.0,80,0.51,0.0,1.9
1990-06-01,2,1700,Saskatoon,5.0,3.0,37.0,8,4.63,0.75,1.71
1990-09-01,3,1700,Saskatoon,2.0,3.0,1.0,1,1.0,0.0,0.05
1990-09-01,3,1700,Saskatoon,5.0,3.0,28.0,7,4.0,0.86,1.29
1990-09-01,3,1700,Saskatoon,2.0,1.0,3.0,2,1.5,0.0,0.14
1990-09-01,3,1700,Saskatoon,1.0,1.0,35.0,61,0.57,0.0,1.62
1990-09-01,3,1700,Saskatoon,4.0,3.0,4.0,3,1.33,0.67,0.18
1990-12-01,4,1700,Saskatoon,2.0,3.0,6.0,8,0.75,0.0,0.28
1990-12-01,4,1700,Saskatoon,4.0,3.0,8.0,5,1.6,0.8,0.37
1990-12-01,4,1700,Saskatoon,5.0,3.0,27.0,8,3.38,1.13,1.24
1990-12-01,4,1700,Saskatoon,2.0,1.0,2.0,2,1.0,0.0,0.09
1990-12-01,4,1700,Saskatoon,1.0,3.0,1.0,1,1.0,0.0,0.05
1990-12-01,4,1700,Saskatoon,1.0,1.0,46.0,53,0.87,0.0,2.12
1991-03-01,1,1700,Saskatoon,4.0,3.0,6.0,4,1.5,0.75,0.28
1991-03-01,1,1700,Saskatoon,1.0,1.0,30.0,43,0.7,0.0,1.38
1991-03-01,1,1700,Saskatoon,5.0,3.0,41.0,6,6.83,0.5,1.88
1991-03-01,1,1700,Saskatoon,2.0,3.0,10.0,8,1.25,0.0,0.46
1991-03-01,1,1700,Saskatoon,2.0,1.0,2.0,2,1.0,0.0,0.09
1991-06-01,2,1700,Saskatoon,1.0,1.0,32.0,57,0.56,0.0,1.47
1991-06-01,2,1700,Saskatoon,2.0,1.0,4.0,3,1.33,0.0,0.18
1991-06-01,2,1700,Saskatoon,2.0,3.0,4.0,6,0.67,0.0,0.18
1991-06-01,2,1700,Saskatoon,4.0,3.0,3.0,3,1.0,1.0,0.14
1991-06-01,2,1700,Saskatoon,5.0,3.0,31.0,5,6.2,0.0,1.42
1991-09-01,3,1700,Saskatoon,5.0,3.0,23.0,4,5.75,0.0,1.05
1991-09-01,3,1700,Saskatoon,2.0,1.0,2.0,2,1.0,0.0,0.09
1991-09-01,3,1700,Saskatoon,1.0,1.0,20.0,45,0.44,0.0,0.91
1991-09-01,3,1700,Saskatoon,4.0,3.0,3.0,3,1.0,1.0,0.14
1991-09-01,3,1700,Saskatoon,2.0,3.0,2.0,2,1.0,0.0,0.09
1991-12-01,4,1700,Saskatoon,2.0,1.0,3.0,3,1.0,0.0,0.14
1991-12-01,4,1700,Saskatoon,4.0,3.0,1.0,1,1.0,1.0,0.05
1991-12-01,4,1700,Saskatoon,5.0,3.0,15.0,2,7.5,0.0,0.68
1991-12-01,4,1700,Saskatoon,2.0,3.0,2.0,2,1.0,0.0,0.09
1991-12-01,4,1700,Saskatoon,1.0,1.0,25.0,39,0.64,0.0,1.14
1992-03-01,1,1700,Saskatoon,2.0,1.0,2.0,2,1.0,0.0,0.09
1992-03-01,1,1700,Saskatoon,2.0,3.0,1.0,1,1.0,0.0,0.05
1992-03-01,1,1700,Saskatoon,4.0,3.0,2.0,2,1.0,0.5,0.09
1992-03-01,1,1700,Saskatoon,1.0,1.0,18.0,21,0.86,0.0,0.82
1992-03-01,1,1700,Saskatoon,5.0,3.0,11.0,2,5.5,0.0,0.5
1992-06-01,2,1700,Saskatoon,1.0,1.0,16.0,54,0.3,0.0,0.73
1992-06-01,2,1700,Saskatoon,2.0,1.0,2.0,2,1.0,0.0,0.09
1992-06-01,2,1700,Saskatoon,2.0,3.0,1.0,2,0.5,0.0,0.05
1992-06-01,2,1700,Saskatoon,5.0,3.0,9.0,2,4.5,0.0,0.41
1992-09-01,3,1700,Saskatoon,5.0,3.0,7.0,2,3.5,0.0,0.32
1992-09-01,3,1700,Saskatoon,1.0,1.0,24.0,61,0.39,0.0,1.09
1992-09-01,3,1700,Saskatoon,2.0,3.0,10.0,8,1.25,0.0,0.45
1992-09-01,3,1700,Saskatoon,2.0,1.0,0.0,1,0.0,0.0,0.0
1992-09-01,3,1700,Saskatoon,4.0,3.0,1.0,1,1.0,0.0,0.05
1992-12-01,4,1700,Saskatoon,1.0,1.0,16.0,52,0.31,0.0,0.72
1992-12-01,4,1700,Saskatoon,2.0,1.0,4.0,6,0.67,0.0,0.18
1992-12-01,4,1700,Saskatoon,5.0,3.0,7.0,2,3.5,0.0,0.32
1992-12-01,4,1700,Saskatoon,2.0,3.0,8.0,6,1.33,0.0,0.36
1993-03-01,1,1700,Saskatoon,1.0,1.0,14.0,20,0.7,0.0,0.63
1993-03-01,1,1700,Saskatoon,2.0,3.0,11.0,10,1.1,0.0,0.5
1993-03-01,1,1700,Saskatoon,5.0,3.0,7.0,2,3.5,0.0,0.32
1993-03-01,1,1700,Saskatoon,2.0,1.0,2.0,1,2.0,0.0,0.09
1993-06-01,2,1700,Saskatoon,1.0,1.0,21.0,45,0.47,0.0,0.95
1993-06-01,2,1700,Saskatoon,5.0,3.0,3.0,1,3.0,0.0,0.14
1993-06-01,2,1700,Saskatoon,2.0,3.0,7.0,7,1.0,0.0,0.32
1993-09-01,3,1700,Saskatoon,2.0,3.0,6.0,6,1.0,0.0,0.27
1993-09-01,3,1700,Saskatoon,5.0,3.0,2.0,2,1.0,0.0,0.09
1993-09-01,3,1700,Saskatoon,1.0,1.0,21.0,54,0.39,0.0,0.94
1993-12-01,4,1700,Saskatoon,5.0,3.0,20.0,4,5.0,0.75,0.9
1993-12-01,4,1700,Saskatoon,2.0,3.0,16.0,15,1.07,0.0,0.72
1993-12-01,4,1700,Saskatoon,1.0,1.0,22.0,40,0.55,0.0,0.99
