reference_period,metcode,metro,dweltype,mkttycd,inventory,num_structures,unitsperstructure,avgstorycnt,inventory_per_10kpop
2001,1490,Regina,1.0,1.0,42.0,112,0.38,0.0,2.12
2001,1490,Regina,4.0,3.0,4.0,2,2.0,0.0,0.2
2001,1490,Regina,2.0,1.0,3.0,2,1.5,0.0,0.15
2002,1490,Regina,1.0,3.0,0.0,1,0.0,0.0,0.0
2002,1490,Regina,4.0,3.0,4.0,3,1.33,0.0,0.2
2002,1490,Regina,1.0,1.0,27.0,69,0.39,0.0,1.36
2002,1490,Regina,2.0,3.0,3.0,3,1.0,0.0,0.15
2002,1490,Regina,5.0,3.0,57.0,6,9.5,1.17,2.87
2003,1490,Regina,5.0,3.0,36.0,9,4.0,1.44,1.8
2003,1490,Regina,1.0,1.0,24.0,84,0.29,0.0,1.2
2003,1490,Regina,4.0,3.0,8.0,5,1.6,0.0,0.4
2003,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.05
2004,1490,Regina,1.0,1.0,27.0,70,0.39,0.0,1.35
2004,1490,Regina,5.0,3.0,20.0,6,3.33,0.5,1.0
2004,1490,Regina,1.0,3.0,1.0,2,0.5,0.0,0.05
2004,1490,Regina,4.0,3.0,27.0,14,1.93,0.0,1.35
2005,1490,Regina,1.0,1.0,35.0,96,0.36,0.0,1.74
2005,1490,Regina,5.0,3.0,7.0,3,2.33,1.0,0.35
2005,1490,Regina,2.0,3.0,4.0,4,1.0,0.0,0.2
2005,1490,Regina,4.0,3.0,29.0,21,1.38,0.0,1.44
2006,1490,Regina,2.0,1.0,2.0,1,2.0,0.0,0.1
2006,1490,Regina,4.0,3.0,24.0,16,1.5,0.0,1.18
2006,1490,Regina,1.0,1.0,25.0,87,0.29,0.0,1.23
2006,1490,Regina,1.0,3.0,2.0,3,0.67,0.0,0.1
2006,1490,Regina,5.0,3.0,11.0,3,3.67,1.0,0.54
2007,1490,Regina,1.0,3.0,7.0,16,0.44,0.0,0.34
2007,1490,Regina,4.0,3.0,2.0,1,2.0,0.0,0.1
2007,1490,Regina,1.0,1.0,17.0,56,0.3,0.0,0.83
2008,1490,Regina,4.0,3.0,4.0,3,1.33,0.0,0.19
2008,1490,Regina,1.0,1.0,37.0,97,0.38,0.0,1.76
2008,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.05
2008,1490,Regina,5.0,3.0,14.0,1,14.0,0.0,0.67
2008,1490,Regina,2.0,3.0,1.0,1,1.0,0.0,0.05
2009,1490,Regina,4.0,3.0,5.0,3,1.67,0.0,0.23
2009,1490,Regina,5.0,3.0,98.0,6,16.33,0.5,4.58
2009,1490,Regina,2.0,1.0,1.0,1,1.0,0.0,0.05
2009,1490,Regina,1.0,1.0,42.0,42,1.0,0.0,1.96
2009,1490,Regina,2.0,3.0,3.0,3,1.0,0.0,0.14
2010,1490,Regina,5.0,3.0,69.0,8,8.63,2.38,3.17
2010,1490,Regina,1.0,1.0,37.0,37,1.0,0.0,1.7
2010,1490,Regina,4.0,3.0,7.0,5,1.4,0.0,0.32
2010,1490,Regina,2.0,1.0,3.0,2,1.5,0.0,0.14
2010,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.05
2011,1490,Regina,2.0,3.0,1.0,1,1.0,0.0,0.04
2011,1490,Regina,4.0,3.0,8.0,5,1.6,0.0,0.36
2011,1490,Regina,5.0,3.0,29.0,3,9.67,0.67,1.29
2011,1490,Regina,2.0,1.0,1.0,1,1.0,0.0,0.04
2011,1490,Regina,1.0,1.0,67.0,67,1.0,0.0,2.98
2012,1490,Regina,1.0,1.0,63.0,63,1.0,0.0,2.73
2012,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.04
2012,1490,Regina,4.0,3.0,1.0,1,1.0,0.0,0.04
2012,1490,Regina,2.0,3.0,1.0,1,1.0,0.0,0.04
2012,1490,Regina,5.0,3.0,30.0,10,3.0,2.4,1.3
2012,1490,Regina,2.0,1.0,3.0,2,1.5,0.0,0.13
2013,1490,Regina,1.0,3.0,4.0,4,1.0,0.0,0.17
2013,1490,Regina,5.0,3.0,45.0,16,2.81,2.38,1.91
2013,1490,Regina,1.0,1.0,98.0,98,1.0,0.0,4.16
2013,1490,Regina,2.0,1.0,15.0,10,1.5,0.0,0.64
2013,1490,Regina,4.0,3.0,2.0,2,1.0,0.0,0.08
2014,1490,Regina,1.0,1.0,158.0,158,1.0,0.0,6.62
2014,1490,Regina,2.0,1.0,30.0,19,1.58,0.0,1.26
2014,1490,Regina,5.0,3.0,191.0,24,7.96,3.29,8.0
2014,1490,Regina,4.0,3.0,81.0,24,3.38,0.0,3.39
2014,1490,Regina,4.0,1.0,13.0,4,3.25,0.0,0.54
2014,1490,Regina,1.0,3.0,2.0,2,1.0,0.0,0.08
2014,1490,Regina,2.0,3.0,1.0,1,1.0,0.0,0.04
2015,1490,Regina,2.0,1.0,37.0,24,1.54,0.0,1.51
2015,1490,Regina,4.0,3.0,71.0,23,3.09,0.0,2.9
2015,1490,Regina,1.0,3.0,2.0,2,1.0,0.0,0.08
2015,1490,Regina,4.0,1.0,33.0,15,2.2,0.0,1.35
2015,1490,Regina,1.0,1.0,138.0,138,1.0,0.0,5.64
2015,1490,Regina,5.0,3.0,276.0,28,9.86,3.21,11.29
2016,1490,Regina,1.0,1.0,91.0,91,1.0,0.0,3.63
2016,1490,Regina,4.0,3.0,37.0,14,2.64,0.0,1.48
2016,1490,Regina,4.0,1.0,17.0,7,2.43,0.0,0.68
2016,1490,Regina,1.0,3.0,2.0,2,1.0,0.0,0.08
2016,1490,Regina,2.0,1.0,30.0,23,1.3,0.0,1.2
2016,1490,Regina,5.0,3.0,219.0,22,9.95,2.86,8.74
2017,1490,Regina,5.0,3.0,173.0,19,9.11,2.84,6.77
2017,1490,Regina,2.0,1.0,42.0,29,1.45,0.0,1.64
2017,1490,Regina,4.0,1.0,19.0,13,1.46,0.0,0.74
2017,1490,Regina,4.0,3.0,80.0,34,2.35,0.0,3.13
2017,1490,Regina,1.0,1.0,87.0,87,1.0,0.0,3.4
2018,1490,Regina,2.0,1.0,28.0,22,1.27,0.0,1.07
2018,1490,Regina,4.0,3.0,53.0,22,2.41,0.0,2.03
2018,1490,Regina,5.0,3.0,174.0,15,11.6,3.13,6.68
2018,1490,Regina,1.0,1.0,111.0,111,1.0,0.0,4.26
2018,1490,Regina,4.0,1.0,55.0,25,2.2,0.0,2.11
2019,1490,Regina,4.0,3.0,12.0,10,1.2,0.0,0.46
2019,1490,Regina,2.0,1.0,18.0,14,1.29,0.0,0.68
2019,1490,Regina,5.0,3.0,51.0,9,5.67,2.78,1.94
2019,1490,Regina,1.0,1.0,72.0,72,1.0,0.0,2.74
2019,1490,Regina,4.0,1.0,37.0,21,1.76,0.0,1.41
2020,1490,Regina,2.0,1.0,6.0,5,1.2,0.0,0.23
2020,1490,Regina,5.0,1.0,2.0,1,2.0,1.0,0.08
2020,1490,Regina,1.0,1.0,38.0,38,1.0,0.0,1.44
2020,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.04
2020,1490,Regina,4.0,1.0,3.0,3,1.0,0.0,0.11
2020,1490,Regina,4.0,3.0,16.0,8,2.0,0.0,0.61
2020,1490,Regina,5.0,3.0,27.0,4,6.75,3.5,1.02
2021,1490,Regina,1.0,3.0,1.0,1,1.0,0.0,0.04
2021,1490,Regina,2.0,1.0,1.0,1,1.0,0.0,0.04
2021,1490,Regina,5.0,3.0,45.0,3,15.0,4.0,1.68
2021,1490,Regina,1.0,1.0,21.0,21,1.0,0.0,0.78
2021,1490,Regina,4.0,3.0,12.0,7,1.71,0.0,0.45
2021,1490,Regina,2.0,3.0,4.0,2,2.0,0.0,0.15
2022,1490,Regina,4.0,1.0,2.0,1,2.0,0.0,0.07
2022,1490,Regina,5.0,3.0,12.0,5,2.4,3.2,0.43
2022,1490,Regina,2.0,1.0,8.0,5,1.6,0.0,0.29
2022,1490,Regina,2.0,3.0,2.0,2,1.0,0.0,0.07
2022,1490,Regina,1.0,1.0,48.0,48,1.0,0.0,1.74
2022,1490,Regina,4.0,3.0,16.0,8,2.0,0.0,0.58
2023,1490,Regina,4.0,1.0,14.0,7,2.0,0.0,0.49
2023,1490,Regina,1.0,1.0,36.0,36,1.0,0.0,1.27
2023,1490,Regina,4.0,3.0,5.0,2,2.5,0.0,0.18
2023,1490,Regina,5.0,1.0,2.0,1,2.0,1.0,0.07
2023,1490,Regina,1.0,3.0,4.0,4,1.0,0.0,0.14
2023,1490,Regina,2.0,3.0,7.0,4,1.75,0.0,0.25
2023,1490,Regina,2.0,1.0,3.0,3,1.0,0.0,0.11
1988,1700,Saskatoon,1.0,1.0,91.0,185,0.49,0.0,4.21
1988,1700,Saskatoon,4.0,3.0,22.0,10,2.2,0.3,1.02
1988,1700,Saskatoon,2.0,3.0,1.0,1,1.0,0.0,0.05
1988,1700,Saskatoon,2.0,1.0,5.0,6,0.83,0.0,0.23
1988,1700,Saskatoon,5.0,3.0,111.0,11,10.09,1.64,5.14
1989,1700,Saskatoon,1.0,1.0,43.0,93,0.46,0.0,1.99
1989,1700,Saskatoon,2.0,1.0,5.0,4,1.25,0.0,0.23
1989,1700,Saskatoon,2.0,3.0,1.0,1,1.0,0.0,0.05
1989,1700,Saskatoon,4.0,3.0,6.0,3,2.0,0.67,0.28
1989,1700,Saskatoon,5.0,3.0,50.0,9,5.56,1.33,2.32
1990,1700,Saskatoon,1.0,1.0,46.0,53,0.87,0.0,2.12
1990,1700,Saskatoon,1.0,3.0,1.0,1,1.0,0.0,0.05
1990,1700,Saskatoon,2.0,1.0,2.0,2,1.0,0.0,0.09
1990,1700,Saskatoon,2.0,3.0,6.0,8,0.75,0.0,0.28
1990,1700,Saskatoon,5.0,3.0,27.0,8,3.38,1.13,1.24
1990,1700,Saskatoon,4.0,3.0,8.0,5,1.6,0.8,0.37
1991,1700,Saskatoon,5.0,3.0,15.0,2,7.5,0.0,0.68
1991,1700,Saskatoon,4.0,3.0,1.0,1,1.0,1.0,0.05
1991,1700,Saskatoon,2.0,3.0,2.0,2,1.0,0.0,0.09
1991,1700,Saskatoon,2.0,1.0,3.0,3,1.0,0.0,0.14
1991,1700,Saskatoon,1.0,1.0,25.0,39,0.64,0.0,1.14
1992,1700,Saskatoon,5.0,3.0,7.0,2,3.5,0.0,0.32
1992,1700,Saskatoon,1.0,1.0,16.0,52,0.31,0.0,0.72
1992,1700,Saskatoon,2.0,1.0,4.0,6,0.67,0.0,0.18
1992,1700,Saskatoon,2.0,3.0,8.0,6,1.33,0.0,0.36
1993,1700,Saskatoon,2.0,3.0,16.0,15,1.07,0.0,0.72
1993,1700,Saskatoon,1.0,1.0,22.0,40,0.55,0.0,0.99
1993,1700,Saskatoon,5.0,3.0,20.0,4,5.0,0.75,0.9
1994,1700,Saskatoon,2.0,1.0,2.0,1,2.0,0.0,0.09
1994,1700,Saskatoon,2.0,3.0,2.0,2,1.0,0.0,0.09
1994,1700,Saskatoon,5.0,3.0,2.0,2,1.0,2.0,0.09
1994,1700,Saskatoon,1.0,1.0,43.0,68,0.63,0.0,1.9
1995,1700,Saskatoon,4.0,3.0,2.0,2,1.0,0.0,0.09
1995,1700,Saskatoon,5.0,3.0,32.0,3,10.67,2.67,1.4
1995,1700,Saskatoon,2.0,3.0,1.0,5,0.2,0.0,0.04
1995,1700,Saskatoon,1.0,1.0,26.0,76,0.34,0.0,1.14
1995,1700,Saskatoon,1.0,3.0,0.0,2,0.0,0.0,0.0
1996,1700,Saskatoon,1.0,1.0,19.0,65,0.29,0.0,0.83
1996,1700,Saskatoon,2.0,3.0,1.0,3,0.33,0.0,0.04
1996,1700,Saskatoon,1.0,3.0,0.0,3,0.0,0.0,0.0
1996,1700,Saskatoon,2.0,1.0,2.0,4,0.5,0.0,0.09
1996,1700,Saskatoon,5.0,3.0,23.0,2,11.5,4.5,1.0
1996,1700,Saskatoon,4.0,3.0,1.0,1,1.0,2.0,0.04
1997,1700,Saskatoon,2.0,1.0,1.0,2,0.5,0.0,0.04
1997,1700,Saskatoon,1.0,1.0,14.0,90,0.16,0.0,0.61
1997,1700,Saskatoon,5.0,3.0,15.0,2,7.5,4.5,0.65
1997,1700,Saskatoon,4.0,3.0,1.0,1,1.0,0.0,0.04
1997,1700,Saskatoon,1.0,3.0,1.0,2,0.5,0.0,0.04
1997,1700,Saskatoon,2.0,3.0,1.0,5,0.2,0.0,0.04
1998,1700,Saskatoon,2.0,3.0,13.0,11,1.18,0.0,0.56
1998,1700,Saskatoon,5.0,3.0,69.0,7,9.86,1.71,2.97
1998,1700,Saskatoon,2.0,1.0,1.0,1,1.0,0.0,0.04
1998,1700,Saskatoon,1.0,3.0,1.0,2,0.5,0.0,0.04
1998,1700,Saskatoon,4.0,3.0,39.0,17,2.29,0.0,1.68
1998,1700,Saskatoon,1.0,1.0,49.0,104,0.47,0.0,2.11
1999,1700,Saskatoon,1.0,1.0,49.0,113,0.43,0.0,2.11
1999,1700,Saskatoon,5.0,3.0,47.0,6,7.83,2.0,2.03
1999,1700,Saskatoon,2.0,1.0,2.0,3,0.67,0.0,0.09
1999,1700,Saskatoon,4.0,3.0,5.0,4,1.25,0.0,0.22
1999,1700,Saskatoon,1.0,3.0,4.0,4,1.0,0.0,0.17
1999,1700,Saskatoon,2.0,3.0,10.0,12,0.83,0.0,0.43
2000,1700,Saskatoon,1.0,1.0,50.0,89,0.56,0.0,2.15
2000,1700,Saskatoon,1.0,3.0,11.0,22,0.5,0.0,0.47
2000,1700,Saskatoon,4.0,3.0,12.0,9,1.33,0.0,0.52
2000,1700,Saskatoon,2.0,3.0,14.0,11,1.27,0.0,0.6
2000,1700,Saskatoon,2.0,1.0,8.0,6,1.33,0.0,0.34
2000,1700,Saskatoon,5.0,3.0,70.0,7,10.0,1.29,3.01
2001,1700,Saskatoon,1.0,1.0,28.0,82,0.34,0.0,1.2
2001,1700,Saskatoon,4.0,3.0,28.0,16,1.75,0.0,1.2
2001,1700,Saskatoon,5.0,3.0,58.0,11,5.27,0.55,2.48
2001,1700,Saskatoon,2.0,1.0,3.0,8,0.38,0.0,0.13
2001,1700,Saskatoon,2.0,3.0,8.0,7,1.14,0.0,0.34
2001,1700,Saskatoon,1.0,3.0,19.0,20,0.95,0.0,0.81
2002,1700,Saskatoon,2.0,1.0,1.0,3,0.33,0.0,0.04
2002,1700,Saskatoon,1.0,3.0,9.0,9,1.0,0.0,0.38
2002,1700,Saskatoon,2.0,3.0,2.0,2,1.0,0.0,0.08
2002,1700,Saskatoon,5.0,3.0,38.0,4,9.5,1.75,1.61
2002,1700,Saskatoon,1.0,1.0,13.0,79,0.16,0.0,0.55
2002,1700,Saskatoon,4.0,3.0,4.0,3,1.33,0.0,0.17
2003,1700,Saskatoon,1.0,3.0,5.0,5,1.0,0.0,0.21
2003,1700,Saskatoon,4.0,3.0,20.0,11,1.82,0.0,0.84
2003,1700,Saskatoon,2.0,1.0,2.0,2,1.0,0.0,0.08
2003,1700,Saskatoon,5.0,3.0,25.0,4,6.25,0.0,1.05
2003,1700,Saskatoon,1.0,1.0,22.0,89,0.25,0.0,0.92
2003,1700,Saskatoon,2.0,3.0,4.0,5,0.8,0.0,0.17
2004,1700,Saskatoon,1.0,1.0,18.0,80,0.23,0.0,0.75
2004,1700,Saskatoon,4.0,3.0,19.0,9,2.11,0.0,0.79
2004,1700,Saskatoon,2.0,1.0,1.0,5,0.2,0.0,0.04
2004,1700,Saskatoon,2.0,3.0,0.0,1,0.0,0.0,0.0
2004,1700,Saskatoon,5.0,3.0,40.0,5,8.0,0.0,1.67
2005,1700,Saskatoon,4.0,3.0,1.0,1,1.0,0.0,0.04
2005,1700,Saskatoon,5.0,3.0,110.0,5,22.0,0.0,4.56
2005,1700,Saskatoon,1.0,3.0,1.0,3,0.33,0.0,0.04
2005,1700,Saskatoon,2.0,1.0,4.0,5,0.8,0.0,0.17
2005,1700,Saskatoon,1.0,1.0,17.0,74,0.23,0.0,0.7
2006,1700,Saskatoon,2.0,1.0,2.0,3,0.67,0.0,0.08
2006,1700,Saskatoon,1.0,3.0,3.0,4,0.75,0.0,0.12
2006,1700,Saskatoon,5.0,3.0,9.0,2,4.5,0.0,0.37
2006,1700,Saskatoon,1.0,1.0,10.0,69,0.14,0.0,0.41
2007,1700,Saskatoon,1.0,1.0,22.0,120,0.18,0.0,0.88
2007,1700,Saskatoon,1.0,3.0,1.0,1,1.0,0.0,0.04
2007,1700,Saskatoon,2.0,1.0,3.0,8,0.38,0.0,0.12
2008,1700,Saskatoon,1.0,1.0,244.0,366,0.67,0.0,9.49
2008,1700,Saskatoon,5.0,3.0,19.0,2,9.5,0.0,0.74
2008,1700,Saskatoon,1.0,3.0,0.0,4,0.0,0.0,0.0
2008,1700,Saskatoon,2.0,1.0,27.0,21,1.29,0.0,1.05
2008,1700,Saskatoon,4.0,3.0,20.0,10,2.0,0.0,0.78
2009,1700,Saskatoon,4.0,3.0,24.0,10,2.4,0.0,0.91
2009,1700,Saskatoon,2.0,1.0,16.0,11,1.45,0.0,0.61
2009,1700,Saskatoon,1.0,1.0,108.0,108,1.0,0.0,4.09
2009,1700,Saskatoon,5.0,3.0,165.0,7,23.57,1.14,6.25
2010,1700,Saskatoon,5.0,3.0,106.0,8,13.25,3.38,3.92
2010,1700,Saskatoon,2.0,1.0,8.0,7,1.14,0.0,0.3
2010,1700,Saskatoon,1.0,1.0,146.0,146,1.0,0.0,5.39
2010,1700,Saskatoon,4.0,1.0,4.0,1,4.0,0.0,0.15
2010,1700,Saskatoon,4.0,3.0,20.0,9,2.22,0.0,0.74
2011,1700,Saskatoon,4.0,1.0,1.0,1,1.0,0.0,0.04
2011,1700,Saskatoon,5.0,3.0,68.0,7,9.71,2.0,2.43
2011,1700,Saskatoon,4.0,3.0,17.0,10,1.7,0.0,0.61
2011,1700,Saskatoon,2.0,1.0,10.0,8,1.25,0.0,0.36
2011,1700,Saskatoon,1.0,1.0,161.0,161,1.0,0.0,5.75
2011,1700,Saskatoon,2.0,3.0,1.0,1,1.0,0.0,0.04
2012,1700,Saskatoon,4.0,3.0,36.0,11,3.27,0.0,1.25
2012,1700,Saskatoon,1.0,1.0,166.0,166,1.0,0.0,5.78
2012,1700,Saskatoon,5.0,3.0,120.0,15,8.0,2.47,4.18
2012,1700,Saskatoon,1.0,3.0,7.0,7,1.0,0.0,0.24
2012,1700,Saskatoon,4.0,1.0,8.0,4,2.0,0.0,0.28
2012,1700,Saskatoon,2.0,1.0,37.0,23,1.61,0.0,1.29
2013,1700,Saskatoon,1.0,1.0,259.0,259,1.0,0.0,8.82
2013,1700,Saskatoon,2.0,1.0,38.0,25,1.52,0.0,1.29
2013,1700,Saskatoon,1.0,3.0,3.0,3,1.0,0.0,0.1
2013,1700,Saskatoon,4.0,3.0,50.0,15,3.33,0.0,1.7
2013,1700,Saskatoon,4.0,1.0,11.0,4,2.75,0.0,0.37
2013,1700,Saskatoon,5.0,3.0,161.0,30,5.37,2.33,5.48
2013,1700,Saskatoon,2.0,3.0,1.0,1,1.0,0.0,0.03
2014,1700,Saskatoon,5.0,3.0,142.0,40,3.55,2.23,4.76
2014,1700,Saskatoon,1.0,1.0,308.0,308,1.0,0.0,10.32
2014,1700,Saskatoon,2.0,3.0,2.0,2,1.0,0.0,0.07
2014,1700,Saskatoon,1.0,3.0,1.0,1,1.0,0.0,0.03
2014,1700,Saskatoon,2.0,1.0,61.0,38,1.61,0.0,2.04
2014,1700,Saskatoon,4.0,1.0,7.0,2,3.5,0.0,0.23
2014,1700,Saskatoon,4.0,3.0,111.0,32,3.47,0.0,3.72
2015,1700,Saskatoon,1.0,1.0,301.0,301,1.0,0.0,9.83
2015,1700,Saskatoon,4.0,1.0,24.0,8,3.0,0.0,0.78
2015,1700,Saskatoon,4.0,3.0,181.0,58,3.12,0.0,5.91
2015,1700,Saskatoon,2.0,3.0,9.0,6,1.5,0.0,0.29
2015,1700,Saskatoon,5.0,3.0,142.0,35,4.06,2.26,4.64
2015,1700,Saskatoon,2.0,1.0,31.0,23,1.35,0.0,1.01
2016,1700,Saskatoon,2.0,1.0,34.0,24,1.42,0.0,1.08
2016,1700,Saskatoon,2.0,3.0,10.0,7,1.43,0.0,0.32
2016,1700,Saskatoon,5.0,3.0,269.0,32,8.41,2.59,8.55
2016,1700,Saskatoon,4.0,1.0,44.0,14,3.14,0.0,1.4
2016,1700,Saskatoon,1.0,1.0,241.0,241,1.0,0.0,7.66
2016,1700,Saskatoon,4.0,3.0,190.0,72,2.64,0.0,6.04
2017,1700,Saskatoon,4.0,1.0,43.0,14,3.07,0.0,1.33
2017,1700,Saskatoon,1.0,1.0,206.0,206,1.0,0.0,6.39
2017,1700,Saskatoon,2.0,1.0,32.0,20,1.6,0.0,0.99
2017,1700,Saskatoon,5.0,3.0,147.0,21,7.0,2.81,4.56
2017,1700,Saskatoon,2.0,3.0,12.0,9,1.33,0.0,0.37
2017,1700,Saskatoon,4.0,3.0,117.0,56,2.09,0.0,3.63
2018,1700,Saskatoon,4.0,3.0,128.0,62,2.06,0.0,3.88
2018,1700,Saskatoon,2.0,1.0,23.0,18,1.28,0.0,0.7
2018,1700,Saskatoon,4.0,1.0,37.0,10,3.7,0.0,1.12
2018,1700,Saskatoon,1.0,1.0,248.0,248,1.0,0.0,7.52
2018,1700,Saskatoon,2.0,3.0,8.0,5,1.6,0.0,0.24
2018,1700,Saskatoon,5.0,3.0,44.0,9,4.89,3.22,1.34
2019,1700,Saskatoon,4.0,3.0,61.0,27,2.26,0.0,1.81
2019,1700,Saskatoon,5.0,3.0,82.0,9,9.11,3.44,2.44
2019,1700,Saskatoon,2.0,1.0,18.0,12,1.5,0.0,0.54
2019,1700,Saskatoon,2.0,3.0,8.0,6,1.33,0.0,0.24
2019,1700,Saskatoon,4.0,1.0,18.0,8,2.25,0.0,0.54
2019,1700,Saskatoon,1.0,1.0,214.0,214,1.0,0.0,6.36
2020,1700,Saskatoon,1.0,1.0,89.0,89,1.0,0.0,2.62
2020,1700,Saskatoon,2.0,3.0,7.0,5,1.4,0.0,0.21
2020,1700,Saskatoon,4.0,3.0,50.0,26,1.92,0.0,1.47
2020,1700,Saskatoon,5.0,3.0,36.0,5,7.2,3.2,1.06
2020,1700,Saskatoon,2.0,1.0,4.0,4,1.0,0.0,0.12
2020,1700,Saskatoon,4.0,1.0,14.0,7,2.0,0.0,0.41
2021,1700,Saskatoon,1.0,1.0,111.0,111,1.0,0.0,3.21
2021,1700,Saskatoon,5.0,3.0,36.0,7,5.14,3.57,1.04
2021,1700,Saskatoon,2.0,3.0,1.0,1,1.0,0.0,0.03
2021,1700,Saskatoon,2.0,1.0,13.0,8,1.63,0.0,0.38
2021,1700,Saskatoon,4.0,3.0,26.0,12,2.17,0.0,0.75
2021,1700,Saskatoon,4.0,1.0,11.0,7,1.57,0.0,0.32
2022,1700,Saskatoon,2.0,1.0,15.0,11,1.36,0.0,0.42
2022,1700,Saskatoon,1.0,1.0,165.0,165,1.0,0.0,4.6
2022,1700,Saskatoon,5.0,3.0,31.0,7,4.43,3.0,0.86
2022,1700,Saskatoon,4.0,3.0,15.0,9,1.67,0.0,0.42
2022,1700,Saskatoon,4.0,1.0,6.0,3,2.0,0.0,0.17
2023,1700,Saskatoon,4.0,3.0,25.0,15,1.67,0.0,0.67
2023,1700,Saskatoon,1.0,1.0,194.0,194,1.0,0.0,5.22
2023,1700,Saskatoon,2.0,1.0,17.0,11,1.55,0.0,0.46
2023,1700,Saskatoon,5.0,3.0,11.0,4,2.75,2.5,0.3
1988,2270,Toronto,1.0,1.0,298.0,2064,0.14,0.0,0.76
1988,2270,Toronto,2.0,1.0,20.0,52,0.38,0.0,0.05
1988,2270,Toronto,4.0,3.0,115.0,51,2.25,0.0,0.29
1988,2270,Toronto,4.0,1.0,123.0,51,2.41,0.0,0.31
1988,2270,Toronto,5.0,3.0,544.0,11,49.45,2.55,1.39
1989,2270,Toronto,1.0,1.0,520.0,1851,0.28,0.0,1.31
1989,2270,Toronto,4.0,1.0,301.0,86,3.5,0.5,0.76
1989,2270,Toronto,2.0,1.0,6.0,11,0.55,0.0,0.02
1989,2270,Toronto,4.0,3.0,96.0,34,2.82,0.53,0.24
1989,2270,Toronto,5.0,3.0,678.0,14,48.43,9.36,1.7
1990,2270,Toronto,1.0,1.0,1055.0,1930,0.55,0.0,2.62
1990,2270,Toronto,4.0,1.0,67.0,15,4.47,0.53,0.17
1990,2270,Toronto,2.0,1.0,37.0,39,0.95,0.0,0.09
1990,2270,Toronto,4.0,3.0,81.0,18,4.5,0.17,0.2
1990,2270,Toronto,5.0,3.0,904.0,41,22.05,9.66,2.25
1991,2270,Toronto,4.0,1.0,59.0,25,2.36,0.56,0.14
1991,2270,Toronto,4.0,3.0,46.0,16,2.88,0.19,0.11
1991,2270,Toronto,1.0,1.0,356.0,1324,0.27,0.0,0.87
1991,2270,Toronto,5.0,3.0,1909.0,60,31.82,12.25,4.67
1991,2270,Toronto,2.0,1.0,48.0,41,1.17,0.0,0.12
1992,2270,Toronto,2.0,1.0,102.0,105,0.97,0.0,0.25
1992,2270,Toronto,4.0,1.0,84.0,33,2.55,0.58,0.2
1992,2270,Toronto,5.0,3.0,1925.0,53,36.32,11.87,4.65
1992,2270,Toronto,4.0,3.0,105.0,38,2.76,0.82,0.25
1992,2270,Toronto,1.0,1.0,423.0,1170,0.36,0.0,1.02
1993,2270,Toronto,5.0,3.0,1121.0,43,26.07,10.88,2.66
1993,2270,Toronto,1.0,1.0,357.0,949,0.38,0.0,0.85
1993,2270,Toronto,4.0,3.0,52.0,16,3.25,0.5,0.12
1993,2270,Toronto,4.0,1.0,37.0,17,2.18,0.71,0.09
1993,2270,Toronto,2.0,1.0,90.0,116,0.78,0.0,0.21
1994,2270,Toronto,5.0,3.0,757.0,30,25.23,9.67,1.76
1994,2270,Toronto,2.0,1.0,88.0,118,0.75,0.0,0.2
1994,2270,Toronto,2.0,3.0,3.0,7,0.43,0.0,0.01
1994,2270,Toronto,1.0,1.0,392.0,1533,0.26,0.0,0.91
1994,2270,Toronto,4.0,1.0,27.0,15,1.8,0.6,0.06
1994,2270,Toronto,5.0,1.0,1.0,1,1.0,0.0,0.0
1994,2270,Toronto,4.0,3.0,43.0,18,2.39,0.78,0.1
1995,2270,Toronto,4.0,1.0,65.0,41,1.59,0.32,0.15
1995,2270,Toronto,2.0,1.0,145.0,146,0.99,0.0,0.33
1995,2270,Toronto,4.0,3.0,57.0,21,2.71,1.14,0.13
1995,2270,Toronto,1.0,1.0,529.0,1094,0.48,0.0,1.21
1995,2270,Toronto,5.0,3.0,694.0,30,23.13,6.77,1.58
1996,2270,Toronto,2.0,1.0,141.0,174,0.81,0.0,0.32
1996,2270,Toronto,4.0,1.0,59.0,18,3.28,0.0,0.13
1996,2270,Toronto,4.0,3.0,40.0,15,2.67,0.27,0.09
1996,2270,Toronto,5.0,3.0,484.0,35,13.83,6.4,1.08
1996,2270,Toronto,1.0,1.0,434.0,1231,0.35,0.0,0.97
1997,2270,Toronto,5.0,3.0,303.0,24,12.63,3.83,0.66
1997,2270,Toronto,4.0,3.0,61.0,23,2.65,1.0,0.13
1997,2270,Toronto,1.0,1.0,324.0,1439,0.23,0.0,0.71
1997,2270,Toronto,2.0,1.0,113.0,180,0.63,0.0,0.25
1997,2270,Toronto,4.0,1.0,79.0,34,2.32,0.35,0.17
1998,2270,Toronto,4.0,3.0,142.0,55,2.58,0.67,0.31
1998,2270,Toronto,1.0,1.0,243.0,1383,0.18,0.0,0.52
1998,2270,Toronto,2.0,3.0,0.0,12,0.0,0.0,0.0
1998,2270,Toronto,5.0,3.0,354.0,24,14.75,1.79,0.76
1998,2270,Toronto,4.0,1.0,98.0,33,2.97,0.12,0.21
