Date,SFD Average Mortgage Payment 20%_down,SFD Average Mortgage Payment 5%_down,APT Average Mortgage Payment 5%_down,APT Average Mortgage Payment 20%_down
2006-03-31,0.5701186962880035,0.7040965899156842,0.4107175969785886,0.3325648558531082
2006-06-30,0.6638036158665042,0.8197974655951326,0.5132668350527455,0.41560067615606927
2006-09-30,0.7041766883897401,0.8696582101613289,0.544040002130943,0.4405182203489417
2006-12-31,0.649619867439438,0.8022805362877059,0.5270385608535982,0.42675187113651675
2007-03-31,0.6907559076943794,0.8530835460025586,0.5379465925179919,0.43558428543966965
2007-06-30,0.7495144923717659,0.9256503980791307,0.5921470836779638,0.47947132281616495
2007-09-30,0.7723919937827152,0.9539041123216533,0.5887619259330009,0.47673030439919106
2007-12-31,0.707647934257841,0.8739451988084337,0.5892564251251947,0.4771307086033966
2008-03-31,0.7087862269494791,0.8753509902826065,0.562636522148321,0.45557613129418706
2008-06-30,0.6981817350546327,0.8622544427924713,0.5340905887045531,0.4324620151453871
2008-09-30,0.6469847721675422,0.7990261936269146,0.48619869603521043,0.3936831546843809
2008-12-31,0.6216889290236796,0.7677858273442443,0.477193701556144,0.38639166117906387
2009-03-31,0.5368972119799967,0.6630680567952958,0.40495192708579913,0.32789629723546493
2009-06-30,0.5328053539441013,0.6580146121209651,0.39232186125191043,0.3176695232808991
2009-09-30,0.570629149398438,0.704726999507071,0.41393673342780435,0.33517144407109667
2009-12-31,0.5744984400371728,0.7095055734459085,0.42312431681571083,0.34261078284672947
2010-03-31,0.5413921886813009,0.6686193530214067,0.3836381406946899,0.31063817060298776
2010-06-30,0.5837255897529529,0.7209011033448967,0.4147177883914594,0.33580387724004807
2010-09-30,0.5379899441322022,0.6644175810032699,0.38830464117826285,0.31441671350466627
2010-12-31,0.49552963817820955,0.6119791031500887,0.3606712013847499,0.29204145861113345
2011-03-31,0.5080595428738236,0.6274535354491722,0.37138178768247276,0.3007139981234597
2011-06-30,0.5412680595862417,0.6684660535890085,0.37759283761436163,0.3057431883517099
2011-09-30,0.5033001334233932,0.6215756647778906,0.36057844981649195,0.2919663561267141
2011-12-31,0.48653894514190327,0.6008755972502505,0.3446113461282256,0.27903752722933245
2012-03-31,0.4751678767555534,0.5868323277931085,0.3403896006769607,0.2756191098598872
2012-06-30,0.5112898892015519,0.6314430131639165,0.36279750954510787,0.29376316562356913
2012-09-30,0.4805462196660588,0.5934745812875827,0.35196641088164143,0.28499304524829266
2012-12-31,0.48954528595022073,0.6045884281485226,0.3672152775923119,0.2973403057427627
2013-03-31,0.49838915885852636,0.61551061119028,0.3487084873208917,0.28235505046226045
2013-06-30,0.5054691538478373,0.6242544050020791,0.35775144257231034,0.28967728143506916
2013-09-30,0.5123761861200675,0.6327845898582835,0.36120042544447345,0.29246998011698255
2013-12-31,0.5096938195443909,0.6294718671373227,0.3650481075988788,0.2955855122258128
2014-03-31,0.5216866920365297,0.6442830646651142,0.3748096969809709,0.3034896331829724
2014-06-30,0.5168968085584801,0.6383675585697229,0.37558557946034554,0.3041178781055429
2014-09-30,0.5150895096777005,0.6361355444519602,0.3700200841545082,0.29961140417369087
2014-12-31,0.5085233732668418,0.6280263659845498,0.3608244299743239,0.29216553034358206
2015-03-31,0.47689234382689727,0.5889620446262183,0.3394497807468169,0.27485812206219995
2015-06-30,0.4901434381876437,0.60532714616174,0.3513495505861201,0.2844935632276276
2015-09-30,0.485453021128633,0.5995344810938616,0.337868411881356,0.2735776614423936
2015-12-31,0.4742421199774687,0.5856890181721738,0.34275906316454713,0.2775377029672446
2016-03-31,0.48615930019911974,0.6004067357459127,0.34714281300720057,0.281087297981539
2016-06-30,0.5103340489258185,0.630262550423386,0.3513069700343013,0.28445908504801726
2016-09-30,0.5037288513504209,0.6221051314177698,0.3661714144334384,0.2964950724157396
2016-12-31,0.5059454080989054,0.6248425790021482,0.3343437915814338,0.2707237178797035
2017-03-31,0.5110393002723126,0.631133535836306,0.33104060983094485,0.2680490767861902
2017-06-30,0.5164903024069226,0.6378655234725495,0.34374635651061486,0.2783371307778258
2017-09-30,0.5084386809479189,0.6279217709706798,0.32433623219786784,0.2626204309294476
2017-12-31,0.4909269119551121,0.6062947362645636,0.3181582649254431,0.25761802827971103
2018-03-31,0.5265925647371787,0.6503418174504157,0.35591357329821377,0.2881891281766913
2018-06-30,0.5428264280527678,0.6703906386451681,0.340253693572428,0.2755090636213992
2018-09-30,0.5375216455325172,0.6638392322326588,0.34848515995532714,0.28217421858730946
2018-12-31,0.5097072278756724,0.6294884264264553,0.33580853050553544,0.2719097413000287
2019-03-31,0.5128345425190152,0.6333506600109837,0.3403947674546836,0.27562329348557374
2019-06-30,0.5135762327637536,0.6342666474632358,0.3045158108128308,0.2465715067310371
2019-09-30,0.49076499726649386,0.60609477162412,0.31652196023886825,0.2562930852136585
2019-12-31,0.473147899759452,0.5843376562029232,0.30926688031043853,0.2504185265671567
2020-03-31,0.4785190442507692,0.5909710196496998,0.28202236304308115,0.22835818869885113
2020-06-30,0.4388282932813367,0.5419529422024508,0.2607083264526214,0.2110998594758068
2020-09-30,0.4603080576776068,0.5684804512318444,0.2675034822334242,0.2166020099056066
2020-12-31,0.44857449061846477,0.553989495913804,0.24611255584471833,0.19928142173661403
2021-03-31,0.4555201842266519,0.5625674275199152,0.25119222821970033,0.20339451677708528
2021-06-30,0.473491765782865,0.5847623307418383,0.2676655159898133,0.21673321132778403
2021-09-30,0.46563492918266336,0.5750591375405892,0.25407167837216876,0.20572605536208
2021-12-31,0.46579921750945874,0.5752620336241816,0.2756248501393854,0.22317801630719472
2022-03-31,0.5290084100824667,0.6533253864518463,0.27595067453833627,0.2234418417314464
2022-06-30,0.600890310704987,0.742099533720659,0.31400527858783367,0.2542552863059382
2022-09-30,0.6305095931251795,0.7786793475095966,0.347772950908644,0.2815975311001166
2022-12-31,0.6377664498860948,0.7876415656093272,0.35841104009439606,0.29021136849748674
