REF_DATE,All ages,18 years and over,18 to 29 years
2023-01-01,4646600.0,3536900.0,720900.0
2024-01-01,4752700.0,3629300.0,744100.0
2025-01-01,4862300.0,3724100.0,769600.0
2026-01-01,4974600.0,3820600.0,797100.0
2027-01-01,5088400.0,3918700.0,824600.0
2028-01-01,5201800.0,4019600.0,850900.0
2029-01-01,5313800.0,4117300.0,873600.0
2030-01-01,5423500.0,4216100.0,894200.0
