Date,SFD Average Mortgage Payment 20%_down,SFD Average Mortgage Payment 5%_down,APT Average Mortgage Payment 5%_down,APT Average Mortgage Payment 20%_down
2006-01-01,0.5363566584155254,0.6624004731431739,0.39455364488778655,0.31947663553666933
2006-02-01,0.564791712328647,0.6975177647258791,0.39352928675335364,0.3186471957517033
2006-03-01,0.6092077181198379,0.7523715318779999,0.44406985929462567,0.35957073627095204
2006-04-01,0.6207783262387412,0.7666612329048453,0.47410496053265905,0.3838906563017483
2006-05-01,0.6714569034413911,0.829249275750118,0.5190002510891362,0.4202431182907985
2006-06-01,0.6991756179193801,0.8634818881304345,0.5466952935364413,0.442668253875661
2006-07-01,0.696820737812863,0.8605736111988859,0.5288163637992866,0.42819138769173004
2006-08-01,0.7201778561553884,0.8894196523519046,0.5377055829684232,0.4353891360068205
2006-09-01,0.6955314712009688,0.8589813669331965,0.5655980596251192,0.45797413734827463
2006-10-01,0.6645814012076628,0.8207580304914635,0.5315647710635772,0.43041681867496134
2006-11-01,0.6575380139586003,0.8120594472388714,0.5352446597074475,0.4333964855930749
2006-12-01,0.6267401871520507,0.7740241311327828,0.5143062517897697,0.416442309141514
2007-01-01,0.658128457402732,0.812788644892374,0.5154425343261747,0.41736237597261105
2007-02-01,0.6851877987578424,0.8462069314659354,0.5445707758657772,0.4409479966524512
2007-03-01,0.728951466922564,0.9002550616493666,0.5538264673620242,0.44844248369394674
2007-04-01,0.717024026882996,0.8855246732004999,0.5847913286308941,0.47351524585497495
2007-05-01,0.7526937700083466,0.929576805960308,0.5931792785376656,0.4803071081276645
2007-06-01,0.778825680223955,0.9618497150765847,0.5984706438653318,0.48459161446585564
2007-07-01,0.8001646012322168,0.9882032825217877,0.582613310671366,0.4717516685598105
2007-08-01,0.7833903010724176,0.9674870218244357,0.5976198568296831,0.483902718080715
2007-09-01,0.7336210790435109,0.906022032618736,0.5860526102979537,0.4745365265570476
2007-10-01,0.7030720994763872,0.8682940428533382,0.6290884828152848,0.5093833868949675
2007-11-01,0.7210839155362035,0.8905386356872114,0.5742702243823014,0.46499613310307814
2007-12-01,0.6987877877609323,0.8630029178847514,0.5644105681779981,0.4570126058121442
2008-01-01,0.7087648677303257,0.875324611646952,0.5859902919324921,0.47448606634209894
2008-02-01,0.7084127153563525,0.8748897034650953,0.5526568202325789,0.4474954009980396
2008-03-01,0.7091810977617592,0.8758386557357724,0.5492624542798921,0.4447469265424226
2008-04-01,0.7019932620965961,0.8669616786892961,0.5379037264217296,0.4355495760499834
2008-05-01,0.7104438170580812,0.8773981140667303,0.5366918386340298,0.43456829039192696
2008-06-01,0.6821081260092209,0.8424035356213878,0.5276762010578998,0.42726817899425096
2008-07-01,0.68125165760986,0.841345797148177,0.5227355301910899,0.42326763578225907
2008-08-01,0.6374370472719053,0.7872347533808032,0.4752783597844336,0.3848407771533875
2008-09-01,0.6222656116208615,0.7684980303517639,0.4605821981301078,0.3729410511174962
2008-10-01,0.649816256057958,0.8025230762315783,0.4888668704703388,0.3958436198140395
2008-11-01,0.6291487581179376,0.7769987162756531,0.4823815657298639,0.39059236091486954
2008-12-01,0.5861017728951431,0.7238356895255016,0.4603326684682292,0.3727390028082827
2009-01-01,0.5581243014296474,0.6892835122656146,0.4143769029823725,0.33552785666588875
2009-02-01,0.5239902244880926,0.6471279272427942,0.3920846882407675,0.3174774803568967
2009-03-01,0.5285771100222499,0.6527927308774786,0.4083941900342575,0.3306835546836093
2009-04-01,0.524212875550937,0.6474029013054071,0.39198668755233146,0.31739812757273805
2009-05-01,0.5280012733930805,0.6520815726404544,0.3823638934346531,0.30960639144506324
2009-06-01,0.5462019128882866,0.6745593624170338,0.4026150027687467,0.3260040508248961
2009-07-01,0.5603806623635103,0.692070118018935,0.40997741276087407,0.33196551640556604
2009-08-01,0.5815556916846144,0.7182212792304988,0.4207683839898517,0.340703144931054
2009-09-01,0.5699510941471895,0.7038896012717791,0.41106440353268725,0.3328456708766699
2009-10-01,0.5831432717326644,0.7201819405898406,0.41556821218270024,0.3364924795001621
2009-11-01,0.5829361550326623,0.719926151465338,0.43578459911953166,0.35286202357856816
2009-12-01,0.5574158933461918,0.6884086282825468,0.41802013914490055,0.338477845461458
2010-01-01,0.5364164169359789,0.6624742749159339,0.3924027449303404,0.3177350161379275
2010-02-01,0.5380251501423534,0.6644610604258064,0.3729617937752516,0.3019933552836045
2010-03-01,0.5497349989655704,0.6789227237224795,0.3855498833784777,0.3121861403874313
2010-04-01,0.5623627532969326,0.6945180003217118,0.4001125027544945,0.3239777350238822
2010-05-01,0.6040207722939875,0.7459656537830744,0.4286261855462371,0.3470657372844025
2010-06-01,0.5847932436679383,0.7222196559299039,0.4154146768736466,0.33636815941185955
2010-07-01,0.5656498044936795,0.6985775085496944,0.40026386757340837,0.32410029763029014
2010-08-01,0.5212958747714497,0.6438004053427403,0.37998534386147664,0.30768044037366526
2010-09-01,0.5270241531314778,0.6508748291173752,0.3846647120999035,0.31146940251004335
2010-10-01,0.49437881805441575,0.6105578402972035,0.36694576097998977,0.2971220736680079
2010-11-01,0.49978204607611126,0.6172308269039973,0.34691273905333747,0.28090100328205453
2010-12-01,0.4924280504041016,0.6081486422490655,0.36815510412092234,0.2981012988833379
2011-01-01,0.49915563036454513,0.6164572035002133,0.38420113362286173,0.3110940353221552
2011-02-01,0.5086983011548178,0.6282424019262,0.3747232152328241,0.3034196074759709
2011-03-01,0.5163246971021079,0.6376610009211032,0.35522101419173246,0.28762835157225297
2011-04-01,0.5400458013374162,0.666956564651709,0.3918091162452316,0.31725434513783934
2011-05-01,0.5533188493077752,0.6833487788951026,0.36754121436843035,0.2976042221606724
2011-06-01,0.5304395281135336,0.655092817220214,0.3734281822294231,0.30237099775661785
2011-07-01,0.5074665194350656,0.626721151502306,0.3687792573845502,0.2986066861413362
2011-08-01,0.4903369264935687,0.6055661042195574,0.3482251182597357,0.2819636585099074
2011-09-01,0.5120969543415453,0.6324397386118086,0.36473097380519004,0.29532872372889885
2011-10-01,0.4803050836485512,0.5931767783059606,0.35293373604988804,0.28577630449383645
2011-11-01,0.49478934204773967,0.6110648374289585,0.32978713701964996,0.26703411904425095
2011-12-01,0.48452240972941896,0.5983851760158325,0.35111316531513864,0.2843021581499099
2012-01-01,0.46226155480923364,0.5708930201894035,0.31644395208584075,0.25622992071727996
2012-02-01,0.4768962945591105,0.5889669237805015,0.36246689937804805,0.29349546508343966
2012-03-01,0.4863457808983161,0.6006370394094204,0.3422579505669934,0.277131943778942
2012-04-01,0.50201823922855,0.6199925254472592,0.343517114942319,0.27815151007475225
2012-05-01,0.5290053058970046,0.6533215527828006,0.3636671348247415,0.294467315647564
2012-06-01,0.5028461224791011,0.6210149612616898,0.3812082788682631,0.30867067114839114
2012-07-01,0.48662651113604316,0.6009837412530133,0.354850054399103,0.2873279792705288
2012-08-01,0.48061785103480253,0.5935630460279812,0.34901434395123637,0.28260270765282297
2012-09-01,0.4743942968273307,0.5858769565817535,0.35203483429458493,0.28504844882152625
2012-10-01,0.48566143373196097,0.5997918706589718,0.35033912966748115,0.28367540863763663
