Date,SFD Average Mortgage Payment 20%_down,SFD Average Mortgage Payment 5%_down,APT Average Mortgage Payment 5%_down,APT Average Mortgage Payment 20%_down
2012-11-01,0.48739130686739074,0.6019282639812275,0.3782869036032774,0.30630518510386834
2012-12-01,0.49558311725131055,0.6120451498053687,0.3730197995061771,0.3020403234867831
2013-01-01,0.49424132041414603,0.6103880307114704,0.3461234802786981,0.2802619273511725
2013-02-01,0.5043908951246798,0.6229227554789797,0.3411071691290505,0.27620013694659956
2013-03-01,0.4965352610367532,0.6132210473803902,0.35889481255492656,0.29060308708900934
2013-04-01,0.49144166661017646,0.606930458263568,0.3451580925378148,0.27948023687272455
2013-05-01,0.5083426299297872,0.6278031479632872,0.3697155180603115,0.2993647919516692
2013-06-01,0.5166231650035481,0.638029608779382,0.35838071711880476,0.2901868154808136
2013-07-01,0.517289031496425,0.6388519538980849,0.36072693736297734,0.29208658895787637
2013-08-01,0.5121613763960308,0.6325192998490982,0.3604803645718137,0.29188693487596246
2013-09-01,0.5076781504677469,0.6269825158276673,0.36239397439862936,0.29343641651710883
2013-10-01,0.5134190850889833,0.6340725700848943,0.3761992910078023,0.3046148105326334
2013-11-01,0.5099210992871848,0.6297525576196731,0.3669510767380823,0.2971263779255728
2013-12-01,0.5057412742570047,0.6245904737074008,0.3519939550507517,0.2850153482192322
2014-01-01,0.5198813651646537,0.6420534859783472,0.38315386829472203,0.31024604720220406
2014-02-01,0.5264777393635387,0.6502000081139703,0.38447217987509347,0.31131350597173557
2014-03-01,0.5187009715813968,0.6405956999030251,0.3568030427730972,0.2889093463749775
2014-04-01,0.5073145074024065,0.626533416641972,0.3639543615843949,0.29469988792258694
2014-05-01,0.5236186207305757,0.646668996602261,0.3640243908309872,0.29475659176598157
2014-06-01,0.519757297542458,0.6419002624649357,0.3987779859656544,0.32289715462806023
2014-07-01,0.5197581802642652,0.6419013526263676,0.3700170697799905,0.29960896338460763
2014-08-01,0.5018438931655897,0.6197772080595033,0.3725379471265204,0.3016501596166158
2014-09-01,0.5236664556032466,0.6467280726700098,0.36750523555701375,0.2975750895198492
2014-10-01,0.5082110900405417,0.6276406962000688,0.36276671874641486,0.29373823380276504
2014-11-01,0.5135842626733425,0.634276564401578,0.3617455828118842,0.2929114030865459
2014-12-01,0.5037747670866416,0.6221618373520024,0.3579609883646726,0.28984695414143524
2015-01-01,0.4783032460190817,0.590704508833566,0.3427931899431146,0.27756533598632765
2015-02-01,0.46840573262599305,0.5784810797931015,0.34009482963717474,0.27538042885601194
2015-03-01,0.4839680528356171,0.5977005452519872,0.33546132266016143,0.2716286013442603
2015-04-01,0.49111615612014936,0.6065284528083845,0.33562351992775064,0.2717599351641705
2015-05-01,0.48599925549779205,0.6002090805397733,0.36409477624244135,0.2948135840019768
2015-06-01,0.49331490294498975,0.6092439051370623,0.3543303555881682,0.28690717051673537
2015-07-01,0.4962151624306335,0.6128257256018323,0.3522175218991071,0.2851963740073742
2015-08-01,0.48947250304215756,0.6044985412570645,0.33175135911261555,0.26862458227742153
2015-09-01,0.4706713979131078,0.5812791764226881,0.32963635463234553,0.266912028042385
2015-10-01,0.468900023308779,0.5790915287863421,0.3550832396694193,0.28751679325459056
2015-11-01,0.47140483340051903,0.582184969249641,0.33351713371877995,0.2700543592864615
2015-12-01,0.48242150322310806,0.5957905564805384,0.33967681610544215,0.2750419563606819
2016-01-01,0.48349275743596654,0.5971135554334186,0.3640596247473504,0.29478512125291534
2016-02-01,0.48670737903824657,0.6010836131122345,0.3424097082190155,0.2772548244688385
2016-03-01,0.488277764123146,0.6030230386920853,0.334959106055236,0.27122194822286316
2016-04-01,0.49281210435703615,0.6086229488809396,0.3410133135234387,0.2761241405048087
2016-05-01,0.522472878950947,0.6452540055044195,0.35848671710407376,0.2902726454283998
2016-06-01,0.5157171634694725,0.6369106968847987,0.35442087947539125,0.28698046921084314
2016-07-01,0.4955444303213308,0.6119973714468434,0.3970190366216656,0.3214729041470976
2016-08-01,0.4943620007432367,0.6105370709178974,0.3560454888236749,0.28829594236734807
2016-09-01,0.5212801229866951,0.6437809518885685,0.3454497178549747,0.279716370732773
2016-10-01,0.48662173021581395,0.6009778368165303,0.3274232201815253,0.26512001634131604
2016-11-01,0.5088076426396132,0.6283774386599223,0.3350333508187965,0.271282065440321
2016-12-01,0.5224068514412891,0.645172461529992,0.34057480374397964,0.2757690718574734
2017-01-01,0.5039802161565788,0.6224155669533749,0.32329638439001707,0.26177844889879925
2017-02-01,0.5106578232712584,0.630662411740004,0.3557406920724858,0.28804914337853105
2017-03-01,0.5184798613891005,0.6403226288155393,0.3140847530303316,0.2543196380812402
2017-04-01,0.5070219962824558,0.6261721654088329,0.33721722676542426,0.27305038604487797
2017-05-01,0.5299109538501696,0.6544400280049595,0.334746215306878,0.27104956705010363
2017-06-01,0.5125379570881425,0.6329843770038561,0.3592756274595422,0.29091143923849583
2017-07-01,0.50858276844835,0.6280997190337124,0.3248847110566374,0.26306454336569834
2017-08-01,0.5104286277488465,0.6303793552698252,0.3287421800898169,0.26618800007272625
2017-09-01,0.5063046466465602,0.6252862386085019,0.3193818054471492,0.25860874934991834
2017-10-01,0.4978132572432084,0.6147993726953623,0.32826112747806785,0.26579848378790916
2017-11-01,0.49564733647721915,0.6121244605493656,0.3179220742862714,0.2574267807986004
2017-12-01,0.47932014214490903,0.5919603755489627,0.3082915930119901,0.2496288202526236
2018-01-01,0.514297696254839,0.6351576548747263,0.34786271955129294,0.2816702182601562
2018-02-01,0.5341861556394075,0.6597199022146684,0.3736590182797072,0.3025579095382244
2018-03-01,0.5312938423172896,0.6561478952618527,0.3462189820636412,0.2803392567316933
2018-04-01,0.5253865122457604,0.6488523426235141,0.332125642078888,0.26892764540800645
2018-05-01,0.559085918579827,0.6904711094460864,0.34845757747615214,0.2821518845960746
2018-06-01,0.5440068533327158,0.6718484638659041,0.3401778611622439,0.27544766086011657
2018-07-01,0.5400051277066793,0.666906332717749,0.3344473661033404,0.27080758388934445
2018-08-01,0.5417691613792873,0.6690849143034198,0.3494543391997098,0.2829589791090767
2018-09-01,0.5307906475115852,0.6555264496768078,0.36155377456293114,0.29275609276350706
2018-10-01,0.5236937935306697,0.646761835010377,0.3412307184463974,0.27630017687967395
2018-11-01,0.5088938752365776,0.6284839359171733,0.32458913670338185,0.2628252119055724
2018-12-01,0.4965340148597697,0.6132195083518157,0.3416057363668271,0.2766038351148398
2019-01-01,0.5187680577371655,0.6406785513053994,0.33924666159263234,0.2746936531114432
2019-02-01,0.5234466591856727,0.6464566240943058,0.3423875351014658,0.2772368705275026
2019-03-01,0.4962889106342073,0.6129168046332462,0.3395501056699526,0.27493935681777537
2019-04-01,0.5181850340335671,0.6399585170314553,0.30907050079680276,0.25025951481522496
2019-05-01,0.5220537900917974,0.6447364307633698,0.3103391963577017,0.25128679867020376
2019-06-01,0.5004898741658966,0.6181049945948823,0.29413773528398796,0.23816820670768252
2019-07-01,0.4875527130200857,0.6021276005798059,0.32573856787211375,0.26375592540252124
2019-08-01,0.4934436227933978,0.6094028741498463,0.30729647155811896,0.24882305389321369
2019-09-01,0.49129865598599815,0.6067538401427077,0.31653084128637216,0.25630027634524066
2019-10-01,0.47391995875518045,0.5852911490626479,0.32849138342466283,0.2659849258499294
2019-11-01,0.4698875367375267,0.5803111078708456,0.28310316587409023,0.22923333269157103
2019-12-01,0.4756362037856487,0.5874107116752763,0.31620609163256247,0.25603732115996963
2020-01-01,0.49159366894942574,0.6071181811525407,0.26445901306080133,0.21413685268081084
2020-02-01,0.4726990745847583,0.5837833571121764,0.30109254768168453,0.24379963375035185
2020-03-01,0.4712643892181234,0.5820115206843823,0.28051552838675753,0.22713807966539074
2020-04-01,0.4260211126734722,0.5261360741517382,0.25835929335822494,0.20919780838722668
2020-05-01,0.4327264256127978,0.5344171356318053,0.24518632757148115,0.1985314393291345
2020-06-01,0.4577373415577401,0.565305616823809,0.2785793584281581,0.2255703307110592
2020-07-01,0.4633003606916533,0.5721759454541919,0.2758564518150922,0.22336554802841468
2020-08-01,0.4601959959502073,0.5683420549985062,0.25935013685479835,0.2100001108136019
2020-09-01,0.45742781639095975,0.5649233532428354,0.26730385803038204,0.21644037087480322
2020-10-01,0.466055999075232,0.5755791588579114,0.250603568040486,0.20291786885869315
2020-11-01,0.4434696388647814,0.5476850039980051,0.23937399160505357,0.19382509441704743
2020-12-01,0.4361978339153809,0.5387043248854954,0.2483601078886154,0.20110130193410156
2021-01-01,0.44580634159695964,0.5505708318722453,0.2533378225558617,0.20513184012620375
2021-02-01,0.4468430889381916,0.5518512148386666,0.24345362462571998,0.1971284409924858
2021-03-01,0.4739111221448045,0.5852802358488336,0.2567852374775194,0.2079232692125663
2021-04-01,0.4770625930727964,0.5891723024449035,0.26272351230122737,0.2127315889078764
2021-05-01,0.47577946303118784,0.5875876368435169,0.2855082628853718,0.23118077966426864
2021-06-01,0.4676332412446107,0.5775270529370943,0.25476477278284076,0.20628726541120707
2021-07-01,0.46523354358157293,0.5745634263232425,0.25528253434245657,0.2067065055404507
2021-08-01,0.4683857256844165,0.5784563712202545,0.2532127202241407,0.20503054269161194
2021-09-01,0.46328551828200054,0.5721576150782708,0.25371978054990907,0.20544111785417735
2021-10-01,0.455113025500563,0.5620645864931952,0.2834812370789493,0.2295394632218213
2021-11-01,0.4685889771628939,0.5787073867961741,0.28267738878636,0.228888573916081
2021-12-01,0.47369564986491935,0.5850141275831754,0.26071592455284703,0.21110601178368188
2022-01-01,0.4974082707385424,0.6142992143620999,0.263904354226342,0.2136877362156615
2022-02-01,0.5432932532654317,0.6709671677828081,0.2713875111298397,0.21974697257476902
2022-03-01,0.5463237062434259,0.6747097772106311,0.2925601582588271,0.23689081640390858
2022-04-01,0.5776320717490109,0.7133756086100284,0.29470349646721133,0.23862631292891603
2022-05-01,0.5949185861601852,0.734724453907829,0.32119235614630165,0.2600747823046977
2022-06-01,0.6301202742057648,0.7781985386441195,0.326119983149988,0.2640647636842008
2022-07-01,0.6344407604540353,0.7835343391607336,0.33842141427085654,0.2740254366565639
2022-08-01,0.6246341350265467,0.7714231567577852,0.3275226529932151,0.2652005287394454
2022-09-01,0.6324538838949563,0.7810805466102709,0.3773747854618604,0.3055666279043404
2022-10-01,0.6491517797177144,0.8017024479513775,0.36365357262699044,0.2944563341109235
2022-11-01,0.6193926151024363,0.764949879651509,0.3584654619396814,0.2902554347689727
2022-12-01,0.6447549548381337,0.796272369225095,0.3531140857165165,0.285922336612564
