"ref_yy","CSDuid","dweltype","mkttycd","date_pbi","metcode","metro","municipality","underconstr","num_structures","unitsperstructure","avgstorycount","X_c0","ref_qq","met_name","population","stcan_cmacode","underconstr_per_10kpop"
"1995","5915022",5,3,"December 31, 1995","2410","VANCOUVER","VANCOUVER CY",3343,59,56.6610169491525,9.01694915254237,1781,4,"Vancouver",1898778.65,933,17.6060542917944
"1995","5915022",5,4,"December 31, 1995","2410","VANCOUVER","VANCOUVER CY",23,1,23,4,1781,4,"Vancouver",1898778.65,933,0.121130496174475
"1995","5915025",1,1,"December 31, 1995","2410","VANCOUVER","BURNABY CY",160,160,1,0,1781,4,"Vancouver",1898778.65,933,0.842646929909392
"1995","5915025",1,3,"December 31, 1995","2410","VANCOUVER","BURNABY CY",1,1,1,0,1781,4,"Vancouver",1898778.65,933,0.0052665433119337
"1995","5915025",2,1,"December 31, 1995","2410","VANCOUVER","BURNABY CY",2,1,2,0,1781,4,"Vancouver",1898778.65,933,0.0105330866238674
"1995","5915025",2,3,"December 31, 1995","2410","VANCOUVER","BURNABY CY",62,31,2,0,1781,4,"Vancouver",1898778.65,933,0.326525685339889
"1995","5915025",4,2,"December 31, 1995","2410","VANCOUVER","BURNABY CY",48,13,3.69230769230769,0,1781,4,"Vancouver",1898778.65,933,0.252794078972818
"1995","5915025",4,3,"December 31, 1995","2410","VANCOUVER","BURNABY CY",72,14,5.14285714285714,0,1781,4,"Vancouver",1898778.65,933,0.379191118459226
"1995","5915025",5,2,"December 31, 1995","2410","VANCOUVER","BURNABY CY",35,1,35,0,1781,4,"Vancouver",1898778.65,933,0.18432901591768
"1995","5915025",5,3,"December 31, 1995","2410","VANCOUVER","BURNABY CY",370,4,92.5,11.5,1781,4,"Vancouver",1898778.65,933,1.94862102541547
"1995","5915029",1,1,"December 31, 1995","2410","VANCOUVER","NEW WESTMINSTER CY",18,18,1,0,1781,4,"Vancouver",1898778.65,933,0.0947977796148066
"1995","5915029",5,3,"December 31, 1995","2410","VANCOUVER","NEW WESTMINSTER CY",458,6,76.3333333333333,10.6666666666667,1781,4,"Vancouver",1898778.65,933,2.41207683686563
"1995","5915034",1,1,"December 31, 1995","2410","VANCOUVER","COQUITLAM CY",170,170,1,0,1781,4,"Vancouver",1898778.65,933,0.895312363028729
"1995","5915034",1,3,"December 31, 1995","2410","VANCOUVER","COQUITLAM CY",31,31,1,0,1781,4,"Vancouver",1898778.65,933,0.163262842669945
"1995","5915034",2,1,"December 31, 1995","2410","VANCOUVER","COQUITLAM CY",6,3,2,0,1781,4,"Vancouver",1898778.65,933,0.0315992598716022
"1995","5915034",5,2,"December 31, 1995","2410","VANCOUVER","COQUITLAM CY",40,2,20,2.5,1781,4,"Vancouver",1898778.65,933,0.210661732477348
"1995","5915034",5,3,"December 31, 1995","2410","VANCOUVER","COQUITLAM CY",301,4,75.25,4,1781,4,"Vancouver",1898778.65,933,1.58522953689204
"1995","5915036",1,1,"December 31, 1995","2410","VANCOUVER","BELCARRA VL",1,1,1,0,1781,4,"Vancouver",1898778.65,933,0.0052665433119337
"1995","5915038",1,1,"December 31, 1995","2410","VANCOUVER","ANMORE VL",4,4,1,0,1781,4,"Vancouver",1898778.65,933,0.0210661732477348
"1995","5915039",1,1,"December 31, 1995","2410","VANCOUVER","PORT COQUITLAM CY",24,24,1,0,1781,4,"Vancouver",1898778.65,933,0.126397039486409
"1995","5915039",1,2,"December 31, 1995","2410","VANCOUVER","PORT COQUITLAM CY",1,1,1,0,1781,4,"Vancouver",1898778.65,933,0.0052665433119337
"1995","5915039",1,3,"December 31, 1995","2410","VANCOUVER","PORT COQUITLAM CY",6,6,1,0,1781,4,"Vancouver",1898778.65,933,0.0315992598716022
"1995","5915039",2,3,"December 31, 1995","2410","VANCOUVER","PORT COQUITLAM CY",4,2,2,0,1781,4,"Vancouver",1898778.65,933,0.0210661732477348
"1995","5915039",4,3,"December 31, 1995","2410","VANCOUVER","PORT COQUITLAM CY",19,5,3.8,0,1781,4,"Vancouver",1898778.65,933,0.10006432292674
"1995","5915039",5,3,"December 31, 1995","2410","VANCOUVER","PORT COQUITLAM CY",281,9,31.2222222222222,3.33333333333333,1781,4,"Vancouver",1898778.65,933,1.47989867065337
"1995","5915043",1,1,"December 31, 1995","2410","VANCOUVER","PORT MOODY CY",36,36,1,0,1781,4,"Vancouver",1898778.65,933,0.189595559229613
"1995","5915043",1,3,"December 31, 1995","2410","VANCOUVER","PORT MOODY CY",4,4,1,0,1781,4,"Vancouver",1898778.65,933,0.0210661732477348
"1995","5915043",2,1,"December 31, 1995","2410","VANCOUVER","PORT MOODY CY",2,1,2,0,1781,4,"Vancouver",1898778.65,933,0.0105330866238674
"1995","5915043",2,3,"December 31, 1995","2410","VANCOUVER","PORT MOODY CY",12,6,2,0,1781,4,"Vancouver",1898778.65,933,0.0631985197432044
"1995","5915043",4,3,"December 31, 1995","2410","VANCOUVER","PORT MOODY CY",5,1,5,0,1781,4,"Vancouver",1898778.65,933,0.0263327165596685
"1995","5915043",5,3,"December 31, 1995","2410","VANCOUVER","PORT MOODY CY",380,6,63.3333333333333,6.5,1781,4,"Vancouver",1898778.65,933,2.00128645853481
"1995","5915046",1,1,"December 31, 1995","2410","VANCOUVER","NORTH VANCOUVER DM",59,59,1,0,1781,4,"Vancouver",1898778.65,933,0.310726055404088
"1995","5915046",2,3,"December 31, 1995","2410","VANCOUVER","NORTH VANCOUVER DM",8,4,2,0,1781,4,"Vancouver",1898778.65,933,0.0421323464954696
"1995","5915046",4,3,"December 31, 1995","2410","VANCOUVER","NORTH VANCOUVER DM",7,1,7,0,1781,4,"Vancouver",1898778.65,933,0.0368658031835359
"1995","5915046",5,3,"December 31, 1995","2410","VANCOUVER","NORTH VANCOUVER DM",65,2,32.5,3.5,1781,4,"Vancouver",1898778.65,933,0.34232531527569
"1995","5915051",1,1,"December 31, 1995","2410","VANCOUVER","NORTH VANCOUVER CY",17,17,1,0,1781,4,"Vancouver",1898778.65,933,0.0895312363028729
"1995","5915051",2,1,"December 31, 1995","2410","VANCOUVER","NORTH VANCOUVER CY",12,6,2,0,1781,4,"Vancouver",1898778.65,933,0.0631985197432044
"1995","5915051",4,3,"December 31, 1995","2410","VANCOUVER","NORTH VANCOUVER CY",15,3,5,0,1781,4,"Vancouver",1898778.65,933,0.0789981496790055
"1995","5915051",5,2,"December 31, 1995","2410","VANCOUVER","NORTH VANCOUVER CY",25,1,25,5,1781,4,"Vancouver",1898778.65,933,0.131663582798343
"1995","5915051",5,3,"December 31, 1995","2410","VANCOUVER","NORTH VANCOUVER CY",91,2,45.5,7.5,1781,4,"Vancouver",1898778.65,933,0.479255441385967
"1995","5915055",1,1,"December 31, 1995","2410","VANCOUVER","WEST VANCOUVER DM",90,90,1,0,1781,4,"Vancouver",1898778.65,933,0.473988898074033
"1995","5915055",1,3,"December 31, 1995","2410","VANCOUVER","WEST VANCOUVER DM",6,6,1,0,1781,4,"Vancouver",1898778.65,933,0.0315992598716022
"1995","5915055",2,3,"December 31, 1995","2410","VANCOUVER","WEST VANCOUVER DM",24,12,2,0,1781,4,"Vancouver",1898778.65,933,0.126397039486409
"1995","5915063",1,1,"December 31, 1995","2410",NA,NA,27,27,1,0,1781,4,"Vancouver",1898778.65,933,0.14219666942221
"1995","5915065",1,1,"December 31, 1995","2410","VANCOUVER","LIONS BAY VL",5,5,1,0,1781,4,"Vancouver",1898778.65,933,0.0263327165596685
"1995","5917005",1,1,"December 31, 1995","2440","VICTORIA","NORTH SAANICH DM",20,20,1,0,1955,4,"Victoria",316577.318,935,0.631757199989925
"1995","5917010",1,1,"December 31, 1995","2440","VICTORIA","SIDNEY T",4,4,1,0,1955,4,"Victoria",316577.318,935,0.126351439997985
"1995","5917010",2,1,"December 31, 1995","2440","VICTORIA","SIDNEY T",4,3,1.33333333333333,0,1955,4,"Victoria",316577.318,935,0.126351439997985
"1995","5917010",2,3,"December 31, 1995","2440","VICTORIA","SIDNEY T",2,1,2,0,1955,4,"Victoria",316577.318,935,0.0631757199989925
"1995","5917010",4,3,"December 31, 1995","2440","VICTORIA","SIDNEY T",4,1,4,0,1955,4,"Victoria",316577.318,935,0.126351439997985
"1995","5917010",5,3,"December 31, 1995","2440","VICTORIA","SIDNEY T",6,1,6,0,1955,4,"Victoria",316577.318,935,0.189527159996977
"1995","5917015",1,1,"December 31, 1995","2440","VICTORIA","CENTRAL SAANICH DM",20,20,1,0,1955,4,"Victoria",316577.318,935,0.631757199989925
"1995","5917021",1,1,"December 31, 1995","2440","VICTORIA","SAANICH DM",57,57,1,0,1955,4,"Victoria",316577.318,935,1.80050801997129
"1995","5917021",2,1,"December 31, 1995","2440","VICTORIA","SAANICH DM",6,5,1.2,0,1955,4,"Victoria",316577.318,935,0.189527159996977
"1995","5917030",1,1,"December 31, 1995","2440","VICTORIA","OAK BAY DM",7,7,1,0,1955,4,"Victoria",316577.318,935,0.221115019996474
"1995","5917034",1,1,"December 31, 1995","2440","VICTORIA","VICTORIA CY",8,8,1,0,1955,4,"Victoria",316577.318,935,0.25270287999597
"1995","5917034",1,3,"December 31, 1995","2440","VICTORIA","VICTORIA CY",1,1,1,0,1955,4,"Victoria",316577.318,935,0.0315878599994962
"1995","5917034",2,1,"December 31, 1995","2440","VICTORIA","VICTORIA CY",11,8,1.375,0,1955,4,"Victoria",316577.318,935,0.347466459994459
"1995","5917034",2,3,"December 31, 1995","2440","VICTORIA","VICTORIA CY",2,1,2,0,1955,4,"Victoria",316577.318,935,0.0631757199989925
"1995","5917034",4,3,"December 31, 1995","2440","VICTORIA","VICTORIA CY",35,5,7,0.8,1955,4,"Victoria",316577.318,935,1.10557509998237
"1995","5917034",5,2,"December 31, 1995","2440","VICTORIA","VICTORIA CY",43,1,43,0,1955,4,"Victoria",316577.318,935,1.35827797997834
"1995","5917034",5,3,"December 31, 1995","2440","VICTORIA","VICTORIA CY",210,5,42,0,1955,4,"Victoria",316577.318,935,6.63345059989421
"1995","5917040",1,1,"December 31, 1995","2440","VICTORIA","ESQUIMALT DM",1,1,1,0,1955,4,"Victoria",316577.318,935,0.0315878599994962
"1995","5917040",2,1,"December 31, 1995","2440","VICTORIA","ESQUIMALT DM",4,3,1.33333333333333,0,1955,4,"Victoria",316577.318,935,0.126351439997985
"1995","5917040",4,3,"December 31, 1995","2440","VICTORIA","ESQUIMALT DM",2,1,2,0,1955,4,"Victoria",316577.318,935,0.0631757199989925
"1995","5917041",1,1,"December 31, 1995","2440","VICTORIA","COLWOOD CY",9,9,1,0,1955,4,"Victoria",316577.318,935,0.284290739995466
"1995","5917042",1,1,"December 31, 1995","2440","VICTORIA","METCHOSIN DM",11,11,1,0,1955,4,"Victoria",316577.318,935,0.347466459994459
"1995","5917044",1,1,"December 31, 1995","2440","VICTORIA","LANGFORD CY",14,14,1,0,1955,4,"Victoria",316577.318,935,0.442230039992947
"1995","5917044",2,1,"December 31, 1995","2440","VICTORIA","LANGFORD CY",4,3,1.33333333333333,0,1955,4,"Victoria",316577.318,935,0.126351439997985
"1995","5917045",1,1,"December 31, 1995","2440",NA,NA,9,9,1,0,1955,4,"Victoria",316577.318,935,0.284290739995466
"1995","5917047",1,1,"December 31, 1995","2440","VICTORIA","VIEW ROYAL T",4,4,1,0,1955,4,"Victoria",316577.318,935,0.126351439997985
"1995","5917047",4,3,"December 31, 1995","2440","VICTORIA","VIEW ROYAL T",6,2,3,0,1955,4,"Victoria",316577.318,935,0.189527159996977
"1995","5917051",1,1,"December 31, 1995","2440",NA,NA,37,37,1,0,1955,4,"Victoria",316577.318,935,1.16875081998136
"1995","5917051",2,1,"December 31, 1995","2440",NA,NA,4,2,2,0,1955,4,"Victoria",316577.318,935,0.126351439997985
"1995","5917051",4,3,"December 31, 1995","2440",NA,NA,5,1,5,0,1955,4,"Victoria",316577.318,935,0.157939299997481
"1995","5917809",1,2,"December 31, 1995","2440",NA,NA,2,2,1,0,1955,4,"Victoria",316577.318,935,0.0631757199989925
"1996","1209001",1,1,"December 31, 1996","0580",NA,NA,14,14,1,0,393,4,"Halifax",355184.127,205,0.394161758247716
"1996","1209001",2,1,"December 31, 1996","0580",NA,NA,2,1,2,0,393,4,"Halifax",355184.127,205,0.0563088226068165
"1996","1209008",1,1,"December 31, 1996","0580","HALIFAX","EAST HANTS MD",51,51,1,0,393,4,"Halifax",355184.127,205,1.43587497647382
"1996","1209008",2,1,"December 31, 1996","0580","HALIFAX","EAST HANTS MD",18,9,2,0,393,4,"Halifax",355184.127,205,0.506779403461349
"1996","1209012",1,1,"December 31, 1996","0580",NA,NA,131,131,1,0,393,4,"Halifax",355184.127,205,3.68822788074648
"1996","1209018",1,1,"December 31, 1996","0580",NA,NA,56,56,1,0,393,4,"Halifax",355184.127,205,1.57664703299086
"1996","1209018",2,1,"December 31, 1996","0580",NA,NA,18,9,2,0,393,4,"Halifax",355184.127,205,0.506779403461349
"1996","1209021",1,1,"December 31, 1996","0580",NA,NA,53,53,1,0,393,4,"Halifax",355184.127,205,1.49218379908064
"1996","1209021",2,1,"December 31, 1996","0580",NA,NA,14,7,2,0,393,4,"Halifax",355184.127,205,0.394161758247716
"1996","1209021",5,2,"December 31, 1996","0580",NA,NA,142,3,47.3333333333333,0,393,4,"Halifax",355184.127,205,3.99792640508397
"1996","1209022",1,1,"December 31, 1996","0580",NA,NA,21,21,1,0,393,4,"Halifax",355184.127,205,0.591242637371574
"1996","1209022",2,1,"December 31, 1996","0580",NA,NA,8,4,2,0,393,4,"Halifax",355184.127,205,0.225235290427266
"1996","1209022",4,2,"December 31, 1996","0580",NA,NA,4,1,4,0,393,4,"Halifax",355184.127,205,0.112617645213633
"1996","1209024",1,1,"December 31, 1996","0580",NA,NA,30,30,1,0,393,4,"Halifax",355184.127,205,0.844632339102248
"1996","1209024",2,1,"December 31, 1996","0580",NA,NA,6,3,2,0,393,4,"Halifax",355184.127,205,0.16892646782045
"1996","1209024",4,1,"December 31, 1996","0580",NA,NA,21,6,3.5,0,393,4,"Halifax",355184.127,205,0.591242637371574
"1996","1209024",5,2,"December 31, 1996","0580",NA,NA,30,1,30,0,393,4,"Halifax",355184.127,205,0.844632339102248
"1996","1209026",1,1,"December 31, 1996","0580",NA,NA,49,49,1,0,393,4,"Halifax",355184.127,205,1.37956615386701
"1996","2419105",1,1,"December 31, 1996","1400","QUÉBEC","BEAUMONT MÉ",5,5,1,0,1611,4,"Quebec",693506.376,421,0.0720973904932058
"1996","2420005",1,1,"December 31, 1996","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",2,2,1,0,1611,4,"Quebec",693506.376,421,0.0288389561972823
"1996","2420010",1,1,"December 31, 1996","1400","QUÉBEC","SAINTE-FAMILLE PE",1,1,1,0,1611,4,"Quebec",693506.376,421,0.0144194780986412
"1996","2420015",1,1,"December 31, 1996","1400","QUÉBEC","SAINT-JEAN-DE-L'ÎLE-D'ORLÉANS MÉ",3,3,1,0,1611,4,"Quebec",693506.376,421,0.0432584342959235
"1996","2420020",1,1,"December 31, 1996","1400","QUÉBEC","SHANNON MÉ",2,2,1,0,1611,4,"Quebec",693506.376,421,0.0288389561972823
"1996","2420025",1,1,"December 31, 1996","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",2,2,1,0,1611,4,"Quebec",693506.376,421,0.0288389561972823
"1996","2420025",2,1,"December 31, 1996","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",2,1,2,0,1611,4,"Quebec",693506.376,421,0.0288389561972823
"1996","2420030",1,1,"December 31, 1996","1400","QUÉBEC","SAINTE-PÉTRONILLE VL",1,1,1,0,1611,4,"Quebec",693506.376,421,0.0144194780986412
"1996","2421035",1,1,"December 31, 1996","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",6,6,1,0,1611,4,"Quebec",693506.376,421,0.0865168685918469
"1996","2421045",1,1,"December 31, 1996","1400","QUÉBEC","SAINTE-BRIGITTE-DE-LAVAL MÉ",3,3,1,0,1611,4,"Quebec",693506.376,421,0.0432584342959235
"1996","2422005",1,1,"December 31, 1996","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",4,4,1,0,1611,4,"Quebec",693506.376,421,0.0576779123945646
"1996","2422010",1,1,"December 31, 1996","1400","QUÉBEC","SAINTE-FAMILLE PE",1,1,1,0,1611,4,"Quebec",693506.376,421,0.0144194780986412
"1996","2422020",1,1,"December 31, 1996","1400","QUÉBEC","SHANNON MÉ",3,3,1,0,1611,4,"Quebec",693506.376,421,0.0432584342959235
"1996","2422025",1,1,"December 31, 1996","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",12,12,1,0,1611,4,"Quebec",693506.376,421,0.173033737183694
"1996","2422030",1,1,"December 31, 1996","1400","QUÉBEC","SAINTE-PÉTRONILLE VL",1,1,1,0,1611,4,"Quebec",693506.376,421,0.0144194780986412
"1996","2422030",2,1,"December 31, 1996","1400","QUÉBEC","SAINTE-PÉTRONILLE VL",2,1,2,0,1611,4,"Quebec",693506.376,421,0.0288389561972823
"1996","2422035",1,1,"December 31, 1996","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",8,8,1,0,1611,4,"Quebec",693506.376,421,0.115355824789129
"1996","2422040",1,1,"December 31, 1996","1400","QUÉBEC","LAC-BEAUPORT MÉ",4,4,1,0,1611,4,"Quebec",693506.376,421,0.0576779123945646
"1996","2422045",1,1,"December 31, 1996","1400","QUÉBEC","SAINTE-BRIGITTE-DE-LAVAL MÉ",3,3,1,0,1611,4,"Quebec",693506.376,421,0.0432584342959235
"1996","2423005",1,1,"December 31, 1996","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",21,21,1,0,1611,4,"Quebec",693506.376,421,0.302809040071464
"1996","2423005",2,1,"December 31, 1996","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",8,4,2,0,1611,4,"Quebec",693506.376,421,0.115355824789129
"1996","2423020",4,1,"December 31, 1996","1400","QUÉBEC","SHANNON MÉ",6,1,6,0,1611,4,"Quebec",693506.376,421,0.0865168685918469
"1996","2423025",1,1,"December 31, 1996","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",6,6,1,0,1611,4,"Quebec",693506.376,421,0.0865168685918469
"1996","2423025",2,1,"December 31, 1996","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",8,4,2,0,1611,4,"Quebec",693506.376,421,0.115355824789129
"1996","2423025",4,1,"December 31, 1996","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",12,3,4,0,1611,4,"Quebec",693506.376,421,0.173033737183694
"1996","2423025",5,2,"December 31, 1996","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",172,5,34.4,0,1611,4,"Quebec",693506.376,421,2.48015023296628
"1996","2423025",5,3,"December 31, 1996","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",77,2,38.5,0,1611,4,"Quebec",693506.376,421,1.11029981359537
"1996","2423030",1,1,"December 31, 1996","1400","QUÉBEC","SAINTE-PÉTRONILLE VL",7,7,1,0,1611,4,"Quebec",693506.376,421,0.100936346690488
"1996","2423030",2,1,"December 31, 1996","1400","QUÉBEC","SAINTE-PÉTRONILLE VL",2,1,2,0,1611,4,"Quebec",693506.376,421,0.0288389561972823
"1996","2423030",4,1,"December 31, 1996","1400","QUÉBEC","SAINTE-PÉTRONILLE VL",8,2,4,0,1611,4,"Quebec",693506.376,421,0.115355824789129
"1996","2423035",1,1,"December 31, 1996","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",8,8,1,0,1611,4,"Quebec",693506.376,421,0.115355824789129
"1996","2423035",2,1,"December 31, 1996","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",2,1,2,0,1611,4,"Quebec",693506.376,421,0.0288389561972823
"1996","2423035",5,2,"December 31, 1996","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",3,1,3,0,1611,4,"Quebec",693506.376,421,0.0432584342959235
"1996","2423040",1,1,"December 31, 1996","1400","QUÉBEC","LAC-BEAUPORT MÉ",4,4,1,0,1611,4,"Quebec",693506.376,421,0.0576779123945646
"1996","2423045",1,1,"December 31, 1996","1400","QUÉBEC","SAINTE-BRIGITTE-DE-LAVAL MÉ",1,1,1,0,1611,4,"Quebec",693506.376,421,0.0144194780986412
"1996","2423050",1,1,"December 31, 1996","1400",NA,NA,9,9,1,0,1611,4,"Quebec",693506.376,421,0.12977530288777
"1996","2423050",2,1,"December 31, 1996","1400",NA,NA,2,1,2,0,1611,4,"Quebec",693506.376,421,0.0288389561972823
"1996","2423050",4,1,"December 31, 1996","1400",NA,NA,5,1,5,0,1611,4,"Quebec",693506.376,421,0.0720973904932058
"1996","2423050",5,2,"December 31, 1996","1400",NA,NA,6,1,6,0,1611,4,"Quebec",693506.376,421,0.0865168685918469
"1996","2423055",1,1,"December 31, 1996","1400",NA,NA,8,8,1,0,1611,4,"Quebec",693506.376,421,0.115355824789129
"1996","2423060",1,1,"December 31, 1996","1400",NA,NA,11,11,1,0,1611,4,"Quebec",693506.376,421,0.158614259085053
"1996","2423060",2,1,"December 31, 1996","1400",NA,NA,2,1,2,0,1611,4,"Quebec",693506.376,421,0.0288389561972823
"1996","2423060",5,2,"December 31, 1996","1400",NA,NA,56,4,14,0,1611,4,"Quebec",693506.376,421,0.807490773523905
"1996","2423060",5,3,"December 31, 1996","1400",NA,NA,91,1,91,0,1611,4,"Quebec",693506.376,421,1.31217250697635
"1996","2423065",1,1,"December 31, 1996","1400",NA,NA,1,1,1,0,1611,4,"Quebec",693506.376,421,0.0144194780986412
"1996","2423070",1,1,"December 31, 1996","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",11,11,1,0,1611,4,"Quebec",693506.376,421,0.158614259085053
"1996","2423070",2,1,"December 31, 1996","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",4,2,2,0,1611,4,"Quebec",693506.376,421,0.0576779123945646
"1996","2423070",5,2,"December 31, 1996","1400","QUÉBEC","SAINT-LAMBERT-DE-LAUZON MÉ",12,2,6,0,1611,4,"Quebec",693506.376,421,0.173033737183694
"1996","2423802",1,1,"December 31, 1996","1400",NA,NA,3,3,1,0,1611,4,"Quebec",693506.376,421,0.0432584342959235
"1996","2424010",1,1,"December 31, 1996","1400","QUÉBEC","SAINTE-FAMILLE PE",4,4,1,0,1611,4,"Quebec",693506.376,421,0.0576779123945646
"1996","2424015",1,1,"December 31, 1996","1400","QUÉBEC","SAINT-JEAN-DE-L'ÎLE-D'ORLÉANS MÉ",3,3,1,0,1611,4,"Quebec",693506.376,421,0.0432584342959235
"1996","2424020",1,1,"December 31, 1996","1400","QUÉBEC","SHANNON MÉ",9,9,1,0,1611,4,"Quebec",693506.376,421,0.12977530288777
"1996","2424020",2,1,"December 31, 1996","1400","QUÉBEC","SHANNON MÉ",6,3,2,0,1611,4,"Quebec",693506.376,421,0.0865168685918469
"1996","2424020",4,3,"December 31, 1996","1400","QUÉBEC","SHANNON MÉ",4,1,4,0,1611,4,"Quebec",693506.376,421,0.0576779123945646
"1996","2424020",5,3,"December 31, 1996","1400","QUÉBEC","SHANNON MÉ",12,2,6,0,1611,4,"Quebec",693506.376,421,0.173033737183694
"1996","2425005",1,1,"December 31, 1996","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",7,7,1,0,1611,4,"Quebec",693506.376,421,0.100936346690488
"1996","2425005",2,1,"December 31, 1996","1400","QUÉBEC","STE-CATHERINE-JACQUES-CARTIER V",2,1,2,0,1611,4,"Quebec",693506.376,421,0.0288389561972823
"1996","2425010",1,1,"December 31, 1996","1400","QUÉBEC","SAINTE-FAMILLE PE",12,12,1,0,1611,4,"Quebec",693506.376,421,0.173033737183694
"1996","2425010",5,2,"December 31, 1996","1400","QUÉBEC","SAINTE-FAMILLE PE",7,2,3.5,0,1611,4,"Quebec",693506.376,421,0.100936346690488
"1996","2425015",1,1,"December 31, 1996","1400","QUÉBEC","SAINT-JEAN-DE-L'ÎLE-D'ORLÉANS MÉ",2,2,1,0,1611,4,"Quebec",693506.376,421,0.0288389561972823
"1996","2425020",1,1,"December 31, 1996","1400","QUÉBEC","SHANNON MÉ",14,14,1,0,1611,4,"Quebec",693506.376,421,0.201872693380976
"1996","2425025",1,1,"December 31, 1996","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",1,1,1,0,1611,4,"Quebec",693506.376,421,0.0144194780986412
"1996","2425025",5,2,"December 31, 1996","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",68,5,13.6,0,1611,4,"Quebec",693506.376,421,0.980524510707599
"1996","2425030",1,1,"December 31, 1996","1400","QUÉBEC","SAINTE-PÉTRONILLE VL",1,1,1,0,1611,4,"Quebec",693506.376,421,0.0144194780986412
"1996","2425035",1,1,"December 31, 1996","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",4,4,1,0,1611,4,"Quebec",693506.376,421,0.0576779123945646
"1996","2425040",1,1,"December 31, 1996","1400","QUÉBEC","LAC-BEAUPORT MÉ",4,4,1,0,1611,4,"Quebec",693506.376,421,0.0576779123945646
"1996","2425040",2,1,"December 31, 1996","1400","QUÉBEC","LAC-BEAUPORT MÉ",2,1,2,0,1611,4,"Quebec",693506.376,421,0.0288389561972823
"1996","2425040",5,2,"December 31, 1996","1400","QUÉBEC","LAC-BEAUPORT MÉ",3,1,3,0,1611,4,"Quebec",693506.376,421,0.0432584342959235
"1996","2425045",1,1,"December 31, 1996","1400","QUÉBEC","SAINTE-BRIGITTE-DE-LAVAL MÉ",6,6,1,0,1611,4,"Quebec",693506.376,421,0.0865168685918469
"1996","2425045",2,1,"December 31, 1996","1400","QUÉBEC","SAINTE-BRIGITTE-DE-LAVAL MÉ",4,2,2,0,1611,4,"Quebec",693506.376,421,0.0576779123945646
"1996","2425045",5,2,"December 31, 1996","1400","QUÉBEC","SAINTE-BRIGITTE-DE-LAVAL MÉ",48,6,8,0,1611,4,"Quebec",693506.376,421,0.692134948734776
"1996","2455060",1,1,"December 31, 1996","1060","MONTRÉAL","L'ÎLE-PERROT V",2,2,1,0,741,4,"Montreal",3516176.53,462,0.00568799655801127
"1996","2455065",1,1,"December 31, 1996","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",1,1,1,0,741,4,"Montreal",3516176.53,462,0.00284399827900563
"1996","2455065",5,2,"December 31, 1996","1060","MONTRÉAL","NOTRE-DAME-DE-L'ÎLE-PERROT V",6,1,6,0,741,4,"Montreal",3516176.53,462,0.0170639896740338
"1996","2457005",1,1,"December 31, 1996","1060","MONTRÉAL","CHAMBLY V",8,8,1,0,741,4,"Montreal",3516176.53,462,0.0227519862320451
"1996","2457010",1,1,"December 31, 1996","1060","MONTRÉAL","SAINT-PHILIPPE V",11,11,1,0,741,4,"Montreal",3516176.53,462,0.031283981069062
"1996","2457015",1,1,"December 31, 1996","1060","MONTRÉAL","BLAINVILLE V",8,8,1,0,741,4,"Montreal",3516176.53,462,0.0227519862320451
"1996","2457015",4,3,"December 31, 1996","1060","MONTRÉAL","BLAINVILLE V",8,2,4,2,741,4,"Montreal",3516176.53,462,0.0227519862320451
"1996","2457015",5,3,"December 31, 1996","1060","MONTRÉAL","BLAINVILLE V",6,1,6,3,741,4,"Montreal",3516176.53,462,0.0170639896740338
"1996","2457020",1,1,"December 31, 1996","1060","MONTRÉAL","SAINT-BASILE-LE-GRAND V",13,13,1,0,741,4,"Montreal",3516176.53,462,0.0369719776270732
"1996","2457025",1,1,"December 31, 1996","1060","MONTRÉAL","DELSON V",2,2,1,0,741,4,"Montreal",3516176.53,462,0.00568799655801127
