"ref_yy","CSDuid","date_pbi","metcode","metro","municipality","underconstr","num_structures","unitsperstructure","avgstorycount","X_c0","ref_qq","met_name","population","stcan_cmacode","underconstr_per_10kpop"
"1988","3521005","December 31, 1988","2270","TORONTO","AJAX T",6990,2071,3.37518107194592,0.0458715596330275,1405,4,"Toronto",3917164.25,535,17.8445414945263
"1988","3521010","December 31, 1988","2270","TORONTO","BRAMPTON CY",2788,1434,1.9442119944212,0,1405,4,"Toronto",3917164.25,535,7.11739366047773
"1988","3521024","December 31, 1988","2270","TORONTO","CALEDON T",203,203,1,0,1405,4,"Toronto",3917164.25,535,0.518232034819576
"1988","3522014","December 31, 1988","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",246,178,1.38202247191011,0,1405,4,"Toronto",3917164.25,535,0.628005322983329
"1988","3524001","December 31, 1988","2270","TORONTO","PICKERING CY",1234,671,1.83904619970194,0,1405,4,"Toronto",3917164.25,535,3.15023808358304
"1988","3524002","December 31, 1988","0610","HAMILTON","BURLINGTON CY",1067,355,3.0056338028169,0,535,4,"Hamilton",607581.042,537,17.5614432683369
"1988","3524009","December 31, 1988","2270","TORONTO","MILTON T",77,70,1.1,0,1405,4,"Toronto",3917164.25,535,0.196570771828115
"1988","3524015","December 31, 1988","2270","TORONTO","HALTON HILLS T",211,54,3.90740740740741,0,1405,4,"Toronto",3917164.25,535,0.538654972152368
"1988","3525003","December 31, 1988","0610",NA,NA,492,215,2.28837209302326,0,535,4,"Hamilton",607581.042,537,8.09768518090135
"1988","3525009","December 31, 1988","0610",NA,NA,10,10,1,0,535,4,"Hamilton",607581.042,537,0.164587097172792
"1988","3525014","December 31, 1988","0610",NA,NA,91,91,1,0,535,4,"Hamilton",607581.042,537,1.4977425842724
"1988","3525018","December 31, 1988","0610",NA,NA,452,180,2.51111111111111,0,535,4,"Hamilton",607581.042,537,7.43933679221018
"1988","3525026","December 31, 1988","0610",NA,NA,52,52,1,0,535,4,"Hamilton",607581.042,537,0.855852905298517
"1988","3525030","December 31, 1988","0610",NA,NA,149,149,1,0,535,4,"Hamilton",607581.042,537,2.4523477478746
"1988","3526065","December 31, 1988","0610","HAMILTON","GRIMSBY T",103,68,1.51470588235294,0,535,4,"Hamilton",607581.042,537,1.69524710087975
"1988","3543004","December 31, 1988","2270",NA,NA,35,35,1,0,1405,4,"Toronto",3917164.25,535,0.0893503508309614
"1988","3543006","December 31, 1988","2270",NA,NA,40,40,1,0,1405,4,"Toronto",3917164.25,535,0.102114686663956
"1988","3543011","December 31, 1988","2270",NA,NA,21,21,1,0,1405,4,"Toronto",3917164.25,535,0.0536102104985769
"1988","3543012","December 31, 1988","2270","TORONTO","MONO T",62,61,1.01639344262295,0,1405,4,"Toronto",3917164.25,535,0.158277764329132
"1988","4602069","December 31, 1988","2680","WINNIPEG","TACHÉ RM",26,25,1.04,0,2101,4,"Winnipeg",665928.947,602,0.39043204409614
"1988","4602075","December 31, 1988","2680","WINNIPEG","RITCHOT RM",21,18,1.16666666666667,0,2101,4,"Winnipeg",665928.947,602,0.315348958693036
"1988","4610052","December 31, 1988","2680","WINNIPEG","ST. FRANÇOIS XAVIER RM",2,2,1,0,2101,4,"Winnipeg",665928.947,602,0.0300332341612415
"1988","4611040","December 31, 1988","2680","WINNIPEG","WINNIPEG CY",3560,1003,3.5493519441675,0.0817547357926221,2101,4,"Winnipeg",665928.947,602,53.4591568070099
"1988","4612047","December 31, 1988","2680","WINNIPEG","SPRINGFIELD RM",40,40,1,0,2101,4,"Winnipeg",665928.947,602,0.60066468322483
"1988","4613032","December 31, 1988","2680","WINNIPEG","EAST ST. PAUL RM",25,25,1,0,2101,4,"Winnipeg",665928.947,602,0.375415427015519
"1988","4613037","December 31, 1988","2680","WINNIPEG","WEST ST. PAUL RM",21,21,1,0,2101,4,"Winnipeg",665928.947,602,0.315348958693036
"1988","4614015","December 31, 1988","2680","WINNIPEG","ROSSER RM",2,2,1,0,2101,4,"Winnipeg",665928.947,602,0.0300332341612415
"1988","4706023","December 31, 1988","1490","REGINA","PENSE T",1,1,1,0,1057,4,"Regina",195585.119,705,0.0511286341779407
"1988","4706026","December 31, 1988","1490","REGINA","SHERWOOD NO. 159 RM",4,4,1,0,1057,4,"Regina",195585.119,705,0.204514536711763
"1988","4706027","December 31, 1988","1490","REGINA","REGINA CY",566,211,2.6824644549763,0.042654028436019,1057,4,"Regina",195585.119,705,28.9388069447144
"1988","4706028","December 31, 1988","1490","REGINA","GRAND COULEE VL",4,4,1,0,1057,4,"Regina",195585.119,705,0.204514536711763
"1988","4706029","December 31, 1988","1490","REGINA","EDENWOLD NO. 158 RM",2,2,1,0,1057,4,"Regina",195585.119,705,0.102257268355881
"1988","4706030","December 31, 1988","1490","REGINA","WHITE CITY T",9,9,1,0,1057,4,"Regina",195585.119,705,0.460157707601466
"1988","4706031","December 31, 1988","1490","REGINA","PILOT BUTTE T",1,1,1,0,1057,4,"Regina",195585.119,705,0.0511286341779407
"1988","4706032","December 31, 1988","1490","REGINA","BALGONIE T",8,8,1,0,1057,4,"Regina",195585.119,705,0.409029073423526
