id,Address,BuildingAddress,Community,CompletionDate,InspectionDate,PermitNumber,StickerNumber,Ward,longitude,latitude,location
1139,20R KENTISH DR SW,20 KENTISH DR SW,KINGSLAND,2019/06/18,2019/06/17,BP2019-05972,1609,11,-114.0752425271909,50.98436450843975,"(50.98436450843975, -114.0752425271909)"
880,178 SETON GV SE,178 SETON GV SE,SETON,2020/06/18,2020/02/04,BP2019-09790,3106,12,-113.95472240428442,50.86608112295615,"(50.86608112295615, -113.95472240428442)"
1309,230R 15 AV NW,230 15 AV NW,CRESCENT HEIGHTS,2019/12/10,2019/12/10,BP2019-15588,2249,7,-114.06668550581337,51.06614500856943,"(51.06614500856943, -114.06668550581337)"
2715,63G ELGIN MEADOWS RD SE,63G ELGIN MEADOWS RD SE,MCKENZIE TOWNE,2012/10/30,2012/10/30,BP2012-03311,149,12,-113.95574876882506,50.90674606669765,"(50.90674606669765, -113.95574876882506)"
3174,904R 60 ST SE,904 60 ST SE,PENBROOKE MEADOWS,2019/08/07,2019/07/26,BP2019-05347,1754,9,-113.94661090773661,51.044619639384585,"(51.044619639384585, -113.94661090773661)"
2765,6620B BOWNESS RD NW,6620 BOWNESS RD NW,BOWNESS,2020/02/04,2020/01/24,BP2019-12951,2423,1,-114.18456175172682,51.08803119685395,"(51.08803119685395, -114.18456175172682)"
1317,2315R 23 ST NW,2315 23 ST NW,BANFF TRAIL,2019/07/25,2019/07/25,BP2019-00815,1731,7,-114.11338482985688,51.07019576751487,"(51.07019576751487, -114.11338482985688)"
410,127B SETON RI SE,127 SETON RI SE,SETON,2019/05/17,2019/05/16,BP2018-15033,1518,12,-113.95959528488976,50.86758776702173,"(50.86758776702173, -113.95959528488976)"
1713,305R 47 ST SE,305 47 ST SE,FOREST HEIGHTS,2018/11/13,2018/11/08,BP2018-14194,1167,9,-113.96501259272996,51.05041116350368,"(51.05041116350368, -113.96501259272996)"
2015,39B DOVERVILLE WY SE,39 DOVERVILLE WY SE,DOVER,2020/06/17,2020/06/16,BP2020-05609,3103,9,-113.96894778218231,51.0284794994437,"(51.0284794994437, -113.96894778218231)"
3117,8528R 34 AV NW,8528 34 AV NW,BOWNESS,2012/11/02,2012/10/31,BP2011-07372,68,1,-114.2099244049118,51.090516836820704,"(51.090516836820704, -114.2099244049118)"
3236,952B 15 AV NE,952 15 AV NE,RENFREW,2020/06/25,2020/06/24,BP2019-06787,3144,4,-114.03946698604004,51.06611204073886,"(51.06611204073886, -114.03946698604004)"
1585,277 AUBURN GLEN MR SE,277 AUBURN GLEN MR SE,AUBURN BAY,2017/11/20,2017/11/20,BP2016-05579,881,12,-113.96079447549954,50.898553941033356,"(50.898553941033356, -113.96079447549954)"
3189,91 RUNDLESON WY NE,91 RUNDLESON WY NE,RUNDLE,2019/01/11,2019/01/04,BP2018-09371,1247,5,-113.97111834202936,51.08108754260073,"(51.08108754260073, -113.97111834202936)"
3202,92 SETON TC SE,92 SETON TC SE,SETON,2018/12/13,2018/12/13,BP2018-08326,1210,12,-113.95867546982686,50.86916266494707,"(50.86916266494707, -113.95867546982686)"
2994,7726B 47 AV NW,7726 47 AV NW,BOWNESS,2019/06/21,2019/06/21,BP2019-04352,1626,1,-114.19868192353113,51.09517515143473,"(51.09517515143473, -114.19868192353113)"
378,1243 MARDALE DR NE,1243 MARDALE DR NE,MARLBOROUGH,2010/12/07,2010/11/29,BP2010-10924,31,10,-113.96960919234353,51.06519398255783,"(51.06519398255783, -113.96960919234353)"
1270,2241 25 ST SW,2241 25 ST SW,RICHMOND,2012/11/06,2012/11/06,BP2012-02233,133,6,-114.12122782858724,51.033422658669586,"(51.033422658669586, -114.12122782858724)"
1816,331R EDGEHILL DR NW,331 EDGEHILL DR NW,EDGEMONT,2020/03/05,2020/03/03,BP2020-01913,2577,2,-114.1547363303605,51.12151454066606,"(51.12151454066606, -114.1547363303605)"
3292,735 24 AV NW,735 24 AV NW,MOUNT PLEASANT,,2020/03/16,PE2020-00526,2713,7,-114.07845657383696,51.074032128069895,"(51.074032128069895, -114.07845657383696)"
791,1659 MARLYN WY NE,1659 MARLYN WY NE,MARLBOROUGH,2019/03/06,2019/03/06,BP2018-16572,1347,10,-113.97022524150923,51.06467648708098,"(51.06467648708098, -113.97022524150923)"
491,133B 27 AV NW,133 27 AV NW,TUXEDO PARK,2020/06/25,2020/06/24,BP2020-05780,3142,4,-114.0645924982789,51.07675860618215,"(51.07675860618215, -114.0645924982789)"
143,1091 SETON CI SE,1091 SETON CI SE,SETON,2018/12/07,2018/11/22,BP2018-11316,1181,12,-113.95935352063519,50.869856050372384,"(50.869856050372384, -113.95935352063519)"
604,144R EDGEBROOK RI NW,144 EDGEBROOK RI NW,EDGEMONT,2020/06/30,2020/06/29,BP2020-02389,3178,2,-114.12706736138612,51.132788467688165,"(51.132788467688165, -114.12706736138612)"
1220,2205R 27 ST SE,2205 27 ST SE,SOUTHVIEW,2019/06/25,2019/06/25,BP2019-06240,1642,9,-113.99364107420558,51.033676958732336,"(51.033676958732336, -113.99364107420558)"
2742,64R PANAMOUNT RI NW,64 PANAMOUNT RI NW,PANORAMA HILLS,2020/06/05,2020/05/28,BP2020-05125,3018,3,-114.08055060251478,51.161360154029744,"(51.161360154029744, -114.08055060251478)"
2577,5920R TEMPLE DR NE,5920 TEMPLE DR NE,TEMPLE,2020/07/23,2020/07/22,BP2020-04141,3339,5,-113.94887159784655,51.08511669853467,"(51.08511669853467, -113.94887159784655)"
3178,905R REGAL CR NE,905 REGAL CR NE,RENFREW,2020/03/13,2020/03/13,BP2019-05257,2612,4,-114.03709566658709,51.0599032863194,"(51.0599032863194, -114.03709566658709)"
1080,2037B 30 ST SW,2037 30 ST SW,KILLARNEY/GLENGARRY,2020/05/22,2020/05/20,BP2020-04616,2944,6,-114.13160158724023,51.03489416273333,"(51.03489416273333, -114.13160158724023)"
1700,303 44 AV NW,303 44 AV NW,HIGHLAND PARK,2020/06/01,2020/05/28,BP2019-10121,2977,4,-114.06646397549444,51.09331538229845,"(51.09331538229845, -114.06646397549444)"
2821,69 CAMBRIAN DR NW,67 CAMBRIAN DR NW,ROSEMONT,2017/06/30,2017/06/30,BP2017-00307,784,4,-114.08945284025086,51.080760282922206,"(51.080760282922206, -114.08945284025086)"
1085,204 RANCH ESTATES PL NW,204 RANCH ESTATES PL NW,RANCHLANDS,2018/12/28,2018/12/19,BP2018-09741,1229,2,-114.17415567091336,51.11643751790842,"(51.11643751790842, -114.17415567091336)"
238,1145B 40 ST SW,1145 40 ST SW,ROSSCARROCK,2020/03/27,2020/02/11,BP2019-16393,2676,6,-114.14577442903433,51.04167456526644,"(51.04167456526644, -114.14577442903433)"
923,1830 10 ST NW,1832 10 ST NW,MOUNT PLEASANT,2020/04/02,2020/04/01,BP2020-00482,2741,7,-114.0846199785353,51.068465231303186,"(51.068465231303186, -114.0846199785353)"
934,184 CASTLEBROOK WY NE,184 CASTLEBROOK WY NE,CASTLERIDGE,2019/05/09,2019/05/09,BP2019-00887,1500,3,-113.96493926463522,51.10576337225568,"(51.10576337225568, -113.96493926463522)"
2012,3939B 14 AV NE,3939 14 AV NE,MARLBOROUGH,2019/09/16,2019/08/23,BP2019-08073,1904,10,-113.97742679201662,51.064897088698935,"(51.064897088698935, -113.97742679201662)"
2238,4517 FORDHAM CR SE,4517 FORDHAM CR SE,FOREST HEIGHTS,2020/03/12,2020/03/11,BP2019-12263,2608,9,-113.96855178133556,51.050038817057874,"(51.050038817057874, -113.96855178133556)"
400,126 QUARRY DR SE,126 QUARRY DR SE,DOUGLASDALE/GLEN,2012/08/21,2012/08/20,BP2012-02315,128,12,-114.0170180487512,50.95878455173025,"(50.95878455173025, -114.0170180487512)"
2344,4847B VIENNA DR NW,4847 VIENNA DR NW,VARSITY,2019/11/13,2019/11/13,BP2019-11195,2150,1,-114.15467673920834,51.09994485539783,"(51.09994485539783, -114.15467673920834)"
804,168 RIVERBIRCH RD SE,168 RIVERBIRCH RD SE,RIVERBEND,2017/09/05,2017/09/05,BP2015-12706,824,9,-114.01920435305996,50.98136691034305,"(50.98136691034305, -114.01920435305996)"
926,1834 10 ST NW,1836 10 ST NW,MOUNT PLEASANT,2020/04/02,2020/04/01,BP2020-00483,2740,7,-114.08462163492362,51.068544195614265,"(51.068544195614265, -114.08462163492362)"
1274,2256 CAPITOL HILL CR NW,2256 CAPITOL HILL CR NW,BANFF TRAIL,2019/11/13,2019/11/13,BP2019-05169,2146,7,-114.11342994109805,51.069177784273855,"(51.069177784273855, -114.11342994109805)"
2106,42 SADDLEBROOK LD NE,44 SADDLEBROOK LD NE,SADDLE RIDGE,2017/07/13,2017/07/13,BP2016-07012,791,3,-113.92674801653308,51.135178231479735,"(51.135178231479735, -113.92674801653308)"
515,136B CORNER MEADOWS GA NE,136 CORNER MEADOWS GA NE,CORNERSTONE,2019/10/25,2019/10/17,BP2019-11630,2033,3,-113.93327622663462,51.15290693925543,"(51.15290693925543, -113.93327622663462)"
811,16B CARRINGVUE DR NW,16 CARRINGVUE DR NW,CARRINGTON,2018/11/20,2018/11/16,BP2018-14524,1173,3,-114.08026739883645,51.18298846665939,"(51.18298846665939, -114.08026739883645)"
2196,440R RANCHRIDGE CO NW,440 RANCHRIDGE CO NW,RANCHLANDS,2020/05/11,2020/05/04,BP2020-03698,2882,2,-114.18451242244295,51.122061952774175,"(51.122061952774175, -114.18451242244295)"
1626,281B SETON CI SE,281 SETON CI SE,SETON,2020/03/05,2020/03/02,BP2019-02612,2562,12,-113.95660322957387,50.86946240383645,"(50.86946240383645, -113.95660322957387)"
1330,2331 22 ST NW,2331 22 ST NW,BANFF TRAIL,2012/10/16,2012/10/16,BP2011-01097,438,7,-114.11123312178361,51.07147113525944,"(51.07147113525944, -114.11123312178361)"
2863,714R RANCHVIEW CI NW,714 RANCHVIEW CI NW,RANCHLANDS,2020/07/24,2020/07/23,BP2020-01731,3352,2,-114.18533246994176,51.11629788212845,"(51.11629788212845, -114.18533246994176)"
1416,2439R 45 ST SE,2439 45 ST SE,FOREST LAWN,2020/02/27,2020/02/14,BP2019-04856,2522,9,-113.96889160433703,51.03179630887893,"(51.03179630887893, -113.96889160433703)"
3258,9786 HIDDEN VALLEY DR NW,9786 HIDDEN VALLEY DR NW,HIDDEN VALLEY,2013/03/01,2013/03/01,BP2012-12096,195,2,-114.12046643833025,51.146295103188585,"(51.146295103188585, -114.12046643833025)"
95,105 SADDLELAKE GD NE,105 SADDLELAKE GD NE,SADDLE RIDGE,2017/01/31,2017/01/31,BP2016-08364,678,3,-113.93138320663,51.13173934838866,"(51.13173934838866, -113.93138320663)"
2097,417G 8A ST NE,417 8A ST NE,BRIDGELAND/RIVERSIDE,2020/04/22,2020/04/16,BP2019-00271,2810,4,-114.04200294753211,51.05524498127794,"(51.05524498127794, -114.04200294753211)"
2263,4611R 22 AV NW,4611 22 AV NW,MONTGOMERY,2019/07/23,2019/07/23,BP2019-08133,1718,1,-114.15524941072105,51.073977016662575,"(51.073977016662575, -114.15524941072105)"
768,1627B 13 AV SW,1627 13 AV SW,SUNALTA,2017/07/21,2017/07/21,BP2017-08275,796,8,-114.09843109713312,51.04124880997072,"(51.04124880997072, -114.09843109713312)"
2646,611B 36 ST SW,611 36 ST SW,SPRUCE CLIFF,2020/04/27,2020/04/27,BP2019-08716,2829,6,-114.1400743077584,51.04724733492654,"(51.04724733492654, -114.1400743077584)"
897,18 TARALAKE RD NE,20 TARALAKE RD NE,TARADALE,2018/01/16,2018/01/16,BP2016-07706,911,3,-113.93132955656293,51.11937906242198,"(51.11937906242198, -113.93132955656293)"
233,113R CORAL SPRINGS BA NE,113 CORAL SPRINGS BA NE,CORAL SPRINGS,2018/07/31,2018/07/30,BP2016-15095,1060,5,-113.93345523555365,51.109031801405074,"(51.109031801405074, -113.93345523555365)"
777,1636R 4A ST NW,1636R 4A ST NW,ROSEDALE,2020/05/15,2020/05/08,BP2019-07664,3317,7,-114.07256104413189,51.06664860022177,"(51.06664860022177, -114.07256104413189)"
1589,279B TARACOVE ESTATE DR NE,279 TARACOVE ESTATE DR NE,TARADALE,2020/03/24,2020/03/24,BP2019-12809,2668,3,-113.94029067240702,51.118092577239324,"(51.118092577239324, -113.94029067240702)"
1207,219R PANAMOUNT CI NW,219 PANAMOUNT CI NW,PANORAMA HILLS,2020/06/12,2020/06/11,BP2020-02882,3058,3,-114.08872966788279,51.15759865071753,"(51.15759865071753, -114.08872966788279)"
2965,75R EDGERIDGE CL NW,75 EDGERIDGE CL NW,EDGEMONT,2019/07/25,2019/07/24,BP2019-07132,1783,2,-114.14670279403198,51.13836806544456,"(51.13836806544456, -114.14670279403198)"
3215,92G QUARRY DR SE,92G QUARRY DR SE,DOUGLASDALE/GLEN,2013/04/23,2013/04/22,BP2012-13473,213,12,-114.01548361753771,50.958950439454995,"(50.958950439454995, -114.01548361753771)"
891,17B WALGROVE ME SE,17 WALGROVE ME SE,WALDEN,2019/12/10,2019/12/10,BP2019-13752,2245,14,-114.01856347264717,50.8658527913727,"(50.8658527913727, -114.01856347264717)"
2839,703R FOREST PL SE,703 FOREST PL SE,FOREST HEIGHTS,2020/05/07,2020/04/22,BP2019-04453,2877,9,-113.9587949671739,51.04776101518531,"(51.04776101518531, -113.9587949671739)"
1596,27R BEDWOOD PL NE,27 BEDWOOD PL NE,BEDDINGTON HEIGHTS,2020/02/05,2020/02/04,BP2019-12867,2433,3,-114.06125189609261,51.12739065364315,"(51.12739065364315, -114.06125189609261)"
2448,5224B TERRY RD NW,5224 TERRY RD NW,THORNCLIFFE,2019/06/25,2019/06/18,BP2019-01459,1612,4,-114.07404499095038,51.098681409054585,"(51.098681409054585, -114.07404499095038)"
2541,56B MARTINRIDGE WY NE,56 MARTINRIDGE WY NE,MARTINDALE,2019/10/25,2019/10/11,BP2019-10679,2020,3,-113.96182993352475,51.11450865463529,"(51.11450865463529, -113.96182993352475)"
556,141 SADDLELAKE GR NE,141 SADDLELAKE GR NE,SADDLE RIDGE,2013/02/08,2013/02/06,BP2012-13179,204,3,-113.93037295222625,51.128417821370384,"(51.128417821370384, -113.93037295222625)"
395,125B EVEROAK CI SW,125 EVEROAK CI SW,EVERGREEN,2019/10/25,2019/10/09,BP2019-06450,2008,13,-114.11056972170363,50.916237415232665,"(50.916237415232665, -114.11056972170363)"
2080,412B CORNERSTONE PS NE,412 CORNERSTONE PS NE,CORNERSTONE,2020/07/10,2020/02/14,BP2019-09937,3269,3,-113.944064571394,51.16350825547749,"(51.16350825547749, -113.944064571394)"
1342,235 PRESTWICK LD SE,235 PRESTWICK LD SE,MCKENZIE TOWNE,2018/06/29,2018/06/27,BP2017-14487,1029,12,-113.97143184450519,50.919510239926076,"(50.919510239926076, -113.97143184450519)"
3176,905 29 ST NW,905 29 ST NW,PARKDALE,2020/07/29,2020/07/29,BP2019-15666,3386,7,-114.12981938917254,51.058971761582676,"(51.058971761582676, -114.12981938917254)"
477,1324R 10 AV SE,1324 10 AV SE,INGLEWOOD,2020/02/04,2020/01/14,BP2019-09808,2414,9,-114.03344082388469,51.04003193610503,"(51.04003193610503, -114.03344082388469)"
59,102 LEGACY ME SE,104 LEGACY ME SE,LEGACY,2018/04/12,2018/04/12,BP2017-16356,970,14,-114.01987494408594,50.86271968194747,"(50.86271968194747, -114.01987494408594)"
197,1120 31 AV NW,1120 31 AV NW,CAMBRIAN HEIGHTS,2018/08/22,2018/08/17,BP2017-04584,1078,4,-114.08793783532715,51.08089236696971,"(51.08089236696971, -114.08793783532715)"
2362,49B SADDLELAKE GR NE,49 SADDLELAKE GR NE,SADDLE RIDGE,2020/06/03,2020/05/29,BP2020-03926,2996,3,-113.93144983297783,51.12875450692361,"(51.12875450692361, -113.93144983297783)"
1130,20B SETON RI SE,20 SETON RI SE,SETON,2018/12/12,2018/12/12,BP2018-11420,1199,12,-113.95622619248344,50.86821348831127,"(50.86821348831127, -113.95622619248344)"
2696,63 SKYVIEW SHORES CO NE,63 SKYVIEW SHORES CO NE,SKYVIEW RANCH,2012/06/12,2012/06/12,BP2011-14346,102,3,-113.96320564865246,51.157791626147166,"(51.157791626147166, -113.96320564865246)"
1901,35R WESTON RI SW,35 WESTON RI SW,WEST SPRINGS,2020/01/14,2020/01/14,BP2019-03619,2346,6,-114.19841685043905,51.063843176828016,"(51.063843176828016, -114.19841685043905)"
645,14R WALDEN CR SE,14 WALDEN CR SE,WALDEN,2013/06/21,2013/06/19,BP2013-03079,271,14,-114.03853505586478,50.87317458053393,"(50.87317458053393, -114.03853505586478)"
1140,20R MARWOOD CI NE,20 MARWOOD CI NE,MARLBOROUGH,2019/05/21,2019/05/06,BP2019-02462,1523,10,-113.97374517818682,51.05478874849257,"(51.05478874849257, -113.97374517818682)"
821,16R SOMERSET DR SW,16 SOMERSET DR SW,SOMERSET,2019/09/25,2019/09/24,BP2019-09919,3082,13,-114.07713034677678,50.899703102596966,"(50.899703102596966, -114.07713034677678)"
1980,381R MASTERS AV SE,381 MASTERS AV SE,MAHOGANY,2020/07/15,2020/07/15,BP2020-00334,3295,12,-113.92216478974433,50.89258583713831,"(50.89258583713831, -113.92216478974433)"
1902,36 BERMUDA RD NW,36 BERMUDA RD NW,BEDDINGTON HEIGHTS,2011/06/21,2011/06/16,BP2010-11071,25,3,-114.07886530552143,51.12962294624929,"(51.12962294624929, -114.07886530552143)"
381,124B CORNER MEADOWS GA NE,124 CORNER MEADOWS GA NE,CORNERSTONE,2019/10/25,2019/10/17,BP2019-11205,2035,3,-113.93326298744945,51.15272073079717,"(51.15272073079717, -113.93326298744945)"
1955,375B SKYVIEW SHORES MR NE,375 SKYVIEW SHORES MR NE,SKYVIEW RANCH,2020/07/10,2020/06/11,BP2020-06973,3264,3,-113.9684251763461,51.15678571847912,"(51.15678571847912, -113.9684251763461)"
824,1702R 29 ST SW,1702 29 ST SW,SHAGANAPPI,2019/11/22,2019/11/22,BP2018-15934,2183,6,-114.12921929438396,51.039481467401075,"(51.039481467401075, -114.12921929438396)"
729,158R COVEMEADOW CR NE,158 COVEMEADOW CR NE,COVENTRY HILLS,2017/08/15,2017/08/15,BP2017-00172,808,3,-114.06619766957805,51.16922866422137,"(51.16922866422137, -114.06619766957805)"
1733,310 GREENFIELD RD NE,312 GREENFIELD RD NE,GREENVIEW,2012/07/20,2012/07/20,BP2012-07815,165,4,-114.05658158673505,51.092602038781315,"(51.092602038781315, -114.05658158673505)"
1359,23R BEACHAM RI NW,23 BEACHAM RI NW,BEDDINGTON HEIGHTS,2017/08/10,2017/08/10,BP2016-00779,805,3,-114.09574020937232,51.128447966799364,"(51.128447966799364, -114.09574020937232)"
2532,5611 THORNDALE PL NW,5611 THORNDALE PL NW,THORNCLIFFE,2011/06/10,2011/06/08,BP2010-11888,27,4,-114.06982614664322,51.10163084736806,"(51.10163084736806, -114.06982614664322)"
1850,3412R CENTRE A ST NE,3412 CENTRE A ST NE,HIGHLAND PARK,2018/05/28,2018/05/28,BP2018-02931,999,4,-114.06073193944565,51.08270190997484,"(51.08270190997484, -114.06073193944565)"
3025,79R ASPEN SUMMIT VW SW,79 ASPEN SUMMIT VW SW,ASPEN WOODS,2020/03/23,2019/12/13,BP2019-07291,2657,6,-114.20430308216109,51.04536522893529,"(51.04536522893529, -114.20430308216109)"
2311,47B FONDA CR SE,47 FONDA CR SE,FOREST HEIGHTS,2020/05/11,2020/05/11,BP2019-09516,2902,9,-113.98030501649949,51.04941248519148,"(51.04941248519148, -113.98030501649949)"
1397,2428 17 ST NW,2430 17 ST NW,CAPITOL HILL,2020/04/21,2020/04/01,BP2020-00471,2785,7,-114.10186836109992,51.07404422329035,"(51.07404422329035, -114.10186836109992)"
945,187 LIVINGSTON AV NE,187 LIVINGSTON AV NE,LIVINGSTON,2019/01/11,2019/01/10,BP2018-10675,1258,3,-114.0669917738648,51.186455843600584,"(51.186455843600584, -114.0669917738648)"
840,172 SAVANNA GV NE,172 SAVANNA GV NE,SADDLE RIDGE,2017/12/07,2017/12/07,BP2017-12086,888,3,-113.96015524782288,51.133615855440716,"(51.133615855440716, -113.96015524782288)"
2182,4394 ELGIN AV SE,4394 ELGIN AV SE,MCKENZIE TOWNE,2015/10/05,2015/09/11,BP2014-17480,990,12,-113.9663659134599,50.90390111551185,"(50.90390111551185, -113.9663659134599)"
2114,4211R BLOW ST NW,4211 BLOW ST NW,BRENTWOOD,2020/07/10,2020/07/09,BP2020-00450,3237,1,-114.12932329562572,51.09012435314319,"(51.09012435314319, -114.12932329562572)"
1167,2128G 58 AV SW,2128G 58 AV SW,NORTH GLENMORE PARK,2015/03/09,2015/02/20,BP2014-06693,372,11,-114.11106957817415,51.00177079032165,"(51.00177079032165, -114.11106957817415)"
3271,9904 ELBOW DR SW,9904 ELBOW DR SW,SOUTHWOOD,2019/06/25,2019/06/24,BP2018-13203,1631,11,-114.08442951051117,50.96495967633227,"(50.96495967633227, -114.08442951051117)"
1826,3339C 37 ST SW,3339 37 ST SW,GLENBROOK,2020/06/01,2020/04/23,BP2020-01772,2979,6,-114.1415698539849,51.024008514260935,"(51.024008514260935, -114.1415698539849)"
1727,31 DEER PL SE,31 DEER PL SE,DEER RUN,2015/10/16,2015/10/16,BP2015-02474,490,12,-114.01174212921799,50.93148619515024,"(50.93148619515024, -114.01174212921799)"
2747,6515R 35 AV NW,6515 35 AV NW,BOWNESS,2018/12/19,2018/11/23,BP2017-10861,1223,1,-114.18423918397825,51.084030974855246,"(51.084030974855246, -114.18423918397825)"
2054,407R MAIDSTONE DR NE,407 MAIDSTONE DR NE,MARLBOROUGH PARK,2020/07/27,2020/07/15,BP2020-09167,3373,10,-113.95396030434433,51.05706287163966,"(51.05706287163966, -113.95396030434433)"
219,113 HOUNSLOW DR NW,113 HOUNSLOW DR NW,HIGHWOOD,2018/10/02,2018/10/02,BP2018-08587,1120,4,-114.08489272749328,51.09362419631644,"(51.09362419631644, -114.08489272749328)"
656,1502B 42 ST SE,1502 42 ST SE,FOREST LAWN,2019/06/27,2019/06/26,BP2019-02743,1643,9,-113.972532008087,51.040776341640765,"(51.040776341640765, -113.972532008087)"
1266,223B SADDLEMEAD CL NE,223 SADDLEMEAD CL NE,SADDLE RIDGE,2020/07/03,2020/07/03,BP2020-04744,3190,3,-113.94610203528771,51.130563954209684,"(51.130563954209684, -113.94610203528771)"
1061,201R TARACOVE RD NE,201 TARACOVE RD NE,TARADALE,2019/11/13,2019/11/08,BP2019-03050,2138,3,-113.93681232800812,51.11876240003274,"(51.11876240003274, -113.93681232800812)"
2673,620 40 AV NW,620 40 AV NW,HIGHWOOD,2013/11/05,2013/10/31,BP2012-12168,444,4,-114.07499806611101,51.08832870560415,"(51.08832870560415, -114.07499806611101)"
533,139B SETON RI SE,139 SETON RI SE,SETON,2019/01/18,2019/01/17,BP2018-13912,1266,12,-113.95997183513691,50.86746392455164,"(50.86746392455164, -113.95997183513691)"
717,155B RED SKY GR NE,155 RED SKY GR NE,REDSTONE,2019/04/25,2019/04/25,BP2018-11822,1463,3,-113.956793822418,51.17168856945313,"(51.17168856945313, -113.956793822418)"
1989,383B SADDLEBROOK WY NE,383 SADDLEBROOK WY NE,SADDLE RIDGE,2020/07/03,2020/06/09,BP2020-00799,3194,3,-113.93210959876059,51.13536978955468,"(51.13536978955468, -113.93210959876059)"
1740,3120 37 ST SW,3120 37 ST SW,KILLARNEY/GLENGARRY,2016/10/05,2016/10/05,BP2016-00864,600,6,-114.14074684367405,51.02617491901356,"(51.02617491901356, -114.14074684367405)"
31,10 NOLANFIELD TC NW,10 NOLANFIELD TC NW,NOLAN HILL,2019/08/01,2019/07/17,BP2018-13689,1700,2,-114.15864207251246,51.17577255911388,"(51.17577255911388, -114.15864207251246)"
2962,759B WALGROVE BV SE,759 WALGROVE BV SE,WALDEN,2019/10/03,2019/10/02,BP2019-07174,1984,14,-114.013420393182,50.86594728878651,"(50.86594728878651, -114.013420393182)"
531,139 MARTIN CROSSING GV NE,255 MARTINDALE DR NE,MARTINDALE,2013/07/23,2013/07/22,BP2013-03746,258,3,-113.95303294595344,51.117906883073616,"(51.117906883073616, -113.95303294595344)"
2419,512 96 AV SE,512 96 AV SE,ACADIA,2018/09/20,2018/09/14,BP2018-10827,1102,9,-114.05510106339074,50.96686295913683,"(50.96686295913683, -114.05510106339074)"
2772,66B CAMBRIAN DR NW,66 CAMBRIAN DR NW,CAMBRIAN HEIGHTS,2020/04/08,2020/04/06,BP2020-03257,2699,4,-114.08882680535987,51.08105494750397,"(51.08105494750397, -114.08882680535987)"
3030,7R ARBOUR STONE WY NW,7 ARBOUR STONE WY NW,ARBOUR LAKE,2020/02/27,2020/02/26,BP2019-15240,2517,2,-114.21858207290288,51.13255875830984,"(51.13255875830984, -114.21858207290288)"
1360,23R BEDFORD DR NE,23 BEDFORD DR NE,BEDDINGTON HEIGHTS,2018/11/20,2018/11/20,BP2018-14268,1175,3,-114.06182464607433,51.127792007871,"(51.127792007871, -114.06182464607433)"
2396,507B SABRINA RD SW,507 SABRINA RD SW,SOUTHWOOD,2019/10/03,2019/10/03,BP2019-04110,1989,11,-114.07682103396355,50.95403067907281,"(50.95403067907281, -114.07682103396355)"
2400,50B MT DOUGLAS CL SE,50 MT DOUGLAS CL SE,MCKENZIE LAKE,2020/05/01,2020/05/01,BP2019-02997,2918,12,-113.98332456009258,50.922098010351526,"(50.922098010351526, -113.98332456009258)"
346,121R CITADEL ESTATES TC NW,121 CITADEL ESTATES TC NW,CITADEL,2019/05/15,2019/04/16,BP2018-14191,1445,2,-114.19293683412351,51.14470317372303,"(51.14470317372303, -114.19293683412351)"
1054,2011 20 AV NW,2011 20 AV NW,BANFF TRAIL,2020/03/05,2020/03/05,BP2019-05708,2581,7,-114.10706833691025,51.07033612828788,"(51.07033612828788, -114.10706833691025)"
3249,96 TARALEA MR NE,96 TARALEA GD NE,TARADALE,2011/10/26,2011/10/24,BP2011-04784,83,3,-113.94561902299533,51.11731141627471,"(51.11731141627471, -113.94561902299533)"
1529,2632 27 ST SW,2632 27 ST SW,KILLARNEY/GLENGARRY,2018/10/26,2018/09/10,BP2017-13160,1098,6,-114.12631788608958,51.030504442712804,"(51.030504442712804, -114.12631788608958)"
472,132 TEMPLEVALE RD NE,132 TEMPLEVALE RD NE,TEMPLE,2020/06/05,2020/06/05,BP2019-09468,3035,5,-113.94022794613178,51.08998750713704,"(51.08998750713704, -113.94022794613178)"
1279,227R 24 AV NE,227 24 AV NE,TUXEDO PARK,2013/01/22,2013/01/21,BP2012-03035,141,4,-114.05829817062981,51.07398099979708,"(51.07398099979708, -114.05829817062981)"
1597,27R BERMONDSEY PL NW,27 BERMONDSEY PL NW,BEDDINGTON HEIGHTS,2019/03/28,2019/03/27,BP2019-02158,1406,3,-114.09144309178781,51.12658229534834,"(51.12658229534834, -114.09144309178781)"
2526,56 MIDGLEN WY SE,56 MIDGLEN WY SE,MIDNAPORE,2019/03/21,2019/03/20,BP2019-02169,1377,14,-114.05239608913651,50.91698126583183,"(50.91698126583183, -114.05239608913651)"
1245,222 SADDLECREEK CO NE,222 SADDLECREEK CO NE,SADDLE RIDGE,2016/11/18,2016/11/18,BP2016-06809,630,3,-113.95772374093414,51.1267369049352,"(51.1267369049352, -113.95772374093414)"
1467,2528 11 AV SE,2526 11 AV SE,ALBERT PARK/RADISSON HEIGHTS,2016/07/06,2016/06/14,BP2016-00842,539,9,-114.00009062304551,51.0430725277277,"(51.0430725277277, -114.00009062304551)"
1436,248 SADDLEBROOK WY NE,250 SADDLEBROOK WY NE,SADDLE RIDGE,2014/03/24,2014/03/24,BP2013-00695,201,3,-113.93234183480149,51.13314722855392,"(51.13314722855392, -113.93234183480149)"
