Business Licence Number,Business ID,Address,Business Licence Type,Type of Residence,Licenced Date,Licenced Expiry Date,Status Description,longitude,latitude,Point,Ward Boundaries,City Quadrants,Calgary Communities,Ward Boundaries 2013-2017
BL231520,15873631,#101 431 1 AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.0537856176429,51.05315728447346,POINT (-114.053785617643 51.053157284473),7,4,266,7
BL235903,15925894,3116 26 AV SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/07/27,2021/07/27,Licensed,-114.13233371295345,51.030184326025186,POINT (-114.132333712953 51.030184326025),14,1,182,2
BL231522,15873656,#104 1820 9 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.08398562793309,51.036266315164895,POINT (-114.083985627933 51.036266315165),14,1,16,2
BL231523,15873664,38 COUNTRY HILLS PA NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/03,2021/02/02,Licensed,-114.07429114617473,51.14516095771339,POINT (-114.074291146175 51.145160957713),2,2,172,12
BL231525,15873680,#2004 836 15 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.0812417868266,51.03934129860486,POINT (-114.081241786827 51.039341298605),14,1,260,2
BL231526,15873698,1027 9 ST SE,SHORT TERM RENTAL - TIER ONE,Coach/lane house,2020/02/03,2021/02/02,Licensed,-114.04047557159129,51.0409022796013,POINT (-114.040475571591 51.040902279601),10,3,132,11
BL231749,15875990,#205 350 4 AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.05467751563371,51.05643079182474,POINT (-114.054677515634 51.056430791825),7,4,266,7
BL231528,15873714,#1106 220 12 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.05967298457563,51.04154436687838,POINT (-114.059672984576 51.041544366878),14,3,260,5
BL235951,15926355,456 WILLOW PARK DR SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/07/27,2021/07/27,Licensed,-114.0560155178976,50.959544607088944,POINT (-114.056015517898 50.959544607089),6,3,89,5
BL231530,15873730,#1601 920 5 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.08214753558548,51.049213406723524,POINT (-114.082147535585 51.049213406724),14,1,262,2
BL231531,15873748,#1806 920 5 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.08214753558548,51.049213406723524,POINT (-114.082147535585 51.049213406724),14,1,262,2
BL231532,15873755,#2001 910 5 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.08150922014414,51.049195959159995,POINT (-114.081509220144 51.04919595916),14,1,262,2
BL231533,15873763,125 BRIDLECREEK GR SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/03,2021/02/02,Cancelled,-114.095609844096,50.89879709767141,POINT (-114.095609844096 50.898797097671),5,1,138,6
BL231534,15873771,#334 222 RIVERFRONT AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.06671480427468,51.05252202376735,POINT (-114.066714804275 51.052522023767),7,1,21,7
BL231889,15877426,#3106 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.0556621172161,51.0414644186415,POINT (-114.055662117216 51.041464418642),14,3,260,5
BL236004,15926900,92 CEDARBROOK WY SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/07/28,2021/07/28,Licensed,-114.12548186842423,50.95662585556974,POINT (-114.125481868424 50.95662585557),8,1,126,5
BL235995,15926801,#4203 240 SKYVIEW RANCH RD NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/07/28,2021/07/28,Licensed,-113.95667067784528,51.164192048551726,POINT (-113.956670677845 51.164192048552),11,4,12,1
BL231327,15871569,#1603 1122 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/01,2021/01/31,Licensed,-114.05564202146252,51.041903583414395,POINT (-114.055642021463 51.041903583414),14,3,260,5
BL231640,15874829,#1106 225 11 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.0593543604455,51.041998686751754,POINT (-114.059354360445 51.041998686752),14,3,260,5
BL231543,15873862,7514 36 AV NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/04,2021/02/03,Licensed,-114.19567459094661,51.08585872766635,POINT (-114.195674590947 51.085858727666),13,2,149,9
BL231888,15877418,#1510 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/07,2021/02/06,Licensed,-114.0556621172161,51.0414644186415,POINT (-114.055662117216 51.041464418642),14,3,260,5
BL231545,15873888,#1907 1410 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.06041325815761,51.039167133524955,POINT (-114.060413258158 51.039167133525),14,3,260,5
BL231549,15873920,#806 1410 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.06041325815761,51.039167133524955,POINT (-114.060413258158 51.039167133525),14,3,260,5
BL231550,15873938,#404 1320 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.0606639948909,51.03966467140843,POINT (-114.060663994891 51.039664671408),14,3,260,5
BL231551,15873946,#503 220 12 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.05967298457563,51.04154436687838,POINT (-114.059672984576 51.041544366878),14,3,260,5
BL231552,15873953,#1201 220 12 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.05967298457563,51.04154436687838,POINT (-114.059672984576 51.041544366878),14,3,260,5
BL231338,15871692,#710 30 BRENTWOOD CM NW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/01,2021/01/31,Licensed,-114.12867490241779,51.087235543701006,POINT (-114.128674902418 51.087235543701),7,2,50,4
BL231554,15873979,#2901 210 15 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.06037258105482,51.038905787092034,POINT (-114.060372581055 51.038905787092),14,3,260,5
BL231555,15873987,#1801 1410 1 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.06041325815761,51.039167133524955,POINT (-114.060413258158 51.039167133525),14,3,260,5
BL231556,15873995,#1009 817 15 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.08019282123884,51.0387875558517,POINT (-114.080192821239 51.038787555852),14,1,260,2
BL231558,15874019,45 SADDLELAKE GD NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/04,2021/02/03,Licensed,-113.93282627853326,51.13121719243943,POINT (-113.932826278533 51.131217192439),11,4,2,1
BL231541,15873847,#305 310 12 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.06886272921314,51.0418609244039,POINT (-114.068862729213 51.041860924404),14,1,260,5
BL231806,15876568,#706 735 12 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/06,2021/02/05,Licensed,-114.07862928239571,51.04155563156745,POINT (-114.078629282396 51.041555631567),14,1,260,2
BL231566,15874092,808 MACDONALD AV SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/04,2021/02/03,Licensed,-114.04315543829817,51.04135325112349,POINT (-114.043155438298 51.041353251123),10,3,132,11
BL231910,15877624,230 SCOTIA PT NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/07,2021/02/06,Licensed,-114.21431265988879,51.124284631754676,POINT (-114.214312659889 51.124284631755),13,2,148,9
BL231569,15874126,#903 450 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.05365133351484,51.04544860082783,POINT (-114.053651333515 51.045448600828),7,3,65,7
BL231572,15874159,6811 4 AV SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/04,2021/02/03,Licensed,-113.93741163938898,51.04904510266981,POINT (-113.937411639389 51.04904510267),12,3,30,11
BL231579,15874266,#2805 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.0556621172161,51.0414644186415,POINT (-114.055662117216 51.041464418642),14,3,260,5
BL231580,15874274,2031 5 AV NW,SHORT TERM RENTAL - TIER TWO,Single/detached house,2020/02/12,2021/02/11,Licensed,-114.10743582523867,51.05703753225791,POINT (-114.107435825239 51.057037532258),7,2,280,7
BL231583,15874308,#2806 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.0556621172161,51.0414644186415,POINT (-114.055662117216 51.041464418642),14,3,260,5
BL231585,15874324,79 STRATHRIDGE GD SW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/04,2021/02/03,Licensed,-114.19448590368913,51.0503138906186,POINT (-114.194485903689 51.050313890619),1,1,67,14
BL231586,15874332,#207 505 19 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.07198637949776,51.03581274062433,POINT (-114.071986379498 51.035812740624),14,1,18,2
BL231313,15871429,#608 128 2 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/01,2021/01/31,Licensed,-114.0672754921745,51.05312594097018,POINT (-114.067275492174 51.05312594097),7,1,21,7
BL231612,15874563,#804 624 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.04949260228928,51.0454105719151,POINT (-114.049492602289 51.045410571915),7,3,65,7
BL231615,15874589,#2 1938 24A ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.11898034160897,51.03645777535389,POINT (-114.118980341609 51.036457775354),14,1,181,2
BL235181,15917438,38 CRANWELL SQ SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/06/29,2021/06/29,Licensed,-113.98447046804057,50.88360659387765,POINT (-113.984470468041 50.883606593878),4,3,294,8
BL231621,15874639,4716 60 ST NE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/04,2021/02/03,Licensed,-113.94623196433601,51.09339739073422,POINT (-113.946231964336 51.093397390734),9,4,22,3
BL231441,15872823,#2603 221 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/03,2021/02/02,Licensed,-114.05887653435627,51.04716742298633,POINT (-114.058876534356 51.047167422986),7,3,262,7
BL231625,15874688,2908B 17 ST SE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/04,2021/02/03,Licensed,-114.01883688874285,51.02858345278399,POINT (-114.018836888743 51.028583452784),10,3,54,11
BL231628,15874704,#506 323 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.06982194995473,51.04039924771157,POINT (-114.069821949955 51.040399247712),14,1,260,5
BL236012,15926983,#133 1920 14 AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/07/29,2021/07/29,Licensed,-114.01497032233264,51.066057069984446,POINT (-114.014970322333 51.066057069984),12,4,140,3
BL236066,15927668,423 HIDDEN CREEK BV NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/07/30,2021/07/30,Licensed,-114.10206484407519,51.163605183660174,POINT (-114.102064844075 51.16360518366),11,2,235,12
BL231634,15874761,#2 1205 9 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.08429455144376,51.0417743585151,POINT (-114.084294551444 51.041774358515),14,1,260,2
BL231635,15874779,158 EDGEVALLEY CL NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/04,2021/02/03,Licensed,-114.13647864987554,51.134242842752364,POINT (-114.136478649876 51.134242842752),2,2,272,4
BL231636,15874787,6 FOUNTAIN WK SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.08456333991187,51.04184665579775,POINT (-114.084563339912 51.041846655798),14,1,260,2
BL231484,15873136,#7 614 13 AV SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/03,2021/02/02,Licensed,-114.07494354388902,51.04100573405402,POINT (-114.074943543889 51.041005734054),14,1,260,2
BL231638,15874803,#1108 135 13 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.06549843806692,51.040335623392544,POINT (-114.065498438067 51.040335623393),14,1,260,5
BL231639,15874811,#804 220 12 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.05967298457563,51.04154436687838,POINT (-114.059672984576 51.041544366878),14,3,260,5
BL231562,15874050,2422 37 ST SW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/04,2021/02/03,Licensed,-114.14087692654931,51.03242831984577,POINT (-114.140876926549 51.032428319846),14,1,182,2
BL231641,15874837,#2501 211 13 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.06009998122575,51.04012665352896,POINT (-114.060099981226 51.040126653529),14,3,260,5
BL231642,15874845,#301 615 6 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/04,2021/02/03,Licensed,-114.05012463321987,51.04672079359241,POINT (-114.05012463322 51.046720793592),7,3,65,7
BL235362,15919632,47 MCKENZIE LAKE MR SE,SHORT TERM RENTAL - TIER TWO,Single/detached house,2020/07/30,2021/07/30,Licensed,-113.97627633558379,50.90966995625002,POINT (-113.976276335584 50.90966995625),4,3,296,13
BL231644,15874860,#6 614 13 AV SW,SHORT TERM RENTAL - TIER ONE,Townhouse,2020/02/05,2021/02/04,Licensed,-114.07494354388902,51.04100573405402,POINT (-114.074943543889 51.041005734054),14,1,260,2
BL231651,15874928,#904 550 RIVERFRONT AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.05007541866851,51.04739657330041,POINT (-114.050075418669 51.0473965733),7,3,65,7
BL236096,15927965,#558 222 RIVERFRONT AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/07/31,2021/07/31,Licensed,-114.06671480427468,51.05252202376735,POINT (-114.066714804275 51.052522023767),7,1,21,7
BL236085,15927874,711B 4 ST NW,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/07/31,2021/07/31,Licensed,-114.07186316243263,51.05818390493899,POINT (-114.071863162433 51.058183904939),7,2,62,7
BL236102,15928054,811R CANFORD CR SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/08/01,2021/08/01,Licensed,-114.08074009879452,50.94723217206513,POINT (-114.080740098795 50.947232172065),5,1,283,6
BL231655,15874985,#1904 920 5 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.08214753558548,51.049213406723524,POINT (-114.082147535585 51.049213406724),14,1,262,2
BL231656,15874993,#709 220 12 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.05967298457563,51.04154436687838,POINT (-114.059672984576 51.041544366878),14,3,260,5
BL231665,15875107,#202 108 23 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.0650647503609,51.03244079852389,POINT (-114.065064750361 51.032440798524),14,1,297,5
BL231666,15875115,#302 108 23 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.0650647503609,51.03244079852389,POINT (-114.065064750361 51.032440798524),14,1,297,5
BL231667,15875123,#201B 2315 15 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.09743541824025,51.033735210111274,POINT (-114.09743541824 51.033735210111),14,1,208,2
BL231669,15875149,#206B 2315 15 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.09743541824025,51.033735210111274,POINT (-114.09743541824 51.033735210111),14,1,208,2
BL231670,15875156,#2202 210 15 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.06037258105482,51.038905787092034,POINT (-114.060372581055 51.038905787092),14,3,260,5
BL231320,15871494,24 DISCOVERY RIDGE RI SW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/01,2021/01/31,Licensed,-114.20273377351228,51.0128758122417,POINT (-114.202733773512 51.012875812242),1,1,165,14
BL232429,15883408,#305 320 12 AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/19,2021/02/18,Licensed,-114.0565677643387,51.063548155521325,POINT (-114.056567764339 51.063548155521),7,4,266,7
BL231476,15873219,#408 1320 1 ST SE,SHORT TERM RENTAL - TIER ONE,,2020/02/03,2021/02/02,Licensed,-114.0606639948909,51.03966467140843,POINT (-114.060663994891 51.039664671408),14,3,260,5
BL231675,15875206,#1105 910 5 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.08150922014414,51.049195959159995,POINT (-114.081509220144 51.04919595916),14,1,262,2
BL231676,15875214,#1605 910 5 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.08150922014414,51.049195959159995,POINT (-114.081509220144 51.04919595916),14,1,262,2
BL232642,15886062,#1002 1010 6 ST SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/26,2021/02/25,Licensed,-114.07609071836752,51.043364339733635,POINT (-114.076090718368 51.043364339734),14,1,260,2
BL231681,15875255,1004 1 ST NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/05,2021/02/04,Licensed,-114.0647472555229,51.06089963231771,POINT (-114.064747255523 51.060899632318),7,2,266,7
BL231687,15875354,91 CASTLERIDGE CR NE,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/05,2021/02/04,Licensed,-113.94886589143874,51.11021448175115,POINT (-113.948865891439 51.110214481751),9,4,119,1
BL231689,15875362,#208 108 15 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.06312399971154,51.03887662312258,POINT (-114.063123999712 51.038876623123),14,3,260,5
BL231692,15875396,121 HAMPTONS GD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/05,2021/02/04,Licensed,-114.14349738684331,51.143911700872124,POINT (-114.143497386843 51.143911700872),3,2,286,10
BL231693,15875404,118 TEMPLEHILL DR NE,SHORT TERM RENTAL - TIER ONE,Duplex/triplex/fourplex,2020/02/05,2021/02/04,Licensed,-113.94718574753595,51.087491034754194,POINT (-113.947185747536 51.087491034754),9,4,22,3
BL231697,15875438,#2603 1188 3 ST SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.0556621172161,51.0414644186415,POINT (-114.055662117216 51.041464418642),14,3,260,5
BL231698,15875446,251 CHAPALINA TC SE,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/05,2021/02/04,Licensed,-114.0423658993467,50.8787940420297,POINT (-114.042365899347 50.87879404203),6,3,130,13
BL231702,15875487,#1503 225 11 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.0593543604455,51.041998686751754,POINT (-114.059354360445 51.041998686752),14,3,260,5
BL231703,15875495,4343 2 ST NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/05,2021/02/04,Licensed,-114.0669300473561,51.09186089843778,POINT (-114.066930047356 51.091860898438),2,2,259,4
BL231705,15875511,4343 2 ST NW,SHORT TERM RENTAL - TIER ONE,Suite in a house,2020/02/05,2021/02/04,Licensed,-114.0669300473561,51.09186089843778,POINT (-114.066930047356 51.091860898438),2,2,259,4
BL231710,15875578,#610 535 8 AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.05124309544577,51.04497437718053,POINT (-114.051243095446 51.044974377181),7,3,65,7
BL231713,15875586,2528 EXSHAW RD NW,SHORT TERM RENTAL - TIER ONE,Single/detached house,2020/02/05,2021/02/04,Licensed,-114.10930128598122,51.075382222395696,POINT (-114.109301285981 51.075382222396),7,2,153,7
BL231715,15875594,#1310 550 RIVERFRONT AV SE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.05007541866851,51.04739657330041,POINT (-114.050075418669 51.0473965733),7,3,65,7
BL231716,15875602,#207 316 1 AV NE,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.05706306057728,51.05370497986723,POINT (-114.057063060577 51.053704979867),7,4,266,7
BL231714,15875610,#414 738 3 AV SW,SHORT TERM RENTAL - TIER ONE,,2020/02/05,2021/02/04,Licensed,-114.07758917610477,51.05099299044548,POINT (-114.077589176105 51.050992990445),7,1,295,7
BL231711,15875628,#311 738 3 AV SW,SHORT TERM RENTAL - TIER ONE,Apartment/condo unit,2020/02/05,2021/02/04,Licensed,-114.07758917610477,51.05099299044548,POINT (-114.077589176105 51.050992990445),7,1,295,7
