reference_period,ref_qq,metro,metcode,FSA,total_starts,num_structures,starts_accsuite,starts_no_accsuite,unitsperstructure,avgstorycount,avgpermit_to_start_time
1988-06-01,2,Calgary,0140,,15.0,13,,,1.0,0.0,0.0
1988-06-01,2,Calgary,0140,nan,328.0,322,,,1.0,0.0,0.0
1988-07-01,3,Calgary,0140,nan,1066.0,988,,,1.0,0.0,0.22
1988-07-01,3,Calgary,0140,,10.0,10,,,1.0,0.0,0.1
1988-11-01,4,Calgary,0140,nan,1136.0,963,,,1.0,0.0,0.4
1988-12-01,4,Calgary,0140,,7.0,7,,,1.0,0.0,0.29
1989-01-01,1,Calgary,0140,,8.0,8,,,1.0,0.0,0.25
1989-01-01,1,Calgary,0140,nan,997.0,850,,,1.0,0.0,0.54
1989-04-01,2,Calgary,0140,nan,1558.0,1534,,,1.0,0.0,0.39
1989-04-01,2,Calgary,0140,,5.0,5,,,1.0,0.0,0.8
1989-09-01,3,Calgary,0140,,5.0,4,,,1.0,0.0,0.5
1989-07-01,3,Calgary,0140,nan,1748.0,1462,,,1.0,0.0,0.43
1989-10-01,4,Calgary,0140,nan,1763.0,1605,,,1.0,0.0,0.26
1989-10-01,4,Calgary,0140,,144.0,12,,,12.0,0.0,0.0
1990-01-01,1,Calgary,0140,,6.0,4,,,2.0,0.0,1.0
1990-01-01,1,Calgary,0140,nan,2156.0,2044,,,1.0,0.0,0.39
1990-05-01,2,Calgary,0140,,89.0,28,,,3.0,0.0,0.46
1990-04-01,2,Calgary,0140,nan,2214.0,1856,,,1.0,0.0,0.35
1990-09-01,3,Calgary,0140,nan,1337.0,967,,,1.0,0.01,0.87
1990-08-01,3,Calgary,0140,,49.0,27,,,2.0,0.0,0.89
1990-10-01,4,Calgary,0140,nan,1150.0,885,,,1.0,0.0,0.76
1990-10-01,4,Calgary,0140,,3.0,3,,,1.0,0.0,8.0
1991-02-01,1,Calgary,0140,nan,715.0,662,,,1.0,0.0,0.67
1991-02-01,1,Calgary,0140,,9.0,9,,,1.0,0.0,0.11
1991-06-01,2,Calgary,0140,,9.0,7,,,1.0,0.0,0.57
1991-04-01,2,Calgary,0140,nan,1423.0,1288,,,1.0,0.0,0.25
1991-08-01,3,Calgary,0140,,9.0,8,,,1.0,0.0,0.63
1991-07-01,3,Calgary,0140,nan,1298.0,1186,,,1.0,0.0,0.38
1991-12-01,4,Calgary,0140,,12.0,8,,,2.0,0.0,0.0
1991-10-01,4,Calgary,0140,nan,1275.0,1148,,,1.0,0.0,0.34
1992-01-01,1,Calgary,0140,,1.0,1,,,1.0,0.0,1.0
1992-01-01,1,Calgary,0140,nan,1296.0,1180,,,1.0,0.0,0.45
1992-05-01,2,Calgary,0140,,5.0,4,,,1.0,0.0,0.75
1992-04-01,2,Calgary,0140,nan,2285.0,2019,,,1.0,0.0,0.19
1992-07-01,3,Calgary,0140,nan,1695.0,1479,,,1.0,0.0,0.38
1992-09-01,3,Calgary,0140,,2.0,2,,,1.0,0.0,0.5
1992-11-01,4,Calgary,0140,nan,1749.0,1578,,,1.0,0.0,0.17
1992-10-01,4,Calgary,0140,,1.0,1,,,1.0,0.0,3.0
1993-01-01,1,Calgary,0140,nan,1254.0,1049,,,1.0,0.0,0.36
1993-04-01,2,Calgary,0140,nan,1830.0,1563,,,1.0,0.0,0.27
1993-07-01,3,Calgary,0140,,101.0,2,,,51.0,0.0,6.5
1993-08-01,3,Calgary,0140,nan,1582.0,1360,,,1.0,0.0,0.3
1993-10-01,4,Calgary,0140,nan,1862.0,1602,,,1.0,0.0,0.27
1994-01-01,1,Calgary,0140,nan,1231.0,1161,,,1.0,0.0,0.36
1994-04-01,2,Calgary,0140,nan,2033.0,1860,,,1.0,0.0,0.3
1994-07-01,3,Calgary,0140,nan,1960.0,1380,,,1.0,0.0,0.35
1994-10-01,4,Calgary,0140,,2.0,2,,,1.0,0.0,0.0
1994-12-01,4,Calgary,0140,nan,1651.0,1137,,,1.0,0.0,0.32
1995-01-01,1,Calgary,0140,nan,953.0,849,,,1.0,0.0,0.38
1995-04-01,2,Calgary,0140,nan,1434.0,1243,,,1.0,0.0,0.21
1995-08-01,3,Calgary,0140,nan,1754.0,1303,,,1.0,0.0,0.33
1995-08-01,3,Calgary,0140,,2.0,2,,,1.0,0.0,0.0
1995-10-01,4,Calgary,0140,nan,1542.0,1222,,,1.0,0.0,0.21
1996-01-01,1,Calgary,0140,nan,1117.0,892,,,1.0,0.0,0.48
1996-06-01,2,Calgary,0140,,1.0,1,,,1.0,0.0,11.0
1996-05-01,2,Calgary,0140,nan,2002.0,1834,,,1.0,0.0,0.3
1996-07-01,3,Calgary,0140,,2.0,2,,,1.0,0.0,0.5
1996-09-01,3,Calgary,0140,nan,2102.0,1823,,,1.0,0.0,0.65
1996-10-01,4,Calgary,0140,nan,1887.0,1576,,,1.0,0.0,0.24
1997-02-01,1,Calgary,0140,nan,2459.0,1968,,,1.0,0.0,0.47
1997-04-01,2,Calgary,0140,nan,2882.0,2425,,,1.0,0.0,0.32
1997-08-01,3,Calgary,0140,nan,2762.0,2301,,,1.0,0.0,0.32
1997-12-01,4,Calgary,0140,,1.0,1,,,1.0,0.0,4.0
1997-11-01,4,Calgary,0140,nan,3111.0,2461,,,1.0,0.0,0.18
1998-01-01,1,Calgary,0140,nan,2871.0,2204,,,1.0,0.0,0.37
1998-05-01,2,Calgary,0140,nan,3521.0,2951,,,1.0,0.0,0.26
1998-06-01,2,Calgary,0140,,1.0,1,,,1.0,0.0,0.0
1998-08-01,3,Calgary,0140,nan,3126.0,2564,,,1.0,0.0,0.34
1998-09-01,3,Calgary,0140,,1.0,1,,,1.0,0.0,0.0
1998-10-01,4,Calgary,0140,T2E,1.0,1,,,1.0,0.0,0.0
1998-11-01,4,Calgary,0140,,4.0,4,,,1.0,0.0,0.25
1998-12-01,4,Calgary,0140,nan,2970.0,2018,,,1.0,0.01,0.25
1999-02-01,1,Calgary,0140,nan,2338.0,1331,,,2.0,0.01,0.31
1999-03-01,1,Calgary,0140,,3.0,3,,,1.0,0.0,10.0
1999-04-01,2,Calgary,0140,nan,2710.0,2002,,,1.0,0.0,0.29
1999-06-01,2,Calgary,0140,,6.0,6,,,1.0,0.0,2.67
1999-08-01,3,Calgary,0140,,2.0,2,,,1.0,0.0,3.5
1999-07-01,3,Calgary,0140,nan,2821.0,1988,,,1.0,0.01,0.33
1999-12-01,4,Calgary,0140,nan,2709.0,1772,,,2.0,0.0,0.23
1999-11-01,4,Calgary,0140,,11.0,5,,,2.0,0.0,2.0
2000-02-01,1,Calgary,0140,nan,2252.0,1528,,,1.0,0.0,0.28
2000-01-01,1,Calgary,0140,,3.0,2,,,2.0,0.0,0.0
2000-01-01,1,Calgary,0140,T2T,10.0,1,,,10.0,0.0,16.0
2000-06-01,2,Calgary,0140,,1.0,1,,,1.0,0.0,8.0
2000-04-01,2,Calgary,0140,nan,3031.0,2073,,,1.0,0.0,0.31
2000-09-01,3,Calgary,0140,nan,2818.0,1941,,,1.0,0.01,0.31
2000-08-01,3,Calgary,0140,,3.0,3,,,1.0,0.0,0.67
2000-10-01,4,Calgary,0140,nan,2975.0,1738,,,2.0,0.02,0.31
2001-02-01,1,Calgary,0140,nan,2050.0,1485,,,1.0,0.0,0.43
2001-04-01,2,Calgary,0140,nan,3147.0,2267,,,1.0,0.0,0.32
2001-06-01,2,Calgary,0140,,2.0,2,,,1.0,0.0,11.0
2001-07-01,3,Calgary,0140,nan,3024.0,2403,,,1.0,0.0,0.32
2001-10-01,4,Calgary,0140,nan,3126.0,1983,,,2.0,0.0,0.19
2002-01-01,1,Calgary,0140,nan,2812.0,1920,,,1.0,0.0,0.25
2002-04-01,2,Calgary,0140,nan,4062.0,2968,,,1.0,0.0,0.33
2002-07-01,3,Calgary,0140,nan,3905.0,2783,,,1.0,0.0,0.52
2002-08-01,3,Calgary,0140,,2.0,2,,,1.0,0.0,12.5
2002-07-01,3,Calgary,0140,T2N,1.0,1,,,1.0,0.0,0.0
2002-11-01,4,Calgary,0140,,4.0,1,,,4.0,0.0,0.0
2002-12-01,4,Calgary,0140,T2V,1.0,1,,,1.0,0.0,0.0
2002-11-01,4,Calgary,0140,nan,3552.0,2400,,,1.0,0.0,0.35
2003-02-01,1,Calgary,0140,nan,3795.0,2131,,,2.0,0.0,0.52
2003-04-01,2,Calgary,0140,nan,3599.0,2603,,,1.0,0.0,0.48
2003-04-01,2,Calgary,0140,T2E,8.0,1,,,8.0,0.0,6.0
2003-04-01,2,Calgary,0140,T2T,3.0,2,,,2.0,0.0,0.5
2003-05-01,2,Calgary,0140,,61.0,1,,,61.0,0.0,0.0
2003-08-01,3,Calgary,0140,,1.0,1,,,1.0,0.0,0.0
2003-09-01,3,Calgary,0140,T2S,1.0,1,,,1.0,0.0,1.0
2003-07-01,3,Calgary,0140,nan,3184.0,2341,,,1.0,0.0,0.4
2003-10-01,4,Calgary,0140,nan,2986.0,2156,,,1.0,0.0,0.33
2003-10-01,4,Calgary,0140,,4.0,2,,,2.0,0.0,0.0
2004-01-01,1,Calgary,0140,,1.0,1,,,1.0,0.0,1.0
2004-02-01,1,Calgary,0140,nan,3250.0,1951,,,2.0,0.0,0.43
2004-01-01,1,Calgary,0140,T2S,1.0,1,,,1.0,0.0,0.0
2004-02-01,1,Calgary,0140,T2Y,1.0,1,,,1.0,0.0,0.0
2004-06-01,2,Calgary,0140,T2T,1.0,1,,,1.0,0.0,0.0
2004-05-01,2,Calgary,0140,T2M,2.0,2,,,1.0,0.0,0.0
2004-06-01,2,Calgary,0140,T2R,351.0,1,,,351.0,0.0,2.0
2004-04-01,2,Calgary,0140,T3B,1.0,1,,,1.0,0.0,9.0
2004-06-01,2,Calgary,0140,T2G,200.0,1,,,200.0,0.0,4.0
2004-06-01,2,Calgary,0140,T2E,93.0,1,,,93.0,0.0,2.0
2004-06-01,2,Calgary,0140,T2N,4.0,1,,,4.0,0.0,1.0
2004-06-01,2,Calgary,0140,T2S,1.0,1,,,1.0,0.0,0.0
2004-04-01,2,Calgary,0140,nan,3101.0,2393,,,1.0,0.0,0.36
2004-09-01,3,Calgary,0140,T2N,2.0,2,,,1.0,0.0,1.5
2004-09-01,3,Calgary,0140,T3H,1.0,1,,,1.0,0.0,2.0
2004-09-01,3,Calgary,0140,T2E,13.0,2,,,7.0,0.0,2.0
2004-09-01,3,Calgary,0140,,41.0,4,,,10.0,0.0,4.25
2004-09-01,3,Calgary,0140,T2B,8.0,2,,,4.0,0.0,4.0
2004-07-01,3,Calgary,0140,nan,3189.0,2382,,,1.0,0.0,0.4
2004-07-01,3,Calgary,0140,T2T,2.0,2,,,1.0,0.0,0.0
2004-08-01,3,Calgary,0140,T2C,3.0,1,,,3.0,0.0,2.0
2004-08-01,3,Calgary,0140,T2P,124.0,1,,,124.0,0.0,8.0
2004-08-01,3,Calgary,0140,T2H,1.0,1,,,1.0,0.0,1.0
2004-12-01,4,Calgary,0140,T2W,6.0,1,,,6.0,0.0,6.0
2004-12-01,4,Calgary,0140,T3C,2.0,2,,,1.0,0.0,1.0
2004-12-01,4,Calgary,0140,T2E,33.0,3,,,11.0,0.0,2.0
2004-12-01,4,Calgary,0140,T2G,166.0,2,,,83.0,0.0,3.0
2004-10-01,4,Calgary,0140,nan,2888.0,2146,,,1.0,0.0,0.29
2004-10-01,4,Calgary,0140,T2N,15.0,10,,,2.0,0.0,0.5
2004-12-01,4,Calgary,0140,T2V,2.0,2,,,1.0,0.0,1.0
2004-12-01,4,Calgary,0140,T2S,1.0,1,,,1.0,0.0,0.0
2004-12-01,4,Calgary,0140,T2Y,6.0,3,,,2.0,0.0,11.33
2004-10-01,4,Calgary,0140,T3E,250.0,1,,,250.0,0.0,2.0
2004-11-01,4,Calgary,0140,T2P,77.0,2,,,39.0,0.0,11.0
2004-11-01,4,Calgary,0140,T3B,2.0,1,,,2.0,0.0,2.0
2004-10-01,4,Calgary,0140,T2T,7.0,6,,,1.0,0.0,0.33
2004-12-01,4,Calgary,0140,,9.0,3,,,3.0,0.0,0.0
2004-11-01,4,Calgary,0140,T2L,1.0,1,,,1.0,0.0,2.0
2004-11-01,4,Calgary,0140,T3H,1.0,1,,,1.0,0.0,0.0
2004-10-01,4,Calgary,0140,T2C,151.0,2,,,76.0,0.0,7.5
2005-02-01,1,Calgary,0140,T2R,161.0,1,,,161.0,0.0,4.0
2005-02-01,1,Calgary,0140,T2G,1.0,1,,,1.0,0.0,1.0
2005-03-01,1,Calgary,0140,T2Y,11.0,6,,,2.0,0.0,9.5
2005-03-01,1,Calgary,0140,T3E,20.0,4,,,5.0,0.0,1.25
2005-03-01,1,Calgary,0140,T2K,2.0,1,,,2.0,0.0,0.0
2005-01-01,1,Calgary,0140,T3C,152.0,3,,,51.0,0.0,0.67
2005-02-01,1,Calgary,0140,T2A,2.0,1,,,2.0,0.0,0.0
2005-02-01,1,Calgary,0140,T2T,53.0,13,,,4.0,0.0,1.62
2005-03-01,1,Calgary,0140,T2E,8.0,7,,,1.0,0.0,1.0
2005-02-01,1,Calgary,0140,T2S,3.0,3,,,1.0,0.0,0.33
2005-03-01,1,Calgary,0140,T2C,94.0,1,,,94.0,0.0,2.0
2005-01-01,1,Calgary,0140,T2V,2.0,2,,,1.0,0.0,0.5
2005-03-01,1,Calgary,0140,T2H,61.0,5,,,12.0,0.0,1.6
2005-03-01,1,Calgary,0140,T2M,6.0,4,,,2.0,0.0,0.5
2005-02-01,1,Calgary,0140,T2N,13.0,10,,,1.0,0.0,0.6
2005-03-01,1,Calgary,0140,nan,2322.0,1858,,,1.0,0.0,0.45
2005-04-01,2,Calgary,0140,T2T,49.0,25,,,2.0,0.0,0.64
2005-04-01,2,Calgary,0140,T2V,9.0,6,,,2.0,0.0,0.17
2005-05-01,2,Calgary,0140,T2C,27.0,9,,,3.0,0.0,4.11
2005-06-01,2,Calgary,0140,T3B,4.0,3,,,1.0,0.0,0.33
2005-04-01,2,Calgary,0140,T2L,1.0,1,,,1.0,0.0,2.0
2005-06-01,2,Calgary,0140,T3C,2.0,1,,,2.0,0.0,0.0
2005-06-01,2,Calgary,0140,T2W,12.0,2,,,6.0,0.0,14.0
2005-05-01,2,Calgary,0140,T2H,1.0,1,,,1.0,0.0,0.0
2005-06-01,2,Calgary,0140,T2N,22.0,19,,,1.0,0.0,0.11
2005-04-01,2,Calgary,0140,T2B,8.0,2,,,4.0,0.0,6.0
2005-06-01,2,Calgary,0140,T2K,1.0,1,,,1.0,0.0,0.0
2005-05-01,2,Calgary,0140,T2J,120.0,1,,,120.0,0.0,7.0
2005-04-01,2,Calgary,0140,T2S,4.0,4,,,1.0,0.0,1.25
2005-05-01,2,Calgary,0140,T3A,1.0,1,,,1.0,0.0,0.0
2005-05-01,2,Calgary,0140,T2E,30.0,15,,,2.0,0.0,0.53
2005-05-01,2,Calgary,0140,nan,3069.0,2435,,,1.0,0.0,0.25
2005-06-01,2,Calgary,0140,T2G,7.0,7,,,1.0,0.0,0.0
2005-06-01,2,Calgary,0140,T2Y,16.0,13,,,1.0,0.0,0.69
2005-06-01,2,Calgary,0140,T2M,8.0,6,,,1.0,0.0,0.83
2005-04-01,2,Calgary,0140,,3.0,1,,,3.0,0.0,0.0
2005-06-01,2,Calgary,0140,T3E,85.0,24,,,4.0,0.0,0.21
2005-07-01,3,Calgary,0140,T2C,133.0,27,,,5.0,0.0,0.59
2005-07-01,3,Calgary,0140,T2B,8.0,2,,,4.0,0.0,9.0
2005-08-01,3,Calgary,0140,T2H,2.0,1,,,2.0,0.0,0.0
2005-07-01,3,Calgary,0140,T2S,5.0,5,,,1.0,0.0,0.4
2005-09-01,3,Calgary,0140,T3A,1.0,1,,,1.0,0.0,0.0
2005-09-01,3,Calgary,0140,T2R,7.0,1,,,7.0,0.0,0.0
2005-08-01,3,Calgary,0140,T2E,118.0,22,,,5.0,0.0,0.64
2005-08-01,3,Calgary,0140,T2A,10.0,1,,,10.0,0.0,17.0
2005-08-01,3,Calgary,0140,T2N,38.0,30,,,1.0,0.0,0.4
2005-09-01,3,Calgary,0140,T2M,21.0,16,,,1.0,0.0,0.25
2005-08-01,3,Calgary,0140,T2Y,23.0,21,,,1.0,0.0,0.24
2005-07-01,3,Calgary,0140,T2K,1.0,1,,,1.0,0.0,2.0
2005-08-01,3,Calgary,0140,T3C,41.0,5,,,8.0,0.0,0.8
2005-09-01,3,Calgary,0140,T2G,179.0,3,,,60.0,0.0,3.33
2005-09-01,3,Calgary,0140,T2L,2.0,2,,,1.0,0.0,0.0
2005-09-01,3,Calgary,0140,T2X,7.0,1,,,7.0,0.0,11.0
2005-08-01,3,Calgary,0140,T3E,55.0,21,,,3.0,0.0,0.48
2005-09-01,3,Calgary,0140,T3B,5.0,3,,,2.0,0.0,4.67
2005-09-01,3,Calgary,0140,T2T,99.0,36,,,3.0,0.0,0.39
2005-07-01,3,Calgary,0140,nan,3214.0,2348,,,1.0,0.0,0.52
2005-09-01,3,Calgary,0140,,2.0,2,,,1.0,0.0,0.0
2005-09-01,3,Calgary,0140,T2V,11.0,8,,,1.0,0.0,0.13
2005-10-01,4,Calgary,0140,T2C,26.0,26,,,1.0,0.0,0.0
2005-12-01,4,Calgary,0140,T2S,7.0,7,,,1.0,0.0,1.43
2005-12-01,4,Calgary,0140,T3E,58.0,33,,,2.0,0.0,0.61
2005-10-01,4,Calgary,0140,T2J,141.0,4,,,35.0,0.0,0.0
2005-11-01,4,Calgary,0140,T3B,1.0,1,,,1.0,0.0,0.0
2005-10-01,4,Calgary,0140,T2B,8.0,2,,,4.0,0.0,12.0
2005-11-01,4,Calgary,0140,T2K,4.0,3,,,1.0,0.0,0.67
2005-10-01,4,Calgary,0140,T2V,10.0,9,,,1.0,0.0,0.56
2005-11-01,4,Calgary,0140,T2G,1.0,1,,,1.0,0.0,2.0
2005-10-01,4,Calgary,0140,T3C,7.0,6,,,1.0,0.0,0.67
2005-12-01,4,Calgary,0140,T4C,1.0,1,,,1.0,0.0,0.0
2005-10-01,4,Calgary,0140,T3H,4.0,4,,,1.0,0.0,5.0
2005-12-01,4,Calgary,0140,T2H,7.0,5,,,1.0,0.0,0.2
2005-11-01,4,Calgary,0140,T2L,1.0,1,,,1.0,0.0,4.0
2005-12-01,4,Calgary,0140,T2Y,17.0,16,,,1.0,0.0,0.19
2005-10-01,4,Calgary,0140,nan,2749.0,2202,,,1.0,0.0,0.49
2005-10-01,4,Calgary,0140,T2T,65.0,31,,,2.0,0.0,0.19
2005-12-01,4,Calgary,0140,T2P,44.0,1,,,44.0,0.0,7.0
2005-11-01,4,Calgary,0140,T2M,24.0,13,,,2.0,0.0,0.38
2005-10-01,4,Calgary,0140,,3.0,3,,,1.0,0.0,3.0
2005-12-01,4,Calgary,0140,T2E,45.0,23,,,2.0,0.0,0.83
2005-10-01,4,Calgary,0140,T2N,72.0,36,,,2.0,0.0,0.22
2006-03-01,1,Calgary,0140,T3E,64.0,34,,,2.0,0.0,0.68
2006-02-01,1,Calgary,0140,T2L,2.0,2,,,1.0,0.0,0.0
2006-03-01,1,Calgary,0140,T2C,159.0,61,,,3.0,0.0,0.52
2006-02-01,1,Calgary,0140,T2K,39.0,2,,,20.0,0.0,15.5
2006-01-01,1,Calgary,0140,T2M,14.0,9,,,2.0,0.0,0.56
2006-01-01,1,Calgary,0140,T2S,9.0,9,,,1.0,0.0,1.44
2006-03-01,1,Calgary,0140,T2T,67.0,33,,,2.0,0.0,0.39
2006-03-01,1,Calgary,0140,T2Y,23.0,21,,,1.0,0.0,2.24
2006-03-01,1,Calgary,0140,T2P,181.0,1,,,181.0,0.0,6.0
2006-01-01,1,Calgary,0140,T2N,37.0,28,,,1.0,0.0,0.57
2006-02-01,1,Calgary,0140,T3C,7.0,4,,,2.0,0.0,1.0
2006-01-01,1,Calgary,0140,T3B,3.0,2,,,2.0,0.0,2.0
2006-02-01,1,Calgary,0140,T2G,370.0,6,,,62.0,0.0,2.33
2006-03-01,1,Calgary,0140,T2V,7.0,6,,,1.0,0.0,1.0
2006-02-01,1,Calgary,0140,T2E,53.0,14,,,4.0,0.0,1.07
2006-01-01,1,Calgary,0140,nan,2809.0,2426,,,1.0,0.0,0.85
2006-06-01,2,Calgary,0140,T2C,206.0,113,,,2.0,0.0,0.84
2006-05-01,2,Calgary,0140,T2M,17.0,12,,,1.0,0.0,0.17
2006-04-01,2,Calgary,0140,T3A,2.0,2,,,1.0,0.0,0.0
2006-06-01,2,Calgary,0140,T3C,264.0,11,,,24.0,0.0,0.73
2006-04-01,2,Calgary,0140,T3B,5.0,5,,,1.0,0.0,0.4
2006-04-01,2,Calgary,0140,T2N,26.0,20,,,1.0,0.0,0.75
2006-05-01,2,Calgary,0140,T3E,54.0,16,,,3.0,0.0,0.75
2006-06-01,2,Calgary,0140,T2V,17.0,10,,,2.0,0.0,0.3
2006-04-01,2,Calgary,0140,T2G,2.0,2,,,1.0,0.0,0.5
2006-04-01,2,Calgary,0140,T2E,25.0,16,,,2.0,0.13,0.38
2006-05-01,2,Calgary,0140,T2K,6.0,4,,,2.0,0.0,0.75
2006-06-01,2,Calgary,0140,T2T,75.0,23,,,3.0,0.0,0.35
2006-04-01,2,Calgary,0140,nan,4111.0,3039,,,1.0,0.0,0.94
2006-05-01,2,Calgary,0140,T2S,7.0,7,,,1.0,0.0,0.14
2006-04-01,2,Calgary,0140,T2B,1.0,1,,,1.0,0.0,1.0
2006-04-01,2,Calgary,0140,T2Y,18.0,17,,,1.0,0.0,1.06
2006-04-01,2,Calgary,0140,T1Y,1.0,1,,,1.0,0.0,0.0
2006-04-01,2,Calgary,0140,T2H,2.0,1,,,2.0,0.0,1.0
2006-05-01,2,Calgary,0140,T2J,240.0,1,,,240.0,0.0,0.0
2006-05-01,2,Calgary,0140,T2R,106.0,1,,,106.0,19.0,0.0
2006-08-01,3,Calgary,0140,T2B,6.0,1,,,6.0,0.0,4.0
2006-09-01,3,Calgary,0140,T3C,5.0,4,,,1.0,0.0,0.25
2006-08-01,3,Calgary,0140,T2S,4.0,4,,,1.0,0.0,0.25
2006-09-01,3,Calgary,0140,T3B,2.0,2,,,1.0,0.0,0.5
2006-09-01,3,Calgary,0140,T3E,39.0,31,,,1.0,0.0,0.65
2006-09-01,3,Calgary,0140,T2N,64.0,30,,,2.0,0.0,0.53
2006-08-01,3,Calgary,0140,nan,3106.0,2626,,,1.0,0.0,1.1
2006-08-01,3,Calgary,0140,T2H,367.0,4,,,92.0,5.25,4.5
2006-09-01,3,Calgary,0140,T2L,2.0,2,,,1.0,0.0,0.0
2006-09-01,3,Calgary,0140,T2E,94.0,44,,,2.0,0.0,1.11
2006-09-01,3,Calgary,0140,T2K,6.0,4,,,2.0,0.0,0.0
2006-09-01,3,Calgary,0140,T2G,5.0,4,,,1.0,0.0,0.5
2006-07-01,3,Calgary,0140,T2T,77.0,50,,,2.0,0.0,0.56
2006-07-01,3,Calgary,0140,T2M,26.0,15,,,2.0,0.0,0.8
2006-08-01,3,Calgary,0140,T2Y,29.0,26,,,1.0,0.0,1.0
2006-08-01,3,Calgary,0140,T3A,2.0,2,,,1.0,0.0,0.5
2006-08-01,3,Calgary,0140,T2C,156.0,97,,,2.0,0.0,0.65
2006-09-01,3,Calgary,0140,T2V,20.0,13,,,2.0,0.0,1.92
2006-11-01,4,Calgary,0140,T2Y,16.0,14,,,1.0,0.0,0.79
2006-11-01,4,Calgary,0140,nan,3134.0,2090,,,1.0,0.0,0.86
2006-10-01,4,Calgary,0140,T2G,187.0,4,,,47.0,0.0,0.0
2006-10-01,4,Calgary,0140,T2S,4.0,4,,,1.0,0.0,1.5
2006-11-01,4,Calgary,0140,T2T,35.0,22,,,2.0,0.0,0.41
2006-10-01,4,Calgary,0140,T3B,8.0,5,,,2.0,0.0,0.0
2006-10-01,4,Calgary,0140,T2X,2.0,2,,,1.0,0.0,3.0
2006-11-01,4,Calgary,0140,T2E,66.0,22,,,3.0,0.0,1.09
2006-12-01,4,Calgary,0140,T2H,3.0,2,,,2.0,0.0,0.0
2006-11-01,4,Calgary,0140,T2R,188.0,1,,,188.0,0.0,5.0
2006-11-01,4,Calgary,0140,T2K,44.0,3,,,15.0,0.0,5.67
2006-10-01,4,Calgary,0140,T2C,97.0,97,,,1.0,0.0,0.37
2006-10-01,4,Calgary,0140,T3A,1.0,1,,,1.0,0.0,0.0
2006-10-01,4,Calgary,0140,T3E,61.0,46,,,1.0,0.0,0.89
2006-12-01,4,Calgary,0140,T2B,4.0,4,,,1.0,0.0,0.0
2006-10-01,4,Calgary,0140,T2M,28.0,15,,,2.0,0.0,1.13
2006-12-01,4,Calgary,0140,T2L,3.0,3,,,1.0,0.0,2.33
2006-11-01,4,Calgary,0140,T2J,1.0,1,,,1.0,0.0,1.0
2006-10-01,4,Calgary,0140,T2V,22.0,10,,,2.0,0.0,0.4
2006-12-01,4,Calgary,0140,T2N,96.0,37,,,3.0,0.0,0.65
2006-10-01,4,Calgary,0140,T3C,7.0,6,,,1.0,0.0,0.33
2007-02-01,1,Calgary,0140,T2S,5.0,5,,,1.0,0.0,0.4
2007-01-01,1,Calgary,0140,T4C,30.0,30,,,1.0,0.0,0.3
2007-03-01,1,Calgary,0140,T2K,1.0,1,,,1.0,0.0,0.0
2007-01-01,1,Calgary,0140,T3C,7.0,6,,,1.0,0.0,1.17
2007-03-01,1,Calgary,0140,T3B,7.0,4,,,2.0,0.0,1.25
2007-03-01,1,Calgary,0140,T2A,9.0,5,,,2.0,0.0,0.2
2007-03-01,1,Calgary,0140,T2H,4.0,2,,,2.0,0.0,0.5
2007-02-01,1,Calgary,0140,T0M,2.0,2,,,1.0,0.0,4.0
2007-01-01,1,Calgary,0140,T2C,54.0,54,,,1.0,0.0,0.48
2007-03-01,1,Calgary,0140,T2M,3.0,2,,,2.0,0.0,0.5
2007-03-01,1,Calgary,0140,T2T,67.0,35,,,2.0,0.0,0.46
2007-01-01,1,Calgary,0140,T3G,1.0,1,,,1.0,0.0,0.0
2007-02-01,1,Calgary,0140,T2N,33.0,22,,,2.0,0.0,0.55
2007-02-01,1,Calgary,0140,T2V,4.0,3,,,1.0,0.0,0.67
2007-01-01,1,Calgary,0140,T2Y,8.0,8,,,1.0,0.0,2.88
2007-01-01,1,Calgary,0140,T2E,59.0,14,,,4.0,0.0,1.36
2007-03-01,1,Calgary,0140,T2G,164.0,2,,,82.0,0.0,1.5
2007-01-01,1,Calgary,0140,nan,2269.0,1698,,,1.0,0.0,0.93
2007-02-01,1,Calgary,0140,T3E,47.0,22,,,2.0,0.0,0.86
2007-05-01,2,Calgary,0140,T2R,141.0,1,,,141.0,0.0,8.0
2007-04-01,2,Calgary,0140,nan,2909.0,2138,,,1.0,0.0,0.68
2007-05-01,2,Calgary,0140,T2C,67.0,67,,,1.0,0.0,0.66
2007-04-01,2,Calgary,0140,T2E,45.0,12,,,4.0,0.0,0.83
2007-05-01,2,Calgary,0140,T2V,2.0,2,,,1.0,0.0,0.0
2007-05-01,2,Calgary,0140,T2N,33.0,23,,,1.0,0.0,0.17
2007-04-01,2,Calgary,0140,T2S,1.0,1,,,1.0,0.0,0.0
2007-06-01,2,Calgary,0140,T3E,105.0,61,,,2.0,0.0,0.64
2007-05-01,2,Calgary,0140,T4C,42.0,41,,,1.0,0.0,0.41
2007-05-01,2,Calgary,0140,T3C,106.0,4,,,27.0,0.0,0.75
2007-05-01,2,Calgary,0140,T2G,49.0,2,,,25.0,0.0,2.0
2007-05-01,2,Calgary,0140,T2M,7.0,5,,,1.0,0.0,0.0
2007-04-01,2,Calgary,0140,T2Y,4.0,4,,,1.0,0.0,5.0
2007-04-01,2,Calgary,0140,T1Y,68.0,5,,,14.0,0.0,0.8
2007-05-01,2,Calgary,0140,T3B,9.0,7,,,1.0,0.0,1.0
