reference_period,ref_qq,metro,metcode,FSA,total_starts,num_structures,starts_accsuite,starts_no_accsuite,unitsperstructure,avgstorycount,avgpermit_to_start_time
2019-01-01,1,Hamilton,0610,L3M,5.0,1,,5.0,5.0,0.0,2.0
2019-02-01,1,Hamilton,0610,L7L,1.0,1,,1.0,1.0,0.0,0.0
2019-03-01,1,Hamilton,0610,L9C,3.0,3,,3.0,1.0,0.0,0.33
2019-03-01,1,Hamilton,0610,L8L,47.0,3,,47.0,16.0,1.33,0.0
2019-01-01,1,Hamilton,0610,L7P,2.0,2,,2.0,1.0,0.0,0.5
2019-06-01,2,Hamilton,0610,L8E,47.0,14,,47.0,3.0,0.0,1.57
2019-06-01,2,Hamilton,0610,L8G,4.0,4,,4.0,1.0,0.0,1.25
2019-06-01,2,Hamilton,0610,L9H,2.0,2,,2.0,1.0,0.0,0.5
2019-06-01,2,Hamilton,0610,L9C,1.0,1,,1.0,1.0,0.0,1.0
2019-05-01,2,Hamilton,0610,L7P,2.0,2,,2.0,1.0,0.0,3.5
2019-05-01,2,Hamilton,0610,L8K,22.0,5,,22.0,4.0,0.0,1.2
2019-06-01,2,Hamilton,0610,L9G,20.0,8,,20.0,3.0,0.0,1.38
2019-05-01,2,Hamilton,0610,L7T,261.0,7,,261.0,37.0,2.29,7.86
2019-05-01,2,Hamilton,0610,L8H,52.0,3,,52.0,17.0,1.33,1.67
2019-05-01,2,Hamilton,0610,L8J,133.0,43,,133.0,3.0,0.0,0.88
2019-04-01,2,Hamilton,0610,L7S,1.0,1,,1.0,1.0,0.0,1.0
2019-04-01,2,Hamilton,0610,L7L,18.0,2,,18.0,9.0,0.0,2.0
2019-04-01,2,Hamilton,0610,L8N,24.0,2,,24.0,12.0,2.0,1.5
2019-05-01,2,Hamilton,0610,L9K,37.0,8,,37.0,5.0,0.0,1.38
2019-06-01,2,Hamilton,0610,L0R,123.0,66,,123.0,2.0,0.0,1.59
2019-05-01,2,Hamilton,0610,L7N,50.0,5,,50.0,10.0,1.2,1.0
2019-06-01,2,Hamilton,0610,L9B,5.0,5,,5.0,1.0,0.0,1.4
2019-05-01,2,Hamilton,0610,L3M,50.0,23,,50.0,2.0,0.0,1.09
2019-06-01,2,Hamilton,0610,L8L,6.0,4,,6.0,2.0,0.0,0.75
2019-06-01,2,Hamilton,0610,L7R,8.0,3,,8.0,3.0,0.0,1.33
2019-07-01,3,Hamilton,0610,L8K,14.0,7,,14.0,2.0,0.0,4.57
2019-09-01,3,Hamilton,0610,L9H,9.0,9,,9.0,1.0,0.0,0.33
2019-09-01,3,Hamilton,0610,L8P,9.0,9,,9.0,1.0,0.0,1.0
2019-07-01,3,Hamilton,0610,L7T,29.0,6,,29.0,5.0,0.0,9.33
2019-09-01,3,Hamilton,0610,L9B,4.0,4,,4.0,1.0,0.0,0.75
2019-09-01,3,Hamilton,0610,L0R,150.0,94,,150.0,2.0,0.0,0.87
2019-07-01,3,Hamilton,0610,L8G,1.0,1,,1.0,1.0,0.0,2.0
2019-09-01,3,Hamilton,0610,L3M,8.0,8,,8.0,1.0,0.0,0.25
2019-07-01,3,Hamilton,0610,L8W,3.0,2,,3.0,2.0,0.0,1.0
2019-07-01,3,Hamilton,0610,L9C,2.0,2,,2.0,1.0,0.0,1.0
2019-08-01,3,Hamilton,0610,L9A,2.0,2,,2.0,1.0,0.0,0.5
2019-08-01,3,Hamilton,0610,L9G,44.0,22,,44.0,2.0,0.0,1.18
2019-09-01,3,Hamilton,0610,L7P,3.0,3,,3.0,1.0,0.0,3.0
2019-07-01,3,Hamilton,0610,L8H,2.0,2,,2.0,1.0,0.0,0.0
2019-09-01,3,Hamilton,0610,L8J,101.0,87,,101.0,1.0,0.0,0.84
2019-09-01,3,Hamilton,0610,L7R,5.0,5,,5.0,1.0,0.0,0.4
2019-08-01,3,Hamilton,0610,L8T,1.0,1,,1.0,1.0,0.0,1.0
2019-08-01,3,Hamilton,0610,N1R,8.0,8,,8.0,1.0,0.0,1.0
2019-08-01,3,Hamilton,0610,L8E,11.0,8,,11.0,1.0,0.0,0.5
2019-08-01,3,Hamilton,0610,L9K,103.0,20,,103.0,5.0,0.0,2.0
2019-08-01,3,Hamilton,0610,L7L,6.0,6,,6.0,1.0,0.0,0.5
2019-08-01,3,Hamilton,0610,L8R,9.0,9,,9.0,1.0,0.0,1.33
2019-09-01,3,Hamilton,0610,L7N,4.0,4,,4.0,1.0,0.0,0.5
2019-09-01,3,Hamilton,0610,L8N,3.0,3,,3.0,1.0,0.0,2.0
2019-12-01,4,Hamilton,0610,L7M,7.0,1,,7.0,7.0,0.0,0.0
2019-10-01,4,Hamilton,0610,N1R,1.0,1,,1.0,1.0,0.0,0.0
2019-12-01,4,Hamilton,0610,L9G,103.0,18,,103.0,6.0,0.28,0.83
2019-10-01,4,Hamilton,0610,L9H,3.0,3,,3.0,1.0,0.0,0.0
2019-11-01,4,Hamilton,0610,L8T,1.0,1,,1.0,1.0,0.0,0.0
2019-11-01,4,Hamilton,0610,L8J,55.0,46,,55.0,1.0,0.0,2.63
2019-11-01,4,Hamilton,0610,L8P,2.0,2,,2.0,1.0,0.0,7.0
2019-12-01,4,Hamilton,0610,L9K,41.0,18,,41.0,2.0,0.0,0.67
2019-11-01,4,Hamilton,0610,L8G,5.0,5,,5.0,1.0,0.0,0.2
2019-11-01,4,Hamilton,0610,L9B,4.0,4,,4.0,1.0,0.0,0.5
2019-11-01,4,Hamilton,0610,L7N,15.0,7,,15.0,2.0,0.0,0.0
2019-11-01,4,Hamilton,0610,L8E,147.0,21,,147.0,7.0,0.43,0.0
2019-11-01,4,Hamilton,0610,L7T,5.0,5,,5.0,1.0,0.0,0.2
2019-10-01,4,Hamilton,0610,L7R,4.0,4,,4.0,1.0,0.0,0.0
2019-11-01,4,Hamilton,0610,L0R,315.0,54,,315.0,6.0,0.22,1.57
2019-10-01,4,Hamilton,0610,L8R,42.0,3,,42.0,14.0,2.0,4.0
2019-11-01,4,Hamilton,0610,L8H,53.0,4,,53.0,13.0,1.5,3.75
2019-10-01,4,Hamilton,0610,L8K,11.0,2,,11.0,6.0,0.0,0.0
2019-11-01,4,Hamilton,0610,L7P,5.0,5,,5.0,1.0,0.0,0.4
2019-11-01,4,Hamilton,0610,L8S,124.0,1,,124.0,124.0,5.0,0.0
2019-10-01,4,Hamilton,0610,L3M,189.0,16,,189.0,12.0,0.38,0.94
2019-11-01,4,Hamilton,0610,L7L,11.0,6,,11.0,2.0,0.0,0.0
2019-10-01,4,Hamilton,0610,L7S,1.0,1,,1.0,1.0,0.0,0.0
2019-10-01,4,Hamilton,0610,L8L,6.0,4,,6.0,2.0,0.0,2.25
2020-03-01,1,Hamilton,0610,,831.0,142,,831.0,6.0,0.29,1.82
2020-04-01,2,Hamilton,0610,,398.0,133,,398.0,3.0,0.05,1.93
2020-05-01,2,Hamilton,0610,nan,12.0,6,,12.0,2.0,0.0,61.67
2020-08-01,3,Hamilton,0610,,1119.0,142,,1119.0,8.0,0.51,2.42
2020-11-01,4,Hamilton,0610,,1071.0,296,,1071.0,4.0,0.07,0.49
2021-03-01,1,Hamilton,0610,nan,1.0,1,,1.0,1.0,0.0,50.0
2021-01-01,1,Hamilton,0610,,959.0,245,,959.0,4.0,0.12,3.18
2021-06-01,2,Hamilton,0610,nan,1.0,1,,1.0,1.0,0.0,54.0
2021-04-01,2,Hamilton,0610,,1261.0,368,,1261.0,3.0,0.2,2.68
2021-07-01,3,Hamilton,0610,nan,1.0,1,,1.0,1.0,0.0,57.0
2021-08-01,3,Hamilton,0610,,1023.0,194,,1023.0,5.0,0.37,2.3
2021-10-01,4,Hamilton,0610,,742.0,174,,742.0,4.0,0.13,1.61
2021-12-01,4,Hamilton,0610,nan,199.0,1,,199.0,199.0,6.0,69.0
2022-02-01,1,Hamilton,0610,,552.0,261,,552.0,2.0,0.03,2.29
2022-05-01,2,Hamilton,0610,,1019.0,250,,1019.0,4.0,0.12,2.07
2022-08-01,3,Hamilton,0610,,555.0,332,,555.0,2.0,0.0,2.6
2022-10-01,4,Hamilton,0610,,1404.0,225,,1404.0,6.0,0.27,3.32
2023-01-01,1,Hamilton,0610,,321.0,93,,321.0,3.0,0.1,2.95
2023-05-01,2,Hamilton,0610,,970.0,102,,970.0,10.0,0.44,4.34
2023-09-01,3,Hamilton,0610,,489.0,140,,489.0,3.0,0.13,2.71
2023-11-01,4,Hamilton,0610,,1921.0,122,2.0,1919.0,16.0,1.09,2.36
1988-06-01,2,Montreal,1060,nan,2418.0,1395,,,2.0,0.0,0.0
1988-06-01,2,Montreal,1060,,130.0,60,,,2.0,0.0,0.0
1988-07-01,3,Montreal,1060,,238.0,38,,,6.0,0.0,0.45
1988-08-01,3,Montreal,1060,nan,5653.0,2702,,,2.0,0.01,0.39
1988-10-01,4,Montreal,1060,,65.0,22,,,3.0,0.0,0.78
1988-11-01,4,Montreal,1060,nan,7060.0,3504,,,2.0,0.03,0.49
1989-02-01,1,Montreal,1060,,100.0,15,,,7.0,0.0,1.07
1989-01-01,1,Montreal,1060,nan,4639.0,2192,,,2.0,0.04,0.89
1989-05-01,2,Montreal,1060,nan,6308.0,4008,,,2.0,0.02,0.68
1989-04-01,2,Montreal,1060,,79.0,32,,,2.0,0.0,1.0
1989-08-01,3,Montreal,1060,nan,4754.0,2949,,,2.0,0.02,0.73
1989-08-01,3,Montreal,1060,,29.0,19,,,2.0,0.0,0.84
1989-10-01,4,Montreal,1060,nan,5681.0,3034,,,2.0,0.02,0.5
1989-12-01,4,Montreal,1060,,64.0,19,,,3.0,0.0,1.42
1990-01-01,1,Montreal,1060,,30.0,16,,,2.0,0.0,1.69
1990-01-01,1,Montreal,1060,nan,4660.0,2379,,,2.0,0.02,1.03
1990-05-01,2,Montreal,1060,,153.0,41,,,4.0,0.0,1.29
1990-04-01,2,Montreal,1060,nan,7339.0,4583,,,2.0,0.03,0.88
1990-07-01,3,Montreal,1060,,32.0,20,,,2.0,0.0,0.35
1990-07-01,3,Montreal,1060,nan,4682.0,2642,,,2.0,0.07,0.97
1990-12-01,4,Montreal,1060,nan,4073.0,2349,,,2.0,0.05,4.2
1990-12-01,4,Montreal,1060,,132.0,20,,,7.0,0.0,7.6
1991-01-01,1,Montreal,1060,nan,2100.0,1104,,,2.0,0.07,1.26
1991-02-01,1,Montreal,1060,,26.0,8,,,3.0,0.0,2.13
1991-04-01,2,Montreal,1060,nan,6356.0,4027,,,2.0,0.06,0.39
1991-04-01,2,Montreal,1060,,78.0,41,,,2.0,0.22,0.9
1991-09-01,3,Montreal,1060,,17.0,14,,,1.0,0.0,0.93
1991-07-01,3,Montreal,1060,nan,3930.0,2438,,,2.0,0.04,0.55
1991-10-01,4,Montreal,1060,nan,5343.0,3035,,,2.0,0.04,0.39
1991-10-01,4,Montreal,1060,,32.0,17,,,2.0,0.0,0.47
1992-01-01,1,Montreal,1060,nan,2268.0,1258,,,2.0,0.08,0.48
1992-03-01,1,Montreal,1060,,4.0,4,,,1.0,0.0,4.75
1992-04-01,2,Montreal,1060,nan,5597.0,3309,,,2.0,0.1,0.51
1992-06-01,2,Montreal,1060,,21.0,20,,,1.0,0.0,0.15
1992-07-01,3,Montreal,1060,nan,3162.0,1805,,,2.0,0.11,0.56
1992-09-01,3,Montreal,1060,,14.0,9,,,2.0,0.0,0.14
1992-11-01,4,Montreal,1060,,109.0,14,,,8.0,0.0,0.0
1992-12-01,4,Montreal,1060,nan,3345.0,1918,,,2.0,0.1,0.41
1993-01-01,1,Montreal,1060,nan,2194.0,1133,,,2.0,0.11,0.46
1993-02-01,1,Montreal,1060,,10.0,7,,,1.0,0.29,2.57
1993-05-01,2,Montreal,1060,,7.0,4,,,2.0,0.0,1.33
1993-04-01,2,Montreal,1060,nan,5449.0,3330,,,2.0,0.08,0.36
1993-07-01,3,Montreal,1060,,6.0,3,,,2.0,0.0,0.67
1993-07-01,3,Montreal,1060,nan,3185.0,1738,,,2.0,0.06,0.36
1993-11-01,4,Montreal,1060,,11.0,5,,,2.0,0.0,0.0
1993-10-01,4,Montreal,1060,nan,2867.0,1655,,,2.0,0.04,0.34
1994-01-01,1,Montreal,1060,nan,1962.0,1074,,,2.0,0.12,0.37
1994-02-01,1,Montreal,1060,,5.0,2,,,3.0,0.0,0.0
1994-06-01,2,Montreal,1060,,8.0,6,,,1.0,0.0,0.33
1994-04-01,2,Montreal,1060,nan,6199.0,3759,,,2.0,0.1,0.28
1994-08-01,3,Montreal,1060,,23.0,8,,,3.0,0.0,0.5
1994-07-01,3,Montreal,1060,nan,2768.0,1738,,,2.0,0.09,0.4
1994-12-01,4,Montreal,1060,,9.0,5,,,2.0,0.0,7.2
1994-10-01,4,Montreal,1060,nan,2183.0,1301,,,2.0,0.08,0.28
1995-01-01,1,Montreal,1060,nan,1412.0,828,,,2.0,0.06,0.44
1995-04-01,2,Montreal,1060,nan,3362.0,2074,,,2.0,0.07,0.36
1995-04-01,2,Montreal,1060,,32.0,8,,,4.0,0.0,0.33
1995-07-01,3,Montreal,1060,,2.0,2,,,1.0,0.0,0.0
1995-08-01,3,Montreal,1060,nan,1337.0,891,,,2.0,0.04,0.45
1995-10-01,4,Montreal,1060,nan,1316.0,891,,,1.0,0.04,0.39
1995-10-01,4,Montreal,1060,,7.0,2,,,4.0,0.0,0.0
1996-03-01,1,Montreal,1060,,6.0,1,,,6.0,0.0,20.0
1996-01-01,1,Montreal,1060,nan,912.0,542,,,2.0,0.03,0.37
1996-04-01,2,Montreal,1060,nan,3421.0,2240,,,2.0,0.02,0.35
1996-06-01,2,Montreal,1060,,13.0,7,,,2.0,0.0,0.17
1996-07-01,3,Montreal,1060,nan,1389.0,955,,,1.0,0.02,0.62
1996-09-01,3,Montreal,1060,,1.0,1,,,1.0,0.0,0.0
1996-11-01,4,Montreal,1060,,2.0,2,,,1.0,0.0,0.0
1996-11-01,4,Montreal,1060,nan,1812.0,1026,,,2.0,0.03,0.26
1997-01-01,1,Montreal,1060,,4.0,3,,,1.0,0.0,0.5
1997-03-01,1,Montreal,1060,nan,1763.0,972,,,2.0,0.01,0.31
1997-05-01,2,Montreal,1060,,1.0,1,,,1.0,0.0,
1997-04-01,2,Montreal,1060,nan,4364.0,2956,,,1.0,0.01,0.29
1997-07-01,3,Montreal,1060,nan,2072.0,1347,,,2.0,0.02,0.4
1997-10-01,4,Montreal,1060,,1.0,1,,,1.0,0.0,
1997-10-01,4,Montreal,1060,nan,2303.0,1253,,,2.0,0.04,0.37
1998-02-01,1,Montreal,1060,nan,1498.0,996,,,2.0,0.01,0.74
1998-04-01,2,Montreal,1060,nan,4241.0,2864,,,1.0,0.01,0.49
1998-05-01,2,Montreal,1060,,6.0,4,,,2.0,0.0,0.0
1998-07-01,3,Montreal,1060,,10.0,6,,,2.0,0.0,3.8
1998-07-01,3,Montreal,1060,nan,1854.0,1304,,,1.0,0.04,0.84
1998-12-01,4,Montreal,1060,,11.0,4,,,3.0,0.0,
1998-10-01,4,Montreal,1060,nan,2673.0,1571,,,2.0,0.01,0.48
1999-03-01,1,Montreal,1060,,3.0,1,,,3.0,0.0,
1999-02-01,1,Montreal,1060,nan,1970.0,955,,,2.0,0.03,0.68
1999-04-01,2,Montreal,1060,nan,4383.0,3188,,,1.0,0.0,0.55
1999-05-01,2,Montreal,1060,,9.0,9,,,1.0,0.0,0.33
1999-09-01,3,Montreal,1060,nan,2815.0,1677,,,2.0,0.03,0.5
1999-09-01,3,Montreal,1060,,13.0,13,,,1.0,0.0,0.0
1999-10-01,4,Montreal,1060,nan,3164.0,1690,,,2.0,0.01,0.78
1999-11-01,4,Montreal,1060,,9.0,9,,,1.0,0.0,0.33
2000-01-01,1,Montreal,1060,,7.0,6,,,1.0,0.0,2.0
2000-01-01,1,Montreal,1060,nan,2303.0,1475,,,2.0,0.0,2.24
2000-04-01,2,Montreal,1060,,1.0,1,,,1.0,0.0,0.0
2000-04-01,2,Montreal,1060,nan,4055.0,2849,,,1.0,0.0,2.24
2000-07-01,3,Montreal,1060,,18.0,4,,,5.0,0.0,0.0
2000-07-01,3,Montreal,1060,nan,3252.0,1635,,,2.0,0.0,0.48
2000-11-01,4,Montreal,1060,,6.0,2,,,3.0,0.0,
2000-10-01,4,Montreal,1060,nan,3124.0,1746,,,2.0,0.0,0.36
2001-02-01,1,Montreal,1060,nan,2515.0,1521,,,2.0,0.0,0.23
2001-04-01,2,Montreal,1060,nan,4415.0,2973,,,1.0,0.0,0.05
2001-07-01,3,Montreal,1060,nan,2593.0,1645,,,2.0,0.0,0.14
2001-08-01,3,Montreal,1060,H9A,1.0,1,,,1.0,0.0,3.0
2001-12-01,4,Montreal,1060,nan,3775.0,1928,,,2.0,0.0,0.09
2001-10-01,4,Montreal,1060,,1.0,1,,,1.0,0.0,
2002-01-01,1,Montreal,1060,nan,4021.0,2471,,,2.0,0.0,0.03
2002-04-01,2,Montreal,1060,H7E,1.0,1,,,1.0,0.0,0.0
2002-06-01,2,Montreal,1060,,2.0,2,,,1.0,0.0,
2002-04-01,2,Montreal,1060,nan,6408.0,4070,,,2.0,0.07,0.02
2002-07-01,3,Montreal,1060,H7V,6.0,1,,,6.0,0.0,0.0
2002-07-01,3,Montreal,1060,nan,4788.0,2647,,,2.0,0.13,0.06
2002-12-01,4,Montreal,1060,,9.0,1,,,9.0,0.0,0.0
2002-10-01,4,Montreal,1060,nan,5313.0,2826,,,2.0,0.06,0.03
2002-11-01,4,Montreal,1060,H2L,6.0,1,,,6.0,0.0,0.0
2003-01-01,1,Montreal,1060,nan,4126.0,2236,,,2.0,0.05,0.02
2003-02-01,1,Montreal,1060,,1.0,1,,,1.0,0.0,0.0
2003-01-01,1,Montreal,1060,H4K,1.0,1,,,1.0,0.0,0.0
2003-04-01,2,Montreal,1060,H7X,1.0,1,,,1.0,0.0,0.0
2003-04-01,2,Montreal,1060,nan,6684.0,3893,,,2.0,0.03,0.01
2003-04-01,2,Montreal,1060,,3.0,3,,,1.0,0.0,0.0
2003-09-01,3,Montreal,1060,H7E,1.0,1,,,1.0,0.0,
2003-09-01,3,Montreal,1060,J3L,1.0,1,,,1.0,0.0,0.0
2003-07-01,3,Montreal,1060,J5Y,1.0,1,,,1.0,0.0,0.0
2003-07-01,3,Montreal,1060,H9E,1.0,1,,,1.0,0.0,0.0
2003-07-01,3,Montreal,1060,nan,6466.0,2897,,,2.0,0.0,0.03
2003-07-01,3,Montreal,1060,H9B,1.0,1,,,1.0,0.0,0.0
2003-08-01,3,Montreal,1060,,9.0,9,,,1.0,0.0,0.11
2003-07-01,3,Montreal,1060,H7X,1.0,1,,,1.0,0.0,0.0
2003-12-01,4,Montreal,1060,H2X,25.0,1,,,25.0,0.0,0.0
2003-10-01,4,Montreal,1060,nan,6983.0,3111,,,2.0,0.0,0.01
2003-12-01,4,Montreal,1060,H7E,1.0,1,,,1.0,0.0,
2003-11-01,4,Montreal,1060,H9H,1.0,1,,,1.0,0.0,0.0
2003-11-01,4,Montreal,1060,J5L,1.0,1,,,1.0,0.0,
2003-11-01,4,Montreal,1060,H9A,1.0,1,,,1.0,0.0,0.0
2003-12-01,4,Montreal,1060,H9K,6.0,1,,,6.0,0.0,
2003-12-01,4,Montreal,1060,J4K,6.0,1,,,6.0,0.0,0.0
2004-02-01,1,Montreal,1060,H4C,4.0,1,,,4.0,0.0,0.0
2004-02-01,1,Montreal,1060,J7R,45.0,1,,,45.0,0.0,0.0
2004-03-01,1,Montreal,1060,H7M,1.0,1,,,1.0,0.0,0.0
2004-02-01,1,Montreal,1060,nan,4985.0,2408,,,2.0,0.0,0.02
2004-03-01,1,Montreal,1060,H1A,24.0,3,,,8.0,0.0,0.0
2004-01-01,1,Montreal,1060,J7Y,2.0,1,,,2.0,0.0,0.0
2004-03-01,1,Montreal,1060,H3B,427.0,2,,,214.0,0.0,0.0
2004-01-01,1,Montreal,1060,J4X,1.0,1,,,1.0,0.0,3.0
2004-02-01,1,Montreal,1060,H3M,2.0,1,,,2.0,0.0,0.0
2004-03-01,1,Montreal,1060,H7R,1.0,1,,,1.0,0.0,
2004-06-01,2,Montreal,1060,H7M,2.0,1,,,2.0,0.0,0.0
2004-06-01,2,Montreal,1060,H4L,76.0,1,,,76.0,0.0,0.0
2004-05-01,2,Montreal,1060,H2J,28.0,1,,,28.0,0.0,0.0
2004-05-01,2,Montreal,1060,H9H,4.0,1,,,4.0,0.0,0.0
2004-06-01,2,Montreal,1060,J7M,1.0,1,,,1.0,0.0,0.0
2004-04-01,2,Montreal,1060,H8Z,1.0,1,,,1.0,0.0,0.0
2004-04-01,2,Montreal,1060,J5Y,12.0,1,,,12.0,0.0,0.0
2004-04-01,2,Montreal,1060,J7R,16.0,1,,,16.0,0.0,0.0
2004-04-01,2,Montreal,1060,H3G,99.0,1,,,99.0,0.0,0.0
2004-06-01,2,Montreal,1060,J5B,1.0,1,,,1.0,0.0,0.0
2004-04-01,2,Montreal,1060,H3X,2.0,2,,,1.0,0.0,
2004-06-01,2,Montreal,1060,H3Y,125.0,1,,,125.0,0.0,0.0
2004-05-01,2,Montreal,1060,J7V,1.0,1,,,1.0,0.0,0.0
2004-05-01,2,Montreal,1060,H1R,4.0,1,,,4.0,0.0,0.0
2004-04-01,2,Montreal,1060,nan,9030.0,4408,,,2.0,0.01,0.01
2004-06-01,2,Montreal,1060,,2.0,1,,,2.0,0.0,0.0
2004-06-01,2,Montreal,1060,H7V,28.0,1,,,28.0,0.0,0.0
2004-09-01,3,Montreal,1060,J7V,1.0,1,,,1.0,0.0,0.0
2004-09-01,3,Montreal,1060,H7E,9.0,2,,,5.0,0.0,0.0
2004-07-01,3,Montreal,1060,H4K,1.0,1,,,1.0,0.0,0.0
2004-07-01,3,Montreal,1060,H9S,1.0,1,,,1.0,0.0,0.0
2004-08-01,3,Montreal,1060,H7T,11.0,1,,,11.0,0.0,0.0
2004-07-01,3,Montreal,1060,H1R,2.0,1,,,2.0,0.0,0.0
2004-09-01,3,Montreal,1060,J5Z,2.0,1,,,2.0,0.0,0.0
2004-09-01,3,Montreal,1060,H8Z,1.0,1,,,1.0,0.0,0.0
2004-07-01,3,Montreal,1060,H4V,1.0,1,,,1.0,0.0,0.0
2004-09-01,3,Montreal,1060,J7E,8.0,1,,,8.0,0.0,0.0
2004-09-01,3,Montreal,1060,H2R,21.0,1,,,21.0,0.0,0.0
2004-09-01,3,Montreal,1060,,23.0,5,,,5.0,0.0,0.0
2004-09-01,3,Montreal,1060,H1T,8.0,1,,,8.0,0.0,0.0
2004-08-01,3,Montreal,1060,H9A,2.0,2,,,1.0,0.0,0.0
2004-07-01,3,Montreal,1060,J5Y,36.0,3,,,12.0,0.0,0.0
2004-07-01,3,Montreal,1060,H2K,12.0,1,,,12.0,0.0,0.0
2004-08-01,3,Montreal,1060,H7A,1.0,1,,,1.0,0.0,0.0
2004-09-01,3,Montreal,1060,H7M,4.0,1,,,4.0,0.0,0.0
2004-09-01,3,Montreal,1060,J4N,4.0,1,,,4.0,0.0,0.0
2004-09-01,3,Montreal,1060,H2J,12.0,1,,,12.0,4.0,0.0
2004-09-01,3,Montreal,1060,J7P,26.0,1,,,26.0,0.0,0.0
2004-07-01,3,Montreal,1060,nan,6125.0,2811,,,2.0,0.03,0.01
2004-07-01,3,Montreal,1060,J0N,1.0,1,,,1.0,0.0,0.0
2004-07-01,3,Montreal,1060,H4G,2.0,1,,,2.0,0.0,0.0
2004-07-01,3,Montreal,1060,H4C,6.0,1,,,6.0,0.0,0.0
2004-07-01,3,Montreal,1060,J3G,17.0,3,,,6.0,0.0,0.0
2004-08-01,3,Montreal,1060,J6Z,1.0,1,,,1.0,0.0,0.0
2004-09-01,3,Montreal,1060,H7X,2.0,2,,,1.0,0.0,0.0
2004-10-01,4,Montreal,1060,H7M,3.0,3,,,1.0,0.0,0.0
2004-12-01,4,Montreal,1060,H8R,14.0,1,,,14.0,0.0,0.0
2004-12-01,4,Montreal,1060,J3V,5.0,1,,,5.0,0.0,0.0
2004-12-01,4,Montreal,1060,H4W,95.0,1,,,95.0,0.0,0.0
2004-10-01,4,Montreal,1060,J4H,26.0,1,,,26.0,0.0,0.0
2004-11-01,4,Montreal,1060,J5Y,1.0,1,,,1.0,0.0,0.0
2004-11-01,4,Montreal,1060,J7Y,2.0,1,,,2.0,0.0,0.0
2004-10-01,4,Montreal,1060,H4N,2.0,1,,,2.0,0.0,0.0
2004-12-01,4,Montreal,1060,H7P,1.0,1,,,1.0,0.0,0.0
2004-10-01,4,Montreal,1060,J7M,2.0,2,,,1.0,0.0,0.0
2004-10-01,4,Montreal,1060,J7E,12.0,1,,,12.0,0.0,0.0
2004-11-01,4,Montreal,1060,H9S,76.0,1,,,76.0,0.0,0.0
2004-11-01,4,Montreal,1060,H2V,64.0,1,,,64.0,0.0,0.0
2004-12-01,4,Montreal,1060,H7R,1.0,1,,,1.0,0.0,0.0
2004-10-01,4,Montreal,1060,H7X,11.0,6,,,2.0,0.0,0.0
2004-10-01,4,Montreal,1060,H8Z,1.0,1,,,1.0,0.0,0.0
2004-10-01,4,Montreal,1060,J7K,1.0,1,,,1.0,0.0,0.0
2004-10-01,4,Montreal,1060,nan,6518.0,3002,,,2.0,0.06,0.02
2004-10-01,4,Montreal,1060,H2M,59.0,1,,,59.0,0.0,0.0
2004-12-01,4,Montreal,1060,J3N,2.0,2,,,1.0,0.0,0.0
2004-11-01,4,Montreal,1060,H2Y,15.0,1,,,15.0,0.0,0.0
2004-12-01,4,Montreal,1060,H4C,90.0,1,,,90.0,0.0,0.0
2004-11-01,4,Montreal,1060,H7V,50.0,1,,,50.0,0.0,0.0
2004-12-01,4,Montreal,1060,H2X,95.0,2,,,48.0,0.0,0.0
2004-10-01,4,Montreal,1060,J7A,1.0,1,,,1.0,0.0,0.0
2004-11-01,4,Montreal,1060,J7P,24.0,1,,,24.0,0.0,0.0
2004-10-01,4,Montreal,1060,J7V,2.0,2,,,1.0,0.0,0.0
2004-11-01,4,Montreal,1060,J6X,1.0,1,,,1.0,0.0,0.0
2004-11-01,4,Montreal,1060,H8P,13.0,3,,,4.0,0.0,0.0
2004-10-01,4,Montreal,1060,H9R,98.0,1,,,98.0,0.0,0.0
2004-11-01,4,Montreal,1060,H1J,1.0,1,,,1.0,0.0,0.0
2004-12-01,4,Montreal,1060,H7E,2.0,2,,,1.0,0.0,0.0
2004-12-01,4,Montreal,1060,H9K,64.0,2,,,32.0,0.0,0.0
2004-11-01,4,Montreal,1060,J7R,16.0,2,,,8.0,0.0,0.0
2004-12-01,4,Montreal,1060,H9H,31.0,5,,,6.0,0.0,0.0
2004-11-01,4,Montreal,1060,J3L,3.0,2,,,2.0,0.0,0.0
2004-12-01,4,Montreal,1060,H7H,2.0,2,,,1.0,0.0,0.0
2004-10-01,4,Montreal,1060,H8T,5.0,1,,,5.0,0.0,0.0
2005-02-01,1,Montreal,1060,H3S,24.0,1,,,24.0,0.0,0.0
2005-01-01,1,Montreal,1060,H7P,1.0,1,,,1.0,0.0,0.0
2005-01-01,1,Montreal,1060,H7V,80.0,1,,,80.0,6.0,0.0
2005-02-01,1,Montreal,1060,J5Z,1.0,1,,,1.0,0.0,0.0
2005-03-01,1,Montreal,1060,H7E,3.0,3,,,1.0,0.0,0.0
2005-03-01,1,Montreal,1060,H7R,1.0,1,,,1.0,0.0,0.0
2005-02-01,1,Montreal,1060,H9G,110.0,1,,,110.0,0.0,0.0
2005-03-01,1,Montreal,1060,H9K,3.0,3,,,1.0,0.0,0.0
2005-02-01,1,Montreal,1060,H8S,5.0,1,,,5.0,0.0,0.0
2005-02-01,1,Montreal,1060,J3L,2.0,2,,,1.0,0.0,0.0
2005-01-01,1,Montreal,1060,J7R,1.0,1,,,1.0,0.0,0.0
