reference_period,metro,metcode,FSA,dweltype,mkttycd,total_starts,num_structures,starts_accsuite,starts_no_accsuite,unitsperstructure,avgstorycount,avgpermit_to_start_time
2006,Montreal,1060,H1R,4.0,1.0,25.0,5,,,5.0,0.0,0.0
2006,Montreal,1060,H1V,4.0,1.0,3.0,1,,,3.0,0.0,0.0
2006,Montreal,1060,H7N,5.0,3.0,40.0,1,,,40.0,5.0,0.0
2006,Montreal,1060,H7R,1.0,1.0,19.0,19,,,1.0,0.0,0.0
2006,Montreal,1060,H9S,2.0,1.0,2.0,1,,,2.0,0.0,0.0
2006,Montreal,1060,H9S,5.0,2.0,8.0,1,,,8.0,0.0,0.0
2006,Montreal,1060,J0L,2.0,1.0,70.0,35,,,2.0,0.0,0.0
2006,Montreal,1060,J3N,5.0,2.0,10.0,2,,,5.0,0.0,0.0
2006,Montreal,1060,J4B,2.0,1.0,2.0,1,,,2.0,0.0,0.0
2006,Montreal,1060,J6W,1.0,1.0,1.0,1,,,1.0,0.0,0.0
2006,Montreal,1060,H1E,2.0,1.0,24.0,12,,,2.0,0.0,0.0
2006,Montreal,1060,H1N,5.0,2.0,30.0,1,,,30.0,0.0,0.0
2006,Montreal,1060,H2N,5.0,1.0,4.0,2,,,2.0,0.0,0.0
2006,Montreal,1060,H3X,5.0,1.0,2.0,1,,,2.0,0.0,0.0
2006,Montreal,1060,H4A,5.0,1.0,2.0,1,,,2.0,0.0,0.0
2006,Montreal,1060,H4V,5.0,3.0,24.0,8,,,3.0,0.0,0.0
2006,Montreal,1060,H7A,1.0,1.0,86.0,86,,,1.0,0.0,0.0
2006,Montreal,1060,H7A,5.0,3.0,18.0,3,,,6.0,0.67,0.0
2006,Montreal,1060,H7P,5.0,2.0,25.0,3,,,8.0,1.33,0.0
2006,Montreal,1060,H7P,5.0,3.0,11.0,1,,,11.0,0.0,0.0
2006,Montreal,1060,H9S,1.0,1.0,12.0,12,,,1.0,0.0,0.0
2006,Montreal,1060,J3Y,4.0,1.0,6.0,2,,,3.0,0.0,0.0
2006,Montreal,1060,J4M,2.0,1.0,2.0,1,,,2.0,0.0,0.0
2006,Montreal,1060,J5A,4.0,2.0,4.0,1,,,4.0,0.0,0.0
2006,Montreal,1060,J5C,5.0,2.0,4.0,1,,,4.0,0.0,0.0
2006,Montreal,1060,J5Z,5.0,1.0,10.0,5,,,2.0,0.2,0.0
2006,Montreal,1060,J6J,1.0,1.0,46.0,46,,,1.0,0.0,0.0
2006,Montreal,1060,J7E,5.0,3.0,351.0,8,,,44.0,2.38,0.0
2006,Montreal,1060,J7P,1.0,1.0,2.0,2,,,1.0,0.0,0.0
2006,Montreal,1060,J7Y,2.0,1.0,4.0,2,,,2.0,0.0,0.0
2007,Montreal,1060,H1B,4.0,3.0,7.0,1,,,7.0,0.0,
2007,Montreal,1060,H1C,4.0,3.0,26.0,3,,,9.0,0.0,
2007,Montreal,1060,H4C,5.0,3.0,21.0,2,,,11.0,0.0,0.0
2007,Montreal,1060,H7X,5.0,1.0,2.0,1,,,2.0,2.0,
2007,Montreal,1060,H7X,5.0,3.0,60.0,9,,,7.0,1.33,0.0
2007,Montreal,1060,H8Z,1.0,1.0,8.0,8,,,1.0,0.0,0.2
2007,Montreal,1060,J3Y,4.0,3.0,12.0,1,,,12.0,0.0,0.0
2007,Montreal,1060,J4J,5.0,2.0,6.0,2,,,3.0,0.0,0.0
2007,Montreal,1060,J5R,5.0,3.0,3.0,1,,,3.0,2.0,0.0
2007,Montreal,1060,J5Z,5.0,2.0,28.0,8,,,4.0,0.25,0.0
2007,Montreal,1060,J6N,1.0,1.0,11.0,11,,,1.0,0.0,0.0
2007,Montreal,1060,J6N,5.0,3.0,6.0,1,,,6.0,0.0,0.0
2007,Montreal,1060,J6R,1.0,1.0,62.0,62,,,1.0,0.0,0.0
2007,Montreal,1060,J7C,2.0,1.0,4.0,2,,,2.0,0.0,
2007,Montreal,1060,J7Y,2.0,1.0,6.0,3,,,2.0,0.0,0.0
2007,Montreal,1060,J7Y,5.0,1.0,4.0,2,,,2.0,0.5,0.0
2007,Montreal,1060,H1E,4.0,3.0,3.0,1,,,3.0,0.0,
2007,Montreal,1060,H1L,5.0,2.0,488.0,2,,,244.0,0.0,0.0
2007,Montreal,1060,H4E,5.0,3.0,37.0,5,,,7.0,0.0,0.0
2007,Montreal,1060,H8Y,1.0,1.0,5.0,5,,,1.0,0.0,0.0
2007,Montreal,1060,J4J,1.0,1.0,5.0,5,,,1.0,0.0,0.0
2007,Montreal,1060,J5W,1.0,1.0,204.0,204,,,1.0,0.0,0.0
2007,Montreal,1060,J7R,4.0,1.0,4.0,1,,,4.0,2.0,
2007,Montreal,1060,H1E,5.0,3.0,20.0,2,,,10.0,0.0,0.0
2007,Montreal,1060,H1R,4.0,3.0,15.0,3,,,5.0,0.0,0.0
2007,Montreal,1060,H1V,4.0,3.0,32.0,4,,,8.0,0.0,0.0
2007,Montreal,1060,H2J,5.0,3.0,38.0,2,,,19.0,0.0,
2007,Montreal,1060,H2L,5.0,3.0,50.0,2,,,25.0,0.0,
2007,Montreal,1060,H4H,5.0,1.0,2.0,1,,,2.0,0.0,0.0
2007,Montreal,1060,H4J,5.0,1.0,4.0,2,,,2.0,0.0,
2007,Montreal,1060,H7N,5.0,2.0,6.0,1,,,6.0,0.0,0.0
2007,Montreal,1060,H7T,5.0,2.0,54.0,11,,,5.0,1.45,0.0
2007,Montreal,1060,H9B,5.0,3.0,47.0,3,,,16.0,0.0,
2007,Montreal,1060,H9K,5.0,4.0,14.0,1,,,14.0,0.0,0.0
2007,Montreal,1060,J0N,5.0,1.0,7.0,3,,,2.0,0.0,0.0
2007,Montreal,1060,J0N,5.0,3.0,124.0,21,,,6.0,0.76,0.0
2007,Montreal,1060,J4H,4.0,3.0,3.0,1,,,3.0,0.0,0.0
2007,Montreal,1060,J5Y,5.0,2.0,54.0,9,,,6.0,1.11,0.0
2007,Montreal,1060,J6A,1.0,1.0,2.0,2,,,1.0,0.0,0.0
2007,Montreal,1060,J6Y,5.0,1.0,6.0,3,,,2.0,0.33,0.0
2007,Montreal,1060,J7C,5.0,3.0,12.0,2,,,6.0,0.0,
2007,Montreal,1060,J7Z,2.0,1.0,16.0,8,,,2.0,0.0,0.0
2007,Montreal,1060,H1S,5.0,2.0,8.0,2,,,4.0,0.0,0.0
2007,Montreal,1060,H2T,5.0,3.0,51.0,2,,,26.0,0.0,0.0
2007,Montreal,1060,H7C,1.0,1.0,1.0,1,,,1.0,0.0,
2007,Montreal,1060,J0N,1.0,1.0,395.0,395,,,1.0,0.0,0.0
2007,Montreal,1060,J0N,4.0,3.0,3.0,1,,,3.0,0.0,
2007,Montreal,1060,J3E,1.0,1.0,2.0,2,,,1.0,0.0,0.0
2007,Montreal,1060,J4G,1.0,1.0,1.0,1,,,1.0,0.0,0.0
2007,Montreal,1060,J5Y,5.0,3.0,90.0,11,,,8.0,1.09,0.0
2007,Montreal,1060,J7E,1.0,1.0,3.0,3,,,1.0,0.0,0.0
2007,Montreal,1060,J7P,1.0,1.0,4.0,4,,,1.0,0.0,0.0
2007,Montreal,1060,nan,5.0,2.0,1427.0,162,,,9.0,0.69,0.0
2007,Montreal,1060,H1V,5.0,2.0,15.0,1,,,15.0,0.0,0.0
2007,Montreal,1060,H1Z,5.0,3.0,12.0,2,,,6.0,0.0,0.0
2007,Montreal,1060,H2M,5.0,3.0,68.0,1,,,68.0,0.0,
2007,Montreal,1060,H2S,5.0,1.0,2.0,1,,,2.0,0.0,0.0
2007,Montreal,1060,H4C,5.0,1.0,2.0,1,,,2.0,0.0,0.0
2007,Montreal,1060,H4K,1.0,1.0,1.0,1,,,1.0,0.0,0.0
2007,Montreal,1060,H4V,1.0,1.0,4.0,4,,,1.0,0.0,0.0
2007,Montreal,1060,H9A,5.0,3.0,23.0,1,,,23.0,0.0,
2007,Montreal,1060,H9G,5.0,3.0,47.0,2,,,24.0,0.0,0.0
2007,Montreal,1060,J3G,4.0,3.0,24.0,6,,,4.0,0.33,0.0
2007,Montreal,1060,J5R,1.0,1.0,169.0,169,,,1.0,0.0,0.0
2007,Montreal,1060,J7C,1.0,1.0,81.0,81,,,1.0,0.0,0.0
2007,Montreal,1060,H1B,5.0,4.0,175.0,4,,,44.0,0.0,0.0
2007,Montreal,1060,H1L,5.0,3.0,59.0,12,,,5.0,0.17,0.0
2007,Montreal,1060,H3Y,1.0,1.0,5.0,5,,,1.0,0.0,0.0
2007,Montreal,1060,H8T,4.0,3.0,12.0,1,,,12.0,0.0,0.0
2007,Montreal,1060,H9C,1.0,1.0,19.0,19,,,1.0,0.0,0.0
2007,Montreal,1060,J3H,2.0,1.0,42.0,21,,,2.0,0.0,0.0
2007,Montreal,1060,J5A,1.0,1.0,6.0,6,,,1.0,0.0,0.0
2007,Montreal,1060,H1N,5.0,4.0,28.0,1,,,28.0,0.0,0.0
2007,Montreal,1060,H7A,4.0,1.0,4.0,1,,,4.0,0.0,
2007,Montreal,1060,H7B,1.0,1.0,37.0,37,,,1.0,0.0,0.0
2007,Montreal,1060,H7N,2.0,1.0,2.0,1,,,2.0,0.0,
2007,Montreal,1060,H8S,5.0,3.0,17.0,2,,,9.0,0.0,
2007,Montreal,1060,J3X,1.0,1.0,6.0,6,,,1.0,0.0,0.0
2007,Montreal,1060,J5Z,2.0,1.0,14.0,7,,,2.0,0.0,0.0
2007,Montreal,1060,nan,5.0,1.0,228.0,114,,,2.0,0.26,0.1
2007,Montreal,1060,H1T,5.0,1.0,2.0,1,,,2.0,0.0,0.0
2007,Montreal,1060,H2G,5.0,3.0,4.0,1,,,4.0,0.0,0.0
2007,Montreal,1060,H2N,5.0,3.0,32.0,1,,,32.0,0.0,0.0
2007,Montreal,1060,H7A,4.0,3.0,8.0,2,,,4.0,0.0,0.0
2007,Montreal,1060,H7V,5.0,3.0,49.0,4,,,12.0,0.75,
2007,Montreal,1060,H8R,5.0,2.0,3.0,1,,,3.0,0.0,0.0
2007,Montreal,1060,H8Z,2.0,1.0,6.0,3,,,2.0,0.0,0.0
2007,Montreal,1060,H9B,1.0,1.0,3.0,3,,,1.0,0.0,0.0
2007,Montreal,1060,H9R,1.0,1.0,8.0,8,,,1.0,0.0,0.0
2007,Montreal,1060,H9R,4.0,1.0,15.0,3,,,5.0,0.0,
2007,Montreal,1060,J4K,1.0,1.0,2.0,2,,,1.0,0.0,0.0
2007,Montreal,1060,J4T,5.0,2.0,21.0,5,,,4.0,0.4,0.0
2007,Montreal,1060,J5W,2.0,1.0,52.0,26,,,2.0,0.0,0.0
2007,Montreal,1060,J7J,5.0,2.0,3.0,1,,,3.0,3.0,
2007,Montreal,1060,H1C,2.0,1.0,24.0,12,,,2.0,0.0,
2007,Montreal,1060,H1C,5.0,2.0,6.0,2,,,3.0,0.0,0.0
2007,Montreal,1060,H1R,5.0,3.0,41.0,1,,,41.0,0.0,
2007,Montreal,1060,H1W,5.0,2.0,3.0,1,,,3.0,0.0,0.0
2007,Montreal,1060,H2M,5.0,1.0,2.0,1,,,2.0,0.0,0.0
2007,Montreal,1060,H7M,5.0,2.0,284.0,2,,,142.0,0.0,0.0
2007,Montreal,1060,H9W,5.0,2.0,82.0,1,,,82.0,0.0,0.0
2007,Montreal,1060,J0L,5.0,3.0,23.0,4,,,6.0,0.0,0.0
2007,Montreal,1060,J3H,5.0,3.0,128.0,28,,,5.0,0.0,0.0
2007,Montreal,1060,J4B,1.0,1.0,8.0,8,,,1.0,0.0,0.0
2007,Montreal,1060,J4J,5.0,4.0,56.0,1,,,56.0,0.0,0.0
2007,Montreal,1060,J4K,5.0,3.0,4.0,1,,,4.0,2.0,0.0
2007,Montreal,1060,J5B,4.0,1.0,3.0,1,,,3.0,0.0,0.0
2007,Montreal,1060,J5L,2.0,1.0,22.0,11,,,2.0,0.0,0.0
2007,Montreal,1060,J7E,5.0,2.0,55.0,2,,,28.0,0.0,0.0
2007,Montreal,1060,J7Y,5.0,3.0,159.0,18,,,9.0,0.78,0.0
2007,Montreal,1060,H1E,5.0,1.0,2.0,1,,,2.0,0.0,0.0
2007,Montreal,1060,H3K,5.0,2.0,3.0,1,,,3.0,0.0,
2007,Montreal,1060,H3P,1.0,1.0,1.0,1,,,1.0,0.0,
2007,Montreal,1060,H3P,5.0,3.0,10.0,1,,,10.0,0.0,0.0
2007,Montreal,1060,H3X,1.0,1.0,6.0,6,,,1.0,0.0,0.0
2007,Montreal,1060,H7H,1.0,1.0,20.0,20,,,1.0,0.0,0.0
2007,Montreal,1060,H7X,1.0,1.0,84.0,84,,,1.0,0.0,0.0
2007,Montreal,1060,J3V,1.0,1.0,4.0,4,,,1.0,0.0,0.0
2007,Montreal,1060,J3Y,2.0,1.0,2.0,1,,,2.0,0.0,0.0
2007,Montreal,1060,J4K,2.0,1.0,2.0,1,,,2.0,0.0,0.0
2007,Montreal,1060,J5T,5.0,1.0,14.0,7,,,2.0,0.0,0.0
2007,Montreal,1060,J7M,5.0,2.0,30.0,7,,,4.0,0.29,0.0
2007,Montreal,1060,J7V,4.0,3.0,4.0,1,,,4.0,0.0,
2007,Montreal,1060,H1P,1.0,1.0,1.0,1,,,1.0,0.0,
2007,Montreal,1060,H1Z,5.0,2.0,3.0,1,,,3.0,0.0,0.0
2007,Montreal,1060,H3S,5.0,3.0,60.0,1,,,60.0,0.0,0.0
2007,Montreal,1060,H7N,5.0,3.0,12.0,2,,,6.0,2.0,0.0
2007,Montreal,1060,H9H,5.0,3.0,32.0,2,,,16.0,0.0,0.0
2007,Montreal,1060,J0L,2.0,1.0,60.0,30,,,2.0,0.0,0.0
2007,Montreal,1060,J3H,5.0,2.0,218.0,2,,,109.0,0.0,
2007,Montreal,1060,J4R,4.0,3.0,4.0,1,,,4.0,0.0,0.0
2007,Montreal,1060,J4Z,1.0,1.0,2.0,2,,,1.0,0.0,0.0
2007,Montreal,1060,J5L,5.0,2.0,9.0,3,,,3.0,1.33,0.0
2007,Montreal,1060,J6K,5.0,3.0,19.0,3,,,6.0,0.0,0.0
2007,Montreal,1060,J7Z,5.0,3.0,64.0,5,,,13.0,1.8,0.0
2007,Montreal,1060,H1B,5.0,2.0,4.0,1,,,4.0,0.0,0.0
2007,Montreal,1060,H2H,5.0,3.0,8.0,1,,,8.0,0.0,0.0
2007,Montreal,1060,H2N,1.0,1.0,1.0,1,,,1.0,0.0,
2007,Montreal,1060,H2R,5.0,1.0,2.0,1,,,2.0,0.0,0.0
2007,Montreal,1060,H3B,5.0,2.0,214.0,1,,,214.0,0.0,0.0
2007,Montreal,1060,H4J,5.0,2.0,33.0,3,,,11.0,0.0,0.0
2007,Montreal,1060,H7L,2.0,1.0,42.0,21,,,2.0,0.0,0.0
2007,Montreal,1060,H8R,2.0,1.0,2.0,1,,,2.0,0.0,
2007,Montreal,1060,H8Y,2.0,1.0,2.0,1,,,2.0,0.0,0.0
2007,Montreal,1060,J3N,5.0,2.0,4.0,1,,,4.0,0.0,0.0
2007,Montreal,1060,J4K,5.0,2.0,6.0,2,,,3.0,0.0,0.0
2007,Montreal,1060,J7G,5.0,2.0,12.0,1,,,12.0,2.0,0.0
2007,Montreal,1060,J7V,1.0,1.0,399.0,399,,,1.0,0.0,0.0
2007,Montreal,1060,H1C,5.0,3.0,49.0,3,,,16.0,0.0,0.0
2007,Montreal,1060,H1N,2.0,1.0,14.0,7,,,2.0,0.0,
2007,Montreal,1060,H1R,1.0,1.0,5.0,5,,,1.0,0.0,0.0
2007,Montreal,1060,H3H,5.0,2.0,8.0,1,,,8.0,0.0,0.0
2007,Montreal,1060,H3S,5.0,4.0,56.0,1,,,56.0,0.0,
2007,Montreal,1060,H7E,1.0,1.0,96.0,96,,,1.0,0.0,0.0
2007,Montreal,1060,H7L,5.0,2.0,221.0,1,,,221.0,0.0,
2007,Montreal,1060,H7P,5.0,3.0,26.0,3,,,9.0,0.67,0.0
2007,Montreal,1060,H7X,5.0,2.0,9.0,2,,,5.0,2.0,
2007,Montreal,1060,J3G,5.0,3.0,33.0,7,,,5.0,0.71,0.0
2007,Montreal,1060,J4J,4.0,3.0,3.0,1,,,3.0,0.0,0.0
2007,Montreal,1060,H1N,5.0,3.0,120.0,11,,,11.0,0.0,0.0
2007,Montreal,1060,H2S,1.0,1.0,1.0,1,,,1.0,0.0,0.0
2007,Montreal,1060,H4J,1.0,1.0,3.0,3,,,1.0,0.0,0.0
2007,Montreal,1060,H7E,4.0,2.0,6.0,1,,,6.0,0.0,
2007,Montreal,1060,H7L,5.0,1.0,2.0,1,,,2.0,0.0,
2007,Montreal,1060,H7R,2.0,1.0,2.0,1,,,2.0,0.0,0.0
2007,Montreal,1060,H7X,2.0,1.0,26.0,13,,,2.0,0.0,
2007,Montreal,1060,J3L,5.0,2.0,11.0,2,,,6.0,1.0,0.0
2007,Montreal,1060,J4T,1.0,1.0,2.0,2,,,1.0,0.0,0.0
2007,Montreal,1060,J7K,5.0,1.0,74.0,37,,,2.0,0.05,0.0
2007,Montreal,1060,H1S,5.0,3.0,218.0,2,,,109.0,0.0,0.0
2007,Montreal,1060,H1V,5.0,3.0,188.0,17,,,11.0,0.0,0.0
2007,Montreal,1060,H7H,2.0,1.0,8.0,4,,,2.0,0.0,
2007,Montreal,1060,H7R,4.0,2.0,14.0,2,,,7.0,1.0,
2007,Montreal,1060,H8T,5.0,3.0,35.0,4,,,9.0,0.0,0.0
2007,Montreal,1060,H9K,2.0,1.0,4.0,2,,,2.0,0.0,0.0
2007,Montreal,1060,H9K,5.0,3.0,9.0,1,,,9.0,0.0,
2007,Montreal,1060,J3V,5.0,3.0,36.0,1,,,36.0,0.0,0.0
2007,Montreal,1060,J3Y,1.0,1.0,91.0,91,,,1.0,0.0,0.0
2007,Montreal,1060,J5R,4.0,1.0,9.0,3,,,3.0,0.0,0.0
2007,Montreal,1060,J6Y,4.0,3.0,5.0,1,,,5.0,0.0,
2007,Montreal,1060,J7K,1.0,1.0,130.0,130,,,1.0,0.0,0.0
2007,Montreal,1060,J7L,1.0,1.0,21.0,21,,,1.0,0.0,0.0
2007,Montreal,1060,H1W,4.0,3.0,8.0,2,,,4.0,0.0,
2007,Montreal,1060,H1W,5.0,3.0,72.0,8,,,9.0,0.0,0.0
2007,Montreal,1060,H2A,5.0,3.0,13.0,2,,,7.0,0.0,0.0
2007,Montreal,1060,H3L,5.0,3.0,83.0,8,,,10.0,0.0,
2007,Montreal,1060,H7A,1.0,1.0,121.0,121,,,1.0,0.0,0.0
2007,Montreal,1060,H7G,1.0,1.0,4.0,4,,,1.0,0.0,
2007,Montreal,1060,H8T,4.0,1.0,16.0,2,,,8.0,0.0,0.0
2007,Montreal,1060,J0L,1.0,1.0,161.0,161,,,1.0,0.0,0.0
2007,Montreal,1060,J3H,1.0,1.0,108.0,108,,,1.0,0.0,0.0
2007,Montreal,1060,J5L,5.0,1.0,24.0,12,,,2.0,0.33,0.0
2007,Montreal,1060,J6Y,5.0,3.0,12.0,2,,,6.0,0.0,0.0
2007,Montreal,1060,H2A,5.0,4.0,35.0,4,,,9.0,0.0,0.0
2007,Montreal,1060,H2C,1.0,1.0,1.0,1,,,1.0,0.0,0.0
2007,Montreal,1060,H2S,5.0,2.0,8.0,1,,,8.0,0.0,
2007,Montreal,1060,H3M,5.0,4.0,29.0,1,,,29.0,0.0,
2007,Montreal,1060,H4C,5.0,4.0,60.0,1,,,60.0,0.0,
2007,Montreal,1060,H7G,5.0,2.0,30.0,2,,,15.0,0.0,
2007,Montreal,1060,H7R,1.0,1.0,14.0,14,,,1.0,0.0,0.0
2007,Montreal,1060,H9J,4.0,1.0,5.0,1,,,5.0,0.0,
2007,Montreal,1060,H9X,1.0,1.0,8.0,8,,,1.0,0.0,0.0
2007,Montreal,1060,J3G,5.0,1.0,2.0,1,,,2.0,2.0,0.0
2007,Montreal,1060,J3G,5.0,2.0,15.0,2,,,8.0,0.0,0.0
2007,Montreal,1060,J3L,4.0,1.0,20.0,5,,,4.0,0.0,0.0
2007,Montreal,1060,J4V,5.0,3.0,9.0,3,,,3.0,0.0,0.0
2007,Montreal,1060,J4Z,2.0,1.0,2.0,1,,,2.0,0.0,0.0
2007,Montreal,1060,J5R,2.0,1.0,28.0,14,,,2.0,0.0,0.0
2007,Montreal,1060,J6J,1.0,1.0,74.0,74,,,1.0,0.0,0.0
2007,Montreal,1060,J6X,1.0,1.0,100.0,100,,,1.0,0.0,0.0
2007,Montreal,1060,J7J,5.0,1.0,60.0,30,,,2.0,0.27,0.0
2007,Montreal,1060,J7Z,5.0,2.0,107.0,3,,,36.0,0.0,0.0
2007,Montreal,1060,nan,4.0,1.0,156.0,34,,,5.0,0.0,0.0
2007,Montreal,1060,H1E,2.0,1.0,10.0,5,,,2.0,0.0,0.0
2007,Montreal,1060,H1G,5.0,3.0,18.0,1,,,18.0,0.0,
2007,Montreal,1060,H1N,4.0,1.0,4.0,1,,,4.0,0.0,
2007,Montreal,1060,H1Y,5.0,1.0,2.0,1,,,2.0,0.0,0.0
2007,Montreal,1060,H9W,1.0,1.0,18.0,18,,,1.0,0.0,0.0
2007,Montreal,1060,J3V,5.0,2.0,118.0,1,,,118.0,0.0,0.0
2007,Montreal,1060,J4K,5.0,1.0,4.0,2,,,2.0,1.0,0.0
2007,Montreal,1060,J4M,1.0,1.0,43.0,43,,,1.0,0.0,0.13
2007,Montreal,1060,J4M,5.0,3.0,22.0,5,,,4.0,0.0,0.0
2007,Montreal,1060,J4W,1.0,1.0,1.0,1,,,1.0,0.0,0.0
2007,Montreal,1060,J5Z,4.0,1.0,8.0,2,,,4.0,1.0,0.0
2007,Montreal,1060,J7E,5.0,3.0,111.0,7,,,16.0,1.71,0.0
2007,Montreal,1060,J7J,5.0,3.0,6.0,1,,,6.0,0.0,
2007,Montreal,1060,J7M,2.0,1.0,10.0,5,,,2.0,0.0,0.0
2007,Montreal,1060,H2K,5.0,3.0,58.0,7,,,8.0,0.0,0.0
2007,Montreal,1060,H2R,1.0,1.0,1.0,1,,,1.0,0.0,
2007,Montreal,1060,H2S,5.0,3.0,149.0,10,,,15.0,0.0,0.0
2007,Montreal,1060,H4N,5.0,2.0,83.0,1,,,83.0,0.0,
2007,Montreal,1060,H7R,5.0,3.0,39.0,2,,,20.0,0.0,
2007,Montreal,1060,H8P,5.0,3.0,24.0,4,,,6.0,0.0,
2007,Montreal,1060,H9S,1.0,1.0,7.0,7,,,1.0,0.0,0.0
2007,Montreal,1060,J7M,1.0,1.0,188.0,188,,,1.0,0.0,0.0
2007,Montreal,1060,H1B,5.0,3.0,36.0,1,,,36.0,0.0,
2007,Montreal,1060,H1E,4.0,2.0,4.0,1,,,4.0,0.0,
2007,Montreal,1060,H2C,5.0,1.0,4.0,2,,,2.0,0.0,0.0
2007,Montreal,1060,H2V,5.0,2.0,179.0,1,,,179.0,0.0,
2007,Montreal,1060,H3H,5.0,3.0,20.0,1,,,20.0,0.0,
2007,Montreal,1060,H4A,5.0,3.0,34.0,1,,,34.0,0.0,
2007,Montreal,1060,H4B,5.0,3.0,216.0,26,,,8.0,0.08,0.0
2007,Montreal,1060,H4R,1.0,1.0,2.0,2,,,1.0,0.0,0.0
2007,Montreal,1060,H7G,2.0,1.0,22.0,11,,,2.0,0.0,0.0
2007,Montreal,1060,H7K,1.0,1.0,21.0,21,,,1.0,0.0,0.0
2007,Montreal,1060,H7Y,5.0,2.0,6.0,1,,,6.0,2.0,
2007,Montreal,1060,J0N,4.0,1.0,9.0,3,,,3.0,0.0,
2007,Montreal,1060,J5B,2.0,1.0,10.0,5,,,2.0,0.0,0.0
2007,Montreal,1060,J6W,1.0,1.0,1.0,1,,,1.0,0.0,0.0
2007,Montreal,1060,J7R,5.0,3.0,12.0,2,,,6.0,0.0,
2007,Montreal,1060,H1A,4.0,2.0,24.0,2,,,12.0,0.0,
2007,Montreal,1060,H1A,5.0,2.0,4.0,1,,,4.0,0.0,
2007,Montreal,1060,H1H,5.0,2.0,4.0,1,,,4.0,0.0,0.0
2007,Montreal,1060,H1T,5.0,2.0,10.0,3,,,3.0,0.0,0.0
2007,Montreal,1060,H3K,5.0,3.0,24.0,3,,,8.0,0.0,0.0
2007,Montreal,1060,H4C,5.0,2.0,4.0,1,,,4.0,0.0,0.0
2007,Montreal,1060,J3Y,5.0,3.0,120.0,13,,,9.0,0.46,0.0
2007,Montreal,1060,J4L,1.0,1.0,1.0,1,,,1.0,0.0,0.0
2007,Montreal,1060,J5W,5.0,1.0,14.0,7,,,2.0,0.71,0.0
2007,Montreal,1060,J6N,5.0,2.0,3.0,1,,,3.0,0.0,0.0
2007,Montreal,1060,J6W,5.0,2.0,3.0,1,,,3.0,0.0,0.0
2007,Montreal,1060,J7G,1.0,1.0,11.0,11,,,1.0,0.0,0.0
2007,Montreal,1060,J7H,1.0,1.0,1.0,1,,,1.0,0.0,0.0
2007,Montreal,1060,J7Z,1.0,1.0,13.0,13,,,1.0,0.0,0.0
2007,Montreal,1060,H1Y,5.0,3.0,4.0,1,,,4.0,0.0,0.0
2007,Montreal,1060,H4H,1.0,1.0,3.0,3,,,1.0,0.0,0.0
2007,Montreal,1060,H7E,4.0,1.0,7.0,1,,,7.0,0.0,
2007,Montreal,1060,H9G,1.0,1.0,2.0,2,,,1.0,0.0,0.0
2007,Montreal,1060,J3Y,5.0,2.0,18.0,3,,,6.0,0.67,0.0
2007,Montreal,1060,J4M,2.0,1.0,16.0,8,,,2.0,0.0,0.0
2007,Montreal,1060,J7M,5.0,1.0,32.0,16,,,2.0,0.25,0.0
2007,Montreal,1060,J7V,5.0,2.0,12.0,1,,,12.0,0.0,
2007,Montreal,1060,J7Y,1.0,1.0,76.0,76,,,1.0,0.0,0.0
2007,Montreal,1060,H1A,5.0,1.0,2.0,1,,,2.0,0.0,0.0
2007,Montreal,1060,H1H,5.0,3.0,31.0,2,,,16.0,0.0,0.0
2007,Montreal,1060,H2H,5.0,2.0,6.0,1,,,6.0,0.0,0.0
2007,Montreal,1060,H3E,5.0,2.0,180.0,1,,,180.0,0.0,0.0
2007,Montreal,1060,H7M,5.0,3.0,30.0,4,,,8.0,0.0,
2007,Montreal,1060,H7N,1.0,1.0,1.0,1,,,1.0,0.0,
2007,Montreal,1060,H7T,5.0,3.0,42.0,6,,,7.0,1.0,0.0
2007,Montreal,1060,H8R,5.0,3.0,14.0,1,,,14.0,0.0,0.0
2007,Montreal,1060,H9H,4.0,1.0,15.0,4,,,4.0,0.0,0.0
2007,Montreal,1060,H9J,1.0,1.0,1.0,1,,,1.0,0.0,0.0
2007,Montreal,1060,J0P,1.0,1.0,17.0,17,,,1.0,0.0,0.0
2007,Montreal,1060,J3G,1.0,1.0,119.0,119,,,1.0,0.0,0.0
2007,Montreal,1060,J4Y,5.0,3.0,8.0,1,,,8.0,0.0,0.0
2007,Montreal,1060,J5T,5.0,2.0,12.0,3,,,4.0,0.0,0.0
2007,Montreal,1060,J6J,5.0,2.0,135.0,5,,,27.0,0.4,0.0
2007,Montreal,1060,J7A,1.0,1.0,22.0,22,,,1.0,0.0,0.0
2007,Montreal,1060,J7R,4.0,3.0,8.0,2,,,4.0,0.0,0.0
2007,Montreal,1060,H1B,1.0,1.0,1.0,1,,,1.0,0.0,0.0
2007,Montreal,1060,H1E,4.0,1.0,5.0,2,,,3.0,0.0,
2007,Montreal,1060,H1S,5.0,1.0,4.0,2,,,2.0,0.0,0.0
2007,Montreal,1060,H2V,5.0,3.0,75.0,5,,,15.0,0.0,0.0
2007,Montreal,1060,H4A,1.0,1.0,1.0,1,,,1.0,0.0,0.0
2007,Montreal,1060,H7E,5.0,3.0,18.0,1,,,18.0,3.0,
2007,Montreal,1060,H9K,1.0,1.0,52.0,52,,,1.0,0.0,0.0
