reference_period,metro,metcode,FSA,dweltype,mkttycd,total_starts,num_structures,starts_accsuite,starts_no_accsuite,unitsperstructure,avgstorycount,avgpermit_to_start_time
2018,Montreal,1060,H8N,2.0,1.0,8.0,4,,8.0,2.0,0.0,5.0
2018,Montreal,1060,H8S,5.0,2.0,4.0,1,,4.0,4.0,2.0,4.0
2018,Montreal,1060,J0L,4.0,3.0,12.0,2,,12.0,6.0,0.0,4.0
2018,Montreal,1060,J4X,5.0,3.0,63.0,1,,63.0,63.0,15.0,19.0
2018,Montreal,1060,J5B,5.0,2.0,103.0,3,,103.0,34.0,4.0,1.33
2018,Montreal,1060,J6J,5.0,1.0,6.0,3,,6.0,2.0,2.0,0.67
2018,Montreal,1060,J6Y,5.0,3.0,79.0,7,,79.0,11.0,3.0,17.8
2018,Montreal,1060,J7M,1.0,1.0,17.0,17,,17.0,1.0,0.0,0.41
2018,Montreal,1060,J7P,1.0,1.0,18.0,18,,18.0,1.0,0.0,3.33
2018,Montreal,1060,H1E,2.0,1.0,4.0,2,,4.0,2.0,0.0,6.0
2018,Montreal,1060,H1K,5.0,3.0,70.0,1,,70.0,70.0,7.0,2.0
2018,Montreal,1060,H2E,1.0,1.0,2.0,2,,2.0,1.0,0.0,10.5
2018,Montreal,1060,H2E,5.0,1.0,2.0,1,,2.0,2.0,2.0,0.0
2018,Montreal,1060,H2P,5.0,2.0,12.0,2,,12.0,6.0,3.0,1.0
2018,Montreal,1060,H4W,5.0,2.0,68.0,1,,68.0,68.0,10.0,7.0
2018,Montreal,1060,H9E,2.0,1.0,2.0,1,,2.0,2.0,0.0,4.0
2018,Montreal,1060,J3N,5.0,2.0,28.0,3,,28.0,9.0,2.67,0.33
2018,Montreal,1060,J3X,1.0,1.0,12.0,12,,12.0,1.0,0.0,0.58
2018,Montreal,1060,J4P,5.0,2.0,3.0,1,,3.0,3.0,2.0,31.0
2018,Montreal,1060,J5L,5.0,2.0,117.0,30,10.0,107.0,4.0,1.37,1.27
2018,Montreal,1060,J6R,2.0,1.0,18.0,9,,18.0,2.0,0.0,2.78
2018,Montreal,1060,J7G,4.0,1.0,42.0,6,,42.0,7.0,0.0,0.83
2018,Montreal,1060,J7X,5.0,2.0,3.0,1,,3.0,3.0,2.0,26.0
2018,Montreal,1060,J7Y,4.0,1.0,11.0,2,,11.0,6.0,0.0,0.0
2018,Montreal,1060,H2J,5.0,1.0,2.0,1,,2.0,2.0,2.0,6.0
2018,Montreal,1060,H3K,4.0,3.0,8.0,1,,8.0,8.0,0.0,2.0
2018,Montreal,1060,H3N,5.0,2.0,14.0,1,,14.0,14.0,3.0,0.0
2018,Montreal,1060,H3W,5.0,3.0,222.0,3,,222.0,74.0,8.67,2.0
2018,Montreal,1060,H4H,5.0,3.0,8.0,1,,8.0,8.0,4.0,8.0
2018,Montreal,1060,H7N,2.0,1.0,2.0,1,,2.0,2.0,0.0,0.0
2018,Montreal,1060,H7T,1.0,1.0,26.0,26,,26.0,1.0,0.0,0.42
2018,Montreal,1060,H7V,5.0,2.0,318.0,7,,318.0,45.0,3.71,1.57
2018,Montreal,1060,H9B,1.0,1.0,2.0,2,,2.0,1.0,0.0,0.0
2018,Montreal,1060,H9H,5.0,3.0,24.0,1,,24.0,24.0,4.0,0.0
2018,Montreal,1060,J3B,2.0,1.0,26.0,13,,26.0,2.0,0.0,1.23
2018,Montreal,1060,J3V,1.0,1.0,7.0,7,,7.0,1.0,0.0,1.0
2018,Montreal,1060,J4B,1.0,1.0,8.0,8,,8.0,1.0,0.0,3.0
2018,Montreal,1060,J4T,1.0,1.0,3.0,3,,3.0,1.0,0.0,3.67
2018,Montreal,1060,J7N,5.0,3.0,30.0,8,,30.0,4.0,2.25,1.13
2018,Montreal,1060,H1B,4.0,3.0,13.0,1,,13.0,13.0,0.0,0.0
2018,Montreal,1060,H1Y,1.0,1.0,2.0,2,,2.0,1.0,0.0,2.0
2018,Montreal,1060,H2C,1.0,1.0,3.0,3,,3.0,1.0,0.0,1.0
2018,Montreal,1060,H2G,5.0,2.0,19.0,3,,19.0,6.0,2.67,4.67
2018,Montreal,1060,H3H,1.0,1.0,1.0,1,,1.0,1.0,0.0,15.0
2018,Montreal,1060,H4T,4.0,1.0,81.0,13,,81.0,6.0,0.0,3.46
2018,Montreal,1060,H7A,2.0,1.0,4.0,2,,4.0,2.0,0.0,1.0
2018,Montreal,1060,H7A,5.0,2.0,3.0,1,,3.0,3.0,3.0,16.0
2018,Montreal,1060,H7P,1.0,1.0,1.0,1,,1.0,1.0,0.0,1.0
2018,Montreal,1060,H8S,4.0,3.0,10.0,1,,10.0,10.0,0.0,9.0
2018,Montreal,1060,H9R,5.0,2.0,23.0,1,,23.0,23.0,4.0,6.0
2018,Montreal,1060,J2X,5.0,2.0,49.0,10,,49.0,5.0,2.5,2.5
2018,Montreal,1060,H1C,1.0,1.0,14.0,14,,14.0,1.0,0.0,6.64
2018,Montreal,1060,H1N,5.0,2.0,22.0,3,,22.0,7.0,2.33,2.33
2018,Montreal,1060,H2C,5.0,3.0,3.0,1,,3.0,3.0,2.0,11.0
2018,Montreal,1060,H2H,4.0,3.0,18.0,1,,18.0,18.0,0.0,23.0
2018,Montreal,1060,H2N,5.0,2.0,3.0,1,,3.0,3.0,2.0,2.0
2018,Montreal,1060,H4B,5.0,2.0,2.0,1,,2.0,2.0,2.0,2.0
2018,Montreal,1060,H4K,1.0,1.0,3.0,3,,3.0,1.0,0.0,6.67
2018,Montreal,1060,H7R,5.0,3.0,20.0,5,,20.0,4.0,2.0,2.2
2018,Montreal,1060,H7X,2.0,1.0,6.0,3,,6.0,2.0,0.0,58.67
2018,Montreal,1060,H8P,5.0,3.0,24.0,2,,24.0,12.0,3.0,0.0
2018,Montreal,1060,H8T,5.0,2.0,3.0,1,,3.0,3.0,2.0,7.0
2018,Montreal,1060,H8Y,5.0,3.0,8.0,1,,8.0,8.0,2.0,4.0
2018,Montreal,1060,J3G,5.0,2.0,366.0,31,35.0,331.0,12.0,1.0,2.9
2018,Montreal,1060,J4L,1.0,1.0,3.0,3,,3.0,1.0,0.0,0.67
2018,Montreal,1060,J5A,5.0,3.0,42.0,3,,42.0,14.0,3.0,0.0
2018,Montreal,1060,J5W,1.0,1.0,18.0,18,,18.0,1.0,0.0,3.61
2018,Montreal,1060,J7A,1.0,1.0,14.0,14,,14.0,1.0,0.0,0.79
2018,Montreal,1060,J7B,5.0,2.0,1.0,1,1.0,,1.0,0.0,2.0
2018,Montreal,1060,J7C,4.0,1.0,24.0,6,,24.0,4.0,0.0,0.17
2018,Montreal,1060,J7E,5.0,2.0,148.0,5,,148.0,30.0,3.4,2.0
2018,Montreal,1060,J7V,5.0,3.0,353.0,20,,353.0,18.0,3.0,4.0
2018,Montreal,1060,J7Z,5.0,3.0,25.0,4,,25.0,6.0,2.5,0.25
2018,Montreal,1060,H1C,5.0,2.0,15.0,3,,15.0,5.0,2.0,9.33
2018,Montreal,1060,H2E,5.0,3.0,28.0,1,,28.0,28.0,3.0,19.0
2018,Montreal,1060,H2R,1.0,1.0,3.0,3,,3.0,1.0,0.0,9.5
2018,Montreal,1060,H3J,5.0,2.0,181.0,2,,181.0,91.0,7.0,1.0
2018,Montreal,1060,H7X,5.0,3.0,8.0,1,,8.0,8.0,3.0,3.0
2018,Montreal,1060,H8S,1.0,1.0,1.0,1,,1.0,1.0,0.0,0.0
2018,Montreal,1060,J0L,5.0,1.0,2.0,1,,2.0,2.0,1.0,1.0
2018,Montreal,1060,J3E,1.0,1.0,8.0,8,,8.0,1.0,0.0,4.38
2018,Montreal,1060,J3H,1.0,1.0,28.0,28,,28.0,1.0,0.0,1.96
2018,Montreal,1060,J3V,5.0,3.0,12.0,2,,12.0,6.0,3.0,1.5
2018,Montreal,1060,J3X,5.0,2.0,13.0,1,,13.0,13.0,3.0,3.0
2018,Montreal,1060,J4R,5.0,2.0,11.0,2,,11.0,6.0,2.5,15.5
2018,Montreal,1060,J5K,5.0,2.0,11.0,11,11.0,,1.0,0.0,2.73
2018,Montreal,1060,J5W,4.0,1.0,36.0,8,,36.0,5.0,0.0,0.13
2018,Montreal,1060,J5Z,2.0,1.0,8.0,4,,8.0,2.0,0.0,0.75
2018,Montreal,1060,J6R,4.0,1.0,31.0,8,,31.0,4.0,0.0,2.38
2018,Montreal,1060,J7X,2.0,1.0,2.0,1,,2.0,2.0,0.0,19.0
2018,Montreal,1060,H1A,5.0,2.0,6.0,1,,6.0,6.0,2.0,0.0
2018,Montreal,1060,H1T,5.0,3.0,12.0,1,,12.0,12.0,2.0,10.0
2018,Montreal,1060,H3X,5.0,3.0,140.0,1,,140.0,140.0,10.0,3.0
2018,Montreal,1060,H7B,1.0,1.0,2.0,2,,2.0,1.0,0.0,1.0
2018,Montreal,1060,H7L,5.0,3.0,28.0,4,,28.0,7.0,4.0,23.0
2018,Montreal,1060,H7R,2.0,1.0,2.0,1,,2.0,2.0,0.0,1.0
2018,Montreal,1060,H7T,5.0,3.0,152.0,2,,152.0,76.0,10.5,0.0
2018,Montreal,1060,H9R,1.0,1.0,2.0,2,,2.0,1.0,0.0,0.0
2018,Montreal,1060,H9X,1.0,1.0,12.0,12,,12.0,1.0,0.0,1.92
2018,Montreal,1060,J2X,5.0,3.0,9.0,3,,9.0,3.0,2.0,0.67
2018,Montreal,1060,J3E,5.0,2.0,309.0,6,1.0,308.0,52.0,3.83,0.83
2018,Montreal,1060,J3H,5.0,2.0,40.0,1,,40.0,40.0,4.0,31.0
2018,Montreal,1060,J3L,4.0,1.0,34.0,8,,34.0,4.0,0.0,0.38
2018,Montreal,1060,J3L,5.0,3.0,109.0,13,,109.0,8.0,2.54,1.92
2018,Montreal,1060,J3Y,4.0,3.0,8.0,1,,8.0,8.0,0.0,0.0
2018,Montreal,1060,J4H,2.0,1.0,2.0,1,,2.0,2.0,0.0,3.0
2018,Montreal,1060,J4W,1.0,1.0,5.0,5,,5.0,1.0,0.0,0.8
2018,Montreal,1060,J4W,5.0,2.0,4.0,2,1.0,3.0,2.0,1.0,0.0
2018,Montreal,1060,J5K,1.0,1.0,85.0,85,,85.0,1.0,0.0,1.22
2018,Montreal,1060,J7L,5.0,1.0,2.0,1,,2.0,2.0,2.0,0.0
2018,Montreal,1060,J7R,5.0,3.0,25.0,3,,25.0,8.0,3.0,6.33
2018,Montreal,1060,J7V,5.0,2.0,104.0,12,,104.0,9.0,2.25,4.58
2018,Montreal,1060,H3S,5.0,2.0,11.0,1,,11.0,11.0,3.0,1.0
2018,Montreal,1060,H7J,1.0,1.0,2.0,2,,2.0,1.0,0.0,13.0
2018,Montreal,1060,H7K,5.0,2.0,25.0,4,,25.0,6.0,2.75,1.5
2018,Montreal,1060,J0L,5.0,3.0,28.0,5,,28.0,6.0,2.2,12.2
2018,Montreal,1060,J4M,1.0,1.0,14.0,14,,14.0,1.0,0.0,2.21
2018,Montreal,1060,J4M,2.0,1.0,2.0,1,,2.0,2.0,0.0,1.0
2018,Montreal,1060,J4T,4.0,1.0,3.0,1,,3.0,3.0,0.0,1.0
2018,Montreal,1060,J4V,5.0,2.0,136.0,2,,136.0,68.0,5.0,0.0
2018,Montreal,1060,J5X,5.0,3.0,4.0,1,,4.0,4.0,2.0,0.0
2018,Montreal,1060,J7J,5.0,3.0,83.0,6,,83.0,14.0,3.83,1.6
2018,Montreal,1060,J7M,5.0,2.0,3.0,1,,3.0,3.0,3.0,1.0
2018,Montreal,1060,J7T,5.0,3.0,27.0,3,,27.0,9.0,2.0,0.33
2018,Montreal,1060,H2R,5.0,1.0,2.0,1,,2.0,2.0,3.0,2.0
2018,Montreal,1060,H3K,5.0,2.0,154.0,4,,154.0,39.0,4.25,2.5
2018,Montreal,1060,H3R,1.0,1.0,1.0,1,,1.0,1.0,0.0,2.0
2018,Montreal,1060,H4G,5.0,3.0,20.0,4,,20.0,5.0,2.75,4.33
2018,Montreal,1060,H7L,1.0,1.0,11.0,11,,11.0,1.0,0.0,0.64
2018,Montreal,1060,H7X,5.0,2.0,6.0,1,,6.0,6.0,3.0,0.0
2018,Montreal,1060,H8Z,2.0,1.0,4.0,2,,4.0,2.0,0.0,2.0
2018,Montreal,1060,H9E,1.0,1.0,5.0,5,,5.0,1.0,0.0,4.0
2018,Montreal,1060,J3E,2.0,1.0,4.0,2,,4.0,2.0,0.0,6.5
2018,Montreal,1060,J4K,4.0,1.0,10.0,3,,10.0,3.0,0.0,0.67
2018,Montreal,1060,J4K,4.0,3.0,9.0,3,,9.0,3.0,0.0,1.33
2018,Montreal,1060,J4K,5.0,2.0,76.0,23,,76.0,3.0,2.0,0.96
2018,Montreal,1060,J4Z,4.0,3.0,4.0,1,,4.0,4.0,0.0,6.0
2018,Montreal,1060,J5R,1.0,1.0,27.0,27,,27.0,1.0,0.0,1.96
2018,Montreal,1060,J7L,1.0,1.0,7.0,7,,7.0,1.0,0.0,0.0
2018,Montreal,1060,H2S,5.0,2.0,32.0,2,,32.0,16.0,3.0,3.0
2018,Montreal,1060,H3Y,1.0,1.0,1.0,1,,1.0,1.0,0.0,6.0
2018,Montreal,1060,H4E,5.0,3.0,14.0,4,,14.0,4.0,2.0,3.0
2018,Montreal,1060,H4P,4.0,1.0,7.0,1,,7.0,7.0,0.0,0.0
2018,Montreal,1060,H8N,4.0,1.0,45.0,6,,45.0,8.0,0.0,4.33
2018,Montreal,1060,H9J,1.0,1.0,4.0,4,,4.0,1.0,0.0,3.0
2018,Montreal,1060,H9K,5.0,2.0,90.0,1,,90.0,90.0,4.0,1.0
2018,Montreal,1060,H9P,1.0,1.0,1.0,1,,1.0,1.0,0.0,5.0
2018,Montreal,1060,H9X,4.0,1.0,27.0,6,,27.0,5.0,0.0,0.33
2018,Montreal,1060,J2W,5.0,2.0,38.0,11,1.0,37.0,3.0,2.18,0.73
2018,Montreal,1060,J4Z,5.0,1.0,2.0,1,,2.0,2.0,2.0,0.0
2018,Montreal,1060,J5M,5.0,2.0,53.0,25,21.0,32.0,2.0,0.44,0.72
2018,Montreal,1060,J6R,5.0,3.0,36.0,3,,36.0,12.0,3.0,0.33
2018,Montreal,1060,J7H,4.0,1.0,18.0,1,,18.0,18.0,0.0,0.0
2018,Montreal,1060,J7R,1.0,1.0,36.0,36,,36.0,1.0,0.0,1.64
2018,Montreal,1060,H1A,4.0,1.0,7.0,2,,7.0,4.0,0.0,3.0
2018,Montreal,1060,H1B,5.0,2.0,18.0,4,,18.0,5.0,2.5,0.5
2018,Montreal,1060,H1L,1.0,1.0,1.0,1,,1.0,1.0,0.0,3.0
2018,Montreal,1060,H1W,5.0,3.0,99.0,2,,99.0,50.0,4.5,1.0
2018,Montreal,1060,H2N,2.0,1.0,2.0,1,,2.0,2.0,0.0,11.0
2018,Montreal,1060,H3B,5.0,2.0,314.0,1,,314.0,314.0,39.0,18.0
2018,Montreal,1060,H3L,5.0,2.0,83.0,1,,83.0,83.0,3.0,4.0
2018,Montreal,1060,H4G,1.0,1.0,1.0,1,,1.0,1.0,0.0,4.0
2018,Montreal,1060,H7K,5.0,3.0,28.0,1,,28.0,28.0,6.0,0.0
2018,Montreal,1060,H7L,2.0,1.0,12.0,6,,12.0,2.0,0.0,1.83
2018,Montreal,1060,H7W,1.0,1.0,1.0,1,,1.0,1.0,0.0,0.0
2018,Montreal,1060,H9S,5.0,3.0,50.0,1,,50.0,50.0,6.0,8.0
2018,Montreal,1060,J0L,5.0,2.0,24.0,10,6.0,18.0,2.0,0.8,1.2
2018,Montreal,1060,J0P,1.0,1.0,86.0,86,,86.0,1.0,0.0,1.0
2018,Montreal,1060,J0P,2.0,1.0,32.0,16,,32.0,2.0,0.0,1.88
2018,Montreal,1060,J2X,5.0,1.0,2.0,1,,2.0,2.0,2.0,1.0
2018,Montreal,1060,J3H,2.0,1.0,2.0,1,,2.0,2.0,0.0,0.0
2018,Montreal,1060,J3Y,1.0,1.0,36.0,36,,36.0,1.0,0.0,1.31
2018,Montreal,1060,J3Y,2.0,1.0,52.0,26,,52.0,2.0,0.0,1.42
2018,Montreal,1060,J3Y,5.0,3.0,157.0,10,,157.0,16.0,3.5,2.9
2018,Montreal,1060,J4G,5.0,3.0,6.0,1,,6.0,6.0,2.0,0.0
2018,Montreal,1060,J4J,5.0,2.0,70.0,18,,70.0,4.0,2.06,1.5
2018,Montreal,1060,J4P,2.0,2.0,1.0,1,,1.0,1.0,0.0,0.0
2018,Montreal,1060,J4T,2.0,1.0,4.0,2,,4.0,2.0,0.0,1.5
2018,Montreal,1060,J4Z,5.0,2.0,464.0,10,,464.0,46.0,3.6,2.9
2018,Montreal,1060,J5W,5.0,1.0,4.0,2,,4.0,2.0,2.0,1.0
2018,Montreal,1060,J5Y,5.0,3.0,16.0,1,,16.0,16.0,3.0,13.0
2018,Montreal,1060,J6N,1.0,1.0,17.0,17,,17.0,1.0,0.0,1.94
2018,Montreal,1060,J6W,4.0,1.0,16.0,4,,16.0,4.0,0.0,29.75
2018,Montreal,1060,J7C,5.0,3.0,226.0,10,,226.0,23.0,3.7,2.33
2018,Montreal,1060,J7R,5.0,2.0,16.0,4,2.0,14.0,4.0,1.25,1.75
2018,Montreal,1060,J7V,4.0,3.0,9.0,2,,9.0,5.0,0.0,24.5
2018,Montreal,1060,J7V,5.0,4.0,80.0,1,,80.0,80.0,5.0,5.0
2018,Montreal,1060,J7Y,5.0,2.0,169.0,11,4.0,165.0,15.0,1.82,2.36
2019,Montreal,1060,H1L,5.0,2.0,177.0,11,,177.0,16.0,2.73,6.55
2019,Montreal,1060,H1W,5.0,1.0,2.0,1,,2.0,2.0,2.0,32.0
2019,Montreal,1060,H2X,5.0,3.0,274.0,2,,274.0,137.0,20.0,9.0
2019,Montreal,1060,H4E,5.0,2.0,6.0,2,,6.0,3.0,2.5,5.0
2019,Montreal,1060,H4E,5.0,3.0,9.0,2,,9.0,5.0,3.0,10.0
2019,Montreal,1060,H4V,1.0,1.0,1.0,1,,1.0,1.0,0.0,9.0
2019,Montreal,1060,H7P,1.0,1.0,4.0,4,,4.0,1.0,0.0,0.0
2019,Montreal,1060,H7W,5.0,2.0,6.0,3,1.0,5.0,2.0,1.33,1.33
2019,Montreal,1060,H8Z,1.0,1.0,1.0,1,,1.0,1.0,0.0,2.0
2019,Montreal,1060,H9K,1.0,1.0,4.0,4,,4.0,1.0,0.0,6.0
2019,Montreal,1060,H9R,4.0,1.0,24.0,3,,24.0,8.0,0.0,9.33
2019,Montreal,1060,J4H,1.0,1.0,2.0,2,,2.0,1.0,0.0,0.0
2019,Montreal,1060,J4W,2.0,1.0,8.0,4,,8.0,2.0,0.0,0.75
2019,Montreal,1060,J5R,4.0,3.0,24.0,2,,24.0,12.0,0.0,7.0
2019,Montreal,1060,J6Z,5.0,3.0,6.0,1,,6.0,6.0,2.0,1.0
2019,Montreal,1060,J7H,5.0,2.0,200.0,2,,200.0,100.0,7.5,14.0
2019,Montreal,1060,J7R,1.0,1.0,29.0,29,,29.0,1.0,0.0,3.83
2019,Montreal,1060,H3C,4.0,1.0,12.0,1,,12.0,12.0,0.0,7.0
2019,Montreal,1060,H3J,5.0,3.0,372.0,2,,372.0,186.0,8.0,13.0
2019,Montreal,1060,H3N,5.0,2.0,4.0,1,,4.0,4.0,3.0,2.0
2019,Montreal,1060,J0N,4.0,1.0,12.0,4,,12.0,3.0,0.0,1.25
2019,Montreal,1060,J0P,4.0,2.0,8.0,2,,8.0,4.0,0.0,0.0
2019,Montreal,1060,J2Y,1.0,1.0,7.0,7,,7.0,1.0,0.0,2.14
2019,Montreal,1060,J3N,5.0,2.0,28.0,2,,28.0,14.0,3.5,1.5
2019,Montreal,1060,J4K,5.0,1.0,2.0,1,,2.0,2.0,2.0,0.0
2019,Montreal,1060,J6J,4.0,1.0,15.0,3,,15.0,5.0,0.0,21.0
2019,Montreal,1060,J7C,5.0,3.0,96.0,7,,96.0,14.0,3.29,0.71
2019,Montreal,1060,J7Y,4.0,1.0,6.0,1,,6.0,6.0,0.0,0.0
2019,Montreal,1060,H2K,5.0,3.0,16.0,1,,16.0,16.0,3.0,23.0
2019,Montreal,1060,H2R,5.0,2.0,26.0,4,,26.0,7.0,2.5,2.25
2019,Montreal,1060,H2V,5.0,3.0,3.0,1,,3.0,3.0,3.0,15.0
2019,Montreal,1060,H7K,5.0,2.0,66.0,2,,66.0,33.0,5.0,3.0
2019,Montreal,1060,H7L,2.0,1.0,4.0,2,,4.0,2.0,0.0,5.0
2019,Montreal,1060,H7P,5.0,2.0,99.0,1,,99.0,99.0,15.0,2.0
2019,Montreal,1060,H7X,2.0,1.0,10.0,5,,10.0,2.0,0.0,15.2
2019,Montreal,1060,H9H,1.0,1.0,1.0,1,,1.0,1.0,0.0,5.0
2019,Montreal,1060,J3E,1.0,1.0,16.0,16,,16.0,1.0,0.0,8.19
2019,Montreal,1060,J3E,2.0,1.0,2.0,1,,2.0,2.0,0.0,12.0
2019,Montreal,1060,J3H,4.0,1.0,4.0,1,,4.0,4.0,0.0,1.0
2019,Montreal,1060,J4J,5.0,2.0,36.0,12,,36.0,3.0,2.0,0.58
2019,Montreal,1060,J4M,2.0,1.0,2.0,1,,2.0,2.0,0.0,0.0
2019,Montreal,1060,J4T,2.0,1.0,10.0,5,,10.0,2.0,0.0,0.6
2019,Montreal,1060,J6R,4.0,1.0,22.0,4,,22.0,6.0,0.0,4.0
2019,Montreal,1060,J6R,5.0,1.0,2.0,1,,2.0,2.0,2.0,0.0
2019,Montreal,1060,J7K,5.0,2.0,274.0,18,4.0,270.0,15.0,2.67,9.28
2019,Montreal,1060,J7T,4.0,2.0,3.0,1,,3.0,3.0,0.0,27.0
2019,Montreal,1060,J7Z,5.0,1.0,2.0,1,,2.0,2.0,2.0,0.0
2019,Montreal,1060,H1A,5.0,2.0,40.0,8,,40.0,5.0,2.25,0.88
2019,Montreal,1060,H1E,1.0,1.0,8.0,8,,8.0,1.0,0.0,2.5
2019,Montreal,1060,H1E,2.0,1.0,6.0,3,,6.0,2.0,0.0,10.0
2019,Montreal,1060,H2E,5.0,3.0,3.0,1,,3.0,3.0,3.0,3.0
2019,Montreal,1060,H8Y,1.0,1.0,7.0,7,,7.0,1.0,0.0,4.71
2019,Montreal,1060,H9X,5.0,2.0,13.0,3,,13.0,4.0,2.67,3.0
2019,Montreal,1060,J3G,2.0,1.0,40.0,20,,40.0,2.0,0.0,1.05
2019,Montreal,1060,J5Z,5.0,2.0,345.0,14,,345.0,25.0,3.79,7.5
2019,Montreal,1060,H1P,5.0,3.0,41.0,1,,41.0,41.0,5.0,4.0
2019,Montreal,1060,H2G,5.0,3.0,62.0,3,,62.0,21.0,3.67,0.33
2019,Montreal,1060,H7G,1.0,1.0,2.0,2,,2.0,1.0,0.0,4.5
2019,Montreal,1060,H9K,5.0,3.0,45.0,1,,45.0,45.0,4.0,9.0
2019,Montreal,1060,J0L,1.0,1.0,81.0,81,,81.0,1.0,0.0,1.2
2019,Montreal,1060,J2X,5.0,1.0,2.0,1,,2.0,2.0,2.0,0.0
2019,Montreal,1060,J4L,1.0,1.0,1.0,1,,1.0,1.0,0.0,0.0
2019,Montreal,1060,J5B,1.0,1.0,2.0,2,,2.0,1.0,0.0,3.0
2019,Montreal,1060,J5C,4.0,1.0,4.0,1,,4.0,4.0,0.0,0.0
2019,Montreal,1060,J5Y,1.0,1.0,6.0,6,,6.0,1.0,0.0,0.0
2019,Montreal,1060,J6Y,1.0,1.0,22.0,22,,22.0,1.0,0.0,3.36
2019,Montreal,1060,J7L,1.0,1.0,8.0,8,,8.0,1.0,0.0,4.0
2019,Montreal,1060,J7Z,2.0,1.0,32.0,16,,32.0,2.0,0.0,0.63
2019,Montreal,1060,J7Z,5.0,3.0,24.0,2,,24.0,12.0,3.0,1.0
2019,Montreal,1060,H1H,2.0,1.0,2.0,1,,2.0,2.0,0.0,2.0
2019,Montreal,1060,H1H,4.0,3.0,3.0,1,,3.0,3.0,0.0,0.0
2019,Montreal,1060,H3C,5.0,3.0,632.0,3,,632.0,211.0,23.0,16.33
2019,Montreal,1060,H3E,5.0,3.0,396.0,2,,396.0,198.0,20.0,42.0
2019,Montreal,1060,H9C,1.0,1.0,12.0,12,,12.0,1.0,0.0,2.67
2019,Montreal,1060,J3L,2.0,1.0,56.0,28,,56.0,2.0,0.0,0.89
2019,Montreal,1060,J5L,5.0,2.0,33.0,14,9.0,24.0,2.0,0.79,1.57
2019,Montreal,1060,J6K,5.0,3.0,8.0,1,,8.0,8.0,3.0,2.0
2019,Montreal,1060,J6Z,5.0,1.0,4.0,2,,4.0,2.0,2.0,0.5
2019,Montreal,1060,J7Z,5.0,2.0,47.0,12,2.0,45.0,4.0,1.75,2.58
2019,Montreal,1060,H1H,5.0,2.0,90.0,5,,90.0,18.0,3.6,4.2
2019,Montreal,1060,H1K,1.0,1.0,5.0,5,,5.0,1.0,0.0,11.6
2019,Montreal,1060,H1Z,5.0,4.0,71.0,1,,71.0,71.0,7.0,4.0
2019,Montreal,1060,H2L,5.0,3.0,213.0,3,,213.0,71.0,8.0,5.0
2019,Montreal,1060,H3K,5.0,2.0,211.0,2,,211.0,106.0,8.5,7.5
2019,Montreal,1060,H3N,5.0,3.0,39.0,1,,39.0,39.0,4.0,7.0
2019,Montreal,1060,H3S,1.0,1.0,1.0,1,,1.0,1.0,0.0,3.0
2019,Montreal,1060,H7E,5.0,2.0,40.0,7,,40.0,6.0,2.71,1.29
2019,Montreal,1060,H9W,4.0,1.0,6.0,1,,6.0,6.0,0.0,5.0
2019,Montreal,1060,J0P,5.0,1.0,2.0,1,,2.0,2.0,2.0,1.0
2019,Montreal,1060,J3B,4.0,1.0,3.0,1,,3.0,3.0,0.0,22.0
2019,Montreal,1060,J3E,5.0,2.0,462.0,2,,462.0,231.0,8.5,4.5
2019,Montreal,1060,J3H,1.0,1.0,29.0,29,,29.0,1.0,0.0,1.31
2019,Montreal,1060,J3X,1.0,1.0,10.0,10,,10.0,1.0,0.0,1.0
2019,Montreal,1060,J4M,5.0,3.0,118.0,9,,118.0,13.0,2.44,2.33
2019,Montreal,1060,J4T,5.0,2.0,254.0,66,2.0,252.0,4.0,1.97,1.17
2019,Montreal,1060,J5R,5.0,3.0,61.0,10,,61.0,6.0,2.4,8.0
2019,Montreal,1060,J5W,5.0,2.0,63.0,4,1.0,62.0,16.0,2.0,8.25
2019,Montreal,1060,J5Y,2.0,1.0,2.0,1,,2.0,2.0,0.0,0.0
2019,Montreal,1060,J5Y,5.0,2.0,7.0,2,1.0,6.0,4.0,1.5,25.0
2019,Montreal,1060,J5Z,1.0,1.0,15.0,15,,15.0,1.0,0.0,4.0
2019,Montreal,1060,J6J,2.0,1.0,4.0,2,,4.0,2.0,0.0,0.0
2019,Montreal,1060,J6W,5.0,2.0,243.0,21,1.0,242.0,12.0,2.62,4.48
2019,Montreal,1060,J6Z,5.0,2.0,16.0,3,,16.0,5.0,1.67,10.67
2019,Montreal,1060,J7L,5.0,2.0,2.0,2,2.0,,1.0,0.0,0.5
2019,Montreal,1060,J7N,4.0,2.0,6.0,2,,6.0,3.0,0.0,26.0
2019,Montreal,1060,J7T,1.0,1.0,121.0,121,,121.0,1.0,0.0,0.76
2019,Montreal,1060,J7V,2.0,1.0,4.0,2,,4.0,2.0,0.0,0.0
2019,Montreal,1060,H2B,5.0,2.0,4.0,1,,4.0,4.0,2.0,0.0
2019,Montreal,1060,H2L,5.0,2.0,1.0,1,,1.0,1.0,3.0,0.0
2019,Montreal,1060,H2P,5.0,2.0,9.0,1,,9.0,9.0,2.0,0.0
2019,Montreal,1060,H2S,5.0,2.0,11.0,3,,11.0,4.0,3.0,0.33
2019,Montreal,1060,H3K,5.0,3.0,151.0,4,,151.0,38.0,3.0,5.25
