reference_period,metro,metcode,dweltype,mkttycd,total_starts,starts_accsuite,starts_no_accsuite,num_structures,unitsperstructure,avgstorycount,avgpermit_to_start_time,bachelor_units,one_bedrooms,two_bedrooms,three_bedrooms,four_bedrooms,tot_units,total_avg_unitsize_sqm,total_avg_unitsize_sqft,total_avg_price,total_min_price,total_max_price,population,starts_per_10kpop
2007-09-01,Vancouver,2410,5.0,2.0,482.0,,,96,5.02,2.0,1.02,,,,,,,,,,,,2248043.41,2.14
2007-02-01,Vancouver,2410,5.0,3.0,12376.0,,,149,83.06,9.87,3.27,,,,,,,,,,,,2248043.41,55.05
2007-07-01,Vancouver,2410,1.0,3.0,76.0,,,76,1.0,0.0,3.13,,,,,,,,,,,,2248043.41,0.34
2007-01-01,Vancouver,2410,2.0,3.0,306.0,,,153,2.0,0.0,3.55,,,,,,,,,,,,2248043.41,1.36
2007-03-01,Vancouver,2410,5.0,1.0,354.0,,,177,2.0,1.96,0.52,,,,,,,,,,,,2248043.41,1.57
2007-01-01,Vancouver,2410,4.0,3.0,2493.0,,,461,5.41,0.19,2.0,,,,,,,,,,,,2248043.41,11.09
2007-06-01,Vancouver,2410,4.0,2.0,126.0,,,7,18.0,0.0,0.0,,,,,,,,,,,,2248043.41,0.56
2007-01-01,Vancouver,2410,2.0,1.0,372.0,,,186,2.0,0.0,0.67,,,,,,,,,,,,2248043.41,1.65
2008-03-01,Vancouver,2410,1.0,1.0,3586.0,,,3586,1.0,0.0,0.55,,,,,,,,,,,,2295908.66,15.62
2008-07-01,Vancouver,2410,5.0,2.0,729.0,,,223,3.27,2.0,0.63,,,,,,,,,,,,2295908.66,3.18
2008-01-01,Vancouver,2410,2.0,1.0,373.0,,,187,1.99,0.0,0.76,,,,,,,,,,,,2295908.66,1.62
2008-03-01,Vancouver,2410,2.0,3.0,336.0,,,168,2.0,0.0,5.71,,,,,,,,,,,,2295908.66,1.46
2008-03-01,Vancouver,2410,5.0,3.0,11496.0,,,143,80.39,8.51,3.55,,,,,,,,,,,,2295908.66,50.07
2008-03-01,Vancouver,2410,1.0,3.0,29.0,,,29,1.0,0.0,4.97,,,,,,,,,,,,2295908.66,0.13
2008-02-01,Vancouver,2410,4.0,1.0,3.0,,,1,3.0,0.0,6.0,,,,,,,,,,,,2295908.66,0.01
2008-02-01,Vancouver,2410,5.0,1.0,714.0,,,357,2.0,1.97,0.52,,,,,,,,,,,,2295908.66,3.11
2008-10-01,Vancouver,2410,1.0,2.0,19.0,,,19,1.0,0.0,0.63,,,,,,,,,,,,2295908.66,0.08
2008-02-01,Vancouver,2410,4.0,3.0,2306.0,,,433,5.33,0.31,3.22,,,,,,,,,,,,2295908.66,10.04
2009-12-01,Vancouver,2410,2.0,1.0,176.0,,,88,2.0,0.0,0.69,,,,,,,,,,,,2340698.16,0.75
2009-10-01,Vancouver,2410,4.0,3.0,1634.0,,,304,5.38,0.15,5.52,,,24,117,35,176,9.590909090909092,103.23558636363636,413495.45454545453,294900.0,624900.0,2340698.16,6.98
2009-05-01,Vancouver,2410,1.0,3.0,17.0,,,17,1.0,0.0,2.65,,,,,,,,,,,,2340698.16,0.07
2009-07-01,Vancouver,2410,4.0,1.0,11.0,,,3,3.67,0.0,2.67,,,,,,,,,,,,2340698.16,0.05
2009-10-01,Vancouver,2410,1.0,1.0,2888.0,,,2888,1.0,0.0,1.02,,,,,,,,,,,,2340698.16,12.34
2009-03-01,Vancouver,2410,5.0,3.0,2355.0,,,36,65.42,8.97,3.72,,127,87,,,214,0.0,0.0,525904.6728971963,395900.0,808900.0,2340698.16,10.06
2009-09-01,Vancouver,2410,4.0,2.0,5.0,,,1,5.0,2.0,5.0,,,,,,,,,,,,2340698.16,0.02
2009-12-01,Vancouver,2410,5.0,2.0,418.0,,,188,2.22,1.99,0.89,,,,,,,,,,,,2340698.16,1.79
2009-08-01,Vancouver,2410,2.0,3.0,154.0,,,77,2.0,0.0,5.08,,,,,,,,,,,,2340698.16,0.66
2009-11-01,Vancouver,2410,5.0,1.0,652.0,,,326,2.0,1.96,0.63,,,,,,,,,,,,2340698.16,2.79
2009-11-01,Vancouver,2410,1.0,2.0,24.0,,,24,1.0,0.0,1.46,,,,,,,,,,,,2340698.16,0.1
2009-06-01,Vancouver,2410,4.0,0.0,5.0,,,1,5.0,0.0,9.0,,,,,,,,,,,,2340698.16,0.02
2010-10-01,Vancouver,2410,4.0,1.0,9.0,,9.0,2,4.5,0.0,3.0,,,,5,,5,0.0,0.0,411900.0,411900.0,411900.0,2369558.16,0.04
2010-06-01,Vancouver,2410,4.0,3.0,2315.0,,2315.0,437,5.3,0.17,2.72,,,83,128,66,277,46.65342960288809,502.17285090252716,421366.678700361,0.0,1969968.0,2369558.16,9.77
2010-01-01,Vancouver,2410,1.0,1.0,4287.0,,4287.0,4287,1.0,0.0,0.59,,,,,,,,,,,,2369558.16,18.09
2010-06-01,Vancouver,2410,1.0,3.0,39.0,,39.0,39,1.0,0.0,3.95,,,,,,,,,,,,2369558.16,0.16
2010-09-01,Vancouver,2410,2.0,3.0,152.0,,152.0,76,2.0,0.0,3.78,,,,,,,,,,,,2369558.16,0.64
2010-01-01,Vancouver,2410,2.0,1.0,262.0,,262.0,131,2.0,0.0,0.36,,,,,,,,,,,,2369558.16,1.11
2010-03-01,Vancouver,2410,5.0,2.0,847.0,,847.0,187,4.53,2.04,1.51,,,,,,,,,,,,2369558.16,3.57
2010-06-01,Vancouver,2410,5.0,3.0,5793.0,,5793.0,76,76.22,6.61,1.95,30,643,773,29,,1475,50.330169491525425,541.7489113898306,385979.3084745763,0.0,2278900.0,2369558.16,24.45
2010-05-01,Vancouver,2410,1.0,2.0,207.0,,207.0,207,1.0,0.0,0.34,,,,,,,,,,,,2369558.16,0.87
2010-12-01,Vancouver,2410,5.0,1.0,1306.0,,1306.0,590,2.21,1.77,0.36,,,,,1,1,0.0,0.0,2250000.0,2250000.0,2250000.0,2369558.16,5.51
2011-01-01,Vancouver,2410,4.0,3.0,2819.0,,2819.0,534,5.28,0.29,2.4,,,158,475,28,661,86.64145234493192,932.5999288956126,381116.61422087747,0.0,934110.0,2413758.0,11.68
2011-06-01,Vancouver,2410,1.0,3.0,36.0,,36.0,36,1.0,0.0,2.17,,,,,,,,,,,,2413758.0,0.15
2011-04-01,Vancouver,2410,4.0,1.0,17.0,,17.0,4,4.25,0.0,4.0,,,,,4,4,200.5,2158.1619499999997,553371.25,525999.0,572343.0,2413758.0,0.07
2011-02-01,Vancouver,2410,5.0,3.0,7177.0,,7177.0,104,69.01,6.27,2.89,42,934,784,30,,1790,63.982122905027936,688.6971727374298,398782.18603351957,0.0,2569800.0,2413758.0,29.73
2011-02-01,Vancouver,2410,2.0,3.0,244.0,,244.0,122,2.0,0.0,2.41,,,,,,,,,,,,2413758.0,1.01
2011-02-01,Vancouver,2410,5.0,1.0,2225.0,,2225.0,1113,2.0,1.51,0.46,,,,,,,,,,,,2413758.0,9.22
2011-03-01,Vancouver,2410,1.0,1.0,3336.0,,3336.0,3336,1.0,0.0,0.74,,,,,,,,,,,,2413758.0,13.82
2011-04-01,Vancouver,2410,2.0,1.0,258.0,,258.0,129,2.0,0.0,0.42,,,,,,,,,,,,2413758.0,1.07
2011-01-01,Vancouver,2410,1.0,2.0,314.0,,314.0,314,1.0,0.0,0.91,,,,,,,,,,,,2413758.0,1.3
2011-01-01,Vancouver,2410,5.0,2.0,1441.0,,1441.0,45,32.02,2.44,1.38,,,,,,,,,,,,2413758.0,5.97
2012-07-01,Vancouver,2410,1.0,2.0,404.0,,404.0,404,1.0,0.0,1.4,,,,,,,,,,,,2453661.88,1.65
2012-01-01,Vancouver,2410,1.0,1.0,2943.0,,2943.0,2943,1.0,0.0,0.8,,,,,,,,,,,,2453661.88,11.99
2012-12-01,Vancouver,2410,4.0,1.0,96.0,,96.0,18,5.33,0.0,3.5,,,,2,,2,0.0,0.0,824900.0,699900.0,949900.0,2453661.88,0.39
2012-02-01,Vancouver,2410,5.0,1.0,2288.0,,2288.0,1138,2.01,1.79,0.71,,,,,,,,,,,,2453661.88,9.32
2012-09-01,Vancouver,2410,2.0,3.0,152.0,,152.0,76,2.0,0.0,1.51,,,,,,,,,,,,2453661.88,0.62
2012-03-01,Vancouver,2410,1.0,3.0,34.0,,34.0,34,1.0,0.0,2.47,,,,,,,,,,,,2453661.88,0.14
2012-08-01,Vancouver,2410,2.0,1.0,328.0,,328.0,164,2.0,0.0,0.92,,,,,,,,,,,,2453661.88,1.34
2012-04-01,Vancouver,2410,4.0,3.0,2293.0,,2293.0,402,5.7,0.1,1.87,,,67,184,10,261,63.81226053639847,686.8687911877394,328419.1570881226,0.0,700000.0,2453661.88,9.35
2012-10-01,Vancouver,2410,5.0,3.0,9616.0,,9616.0,140,68.69,7.74,4.23,25,249,535,37,,846,61.71158392434988,664.25731820331,420490.57919621747,167895.0,1799000.0,2453661.88,39.19
2012-05-01,Vancouver,2410,5.0,2.0,873.0,,873.0,33,26.45,2.55,1.36,,,,,,,,,,,,2453661.88,3.56
2013-07-01,Vancouver,2410,2.0,3.0,142.0,,142.0,71,2.0,0.0,1.83,,,,,,,,,,,,2502439.06,0.57
2013-01-01,Vancouver,2410,5.0,2.0,2622.0,,2622.0,1110,2.36,0.56,0.52,,,,,,,,,,,,2502439.06,10.48
2013-09-01,Vancouver,2410,5.0,3.0,9185.0,,9185.0,115,79.87,8.46,4.23,19,898,739,53,,1709,41.435927442949094,446.01217940316,356957.61263897014,0.0,1699000.0,2502439.06,36.7
2013-06-01,Vancouver,2410,5.0,1.0,2.0,,2.0,1,2.0,2.0,9.0,,,,,,,,,,,,2502439.06,0.01
2013-12-01,Vancouver,2410,2.0,1.0,368.0,,368.0,184,2.0,0.0,1.46,,,,,,,,,,,,2502439.06,1.47
2013-10-01,Vancouver,2410,4.0,1.0,16.0,,16.0,4,4.0,0.0,0.5,,,,,,,,,,,,2502439.06,0.06
2013-02-01,Vancouver,2410,4.0,3.0,2349.0,,2349.0,426,5.51,0.15,1.95,,,40,95,9,144,117.20833333333333,1261.6187791666666,391472.9166666667,0.0,549900.0,2502439.06,9.39
2013-04-01,Vancouver,2410,1.0,3.0,31.0,,31.0,31,1.0,0.0,1.65,,,,,,,,,,,,2502439.06,0.12
2013-02-01,Vancouver,2410,1.0,1.0,3454.0,,3454.0,3454,1.0,0.0,0.82,,,,,,,,,,,,2502439.06,13.8
2013-11-01,Vancouver,2410,4.0,2.0,8.0,,8.0,1,8.0,0.0,6.0,,,,,,,,,,,,2502439.06,0.03
2013-05-01,Vancouver,2410,1.0,2.0,519.0,,519.0,519,1.0,0.0,1.73,,,,,,,,,,,,2502439.06,2.07
2014-05-01,Vancouver,2410,1.0,2.0,433.0,,433.0,433,1.0,0.0,1.47,,,,,,,,,,,,2539789.5,1.7
2014-04-01,Vancouver,2410,5.0,1.0,102.0,,102.0,1,102.0,4.0,4.0,,72,10,,,82,0.0,0.0,0.0,0.0,0.0,2539789.5,0.4
2014-11-01,Vancouver,2410,2.0,1.0,328.0,,328.0,164,2.0,0.0,0.62,,,,,,,,,,,,2539789.5,1.29
2014-12-01,Vancouver,2410,5.0,3.0,8666.0,,8666.0,123,70.46,6.94,4.18,8,757,1174,111,2,2052,55.916179337231966,601.8761627680311,161830.1505847953,0.0,2898000.0,2539789.5,34.12
2014-08-01,Vancouver,2410,4.0,1.0,4.0,,4.0,1,4.0,0.0,0.0,,,,,,,,,,,,2539789.5,0.02
2014-02-01,Vancouver,2410,4.0,3.0,2675.0,,2675.0,480,5.57,0.18,2.23,,,52,233,14,299,130.93311036789297,1409.3509066889635,183018.6889632107,0.0,945000.0,2539789.5,10.53
2014-01-01,Vancouver,2410,5.0,2.0,2843.0,1057.0,1786.0,1605,1.77,0.16,0.5,,,,,,,,,,,,2539789.5,11.19
2014-06-01,Vancouver,2410,1.0,1.0,3920.0,,3920.0,3920,1.0,0.0,0.67,,,,,,,,,,,,2539789.5,15.43
2014-07-01,Vancouver,2410,4.0,4.0,30.0,,30.0,5,6.0,0.0,4.4,,,,,,,,,,,,2539789.5,0.12
2014-12-01,Vancouver,2410,2.0,3.0,180.0,,180.0,90,2.0,0.0,2.92,,,,,,,,,,,,2539789.5,0.71
2014-10-01,Vancouver,2410,4.0,2.0,10.0,,10.0,1,10.0,0.0,0.0,,,,,,,,,,,,2539789.5,0.04
2014-06-01,Vancouver,2410,1.0,3.0,21.0,,21.0,21,1.0,0.0,2.33,,,,,,,,,,,,2539789.5,0.08
2015-02-01,Vancouver,2410,4.0,3.0,2454.0,,2454.0,417,5.88,0.0,1.75,,1,64,210,112,387,140.01291989664082,1507.085068475452,345044.0516795866,0.0,1349900.0,2577770.0,9.52
2015-06-01,Vancouver,2410,2.0,3.0,178.0,,178.0,89,2.0,0.0,3.25,,,,,,,,,,,,2577770.0,0.69
2015-08-01,Vancouver,2410,5.0,1.0,57.0,,57.0,1,57.0,9.0,5.0,,50,4,3,,57,31.719298245614034,341.42335438596484,493740.350877193,334900.0,1461900.0,2577770.0,0.22
2015-07-01,Vancouver,2410,5.0,3.0,9901.0,,9901.0,100,99.01,10.66,5.54,25,1286,1596,240,,3147,66.1035907213219,711.5324401652367,288465.8026692088,0.0,2499900.0,2577770.0,38.41
2015-12-01,Vancouver,2410,1.0,3.0,66.0,,66.0,66,1.0,0.0,2.56,,,,,,,,,,,,2577770.0,0.26
2015-05-01,Vancouver,2410,5.0,2.0,3285.0,1690.0,1595.0,1706,1.93,0.1,0.61,,,,,,,,,,,,2577770.0,12.74
2015-01-01,Vancouver,2410,1.0,2.0,525.0,,525.0,525,1.0,0.0,1.54,,,,,,,,,,,,2577770.0,2.04
2015-01-01,Vancouver,2410,1.0,1.0,4031.0,,4031.0,4031,1.0,0.0,0.74,,,,,,,,,,,,2577770.0,15.64
2015-12-01,Vancouver,2410,4.0,1.0,58.0,,58.0,14,4.14,0.0,0.79,,,,20,,20,0.0,0.0,360600.0,329900.0,395900.0,2577770.0,0.23
2015-02-01,Vancouver,2410,2.0,1.0,308.0,,308.0,154,2.0,0.0,0.82,,,,,,,,,,,,2577770.0,1.19
2016-06-01,Vancouver,2410,1.0,1.0,4394.0,,4394.0,4394,1.0,0.0,0.98,,,,,,,,,,,,2611912.25,16.82
2016-06-01,Vancouver,2410,4.0,1.0,51.0,,51.0,11,4.64,0.0,1.55,,,,,,,,,,,,2611912.25,0.2
2016-09-01,Vancouver,2410,5.0,4.0,90.0,,90.0,2,45.0,3.0,10.0,,,,,,,,,,,,2611912.25,0.34
2016-01-01,Vancouver,2410,1.0,2.0,630.0,,630.0,630,1.0,0.0,1.78,,,,,,,,,,,,2611912.25,2.41
2016-12-01,Vancouver,2410,4.0,2.0,32.0,,32.0,1,32.0,0.0,12.0,,,,,,,,,,,,2611912.25,0.12
2016-01-01,Vancouver,2410,5.0,2.0,6177.0,2018.0,4159.0,2044,3.02,0.22,0.9,,,10,9,,19,122.94736842105263,1323.3931789473684,869047.6315789474,777000.0,1188900.0,2611912.25,23.65
2016-09-01,Vancouver,2410,2.0,1.0,282.0,,282.0,141,2.0,0.0,1.46,,,,,,,,,,,,2611912.25,1.08
2016-07-01,Vancouver,2410,5.0,3.0,12620.0,,12620.0,144,87.64,10.1,5.92,54,1206,1367,253,,2880,67.31979166666666,724.6235055208332,310854.50416666665,0.0,4300000.0,2611912.25,48.32
2016-07-01,Vancouver,2410,1.0,3.0,145.0,,145.0,145,1.0,0.0,3.13,,,,,,,,,,,,2611912.25,0.56
2016-01-01,Vancouver,2410,4.0,3.0,3315.0,,3315.0,621,5.34,0.0,1.99,,,21,184,137,342,146.87134502923976,1580.9084707602337,800520.3947368421,0.0,2000000.0,2611912.25,12.69
2016-04-01,Vancouver,2410,2.0,3.0,146.0,,146.0,73,2.0,0.0,2.23,,,,,,,,,,,,2611912.25,0.56
2016-06-01,Vancouver,2410,5.0,1.0,30.0,,30.0,1,30.0,4.0,9.0,,1,1,,,2,0.0,0.0,349900.0,329900.0,369900.0,2611912.25,0.11
2016-01-01,Vancouver,2410,2.0,2.0,2.0,,2.0,1,2.0,0.0,1.0,,,,,,,,,,,,2611912.25,0.01
2017-01-01,Vancouver,2410,4.0,3.0,3321.0,,3321.0,599,5.54,0.0,5.03,,,55,190,78,323,105.57160990712073,1136.362251879257,599746.9721362229,0.0,1759800.0,2652526.91,12.52
2017-01-01,Vancouver,2410,1.0,1.0,4235.0,,4235.0,4235,1.0,0.0,2.35,,,,,,,,,,,,2652526.91,15.97
2017-08-01,Vancouver,2410,2.0,3.0,142.0,,142.0,71,2.0,0.0,9.2,,,,,,,,,,,,2652526.91,0.54
2017-12-01,Vancouver,2410,4.0,2.0,1.0,,1.0,1,1.0,0.0,0.0,,,,,,,,,,,,2652526.91,0.0
2017-06-01,Vancouver,2410,4.0,1.0,64.0,,64.0,12,5.33,0.0,2.0,,,,,,,,,,,,2652526.91,0.24
2017-04-01,Vancouver,2410,5.0,2.0,4027.0,1950.0,2077.0,2001,2.01,0.11,1.67,,,,3,,3,146.0,1571.5294000000001,1159900.0,1159900.0,1159900.0,2652526.91,15.18
2017-01-01,Vancouver,2410,1.0,2.0,563.0,,563.0,563,1.0,0.0,3.28,,,,,,,,,,,,2652526.91,2.12
2017-10-01,Vancouver,2410,5.0,3.0,13471.0,,13471.0,130,103.62,10.55,5.6,63,732,899,163,2,1859,75.37036578805804,811.2790803060786,162182.5793437332,0.0,6403959.0,2652526.91,50.79
2017-11-01,Vancouver,2410,2.0,1.0,267.0,,267.0,134,1.99,0.0,4.49,,,,,,,,,,,,2652526.91,1.01
2017-01-01,Vancouver,2410,1.0,3.0,113.0,,113.0,113,1.0,0.0,5.21,,,,,,,,,,,,2652526.91,0.43
2018-01-01,Vancouver,2410,4.0,1.0,6.0,,6.0,1,6.0,0.0,7.0,,,,,,,,,,,,2704459.53,0.02
2018-07-01,Vancouver,2410,2.0,3.0,152.0,,152.0,76,2.0,0.0,3.62,,,,,,,,,,,,2704459.53,0.56
2018-01-01,Vancouver,2410,5.0,1.0,8.0,,8.0,1,8.0,2.0,7.0,,,,,,,,,,,,2704459.53,0.03
2018-10-01,Vancouver,2410,5.0,3.0,10260.0,,10260.0,161,63.73,7.73,4.67,4,153,551,112,,820,75.88313414634146,816.798467637805,507245.47926829266,0.0,1.05E7,2704459.53,37.94
2018-09-01,Vancouver,2410,1.0,2.0,797.0,,797.0,797,1.0,0.0,2.07,,,,,,,,,,,,2704459.53,2.95
2018-09-01,Vancouver,2410,1.0,3.0,27.0,,27.0,27,1.0,0.0,2.22,,,,,,,,,,,,2704459.53,0.1
2018-08-01,Vancouver,2410,2.0,1.0,266.0,,266.0,133,2.0,0.0,0.89,,,,,,,,,,,,2704459.53,0.98
2018-01-01,Vancouver,2410,1.0,1.0,3768.0,,3768.0,3768,1.0,0.0,1.42,,,,,,,,,,,,2704459.53,13.93
2018-05-01,Vancouver,2410,4.0,2.0,6.0,,6.0,1,6.0,0.0,0.0,,,,,,,,,,,,2704459.53,0.02
2018-03-01,Vancouver,2410,4.0,3.0,2492.0,,2492.0,438,5.69,0.0,4.1,,,13,125,55,193,137.67875647668396,1481.960366839378,776848.5233160622,0.0,1680000.0,2704459.53,9.21
2018-03-01,Vancouver,2410,5.0,2.0,5620.0,2014.0,3606.0,2129,2.64,0.19,1.09,,,,,,,,,,,,2704459.53,20.78
2018-11-01,Vancouver,2410,2.0,2.0,2.0,,2.0,1,2.0,0.0,5.0,,,,,,,,,,,,2704459.53,0.01
2019-01-01,Vancouver,2410,1.0,1.0,2746.0,,2746.0,2746,1.0,0.0,1.47,,,,,,,,,,,,2740702.84,10.02
2019-04-01,Vancouver,2410,1.0,3.0,25.0,,25.0,25,1.0,0.0,4.68,,,,,,,,,,,,2740702.84,0.09
2019-09-01,Vancouver,2410,2.0,3.0,234.0,,234.0,117,2.0,0.0,8.7,,,,,,,,,,,,2740702.84,0.85
2019-10-01,Vancouver,2410,4.0,2.0,12.0,,12.0,2,6.0,0.0,0.0,,,,,,,,,,,,2740702.84,0.04
2019-01-01,Vancouver,2410,5.0,2.0,6060.0,1769.0,4291.0,1814,3.34,0.29,1.14,,,3,7,13,23,182.8947826086956,1968.6611505217388,1779043.4782608696,1499900.0,2800000.0,2740702.84,22.11
2019-05-01,Vancouver,2410,5.0,3.0,15261.0,,15261.0,152,100.4,11.85,4.9,27,1411,2106,443,9,3996,78.04466966966969,840.0650198573575,588493.1666666666,0.0,9000000.0,2740702.84,55.68
2019-04-01,Vancouver,2410,4.0,3.0,2852.0,,2852.0,531,5.37,0.0,5.07,,,50,412,134,596,148.48642617449661,1598.293042699664,828655.8775167785,0.0,2800000.0,2740702.84,10.41
2019-01-01,Vancouver,2410,2.0,1.0,296.0,,296.0,148,2.0,0.0,1.47,,,,,,,,,,,,2740702.84,1.08
2019-04-01,Vancouver,2410,1.0,2.0,655.0,,655.0,655,1.0,0.0,3.25,,,,,,,,,,,,2740702.84,2.39
2020-02-01,Vancouver,2410,2.0,3.0,232.0,,232.0,116,2.0,0.0,7.16,,,,,,,,,,,,2756901.97,0.84
2020-04-01,Vancouver,2410,5.0,2.0,5207.0,1712.0,3495.0,1780,2.93,0.41,1.47,,128,99,38,,265,77.84079245283023,837.8705058830201,786931.3773584906,0.0,2614900.0,2756901.97,18.89
2020-02-01,Vancouver,2410,5.0,4.0,27.0,,27.0,1,27.0,5.0,5.0,,,,,,,,,,,,2756901.97,0.1
2020-02-01,Vancouver,2410,5.0,3.0,10788.0,,10788.0,117,92.21,11.08,5.79,20,789,991,255,21,2076,84.72029865125236,911.9208226522165,947781.2403660886,0.0,9500000.0,2756901.97,39.13
2020-02-01,Vancouver,2410,1.0,3.0,49.0,,49.0,49,1.0,0.0,2.02,,,,,,,,,,,,2756901.97,0.18
2020-08-01,Vancouver,2410,4.0,3.0,2628.0,,2628.0,486,5.41,0.0,6.55,,,37,439,203,679,138.5860088365243,1491.725940515463,610509.7083946981,0.0,2204790.0,2756901.97,9.53
2020-02-01,Vancouver,2410,1.0,1.0,2536.0,,2536.0,2536,1.0,0.0,1.54,,,,,,,,,,,,2756901.97,9.2
2020-03-01,Vancouver,2410,1.0,2.0,500.0,,500.0,500,1.0,0.0,3.01,,,,,,,,,,,,2756901.97,1.81
2020-06-01,Vancouver,2410,2.0,1.0,404.0,,404.0,202,2.0,0.0,2.12,,,,,,,,,,,,2756901.97,1.47
2021-06-01,Vancouver,2410,1.0,3.0,56.0,,56.0,56,1.0,0.0,3.45,,,,,,,,,,,,2827421.09,0.2
2021-12-01,Vancouver,2410,2.0,3.0,156.0,,156.0,78,2.0,0.0,12.21,,,,,,,,,,,,2827421.09,0.55
2021-01-01,Vancouver,2410,2.0,1.0,492.0,,492.0,246,2.0,0.0,1.3,,,,,,,,,,,,2827421.09,1.74
2021-08-01,Vancouver,2410,4.0,3.0,2877.0,,2877.0,553,5.2,0.0,5.05,,,9,469,164,642,128.86862928348904,1387.1290387445479,584166.9579439253,0.0,1550900.0,2827421.09,10.18
2021-01-01,Vancouver,2410,5.0,2.0,6269.0,1848.0,4421.0,1850,3.39,0.33,1.53,,,,20,4,24,143.14666666666665,1540.816405333333,1182695.8333333333,969900.0,1399900.0,2827421.09,22.17
2021-04-01,Vancouver,2410,1.0,1.0,2571.0,,2571.0,2571,1.0,0.0,1.83,,,,,,,,,,,,2827421.09,9.09
2021-10-01,Vancouver,2410,5.0,3.0,13178.0,,13178.0,144,91.51,10.22,6.67,120,702,1193,324,7,2346,74.90305626598463,806.2490073414323,414928.2988064791,0.0,3100000.0,2827421.09,46.61
2021-07-01,Vancouver,2410,4.0,2.0,26.0,,26.0,4,6.5,0.0,5.0,,,,,,,,,,,,2827421.09,0.09
2021-10-01,Vancouver,2410,1.0,2.0,388.0,,388.0,388,1.0,0.0,3.33,,,,,,,,,,,,2827421.09,1.37
2022-06-01,Vancouver,2410,5.0,3.0,9917.0,,9917.0,113,87.76,10.11,6.05,100,616,830,175,5,1726,72.04180764774043,775.4508133395133,875028.0701042874,0.0,3990000.0,2934407.48,33.8
2022-04-01,Vancouver,2410,4.0,3.0,2261.0,,2261.0,436,5.19,0.0,4.68,,,35,248,220,503,147.79192842942342,1590.817538421471,956238.8051689861,0.0,2099000.0,2934407.48,7.71
2022-09-01,Vancouver,2410,4.0,1.0,4.0,,4.0,1,4.0,0.0,0.0,,,,,,,,,,,,2934407.48,0.01
2022-05-01,Vancouver,2410,1.0,2.0,498.0,,498.0,498,1.0,0.0,3.57,,,,,,,,,,,,2934407.48,1.7
2022-04-01,Vancouver,2410,1.0,3.0,17.0,,17.0,17,1.0,0.0,4.59,,,,,,,,,,,,2934407.48,0.06
2022-02-01,Vancouver,2410,5.0,2.0,9369.0,2228.0,7141.0,2195,4.27,0.49,1.79,,,,4,4,8,148.37624999999997,1597.1071173749997,0.0,0.0,0.0,2934407.48,31.93
2022-02-01,Vancouver,2410,1.0,1.0,2877.0,,2877.0,2877,1.0,0.0,1.84,,,,,,,,,,,,2934407.48,9.8
2022-07-01,Vancouver,2410,2.0,1.0,880.0,,880.0,440,2.0,0.0,2.25,,,,,,,,,,,,2934407.48,3.0
2022-05-01,Vancouver,2410,2.0,3.0,158.0,,158.0,79,2.0,0.0,4.7,,,,,,,,,,,,2934407.48,0.54
2022-02-01,Vancouver,2410,5.0,1.0,2.0,,2.0,1,2.0,0.0,3.0,,,,,,,,,,,,2934407.48,0.01
2023-11-01,Vancouver,2410,5.0,1.0,1.0,,1.0,1,1.0,0.0,0.0,,,,,,,,,,,,3034528.0,0.0
2023-10-01,Vancouver,2410,5.0,2.0,10330.0,1922.0,8408.0,1898,5.44,0.61,2.21,,,1,3,1,5,125.56599999999999,1351.5798673999998,1992100.0,1759900.0,2300900.0,3034528.0,34.04
2023-06-01,Vancouver,2410,1.0,3.0,36.0,,36.0,36,1.0,0.0,5.08,,,,,,,,,,,,3034528.0,0.12
2023-01-01,Vancouver,2410,2.0,1.0,830.0,,830.0,415,2.0,0.0,2.27,,,,,,,,,,,,3034528.0,2.74
2023-08-01,Vancouver,2410,4.0,3.0,1916.0,,1916.0,371,5.16,0.0,4.85,,,55,381,116,552,119.04456521739131,1281.3837955434783,746151.268115942,0.0,2749900.0,3034528.0,6.31
2023-12-01,Vancouver,2410,4.0,2.0,6.0,,6.0,2,3.0,0.0,1.5,,,,,,,,,,,,3034528.0,0.02
2023-03-01,Vancouver,2410,1.0,1.0,2364.0,,2364.0,2364,1.0,0.0,2.2,,,,,,,,,,,,3034528.0,7.79
2023-01-01,Vancouver,2410,2.0,3.0,84.0,,84.0,42,2.0,0.0,4.93,,,,,,,,,,,,3034528.0,0.28
2023-03-01,Vancouver,2410,5.0,3.0,17245.0,,17245.0,192,89.82,9.01,6.51,62,1164,954,269,13,2462,67.92018683996746,731.0860991267261,696046.2542648254,0.0,5699900.0,3034528.0,56.83
2023-01-01,Vancouver,2410,1.0,2.0,432.0,,432.0,432,1.0,0.0,4.16,,,,,,,,,,,,3034528.0,1.42
1988-10-01,Victoria,2440,2.0,1.0,27.0,,,14,1.93,0.0,0.14,,,,,,,,,,,,283268.49,0.95
1988-12-01,Victoria,2440,5.0,3.0,189.0,,,11,17.18,0.0,0.09,,,,,,,,,,,,283268.49,6.67
1988-07-01,Victoria,2440,4.0,0.0,12.0,,,1,12.0,0.0,0.0,,,,,,,,,,,,283268.49,0.42
1988-06-01,Victoria,2440,5.0,2.0,219.0,,,5,43.8,0.0,0.0,,,,,,,,,,,,283268.49,7.73
1988-10-01,Victoria,2440,4.0,3.0,154.0,,,25,6.16,0.08,0.12,,,,,,,,,,,,283268.49,5.44
1988-06-01,Victoria,2440,1.0,1.0,965.0,,,965,1.0,0.0,0.1,,,,,,,,,,,,283268.49,34.07
