reference_period,ref_qq,metro,metcode,total_starts,starts_accsuite,starts_no_accsuite,num_structures,unitsperstructure,avgstorycount,avgpermit_to_start_time,population,starts_per_10kpop
1995-05-01,2,Winnipeg,2680,1372.0,,,1128,1.22,0.0,0.21,685442.66,20.05
1995-09-01,3,Winnipeg,2680,1668.0,,,1044,1.6,0.0,0.11,685442.66,24.38
1995-10-01,4,Winnipeg,2680,772.0,,,704,1.1,0.0,0.07,685442.66,11.28
1996-03-01,1,Winnipeg,2680,552.0,,,344,1.6,0.0,0.07,684127.61,8.07
1996-04-01,2,Winnipeg,2680,1540.0,,,1024,1.5,0.0,0.09,684127.61,22.52
1996-08-01,3,Winnipeg,2680,1264.0,,,1208,1.05,0.0,0.48,684127.61,18.49
1996-11-01,4,Winnipeg,2680,1184.0,,,912,1.3,0.0,0.13,684127.61,17.32
1997-03-01,1,Winnipeg,2680,1168.0,,,812,1.44,0.0,0.45,684487.56,17.06
1997-05-01,2,Winnipeg,2680,1816.0,,,1344,1.35,0.0,0.16,684487.56,26.53
1997-08-01,3,Winnipeg,2680,1920.0,,,1728,1.11,0.0,0.32,684487.56,28.05
1997-10-01,4,Winnipeg,2680,1168.0,,,1080,1.08,0.0,0.21,684487.56,17.06
1998-01-01,1,Winnipeg,2680,848.0,,,800,1.06,0.0,0.24,687770.69,12.33
1998-05-01,2,Winnipeg,2680,2636.0,,,1364,1.93,0.0,0.22,687770.69,38.33
1998-08-01,3,Winnipeg,2680,1800.0,,,1748,1.03,0.0,0.29,687770.69,26.17
1998-10-01,4,Winnipeg,2680,1016.0,,,1004,1.01,0.0,0.45,687770.69,14.77
1999-01-01,1,Winnipeg,2680,1584.0,,,804,1.97,0.0,0.24,692120.88,22.89
1999-06-01,2,Winnipeg,2680,2068.0,,,1396,1.48,0.0,0.26,692120.88,29.88
1999-07-01,3,Winnipeg,2680,2332.0,,,1680,1.39,0.0,0.4,692120.88,33.69
1999-10-01,4,Winnipeg,2680,1104.0,,,1080,1.02,0.0,0.31,692120.88,15.95
2000-01-01,1,Winnipeg,2680,752.0,,,744,1.01,0.0,0.36,695482.83,10.81
2000-04-01,2,Winnipeg,2680,1512.0,,,1480,1.02,0.0,0.28,695482.83,21.74
2000-09-01,3,Winnipeg,2680,1820.0,,,1512,1.2,0.0,0.42,695482.83,26.17
2000-10-01,4,Winnipeg,2680,1184.0,,,1160,1.02,0.0,0.53,695482.83,17.02
2001-02-01,1,Winnipeg,2680,932.0,,,856,1.09,0.0,0.63,699611.33,13.32
2001-06-01,2,Winnipeg,2680,1640.0,,,1380,1.19,0.01,0.25,699611.33,23.44
2001-07-01,3,Winnipeg,2680,2072.0,,,1684,1.23,0.0,0.42,699611.33,29.62
2001-12-01,4,Winnipeg,2680,1248.0,,,1148,1.09,0.0,0.39,699611.33,17.84
2002-03-01,1,Winnipeg,2680,1036.0,,,892,1.16,0.0,0.44,703761.5,14.72
2002-05-01,2,Winnipeg,2680,1896.0,,,1868,1.01,0.0,0.27,703761.5,26.94
2002-09-01,3,Winnipeg,2680,2756.0,,,1972,1.4,0.0,0.48,703761.5,39.16
2002-10-01,4,Winnipeg,2680,1596.0,,,1460,1.09,0.0,0.44,703761.5,22.68
2003-03-01,1,Winnipeg,2680,1332.0,,,1160,1.15,0.0,0.68,709960.27,18.76
2003-04-01,2,Winnipeg,2680,2032.0,,,1792,1.13,0.0,0.43,709960.27,28.62
2003-08-01,3,Winnipeg,2680,3348.0,,,2100,1.59,0.0,0.5,709960.27,47.16
2003-10-01,4,Winnipeg,2680,3008.0,,,1724,1.74,0.0,0.69,709960.27,42.37
2004-03-01,1,Winnipeg,2680,1408.0,,,1368,1.03,0.0,0.8,712822.3,19.75
2004-05-01,2,Winnipeg,2680,2376.0,,,2120,1.12,0.0,0.59,712822.3,33.33
2004-08-01,3,Winnipeg,2680,4128.0,,,2376,1.74,0.02,0.72,712822.3,57.91
2004-10-01,4,Winnipeg,2680,2044.0,,,1844,1.11,0.0,0.52,712822.3,28.67
2005-01-01,1,Winnipeg,2680,1816.0,,,1384,1.31,0.0,0.73,715651.02,25.38
2005-04-01,2,Winnipeg,2680,2504.0,,,1836,1.36,0.0,0.59,715651.02,34.99
2005-07-01,3,Winnipeg,2680,3556.0,,,2252,1.58,0.02,0.56,715651.02,49.69
2005-10-01,4,Winnipeg,2680,2468.0,,,1752,1.41,0.01,0.56,715651.02,34.49
2006-01-01,1,Winnipeg,2680,2140.0,,,1636,1.31,0.01,1.03,718832.66,29.77
2006-04-01,2,Winnipeg,2680,3196.0,,,1968,1.62,0.01,0.64,718832.66,44.46
2006-07-01,3,Winnipeg,2680,2468.0,,,1984,1.24,0.0,0.71,718832.66,34.33
2006-10-01,4,Winnipeg,2680,3304.0,,,1680,1.97,0.0,0.55,718832.66,45.96
2007-01-01,1,Winnipeg,2680,2820.0,,,1516,1.86,0.0,0.89,722117.78,39.05
2007-04-01,2,Winnipeg,2680,3900.0,,,2104,1.85,0.0,0.74,722117.78,54.01
2007-07-01,3,Winnipeg,2680,3908.0,,,2232,1.75,0.0,0.9,722117.78,54.12
2007-10-01,4,Winnipeg,2680,2856.0,,,1812,1.58,0.01,0.76,722117.78,39.55
2008-01-01,1,Winnipeg,2680,2144.0,,,1468,1.46,0.02,1.05,728616.41,29.43
2008-04-01,2,Winnipeg,2680,3856.0,,,2348,1.64,0.0,0.92,728616.41,52.92
2008-08-01,3,Winnipeg,2680,2988.0,,,2220,1.35,0.02,1.02,728616.41,41.01
2008-10-01,4,Winnipeg,2680,3048.0,,,1932,1.58,0.0,1.15,728616.41,41.83
2009-03-01,1,Winnipeg,2680,1544.0,,,1196,1.29,0.0,1.08,734956.38,21.01
2009-04-01,2,Winnipeg,2680,1652.0,,,1488,1.11,0.0,0.92,734956.38,22.48
2009-09-01,3,Winnipeg,2680,2820.0,,,1676,1.68,0.03,0.99,734956.38,38.37
2009-10-01,4,Winnipeg,2680,2116.0,,,1848,1.15,0.0,0.93,734956.38,28.79
2010-03-01,1,Winnipeg,2680,2652.0,,2652.0,1528,1.74,0.02,0.83,744413.44,35.63
2010-05-01,2,Winnipeg,2680,3024.0,,3024.0,2164,1.4,0.01,0.64,744413.44,40.62
2010-08-01,3,Winnipeg,2680,4740.0,,4740.0,2460,1.93,0.03,0.85,744413.44,63.67
2010-10-01,4,Winnipeg,2680,2560.0,,2560.0,1832,1.4,0.02,0.67,744413.44,34.39
2011-01-01,1,Winnipeg,2680,1960.0,,1960.0,1468,1.34,0.01,0.85,755814.59,25.93
2011-04-01,2,Winnipeg,2680,3540.0,,3540.0,2252,1.57,0.02,0.95,755814.59,46.84
2011-07-01,3,Winnipeg,2680,3588.0,,3588.0,2476,1.45,0.0,1.05,755814.59,47.47
2011-10-01,4,Winnipeg,2680,4236.0,,4236.0,2224,1.9,0.03,0.64,755814.59,56.05
2012-03-01,1,Winnipeg,2680,3004.0,,3004.0,1676,1.79,0.04,1.01,765230.81,39.26
2012-05-01,2,Winnipeg,2680,4684.0,,4684.0,2360,1.98,0.05,0.92,765230.81,61.21
2012-08-01,3,Winnipeg,2680,5364.0,,5364.0,2876,1.87,0.07,0.91,765230.81,70.1
2012-11-01,4,Winnipeg,2680,3208.0,,3208.0,2136,1.5,0.04,1.21,765230.81,41.92
2013-01-01,1,Winnipeg,2680,3564.0,,3564.0,1696,2.1,0.12,1.68,775759.53,45.94
2013-06-01,2,Winnipeg,2680,5120.0,,5120.0,3132,1.63,0.03,1.27,775759.53,66.0
2013-08-01,3,Winnipeg,2680,5808.0,,5808.0,2460,2.36,0.11,1.02,775759.53,74.87
2013-12-01,4,Winnipeg,2680,4328.0,,4328.0,2304,1.88,0.05,0.43,775759.53,55.79
2014-03-01,1,Winnipeg,2680,2000.0,,2000.0,1404,1.42,0.02,0.91,784144.75,25.51
2014-06-01,2,Winnipeg,2680,5404.0,,5404.0,2456,2.2,0.05,0.96,784144.75,68.92
2014-09-01,3,Winnipeg,2680,6176.0,,6176.0,2436,2.54,0.16,0.95,784144.75,78.76
2014-11-01,4,Winnipeg,2680,3412.0,,3412.0,1904,1.79,0.05,0.7,784144.75,43.51
2015-01-01,1,Winnipeg,2680,3140.0,,3140.0,1464,2.14,0.08,1.01,799158.41,39.29
2015-05-01,2,Winnipeg,2680,4152.0,,4152.0,1972,2.11,0.09,1.07,799158.41,51.95
2015-08-01,3,Winnipeg,2680,6640.0,,6640.0,2172,3.06,0.13,0.81,799158.41,83.09
2015-11-01,4,Winnipeg,2680,3668.0,,3668.0,1968,1.86,0.08,1.29,799158.41,45.9
2016-03-01,1,Winnipeg,2680,2716.0,,2716.0,1516,1.79,0.06,0.97,815756.56,33.29
2016-05-01,2,Winnipeg,2680,4252.0,,4252.0,2252,1.89,0.06,0.97,815756.56,52.12
2016-09-01,3,Winnipeg,2680,5124.0,,5124.0,2288,2.24,0.08,0.91,815756.56,62.81
2016-10-01,4,Winnipeg,2680,4124.0,,4124.0,2136,1.93,0.08,0.82,815756.56,50.55
2017-01-01,1,Winnipeg,2680,6280.0,,6280.0,2244,2.8,0.13,1.39,830206.0,75.64
2017-05-01,2,Winnipeg,2680,6392.0,,6392.0,3044,2.1,0.07,1.24,830206.0,76.99
2017-07-01,3,Winnipeg,2680,4880.0,,4880.0,2708,1.8,0.06,1.4,830206.0,58.78
2017-10-01,4,Winnipeg,2680,4932.0,,4932.0,2412,2.04,0.06,1.49,830206.0,59.41
2018-02-01,1,Winnipeg,2680,3840.0,44.0,3796.0,1900,2.02,0.09,0.89,843356.34,45.53
2018-05-01,2,Winnipeg,2680,4760.0,40.0,4720.0,2296,2.07,0.08,0.88,843356.34,56.44
2018-07-01,3,Winnipeg,2680,8000.0,56.0,7944.0,2472,3.24,0.17,0.83,843356.34,94.86
2018-10-01,4,Winnipeg,2680,4936.0,72.0,4864.0,2012,2.45,0.1,0.79,843356.34,58.53
2019-01-01,1,Winnipeg,2680,4172.0,80.0,4092.0,1736,2.4,0.08,0.99,849586.22,49.11
2019-06-01,2,Winnipeg,2680,7288.0,92.0,7196.0,2332,3.13,0.14,0.96,849586.22,85.78
2019-07-01,3,Winnipeg,2680,4332.0,48.0,4284.0,2096,2.07,0.13,0.95,849586.22,50.99
2019-10-01,4,Winnipeg,2680,4068.0,124.0,3944.0,1780,2.29,0.07,1.35,849586.22,47.88
2020-02-01,1,Winnipeg,2680,4684.0,56.0,4628.0,1880,2.49,0.09,1.42,857251.75,54.64
2020-04-01,2,Winnipeg,2680,5120.0,104.0,5016.0,1856,2.76,0.17,1.07,857251.75,59.73
2020-08-01,3,Winnipeg,2680,4096.0,56.0,4040.0,1976,2.07,0.05,1.14,857251.75,47.78
2020-10-01,4,Winnipeg,2680,6260.0,72.0,6188.0,2148,2.91,0.12,1.38,857251.75,73.02
2021-01-01,1,Winnipeg,2680,5452.0,64.0,5388.0,1944,2.8,0.11,0.83,869726.75,62.69
2021-05-01,2,Winnipeg,2680,6336.0,116.0,6220.0,3048,2.08,0.06,1.07,869726.75,72.85
2021-07-01,3,Winnipeg,2680,6384.0,108.0,6276.0,2888,2.21,0.08,1.38,869726.75,73.4
2021-11-01,4,Winnipeg,2680,4604.0,264.0,4340.0,2368,1.94,0.06,1.67,869726.75,52.94
2022-01-01,1,Winnipeg,2680,5672.0,68.0,5604.0,1540,3.68,0.18,1.95,887796.52,63.89
2022-05-01,2,Winnipeg,2680,5820.0,164.0,5656.0,2668,2.18,0.09,2.21,887796.52,65.56
2022-08-01,3,Winnipeg,2680,4748.0,184.0,4564.0,2920,1.63,0.04,2.26,887796.52,53.48
2022-11-01,4,Winnipeg,2680,7240.0,160.0,7080.0,2260,3.2,0.13,2.56,887796.52,81.55
2023-02-01,1,Winnipeg,2680,5656.0,100.0,5556.0,1688,3.35,0.18,3.24,915111.5,61.81
2023-05-01,2,Winnipeg,2680,5728.0,84.0,5644.0,2108,2.72,0.14,2.25,915111.5,62.59
2023-07-01,3,Winnipeg,2680,5880.0,156.0,5724.0,1816,3.24,0.12,2.27,915111.5,64.25
2023-11-01,4,Winnipeg,2680,4552.0,212.0,4340.0,1776,2.56,0.09,1.68,915111.5,49.74
