reference_period,ref_qq,metro,metcode,total_starts,starts_accsuite,starts_no_accsuite,num_structures,unitsperstructure,avgstorycount,avgpermit_to_start_time,population,starts_per_10kpop
2002-11-01,4,Saskatoon,1700,1652.0,,,712,2.32,0.0,0.06,235521.96,70.14
2003-03-01,1,Saskatoon,1700,944.0,,,576,1.64,0.0,0.16,237924.91,39.68
2003-05-01,2,Saskatoon,1700,2160.0,,,972,2.22,0.0,0.34,237924.91,90.78
2003-07-01,3,Saskatoon,1700,1772.0,,,892,1.99,0.0,0.26,237924.91,74.48
2003-11-01,4,Saskatoon,1700,944.0,,,716,1.32,0.0,0.04,237924.91,39.68
2004-02-01,1,Saskatoon,1700,812.0,,,476,1.71,0.0,0.13,239407.14,33.92
2004-06-01,2,Saskatoon,1700,2632.0,,,1184,2.22,0.0,0.09,239407.14,109.94
2004-07-01,3,Saskatoon,1700,1060.0,,,1000,1.06,0.0,0.18,239407.14,44.28
2004-12-01,4,Saskatoon,1700,1808.0,,,840,2.15,0.0,0.12,239407.14,75.52
2005-01-01,1,Saskatoon,1700,788.0,,,500,1.58,0.0,0.04,241473.91,32.63
2005-04-01,2,Saskatoon,1700,1452.0,,,1008,1.44,0.0,0.02,241473.91,60.13
2005-07-01,3,Saskatoon,1700,1036.0,,,840,1.23,0.0,0.04,241473.91,42.9
2005-10-01,4,Saskatoon,1700,972.0,,,892,1.09,0.0,0.02,241473.91,40.25
2006-01-01,1,Saskatoon,1700,984.0,,,612,1.61,0.0,0.02,245414.25,40.1
2006-05-01,2,Saskatoon,1700,1772.0,,,1132,1.57,0.0,0.05,245414.25,72.2
2006-08-01,3,Saskatoon,1700,1596.0,,,1100,1.45,0.0,0.04,245414.25,65.03
2006-12-01,4,Saskatoon,1700,1632.0,,,1276,1.28,0.0,0.03,245414.25,66.5
2007-03-01,1,Saskatoon,1700,1276.0,,,948,1.35,0.0,0.28,250703.94,50.9
2007-04-01,2,Saskatoon,1700,3544.0,,,2344,1.51,0.0,0.27,250703.94,141.36
2007-07-01,3,Saskatoon,1700,2700.0,,,1796,1.5,0.0,0.37,250703.94,107.7
2007-11-01,4,Saskatoon,1700,2000.0,,,1476,1.36,0.0,0.37,250703.94,79.78
2008-01-01,1,Saskatoon,1700,2360.0,,,1256,1.88,0.01,0.7,257128.94,91.78
2008-04-01,2,Saskatoon,1700,3936.0,,,2308,1.71,0.0,0.41,257128.94,153.07
2008-08-01,3,Saskatoon,1700,2084.0,,,1144,1.82,0.0,0.32,257128.94,81.05
2008-11-01,4,Saskatoon,1700,896.0,,,872,1.03,0.0,0.5,257128.94,34.85
2009-02-01,1,Saskatoon,1700,356.0,,,320,1.11,0.0,0.65,263793.31,13.5
2009-04-01,2,Saskatoon,1700,1012.0,,,900,1.12,0.0,1.02,263793.31,38.36
2009-09-01,3,Saskatoon,1700,1752.0,,,1648,1.06,0.0,1.53,263793.31,66.42
2009-11-01,4,Saskatoon,1700,2592.0,,,1796,1.44,0.0,0.77,263793.31,98.26
2010-03-01,1,Saskatoon,1700,1460.0,,1460.0,1140,1.28,0.01,0.96,270660.06,53.94
2010-06-01,2,Saskatoon,1700,2496.0,,2496.0,2264,1.1,0.0,0.79,270660.06,92.22
2010-09-01,3,Saskatoon,1700,3064.0,,3064.0,2068,1.48,0.0,1.23,270660.06,113.2
2010-12-01,4,Saskatoon,1700,2504.0,,2504.0,1448,1.73,0.01,0.49,270660.06,92.51
2011-02-01,1,Saskatoon,1700,2592.0,,2592.0,1312,1.98,0.0,1.14,279808.06,92.63
2011-04-01,2,Saskatoon,1700,3392.0,,3392.0,2088,1.62,0.01,1.5,279808.06,121.23
2011-08-01,3,Saskatoon,1700,2940.0,,2940.0,2104,1.4,0.0,0.92,279808.06,105.07
2011-11-01,4,Saskatoon,1700,3052.0,,3052.0,1660,1.84,0.01,0.62,279808.06,109.07
2012-01-01,1,Saskatoon,1700,2512.0,,2512.0,1616,1.55,0.01,1.55,287148.66,87.48
2012-06-01,2,Saskatoon,1700,3708.0,,3708.0,2592,1.43,0.0,1.43,287148.66,129.13
2012-07-01,3,Saskatoon,1700,4140.0,,4140.0,2564,1.61,0.02,1.55,287148.66,144.18
2012-10-01,4,Saskatoon,1700,4652.0,,4652.0,2216,2.1,0.01,1.02,287148.66,162.01
2013-02-01,1,Saskatoon,1700,1860.0,,1860.0,1252,1.49,0.04,1.4,293539.28,63.36
2013-04-01,2,Saskatoon,1700,2516.0,,2516.0,1924,1.31,0.0,0.9,293539.28,85.71
2013-09-01,3,Saskatoon,1700,5092.0,,5092.0,2684,1.9,0.01,1.24,293539.28,173.47
2013-12-01,4,Saskatoon,1700,2452.0,,2452.0,1672,1.47,0.01,0.71,293539.28,83.53
2014-02-01,1,Saskatoon,1700,2400.0,,2400.0,1000,2.4,0.0,1.42,298436.91,80.42
2014-04-01,2,Saskatoon,1700,4636.0,,4636.0,2420,1.92,0.01,1.35,298436.91,155.34
2014-07-01,3,Saskatoon,1700,3648.0,,3648.0,2020,1.81,0.02,1.22,298436.91,122.24
2014-10-01,4,Saskatoon,1700,3440.0,,3440.0,1768,1.95,0.06,0.56,298436.91,115.27
2015-03-01,1,Saskatoon,1700,2316.0,,2316.0,804,2.88,0.11,0.83,306335.03,75.6
2015-04-01,2,Saskatoon,1700,2340.0,,2340.0,1440,1.63,0.03,0.81,306335.03,76.39
2015-07-01,3,Saskatoon,1700,1964.0,,1964.0,1212,1.62,0.02,0.78,306335.03,64.11
2015-12-01,4,Saskatoon,1700,2552.0,,2552.0,1040,2.45,0.07,0.43,306335.03,83.31
2016-01-01,1,Saskatoon,1700,1464.0,,1464.0,864,1.69,0.05,0.85,314743.47,46.51
2016-04-01,2,Saskatoon,1700,2184.0,,2184.0,1200,1.82,0.04,1.64,314743.47,69.39
2016-07-01,3,Saskatoon,1700,2356.0,,2356.0,1460,1.61,0.04,1.61,314743.47,74.85
2016-10-01,4,Saskatoon,1700,1632.0,,1632.0,1204,1.36,0.01,1.59,314743.47,51.85
2017-02-01,1,Saskatoon,1700,1256.0,,1256.0,844,1.49,0.01,1.88,322234.22,38.98
2017-04-01,2,Saskatoon,1700,1724.0,,1724.0,1356,1.27,0.03,2.12,322234.22,53.5
2017-08-01,3,Saskatoon,1700,2248.0,,2248.0,1404,1.6,0.03,1.87,322234.22,69.76
2017-10-01,4,Saskatoon,1700,2432.0,,2432.0,1120,2.17,0.09,0.9,322234.22,75.47
2018-02-01,1,Saskatoon,1700,848.0,16.0,832.0,600,1.41,0.08,0.8,329582.5,25.73
2018-05-01,2,Saskatoon,1700,1616.0,88.0,1528.0,1028,1.57,0.02,1.05,329582.5,49.03
2018-07-01,3,Saskatoon,1700,1852.0,60.0,1792.0,1216,1.52,0.08,1.69,329582.5,56.19
2018-12-01,4,Saskatoon,1700,2188.0,52.0,2136.0,1036,2.11,0.06,0.6,329582.5,66.39
2019-02-01,1,Saskatoon,1700,632.0,48.0,584.0,572,1.1,0.0,0.92,336365.72,18.79
2019-05-01,2,Saskatoon,1700,1428.0,16.0,1412.0,948,1.51,0.05,1.51,336365.72,42.45
2019-07-01,3,Saskatoon,1700,1816.0,32.0,1784.0,816,2.23,0.09,1.32,336365.72,53.99
2019-11-01,4,Saskatoon,1700,1416.0,28.0,1388.0,948,1.49,0.05,1.14,336365.72,42.1
2020-02-01,1,Saskatoon,1700,1228.0,28.0,1200.0,584,2.1,0.06,1.88,339056.94,36.22
2020-04-01,2,Saskatoon,1700,1488.0,36.0,1452.0,904,1.65,0.11,1.42,339056.94,43.89
2020-08-01,3,Saskatoon,1700,3156.0,32.0,3124.0,1096,2.88,0.09,2.88,339056.94,93.08
2020-11-01,4,Saskatoon,1700,1764.0,60.0,1704.0,1412,1.25,0.01,1.15,339056.94,52.03
2021-02-01,1,Saskatoon,1700,2792.0,20.0,2772.0,988,2.83,0.07,0.91,346142.19,80.66
2021-05-01,2,Saskatoon,1700,3528.0,52.0,3476.0,1780,1.98,0.03,1.54,346142.19,101.92
2021-08-01,3,Saskatoon,1700,2716.0,20.0,2696.0,1188,2.29,0.1,1.47,346142.19,78.46
2021-11-01,4,Saskatoon,1700,1524.0,8.0,1516.0,1100,1.39,0.0,0.92,346142.19,44.03
2022-02-01,1,Saskatoon,1700,1412.0,20.0,1392.0,824,1.71,0.02,1.2,358698.11,39.36
2022-04-01,2,Saskatoon,1700,4540.0,28.0,4512.0,1640,2.77,0.13,2.45,358698.11,126.57
2022-09-01,3,Saskatoon,1700,2600.0,48.0,2552.0,1376,1.89,0.09,1.65,358698.11,72.48
2022-10-01,4,Saskatoon,1700,2084.0,20.0,2064.0,960,2.17,0.08,1.47,358698.11,58.1
2023-03-01,1,Saskatoon,1700,1792.0,24.0,1768.0,616,2.91,0.23,2.1,371401.2,48.25
2023-06-01,2,Saskatoon,1700,2688.0,4.0,2684.0,1084,2.48,0.07,3.44,371401.2,72.37
2023-08-01,3,Saskatoon,1700,3244.0,4.0,3240.0,1204,2.69,0.06,1.45,371401.2,87.34
2023-10-01,4,Saskatoon,1700,2868.0,40.0,2828.0,1472,1.95,0.1,0.44,371401.2,77.22
1988-06-01,2,Toronto,2270,11280.0,,,8084,1.4,0.0,0.0,3917164.25,28.8
1988-08-01,3,Toronto,2270,42876.0,,,26468,1.62,0.01,0.25,3917164.25,109.46
1988-12-01,4,Toronto,2270,31604.0,,,17176,1.84,0.01,0.48,3917164.25,80.68
1989-03-01,1,Toronto,2270,42352.0,,,17968,2.36,0.02,0.52,3983955.18,106.31
1989-06-01,2,Toronto,2270,39648.0,,,21272,1.86,0.02,0.55,3983955.18,99.52
1989-07-01,3,Toronto,2270,25336.0,,,16680,1.52,0.01,0.75,3983955.18,63.6
1989-10-01,4,Toronto,2270,33400.0,,,12176,2.74,0.05,0.81,3983955.18,83.84
1990-01-01,1,Toronto,2270,23892.0,,,7176,3.33,0.07,0.93,4024230.39,59.37
1990-05-01,2,Toronto,2270,18560.0,,,8420,2.2,0.08,0.97,4024230.39,46.12
1990-09-01,3,Toronto,2270,19008.0,,,7664,2.48,0.07,1.92,4024230.39,47.23
1990-11-01,4,Toronto,2270,13432.0,,,6764,1.99,0.05,1.53,4024230.39,33.38
1991-03-01,1,Toronto,2270,9384.0,,,3564,2.63,0.07,3.83,4088768.17,22.95
1991-04-01,2,Toronto,2270,19880.0,,,11860,1.68,0.02,3.41,4088768.17,48.62
1991-08-01,3,Toronto,2270,28224.0,,,15332,1.84,0.03,1.06,4088768.17,69.03
1991-11-01,4,Toronto,2270,17768.0,,,9556,1.86,0.03,0.89,4088768.17,43.46
1992-01-01,1,Toronto,2270,13660.0,,,5060,2.7,0.09,1.39,4140645.05,32.99
1992-06-01,2,Toronto,2270,27340.0,,,13172,2.08,0.06,1.9,4140645.05,66.03
1992-07-01,3,Toronto,2270,25172.0,,,11296,2.23,0.05,2.11,4140645.05,60.79
1992-11-01,4,Toronto,2270,16908.0,,,10084,1.68,0.02,2.3,4140645.05,40.83
1993-02-01,1,Toronto,2270,12212.0,,,6672,1.83,0.06,2.32,4218289.04,28.95
1993-04-01,2,Toronto,2270,17148.0,,,11092,1.55,0.03,3.25,4218289.04,40.65
1993-09-01,3,Toronto,2270,14312.0,,,8808,1.62,0.05,1.78,4218289.04,33.93
1993-10-01,4,Toronto,2270,18876.0,,,8784,2.15,0.03,1.63,4218289.04,44.75
1994-03-01,1,Toronto,2270,10168.0,,,5504,1.85,0.05,1.64,4300396.52,23.64
1994-05-01,2,Toronto,2270,19196.0,,,13704,1.4,0.02,2.18,4300396.52,44.64
1994-07-01,3,Toronto,2270,23960.0,,,15680,1.53,0.07,1.18,4300396.52,55.72
1994-10-01,4,Toronto,2270,20448.0,,,13332,1.53,0.03,1.0,4300396.52,47.55
1995-03-01,1,Toronto,2270,13740.0,,,5696,2.41,0.07,1.23,4382926.91,31.35
1995-05-01,2,Toronto,2270,17112.0,,,10068,1.7,0.04,1.22,4382926.91,39.04
1995-09-01,3,Toronto,2270,15004.0,,,7276,2.06,0.06,2.49,4382926.91,34.23
1995-11-01,4,Toronto,2270,19444.0,,,8580,2.27,0.06,1.64,4382926.91,44.36
1996-03-01,1,Toronto,2270,11108.0,,,6104,1.82,0.04,1.34,4475011.36,24.82
1996-05-01,2,Toronto,2270,20028.0,,,13432,1.49,0.01,2.83,4475011.36,44.76
1996-09-01,3,Toronto,2270,22268.0,,,13880,1.6,0.01,2.15,4475011.36,49.76
1996-10-01,4,Toronto,2270,22588.0,,,13268,1.7,0.04,1.52,4475011.36,50.48
1997-03-01,1,Toronto,2270,16824.0,,,10144,1.66,0.02,1.24,4562392.82,36.88
1997-04-01,2,Toronto,2270,26676.0,,,17528,1.52,0.02,1.07,4562392.82,58.47
1997-09-01,3,Toronto,2270,30616.0,,,20992,1.46,0.02,0.66,4562392.82,67.11
1997-10-01,4,Toronto,2270,28180.0,,,16920,1.67,0.01,0.39,4562392.82,61.77
1998-01-01,1,Toronto,2270,21412.0,,,11448,1.87,0.01,0.65,4642956.2,46.12
1998-05-01,2,Toronto,2270,27272.0,,,17168,1.59,0.01,0.66,4642956.2,58.74
1998-09-01,3,Toronto,2270,24132.0,,,13384,1.8,0.03,1.24,4642956.2,51.98
1998-10-01,4,Toronto,2270,30824.0,,,18748,1.64,0.0,0.73,4642956.2,66.39
1999-02-01,1,Toronto,2270,24128.0,,,12332,1.96,0.03,0.8,4742345.3,50.88
1999-06-01,2,Toronto,2270,42276.0,,,22480,1.88,0.03,0.77,4742345.3,89.15
1999-08-01,3,Toronto,2270,33548.0,,,19976,1.68,0.01,0.59,4742345.3,70.74
1999-10-01,4,Toronto,2270,39664.0,,,20960,1.89,0.03,0.49,4742345.3,83.64
2000-01-01,1,Toronto,2270,28816.0,,,14824,1.94,0.03,1.0,4867120.12,59.21
2000-05-01,2,Toronto,2270,37928.0,,,23520,1.61,0.02,0.89,4867120.12,77.93
2000-08-01,3,Toronto,2270,45132.0,,,22548,2.0,0.01,0.81,4867120.12,92.73
2000-10-01,4,Toronto,2270,44052.0,,,23128,1.9,0.01,0.63,4867120.12,90.51
2001-01-01,1,Toronto,2270,32804.0,,,15724,2.09,0.04,1.0,4992213.18,65.71
2001-04-01,2,Toronto,2270,46788.0,,,21992,2.13,0.05,1.18,4992213.18,93.72
2001-08-01,3,Toronto,2270,40060.0,,,20384,1.97,0.02,1.26,4992213.18,80.24
2001-12-01,4,Toronto,2270,44416.0,,,24088,1.84,0.03,0.88,4992213.18,88.97
2002-02-01,1,Toronto,2270,38688.0,,,18096,2.14,0.03,1.17,5073780.26,76.25
2002-04-01,2,Toronto,2270,43756.0,,,29808,1.47,0.03,0.89,5073780.26,86.24
2002-09-01,3,Toronto,2270,47928.0,,,28228,1.7,0.02,0.98,5073780.26,94.46
2002-10-01,4,Toronto,2270,44848.0,,,26880,1.67,0.03,0.6,5073780.26,88.39
2003-01-01,1,Toronto,2270,38972.0,,,14228,2.74,0.07,1.24,5156167.9,75.58
2003-04-01,2,Toronto,2270,45200.0,,,27448,1.65,0.02,1.26,5156167.9,87.66
2003-07-01,3,Toronto,2270,49292.0,,,25968,1.9,0.03,1.4,5156167.9,95.6
2003-10-01,4,Toronto,2270,48436.0,,,24400,1.99,0.01,1.11,5156167.9,93.94
2004-03-01,1,Toronto,2270,27324.0,,,15720,1.74,0.0,1.5,5237275.8,52.17
2004-04-01,2,Toronto,2270,50604.0,,,26524,1.91,0.01,1.1,5237275.8,96.62
2004-08-01,3,Toronto,2270,49520.0,,,25076,1.97,0.03,0.99,5237275.8,94.55
2004-11-01,4,Toronto,2270,41012.0,,,20032,2.05,0.02,1.04,5237275.8,78.31
2005-02-01,1,Toronto,2270,27672.0,,,12292,2.25,0.03,1.02,5324050.69,51.98
2005-06-01,2,Toronto,2270,52200.0,,,24900,2.1,0.05,1.69,5324050.69,98.05
2005-09-01,3,Toronto,2270,47096.0,,,19540,2.41,0.07,1.98,5324050.69,88.46
2005-11-01,4,Toronto,2270,39416.0,,,17784,2.22,0.06,1.23,5324050.69,74.03
2006-01-01,1,Toronto,2270,29160.0,,,12560,2.32,0.02,1.12,5405200.53,53.95
2006-05-01,2,Toronto,2270,45848.0,,,18512,2.48,0.08,1.37,5405200.53,84.82
2006-08-01,3,Toronto,2270,35000.0,,,17728,1.97,0.02,1.17,5405200.53,64.75
2006-10-01,4,Toronto,2270,38312.0,,,17448,2.2,0.06,1.01,5405200.53,70.88
2007-01-01,1,Toronto,2270,22340.0,,,12012,1.86,0.02,1.23,5490496.22,40.69
2007-06-01,2,Toronto,2270,37544.0,,,19160,1.96,0.01,1.44,5490496.22,68.38
2007-07-01,3,Toronto,2270,38892.0,,,19308,2.01,0.02,1.59,5490496.22,70.84
2007-12-01,4,Toronto,2270,34396.0,,,18280,1.88,0.04,1.01,5490496.22,62.65
2008-01-01,1,Toronto,2270,35780.0,,,11540,3.1,0.1,1.45,5576892.34,64.16
2008-04-01,2,Toronto,2270,46736.0,,,16260,2.87,0.1,2.09,5576892.34,83.8
2008-07-01,3,Toronto,2270,46944.0,,,13784,3.41,0.11,1.91,5576892.34,84.18
2008-11-01,4,Toronto,2270,39388.0,,,11952,3.3,0.13,1.71,5576892.34,70.63
2009-03-01,1,Toronto,2270,23616.0,,,5840,4.04,0.18,1.99,5670081.03,41.65
2009-05-01,2,Toronto,2270,22556.0,,,8544,2.64,0.1,2.94,5670081.03,39.78
2009-09-01,3,Toronto,2270,26848.0,,,10192,2.63,0.04,2.76,5670081.03,47.35
2009-11-01,4,Toronto,2270,30776.0,,,14312,2.15,0.04,1.27,5670081.03,54.28
2010-01-01,1,Toronto,2270,22676.0,,22676.0,10632,2.13,0.02,1.66,5757332.41,39.39
2010-04-01,2,Toronto,2270,31848.0,,31848.0,11896,2.68,0.08,1.3,5757332.41,55.32
2010-08-01,3,Toronto,2270,31380.0,,31380.0,11872,2.64,0.06,1.79,5757332.41,54.5
2010-10-01,4,Toronto,2270,30876.0,,30876.0,11868,2.6,0.05,1.77,5757332.41,53.63
2011-01-01,1,Toronto,2270,33508.0,,33508.0,9096,3.68,0.18,2.63,5842797.0,57.35
2011-06-01,2,Toronto,2270,44968.0,,44968.0,13500,3.33,0.09,1.73,5842797.0,76.96
2011-08-01,3,Toronto,2270,40588.0,,40588.0,13476,3.01,0.13,1.83,5842797.0,69.47
2011-11-01,4,Toronto,2270,39916.0,,39916.0,16216,2.46,0.07,1.98,5842797.0,68.32
2012-02-01,1,Toronto,2270,42728.0,,42728.0,9712,4.4,0.15,1.45,5922947.75,72.14
2012-04-01,2,Toronto,2270,50944.0,,50944.0,13212,3.86,0.15,1.81,5922947.75,86.01
2012-08-01,3,Toronto,2270,52796.0,,52796.0,14628,3.61,0.14,1.39,5922947.75,89.14
2012-11-01,4,Toronto,2270,45952.0,,45952.0,13856,3.32,0.11,1.75,5922947.75,77.58
2013-02-01,1,Toronto,2270,26780.0,,26780.0,8096,3.31,0.14,2.65,5992282.34,44.69
2013-05-01,2,Toronto,2270,34328.0,,34328.0,13524,2.54,0.09,2.45,5992282.34,57.29
2013-07-01,3,Toronto,2270,32936.0,,32936.0,11312,2.91,0.1,2.63,5992282.34,54.96
2013-10-01,4,Toronto,2270,40144.0,,40144.0,11512,3.49,0.14,1.41,5992282.34,66.99
2014-03-01,1,Toronto,2270,28360.0,,28360.0,6392,4.44,0.2,1.82,6036308.06,46.98
2014-05-01,2,Toronto,2270,34232.0,,34232.0,12444,2.75,0.04,1.96,6036308.06,56.71
2014-07-01,3,Toronto,2270,26484.0,8.0,26476.0,11492,2.3,0.06,2.1,6036308.06,43.87
2014-10-01,4,Toronto,2270,26640.0,,26640.0,11028,2.42,0.08,1.48,6036308.06,44.13
2015-01-01,1,Toronto,2270,32944.0,,32944.0,5620,5.86,0.42,2.55,6113865.56,53.88
2015-04-01,2,Toronto,2270,43948.0,,43948.0,13768,3.19,0.16,1.77,6113865.56,71.88
2015-07-01,3,Toronto,2270,50000.0,,50000.0,13744,3.64,0.18,1.8,6113865.56,81.78
2015-12-01,4,Toronto,2270,42256.0,,42256.0,14064,3.0,0.15,1.5,6113865.56,69.12
2016-02-01,1,Toronto,2270,37648.0,,37648.0,8680,4.34,0.22,3.12,6203150.78,60.69
2016-05-01,2,Toronto,2270,40276.0,,40276.0,12648,3.18,0.17,3.71,6203150.78,64.93
2016-09-01,3,Toronto,2270,38456.0,,38456.0,14860,2.59,0.11,3.4,6203150.78,61.99
2016-11-01,4,Toronto,2270,39728.0,,39728.0,16884,2.35,0.09,2.01,6203150.78,64.04
2017-03-01,1,Toronto,2270,41580.0,4.0,41576.0,11004,3.78,0.2,3.05,6322286.06,65.77
2017-06-01,2,Toronto,2270,33524.0,,33524.0,12224,2.74,0.12,3.33,6322286.06,53.03
2017-09-01,3,Toronto,2270,45536.0,,45536.0,14352,3.17,0.12,5.3,6322286.06,72.02
2017-12-01,4,Toronto,2270,34312.0,,34312.0,11140,3.08,0.14,2.55,6322286.06,54.27
2018-01-01,1,Toronto,2270,46808.0,,46808.0,6920,6.76,0.4,2.52,6451395.44,72.55
2018-04-01,2,Toronto,2270,35796.0,,35796.0,8796,4.07,0.24,2.47,6451395.44,55.49
2018-08-01,3,Toronto,2270,37708.0,4.0,37704.0,7636,4.94,0.33,2.09,6451395.44,58.45
2018-11-01,4,Toronto,2270,44116.0,,44116.0,7472,5.9,0.37,2.26,6451395.44,68.38
2019-01-01,1,Toronto,2270,29564.0,,29564.0,2956,10.0,0.71,2.81,6541027.47,45.2
2019-04-01,2,Toronto,2270,31628.0,,31628.0,5432,5.82,0.35,3.14,6541027.47,48.35
2019-08-01,3,Toronto,2270,34604.0,,34604.0,6668,5.19,0.3,2.58,6541027.47,52.9
2019-10-01,4,Toronto,2270,26052.0,,26052.0,5428,4.8,0.3,1.58,6541027.47,39.83
2020-01-01,1,Toronto,2270,27360.0,,27360.0,4960,5.52,0.33,2.55,6557304.91,41.87
2020-05-01,2,Toronto,2270,44360.0,,44360.0,6756,6.57,0.36,4.51,6557304.91,67.89
2020-07-01,3,Toronto,2270,48620.0,,48620.0,8208,5.92,0.34,2.62,6557304.91,74.41
2020-10-01,4,Toronto,2270,34008.0,,34008.0,8104,4.2,0.22,2.37,6557304.91,52.05
2021-01-01,1,Toronto,2270,38500.0,,38500.0,6264,6.15,0.44,1.98,6638977.09,58.06
2021-05-01,2,Toronto,2270,34352.0,4.0,34348.0,8260,4.16,0.24,2.13,6638977.09,51.81
2021-09-01,3,Toronto,2270,50784.0,,50784.0,9840,5.16,0.31,2.24,6638977.09,76.59
2021-12-01,4,Toronto,2270,43956.0,,43956.0,8028,5.48,0.33,2.9,6638977.09,66.29
2022-01-01,1,Toronto,2270,39684.0,,39684.0,6896,5.75,0.36,2.65,6892786.79,57.57
2022-04-01,2,Toronto,2270,38396.0,,38396.0,7048,5.45,0.29,3.12,6892786.79,55.7
2022-08-01,3,Toronto,2270,53520.0,,53520.0,8172,6.55,0.41,3.46,6892786.79,77.65
2022-11-01,4,Toronto,2270,48836.0,,48836.0,8004,6.1,0.41,3.84,6892786.79,70.85
2023-03-01,1,Toronto,2270,40412.0,4.0,40408.0,5852,6.91,0.46,3.55,7149426.0,56.52
2023-06-01,2,Toronto,2270,62660.0,,62660.0,5092,12.31,0.73,3.62,7149426.0,87.64
2023-08-01,3,Toronto,2270,56848.0,4.0,56844.0,6484,8.77,0.54,3.43,7149426.0,79.51
2023-10-01,4,Toronto,2270,29792.0,4.0,29788.0,5564,5.35,0.29,3.01,7149426.0,41.67
1988-06-01,2,Vancouver,2410,7840.0,,,4180,1.88,0.0,0.0,1562206.0,50.19
1988-09-01,3,Vancouver,2410,20156.0,,,12084,1.67,0.0,0.06,1562206.0,129.02
1988-10-01,4,Vancouver,2410,16524.0,,,10532,1.57,0.0,0.16,1562206.0,105.77
1989-01-01,1,Vancouver,2410,19576.0,,,10028,1.95,0.02,0.34,1602542.22,122.16
1989-04-01,2,Vancouver,2410,23576.0,,,12792,1.84,0.01,0.36,1602542.22,147.12
1989-07-01,3,Vancouver,2410,25816.0,,,12456,2.07,0.04,0.46,1602542.22,161.09
1989-10-01,4,Vancouver,2410,18368.0,,,10452,1.76,0.02,0.39,1602542.22,114.62
1990-01-01,1,Vancouver,2410,22080.0,,,9868,2.24,0.04,0.55,1640691.86,134.58
1990-05-01,2,Vancouver,2410,24496.0,,,9320,2.63,0.08,0.6,1640691.86,149.3
1990-08-01,3,Vancouver,2410,15048.0,,,5936,2.54,0.08,0.66,1640691.86,91.72
1990-11-01,4,Vancouver,2410,10256.0,,,4768,2.15,0.01,1.01,1640691.86,62.51
1991-01-01,1,Vancouver,2410,7208.0,,,4660,1.55,0.02,1.28,1683577.65,42.81
1991-06-01,2,Vancouver,2410,17284.0,,,8948,1.93,0.02,0.61,1683577.65,102.66
1991-09-01,3,Vancouver,2410,16600.0,,,8548,1.94,0.03,0.53,1683577.65,98.6
1991-10-01,4,Vancouver,2410,17984.0,,,8532,2.11,0.04,0.41,1683577.65,106.82
1992-01-01,1,Vancouver,2410,14164.0,,,7324,1.93,0.04,0.83,1726331.88,82.05
1992-05-01,2,Vancouver,2410,19272.0,,,9576,2.01,0.05,0.55,1726331.88,111.64
1992-08-01,3,Vancouver,2410,21652.0,,,10292,2.1,0.04,0.66,1726331.88,125.42
1992-11-01,4,Vancouver,2410,19648.0,,,8084,2.43,0.06,0.43,1726331.88,113.81
1993-02-01,1,Vancouver,2410,15952.0,,,6232,2.56,0.04,0.8,1780597.35,89.59
1993-05-01,2,Vancouver,2410,22364.0,,,8356,2.68,0.08,0.66,1780597.35,125.6
1993-08-01,3,Vancouver,2410,24440.0,,,9424,2.59,0.05,0.73,1780597.35,137.26
1993-12-01,4,Vancouver,2410,22472.0,,,7496,3.0,0.19,0.57,1780597.35,126.2
1994-01-01,1,Vancouver,2410,19652.0,,,5856,3.36,0.21,0.56,1837066.61,106.97
1994-05-01,2,Vancouver,2410,19732.0,,,8644,2.28,0.1,0.49,1837066.61,107.41
1994-09-01,3,Vancouver,2410,21812.0,,,9556,2.28,0.11,0.5,1837066.61,118.73
1994-11-01,4,Vancouver,2410,20696.0,,,6304,3.28,0.24,0.51,1837066.61,112.66
1995-01-01,1,Vancouver,2410,15120.0,,,4976,3.04,0.21,0.64,1898778.65,79.63
1995-04-01,2,Vancouver,2410,16616.0,,,5948,2.79,0.18,0.63,1898778.65,87.51
1995-07-01,3,Vancouver,2410,15356.0,,,5748,2.67,0.15,0.6,1898778.65,80.87
1995-11-01,4,Vancouver,2410,12876.0,,,4828,2.67,0.2,0.51,1898778.65,67.81
1996-01-01,1,Vancouver,2410,11224.0,,,4472,2.51,0.09,0.83,1953821.83,57.45
1996-05-01,2,Vancouver,2410,16644.0,,,6688,2.49,0.15,0.68,1953821.83,85.19
1996-07-01,3,Vancouver,2410,20436.0,,,7160,2.85,0.23,0.9,1953821.83,104.6
1996-10-01,4,Vancouver,2410,13508.0,,,5476,2.47,0.13,0.51,1953821.83,69.14
1997-02-01,1,Vancouver,2410,10864.0,,,4056,2.68,0.16,0.66,1982404.87,54.8
1997-05-01,2,Vancouver,2410,18016.0,,,6564,2.74,0.19,0.54,1982404.87,90.88
1997-07-01,3,Vancouver,2410,18456.0,,,6432,2.87,0.13,0.57,1982404.87,93.1
1997-10-01,4,Vancouver,2410,16464.0,,,5464,3.01,0.21,0.64,1982404.87,83.05
1998-02-01,1,Vancouver,2410,11520.0,,,3948,2.92,0.26,0.86,2009927.38,57.32
1998-04-01,2,Vancouver,2410,13272.0,,,4476,2.97,0.25,0.7,2009927.38,66.03
1998-07-01,3,Vancouver,2410,13956.0,,,4536,3.08,0.24,0.41,2009927.38,69.44
1998-10-01,4,Vancouver,2410,8764.0,,,3548,2.47,0.11,0.59,2009927.38,43.6
