reference_period,metro,metcode,stcan_cmacode,censustr,total_starts,num_structures,starts_accsuite,starts_no_accsuite,unitsperstructure,avgstorycount,avgpermit_to_start_time
2011,Edmonton,0340,835,0151.00,321.0,245,,321.0,1.31,0.0,0.83
2011,Edmonton,0340,835,0156.00,16.0,15,,16.0,1.07,0.0,1.0
2011,Edmonton,0340,835,9020.00,1.0,1,,1.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0011.00,21.0,16,,21.0,1.31,0.0,1.75
2011,Edmonton,0340,835,0066.01,8.0,4,,8.0,2.0,0.0,0.0
2011,Edmonton,0340,835,0104.14,2.0,2,,2.0,1.0,0.0,1.0
2011,Edmonton,0340,835,0014.00,12.0,11,,12.0,1.09,0.0,0.0
2011,Edmonton,0340,835,0020.00,26.0,20,,26.0,1.3,0.0,0.05
2011,Edmonton,0340,835,0078.07,1.0,1,,1.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0121.06,8.0,4,,8.0,2.0,0.0,2.0
2011,Edmonton,0340,835,0142.03,104.0,81,,104.0,1.28,0.0,0.99
2011,Edmonton,0340,835,9014.00,6.0,6,,6.0,1.0,0.0,1.5
2011,Edmonton,0340,835,0015.02,11.0,8,,11.0,1.38,0.0,0.0
2011,Edmonton,0340,835,0036.00,7.0,6,,7.0,1.17,0.0,1.67
2011,Edmonton,0340,835,0104.12,60.0,60,,60.0,1.0,0.0,0.52
2011,Edmonton,0340,835,9009.00,16.0,16,,16.0,1.0,0.0,0.25
2011,Edmonton,0340,835,0007.01,1.0,1,,1.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0059.00,10.0,7,,10.0,1.43,0.0,0.14
2011,Edmonton,0340,835,0120.03,1.0,1,,1.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0071.00,3.0,2,,3.0,1.5,0.0,0.0
2011,Edmonton,0340,835,0078.06,2.0,2,,2.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0110.02,3.0,2,,3.0,1.5,0.0,0.0
2011,Edmonton,0340,835,0111.00,1.0,1,,1.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0200.00,4.0,4,,4.0,1.0,0.0,0.75
2011,Edmonton,0340,835,9010.00,19.0,19,,19.0,1.0,0.0,0.53
2011,Edmonton,0340,835,9016.00,1.0,1,,1.0,1.0,0.0,2.0
2011,Edmonton,0340,835,0015.01,4.0,1,,4.0,4.0,0.0,
2011,Edmonton,0340,835,0060.02,10.0,7,,10.0,1.43,0.0,0.57
2011,Edmonton,0340,835,0063.00,10.0,4,,10.0,2.5,0.0,0.0
2011,Edmonton,0340,835,9023.00,17.0,17,,17.0,1.0,0.0,0.6
2011,Edmonton,0340,835,0008.01,2.0,2,,2.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0140.04,45.0,45,,45.0,1.0,0.0,0.31
2011,Edmonton,0340,835,0031.00,4.0,2,,4.0,2.0,0.0,0.0
2011,Edmonton,0340,835,0039.00,15.0,10,,15.0,1.5,0.0,0.11
2011,Edmonton,0340,835,0043.00,3.0,3,,3.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0057.00,6.0,6,,6.0,1.0,0.0,0.17
2011,Edmonton,0340,835,0078.08,1.0,1,,1.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0104.05,386.0,228,,386.0,1.69,0.02,0.62
2011,Edmonton,0340,835,0140.05,29.0,19,,29.0,1.53,0.0,0.31
2011,Edmonton,0340,835,9019.00,3.0,3,,3.0,1.0,0.0,3.0
2011,Edmonton,0340,835,9021.00,6.0,6,,6.0,1.0,0.0,0.17
2011,Edmonton,0340,835,0024.02,5.0,5,,5.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0022.00,1.0,1,,1.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0078.12,3.0,3,,3.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0012.01,13.0,11,,13.0,1.18,0.0,0.0
2011,Edmonton,0340,835,0050.00,23.0,12,,23.0,1.92,0.0,0.08
2011,Edmonton,0340,835,9005.00,36.0,36,,36.0,1.0,0.0,0.28
2011,Edmonton,0340,835,0029.00,20.0,19,,20.0,1.05,0.0,0.0
2011,Edmonton,0340,835,0078.03,7.0,5,,7.0,1.4,0.0,0.6
2011,Edmonton,0340,835,0078.13,1.0,1,,1.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0105.04,4.0,4,,4.0,1.0,0.0,0.75
2011,Edmonton,0340,835,0163.03,1.0,1,,1.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0016.02,3.0,3,,3.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0046.00,3.0,2,,3.0,1.5,0.0,0.0
2011,Edmonton,0340,835,0105.03,9.0,9,,9.0,1.0,0.0,0.56
2011,Edmonton,0340,835,0021.00,45.0,14,,45.0,3.21,0.0,0.0
2011,Edmonton,0340,835,0047.00,94.0,4,,94.0,23.5,1.0,0.0
2011,Edmonton,0340,835,0104.10,2.0,2,,2.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0120.01,1.0,1,,1.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0140.06,154.0,125,,154.0,1.23,0.0,0.2
2011,Edmonton,0340,835,0002.01,17.0,17,,17.0,1.0,0.0,0.35
2011,Edmonton,0340,835,0028.00,31.0,7,,31.0,4.43,0.0,0.0
2011,Edmonton,0340,835,0034.00,8.0,7,,8.0,1.14,0.0,0.0
2011,Edmonton,0340,835,0056.00,9.0,7,,9.0,1.29,0.0,0.0
2011,Edmonton,0340,835,0075.02,3.0,3,,3.0,1.0,0.0,0.0
2011,Edmonton,0340,835,0079.01,47.0,44,,47.0,1.07,0.0,0.64
2011,Edmonton,0340,835,0160.01,17.0,17,,17.0,1.0,0.0,0.29
2011,Edmonton,0340,835,9006.00,7.0,4,,7.0,1.75,0.0,0.25
2011,Edmonton,0340,835,9031.00,1.0,1,,1.0,1.0,0.0,2.0
2012,Edmonton,0340,835,0047.00,53.0,2,,53.0,26.5,2.0,2.0
2012,Edmonton,0340,835,0058.00,22.0,12,,22.0,1.83,0.0,0.0
2012,Edmonton,0340,835,0078.06,30.0,15,,30.0,2.0,0.0,0.67
2012,Edmonton,0340,835,0104.26,196.0,64,,196.0,3.06,0.09,0.43
2012,Edmonton,0340,835,0140.03,83.0,83,,83.0,1.0,0.0,0.49
2012,Edmonton,0340,835,0063.00,10.0,5,,10.0,2.0,0.0,0.4
2012,Edmonton,0340,835,0105.06,12.0,11,,12.0,1.09,0.0,0.36
2012,Edmonton,0340,835,0111.00,6.0,3,,6.0,2.0,0.0,0.5
2012,Edmonton,0340,835,0161.02,33.0,9,,33.0,3.67,0.0,1.11
2012,Edmonton,0340,835,0078.16,75.0,40,,75.0,1.88,0.0,0.14
2012,Edmonton,0340,835,0163.05,8.0,8,,8.0,1.0,0.0,2.0
2012,Edmonton,0340,835,0164.02,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,9007.00,9.0,9,,9.0,1.0,0.0,0.56
2012,Edmonton,0340,835,9024.00,5.0,5,,5.0,1.0,0.0,0.2
2012,Edmonton,0340,835,0059.00,11.0,9,,11.0,1.22,0.0,0.22
2012,Edmonton,0340,835,0140.06,4.0,4,,4.0,1.0,0.0,0.0
2012,Edmonton,0340,835,9008.00,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,9010.00,14.0,14,,14.0,1.0,0.0,0.43
2012,Edmonton,0340,835,0006.11,1.0,1,,1.0,1.0,0.0,1.0
2012,Edmonton,0340,835,0121.04,5.0,5,,5.0,1.0,0.0,0.0
2012,Edmonton,0340,835,9014.00,22.0,15,,22.0,1.47,0.0,0.87
2012,Edmonton,0340,835,9015.00,25.0,25,,25.0,1.0,0.0,0.84
2012,Edmonton,0340,835,0006.11,38.0,38,,38.0,1.0,0.0,0.05
2012,Edmonton,0340,835,0041.00,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0104.17,188.0,66,,188.0,2.85,0.06,0.43
2012,Edmonton,0340,835,0151.02,1.0,1,,1.0,1.0,0.0,1.0
2012,Edmonton,0340,835,9012.00,2.0,2,,2.0,1.0,0.0,6.0
2012,Edmonton,0340,835,0017.00,10.0,9,,10.0,1.11,0.0,1.11
2012,Edmonton,0340,835,0055.00,172.0,17,,172.0,10.12,0.0,0.12
2012,Edmonton,0340,835,0066.01,2.0,1,,2.0,2.0,0.0,0.0
2012,Edmonton,0340,835,0090.13,19.0,19,,19.0,1.0,0.0,0.84
2012,Edmonton,0340,835,0104.26,1954.0,1127,,1954.0,1.73,0.03,0.04
2012,Edmonton,0340,835,0153.00,58.0,45,,58.0,1.29,0.0,0.18
2012,Edmonton,0340,835,0160.01,27.0,27,,27.0,1.0,0.0,0.74
2012,Edmonton,0340,835,0163.06,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,9018.00,1.0,1,,1.0,1.0,0.0,1.0
2012,Edmonton,0340,835,0015.02,4.0,3,,4.0,1.33,0.0,0.0
2012,Edmonton,0340,835,0028.00,19.0,10,,19.0,1.9,0.0,0.0
2012,Edmonton,0340,835,0104.23,210.0,165,,210.0,1.27,0.0,0.31
2012,Edmonton,0340,835,0121.09,16.0,5,,16.0,3.2,0.0,0.0
2012,Edmonton,0340,835,0154.00,287.0,222,,287.0,1.29,0.0,0.88
2012,Edmonton,0340,835,0161.02,25.0,19,,25.0,1.32,0.0,0.35
2012,Edmonton,0340,835,0012.01,22.0,13,,22.0,1.69,0.0,0.0
2012,Edmonton,0340,835,0104.10,5.0,5,,5.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0121.07,340.0,193,,340.0,1.76,0.0,0.36
2012,Edmonton,0340,835,0025.00,6.0,5,,6.0,1.2,0.0,0.0
2012,Edmonton,0340,835,0042.02,2.0,1,,2.0,2.0,0.0,0.0
2012,Edmonton,0340,835,0066.01,2.0,1,,2.0,2.0,0.0,2.0
2012,Edmonton,0340,835,0121.08,175.0,105,,175.0,1.67,0.0,0.23
2012,Edmonton,0340,835,0014.00,19.0,17,,19.0,1.12,0.0,0.0
2012,Edmonton,0340,835,0029.00,84.0,22,,84.0,3.82,0.86,0.15
2012,Edmonton,0340,835,0075.11,12.0,7,,12.0,1.71,0.0,0.0
2012,Edmonton,0340,835,0078.17,292.0,52,,292.0,5.62,0.08,0.3
2012,Edmonton,0340,835,0121.03,2.0,2,,2.0,1.0,0.0,5.5
2012,Edmonton,0340,835,9020.00,5.0,5,,5.0,1.0,0.0,1.0
2012,Edmonton,0340,835,0011.00,27.0,20,,27.0,1.35,0.0,0.0
2012,Edmonton,0340,835,0022.00,10.0,2,,10.0,5.0,0.0,0.0
2012,Edmonton,0340,835,0040.00,2.0,2,,2.0,1.0,0.0,0.5
2012,Edmonton,0340,835,0056.00,85.0,12,,85.0,7.08,0.0,0.4
2012,Edmonton,0340,835,0120.06,223.0,107,,223.0,2.08,0.07,0.21
2012,Edmonton,0340,835,0078.08,74.0,54,,74.0,1.37,0.0,0.21
2012,Edmonton,0340,835,0079.03,114.0,90,,114.0,1.27,0.0,0.0
2012,Edmonton,0340,835,0006.03,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0048.00,8.0,6,,8.0,1.33,0.0,0.0
2012,Edmonton,0340,835,0060.02,9.0,5,,9.0,1.8,0.0,0.0
2012,Edmonton,0340,835,0069.00,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0104.02,22.0,22,,22.0,1.0,0.0,0.23
2012,Edmonton,0340,835,0104.24,235.0,118,,235.0,1.99,0.0,0.02
2012,Edmonton,0340,835,0163.03,8.0,8,,8.0,1.0,0.0,0.5
2012,Edmonton,0340,835,0006.17,2.0,2,,2.0,1.0,0.0,
2012,Edmonton,0340,835,0104.12,46.0,1,,46.0,46.0,0.0,
2012,Edmonton,0340,835,0104.27,97.0,92,,97.0,1.05,0.0,0.01
2012,Edmonton,0340,835,0106.01,329.0,287,,329.0,1.15,0.0,0.77
2012,Edmonton,0340,835,0005.07,2.0,2,,2.0,1.0,0.0,1.0
2012,Edmonton,0340,835,0012.02,5.0,3,,5.0,1.67,0.0,0.0
2012,Edmonton,0340,835,0039.00,10.0,8,,10.0,1.25,0.0,0.25
2012,Edmonton,0340,835,0046.00,8.0,1,,8.0,8.0,0.0,0.0
2012,Edmonton,0340,835,0062.00,5.0,3,,5.0,1.67,0.0,0.0
2012,Edmonton,0340,835,0071.00,4.0,2,,4.0,2.0,0.0,0.0
2012,Edmonton,0340,835,0140.05,125.0,44,,125.0,2.84,0.09,0.24
2012,Edmonton,0340,835,0142.03,85.0,72,,85.0,1.18,0.0,0.82
2012,Edmonton,0340,835,0044.00,26.0,3,,26.0,8.67,0.0,0.0
2012,Edmonton,0340,835,0161.01,127.0,91,,127.0,1.4,0.0,0.2
2012,Edmonton,0340,835,0035.00,5.0,4,,5.0,1.25,0.0,0.0
2012,Edmonton,0340,835,0050.00,19.0,10,,19.0,1.9,0.0,0.0
2012,Edmonton,0340,835,0105.04,4.0,4,,4.0,1.0,0.0,0.25
2012,Edmonton,0340,835,0013.00,3.0,2,,3.0,1.5,0.0,0.0
2012,Edmonton,0340,835,0079.02,334.0,243,,334.0,1.37,0.0,0.0
2012,Edmonton,0340,835,0079.04,93.0,72,,93.0,1.29,0.0,0.03
2012,Edmonton,0340,835,0090.18,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0163.05,59.0,49,,59.0,1.2,0.0,0.9
2012,Edmonton,0340,835,0164.02,86.0,80,,86.0,1.08,0.0,0.16
2012,Edmonton,0340,835,9025.00,35.0,35,,35.0,1.0,0.0,0.11
2012,Edmonton,0340,835,0005.09,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0121.06,22.0,11,,22.0,2.0,0.0,5.36
2012,Edmonton,0340,835,0151.02,80.0,75,,80.0,1.07,0.0,0.29
2012,Edmonton,0340,835,9031.00,1.0,1,,1.0,1.0,0.0,3.0
2012,Edmonton,0340,835,0006.13,60.0,60,,60.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0007.02,3.0,3,,3.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0061.00,9.0,8,,9.0,1.13,0.0,0.0
2012,Edmonton,0340,835,0079.03,14.0,14,,14.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0102.00,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0105.04,3.0,3,,3.0,1.0,0.0,0.67
2012,Edmonton,0340,835,0005.05,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0009.00,4.0,4,,4.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0070.00,2.0,1,,2.0,2.0,0.0,0.0
2012,Edmonton,0340,835,0104.12,71.0,71,,71.0,1.0,0.0,0.27
2012,Edmonton,0340,835,0104.18,140.0,115,,140.0,1.22,0.0,0.64
2012,Edmonton,0340,835,9021.00,6.0,6,,6.0,1.0,0.0,0.33
2012,Edmonton,0340,835,0053.00,32.0,15,,32.0,2.13,0.0,0.31
2012,Edmonton,0340,835,0152.00,106.0,77,,106.0,1.38,0.0,0.97
2012,Edmonton,0340,835,0006.01,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0006.18,17.0,17,,17.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0023.00,8.0,5,,8.0,1.6,0.0,0.0
2012,Edmonton,0340,835,0024.02,8.0,7,,8.0,1.14,0.0,0.14
2012,Edmonton,0340,835,0073.00,2.0,2,,2.0,1.0,0.0,1.0
2012,Edmonton,0340,835,9011.00,58.0,58,,58.0,1.0,0.0,0.43
2012,Edmonton,0340,835,9027.00,30.0,30,,30.0,1.0,0.0,0.21
2012,Edmonton,0340,835,0078.01,118.0,100,,118.0,1.18,0.0,0.21
2012,Edmonton,0340,835,0104.21,371.0,167,,371.0,2.22,0.0,0.89
2012,Edmonton,0340,835,0156.00,10.0,10,,10.0,1.0,0.0,0.7
2012,Edmonton,0340,835,0003.00,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0004.02,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0031.00,93.0,5,,93.0,18.6,0.0,0.0
2012,Edmonton,0340,835,0064.01,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0104.18,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0105.03,9.0,9,,9.0,1.0,0.0,0.89
2012,Edmonton,0340,835,9033.00,1.0,1,,1.0,1.0,0.0,
2012,Edmonton,0340,835,0006.04,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0078.14,2.0,1,,2.0,2.0,0.0,1.0
2012,Edmonton,0340,835,9009.00,9.0,9,,9.0,1.0,0.0,0.22
2012,Edmonton,0340,835,0005.01,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0065.01,32.0,2,,32.0,16.0,0.0,0.0
2012,Edmonton,0340,835,0075.10,4.0,4,,4.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0106.02,9.0,9,,9.0,1.0,0.0,0.89
2012,Edmonton,0340,835,0162.02,255.0,176,,255.0,1.45,0.0,0.61
2012,Edmonton,0340,835,0162.02,13.0,12,,13.0,1.08,0.0,0.45
2012,Edmonton,0340,835,0019.02,5.0,3,,5.0,1.67,0.0,0.67
2012,Edmonton,0340,835,0034.00,529.0,14,,529.0,37.79,0.5,2.09
2012,Edmonton,0340,835,0078.09,9.0,8,,9.0,1.13,0.0,0.0
2012,Edmonton,0340,835,0140.04,41.0,41,,41.0,1.0,0.0,0.22
2012,Edmonton,0340,835,0004.01,8.0,8,,8.0,1.0,0.0,0.88
2012,Edmonton,0340,835,0006.05,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0036.00,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0075.08,107.0,1,,107.0,107.0,0.0,
2012,Edmonton,0340,835,0105.05,10.0,10,,10.0,1.0,0.0,0.2
2012,Edmonton,0340,835,9005.00,34.0,34,,34.0,1.0,0.0,0.35
2012,Edmonton,0340,835,0001.07,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0020.00,25.0,21,,25.0,1.19,0.0,0.1
2012,Edmonton,0340,835,9002.00,32.0,32,,32.0,1.0,0.0,0.41
2012,Edmonton,0340,835,9013.01,16.0,16,,16.0,1.0,0.0,0.81
2012,Edmonton,0340,835,0054.00,4.0,2,,4.0,2.0,0.0,1.0
2012,Edmonton,0340,835,0075.12,5.0,5,,5.0,1.0,0.0,0.2
2012,Edmonton,0340,835,0104.20,121.0,46,,121.0,2.63,0.09,0.33
2012,Edmonton,0340,835,0121.02,1.0,1,,1.0,1.0,0.0,1.0
2012,Edmonton,0340,835,0151.01,154.0,133,,154.0,1.16,0.0,1.02
2012,Edmonton,0340,835,0162.01,100.0,3,,100.0,33.33,0.0,0.0
2012,Edmonton,0340,835,0005.11,3.0,3,,3.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0030.00,135.0,1,,135.0,135.0,13.0,0.0
2012,Edmonton,0340,835,0045.00,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0078.03,27.0,23,,27.0,1.17,0.0,0.17
2012,Edmonton,0340,835,0200.00,8.0,8,,8.0,1.0,0.0,0.38
2012,Edmonton,0340,835,9013.01,4.0,4,,4.0,1.0,0.0,0.5
2012,Edmonton,0340,835,0008.01,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0043.00,4.0,4,,4.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0090.17,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0140.05,13.0,9,,13.0,1.44,0.0,0.4
2012,Edmonton,0340,835,0079.04,275.0,246,,275.0,1.12,0.0,0.08
2012,Edmonton,0340,835,0104.22,184.0,3,,184.0,61.33,0.0,0.0
2012,Edmonton,0340,835,0105.03,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0140.06,430.0,163,,430.0,2.64,0.07,0.71
2012,Edmonton,0340,835,0027.00,11.0,11,,11.0,1.0,0.0,0.27
2012,Edmonton,0340,835,0078.06,2.0,2,,2.0,1.0,0.0,
2012,Edmonton,0340,835,0104.19,151.0,119,,151.0,1.27,0.0,0.75
2012,Edmonton,0340,835,0163.06,101.0,79,,101.0,1.28,0.0,1.41
2012,Edmonton,0340,835,9032.00,2.0,2,,2.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0021.00,3.0,3,,3.0,1.0,0.0,0.33
2012,Edmonton,0340,835,0024.01,2.0,2,,2.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0033.01,190.0,1,,190.0,190.0,0.0,
2012,Edmonton,0340,835,0057.00,2.0,2,,2.0,1.0,0.0,1.0
2012,Edmonton,0340,835,0067.01,3.0,2,,3.0,1.5,0.0,0.0
2012,Edmonton,0340,835,0090.08,8.0,8,,8.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0104.23,1389.0,680,,1389.0,2.04,0.02,0.42
2012,Edmonton,0340,835,0010.00,11.0,11,,11.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0016.02,3.0,3,,3.0,1.0,0.0,0.67
2012,Edmonton,0340,835,0024.01,1.0,1,,1.0,1.0,0.0,0.0
2012,Edmonton,0340,835,0078.02,51.0,1,,51.0,51.0,4.0,0.0
2012,Edmonton,0340,835,0078.07,24.0,20,,24.0,1.2,0.0,1.2
2012,Edmonton,0340,835,9004.00,2.0,2,,2.0,1.0,0.0,0.0
2012,Edmonton,0340,835,9006.00,7.0,7,,7.0,1.0,0.0,0.71
2012,Edmonton,0340,835,9019.00,1.0,1,,1.0,1.0,0.0,2.0
2012,Edmonton,0340,835,9023.00,10.0,10,,10.0,1.0,0.0,0.11
2012,Edmonton,0340,835,9028.00,4.0,4,,4.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0002.01,72.0,2,,72.0,36.0,2.0,0.0
2013,Edmonton,0340,835,0034.00,9.0,7,,9.0,1.29,0.0,0.14
2013,Edmonton,0340,835,0037.00,56.0,2,,56.0,28.0,0.0,0.0
2013,Edmonton,0340,835,0039.00,6.0,5,,6.0,1.2,0.0,0.2
2013,Edmonton,0340,835,0058.00,5.0,3,,5.0,1.67,0.0,0.33
2013,Edmonton,0340,835,0090.06,8.0,7,,8.0,1.14,0.0,1.29
2013,Edmonton,0340,835,0140.05,199.0,73,,199.0,2.73,0.0,0.15
2013,Edmonton,0340,835,0056.00,39.0,5,,39.0,7.8,0.8,0.4
2013,Edmonton,0340,835,0063.00,16.0,9,,16.0,1.78,0.0,0.22
2013,Edmonton,0340,835,0104.02,33.0,33,,33.0,1.0,0.0,0.33
2013,Edmonton,0340,835,0121.06,8.0,8,,8.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0006.13,67.0,54,,67.0,1.24,0.0,0.07
2013,Edmonton,0340,835,0110.02,2.0,2,,2.0,1.0,0.0,0.5
2013,Edmonton,0340,835,0025.00,5.0,4,,5.0,1.25,0.0,0.0
2013,Edmonton,0340,835,0065.03,3.0,3,,3.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0066.01,4.0,3,,4.0,1.33,0.0,0.33
2013,Edmonton,0340,835,0078.01,103.0,80,,103.0,1.29,0.0,0.51
2013,Edmonton,0340,835,0078.17,67.0,26,,67.0,2.58,0.0,0.27
2013,Edmonton,0340,835,0104.25,11.0,3,,11.0,3.67,0.0,0.0
2013,Edmonton,0340,835,0054.00,5.0,2,,5.0,2.5,0.0,0.0
2013,Edmonton,0340,835,0104.17,150.0,106,,150.0,1.42,0.0,0.3
2013,Edmonton,0340,835,9010.00,21.0,21,,21.0,1.0,0.0,0.43
2013,Edmonton,0340,835,0029.00,14.0,13,,14.0,1.08,0.0,0.54
2013,Edmonton,0340,835,0104.23,1077.0,636,,1077.0,1.69,0.02,0.59
2013,Edmonton,0340,835,0105.06,4.0,4,,4.0,1.0,0.0,0.75
2013,Edmonton,0340,835,0106.01,489.0,261,,489.0,1.87,0.0,0.79
2013,Edmonton,0340,835,0164.01,70.0,50,,70.0,1.4,0.0,0.31
2013,Edmonton,0340,835,0015.02,12.0,7,,12.0,1.71,0.0,0.29
2013,Edmonton,0340,835,0105.03,3.0,3,,3.0,1.0,0.0,0.33
2013,Edmonton,0340,835,0121.07,533.0,332,,533.0,1.61,0.01,0.41
2013,Edmonton,0340,835,0151.02,4.0,4,,4.0,1.0,0.0,0.75
2013,Edmonton,0340,835,0006.11,24.0,12,,24.0,2.0,0.0,0.17
2013,Edmonton,0340,835,0024.02,9.0,9,,9.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0045.00,7.0,3,,7.0,2.33,0.0,0.0
2013,Edmonton,0340,835,0051.01,2.0,1,,2.0,2.0,0.0,0.0
2013,Edmonton,0340,835,0121.04,9.0,9,,9.0,1.0,0.0,1.33
2013,Edmonton,0340,835,0140.06,117.0,45,,117.0,2.6,0.09,0.76
2013,Edmonton,0340,835,9002.00,35.0,35,,35.0,1.0,0.0,0.26
2013,Edmonton,0340,835,9013.01,18.0,18,,18.0,1.0,0.0,0.78
2013,Edmonton,0340,835,9020.00,2.0,2,,2.0,1.0,0.0,0.5
2013,Edmonton,0340,835,0016.02,2.0,2,,2.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0060.02,17.0,8,,17.0,2.13,0.0,0.0
2013,Edmonton,0340,835,0110.01,1.0,1,,1.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0111.00,4.0,4,,4.0,1.0,0.0,0.25
2013,Edmonton,0340,835,0140.06,529.0,88,,529.0,6.01,0.23,0.26
2013,Edmonton,0340,835,0151.02,60.0,49,,60.0,1.22,0.0,1.0
2013,Edmonton,0340,835,0005.02,1.0,1,,1.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0104.21,141.0,106,,141.0,1.33,0.0,0.65
2013,Edmonton,0340,835,0121.09,16.0,4,,16.0,4.0,0.0,
2013,Edmonton,0340,835,0040.00,1.0,1,,1.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0068.02,2.0,2,,2.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0078.07,1.0,1,,1.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0104.19,141.0,116,,141.0,1.22,0.0,1.01
2013,Edmonton,0340,835,0200.00,36.0,6,,36.0,6.0,0.0,1.5
2013,Edmonton,0340,835,0024.01,4.0,4,,4.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0075.12,3.0,3,,3.0,1.0,0.0,0.67
2013,Edmonton,0340,835,0121.08,321.0,192,,321.0,1.67,0.06,0.16
2013,Edmonton,0340,835,0140.05,10.0,10,,10.0,1.0,0.0,0.1
2013,Edmonton,0340,835,0162.02,4.0,4,,4.0,1.0,0.0,0.25
2013,Edmonton,0340,835,0004.01,2.0,2,,2.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0009.00,4.0,4,,4.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0027.00,11.0,10,,11.0,1.1,0.0,0.0
2013,Edmonton,0340,835,0053.00,22.0,11,,22.0,2.0,0.0,0.18
2013,Edmonton,0340,835,0078.14,2.0,2,,2.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0078.16,19.0,19,,19.0,1.0,0.0,0.74
2013,Edmonton,0340,835,0090.08,14.0,14,,14.0,1.0,0.0,0.07
2013,Edmonton,0340,835,0090.19,1.0,1,,1.0,1.0,0.0,0.0
2013,Edmonton,0340,835,9008.00,3.0,3,,3.0,1.0,0.0,0.0
2013,Edmonton,0340,835,0028.00,7.0,4,,7.0,1.75,0.0,0.0
