reference_period,ref_qq,metro,metcode,dweltype,mkttycd,total_starts,starts_accsuite,starts_no_accsuite,num_structures,unitsperstructure,avgstorycount,avgpermit_to_start_time,bachelor_units,one_bedrooms,two_bedrooms,three_bedrooms,four_bedrooms,tot_units,total_avg_unitsize_sqm,total_avg_unitsize_sqft,total_avg_price,total_min_price,total_max_price,population,starts_per_10kpop
1988-06-01,2,Calgary,0140,1.0,1.0,1324.0,,,1324,1.0,0.0,0.0,,,,,,,,,,,,724449.87,18.28
1988-06-01,2,Calgary,0140,5.0,1.0,44.0,,,12,3.67,0.0,0.0,,,,,,,,,,,,724449.87,0.61
1988-06-01,2,Calgary,0140,1.0,0.0,4.0,,,4,1.0,0.0,0.0,,,,,,,,,,,,724449.87,0.06
1988-08-01,3,Calgary,0140,2.0,1.0,624.0,,,312,2.0,0.0,0.01,,,,,,,,,,,,724449.87,8.61
1988-07-01,3,Calgary,0140,1.0,1.0,3680.0,,,3680,1.0,0.0,0.24,,,,,,,,,,,,724449.87,50.8
1988-12-01,4,Calgary,0140,5.0,1.0,16.0,,,4,4.0,0.0,5.0,,,,,,,,,,,,724449.87,0.22
1988-11-01,4,Calgary,0140,2.0,2.0,8.0,,,4,2.0,0.0,1.0,,,,,,,,,,,,724449.87,0.11
1988-11-01,4,Calgary,0140,4.0,2.0,304.0,,,12,25.33,0.0,1.0,,,,,,,,,,,,724449.87,4.2
1988-12-01,4,Calgary,0140,4.0,1.0,84.0,,,12,7.0,0.0,2.67,,,,,,,,,,,,724449.87,1.16
1988-10-01,4,Calgary,0140,1.0,1.0,3536.0,,,3536,1.0,0.0,0.41,,,,,,,,,,,,724449.87,48.81
1988-10-01,4,Calgary,0140,2.0,1.0,624.0,,,312,2.0,0.0,0.1,,,,,,,,,,,,724449.87,8.61
1989-02-01,1,Calgary,0140,4.0,2.0,592.0,,,148,4.0,0.0,1.0,,,,,,,,,,,,747414.6,7.92
1989-01-01,1,Calgary,0140,2.0,1.0,264.0,,,132,2.0,0.0,2.06,,,,,,,,,,,,747414.6,3.53
1989-02-01,1,Calgary,0140,2.0,2.0,24.0,,,12,2.0,0.0,2.33,,,,,,,,,,,,747414.6,0.32
1989-01-01,1,Calgary,0140,1.0,1.0,3140.0,,,3140,1.0,0.0,0.44,,,,,,,,,,,,747414.6,42.01
1989-06-01,2,Calgary,0140,1.0,0.0,840.0,,,840,1.0,0.0,0.12,,,,,,,,,,,,747414.6,11.24
1989-04-01,2,Calgary,0140,1.0,1.0,5184.0,,,5184,1.0,0.0,0.41,,,,,,,,,,,,747414.6,69.36
1989-05-01,2,Calgary,0140,1.0,2.0,36.0,,,36,1.0,0.0,2.0,,,,,,,,,,,,747414.6,0.48
1989-06-01,2,Calgary,0140,2.0,1.0,64.0,,,32,2.0,0.0,1.63,,,,,,,,,,,,747414.6,0.86
1989-06-01,2,Calgary,0140,2.0,2.0,16.0,,,8,2.0,0.0,4.5,,,,,,,,,,,,747414.6,0.21
1989-06-01,2,Calgary,0140,2.0,0.0,112.0,,,56,2.0,0.0,0.0,,,,,,,,,,,,747414.6,1.5
1989-08-01,3,Calgary,0140,2.0,1.0,24.0,,,12,2.0,0.0,1.33,,,,,,,,,,,,747414.6,0.32
1989-07-01,3,Calgary,0140,4.0,3.0,168.0,,,8,21.0,0.0,0.0,,,,,,,,,,,,747414.6,2.25
1989-08-01,3,Calgary,0140,1.0,0.0,1384.0,,,1384,1.0,0.0,0.44,,,,,,,,,,,,747414.6,18.52
1989-07-01,3,Calgary,0140,2.0,0.0,72.0,,,36,2.0,0.0,0.56,,,,,,,,,,,,747414.6,0.96
1989-07-01,3,Calgary,0140,4.0,0.0,524.0,,,20,26.2,0.0,2.2,,,,,,,,,,,,747414.6,7.01
1989-07-01,3,Calgary,0140,4.0,1.0,360.0,,,80,4.5,0.0,1.4,,,,,,,,,,,,747414.6,4.82
1989-07-01,3,Calgary,0140,1.0,1.0,4228.0,,,4228,1.0,0.0,0.39,,,,,,,,,,,,747414.6,56.57
1989-07-01,3,Calgary,0140,1.0,2.0,72.0,,,72,1.0,0.0,0.39,,,,,,,,,,,,747414.6,0.96
1989-07-01,3,Calgary,0140,5.0,0.0,156.0,,,16,9.75,0.0,1.75,,,,,,,,,,,,747414.6,2.09
1989-07-01,3,Calgary,0140,5.0,2.0,24.0,,,8,3.0,0.0,0.0,,,,,,,,,,,,747414.6,0.32
1989-10-01,4,Calgary,0140,1.0,2.0,20.0,,,20,1.0,0.0,0.2,,,,,,,,,,,,747414.6,0.27
1989-12-01,4,Calgary,0140,2.0,0.0,56.0,,,28,2.0,0.0,0.0,,,,,,,,,,,,747414.6,0.75
1989-12-01,4,Calgary,0140,2.0,1.0,120.0,,,60,2.0,0.0,0.73,,,,,,,,,,,,747414.6,1.61
1989-12-01,4,Calgary,0140,5.0,3.0,16.0,,,4,4.0,0.0,0.0,,,,,,,,,,,,747414.6,0.21
1989-12-01,4,Calgary,0140,4.0,2.0,48.0,,,12,4.0,0.0,0.0,,,,,,,,,,,,747414.6,0.64
1989-10-01,4,Calgary,0140,1.0,1.0,5736.0,,,5736,1.0,0.0,0.27,,,,,,,,,,,,747414.6,76.74
1989-12-01,4,Calgary,0140,5.0,1.0,32.0,,,8,4.0,0.0,1.0,,,,,,,,,,,,747414.6,0.43
1989-12-01,4,Calgary,0140,2.0,2.0,72.0,,,36,2.0,0.0,0.0,,,,,,,,,,,,747414.6,0.96
1989-10-01,4,Calgary,0140,5.0,2.0,1008.0,,,84,12.0,0.0,0.0,,,,,,,,,,,,747414.6,13.49
1989-12-01,4,Calgary,0140,1.0,0.0,472.0,,,472,1.0,0.0,0.14,,,,,,,,,,,,747414.6,6.32
1989-12-01,4,Calgary,0140,4.0,1.0,48.0,,,8,6.0,0.0,0.0,,,,,,,,,,,,747414.6,0.64
1990-03-01,1,Calgary,0140,2.0,2.0,16.0,,,8,2.0,0.0,0.0,,,,,,,,,,,,764404.2,0.21
1990-01-01,1,Calgary,0140,4.0,1.0,180.0,,,52,3.46,0.0,4.0,,,,,,,,,,,,764404.2,2.35
1990-01-01,1,Calgary,0140,5.0,2.0,12.0,,,4,3.0,0.0,0.0,,,,,,,,,,,,764404.2,0.16
1990-01-01,1,Calgary,0140,1.0,0.0,508.0,,,508,1.0,0.0,0.41,,,,,,,,,,,,764404.2,6.65
1990-02-01,1,Calgary,0140,1.0,1.0,7340.0,,,7340,1.0,0.0,0.35,,,,,,,,,,,,764404.2,96.02
1990-02-01,1,Calgary,0140,2.0,0.0,32.0,,,16,2.0,0.0,4.75,,,,,,,,,,,,764404.2,0.42
1990-01-01,1,Calgary,0140,2.0,3.0,336.0,,,168,2.0,0.0,0.36,,,,,,,,,,,,764404.2,4.4
1990-03-01,1,Calgary,0140,1.0,3.0,4.0,,,4,1.0,0.0,0.0,,,,,,,,,,,,764404.2,0.05
1990-01-01,1,Calgary,0140,4.0,3.0,96.0,,,28,3.43,0.0,0.43,,,,,,,,,,,,764404.2,1.26
1990-03-01,1,Calgary,0140,2.0,1.0,120.0,,,60,2.0,0.0,0.6,,,,,,,,,,,,764404.2,1.57
1990-03-01,1,Calgary,0140,1.0,2.0,4.0,,,4,1.0,0.0,0.0,,,,,,,,,,,,764404.2,0.05
1990-04-01,2,Calgary,0140,1.0,1.0,6512.0,,,6512,1.0,0.0,0.36,,,,,,,,,,,,764404.2,85.19
1990-06-01,2,Calgary,0140,5.0,3.0,420.0,,,8,52.5,4.5,0.0,,,,,,,,,,,,764404.2,5.49
1990-05-01,2,Calgary,0140,2.0,2.0,56.0,,,28,2.0,0.0,2.71,,,,,,,,,,,,764404.2,0.73
1990-06-01,2,Calgary,0140,2.0,1.0,80.0,,,40,2.0,0.0,3.0,,,,,,,,,,,,764404.2,1.05
1990-05-01,2,Calgary,0140,2.0,3.0,64.0,,,32,2.0,0.0,0.25,,,,,,,,,,,,764404.2,0.84
1990-05-01,2,Calgary,0140,4.0,2.0,420.0,,,92,4.57,0.0,0.0,,,,,,,,,,,,764404.2,5.49
1990-06-01,2,Calgary,0140,5.0,1.0,4.0,,,4,1.0,0.0,2.0,,,,,,,,,,,,764404.2,0.05
1990-05-01,2,Calgary,0140,4.0,3.0,700.0,,,152,4.61,0.0,0.21,,,,,,,,,,,,764404.2,9.16
1990-05-01,2,Calgary,0140,5.0,2.0,296.0,,,12,24.67,0.0,1.67,,,,,,,,,,,,764404.2,3.87
1990-05-01,2,Calgary,0140,2.0,0.0,8.0,,,4,2.0,0.0,0.0,,,,,,,,,,,,764404.2,0.1
1990-05-01,2,Calgary,0140,1.0,0.0,640.0,,,640,1.0,0.0,0.09,,,,,,,,,,,,764404.2,8.37
1990-04-01,2,Calgary,0140,1.0,2.0,12.0,,,12,1.0,0.0,1.33,,,,,,,,,,,,764404.2,0.16
1990-07-01,3,Calgary,0140,2.0,1.0,24.0,,,12,2.0,0.0,0.33,,,,,,,,,,,,764404.2,0.31
1990-07-01,3,Calgary,0140,4.0,3.0,124.0,,,16,7.75,0.0,0.75,,,,,,,,,,,,764404.2,1.62
1990-07-01,3,Calgary,0140,4.0,0.0,336.0,,,4,84.0,0.0,0.0,,,,,,,,,,,,764404.2,4.4
1990-07-01,3,Calgary,0140,1.0,1.0,3800.0,,,3800,1.0,0.0,0.88,,,,,,,,,,,,764404.2,49.71
1990-08-01,3,Calgary,0140,5.0,2.0,56.0,,,8,7.0,1.0,0.5,,,,,,,,,,,,764404.2,0.73
1990-09-01,3,Calgary,0140,2.0,0.0,64.0,,,32,2.0,0.0,0.63,,,,,,,,,,,,764404.2,0.84
1990-08-01,3,Calgary,0140,5.0,3.0,736.0,,,8,92.0,1.5,2.5,,,,,,,,,,,,764404.2,9.63
1990-08-01,3,Calgary,0140,2.0,3.0,176.0,,,88,2.0,0.0,1.0,,,,,,,,,,,,764404.2,2.3
1990-09-01,3,Calgary,0140,1.0,2.0,4.0,,,4,1.0,0.0,0.0,,,,,,,,,,,,764404.2,0.05
1990-07-01,3,Calgary,0140,5.0,0.0,224.0,,,4,56.0,0.0,0.0,,,,,,,,,,,,764404.2,2.93
1990-11-01,4,Calgary,0140,1.0,0.0,136.0,,,136,1.0,0.0,1.06,,,,,,,,,,,,764404.2,1.78
1990-10-01,4,Calgary,0140,2.0,2.0,24.0,,,12,2.0,0.0,0.0,,,,,,,,,,,,764404.2,0.31
1990-12-01,4,Calgary,0140,5.0,2.0,8.0,,,4,2.0,0.0,2.0,,,,,,,,,,,,764404.2,0.1
1990-10-01,4,Calgary,0140,1.0,1.0,3296.0,,,3296,1.0,0.0,0.77,,,,,,,,,,,,764404.2,43.12
1990-12-01,4,Calgary,0140,4.0,0.0,264.0,,,4,66.0,0.0,2.0,,,,,,,,,,,,764404.2,3.45
1990-11-01,4,Calgary,0140,4.0,2.0,276.0,,,8,34.5,0.0,0.5,,,,,,,,,,,,764404.2,3.61
1990-12-01,4,Calgary,0140,5.0,0.0,128.0,,,4,32.0,0.0,0.0,,,,,,,,,,,,764404.2,1.67
1990-10-01,4,Calgary,0140,2.0,1.0,56.0,,,28,2.0,0.0,1.0,,,,,,,,,,,,764404.2,0.73
1990-10-01,4,Calgary,0140,2.0,3.0,32.0,,,16,2.0,0.0,0.0,,,,,,,,,,,,764404.2,0.42
1990-11-01,4,Calgary,0140,2.0,0.0,16.0,,,8,2.0,0.0,1.0,,,,,,,,,,,,764404.2,0.21
1990-10-01,4,Calgary,0140,4.0,3.0,376.0,,,36,10.44,0.0,0.78,,,,,,,,,,,,764404.2,4.92
1991-03-01,1,Calgary,0140,5.0,3.0,136.0,,,8,17.0,0.0,1.0,,,,,,,,,,,,779040.07,1.75
1991-02-01,1,Calgary,0140,4.0,3.0,16.0,,,4,4.0,0.0,1.0,,,,,,,,,,,,779040.07,0.21
1991-03-01,1,Calgary,0140,2.0,1.0,96.0,,,52,1.85,0.0,0.23,,,,,,,,,,,,779040.07,1.23
1991-01-01,1,Calgary,0140,1.0,1.0,2608.0,,,2608,1.0,0.0,0.67,,,,,,,,,,,,779040.07,33.48
1991-01-01,1,Calgary,0140,2.0,2.0,8.0,,,4,2.0,0.0,3.0,,,,,,,,,,,,779040.07,0.1
1991-01-01,1,Calgary,0140,4.0,2.0,32.0,,,8,4.0,0.0,1.0,,,,,,,,,,,,779040.07,0.41
1991-06-01,2,Calgary,0140,4.0,2.0,48.0,,,8,6.0,0.0,2.5,,,,,,,,,,,,779040.07,0.62
1991-05-01,2,Calgary,0140,1.0,3.0,4.0,,,4,1.0,0.0,0.0,,,,,,,,,,,,779040.07,0.05
1991-04-01,2,Calgary,0140,5.0,4.0,164.0,,,4,41.0,0.0,1.0,,,,,,,,,,,,779040.07,2.11
1991-06-01,2,Calgary,0140,2.0,2.0,48.0,,,24,2.0,0.0,0.83,,,,,,,,,,,,779040.07,0.62
1991-06-01,2,Calgary,0140,2.0,1.0,128.0,,,64,2.0,0.0,1.5,,,,,,,,,,,,779040.07,1.64
1991-04-01,2,Calgary,0140,1.0,1.0,5048.0,,,5048,1.0,0.0,0.23,,,,,,,,,,,,779040.07,64.8
1991-06-01,2,Calgary,0140,5.0,2.0,148.0,,,12,12.33,0.0,0.33,,,,,,,,,,,,779040.07,1.9
1991-04-01,2,Calgary,0140,2.0,0.0,8.0,,,4,2.0,0.0,0.0,,,,,,,,,,,,779040.07,0.1
1991-05-01,2,Calgary,0140,4.0,3.0,132.0,,,12,11.0,0.0,1.67,,,,,,,,,,,,779040.07,1.69
1991-09-01,3,Calgary,0140,4.0,3.0,76.0,,,8,9.5,0.0,0.5,,,,,,,,,,,,779040.07,0.98
1991-09-01,3,Calgary,0140,1.0,2.0,12.0,,,12,1.0,0.0,0.0,,,,,,,,,,,,779040.07,0.15
1991-07-01,3,Calgary,0140,5.0,2.0,56.0,,,12,4.67,0.0,0.33,,,,,,,,,,,,779040.07,0.72
1991-08-01,3,Calgary,0140,5.0,3.0,88.0,,,8,11.0,0.0,2.5,,,,,,,,,,,,779040.07,1.13
1991-07-01,3,Calgary,0140,4.0,1.0,48.0,,,12,4.0,0.0,2.0,,,,,,,,,,,,779040.07,0.62
1991-07-01,3,Calgary,0140,2.0,1.0,112.0,,,56,2.0,0.0,0.29,,,,,,,,,,,,779040.07,1.44
1991-07-01,3,Calgary,0140,4.0,2.0,168.0,,,12,14.0,0.0,1.67,,,,,,,,,,,,779040.07,2.16
1991-07-01,3,Calgary,0140,1.0,1.0,4644.0,,,4644,1.0,0.0,0.38,,,,,,,,,,,,779040.07,59.61
1991-09-01,3,Calgary,0140,2.0,2.0,24.0,,,12,2.0,0.0,0.0,,,,,,,,,,,,779040.07,0.31
1991-12-01,4,Calgary,0140,2.0,2.0,24.0,,,12,2.0,0.0,0.0,,,,,,,,,,,,779040.07,0.31
1991-11-01,4,Calgary,0140,2.0,1.0,304.0,,,152,2.0,0.0,0.18,,,,,,,,,,,,779040.07,3.9
1991-11-01,4,Calgary,0140,5.0,1.0,16.0,,,4,4.0,0.0,0.0,,,,,,,,,,,,779040.07,0.21
1991-12-01,4,Calgary,0140,1.0,0.0,20.0,,,20,1.0,0.0,0.0,,,,,,,,,,,,779040.07,0.26
1991-12-01,4,Calgary,0140,4.0,3.0,92.0,,,12,7.67,0.0,3.67,,,,,,,,,,,,779040.07,1.18
1991-11-01,4,Calgary,0140,4.0,0.0,68.0,,,4,17.0,0.0,4.0,,,,,,,,,,,,779040.07,0.87
1991-10-01,4,Calgary,0140,1.0,1.0,4264.0,,,4264,1.0,0.0,0.32,,,,,,,,,,,,779040.07,54.73
1991-11-01,4,Calgary,0140,2.0,0.0,128.0,,,64,2.0,0.0,0.06,,,,,,,,,,,,779040.07,1.64
1991-10-01,4,Calgary,0140,5.0,3.0,12.0,,,4,3.0,0.0,8.0,,,,,,,,,,,,779040.07,0.15
1991-11-01,4,Calgary,0140,5.0,0.0,48.0,,,8,6.0,0.0,5.0,,,,,,,,,,,,779040.07,0.62
1991-11-01,4,Calgary,0140,2.0,3.0,152.0,,,76,2.0,0.0,1.0,,,,,,,,,,,,779040.07,1.95
1991-10-01,4,Calgary,0140,5.0,2.0,20.0,,,4,5.0,0.0,0.0,,,,,,,,,,,,779040.07,0.26
1992-02-01,1,Calgary,0140,2.0,1.0,248.0,,,124,2.0,0.0,0.87,,,,,,,,,,,,789289.72,3.14
1992-03-01,1,Calgary,0140,2.0,2.0,8.0,,,4,2.0,0.0,0.0,,,,,,,,,,,,789289.72,0.1
1992-01-01,1,Calgary,0140,4.0,1.0,56.0,,,16,3.5,0.0,0.0,,,,,,,,,,,,789289.72,0.71
1992-03-01,1,Calgary,0140,4.0,3.0,208.0,,,8,26.0,0.0,0.5,,,,,,,,,,,,789289.72,2.64
1992-01-01,1,Calgary,0140,5.0,3.0,20.0,,,4,5.0,0.0,1.0,,,,,,,,,,,,789289.72,0.25
1992-02-01,1,Calgary,0140,5.0,1.0,72.0,,,4,18.0,0.0,3.0,,,,,,,,,,,,789289.72,0.91
1992-02-01,1,Calgary,0140,1.0,1.0,4560.0,,,4560,1.0,0.0,0.43,,,,,,,,,,,,789289.72,57.77
1992-01-01,1,Calgary,0140,5.0,2.0,16.0,,,4,4.0,0.0,11.0,,,,,,,,,,,,789289.72,0.2
1992-06-01,2,Calgary,0140,1.0,1.0,7804.0,,,7804,1.0,0.0,0.18,,,,,,,,,,,,789289.72,98.87
1992-04-01,2,Calgary,0140,5.0,3.0,172.0,,,16,10.75,0.0,1.0,,,,,,,,,,,,789289.72,2.18
1992-06-01,2,Calgary,0140,4.0,3.0,556.0,,,76,7.32,0.0,0.68,,,,,,,,,,,,789289.72,7.04
1992-05-01,2,Calgary,0140,2.0,2.0,32.0,,,16,2.0,0.0,0.75,,,,,,,,,,,,789289.72,0.41
1992-04-01,2,Calgary,0140,2.0,3.0,40.0,,,20,2.0,0.0,0.2,,,,,,,,,,,,789289.72,0.51
1992-06-01,2,Calgary,0140,2.0,1.0,296.0,,,148,2.0,0.0,0.08,,,,,,,,,,,,789289.72,3.75
1992-04-01,2,Calgary,0140,4.0,1.0,24.0,,,4,6.0,0.0,6.0,,,,,,,,,,,,789289.72,0.3
1992-05-01,2,Calgary,0140,4.0,0.0,36.0,,,4,9.0,0.0,10.0,,,,,,,,,,,,789289.72,0.46
1992-06-01,2,Calgary,0140,5.0,2.0,200.0,,,4,50.0,0.0,1.0,,,,,,,,,,,,789289.72,2.53
1992-08-01,3,Calgary,0140,2.0,1.0,168.0,,,84,2.0,0.0,0.33,,,,,,,,,,,,789289.72,2.13
1992-08-01,3,Calgary,0140,4.0,3.0,364.0,,,56,6.5,0.0,1.79,,,,,,,,,,,,789289.72,4.61
1992-07-01,3,Calgary,0140,1.0,1.0,5628.0,,,5628,1.0,0.0,0.33,,,,,,,,,,,,789289.72,71.3
1992-07-01,3,Calgary,0140,5.0,1.0,16.0,,,4,4.0,0.0,0.0,,,,,,,,,,,,789289.72,0.2
1992-08-01,3,Calgary,0140,5.0,3.0,12.0,,,4,3.0,0.0,5.0,,,,,,,,,,,,789289.72,0.15
1992-07-01,3,Calgary,0140,4.0,0.0,40.0,,,4,10.0,0.0,0.0,,,,,,,,,,,,789289.72,0.51
1992-09-01,3,Calgary,0140,4.0,4.0,248.0,,,44,5.64,0.0,1.27,,,,,,,,,,,,789289.72,3.14
1992-09-01,3,Calgary,0140,5.0,2.0,120.0,,,4,30.0,0.0,3.0,,,,,,,,,,,,789289.72,1.52
1992-09-01,3,Calgary,0140,2.0,3.0,192.0,,,96,2.0,0.0,1.46,,,,,,,,,,,,789289.72,2.43
1992-12-01,4,Calgary,0140,2.0,3.0,168.0,,,84,2.0,0.0,0.0,,,,,,,,,,,,789289.72,2.13
1992-11-01,4,Calgary,0140,1.0,1.0,5928.0,,,5928,1.0,0.0,0.16,,,,,,,,,,,,789289.72,75.11
1992-11-01,4,Calgary,0140,5.0,1.0,16.0,,,4,4.0,0.0,0.0,,,,,,,,,,,,789289.72,0.2
1992-12-01,4,Calgary,0140,4.0,1.0,52.0,,,8,6.5,0.0,2.5,,,,,,,,,,,,789289.72,0.66
1992-11-01,4,Calgary,0140,2.0,1.0,296.0,,,148,2.0,0.0,0.57,,,,,,,,,,,,789289.72,3.75
1992-11-01,4,Calgary,0140,5.0,3.0,52.0,,,12,4.33,0.0,0.67,,,,,,,,,,,,789289.72,0.66
1992-12-01,4,Calgary,0140,1.0,3.0,8.0,,,8,1.0,0.0,0.0,,,,,,,,,,,,789289.72,0.1
1992-12-01,4,Calgary,0140,4.0,3.0,480.0,,,124,3.87,0.0,0.58,,,,,,,,,,,,789289.72,6.08
1993-01-01,1,Calgary,0140,1.0,1.0,3860.0,,,3860,1.0,0.0,0.3,,,,,,,,,,,,803617.45,48.03
1993-03-01,1,Calgary,0140,2.0,1.0,184.0,,,92,2.0,0.0,0.48,,,,,,,,,,,,803617.45,2.29
1993-01-01,1,Calgary,0140,5.0,3.0,72.0,,,12,6.0,0.0,0.33,,,,,,,,,,,,803617.45,0.9
1993-01-01,1,Calgary,0140,2.0,3.0,88.0,,,44,2.0,0.0,0.55,,,,,,,,,,,,803617.45,1.1
1993-02-01,1,Calgary,0140,4.0,3.0,756.0,,,180,4.2,0.0,1.36,,,,,,,,,,,,803617.45,9.41
1993-03-01,1,Calgary,0140,4.0,2.0,56.0,,,8,7.0,0.0,2.0,,,,,,,,,,,,803617.45,0.7
1993-06-01,2,Calgary,0140,4.0,2.0,136.0,,,16,8.5,0.0,1.5,,,,,,,,,,,,803617.45,1.69
1993-05-01,2,Calgary,0140,1.0,1.0,5872.0,,,5872,1.0,0.0,0.22,,,,,,,,,,,,803617.45,73.07
1993-05-01,2,Calgary,0140,2.0,1.0,288.0,,,144,2.0,0.0,0.42,,,,,,,,,,,,803617.45,3.58
1993-06-01,2,Calgary,0140,5.0,2.0,36.0,,,8,4.5,0.0,0.5,,,,,,,,,,,,803617.45,0.45
1993-06-01,2,Calgary,0140,4.0,1.0,20.0,,,4,5.0,0.0,2.0,,,,,,,,,,,,803617.45,0.25
1993-04-01,2,Calgary,0140,2.0,3.0,104.0,,,52,2.0,0.0,0.69,,,,,,,,,,,,803617.45,1.29
1993-06-01,2,Calgary,0140,5.0,3.0,308.0,,,12,25.67,0.0,1.0,,,,,,,,,,,,803617.45,3.83
1993-04-01,2,Calgary,0140,2.0,2.0,16.0,,,8,2.0,0.0,3.0,,,,,,,,,,,,803617.45,0.2
1993-05-01,2,Calgary,0140,4.0,3.0,540.0,,,136,3.97,0.0,1.68,,,,,,,,,,,,803617.45,6.72
1993-09-01,3,Calgary,0140,2.0,3.0,56.0,,,28,2.0,0.0,4.43,,,,,,,,,,,,803617.45,0.7
1993-09-01,3,Calgary,0140,2.0,1.0,136.0,,,68,2.0,0.0,0.94,,,,,,,,,,,,803617.45,1.69
1993-07-01,3,Calgary,0140,5.0,3.0,52.0,,,8,6.5,0.0,0.5,,,,,,,,,,,,803617.45,0.65
1993-07-01,3,Calgary,0140,4.0,2.0,260.0,,,28,9.29,0.0,1.71,,,,,,,,,,,,803617.45,3.24
1993-07-01,3,Calgary,0140,5.0,2.0,400.0,,,4,100.0,0.0,4.0,,,,,,,,,,,,803617.45,4.98
1993-07-01,3,Calgary,0140,4.0,3.0,632.0,,,124,5.1,0.0,2.29,,,,,,,,,,,,803617.45,7.86
1993-08-01,3,Calgary,0140,1.0,1.0,5180.0,,,5180,1.0,0.0,0.22,,,,,,,,,,,,803617.45,64.46
1993-07-01,3,Calgary,0140,2.0,2.0,16.0,,,8,2.0,0.0,1.0,,,,,,,,,,,,803617.45,0.2
1993-10-01,4,Calgary,0140,4.0,1.0,56.0,,,4,14.0,0.0,0.0,,,,,,,,,,,,803617.45,0.7
1993-11-01,4,Calgary,0140,2.0,2.0,40.0,,,20,2.0,0.0,0.4,,,,,,,,,,,,803617.45,0.5
1993-11-01,4,Calgary,0140,2.0,3.0,248.0,,,124,2.0,0.0,0.84,,,,,,,,,,,,803617.45,3.09
1993-12-01,4,Calgary,0140,2.0,0.0,8.0,,,4,2.0,0.0,0.0,,,,,,,,,,,,803617.45,0.1
1993-11-01,4,Calgary,0140,2.0,1.0,128.0,,,64,2.0,0.0,0.0,,,,,,,,,,,,803617.45,1.59
1993-10-01,4,Calgary,0140,5.0,3.0,68.0,,,16,4.25,0.0,0.5,,,,,,,,,,,,803617.45,0.85
1993-10-01,4,Calgary,0140,1.0,1.0,5964.0,,,5964,1.0,0.0,0.16,,,,,,,,,,,,803617.45,74.21
1993-12-01,4,Calgary,0140,4.0,3.0,908.0,,,204,4.45,0.0,3.02,,,,,,,,,,,,803617.45,11.3
1993-10-01,4,Calgary,0140,1.0,2.0,4.0,,,4,1.0,0.0,3.0,,,,,,,,,,,,803617.45,0.05
1993-11-01,4,Calgary,0140,5.0,2.0,24.0,,,4,6.0,0.0,1.0,,,,,,,,,,,,803617.45,0.3
1994-03-01,1,Calgary,0140,4.0,1.0,48.0,,,12,4.0,0.0,5.67,,,,,,,,,,,,820531.9,0.58
1994-03-01,1,Calgary,0140,2.0,3.0,72.0,,,36,2.0,0.0,2.0,,,,,,,,,,,,820531.9,0.88
1994-01-01,1,Calgary,0140,5.0,3.0,16.0,,,4,4.0,0.0,0.0,,,,,,,,,,,,820531.9,0.19
1994-03-01,1,Calgary,0140,2.0,1.0,128.0,,,64,2.0,0.0,0.19,,,,,,,,,,,,820531.9,1.56
1994-01-01,1,Calgary,0140,1.0,1.0,4480.0,,,4480,1.0,0.0,0.33,,,,,,,,,,,,820531.9,54.6
1994-03-01,1,Calgary,0140,4.0,3.0,180.0,,,48,3.75,0.0,0.92,,,,,,,,,,,,820531.9,2.19
1994-05-01,2,Calgary,0140,4.0,1.0,40.0,,,12,3.33,0.0,1.33,,,,,,,,,,,,820531.9,0.49
1994-06-01,2,Calgary,0140,2.0,1.0,216.0,,,108,2.0,0.0,0.37,,,,,,,,,,,,820531.9,2.63
1994-05-01,2,Calgary,0140,1.0,1.0,7120.0,,,7120,1.0,0.0,0.22,,,,,,,,,,,,820531.9,86.77
1994-06-01,2,Calgary,0140,2.0,3.0,64.0,,,32,2.0,0.0,3.88,,,,,,,,,,,,820531.9,0.78
1994-06-01,2,Calgary,0140,2.0,2.0,8.0,,,4,2.0,0.0,0.0,,,,,,,,,,,,820531.9,0.1
1994-06-01,2,Calgary,0140,5.0,3.0,64.0,,,16,4.0,0.0,0.75,,,,,,,,,,,,820531.9,0.78
1994-04-01,2,Calgary,0140,4.0,3.0,592.0,,,140,4.23,0.0,3.8,,,,,,,,,,,,820531.9,7.21
1994-04-01,2,Calgary,0140,5.0,1.0,28.0,,,8,3.5,0.0,0.0,,,,,,,,,,,,820531.9,0.34
1994-07-01,3,Calgary,0140,2.0,3.0,264.0,,,132,2.0,0.0,1.03,,,,,,,,,,,,820531.9,3.22
1994-07-01,3,Calgary,0140,4.0,1.0,120.0,,,12,10.0,0.0,1.0,,,,,,,,,,,,820531.9,1.46
1994-08-01,3,Calgary,0140,5.0,3.0,976.0,,,44,22.18,0.0,1.0,,,,,,,,,,,,820531.9,11.89
1994-07-01,3,Calgary,0140,5.0,2.0,200.0,,,4,50.0,0.0,2.0,,,,,,,,,,,,820531.9,2.44
1994-07-01,3,Calgary,0140,5.0,1.0,32.0,,,8,4.0,0.0,0.5,,,,,,,,,,,,820531.9,0.39
1994-09-01,3,Calgary,0140,1.0,3.0,4.0,,,4,1.0,0.0,0.0,,,,,,,,,,,,820531.9,0.05
1994-07-01,3,Calgary,0140,4.0,3.0,1060.0,,,248,4.27,0.0,1.82,,,,,,,,,,,,820531.9,12.92
1994-09-01,3,Calgary,0140,2.0,1.0,232.0,,,116,2.0,0.0,0.76,,,,,,,,,,,,820531.9,2.83
