reference_period,ref_qq,metro,metcode,dweltype,mkttycd,total_starts,starts_accsuite,starts_no_accsuite,num_structures,unitsperstructure,avgstorycount,avgpermit_to_start_time,bachelor_units,one_bedrooms,two_bedrooms,three_bedrooms,four_bedrooms,tot_units,total_avg_unitsize_sqm,total_avg_unitsize_sqft,total_avg_price,total_min_price,total_max_price,population,starts_per_10kpop
2019-07-01,3,Regina,1490,2.0,2.0,8.0,,8.0,4,2.0,0.0,0.0,,,,,,,,,,,,263056.66,0.3
2019-11-01,4,Regina,1490,4.0,1.0,28.0,,28.0,8,3.5,0.0,0.0,,,,28,,28,0.0,0.0,0.0,0.0,0.0,263056.66,1.06
2019-10-01,4,Regina,1490,1.0,1.0,324.0,,324.0,324,1.0,0.0,0.08,,,,,,,,,,,,263056.66,12.32
2019-12-01,4,Regina,1490,5.0,2.0,180.0,,180.0,36,5.0,1.56,0.67,,,,,,,,,,,,263056.66,6.84
2019-11-01,4,Regina,1490,4.0,3.0,36.0,,36.0,8,4.5,0.0,0.0,,,,,,,,,,,,263056.66,1.37
2020-02-01,1,Regina,1490,4.0,1.0,24.0,,24.0,8,3.0,0.0,1.0,,,,,,,,,,,,263924.19,0.91
2020-01-01,1,Regina,1490,4.0,3.0,64.0,,64.0,12,5.33,0.0,0.67,,,,,,,,,,,,263924.19,2.42
2020-01-01,1,Regina,1490,1.0,1.0,272.0,,272.0,272,1.0,0.0,0.79,,,,,,,,,,,,263924.19,10.31
2020-02-01,1,Regina,1490,4.0,2.0,16.0,,16.0,4,4.0,0.0,1.0,,,,,,,,,,,,263924.19,0.61
2020-02-01,1,Regina,1490,5.0,3.0,48.0,,48.0,4,12.0,4.0,3.0,,,,,,,,,,,,263924.19,1.82
2020-01-01,1,Regina,1490,2.0,1.0,16.0,,16.0,8,2.0,0.0,0.0,,,,,,,,,,,,263924.19,0.61
2020-01-01,1,Regina,1490,5.0,2.0,172.0,8.0,164.0,52,3.31,1.23,0.54,,,,,,,,,,,,263924.19,6.52
2020-03-01,1,Regina,1490,1.0,3.0,4.0,,4.0,4,1.0,0.0,0.0,,,,,,,,,,,,263924.19,0.15
2020-05-01,2,Regina,1490,2.0,1.0,96.0,,96.0,48,2.0,0.0,0.13,,,,,,,,,,,,263924.19,3.64
2020-06-01,2,Regina,1490,4.0,3.0,80.0,,80.0,20,4.0,0.0,2.0,,,,,,,,,,,,263924.19,3.03
2020-04-01,2,Regina,1490,5.0,2.0,244.0,4.0,240.0,124,1.97,0.94,0.0,,,,,,,,,,,,263924.19,9.25
2020-06-01,2,Regina,1490,1.0,1.0,168.0,,168.0,168,1.0,0.0,0.12,,,,,,,,,,,,263924.19,6.37
2020-07-01,3,Regina,1490,2.0,1.0,24.0,,24.0,12,2.0,0.0,0.67,,,,,,,,,,,,263924.19,0.91
2020-08-01,3,Regina,1490,5.0,3.0,164.0,,164.0,4,41.0,4.0,1.0,,,,,,,,,,,,263924.19,6.21
2020-07-01,3,Regina,1490,1.0,1.0,316.0,,316.0,316,1.0,0.0,0.44,,,,,,,,,,,,263924.19,11.97
2020-07-01,3,Regina,1490,4.0,3.0,304.0,,304.0,80,3.8,0.0,0.5,,,,28,,28,58.37,628.29,154671.43,0.0,372900.0,263924.19,11.52
2020-07-01,3,Regina,1490,5.0,1.0,8.0,,8.0,4,2.0,1.0,4.0,,,,,,,,,,,,263924.19,0.3
2020-07-01,3,Regina,1490,5.0,2.0,20.0,,20.0,16,1.25,0.25,0.0,,,,,,,,,,,,263924.19,0.76
2020-12-01,4,Regina,1490,1.0,1.0,392.0,,392.0,392,1.0,0.0,0.18,,,,,,,,,,,,263924.19,14.85
2020-11-01,4,Regina,1490,5.0,2.0,360.0,,360.0,48,7.5,1.42,0.42,,,,,,,,,,,,263924.19,13.64
2020-12-01,4,Regina,1490,5.0,1.0,40.0,,40.0,20,2.0,1.0,0.0,,,,,,,,,,,,263924.19,1.52
2020-11-01,4,Regina,1490,4.0,1.0,28.0,,28.0,8,3.5,0.0,,,,,,,,,,,,,263924.19,1.06
2020-10-01,4,Regina,1490,2.0,3.0,8.0,,8.0,4,2.0,0.0,22.0,,,,,,,,,,,,263924.19,0.3
2020-11-01,4,Regina,1490,2.0,1.0,88.0,,88.0,44,2.0,0.0,0.3,,,,,,,,,,,,263924.19,3.33
2020-10-01,4,Regina,1490,4.0,3.0,108.0,,108.0,28,3.86,0.0,2.67,,,,12,,12,0.0,0.0,340566.67,328900.0,363900.0,263924.19,4.09
2021-03-01,1,Regina,1490,1.0,1.0,236.0,,236.0,236,1.0,0.0,0.34,,,,,,,,,,,,267819.44,8.81
2021-02-01,1,Regina,1490,4.0,3.0,56.0,,56.0,12,4.67,0.0,1.33,,,,,,,,,,,,267819.44,2.09
2021-03-01,1,Regina,1490,2.0,1.0,88.0,,88.0,44,2.0,0.0,0.75,,,,,,,,,,,,267819.44,3.29
2021-03-01,1,Regina,1490,5.0,2.0,632.0,16.0,616.0,108,5.85,1.0,0.56,,,,,,,,,,,,267819.44,23.6
2021-06-01,2,Regina,1490,5.0,2.0,132.0,16.0,116.0,76,1.74,1.32,0.75,,,,,,,,,,,,267819.44,4.93
2021-04-01,2,Regina,1490,1.0,1.0,484.0,,484.0,484,1.0,0.0,0.6,,,,,,,,,,,,267819.44,18.07
2021-06-01,2,Regina,1490,5.0,3.0,32.0,,32.0,4,8.0,2.0,1.0,,,,,,,,,,,,267819.44,1.19
2021-06-01,2,Regina,1490,2.0,1.0,8.0,,8.0,4,2.0,0.0,,,,,,,,,,,,,267819.44,0.3
2021-05-01,2,Regina,1490,4.0,3.0,128.0,,128.0,36,3.56,0.0,0.86,,,,60,,60,101.39,1091.34,365593.33,299900.0,500000.0,267819.44,4.78
2021-06-01,2,Regina,1490,2.0,3.0,16.0,,16.0,8,2.0,0.0,0.5,,,,,,,,,,,,267819.44,0.6
2021-09-01,3,Regina,1490,4.0,3.0,12.0,,12.0,4,3.0,0.0,,,,,,,,,,,,,267819.44,0.45
2021-09-01,3,Regina,1490,4.0,2.0,160.0,,160.0,20,8.0,0.0,0.0,,,,,,,,,,,,267819.44,5.97
2021-07-01,3,Regina,1490,5.0,2.0,116.0,8.0,108.0,48,2.42,1.42,0.42,,,,,,,,,,,,267819.44,4.33
2021-07-01,3,Regina,1490,2.0,2.0,8.0,,8.0,4,2.0,0.0,0.0,,,,,,,,,,,,267819.44,0.3
2021-08-01,3,Regina,1490,2.0,3.0,8.0,,8.0,4,2.0,0.0,1.0,,,,,,,,,,,,267819.44,0.3
2021-09-01,3,Regina,1490,1.0,1.0,436.0,,436.0,436,1.0,0.0,0.43,,,,,,,,,,,,267819.44,16.28
2021-08-01,3,Regina,1490,2.0,1.0,32.0,,32.0,16,2.0,0.0,0.5,,,,,,,,,,,,267819.44,1.19
2021-11-01,4,Regina,1490,5.0,2.0,612.0,20.0,592.0,48,12.75,1.0,0.36,,,,,,,,,,,,267819.44,22.85
2021-12-01,4,Regina,1490,5.0,3.0,16.0,,16.0,4,4.0,2.0,0.0,,,,,,,,,,,,267819.44,0.6
2021-10-01,4,Regina,1490,1.0,2.0,4.0,,4.0,4,1.0,0.0,0.0,,,,,,,,,,,,267819.44,0.15
2021-10-01,4,Regina,1490,2.0,3.0,16.0,,16.0,8,2.0,0.0,0.0,,,,,,,,,,,,267819.44,0.6
2021-12-01,4,Regina,1490,4.0,2.0,20.0,,20.0,4,5.0,0.0,0.0,,,,,,,,,,,,267819.44,0.75
2021-11-01,4,Regina,1490,2.0,1.0,112.0,,112.0,56,2.0,0.0,-0.07,,,,,,,,,,,,267819.44,4.18
2021-10-01,4,Regina,1490,1.0,1.0,460.0,,460.0,460,1.0,0.0,0.21,,,,,,,,,,,,267819.44,17.18
2021-11-01,4,Regina,1490,4.0,3.0,108.0,,108.0,28,3.86,0.0,0.0,,,,,,,,,,,,267819.44,4.03
2022-02-01,1,Regina,1490,4.0,3.0,80.0,,80.0,20,4.0,0.0,2.6,,,,,,,,,,,,276267.47,2.9
2022-03-01,1,Regina,1490,4.0,2.0,80.0,,80.0,8,10.0,0.0,2.5,,,,,,,,,,,,276267.47,2.9
2022-01-01,1,Regina,1490,5.0,2.0,92.0,4.0,88.0,36,2.56,1.33,0.67,,,,,,,,,,,,276267.47,3.33
2022-03-01,1,Regina,1490,4.0,1.0,12.0,,12.0,4,3.0,0.0,0.0,,,,,,,,,,,,276267.47,0.43
2022-03-01,1,Regina,1490,5.0,3.0,16.0,,16.0,4,4.0,2.0,0.0,,,,,,,,,,,,276267.47,0.58
2022-01-01,1,Regina,1490,1.0,1.0,328.0,,328.0,328,1.0,0.0,0.6,,,,,,,,,,,,276267.47,11.87
2022-03-01,1,Regina,1490,2.0,1.0,32.0,,32.0,16,2.0,0.0,0.25,,,,,,,,,,,,276267.47,1.16
2022-03-01,1,Regina,1490,2.0,3.0,16.0,,16.0,8,2.0,0.0,,,,,,,,,,,,,276267.47,0.58
2022-06-01,2,Regina,1490,4.0,1.0,12.0,,12.0,4,3.0,0.0,3.0,,,,,,,,,,,,276267.47,0.43
2022-04-01,2,Regina,1490,4.0,3.0,104.0,,104.0,28,3.71,0.0,1.75,,,,28,,28,0.0,0.0,156385.71,0.0,364900.0,276267.47,3.76
2022-06-01,2,Regina,1490,5.0,3.0,8.0,,8.0,4,2.0,2.0,1.0,,,,,,,,,,,,276267.47,0.29
2022-06-01,2,Regina,1490,2.0,1.0,32.0,,32.0,16,2.0,0.0,0.75,,,,,,,,,,,,276267.47,1.16
2022-06-01,2,Regina,1490,4.0,2.0,64.0,,64.0,4,16.0,0.0,7.0,,,,,,,,,,,,276267.47,2.32
2022-06-01,2,Regina,1490,1.0,1.0,428.0,,428.0,428,1.0,0.0,0.64,,,,,,,,,,,,276267.47,15.49
2022-05-01,2,Regina,1490,5.0,2.0,532.0,4.0,528.0,64,8.31,1.63,0.38,,,,,,,,,,,,276267.47,19.26
2022-07-01,3,Regina,1490,4.0,3.0,64.0,,64.0,16,4.0,0.0,1.0,,,,,,,,,,,,276267.47,2.32
2022-09-01,3,Regina,1490,1.0,1.0,328.0,,328.0,328,1.0,0.0,0.43,,,,,,,,,,,,276267.47,11.87
2022-08-01,3,Regina,1490,4.0,2.0,64.0,,64.0,16,4.0,0.0,1.0,,,,,,,,,,,,276267.47,2.32
2022-09-01,3,Regina,1490,5.0,3.0,16.0,,16.0,4,4.0,1.0,2.0,,,,,,,,,,,,276267.47,0.58
2022-07-01,3,Regina,1490,4.0,1.0,12.0,,12.0,4,3.0,0.0,4.0,,,,,,,,,,,,276267.47,0.43
2022-07-01,3,Regina,1490,2.0,1.0,88.0,,88.0,44,2.0,0.0,0.82,,,,,,,,,,,,276267.47,3.19
2022-07-01,3,Regina,1490,5.0,2.0,332.0,4.0,328.0,96,3.46,0.96,0.79,,,,,,,,,,,,276267.47,12.02
2022-10-01,4,Regina,1490,4.0,2.0,116.0,,116.0,28,4.14,0.0,0.0,,,,,,,,,,,,276267.47,4.2
2022-11-01,4,Regina,1490,5.0,2.0,588.0,,588.0,96,6.13,1.67,0.77,,,,,,,,,,,,276267.47,21.28
2022-10-01,4,Regina,1490,1.0,1.0,200.0,,200.0,200,1.0,0.0,0.39,,,,,,,,,,,,276267.47,7.24
2022-11-01,4,Regina,1490,5.0,3.0,48.0,,48.0,8,6.0,1.5,0.5,,4,4,20,,28,0.0,0.0,0.0,0.0,0.0,276267.47,1.74
2022-10-01,4,Regina,1490,4.0,3.0,56.0,,56.0,12,4.67,0.0,1.67,,,,,,,,,,,,276267.47,2.03
2023-02-01,1,Regina,1490,4.0,2.0,84.0,,84.0,16,5.25,0.0,0.67,,,,,,,,,,,,283848.5,2.96
2023-02-01,1,Regina,1490,5.0,2.0,896.0,,896.0,140,6.4,1.4,0.71,,,,,,,,,,,,283848.5,31.57
2023-02-01,1,Regina,1490,1.0,3.0,16.0,,16.0,16,1.0,0.0,6.0,,,,,,,,,,,,283848.5,0.56
2023-02-01,1,Regina,1490,2.0,1.0,24.0,,24.0,12,2.0,0.0,4.33,,,,,,,,,,,,283848.5,0.85
2023-02-01,1,Regina,1490,4.0,1.0,64.0,,64.0,12,5.33,0.0,2.33,,4,8,36,,48,123.98,1334.56,441411.08,379900.0,632900.0,283848.5,2.25
2023-03-01,1,Regina,1490,1.0,1.0,64.0,,64.0,64,1.0,0.0,1.31,,,,,,,,,,,,283848.5,2.25
2023-02-01,1,Regina,1490,2.0,2.0,8.0,,8.0,4,2.0,0.0,1.0,,,,,,,,,,,,283848.5,0.28
2023-02-01,1,Regina,1490,2.0,3.0,8.0,,8.0,4,2.0,0.0,6.0,,,,,,,,,,,,283848.5,0.28
2023-05-01,2,Regina,1490,4.0,1.0,56.0,,56.0,16,3.5,0.0,5.0,,,,16,,16,151.13,1626.75,479900.0,449900.0,529900.0,283848.5,1.97
2023-05-01,2,Regina,1490,1.0,1.0,188.0,,188.0,188,1.0,0.0,1.32,,,,,,,,,,,,283848.5,6.62
2023-04-01,2,Regina,1490,1.0,3.0,8.0,,8.0,8,1.0,0.0,1.0,,,,,,,,,,,,283848.5,0.28
2023-04-01,2,Regina,1490,2.0,1.0,104.0,,104.0,52,2.0,0.0,5.92,,,,,,,,,,,,283848.5,3.66
2023-06-01,2,Regina,1490,5.0,2.0,652.0,,652.0,60,10.87,1.13,0.4,,,,,,,,,,,,283848.5,22.97
2023-04-01,2,Regina,1490,4.0,3.0,32.0,,32.0,8,4.0,0.0,3.5,,,,20,,20,124.49,1340.0,0.0,0.0,0.0,283848.5,1.13
2023-05-01,2,Regina,1490,2.0,3.0,8.0,,8.0,4,2.0,0.0,2.0,,,,,,,,,,,,283848.5,0.28
2023-08-01,3,Regina,1490,1.0,1.0,348.0,,348.0,348,1.0,0.0,0.54,,,,,,,,,,,,283848.5,12.26
2023-08-01,3,Regina,1490,5.0,3.0,164.0,,164.0,4,41.0,4.0,0.0,,,,,,,,,,,,283848.5,5.78
2023-08-01,3,Regina,1490,2.0,1.0,32.0,,32.0,16,2.0,0.0,1.5,,,,,,,,,,,,283848.5,1.13
2023-08-01,3,Regina,1490,5.0,2.0,132.0,,132.0,52,2.54,0.92,0.46,,,,,,,,,,,,283848.5,4.65
2023-09-01,3,Regina,1490,4.0,3.0,16.0,,16.0,4,4.0,0.0,1.0,,,,,,,,,,,,283848.5,0.56
2023-07-01,3,Regina,1490,4.0,1.0,72.0,,72.0,20,3.6,0.0,3.0,,,,20,,20,135.19,1455.17,402340.0,400000.0,409000.0,283848.5,2.54
2023-12-01,4,Regina,1490,4.0,1.0,88.0,,88.0,20,4.4,0.0,1.6,,,,12,,12,136.13,1465.33,407000.0,381900.0,425900.0,283848.5,3.1
2023-11-01,4,Regina,1490,2.0,1.0,24.0,,24.0,12,2.0,0.0,1.0,,,,,,,,,,,,283848.5,0.85
2023-10-01,4,Regina,1490,5.0,2.0,1372.0,,1372.0,120,11.43,1.23,1.47,,,,,,,,,,,,283848.5,48.34
2023-11-01,4,Regina,1490,5.0,1.0,16.0,,16.0,8,2.0,1.5,0.5,,,,,,,,,,,,283848.5,0.56
2023-11-01,4,Regina,1490,1.0,3.0,4.0,,4.0,4,1.0,0.0,8.0,,,,,,,,,,,,283848.5,0.14
2023-11-01,4,Regina,1490,1.0,1.0,224.0,,224.0,224,1.0,0.0,0.45,,,,,,,,,,,,283848.5,7.89
2023-10-01,4,Regina,1490,1.0,2.0,4.0,,4.0,4,1.0,0.0,0.0,,,,,,,,,,,,283848.5,0.14
1988-06-01,2,Saskatoon,1700,1.0,1.0,396.0,,,396,1.0,0.0,0.0,,,,,,,,,,,,216113.54,18.32
1988-06-01,2,Saskatoon,1700,2.0,1.0,48.0,,,24,2.0,0.0,0.0,,,,,,,,,,,,216113.54,2.22
1988-07-01,3,Saskatoon,1700,2.0,1.0,72.0,,,36,2.0,0.0,0.11,,,,,,,,,,,,216113.54,3.33
1988-08-01,3,Saskatoon,1700,2.0,3.0,8.0,,,4,2.0,0.0,1.0,,,,,,,,,,,,216113.54,0.37
1988-09-01,3,Saskatoon,1700,1.0,1.0,752.0,,,752,1.0,0.0,0.24,,,,,,,,,,,,216113.54,34.8
1988-08-01,3,Saskatoon,1700,4.0,3.0,112.0,,,24,4.67,0.0,1.0,,,,,,,,,,,,216113.54,5.18
1988-08-01,3,Saskatoon,1700,5.0,2.0,112.0,,,28,4.0,1.71,0.0,,,,,,,,,,,,216113.54,5.18
1988-09-01,3,Saskatoon,1700,5.0,3.0,456.0,,,12,38.0,0.0,0.0,,,,,,,,,,,,216113.54,21.1
1988-10-01,4,Saskatoon,1700,5.0,3.0,144.0,,,4,36.0,0.0,3.0,,,,,,,,,,,,216113.54,6.66
1988-12-01,4,Saskatoon,1700,5.0,2.0,16.0,,,4,4.0,0.0,0.0,,,,,,,,,,,,216113.54,0.74
1988-12-01,4,Saskatoon,1700,1.0,1.0,552.0,,,552,1.0,0.0,0.2,,,,,,,,,,,,216113.54,25.54
1988-10-01,4,Saskatoon,1700,2.0,1.0,40.0,,,20,2.0,0.0,0.0,,,,,,,,,,,,216113.54,1.85
1988-11-01,4,Saskatoon,1700,4.0,3.0,64.0,,,8,8.0,0.0,0.0,,,,,,,,,,,,216113.54,2.96
1989-03-01,1,Saskatoon,1700,2.0,1.0,20.0,,,12,1.67,0.0,0.0,,,,,,,,,,,,216194.65,0.93
1989-02-01,1,Saskatoon,1700,1.0,1.0,304.0,,,304,1.0,0.0,0.21,,,,,,,,,,,,216194.65,14.06
1989-01-01,1,Saskatoon,1700,5.0,2.0,56.0,,,8,7.0,0.0,0.5,,,,,,,,,,,,216194.65,2.59
1989-02-01,1,Saskatoon,1700,4.0,2.0,48.0,,,4,12.0,0.0,2.0,,,,,,,,,,,,216194.65,2.22
1989-06-01,2,Saskatoon,1700,4.0,3.0,120.0,,,12,10.0,0.0,0.33,,,,,,,,,,,,216194.65,5.55
1989-06-01,2,Saskatoon,1700,2.0,1.0,16.0,,,8,2.0,0.0,1.5,,,,,,,,,,,,216194.65,0.74
1989-05-01,2,Saskatoon,1700,1.0,1.0,576.0,,,576,1.0,0.0,0.18,,,,,,,,,,,,216194.65,26.64
1989-08-01,3,Saskatoon,1700,1.0,1.0,404.0,,,404,1.0,0.0,0.21,,,,,,,,,,,,216194.65,18.69
1989-10-01,4,Saskatoon,1700,1.0,1.0,328.0,,,328,1.0,0.0,0.23,,,,,,,,,,,,216194.65,15.17
1989-10-01,4,Saskatoon,1700,4.0,3.0,80.0,,,8,10.0,0.0,0.0,,,,,,,,,,,,216194.65,3.7
1990-02-01,1,Saskatoon,1700,1.0,1.0,268.0,,,268,1.0,0.0,0.15,,,,,,,,,,,,217086.47,12.35
1990-05-01,2,Saskatoon,1700,2.0,1.0,8.0,,,4,2.0,0.0,0.0,,,,,,,,,,,,217086.47,0.37
1990-04-01,2,Saskatoon,1700,1.0,1.0,388.0,,,388,1.0,0.0,0.25,,,,,,,,,,,,217086.47,17.87
1990-06-01,2,Saskatoon,1700,5.0,3.0,332.0,,,8,41.5,0.0,0.0,,,,,,,,,,,,217086.47,15.29
1990-07-01,3,Saskatoon,1700,1.0,1.0,204.0,,,204,1.0,0.0,0.59,,,,,,,,,,,,217086.47,9.4
1990-08-01,3,Saskatoon,1700,4.0,3.0,176.0,,,4,44.0,0.0,0.0,,,,,,,,,,,,217086.47,8.11
1990-11-01,4,Saskatoon,1700,1.0,1.0,208.0,,,208,1.0,0.0,0.58,,,,,,,,,,,,217086.47,9.58
1990-10-01,4,Saskatoon,1700,4.0,3.0,56.0,,,16,3.5,0.0,0.0,,,,,,,,,,,,217086.47,2.58
1991-01-01,1,Saskatoon,1700,2.0,1.0,8.0,,,4,2.0,0.0,0.0,,,,,,,,,,,,219336.14,0.36
1991-01-01,1,Saskatoon,1700,1.0,1.0,156.0,,,156,1.0,0.0,0.54,,,,,,,,,,,,219336.14,7.11
1991-04-01,2,Saskatoon,1700,1.0,1.0,288.0,,,288,1.0,0.0,0.38,,,,,,,,,,,,219336.14,13.13
1991-06-01,2,Saskatoon,1700,2.0,1.0,8.0,,,4,2.0,0.0,9.0,,,,,,,,,,,,219336.14,0.36
1991-04-01,2,Saskatoon,1700,4.0,3.0,32.0,,,8,4.0,0.0,0.0,,,,,,,,,,,,219336.14,1.46
1991-07-01,3,Saskatoon,1700,2.0,1.0,8.0,,,4,2.0,0.0,0.0,,,,,,,,,,,,219336.14,0.36
1991-08-01,3,Saskatoon,1700,1.0,1.0,244.0,,,244,1.0,0.0,0.03,,,,,,,,,,,,219336.14,11.12
1991-07-01,3,Saskatoon,1700,4.0,3.0,60.0,,,16,3.75,0.0,0.0,,,,,,,,,,,,219336.14,2.74
1991-08-01,3,Saskatoon,1700,5.0,3.0,200.0,,,4,50.0,0.0,0.0,,,,,,,,,,,,219336.14,9.12
1991-12-01,4,Saskatoon,1700,1.0,1.0,208.0,,,208,1.0,0.0,0.33,,,,,,,,,,,,219336.14,9.48
1991-12-01,4,Saskatoon,1700,2.0,1.0,8.0,,,4,2.0,0.0,5.0,,,,,,,,,,,,219336.14,0.36
1992-03-01,1,Saskatoon,1700,2.0,3.0,72.0,,,36,2.0,0.0,0.0,,,,,,,,,,,,221094.42,3.26
1992-02-01,1,Saskatoon,1700,4.0,3.0,16.0,,,4,4.0,0.0,7.0,,,,,,,,,,,,221094.42,0.72
1992-02-01,1,Saskatoon,1700,1.0,1.0,136.0,,,136,1.0,0.0,0.06,,,,,,,,,,,,221094.42,6.15
1992-06-01,2,Saskatoon,1700,1.0,1.0,412.0,,,412,1.0,0.0,0.06,,,,,,,,,,,,221094.42,18.63
1992-06-01,2,Saskatoon,1700,2.0,1.0,8.0,,,4,2.0,0.0,0.0,,,,,,,,,,,,221094.42,0.36
1992-04-01,2,Saskatoon,1700,2.0,3.0,40.0,,,20,2.0,0.0,1.8,,,,,,,,,,,,221094.42,1.81
1992-05-01,2,Saskatoon,1700,1.0,3.0,4.0,,,4,1.0,0.0,2.0,,,,,,,,,,,,221094.42,0.18
1992-09-01,3,Saskatoon,1700,2.0,1.0,112.0,,,56,2.0,0.0,0.0,,,,,,,,,,,,221094.42,5.07
1992-09-01,3,Saskatoon,1700,5.0,3.0,236.0,,,4,59.0,0.0,0.0,,,,,,,,,,,,221094.42,10.67
1992-09-01,3,Saskatoon,1700,4.0,2.0,72.0,,,12,6.0,0.0,0.0,,,,,,,,,,,,221094.42,3.26
1992-07-01,3,Saskatoon,1700,1.0,1.0,384.0,,,384,1.0,0.0,0.17,,,,,,,,,,,,221094.42,17.37
1992-11-01,4,Saskatoon,1700,4.0,1.0,28.0,,,8,3.5,0.0,0.0,,,,,,,,,,,,221094.42,1.27
1992-11-01,4,Saskatoon,1700,2.0,1.0,24.0,,,12,2.0,0.0,0.0,,,,,,,,,,,,221094.42,1.09
1992-10-01,4,Saskatoon,1700,1.0,1.0,312.0,,,312,1.0,0.0,0.28,,,,,,,,,,,,221094.42,14.11
1993-02-01,1,Saskatoon,1700,5.0,2.0,324.0,,,4,81.0,0.0,1.0,,,,,,,,,,,,222880.12,14.54
1993-02-01,1,Saskatoon,1700,1.0,1.0,184.0,,,184,1.0,0.0,0.07,,,,,,,,,,,,222880.12,8.26
1993-06-01,2,Saskatoon,1700,2.0,3.0,168.0,,,84,2.0,0.0,0.0,,,,,,,,,,,,222880.12,7.54
1993-04-01,2,Saskatoon,1700,2.0,1.0,24.0,,,12,2.0,0.0,3.33,,,,,,,,,,,,222880.12,1.08
1993-04-01,2,Saskatoon,1700,4.0,2.0,16.0,,,4,4.0,0.0,0.0,,,,,,,,,,,,222880.12,0.72
1993-06-01,2,Saskatoon,1700,1.0,3.0,4.0,,,4,1.0,0.0,0.0,,,,,,,,,,,,222880.12,0.18
1993-04-01,2,Saskatoon,1700,1.0,1.0,452.0,,,452,1.0,0.0,0.37,,,,,,,,,,,,222880.12,20.28
1993-04-01,2,Saskatoon,1700,5.0,3.0,432.0,,,8,54.0,1.5,0.0,,,,,,,,,,,,222880.12,19.38
1993-07-01,3,Saskatoon,1700,1.0,1.0,304.0,,,304,1.0,0.0,0.17,,,,,,,,,,,,222880.12,13.64
1993-07-01,3,Saskatoon,1700,2.0,3.0,16.0,,,8,2.0,0.0,0.0,,,,,,,,,,,,222880.12,0.72
1993-08-01,3,Saskatoon,1700,1.0,3.0,4.0,,,4,1.0,0.0,0.0,,,,,,,,,,,,222880.12,0.18
1993-08-01,3,Saskatoon,1700,5.0,3.0,92.0,,,4,23.0,0.0,0.0,,,,,,,,,,,,222880.12,4.13
1993-11-01,4,Saskatoon,1700,1.0,1.0,288.0,,,288,1.0,0.0,0.03,,,,,,,,,,,,222880.12,12.92
1993-11-01,4,Saskatoon,1700,4.0,3.0,64.0,,,8,8.0,0.0,0.0,,,,,,,,,,,,222880.12,2.87
1994-01-01,1,Saskatoon,1700,4.0,3.0,16.0,,,4,4.0,0.0,0.0,,,,,,,,,,,,226066.8,0.71
1994-01-01,1,Saskatoon,1700,5.0,3.0,48.0,,,4,12.0,3.0,0.0,,,,,,,,,,,,226066.8,2.12
1994-03-01,1,Saskatoon,1700,2.0,1.0,8.0,,,4,2.0,0.0,0.0,,,,,,,,,,,,226066.8,0.35
1994-03-01,1,Saskatoon,1700,1.0,1.0,124.0,,,124,1.0,0.0,0.03,,,,,,,,,,,,226066.8,5.49
1994-03-01,1,Saskatoon,1700,4.0,2.0,16.0,,,4,4.0,0.0,0.0,,,,,,,,,,,,226066.8,0.71
1994-05-01,2,Saskatoon,1700,5.0,3.0,156.0,,,4,39.0,4.0,0.0,,,,,,,,,,,,226066.8,6.9
1994-05-01,2,Saskatoon,1700,2.0,3.0,64.0,,,32,2.0,0.0,0.0,,,,,,,,,,,,226066.8,2.83
1994-04-01,2,Saskatoon,1700,5.0,2.0,96.0,,,4,24.0,0.0,0.0,,,,,,,,,,,,226066.8,4.25
1994-06-01,2,Saskatoon,1700,2.0,1.0,16.0,,,8,2.0,0.0,0.0,,,,,,,,,,,,226066.8,0.71
1994-06-01,2,Saskatoon,1700,2.0,2.0,8.0,,,4,2.0,0.0,0.0,,,,,,,,,,,,226066.8,0.35
1994-05-01,2,Saskatoon,1700,1.0,1.0,528.0,,,528,1.0,0.0,0.16,,,,,,,,,,,,226066.8,23.36
1994-09-01,3,Saskatoon,1700,5.0,3.0,64.0,,,8,8.0,2.0,0.0,,,,,,,,,,,,226066.8,2.83
1994-07-01,3,Saskatoon,1700,2.0,3.0,16.0,,,8,2.0,0.0,0.0,,,,,,,,,,,,226066.8,0.71
1994-09-01,3,Saskatoon,1700,1.0,1.0,456.0,,,456,1.0,0.0,0.25,,,,,,,,,,,,226066.8,20.17
1994-08-01,3,Saskatoon,1700,5.0,2.0,48.0,,,4,12.0,0.0,1.0,,,,,,,,,,,,226066.8,2.12
1994-10-01,4,Saskatoon,1700,5.0,3.0,676.0,,,12,56.33,1.0,1.33,,,,,,,,,,,,226066.8,29.9
1994-10-01,4,Saskatoon,1700,1.0,1.0,372.0,,,372,1.0,0.0,0.02,,,,,,,,,,,,226066.8,16.46
1994-11-01,4,Saskatoon,1700,2.0,1.0,16.0,,,8,2.0,0.0,0.5,,,,,,,,,,,,226066.8,0.71
1995-02-01,1,Saskatoon,1700,4.0,3.0,16.0,,,4,4.0,0.0,0.0,,,,,,,,,,,,228510.7,0.7
1995-03-01,1,Saskatoon,1700,1.0,3.0,8.0,,,8,1.0,0.0,0.0,,,,,,,,,,,,228510.7,0.35
1995-01-01,1,Saskatoon,1700,2.0,3.0,56.0,,,28,2.0,0.0,0.0,,,,,,,,,,,,228510.7,2.45
1995-02-01,1,Saskatoon,1700,1.0,1.0,248.0,,,248,1.0,0.0,0.11,,,,,,,,,,,,228510.7,10.85
